O3	C2H3NO5	NH3	PM2.5	CFCs	PAHs	PM10	CH4	warning	longitude	CO	Pb	PRES	NOx	latitude	H2CO	TEMP	SO2
5.24816	7.47608	8.46561	6.36929	56.77793	5.08231	7.07446	7.43459	0.00000	27.25	4.36506	41.85285	1093.34703	7.46841	42.7	42.88981	12.33820	4.72863
7.49037	3.89024	7.09304	6.02621	68.94143	5.20615	5.44220	7.04814	0.00000	73	7.63839	38.68509	1142.94645	8.10276	40.93333	70.94441	6.42155	9.65063
2.94054	7.01638	3.85716	6.80635	52.30790	6.64657	6.33383	7.99078	0.00000	3.47717	6.40906	61.09442	1187.65876	8.20301	36.76639	30.76821	2.48473	4.52153
5.84216	5.06138	7.93466	6.43520	43.71465	4.83604	5.12629	4.67275	1.00000	38.01667	9.70845	20.12242	1054.72800	3.92036	-5.41667	37.26874	8.23147	7.22120
8.13648	9.17740	8.80785	7.80411	69.04647	5.58180	7.20424	5.85975	0.00000	-86.78777	5.55016	41.22221	1132.49900	8.25208	33.44872	47.36975	2.85387	6.86219
6.74885	4.86353	9.08457	6.34979	50.15464	6.07601	6.95112	6.25857	0.00000	43.67663	8.24482	37.67681	1109.11998	8.13650	53.53041	36.61996	18.13320	8.63159
8.41593	5.85053	8.66343	4.32597	63.81610	5.06935	3.01077	5.89751	0.00000	-6.03731	6.99605	43.73381	1185.19735	7.49988	37.35813	36.28799	7.70563	7.20138
7.62533	5.77605	6.02994	8.12058	51.29220	5.00013	7.19866	6.12763	1.00000	77.70636	8.26661	68.07172	1163.43249	5.13699	28.98002	26.87967	21.60291	5.19315
6.92834	6.45906	9.37163	6.01990	58.73589	5.22408	6.98953	5.44418	0.00000	116.11768	3.75124	39.46065	1169.09432	7.08970	24.28859	27.77127	10.83687	5.79080
4.65344	4.65755	4.35728	8.27590	65.08495	2.87540	5.48364	5.75474	0.00000	-6.03731	9.95708	47.85094	1090.28608	8.11904	37.35813	32.16355	22.78242	6.36076
5.93701	5.82930	6.16391	7.65012	23.30954	9.76509	6.19721	5.17708	1.00000	75.16878	6.34249	32.41012	1126.43007	7.21107	30.81383	52.15064	17.15283	8.32146
7.91894	5.99671	5.47582	5.53429	29.47827	6.24337	5.72195	5.83826	1.00000	-2.98884	7.78791	40.81939	1056.47532	3.78254	43.32686	40.77340	18.01410	5.74843
3.76847	6.08412	6.32605	7.34310	69.82971	6.40049	5.91290	5.80198	1.00000	-85.43772	5.80860	41.76036	1064.55837	6.41689	10.63504	50.66729	14.77751	8.35022
4.69352	4.20777	7.15437	7.10579	20.11133	4.24539	5.57339	5.59696	0.00000	76.0586	5.26595	40.81272	1184.80654	7.27830	16.06213	49.93917	-12.39130	5.30456
5.19508	3.41113	6.17167	6.34795	50.91443	8.03092	4.91910	6.40544	1.00000	8.77155	7.88734	51.01626	1105.21482	7.78658	50.23019	39.89224	13.09967	8.52539
3.92737	5.52599	9.85666	7.99154	59.20248	4.94062	6.53477	8.07148	0.00000	37.73333	3.68613	41.37914	1057.94602	10.17089	-4.06667	66.23801	-6.63810	3.76903
5.77392	11.11890	8.26414	7.31941	61.35063	7.27310	7.67370	5.59057	1.00000	-120.00865	2.96968	44.65295	1052.41632	6.80552	46.32374	44.14825	14.42309	6.10583
6.89938	5.67395	5.81232	6.16794	43.82616	5.51274	5.39554	5.85140	1.00000	-87.93341	6.90515	38.88845	1069.72277	7.67034	42.55308	54.31288	9.80637	4.27812
6.33151	4.66306	6.84782	5.25704	40.00327	5.93009	6.11456	6.85266	1.00000	2.25	8.21644	50.08065	1082.17461	5.21633	50.75	59.33469	-2.92840	5.87462
4.97268	7.06062	7.09699	4.97668	42.99094	4.79699	5.81503	5.34278	1.00000	78.95693	9.02216	52.41342	1050.57193	3.93681	29.21399	41.27770	21.84382	7.03680
8.90549	6.00015	8.18892	5.14322	43.85114	6.39121	5.71242	5.76700	0.00000	2.44892	5.29744	31.68498	1134.76789	8.02599	48.98693	48.59708	1.05956	8.89921
5.43477	4.48562	7.48989	7.32758	35.44458	5.26412	6.47366	6.26435	0.00000	0.57856	4.35195	34.26749	1123.90293	6.82143	40.70995	44.23028	20.92195	5.46330
8.74298	6.33907	4.51596	6.91336	54.21672	4.99344	7.26025	6.49229	1.00000	48.41667	7.68619	40.11222	1128.94835	5.49368	-17.83333	33.07366	12.78569	3.64390
5.26197	5.71414	6.81195	8.06858	39.64728	6.63179	6.34937	7.98981	1.00000	-1.47217	5.11446	62.64795	1083.96605	8.37762	53.46506	77.36619	11.07927	5.04105
8.45435	6.04627	3.28891	6.33651	52.79849	4.21746	6.84429	7.96724	1.00000	5.37429	7.23499	37.49290	1051.12160	4.62841	51.03427	60.48996	21.33886	4.31994
4.84519	11.66938	6.12468	4.12154	41.15041		7.92479	3.22045	0.00000	43.67663	5.08521	43.69089	1090.04879	7.04403	53.53041	22.55507	14.59436	4.74789
2.72416	6.28212	9.28021	6.86159	34.67691	6.24921	5.78359	6.79839	1.00000	11.18709	4.26110	84.76137	1142.68680	7.84488	48.73218	49.61818	34.18564	7.51458
7.95553	6.16046	5.86430	7.39957	47.82033	5.48672	5.82134	5.68703	1.00000	117.4831	8.13618	47.07179	1188.67129		27.34089	35.96655	8.21746	6.81671
4.16909	3.71997	5.16601	8.93108	56.12536	4.81042	5.46825	6.68663	0.00000	-86.57415	9.26259	61.16891	1189.53648	7.61761	15.48131	77.46820	25.28910	6.64573
4.80750	12.04115	11.40243	7.40308	75.58663	4.53883	8.25522	6.06264	0.00000	0.30367	4.52145	48.30021	1173.34313	9.80976	51.38673	66.91425	1.07890	3.79395
7.66412	3.81835	6.26118	5.97867	42.73011	3.70783	5.98215	6.61868	1.00000	-73.02841	8.68346	27.67127	1053.46313	3.90849	-36.9256	43.62139	-0.66131	7.13689
7.62366	6.76625	5.73297	5.12457	34.77842	7.64589	7.25238	6.79565	1.00000	-8.2503	9.12298	29.76416	1077.49290	4.06011	37.08819	39.09035	16.22600	3.06898
4.60152	6.01960	7.56171	6.47858	59.93737	7.80982	6.06107	5.18324	1.00000	121.12251	5.47934	67.15838	1129.31753	8.08436	14.62578	39.45490	20.39074	5.82998
7.97320	3.89332	4.15017	6.42979	29.09679	3.24478	4.23842	4.35917	1.00000	13.39954	5.96848	50.80963	1088.16954	7.36979	43.62558	29.72978	13.83341	5.29487
8.37302	5.20112	4.45181	6.96166	82.89562	3.28960	6.37452	5.60678	1.00000	10.18527	6.89665	43.78414	1169.15152	6.30564	47.98372	66.77744	14.74606	5.41161
7.93234	13.50876	6.08153	7.01976	70.24548	5.15484	8.11824	7.56136	0.00000	145.13643	5.98626	55.22124	1186.96167	8.68158	-38.16604	24.30982	24.49252	10.43867
3.57336	4.86871	7.92306	6.18166	46.81594	4.82310	6.65213	7.09665	0.00000	10.30215	4.14675	40.97690	1094.10784	9.00646	53.94313	67.62053	-6.48627	4.68506
5.87756		5.94880	7.89256	48.75209	4.58646	5.28937	7.15281	0.00000	103.6032	11.86389	58.21385	1101.18514	5.92351	1.6561	59.16497	13.58510	7.17543
4.62618	6.25496	9.18816	6.89585	37.50460	8.01369	5.93412	5.19064	1.00000	-73.9625	4.47118	44.80280	1147.68254	9.09906	40.81	66.60161	7.70388	7.02277
4.05514	7.48857	6.41646	5.39090	61.11301	5.96077	7.23714	5.93625	1.00000	35.96944	4.72645	49.82334	1096.00245	5.64632	56.03361	45.62388	13.82163	8.68287
3.72214	5.62229	8.37815	6.26874	49.26737	4.44527	6.00569	7.09128	0.00000	141.95	5.51021	65.36666	1161.65135	9.57502	39.46667	19.53159	11.83936	4.19032
5.11545	8.80479	9.75078	4.11097	38.07277	10.08705	7.57877	4.80289	1.00000	129.96972	4.11046	38.72028	1100.24370	9.54701	33.4425	55.20054	15.35641	7.10765
4.06228	5.76584	6.75477	4.77293	31.76089	6.44591	6.08602	6.08679	1.00000	122.20488	6.31626	61.61773	1157.66122	7.43960	29.98869	58.48963	17.83457	7.35403
5.26895	6.12902	6.87213	6.01150	61.82168	9.88937	6.33113	6.28002	1.00000	139.55028	5.01152	52.28341	1112.23938	8.04100	35.30889	49.64056	23.38899	6.19400
4.56185	4.66572	6.72623	5.76936	62.12303	6.76909	6.57920	5.97930	1.00000	43.67663	7.78742	50.56275	1072.22254	7.46907	53.53041	34.15760	6.36016	10.67768
5.23199	5.51050	9.28974	5.88940	56.45011	8.97898	5.17532	6.62349	1.00000	-80.31727	4.90493	36.26691	1125.43239	9.38516	25.67927	63.09828	5.70008	8.54660
3.85501	9.65526	9.29866	6.26890	23.33097	6.69010	7.82757	5.53906	1.00000	136.84186	3.43186	67.56666	1129.41090	7.08354	34.4833	48.72895	16.31611	7.96122
7.80888	5.73724	5.63793	6.48342	54.03408	4.75147	5.27002	6.33025	1.00000	-82.90375	7.80523	39.13464	1090.70191	5.06278	32.54044	57.78793	21.76868	5.50055
5.10410	7.70413	8.77895	5.73426	50.26432	6.58702	7.15162	6.92266	0.00000	-8.53778	5.39895	52.22359	1077.76683	8.97993	7.57944	48.62968	16.49742	3.59123
7.21930	17.26773	9.31110	6.55692	65.61113	3.88266	8.53846	6.96527	0.00000	34.37389	5.06724	31.37628	1162.38928	6.84823	40.1675	63.83513	12.38991	5.30748
9.19007	3.55551	3.72766	8.03771	75.91017	5.72106	6.12565	5.63537	1.00000	122.74754	8.73174	52.35552	1086.21856	3.15369	40.85158	39.27277	7.35455	3.41351
10.73426	5.87895	4.02660	5.87162	39.48417	3.97451	7.26873	7.05829	1.00000	5.2875	7.93156	55.98354	1189.35288	3.85630	51.65333	66.33735	4.05005	5.69891
7.82447	8.91016	8.60511	6.87551	51.51247	5.22901	7.20434	9.21818	0.00000	-73.9625	7.59488	54.57753	1144.46966	7.31253	40.81	47.24135	16.63185	6.06994
5.59526	4.24820	8.12021	6.69300	53.37101	7.22124	6.52771	7.16086	1.00000	-3.05	5.10799	64.73649	1160.69725	7.87369	53.81667	30.85487	18.66326	8.17278
8.06118	4.22297	10.53438	7.86944	13.59076	4.95390	4.91594	6.54330	0.00000	122.05228	7.61372	52.21854	1088.43226	7.98462	37.19723	52.22297	33.07970	6.43897
2.85209	23.96580	6.24748	5.09132	11.47158	7.23231	9.03355	6.77981	1.00000	2.18967	3.86108	46.44466	1124.85114	5.72018	48.8765	56.01742	48.67168	5.21387
5.99163	5.14799	4.22088	6.47054	54.96559	3.04350	5.35281	5.93501	0.00000	-3.05	10.64659		1126.96116	7.21484	53.81667	31.64447	21.38268	7.96128
7.62568	5.55362	4.79649	7.56644	49.51117	5.02457	5.92296	5.70212	1.00000	35.34722	5.52708	51.90652	1088.67628	7.00672	-23.85972	39.93142	8.83781	5.76946
5.31017		7.01954	7.05686	51.47195	5.50530	6.98866	5.23784	0.00000	-0.32247	9.37159	57.40489	1082.59634	7.16725	50.82882	48.63494	18.15274	6.01517
6.62286	6.42812	6.78321	7.09046	57.99683	6.15704	6.73599	7.30202	1.00000	83.97573	6.60201	54.11306	1117.34014	7.66812	21.46527	59.96043	2.79736	7.91037
3.65654	4.41360	6.93277	5.80690	34.50340	5.54905	6.09593	6.04504	0.00000	53.47103	5.77336	47.96099	1055.56708		54.48147	42.68315	27.89274	4.85303
6.42768	7.86994	5.87376	6.58075	49.03053	5.32350	7.53320	7.13512	1.00000	84.87144	7.94142	65.84584	1089.28370	6.99388	47.46657	36.82029	29.92209	4.36954
6.42420	4.64598	8.33100	6.30009	43.03538	4.89766	5.11200	4.82071	0.00000	139.55722	7.89134	36.88254	1081.30291	8.48464	36	39.24746	7.38910	6.52016
9.37300	14.16344	7.12067	6.96880	31.14876	4.98179	8.50503	5.94667	0.00000	-8.53778	6.07852	36.23359	1196.66385	8.37976	7.57944	19.37864	23.97908	10.89370
7.42368	7.17132	5.30778	6.83150	64.19185	5.62944	7.15610	8.55805	1.00000	123.62494	7.77982	36.15448	1188.14074	4.04919	12.37169	39.18897	18.00414	5.33848
7.79842	5.87737	3.41188	5.51073	65.42646	4.89141	5.37540	5.13138	1.00000	-118.25508	5.86775	46.86613	1082.26108	6.24700	34.14251	30.83367	16.24518	4.37291
7.43539	3.34788	3.80723	8.04766	51.38800	5.86203	4.07482	5.19237	1.00000	-73.9614	6.38759	53.25741	1111.62545	6.93784	10.15031	51.54101	18.00449	2.98797
4.90670	4.76564	8.69134	7.46423	65.84505	3.63379	5.63843	5.06669	0.00000	-87.882	4.97525	37.88001	1073.09427	8.24892	41.85059	59.34450	14.17945	5.15282
3.49266	7.93452	6.87188	4.76654	56.73347	6.97780	6.30436	6.60005	1.00000	-73.58248	6.94930	58.88882	1060.53151	7.63430	45.40008	24.95974	13.89932	9.36741
8.67544	4.51975	4.30846	5.93113	42.96524	5.45022	6.96320	8.48915	1.00000	139.55722	8.07550	51.29269	1199.37470	4.37778	36	54.05037	15.56805	3.58428
3.02238	5.49498	7.32435	7.96715	50.62988	5.44315	6.80234	6.87629	1.00000	8.86704	5.89336	28.27542	1087.12228	6.27330	50.23805	51.59663	2.43435	9.86129
5.23197	13.37569	7.83509	4.89962	40.00153	7.43900	8.06641	6.49584	1.00000	-87.45476	5.40630	71.10800	1051.65157	7.93093	41.47892	24.09610	17.81816	7.41836
7.77586	7.45219	7.94817	6.58847	54.05707	6.35226	7.24018	7.48003	0.00000	-82.00919	9.18109	47.81164	1059.90511	5.43475	23.04419	38.11386	22.19531	6.15844
4.99309	6.04659	6.84937	6.28245	79.52875	8.93028	6.08023	5.78609	1.00000	-72.27814	5.70425	70.32312	1105.83610	7.13308	42.93369	53.85765	33.66965	8.57379
6.09764	6.61855	5.91913	5.94250	65.98474	5.19004	6.70606	5.98928	1.00000	6.92917	8.70724	42.43865	1189.99053	3.76106	52.31333	52.72490	26.60458	5.67536
5.14504	3.75113	10.39080	5.87840	44.54423	8.61967	5.87937	6.57847	1.00000	35.7	4.85437	31.50785	1140.57769	9.41706	-7.76667	36.95617	21.21530	10.32794
7.87358	4.93413	4.40990	7.23321	49.06591	4.23373	6.28656	6.40823	1.00000	29.24152	7.93865	67.47369	1198.38007	3.69691	-26.93366	67.06243	9.74375	5.54431
3.89610	3.86561	7.36800	6.42393	47.63315	7.19505	5.80779	6.26413	1.00000	-81.56929	4.54694	39.38881	1082.84776	7.84563	41.55838	37.41779	-0.29972	6.40852
6.13081	10.65943	6.39712	5.94479	57.74684	7.34711	8.13427	8.28901	1.00000	10.98461	5.29030	55.82549	1101.32317	7.08149	48.35693	54.65411	5.99121	8.14843
6.40365	3.83331	5.52226	5.38977	69.33027	4.22127	4.23465	6.26006	0.00000	-71.06616	7.58636	61.56666	1069.59720	7.98606	42.4251	64.55354	13.31667	5.61840
5.33770	10.61136	5.29025	6.46240	35.51456	6.77851	7.77432	6.95325	1.00000	124.95278	5.96938	45.42118	1101.85787	6.11525	6.33444	68.91170	22.60637	7.31980
5.46641	8.45847	9.44221	6.28872	20.14868	9.35634	7.27653	7.88427	1.00000	140.73667	4.87515	40.75281	1077.73334	9.11299	41.77583	30.03852	10.36459	8.22533
1.98487	11.23520	9.48234	6.10542	58.55277	6.53178	7.88588	4.79416	1.00000	78.55757	2.34146	68.21335	1094.71257	7.67506	17.34769	60.16689	13.90319	6.93447
3.73726	4.93723	4.97154	6.82546	46.65055	4.28155	6.67376	6.50223	0.00000	24.99798	6.71696	44.73273	1075.81731	6.78916	-8.73508	22.63009	-1.75719	6.09753
5.65438	5.67102	7.44515	6.60557	53.77706	9.31926	5.67788	5.87080	1.00000	140.11667	3.39689	39.72661	1150.00056	7.24523	37.56667	30.89567	18.56123	5.15517
3.06546	20.84848	4.36510	6.17232	87.51922	5.19316	8.86257	5.13302	0.00000	152.70493	4.96387	44.14853	1066.08461	6.42695	-25.54073	40.58253	4.99557	5.56832
9.47680	5.65290	4.58838	7.14221	57.92267	3.49353	6.67041	5.19649	1.00000	-72.47417	7.16382	27.65146	1125.34195	6.01476	7.83389	22.96213	8.27129	5.20573
7.73427	3.13539	5.19427	4.99531	65.78096	4.00140	5.36985	7.40633	1.00000	139.07204	6.44022	48.83185	1107.76104	5.96756	36.24624	26.56890	10.88431	6.39363
9.41424	12.46025	6.88641	6.25013	46.70992	3.97705	8.05300	6.17919	0.00000	-87.71255	7.03778	66.01947	1058.05799	7.36289	41.84364	46.16468	17.26591	8.26063
4.21537	5.30068	7.25548	6.49994	34.58255	5.28253	6.94231	6.93808	1.00000	-71.19901	2.12678	34.58304	1083.64045	6.40166	-30.60106	52.43324	30.58987	3.18920
6.64330	4.65709	7.79738	5.37069	49.02799	6.90286	4.60295	5.61264	0.00000	123.33471	6.86242	72.40858	1119.19262	7.13325	8.56697	42.82636	7.39311	4.13980
5.89836	5.94839	4.65342	7.03647	55.32055	4.12662	6.21098	6.02235	0.00000	40.74357	10.69978	39.39765	1057.80043	7.18114	37.31309	62.85392	16.02528	9.44869
3.09046	9.94156	9.26243	6.50067	50.70415	8.54612	7.00460	5.87769	1.00000	-88.42814	2.93115	53.05507	1146.10792	7.63695	42.16808	51.32798	13.20369	6.78669
4.37363	4.96151	5.12327	5.80037	43.13342	4.49953	6.37968	6.26208	1.00000	78.15794	5.64538	65.48668	1063.71508	6.27535	12.1277		21.43065	5.41452
8.12891	6.80911	6.67076	3.88962	51.26053	4.88479	6.36215	6.14430	0.00000	-3.53261	8.71860	47.57541	1161.02013	8.27191	40.42386	41.07798	9.20270	12.94501
7.40412	5.25312	7.58322	7.61241	59.11194	4.65940	4.77662	5.07668	1.00000	-68.3	7.66675	62.15303	1052.47659	8.10522	-54.8	43.91970	18.41654	7.93747
3.74144	7.22148	8.68153	6.50341	63.84010	5.94181	6.20944	7.45356	1.00000	9.29109	4.26999	43.52951	1071.46669	7.15886	45.39402	43.44843	9.02348	8.21703
4.95603	11.27279	10.00070	5.97463	40.36463	9.97217	7.78377	6.86159	1.00000	38.01667	3.83008	77.69242	1067.13407	9.06697	11.85	62.11553	15.44947	8.59431
5.01943	4.16432	9.15381	5.42977	46.23232	4.66582	5.99189	6.56409	0.00000	32.86389	4.69962	60.14053	1137.44040	8.68202	53.95278	56.60957	7.27018	4.19142
2.76630	7.64999	7.03559	7.81196	42.76783	6.46304	7.55425	6.43521	1.00000	36.73307	4.30371	41.45481	1136.61507	6.23471	55.38752	50.31377	5.74636	6.13187
9.19428	8.03551	10.59739	5.25365	51.78798	7.01873	7.25738	5.05591	0.00000	6.92917	4.86710	52.62666	1055.05793	8.10810	52.31333	64.86310	0.72473	8.65952
3.23694	5.51900	7.68120	6.36722	60.86879	6.30264	6.06086	5.21898	1.00000	-84.20299	5.02117	30.84273	1159.94635	7.11190	39.43534	61.85532	19.41082	7.40875
2.30291	4.10863	7.36351	5.96736	35.43538	6.79557	6.39871	5.37320	1.00000	100.24529	6.06218	37.40723	1082.29879	6.96822	5.4709	61.41633	4.52493	9.08201
7.51871	5.62595	6.53693	6.97451	65.49535	4.68888	6.49613	5.73435	1.00000	26.97253	10.20829	54.04663	1141.23204	3.69741	49.65186	36.90045	15.57923	5.14941
6.76054	6.59376	6.16594	6.12065	45.23750	4.39164	6.79886	5.53858	1.00000	5.37429	7.58905	65.78356	1087.05744		51.03427	41.25284	8.49656	6.26289
3.41129	8.36398	8.02577	7.12802	74.02723	5.76344	6.98548	4.82110	1.00000	35.7	4.98004	56.09125	1174.03104	9.62235	-7.76667	44.56513	22.99785	4.63813
3.38945	6.97884	6.52111	6.43455	47.04147	7.38593	7.72686	6.18282	0.00000	83.97573	5.69715	29.35897	1167.13488	6.28618	21.46527	36.28455	18.55961	8.32576
0.84514	7.04417	8.79570	6.31667	45.95742	5.87885	5.76424	4.71419	1.00000	-68.3	4.69135	50.77109	1100.24968	7.53589	-54.8	19.61159	28.84398	9.21605
5.88542	10.03567	6.01428	8.82533	49.19056	3.52363	7.63207	7.89700	0.00000	-77.96389	4.22124	49.45452	1184.57167	4.75621	39.45621	57.47354	22.09590	7.13017
6.62537	13.23638	6.48153	4.67164	50.39037	4.71941	8.22982	6.94274	0.00000	43.83992	10.88967	41.59443	1099.50222	5.71826	55.39485	35.06952	6.95686	6.87062
8.14792	5.46349	6.99233	4.82288	52.67437	4.79332	6.10313	7.41591	0.00000	76.12647	7.01951	56.67429	1179.44450	8.40846	32.55531	81.09349	17.55838	8.54742
9.04110	5.68577	7.09105	8.79664	58.00353	4.37084	5.86243	6.13777	0.00000	8.77155	7.18120	60.29928	1121.21664	7.21597	50.23019	46.84129	9.53542	7.12503
7.67355	9.07677	7.98883	6.43627	54.32245	4.00268	7.60524	5.38796	0.00000	178.00417	8.05665	58.06759	1166.16084	8.10391	-38.65333	69.56201	33.58179	8.00234
9.53715	6.09739	9.20450	6.03246	58.03566	4.96557	4.50037	5.41670	0.00000	5.74861	6.71950	50.80197	1189.18613	7.91190	52.71083	64.00025	21.15873	10.15753
6.86707	10.48962	7.65289	6.95730	61.31216	5.37014	7.52285	6.22391	0.00000	-87.93341	7.53304	42.04634	1055.48468	7.72943	42.55308	62.59356	9.40957	6.89835
6.93376	5.58758	4.28408	5.37939	46.23592	4.96792	6.10455	4.81319	1.00000	-73.9614	6.89860	26.11328	1109.05705	4.73017	10.15031	41.96656	-9.89141	4.68623
8.51846	5.16154	5.22866	7.07771	37.10158	4.93008	4.58421	5.44116	1.00000	0.93333	8.07667	36.52954	1129.28248	5.02852	52.68333	46.70749	10.81623	5.38320
3.60719	17.57760	8.59325	7.09770	79.15629	6.44647	8.39455	8.16081	1.00000	-80.31727	3.51141	39.89593	1185.43166	7.40552	25.67927	37.19146	14.91942	7.56860
10.67352	5.94226	10.45975	5.77761	62.91469	4.27765	6.43218	7.75510	0.00000	-77.02303	2.53440	51.45672	1063.50222	4.17023	38.70734	11.02068	24.76347	7.06300
9.81556	6.23421	2.74081	5.35072	55.02407	5.00129	5.33464	6.04888	1.00000	72.34424	6.71408	53.44519	1106.09147	5.13929	40.78206	34.11954	7.41038	3.21995
8.70472		4.90738	4.08777	51.33800	3.68708	6.10281	7.24707	1.00000	-73.81669	7.15673	67.31154	1122.05600	5.40920	45.44868	50.74042	18.16639	6.59737
7.83937	3.97608	3.57007	5.36988	66.93691	4.79452	4.94510	5.61060	1.00000	10.98461	5.49480	55.48646	1090.06476	5.57717	48.35693	32.24724	12.08889	5.59510
7.85785	14.95835	9.23105	7.93919	64.62421	9.24954	8.46800	8.02999	1.00000	130.57211	4.52218	44.73152	1082.60635	8.19349	45.75279	59.02262	5.95349	8.90816
3.84408	4.94946	7.25596	6.68227	81.39275	8.27762	5.83695	4.78537	1.00000	139.07204	4.15086	49.37326	1113.74457	7.11419	36.24624	74.59349	15.08879	6.48253
5.23956	6.32099	4.59636	7.00506	61.90502	3.81893	6.10825	5.79101	0.00000	137.5	11.74691	70.18809	1152.33765	6.17786	34.9	27.84995	15.95973	5.16345
6.85771	10.08375	8.38542	6.45320	49.89640	3.52214	7.54350	6.42851	0.00000	4.08282	9.52967	36.28283	1136.77081	7.45392	36.61954	35.53693	15.65608	5.55261
5.61855	5.29503	5.74600	5.36412	51.18375	5.51422	6.26542	8.07070	1.00000	-1.29772	7.94685	46.48162	1073.86437	7.14592	50.76306	56.74941	12.36633	9.26538
8.30470	6.78973	8.85306	6.21103	62.55037	4.44470	6.30569	5.07044	0.00000	-74.28459	6.91274	45.32302	1105.49855	8.61124	40.5576	68.24160	12.06615	8.76376
9.39304	5.51306	8.29235	5.61172	50.64972	5.45762	6.33471	7.57084	0.00000	5.2875	5.98333	53.32405	1190.31182	7.63329	51.65333	47.05324	12.60429	8.52835
7.88453	8.41221	6.35702	5.87421	36.14563	3.84836	7.06252	6.66307	0.00000	83.62389	5.65024	47.28455	1136.75701	8.53210	53.30972	68.70495	15.87989	5.90573
5.57488	10.02268	5.73442	7.49484	70.42130	4.62374	7.99769	7.28407	0.00000	75.37991	4.94091	33.28717	1183.22826	5.71169	25.75728	32.10911	1.57796	6.45562
6.02966	5.40581	7.07315	6.51808	48.63409	5.12289	5.97706	4.67640	1.00000	-74.38987	8.73301	54.58650	1071.17278	6.28289	40.65538	58.40013	22.00391	5.19098
7.93539	7.11260	5.79023	3.85305	63.55839	5.79200	7.61999	7.26600	1.00000	11.412	7.85507	60.92157	1117.79693	5.26288	45.50369	57.16028	10.65865	4.21967
6.70629	7.36270	7.89334	7.09700	39.38411	4.33790	6.09770	6.29928	1.00000	2.44892	7.19248	68.67612	1102.33961	7.47825	48.98693	61.80998	3.16328	7.75458
8.20891	7.15957	7.95135	8.26900	65.15763	3.87043	6.35358	7.99915	0.00000	117.4831	7.19542	41.71498	1151.35246	7.78698	27.34089	43.35044	18.80692	5.81834
5.56548	11.35310	8.79383	5.25535	60.54993	8.91252	7.68987	7.23221	1.00000	139.6853	4.04332	33.76308	1174.21789	8.15769	35.815	53.55308	20.26095	7.69657
7.31430	4.64807	5.01734	5.45585	61.94931	5.12107	6.28937	6.48846	1.00000	-117.54866	7.50982	34.48757	1177.86357	5.93901	33.93113	39.16388	10.35699	5.10078
6.41233	2.82064	7.64767	7.49752	37.08493	5.04004	5.01958	5.81766	0.00000	-47.53028	10.54329	35.94156	1198.90425	6.06674	-22.45667	82.61133	11.50586	4.37124
6.25159	6.99706	7.76109	6.08665	45.97923	8.23656	7.28302	6.86907	1.00000	135.21667	5.32464	50.11974	1161.94898	7.74823	35.06667	50.25219	5.56731	8.71924
7.40085	9.67156	6.99203	7.44590	49.97865	4.43420	7.66272	4.84462	0.00000	34.34691	8.55522	55.50357	1060.89925	7.69209	61.78491	37.31766	11.68058	8.14593
4.31583	4.52526	7.84677	6.20259	72.36475	4.73157	5.02517	6.48379	0.00000	-6.00137	5.85727	53.40909	1111.78265	8.30270	33.42585	21.77247	26.31507	4.83544
5.32313	7.02900	8.32579	5.50155	70.57386	3.25335	6.73532	5.51759	0.00000	46.5813	5.13327	73.09851	1081.04500	7.28465	54.8421	45.60045	25.31113	5.59048
4.38680	4.89748	9.15110	6.80616	71.77561	6.45002	4.39285	7.57292	1.00000	36.7138	2.74736	63.68193	1119.49706	7.70873	35.95664	72.05238	3.40727	5.61187
8.04465	3.99820	5.56574	5.92386	70.13936	6.22612	6.09636	6.78983	1.00000	24.43973	8.01141	42.19137	1157.41423	4.04902	0.76755	73.59923	16.37885	5.15269
3.80835	16.47779	7.23781	6.75874	50.65843	8.17327	8.44871	5.07118	1.00000	-2.98884	5.64934	42.91971	1197.92528	8.21594	43.32686	64.67568	5.55714	6.91330
6.98345	8.49640	4.81148	5.71885	65.11562	4.90327	7.56382	5.78478	1.00000	-90.10674	7.34144	59.04380	1094.87380	5.42739	29.84576	17.54575	20.65319	4.74760
6.31312	8.58210	7.27358	5.90905	48.18459	5.93066	6.66332	4.28940	1.00000	9.20427	8.62403	43.35410	1139.76487	5.20613	48.49144	30.25592	12.10797	5.94958
3.56214	4.59884	9.53666	6.27250	58.54527	4.09053	6.29317	6.10508	0.00000	-53.13722	5.42112	44.12864	1077.49370	9.89592	-22.92306	43.16088	32.71642	4.36833
9.65684	9.35482	13.64264	7.07858	53.02695	6.21996	7.77856	5.38106	0.00000	-89.66123	4.36578	69.73135	1092.77345	8.89006	21.28306	41.51415	8.91599	5.39391
9.46891	14.78377	9.68572	4.15590	50.67282	7.56024	8.03767	7.22853	0.00000	-116.56346	7.25623	51.20585	1162.30891	6.81916	43.54072	47.48978	2.57414	11.78398
7.38196	8.42710	9.20306	7.24466	33.68312	4.99933	6.80586	5.38096	0.00000	-77.96389	8.97283	26.29338	1178.04464	7.28521	39.45621	47.22241	13.09286	7.01384
5.23449	6.15731	10.99505	5.85723	62.84975	5.91684	6.17310	7.79086	0.00000	-91.73625	5.88482	41.08915	1163.01872	10.36206	35.25064	55.59354	3.06849	3.19746
