longitude	revision	station	QoS	latitude	code
-3.59625	2019-07-18	Bonoua	average	5.27247	CI
73.38333	03/11/2022, 00:00:00	Sangla Hill	accep	31.71667	PK
-1.60452	2015-01-30	Tudela	average	42.06166	ES
109.05389	2016/08/08	Wangon	excellent	-7.51611	ID
-72.09391	2015-04-07	Thomazeau	accep	18.65297	HT
30.4347	06/18/2015, 00:00:00	Rwamagana	good	-1.9487	RW
-118.25508	2021-10-04	Glendale	average	34.14251	US
-73.99681	2017-04-10	Dumont	average	40.94065	US
124.84472	2021-02-12	Maasin	average	10.13361	PH
120.5875	18 Mar 2013	La Trinidad	maintenance	16.455	PH
-87.45476	2016-12-12	Schererville	accep	41.47892	US
135.6	12/01/2020, 00:00:00	Yao	excellent	34.61667	JP
10.18527	09/22/2021, 00:00:00	Memmingen	accep	47.98372	DE
15.46667	2015-11-19	Sankt Peter	average	47.05	AT
13.29371	12/02/2019, 00:00:00	Charlottenburg-Nord	excellent	52.53048	DE
27.06365	2018-08-06	Shepetivka	good	50.18545	UA
2.59753	19 Nov 2013	Tchaourou	excellent	8.88649	BJ
76.11996	2014-09-29	Manjeri	maintenance	11.12018	IN
41.77921	2021/10/20	Kobuleti	average	41.82143	GE
-121.74052	20 Jun 2015	Davis	good	38.54491	US
-123.02621	10 May 2019	Keizer	good	44.99012	US
137.23333	2014-07-24	Gero	average	35.8	JP
78.27539	2014/04/08	Robertsonpet	good	12.95629	IN
-82.45426	07 May 2014	Venice	average	27.09978	US
1.33467	05 Jun 2021	Colomiers	accep	43.61058	FR
120.33063	16 Jan 2013	Longgang	maintenance	37.65181	CN
-91.11667	2019-08-24	Chichicastenango	accep	14.93333	GT
-98.11889	2013-01-22	Casa Blanca	accep	19.04222	MX
-89.66123	2021/10/25	Progreso	accep	21.28306	MX
9.02596	2016/01/29	Albstadt	excellent	48.21644	DE
39.25	2013-09-25	Magomeni	building	-6.8	TZ
77.40858	2016-05-13	Leteri	accep	24.05979	IN
10.78222	12 Oct 2019	Beni Khiar	accep	36.46917	TN
-3.05814	2016-03-27	Rhosllanerchrugog	accep	53.00974	GB
-76.43941	21 Jan 2017	Middle River	good	39.33427	US
45.36561	2016/02/21	Qazax	building	41.09246	AZ
86.59509	02 Nov 2021	Supaul	average	26.11527	IN
-87.71255	08/22/2022, 00:00:00	South Lawndale	excellent	41.84364	US
-59.13316	2020-01-04	Tandil	average	-37.32167	AR
151.07986	2015/12/20	Strathfield	accep	-33.88096	AU
-81.38758	2017/10/03	Palm Valley	average	30.17746	US
65.50917	12/01/2013, 00:00:00	Kyzylorda	excellent	44.85278	KZ
-61.4867	21 May 2014	Rafaela	good	-31.25033	AR
-7.95	2019/05/21	Athlone	accep	53.43333	IE
1.26738	2019/02/01	Walton-on-the-Naze	excellent	51.84819	GB
-6.00137	2015-09-14	Oulmes	average	33.42585	MA
2.35739	13 Apr 2021	Cardedeu	excellent	41.63976	ES
-86.57415	2017-09-10	Olanchito	accep	15.48131	HN
1.04945	2016/10/28	Frenda	average	35.06544	DZ
120.57224	02/28/2013, 00:00:00	Burgos	excellent	15.72892	PH
-119.0376	2015-08-21	Camarillo	excellent	34.21639	US
-1.4001	09 Mar 2016	Mampong	average	7.06273	GH
117.81667	2012/10/08	Zhoucun	good	36.81667	CN
72.85107	05/29/2016, 00:00:00	Bhayandar	accep	19.30157	IN
150.60036	08 Jul 2020	Nowra	accep	-34.88422	AU
75.06583	02 Oct 2016	Fazilpur	accep	32.17629	PK
6.76111	09/24/2016, 00:00:00	Hoogezand	maintenance	53.16167	NL
123.50266	09/18/2022, 00:00:00	Hushitai	good	41.94175	CN
-75.60804	2019-04-02	West Chester	excellent	39.96097	US
36.25361	2015-04-22	Polohy	excellent	47.48444	UA
79.5286	2020/07/17	Haldwani	excellent	29.22254	IN
-122.39168	2016/02/28	Redding	accep	40.58654	US
-76.72803	04 Jan 2018	Woodlawn	average	39.32288	US
-119.48568	22 Jan 2013	Kelowna	maintenance	49.88307	CA
48.26258	2014-07-04	Aleshtar	good	33.86419	IR
24.43973	09/27/2014, 00:00:00	Yangambi	average	0.76755	CD
39.85331	2013-08-06	Gavrilov-Yam	accep	57.30185	RU
-37.03861	2017-07-17	Barra dos Coqueiros	good	-10.90889	BR
-73.58248	2019-02-17	Sainte-Catherine	maintenance	45.40008	CA
-73.89875	2019-04-14	Yonkers	accep	40.93121	US
-44.31389	11 Apr 2020	Esmeraldas	excellent	-19.7625	BR
120.14278	06 Apr 2016	Jiangyan	average	32.50611	CN
43.83992	21 Mar 2018	Arzamas	good	55.39485	RU
30.4347	2017-04-08	Rwamagana	average	-1.9487	RW
122.74754	2013/03/19	Haicheng	accep	40.85158	CN
-15.6	19 Mar 2016	Farafenni	building	13.56667	GM
72.85107	2021-01-05	Bhayandar	accep	19.30157	IN
9.15013	2013/05/11	Mirriah	accep	13.70727	NE
-69.08333	08/07/2013, 00:00:00	Yunguyo	excellent	-16.25	PE
-93.12577	04/06/2016, 00:00:00	Rosemount	accep	44.73941	US
2.59753	2015-01-18	Tchaourou	good	8.88649	BJ
-51.87389	13 Jun 2019	Sarandi	average	-23.44361	BR
110.8405	01 Apr 2016	Kudus	average	-6.8048	ID
5.58472	2019-12-18	Barneveld	excellent	52.14	NL
-3.67029	2022-08-21	Las Gabias	maintenance	37.13548	ES
35.7	12 Sep 2021	Iringa	maitennce	-7.76667	TZ
-77.70066	23 Nov 2019	Gates-North Gates	excellent	43.16547	US
53.26023	26 Apr 2019	Bavly	accep	54.39304	RU
1.10687	2014-01-05	Reus	maintenance	41.15612	ES
24.75	04 Jul 2022	Ukmerge	good	55.25	LT
97.01124	13 Jan 2015	Kyaikto	average	17.30858	MM
-35.71667	2018-03-18	Catende	good	-8.66667	BR
16.4	2018/08/02	Floridsdorf	maintenance	48.25	AT
34.37389	2013-04-19	Sungurlu	accep	40.1675	TR
74.12286	2017-01-23	Kanganpur	good	30.76468	PK
18.30056	06/04/2021, 00:00:00	Strzelce Opolskie	good	50.5107	PL
78.23456	2022/05/04	Bachhraon	good	28.92694	IN
-1.48119	04 Oct 2014	Belper	good	53.0233	GB
53.26023	2018-07-15	Bavly	excellent	54.39304	RU
5.06258	2017/12/28	Igbara-Odo	average	7.50251	NG
36.73307	12/12/2012, 00:00:00	Naro-Fominsk	good	55.38752	RU
-80.58556	12 Sep 2022	Corralillo	building	22.98212	CU
-98.1664	11/01/2012, 00:00:00	Contla	excellent	19.32932	MX
31.4976	01/04/2022, 00:00:00	Juhaynah	average	26.67319	EG
-4.10734	2019/09/20	Puertollano	maintenance	38.68712	ES
-98.11889	2020/03/25	Casa Blanca	maintenance	19.04222	MX
1.26738	2014/07/31	Walton-on-the-Naze	building	51.84819	GB
13.57661	27 Apr 2018	Agrigento	accep	37.31065	IT
6.74549	2015-07-10	Losheim	excellent	49.5099	DE
-86.19903	29 Jun 2021	Jinotepe	average	11.84962	NI
-87.66561	06 Sep 2019	Lower West Side	excellent	41.8542	US
-65.61427	09/09/2016, 00:00:00	Aguilares	building	-27.4338	AR
141.95	2022-09-08	Yamada	average	39.46667	JP
65.50917	09/28/2018, 00:00:00	Kyzylorda	accep	44.85278	KZ
-84.23381	2022/03/11	Stockbridge	good	33.54428	US
-78.04471	2021/03/12	Leland	maintenance	34.25628	US
-60.47389	2018/01/23	Chacabuco	maintenance	-34.64167	AR
-9.24671	12/02/2018, 00:00:00	Carnaxide	building	38.72706	PT
171.25364	02/21/2015, 00:00:00	Timaru	accep	-44.39672	NZ
-73.78458	2020/03/29	Scarsdale	good	41.0051	US
75.96976	2015-12-04	Gajendragarh	accep	15.73628	IN
109.05389	04/24/2019, 00:00:00	Wangon	excellent	-7.51611	ID
14.30935	10 Apr 2015	Afragola	average	40.92298	IT
-48.62789	03/21/2021, 00:00:00	Caldas Novas	good	-17.74431	BR
100.04427	2019-04-30	Nakhon Pathom	average	13.8196	TH
-105.36369	2018/09/24	Acaponeta	excellent	22.49396	MX
117.7	07 May 2022	Dongdu	accep	35.85	CN
-80.22588	08 Jun 2017	North Lauderdale	accep	26.2173	US
37.3825	05 Feb 2020	Gaziantep	excellent	37.05944	TR
-81.79819	04/10/2021, 00:00:00	Lakewood	accep	41.48199	US
3.16667	2017-06-16	Wevelgem	excellent	50.8	BE
9.37082	17 Sep 2014	Siliana	average	36.08497	TN
-1.99421	2021/04/21	Devizes	average	51.35084	GB
10.18527	2021-01-23	Memmingen	average	47.98372	DE
72.34424	12/03/2020, 00:00:00	Andijon	excellent	40.78206	UZ
32.86389	03 Feb 2020	Roslavl’	average	53.95278	RU
14.72443	2020-01-19	Ragusa	average	36.92574	IT
12.84052	04/06/2015, 00:00:00	Portogruaro	good	45.78071	IT
-117.29198	2020/02/06	Encinitas	good	33.03699	US
-73.9614	20 Sep 2014	El Copey	maintenance	10.15031	CO
103.81667	2017/11/27	Ulu Tiram	average	1.6	MY
-91.77127	09/12/2013, 00:00:00	Rolla	good	37.95143	US
145.06667	04/18/2016, 00:00:00	Carnegie	accep	-37.88333	AU
15.16554	2022-06-05	Kasangulu	maintenance	-4.5833	CD
126.665	2021/05/17	Hongseong	maintenance	36.6009	KR
72.34424	03/24/2015, 00:00:00	Andijon	good	40.78206	UZ
102.42587	2013-08-25	Bua Yai	good	15.58552	TH
120.89694	06/10/2017, 00:00:00	Baliuag	good	14.95472	PH
13.28702	2019-05-26	Dahlem	good	52.4581	DE
98.19151	2019-07-10	Dawei	maintenance	14.0823	MM
122.9666	22 Feb 2015	Talisay	building	10.7375	PH
97.01124	12/09/2015, 00:00:00	Kyaikto	maintenance	17.30858	MM
-76.51552	04/07/2017, 00:00:00	Rosedale	average	39.32011	US
-83.2321	26 Dec 2018	Milledgeville	average	33.08014	US
-4.10734	2017-12-10	Puertollano	accep	38.68712	ES
-75.60804	03/16/2015, 00:00:00	West Chester	accep	39.96097	US
-0.18333	08 Mar 2021	Gandia	excellent	38.96667	ES
-85.43772	08/05/2021, 00:00:00	Liberia	maintenance	10.63504	CR
150.99292	2020-04-08	Baulkham Hills	excellent	-33.75881	AU
-65.71875	11 Apr 2019	Tupiza	excellent	-21.44345	BO
-89.99038	17 Jul 2022	Fairview Heights	good	38.58894	US
124.3697	15 Mar 2018	Jagna	average	9.6531	PH
8.61839	10/04/2013, 00:00:00	Bensheim	average	49.68369	DE
43.38531	08 Sep 2016	Baki	average	9.89206	SO
9.0027	2017-09-01	Gaya	good	11.86064	NG
36.73307	2022-05-05	Naro-Fominsk	excellent	55.38752	RU
139.6853	2015-08-03	Shimotoda	excellent	35.815	JP
55.4504	30 Aug 2022	Saint-Denis	average	-20.88231	RE
72.54566	29 Jan 2015	Hasilpur	excellent	29.69221	PK
-77.4286	2022/07/17	Sterling	excellent	39.00622	US
-0.2	01/19/2021, 00:00:00	Barnet	accep	51.65	GB
-52.2	05/07/2017, 00:00:00	Marau	good	-28.44917	BR
-78.87836	2017-09-04	Fayetteville	excellent	35.05266	US
-1.08593	19 Jun 2022	Southsea	maintenance	50.79205	GB
-122.40433	09/22/2020, 00:00:00	Visitacion Valley	accep	37.71715	US
8.96317	2020-03-30	Hechingen	maintenance	48.35149	DE
-2.98333	14 Dec 2018	Poulton-le-Fylde	accep	53.83333	GB
-37.07167	2015-11-07	Aracaju	good	-10.91111	BR
-102.36764	27 Jan 2014	Odessa	maintenance	31.84568	US
6.10237	2022-07-07	Onex	good	46.18396	CH
73.66633	09/25/2017, 00:00:00	Sojat	good	25.92493	IN
59.4839	04 Apr 2017	Kachkanar	accep	58.7002	RU
-70.92866	2016/08/06	Peabody	excellent	42.52787	US
78.55757	06/28/2019, 00:00:00	Lal Bahadur Nagar	accep	17.34769	IN
-122.23484	29 Aug 2020	Kent	accep	47.38093	US
139.55722	12 Jan 2018	Okegawa	accep	36	JP
-83.2321	2019/12/11	Milledgeville	accep	33.08014	US
15.87735	05 Nov 2017	Carnot	excellent	4.94273	CF
-50.00639	03 Jan 2020	Palmeira	average	-25.42944	BR
-8.33147	2017-06-15	Paredes	accep	41.20485	PT
-86.78777	2013/09/01	Vestavia Hills	average	33.44872	US
2.18247	2019-06-03	el Camp de l'Arpa del Clot	accep	41.41204	ES
71.52847	03/01/2021, 00:00:00	Mianwali	accep	32.57756	PK
18.30056	25 Jul 2018	Strzelce Opolskie	excellent	50.5107	PL
-96.67834	28 Sep 2019	Ada	building	34.77453	US
1.26738	2019-08-18	Walton-on-the-Naze	building	51.84819	GB
-73.86586	2018/04/16	Beaconsfield	building	45.43341	CA
99.89166	2018-10-01	Thap Than	good	15.46063	TH
75.37991	08 Jun 2013	Deoli	excellent	25.75728	IN
4.52514	2020-05-22	Argungu	excellent	12.74482	NG
-73.47429	08 Oct 2014	Massapequa	average	40.68066	US
-72.86843	2020/09/07	East Haven	good	41.27621	US
13.10984	2014/04/24	Oschatz	building	51.30001	DE
1.04945	06/08/2015, 00:00:00	Frenda	average	35.06544	DZ
-122.2608	2019-05-30	American Canyon	maintenance	38.17492	US
-62.64102	03/26/2015, 00:00:00	Ciudad Guayana	average	8.35122	VE
44.02488	04/21/2014, 00:00:00	Karbala	average	32.61603	IQ
146.05093	01 Mar 2014	Griffith	average	-34.28853	AU
33.9162	26 Sep 2014	Hlukhiv	excellent	51.67822	UA
34.8732	2017-02-04	Ganei Tikva	maintenance	32.05971	IL
83.62389	2012/12/26	Novosilikatnyy	building	53.30972	RU
5.51978	12/23/2016, 00:00:00	Tongelre	accep	51.44889	NL
-45.94722	2016-05-22	Alfenas	good	-21.42917	BR
133.42825	2012/12/18	Lesozavodsk	excellent	45.47885	RU
43.38531	2017-10-12	Baki	average	9.89206	SO
-116.37697	2018-11-18	Palm Desert	average	33.72255	US
-5.22126	2021/09/16	Azrou	average	33.43443	MA
78.95693	2019/04/15	Kashipur	building	29.21399	IN
120.4861	09/25/2021, 00:00:00	Manaoag	average	16.0438	PH
-1.29772	12/12/2014, 00:00:00	Cowes	excellent	50.76306	GB
78.14797	11 Feb 2021	Betamcherla	excellent	15.45144	IN
-77.03116	2017/04/02	Buenaventura	building	3.8801	CO
137.23333	2021-05-04	Gero	average	35.8	JP
-48.59278	2018/03/17	Buri	building	-23.7975	BR
135.31667	2017/05/22	Iwade	excellent	34.25	JP
85.94001	08/19/2022, 00:00:00	Teghra	excellent	25.49043	IN
-98.15529	2020/03/25	San Juan	excellent	26.18924	US
-82.35176	2015/01/28	Sun City Center	excellent	27.71809	US
-74.15987	18 Jun 2013	Nutley	building	40.82232	US
-83.55521	07/10/2018, 00:00:00	Toledo	average	41.66394	US
142.45778	2018-05-23	Nayoro	average	44.35056	JP
-118.03917	2015/01/24	South Whittier	good	33.95015	US
