SO2	PRES	longitude	H2CO	CH4	TEMP	O3	Pb	warning	latitude	CO	PM10	PM2.5	NOx	CFCs	NH3	PAHs	C2H3NO5
8.32560	1119.61185	13.10984	60.90931	7.13906	-5.40584	8.86392	36.84260	1.00000	51.30001	4.29874	6.68296	6.65996	11.23355	79.81069	11.96250	5.42307	0.23200
5.30604	1057.71484	75.37991	61.94982	6.68239	23.05788	6.96642	49.91277	1.00000	25.75728	5.92416	7.39542	7.04419	9.13941	46.32154	8.04603	7.04565	0.23923
8.43972	1135.79030	-73.86586	26.77226	8.48902	3.42550	7.78319	52.78084	0.00000	45.43341	7.20749	4.13329	9.16477	5.81559	87.86200	7.32268	5.04657	0.15678
7.70614	1127.39207	33.2525	30.32507	10.34457	13.49620	7.15799	48.88347	0.00000	57.97472	8.47904	6.02852	5.48725	5.54296	45.98794	8.25819	7.71388	0.16075
8.43639	1138.89427	-84.23381	49.80188	5.33390	30.32234	6.63581	44.11361	1.00000	33.54428	5.75234	4.24738	7.86401	5.78642	56.79767	5.20686	7.51195	0.13105
8.24491	1070.86521	30.28491	54.18958	8.65605	21.24524	8.46946	55.23564	0.00000	60.02427	9.52754	8.59664	11.17912	5.08226	24.81067	7.55964	5.80934	0.52130
6.87389	1133.80571	38.12408	38.13778	5.83703	14.04193	7.16931	57.59484	1.00000	53.77166	7.12053	3.42720	6.89571	4.40790	67.79585	5.07213	9.70497	0.13766
8.33683	1097.16222	-87.65644	77.40591	5.74058	18.30427	7.17450	55.84041	1.00000	41.80753	6.54542	6.05015	7.46838	6.20109	59.57576	5.95421	8.42737	0.15252
7.10432	1194.72683	142.45778	32.96374	10.47702	23.39377	9.01672	49.34766	0.00000	44.35056	7.43023	6.98938	6.84761	4.64879	47.78521	7.48351	6.34364	0.17138
6.78050	1110.14413	140.73667	53.27412	7.57751	30.15964	7.45962	76.18931	1.00000	41.77583	5.13349	8.82874	7.22702	8.41854	64.45621	10.46885	6.73137	0.66024
7.73101	1084.35136	-78.04471	49.71759	7.83379	6.22984	7.35202	36.37671	0.00000	34.25628	5.22195	7.89296	6.51246	5.78718	62.19620	11.03053	8.40507	0.33098
7.47428	1151.88682	85.83636	52.20468	10.10751	26.91172	7.77109	66.04826	1.00000	25.66795	5.53728	8.62417	9.20613	10.87826	37.21175	8.95145	5.88217	0.52710
8.21975	1172.29223	-37.65	22.88707	8.58210	23.49364	7.25151	47.60178	0.00000	-10.91722	6.70795	6.73159	8.32270	6.64585	76.42114	10.49453	6.03941	0.29315
7.89629	1112.52852	37.55	31.85079	8.21689	11.20485	8.89173	42.70322	1.00000	6.03333	4.41871	8.18579	7.18864	8.94584	59.10019	11.70347	5.15554	0.40084
8.20042	1056.18860	4.08282	58.42151	10.25722	13.99178	8.42526	50.38867	0.00000	36.61954	6.46750	6.26168	8.18326	7.93996	82.05906	9.66231	8.22608	0.12580
7.12434	1093.79037	84.87144	33.77851	7.77828	28.65458	5.86016	34.68049	1.00000	47.46657	6.20836	9.55345	7.34722	7.81536	38.31093	6.37339	6.07138	1.28865
7.44754	1155.22517	-88.27205	44.29539	8.06054	12.20547	8.00376	15.43958	0.00000	44.27804	10.10748	9.60442	7.85199	6.82529	65.62298	9.37395	6.58772	1.27773
7.39813	1140.85434	26.01649	18.42225	9.36528	15.33508	8.17532	38.19560	0.00000	44.43579	4.70593	5.87414	8.64212	7.09978	57.02714	8.14090	3.62420	0.18268
7.96986	1176.10759	39.85331	71.22095	8.13636	19.03659	6.69938	25.86528	1.00000	57.30185	6.88348	8.71613	6.89455	7.57730	50.24602	6.64973	7.39838	0.54382
7.13915	1155.08915	-59.13316	43.43893	7.57053	0.58471	8.13375	37.57289	1.00000	-37.32167	6.43494	8.28824	6.65463	9.04479	41.63310	7.56881	5.84179	0.49172
8.08675	1057.04652	9.29109	49.31464	5.48629	28.32004	5.52021	42.96192	1.00000	45.39402	3.96596	7.33706	6.73004	8.92169	38.74830	7.29921	4.70592	0.26635
6.17907	1192.93696	71.57118	31.21777	7.36993	8.19145	8.04359	32.91274	1.00000	32.87533	6.24296	7.64380	7.07321	8.70007	54.55495	9.23938	8.13254	0.25933
7.72826	1161.06237	-93.12577	52.74628	9.36299	14.97767	8.13394	50.01962	0.00000	44.73941	12.40541	9.31015	5.97478	6.82903	40.99996	6.94646		1.01567
8.41318	1059.49384	3.16667	45.40686	9.96396	4.89107	8.42167	54.34255	0.00000	50.8	10.78485	9.36020	9.60700	6.64515	51.27031	8.87309	7.98343	1.01646
7.75298	1101.07722	-95.44744	46.57149	7.82751	0.51556	9.27940	33.28950	1.00000	29.53885	4.69304	8.35176	8.27504	6.87268	35.14327	7.01109	9.34627	0.40673
6.63389	1091.90074	46.5813	40.24127	8.63821	13.81836	7.55349	29.05263	1.00000	54.8421	6.80329	7.72844	4.55307	9.08473	28.44949	10.54736		0.26623
9.21676	1104.76927	42.7125	44.75575	9.11659	15.14338	6.62767	70.73747	1.00000	11.15583	6.46687	8.86092	8.29848	9.42620	51.92822	8.84918	6.18880	0.72398
8.35448	1104.77360	-87.882	59.33395	8.45834	10.67515	5.34956	70.83600	1.00000	41.85059	3.65924	6.54938	8.96117	6.87704	23.69989	5.63530	9.86571	0.19603
6.53692	1077.03730	9.20427	16.20121	8.14421	-3.53281	7.45444	43.03863	1.00000	48.49144	2.78735	5.17756	8.47662	6.82980	32.77956	5.68377	8.00259	0.18098
6.56336	1134.98247	-98.1664	44.44670	11.82886	20.57541	5.09535	58.85032	0.00000	19.32932	4.58401	5.87163	7.93307	9.84519	65.03207	7.57771	5.36795	0.10494
8.31130	1094.25360	-81.56929	42.93944	11.30152	7.99122	8.36389	61.17309	1.00000	41.55838	7.38045	8.87669	8.16739	8.59327	44.09988	8.67105	5.61609	0.74938
7.95390	1141.10306	75.06583	83.29323	6.09840	7.00060	5.97793	29.05361	1.00000	32.17629	4.75560	7.41968	7.71950	7.74170	28.30419	7.57600	7.38985	0.21544
7.00401	1152.66317	140.11667	83.65185	7.29855	1.71368	8.40085	52.93853	1.00000	37.56667	4.23722	9.44538	7.53058	8.06625	35.84627	10.96257	7.19008	1.15204
8.15802	1158.87114	24.04142	74.09355	5.35915	20.72673	5.67323	47.45307	1.00000	54.39635	6.88129	5.53946	9.31154	6.38326	34.44887	5.07086	9.21573	0.13269
6.90582	1168.59926	32.86389	49.08958		12.30356	8.87761	37.15019	1.00000	53.95278	6.31865	4.11909	7.15439	4.87704	60.58552	5.30015	9.45198	0.16245
8.95097	1106.86911	1.15597	35.41584	7.85025	15.65646	9.04435	49.12669	0.00000	51.78967	7.22763	4.86591	7.50026	3.68001	48.24814	8.35380	6.93112	0.18396
6.99104	1120.82617	113.69785	37.68784	7.26008	19.96679	5.59627	69.07240	0.00000	-7.73379	7.62220	5.04474	7.09264	4.63781	78.11578	9.00449	7.40317	0.12723
7.71848	1173.80378	-87.65644	42.09849	9.62416	3.65467	8.69721	32.15217	0.00000	41.80753	5.66849	3.99001	8.35064	4.12570	42.98613	7.55518	7.24029	0.17510
8.78969	1063.71234	-1.08593	71.06998	7.52047	32.51701	9.01503	25.98003	1.00000	50.79205	5.46221	7.07935	7.93260	9.66720	62.01042	11.20333	6.30893	0.15291
6.67822	1159.91753	122.8637	34.78566	9.87349	8.34651	7.40452	61.83753	1.00000	9.3337	7.38857	12.56535	8.21459	5.02095	27.95720	7.66627	6.24562	22.82040
6.89094	1114.47581	-81.26367	64.28238	9.85019	35.79561	7.43435	35.61785	0.00000	28.90054	6.79237	7.38984	6.15003	6.33819	58.57387	11.08060	9.35190	0.26412
6.11418	1088.05570	24.43973	64.43852	10.76719	24.00758	8.06008	54.89844	0.00000	0.76755	7.88106	8.44571	10.01649	4.95489	70.45741	6.77528	6.15466	0.49096
7.09649	1104.36868	-2.01111	47.88690	7.94652	21.92248	8.30668	48.09086	1.00000	52.66277	3.87749	7.27612	9.48285	6.73812	28.34087	7.60666	8.74818	0.22541
7.13482	1156.73429	-4.10734	55.88300	9.28271	25.31257	9.87446	59.89570	1.00000	38.68712	6.15079	9.22198	6.02957	7.75030	58.30189	9.88027	5.28314	0.99426
6.89212	1091.84173	-5.55835	41.55157	8.94463	15.48410	7.27887	47.03969	0.00000	42.64685	7.14941	5.96412	8.67938	2.56020	29.62956	8.48652	8.78643	0.16755
8.75696	1141.13715	-51.50361	52.37441	9.85863	6.45368	7.95209	33.02641	1.00000	-29.2975	6.30544	10.49192	6.49496	8.70338	54.83356	7.35641	5.78163	3.03616
7.96434	1129.81610	34.02537	46.34271	7.28643	19.31718	5.40588	35.12562	0.00000	38.37255	8.51460	8.90298	7.68678	4.15250	38.34021	10.00435	9.47268	0.68600
8.08794	1125.05289	178.00417	74.98551	7.68858	16.78249	9.23234	40.21251	0.00000	-38.65333	10.16832	8.61324	8.08103	5.14896	31.81321	8.89226	7.03395	0.60406
5.90044	1106.33523	107.60627	44.09791	4.65482	1.90432	7.77969	27.57241	1.00000	51.82721	7.12918	4.28699	7.08555	6.26269	73.00785	5.16853	7.19375	0.16756
7.70283	1050.33872	-79.62603	44.86964	10.22588	-0.87682	8.49505	57.53862	0.00000	8.88988	10.64093	7.25340	6.92835	4.78915	66.71403	8.00909	7.95254	0.31805
7.45022	1161.31971	117.4831	56.15182	7.57866	19.62756	9.02290	46.15612	0.00000	27.34089	8.02653	10.59479	6.53165	6.41702	77.31772	8.98287	5.51257	3.25952
8.01559	1173.86836	137.23333	52.60001	11.29267	-0.93377	6.77259	31.65370	0.00000	35.8	9.69021	9.79157	6.48134	7.13813	56.72157	8.19938	7.15435	1.52899
7.14656	1155.36219	-97.90308	58.38939	8.95857	27.29578	8.37138	38.69245	0.00000	31.12406	7.39248	8.44398	6.64692	4.72117	37.75962	8.03573	6.55430	0.49454
5.45723	1074.48486	-52.2	54.65098	9.41111	12.64267	8.56219	25.37093	0.00000	-28.44917	5.99329	7.36774	7.89071	4.28668	47.36685	9.40964	8.85467	0.20073
4.56225	1063.07842	76.0586	63.98999	6.60564	9.55655	8.12787	45.42600	1.00000	16.06213	4.65114	8.30187	6.01528	9.20364	56.14646	9.35009	6.97851	0.48253
9.38194	1112.75294	27.46153	58.09816	9.55610	10.85402	7.96746	23.84725	1.00000	-21.44236	9.53531	7.27796	7.52459	4.97880	42.53801	7.57781	6.12433	0.26576
7.39667	1137.98948	98.50893	57.60843	10.20330	22.86915	8.17774	62.14725	1.00000	16.68911	7.11847	7.62350	8.64849	9.48846	62.81989	8.81370	5.24901	0.28350
8.79692	1159.25684	75.35927	55.01384	9.44921	-2.03732	8.21868	42.37258	0.00000	12.04161	6.96150	6.08726	8.58064	5.26927	49.91361	9.03236	6.06326	0.12742
7.26648	1092.46903	76.12647	49.18412	6.60258	25.83075	5.95436	43.59646	1.00000	32.55531	3.35828		6.46798	8.85146	64.22103	11.96389	4.70799	0.51687
5.86971	1193.13770	73.38333	26.30785	10.73706	18.94449	6.34245	53.30189	1.00000	31.71667	9.06033	9.44251	7.63601	8.60946	52.29242	5.40808	5.48792	1.13648
6.50851	1141.19718	-5.55835	34.31908	8.27820	33.78348	7.78349	46.85339	1.00000	42.64685	6.85406	10.06539	8.32653	7.41521	33.00177	6.91185	7.39121	1.93256
8.10996	1181.57177	124.3697	40.31619	6.14950	-4.73712	9.82322	29.03253	1.00000	9.6531	8.07600	5.61057	7.95113	5.56961	65.57444	4.20431	9.09863	0.12101
7.21453	1153.75667	-0.2	56.74847	7.92698	21.62805	9.32630	27.55292	1.00000	51.65	6.43759	7.90350	6.14402	9.16754	46.73309	6.59807	7.41546	0.36077
7.08887	1160.59415	135.31667	50.30615	9.82773	20.33037	7.46686	30.60075	0.00000	34.25	5.30460	6.93777	8.08809	7.69029	56.18626	8.39790	7.35227	0.28315
7.80938	1187.90077	109.05389	48.96667	10.80005	12.89701	7.20499	52.79803	1.00000	-7.51611	6.43707	10.09998	7.16076	8.09245	42.63157	8.90356	5.38750	2.07692
6.86373	1114.84724	4.52514	39.98378	8.74840	13.32487	7.07809	46.84339	0.00000	12.74482	11.41074	9.80284	7.60682	8.82563	50.10811	9.84349	5.57723	1.53352
5.70171	1195.69980	121.12251	47.97176	6.16097	-2.77724	7.41103	41.08283	1.00000	14.62578	6.23613	8.00531	6.93745	7.22365	43.40480	6.40796	7.90636	0.32349
7.43173	1198.42014	-61.4867	41.31422	7.85137	29.25123	7.87397	47.95645	1.00000	-31.25033	4.54011	5.94367	7.14831	11.21600	69.03861	11.03671	5.50355	0.14352
8.05793	1178.38753	-73.78458	49.37271	6.35005	1.42222	6.92071	45.50363	0.00000	41.0051	5.75926	7.38865	8.05760	4.34935	50.37699	10.13131	4.50930	0.21834
8.79817	1147.72999	8.96317	66.89700	4.09400	4.01920	8.00915	41.76089	1.00000	48.35149	6.34864	3.46454	6.53913	6.65036	56.89603	4.92664	6.64894	0.13836
8.52930	1056.19093	2.44892	64.55852	5.27839	-10.53916	8.92484	36.36500	0.00000	48.98693	9.56731	6.24326	7.53548	2.52005	58.58308	8.58191	6.35136	0.11602
6.11749	1073.51017	-6.90656	38.47822	8.47740	18.97672	6.23843	48.93753	1.00000	33.92866	6.84056		7.18724	7.23732	43.00361	8.19500	7.14346	2.47317
8.02889	1140.17630	103.81667	53.84620	8.34982	19.78213	6.89516	31.78796	1.00000	1.6	4.85916	9.44825	7.48189	8.94109	39.89280	10.31134	6.38344	1.13045
5.56498	1186.43056	30.79165	41.79981	7.83702	16.40026	7.08532	53.82695	0.00000	-27.76952	8.54807	4.72943	8.56635	2.61286	55.24173	9.02534	6.63323	0.08347
7.38943	1199.77895	-123.02621	42.18652	9.21102	3.89691	5.28534	46.03378	1.00000	44.99012	6.74214	8.58938	7.13200	9.35245	73.16844	7.73491	6.66054	0.52388
8.09737	1133.22912	72.34424	55.79991	8.55544	25.01072	7.48976	23.97555	1.00000	40.78206	6.65869	10.14941	9.24241	7.93950	93.50722	6.83190	7.50783	2.17945
8.24963	1119.66521	-8.07257	43.42333	10.53138	16.75776	8.28786	49.63134	1.00000	12.74409	8.33344	8.98329	6.71312	9.03777	39.16352	4.83336	6.76164	0.72557
8.14266	1069.28168	101.44167	42.14361	9.46762	27.15655	7.26871	50.11959	0.00000	0.51667	8.96417	9.97284	7.78383	5.83343	37.82090	8.28190	7.11988	1.84515
7.42512	1102.67341	17.58522	45.29364	9.27826	-1.68006	9.36109	50.41646	0.00000	40.53123	8.61183	7.26131	7.89354	6.99021	67.77138	8.44222	4.10247	0.31476
8.00132	1086.25826	145.06667	41.69354	5.54618	-0.89627	7.78772	53.42537	1.00000	-37.88333	5.36466	6.10576	7.84485	7.24646	63.36556	6.12901	6.68492	0.21639
7.19311	1094.92631	39.85331	59.72118	9.35426	8.05499	5.16487		0.00000	57.30185	4.43627	8.04656	7.44009	6.64987	66.87463	8.16539	4.29103	0.41617
6.68188	1165.64464	83.62389	39.94874	5.84767	22.49917	7.57838	43.73281	1.00000	53.30972	5.64119	11.16103	10.23418	4.93853	56.20437	7.74468	8.58128	5.66134
6.90756	1102.59353	65.50917	29.09010	5.58507	12.93566	8.03554	52.55040	0.00000	44.85278	7.01356	6.79168	7.17184	4.40336	84.59285	9.44117	4.68276	0.15671
6.68599	1094.86812	4.8951	53.68722	5.42209	0.73724	8.64473	43.64313	1.00000	44.92801	5.33576	6.71863	6.33145	10.41585	50.43398	8.54043	6.38601	0.22067
7.86582	1085.84301	146.05093	75.66354	6.45158	18.91570	8.32221	43.15636	1.00000	-34.28853	7.50002	5.76017	9.15117	4.70945	44.48951	6.29131	10.67332	0.14531
7.51074	1100.44043	115.8614	57.58400	5.55953	10.27566	8.56403	47.74576	1.00000	-31.95224	6.18802	5.62192	7.19454	6.89852	69.02217	6.28266	8.14623	0.09158
8.07746	1198.24533	-69.08333	35.06376	9.56325	16.97366	8.13240	43.42850	1.00000	-16.25	6.90643	9.10968	6.44484	7.51027	44.11319	9.78563	6.25330	0.82163
8.27204	1081.17496	-3.59625	43.64398	9.49486	19.59117	7.65987	46.08184	0.00000	5.27247	10.28608	6.03120	7.62234	6.89732	50.94174	9.50884	6.11670	0.18201
5.72914	1095.95197	139.07204	35.24255	7.33642	21.03879	8.84463	8.93939	0.00000	36.24624	5.03344	9.35489	6.32470	7.61081	68.11112	10.68384	6.39085	1.06290
9.72569	1104.13370	-8.2194	58.69992	9.63657	7.40110	7.30300	53.11930	1.00000	43.48961	6.10256	7.64838	7.60833	10.27142	58.83506	8.31935	4.53773	0.22575
8.03515	1120.11558	100.24529	60.93483	8.17456	29.64611	8.14229	63.37920	0.00000	5.4709	6.71573	8.60821	9.48279	8.41625	33.64284	9.74843	4.10871	0.65162
7.12042	1057.78857	4.21372	40.22435	7.17296	35.39178	5.78395	43.50525	1.00000	51.12794	5.40619	8.71450	6.01740	9.14242	53.55526	9.37983	7.41044	0.63029
7.21111	1079.64643	86.00214	37.14155	8.64634	9.34499	7.10389	37.83738	1.00000	46.51872	6.10268	8.15217	9.20690	9.60325	72.56683	7.96588	6.39964	0.34340
9.37782	1109.23062	102.05461	69.19089	8.74180	20.06648	7.78706	50.47882	0.00000	6.25947	8.89343	8.76419	8.10036	5.96668	47.59642	8.18615	5.44407	0.59247
8.13200	1134.56545	-77.03116	45.56527	7.19246	-0.89905	7.19551	56.74058	1.00000	3.8801	6.66170	8.69136	7.73571	6.88032	56.76655	11.41848	8.05873	0.53891
4.89524	1170.90318	-77.70066	63.32087	10.78711	21.20518	5.96595	34.45364	0.00000	43.16547	4.04516	7.04634	7.97084	8.76062	52.62925	8.22760	5.35100	0.22469
7.93984	1144.90068	29.24152	50.13132	6.37837	7.02484	9.47518	42.80438	1.00000	-26.93366	5.39283	8.53423	7.39360	7.96368	32.46268	6.75728	7.65555	0.53861
7.62283	1055.04158	-2.98333	35.08745	7.39067	15.69306	7.61528	36.20126	1.00000	53.83333	7.13008	7.94162	6.19028	6.17155	49.79009	5.80016	10.51148	0.34976
5.03914	1062.63819	141.95	49.23857	9.54647	17.96686	6.46672	48.28104	0.00000	39.46667	9.11857	8.69125	6.33356	5.45057	73.78491	7.46244	5.76768	0.57844
8.32640	1169.72044	-13.2356	41.71109	9.09261	24.92152	6.49449	61.77365	1.00000	8.48714	4.58984	5.12162	6.71966	4.52796	39.80302	5.00798	11.40956	0.15516
8.05449	1055.76661	4.52514	43.19629	5.82986	14.75319	7.13795	72.00017	1.00000	12.74482	6.98602	3.71906	7.97159	5.19867	72.21940	4.15061	9.43564	0.10788
8.16823	1149.59309	-84.62081	56.41075	7.87423	16.25938	5.87387	54.53232	1.00000	42.7392	5.44452	10.23493	8.40066	7.38704	31.81137	9.62534	7.50352	2.31903
8.38155	1151.32835	85.83636	54.46068	8.24575	17.72224	7.27959	43.29135	0.00000	25.66795	9.76673	6.02624	6.74397	4.06993	43.27684	8.38462	6.64146	0.22629
6.94047	1085.66817	138.89585	53.42941	6.38018	16.71642	8.21887	32.28141	0.00000	36.33011	10.19226	9.54660	6.68568	5.95662	38.60253	9.63987	6.49067	1.23399
7.27114	1182.99851	-2.77259	58.60814	10.42424	-1.29724	7.12596	51.86502	1.00000	37.49073	6.59529	11.85479	8.12074	7.45821	19.69772	8.01193	7.17177	11.27472
7.25891	1094.00590	11.32903	44.93639	7.99766	17.02600	8.00684	47.95804	0.00000	50.9803	8.83442	6.90372	7.07614	6.13401	56.47458	8.73027	6.52981	0.16020
6.71154	1191.18347	8.62118	22.18862	7.66399	7.29678	7.94065	72.91967	1.00000	45.44694	5.74063	8.91056	5.57473	7.86274	57.87003	9.31349	6.74770	0.68865
8.29101	1161.88216	77.54372	43.45031	7.29049	-8.43362	6.75450	42.64134	0.00000	10.12268	6.94596	10.31361	7.98056	5.32379	68.42449	7.54035	4.16707	2.48304
8.68024	1111.77415	13.32127	38.37267	10.24531	17.75879	6.08878	31.81245	0.00000	52.59319	6.16366	7.04800	9.40114	6.42667	36.87157		8.41079	0.18506
8.09630	1186.59737	13.44275	52.72253	6.39889	1.69196	7.81773	69.40039	1.00000	38.07789	7.81719	9.20218	7.47114	7.04512	77.65742	5.89653	8.58809	0.89507
7.80257	1177.00607	145.06667	63.15192	6.16166	12.14638	7.96601	40.38224	0.00000	-37.88333	10.06438	7.82914	7.31173	5.01198	44.06447	9.73048	6.81327	0.37263
7.64587	1066.52946	4.85668	56.85108	4.23027	7.13649	6.80183	37.07015	1.00000	36.27462	6.70197	5.68562	8.20097	6.39093	67.27745	7.36667	7.58600	0.12503
7.29388	1197.26326	114.10479	58.78494	7.85177	25.87925	7.64232	31.57437	0.00000	22.37066	11.01561	9.04087	9.27624	7.16816	39.36254	9.76819	6.55334	0.76187
8.63173	1178.87362	-93.71133	37.44657	7.82791	3.95999	7.45065	59.68527	1.00000	41.57721	3.79214	9.35736	5.92511	9.21600	37.72795	9.68472	6.60581	1.03920
5.42760	1112.44479	-83.55521	36.89755	5.75029	6.02528	9.17143	61.42743	1.00000	41.66394	6.92398	6.36489	8.01345	5.91459	38.54453	6.23876	9.78344	0.15254
7.92376	1061.41068	-70.6996	64.99379	9.39234	24.41925	6.50455	29.68479	0.00000	-33.59217	8.72121	8.24411	7.22911	5.83288	47.21324	7.65934	5.11343	0.34006
6.99404	1159.05263	27.25	53.70021	6.07817	34.77327	5.78094	65.61743	0.00000	42.7	5.88243	4.58643	7.89680	5.30712	62.92731	6.06712	10.29546	0.24180
8.07496	1064.22088	137.23333	51.64692	6.27963	13.42508	7.00171	36.20894	0.00000	35.8	8.06478	8.05769	9.58973	6.51963	40.66773		9.08834	0.40701
6.76003	1120.59156	88.58	33.70418	6.81421	-3.27314	8.64538	56.96894	0.00000	23.18	5.85566	5.33998	9.52185	5.99279	46.76331	4.99674	9.04805	0.15907
6.80895	1182.99237	68.21204	55.41933	8.06267	6.61781	8.07510	27.04846	0.00000	27.55898	7.43137	6.45858	6.36202	8.32208	60.62634	9.10233	5.25895	0.19753
6.44938	1101.61140	73.38333	69.04898	9.07923	21.05483	8.39792	38.41320	0.00000	31.71667	7.37062	4.98053	7.14576	5.75884	54.80357	8.94430	7.56822	0.13484
8.07510	1180.64788	8.61839	51.48326	8.69843	8.70464	7.22835	47.98139	0.00000	49.68369	5.41267	5.36419	9.26261	4.22189	68.56270	9.67299	7.18391	0.09605
7.11285	1096.79062	139.6853	33.29560	7.99980	25.03716	8.04026	31.14229	0.00000	35.815	8.27772	6.90784	8.38119	4.51529	59.21499	10.56555	7.56044	0.18732
7.04716	1162.09225	-119.48568	55.98024	7.11180	0.94689	7.84046	32.25702	1.00000	49.88307	4.15318	5.85827	9.75958	6.71919	43.17761	6.37765	7.74588	0.09122
5.72822	1148.16758	150.99292	49.68856	6.18133	33.70203	7.82497	28.45100	1.00000	-33.75881	4.58133	4.62843	8.94239	5.59537	47.88993	7.96658	7.95467	0.09529
8.10440	1191.59646	126.28333	24.92129	11.69020	27.02917	9.57424	51.67293	0.00000	45.35	6.68056	5.10347	9.09913	9.79112	47.24726	6.63944	6.62059	0.09314
7.08127	1148.02669	82.85749	30.50159	7.38073	4.04219	7.93100	8.51311	0.00000	17.54907	8.92687	8.36300		4.09976	31.16484	7.09857	4.79008	0.40211
6.34142	1151.57265	111.73861	45.59034	8.24938	13.97626	10.73900	42.24519		35.20889	6.66327	9.39948	8.14346	7.50625	49.19939	10.37006	7.10904	1.10641
7.99701	1138.41456	5.2875	43.02611	6.74482	13.43997	7.20009	42.58734	1.00000	51.65333	4.99055	7.71360	7.60041	7.49316	51.28462	7.33408	7.52274	0.27356
4.86147	1190.66053	4.86667	45.26137	7.16849	8.03060	5.63533	65.76066	1.00000	45.51667	5.16030	9.47700	7.93762	8.03312	32.79995	7.10950	7.85181	1.15901
6.99915	1106.63375	-73.86586	54.31731	9.99164	13.84236	7.64186	65.22143	0.00000	45.43341	8.27353	7.37786	7.39648	5.54726	50.75130	9.90948	9.07756	0.23832
7.77004	1184.89563	29.47306	34.17845	7.20081	13.41645	6.97888	51.09105	0.00000	0.49113	7.46164	4.93527	6.61242	3.51865	67.52999	9.44863	6.95731	0.13805
7.26922	1080.04151	4.86667	42.68525		-1.93165	5.44161	55.44814	0.00000	45.51667	7.30428	3.58753	8.46616	5.40114	57.44917	7.31564	6.17291	0.18057
5.99978	1134.22687	117.63083		5.57937	11.68028	9.37000	39.40204	1.00000	35.50056	8.43454	8.07937	6.58565	5.65269	62.29718	6.79107	9.11055	0.43003
6.16887	1062.86903	-87.65644	47.87845	9.44746	14.58391	8.70631	32.55194	1.00000	41.80753	5.22945	9.29884	8.71487	8.93904	19.86825	10.32955	5.24674	0.97150
7.47987	1127.60660	-65.71875	39.37248	11.11585	2.07971	8.34711	45.19157	0.00000	-21.44345	9.08156	8.74561	9.38682	8.45828	48.56120		4.83649	0.67098
8.00394	1061.74606	3.39467	35.46758	8.51417	6.03998	8.36162	58.00274	0.00000	6.45407	4.77435	6.99219	8.57227	8.06339	31.64497	8.30528	3.65859	0.22099
8.56022	1181.93498	9.5586	67.66082	6.34076	13.34248	7.93390	41.20389	0.00000	54.52156	6.63208	9.33524	8.45696	6.95115	44.02697	8.32150	9.05886	1.05654
7.43705	1162.66719	-105.36369	41.85612	9.53604	25.70197	6.03978	53.43062	0.00000	22.49396	5.79770	6.19106	7.46156	6.55633	38.94066	8.62869	6.78395	0.14667
5.30282	1100.89430	-35.03333	65.37331	6.40515	30.80555	10.29154	29.25545	0.00000	-8.28333	8.16746	10.25917	8.44033	6.01652	57.99911	10.03755	6.75214	2.37118
7.19216	1141.05960	17.4674	25.97528	7.48505	22.72734	7.44050	73.85396	1.00000	50.86079	4.53634	5.72392	9.04851	6.66163	27.22999	4.86257	8.66093	0.13464
6.26270	1147.42899	-75.60804	38.84291	9.74988	7.00492	7.90128	38.98489	1.00000	39.96097	8.24231	7.67049	8.70149	8.71267	72.19191	7.42814	6.05711	0.27759
6.10561	1194.67785	99.1625	21.22960	5.20946	9.32681	7.07677	34.19403	1.00000	3.3285	6.46527	6.72510	6.30942	7.74762	63.99050	4.69165	7.12360	0.15802
8.12953	1179.28177	14.39024	43.48850	8.08959	1.65014	7.94067	37.14902	1.00000	42.22718	4.83066	7.92188	8.23345	6.40851	54.49745	7.26865	9.90967	0.28815
6.51280	1083.14905	-102.36764	58.90876	9.06274	7.70735	9.73120	45.96517	0.00000	31.84568	7.39345	11.09116	8.08360	5.78735	53.40955	9.41185	8.90883	5.28142
7.36547	1128.17119	19.91667	41.78010	10.73870	30.34702	5.87962	44.20520	0.00000	-11.78333	5.60696	6.94877	7.74666	8.30687	40.15679	9.00236	8.12533	0.24546
6.48484	1077.98612	-1.29772	62.14011	5.49555	7.51108	8.62950	33.96050	0.00000	50.76306	7.29653	5.31867	6.70363	3.14393	29.90477	9.62029	5.94561	0.18579
6.88128	1166.01860	14.30935	69.15719	7.65521	16.59453	8.42727	66.53746	1.00000	40.92298	6.18506	10.33145	7.81224	7.62714	36.78616	5.83001	4.89147	2.50230
7.07339	1183.22643	-3.59625	60.15386	10.16491	4.13252	7.02942	23.59753	1.00000	5.27247	7.77648	10.63985	7.39921	7.17369	45.73458	6.60665	5.97892	3.44132
9.44855	1083.16515	16.50104	56.92675	10.61573	43.27625	6.85499	53.31148	1.00000	41.24264	6.28009	9.68295	7.15821	8.08397	42.79276	7.56316	5.49700	1.42168
7.49711	1090.20292	6.26764	37.66455	6.61936	29.46635	7.23791	58.27868	1.00000	4.92675	4.31969	6.09459	7.06153	6.69677	15.52437	6.95476	7.05377	0.20472
6.10175	1172.61099	-73.86586	57.42011	7.95342	35.95453	6.29104	73.29094	0.00000	45.43341	8.72960	9.19822	9.75456	6.73623	54.81144	10.13212	6.99121	0.92113
