revision	longitude	location	QoS	code	latitude
30 Sep 2018	46.83187	Asia/Aden	accep	YE	14.53767
2016/04/28	-74.38987	America/New_York	excellent	US	40.65538
03/28/2016, 00:00:00	-75.64963	America/New_York	accep	US	40.24537
2020-09-02	-74.38987	America/New_York	accep	US	40.65538
2015-04-28	33	Africa/Dar_es_Salaam	building	TZ	-2.68333
2012-10-03	9.5926	Europe/Berlin	average	DE	52.86147
2014-12-06	43.91385	Europe/Moscow	average	RU	54.03876
19 Jan 2019	-73.47429	America/New_York	maintenance	US	40.68066
2012-11-03	-76.70944	America/Lima	excellent	PE	-11.94306
2016/02/10	-72.22625	America/Port-au-Prince	average	HT	18.57677
2017-09-04	-123.02621	America/Los_Angeles	average	US	44.99012
2016-07-03	-122.23484	America/Los_Angeles	good	US	47.38093
2013/04/13	103.81667	Asia/Kuala_Lumpur	good	MY	1.6
11/29/2015, 00:00:00	43.91385	Europe/Moscow	accep	RU	54.03876
2018/12/04	-0.76773	Europe/Madrid	building	ES	38.38479
03/11/2018, 00:00:00	-2.98333	Europe/London	accep	GB	53.83333
25 Dec 2018	-8.07257	Africa/Bamako	excellent	ML	12.74409
2017-01-05	-76.88442	America/New_York	accep	US	40.2737
30 Dec 2018	88.58	Asia/Kolkata	accep	IN	23.18
26 Jun 2022	136.84186	Asia/Tokyo	average	JP	34.4833
2016/09/19	146.05093	Australia/Sydney	accep	AU	-34.28853
2017/04/10	-82.32483	America/New_York	excellent	US	29.65163
2017-10-12	-79.62603	America/Panama	excellent	PA	8.88988
05/22/2018, 00:00:00	-79.62603	America/Panama	good	PA	8.88988
10 Feb 2015	85.94001	Asia/Kolkata	maintenance	IN	25.49043
2016/11/18	10.98461	Europe/Berlin	accep	DE	48.35693
02 Dec 2014	-91.06177	America/Chicago	accep	US	33.41012
12/23/2016, 00:00:00	12.6723	Europe/Rome	average	IT	41.72063
2019/05/03	-48.59278	America/Sao_Paulo	average	BR	-23.7975
2018/04/24	-103.5687	America/Mexico_City	excellent	MX	20.22816
07/05/2022, 00:00:00	-75.87877	America/Bogota	good	CO	5.6561
28 Nov 2020	117.65694	Asia/Shanghai	building	CN	36.19278
2014-12-29	73.7553	Asia/Kolkata	maintenance	IN	15.5439
2021-11-25	98.19151	Asia/Yangon	excellent	MM	14.0823
10/17/2012, 00:00:00	36.73307	Europe/Moscow	maintenance	RU	55.38752
31 Mar 2017	10.03478	Africa/Tunis	average	TN	37.16911
24 Jun 2014	8.62118	Europe/Rome	average	IT	45.44694
12/20/2021, 00:00:00	120.03308	Asia/Shanghai	excellent	CN	28.88162
2016/05/10	13.10984	Europe/Berlin	accep	DE	51.30001
09 Nov 2013	-72.86843	America/New_York	average	US	41.27621
18 Oct 2016	19.27498	Europe/Warsaw	average	PL	50.20528
2021-03-24	16.43915	Europe/Zagreb	maintenance	HR	43.50891
2016/10/22	-85.43772	America/Costa_Rica	average	CR	10.63504
2017/05/10	-81.38758	America/New_York	good	US	30.17746
2013/02/23	88.58	Asia/Kolkata	excellent	IN	23.18
24 Nov 2021	-74.13653	America/New_York	average	US	40.63316
2016/02/26	114.10479	Asia/Hong_Kong	accep	HK	22.37066
2019/04/07	-75.87877	America/Bogota	accep	CO	5.6561
09/09/2020, 00:00:00	14.30935	Europe/Rome	average	IT	40.92298
2022-02-25	-89.10944	America/El_Salvador	accep	SV	13.70167
2017/05/24	31.3237	Europe/Minsk	average	BY	52.4089
08 Oct 2019	86.68363	Asia/Kolkata	good	IN	23.49668
28 Jan 2015	2.18247	Europe/Madrid	accep	ES	41.41204
02 Oct 2015	-79.2663	America/Toronto	average	CA	43.86682
09/12/2019, 00:00:00	-115.98391	America/Los_Angeles	good	US	36.20829
25 Jun 2018	60.70278	Asia/Yekaterinburg	building	RU	55.75556
2019/11/06	8.52462	Europe/Zurich	accep	CH	47.30997
12/21/2012, 00:00:00	22.53083	Europe/Belgrade	average	RS	44.22639
02/12/2013, 00:00:00	75.37991	Asia/Kolkata	accep	IN	25.75728
01/21/2015, 00:00:00	-97.92977	America/Chicago	good	US	38.06084
19 Feb 2020	37.49338	Europe/Moscow	accep	RU	55.62047
10/25/2021, 00:00:00	17.58522	Europe/Rome	good	IT	40.53123
06 May 2017	11.32903	Europe/Berlin	good	DE	50.9803
23 Jul 2020	-88.31476	America/Chicago	average	US	36.61033
2022-01-23	136.13108	Asia/Tokyo	good	JP	34.75856
2013-10-28	7.973	Europe/Berlin	good	DE	51.168
17 Feb 2022	137.23333	Asia/Tokyo	excellent	JP	35.8
2015/05/23	72.68533	Asia/Kolkata	excellent	IN	22.75218
01 Oct 2018	-1.48119	Europe/London	building	GB	53.0233
01/19/2020, 00:00:00	85.4265	Asia/Novokuznetsk	excellent	RU	55.8736
24 Feb 2018	74.85849	Asia/Kolkata	excellent	IN	31.28092
09 Sep 2013	10.58082	Africa/Tunis	building	TN	35.72917
2021/01/16	74.4818	Asia/Kolkata	accep	IN	30.21121
02/05/2014, 00:00:00	15.16554	Africa/Kinshasa	accep	CD	-4.5833
2019/06/16	-70.20749	America/Caracas	average	VE	8.62261
2013/01/25	69.01354	Asia/Dushanbe	average	TJ	38.55632
2016/01/25	-52.67056	America/Sao_Paulo	building	BR	-26.22861
08 Jun 2022	-13.2356	Africa/Freetown	average	SL	8.48714
05/11/2022, 00:00:00	-1.29772	Europe/London	building	GB	50.76306
10/03/2016, 00:00:00	124.3697	Asia/Manila	maintenance	PH	9.6531
2021-04-10	86.00214	Asia/Urumqi	excellent	CN	46.51872
2018/09/24	-91.06177	America/Chicago	building	US	33.41012
14 Dec 2016	13.28702	Europe/Berlin	good	DE	52.4581
2016-11-21	-43.80139	America/Sao_Paulo	good	BR	-20.25333
2014-06-05	-50.00639	America/Sao_Paulo	excellent	BR	-25.42944
12/25/2017, 00:00:00	-76.72803	America/New_York	maintenance	US	39.32288
03 Apr 2014	35.90057	Europe/Moscow	accep	RU	56.85836
2020-05-03	114.51667	Asia/Shanghai	accep	CN	33.78333
2019-06-09	38.01667	Africa/Dar_es_Salaam	average	TZ	-5.41667
2020-03-29	-76.72803	America/New_York	excellent	US	39.32288
04/09/2016, 00:00:00	19.27498	Europe/Warsaw	average	PL	50.20528
03 Nov 2012	69.01354	Asia/Dushanbe	accep	TJ	38.55632
2015/11/09	-97.92977	America/Chicago	excellent	US	38.06084
2016/04/14	68.75915	Asia/Karachi	excellent	PK	27.52948
07/09/2019, 00:00:00	-74.73584	America/Bogota	accep	CO	5.20856
09/19/2018, 00:00:00	-13.2356	Africa/Freetown	maintenance	SL	8.48714
07/18/2016, 00:00:00	151.07986	Australia/Sydney	excellent	AU	-33.88096
08/04/2016, 00:00:00	110.8405	Asia/Jakarta	accep	ID	-6.8048
13 Aug 2017	102.05461	Asia/Bangkok	building	TH	6.25947
05/01/2022, 00:00:00	2.18967	Europe/Paris	building	FR	48.8765
2018/06/24	-1.64295	Europe/Madrid	average	ES	42.8139
02/19/2018, 00:00:00	8.63333	Europe/Berlin	good	DE	52.2
2015-08-11	109.22921	Asia/Shanghai	maintenance	CN	34.65918
2016/01/09	-97.54667	America/Chicago	excellent	US	30.5427
11/10/2014, 00:00:00	-73.86586	America/Toronto	accep	CA	45.43341
2015-04-25	72.34424	Asia/Tashkent	building	UZ	40.78206
2014/10/02	-3.67029	Europe/Madrid	building	ES	37.13548
2015-11-18	153.10236	Australia/Brisbane	excellent	AU	-27.50578
17 Nov 2021	-49.27306	America/Sao_Paulo	good	BR	-25.42778
2020-05-27	-0.32247	Europe/London	good	GB	50.82882
01/24/2020, 00:00:00	-0.32247	Europe/London	good	GB	50.82882
01 Jan 2013	-76.88442	America/New_York	accep	US	40.2737
2015/10/27	5.58472	Europe/Amsterdam	excellent	NL	52.14
2013/03/24	105.75635	Asia/Ho_Chi_Minh	excellent	VN	10.29085
2021/10/06	-104.83192	America/Denver	accep	US	39.72943
13 May 2017	-73.0515	America/New_York	average	US	41.55815
16 Jan 2013	-5.682	Africa/Abidjan	excellent	CI	5.84752
05 Oct 2014	-8.2194	Europe/Madrid	excellent	ES	43.48961
2014-07-09	-94.74049	America/Chicago	good	US	32.5007
2019-10-30	4.91667	Europe/Paris	excellent	FR	45.73333
2022/06/26	142.45778	Asia/Tokyo	building	JP	44.35056
16 Oct 2014	48.87498	Asia/Baku	average	AZ	38.45598
2016/09/26	-51.50361	America/Sao_Paulo	excellent	BR	-29.2975
06 Sep 2017	14.39024	Europe/Rome	average	IT	42.22718
2014/03/06	48.41667	Indian/Antananarivo	good	MG	-17.83333
2016/08/10	-2.68333	Europe/Madrid	good	ES	43.31667
2013/02/08	-75.23266	America/New_York	excellent	US	43.1009
07/05/2016, 00:00:00	117.63083	Asia/Shanghai	accep	CN	35.50056
08/12/2014, 00:00:00	-88.70464	America/Chicago	excellent	US	34.25807
2020-09-08	-70.92866	America/New_York	good	US	42.52787
03 May 2015	-2.12139	Europe/London	building	GB	52.48173
2016/09/26	-51.87389	America/Sao_Paulo	average	BR	-23.44361
2019-10-27	-2.98333	Europe/London	average	GB	53.83333
2014-05-24	-75.11028	America/Lima	accep	PE	-15.21194
03/03/2019, 00:00:00	145.13643	Australia/Melbourne	excellent	AU	-38.16604
2017-07-09	-82.90375	America/New_York	good	US	32.54044
2016/08/29	60.70278	Asia/Yekaterinburg	accep	RU	55.75556
2016-05-18	8.64409	Europe/Berlin	good	DE	48.07667
28 Jul 2019	-85.43772	America/Costa_Rica	accep	CR	10.63504
2016/05/03	-60.1831	America/Glace_Bay	average	CA	46.1351
2019/05/15	-104.22884	America/Denver	excellent	US	32.42067
2016-06-08	-5.682	Africa/Abidjan	good	CI	5.84752
2016-06-02	115.8614	Australia/Perth	average	AU	-31.95224
06/17/2016, 00:00:00	38.66667	Africa/Dar_es_Salaam	maitennce	TZ	-6.25
17 Feb 2013	78.15794	Asia/Kolkata	maintenance	IN	12.1277
2018-02-20	14.01481	Europe/Rome	average	IT	42.67164
2014-09-16	4.18333	Africa/Lagos	excellent	NG	7.6
2014/05/03	8.77069	Europe/Berlin	average	DE	50.80904
2013-11-29	33	Africa/Dar_es_Salaam	good	TZ	-2.68333
03 Jan 2021	32.86389	Europe/Moscow	excellent	RU	53.95278
2021/09/08	46.58333	Indian/Antananarivo	average	MG	-21.15
2015/09/30	29.00974	Africa/Johannesburg	excellent	ZA	-24.19436
23 May 2022	9.02596	Europe/Berlin	good	DE	48.21644
08/14/2021, 00:00:00	15.46667	Europe/Vienna	maintenance	AT	47.05
2014-03-23	5.4384	Europe/Paris	excellent	FR	43.2907
14 Jun 2016	-82.32483	America/New_York	building	US	29.65163
2016/07/31	-53.13722	America/Sao_Paulo	good	BR	-22.92306
07 Jul 2016	74.12286	Asia/Karachi	average	PK	30.76468
20 May 2021	-76.88442	America/New_York	excellent	US	40.2737
29 Dec 2020	15.87735	Africa/Bangui	maintenance	CF	4.94273
12 Jan 2013	71.21169	Asia/Kolkata	building	IN	21.59983
30 Jan 2019	-119.0376	America/Los_Angeles	good	US	34.21639
07/08/2017, 00:00:00	-120.45794	America/Los_Angeles	average	US	34.63915
15 Oct 2020	137.36215	Asia/Tokyo	maintenance	JP	36.75965
18 Nov 2018	24.71204	Europe/Sofia	accep	BG	41.57439
2018-10-03	13.29371	Europe/Berlin	accep	DE	52.53048
2013/09/02	-117.14392	America/Los_Angeles	accep	US	32.9156
2017/04/05	38.15035	Europe/Zaporozhye	excellent	UA	49.41029
2019/06/06	146.05093	Australia/Sydney	average	AU	-34.28853
2013-11-05	-6.03731	Europe/Madrid	excellent	ES	37.35813
2018-01-17	117.63083	Asia/Shanghai	average	CN	35.50056
2022/01/09	-1.86343	Europe/Madrid	good	ES	38.10558
12 Aug 2016	12.53463	Europe/Copenhagen	average	DK	55.67938
03/09/2021, 00:00:00	139.6853	Asia/Tokyo	average	JP	35.815
26 Jun 2022	78.27539	Asia/Kolkata	accep	IN	12.95629
2021/06/01	117.55417	Asia/Shanghai	maintenance	CN	34.86472
12/27/2013, 00:00:00	-81.38758	America/New_York	maintenance	US	30.17746
2012/10/27	-93.263	America/Chicago	good	US	45.0408
01/28/2017, 00:00:00	9.47629	Europe/Berlin	accep	DE	53.59337
2017-12-09	-38.79084	America/Bahia	excellent	BR	-10.95817
22 Aug 2021	-35.03333	America/Recife	accep	BR	-8.28333
27 Nov 2013	-88.42814	America/Chicago	good	US	42.16808
2015/06/29	72.54064	Asia/Karachi	average	PK	31.82539
02 Dec 2015	-46.99583	America/Sao_Paulo	good	BR	-22.97056
2018/09/14	2.31889	Africa/Algiers	accep	DZ	35.21222
09 Apr 2017	2.12213	Europe/Paris	excellent	FR	48.8222
2020-02-08	101.96857	Asia/Kuala_Lumpur	good	MY	4.88441
10 Aug 2014	101.96857	Asia/Kuala_Lumpur	good	MY	4.88441
2020/10/21	-2.77259	Europe/Madrid	building	ES	37.49073
2017/02/21	-102.04897	America/Mexico_City	good	MX	19.64745
2012-10-20	5.23333	Europe/Amsterdam	maintenance	NL	52.09
01/18/2018, 00:00:00	-111.99633	America/Denver	good	US	40.65995
2016-02-03	-1.48119	Europe/London	good	GB	53.0233
20 Apr 2014	-87.66561	America/Chicago	maintenance	US	41.8542
29 Nov 2016	120.57224	Asia/Manila	excellent	PH	15.72892
2022-01-21	-52.35558	America/Cuiaba	average	BR	-14.66463
2014/01/06	-91.73625	America/Chicago	excellent	US	35.25064
2016-03-23	-119.01677	America/Los_Angeles	excellent	US	36.06523
2020-09-28	35.59642	Africa/Nairobi	excellent	KE	3.11988
2015/09/06	-7.32097	Europe/Lisbon	accep	PT	41.1053
2013/03/29	43.83992	Europe/Moscow	average	RU	55.39485
2019-04-11	98.50893	Asia/Yangon	accep	MM	16.68911
12/03/2021, 00:00:00	126.835	Asia/Seoul	good	KR	37.65639
2020-08-22	-81.79819	America/New_York	excellent	US	41.48199
2016/12/05	-52.35558	America/Cuiaba	excellent	BR	-14.66463
05/19/2014, 00:00:00	-82.61573	America/New_York	excellent	US	41.24255
2017/08/10	-98.1664	America/Mexico_City	maitennce	MX	19.32932
18 Feb 2014	-51.87389	America/Sao_Paulo	accep	BR	-23.44361
2015/11/05	-116.37697	America/Los_Angeles	excellent	US	33.72255
27 Jan 2016	2.18247	Europe/Madrid	excellent	ES	41.41204
2018/07/31	-7.35	Europe/Dublin	maintenance	IE	53.53333
27 Jan 2016	-34.88111	America/Recife	average	BR	-8.05389
2019/04/30	29.41824	Europe/Kiev	excellent	UA	45.99194
24 Mar 2022	136.84186	Asia/Tokyo	building	JP	34.4833
03 Feb 2017	59.6	Asia/Aqtobe	good	KZ	47.83333
25 Jul 2016	-77.02303	America/New_York	average	US	38.70734
06/17/2014, 00:00:00	-48.29694	America/Sao_Paulo	building	BR	-20.87306
21 Mar 2013	137.36215	Asia/Tokyo	average	JP	36.75965
12/25/2021, 00:00:00	85.83334	Asia/Kolkata	excellent	IN	20.88197
02/16/2019, 00:00:00	-99.32556	America/Mexico_City	good	MX	19.32889
31 Jan 2015	69.49015	Asia/Yekaterinburg	average	RU	56.11281
05/18/2015, 00:00:00	26.01649	Europe/Bucharest	good	RO	44.43579
18 Jun 2020	30.2049	Europe/Minsk	excellent	BY	55.1904
2022-05-26	-4.10734	Europe/Madrid	average	ES	38.68712
09 Apr 2017	49.62251	Asia/Riyadh	accep	SA	27.0174
03 Feb 2021	84.63445	Asia/Kolkata	accep	IN	24.81757
03/05/2021, 00:00:00	-77.02303	America/New_York	accep	US	38.70734
2016-06-01	2.25	Europe/Paris	good	FR	50.75
12 Dec 2020	-51.87389	America/Sao_Paulo	excellent	BR	-23.44361
2015/09/17	-51.87389	America/Sao_Paulo	building	BR	-23.44361
14 Sep 2020	10.03988	Europe/Berlin	good	DE	53.6052
19 Nov 2016	73.06784	Asia/Kolkata	excellent	IN	25.13915
05/07/2016, 00:00:00	136.13108	Asia/Tokyo	excellent	JP	34.75856
28 Oct 2014	-84.20299	America/New_York	excellent	US	39.43534
08/10/2017, 00:00:00	120.03308	Asia/Shanghai	average	CN	28.88162
2018-05-04	3.64633	Africa/Lagos	good	NG	6.8485
03/27/2013, 00:00:00	43.63417	Europe/Moscow	accep	RU	43.96222
10 Jan 2022	-73.0515	America/New_York	accep	US	41.55815
07/24/2013, 00:00:00	104.1451	Asia/Bangkok	accep	TH	15.79408
27 Jan 2017	-89.71472	America/El_Salvador	building	SV	13.73417
10 Jun 2021	-72.09391	America/Port-au-Prince	average	HT	18.65297
2021/04/08	-73.75513	America/New_York	accep	US	40.60538
19 Apr 2018	11.32903	Europe/Berlin	good	DE	50.9803
11 Aug 2022	113.69785	Asia/Jakarta	excellent	ID	-7.73379
2013/03/11	8.91229	Europe/Berlin	accep	DE	49.13645
19 Apr 2016	120.56528	Asia/Manila	accep	PH	14.66
11 Jan 2016	15.16554	Africa/Kinshasa	accep	CD	-4.5833
06/02/2022, 00:00:00	36.25361	Europe/Zaporozhye	good	UA	47.48444
06/03/2015, 00:00:00	-116.97725	America/Los_Angeles	accep	US	33.92946
07 Nov 2019	5.37429	Europe/Brussels	excellent	BE	51.03427
2016/07/31	-95.63079	America/Chicago	average	US	31.76212
2021-12-04	10.78222	Africa/Tunis	building	TN	36.46917
2019-01-13	75.16878	Asia/Kolkata	building	IN	30.81383
2017/11/10	123.50266	Asia/Shanghai	accep	CN	41.94175
2015/04/16	85.83334	Asia/Kolkata	excellent	IN	20.88197
13 Aug 2017	12.19458	Africa/Lagos	maintenance	NG	10.61285
10/02/2019, 00:00:00	-81.24441	America/Havana	average	CU	23.15678
2013/09/21	18.34717	Europe/Warsaw	good	PL	54.60528
2013-08-06	14.34085	Europe/Rome	excellent	IT	40.87363
2013-10-18	-37.65	America/Maceio	maintenance	BR	-10.91722
18 Oct 2020	8.70745	Europe/Berlin	good	DE	49.03685
2014/03/15	-60.94228	America/Martinique	good	MQ	14.67751
23 Mar 2019	-116.21677	America/Los_Angeles	good	US	33.7207
2015/09/24	47.3799	Asia/Tehran	good	IR	33.14447
2013-01-07	-0.32247	Europe/London	average	GB	50.82882
2018-05-09	76.35484	Asia/Kolkata	accep	IN	10.10649
2021/12/22	77.5609	Asia/Kolkata	good	IN	11.00599
2018-05-06	-86.11084	America/Indiana/Indianapolis	accep	US	41.75338
2014-09-19	112.01667	Asia/Jakarta	maintenance	ID	-7.81667
2017/05/07	-0.2	Europe/London	good	GB	51.65
2015-10-15	-1.48119	Europe/London	excellent	GB	53.0233
2022/08/29	-76.51552	America/New_York	accep	US	39.32011
01/09/2022, 00:00:00	4.7934	Europe/Paris	excellent	FR	45.69558
