CH4	PRES	warning	PM2.5	SO2	latitude	C2H3NO5	CO	NH3	TEMP	longitude	NOx	PAHs	H2CO	Pb	O3	PM10	CFCs
8.09571	1097.80410	0.00000	9.37999	10.22269	7.6	0.07042	8.26125	7.18246	15.17063	4.18333	8.38768	5.52692	60.09463	42.01371	10.44540	6.44266	44.08968
9.49964	1128.05083	0.00000	6.86276	10.37477	-0.35817	0.92096	7.94629	7.22843	1.80385	42.54536	7.65722	8.51490	47.73718	53.49518	6.67906	10.12016	51.18033
8.23501	1151.27181	0.00000	10.45573	7.86318	7.83389	0.08891	8.14518	6.64241	5.31154	-72.47417	7.05138	5.50085	47.36116	39.52015	7.52714	5.76403	53.51362
5.49297	1148.53176	0.00000	8.00588	6.43850	51.39323	0.16641	9.19579	7.41622	-0.42964	0.47713	7.82203	8.77582	53.66315	52.86461	6.67719	7.97034	38.28573
10.26362	1086.33922	0.00000	10.68923	8.10269	-27.50578	0.31177	7.33702	8.29075	10.49831	153.10236	7.94497	4.62771	52.31829	52.26662	5.31948	8.91661	42.95574
4.81955	1176.41826	1.00000	9.26671	9.57771	-7.0981	0.99487	8.48899	8.46867	34.52889	109.3243	9.49414	9.28163	39.67870	67.64897	6.05404	10.12159	
4.96284	1197.64399	1.00000	7.90811	7.17654	41.91886	0.39595	9.60321	7.32498	33.43952	8.73812	8.19931	10.42220	60.78516	87.53538	5.53861	9.16012	68.58511
11.92575	1141.97123	0.00000	7.79575	11.33671	40.11583	0.32297	9.28278	7.79748	1.94803	67.84222	7.15137	6.45672	84.98783	45.68626	8.15677	9.02102	67.51370
9.32119	1137.46757	1.00000	13.20624	7.73756	3.3285	0.22226	8.18225	8.01921	24.95462	99.1625	7.16110	7.63284	40.14812	40.30247	8.02176	8.44157	60.24676
5.42614	1175.21881	1.00000	8.04034	4.51382	6.8485	0.04512	7.07452	6.57765	19.17775	3.64633	6.86615	6.50244	58.51114	60.56738	8.68736	4.83527	58.97742
5.44072	1176.53997	1.00000	10.63161	6.00063	-6.8048	0.11757	9.67539	7.23585	20.41833	110.8405	7.70906	9.53999	47.45889	67.25885	9.34648	7.12019	44.19336
8.07199	1138.47729	0.00000	11.68716	8.12304	51.95838	0.23689	9.25398	7.60124	-1.48162	4.47124	8.36896	5.63325	51.95540	65.48661	6.96560	8.57881	48.83531
7.42237	1086.97805	1.00000	8.48039	10.85643	42.16808	0.55169	9.68608	7.04880	9.96423	-88.42814	7.56480	9.07516	55.05392	52.37648	7.07523	9.49358	5.09971
4.00311	1118.13104	1.00000	9.37310	9.37347	46.18396	0.61516	7.95290	7.23726	22.98157	6.10237	7.15042	10.38518	50.76126	75.39369	5.41821	9.62153	23.22838
6.65231	1098.40146	1.00000	10.00423	6.90527	65.93381	0.15620	7.31978	8.13459	21.29422	111.4834	7.36979	8.54133	18.64057	68.67378	8.02040	7.58253	10.30247
5.75718	1190.67887	1.00000	10.54189	5.06567	35.88264	0.08937	6.60117	9.37480		-80.08199	7.12407	9.07834	73.18437	67.52229	11.00527	5.41602	29.91476
9.65970	1083.22840	0.00000	9.58390	8.79669	30.21121	0.30944	7.61523	6.72810	19.94765	74.4818	7.33679	5.30470	63.21409	66.18300	6.20220	8.72110	40.78551
7.24191	1143.50283	1.00000	8.75351	6.00259	-21.41222	0.03467	8.59269	7.03232	32.63297	-42.19667	7.89991	7.89445	33.88247	41.50707	10.65376	4.80780	40.38192
9.87711	1075.14111	0.00000	9.51471	10.85206	-13.7804	0.11056	6.38920	7.46150	17.43965	34.4587	6.66107	8.80443	64.06018	64.57583	7.68284	6.59290	21.04902
7.66143	1171.89258	1.00000	9.08389	5.74168	42.67164	0.14177	8.05855	8.47252	0.98416	14.01481	7.63234	6.06928	45.09676	53.19142	6.61571	7.37441	38.02899
3.96541	1199.88938	1.00000	5.24168	10.50818	41.85059	1.28064	6.27846	6.71612	26.85702	-87.882	7.98704	12.24074	71.45597	27.46924	4.56420	10.43826	41.50130
7.30150	1125.86826	1.00000	8.31779	7.18640	54.60528	0.09081	6.47990	6.71116	2.68728	18.34717	9.82554	9.06884	64.03971	66.76023	8.23773	6.83570	45.61537
5.46190	1101.61781	1.00000	6.81131	7.84566	50.9803	0.08456	7.49682	9.42789	20.27761	11.32903	7.52940	8.94353	46.90882	54.42580	4.18670	6.38111	49.61761
6.75646	1154.84730	1.00000	8.78729	11.75821	29.65163	1.39998	8.55133	6.89969	4.63502	-82.32483	8.24356	10.14380	64.78123	54.89685	7.47831	10.50407	46.72635
5.25487	1187.89034	1.00000	10.53975	6.12905	42.8334	0.18324	6.26006	8.62513	1.42301	-80.38297	6.78067	9.30300	45.14165	46.95368	8.11974	8.18483	40.43365
5.79523	1159.02435	1.00000	9.47333	7.10445	53.53333	0.38549	7.10360	9.00519	17.50150	-7.35	8.75356	8.97968	72.04674	49.07211	5.84294	9.14401	54.83912
6.61915	1100.71934	1.00000	9.68892	4.93125	31.82539	0.05947	6.97567		14.60485	72.54064	8.55082	6.18514	91.76188	57.64896	9.10795	5.10601	66.32416
5.93579	1199.37260	0.00000	8.00173	7.37105	33.72255	0.03204	8.80762	8.54401	20.61648	-116.37697	8.44070	7.95638	64.31840	48.84322	8.13085	3.51928	29.66572
6.61517	1113.36069	1.00000	7.47173	7.33765	28.71271	0.11134	8.54723	7.41792	10.07025	77.656	7.58113	9.68600	41.20404	44.50010	8.71525	6.77256	48.80723
6.29689	1106.24770	1.00000	8.13589	8.03895	6.33444	0.20657	7.90990	7.55472	-8.35249	124.95278	5.72289	11.13662	39.69219	52.11570	7.33797	8.32311	54.59170
10.09827	1116.62107	0.00000	9.26759	9.04092	32.52515	0.06230	8.93028	7.09206	29.60781	-93.75018	7.67006	7.94048	59.17166	64.62409	6.32413	6.18572	44.98409
5.71336	1180.85139	1.00000	8.38292	6.26342	26.11527	0.07282	8.08108	7.04476	26.20589	86.59509	7.85931	8.99536	64.85314	74.82874	8.49420	6.76609	59.70459
4.41616	1076.70724	1.00000	7.44670	12.27707	52.4581	3.55566	6.64883	7.29721	23.63268	13.28702	5.99063	11.15296	65.01539	52.60224	6.26589	11.47615	52.58316
11.14215	1135.69421	0.00000	7.95426	8.18520	6.25947	0.12861	8.55381	7.75686	16.55009	102.05461	9.73094	3.74362	44.06742	58.12077	8.21133	7.75931	51.41539
9.37081	1157.34355	1.00000	10.79570	6.56675	21.59983	0.14924	7.04071	8.38654	17.55905	71.21169	5.82381	6.74298	56.74961	68.16277	7.62972	7.72871	49.42342
9.96661	1145.77546	0.00000	8.25308	7.07671	55.75556	0.08922	9.26120	7.38515	17.44186	60.70278	7.34271	4.46210	51.21174	28.54712	8.30496	6.11607	45.82005
6.40260	1075.16132	1.00000	6.80371	9.88567	32.5007	0.21612	7.69766	7.10802	8.05949	-94.74049	7.95920	9.29144	63.89812	61.87393	5.49101	8.25686	38.93848
10.74235	1095.19454	0.00000	9.21638	9.60928	7.57944	0.11814	7.06256	7.24287	25.85706	-8.53778	9.32743	4.42725	33.90403	63.17534	5.95603	7.95264	46.24596
5.51059	1186.07784	1.00000	9.32637	5.36337	51.14942	0.04550	7.10801	8.40920	19.96760	15.00835	6.72539	8.42536	45.45029	51.37653	9.79658	5.85583	50.35431
5.85165	1169.72868	1.00000	9.23479	8.94176	5.6561	0.40257	8.62234	8.59197	3.16632	-75.87877	8.90779	10.79316	55.86975	55.44340	6.01719	9.23074	41.70816
7.32021	1076.14754	1.00000	8.06411	9.63692	36.75965	0.27180	8.13562	9.83880		137.36215	6.81189	8.89167	55.23461	82.01914	6.03484	8.54634	27.86853
7.09703	1175.61653	1.00000	10.38414	7.61355	40.93333	0.10979	7.61271	8.61507	25.87806	73	6.55519	10.44093	42.11867	46.94700	9.56134	7.36319	50.75596
6.82703	1139.56944	0.00000	8.56692	5.95713	12.1277	0.04804	7.88575	7.91512	1.97545	78.15794	7.58784	6.80844	40.56364	61.80963	8.88425	4.13043	63.66404
8.67377	1064.56043	0.00000	9.39120	10.44803	40.42386	0.08299	7.45036	7.86453	16.31431	-3.53261	7.48064	6.48899	48.82440	43.89670	9.18143	6.20119	45.22886
4.51834	1144.19975	1.00000	9.10580	5.00720	39.43534	0.08215	5.18274	6.84562	12.70136	-84.20299	9.06833	7.36683	54.20862	49.99234	7.56488	6.74762	43.01060
5.17299	1123.59604	1.00000	9.96339	9.62527	6.46838	0.44652	6.90715	6.63659	21.35467	-73.26022	7.62432	7.65693	51.10962	34.62748	6.84972	9.25942	54.17207
10.20612	1182.08798	0.00000	8.50729	11.07556	53.6052	0.16368	7.98496	7.92560	21.02545	10.03988	6.89870	5.80251	63.99725	71.26559	6.83016	7.84768	45.37965
8.26746	1158.96389	0.00000	7.39063	8.70362	53.53395	0.05600	7.53765	8.82465	17.61989	33.72798	8.88574	7.17152	52.66013	87.74348	9.82768	5.40525	40.22658
9.44074	1133.20615	1.00000	8.61177	8.18574	55.67938	0.08566	8.62349	7.95138	23.82485	12.53463	6.64326	7.82649	55.36186	29.68877	7.12752	5.61466	59.53078
7.05079	1138.04503	1.00000	8.79060	9.07320	10.63504	7.71445	8.26573	8.28087	15.52176	-85.43772	6.21104	8.85539	39.61300	51.53155	8.91827	12.26609	37.09582
6.98260	1172.71555	1.00000	9.47374	7.13558	22.75218	0.08726	7.41825	7.46065	7.48548	72.68533	7.48159	9.02476	43.23179	49.90851	9.13401	6.85822	76.53597
6.64221	1185.23098	1.00000	8.51209	7.23067	55.63711	0.04691	7.88439	7.31697	12.68548	37.38115	7.48891	11.10754	48.43503	51.80231	10.24881	6.61239	39.23342
10.22556	1091.32508	0.00000	8.35379	10.24354	10.63504	0.13966	6.86945	6.79858	22.58084	-85.43772	9.45327	7.07608	56.07036	57.42328	8.02620	7.43555	43.30846
2.79736	1109.47559	1.00000	7.32849	11.28448	-17.83333	9.16027	6.73197	9.08384	26.01781	48.41667	8.10424	14.44567	70.04750	31.81206	5.13603	12.43381	43.88882
6.83316	1159.25352	0.00000	8.97115	5.42671	45.43341	0.07024	8.03950	7.55592	19.49529	-73.86586	8.06329	4.19223	61.54145	33.76620	7.02899	3.30498	51.35391
9.22306	1100.88115	1.00000	11.56223	9.56087	34.4833	5.07948	5.15634	9.42453	14.39057	136.84186	9.49449	9.52782	52.15814	71.01334	9.78740	11.85349	46.85652
8.37961	1065.52574	0.00000	9.15098	8.66531	41.1053	0.03246	7.18147	5.82975	21.08023	-7.32097	8.83556	6.82395	63.54655	46.69287	9.79197	5.53522	51.21185
8.02435	1074.61258	0.00000	6.76592	12.29392	10.10649	0.20371	8.37697	7.84837	20.21962	76.35484	8.99827	6.96050	65.99083	52.02604	6.65415	8.21907	54.01630
5.78781	1078.39845	1.00000	7.49524	7.10966	-2.68333	0.18992	7.43158	7.00381	19.19229	33	7.17715	9.18189	33.02295	54.91481	6.57079	8.05792	50.52718
10.70958	1064.65289	0.00000	10.34431	9.06610	40.92298	0.44096	10.19862	7.97772	23.71583	14.30935	9.03148	6.38609	71.96307	69.79116	6.52373	9.27970	37.39136
6.26805	1061.90477	1.00000	9.63545	7.80433	51.12794	0.62426	6.48146	8.18172	9.64487	4.21372	7.15659	10.44294	42.32639	59.49229	6.78110	9.61702	45.72336
7.30503	1179.14553	1.00000	8.07646	9.48273	43.35071	0.40539	11.00673	8.59589	8.64115	46.10925	6.82743	12.77283	60.42216	42.21833	7.54953	9.23288	55.62747
7.63833	1052.65931	1.00000	9.88823	6.53924	-16.25	0.06230	7.24268	8.39653	10.31488	-69.08333	7.82948	8.14194	32.94406	39.78222	9.59395	5.68350	49.92123
7.06873	1188.03395	1.00000	8.38478	6.64674	28.88162	0.09263	7.44580	7.95751	9.25800	120.03308	6.27378	8.65708	48.88660	74.35198	8.75839	6.50931	34.91678
10.42574	1091.48281	0.00000	7.87364	8.80678	50.75932	0.10488	8.88666	7.75660	17.58513	25.34244	7.29843	5.00004	47.33697	25.37228	8.54260	7.29179	27.32954
7.14018	1117.13732	1.00000	7.13762	10.86213	56.85836	0.54642	6.89889	6.89171	25.92866	35.90057	7.40811	10.40294	31.18867	49.75203	6.14670	9.52828	44.62798
7.31272	1103.45040	1.00000	10.49338	7.26602	-34.28853	0.10550	7.00342	7.94081	11.49285	146.05093	8.93987	9.52655	64.12763		9.54331	6.89755	41.44631
4.72432	1104.99270	1.00000	6.15077	6.71398	8.35122	0.26054	6.92023	4.85386	13.52617	-62.64102	5.70974	9.25171	58.89186	68.60093	5.07329	8.61282	50.30820
10.80264	1151.84549	0.00000	7.50541	9.75845	6.45407	0.83703	6.14864	6.09131	12.52395	3.39467	8.64477	5.87591	63.67580	76.49046	5.19157	9.99801	45.01502
10.50102	1108.25213	0.00000	6.80396	9.11697	40.64621	0.83683	7.68489	5.01349		-73.97069	8.96587	6.41199	46.77822	68.57612	5.43467	9.98061	50.67918
7.99977	1188.38694	0.00000	7.75136	9.30544	54.60528	1.77046	7.27886	7.95369	-2.21516	18.34717	6.04079	8.32620	64.39396	36.72043	5.94133	10.76477	29.62093
6.98246	1078.16381	1.00000	9.99927	7.62219	36.02506	0.11269	8.08657	8.27251	16.10782	-86.77917	8.41602	7.84498	55.66049	46.02277	6.41941	7.32875	42.73537
6.40741	1161.20020	1.00000	9.34549	6.63385	43.48961	0.13837	8.28882	7.33283	11.50069	-8.2194	7.47575	8.34249	70.41086		6.97176	7.58262	39.56355
8.20499	1093.98471	1.00000	10.48010	7.18810	14.66	0.46708	8.62936	6.58886	13.40194	120.56528	8.88626	7.32775	43.99031	66.46584	7.90775	9.26498	68.54337
4.93313	1179.93030	1.00000	7.91088	4.51974	23.18	0.07272	7.97348	8.50665	29.12748	88.58	8.40288	7.29111	48.95496	65.51988	7.79185	5.47859	58.55589
6.42133	1066.16085		9.62008	6.77556	39.57582	0.12570	8.49419	8.71755	18.91310	-105.11221	8.19922	8.54836	35.13904	75.10361	7.89786	7.64189	56.22627
5.46818	1122.48170	1.00000	8.23878	10.02089	40.65538	0.53465	7.06510	5.52802	37.84048	-74.38987	6.29016	9.72785	35.23342	61.03517	6.24405	9.46248	51.29869
6.75682	1114.71298	1.00000	8.49886	6.69066	52.31333	0.08384	6.57735	5.84850	15.53023	6.92917	7.37559	10.04282	58.93040	34.21196	10.08083	6.14892	49.04815
6.05668	1076.19327	1.00000	9.95751	5.56640	53.14657	0.04485	7.42838	7.05460	1.52525	140.72287	9.19046	8.61425	51.81136	48.68678	9.72326	5.85776	40.59224
7.66258	1080.31906	1.00000	10.18885	6.55902	48.07667	0.05330	6.41797	8.73826	15.60272	8.64409	5.98200	9.29021	58.08249	52.00626	11.48187	5.20126	45.20284
6.08207	1063.80086	1.00000	8.78527	7.74134	36.20829	0.22973	7.83289	6.41363	15.16266	-115.98391	8.10514	10.94123	37.83358	37.25911	7.63596	8.40382	61.50532
7.91526	1143.07308	1.00000	8.90605	8.78712	5.4709	0.18063	9.96623	7.63928	21.03249	100.24529	6.67995	11.79500	57.38709	18.52511	9.32973	7.83632	37.69369
6.83539	1103.17651	0.00000	9.88630	6.60432	40.65995	0.17817	8.11952	7.89432	25.74878	-111.99633	8.53133	4.19761	38.76107	57.28254	5.36229	8.22626	53.73383
7.43726	1069.96040	0.00000	8.15173	11.34374	57.97472	0.16254	7.82963	7.92981	15.73190	33.2525	8.06319	7.00351	59.43475	25.94885	7.22281	8.08745	44.90918
5.94761	1084.21191	1.00000	8.24482	7.93735	47.38093	0.10278	8.51726	9.03786	24.83295	-122.23484	6.55191	7.03212	58.36057	59.26492	5.90706	7.61923	49.82797
3.95664	1196.21620	1.00000	7.09023	9.95190	45.99194	0.14951	7.06032	5.23253	8.90852	29.41824	8.99312	11.86152	74.16571	36.41298	3.75835	7.84517	38.15258
6.48651	1156.31687	1.00000	9.19230	6.00182	6.33444	0.05182	7.45138	8.74850	39.01875	124.95278	8.23281	8.31790	26.97407	43.82666	8.96349	6.12489	57.26715
8.81898	1116.21316	1.00000	9.97382	8.63166	4.92675	0.26858	8.46870	9.65455	23.60180	6.26764	7.16745	7.19263	62.37717	44.92353	8.13296	8.50825	29.07229
8.92373	1168.41024	0.00000	10.54405	8.38388	50.20528	0.15587	8.04857	8.83085	5.55838	19.27498	8.40444	5.19350	52.37305	48.48996	6.67465	8.05313	70.34531
4.53654	1053.18170	1.00000	6.56044	9.35160	44.99012	0.25367	7.34734	8.74213	21.63100	-123.02621	7.48210	9.75769	78.65634	50.68019	4.90053	8.72468	36.03166
7.00861	1187.63117	0.00000	8.12948	9.36801	41.27621	0.07600	8.06747	6.68895	4.11132	-72.86843	8.35401	7.43105	56.71155	36.19093	9.65106	4.92072	68.99142
7.48570	1117.94969	1.00000	11.21361	6.95231	42.8334	0.78208	9.95968	8.32882	4.33117	-80.38297	5.78179	7.33428	38.95272	37.71079	8.53051	9.91015	45.43042
6.70194	1077.58628	0.00000	7.59835	8.32079	-10.91722	0.16853	9.35958	8.30059	16.21365	-37.65	8.06401	10.12578	64.17517	52.22485	7.57586	7.98026	62.00624
6.69718	1182.84421	1.00000	10.71645	6.09457	-8.76194	0.07165	6.10929	6.61938	7.41060	-63.90389	7.24172	8.09136	34.46513	64.73058	9.57757	6.26909	37.49950
7.71058	1112.24252	0.00000	9.56546	9.78359	36.20829	0.45371	8.28633	8.45234	2.83927	-115.98391	8.41161	7.72754	75.57670	45.46832	7.51714	9.32102	57.32669
6.09194	1188.12527	1.00000	8.49178	5.35316	48.77275	0.04450	6.61455	8.84541	35.98543	5.16108	8.59264	6.86667	47.67316	52.01960	8.35755	5.38208	64.67471
8.82023	1194.00471	0.00000	11.21068	9.67404	43.50891	0.04092	8.70131	7.12225	7.39918	16.43915	7.66440	5.09387	39.56283	28.42705	7.60337	6.51767	75.26006
6.29362	1170.95593	1.00000	8.22058	7.12782	41.41204	0.14097	5.93413	9.15167	15.16696	2.18247	8.86800	9.60254		69.67133	7.84202	7.57522	13.43511
6.82602	1067.46059	1.00000	8.38670	7.59511	8.62261	0.11974	8.75298	6.73278	14.61511	-70.20749	7.51195	10.80165	63.07326	53.86064	8.08886	7.49712	44.51812
6.66431	1107.29622	1.00000	10.40932	7.98159	20.88197	0.53507		9.24888	15.87849	85.83334	7.02589	10.48781	61.79758	20.76158	6.90760	9.47036	23.47736
7.45086	1197.89276	1.00000	10.11442	7.95703	19.32889	0.18414	7.19515	10.50971	18.41251	-99.32556	8.24859	6.85441	52.04617	79.01790	6.78053	7.79302	35.62820
5.45309	1191.89332	1.00000	9.92605	6.38516	3.31332	0.24170	8.86873	7.20056	18.29098	117.59152	7.02923	9.58414	47.49501	33.82283	6.70968	8.54059	35.91211
9.51540	1173.42029	0.00000	9.21711	7.75293	43.86682	0.61133	8.08089	7.85909	7.06978	-79.2663	7.29301	5.54395	43.07744	36.28801	5.40527	9.59046	60.71688
3.07459	1102.08654	1.00000	7.63768	9.19886	56.9083	0.23027	6.70609	8.14852	19.26160	60.8019	9.20551	6.87149	74.42367	45.71321	5.45327	8.31154	56.70299
7.01562	1062.85550	1.00000	9.33001	7.52805	40.57788	0.09172	8.35520	6.67367	6.92119	-73.95958	7.25029	8.93502	43.82468	78.11198	4.38694	5.57605	42.82871
7.66604	1150.76804	1.00000	9.32702	7.29031	55.39485	0.05253	7.21376	8.75233	20.11683	43.83992	8.54117	5.42210	56.79520	35.63217	5.87254	5.69899	40.54390
10.03862	1105.41281	0.00000	8.95103	11.01234	51.26	0.31865	6.53637	7.88596	30.22428	-2.1875	7.75028	7.43044	52.87275	52.69584	7.36356	8.90389	40.86275
11.69365	1103.03973	0.00000	10.06905	9.79429	47.48444	0.20386	9.78762	7.48754	-0.61700	36.25361	7.88597	5.83598	55.76816	50.57560	7.08306	8.32301	45.16035
8.17505	1073.87483	0.00000	9.41395	10.11008	15.48131	0.10764	7.61336	6.80447	27.36389	-86.57415	8.46884	7.67707	31.88924	40.58475	10.87590	6.70771	55.55640
9.02529	1123.28889	0.00000	11.53491	7.35094	41.75338	0.10140	7.52931	7.81674	7.33867	-86.11084	7.23473	3.22511	67.89322	70.28649	5.70381	7.68628	49.96080
10.56999	1051.06805	0.00000	9.50255	10.75582	39.43534	0.09586	6.60331	6.05359	2.07467	-84.20299	6.99005	8.85273	62.63247	51.17257	8.03203	7.30307	54.31743
9.92004	1100.16373	1.00000	10.58807	7.30712	8.48714	0.15181	6.20210	9.54411	5.67162	-13.2356	9.46412	7.93991	61.71885	54.36746	7.30674	7.97623	47.88576
7.38311	1114.11981	0.00000	10.04478	8.90792	41.47892	0.10352	8.40517	8.38907	9.08178	-87.45476	8.67967	6.23880	31.87790	37.38659	7.92014	7.00088	49.19607
7.23675	1060.18589	1.00000	11.97127	10.45882	35.21222	3.98311	9.36383	8.34501	17.77828	2.31889	7.95393	7.46302	54.35293	47.66585	9.03409	11.60043	31.08968
8.39010	1079.24747	0.00000	9.16643	8.88699	47.4943	0.12883	8.96431	11.11272	17.23555	-122.24092	6.50636	5.02666	38.20939	85.29487	6.24672	7.65989	69.08224
5.79406	1059.14448	1.00000	10.40545	11.56248	18.00747	3.59464	8.09770	7.45860	7.83814	-76.78319	8.29694	9.14358	53.85038	41.34218	7.87008	11.48027	35.75618
5.94579	1135.75737	1.00000	8.56794	6.83110	45.40008	0.14849	7.80968	8.00803	3.29563	-73.58248	9.37389	8.94933	71.51203	50.55494	6.83291	7.95284	42.26562
9.31564	1187.42917	0.00000	9.24130	7.55389	32.55531	0.50931	7.98863	9.19549	-3.46581	76.12647	7.22596	5.33761	46.14137	49.86783	5.62955	9.47165	30.73442
10.52657	1120.44595	0.00000	8.92701	8.11293	8.88988	0.06425	6.34867	7.34038	11.43804	-79.62603	5.66658	7.86045	51.08297	48.25182	6.86880	6.62503	36.24127
7.03347	1115.92959	1.00000	10.71686	7.36337	39.12074	0.14943	7.80752	8.40752	17.39604	27.18052	8.79666	9.36246	47.76658	57.57829	8.33814	8.01816	53.95750
8.54184	1075.74562	0.00000	9.38784	10.35604	-44.39672	0.21052	7.00185	6.88662	12.50173	171.25364	6.38117	8.56330	45.15576	59.99359	8.45856	8.46219	53.78533
9.47867	1146.36967	0.00000	10.33013	10.02411	36.61954	0.08575	7.01760	6.70786	3.40667	4.08282	8.40991	4.67526	55.60942	59.02965	6.82606	6.98146	53.42801
6.71026	1080.55940	1.00000	9.43105	8.31001	25.13915	0.21979	9.10236	8.10068	5.36280	73.06784	6.95983	9.95102		53.67176	6.21653	8.43643	46.57093
6.47254	1142.97659	1.00000	10.56042	8.97093	35.815	1.34462	6.88994	7.87414	8.24628	139.6853	8.20896	7.21012	54.07766	59.62988	8.50883	10.48571	52.40126
9.17544	1062.11734	0.00000	9.35842	8.49242	29.65163	0.08779	5.68558	8.27077	6.51362	-82.32483	8.46802	6.04866	50.59345	41.92579	8.50011	6.58571	40.91859
10.76950	1113.57999	1.00000	11.07550	5.28783	14.67751	0.07923	8.27801	9.69962	16.64386	-60.94228	8.19957	5.26275	55.66429	56.42735	7.18488	5.82839	65.54518
9.60617	1133.07220	0.00000	10.19441	7.58419	12.95629	0.59477	6.66371	9.31690	8.80379	78.27539	7.75614	6.71680	56.63870	44.59758	6.60267	9.64047	54.86953
7.31617	1087.25033	1.00000	8.84000	6.82313	51.26	0.07551	8.49876	7.77782	15.44063	-2.1875	8.64299	8.63412	72.25709	63.09693	8.97519	5.94914	61.43638
6.63548	1064.93310	1.00000	7.64442	8.28674	49.68369	0.09037	8.38694	7.97136	16.60717	8.61839	6.05369	8.95702	39.36853	51.71345	4.80117	7.23167	48.99845
3.63741	1050.33958	1.00000	7.16091	11.05609	40.67705	1.08097	8.93453	7.37144	18.93378	-73.89125	6.99772	10.13253	49.57222	45.94237	5.28299	10.24089	44.78327
6.94698	1149.36906	1.00000	9.50505	6.98420	19.32889	0.13337	7.43243	9.33051	8.13099	-99.32556	7.60250	8.16111	57.25636	56.52961	7.04992	7.75298	65.30451
5.32514	1167.43310	1.00000	7.61184	5.67346	32.52515	0.08674	8.77146	8.49486	34.68422	-93.75018	7.80352	8.53827	55.75501	39.16298	8.06542	6.22581	64.77606
6.32284	1078.11011	1.00000	8.32051	6.85599	6.84019	0.09406	8.36709	7.03944	19.11386	79.87116	9.10578	9.23946	59.98152	44.54252	7.57583	6.95994	65.09576
5.56086	1166.01697	1.00000	8.33811	11.42739	54.58048	3.99369	6.62649	8.46598	-10.79674	16.86194	7.62481	11.01291	55.54198	57.74708	7.11307	11.59372	37.58507
12.74028	1058.44495	0.00000	10.47350	8.19983	49.28669	0.46694	7.71939	8.01924	41.18231	1.00288	7.41586	4.59166	55.79905	50.69382	5.56404	9.36765	2.03566
6.71324	1157.95943	1.00000	11.37153	9.42059	29.65163	0.80190	7.75129	6.16887	-4.71903	-82.32483	6.73464	8.72187	49.56215	59.70790	6.97502	9.94405	54.86598
9.23339	1178.69280	0.00000	8.02806	9.38198	-3.20333	0.09514	8.13078	8.57735	18.05947	-52.20639	8.30389	5.76708	37.89862	62.74575	9.59588	6.61866	58.28251
9.96921	1192.91308	0.00000	6.02144	7.62680	32.9156	3.27755	8.95584	7.82422	24.38569	-117.14392	8.79751	5.76482	28.11316	66.45229	3.61793	11.39798	48.16203
9.62198	1100.56263	0.00000	4.77556	10.27791	50.82882	1.25169	7.34399	8.59318	5.18218	-0.32247	9.30279	7.57150	57.17759	49.59310	5.47599	10.42903	32.55707
8.12651	1185.72046	0.00000	9.96172	7.17703	11.50526	0.07277	8.84789	8.68054	15.19352	77.23826	8.23142	6.02536	60.79104	57.55085	7.21927	4.58790	54.69277
9.20053	1069.57489	1.00000	10.43242	10.92740	12.04161	2.07584	6.50753	8.51581	19.68847	75.35927	7.39247	6.41644	50.11937	71.74916	10.35105	10.92875	64.61225
6.03965	1104.56769	1.00000	9.68307	6.71633	47.30997	0.15010	8.25739	8.90819	-1.64439	8.52462	7.98257	8.94967	50.56406	31.33275	7.49047	7.77610	41.50161
8.15650	1082.56696	1.00000		6.12096	50.9803	0.10245	7.15460	7.97950	3.01938	11.32903	8.03373	7.82186	61.30275	61.15427	5.90950	6.84007	27.01062
6.94057	1065.00805	1.00000	8.24358	6.11648	40.24537	0.06828	7.59063	7.34757	16.73625	-75.64963	8.71911	10.03571	17.99037	71.01920	12.48488	4.09444	42.74010
9.53298	1075.50048	0.00000	10.56275	8.95353	32.54278	0.09602	7.25729	7.70486	19.69237	111.50861	6.50014	7.77236	50.10808	48.45645	8.38092	6.40791	35.44916
6.88629	1164.86823	1.00000	8.81663	11.04896	7.57944	2.59567	8.72675	7.70525	18.02229	-8.53778	7.19634	12.98863	42.61056	62.56332	6.02303	11.15238	49.31186
7.20745	1086.39993	1.00000	10.09845	7.24558	-11.94306	0.42368	7.28515	5.44042	4.38812	-76.70944	7.60310	6.55937	39.53477	59.73196	8.22108	9.23599	64.55103
10.68342	1180.32636	0.00000	8.63812	7.92048	52.14	1.03375	8.49414	9.38076	14.63165	5.58472	8.02083	5.50965	35.90460	50.82889	5.16688	10.20093	61.24801
8.19187	1199.06446	1.00000	10.20536	7.83919	54.8421	2.96452	7.27217	5.90854	21.03847	46.5813	8.52951	8.13208	38.85196	72.94892	9.48455	11.29351	27.17243
4.94410	1103.95145	1.00000	7.32800	9.68465	39.43534	0.22285	7.10363	9.70090	19.94927	-84.20299	6.81749	9.99777	56.38191	43.50828	4.93251	8.57786	13.93407
8.95972	1147.55970	0.00000	8.75667	9.78163	45.40008	0.12902	7.56277	8.36582	8.51821	-73.58248	6.22062	6.50656	69.03513	62.90934	9.89331	6.90350	47.26639
6.53217	1103.37925	1.00000	9.03701	9.72714	-3.5403	2.03871	6.27942	6.95484	14.66670	118.9707	7.48284	11.60587	62.55878	43.23616	6.90167	10.90808	44.97589
