QoS	location	longitude	revision	latitude	station
maintenance	Europe/Paris	1.6	2015/12/14	43.11667	Pamiers
maintenance	Europe/Kiev	31.33078	2020-08-05	47.56494	Voznesensk
accep	America/Belem	-48.52333	12/23/2019, 00:00:00	-0.71667	Soure
maintenance	Europe/London	-0.29825	2019/04/16	51.39148	Surbiton
excellent	Asia/Almaty	84.87144	2016/12/29	47.46657	Zaysan
accep	Asia/Kolkata	76.32756	2020/06/13	9.57046	Kalavoor
good	Europe/Moscow	39.85331	05/22/2016, 00:00:00	57.30185	Gavrilov-Yam
average	Europe/London	-1.48119	2014-03-08	53.0233	Belper
good	Europe/Samara	51.3452	17 Mar 2018	53.37596	Otradnyy
good	America/Bahia	-39.25	2020-11-19	-12.91667	Muritiba
excellent	Asia/Kolkata	77.23826	2016/10/28	11.50526	Sathyamangalam
maintenance	Africa/Johannesburg	30.79165	06 Aug 2020	-27.76952	Vryheid
excellent	America/Los_Angeles	-122.40433	09 Apr 2019	37.71715	Visitacion Valley
average	Asia/Jakarta	107.60389	2014/12/06	-7.01833	Pameungpeuk
excellent	Asia/Kolkata	86.79271	31 Dec 2019	25.92127	Madhipura
average	America/New_York	-73.78458	2016-06-03	41.0051	Scarsdale
average	Africa/Dar_es_Salaam	38.66667	02/07/2014, 00:00:00	-6.25	Mvomero
maintenance	America/Chicago	-90.10674	2014-05-12	29.84576	Estelle
excellent	America/Chicago	-87.93341	12/07/2021, 00:00:00	42.55308	Pleasant Prairie
average	Europe/Berlin	9.85	2016-01-20	53.63333	Halstenbek
good	Europe/Paris	2.12213	2016/08/11	48.8222	Le Chesnay
average	Europe/Moscow	38.12408	2018/02/02	53.77166	Bogoroditsk
good	Asia/Shanghai	117.65694	2019-11-07	36.19278	Laiwu
good	Africa/Lubumbashi	24.43973	2019/12/24	0.76755	Yangambi
excellent	Asia/Irkutsk	107.60627	2019/09/05	51.82721	Ulan-Ude
accep	America/Cuiaba	-52.35558	2022/08/22	-14.66463	Nova Xavantina
building	Asia/Yekaterinburg	60.70278	01/05/2015, 00:00:00	55.75556	Ozersk
accep	Asia/Shanghai	114.51667	2018-06-24	33.78333	Wacheng
accep	America/Los_Angeles	-120.00865	11 Feb 2016	46.32374	Sunnyside
building	America/Mexico_City	-94.91386	2015/01/09	17.94979	Acayucan
good	Africa/Lubumbashi	29.47306	17 Jul 2022	0.49113	Beni
excellent	America/Recife	-35.03333	2016-06-16	-8.28333	Cabo
maintenance	Africa/Casablanca	-2.16	11/01/2020, 00:00:00	34.31	Jerada
average	Europe/Zaporozhye	38.15035	2018/12/26	49.41029	Svatove
average	Africa/Casablanca	-2.16	27 Mar 2013	34.31	Jerada
average	Europe/Zagreb	16.43915	2020/12/18	43.50891	Split
maintenance	America/Los_Angeles	-122.24092	2017-06-18	47.4943	Bryn Mawr-Skyway
maintenance	America/Chicago	-88.27205	10 Feb 2019	44.27804	Kaukauna
building	Australia/Brisbane	153.10236	2015/09/10	-27.50578	Carindale
maintenance	Asia/Shanghai	117.27583	04/30/2021, 00:00:00	35.64889	Sishui
average	Europe/Moscow	47.1192	2022/07/12	42.819	Buynaksk
average	America/Chicago	-93.12577	2013-01-30	44.73941	Rosemount
excellent	Asia/Shanghai	130.57211	2020/02/24	45.75279	Boli
accep	Asia/Novokuznetsk	85.4265	11/18/2019, 00:00:00	55.8736	Yashkino
accep	America/Panama	-79.62098	30 Apr 2016	9.15093	Chilibre
good	Australia/Sydney	151.08057	05/07/2015, 00:00:00	-33.79176	Eastwood
excellent	Asia/Karachi	68.11759	2014/01/23	26.9423	Tharu Shah
average	America/Maceio	-37.03861	31 Oct 2021	-10.90889	Barra dos Coqueiros
building	Europe/Warsaw	15.00835	2015-04-01	51.14942	Zgorzelec
average	Asia/Kolkata	78.95693	2014/07/11	29.21399	Kashipur
good	Asia/Baku	45.36561	09/09/2015, 00:00:00	41.09246	Qazax
average	America/Los_Angeles	-117.23991	2013-03-21	47.64995	Opportunity
good	Europe/Warsaw	18.34717	2016-08-29	54.60528	Reda
maintenance	Europe/Volgograd	43.2379	24 Apr 2017	50.06	Mikhaylovka
average	America/Chicago	-89.99038	21 Nov 2017	38.58894	Fairview Heights
excellent	Europe/London	-1.99421	18 Jan 2017	51.35084	Devizes
good	America/Sao_Paulo	-48.62789	2017/05/31	-17.74431	Caldas Novas
excellent	Asia/Tokyo	136.51667	11 Nov 2012	35	Komono
maintenance	America/Los_Angeles	-122.86705	03/10/2018, 00:00:00	45.49428	Aloha
maintenance	Asia/Tehran	51.49621	08/22/2022, 00:00:00	36.64852	Nowshahr
accep	America/Detroit	-84.62081	07/07/2016, 00:00:00	42.7392	Waverly
building	Asia/Jakarta	110.71639	2020-04-21	-7.54972	Ngemplak
accep	Europe/Sofia	27.25	2020-12-27	42.7	Aytos
maintenance	America/Sao_Paulo	-49.27306	12/29/2012, 00:00:00	-25.42778	Curitiba
average	Europe/Berlin	7.20769	21 Oct 2016	50.80019	Siegburg
accep	Europe/Rome	13.39954	2018/01/04	43.62558	Falconara Marittima
excellent	Asia/Bishkek	73	2021/11/27	40.93333	Jalal-Abad
average	America/Bogota	-74.95472	2018/09/03	10.98778	Puerto Colombia
average	America/Los_Angeles	-115.98391	06/29/2019, 00:00:00	36.20829	Pahrump
accep	Europe/Amsterdam	7.00417	2021/08/22	52.26083	Losser
average	Europe/Madrid	1.10687	2013-10-06	41.15612	Reus
maintenance	America/New_York	-71.29144	05/18/2020, 00:00:00	41.54566	Middletown
excellent	Europe/Berlin	7.36027	2017-05-27	51.20219	Radevormwald
excellent	Asia/Jakarta	110.8405	2018/02/12	-6.8048	Kudus
good	Africa/Libreville	13.58357	2020/01/08	-1.63333	Franceville
good	Asia/Shanghai	120.14278	2018/08/11	32.50611	Jiangyan
excellent	Europe/London	-2.01111	20 Apr 2016	52.66277	Great Wyrley
good	Europe/Rome	8.55552	2013-02-16	40.72586	Sassari
accep	Asia/Vladivostok	133.42825	2019-12-31	45.47885	Lesozavodsk
maintenance	Europe/Rome	12.84052	2014/02/25	45.78071	Portogruaro
excellent	America/Chicago	-88.27205	10 Jul 2019	44.27804	Kaukauna
accep	Asia/Jakarta	110.71639	2021-09-15	-7.54972	Ngemplak
maintenance	Africa/Algiers	3.55665	10/16/2015, 00:00:00	36.72544	Thenia
average	Asia/Makassar	116.82887	11 Feb 2018	-1.26753	Balikpapan
accep	Asia/Kolkata	72.68533	2017-05-26	22.75218	Kheda
good	Europe/Madrid	2.35739	11/03/2016, 00:00:00	41.63976	Cardedeu
average	Africa/Tripoli	10.18003	09/18/2018, 00:00:00	24.96334	Ghat
average	Asia/Kolkata	78.40102	22 Jun 2017	27.9247	Chharra
good	Asia/Manila	122.8637	2015/08/02	9.3337	Santa Catalina
accep	Europe/Paris	4.91667	21 May 2017	45.73333	Bron
good	Africa/Lagos	3.64633	23 Jan 2020	6.8485	Shagamu
good	Europe/Moscow	39.85331	2020/02/13	57.30185	Gavrilov-Yam
good	Europe/Warsaw	17.4674	2018/08/24	50.86079	Brzeg
accep	America/Chicago	-86.77917	04/04/2021, 00:00:00	36.02506	Brentwood Estates
excellent	Asia/Tehran	51.67462	2021/05/17	32.65246	Isfahan
good	America/Sao_Paulo	-41.88778	29 May 2013	-21.205	Itaperuna
average	America/New_York	-82.35176	10/27/2012, 00:00:00	27.71809	Sun City Center
good	Africa/Lagos	3.64633	12/15/2017, 00:00:00	6.8485	Shagamu
excellent	America/New_York	-76.51552	24 Nov 2021	39.32011	Rosedale
accep	Asia/Tokyo	139.55722	2017-02-03	36	Okegawa
good	Asia/Kolkata	86.79271	09/29/2018, 00:00:00	25.92127	Madhipura
excellent	Asia/Shanghai	114.51667	11/29/2018, 00:00:00	33.78333	Wacheng
excellent	Asia/Bangkok	99.96667	02/10/2015, 00:00:00	8.43333	Nakhon Si Thammarat
good	America/Los_Angeles	-122.24064	2012/10/01	47.80527	Bothell West
building	Asia/Tokyo	138.89585	10/16/2014, 00:00:00	36.33011	Annaka
accep	Asia/Bangkok	104.1451	2012-12-26	15.79408	Yasothon
accep	Europe/Berlin	8.70745	24 Dec 2020	49.03685	Bretten
excellent	Africa/Casablanca	-5.22126	2020/10/21	33.43443	Azrou
building	Australia/Melbourne	145.06667	2015-11-19	-37.88333	Carnegie
excellent	America/Bogota	-74.26419	07/17/2019, 00:00:00	4.73245	Madrid
accep	America/New_York	-73.97069	2022/08/22	40.64621	Kensington
excellent	America/Los_Angeles	-122.2608	2021/01/26	38.17492	American Canyon
average	America/New_York	-73.89125	2022-08-08	40.67705	Cypress Hills
maintenance	America/Detroit	-84.62081	10 Jan 2016	42.7392	Waverly
maintenance	America/New_York	-73.47429	02/06/2022, 00:00:00	40.68066	Massapequa
building	America/New_York	-73.89875	21 Nov 2018	40.93121	Yonkers
accep	America/Lima	-69.08333	2016/08/23	-16.25	Yunguyo
good	America/Managua	-86.19903	07/05/2021, 00:00:00	11.84962	Jinotepe
excellent	Europe/Berlin	6.9747	08/25/2018, 00:00:00	50.82709	Wesseling
maintenance	America/Managua	-86.58208	2020-06-23	13.48082	Somoto
good	Europe/Rome	14.43865	2017/07/19	40.87329	Somma Vesuviana
good	America/Chicago	-88.27205	09/09/2015, 00:00:00	44.27804	Kaukauna
accep	Asia/Kolkata	72.93924	27 Apr 2013	18.87813	Uran
average	America/Los_Angeles	-122.86705	04/30/2022, 00:00:00	45.49428	Aloha
accep	America/Argentina/Buenos_Aires	-59.13316	10/29/2021, 00:00:00	-37.32167	Tandil
average	Asia/Kolkata	75.96976	2016-01-05	15.73628	Gajendragarh
good	Asia/Jakarta	110.71639	2016/09/07	-7.54972	Ngemplak
accep	Asia/Tokyo	138.31667	2020-05-16	36.65	Suzaka
good	Europe/Paris	-0.59543	10 Feb 2018	44.80477	Talence
average	Europe/Istanbul	40.74357	2013-06-27	37.31309	Mardin
good	Asia/Kolkata	84.63445	06/25/2014, 00:00:00	24.81757	Rafiganj
average	America/Guayaquil	-79.59415	05 May 2015	-2.13404	Milagro
excellent	Asia/Shanghai	130.57211	01/06/2013, 00:00:00	45.75279	Boli
average	Europe/Paris	4.63031	04/13/2019, 00:00:00	43.67681	Arles
average	Europe/Rome	12.84052	06/28/2022, 00:00:00	45.78071	Portogruaro
accep	Europe/Rome	14.34085	2021/05/10	40.87363	Volla
accep	Asia/Tashkent	69.67639	2019/10/30	41.29444	Parkent
excellent	Europe/Chisinau	28.28489	2016/02/03	48.15659	Soroca
building	Europe/Kiev	31.33078	25 Feb 2022	47.56494	Voznesensk
accep	Europe/Moscow	43.91385	2021-04-23	54.03876	Kovylkino
building	Asia/Kolkata	77.5609	04/05/2021, 00:00:00	11.00599	Kangayam
good	Africa/Algiers	2.31889	03/30/2013, 00:00:00	35.21222	Ksar Chellala
accep	Asia/Kolkata	76.12647	2020/04/29	32.55531	Chamba
excellent	America/Chicago	-89.64066	12/07/2019, 00:00:00	40.56754	Pekin
average	Africa/Abidjan	-5.682	06/08/2022, 00:00:00	5.84752	Lakota
excellent	America/Chicago	-93.08883	2015-12-05	45.16024	Lino Lakes
building	Europe/Rome	11.04979	2013/05/24	44.59445	Castelfranco Emilia
building	Europe/Berlin	9.20427	2021/11/25	48.49144	Reutlingen
maintenance	America/Los_Angeles	-121.74052	01/29/2016, 00:00:00	38.54491	Davis
accep	Europe/Lisbon	-7.32097	12/19/2019, 00:00:00	41.1053	Custoias
average	Europe/London	-1.47217	09/09/2018, 00:00:00	53.46506	Chapletown
maintenance	Europe/Paris	2.12213	01/31/2016, 00:00:00	48.8222	Le Chesnay
good	Europe/Paris	2.2469	2015-12-20	48.90472	La Garenne-Colombes
accep	Europe/Madrid	2.35739	2017/01/23	41.63976	Cardedeu
average	America/New_York	-77.4286	2020/02/06	39.00622	Sterling
average	Europe/Minsk	25.8191	2014/01/30	53.5942	Novogrudok
excellent	Asia/Kuala_Lumpur	101.96857	02/04/2013, 00:00:00	4.88441	Gua Musang
good	Europe/Rome	13.44275	17 Sep 2015	38.07789	Villabate
maintenance	Europe/Berlin	9.72749	2018-05-05	48.28259	Ehingen
accep	America/Los_Angeles	-117.29198	2018/11/23	33.03699	Encinitas
excellent	America/New_York	-84.20299	27 Jun 2014	39.43534	Lebanon
average	Europe/Madrid	-0.18333	30 Dec 2021	38.96667	Gandia
excellent	Africa/Mogadishu	43.38531	29 Jan 2019	9.89206	Baki
excellent	Asia/Manila	123.62494	12/15/2012, 00:00:00	12.37169	Masbate
accep	Asia/Barnaul	83.62389	2015-03-07	53.30972	Novosilikatnyy
average	America/Panama	-79.62603	24 Aug 2021	8.88988	Veracruz
good	Asia/Jakarta	109.05389	2018-07-01	-7.51611	Wangon
good	Europe/Warsaw	18.30056	04/02/2013, 00:00:00	50.5107	Strzelce Opolskie
good	Africa/Douala	10.7	01/09/2019, 00:00:00	4.96667	Tonga
excellent	Asia/Vladivostok	140.72287	2018-12-10	53.14657	Nikolayevsk-on-Amure
building	Asia/Kolkata	79.41727	2013-10-26	12.25282	Gingee
average	America/New_York	-71.06616	22 Aug 2019	42.4251	Malden
good	America/Los_Angeles	-116.97725	2016-06-04	33.92946	Beaumont
average	Asia/Kolkata	81.54855	2019/09/29	26.2649	Jais
excellent	Asia/Taipei	119.58627	10/17/2019, 00:00:00	23.5654	Magong
excellent	Pacific/Auckland	171.25364	13 Jul 2020	-44.39672	Timaru
excellent	America/New_York	-80.08199	01/20/2018, 00:00:00	35.88264	Thomasville
good	Europe/Berlin	8.4493	2016-12-05	50.09019	Hofheim am Taunus
excellent	Asia/Makassar	118.9707	17 Jul 2016	-3.5403	Majene
good	Europe/Paris	4.8951	05/05/2017, 00:00:00	44.92801	Valence
good	Asia/Kuching	116.10146	08/21/2017, 00:00:00	5.90702	Donggongon
excellent	Asia/Shanghai	117.65694	2014/02/01	36.19278	Laiwu
building	America/Chicago	-93.75018	2013-04-21	32.52515	Shreveport
accep	Europe/Berlin	7.973	10 Apr 2020	51.168	Finnentrop
excellent	Asia/Manila	120.89694	06/28/2016, 00:00:00	14.95472	Baliuag
average	Europe/Amsterdam	5.2875	2015-09-23	51.65333	Vught
accep	Europe/Madrid	1.10687	2016/09/04	41.15612	Reus
maintenance	Europe/Berlin	9.72749	2013/10/23	48.28259	Ehingen
accep	Asia/Tokyo	137.4	28 Apr 2019	34.81667	Toyokawa
maintenance	Asia/Kolkata	81.54855	2013-11-05	26.2649	Jais
accep	Asia/Shanghai	113.82465	24 Mar 2013	23.29549	Licheng
excellent	America/Los_Angeles	-119.0376	01/03/2019, 00:00:00	34.21639	Camarillo
average	Asia/Manila	123.758	04/18/2020, 00:00:00	10.20898	Naga
excellent	America/New_York	-76.88442	22 May 2017	40.2737	Harrisburg
building	Africa/Douala	11.5	26 Nov 2015	3.51667	Mbalmayo
acceptable	Europe/Bucharest	26.01649	15 Dec 2018	44.43579	Sector 6
average	Asia/Jakarta	104.09701	29 May 2022	-1.26424	Simpang
average	Europe/Madrid	-2.68333	09/17/2019, 00:00:00	43.31667	Gernika-Lumo
good	Europe/London	-4.21376	05/26/2022, 00:00:00	55.82885	Rutherglen
accep	America/Belem	-48.52333	03 Apr 2020	-0.71667	Soure
accep	Asia/Karachi	71.57118	11 Jan 2021	32.87533	Daud Khel
average	America/Chicago	-95.63079	2019/11/08	31.76212	Palestine
good	Europe/Prague	13.63617	09/05/2017, 00:00:00	50.50301	Most
excellent	America/New_York	-73.0515	2022/03/17	41.55815	Waterbury
good	Europe/Belgrade	22.53083	2019-02-17	44.22639	Negotin
accep	Africa/Tripoli	20.22625	03/05/2014, 00:00:00	30.75545	Ajdabiya
average	America/Bogota	-73.26022	2015-09-12	6.46838	Socorro
accep	Asia/Kolkata	79.5286	2013-08-19	29.22254	Haldwani
accep	Asia/Kolkata	78.40102	27 Mar 2017	27.9247	Chharra
average	Africa/Abidjan	-3.59625	18 Aug 2020	5.27247	Bonoua
good	Asia/Kuching	116.10146	2016/01/30	5.90702	Donggongon
excellent	Asia/Shanghai	122.08333	2018-02-09	46.08333	Ulanhot
average	Europe/Madrid	-1.60452	2013-09-25	42.06166	Tudela
excellent	Asia/Samarkand	67.84222	03 Dec 2018	40.11583	Jizzax
excellent	America/New_York	-81.79819	06/23/2013, 00:00:00	41.48199	Lakewood
maintenance	America/Mexico_City	-103.42897	2015/12/10	20.28527	Jocotepec
average	America/Vancouver	-119.48568	2022/07/12	49.88307	Kelowna
excellent	Asia/Seoul	128.9889	2018-04-13	37.1759	T’aebaek
excellent	Africa/Lubumbashi	29.47306	2018/05/02	0.49113	Beni
good	Asia/Seoul	126.835	2022-07-22	37.65639	Goyang-si
average	Asia/Novokuznetsk	85.4265	2021/04/26	55.8736	Yashkino
accep	Asia/Baku	48.87498	07 Nov 2021	38.45598	Astara
good	America/New_York	-73.97069	2016-01-20	40.64621	Kensington
accep	Asia/Kolkata	77.9129	2020-04-08	25.6439	Narwar
accep	Asia/Kolkata	75.11937	08 Apr 2016	20.88098	Parola
good	Europe/Moscow	38.94324	2013/08/24	44.98901	Yablonovskiy
maintenance	Europe/Berlin	9.22796	18 Dec 2017	48.46458	Pfullingen
average	America/Argentina/Buenos_Aires	-58.70072	2017/09/28	-34.74785	Pontevedra
building	Asia/Tashkent	72.34424	2019/06/27	40.78206	Andijon
building	Europe/Berlin	9.02596	2018-06-30	48.21644	Albstadt
good	Europe/Istanbul	37.3825	09 Aug 2016	37.05944	Gaziantep
accep	Africa/Algiers	3.47717	2021/06/29	36.76639	Boumerdas
average	Pacific/Efate	168.31366	2017-05-19	-17.73648	Port-Vila
average	Europe/Madrid	2.18247	2018-10-24	41.41204	el Camp de l'Arpa del Clot
building	Europe/Paris	4.91667	12/18/2019, 00:00:00	45.73333	Bron
accep	America/Mexico_City	-101.2591	2019/11/28	21.01858	Guanajuato
maintenance	Europe/Paris	4.7934	09/18/2017, 00:00:00	45.69558	Saint-Genis-Laval
good	America/Argentina/Buenos_Aires	-59.13316	2022/03/25	-37.32167	Tandil
maintenance	Europe/Vilnius	24.04142	29 Jun 2016	54.39635	Alytus
good	Europe/Paris	2.18967	2014/05/05	48.8765	Rueil-Malmaison
average	Asia/Yangon	98.50893	05/11/2018, 00:00:00	16.68911	Myawadi
average	Europe/London	-2.98333	29 Nov 2018	53.83333	Poulton-le-Fylde
good	Europe/Rome	13.44275	2022-08-06	38.07789	Villabate
building	Australia/Melbourne	145.06667	11 Jun 2021	-37.88333	Carnegie
excellent	Australia/Perth	115.88782	2021/02/27	-32.05251	Willetton
excellent	Europe/Moscow	38.94324	26 Jul 2022	44.98901	Yablonovskiy
excellent	Europe/Berlin	11.18709	09/05/2021, 00:00:00	48.73218	Neuburg an der Donau
maintenance	Europe/London	-2.98333	12 Oct 2016	53.83333	Poulton-le-Fylde
accep	Asia/Tehran	51.0193	2013/04/05	35.6803	Shahre Jadide Andisheh
building	Asia/Kolkata	77.40858	03 Oct 2012	24.05979	Leteri
building	Asia/Tokyo	135.21667	09 Jun 2022	35.06667	Sasayama
maintenance	Asia/Kolkata	71.57737	2021-06-15	21.53889	Gariadhar
excellent	Africa/Nairobi	36.36339	12/27/2014, 00:00:00	0.03813	Nyahururu
building	Asia/Shanghai	123.17306	17 Jun 2022	41.27194	Liaoyang
accep	Europe/London	-2.58736	2021-12-15	56.56317	Arbroath
building	Asia/Dushanbe	69.01354	01/20/2013, 00:00:00	38.55632	Vahdat
good	Africa/Niamey	9.15013	2019-01-23	13.70727	Mirriah
good	Europe/Moscow	38.16694	2015-12-17	54.84444	Kashira
accep	Asia/Kolkata	72.68533	2020-06-21	22.75218	Kheda
average	Asia/Kolkata	73.66633	27 Mar 2013	25.92493	Sojat
good	America/New_York	-71.06616	2018/01/11	42.4251	Malden
excellent	Europe/Rome	12.70038	01/22/2022, 00:00:00	45.9836	Cordenons
average	America/Bahia	-39.25	2017-02-01	-12.91667	Muritiba
excellent	Asia/Manila	121.06761	2022-08-07	12.35275	San Jose
average	Europe/London	-1.29243	2022/08/31	53.49389	Mexborough
good	Europe/Paris	3.87723	2013/10/24	43.61092	Montpellier
accep	Europe/Bratislava	17.22635	2020/04/03	48.8449	Skalica
building	Asia/Shanghai	120.82747	2016/12/31	37.30553	Zhuangyuan
excellent	Asia/Kolkata	72.93924	2017/11/20	18.87813	Uran
good	Europe/Madrid	-2.68333	18 Dec 2018	43.31667	Gernika-Lumo
excellent	America/Los_Angeles	-116.21677	2013/01/03	33.7207	Indio
good	America/Chicago	-99.73314	2017-06-14	32.44874	Abilene
accep	Africa/Luanda	19.91667	24 Nov 2021	-11.78333	Luena
average	Europe/Warsaw	15.00835	2021-07-13	51.14942	Zgorzelec
average	America/Santiago	-71.23106	2015/02/13	-32.45242	La Ligua
excellent	Europe/Berlin	6.74549	2016/11/20	49.5099	Losheim
good	Europe/Amsterdam	6.76111	10/29/2016, 00:00:00	53.16167	Hoogezand
accep	America/Los_Angeles	-116.97725	24 Oct 2019	33.92946	Beaumont
excellent	America/New_York	-81.79819	2017-05-25	41.48199	Lakewood
good	Asia/Kolkata	73.08333	01/26/2019, 00:00:00	19.21667	Dombivli
accep	America/Puerto_Rico	-67.15407	19 Feb 2020	18.42745	Aguadilla
accep	Asia/Tehran	51.49621	2020/01/13	36.64852	Nowshahr
good	Asia/Kolkata	85.83636	18 Jun 2020	25.66795	Dalsingh Sarai
average	Africa/Johannesburg	30.79165	29 Jan 2017	-27.76952	Vryheid
accep	Asia/Kolkata	73.08333	2015-07-29	19.21667	Dombivli
accep	America/Sao_Paulo	-52.67056	08/13/2014, 00:00:00	-26.22861	Pato Branco
accep	Asia/Kolkata	86.79271	2022/01/18	25.92127	Madhipura
accep	Africa/Dar_es_Salaam	39.28333	01/15/2018, 00:00:00	-10.33333	Nyangao
accep	Africa/Johannesburg	29.00974	2019-03-18	-24.19436	Mokopane
good	Europe/Rome	11.412	2014-12-03	45.50369	Montecchio Maggiore-Alte Ceccato
excellent	Africa/Lubumbashi	24.99798	29 Sep 2018	-8.73508	Kamina
accep	Europe/Brussels	3.20639	17 Apr 2015	50.74497	Mouscron
excellent	America/New_York	-73.97069	2017-12-18	40.64621	Kensington
maintenance	America/Chicago	-97.90308	01/03/2018, 00:00:00	31.12406	Copperas Cove
maintenance	Asia/Barnaul	83.62389	2013/05/19	53.30972	Novosilikatnyy
building	America/Los_Angeles	-122.38731	06 Jun 2019	45.53929	Troutdale
accep	Europe/Brussels	4.21372	2016-08-20	51.12794	Temse
accep	Asia/Kolkata	74.83554	2021-07-06	14.62072	Sirsi
excellent	Europe/Kiev	25.34244	2020-07-09	50.75932	Lutsk
accep	America/Los_Angeles	-122.2608	02/18/2015, 00:00:00	38.17492	American Canyon
maintenance	Europe/Kiev	26.97253	2017-01-24	49.65186	Krasyliv
building	Asia/Shanghai	112.73333	03/28/2016, 00:00:00	38.40917	Xinzhou
excellent	Europe/Madrid	-6.03731	2013-05-09	37.35813	San Juan de Aznalfarache
good	Asia/Dushanbe	69.01354	18 Jan 2022	38.55632	Vahdat
good	Africa/Mogadishu	42.54536	2016-12-22	-0.35817	Kismayo
good	Europe/Lisbon	-8.2503	2018/03/09	37.08819	Albufeira
excellent	America/Panama	-79.62603	02 May 2019	8.88988	Veracruz
maintenance	Europe/Amsterdam	5.51978	06 May 2021	51.44889	Tongelre
average	Africa/Banjul	-15.6	04/06/2020, 00:00:00	13.56667	Farafenni
accep	Europe/Moscow	39.8302	2022-06-18	64.5635	Severodvinsk
average	America/Havana	-80.58556	2013/05/09	22.98212	Corralillo
average	Europe/Brussels	5.37429	2012-12-17	51.03427	Houthalen
average	America/New_York	-74.96933	15 Mar 2020	39.71734	Sicklerville
accep	Europe/London	0.47713	2016/03/30	51.39323	Strood
building	Asia/Seoul	127.08472	2020/11/29	36.20389	Nonsan
maintenance	Asia/Shanghai	125.51176	2016-01-30	42.64031	Dongfeng
good	Africa/Gaborone	27.46153	2013-07-15	-21.44236	Tonota
excellent	America/Mexico_City	-101.2591	2019/11/11	21.01858	Guanajuato
good	America/Chicago	-97.03285	2019-04-07	47.92526	Grand Forks
average	America/Bogota	-75.87877	2021/02/06	5.6561	Andes
good	Asia/Shanghai	122.08333	2021-03-30	46.08333	Ulanhot
good	Europe/Madrid	2.35739	12/22/2017, 00:00:00	41.63976	Cardedeu
building	America/New_York	-83.2321	2016/08/18	33.08014	Milledgeville
average	America/New_York	-76.72803	04/29/2021, 00:00:00	39.32288	Woodlawn
average	Africa/Tunis	9.37082	2016-08-30	36.08497	Siliana
maintenance	Europe/Moscow	37.99117	2017-01-23	44.92934	Krymsk
building	Europe/Paris	-1.05366	2019/10/04	43.71032	Dax
accep	America/Los_Angeles	-121.75689	2019-08-03	36.91023	Watsonville
excellent	America/Chicago	-88.3162	24 Feb 2022	42.24113	Crystal Lake
maintenance	Africa/Lagos	3.64633	04/10/2017, 00:00:00	6.8485	Shagamu
maintenance	America/Detroit	-83.48216	23 May 2022	42.30865	Canton
building	Europe/Paris	-0.45877	2021-04-06	46.32313	Niort
accep	Africa/Johannesburg	29.24152	12 Dec 2014	-26.93366	Standerton
accep	Indian/Reunion	55.4504	10/24/2013, 00:00:00	-20.88231	Saint-Denis
accep	Asia/Kolkata	79.5286	02 Jan 2021	29.22254	Haldwani
excellent	Asia/Ulaanbaatar	106.88324	2014-07-07	47.90771	Ulan Bator
accep	America/New_York	-82.46148	25 May 2017	28.15112	Lutz
good	Europe/Amsterdam	4.47124	25 Jan 2016	51.95838	Schiebroek
maintenance	Asia/Jakarta	106.92667	2018-10-18	-6.91806	Sukabumi
good	Asia/Shanghai	117.55417	29 Jun 2015	34.86472	Zaozhuang
excellent	Europe/Stockholm	18.28333	2013/08/10	59.33333	Boo
excellent	Europe/Kiev	32.6178	2014-06-20	46.65581	Kherson
accep	America/Havana	-81.24441	15 Feb 2017	23.15678	Varadero
good	Europe/Madrid	0.57856	18 Nov 2012	40.70995	Amposta
good	Europe/Kiev	27.06365	07/06/2018, 00:00:00	50.18545	Shepetivka
good	America/Vancouver	-119.27337	2021-11-14	50.26729	Vernon
good	Europe/Saratov	46.04833	07/07/2013, 00:00:00	51.40944	Privolzhskiy
building	America/Menominee	-88.64235	2016/02/07	46.09273	Iron River
average	America/Sao_Paulo	-44.31389	08/05/2017, 00:00:00	-19.7625	Esmeraldas
good	America/Los_Angeles	-117.14392	2016/02/11	32.9156	Mira Mesa
excellent	Europe/Berlin	11.37703	2016/10/01	48.06919	Gauting
excellent	Europe/Berlin	12.1369	21 Mar 2014	51.04962	Zeitz
accep	Asia/Kolkata	75.92694	2016/10/04	14.46693	Davangere
accep	Asia/Jakarta	109.3243	2015/05/06	-7.0981	Randudongkal
average	America/New_York	-76.51552	2013/03/01	39.32011	Rosedale
excellent	Asia/Kolkata	84.13864	04/23/2018, 00:00:00	22.88783	Jashpurnagar
good	Asia/Kolkata	88.18466	23 Nov 2014	22.19303	Diamond Harbour
accep	America/Sao_Paulo	-48.62789	2022-04-16	-17.74431	Caldas Novas
building	Europe/Berlin	10.03988	2019/07/23	53.6052	Barmbek-Nord
excellent	America/Los_Angeles	-115.98391	11 Feb 2013	36.20829	Pahrump
average	America/Puerto_Rico	-66.8499	23 Jun 2022	18.03496	Yauco
maintenance	Asia/Bangkok	101.18445	03 Dec 2020	13.44581	Phanat Nikhom
good	Europe/Berlin	10.03988	2018/05/05	53.6052	Barmbek-Nord
maintenance	Europe/Istanbul	34.37389	2016-10-13	40.1675	Sungurlu
good	America/New_York	-73.75513	2018/02/12	40.60538	Far Rockaway
average	Asia/Tokyo	137.4	2014-12-04	34.81667	Toyokawa
average	Africa/Kampala	30.91105	2016/02/06	3.02013	Arua
maintenance	Australia/Sydney	151.07986	2019-08-29	-33.88096	Strathfield
good	America/New_York	-77.70066	03 Jan 2018	43.16547	Gates-North Gates
