O3	PRES	CFCs	warning	TEMP	SO2	C2H3NO5	NOx	longitude	CO	PM10	PAHs	Pb	PM2.5	latitude	CH4	H2CO	NH3
10.47348	1109.61012	74.36140	1.00000	8.44737	7.02597	3.69249	4.63712	99.1625	8.58075	10.62557	9.19003	61.04138	8.53682	3.3285	7.98071	46.35406	8.89342
7.39507	1079.03808	59.28496	1.00000	6.48390	7.62565	0.23949	8.87743	79.5286		6.46692	8.46549	45.10668	9.50168	29.22254	7.58233	46.60367	8.70399
7.84586	1084.35475	63.12128	1.00000	10.11870	8.76967	0.48445	8.16229	44.7662	8.16129	8.30851	11.06143	52.97511	9.60117	40.49748	11.95788	52.80406	8.07528
8.59764	1086.06389	67.23670	0.00000	13.55173	6.79075	0.18095	6.85701	71.52847	8.44908	6.07486	10.79403	71.44526	9.26008	32.57756	6.97765	26.08967	8.04517
8.28242	1156.41318	72.31907	0.00000	13.92933	10.38668	0.25972	7.13516	8.62118	6.89768	7.05282	7.82563	68.88860	8.89385	45.44694	6.46352	63.45658	8.33906
10.60037	1073.74922	79.55779	0.00000	18.69891	9.13644	0.67246	6.50106	-1.98956	9.32838	8.71123	11.06619	63.67731	8.29512	5.30383	7.86311	52.87355	7.47403
6.29441	1150.75836	71.92978	1.00000	19.99059	7.33251	0.43675	6.68538	0.47713	8.41683	8.05310	7.65665	53.45429	9.34145	51.39323	8.42582	63.19710	9.24045
7.47098	1062.41714	60.09898	1.00000	34.14103	6.78467	1.83766	8.27846	24.43973	10.03673	9.87454	11.16583	41.85057	11.53002	0.76755	8.04796	59.72750	6.59403
5.51962	1167.42306	67.20571	1.00000	6.62417	9.05675	0.24370	5.80206	12.1369	7.24263	6.93892	7.51148	48.15190	9.70200	51.04962	13.46550	56.40095	9.15993
7.26895	1099.35989	77.86077	1.00000	19.32769	8.27168	0.21003	6.93147	4.7934	8.47163	6.61875	7.00347	39.40530	10.79258	45.69558	8.34217	70.81484	10.06634
6.72707	1068.25259	71.91885	1.00000	9.66380	5.63150	7.32398	8.70797	112.73333	9.84024	11.33052	10.17626	66.07678	10.36536	38.40917	10.67257	33.61061	7.78317
7.29916	1129.65843	78.72246	1.00000	26.87598	8.49429	0.62979	5.87242	91.84128	7.30494	8.49644	7.64860	57.40937	12.05929	22.83957	5.79396	65.02800	7.90811
6.88758	1061.76625	62.74744	1.00000	16.92543	7.97560	0.08080	9.10427	35.23388	8.01363	5.73451	7.96548	49.75763	9.07565	31.78336	9.73828	52.17056	9.37534
8.24368	1156.50705	70.46079	0.00000	28.62093	7.02002	0.92733	8.18662	-79.62603	8.19559	9.07631	9.86242	60.46384	7.15129	8.88988	7.54578	63.64808	7.45410
12.79015	1129.57345	80.49023	1.00000	15.56248	8.15206	1.53165	6.51406	5.22778	8.20377	9.70504	7.24145	59.20433	6.35814	51.955	9.55935	43.08680	7.95394
6.44580	1186.00229	69.71749	1.00000	18.72212	6.43583	0.17118	7.66200	47.3799	7.16037	6.78392	7.00997	63.42632	8.23526	33.14447	7.83971	48.32993	8.89948
7.01550	1189.82944	69.10694	1.00000	11.44546	8.24571	1.40930	6.87478	-51.87389	6.74861	9.60749	6.95263	60.09822	11.08307	-23.44361	6.54874	70.38988	8.18687
10.79932	1074.26053	74.66385	0.00000	0.70593	7.20932	0.25443	8.99489	18.30056	7.66441	6.10096	10.51011	52.10334	6.11856	50.5107	7.16737	56.64089	10.50848
9.33375	1111.88664	72.16294	1.00000	18.00459	8.75598	4.50858	6.99429	-84.67837	8.32949	10.81939	8.52187	50.01085	9.73975	34.06635	11.04111	66.94283	6.87838
9.98417	1087.26440	72.37038	1.00000	12.30358	8.00418	2.29178	8.96754	107.60627	6.80520	10.15196	8.39141	33.65168	6.83592	51.82721	10.59197	52.91997	7.60701
8.20986	1083.51168	82.51552	1.00000	16.59155	8.72149	0.58977	7.68784	1.53414	7.20659	8.77726	6.39578	40.95505	11.59731	42.50729	6.28970	53.13446	7.81789
10.39322	1078.23823	63.03623	0.00000	23.75459	7.46786	0.57446	8.05782	-41.25528	8.70515	8.53107	8.15016	45.14341	8.67927	-19.32556	6.06574	35.28924	7.78829
6.43822	1087.22450	65.10631	1.00000	20.42083	8.71665	0.32073	7.58228	101.96857	6.61463	7.41016	7.27149	33.16414	8.34853	4.88441	6.78393	50.04870	8.14877
8.02011	1162.88042	74.58898	1.00000	2.18749	7.75160	0.80395	7.77541	-2.68333	7.84456	9.01600	5.52465	37.07106	10.81511	43.31667	6.46751	36.78330	9.22969
8.13520	1058.94436	83.13664	1.00000	2.15666	8.25525	0.28500	8.02459	113.82465	9.27905	7.26322	6.75133	82.00030	10.27843	23.29549	5.51135	29.19094	8.56438
6.70161	1183.41191	71.38759	1.00000	1.04849	9.15275	0.23924	6.06920	138.89585	7.94079	6.88529	5.45532	48.34559	8.41648	36.33011	5.39505	27.92141	8.73938
8.41927	1073.18312	64.48528	1.00000	-4.04047	8.35302	0.45591	8.95375	11.5	8.51986	8.12963	10.79330	53.98249	11.58938	3.51667	10.32325	48.93837	9.29765
10.31537	1123.75754	72.48064	1.00000	18.88729	7.47163	1.00164	7.11597	24.04142	8.84190	9.25041	8.95205	57.36815	9.31437	54.39635	10.79526	54.15382	9.36126
8.34147	1081.26256	75.68974	0.00000	19.53857	8.26691	0.49980	7.29129	-91.11667	6.40399	8.19713	10.64769	51.64975	7.76295	14.93333	7.99841	35.90973	8.97101
7.75615	1100.05548	80.50591	1.00000	16.09064	7.65262	0.89269	8.83311	-58.44417	8.61160	9.07864	7.02194	66.95740	11.12205	-3.14306	7.81116	20.95553	9.19494
10.09078	1121.82557	83.70995	0.00000	29.55544	7.91485	1.20793	7.71279	-1.86343	7.05285	9.41574	9.29454	31.04790	9.77044	38.10558	8.24206	62.75740	9.25907
3.46299	1175.53362	76.41968	0.00000	2.13629	7.49427	0.15825	7.17923	-48.67028	7.92808	4.80236	8.27390	61.59628	11.56425	-28.24	5.50757	49.30234	6.93285
4.50203	1162.59672	66.22350		8.45149	7.04688	0.15766	5.30929	15.28318	9.42131	5.83642	8.95372	36.75307	9.61498	-4.26613	7.00067	70.62351	9.97345
8.06708	1151.29848	72.23534	0.00000	38.12364	7.45282	0.28708	5.56835	123.17306	7.62441	7.70946	9.52443	46.36985	7.64822	41.27194	8.75696	60.06319	8.74226
8.80182	1151.50103	73.47715	0.00000	20.11915	6.87068	1.10021	7.63564	39.28333	8.42100	9.31951	10.39124	80.54754	8.85450	-10.33333	7.16590	37.31652	8.85090
6.49676	1072.24523	70.65463	0.00000	11.70970	9.15245	0.17173	7.07828	86.79271	7.79493	4.72089	5.24152	34.90154	11.42995	25.92127	3.20840	48.56998	8.72616
6.58965	1183.24985	58.46393	1.00000	8.21285	5.98840	0.21124	6.44427	72.34424	8.04194	6.90439	7.65883	68.51242	9.97359	40.78206	8.05123	32.90244	6.64431
6.00587	1120.42888	63.10714	1.00000	15.65870	8.11636	0.19451	6.44912	123.17306	7.06549	5.71234	9.40646	69.66839	9.73257	41.27194	9.85796	39.45174	8.66449
8.56782	1129.73321	75.64655	1.00000	22.49682	9.40825	0.19588	8.43043	6.74549	7.09956	4.45059	7.12747	69.27118	10.61999	49.5099	8.82557	45.30725	9.38624
6.63596	1148.02035	66.46804	0.00000	9.26464	9.61904	0.22625	5.90642	38.16694	9.32925	6.68564	11.74229	77.26261	9.90975	54.84444	6.73708	61.70761	9.69003
5.68618	1060.11099	78.51579	0.00000	-9.10633	7.46717	0.18454	5.77407	8.2926	9.19735	6.04829	9.65970	54.09836	9.90357	9.58126	7.17413	41.50808	7.24265
8.41856	1168.71680	81.77619	1.00000	6.50995	10.02608	0.37454	8.37250	104.1451	7.84350	7.56403	11.99194	67.34592	11.13018	15.79408	7.81951	65.04707	8.47384
6.69407	1143.53145	71.52783	0.00000	14.83285	8.28605	0.19658	6.02631	33.72798	8.63843	5.32522	9.04891	54.48835	9.72184	53.53395	6.36409	46.00704	7.99612
12.18751	1171.08895	74.44709	1.00000	17.67236	8.42532	2.42030	3.28378	85.83636	9.81823	10.17411	7.62351	49.18818	8.70245	25.66795	9.03942	43.75567	9.72803
8.62783	1186.64761	63.96155	1.00000	28.59052	9.21014	3.17689	7.62652	122.05228	8.78475	10.48698	9.60457	57.81990	8.93747	37.19723	9.99664	55.83481	9.46963
10.62925	1128.80318	70.79357	0.00000	19.12502	9.77438	0.46976	6.96166	9.22796	7.60432	8.12453	8.04010	64.39581	7.20158	48.46458	5.22372	73.90409	8.10717
9.10119	1075.46302	75.72184	1.00000	24.79136	8.68193	2.73608	6.32729	138.31667	7.70114	10.32703	9.21726	84.28346	8.80006	36.65	10.97469	52.17175	8.35603
9.72825	1161.03272	73.69637	0.00000	14.62351	8.52348	0.23495	8.23235	7.2278	8.93050	6.77612	10.21484	46.61015	5.69762	50.64336	7.84380	32.73520	7.67837
6.18423	1150.86924	63.92465	0.00000	8.61178	9.15542	0.13048	8.21005	-79.62603	8.24660	4.28059	6.21171	46.69394	13.32915	8.88988	1.12595	69.72906	8.22917
11.54857	1053.49728	66.68665	1.00000	8.94283	9.74153	0.83989	7.46607	-84.62081	6.95980	8.90390	8.15500	39.91489	11.19131	42.7392	8.67648	54.21699	8.34475
8.99679	1087.88802	79.04911	1.00000	12.50519	8.10350	0.36876	9.16509	28.88222	8.42132	7.62611	3.13945	33.52153	8.62975	40.37528	3.15631	36.52379	6.90654
10.50218	1134.93399	74.46170	0.00000	13.28324	8.20115	0.09405	7.07230	106.85417	9.33582	5.51587	12.03375	57.79422	6.39937	-6.48167	9.32660	23.41365	8.41105
9.20347	1068.19819	80.64838	0.00000	-10.65294	8.00055	0.21859	7.12224	7.36027	8.00861	7.04056	7.85509	51.75383	6.25775	51.20219	5.44265	53.24121	10.66481
10.49519	1082.04942	74.27791	0.00000	22.64607	7.39436	0.12679	7.43824	-95.36969	9.65558	6.39575	7.90554	50.38148	5.24642	35.74788	5.69890	68.05352	10.07651
6.84684	1125.65920	74.44977	1.00000	13.57861	8.29875	0.25922	6.63919	71.57118	8.77793	7.69306	7.81387	60.84008	9.95251	32.87533	5.48193	40.28314	9.64785
10.92728	1106.31054	84.34035	1.00000	28.60584	9.40377	3.54869	5.15995	106.85417	7.49662	10.60172	8.20681	64.94266	9.51254	-6.48167	8.67010	41.11710	7.29806
8.45387	1180.67213	66.76478	1.00000	-7.59918	6.97468	1.54107	7.38785	-1.05366	7.31266	9.67509	10.64694	66.82674	9.83467	43.71032	9.07665	31.33904	6.83919
9.01418	1096.72865	68.84213	1.00000	15.26846	8.81909	1.41398	8.44213	98.19151	8.54547	9.61612	9.66604	72.99502	10.29216	14.0823	9.41611	56.46475	9.60530
8.24185	1109.07145	70.71536	0.00000	6.64040	8.33410	1.36284	8.44730	3.50309	8.04836	9.51632	14.59645	58.85917	8.38222	34.15429	10.26785	58.76397	6.41712
5.57800	1171.58098	65.76781	1.00000	16.06190	9.58118	0.17673	7.72664	-116.97725	8.08592	6.41373	9.75458	49.86423	8.03279	33.92946	7.63542	45.90248	7.95272
6.85057	1085.79113	68.90127	1.00000	15.68491	8.78599	0.23735	7.82860	-73.20483	7.65429	7.01013	7.77807	68.43311	8.66086	41.16704	8.79678	63.37969	8.10798
9.77087	1125.84690	58.07565	0.00000	21.00448	7.24246	12.27383	7.49118	32.88667	8.31532	11.85611	10.18462	40.02643	10.16812	3.27833	6.45427	31.63882	7.92689
9.23362	1110.77164	71.28851	0.00000	2.44317	8.77001	0.63883	5.63854	79.883	6.62858	8.67697	8.39692	58.37323	9.34284	6.9909	5.45038	53.05151	7.97748
7.34209	1110.66633	73.00856	1.00000	13.26665	8.45426	0.10146	6.53619	10.58082	6.75139	5.99432	6.87074	64.63242	11.59373	35.72917	8.09687	46.43471	8.42753
4.68243	1136.34701	76.43681	0.00000	12.27338	8.58152	0.48998	5.10490	46.04833	8.24830	8.37037	9.66712	70.95861	8.28549	51.40944	9.86123	42.16746	9.16107
6.91584	1128.25044	80.59524	1.00000	7.01244	6.66106	0.39794	6.36739	79.5286	8.18376	8.04889	6.54976	35.48236	8.71580	29.22254	5.64692	35.85680	7.84012
7.32186	1135.02374	79.22356	1.00000	27.51991	7.42733	0.15719	7.58713	-94.91386	8.98393	5.75348	7.22191	52.51120	10.37454	17.94979	8.30732	82.96029	9.82913
7.89449	1162.13479	66.46751	0.00000	17.40553	9.17058	0.23083	5.13035	38.15035	8.08393	6.73725	8.75208	70.66913	8.89817	49.41029	6.12750	59.42861	9.83099
13.14038	1119.81648	77.73752	0.00000	22.29915	8.78184	0.23478	7.96915	17.8031	10.18126	7.65666	9.62211	56.30028	5.57774	48.43174	6.42703	65.93336	6.72476
5.72462	1181.87129	74.80517	1.00000	1.62883	8.17090	0.53799	5.64318	123.17306	9.36179	8.33913	8.14376	71.67910	9.67590	41.27194	7.33529	40.73464	7.35198
8.64951	1067.83112	69.33782	0.00000	27.95257	8.65899	2.57902	5.01497	-63.90389	8.14537	10.24477	6.97871	61.01657	9.09627	-8.76194	4.81207	52.23926	9.60518
8.06542	1113.35082	65.76122	1.00000	4.56367	7.57300	1.06187	6.83746	120.89694	7.62427	9.31366	8.21606	66.40168	8.19024	14.95472	8.14295	28.58910	8.17986
7.12053	1159.12788	73.27708	1.00000	0.32529	8.60074	6.81735	7.78980	83.97573	8.23472	11.26195	9.26947	45.44045	11.67083	21.46527	10.13550	55.14493	8.98572
6.48493	1150.20376	81.99685	0.00000	8.84507	6.46954	0.27834	4.22376	-52.2	8.88615	7.54831	6.80775	46.98335	7.76239	-28.44917	7.98733	29.55969	8.07131
8.15133	1142.18995	64.63409	0.00000	6.73589	7.65152	0.53464	8.82886	75.11937	8.07499	8.14484	9.48624	37.91567	10.30125	20.88098	5.50623	53.87314	9.04568
10.45495	1166.52573	70.78918	0.00000	8.84250	7.83862	0.33591	8.07629	126.835	8.52800	7.77832	10.97759	77.76107	8.03378	37.65639	7.28069	52.25464	8.05237
12.14147	1065.27821	66.04428	1.00000	11.15295	8.32420	1.55856	7.97047	69.49015	8.90555	9.71826	6.97746	39.80636	10.04041	56.11281	9.84810	48.16010	7.57771
7.84337	1137.06634	65.09376	1.00000	5.37283	9.41124	1.01232	8.93158	-2.98884	9.82217	9.16981	10.05468	56.78170	11.65082	43.32686	9.66085	62.88197	8.37693
8.18650	1184.12079	54.81057	1.00000	23.58727	6.89780	0.87093	9.66799	100.04427	10.21152	9.11808	5.15016	44.97197	9.13658	13.8196	5.37572	41.08675	9.45091
10.05056	1111.27302	68.13008	1.00000	10.70048	8.60904	4.15865	6.94222	72.68533	9.94052	10.73640	7.76531	54.32802	9.53451	22.75218	10.51111	50.21390	9.02867
10.07295	1092.69615	72.66856	0.00000	32.88509	8.79268	0.22964	9.76606	9.85	8.43309	7.32339	11.56380	64.82551	4.94929	53.63333	9.16037	26.07272	7.53360
9.17361	1129.35942	78.48618	1.00000	17.44404	8.03028	1.45659	4.77264	28.88222	8.52808	9.64256	10.08308	66.17111	9.39075	40.37528	9.88184	49.41559	7.27039
11.30614	1099.67620	66.72955	1.00000	5.05947	9.88546	0.54004	6.75536	29.47306	8.25214	8.41770	8.92034	61.18745	10.61010	0.49113	8.83421	36.04157	7.61208
10.56882	1120.67766	65.06739	1.00000	5.18694	8.28103	0.21754	5.53471	-1.47217	8.95602	6.79827	10.65884	78.41966	10.57582	53.46506	9.16504	40.42538	9.32998
11.94917	1131.42616	68.59178	1.00000	36.25754	8.06994	0.38968	5.12328	107.60389	10.36629	7.78655	9.84245	45.32876	8.85297	-7.01833	7.34879	42.98452	9.31385
8.44259	1166.48630	74.66718	1.00000	27.67092	9.83040	3.45266	6.81248	4.91667	8.14305	10.56165	9.43198	63.69626	10.48973	45.73333	9.92357	37.80080	8.60197
7.40012	1092.29019	72.79040	1.00000	6.38653	7.66137	2.46243	7.84060	-121.74052	9.09726	10.19667	10.31534	63.52281	10.64440	38.54491	9.66366	78.40661	8.19812
6.73555	1129.25304	71.36491	1.00000	6.87630	9.81415	0.26154	7.51709	72.34424	8.85588	7.36466	6.60037	51.84791	8.45892	40.78206	6.24581	33.13258	6.92419
6.20272	1057.14770	68.87765	0.00000	31.23431	7.29910	0.09789	6.57834	4.7934		5.54810	8.77875	42.48577	10.85438	45.69558	4.86179	70.05049	9.70887
6.96302	1069.48451	71.42239	1.00000	16.07345	9.88614	0.18081	7.05426	-84.20299	9.43229	4.58884	6.82120	84.81488	8.94124	39.43534	7.97454	53.36295	8.91637
8.85623	1062.12206	75.28381	1.00000	35.47147	6.90661	5.06865	7.47345	59.4839	8.40660	10.94112	9.38656	68.92773	8.54868	58.7002	10.36286	21.86340	8.47013
9.01989	1159.09472	66.89099	1.00000	24.63045	8.36409	1.01478	7.30779	21.32778	8.75104	9.21888	10.05942	38.37999	8.53076	42	10.05104	49.76373	9.86921
5.97039	1078.69078	69.52423	0.00000	-1.87866	7.96109	0.12522	7.36956	39.85331	7.97752	4.14663		61.00806	10.39742	57.30185	6.72519	63.43969	8.01521
5.50345	1173.68889	72.54539	1.00000	12.15990	10.15933	0.25951	5.51522	110.8405	6.31901	6.42067	9.20459	59.70759	9.35752	-6.8048	6.73770	59.31471	6.75493
10.73770	1175.35022	73.76982	0.00000	27.28047	7.54075	0.57109	8.12867	-1.4001	7.26760	8.35734	10.47292	42.76428	7.64242	7.06273	6.94669	42.86706	9.15170
6.15249	1143.25059	69.42010	0.00000	-3.08644	8.01382	0.16921	6.41789	-77.43532	7.40008	7.01083	11.58394	48.64147	9.37938	20.14298	8.29491	44.69440	9.44894
9.81151	1087.37666	81.41361	0.00000	15.12921	9.31696	0.34085	6.75650	0.57856	9.13499	7.82411	8.70969	50.52314	6.66390	40.70995	6.46172	76.08405	7.33365
6.68863	1053.41915	76.07899	0.00000	19.73783	7.64303	0.35269	7.17921	27.25	8.13736	7.70900	9.38580	56.68697	8.57106	42.7	8.40181	22.39215	7.48951
6.74485	1098.07184	73.44997	1.00000	13.15333	8.15216	0.23175	9.79241	104.64992	9.99895	6.62258	6.92061	54.82069	6.69751	14.64056	7.65241	38.00685	7.82737
9.08018	1057.63239	73.95723	1.00000	8.89943	8.59085	5.22382	10.73616	2.1699	6.31119	10.98056	8.02190	47.83301	11.11359	48.98994	8.35316	60.68699	8.43178
7.17048	1169.25606	71.19006	0.00000	-0.64819	8.55033	0.19473	7.48688	-75.23266	7.15095	7.00872	7.99037	49.45911	9.38590	43.1009	6.68648	57.74040	8.88380
8.35172	1118.07080	63.15318	0.00000	21.03385	10.24143	0.14258	6.41098	-48.52333	7.89024	7.02888	8.90160	61.09179	6.83797	-0.71667	6.93562	17.24294	7.19011
7.90640	1170.75209	69.25638	0.00000	0.74362	10.52099	0.28762	8.21218	-72.97261	9.19164	7.78954	10.04937	66.68240	7.43792	43.61062	7.14497	33.66758	10.44574
9.67696	1162.05977	67.86363	0.00000	20.01550	8.48255	0.29479	7.99374	6.26667	7.60354	7.06970	9.16081	38.63089	3.91357	51.21667	8.29456	55.86591	6.86590
4.43940	1063.02932	68.83243	1.00000	24.49093	6.27776	0.21407	5.72596	-9.24671	9.27868	6.64032	10.73537	17.64892	8.78168	38.72706	9.78367	70.97107	8.72405
6.69152	1093.27367	72.86483	1.00000	8.69474	7.77132	0.24996	6.24202	-1.86343	8.68763	7.35641	7.02809	51.71224	9.48480	38.10558	5.03518	49.60610	8.49713
6.89376	1163.65313	68.71997	1.00000	13.93088	8.39862	1.01372	7.19536	178.00417	7.90627	9.18079	6.94704	62.56227	8.90525	-38.65333	7.47591	53.88260	8.36643
6.94325	1198.82189	68.03973	1.00000	20.79153	7.84661	0.23338	5.44182	6.74549	7.95115	7.14508	5.14176	46.26447	9.74813	49.5099	6.04032	33.11662	8.87463
7.88449	1062.56059	76.77296	0.00000	16.53336	6.48196	0.28340	7.52850	47.1192	8.66182	7.86112	9.78679	55.64432	9.37529	42.819	6.71293	55.41672	7.02624
5.63077	1080.01619	67.17699	1.00000	12.89190	8.02800	0.33534	5.25149	8.70745	6.71049	7.74975	6.55168	75.48364	8.13087	49.03685	6.06541	41.15895	8.74205
11.63181	1121.47369	67.13393	1.00000	11.25583	7.72871	2.01753	10.85463	3.64633	8.07677	9.97470	6.56965	70.47100	9.61394	6.8485	8.27226	84.09772	8.05207
5.31551	1187.52502	71.13195	1.00000	21.70710	7.76279	0.81625	5.03476	-122.2054	7.92487	8.93658	7.11602		9.05733	47.76232	8.17714	49.80301	8.78395
7.59863	1158.65642	71.11022	1.00000	18.73441	9.00749	0.23169	7.15962	110.8405	8.74522	6.11432	5.85356	51.27387	8.40299	-6.8048	4.26071	68.93000	8.06402
7.00837	1179.01572	66.14855	0.00000	7.03118	8.94373	0.31849	6.61995	2.12213	8.72580	7.83218	9.34338	46.11795	7.33396	48.8222	10.25628	46.93135	7.70837
5.92504	1107.91627	72.76637	1.00000	14.99817	7.10226	0.10731	6.08870	45.36561	9.28104	3.27821	8.36734	72.41118	9.07133	41.09246	7.87932	48.28327	9.08627
9.22742	1128.80173	69.02332	1.00000	12.66103	6.77800	1.65090	7.83517	-71.23106	8.91190	9.74664	9.11615	76.81595	11.12894	-32.45242	9.76596	60.75583	7.24065
9.63926	1124.51033	73.25013	0.00000	23.71877	8.70319	0.30245	6.82655	29.47306	8.35442	7.31644	8.34584	46.51962	7.26134	0.49113	5.71844	33.68079	5.97432
11.59628	1143.99634	73.94393	1.00000	15.56958	8.67128	1.78814	5.55586	-71.23106	8.42167	9.80470	7.87005	36.07857	8.93070	-32.45242	9.72856	51.52817	7.44601
4.90298	1062.45969	60.35490	1.00000	27.26667	7.81805	0.83993	4.66452	-74.38987	8.28246	9.05864	7.15732	31.18709	7.53849	40.65538	5.46016	65.64572	9.03949
10.78627	1074.86882	72.48688	1.00000	18.95155	8.54000	0.48338	6.44731	14.66737	8.45466	8.33401	9.90221	50.79407	8.78931	41.55947	7.62103	51.89608	9.15137
7.15171	1084.56974	68.44606	1.00000	2.59834	7.37986	0.36220	6.88724	11.412	9.44480	7.71910	7.27320	39.55588	9.98340	45.50369	7.27495	52.50502	6.60229
10.24737	1142.51256	78.61690	1.00000	25.07354	7.71651	0.75943	6.17604	-81.77285	8.92050	8.97613	9.29183	23.78228	11.22610	28.54944	7.92332	26.54169	8.74913
8.50071	1092.42045	69.24793	0.00000	38.16917	7.84685	0.21159	6.30913	78.95693	9.09973	7.16545	9.57809	60.88523	8.05674	29.21399	6.92872	67.30940	8.51019
8.67399	1158.84514	63.96011	1.00000	5.36285	7.48549	0.48411	7.28203	1.10687	8.52974	8.32029	11.08299	57.56777	7.88353	41.15612	9.78860	57.00683	8.81493
7.58488	1112.73594	69.79213	0.00000	16.17173	7.29856	0.25969	8.33796	101.18445	7.99492	6.58103	9.70318	32.18257	9.89145	13.44581	6.56108	42.83332	8.47767
9.40115	1174.92134	56.97776	0.00000	15.91527	8.36589	0.29144	7.20905	-88.27205	6.76522	7.43066	9.32309	72.10530	6.95097	44.27804	7.00958	18.76680	9.43427
6.38426	1068.04172	79.01128	0.00000	-7.71014	7.49907	0.21267	6.74577	128.9889	8.29280	5.82546	8.03180	31.23178	10.69962	37.1759	4.94097	50.38297	8.93127
7.26051	1187.53884	72.63427	0.00000	25.02135	9.81775	1.20307	5.74764	-2.98884	7.43745	9.50224	8.12388	63.04558	7.13440	43.32686	9.61494	48.41595	7.24896
7.97004	1166.13894	65.46844	1.00000	13.77754	7.87795	0.19705	7.77319	139.55722	8.89524	6.76911	7.04432	51.86966	10.82774	36	8.63300	40.12621	6.97012
7.19152	1084.77724	65.91467	0.00000	1.04064	8.19041	0.28481	6.21054	-98.15529	10.38213	7.49651	8.14555	22.18019	8.60245	26.18924	7.91266	70.44164	8.80162
6.15138	1133.22972	71.22767	1.00000	18.22155	9.60016	0.47300	7.66264	6.92917	7.19697	8.15841	7.72902	52.70706	9.48603	52.31333	8.44497	60.10892	9.13827
10.95863	1133.43242	74.34601	1.00000	19.29393	7.57165	0.68997	9.15091	-1.86343	8.44821	8.74967	8.19871	54.30020	10.37331	38.10558	10.10479	44.92068	5.95676
8.41442	1161.91839	74.95930	1.00000	16.50260	8.89899	1.88179	6.15304	37.00438	8.43721	9.91297	10.25174	48.39555	10.40818	-7.60361	9.59141	64.73929	8.55261
12.35709	1144.46713	68.27044	1.00000	7.31188	8.66102	4.93941	7.82716	-99.73314	8.38671	10.91222	6.13581	64.16744	8.12889	32.44874	9.38767	32.92203	9.62765
8.89668	1098.16662	77.01976	1.00000	7.14416	9.12370	2.08968	6.79347	68.88871	8.78564	10.07231	9.57506	60.06964	8.71631	25.95533	10.41802	63.57018	6.83848
7.04762	1158.67110	66.85826	1.00000	0.15133	7.84801	0.39439	6.68722	128.62667	9.03398	7.93785	5.85603	42.11643	9.62347	34.8825	6.38607	52.41801	9.45289
9.23395	1145.67863	81.43003	1.00000	19.95436	8.66036	3.55149	5.86359	-102.36764	7.43741	10.58421	8.70411	59.15796	8.27666	31.84568	11.63615	62.31680	8.68405
8.88743	1084.16816	66.94539	1.00000	18.60251	7.18866	9.41323	4.69567	-96.72365	7.94507	11.58529	9.27891	28.79005	8.46530	17.06542	10.15311	53.47176	6.04596
7.94840	1100.69738	73.20733	0.00000	41.74307	8.52872	2.02582	5.93704	10.18003	7.80264	9.98249	9.85073	58.62842	9.44405	24.96334		82.44749	10.79660
9.56312	1072.79730	70.79625	1.00000	15.25524	8.31728	4.53988	6.23581	-104.83192	6.26513	10.84537	8.29280	62.25548	9.03007	39.72943	11.96536	62.79076	9.11376
8.07771	1161.36369	66.17818	1.00000	-6.16852	8.36692	3.00935	8.58951	-98.1664	10.35883	10.40912	9.66318	58.24847	11.67639	19.32932	9.60066	34.82695	7.83052
6.16617	1190.24783	61.19256	0.00000	9.71804	7.29293	0.33882	7.38176	29.65806	7.18794	7.14663	9.55346	89.19183	9.60282	-4.83	7.45267	57.83987	10.42764
10.01343	1054.97290	70.70992	1.00000	20.14335	8.65180	4.82692	4.95695	86.79271	6.83463	10.90324	8.98390	71.33869	8.33272	25.92127	9.77046	62.07184	8.46524
7.10138	1092.70473	63.37130	1.00000	20.49598	7.72994	0.28013	7.04307	68.88871	9.85383	6.54439	7.90116	36.61130	10.62300	25.95533	7.82556	42.35348	5.76758
10.38817	1152.98613	75.92486	0.00000	12.13641	8.71212	0.12097	9.50461	14.39024	7.70327	3.75379	10.77312	40.20454	2.77620	42.22718	8.80940	63.74901	7.74295
7.84350	1177.24305	60.69754	1.00000	28.38391	7.12694	0.19264	7.64720	-75.23266	8.94491	5.91423	6.59081	53.49818	11.25983	43.1009	9.56301	46.08787	7.38469
6.85407	1137.32577	64.38322	0.00000	13.83267	8.19790	2.25358	6.68175	77.0202	7.40666	10.11533	9.55235	40.31340	11.23023	43.41949	5.76454	56.36334	7.63839
10.72551	1088.74717	53.79209	1.00000	27.94268	7.08232	2.20082	8.41463	-2.58736	8.49485	10.06449	7.99374	76.29239	10.16938	56.56317	8.66648	66.79350	6.75543
8.87133	1175.91023	58.65272	1.00000	31.30699	7.86278	0.19376	9.84065	-38.94722	8.10200	6.70130	5.66496	60.32301	10.22452	-15.675	6.91911	18.76370	7.83494
9.70408	1111.32537	87.48998	1.00000	12.52190	7.92930	1.63875	7.52996	29.47306	10.59204	9.74614	8.75071	91.69365	11.25190	0.49113	10.68188	61.78825	8.78270
8.33711	1134.93939	69.86635	1.00000	30.13491	9.92868	0.36701	6.12333	-39.25	7.80415	8.09926	9.86059	35.85515	7.88054	-12.91667	8.49427	54.59931	8.84922
6.92734	1161.95110	56.10775	1.00000	24.40316	6.39573	0.47770	8.02416	10.18527	9.54677	8.12480	6.94265	36.32577	9.38834	47.98372	7.52351	28.74612	8.61023
