TEMP	latitude	warning	CH4	longitude	CO	PRES	PM10	PM2.5	H2CO	Pb	PAHs	SO2	CFCs	O3	C2H3NO5	NOx	NH3
8.89328	36.72544	1.00000	6.72736	3.55665	5.85271	1063.15075	5.42259	9.50570	43.03441	66.46104	8.20916	7.28389	46.37080	7.05581	0.05414	8.05362	8.69127
-8.47513	33.37526	0.00000	7.60752	74.3092	7.54995	1169.78080	8.99977	10.22159	65.76530	60.51814	5.25509	7.53794	56.59009	8.72011	0.46463	6.09059	9.58749
2.10998	23.0072	1.00000	6.24948	-82.4017	8.10329	1083.01709	5.40013	6.29519	62.68416	50.08345	7.93475	8.02383	41.70246	8.73561	0.10692	9.00436	6.70166
8.95061	43.71032	1.00000	7.33294	-1.05366	9.93319	1111.06069	5.41266	11.08405	34.67847	48.03344	9.43052	6.41536	24.08590		0.08691	7.68826	6.03152
8.03619	33.92866	0.00000	5.72694	-6.90656	5.58821	1126.05076	5.98740	6.34508	54.14265	65.36781	7.32919	6.88526	29.53591	5.74024	0.13421	5.44962	9.18009
8.86455	14.46693	0.00000	6.79445	75.92694	9.83523	1123.09944	8.24063	8.43764	44.87050	27.04122	5.78965	7.27907	56.11318	5.64404	0.24442	6.01601	8.59964
16.56978	20.28527	1.00000	7.63674	-103.42897	9.93793	1063.46053	8.04075	10.54337	34.32185	45.97771	10.10145	6.17111	27.15502	7.43686	0.20270	7.82181	4.60575
18.29566	33.14447	1.00000	6.44727	47.3799	10.98178	1138.58600	6.00265	9.71280	50.64976	31.38506	9.12042	7.00143	69.88618	6.51216	0.11318	5.93954	5.26512
-1.78872	44.75874	0.00000	6.12548	19.21437	8.41352	1105.06199	7.11620	8.90113	42.18452	18.60390	7.08384	5.99700	49.32314	7.22413	0.15060	11.57825	8.29416
22.84125	51.24197	0.00000	8.28318	4.82313	1.92462	1122.07672	6.76679	8.88731	65.59611	37.54958	6.30347	7.80348	53.74838	8.30239	0.14408	5.79738	5.80343
10.59275	37.65181	1.00000	7.04413	120.33063	7.48022	1156.90249	7.46915	8.85508	35.33744	39.29241	9.04931	9.75564	45.23550	7.85464	0.19104	10.36353	7.04655
5.97790	15.79408	1.00000	8.32849	104.1451	10.11366	1191.65875	6.94365	10.07778	42.66350	56.72472	10.20229	7.47738	37.78282	6.71223	0.17820	7.19099	3.67279
2.29077	10.22677	1.00000	7.60062	-67.33122	3.69983	1083.70069	6.43875	9.54091	61.82378	35.71794	5.79396	7.27169	40.24680	6.31789		7.00138	6.13320
27.10160	42.819	1.00000	8.65979	47.1192	6.79969	1131.54124	5.72161	7.23270	36.62645	40.52530	8.46279	6.53207	67.14285	6.63655	0.06162	11.30112	5.83467
24.65790	53.30972	0.00000	8.15369	83.62389	8.19235	1061.93892	7.73816	8.53003	34.19534	48.85909	6.96647	7.45871	82.93642	7.89840	0.21221	10.40510	7.03202
4.69164	-33.79176	1.00000	7.97995	151.08057	8.33317	1150.80912	5.86873	9.16941	46.57533	25.74378	7.68761	6.04620	58.76646	6.74851	0.06733	9.80997	8.31488
15.63349	32.52515	0.00000	7.01453	-93.75018	6.21639	1130.31907		5.61390	41.02599	26.90533	6.60306		43.15158	6.96381	1.40442	6.97236	7.79225
18.24930	3.3285	0.00000	7.16761	99.1625	7.18774	1094.04083	8.60687	10.16396	58.36844	77.22184	5.56294	7.57697	33.15281	8.80431	0.34584	7.98287	8.28463
0.92923	-3.5403	1.00000	6.81777	118.9707	9.96407	1070.00515	2.33365	9.37744	32.70537	48.23371	5.63067	8.31030	59.17430	8.28978	0.06351	10.69315	6.23695
23.74655	10.58806	1.00000	7.76671	77.24779	8.77827	1112.44036	5.10598	7.99202	27.62285	38.69433	4.94799	6.35539	64.71817	6.19705	0.12389	11.00322	5.51977
3.60742	38.06084	1.00000	6.38918	-97.92977	8.17913	1067.29603	5.84938	10.21531	60.26784	44.15265	10.11737	7.76437	39.38168	8.20509	0.11909	8.68548	6.28355
25.22337	18.51957	1.00000	7.88538	73.85535	8.36705	1162.22374	4.96065	6.73540	40.77055	35.65753	8.68069	7.76698	58.87044	6.67397	0.11648	8.61551	5.43269
22.02651	-12.91667	1.00000	6.77719	-39.25	5.24497	1095.02976	6.33599	10.53120	42.80877	51.70215	5.53605	8.70756	45.38716	7.33953	0.09212	7.31574	6.56507
12.22117	53.38333	0.00000	7.70830	-0.76667	8.46701	1096.61000	8.05475	9.74016	21.79052	74.12158	4.37768	6.68365	42.87896	7.89757	0.23955	7.06874	8.70770
0.98719	38.10558	1.00000	6.60447	-1.86343	10.51972	1103.86081	6.89277	8.56364	32.62040	43.09333	9.52458	6.43501	70.17429	5.98828	0.16786	6.88114	3.76656
4.34753	53.78333	0.00000	6.32421	-1.06667	11.26149	1156.52437	10.83191	9.75361	44.47907	51.21937	5.66868	9.15612	59.56123	6.89152	2.37032	5.75207	7.66883
17.68721	33.41012	0.00000	7.67286	-91.06177	8.70519	1086.86842	6.70799	9.61103	38.87976	36.03448	6.34214	7.50976	42.51137	8.39526	0.11224	8.00241	7.35444
40.04491	6.8485	0.00000	6.99561	3.64633	10.04561	1114.96567	9.06074	8.00509	52.73353	34.95638	8.48682	6.60170	83.11574	10.17992	0.46648	8.94432	8.72028
9.53718	33.35283	1.00000	8.56439	-111.78903	6.62753	1194.80813	5.60585	7.31497	20.79906	62.23674	8.71607	8.69588	39.49758	8.32583	0.12317	11.12927	6.12333
17.48014	47.46657	0.00000	6.16849	84.87144	8.84331	1165.73450	7.16920	7.85053	43.01795	38.40212	7.64766	6.79925	34.10960	7.08463	0.14359	5.11735	8.54895
7.61231	25.87972	0.00000	9.11494	-97.50417	6.26335	1056.99224	9.19213	7.14398	75.89383	59.08206	6.03366	8.25376	67.08263	6.40746	0.54943	7.11386	8.63155
1.84038	30.46907	0.00000	7.51097	70.96699	3.32362	1170.82908	5.97908	4.99238	47.64750	44.03030	6.84960	8.28360	40.06397	8.06123	0.12224	6.09971	9.78562
10.67947	41.91886	0.00000	8.02300	8.73812	4.65406	1128.52265	7.09573	5.94477	38.00579	38.94674	6.83556	7.15982	42.39263	7.74613	0.13184	6.63634	9.31170
8.90878	11.50526	0.00000	6.94748	77.23826		1185.45025	10.02516	8.57761	32.06276	47.44697	6.07648	6.58272	39.55371	6.90396	1.10071	8.31242	9.79937
25.56946	33.44872	0.00000	7.00674	-86.78777	6.89528	1124.34094	9.43645	7.04152	61.14246	39.30709	4.98851	5.39863	24.91059	5.63106	0.65046	5.75663	8.84872
12.45564	53.59782	0.00000	7.76226	34.33825	9.46779	1146.13892	8.13455	7.89657	55.72942	61.95080	5.15104	7.03133	53.25618	6.94420	0.23328	7.59813	8.40283
17.35312	57.30185	1.00000	6.79434	39.85331	9.65991	1087.71745	6.24552	8.33404	50.62415	38.86021	6.27301	8.48689	64.21808	8.25766	0.08962	10.78012	6.94519
16.67738	44.59445	1.00000	6.45316	11.04979	5.58363	1145.39076	9.04873	5.39961	66.17211	57.84671	8.04740	7.49171	61.11643	6.38390	0.49167	10.56331	7.28323
16.98060	11.93381	1.00000	7.85535	79.82979	9.33172	1051.94398	7.11667	10.95155	30.63243	36.93208	10.20292	7.07313	74.45659	7.03447	0.12628	8.23103	4.41373
17.31514	19.32932	1.00000	6.30044	-98.1664		1176.14723	1.88855	8.63667	40.97616	67.18289	7.84020	7.33673	60.46692	7.11161	0.06700	8.59749	6.74696
23.92788	25.92127	1.00000	9.10790	86.79271	5.41011	1116.56759	7.75643	10.68929	56.39328	53.96698	6.07397	9.58769	37.43558	8.73926	0.16476	7.84559	6.64689
6.61994	37.65639	1.00000	6.45073	126.835	9.86583	1134.43030	6.37163	8.57962	53.63621	72.47918	8.83441	10.06053	67.73164		0.11931	7.71475	4.82394
3.38458	18.42745	1.00000	7.98808	-67.15407	6.93750	1173.46192	6.43461	8.12742	49.65952	43.65354	9.99325	7.58976	62.05516	8.22352	0.09915	9.63207	6.15915
26.94590	41.50343	1.00000	6.70674	-74.01042	8.01979	1104.87875	7.23327	10.62887	70.17300	48.04248	4.36656	5.94571	69.35588	9.31965	0.13868	8.40999	4.10002
5.56996	23.15678	0.00000	7.28643	-81.24441	8.62410	1056.05421	9.50338	7.65342	55.14219	45.69608	6.57030	7.71801	60.01313	5.89096	0.66788	6.29129	8.40674
15.63069	19.04222		8.66719	-98.11889	7.38520	1068.97611	6.44827	6.43806	46.94000	66.04709	8.70969	9.04453	72.04290	7.08094	0.11104	9.41243	6.75588
27.98768	24.96334	1.00000	6.91823	10.18003	5.82062	1192.58159	8.12291	8.06720	36.03211	52.22662	5.57182	8.56971	53.76587	7.05944	0.19567	8.28276	4.98254
27.07762	34.14251	1.00000	8.80393	-118.25508	6.33518	1198.57177	5.34210	8.80006	57.31821	49.29296	8.75440	8.83823	60.94289	6.43542	0.08725	8.18006	7.33718
19.77336	-29.2975	1.00000	6.72263	-51.50361	10.44728	1173.65037	8.48661	7.49788	43.05494	60.48768	8.72145	5.76164	46.09590	7.90584	0.30730	6.43129	5.38673
3.32866	29.69221	1.00000	6.10006	72.54566	10.43683	1151.06496	6.83837	10.71719	42.71098	46.82764	9.49832	7.87593	44.38836	9.70450	0.10470	7.18398	5.72397
22.05049	43.35071	0.00000	7.79856	46.10925	8.81915	1171.24665	8.45031	8.90910	43.47843	35.66300	4.97678	7.30177	51.92967	8.40613	0.28526	7.70943	8.60279
6.30709	30.75545	0.00000	7.31672	20.22625	6.41348	1147.09886	7.61901	5.36569	38.70810	41.81123	7.76295	5.56774	57.41878	8.40425	0.14567	5.79212	8.76127
21.87947	-29.2975	1.00000		-51.50361	9.96618	1111.52015	6.32207	7.07365	38.19651	28.00538	8.37742	7.31954	60.01181	6.43070	0.10077	7.30806	4.88690
4.04876	61.78491	1.00000	9.68754	34.34691	6.76069	1066.78791	7.80866	6.79552	31.31099	64.21289	8.02669	9.16760	64.00955	7.22463	0.12191	10.63384	8.61891
-4.51329	37.31065	0.00000	7.17527	13.57661	5.73262	1078.67400	5.56544	6.27190	50.29576	41.06395	6.64000	7.86361	58.07946	7.67992	0.13341	4.38541	9.65869
20.25456	26.68451	1.00000	6.71221	-80.66756	8.69106	1174.68248	5.03494	8.75578	34.22225	25.50392	5.77386	6.08994	69.62359	8.04186	0.06487	10.10083	4.87508
-15.49841	41.27194	1.00000	7.36580	123.17306	9.72005	1103.35392	5.93999	8.64730	44.25721	57.60375	9.55909	5.56515	76.00950	5.03419	0.08183	6.98345	4.92986
9.86548	51.08468	1.00000	8.43921	7.11393	8.06237	1141.04507	7.50054	8.19927	42.33474	52.26025	9.28569	7.64460	74.48666	7.65079	0.14989	9.25191	6.59870
25.19039	4.92675	1.00000	7.49554	6.26764	3.82729	1066.97728	10.52502	8.18621	39.85531	58.17994	7.14176	6.75459	47.75150	8.86125	1.81394	7.02529	6.26774
11.43750	30.24706	1.00000	8.03796	115.04814	6.14961	1107.78031	5.18479	10.47036	56.12530	35.26581	6.32808	9.43331	54.73126	7.17699	0.10555	7.30696	6.90609
17.70734	26.44931	0.00000	8.54735	91.61356	3.86693	1193.44717	6.24003	4.97283	30.00378	45.32542	6.30985	6.64008	36.98788	7.11658	0.12615	5.50842	10.12348
16.69235	40.78206	1.00000	7.15426	72.34424	11.36977	1094.89522	7.47249	12.01242	45.06414	63.47422	10.07300	6.52976	58.35667	6.16268	0.19493	6.16315	5.11286
22.47484	39.12074	1.00000	8.73333	27.18052	9.05969	1111.59727	7.08254	7.57070	54.77040	49.67056	8.73375	7.53505	72.84779	8.45892	0.15570	7.82525	5.91745
14.58506	50.75767	1.00000	9.26428	-1.5443	5.61432	1143.70415	4.29724	9.21087	49.69076	32.56565	5.99641	7.91406	38.83153	5.85212	0.07260	7.56095	6.01204
22.04308	38.07789	1.00000	6.84190	13.44275	10.44269	1072.66721	6.24050	8.37943	70.51264	67.65949	9.02666	7.65065	56.54184	6.82509	0.12775	6.34020	5.09997
18.89609	-13.7804	0.00000	8.89245	34.4587	8.26408	1084.72120	7.47954	8.98982	57.49393	37.49572	4.90073	7.54541	45.73228	7.85501	0.15551	9.22466	7.76103
11.96732	11.93381	1.00000	8.90033	79.82979	7.84641	1055.41250	4.43186	9.91027	47.39501	50.59890	5.18869	6.90966	45.20692	7.72453		8.17326	4.02857
1.92045	53.95278	0.00000	5.82525	32.86389	7.20302	1105.16326	9.94493	6.89205	43.55729	54.43085	4.53007	6.19091	45.29470	7.05223	1.03709	5.55851	9.11170
12.29105	25.75728	0.00000	8.91205	75.37991	10.16237	1103.32028	7.82962	7.46634	35.23543	50.76909	6.92312	6.76090	60.99056	8.58313	0.19366	9.63351	8.16833
32.16149	32.52515	1.00000	8.80173	-93.75018	3.55992	1184.63687	9.79661	4.10041	35.19308	48.79083	6.48594	8.41571	40.69623	6.86787	0.91762	7.84062	8.53333
16.62535	34.25	1.00000	7.26043	135.31667	8.35555	1113.39746	5.71950	9.46890	32.36708	57.77351	4.45962	7.73561	39.67937	6.24694	0.03334	9.42813	4.88516
0.11634	-6.48167	0.00000	8.57337	106.85417	5.36439	1085.04502	8.11200	5.59654	43.51791	51.88539	5.64164	8.70756	34.62079	10.20169	0.23019	5.72839	9.71942
1.89907	35.25064	1.00000	6.80945	-91.73625	8.80781	1173.87448	6.85805	8.77582	35.62419	27.43259	10.18936	7.95899	55.12905	6.96434	0.09973	7.57916	5.41872
18.85806	12.74409	0.00000	5.70446	-8.07257	6.17311	1118.98855	8.01382	7.67564	39.42115	45.95374	7.54088	7.58942	45.53693	7.20474	0.17064	8.75307	6.79569
14.93994	-10.90889	0.00000	7.63962	-37.03861	6.85302	1140.42305	7.22253	6.29141	26.89793	43.31028	6.88395	6.59989	64.72819	5.77054	0.17076	4.99388	9.01676
-1.25397	-8.43333	0.00000	6.52671	114.33333	8.57273	1177.63709	8.08478	9.62482	47.53270	52.46654	3.74308	7.37132	48.28453	7.47661	0.20091	6.74479	9.61311
18.39370	0.46005	1.00000	7.26452	34.11169	1.93490	1127.90308	9.14461	8.32763	47.77288	50.55068	7.32784	6.20864	50.90418	7.64419	0.47558	7.24159	8.77696
8.27276	56.85836	0.00000	6.32901	35.90057	8.11593	1053.58108	6.18179	9.68593	50.16661	19.62170	4.06826	8.17688	32.99653	8.22797	0.11462	7.60548	7.96670
20.27477	42.7	1.00000	8.44500	27.25	6.68077	1059.93691	4.02828	9.78741	63.83282	42.01585	6.02478	7.45868	60.59001	6.94048	0.09646	9.39835	7.54497
25.00049	43.31667	0.00000	8.20632	-2.68333	9.90627	1089.26315	7.55574	7.31751	41.64277	41.17285	6.58681	8.62560	54.94174	6.35033	0.14581	9.56082	8.93919
17.84342	-1.26424	0.00000	6.28681	104.09701	7.03159	1173.37991	8.03061	10.33295	30.47949	27.88336	5.85081	6.85811	37.32850	5.98871	0.23360	8.64665	8.25556
22.91469	25.67927	1.00000	7.18448	-80.31727	9.52058	1167.75553	6.78065	10.68780	48.75437	44.43286	8.97163	8.08604	42.48647	8.35450	0.10609	8.34271	6.67566
-3.30704	61.72744	1.00000	7.36953	17.10558	10.08556	1140.41647	4.73828	6.44300	32.64794	42.09695	5.89215	8.06950	64.49500	6.44597	0.08614	11.15109	4.99319
-1.59177	-14.66463	0.00000	9.06005	-52.35558	8.38999	1066.91724	9.96867	9.30653	41.55870	31.69050	6.72622	7.46165	50.46043	7.53468	1.04842	7.66445	9.76310
17.15833	9.535	0.00000	7.86646	-13.68778	7.18174	1161.52363	7.26871	6.46826	45.69836	27.14729	6.51944	8.42824	54.15320	7.67393	0.11961	4.93393	9.60705
11.90298	29.22254	0.00000	8.01363	79.5286	7.86504	1128.50964	9.36561	9.39356	51.35728	39.63488	5.69138	6.52991	16.62247	7.31164	0.62255	9.64448	9.16030
12.75507	29.21399	0.00000	8.56664	78.95693	9.49551	1073.05813	10.48429	8.34876	37.40602	39.65136	5.20784	8.95843	53.18234	6.57717	1.69374	6.83693	10.13287
-3.16274	38.70734	1.00000	7.79848	-77.02303	6.79589	1198.43340	6.41136	8.22953	56.98432	33.86499	8.84466	7.87518	51.36146	9.00335	0.11088	11.51858	6.37021
29.95604	60.97944	0.00000	6.92274	76.92421	7.09449	1157.18249	9.27757	7.12939	40.88732	32.56076	5.70018	6.50102	50.97549	8.36663	0.54822	6.26790	8.84799
7.00474	36	1.00000	8.90136	139.55722	4.23600	1117.66099	8.33215	8.95419	35.68350	55.14713	5.78835	7.16443	44.33347	8.08602	0.25007	8.55256	6.44210
1.06569	6.84019	0.00000	6.56750	79.87116	8.35858	1111.58798	6.91683	8.17401	20.03684	50.85535	4.49560	8.43991	50.61567	7.84958	0.11990	9.98270	8.07828
28.02062	41.09822	0.00000	6.60913	120.74792	8.18379	1162.08898		9.54062	27.73482	60.35452	7.71697	7.52605	67.84189	8.14656	0.35798	8.28416	7.85613
0.85239	-8.73508	1.00000	6.40615	24.99798	9.24110	1145.20143	6.61333	8.47481	40.48666	47.51011	8.98495	7.26783	42.83204	7.48666	0.12452	8.65458	4.60646
3.76921	51.95838	1.00000	7.35552	4.47124	8.60417	1197.48091	6.94361	7.21753	54.77828	52.66929	8.48338	8.02379	29.96146	5.92732	0.14666	8.50227	6.45757
28.47390	51.08468	1.00000	6.79372	7.11393	2.78002	1055.15204	9.19329	7.79838	58.52083	38.72540	6.56467	7.97742	58.16969	7.73344	0.55843	6.88594	5.70186
24.17528	53.30972	0.00000	7.12486	83.62389	8.99927	1158.56700	10.15812	8.32612	46.29254	55.24593	8.54100	7.26823	38.18812	7.13890	1.31273	9.78826	7.65244
18.52152	53.83333	0.00000	7.55923	-2.98333	10.75821	1118.09522	9.33550	7.41328	58.59357	79.11754	5.50473	5.86406	79.26565	5.78231	0.62231	5.95478	10.53095
14.78612	48.52961	1.00000	5.24730	12.16179	7.31721	1098.98206	6.27461	8.60364	50.86625	25.13747	9.08012	8.71618	70.15811	6.05536	0.11276	10.73090	5.96614
17.33076	45.44868	1.00000	7.81775	-73.81669	9.66269	1180.56565	6.69111	9.20851	34.81292	46.72201	9.52064	6.85350	28.94422	7.86652	0.10131	7.86408	4.59660
7.36930	11.84962	0.00000	6.24624	-86.19903	7.11099	1080.81881	8.97908	9.51772	74.26889	43.50123	7.44521	9.02952	85.65714	7.16830	0.44407	12.76229	8.79438
21.76569	55.85	0.00000	8.65024	37.56667	7.72848	1195.09336	10.32218	6.05480	36.00988	45.80167	8.76673	6.24803	54.96493	7.91190	1.44491	7.60041	6.48521
10.48696	-38.16604	1.00000	8.11061	145.13643	8.44116	1112.84806	6.35287	8.31420	13.64845	34.40711	7.89040	6.03240	34.61752	7.62010	0.09575	9.42171	7.27355
11.21696	55.82737	1.00000	6.09713	-4.0573	8.99079	1181.56704	6.98629	6.56016	58.17552	52.62827	7.04675	7.70498	62.76988	6.87342	0.14969	10.40697	5.86179
1.35810	-23.44361	0.00000	9.25615	-51.87389	6.60286	1089.51574	8.24156	6.06263	42.25185	40.80407	7.85158	5.82882	33.31740	8.11516	0.27225	6.83423	8.55957
1.25076	46.18396	1.00000	7.22362	6.10237	7.94861	1118.33238	5.51914	6.00867	52.89192	58.72329	8.32010	6.73231	53.62392	8.26816	0.07052	9.09314	5.45954
17.44226	38.37255	0.00000		34.02537	9.67463	1148.23767	7.18996	6.77713	39.79888	62.39038	7.31075	8.47526	52.05744	7.51935	0.09619	10.76367	9.04120
8.27028	30.5427	0.00000	7.39940	-97.54667	7.58166	1068.59291	9.03530	7.35527	74.17428		5.58677	6.29388	50.93244	7.94521	0.45678	5.56767	8.69130
30.70346	11.93381	1.00000	8.69169	79.82979	9.42044	1101.10319	2.81566	10.01304	52.92132	20.40729	5.64807	7.74186	62.88808	7.66595	0.08442	9.46081	5.21427
5.89816	-4.06667	0.00000	5.53340	37.73333	6.19299	1142.20355	12.38785	5.30225	27.77401	50.80046		6.92946	47.50873	6.54220	11.07153	8.25962	7.48498
30.06489	22.49396	1.00000	8.91971	-105.36369	7.82490	1052.41114	7.08715	8.60368	40.70743	49.88844	7.42468	7.98001	45.96178	7.84044	0.14173	10.17852	9.29618
18.43023	37.05944	1.00000	7.47455	37.3825	6.41969	1090.44649	7.12426	6.74144	44.19056	55.15888	8.40030	5.80411	50.44355	7.59214	0.12307	10.12168	7.41833
9.00243	19.04222	0.00000	5.72720	-98.11889	9.96268	1081.04617	10.06360	7.96635	48.83373	48.23779	5.92845	6.36837	66.23030	7.14628	1.15701	8.09730	9.51577
3.54943	15.72892	1.00000	5.55562	120.57224	3.13120	1052.44908	8.55073	8.13903	37.40946	47.48258	6.76494	9.45109	51.87068	9.72099	0.30956	6.84919	4.88710
26.43663	45.44868	0.00000	6.54803	-73.81669	10.17775	1068.67098	11.12747	7.85412	32.46335	53.09021	7.12965	7.42492	92.94787	7.08021	3.19798	8.73385	9.44857
20.81317	37.95143	0.00000	8.85212	-91.77127	8.88839	1171.15327	7.84285	8.17884	37.51111	59.96119	6.94488	7.69921	77.92859	8.26130	0.25267	9.25915	8.00224
21.05960	53.59782	0.00000	6.55744	34.33825	5.09199	1182.26933	8.76530	5.85040	29.85621	40.32376	6.55551	7.14323	66.03387	7.02328	0.36256	7.47882	9.11934
7.80182	51.08468	0.00000	7.78144	7.11393	6.94268	1113.38994	9.75174	10.77970	59.24471		5.23986	7.62113	22.40768	6.40622	0.83446	7.92389	9.37839
11.02690	-37.9	0.00000	9.82816	145.18333	4.48350	1083.38767	9.02519	4.50213	60.77963	57.71941	6.07490	7.20287	68.82065	8.06478	0.48026	6.46407	9.00598
-0.86185	6.8485	1.00000	8.00276	3.64633	8.63907	1161.17808	7.44017	7.18893	43.33298	47.39827	8.43489	5.20657	62.69367	6.57838	0.16679	8.60071	6.79527
18.33530	42.8334	1.00000	7.74777	-80.38297	5.10317	1137.97461	6.33367	9.42251	55.56822	53.57891	5.77958	9.46077	50.40154	7.78554	0.12629	8.14891	6.58880
14.27240	25.87972	0.00000	8.49997	-97.50417	6.53021	1106.82951	10.83656	5.30854	48.92754	44.07904	7.44901	7.00602	19.25839	7.88596	2.38578	7.62275	7.29959
26.49359	51.08468	1.00000	8.25935	7.11393	9.72167	1149.16086	5.61254	7.38029	54.34635	41.77128	9.19280	9.16304		7.68027	0.09156	7.90402	2.58868
-0.64255	19.32932	0.00000	8.38874	-98.1664	6.55514	1082.90278	10.33459	11.00692	47.87746	65.27690	6.58442	6.83977	63.59021	6.93115	1.48146	9.21959	7.52283
-4.71389	4.73245	1.00000	7.41871	-74.26419	8.54432	1055.85957	6.90500	10.85917	66.72651	59.41131	9.11121	5.50038	40.61372	7.40476	0.13874	9.52747	6.87363
15.91367	45.40008	1.00000	7.72053	-73.58248	8.21864	1110.20237	6.45797	10.03813	33.74189	50.08084	8.75022	8.42226	39.63951	6.26673	0.14489	9.69058	8.01533
26.99292	17.34769	1.00000	7.32509	78.55757		1056.91277	5.53631	8.00068	50.44523	56.13371	8.75604	7.69943	69.18058	8.15592	0.12379	8.51395	5.42275
19.23070	-10.33333	0.00000	8.41211	39.28333	7.92045	1077.80316	8.53316	8.24559	41.98829	51.61584	7.88488	7.25231	56.37995	7.39143	0.28912	12.02253	8.80777
18.89441	20.88197	1.00000	7.29371	85.83334	5.01305	1064.59761	9.71500	5.55527	46.55884	18.46959	7.71241	6.77095	58.90972	6.11806	0.84282	9.21463	5.68786
21.32655	18.42745	1.00000	8.46337	-67.15407	3.71096	1082.15367	8.03494	8.62281	48.67449	34.19036	7.03191	7.36968	56.81229	6.96085	0.25384	9.07748	8.40006
3.43986	40.93333	0.00000	7.89057	73	3.35503	1138.09911	8.39739	3.76416	45.66320	28.41867	5.70026	8.14938	46.97483	10.16459	0.29430	6.35703	9.94647
-1.94796	11.12018	1.00000	8.08349	76.11996	9.68978	1053.96188	6.77928	8.21655	44.46761	39.30447	8.02855	6.95695	43.96874	6.18838	0.10826	7.83257	6.92499
24.94910	18.18158	0.00000	6.69720	76.03889	8.64273	1151.19543	10.71661	6.75105	50.67738	51.14431	6.43029	5.92819	50.65944	7.17120	2.15401	5.98545	7.54610
25.55540	3.02013		6.27057	30.91105	10.62147	1105.31330	7.51194	6.89982	74.04498	36.32680	5.33793	6.70581	51.97063	7.93784	0.18643	7.69153	9.50019
25.76939	37.1759	0.00000	7.69229	128.9889	6.31037	1084.04001	7.34165	6.27359	33.70469	49.26563	6.40841	6.72557	67.65641	6.77625	0.17646	5.11581	9.11660
36.76713	-1.26424	1.00000	6.98150	104.09701	9.17263	1198.32644	4.17022	5.54757	52.07929	59.46275	8.26775	7.67089	43.06512	7.63358	0.12660	8.07044	3.20841
22.90425	42.58342	0.00000	7.58368	-71.8023	9.34587	1183.66495	7.63499	8.38779	22.06739	35.05354	6.33280	8.03875	61.15352	5.68394	0.18046	8.62476	8.30577
31.73625	55.8736	1.00000	5.95964	85.4265	9.72330	1174.34961	6.61029	10.48913	42.40799	45.81790	10.24702	6.09149	50.09744	6.87059	0.11597	6.74459	6.00365
21.92163	50.64336	0.00000	8.28747	7.2278	6.98911	1078.29904	10.32269	10.00831	51.33879	61.77231	6.73059	7.10154	58.68933	7.05953	1.47535	7.27413	7.88425
28.51537	43.1122	0.00000	5.52013	12.38878	9.81209	1119.41511	5.43404	10.96521	57.24590	52.32961	8.83562	7.71415	45.76012	6.65605	0.08217	8.58053	5.67068
12.59172	-7.60361	0.00000	9.02604	37.00438	9.64872	1098.61522	10.72632	7.93924	33.11221	52.31179	6.14499	6.78092	46.94650	5.82072	2.19198	8.80229	9.94963
6.48507	48.43174	1.00000	8.13953	17.8031	5.89616	1072.66317		9.47863	27.92630	22.87248	5.82100	7.51703	47.44438	8.39119	0.18752	8.51238	6.35690
29.35081	38.10558	1.00000	6.85227	-1.86343	8.55111	1088.77595	7.57852	7.65198	46.29143	45.53247	8.36593	9.31595	68.66793	7.86202	0.15568	9.34967	6.04843
16.60046	40.87363	0.00000	7.60784	14.34085	5.14330	1079.96777	9.95550	5.44849	21.51957	41.45612	6.41937	7.49496	74.37050	6.59502	1.05894	7.54812	8.22857
3.38114	60.2052	1.00000	6.38112	24.6522	8.59248	1134.75141	5.17452	10.02873	27.34683	49.06181	9.36868	6.92465	68.88445		0.05074	8.89007	5.66158
14.02829	60.2052	0.00000	6.56845	24.6522	2.90849	1144.46616	5.13453	2.72627	41.17157	43.12463	8.88720	6.39834	31.24087	8.22807	0.04391	5.98382	10.01620
29.77961	39.08367	1.00000	8.29630	-84.50855	7.01983	1097.82882	11.08051	5.44874	64.98433	49.78501	7.39822	5.86401	57.51551	9.96890	3.04207	7.55947	7.31008
25.52684	50.80904	0.00000	7.45842	8.77069	9.64206	1055.77879	7.71370	9.12794	55.93496	65.83432	5.47218	6.80917	48.30733	7.55567	0.20761	4.03892	9.00710
15.38642	-25.42944	0.00000	8.98639	-50.00639	8.31211	1057.40322	6.41649	8.68904	57.83704	58.15831	6.78631	5.82963	55.77377	7.21378	0.13396	9.16427	7.53008
-1.67464	10.58806	0.00000	6.28121	77.24779	9.04752	1104.52558	5.61147	8.79431	51.80509	54.31498	9.06044	8.36817	49.66161	8.36028	0.05798	8.70049	4.73277
1.80813	35.82756	1.00000	7.40303	137.95378	5.63070	1194.31635	6.37039	7.76779	50.84640	50.16483	7.19014	6.12103	48.57772	6.89788	0.12801	8.96809	7.17040
7.27502	-37.9	1.00000	6.42694	145.18333	7.16063	1174.01467	4.41513	9.53265	58.32320	55.70292	4.39559	6.78189	55.74492	7.05219	0.08374	9.98450	5.64241
32.14315	33.35283	1.00000	8.65544	-111.78903	6.62357	1089.74966	5.48623	8.36306	36.04238	48.19055	5.56131	7.58188	65.73901	7.47461	0.07615	9.33142	6.35713
5.58590	10.20898	0.00000	7.90708	123.758	7.00734	1169.03341	8.57442	10.07426	63.07739	30.83511	4.94726	7.77950	48.57322	7.43166	0.34032	7.12603	7.98363
