revision	station	QoS	latitude	location	longitude
29 Dec 2016	Pingyi	accep	35.50056	Asia/Shanghai	117.63083
2016/06/21	Burgos	excellent	15.72892	Asia/Manila	120.57224
2018-06-01	Siegburg	accep	50.80019	Europe/Berlin	7.20769
2022/07/04	Kanganpur	good	30.76468	Asia/Karachi	74.12286
2017-06-28	Burscheid	building	51.08468	Europe/Berlin	7.11393
2015-03-29	Tyoply Stan	average	55.62047	Europe/Moscow	37.49338
27 Aug 2020	Gilbert	accep	33.35283	America/Phoenix	-111.78903
15 Aug 2014	Lesozavodsk	accep	45.47885	Asia/Vladivostok	133.42825
06/23/2019, 00:00:00	El Achir	accep	36.06386	Africa/Algiers	4.62744
2016/12/08	Sakaraha	accep	-22.9	Indian/Antananarivo	44.53333
11 Feb 2022	Acaponeta	accep	22.49396	America/Mazatlan	-105.36369
22 Apr 2021	Varadero	average	23.15678	America/Havana	-81.24441
06 Sep 2013	Muncar	excellent	-8.43333	Asia/Jakarta	114.33333
2020-07-17	Mongo	good	12.18441	Africa/Ndjamena	18.69303
07 Aug 2015	Durazno	excellent	-33.38056	America/Montevideo	-56.52361
2014-02-09	Kent	maintenance	47.38093	America/Los_Angeles	-122.23484
08 Feb 2018	Kamina	excellent	-8.73508	Africa/Lubumbashi	24.99798
2018-05-06	Ajaccio	average	41.91886	Europe/Paris	8.73812
2018-12-10	Idenao	average	4.2475	Africa/Douala	9.00472
24 Apr 2019	Morningside Heights	excellent	40.81	America/New_York	-73.9625
2015/09/21	Oaxaca	accep	17.06542	America/Mexico_City	-96.72365
2020-05-05	Nanpiao	building	41.09822	Asia/Shanghai	120.74792
2016/10/15	Kampung Ayer Molek	accep	2.2139	Asia/Kuala_Lumpur	102.3278
01/28/2016, 00:00:00	Bijeljina	good	44.75874	Europe/Sarajevo	19.21437
17 Feb 2019	Caldas Novas	good	-17.74431	America/Sao_Paulo	-48.62789
13 Mar 2019	Bothell	accep	47.76232	America/Los_Angeles	-122.2054
2021/05/08	Charlottenburg-Nord	building	52.53048	Europe/Berlin	13.29371
2014/06/30	Schererville	good	41.47892	America/Chicago	-87.45476
2017/10/09	Kenda	building	23.1959	Asia/Kolkata	86.51499
2021-01-31	Mianwali	average	32.57756	Asia/Karachi	71.52847
07/02/2014, 00:00:00	Barmbek-Nord	building	53.6052	Europe/Berlin	10.03988
08/29/2016, 00:00:00	Kovylkino	excellent	54.03876	Europe/Moscow	43.91385
2019/02/19	Minokamo	average	35.48199	Asia/Tokyo	137.02166
19 Aug 2015	Temara	maintenance	33.92866	Africa/Casablanca	-6.90656
28 Dec 2017	Ataq	average	14.53767	Asia/Aden	46.83187
09/18/2018, 00:00:00	Yakuplu	average	40.98894	Europe/Istanbul	28.67582
2017/09/29	Goyang-si	good	37.65639	Asia/Seoul	126.835
2022-05-01	Sungurlu	accep	40.1675	Europe/Istanbul	34.37389
2013/05/29	Busia	accep	0.46005	Africa/Nairobi	34.11169
15 Aug 2017	Hita	excellent	33.3213	Asia/Tokyo	130.94098
2013-02-02	Morningside Heights	excellent	40.81	America/New_York	-73.9625
11/08/2020, 00:00:00	Gonesse	building	48.98693	Europe/Paris	2.44892
2021/09/02	Rajaori	average	33.37526	Asia/Kolkata	74.3092
2014-05-03	Espoo	excellent	60.2052	Europe/Helsinki	24.6522
14 Oct 2014	Roslavl’	average	53.95278	Europe/Moscow	32.86389
12/23/2021, 00:00:00	Wittenau	excellent	52.59319	Europe/Berlin	13.32127
07 Feb 2014	Randudongkal	good	-7.0981	Asia/Jakarta	109.3243
2021/12/12	Aguilares	maintenance	-27.4338	America/Argentina/Tucuman	-65.61427
2018/09/07	Nowra	accep	-34.88422	Australia/Sydney	150.60036
2021/12/31	Nowra	average	-34.88422	Australia/Sydney	150.60036
2022-01-10	Parola	accep	20.88098	Asia/Kolkata	75.11937
2018-01-09	Covington	average	39.08367	America/New_York	-84.50855
03/29/2014, 00:00:00	Darreh Shahr	maintenance	33.14447	Asia/Tehran	47.3799
2016/12/17	Astara	average	38.45598	Asia/Baku	48.87498
02/09/2021, 00:00:00	South Lawndale	excellent	41.84364	America/Chicago	-87.71255
2022/02/06	Minas de Marcona	average	-15.21194	America/Lima	-75.11028
07/12/2018, 00:00:00	Newburgh	building	41.50343	America/New_York	-74.01042
2019-04-30	Oktyabr’skiy	good	54.48147	Asia/Yekaterinburg	53.47103
2020/10/08	Dombivli	excellent	19.21667	Asia/Kolkata	73.08333
08/11/2022, 00:00:00	Sydney	maintenance	46.1351	America/Glace_Bay	-60.1831
04/07/2015, 00:00:00	Montana	good	43.4125	Europe/Sofia	23.225
02 Oct 2015	Colomiers	accep	43.61058	Europe/Paris	1.33467
07/21/2015, 00:00:00	Idenao	excellent	4.2475	Africa/Douala	9.00472
19 Mar 2022	Freetown	building	8.48714	Africa/Freetown	-13.2356
28 Aug 2013	Reutlingen	building	48.49144	Europe/Berlin	9.20427
20 Apr 2020	Ilopango	average	13.70167	America/El_Salvador	-89.10944
2016/07/24	Westchester	excellent	41.85059	America/Chicago	-87.882
14 Apr 2019	Nayoro	good	44.35056	Asia/Tokyo	142.45778
10/29/2021, 00:00:00	Dax	excellent	43.71032	Europe/Paris	-1.05366
16 Aug 2019	Lesnoy	building	58.63667	Asia/Yekaterinburg	59.80222
22 Nov 2019	Kahului	average	20.88953	Pacific/Honolulu	-156.47432
2021/11/17	Petrozavodsk	average	61.78491	Europe/Moscow	34.34691
2019/05/01	Bobigny	accep	48.90982	Europe/Paris	2.45012
2018/08/16	Ambatondrazaka	maintenance	-17.83333	Indian/Antananarivo	48.41667
2016/09/16	Chilibre	maintenance	9.15093	America/Panama	-79.62098
2012-10-30	Carlos Barbosa	accep	-29.2975	America/Sao_Paulo	-51.50361
12 Feb 2022	Walsrode	good	52.86147	Europe/Berlin	9.5926
02/14/2018, 00:00:00	Majene	excellent	-3.5403	Asia/Makassar	118.9707
09 Dec 2018	Cavaillon	building	43.83125	Europe/Paris	5.03586
11/10/2021, 00:00:00	Nizhniy Lomov	accep	53.53041	Europe/Moscow	43.67663
2015-04-19	Meerut	good	28.98002	Asia/Kolkata	77.70636
2016/01/14	Indio	accep	33.7207	America/Los_Angeles	-116.21677
2019-06-12	Shahre Jadide Andisheh	average	35.6803	Asia/Tehran	51.0193
28 Jul 2016	Gudermes	excellent	43.35071	Europe/Moscow	46.10925
04/18/2020, 00:00:00	Mira Mesa	average	32.9156	America/Los_Angeles	-117.14392
2022-05-24	Barneveld	average	52.14	Europe/Amsterdam	5.58472
09/20/2016, 00:00:00	Zhoushan	maintenance	29.98869	Asia/Shanghai	122.20488
11/24/2016, 00:00:00	Emmeloord	average	52.71083	Europe/Amsterdam	5.74861
2016/04/20	Shepetivka	average	50.18545	Europe/Kiev	27.06365
21 Dec 2012	Thenia	maintenance	36.72544	Africa/Algiers	3.55665
2016/01/30	Kasangulu	accep	-4.5833	Africa/Kinshasa	15.16554
09/24/2019, 00:00:00	Port Huron	good	42.97086	America/Detroit	-82.42491
10/10/2019, 00:00:00	Bar-le-Duc	maintenance	48.77275	Europe/Paris	5.16108
09/03/2013, 00:00:00	Kundla	building	21.34222	Asia/Kolkata	71.30633
2016/07/14	Markham	good	43.86682	America/Toronto	-79.2663
21 May 2013	Gandia	excellent	38.96667	Europe/Madrid	-0.18333
02 Jan 2021	Novosilikatnyy	excellent	53.30972	Asia/Barnaul	83.62389
11 Jun 2013	Greenpoint	accep	40.72371	America/New_York	-73.95097
07/14/2022, 00:00:00	Brunswick	good	43.91452	America/New_York	-69.96533
2017-12-05	Copperas Cove	average	31.12406	America/Chicago	-97.90308
2018-07-11	Majene	excellent	-3.5403	Asia/Makassar	118.9707
2018/12/22	Bachhraon	good	28.92694	Asia/Kolkata	78.23456
2014/09/29	Privolzhskiy	average	51.40944	Europe/Saratov	46.04833
2014-10-07	Glendale	accep	34.14251	America/Los_Angeles	-118.25508
2021-08-06	Budva	excellent	42.28639	Europe/Podgorica	18.84
12/25/2019, 00:00:00	Leland	accep	34.25628	America/New_York	-78.04471
20 Nov 2013	Eisen	accep	36.82167	Asia/Seoul	128.63083
09/30/2016, 00:00:00	Kot Addu	maintenance	30.46907	Asia/Karachi	70.96699
2020-02-28	Custoias	good	41.1053	Europe/Lisbon	-7.32097
2015-06-23	Kudus	average	-6.8048	Asia/Jakarta	110.8405
04 Jun 2021	Barpeta	building	26.32293	Asia/Kolkata	91.00632
2013-08-04	Tinaquillo	good	9.91861	America/Caracas	-68.30472
01/20/2015, 00:00:00	Tyler	excellent	32.35126	America/Chicago	-95.30106
06/14/2018, 00:00:00	Willetton	accep	-32.05251	Australia/Perth	115.88782
06/30/2021, 00:00:00	Bhit Shah	maitennce	25.80565	Asia/Karachi	68.49143
02/14/2017, 00:00:00	Dahlem	good	52.4581	Europe/Berlin	13.28702
09/18/2018, 00:00:00	Darreh Shahr	average	33.14447	Asia/Tehran	47.3799
11/23/2013, 00:00:00	Zaysan	accep	47.46657	Asia/Almaty	84.87144
03/10/2014, 00:00:00	Gua Musang	building	4.88441	Asia/Kuala_Lumpur	101.96857
31 Mar 2020	Jaruco	excellent	23.04419	America/Havana	-82.00919
2014/03/04	Saint-Omer	average	50.75	Europe/Paris	2.25
29 Oct 2021	Fairview Heights	average	38.58894	America/Chicago	-89.99038
31 Mar 2022	Toyokawa	building	34.81667	Asia/Tokyo	137.4
11/11/2016, 00:00:00	Colomiers	maintenance	43.61058	Europe/Paris	1.33467
2013-06-14	Ajdabiya	average	30.75545	Africa/Tripoli	20.22625
2019-09-07	Dyat’kovo	accep	53.59782	Europe/Moscow	34.33825
08/24/2020, 00:00:00	Agrigento	maintenance	37.31065	Europe/Rome	13.57661
2014/07/31	Dharmapuri	excellent	12.1277	Asia/Kolkata	78.15794
21 Mar 2019	Mesagne	building	40.55851	Europe/Rome	17.80774
11/15/2019, 00:00:00	Artur Nogueira	average	-22.57306	America/Sao_Paulo	-47.1725
22 Apr 2021	Culemborg	excellent	51.955	Europe/Amsterdam	5.22778
02/07/2017, 00:00:00	Montana	average	43.4125	Europe/Sofia	23.225
2019-09-15	Kitgum	excellent	3.27833	Africa/Kampala	32.88667
28 Jun 2022	Onex	good	46.18396	Europe/Zurich	6.10237
02 Aug 2018	Rutland	average	43.61062	America/New_York	-72.97261
2020/06/11	Hlohovec	maintenance	48.43174	Europe/Bratislava	17.8031
01/13/2014, 00:00:00	Ukmerge	average	55.25	Europe/Vilnius	24.75
05/15/2015, 00:00:00	Cheraga	accep	36.76775	Africa/Algiers	2.95924
14 Aug 2018	Itabirito	building	-20.25333	America/Sao_Paulo	-43.80139
2021-06-23	Greenfield	average	39.78504	America/Indiana/Indianapolis	-85.76942
16 Dec 2014	Shagamu	maintenance	6.8485	Africa/Lagos	3.64633
2012/12/17	Dyat’kovo	average	53.59782	Europe/Moscow	34.33825
05 Aug 2018	Middletown	excellent	41.54566	America/New_York	-71.29144
2017-01-15	Busia	excellent	0.46005	Africa/Nairobi	34.11169
2019/03/01	Guyong	good	14.8361	Asia/Manila	120.97844
2016/07/25	Kantharalak	average	14.64056	Asia/Bangkok	104.64992
14 May 2019	Great Wyrley	average	52.66277	Europe/London	-2.01111
03/27/2014, 00:00:00	Mirriah	excellent	13.70727	Africa/Niamey	9.15013
04/02/2021, 00:00:00	Palmeira	average	-25.42944	America/Sao_Paulo	-50.00639
2019/12/14	Lanciano	excellent	42.22718	Europe/Rome	14.39024
22 Apr 2016	Carindale	excellent	-27.50578	Australia/Brisbane	153.10236
2014-01-30	Peabody	maintenance	42.52787	America/New_York	-70.92866
2020-10-24	Frenda	excellent	35.06544	Africa/Algiers	1.04945
12 Nov 2017	Belle Glade	average	26.68451	America/New_York	-80.66756
06 Apr 2020	Arua	average	3.02013	Africa/Kampala	30.91105
2016/04/19	Petrozavodsk	excellent	61.78491	Europe/Moscow	34.34691
07/27/2017, 00:00:00	Dax	average	43.71032	Europe/Paris	-1.05366
05/14/2021, 00:00:00	Pekanbaru	accep	0.51667	Asia/Jakarta	101.44167
2019-09-18	New Kingston	excellent	18.00747	America/Jamaica	-76.78319
12/12/2021, 00:00:00	Kulai	good	1.6561	Asia/Kuala_Lumpur	103.6032
03/03/2017, 00:00:00	Ulu Tiram	accep	1.6	Asia/Kuala_Lumpur	103.81667
07 Mar 2014	Sankt Peter	average	47.05	Europe/Vienna	15.46667
05/14/2020, 00:00:00	Aklera	accep	24.41288	Asia/Kolkata	76.56719
2015/02/06	Jinotepe	excellent	11.84962	America/Managua	-86.19903
25 Apr 2022	Grand Forks	good	47.92526	America/Chicago	-97.03285
06 Jul 2020	Cardedeu	accep	41.63976	Europe/Madrid	2.35739
2012/10/07	Rangia	maintenance	26.44931	Asia/Kolkata	91.61356
07/23/2018, 00:00:00	Bhuban	maintenance	20.88197	Asia/Kolkata	85.83334
23 Jun 2015	Serinhisar	excellent	37.58105	Europe/Istanbul	29.26639
2013-04-13	Vahdat	excellent	38.55632	Asia/Dushanbe	69.01354
2012-11-30	Mexborough	building	53.49389	Europe/London	-1.29243
04 Oct 2019	Talisay	good	10.7375	Asia/Manila	122.9666
27 Mar 2019	La Victoria	building	10.22677	America/Caracas	-67.33122
09 Apr 2022	Maspalomas	maitennce	27.76056	Atlantic/Canary	-15.58602
17 Jul 2018	Beni Khiar	building	36.46917	Africa/Tunis	10.78222
06/15/2021, 00:00:00	Karlovy Vary	average	50.23271	Europe/Prague	12.87117
2015/10/13	Arbroath	good	56.56317	Europe/London	-2.58736
04 Dec 2019	Puerto Colombia	good	10.98778	America/Bogota	-74.95472
2020-04-07	Sorsogon	average	12.97389	Asia/Manila	123.99333
11/08/2019, 00:00:00	Parola	accep	20.88098	Asia/Kolkata	75.11937
23 Oct 2015	Damnoen Saduak	average	13.51825	Asia/Bangkok	99.95469
25 Oct 2012	Francavilla Fontana	maintenance	40.53123	Europe/Rome	17.58522
12 Oct 2017	Roseto degli Abruzzi	good	42.67164	Europe/Rome	14.01481
23 Feb 2021	Lagos	excellent	6.45407	Africa/Lagos	3.39467
2019-06-04	Mexborough	good	53.49389	Europe/London	-1.29243
2015-09-07	Hudiksvall	maintenance	61.72744	Europe/Stockholm	17.10558
2021/07/27	El Copey	maitennce	10.15031	America/Bogota	-73.9614
2013-01-13	Rafaela	excellent	-31.25033	America/Argentina/Cordoba	-61.4867
2018-07-10	Jaruco	average	23.04419	America/Havana	-82.00919
2018-10-16	Santa Maria	building	34.95303	America/Los_Angeles	-120.43572
01 Aug 2019	Nayoro	maintenance	44.35056	Asia/Tokyo	142.45778
06 Jul 2017	Calangute	accep	15.5439	Asia/Kolkata	73.7553
2019-03-05	Zvenihorodka	good	49.07866	Europe/Kiev	30.96755
07/03/2015, 00:00:00	Changshu City	excellent	31.64615	Asia/Shanghai	120.74221
03/02/2021, 00:00:00	Xiangtan	excellent	27.85	Asia/Shanghai	112.9
03/06/2019, 00:00:00	Solntsevo	excellent	55.63711	Europe/Moscow	37.38115
07/05/2018, 00:00:00	Sainte-Catherine	maitennce	45.40008	America/Toronto	-73.58248
27 Dec 2015	Catende	average	-8.66667	America/Recife	-35.71667
2019-06-26	el Camp de l'Arpa del Clot	excellent	41.41204	Europe/Madrid	2.18247
22 Mar 2021	Santa Cruz de Barahona	average	18.20854	America/Santo_Domingo	-71.10077
06 Jul 2015	Gainesville	good	29.65163	America/New_York	-82.32483
2014/07/15	Bhuban	building	20.88197	Asia/Kolkata	85.83334
01/24/2016, 00:00:00	Gaziantep	building	37.05944	Europe/Istanbul	37.3825
26 Apr 2020	Maspalomas	excellent	27.76056	Atlantic/Canary	-15.58602
2019/03/09	Naga	maintenance	10.20898	Asia/Manila	123.758
2015-03-16	Tortona	accep	44.89784	Europe/Rome	8.86374
27 Jun 2018	Sun City Center	maintenance	27.71809	America/New_York	-82.35176
10 Jul 2016	Karben	maintenance	50.23019	Europe/Berlin	8.77155
08/09/2015, 00:00:00	Barra dos Coqueiros	accep	-10.90889	America/Maceio	-37.03861
10/15/2020, 00:00:00	Casa Blanca	accep	19.04222	America/Mexico_City	-98.11889
10 Nov 2013	Independence	maintenance	39.09112	America/Chicago	-94.41551
30 Mar 2014	Shagamu	maintenance	6.8485	Africa/Lagos	3.64633
05/22/2019, 00:00:00	Moga	maintenance	30.81383	Asia/Kolkata	75.16878
2015-12-20	Norwalk	excellent	41.24255	America/New_York	-82.61573
13 May 2018	Buynaksk	excellent	42.819	Europe/Moscow	47.1192
2019/04/02	Willetton	good	-32.05251	Australia/Perth	115.88782
2020/08/09	Imbituba	average	-28.24	America/Sao_Paulo	-48.67028
2017-05-26	Hlohovec	average	48.43174	Europe/Bratislava	17.8031
2016/04/27	Martinsburg	acceptable	39.45621	America/New_York	-77.96389
03/13/2017, 00:00:00	Pekanbaru	excellent	0.51667	Asia/Jakarta	101.44167
2021-07-29	Lagarto	average	-10.91722	America/Maceio	-37.65
2017/05/27	Chacabuco	excellent	-34.64167	America/Argentina/Buenos_Aires	-60.47389
09/23/2016, 00:00:00	Jackson	good	35.61452	America/Chicago	-88.81395
2016-01-13	Aguilares	building	-27.4338	America/Argentina/Tucuman	-65.61427
06/03/2017, 00:00:00	Stuttgart	building	48.78232	Europe/Berlin	9.17702
05/16/2016, 00:00:00	Keizer	excellent	44.99012	America/Los_Angeles	-123.02621
22 Jun 2016	Split	average	43.50891	Europe/Zagreb	16.43915
2015/05/05	Simpang	building	-1.26424	Asia/Jakarta	104.09701
2017-04-09	Patti	accep	31.28092	Asia/Kolkata	74.85849
30 Sep 2021	Lesnoy	accep	58.63667	Asia/Yekaterinburg	59.80222
2016/01/13	Maspalomas	average	27.76056	Atlantic/Canary	-15.58602
10 Nov 2019	Ventimiglia	average	43.78956	Europe/Rome	7.60872
2021-06-23	Casa Blanca	good	19.04222	America/Mexico_City	-98.11889
14 Jan 2016	Qadirpur Ran	average	30.29184	Asia/Karachi	71.67164
12/09/2020, 00:00:00	Tianfu	good	37.19723	Asia/Shanghai	122.05228
2016/07/15	Dehiwala-Mount Lavinia	maintenance	6.84019	Asia/Colombo	79.87116
2021-04-08	Tongelre	good	51.44889	Europe/Amsterdam	5.51978
2014/05/23	Osmanabad	average	18.18158	Asia/Kolkata	76.03889
2021-09-17	North Tustin	average	33.76446	America/Los_Angeles	-117.79394
2016-01-17	Kendall	accep	25.67927	America/New_York	-80.31727
2018-10-22	Hartley	excellent	51.38673	Europe/London	0.30367
30 Jun 2022	Morningside Heights	maintenance	40.81	America/New_York	-73.9625
2021/01/06	Hutchinson	accep	38.06084	America/Chicago	-97.92977
05/02/2013, 00:00:00	Muncar	accep	-8.43333	Asia/Jakarta	114.33333
11 Jan 2014	Salima	excellent	-13.7804	Africa/Blantyre	34.4587
10/25/2014, 00:00:00	Norco	good	33.93113	America/Los_Angeles	-117.54866
2022-08-03	Leland	building	34.25628	America/New_York	-78.04471
2021/04/18	Carindale	accep	-27.50578	Australia/Brisbane	153.10236
2022/06/05	Teghra	excellent	25.49043	Asia/Kolkata	85.94001
2019-07-19	Sojat	good	25.92493	Asia/Kolkata	73.66633
12/13/2020, 00:00:00	Ina	excellent	35.82756	Asia/Tokyo	137.95378
2017-04-04	Les Olives	average	43.32393	Europe/Paris	5.4584
01/23/2014, 00:00:00	Gisborne	excellent	-38.65333	Pacific/Auckland	178.00417
2014/12/10	Fitchburg	maintenance	42.58342	America/New_York	-71.8023
09/03/2014, 00:00:00	Vestavia Hills	maintenance	33.44872	America/Chicago	-86.78777
10/05/2013, 00:00:00	Teluk Intan	excellent	4.02219	Asia/Kuala_Lumpur	101.02083
2013-06-11	Palestine	excellent	31.76212	America/Chicago	-95.63079
2018-08-05	Cypress Hills	good	40.67705	America/New_York	-73.89125
2017-07-15	Camayenne	average	9.535	Africa/Conakry	-13.68778
10 Aug 2015	Sheoganj	average	25.13915	Asia/Kolkata	73.06784
09/20/2015, 00:00:00	Hutchinson	excellent	38.06084	America/Chicago	-97.92977
2020-11-21	Ken Caryl	accep	39.57582	America/Denver	-105.11221
03/22/2015, 00:00:00	Yao	accep	34.61667	Asia/Tokyo	135.6
2017/04/07	Udumalaippettai	good	10.58806	Asia/Kolkata	77.24779
13 Jan 2013	Port Richmond	accep	40.63316	America/New_York	-74.13653
10 Mar 2016	Teghra	excellent	25.49043	Asia/Kolkata	85.94001
2019/08/06	San Jose	average	12.35275	Asia/Manila	121.06761
05/19/2022, 00:00:00	South Whittier	average	33.95015	America/Los_Angeles	-118.03917
12/13/2020, 00:00:00	Cheraga	maintenance	36.76775	Africa/Algiers	2.95924
2021/05/28	Recodo	accep	6.95194	Asia/Manila	121.96361
25 Nov 2020	Glogovac	good	42.62833	Europe/Belgrade	20.89389
2020/08/01	Saraktash	building	51.78771	Asia/Yekaterinburg	56.36091
03/14/2019, 00:00:00	Mudanya	maintenance	40.37528	Europe/Istanbul	28.88222
2016-01-19	Malnate	excellent	45.79377	Europe/Rome	8.88104
24 Dec 2016	Aleshtar	good	33.86419	Asia/Tehran	48.26258
02 Dec 2016	Andijon	good	40.78206	Asia/Tashkent	72.34424
2019-10-15	Rosedale	good	39.32011	America/New_York	-76.51552
14 Feb 2013	Kashipur	building	29.21399	Asia/Kolkata	78.95693
2012/11/16	Agrigento	accep	37.31065	Europe/Rome	13.57661
2016-10-14	Searcy	accep	35.25064	America/Chicago	-91.73625
2019-12-28	Harrisburg	good	40.2737	America/New_York	-76.88442
2016-05-01	Devizes	accep	51.35084	Europe/London	-1.99421
2014/06/20	Hoogezand	maintenance	53.16167	Europe/Amsterdam	6.76111
12 Dec 2017	Redding	good	40.58654	America/Los_Angeles	-122.39168
12/10/2012, 00:00:00	Minokamo	average	35.48199	Asia/Tokyo	137.02166
01/30/2015, 00:00:00	Lakota	accep	5.84752	Africa/Abidjan	-5.682
2018-05-16	Bad Honnef	accep	50.64336	Europe/Berlin	7.2278
07/04/2017, 00:00:00	Buri	good	-23.7975	America/Sao_Paulo	-48.59278
08/22/2015, 00:00:00	Sremska Mitrovica	excellent	44.97639	Europe/Belgrade	19.61222
02/22/2015, 00:00:00	Messaad	excellent	34.15429	Africa/Algiers	3.50309
08/09/2017, 00:00:00	Caldas Novas	excellent	-17.74431	America/Sao_Paulo	-48.62789
11 May 2022	Castelfranco Emilia	building	44.59445	Europe/Rome	11.04979
03/08/2016, 00:00:00	Marburg an der Lahn	average	50.80904	Europe/Berlin	8.77069
07 Apr 2016	Brzeg	excellent	50.86079	Europe/Warsaw	17.4674
16 May 2015	Hechingen	accep	48.35149	Europe/Berlin	8.96317
2018-10-27	Sasayama	building	35.06667	Asia/Tokyo	135.21667
28 Jan 2017	Robertsonpet	maintenance	12.95629	Asia/Kolkata	78.27539
2018/08/13	Tupiza	average	-21.44345	America/La_Paz	-65.71875
15 Dec 2019	Ajaccio	average	41.91886	Europe/Paris	8.73812
06/29/2013, 00:00:00	Aytos	average	42.7	Europe/Sofia	27.25
2014/05/24	Simpang	building	-1.26424	Asia/Jakarta	104.09701
23 Jan 2015	Kati	building	12.74409	Africa/Bamako	-8.07257
28 Dec 2015	Casa Blanca	accep	19.04222	America/Mexico_City	-98.11889
27 Nov 2019	Moga	good	30.81383	Asia/Kolkata	75.16878
12/28/2018, 00:00:00	Keizer	good	44.99012	America/Los_Angeles	-123.02621
2012-12-16	Schleswig	accep	54.52156	Europe/Berlin	9.5586
2018/03/29	Dumont	excellent	40.94065	America/New_York	-73.99681
07/02/2014, 00:00:00	Pfullingen	accep	48.46458	Europe/Berlin	9.22796
10/20/2016, 00:00:00	Burscheid	accep	51.08468	Europe/Berlin	7.11393
