PM10	NH3	warning	H2CO	SO2	TEMP	C2H3NO5	Pb	NOx	PM2.5	latitude	PRES	longitude	CH4	PAHs	CFCs	CO	O3
10.88852	7.38256	0.00000	32.15825	6.56291	7.43224	0.58495	24.62155	5.08121	7.57405	43.50891	1136.75468	16.43915	7.14349	6.57865	57.33101	8.50082	7.71397
6.87285	8.83016	1.00000	56.30625	9.62788	-0.06203	0.03032	33.27786	7.25517	8.51893	15.45144	1153.82201	78.14797	9.29282	5.16797	57.08112	9.29600	6.87622
7.03584	8.12984	1.00000	52.62519	9.49620	19.79522	0.03689	32.57346	7.24367	8.49883	36	1097.87670	139.55722	5.42414	7.06336	33.57003	7.19287	10.10809
10.45903	7.01905	0.00000	45.07826	5.87610	17.43364	0.38900	40.34009	6.55650	8.84443	40.65538	1070.51447	-74.38987	8.95028	7.23911	69.86408	9.23134	6.97360
7.88045	7.55151	1.00000	43.30602	8.99005	22.93361	0.04527	56.60612	8.81097	5.67256	60.97944	1146.66034	76.92421	6.65852	6.37539	48.74151	7.90250	5.97361
12.93237	6.76835	0.00000	42.29656	12.20769	22.53548	4.32628	42.78694	7.00714	9.08450	45.40008	1057.03290	-73.58248	7.25223	7.31948	38.92703	3.44676	8.15130
4.58246	8.27408	1.00000	71.39845	10.34531	11.76425	0.02550	31.98976	6.72626	6.63133	-21.44345	1070.42949	-65.71875	8.26532	6.84479	61.75748	8.58396	7.68026
6.08327	5.59885	1.00000	62.88228	10.67347	23.09363	0.01800	48.90172	6.47982	7.35881	61.72744	1184.88573	17.10558	9.56790	5.23262	50.25733	6.37020	7.41433
6.31933	7.59143	1.00000	67.56476	9.50832	19.76552	0.03376	74.88310	5.00393	7.89560	-11.94306	1095.59230	-76.70944	8.96778	7.31771	48.59021	7.27902	7.58600
6.45155	7.44970	1.00000	44.07334	10.10628	21.13905	0.02705	21.15421	6.71566	6.60302	51.82721	1103.13647	107.60627	6.47666	8.46157	83.41743	9.74430	6.59410
6.19166	7.38235	0.00000	59.01937	9.12399		0.01682	60.62391	7.41238	7.77527	44.85278	1198.30927	65.50917	7.40660	6.52066	51.86188	9.57964	8.07143
6.31905	8.07584	1.00000	44.72381	9.17649	15.47608	0.02614	46.78365	7.42781	7.98982	33.98154	1090.39026	-81.23621	7.37149	4.59044	30.28087	8.42679	7.52773
10.54351	7.76603	0.00000	64.24521	8.47381	5.73658	0.41547	61.36827	10.32214	7.47534	-7.60361	1095.77713	37.00438	9.01870	4.58587	41.95987	7.24384	6.99708
4.63535	8.61886	1.00000	41.07666	10.59117	24.18690	0.02594	37.25831	4.46857	8.69120	51.38673	1186.76475	0.30367	9.57823	5.06239	39.52503	7.38623	6.91092
7.71805	6.16980	0.00000	44.59533	7.72399	17.59713	0.03354	49.26323	8.55426	8.16481	35	1114.49098	136.51667	7.52343	6.47924	53.72121	10.39279	8.56005
7.25774	6.52385	1.00000	47.51187	8.83127	6.42359	0.03691	35.10539	5.97506	8.46262	46.32313	1074.84932	-0.45877	7.08250	8.73571	68.85914	6.18601	7.86528
6.90085	8.20364	1.00000	54.43012	9.38044	31.12471	0.02799	21.34625	7.48349	8.29705	29.65163	1074.20854	-82.32483	8.67621	9.43155	42.62737	9.91026	8.30368
9.74365	7.16906	0.00000	39.96291	8.61753	23.25620	0.20302	51.85667	10.07223	6.75003	28.54944	1184.15322	-81.77285	8.01980	4.67189	51.46309	8.64203	7.66587
9.18146	5.66419	0.00000	30.85005	10.04450	14.08839	0.12038	49.62135	9.93368	7.25138	41.50343	1192.17174	-74.01042	8.10608	7.45728	49.99727	5.85323	8.90812
7.90960	6.41818	0.00000	61.49683	5.44425	-1.97582	0.05242	42.95627	6.89461	8.20386	-7.51611	1175.03571	109.05389	9.18424	6.30941	57.78538	9.92186	8.21151
8.02271	5.29637	1.00000	38.85964	9.61094	22.65157	0.06384	58.51556	6.72593	8.87941	40.82232	1192.65595	-74.15987	7.04254	11.51487	45.31957	8.31453	8.26008
8.43046	4.72520	1.00000	51.27314	7.75344	24.16429	0.06734	59.89555	7.83346	9.22979	-23.44361	1137.73254	-51.87389	6.36250	9.38650	32.20364	8.58135	9.07799
7.11572	5.32312	1.00000	42.26096	9.71674	17.36314	0.02772	54.34506	5.40470	7.63941	55.62047	1161.28813	37.49338	7.42033	11.53506	44.23410	8.81829	6.55754
7.40920	6.55771	1.00000	24.03754	9.63573	12.72607	0.04279	48.63681	8.23975	7.13844	23.5654	1145.27248	119.58627	8.84288	8.19017	37.67302	8.54613	9.04980
7.85180	6.50209	0.00000	49.63500	7.53113	10.40676	0.05436	54.53314	12.34575	7.93598	33.93113	1147.36917	-117.54866	9.73097	4.63070	69.06053	10.22390	8.30806
6.56302	7.83133	1.00000	55.18385	9.02232	35.32570	0.04181	37.40068	7.63521	7.78174	-38.65333	1134.34530	178.00417	8.58300	7.88850	71.35102	9.68104	9.40392
6.80957	6.25607	1.00000	38.53928	11.40524	13.34131	0.02500	55.92757	5.70135	9.52278	51.65333	1124.02039	5.2875	8.45692	7.13155	34.22384	6.57645	7.36838
6.45534	7.74272	1.00000	47.37453	8.66707	21.99477	0.02231	45.74769	6.41855	7.17844	12.25282	1081.60735	79.41727	8.96465	6.02655	55.54661	7.94509	6.84770
8.22242	4.55725	1.00000	22.74130	9.14373	14.77456	0.05813	58.29651	8.74729	8.95067	12.97389	1195.83413	123.99333	9.04041	9.01808	22.27103	6.33838	8.34940
9.35840	8.20576	0.00000	28.16744	6.98382	22.75723	0.14007	40.58960	12.19799	6.28745	18.03496	1175.92292	-66.8499	8.14705	4.61342	46.96401	7.63503	7.50359
7.10092	7.87510	1.00000	43.19911	9.31561	29.25187	0.03108	49.11292	6.88352	7.67946	46.51872	1073.32997	86.00214	10.13656	6.77268	58.93149	7.87768	7.43294
6.98443	6.06293	1.00000	65.33415	8.96631	38.10733	0.02916	66.69592	6.82528	8.22865	0.03813	1059.50074	36.36339	8.17340	9.46516	53.02269	8.88112	8.88794
10.19968	7.04390	0.00000		9.54252	3.65217	0.29345	53.06894	10.09702	8.86668	-4.26613	1191.11344	15.28318	9.70816	7.34106	53.94426	4.95187	9.05038
9.78143	6.29234	0.00000	59.16876	10.62125	21.56253	0.20294	48.85144	7.10646	9.12133	50.80019	1193.95340	7.20769	7.37571	8.05194	36.17566	5.26089	7.36865
7.01892	6.31543	1.00000	64.12137	7.90396	15.32884	0.02777	65.60490	8.05497	7.99694	31.64615	1098.58804	120.74221	7.23326	9.67551	47.73409	7.63094	6.87270
8.89512	6.47989	0.00000	42.66228	9.12847	21.31214	0.10375	47.94663	9.09470	7.89950	37.31065	1168.94744	13.57661	8.43187	6.50886	32.09852	7.50152	7.95751
7.41160	6.22861	1.00000	48.45088	9.56871	3.50378	0.03902	37.56589	8.05474	8.35976	-25.42944	1063.40001	-50.00639	7.90777	6.40052	50.61103	6.72849	7.29995
12.18148	7.14881	0.00000	39.36683	5.20288	17.34034	2.04951	53.13232	4.13299	8.56001	48.98333	1111.58228	2.61667	7.55086	7.83822	36.48502	7.74888	8.04558
10.85781	7.06443	0.00000	57.06450	10.40222	12.27215	0.55807	52.69532	7.86888	9.87347	20.21322	1094.62142	-100.88023	7.70362	7.84984	42.72162	2.96897	8.43289
8.16666	6.27340	0.00000	62.10624	6.00448	15.33456	0.06294	34.07262	4.72130	6.29817	52.68333	1063.35709	0.93333	8.00983	7.40768	35.41172	7.91585	6.92509
7.40713	7.47273	1.00000	53.72082	9.66962	8.05619	0.03980	42.26394	6.55705	9.23175	46.08333	1186.32119	122.08333	6.70925	9.67488	67.70236	10.93086	7.13343
5.82857	5.91995	1.00000	78.08257	9.15062	5.42728	0.04091	28.54644	4.86642	6.19344	37.08819	1063.94420	-8.2503	7.15531	5.81211	53.38185	7.30705	6.18372
9.19004	6.57388	1.00000	48.22065	9.59263	20.81220	0.12772	47.87411	8.23777	7.72049	43.32686	1157.04907	-2.98884	6.51987	9.15919	65.70450	10.21096	6.77895
9.90096	5.54691	0.00000	61.58498	10.50768	4.55998	0.23340	55.42379	8.21068	6.79680	50.76306	1117.58402	-1.29772	9.25529	6.43614	59.70454	7.09240	9.09907
9.45175	9.50035	0.00000	67.92367	6.55884	20.91387	0.15742	50.81848	11.49631	8.71332	37.51803	1123.94089	15.00913	9.11313	5.47760	46.32063	6.55647	7.24333
3.86398	5.92201	1.00000	19.71994	8.80225	26.63475	0.02288	30.70501	3.59419	6.14924	51.40944	1167.25590	46.04833	8.59227	9.92971	61.41339	8.65765	8.16327
5.61209	9.10760	1.00000	35.48270	10.15897	11.62346	0.02299	45.68157	5.22425	6.31814	-36.9256	1148.70870	-73.02841	8.63919	4.52480	54.23936	9.43935	7.75176
11.94676	8.52320	0.00000	58.04652	6.01639	13.47874	1.62855	53.18593	6.38184	8.49818	29.21399	1115.93868	78.95693	7.64472	6.54599	64.00510	9.45998	7.95409
6.74816	7.41819	0.00000	59.93117	6.88788	27.34125	0.03928	64.47225	9.17533	9.18700	-34.64167	1176.99472	-60.47389	8.02343	5.42966	49.85591	10.70792	7.64049
7.55904	3.46736	1.00000	58.12548	9.80377	15.15661	0.04268	63.03834	6.51031	9.39923	35.20889	1081.95001	111.73861	7.15428	7.52285	49.26728	5.48281	5.37516
6.09337	4.57413	0.00000	58.33077	6.78827	25.79511	0.02709	41.39933	6.79080	8.39807	34.61667	1110.77249	135.6	8.83175	6.56358	48.77712	9.29153	8.12105
6.68400	6.09930	1.00000	35.08316	9.09216	19.31833	0.02976	48.02199	7.03116	5.20252	42	1058.16629	21.32778	9.36511	6.95916	59.40610	5.67931	8.06662
11.99547	8.33519	0.00000	42.49354	4.34076	10.97410	1.71093	56.53401	4.94098	7.90925	10.63504	1117.05850	-85.43772	7.81745	8.02072	80.29644	8.54201	8.66239
6.60906	5.97941	1.00000	62.73309	9.31659	28.91849	0.03462	25.41868	7.12511	7.94207	17.94979	1163.66522	-94.91386	8.04043	5.75444	40.87556	9.57889	8.33570
7.19203	6.64947	1.00000	36.74317	7.93059	-0.79234	0.03260	41.59451	8.11328	7.30528	25.13915	1139.91631	73.06784	6.10837	9.34327	41.14395	8.34994	8.48264
7.97942	4.49041	1.00000	70.46663	7.36914	29.05781	0.04617	49.84387	8.70501	9.09856	15.48131	1077.20150	-86.57415	8.04434	7.42679	60.73692	5.60670	5.48705
5.43162	8.11355	0.00000	22.61865	10.94286	3.99759	0.03436	39.19433	5.77874	8.30342	-31.95224	1072.29488	115.8614	8.87790	6.96793	46.20085	10.96429	7.86805
6.87790	8.43870	1.00000	46.09754	8.00628	16.24300	0.02894	35.69813	6.83056	8.05406	6.25947	1194.05092	102.05461	9.42342	6.91390	42.44494	8.09138	
7.79632	6.84935	1.00000	44.00451	9.30551	22.81742	0.04453	47.80347	7.39111	5.73505	39.72943	1177.51886	-104.83192	6.94026	10.22921	29.09039	9.58555	8.37183
8.54291	6.88618	0.00000	21.33342	9.29863	16.14720	0.07333	43.69582	6.65064	8.62677	38.45598	1107.96237	48.87498	7.32483	7.52626	36.25010	7.49510	7.69972
7.34555	9.89933	1.00000	35.27719	9.80966	18.96119	0.03694	45.02905	7.47483	6.58991	17.94979	1153.94712	-94.91386	8.33021	6.69607	43.45617	8.93677	6.35518
9.34737	4.59095	0.00000	51.15257	7.13224	15.16805	0.13304	63.45236	5.92454	7.89555	34.65918	1060.59858	109.22921	8.30779	6.85284		8.23292	9.42075
5.33283	6.11266	1.00000	42.71066	9.42085	10.78560	0.02095	29.17626	6.23327	7.13890	8.88988	1072.02597	-79.62603	9.24978	5.06367	55.70319	5.87202	7.49520
5.84312	6.17880	1.00000	37.22863	8.59371	10.53749	0.02019	32.11933	4.98471	8.65843	32.42067	1167.17019	-104.22884	7.37995	9.77896	35.02977	10.02428	7.45434
7.15228	7.63981	1.00000	93.52563	11.91561	7.40433	0.04372	67.29998	7.14315	6.47582	40.87363	1080.49134	14.34085	7.98717	9.36016	36.77481	9.39905	8.52823
6.12663	6.18052	1.00000	59.00089	8.89720	17.12974	0.03571	31.27664	5.56739	8.78457	22.19303	1137.92257	88.18466	8.06573	10.20127	47.32555	9.17288	7.43366
7.49872	6.53129	1.00000	46.19995	10.34105	8.53986	0.02957	15.37985	6.87120	9.33668	38.38479	1117.17323	-0.76773	8.94446	10.23222	48.69563	9.21131	9.01103
8.92652	4.67483	1.00000	65.48188	8.39298	7.00910	0.11130	52.83836	9.25154	7.34319	39.08367	1140.64214	-84.50855	7.77461	8.28732	49.71468	5.92740	7.13998
8.40549	6.03781	1.00000	51.42617	7.79719	11.24806	0.05819	53.86623	7.78922	7.72556	40.65995	1199.71829	-111.99633	5.58937	7.87457	34.87722	7.58469	6.96693
9.63719	7.30460	0.00000	46.37509		13.01191	0.18471	56.42371	6.87238	7.94342	45.40008	1153.67565	-73.58248	9.14773	6.90164	52.88018	9.39337	7.13319
5.64257	5.77672	1.00000	53.54832	8.90696	4.14266	0.02758	30.82237	5.29518	6.70197	34.15429	1130.42602	3.50309	7.18333	5.57872	59.33901	6.72387	7.45204
9.46368	8.06062	0.00000	48.46976	5.85996	4.45933	0.15482	49.15157	7.11833	8.34627	33.08014	1087.01181	-83.2321	7.19041	6.20293	44.02647	9.52577	7.85254
9.68944	7.31244	0.00000	37.71587	9.51777	19.96212	0.18545	54.92112	7.85923	8.91863	25.87498	1196.20395	86.59611	8.37200	7.13364	42.41193	5.58972	7.61163
10.42156	4.45146	0.00000	41.31615	7.67597	8.75692	0.36955	67.44287	4.93984	9.23843	45.47885	1064.81395	133.42825	8.54411	5.43497	45.79375	8.18532	6.86487
7.20514	6.31484	1.00000	32.01271	8.46429	13.26160	0.04076	50.69957	7.42676	7.97956	8.79577	1182.45675	-75.69947	8.60714	10.26967	61.59402	8.46259	7.60627
9.01622	6.30477	0.00000	39.27498	10.26838	14.37594	0.11059	77.80759	6.21214	7.88881	16.0438	1102.55935	120.4861	8.35327	7.71712	57.63149	6.72163	6.46421
7.23039	5.11790	0.00000	65.12415	7.15099	2.37062	0.03445		7.45843	8.39464	36.82167	1181.14861	128.63083	8.25575	4.99643	34.08285	10.27466	8.91912
7.64596	7.52708	0.00000	37.47487	6.99873	10.15497	0.04040	40.68188	12.04944	6.93591	-10.90889	1129.19468	-37.03861	6.74676	5.89814	40.37821	8.00890	7.78485
6.74805	8.20237	1.00000	66.24135	9.03979	17.59674	0.02717	44.03879	8.23452	8.23293	31.78336	1086.36657	35.23388	7.54979	6.22369	44.43850	6.90442	8.33014
6.82503	9.79042	0.00000	46.61008	6.14231	32.74807	0.03637	47.25464	8.21101	9.32005	38.38479	1195.29058	-0.76773	7.14679	6.98505	37.33528	10.71988	7.83992
12.91924	5.42080	0.00000	32.18487	5.75449	13.60847	4.27004	62.27722	4.91014	8.19773	-28.24	1090.20469	-48.67028	7.87831	6.98418	52.36058	8.01796	8.53199
7.26689	7.39343	1.00000	63.70627	9.59355	18.11516	0.04133	49.49882	7.80374	8.37955	34.15429	1145.05562	3.50309	7.89470	5.70088	58.93230	8.16266	8.44894
7.98579	7.87660	0.00000	64.24209	6.64677	24.21197	0.05564	30.46000	7.76396	8.83601	-8.73508	1182.37667	24.99798	7.62589	7.32876	44.99529	9.70882	8.49492
5.38249	7.86032	1.00000	46.81907	10.94467	-9.24211	0.02457	65.14515	5.52427	6.66369	33.86419	1069.14625	48.26258	8.72859	6.42919	43.34507	5.89332	8.04058
6.88914	6.43216	1.00000	39.49142	8.18354	22.63676	0.02717	55.96948	5.93133	7.88418	12.74482	1116.77917	4.52514	6.95908	10.84007	38.31263	9.91429	8.23135
6.07782	5.96037	1.00000	35.76755	10.06111	7.56852	0.02829	59.92349	4.76363		48.15659	1076.10243	28.28489	8.94343	6.73809	31.22046	6.53478	8.41828
6.51631	6.84561	1.00000	65.07676	9.09115	-3.71238	0.03297	42.95864	5.49436	8.77857	-4.5833	1146.07067	15.16554	9.05360	7.01032	46.42067	7.09279	7.35837
4.90390	6.10947	1.00000	65.99620	7.66416	9.70899	0.01692	27.23728	5.52723	8.49849	-23.44361	1199.97977	-51.87389	6.77943	9.15606	40.39181	8.33449	7.73261
13.76188	7.73963	0.00000	51.49052	4.17826	17.82435	9.87855	45.44831	3.63794	6.95135	45.79377	1054.03600	8.88104	8.21346	7.26369	55.25958	7.82023	7.67550
7.75253	6.73966	0.00000	36.38734	8.16685	19.52393	0.04201	25.59440	6.79222	7.78264	12.04161	1141.73999	75.35927	7.47394	6.50438	50.62589	9.11077	7.59564
7.62882	6.00245	1.00000	45.74860	8.81605	11.84397	0.04291	9.52298	7.70070	8.63920	51.67822	1183.20384	33.9162	8.50753	6.81647	41.04637	7.07638	9.57647
9.99038	7.06243	1.00000	82.26982	10.28869	0.95154	0.24746	61.57912	8.85787	6.15386	-10.91111	1183.85684	-37.07167	6.34504	12.93312	36.42697	9.07717	6.80309
7.08096	4.37826	0.00000	59.57197	8.34792	11.69566	0.03170	47.69894	7.29494	8.86593	33.98154	1117.94204	-81.23621	7.43559	7.49542	52.81280	8.70660	8.03157
6.11798	7.22739	1.00000	46.78822	11.50731	22.77932	0.02654	66.03102	6.75168	8.00725	51.39148	1095.75111	-0.29825	8.21007	8.67171	46.78386	8.53362	8.13185
6.44785	7.29708	1.00000	33.26893	8.44057	13.32971	0.02971	47.26205	6.45445	8.52037	37.31065	1165.79970	13.57661	6.71576	7.36078	29.89581	6.16555	9.33182
5.34744	7.36917	1.00000	51.85190	10.89006	12.62189	0.02013	51.45445	5.65379	6.44214	40.87363	1179.76860	14.34085	8.96767	6.44248	58.24874	5.43261	6.53766
7.07409	6.31259	1.00000	47.51413	10.03363	5.32162	0.03677	42.42639	7.78196	7.96609	60.2052	1094.60685	24.6522	8.84012	7.73529	53.90148	8.39856	6.52282
5.84326	7.43715	1.00000	59.76425	10.83348	25.48939	0.01650	33.65796	5.82617	8.11265	43.32686	1071.35683	-2.98884	7.69067	9.46617	29.12816	9.38578	6.44533
9.50214	6.23856	0.00000	51.84121	7.64641	16.34874	0.16063	49.08005	7.46141	9.17580	20.88953	1129.04819	-156.47432	9.43693	5.20254	49.55845	10.04268	
6.70924	5.89104	1.00000	24.39510	8.73219	-4.75773	0.02269	68.01793	6.14503	8.95764	54.58048	1143.42780	16.86194	7.14223	5.65559	61.42632	7.91283	9.35682
7.06582	7.63897	0.00000	42.49287	7.74351	27.97806	0.03847	51.90586	6.69232	8.81090	53.94313	1152.93027	10.30215	9.22079	9.42823	49.11649	8.25259	7.30463
5.42491	4.52793	1.00000	69.94904	9.76878	7.96455	0.01943	57.75956	4.41269	7.16180	28.54944	1168.31834	-81.77285	7.69067	5.47640	35.44195	6.12767	8.95968
9.79859	7.92438	0.00000	59.09859	8.41656	22.83422	0.21197	35.94553	10.32473	6.18476	33.41012	1085.66238	-91.06177	8.83176	5.93040	43.86325	7.12960	8.16060
6.83287	8.63370	1.00000	27.99024	10.36678	12.20885	0.02770	63.40844	7.39103	8.69503	38.10558	1063.12490	-1.86343	10.31326	9.16090	52.28959	10.19527	9.04413
5.00949	7.13162	1.00000	47.21650	11.72374	35.02033	0.02788	33.01274	4.58207	7.04259	38.17492	1199.88152	-122.2608	8.66876	5.41920	41.44256	6.46512	8.67518
6.96438	4.96869	1.00000	40.99510	9.33710	22.04800	0.02914	46.19052	7.16805	7.44969	33.08014	1071.22194	-83.2321	8.65655	6.58776	21.75380	5.82689	7.64195
7.59066	8.59129	0.00000	55.79569	6.38681	19.12933	0.03679	34.76644	8.62218	7.13264	37.71715	1099.60121	-122.40433	9.82668	5.23956	70.16074	9.29525	7.91118
4.57598	7.02784	1.00000	46.84771	10.71642	29.40296	0.02230	71.44494	4.07288	8.62532	22.83957	1192.65822	91.84128	5.29071	5.15818	40.83647	6.60113	7.64795
7.39249	8.74578	0.00000	55.10615	7.61799	10.59634	0.03883	25.50361	7.34981	8.50800	26.68451	1150.17222	-80.66756	7.31726	9.83155	55.32500	8.61356	7.16785
4.99353	6.55643	1.00000	42.46171	11.35262	-11.57934	0.01989	52.74783	5.47002	7.58680	50.75767	1117.13903	-1.5443	8.94554	4.88478	58.26698	5.97093	8.92119
5.39424	6.65353	1.00000	62.02006	9.46336	0.87079	0.01695	64.23355	6.53739	6.97399	40.78206	1130.20549	72.34424	7.11350	7.21566	71.47966	8.68869	8.19742
8.54975	8.15332	0.00000	54.16750	7.56217	-2.94969	0.06881	61.53934	9.45406	8.81801	36.76639	1172.16337	3.47717	6.49687		50.48542	5.95867	8.43845
5.05894	7.54826	1.00000	51.49131	9.82689	15.31243	0.01427	83.41460	4.48914	8.34498	43.48961	1168.20149	-8.2194	7.02326	9.27086	47.14817	10.76903	8.88319
7.33251	5.67056	1.00000	49.29856	8.68455	24.10330	0.04237	46.51616	6.63439	8.23907	33.78333	1055.08813	114.51667	8.34149	9.83534	48.90415	9.21472	9.22383
5.88506	9.83142	1.00000	38.24556	9.94078	20.30410	0.02852	65.75680	5.83512	7.88691	10.98778	1051.48195	-74.95472	9.05320	5.25839	35.91487	9.11982	8.58749
7.03364	6.65755	1.00000	65.58224	8.83881	14.56487	0.03173	52.78136	6.94339	6.86863	42.8334	1090.49016	-80.38297	7.72987	6.78607	26.03474	6.93584	8.78968
9.42763	5.59466	0.00000	38.65996	10.50818	29.06438	0.15411	42.72625	9.19451	9.22370	23.5654	1107.35688	119.58627	8.72202	7.40276	48.66545	6.06408	8.90506
4.64040	7.12364	1.00000	49.09424	9.34513	24.66296	0.02449	57.67941	5.29609	7.81016	36.64852	1116.03444	51.49621	8.83433	7.80633	44.30199	9.45241	7.63679
5.28520	9.59946	1.00000	52.79474	10.21111	7.27335	0.01701	50.82429	5.48810	9.55192	40.85158	1082.57972	122.74754	7.35036	5.40323	65.49458	7.95983	8.75168
7.56162	5.72450	0.00000	31.23590	9.27688	18.77235	0.03585	56.96100	8.73791	7.80330	8.62261	1128.75540	-70.20749	8.26218	7.46577	55.50981	7.10155	8.02691
8.09298		0.00000	53.72869	9.23295	12.63213	0.04880	47.36618	9.18786	6.72849	50.75	1094.34754	2.25	8.55703	6.54137	24.32199	7.89033	8.52785
9.19860	5.95476	1.00000	70.31920	9.33869	10.65495	0.12814	56.96282	6.78337	9.43875	33.72255	1121.78728	-116.37697	7.68137	13.40886	55.40456	10.00816	7.71987
6.55186	5.59636	1.00000	58.33412	9.58462	21.22159	0.03480	57.60634	6.04067	8.48878	44.35056	1076.59324	142.45778	9.84730	7.92942	21.42452	4.90580	6.42608
11.89792	7.68430	0.00000	34.65970	5.13457	20.15317	1.55158	43.34740	2.08039	8.19677	14.46693	1084.99162	75.92694	8.02017	9.05621	55.36848	6.11881	7.07805
8.58335	6.96956	1.00000	55.97607	7.61813	10.31586	0.07298	42.47885	9.56310	8.64301	30.24706	1102.80580	115.04814	9.05873	7.60418	43.36432	7.34215	7.59571
7.25723	6.61997	1.00000	72.63503	8.91880	27.14522	0.03544	60.93514	7.23821	5.72757	52.59319	1083.83029	13.32127	6.34292	8.53442	42.17553	5.34304	7.64454
9.79608	7.48298	0.00000	40.58319	7.94051	24.96768	0.21547	32.21877	11.25111	8.06528	38.37255	1085.76020	34.02537	7.35805	4.33456	61.63644	8.34235	7.14192
9.19354	7.61902	0.00000	46.93159	7.76233	22.50915	0.11390	42.24906	10.71639	8.09995	-17.83333	1141.62136	48.41667	7.24205	5.37295	40.77967	7.47021	6.09869
12.08878	6.53029	0.00000		11.43133	15.29777	1.85833	52.40949	6.57293	9.78620	40.56754	1191.24059	-89.64066	7.78387	6.51871	32.85433	4.94966	9.75177
10.13464	10.90698	0.00000	43.48112	6.87560	-3.16450	0.27981	58.84223	6.33734	6.57713	51.42708	1189.69886	-0.91979	8.85057	8.46913	46.49627	9.00981	8.20939
6.73538	5.44504	1.00000	73.09668	8.52635	17.53861	0.02919	57.74001	7.30696	7.35002	30.17746	1052.29283	-81.38758	7.30386	7.30521	51.23866	5.12772	6.72680
6.90919	10.44328	0.00000	18.39453	6.22921	13.56234	0.03440	29.77868	8.22720	7.01758	-4.42472	1059.97272	-41.45861	6.57690	9.10038	41.24721	9.88197	7.83118
7.17100	6.00578	1.00000	52.20318	8.93471	31.92132	0.02934	57.60321	7.23551	8.14124	-7.51611	1085.87637	109.05389	6.32562	7.21092	33.38060	6.26267	7.15096
8.35445	7.49547	1.00000	59.34357	7.99517	10.57129	0.06041	38.32127	9.28577	7.66053	45.79377	1146.46689	8.88104	9.02872	8.89613	40.10433	5.97947	8.58193
8.12798	12.04858	0.00000	30.32454	7.09950	20.72549	0.06301	36.55394	7.40275	8.56630	34.14251	1078.99578	-118.25508	9.36570	9.23879	64.40423	9.10391	6.95774
8.82290	6.99959	1.00000	79.50407	9.75928	22.55499	0.09986	46.66414	7.54438	6.67436	37.49223	1167.21023	15.07041	8.12093	9.97340	51.99201	10.93204	8.38489
9.03407	7.47585	0.00000	62.06641	6.14192	-0.00762	0.12059	54.69082	7.03210	9.37157	59.37722	1128.12692	28.19028	8.94990		48.57908	9.92012	8.11916
5.48709	7.59040	1.00000	55.58090	9.06775	21.48772	0.02040	55.47791	4.61584	7.39875	34.31	1102.42162	-2.16	6.93477	6.91430	35.14799	6.61859	7.80463
8.31857	6.64162	1.00000	45.27145	8.48705	15.00474	0.05753	28.84375	8.71102	7.11306	55.85	1159.62552	37.56667	7.39668	7.66533	32.14116	7.03816	7.20923
5.93138	7.53823	1.00000	35.33120	10.11459	19.40812	0.03286	41.00703	6.05461	9.21324	46.51872	1151.02636	86.00214	7.68131	5.16801	76.81292	7.82506	8.05893
8.93483	8.27936	0.00000	49.78181	8.45954	30.94098	0.10237	45.02444	7.26879	7.67497	41.55815	1157.47221	-73.0515	7.23754	7.04870	65.22300	7.14468	7.26206
7.95975	7.43558	0.00000	49.18983	7.44740	34.99427	0.04677	15.01774	9.77984	8.96638	11.93381	1121.05753	79.82979	7.84150	6.26694	33.03149	7.10470	8.07251
8.24057	5.99356	1.00000	50.73690	7.20091	13.85973	0.05726	53.61780	8.29569	8.83348	20.14298	1175.47437	-77.43532	6.07379	8.30186	64.22609	6.46545	8.28954
8.55749	6.44661	0.00000	56.57999	8.95818	35.41458	0.08310	51.70319	7.84564	7.98747	14.0823	1117.76632	98.19151	8.06277	6.10387	26.42038	8.58572	8.23814
5.50217	7.75002	1.00000	49.78334	9.99600	25.94718	0.03003	22.16514	6.45613	8.30188	55.82737	1162.01703	-4.0573	8.50690	7.69121	64.96534	9.53864	7.96946
10.05458	8.20207	0.00000	37.74799	8.39858	5.09654	0.25824	28.14245	9.71783	8.85640	-27.76952	1069.93646	30.79165	9.10151	5.99629	48.14582	7.04425	8.64897
6.66113	7.22441	1.00000	42.37893	10.12764	8.80039	0.03161	37.96734	5.31704	7.47551	46.32313	1185.92454	-0.45877	7.74596	10.35977		10.80895	8.14774
5.10184	6.71799	0.00000	13.61636	7.63538	29.05427	0.02369	59.45915	8.80109	7.82166	41.55815	1054.77291	-73.0515	8.74093	5.85046	69.17928	10.56216	8.52299
6.58512	5.43384	0.00000	64.53863	7.24953	12.98285	0.02587	39.11068	7.69071	7.38005	48.77644	1145.61087	2.29026	7.29940	5.14685	76.10251	10.00805	5.81676
5.91958	8.73391	1.00000	61.77742	11.10341	13.63717	0.01869	65.72720	6.55120	8.07504	55.38752	1129.90659	36.73307	8.50220	9.03748	26.55287	9.95714	8.69663
5.30797	7.78876	1.00000	27.23679	9.90163	20.56975	0.00968	47.72388	4.55107	8.73999	45.50369	1087.99720	11.412	8.12838	5.96279	77.57326	7.23393	9.26213
7.53137	7.03515	1.00000	54.88109	9.52863	0.81251	0.03969	36.19591	7.10633	6.56670	33.14447	1133.66609	47.3799	7.89514	10.72853	60.82355	9.47560	6.69679
