location	revision	longitude	QoS	code	latitude
Asia/Taipei	2014-05-19	119.58627	maintenance	TW	23.5654
Asia/Kolkata	20 Sep 2021	86.59509	good	IN	26.11527
Asia/Tokyo	2013/04/14	137.4	average	JP	34.81667
America/Sao_Paulo	2020-12-26	-46.99583	good	BR	-22.97056
Asia/Kolkata	09 Aug 2017	74.85849	accep	IN	31.28092
America/New_York	2015/07/21	-77.96389	average	US	39.45621
America/Los_Angeles	2013-02-19	-122.39168	average	US	40.58654
America/Los_Angeles	02/12/2015, 00:00:00	-122.40433	excellent	US	37.71715
Europe/Brussels	2013/07/25	4.25633	excellent	BE	51.21187
America/Santiago	03/12/2016, 00:00:00	-73.02841	good	CL	-36.9256
Asia/Manila	2017-04-28	123.33471	maintenance	PH	8.56697
Europe/Samara	02/19/2015, 00:00:00	51.3452	good	RU	53.37596
Europe/Helsinki	2020/04/09	24.14662	maintenance	FI	65.84811
America/Halifax	05/07/2021, 00:00:00	-63.13414	maintenance	CA	46.23899
Asia/Shanghai	2017-04-02	111.73861	good	CN	35.20889
Africa/Algiers	13 Aug 2013	4.08282	good	DZ	36.61954
Asia/Tokyo	2022-09-16	139.55722	maintenance	JP	36
Asia/Kolkata	2021/10/20	79.5286	excellent	IN	29.22254
Africa/Lagos	03 Dec 2021	6.26764	building	NG	4.92675
Asia/Yekaterinburg	2017/09/28	60.70278	good	RU	55.75556
Europe/Paris	2018-07-25	-0.59543	excellent	FR	44.80477
America/Sao_Paulo	10/09/2019, 00:00:00	-48.67028	good	BR	-28.24
America/Havana	21 Aug 2022	-81.24441	good	CU	23.15678
America/Los_Angeles	2016/05/03	-118.03917	maintenance	US	33.95015
America/Bahia	09/03/2015, 00:00:00	-39.25	maintenance	BR	-12.91667
Europe/London	2016-02-08	-5.53715	excellent	GB	50.11861
America/New_York	2015-08-17	-81.77285	excellent	US	28.54944
Asia/Taipei	2012/10/30	119.58627	average	TW	23.5654
America/Chicago	10/09/2015, 00:00:00	-87.66561	average	US	41.8542
Europe/Paris	09/30/2017, 00:00:00	2.08333	accep	FR	48.86667
America/Mexico_City	08/03/2013, 00:00:00	-94.91386	good	MX	17.94979
Africa/Algiers	2013/12/18	3.47717	accep	DZ	36.76639
America/Guatemala	2019-08-04	-91.11667	good	GT	14.93333
Australia/Perth	2014-08-28	115.88782	good	AU	-32.05251
Europe/Lisbon	08/20/2018, 00:00:00	-8.2503	average	PT	37.08819
Europe/Paris	25 Feb 2016	2.08333	good	FR	48.86667
America/Mexico_City	03/07/2021, 00:00:00	-102.04897	average	MX	19.64745
Asia/Tashkent	01 Sep 2020	72.34424	good	UZ	40.78206
Europe/London	2012-12-20	-1.29772	average	GB	50.76306
America/Los_Angeles	09/03/2016, 00:00:00	-122.86705	good	US	45.49428
Asia/Baku	01/24/2015, 00:00:00	48.87498	accep	AZ	38.45598
Asia/Manila	2017/11/03	124.95278	excellent	PH	6.33444
Asia/Kolkata	07/03/2017, 00:00:00	86.51499	accep	IN	23.1959
Africa/Lagos	17 Oct 2021	9.0027	good	NG	11.86064
Europe/Brussels	11/25/2020, 00:00:00	5.37429	accep	BE	51.03427
America/New_York	2022/06/09	-76.72803	average	US	39.32288
Europe/London	2021/12/11	-3.05814	average	GB	53.00974
America/Toronto	16 Apr 2015	-73.58248	excellent	CA	45.40008
Asia/Seoul	11/11/2020, 00:00:00	126.835	excellent	KR	37.65639
Europe/Istanbul	2018-08-12	29.26639	accep	TR	37.58105
Asia/Tokyo	2022-01-25	136.84186	excellent	JP	34.4833
Asia/Kolkata	05/11/2013, 00:00:00	75.35927	building	IN	12.04161
Asia/Manila	2018-12-29	120.97844	accep	PH	14.8361
Asia/Karachi	2020-12-28	68.49143	excellent	PK	25.80565
Europe/Rome	09/21/2015, 00:00:00	13.39954	good	IT	43.62558
America/Indiana/Indianapolis	2017/09/14	-86.11084	maintenance	US	41.75338
Australia/Melbourne	02/12/2014, 00:00:00	145.13643	average	AU	-38.16604
Asia/Kolkata	07/30/2016, 00:00:00	74.80555	accep	IN	34.08565
America/Santiago	2013-07-29	-70.6996	excellent	CL	-33.59217
Europe/London	09/15/2021, 00:00:00	-3.52751	excellent	GB	50.7236
Europe/Paris	2017-03-09	2.29026	good	FR	48.77644
Europe/London	2021-03-01	-0.33525	building	GB	53.7446
America/Los_Angeles	2015-05-05	-121.75689	excellent	US	36.91023
Asia/Manila	03 Dec 2013	124.95278	good	PH	6.33444
Asia/Shanghai	02 Sep 2021	120.03308	building	CN	28.88162
Europe/Malta	2019/05/19	14.51472	building	MT	35.89972
Europe/Tallinn	2015-09-05	28.19028	accep	EE	59.37722
Europe/London	09/27/2022, 00:00:00	-0.76667	maintenance	GB	53.38333
Asia/Shanghai	07/20/2022, 00:00:00	122.74754	excellent	CN	40.85158
America/Denver	03/21/2017, 00:00:00	-111.99633	average	US	40.65995
America/Detroit	2015/09/22	-83.48216	excellent	US	42.30865
America/Mexico_City	2013-08-02	-100.88023	accep	MX	20.21322
America/Sao_Paulo	14 Nov 2018	-51.87389	accep	BR	-23.44361
Europe/London	03 Sep 2015	-1.5443	good	GB	50.75767
America/Chicago	2020-08-18	-86.78777	accep	US	33.44872
Asia/Shanghai	2019-10-09	120.14278	accep	CN	32.50611
America/Toronto	2020-03-27	-73.75335	maintenance	CA	45.4473
Asia/Kolkata	09 May 2013	86.59611	average	IN	25.87498
Africa/Lubumbashi	2014-03-14	24.99798	excellent	CD	-8.73508
Europe/London	2022-06-06	-2.52398	average	GB	53.19146
Africa/Dar_es_Salaam	2015/02/24	33	building	TZ	-2.68333
Europe/Paris	08 Feb 2016	2.18967	accep	FR	48.8765
America/Los_Angeles	16 Mar 2013	-122.39168	building	US	40.58654
Europe/London	2020-01-11	-1.48119	accep	GB	53.0233
Africa/Brazzaville	2018/07/13	15.28318	maintenance	CG	-4.26613
Europe/Kiev	2020-05-31	29.41824	building	UA	45.99194
Europe/Samara	08 Mar 2016	51.3452	good	RU	53.37596
Asia/Tokyo	2022/08/01	130.94098	maintenance	JP	33.3213
Africa/Dar_es_Salaam	2013-07-20	37.73333	good	TZ	-4.06667
Europe/Rome	2022-09-24	9.32241	average	IT	44.31771
America/Cuiaba	05/22/2014, 00:00:00	-52.35558	accep	BR	-14.66463
Asia/Ho_Chi_Minh	01/15/2014, 00:00:00	105.75635	good	VN	10.29085
Africa/Lagos	2021-12-16	4.74161	acceptable	NG	7.62789
America/La_Paz	08/16/2015, 00:00:00	-65.71875	building	BO	-21.44345
Asia/Dhaka	2019/06/02	91.84128	accep	BD	22.83957
Europe/Berlin	13 Aug 2019	8.64409	accep	DE	48.07667
Europe/Berlin	07/09/2019, 00:00:00	7.973	maintenance	DE	51.168
America/Bogota	2019-03-05	-73.26022	building	CO	6.46838
Asia/Seoul	11/20/2012, 00:00:00	126.835	good	KR	37.65639
America/Los_Angeles	12/24/2016, 00:00:00	-120.45794	building	US	34.63915
Africa/Algiers	2020-04-13	4.62744	average	DZ	36.06386
America/New_York	2020/01/28	-76.43941	accep	US	39.33427
Europe/Berlin	2022-09-10	9.15214	excellent	DE	49.97704
Asia/Novokuznetsk	2012/09/28	85.4265	accep	RU	55.8736
Asia/Kolkata	03/21/2021, 00:00:00	78.55757	average	IN	17.34769
America/Chicago	2016/05/12	-88.31476	maintenance	US	36.61033
Asia/Shanghai	04/09/2013, 00:00:00	118.53333	excellent	CN	27.92333
Europe/Moscow	2013-01-11	36.73307	excellent	RU	55.38752
Asia/Hebron	07/09/2022, 00:00:00	35.23388	excellent	PS	31.78336
America/New_York	2021/03/09	-69.96533	good	US	43.91452
Europe/Zurich	2022/05/27	8.52462	building	CH	47.30997
America/Los_Angeles	03 Jun 2018	-118.03917	accep	US	33.95015
America/Denver	12/12/2018, 00:00:00	-111.90466	good	US	40.34912
Europe/Madrid	01/24/2015, 00:00:00	0.57856	excellent	ES	40.70995
Africa/Maputo	31 May 2015	35.34722	excellent	MZ	-23.85972
Africa/Lagos	2018-07-05	3.39467	excellent	NG	6.45407
Europe/Paris	30 May 2015	2.08333	good	FR	48.86667
Asia/Kuala_Lumpur	11/30/2017, 00:00:00	103.81667	good	MY	1.6
Europe/Amsterdam	2020/09/10	5.2875	accep	NL	51.65333
Europe/Berlin	2014/07/18	7.2278	excellent	DE	50.64336
Europe/Madrid	18 Nov 2015	2.35739	excellent	ES	41.63976
Europe/Madrid	09 Dec 2020	2.35739	good	ES	41.63976
Asia/Barnaul	07 Aug 2015	83.62389	good	RU	53.30972
America/Mexico_City	15 Jul 2017	-101.2591	good	MX	21.01858
Europe/Rome	08/09/2015, 00:00:00	8.88104	accep	IT	45.79377
Asia/Shanghai	28 Oct 2015	113.82465	excellent	CN	23.29549
Europe/Moscow	12/20/2019, 00:00:00	34.33825	accep	RU	53.59782
Europe/London	10/24/2020, 00:00:00	-0.76667	accep	GB	53.38333
Asia/Tokyo	2015/07/17	135.31667	good	JP	34.25
Asia/Kolkata	2015/04/09	84.63445	excellent	IN	24.81757
Asia/Kolkata	03 Jan 2019	86.59611	excellent	IN	25.87498
America/New_York	21 Mar 2019	-73.49484	excellent	US	41.14676
Africa/Casablanca	24 Apr 2018	-2.16	accep	MA	34.31
Europe/Madrid	2021/01/11	-2.77259	good	ES	37.49073
America/New_York	11/02/2013, 00:00:00	-82.61573	excellent	US	41.24255
Asia/Kolkata	04/10/2021, 00:00:00	77.70636	excellent	IN	28.98002
Europe/Lisbon	2016-03-01	-8.2503	average	PT	37.08819
Asia/Tokyo	2020/08/27	137.36215	excellent	JP	36.75965
America/New_York	30 May 2022	-74.96933	accep	US	39.71734
America/New_York	12 Jul 2016	-82.45426	good	US	27.09978
America/New_York	2013/12/25	-84.50855	accep	US	39.08367
Europe/London	2022/02/17	-2.1875	excellent	GB	51.26
Asia/Karachi	2016-12-25	71.57118	excellent	PK	32.87533
Europe/Moscow	2014/07/13	33.2525	good	RU	57.97472
Asia/Kolkata	2022/09/23	79.5286	good	IN	29.22254
Africa/Dar_es_Salaam	13 Jul 2022	39.25	excellent	TZ	-6.8
Africa/Libreville	11 May 2019	13.58357	good	GA	-1.63333
America/New_York	2014-12-11	-78.87836	excellent	US	35.05266
America/Manaus	2015/10/27	-58.44417	excellent	BR	-3.14306
America/New_York	2021-07-21	-77.37331	excellent	US	37.60876
Asia/Tokyo	11/25/2015, 00:00:00	142.45778	building	JP	44.35056
Africa/Lagos	01/06/2019, 00:00:00	4.74161	accep	NG	7.62789
Asia/Tehran	2021-04-30	51.67462	accep	IR	32.65246
Africa/Dar_es_Salaam	2015-10-24	39.28333	average	TZ	-10.33333
Europe/Rome	06 Aug 2013	17.80774	accep	IT	40.55851
America/New_York	21 Jul 2016	-83.2321	average	US	33.08014
Europe/Helsinki	2016/02/08	24.14662	accep	FI	65.84811
Asia/Karachi	2017-02-23	71.52847	average	PK	32.57756
Europe/Sofia	04 Oct 2020	23.225	building	BG	43.4125
Europe/Berlin	2021/06/18	8.63333	excellent	DE	52.2
Asia/Jakarta	2017/07/07	109.05389	building	ID	-7.51611
Asia/Vladivostok	2015/10/03	140.72287	accep	RU	53.14657
Asia/Bangkok	05/05/2022, 00:00:00	99.89166	excellent	TH	15.46063
Europe/Madrid	2016/03/06	-4.83076	good	ES	39.96348
Asia/Tokyo	2017/08/24	135.21667	average	JP	35.06667
Europe/London	19 Jul 2017	-0.33525	accep	GB	53.7446
America/Sao_Paulo	2016/11/04	-51.50361	good	BR	-29.2975
Asia/Kolkata	2022/09/25	71.30633	excellent	IN	21.34222
Asia/Novokuznetsk	09/28/2021, 00:00:00	85.4265	accep	RU	55.8736
Asia/Tokyo	2015-09-23	144.09638	building	JP	43.82634
America/Sao_Paulo	22 Oct 2013	-46.99583	average	BR	-22.97056
Asia/Tehran	2018-10-23	51.67462	excellent	IR	32.65246
Asia/Bangkok	2021-05-07	100.48528	good	TH	14.37395
America/Chicago	07/10/2013, 00:00:00	-93.75018	average	US	32.52515
America/New_York	08 Nov 2015	-77.70066	accep	US	43.16547
Asia/Shanghai	28 Mar 2013	120.33063	maintenance	CN	37.65181
Asia/Kolkata	27 Nov 2017	77.70636	average	IN	28.98002
Europe/Chisinau	02/02/2022, 00:00:00	28.28489	maitennce	MD	48.15659
Asia/Yekaterinburg	04/27/2016, 00:00:00	76.92421	maintenance	RU	60.97944
Europe/Berlin	2015/07/17	8.64409	accep	DE	48.07667
Europe/Berlin	2016-07-04	9.85	average	DE	53.63333
Asia/Kolkata	06/25/2016, 00:00:00	75.35927	building	IN	12.04161
America/Bogota	02/19/2021, 00:00:00	-75.87877	excellent	CO	5.6561
Africa/Casablanca	2022/05/31	-6.90656	excellent	MA	33.92866
Europe/Berlin	2015-10-20	8.96317	accep	DE	48.35149
Africa/Niamey	2013/11/11	9.15013	excellent	NE	13.70727
America/Toronto	2020-06-09	-80.38297	accep	CA	42.8334
Africa/Libreville	12 Nov 2020	13.58357	maintenance	GA	-1.63333
Europe/London	2012-10-31	-0.74934	maintenance	GB	51.62907
America/Los_Angeles	14 Jul 2022	-118.10583	building	US	34.09611
Africa/Bangui	02/24/2020, 00:00:00	15.87735	average	CF	4.94273
Asia/Shanghai	09/24/2021, 00:00:00	117.65694	excellent	CN	36.19278
America/New_York	12 Sep 2019	-76.88442	maintenance	US	40.2737
Europe/Berlin	2013-01-15	6.26667	average	DE	51.21667
America/Sao_Paulo	2016-03-12	-42.19667	good	BR	-21.41222
Asia/Jakarta	01/14/2015, 00:00:00	109.05389	good	ID	-7.51611
Asia/Shanghai	2019/08/17	115.04814	average	CN	30.24706
America/Chicago	02/01/2016, 00:00:00	-87.66561	excellent	US	41.8542
America/Chicago	2017/04/25	-95.44744	maintenance	US	29.53885
Europe/Paris	2018/03/31	3.87723	good	FR	43.61092
Europe/Berlin	29 Dec 2017	13.29371	excellent	DE	52.53048
Africa/Lagos	01 Dec 2016	3.64633	excellent	NG	6.8485
Europe/Moscow	07/15/2021, 00:00:00	38.07083	excellent	RU	54.90083
America/Chicago	20 Oct 2013	-87.71255	excellent	US	41.84364
America/New_York	2019-08-23	-73.89875	accep	US	40.93121
Asia/Jakarta	2017-07-14	107.60389	accep	ID	-7.01833
Asia/Manila	2018/07/14	122.9666	accep	PH	10.7375
America/Sao_Paulo	15 Apr 2014	-52.2	building	BR	-28.44917
Asia/Manila	25 May 2018	123.99333	building	PH	12.97389
Europe/Madrid	2017/01/26	-2.98884	excellent	ES	43.32686
America/New_York	2012-12-06	-73.95958	accep	US	40.57788
America/New_York	2019/05/28	-74.38987	good	US	40.65538
Asia/Tashkent	2015-06-30	69.67639	accep	UZ	41.29444
America/New_York	25 Apr 2016	-71.08977	accep	US	41.9001
Asia/Kolkata	2016/08/14	77.54372	average	IN	10.12268
America/Los_Angeles	2018/04/12	-118.10583	maintenance	US	34.09611
America/Chicago	11/14/2019, 00:00:00	-93.08883	accep	US	45.16024
Asia/Kolkata	16 Nov 2015	72.85107	maintenance	IN	19.30157
Africa/Algiers	2020-10-08	4.85668	building	DZ	36.27462
Asia/Seoul	2012-10-02	128.63083	good	KR	36.82167
America/Belem	04/14/2021, 00:00:00	-48.52333	accep	BR	-0.71667
Europe/Paris	04/23/2015, 00:00:00	4.63031	average	FR	43.67681
Europe/London	07/21/2022, 00:00:00	0.93333	excellent	GB	52.68333
America/Bogota	12/01/2019, 00:00:00	-75.69947	building	CO	8.79577
Africa/Lagos	02/04/2020, 00:00:00	12.19458	accep	NG	10.61285
Asia/Shanghai	2019-09-21	126.28333	accep	CN	45.35
Asia/Tokyo	2019/03/23	137.23333	good	JP	35.8
Asia/Tehran	14 May 2018	51.0193	average	IR	35.6803
Asia/Tokyo	2014-01-24	135.31667	excellent	JP	34.25
Asia/Kolkata	2019-12-12	79.5286	accep	IN	29.22254
Asia/Shanghai	2012-11-11	125.51176	good	CN	42.64031
America/New_York	01 Feb 2014	-76.43941	excellent	US	39.33427
Europe/Kiev	22 Aug 2021	31.33078	accep	UA	47.56494
Asia/Damascus	2016/12/30	36.7138	good	SY	35.95664
Africa/Djibouti	2016-01-25	42.7125	accep	DJ	11.15583
Europe/Moscow	11/18/2017, 00:00:00	35.96944	good	RU	56.03361
Europe/Brussels	2013/01/13	4.25633	maintenance	BE	51.21187
Australia/Sydney	2017/03/28	146.05093	accep	AU	-34.28853
Asia/Tehran	17 Dec 2020	51.67462	good	IR	32.65246
Europe/Rome	02 Feb 2022	8.55552	average	IT	40.72586
Europe/Warsaw	2021/01/07	18.30056	accep	PL	50.5107
America/New_York	2019/03/05	-81.77285	building	US	28.54944
America/Chicago	25 Feb 2015	-87.45476	average	US	41.47892
Europe/Moscow	01/25/2016, 00:00:00	33.2525	building	RU	57.97472
America/Costa_Rica	08/05/2022, 00:00:00	-84.13722	accep	CR	9.92787
Asia/Shanghai	02/08/2022, 00:00:00	120.03308	accep	CN	28.88162
America/Sao_Paulo	19 May 2017	-48.67028	average	BR	-28.24
America/Sao_Paulo	2014-05-10	-42.98194	maintenance	BR	-22.53722
Asia/Karachi	2014-10-19	72.54064	maintenance	PK	31.82539
Europe/Kiev	11 Oct 2015	29.41824	average	UA	45.99194
America/Sao_Paulo	2014/11/06	-52.2	average	BR	-28.44917
Europe/London	2022/05/07	1.15597	accep	GB	51.78967
America/Argentina/Buenos_Aires	05/30/2014, 00:00:00	-59.13316	excellent	AR	-37.32167
Asia/Kuala_Lumpur	28 Sep 2016	103.6032	accep	MY	1.6561
Australia/Sydney	01/14/2017, 00:00:00	150.99292	good	AU	-33.75881
America/Managua	15 Jun 2014	-86.58208	good	NI	13.48082
Asia/Kolkata	28 Jun 2017	74.4818	good	IN	30.21121
Europe/Paris	2016/08/12	1.33467	accep	FR	43.61058
Africa/Tunis	2022/03/22	10.03478	good	TN	37.16911
Asia/Taipei	01/27/2019, 00:00:00	119.58627	good	TW	23.5654
Asia/Shanghai	2014-02-20	122.74754	average	CN	40.85158
Europe/Berlin	2018-05-01	8.86704	accep	DE	50.23805
Asia/Colombo	2016-04-12	79.883	average	LK	6.9909
Asia/Kolkata	2018-03-18	72.93924	excellent	IN	18.87813
