PAHs	latitude	PM2.5	SO2	CO	CH4	CFCs	PRES	PM10	C2H3NO5	O3	NOx	TEMP	warning	longitude	Pb	NH3	H2CO
8.04995	41.29444	7.16502	6.92872	8.53406	6.44437	72.82285	1072.54303	7.19013	0.17137	10.13578	7.06893	19.25504	0.00000	69.67639	40.72293	10.38780	42.67971
7.28990	40.70995	9.97630	6.72125	7.63658	6.89411	56.23430	1062.11802	11.41573	6.98778	3.44929	9.78685	16.66081	1.00000	0.57856	73.20315	7.65537	51.90843
	36.33011	6.87965	7.03341	7.23361	4.99218	73.20931	1059.47357	10.15191	1.99631	6.38566	6.12358	10.60145	1.00000	138.89585	74.08015	8.24306	48.00524
6.33474	37.58105	6.82598	5.97047	6.86583	3.49089	72.59691	1121.28575	5.35335	0.17873	6.52762	9.57335	3.92887	1.00000	29.26639	38.15343	7.39879	46.37917
5.89078	14.66	6.82612	6.66352	8.17658	4.89441	65.41510	1068.73134	8.33502	0.41785	7.23702	9.82153	2.39263	1.00000	120.56528	48.60483	5.45940	69.57232
7.26066	49.07866	6.29859	6.79322	8.02320	6.49697	70.88003	1057.94564	6.30321	0.14439	5.01444	7.57813	29.47996	0.00000	30.96755	66.16926	7.15290	61.46083
7.00268	19.64745	9.02600	5.75194	6.79038	5.10196	64.68340	1087.47128	8.09600	0.38359	8.76097	6.91898	18.29945	0.00000	-102.04897	53.95970	9.74692	31.68104
5.87528	45.73333	8.46733	6.77265	5.74514	7.05766	77.04602	1077.96838	9.91734	1.68602	6.57964	7.78327	-0.75032	1.00000	4.91667	42.75303	10.22273	35.20343
8.28746	38.72706	7.40090	9.33154	7.62041	8.14374	77.73323	1150.71677	6.89028	0.12891	6.07885	9.17155	15.48868	1.00000	-9.24671	53.91823	5.31628	41.69231
7.65776	12.95629	6.83543	6.32052	7.47923	7.96118	83.57873	1117.55587	7.04439	0.28597	6.09418	10.18552	7.99921	1.00000	78.27539	40.49640	5.87301	57.37468
7.58629	11.00599	4.97259	7.60164	7.07456	8.64833	77.95599	1098.32327	6.20075	0.20668	6.23303	7.67102	15.87450	1.00000	77.5609	52.87491	4.67362	50.82805
8.38202	-1.26753	5.26939	6.94323	9.13905	6.19867	64.74203	1197.70656	5.31904	0.14572	5.65777	7.51501	32.32230	0.00000	116.82887	61.95343	8.32861	35.05099
5.91867	0.49113	7.69544	7.38572	7.89238	4.59820	73.76111	1055.20691	4.94606	0.21680	6.95673	7.59166	1.91898	1.00000	29.47306	49.07192	11.15887	67.98690
6.69033	4.73245	7.95467	8.85386	8.16274	6.69797	78.75127	1128.23171	7.49130	0.25968	8.74495	9.60790	21.54636	1.00000	-74.26419	37.87336	7.43418	50.82987
8.27515	-12.91667	6.62131	8.82673	7.90318	6.31521	73.37625	1134.15539	7.96890	0.31769	9.18297	5.31215	1.10275	1.00000	-39.25	42.93284	12.82909	34.35739
8.47593	7.6	9.05202	8.43098	7.87453	6.81984	71.69278	1175.27316	9.45385		8.36879	5.99430	13.54492	0.00000	4.18333	46.89685	10.29554	64.93697
8.48022	-21.42917	6.29113	9.39108	7.82521	7.77418	62.04989	1145.91100	6.65773	0.24420	3.41665	7.46361	20.16501	0.00000	-45.94722	57.85474	11.70617	77.21308
8.56896	44.22639	11.35629	7.60403	7.26472	6.21273	56.88923	1195.82189	6.02697	0.12068	3.62700	12.37572	3.70187	1.00000	22.53083	52.28750	7.19869	53.15516
9.06087	53.78333	10.09790	6.38489	7.07352	7.29214	52.83210	1079.32213	8.51166	0.51027	5.94189	9.76772	24.42080	1.00000	-1.06667	83.84036	7.97534	57.99068
6.58482	-17.83333	5.76941	6.62448	5.90349	3.94921	79.21689	1109.80956	6.15196	0.05069	8.18481	8.92473	24.14591	0.00000	48.41667	43.41620	5.90557	43.64324
4.66695	35.82756	6.36417	8.45181	6.42869	8.92200	73.40193	1129.98220	8.43429	0.38763	4.30796	5.31983	21.52131	0.00000	137.95378	63.54030	5.87556	50.23224
7.77826	-23.85972	9.04737	8.48673	6.53423	5.16216	62.51125	1163.93416	9.42042	1.04535	6.28795	6.24524	10.19208	0.00000	35.34722	49.38192	8.44805	53.64029
8.75830	18.42745	7.77195	6.42245	7.32864	8.48989	70.21153	1099.01908	8.18370	0.43970	9.25408	5.33268	18.40515	0.00000	-67.15407	49.62858	9.45227	16.23426
7.11132	41.91738	3.64981	7.36838	5.64197	8.29765	84.66995	1106.11793	4.92040		2.98871	8.45099	10.21892	1.00000	3.1631	59.47746	7.24378	62.14980
9.31602	38.13708	6.65704	6.86263	7.11203	4.29988	77.28546	1076.42334	6.33247	0.17820	7.96450	8.52841	1.95008	0.00000	41.00817	48.54290	10.36904	37.09643
6.58000	54.39304	5.96912	6.76699	8.27654	9.11121	74.21550	1119.87106	4.26305	0.05408	5.91687	8.90491	29.93224	1.00000	53.26023	51.98191	7.80791	42.01991
6.64469	54.90083	7.24615	9.33598		7.65685	71.39077	1123.34964	7.73918	0.29848	5.73990	10.27071	2.19007	1.00000	38.07083	61.36967	5.87364	30.87139
6.75691	33.37526	9.43028	7.84013	8.13637	6.22730	78.30460	1130.17410	11.30828	6.25545	3.62520	7.60079	10.11712	0.00000	74.3092	41.09986	8.36914	53.18991
8.40581	51.26	5.35230	8.52971	6.00927	4.60997	67.01693	1091.25808	5.31106	0.13555	7.46356	10.01788	17.59689	0.00000	-2.1875	45.93566	9.43619	35.76577
9.08586	-6.91806	9.02836	6.17226	7.22227	5.58684	81.87399	1197.52810	7.32306	0.24644	6.03644	10.26175	9.83213	1.00000	106.92667	55.64142	5.35386	64.78266
6.88048	39.08367	7.65624	7.43045	7.60212		76.75397	1086.55793	7.31160	0.19850	4.92560	9.19288	23.06615	1.00000	-84.50855	48.18111	8.65638	74.76519
7.51571	42.8139	6.46122	7.38429	6.48509	8.51399	76.87536	1124.11032	8.39152	0.44773	4.35149	8.34752	6.60708	0.00000	-1.64295	58.27079	11.96965	54.32532
6.83332	51.24197	4.90575	8.88093	8.22328	9.19525	83.56034	1062.23483	4.83946	0.15719	5.87990	7.33162	26.89080	1.00000	4.82313	61.89017	6.91859	55.32883
7.15016	18.20854	5.67580	7.70077	7.09366	5.09270	60.14515	1138.34845	5.12239	0.07904	6.41610	8.34559	11.29560	0.00000	-71.10077	53.11508	8.62586	46.96546
7.42497	15.46063	4.84197	7.64576	6.59561	8.94400	73.19727	1054.34667	5.37500	0.17222	5.93562	7.90956	13.88609	1.00000	99.89166	56.44403	7.34057	50.86941
6.75889	-22.45667	6.61077	8.13109	7.14851	8.04584	73.79408	1117.59370	8.47593	0.50463	5.27374	7.75531	15.70964	0.00000	-47.53028	55.99635	7.63285	32.20270
6.16385	50.11861	4.81788	7.28441	8.09338	9.13920	84.89099	1096.94364	5.20609	0.14968	6.64290	7.24928	20.91743	1.00000	-5.53715	46.71787	4.89503	53.91594
7.85841	40.37528	7.52383	7.53789	5.74474	8.69844	73.80585	1080.13976	6.03805	0.11136	7.27294	9.22406	11.29323	1.00000	28.88222	26.99425	6.23607	48.89488
7.01016	50.64336	5.54517	6.99293	7.34133	4.44405	75.58133	1146.87275	4.98442	0.09493	7.30345	9.62424	3.72010	0.00000	7.2278	61.82776	7.31604	46.35420
7.55055	41.0051	6.73823	7.28797	6.19439	5.92602	69.77384	1104.93242	4.30699	0.09263	4.98896	10.78192	7.30751	0.00000	-73.78458	71.19708	9.12027	36.19212
8.51142	42.50729	7.24317	6.43803	5.24574	9.08199	72.89856	1068.81653	6.66582	0.20498	8.24965	7.92761	-4.16263	1.00000	1.53414	72.24120	7.34685	57.66328
6.48212	24.28859	9.73106	8.34314	7.74156	5.43752	75.93258	1098.74290	8.36901	0.50032	3.68441	9.32180	11.86935	1.00000	116.11768	52.48829	7.76583	30.80186
7.16559	41.57439	7.43487	8.08142	7.58471	8.00939	69.17579	1190.14607	6.81598	0.19810	7.14525	10.77120	23.95367	1.00000	24.71204	49.56579	5.16455	47.03870
7.13894	-6.91806	5.40271	6.21651	8.58677	5.49056	72.71468	1097.81989	4.57883	0.13113	6.00054	7.82980	34.46568	0.00000	106.92667	38.89307	7.42244	51.60095
7.05813	45.35	5.42113	7.93193	7.25387	9.24119	71.56456	1169.53087	4.93259	0.19059	6.72212	7.15107	16.35223	0.00000	126.28333	70.02458	5.10385	50.31956
6.65179	34.31	6.16084	6.81080	5.91777	7.72831	81.79174	1075.70642	6.22433	0.19056	3.84918	6.41755	20.11693	0.00000	-2.16	50.27911	9.60867	57.40406
6.32196	28.92694	6.88054	6.79790	7.66435	4.83037	76.92483	1146.68830	6.13815	0.19045	8.19481	6.91331	23.02249	0.00000	78.23456	37.87797	9.99025	37.20317
6.11952	19.32889	8.88234	6.62640	7.65046	7.03004	81.15730	1122.80107	8.36039	0.52017	5.08310	12.17857	17.80333	1.00000	-99.32556	53.89166	8.84036	55.40315
6.91057	35.88264	4.71571	6.52497	6.25012	6.46031	70.56203	1193.62188	5.69074	0.06604	6.10341	7.55848	35.82205	0.00000	-80.08199	68.08079	10.30107	40.57269
7.57932	-8.43333	5.17749	7.48798	8.05483	8.21947	69.77155	1199.95822	5.07871	0.07791	3.42187	9.74826	-10.77837	1.00000	114.33333	45.65420	8.43569	72.10799
6.93606	26.76628	5.47509	7.76313	7.94034	5.44636	79.40830	1074.52204	6.29937	0.18777	7.21870	9.05258	15.89388	0.00000	83.36889	55.89666	7.29099	52.86102
7.84947	50.88506	4.78625	5.87019	7.94447	6.66415	76.94628	1170.21554	8.19260	0.43444	3.12118	11.59347	12.60695	1.00000	4.07601	64.77528	5.37239	51.73405
7.06937	36.33011	9.87495	6.30518	8.52665	5.99082	69.61735	1109.22142	9.56880	1.18406	8.39073	4.78769	1.50614	0.00000	138.89585	45.23095	6.99174	53.30861
7.37042	-6.91806	9.53783	7.21594	6.67432	5.67541	63.20735	1099.96550	6.54965	0.19631	5.28350	9.61874	8.54179	1.00000	106.92667	61.95973	8.54113	59.55230
7.03623	51.40148	5.59326	6.72237	8.98485	4.17773	74.89822	1125.98453	3.86661	0.01289	6.21864	7.88496	5.01750	0.00000	-1.32471	42.60682	7.27221	67.56041
8.06477	42.52787	5.02778	7.82436	6.06548	8.56296	64.01599	1063.08415	5.25065	0.16674	5.21997	8.99470	7.13078	1.00000	-70.92866	28.43466	7.71799	72.05807
6.14040	-1.9487	4.86486	7.79502	7.84224	9.80832	75.37875	1070.75493	3.95164	0.10448	6.70407	5.90868	7.79622	1.00000	30.4347	38.10409	5.53829	34.54820
7.61163	41.09822	7.50967	7.45597	7.46437	5.59254	78.77026	1163.35427	10.03136	1.86205	8.54556	6.80340	14.79408	0.00000	120.74792	62.78152	6.94050	54.35832
6.51393	5.90702	6.23926	6.03162	7.64797	8.09201	84.68995	1156.27882	7.84170	0.31232	5.93577	8.82026	17.30552	0.00000	116.10146	42.88754	9.14736	55.77261
6.58872	22.98212	9.67577	7.60777	7.05181	6.43661	74.93501	1198.93361	10.00668	1.83038	4.20107	9.73788	1.28932	1.00000	-80.58556	47.67511	7.50500	53.80440
8.59224	-37.32167	8.46321	7.46068	6.38262	4.95338	71.42786	1115.58610	8.63522	0.54075	4.52651	9.46372	26.68532	1.00000	-59.13316	48.18285	7.29557	45.55624
10.07777	15.46063	5.04113	7.86447	5.62277	8.61796	63.68348	1136.48941	5.16989	0.23881	5.34655	7.90679	17.68841	1.00000	99.89166	22.73315	3.71587	51.83334
6.68839	-29.2975	11.11248	8.30019	7.16567	3.45385	70.26696	1150.49653	9.66426	1.27500	7.28681	5.21409	27.16168	0.00000	-51.50361	54.99162	7.34185	44.03981
6.89782	47.38093	6.16054	8.80499	5.11178	6.20081	72.31851	1193.08894	5.88731	0.15873	5.61584	7.58498	7.46203	0.00000	-122.23484	33.06422	5.49603	44.78940
6.15522	50.18545	7.43640	5.64231	7.18014	6.93739		1179.00865	12.19976	15.07283	6.69400	5.27443	23.18915	1.00000	27.06365	50.26420	11.01714	36.33245
5.05662	13.51825	8.98529	8.08984	6.22105	7.34657	83.36519	1102.31597	8.77102	0.55707	7.50521	8.96130	16.81544	1.00000	99.95469	46.81870	8.05441	40.47828
5.38772	57.47908	8.74412	7.47393	8.26599	6.42381	88.53339	1108.02649	9.35701	0.98768	5.99938	7.24556	15.93343	1.00000	-4.22398	40.46044	9.61315	50.67545
7.26987	41.57439	6.05735	7.38779	8.80175	9.28000	81.16071	1053.48243	8.51731	0.45864	3.54907	6.46186	26.37305	0.00000	24.71204	54.47627		58.93780
7.40262	30.5427	9.20874	9.29308	5.82214	4.83119	76.25086	1110.21133	9.84879	1.56660	9.66122	7.15153	8.42394	1.00000	-97.54667	70.51571	10.88831	51.14243
5.58783	54.03876	5.31019	8.26248	6.50190	8.46632	75.17727	1074.17342	6.48326	0.17056	6.37512	8.72978	10.59563	1.00000	43.91385	67.68820	4.75592	47.92300
5.65897	14.62072	7.87755	6.87157	6.54048	6.25716	67.66607	1051.27918	8.80790	0.58211	7.19300	8.63346	21.32013	1.00000	74.83554	41.00856	8.39015	54.93380
7.56540	50.82709	6.36889	6.39658	9.49357	8.62774	79.88429	1163.73086	6.30021		7.27695	9.08664	25.33914	1.00000	6.9747	66.07589	6.41881	55.76713
6.62222	51.20219	6.75149	7.03663	5.96361	7.19875	50.07652	1111.34790	7.71571	0.28266	5.02649	8.77708	0.41654	0.00000	7.36027	46.51210	8.18839	33.77481
5.82959	61.72744	6.39294	8.32871	8.05395	5.40263	64.58854	1139.51886	4.92513	0.16737	5.40794	8.35098	7.61210	1.00000	17.10558	65.76188	8.50282	27.95070
4.77865	-6.48167	7.94505	8.88348	10.72577	8.42340	87.30892	1190.29316	6.01917	0.14911	5.48852	8.07106	17.89257	1.00000	106.85417	48.40168	5.84558	50.89580
8.50294	34.85	7.64287	8.00349	7.23083	8.23118	58.55421	1107.35524	6.63335	0.20749	10.48853	5.68164	20.01217	0.00000	117.33333	49.91934	9.30281	43.08233
7.05363	-21.42917	8.27993	6.74511	9.07007	4.54831	75.27330	1050.28037	6.71443	0.13947	9.24596	7.68209	32.28519	0.00000	-45.94722	32.81834	9.75027	53.06058
7.21139	36.61033	7.95543	5.88541	7.85303	8.98893	71.47652	1101.52787	7.22702	0.23457	8.69872	8.00724	-1.31211	1.00000	-88.31476	35.32778	6.72932	45.88256
5.35448	14.62072	9.72849	7.56089	7.54861	4.81238	68.56427	1164.18900	9.55082	1.17026	7.62891	4.75857	6.92573	0.00000	74.83554	43.74738	6.80143	46.60009
8.48030	51.26	9.22900	6.45935	7.80996	4.30222	71.65576	1142.68035	7.75572	0.29401	2.52968	9.24315	29.88683	1.00000	-2.1875	48.27523	9.25191	55.03254
7.36544	43.1122	9.04476	6.60398	6.80599	3.20657	79.10967	1173.38102	9.53277	1.13579	6.59440	7.09423	3.05662	0.00000	12.38878	40.47272	7.45019	85.23409
6.45787	32.50611	6.57978	7.63970	5.86351	8.54750	78.94209	1132.93542	5.28752	0.18627	6.23674	9.56869	20.53171	1.00000	120.14278	45.30902	6.92162	55.22196
7.97613	4.02219	9.22849	7.86330	6.85867	5.98878	80.02077	1062.99435	11.25518	5.96979	3.69082	6.85871	-10.25354	1.00000	101.02083	66.75199	8.91340	55.71247
	44.75874	9.86010	6.96524	8.31343	7.24158	74.61292	1053.07880	10.16143	2.11571	8.29357	4.57826	20.02978	0.00000	19.21437	40.42297	7.95054	36.17796
6.43316	16.455	8.67945	5.72962	8.54665	4.33719	77.38727	1146.26984	5.48292	0.13836	5.07979	9.28391	9.63021	1.00000	120.5875	26.25378	8.66144	48.09402
8.02619	-8.28333	10.94137	7.07258	7.82366	4.23576	63.48223	1070.17828	11.70337	9.28299	8.63107	6.16702	8.83740	0.00000	-35.03333	48.23752	8.37039	45.65391
7.52016	29.98869	8.06586	7.30014	8.22246	7.19246	71.70476	1076.01737	7.58448	0.26240	8.64242	5.20051	10.39040	0.00000	122.20488	62.63418	7.05282	44.08476
8.38572	-15.675	4.88491	8.14299	8.39443	8.16137	76.31766	1064.62128	6.12939	0.18589	5.29482	9.36636	13.57476	1.00000	-38.94722	29.90908	4.59444	66.87986
6.74760	48.8222	8.33743	5.54967	6.55315	5.24833	84.37792	1082.49802	4.94659	0.12777	8.49494	6.12749	6.60431	0.00000	2.12213	62.88081	8.67161	69.35818
8.17487	33.92946	7.21946	8.14275	5.57506	6.14582	64.09778	1056.36750	7.26736	0.28852	8.73025	5.84848	13.91700	0.00000	-116.97725	73.03502	9.91525	45.84912
7.24412	16.68911	4.75435	7.17602	5.91323	3.22374	73.37107	1064.85555	7.09012	0.21403	8.90519	6.69111	0.29522	1.00000	98.50893	61.14294	6.26086	47.07380
6.87520	4.96667	8.54376	6.71204	7.28329	4.91869	75.10834	1092.16709	8.04417	0.29476	8.57114	6.38403	18.21282	0.00000	10.7	38.37490	9.76090	30.60700
7.30993	40.93121	9.32455	8.24596	8.43427	5.21825	78.91131	1052.36271	7.10900	0.18958	4.89656	9.44872	11.95241	1.00000	-73.89875	48.93440	7.26625	51.08610
8.17756	47.38093	8.40933	7.21912	7.68497	4.80448	80.44059	1140.99983	4.71343	0.10691	8.93766	5.06523	6.27315	0.00000	-122.23484	65.37094	8.52290	41.39477
6.85941	54.90083	6.90854	7.10677	7.15182	7.81486	69.05499	1194.12353	6.61016	0.22551	5.81625	11.05018	8.48496	1.00000	38.07083	54.96580	5.84235	63.48425
8.40114	-1.26753	5.42645	5.23134	5.76359	8.45481	71.70042	1133.25568	6.42743	0.13781	6.56450	9.27495	-6.53799	1.00000	116.82887	36.96933	7.06067	75.38232
6.52357	10.15031	7.49111	7.01503	7.88757	5.72674	78.62981	1059.32272	6.94601	0.17686	8.37297	6.37903	-0.76607	0.00000	-73.9614	69.51375	8.78259	54.65374
8.22104	9.3337	8.57340	7.90471	6.01248	6.63423	78.49618	1094.66596	7.33925	0.27182	9.42178	5.38911	15.53129	0.00000	122.8637	44.31774	7.70146	68.35220
6.42479	41.80753	8.65990	7.89725	7.77351	7.65832	79.68491	1131.17335	7.07754	0.26739	9.14147	8.65381	7.48301	1.00000	-87.65644	57.87217	10.03367	54.42570
6.94832	36.33011	6.16662	7.58811	6.94138	8.81914	76.28767	1106.32012	5.79002	0.17996	6.68259	7.83793	3.93808	1.00000	138.89585	38.94262	5.04022	58.44623
7.36539	33.44872	4.89484	7.82121	6.10507	8.15486	74.76734	1165.50684	6.80377	0.15982	6.45631	9.56722	22.06826	1.00000	-86.78777	59.04916	5.36516	83.64090
6.45911	0.03813	8.51936	7.46567	6.34061	6.19718	75.76107	1157.39950	7.74864	0.25253	8.35925	6.17295	26.55068	0.00000	36.36339	53.37762	8.27877	38.60923
7.72322	34.95303	6.16961	8.92534	6.91264	8.11361	73.41963	1088.14693	5.95670	0.21197	4.11635	8.72304	11.59794	1.00000	-120.43572	38.79880	6.12959	58.44812
8.82530	12.18441	6.60006	6.73625	7.60558	7.65099	67.48901	1061.00577	9.10229	0.83007	8.98294	6.10782	15.24546	0.00000	18.69303	54.83519	9.71917	38.81546
7.89945	35.74788	7.83232	7.76653	8.15662	6.90635	75.41219	1197.61192	10.01541	1.89445	7.56920	6.57066	34.17401	1.00000	-95.36969	56.83165	10.23408	62.27010
6.77091	17.30858	6.14703	6.77586	8.94039	3.79458	68.26715	1167.98896	3.49519	0.06677	7.02291	10.10048	23.00618	0.00000	97.01124	52.95760	4.96893	52.05114
7.80560	30.21121	9.37201	8.64863	7.50057	5.41981	74.79930	1135.47590		0.13118	4.73405	9.94387	-5.86277	1.00000	74.4818	53.78644	8.57645	58.83431
7.50962	17.30858	5.28246	7.23053	9.39536	5.68533	88.41327	1056.36395	4.56425	0.14718	6.30122	7.99228	10.83594	0.00000	97.01124	55.73089	4.41517	53.49532
8.14139	33.44872	7.06135	8.17017	6.79813	8.57157	71.61321	1153.67688	8.46825	0.54204	4.62078	8.33432	17.73019	0.00000	-86.78777	50.25364	7.44967	52.91748
7.83549	40.2737	7.99389	7.78181	7.26070	5.71547	77.61840	1081.15905	7.18959	0.24732	6.71580	8.57794	9.72499	1.00000	-76.88442	71.63160	10.13817	67.82526
8.86756	26.2173	7.62373	7.77650	6.31885	4.98796	68.29566	1141.15871	5.92437	0.18622	7.32606	9.36927	27.03685	1.00000	-80.22588	42.94918	8.25183	31.83373
8.35281	34.61667	7.65056	7.05352	6.45772	5.98988	79.64934	1072.22378	8.14920	0.36671	7.98309	7.18407	25.40097	0.00000	135.6	57.79505	8.01927	74.48309
8.36839	52.86147	6.05533	5.65025	6.13944	9.27335	72.49831	1056.04649	4.53339	0.16167	5.44001	7.11466	8.88295	1.00000	9.5926	53.55662	7.39952	50.85321
7.15473	40.82232	9.41425	7.82727	7.30170	6.49508	77.34966	1145.50112	9.87771	1.56568	7.99351	4.31595	21.14117	0.00000	-74.15987	44.83965	7.44788	61.17651
7.54778	30.29184	8.39442	8.86067	8.69772	6.30351	79.54152	1110.60181	7.98615	0.36773	6.94269	9.62154	9.51029	1.00000	71.67164	43.55574	8.05483	70.54389
7.07349	40.72371	8.16000	6.67421	7.22524	6.97395	68.30224	1189.34506	9.58805	1.23384	7.12636	6.50007	1.37356	1.00000	-73.95097	60.91012	11.45818	68.95649
7.96287	10.10649	9.02584	9.04100	6.43082	6.57027	64.30022	1177.18314	8.70907	0.51803	6.37967	10.64846	11.94399	1.00000	76.35484	44.80440	5.99888	53.62283
8.44785	41.0051	6.76672	8.45604	7.98144	5.85554	74.20077	1062.86400	9.99431	1.76815	7.58592	6.38135	5.02846	1.00000	-73.78458	72.57523	9.48677	55.08884
7.59209	41.92361	6.66795	7.41431	6.81354	8.88454	70.60847	1139.93017	6.34386	0.22530	8.19039	8.36409	28.65329	1.00000	20.91361	56.68640	3.94429	38.32526
8.58733	32.5007	9.25963	7.37600	7.34583	7.71354	69.81225	1097.99510	10.48217	2.79833	6.60640	10.56293	30.49974	0.00000	-94.74049	64.32344	6.20226	55.31729
6.07416	35.21222	4.71663	6.79695	6.36745	8.60598	70.92681	1121.75209	5.09980	0.13957	4.45432	8.32650	12.46859	1.00000	2.31889	61.92210	5.77230	53.88019
7.01230	-17.83333	4.93522	6.26564	6.89432	9.13125	70.26949	1102.26354	4.81590	0.15313	7.38271	8.18108	10.92277	1.00000	48.41667	42.57527	3.45320	48.61885
7.83622	52.61131	8.78201	9.10287	6.21662	5.59412	68.65497	1190.83805	11.55459	7.96749	8.82506	6.74780	19.92540	0.00000	13.31783	76.24373	8.30058	63.84710
7.10780	34.25807	6.38509	8.44781	6.84021	5.52698	80.91012	1165.59684	6.77657	0.10546	6.26649	8.78383	12.03845	0.00000	-88.70464	55.02176		51.07478
7.04794	41.48199	5.43256	7.09294	6.83291	9.69539	65.03828	1068.14407	3.79174	0.12671	6.39488	6.42825	8.97791	1.00000	-81.79819	76.72331	5.84611	37.95183
8.43252	59.37722	5.55925	7.02825	6.68127	4.98840	64.33640	1083.84039	4.52563	0.18678	7.43637	9.79978	-10.20991	0.00000	28.19028	59.52016	9.55159	49.16823
6.58105	39.33427	5.47083	6.90312	7.71233	8.16125	71.76300	1168.27670	7.61998	0.23185	6.10638	8.13648		1.00000	-76.43941	50.71864	4.29771	60.88430
7.65480	40.2737	9.55165	6.93942	7.00731	8.47038	78.95559	1144.06318	11.71726	9.39441	6.74262	8.48469	23.29448	1.00000	-76.88442	44.18307	7.68242	67.84246
7.79948	-23.85972	10.14963	8.83655	6.63514	7.74173	57.51170	1108.65087	10.42731	2.66592	5.14394	8.56310	22.77379	1.00000	35.34722	35.51062	9.39406	74.88465
7.97918	-28.81833	6.69442	6.92515	7.07039	8.34845	80.06237	1131.42616	6.29519	0.15111	5.81036	8.73771	40.40455	1.00000	-52.51028	49.58393	4.55767	44.77934
7.72458	37.19723	10.40098	6.88387	7.00747	5.55104	77.21749	1085.25654	10.11842	1.97030	1.67676	8.67623	21.71356	1.00000	122.05228	46.53309	8.78864	58.63301
6.70937	19.30157	5.25347	7.21256	6.74535	8.47194	75.25416	1174.59033	5.98080	0.12825	6.27497	8.72561	30.16103	1.00000	72.85107	36.67601	4.82727	42.72134
5.34561	30.17746	9.09553	7.67694	8.59478	6.47650	86.55281	1146.56889	9.86965	1.66505	5.03623	6.91088	11.57874	1.00000	-81.38758	43.45927	10.80061	56.37523
7.64293	9.6531	7.15135	6.81235	7.70936	6.07887	65.58856	1085.28436	6.34146	0.10152	10.04153	7.38651	15.40603	0.00000	124.3697	43.87383	9.61508	60.96328
7.71588	17.94979		7.31434	8.62509	7.70244	77.15672	1175.85475	7.89578	0.35136	6.20861	10.27878	19.28233	1.00000	-94.91386	67.71050	7.01653	59.47736
6.86665	40.37528	5.92300	5.59930	7.52907	3.86696	75.67973	1103.57143	8.27041	0.42138	9.94237	10.02612	10.38253	0.00000	28.88222	54.05111	4.55783	80.39870
7.75087	42.35843	8.47274	6.97941	8.41056	5.60100	70.18921	1187.39824	8.56746	0.53313	5.62431	8.41130	3.69337	1.00000	-71.05977	58.49241	8.02384	65.62911
8.06712	54.39304	7.69945	7.30069	7.49406	5.22685	75.40896	1058.41434	8.03831	0.38125	6.51063	7.73852	24.28495	0.00000	53.26023	28.49497	8.59455	49.03565
7.32891	30.16688	7.18356	7.58000	6.66194	9.89415	63.02063	1166.65816	4.60757		8.70577	6.54293	12.89081	1.00000	-96.39774	46.15969	5.81902	28.50021
8.29053	34.15429	6.01742	7.82877	7.00026	4.40354	73.47059	1088.94860	6.06692	0.19034	7.46460	8.79063	29.29363	0.00000	3.50309	56.11404	6.28203	36.68362
6.24723	42.64685	6.17122	8.20310	8.21977	4.32790	70.35186	1111.77613	4.11690	0.13787	6.22243	9.49412	1.30790	0.00000	-5.55835	33.65289	8.03621	63.36082
8.40683	17.94979	6.88643	9.92492	7.05573	4.34225	82.20431	1130.42103	6.46259	0.19079	7.31599	9.29912	-5.43319	1.00000	-94.91386	64.34312	6.84547	45.01858
7.22631	3.31332	7.46802	8.51605	7.35865	8.90265	70.91637	1180.82474	5.69358	0.13873	7.22832	8.41549	1.84432	1.00000	117.59152	55.18313	6.54446	41.12771
7.61495	17.54907	5.43511	6.17824	6.37726	7.06956	58.31329	1198.47053	5.46522	0.17194	4.35014	7.42287	6.62218	0.00000	82.85749	55.04537	12.03737	27.67341
6.51466	10.10649	8.56427	7.63987	7.11479	5.35760	69.57480	1150.37275	7.95001	0.31075	9.38995	6.38962	11.75411	0.00000	76.35484	70.48236	9.44365	51.13993
6.72158	12.1277	7.74409	6.67655	6.60405	6.38443	61.72216	1059.70399	8.06882	0.36836	7.94838	6.11045	15.28057	0.00000	78.15794	55.98769	10.13986	41.43951
6.35330	52.66277	3.53453	6.99319	5.69004	9.41131	57.91248	1124.90575	3.92037	0.07602	4.13755	5.94649	13.05811	1.00000	-2.01111	49.80699	8.16523	71.36034
5.65434	59.37722	6.34289	6.52665	6.50055	8.98719	67.88240	1165.04430	5.47377	0.23532	6.81789	7.84501	23.31215	1.00000	28.19028	47.98383	4.92320	48.81197
7.11674	51.20219	7.24132	8.29346	8.30001	7.62358	71.61094	1131.56569	7.74432	0.36477	8.13585	5.61997	15.03350	0.00000	7.36027	51.64926	8.52119	56.10607
5.58699	-17.83333	5.82697	6.56051	7.57941	7.05841	63.41968	1140.58777	6.95557	0.16203	5.85231	8.82904	25.75272	0.00000	48.41667	46.78265	9.95982	37.81421
8.05008	50.86079	9.28832	6.51670	6.62398	7.29912	80.27856	1120.61787	9.92435	1.65071	6.03530	7.59883	16.37186	1.00000	17.4674	67.47276	9.93357	34.82403
8.84185	44.98901	9.87102	5.94546	9.55215	6.31772	66.42750	1176.01809	11.11531	5.25897	7.72907	13.78676	8.15019	1.00000	38.94324	51.23856	6.19773	60.34106
