station	QoS	longitude	code	latitude	revision
Karben	maintenance	8.77155	DE	50.23019	08 Oct 2019
Tuxtla	accep	-93.11308	MX	16.75973	21 Jul 2020
Nowshahr	good	51.49621	IR	36.64852	2021-03-02
Fitchburg	building	-71.8023	US	42.58342	05 Oct 2017
Al Jubayl	average	49.62251	SA	27.0174	02/19/2020, 00:00:00
Santa Gertrudes	good	-47.53028	BR	-22.45667	02/13/2015, 00:00:00
Saint-Omer	good	2.25	FR	50.75	2015/05/16
Mesagne	maintenance	17.80774	IT	40.55851	28 Feb 2020
Mongo	maintenance	18.69303	TD	12.18441	2018/11/22
Artur Nogueira	maintenance	-47.1725	BR	-22.57306	2021-02-02
Gorakhpur	excellent	83.36889	IN	26.76628	11/27/2013, 00:00:00
Ngemplak	good	110.71639	ID	-7.54972	03/15/2015, 00:00:00
Messaad	maintenance	3.50309	DZ	34.15429	01/15/2019, 00:00:00
Devizes	average	-1.99421	GB	51.35084	2015-02-21
Pleasant Prairie	average	-87.93341	US	42.55308	2019-12-24
Negotin	average	22.53083	RS	44.22639	2018-02-12
Corralillo	good	-80.58556	CU	22.98212	01/11/2013, 00:00:00
Pedro II	good	-41.45861	BR	-4.42472	08/31/2022, 00:00:00
Viradouro	building	-48.29694	BR	-20.87306	2021-09-30
Keizer	building	-123.02621	US	44.99012	03 Jun 2018
Temse	building	4.21372	BE	51.12794	2016-08-11
Changzhi	acceptable	111.73861	CN	35.20889	07/07/2019, 00:00:00
Aytos	average	27.25	BG	42.7	2022-05-08
Canavieiras	good	-38.94722	BR	-15.675	2013/08/01
South Lawndale	good	-87.71255	US	41.84364	05/05/2020, 00:00:00
Greenville	average	-91.06177	US	33.41012	2016/09/26
Tongelre	good	5.51978	NL	51.44889	2015-04-29
Bibiani	excellent	-2.31938	GH	6.46346	08/23/2017, 00:00:00
Canavieiras	accep	-38.94722	BR	-15.675	2022/09/27
Collinwood	average	-81.56929	US	41.55838	2018/02/22
Yashkino	average	85.4265	RU	55.8736	31 Oct 2020
Meizhou	good	116.11768	CN	24.28859	11/07/2021, 00:00:00
North Lauderdale	accep	-80.22588	US	26.2173	2022-07-30
East Jerusalem	average	35.23388	PS	31.78336	2013/02/28
Teluk Intan	building	101.02083	MY	4.02219	02 Aug 2021
Shreveport	accep	-93.75018	US	32.52515	08/12/2022, 00:00:00
Front Royal	maintenance	-78.19444	US	38.91817	10 Sep 2018
Cebu City	good	123.89071	PH	10.31672	09/15/2017, 00:00:00
Jackson	average	-88.81395	US	35.61452	06/26/2021, 00:00:00
Sicklerville	accep	-74.96933	US	39.71734	2017/11/25
Ulan-Ude	maintenance	107.60627	RU	51.82721	2019/07/31
Wacheng	average	114.51667	CN	33.78333	09/12/2015, 00:00:00
Lakota	good	-5.682	CI	5.84752	02/11/2019, 00:00:00
Mira Mesa	average	-117.14392	US	32.9156	2013-05-25
Rutland	accep	-72.97261	US	43.61062	07/27/2013, 00:00:00
Southsea	average	-1.08593	GB	50.79205	06/15/2016, 00:00:00
Losheim	maintenance	6.74549	DE	49.5099	22 Jan 2019
Malaut	average	74.4818	IN	30.21121	05/18/2020, 00:00:00
Lanciano	accep	14.39024	IT	42.22718	16 Jan 2021
Tonga	excellent	10.7	CM	4.96667	2019-07-07
el Camp de l'Arpa del Clot	building	2.18247	ES	41.41204	2017-06-24
Teluk Intan	average	101.02083	MY	4.02219	03/22/2015, 00:00:00
Rwamagana	accep	30.4347	RW	-1.9487	2016/06/24
Zvenihorodka	average	30.96755	UA	49.07866	2017/12/12
Shreveport	excellent	-93.75018	US	32.52515	2021/04/11
San Giuliano Milanese	maintenance	9.29109	IT	45.39402	05/15/2019, 00:00:00
Thap Than	maintenance	99.89166	TH	15.46063	2020-11-16
Malaut	maintenance	74.4818	IN	30.21121	10/02/2019, 00:00:00
Weimar	good	11.32903	DE	50.9803	13 Sep 2018
Oschatz	accep	13.10984	DE	51.30001	2014-04-06
Milagro	good	-79.59415	EC	-2.13404	2018/05/11
Ambatondrazaka	excellent	48.41667	MG	-17.83333	2019/03/18
Davangere	average	75.92694	IN	14.46693	09/28/2018, 00:00:00
Villabate	good	13.44275	IT	38.07789	2015/08/28
Naga	average	123.758	PH	10.20898	09 Mar 2021
Bron	average	4.91667	FR	45.73333	2015/05/11
Agrigento	excellent	13.57661	IT	37.31065	01/28/2017, 00:00:00
Falconara Marittima	good	13.39954	IT	43.62558	2021/05/06
Palafrugell	average	3.1631	ES	41.91738	2019/08/27
Emmeloord	maintenance	5.74861	NL	52.71083	08/20/2020, 00:00:00
Aguadilla	average	-67.15407	PR	18.42745	29 Apr 2016
Reutlingen	excellent	9.20427	DE	48.49144	2019/08/17
Nowshahr	good	51.49621	IR	36.64852	14 Sep 2016
Herblay	average	2.1699	FR	48.98994	16 Apr 2020
Las Gabias	excellent	-3.67029	ES	37.13548	2013/10/20
Losheim	accep	6.74549	DE	49.5099	2014/10/06
Arua	average	30.91105	UG	3.02013	16 Jul 2013
Port Huron	maintenance	-82.42491	US	42.97086	01/10/2019, 00:00:00
Aksaray	accep	34.02537	TR	38.37255	20 Feb 2016
Paoy Paet	good	102.56365	KH	13.65805	2019-10-16
Espoo	maintenance	24.6522	FI	60.2052	2014/03/17
Edremit	good	27.02444	TR	39.59611	2021/10/30
Woodlawn	excellent	-76.72803	US	39.32288	2019/02/21
Komono	accep	136.51667	JP	35	02 Oct 2012
Brenham	maintenance	-96.39774	US	30.16688	01/18/2018, 00:00:00
Somma Vesuviana	good	14.43865	IT	40.87329	2021/11/13
Rudolstadt	excellent	11.34046	DE	50.72043	11/24/2017, 00:00:00
Argungu	accep	4.52514	NG	12.74482	28 Apr 2020
Winsford	maintenance	-2.52398	GB	53.19146	2020-06-08
Fresno	good	-95.44744	US	29.53885	2021/11/06
Severodvinsk	average	39.8302	RU	64.5635	10/03/2016, 00:00:00
Arba Minch	excellent	37.55	ET	6.03333	2020/04/13
Nikolayevsk-on-Amure	excellent	140.72287	RU	53.14657	2013/07/22
Sainte-Catherine	building	-73.58248	CA	45.40008	04 Dec 2019
Gainesville	average	-82.32483	US	29.65163	02/16/2021, 00:00:00
Carnegie	building	145.06667	AU	-37.88333	2016-06-28
Dongdu	building	117.7	CN	35.85	2019-07-18
Nanpiao	average	120.74792	CN	41.09822	04 Apr 2013
Lagarto	accep	-37.65	BR	-10.91722	2016-12-01
Alwaye	good	76.35484	IN	10.10649	16 Feb 2013
Gaziantep	accep	37.3825	TR	37.05944	10/27/2020, 00:00:00
Gainsborough	average	-0.76667	GB	53.38333	2017-01-13
Villa del Rosario	accep	-72.47417	CO	7.83389	12/01/2016, 00:00:00
Tyoply Stan	accep	37.49338	RU	55.62047	2018-08-03
Hutto	good	-97.54667	US	30.5427	03/22/2019, 00:00:00
Bourbonnais	building	-87.88754	US	41.15376	01/27/2022, 00:00:00
Ken Caryl	excellent	-105.11221	US	39.57582	10/03/2013, 00:00:00
Contla	excellent	-98.1664	MX	19.32932	2016/06/01
Mampong	excellent	-1.4001	GH	7.06273	25 Dec 2017
Devizes	excellent	-1.99421	GB	51.35084	08/14/2022, 00:00:00
Talisay	maintenance	122.9666	PH	10.7375	26 Jun 2016
Chillum	accep	-76.99081	US	38.96372	2019/11/05
Mvomero	accep	38.66667	TZ	-6.25	2022-01-30
les Escaldes	excellent	1.53414	AD	42.50729	2014/02/28
Montecchio Maggiore-Alte Ceccato	accep	11.412	IT	45.50369	2020-07-04
Yonkers	good	-73.89875	US	40.93121	2022/01/27
Ovalle	excellent	-71.19901	CL	-30.60106	18 Dec 2019
Poulton-le-Fylde	accep	-2.98333	GB	53.83333	2015-11-05
Peabody	average	-70.92866	US	42.52787	03/10/2020, 00:00:00
Taozhuang	good	117.33333	CN	34.85	07 Dec 2015
Kashipur	average	78.95693	IN	29.21399	2017/05/06
Wangon	good	109.05389	ID	-7.51611	10 Aug 2015
Kireyevsk	building	37.92792	RU	53.93361	2017/08/02
Trossingen	average	8.64409	DE	48.07667	2018/10/02
Casa Blanca	maintenance	-98.11889	MX	19.04222	2022/03/12
Neuburg an der Donau	good	11.18709	DE	48.73218	2012/10/25
Sheoganj	good	73.06784	IN	25.13915	26 Apr 2020
Ramla	good	34.86563	IL	31.92923	05/11/2018, 00:00:00
Croix-des-Bouquets	good	-72.22625	HT	18.57677	2022-03-16
Shinshiro	excellent	137.5	JP	34.9	01/19/2018, 00:00:00
Mesagne	maintenance	17.80774	IT	40.55851	2015-06-18
Antanifotsy	excellent	47.31667	MG	-19.65	05 Jun 2015
Mechanicsville	building	-77.37331	US	37.60876	2013/10/16
Kensington	good	-73.97069	US	40.64621	09/29/2015, 00:00:00
Bothell	excellent	-122.2054	US	47.76232	01/06/2013, 00:00:00
Madrid	building	-74.26419	CO	4.73245	09/24/2018, 00:00:00
Longview	excellent	-94.74049	US	32.5007	2015/04/16
Muritiba	average	-39.25	BR	-12.91667	02/24/2018, 00:00:00
Finnentrop	good	7.973	DE	51.168	2015/10/14
Barmbek-Nord	average	10.03988	DE	53.6052	04/10/2020, 00:00:00
Amreli	maintenance	71.21169	IN	21.59983	2012-12-30
Trossingen	accep	8.64409	DE	48.07667	2017/06/09
Calauan	excellent	121.3152	PH	14.14989	08 Mar 2021
Keene	excellent	-72.27814	US	42.93369	2016-03-24
Puerto Colombia	good	-74.95472	CO	10.98778	10 May 2013
Carnot	excellent	15.87735	CF	4.94273	2022-01-22
Ataq	excellent	46.83187	YE	14.53767	2017-02-24
Rahat	accep	34.75699	IL	31.39547	14 Apr 2013
South Lawndale	average	-87.71255	US	41.84364	2020/01/23
Sarandi	average	-51.87389	BR	-23.44361	16 Apr 2014
Indio	excellent	-116.21677	US	33.7207	02/25/2014, 00:00:00
Hushitai	excellent	123.50266	CN	41.94175	2019/11/08
Gorakhpur	accep	83.36889	IN	26.76628	06 Aug 2013
Charlottetown	building	-63.13414	CA	46.23899	2022/08/30
Magong	average	119.58627	TW	23.5654	04/12/2020, 00:00:00
Guli	average	120.03308	CN	28.88162	06 Mar 2022
Maasin	average	124.84472	PH	10.13361	07/28/2021, 00:00:00
Naro-Fominsk	good	36.73307	RU	55.38752	2014/07/13
Inverness	building	-4.22398	GB	57.47908	2021-12-13
Jhol	accep	68.88871	PK	25.95533	10/31/2014, 00:00:00
Jocotepec	average	-103.42897	MX	20.28527	13 Oct 2019
Norwalk	accep	-82.61573	US	41.24255	2017-04-10
Xiangtan	good	112.9	CN	27.85	03/12/2022, 00:00:00
Tupi	good	124.95278	PH	6.33444	2021/06/07
Krasyliv	good	26.97253	UA	49.65186	2021-12-06
Dalsingh Sarai	good	85.83636	IN	25.66795	2016-10-20
Lutz	average	-82.46148	US	28.15112	2021-11-11
Ulanhot	accep	122.08333	CN	46.08333	08 Jul 2022
Hlukhiv	maintenance	33.9162	UA	51.67822	06 Dec 2018
Puducherry	building	79.82979	IN	11.93381	02/21/2020, 00:00:00
Culemborg	good	5.22778	NL	51.955	01/26/2018, 00:00:00
Longgang	average	120.33063	CN	37.65181	08 Mar 2018
Puducherry	maintenance	79.82979	IN	11.93381	2015-02-11
Scarsdale	good	-73.78458	US	41.0051	2019-02-22
Clacton-on-Sea	average	1.15597	GB	51.78967	15 Sep 2016
Jinotepe	good	-86.19903	NI	11.84962	03/24/2014, 00:00:00
Besuki	good	113.69785	ID	-7.73379	10/10/2016, 00:00:00
Beni Douala	average	4.08282	DZ	36.61954	2016/04/11
Ikalamavony	excellent	46.58333	MG	-21.15	2020/09/14
Clermont	average	-81.77285	US	28.54944	2012/12/22
Soroca	excellent	28.28489	MD	48.15659	2017/04/29
Alatyr’	excellent	46.5813	RU	54.8421	18 Nov 2020
Chichicastenango	excellent	-91.11667	GT	14.93333	2019-01-26
Gernika-Lumo	accep	-2.68333	ES	43.31667	26 Jun 2013
Likhobory	average	37.56667	RU	55.85	2014-03-31
Kyaikto	excellent	97.01124	MM	17.30858	08/04/2022, 00:00:00
Lesozavodsk	excellent	133.42825	RU	45.47885	2017/09/15
Mwandiga	excellent	29.65806	TZ	-4.83	17 Jun 2014
Woodlawn	excellent	-76.72803	US	39.32288	2019-08-17
Wesseling	building	6.9747	DE	50.82709	02/04/2022, 00:00:00
Madhipura	excellent	86.79271	IN	25.92127	2022/02/28
Ehingen	good	9.72749	DE	48.28259	25 Aug 2016
Canavieiras	good	-38.94722	BR	-15.675	10/18/2014, 00:00:00
Rafaela	good	-61.4867	AR	-31.25033	12 May 2017
Aksaray	accep	34.02537	TR	38.37255	19 Mar 2020
Camayenne	maintenance	-13.68778	GN	9.535	2020/07/03
Rajaori	maintenance	74.3092	IN	33.37526	12 Oct 2014
Al Jubayl	good	49.62251	SA	27.0174	01/01/2015, 00:00:00
Great Wyrley	excellent	-2.01111	GB	52.66277	2016-11-02
Glendale	excellent	-118.25508	US	34.14251	08/03/2022, 00:00:00
Bryn Mawr-Skyway	good	-122.24092	US	47.4943	13 Jun 2022
Muncar	maintenance	114.33333	ID	-8.43333	08 Dec 2014
Shushary	excellent	30.38167	RU	59.80917	27 Jul 2013
Zhoushan	building	122.20488	CN	29.98869	28 Oct 2017
Pilkhua	maitennce	77.656	IN	28.71271	10/14/2016, 00:00:00
Yonkers	excellent	-73.89875	US	40.93121	2021/05/16
Paoy Paet	maintenance	102.56365	KH	13.65805	2019/05/30
Odessa	accep	-102.36764	US	31.84568	2017/01/12
Foshan	building	113.13148	CN	23.02677	2021-06-14
Santa Gertrudes	average	-47.53028	BR	-22.45667	14 Dec 2012
Svatove	excellent	38.15035	UA	49.41029	08/10/2017, 00:00:00
Tianfu	good	122.05228	CN	37.19723	18 Jun 2022
Adliswil	average	8.52462	CH	47.30997	11/18/2014, 00:00:00
Buynaksk	excellent	47.1192	RU	42.819	12/26/2016, 00:00:00
Villaquilambre	excellent	-5.55835	ES	42.64685	2017/03/03
Danilov	average	40.17171	RU	58.1908	2017-04-30
Hendala	good	79.883	LK	6.9909	08/04/2017, 00:00:00
Dyat’kovo	good	34.33825	RU	53.59782	2014/07/19
Ajaccio	building	8.73812	FR	41.91886	08/03/2022, 00:00:00
