location	station	revision	latitude	longitude	QoS
America/Argentina/Cordoba	Rafaela	03/15/2022, 00:00:00	-31.25033	-61.4867	accep
Europe/Moscow	Alatyr’	11/25/2013, 00:00:00	54.8421	46.5813	good
Europe/Paris	Bar-le-Duc	2016-09-06	48.77275	5.16108	maintenance
Africa/Mogadishu	Baki	2020-11-02	9.89206	43.38531	accep
America/Sao_Paulo	Esmeraldas	2016/05/10	-19.7625	-44.31389	excellent
Asia/Shanghai	Pucheng	06/03/2016, 00:00:00	27.92333	118.53333	building
Africa/Johannesburg	Standerton	2020/05/01	-26.93366	29.24152	excellent
America/Havana	Media Luna	10/21/2016, 00:00:00	20.14298	-77.43532	good
Africa/Tunis	Msaken	2015/11/24	35.72917	10.58082	good
Europe/Madrid	Amposta	2021/09/06	40.70995	0.57856	excellent
America/Sao_Paulo	Soledade	26 Jul 2015	-28.81833	-52.51028	excellent
Europe/Berlin	Zeitz	17 Nov 2021	51.04962	12.1369	average
Europe/Moscow	Malakhovka	12/09/2020, 00:00:00	55.64776	38.02486	excellent
Europe/Rome	Malnate	2014-12-01	45.79377	8.88104	maintenance
America/Havana	Boyeros	04/13/2019, 00:00:00	23.0072	-82.4017	average
Europe/Istanbul	Gaziantep	01/05/2017, 00:00:00	37.05944	37.3825	accep
Asia/Barnaul	Novosilikatnyy	08/18/2018, 00:00:00	53.30972	83.62389	good
Asia/Manila	Baliuag	2016/04/27	14.95472	120.89694	excellent
Europe/Berlin	Barmbek-Nord	03 Dec 2021	53.6052	10.03988	maintenance
Africa/Lagos	Shagamu	2020/05/31	6.8485	3.64633	average
Europe/Berlin	Losheim	2022-05-26	49.5099	6.74549	excellent
Africa/Windhoek	Okahandja	2014-04-25	-21.98333	16.91667	accep
Asia/Karachi	Kot Addu	2015/02/03	30.46907	70.96699	maintenance
Europe/Zagreb	Split	17 Mar 2018	43.50891	16.43915	average
Asia/Manila	Masbate	22 Oct 2021	12.37169	123.62494	excellent
Asia/Phnom_Penh	Paoy Paet	2020-03-03	13.65805	102.56365	excellent
America/Bogota	San Carlos	2015/05/27	8.79577	-75.69947	accep
Asia/Kolkata	Kalavoor	12/01/2019, 00:00:00	9.57046	76.32756	average
America/Guatemala	Chichicastenango	02/22/2017, 00:00:00	14.93333	-91.11667	excellent
Europe/Paris	Rueil-Malmaison	2017/02/23	48.8765	2.18967	average
Europe/Zaporozhye	Polohy	01/03/2018, 00:00:00	47.48444	36.25361	average
America/Bogota	El Copey	2019/05/18	10.15031	-73.9614	accep
America/Los_Angeles	Aloha	03/12/2018, 00:00:00	45.49428	-122.86705	excellent
Europe/Helsinki	Tornio	2016/04/08	65.84811	24.14662	building
America/Chicago	Crystal Lake	09/08/2022, 00:00:00	42.24113	-88.3162	average
Europe/Paris	Pamiers	05/01/2021, 00:00:00	43.11667	1.6	excellent
America/New_York	Collinwood	10/21/2013, 00:00:00	41.55838	-81.56929	maintenance
America/Chicago	Grand Forks	2015/10/14	47.92526	-97.03285	good
Africa/Lagos	Ilesa	10 Apr 2014	7.62789	4.74161	accep
Europe/Amsterdam	Zeist	14 May 2013	52.09	5.23333	accep
America/New_York	Waterbury	02/18/2015, 00:00:00	41.55815	-73.0515	good
Pacific/Auckland	Timaru	2017/04/10	-44.39672	171.25364	accep
Asia/Shanghai	Tianfu	08/05/2020, 00:00:00	37.19723	122.05228	average
Asia/Manila	Pilar	2014-08-11	14.66	120.56528	average
Europe/Berlin	Oberhausen	2017-08-19	51.47805	6.8625	good
America/New_York	Sicklerville	10/21/2014, 00:00:00	39.71734	-74.96933	maintenance
America/Argentina/Ushuaia	Ushuaia	2014-05-16	-54.8	-68.3	excellent
Europe/Oslo	Harstad	2014/03/20	68.79833	16.54165	building
America/Los_Angeles	Lompoc	25 Nov 2018	34.63915	-120.45794	excellent
Europe/Istanbul	Bergama	22 Dec 2015	39.12074	27.18052	good
Asia/Shanghai	Longgang	03/31/2016, 00:00:00	37.65181	120.33063	maintenance
Europe/Paris	Montpellier	2014/09/08	43.61092	3.87723	good
America/Chicago	Copperas Cove	03/17/2020, 00:00:00	31.12406	-97.90308	average
America/Chicago	Lower West Side	02/22/2021, 00:00:00	41.8542	-87.66561	accep
Africa/Bamako	Kati	01 Jan 2017	12.74409	-8.07257	average
America/Sao_Paulo	Valinhos	2020-05-12	-22.97056	-46.99583	excellent
America/Puerto_Rico	Yauco	2018-07-31	18.03496	-66.8499	building
America/El_Salvador	Ilopango	2020/09/15	13.70167	-89.10944	good
Europe/Berlin	Reutlingen	04 Aug 2020	48.49144	9.20427	building
Africa/Freetown	Freetown	2018/05/17	8.48714	-13.2356	excellent
Asia/Shanghai	Jiangyan	18 Apr 2020	32.50611	120.14278	excellent
America/New_York	Bon Air	2019-09-07	37.52487	-77.55777	building
America/New_York	Palm Valley	07 Aug 2022	30.17746	-81.38758	accep
America/New_York	Toledo	22 Apr 2021	41.66394	-83.55521	maintenance
Asia/Yangon	Myawadi	29 May 2021	16.68911	98.50893	good
Europe/Moscow	Yablonovskiy	2012-09-29	44.98901	38.94324	excellent
Europe/Istanbul	Edremit	20 Sep 2020	39.59611	27.02444	accep
America/New_York	Middletown	2016-02-09	41.54566	-71.29144	average
Asia/Shanghai	Jingzhou	2021/03/06	30.35028	112.19028	building
Europe/Helsinki	Kallio	05/25/2017, 00:00:00	60.18427	24.95034	maintenance
Asia/Kolkata	Srinagar	2017/07/05	34.08565	74.80555	accep
Africa/Porto-Novo	Tchaourou	2019-07-05	8.88649	2.59753	good
Europe/Paris	Elbeuf	2019/07/26	49.28669	1.00288	average
Europe/Moscow	Arzamas	01 Nov 2016	55.39485	43.83992	average
Europe/Berlin	Rudolstadt	02 Dec 2018	50.72043	11.34046	excellent
Europe/Moscow	Valday	2015/01/10	57.97472	33.2525	good
Europe/London	Viewpark	2015/01/24	55.82737	-4.0573	excellent
Europe/London	Clacton-on-Sea	2014-07-17	51.78967	1.15597	excellent
America/New_York	Gainesville	2019-12-29	29.65163	-82.32483	good
Africa/Lagos	Igbara-Odo	2017/02/20	7.50251	5.06258	good
Asia/Kolkata	Leteri	12/14/2021, 00:00:00	24.05979	77.40858	good
Africa/Porto-Novo	Tchaourou	27 Mar 2021	8.88649	2.59753	good
Asia/Shanghai	Hushitai	2016-09-17	41.94175	123.50266	accep
Europe/London	Strood	02/24/2020, 00:00:00	51.39323	0.47713	average
America/Chicago	Columbia Heights	06/25/2014, 00:00:00	45.0408	-93.263	average
Asia/Kuala_Lumpur	Batu Feringgi	2016-01-07	5.4709	100.24529	average
Europe/Paris	Le Chesnay	08/14/2015, 00:00:00	48.8222	2.12213	building
Europe/London	Gainsborough	2017-02-25	53.38333	-0.76667	maintenance
America/Mexico_City	Zacoalco de Torres	16 May 2022	20.22816	-103.5687	accep
Asia/Tokyo	Yamada	08/26/2019, 00:00:00	39.46667	141.95	maintenance
Europe/Brussels	Houthalen	15 Nov 2014	51.03427	5.37429	average
Europe/Berlin	Ehingen	09 Oct 2017	48.28259	9.72749	accep
America/Phoenix	Gilbert	06/29/2017, 00:00:00	33.35283	-111.78903	maintenance
Europe/Rome	Chiavari	2013/02/14	44.31771	9.32241	excellent
America/Caracas	Barinas	2016-11-22	8.62261	-70.20749	good
Europe/Kiev	Krasyliv	03/30/2020, 00:00:00	49.65186	26.97253	good
Asia/Samarkand	Jizzax	2015/02/06	40.11583	67.84222	excellent
Asia/Kolkata	Sathyamangalam	2016-12-26	11.50526	77.23826	excellent
Asia/Shanghai	Sishui	2015-03-05	35.64889	117.27583	building
Asia/Yekaterinburg	Kuvandyk	2014/10/07	51.4781	57.3552	average
Asia/Almaty	Otegen Batyra	06/25/2019, 00:00:00	43.41949	77.0202	accep
Europe/Paris	Saint-Genis-Laval	2013-06-07	45.69558	4.7934	building
America/New_York	Kendall	2015/09/20	25.67927	-80.31727	excellent
Asia/Manila	Calauan	06/06/2015, 00:00:00	14.14989	121.3152	excellent
Europe/Madrid	Baza	2015-11-10	37.49073	-2.77259	maintenance
Asia/Dili	Maliana	2018/02/12	-8.99167	125.21972	maintenance
Africa/Abidjan	Bonoua	2015-11-07	5.27247	-3.59625	excellent
America/Chicago	Crystal Lake	2016-02-12	42.24113	-88.3162	average
America/Havana	Media Luna	17 Apr 2017	20.14298	-77.43532	excellent
America/Mexico_City	Paracho de Verduzco	2014-01-15	19.64745	-102.04897	excellent
America/New_York	Dublin	2017-03-06	32.54044	-82.90375	excellent
Europe/London	Blackpool	01/25/2016, 00:00:00	53.81667	-3.05	excellent
Asia/Kolkata	Osmanabad	01/30/2013, 00:00:00	18.18158	76.03889	building
America/Chicago	Estelle	11 May 2019	29.84576	-90.10674	good
America/Argentina/Buenos_Aires	Pontevedra	22 Jul 2017	-34.74785	-58.70072	good
Europe/London	Mexborough	02/24/2019, 00:00:00	53.49389	-1.29243	average
Europe/Dublin	An Muileann gCearr	2017-09-25	53.53333	-7.35	maintenance
Africa/Accra	Tarkwa	31 Aug 2015	5.30383	-1.98956	building
America/Mexico_City	San Lorenzo Acopilco	2016/09/26	19.32889	-99.32556	average
Asia/Jerusalem	Ramla	02/12/2018, 00:00:00	31.92923	34.86563	building
Africa/Lubumbashi	Beni	2016-01-15	0.49113	29.47306	excellent
Europe/Rome	San Giuliano Milanese	01/20/2017, 00:00:00	45.39402	9.29109	good
America/Detroit	Port Huron	19 Feb 2018	42.97086	-82.42491	excellent
Asia/Kolkata	Gajendragarh	2022-02-24	15.73628	75.96976	excellent
Asia/Shanghai	Changshu City	02/12/2022, 00:00:00	31.64615	120.74221	excellent
Europe/Berlin	Barmbek-Nord	24 Dec 2021	53.6052	10.03988	building
Europe/Zurich	Onex	08 Jul 2019	46.18396	6.10237	average
Africa/Dar_es_Salaam	Mwandiga	22 Jun 2021	-4.83	29.65806	average
America/Lima	Minas de Marcona	02/24/2014, 00:00:00	-15.21194	-75.11028	excellent
America/Sao_Paulo	Carlos Barbosa	11/14/2013, 00:00:00	-29.2975	-51.50361	maintenance
America/Sao_Paulo	Esmeraldas	11/22/2020, 00:00:00	-19.7625	-44.31389	good
Europe/Berlin	Losheim	2015/07/23	49.5099	6.74549	average
Europe/Minsk	Dobrush	23 May 2020	52.4089	31.3237	building
Europe/Belgrade	Negotin	03 Feb 2021	44.22639	22.53083	building
Africa/Kampala	Arua	02/18/2021, 00:00:00	3.02013	30.91105	maintenance
America/Chicago	Pekin	06/26/2021, 00:00:00	40.56754	-89.64066	good
Europe/Rome	Tortona	2015/06/06	44.89784	8.86374	average
Asia/Tokyo	Shinshiro	11 Oct 2016	34.9	137.5	good
America/Los_Angeles	Bothell West	2014-05-07	47.80527	-122.24064	average
Asia/Hong_Kong	Tsuen Wan	03 Jun 2014	22.37066	114.10479	building
Europe/Zaporozhye	Svatove	02/17/2021, 00:00:00	49.41029	38.15035	excellent
Asia/Manila	Tupi	04 Nov 2014	6.33444	124.95278	excellent
Asia/Tehran	Isfahan	2020/12/11	32.65246	51.67462	accep
Africa/Nairobi	Busia	2021/09/08	0.46005	34.11169	average
America/Bogota	Socorro	01 Oct 2013	6.46838	-73.26022	good
America/New_York	Sicklerville	2017/04/21	39.71734	-74.96933	excellent
America/Los_Angeles	Mira Mesa	03 Jun 2020	32.9156	-117.14392	average
Europe/Minsk	Vitebsk	2014-02-07	55.1904	30.2049	average
Asia/Bangkok	Damnoen Saduak	27 Aug 2021	13.51825	99.95469	good
America/Chicago	Ada	2013/04/16	34.77453	-96.67834	good
Asia/Jakarta	Ngemplak	09/15/2022, 00:00:00	-7.54972	110.71639	excellent
America/Los_Angeles	Indio	2018/04/28	33.7207	-116.21677	average
Europe/Istanbul	Serinhisar	2013/09/05	37.58105	29.26639	good
Europe/Berlin	Hofheim am Taunus	2012/12/20	50.09019	8.4493	building
America/Vancouver	Vernon	26 Jul 2020	50.26729	-119.27337	building
Asia/Bangkok	Damnoen Saduak	08/25/2020, 00:00:00	13.51825	99.95469	good
Europe/Rome	Misterbianco	2020/07/19	37.51803	15.00913	accep
Europe/London	Winsford	2015-09-15	53.19146	-2.52398	excellent
America/New_York	Dumont	13 Dec 2018	40.94065	-73.99681	accep
Asia/Tokyo	Motomachi	01/24/2017, 00:00:00	43.82634	144.09638	average
Europe/Madrid	Segundo Ensanche	23 Feb 2016	42.8139	-1.64295	average
Asia/Kolkata	Pune	2021-01-30	18.51957	73.85535	average
Asia/Colombo	Dehiwala-Mount Lavinia	12 Aug 2013	6.84019	79.87116	accep
America/Toronto	Dorval	2018/08/14	45.4473	-73.75335	accep
Asia/Kolkata	Kalavoor	2021-10-28	9.57046	76.32756	excellent
Europe/Berlin	Verl	2016/05/12	51.88333	8.51667	accep
Europe/Berlin	Stuttgart	2015/12/25	48.78232	9.17702	accep
Europe/Berlin	Aschaffenburg	09/05/2020, 00:00:00	49.97704	9.15214	good
Europe/Helsinki	Kallio	2020/07/02	60.18427	24.95034	accep
Africa/Conakry	Camayenne	30 May 2013	9.535	-13.68778	excellent
Asia/Tokyo	Nonoichi	2021-02-28	36.53333	136.61667	excellent
Africa/Lagos	Igbara-Odo	2017-05-05	7.50251	5.06258	average
Asia/Ho_Chi_Minh	Sa Dec	23 May 2021	10.29085	105.75635	building
Asia/Kolkata	Kangayam	2019-05-12	11.00599	77.5609	accep
Europe/Moscow	Arzamas	2021-07-25	55.39485	43.83992	building
Asia/Shanghai	Haicheng	18 Dec 2019	40.85158	122.74754	building
Asia/Ulaanbaatar	Ulan Bator	07/10/2017, 00:00:00	47.90771	106.88324	average
Africa/Algiers	Frenda	2014-05-25	35.06544	1.04945	good
Europe/Berlin	Schwalmtal	22 Aug 2017	51.21667	6.26667	excellent
America/Los_Angeles	Lompoc	22 Aug 2015	34.63915	-120.45794	accep
Asia/Dushanbe	Vahdat	2014/04/13	38.55632	69.01354	accep
America/Mexico_City	Contla	06/30/2014, 00:00:00	19.32932	-98.1664	building
America/Sao_Paulo	Curitiba	07 Jun 2013	-25.42778	-49.27306	acceptable
Europe/London	Belper	12 Dec 2018	53.0233	-1.48119	building
Asia/Kolkata	Deoli	2020-09-20	25.75728	75.37991	good
Asia/Jakarta	Cibinong	05 Mar 2014	-6.48167	106.85417	accep
America/Havana	Varadero	15 Nov 2016	23.15678	-81.24441	maintenance
Asia/Shanghai	Wacheng	2013-07-20	33.78333	114.51667	maintenance
Europe/Moscow	Petrozavodsk	19 Jan 2019	61.78491	34.34691	average
Asia/Kolkata	Rangia	22 Aug 2016	26.44931	91.61356	average
America/New_York	Acworth	2013/02/07	34.06635	-84.67837	good
America/Panama	Chilibre	03/30/2014, 00:00:00	9.15093	-79.62098	average
Africa/Casablanca	Azrou	2022-02-18	33.43443	-5.22126	building
America/New_York	West Chester	04 Aug 2022	39.96097	-75.60804	building
America/Los_Angeles	American Canyon	02/01/2019, 00:00:00	38.17492	-122.2608	accep
Asia/Shanghai	Changshu City	2022/04/09	31.64615	120.74221	good
Europe/Berlin	Stuttgart	2021/02/16	48.78232	9.17702	average
Asia/Tehran	Nowshahr	2014/06/13	36.64852	51.49621	excellent
America/New_York	Acworth	2021/01/03	34.06635	-84.67837	excellent
America/New_York	Front Royal	04/19/2018, 00:00:00	38.91817	-78.19444	excellent
Europe/Moscow	Stupino	09/16/2016, 00:00:00	54.90083	38.07083	accep
Europe/Madrid	Baza	2014-08-26	37.49073	-2.77259	average
Asia/Shanghai	Boli	01 Oct 2021	45.75279	130.57211	excellent
America/Sao_Paulo	Viradouro	2017/01/06	-20.87306	-48.29694	accep
Asia/Manila	Cebu City	23 May 2020	10.31672	123.89071	good
America/Menominee	Iron River	2014-04-02	46.09273	-88.64235	average
Europe/Rome	Volla	2022-06-19	40.87363	14.34085	average
Africa/Algiers	Cheraga	2019-06-18	36.76775	2.95924	excellent
Europe/Rome	Campobasso	2021/08/12	41.55947	14.66737	excellent
Asia/Tokyo	Sasayama	23 Nov 2016	35.06667	135.21667	excellent
America/Chicago	Odessa	06/17/2021, 00:00:00	31.84568	-102.36764	excellent
Europe/Vienna	Floridsdorf	30 Sep 2013	48.25	16.4	good
America/Toronto	Dorval	2019-08-02	45.4473	-73.75335	average
Africa/Addis_Ababa	Debre Tabor	2018-01-31	11.85	38.01667	accep
Europe/Brussels	Gembloux	01/24/2020, 00:00:00	50.56149	4.69889	excellent
America/Los_Angeles	Beaumont	2021/04/23	33.92946	-116.97725	good
Europe/Madrid	Caravaca	2022-04-15	38.10558	-1.86343	excellent
Asia/Manila	La Trinidad	2018-06-07	16.455	120.5875	excellent
Europe/Berlin	Landshut	2020-08-04	48.52961	12.16179	average
Europe/Rome	San Giuliano Milanese	2018-07-14	45.39402	9.29109	average
Asia/Baghdad	Karbala	03/17/2016, 00:00:00	32.61603	44.02488	maintenance
America/Martinique	Le Robert	2022-06-04	14.67751	-60.94228	accep
Europe/London	Great Wyrley	01/07/2021, 00:00:00	52.66277	-2.01111	maintenance
America/Los_Angeles	Visitacion Valley	2016/01/01	37.71715	-122.40433	accep
Asia/Tokyo	Shimotoda	2013/01/09	35.815	139.6853	accep
America/Port_of_Spain	Port of Spain	2018-07-06	10.66668	-61.51889	good
Europe/Amsterdam	Vught	08/09/2014, 00:00:00	51.65333	5.2875	accep
Asia/Colombo	Hendala	2016/06/11	6.9909	79.883	accep
America/New_York	Punta Gorda Isles	02/21/2020, 00:00:00	26.91756	-82.07842	average
America/Bahia	Muritiba	2015/05/22	-12.91667	-39.25	average
Europe/Moscow	Kolomyagi	03/30/2017, 00:00:00	60.02427	30.28491	good
America/Sao_Paulo	Resplendor	2018/12/31	-19.32556	-41.25528	accep
America/New_York	Fayetteville	25 Feb 2020	35.05266	-78.87836	excellent
Asia/Kolkata	Kheda	05 Nov 2012	22.75218	72.68533	average
Asia/Kolkata	Leteri	2018-06-08	24.05979	77.40858	excellent
America/New_York	Clermont	09 Dec 2018	28.54944	-81.77285	average
Asia/Shanghai	Shuangcheng	2019/09/26	45.35	126.28333	excellent
Asia/Kolkata	Kangayam	2013-03-09	11.00599	77.5609	building
Africa/Algiers	Beni Douala	02 Mar 2016	36.61954	4.08282	accep
America/Bogota	Villa del Rosario	2016/07/22	7.83389	-72.47417	building
America/Chicago	South Lawndale	2019/04/13	41.84364	-87.71255	accep
Europe/Madrid	Gernika-Lumo	2013-11-07	43.31667	-2.68333	accep
Europe/Berlin	Marburg an der Lahn	2015/05/28	50.80904	8.77069	building
America/Guatemala	Chichicastenango	08/16/2019, 00:00:00	14.93333	-91.11667	average
Europe/London	Great Wyrley	2018-01-29	52.66277	-2.01111	building
America/New_York	Chillum	2018-10-14	38.96372	-76.99081	excellent
Africa/Lubumbashi	Beni	02 Mar 2019	0.49113	29.47306	good
Asia/Jakarta	Besuki	2013-02-15	-7.73379	113.69785	excellent
Asia/Krasnoyarsk	Lesosibirsk	09 Nov 2021	58.23583	92.48278	excellent
America/Los_Angeles	Mira Mesa	2020/08/09	32.9156	-117.14392	average
America/Sao_Paulo	Miracema	12/11/2019, 00:00:00	-21.41222	-42.19667	average
Europe/Moscow	Stupino	2016-05-24	54.90083	38.07083	excellent
Europe/Berlin	Weimar	28 Feb 2021	50.9803	11.32903	accep
America/Los_Angeles	South Whittier	02 Dec 2016	33.95015	-118.03917	building
Asia/Manila	Guyong	16 May 2018	14.8361	120.97844	accep
America/Los_Angeles	American Canyon	15 Jun 2022	38.17492	-122.2608	good
Asia/Tokyo	Yamada	2016-05-22	39.46667	141.95	average
Asia/Shanghai	Zaozhuang	07/13/2019, 00:00:00	34.86472	117.55417	accep
Asia/Kolkata	Narwar	2021-04-02	25.6439	77.9129	good
Australia/Sydney	Strathfield	2020/10/23	-33.88096	151.07986	good
Europe/Oslo	Harstad	2016/09/26	68.79833	16.54165	maintenance
Asia/Manila	Antipolo	2015/01/14	14.62578	121.12251	excellent
Asia/Karachi	Fazilpur	11/24/2017, 00:00:00	32.17629	75.06583	accep
Asia/Krasnoyarsk	Sharypovo	11 Mar 2018	55.54028	89.20083	accep
Africa/Lagos	Nkpor	2013/03/26	6.15038	6.83042	good
Europe/London	Chapletown	2015-06-10	53.46506	-1.47217	excellent
America/New_York	Port Richmond	07/03/2014, 00:00:00	40.63316	-74.13653	accep
Africa/Casablanca	Azrou	05/30/2021, 00:00:00	33.43443	-5.22126	excellent
America/Denver	Kearns	02/13/2016, 00:00:00	40.65995	-111.99633	good
Europe/Lisbon	Carnaxide	02/26/2022, 00:00:00	38.72706	-9.24671	accep
Europe/Rome	Castelfranco Emilia	2018-08-19	44.59445	11.04979	good
Australia/Perth	Perth	2015-12-21	-31.95224	115.8614	maintenance
Europe/Sarajevo	Bijeljina	21 Nov 2015	44.75874	19.21437	good
America/Matamoros	Heroica Matamoros	2017-05-25	25.87972	-97.50417	good
Europe/Istanbul	Patnos	11/02/2021, 00:00:00	39.22493	42.85693	accep
Europe/Berlin	Korschenbroich	2014/03/29	51.19139	6.51352	excellent
America/Mexico_City	Acayucan	09/13/2014, 00:00:00	17.94979	-94.91386	accep
Europe/Warsaw	Ustka	2021-04-21	54.58048	16.86194	accep
Europe/Berlin	Bad Segeberg	2019-07-23	53.94313	10.30215	accep
Asia/Tokyo	Shinshiro	11/20/2016, 00:00:00	34.9	137.5	maintenance
Europe/Berlin	Burscheid	2020/04/07	51.08468	7.11393	maintenance
Africa/Abidjan	Bonoua	10 Aug 2014	5.27247	-3.59625	good
Pacific/Efate	Port-Vila	2013/07/10	-17.73648	168.31366	good
Europe/Paris	Sceaux	2013/10/14	48.77644	2.29026	average
America/El_Salvador	Ilopango	2020/11/11	13.70167	-89.10944	average
Asia/Shanghai	Licheng	2022-01-17	23.29549	113.82465	average
America/New_York	Lexington	10 Jul 2019	33.98154	-81.23621	good
Asia/Manila	Sorsogon	2021-03-02	12.97389	123.99333	accep
Asia/Makassar	Majene	09/23/2022, 00:00:00	-3.5403	118.9707	good
Europe/Paris	Gonesse	2020-08-06	48.98693	2.44892	building
America/Havana	Media Luna	2016-01-14	20.14298	-77.43532	average
America/Sao_Paulo	Sarandi	11/03/2019, 00:00:00	-23.44361	-51.87389	excellent
Asia/Kolkata	Sheoganj	23 Jan 2017	25.13915	73.06784	good
Europe/Rome	Ragusa	2020-06-07	36.92574	14.72443	average
America/Mexico_City	Teziutlan	16 Apr 2015	19.8173	-97.35992	maintenance
Europe/Moscow	Kireyevsk	2016-09-03	53.93361	37.92792	accep
America/Chicago	Huntley	2017-07-11	42.16808	-88.42814	maintenance
Asia/Kolkata	Kashipur	30 Oct 2014	29.21399	78.95693	excellent
Asia/Kolkata	Bhuban	2019-10-16	20.88197	85.83334	good
America/Argentina/Buenos_Aires	Tandil	2018/10/18	-37.32167	-59.13316	good
America/El_Salvador	Ilopango	04 Aug 2022	13.70167	-89.10944	good
Asia/Tokyo	Kamakura	10/29/2020, 00:00:00	35.30889	139.55028	excellent
Australia/Melbourne	Wheelers Hill	02/25/2019, 00:00:00	-37.9	145.18333	average
America/New_York	Sterling	10 May 2014	39.00622	-77.4286	excellent
Asia/Shanghai	Liaoyang	2014-08-25	41.27194	123.17306	excellent
Asia/Hong_Kong	Tsuen Wan	2020-01-11	22.37066	114.10479	excellent
Europe/London	High Wycombe	2012-11-15	51.62907	-0.74934	good
Asia/Ulaanbaatar	Ulan Bator	2019/03/30	47.90771	106.88324	average
America/Toronto	Beaconsfield	11 Feb 2020	45.43341	-73.86586	excellent
America/New_York	Massapequa	2020/01/14	40.68066	-73.47429	good
Africa/Banjul	Farafenni	21 Sep 2018	13.56667	-15.6	excellent
Europe/Bratislava	Skalica	2019-02-19	48.8449	17.22635	accep
Asia/Tokyo	Komono	25 Jun 2015	35	136.51667	average
America/Chicago	Vestavia Hills	2015-07-30	33.44872	-86.78777	accep
Africa/Casablanca	Temara	2013/08/19	33.92866	-6.90656	accep
America/Denver	Kearns	04 Nov 2020	40.65995	-111.99633	good
Europe/Zaporozhye	Polohy	2021-04-08	47.48444	36.25361	excellent
Asia/Yakutsk	Aykhal	2021/12/22	65.93381	111.4834	average
America/New_York	Boston	07/12/2013, 00:00:00	42.35843	-71.05977	building
Europe/Brussels	Wevelgem	2019/06/27	50.8	3.16667	accep
America/Fortaleza	Guaraciaba do Norte	2015-06-17	-4.16694	-40.7475	accep
Asia/Kolkata	Sathyamangalam	2018/02/26	11.50526	77.23826	building
Asia/Shanghai	Huangshi	13 Dec 2018	30.24706	115.04814	good
Europe/London	Westbury	09 Apr 2017	51.26	-2.1875	accep
Indian/Reunion	Saint-Denis	09/17/2017, 00:00:00	-20.88231	55.4504	average
America/Edmonton	Sherwood Park	2020/02/03	53.51684	-113.3187	average
Asia/Karachi	Qadirpur Ran	02/13/2017, 00:00:00	30.29184	71.67164	excellent
Europe/Helsinki	Kallio	06/27/2020, 00:00:00	60.18427	24.95034	accep
Europe/Madrid	Gernika-Lumo	2014-04-15	43.31667	-2.68333	good
Europe/Bratislava	Skalica	11/08/2018, 00:00:00	48.8449	17.22635	good
America/Chicago	Huntley	16 Sep 2014	42.16808	-88.42814	average
Europe/Berlin	Stuttgart	2020-04-30	48.78232	9.17702	good
America/Sao_Paulo	Iturama	2014-09-03	-19.72806	-50.19556	average
America/Chicago	Fresno	2015-04-11	29.53885	-95.44744	good
Africa/Lagos	Olupona	07 Aug 2017	7.6	4.18333	building
Asia/Tokyo	Suzaka	24 Jul 2019	36.65	138.31667	average
Asia/Jakarta	Simpang	2017-03-05	-1.26424	104.09701	accep
America/Bogota	Buenaventura	2020/03/05	3.8801	-77.03116	maitennce
Asia/Jakarta	Simpang	2018/01/26	-1.26424	104.09701	good
Asia/Dhaka	Kushtia	19 Dec 2021	23.9028	89.11943	maintenance
Europe/Rome	Ragusa	01 Mar 2014	36.92574	14.72443	building
Africa/Mogadishu	Kismayo	03 Sep 2022	-0.35817	42.54536	excellent
Asia/Kuala_Lumpur	Ulu Tiram	2013/09/11	1.6	103.81667	excellent
Europe/Rome	Villabate	01/29/2015, 00:00:00	38.07789	13.44275	excellent
Europe/Berlin	Oberhausen	09/12/2017, 00:00:00	51.47805	6.8625	average
Europe/Madrid	Villaquilambre	24 Aug 2017	42.64685	-5.55835	average
America/New_York	Belle Glade	2020/02/21	26.68451	-80.66756	building
Atlantic/Canary	Maspalomas	2014-06-26	27.76056	-15.58602	accep
America/Santiago	Chiguayante	2021/02/19	-36.9256	-73.02841	good
Europe/Berlin	Hofheim am Taunus	09/16/2013, 00:00:00	50.09019	8.4493	good
Asia/Manila	Guyong	07/24/2020, 00:00:00	14.8361	120.97844	building
Europe/Madrid	Gandia	23 Apr 2017	38.96667	-0.18333	good
Africa/Addis_Ababa	Arba Minch	2020-04-19	6.03333	37.55	excellent
Africa/Lagos	Argungu	01/24/2016, 00:00:00	12.74482	4.52514	average
Europe/Amsterdam	Emmeloord	2013-01-04	52.71083	5.74861	good
America/Bogota	Madrid	2017/05/25	4.73245	-74.26419	good
America/New_York	Sterling	03/18/2014, 00:00:00	39.00622	-77.4286	building
Asia/Manila	Guyong	2018/05/20	14.8361	120.97844	excellent
Atlantic/Canary	Maspalomas	21 May 2020	27.76056	-15.58602	good
America/Chicago	Pleasant Prairie	24 Apr 2015	42.55308	-87.93341	good
Europe/Kiev	Shepetivka	03/29/2019, 00:00:00	50.18545	27.06365	excellent
America/Chicago	West Des Moines	11/23/2020, 00:00:00	41.57721	-93.71133	good
Europe/Moscow	Roslavl’	22 May 2014	53.95278	32.86389	accep
Europe/Istanbul	Bergama	22 Mar 2014	39.12074	27.18052	average
America/Los_Angeles	Palm Desert	08/20/2020, 00:00:00	33.72255	-116.37697	excellent
Asia/Yekaterinburg	Kachkanar	2021/01/13	58.7002	59.4839	excellent
Europe/Madrid	Amposta	25 Jun 2022	40.70995	0.57856	average
Asia/Almaty	Otegen Batyra	2017-08-05	43.41949	77.0202	average
