C2H3NO5	CO	longitude	TEMP	NH3	PM2.5	CFCs	latitude	warning	SO2	CH4	NOx	PAHs	PM10	Pb	H2CO	O3	PRES
0.12642	5.06643	16.4	2.89016	6.52466	6.53048	18.89929	48.25	0.00000	6.17083	5.45205	9.23864	8.04815	6.67965	54.56759	64.65407	6.37151	1162.53628
0.21172	8.19212	8.62118	21.18855	8.64277	6.93558	36.85137	45.44694	1.00000	5.63758	1.84063	8.27153	7.38593	7.38966	71.09393	67.63598	2.82462	1144.55879
0.14830	5.79771	43.38531	-10.80924	6.22774	7.36266	61.05709	9.89206	0.00000	5.31565	4.91838	7.65582	6.28529	4.97462	34.28100	42.57279	7.87297	1123.51263
4.17480	7.79052	7.11393	15.50844	6.54252	7.57797	39.42594	51.08468	1.00000	7.74821	5.21096	8.11229	7.93946	11.08958	53.41737	23.31706	6.44941	1087.95267
2.40529	6.68481	8.2926	25.08103	5.96858	7.12738	41.57166	9.58126	1.00000	8.82408	5.47569	6.31512	8.27603	10.51365	45.15777	59.20362	7.49490	1179.05879
2.32309	7.23982	-97.35992	16.93117	7.24824	7.14490	46.03067	19.8173	1.00000	10.73166	3.13887	8.31864	8.91351	10.47831	48.81723	21.05797	3.35278	1144.25139
0.31284	7.93890	-79.62603	44.77193	6.28967	6.33551	50.46258	8.88988	1.00000	5.58216	3.98912	9.22430	5.43711	8.01762	35.74525	61.59588	6.56635	1073.31536
0.86764	8.44272	16.54165	11.34719	7.58718	5.81646	64.71181	68.79833	1.00000	10.13800	7.93090	7.05373	8.57178	9.40866	48.68956	31.37700	5.08501	1197.53799
14.10309	5.54179	-2.01111	20.50208	6.12219	7.63686	57.69758	52.66277	1.00000	8.93057	6.94151	7.72353	8.00107	12.33001	46.47474	52.70649	7.59322	1173.41472
2.20373	5.85049	2.1699	13.50751	5.71260	8.83550	44.17579	48.98994	1.00000	10.61615	8.34587	11.06376	9.82345	10.42834	37.40255	60.48883	3.90314	1093.34112
0.22261	7.21122	25.34244	6.98531	6.86299	7.87342	53.45729	50.75932	1.00000	7.65485	9.04480	7.35151	9.70483	7.85639	42.37510	65.26125	6.51045	1113.48867
0.31501	6.68096	84.13864	-10.83848	7.49429	7.75271	69.67697	22.88783	0.00000	7.99757	3.54969	8.89502	10.16116	8.08183	45.54849	39.98331	5.60154	1053.51288
0.45345	5.53672	-74.13653	34.30763	8.27662	8.06477	56.11517	40.63316	1.00000	6.26984	8.94346	9.70970	8.94909	8.63128	48.60017	54.32515	6.38578	1088.84842
0.69849	6.46811	71.30633	18.52736	7.02194	6.79630	42.04221	21.34222	0.00000	6.04482	5.18473	10.16361	5.62496	9.08338	54.89815	54.59528	8.25176	1179.36569
0.17879	6.19816	122.05228	2.27402	7.46153	6.11556	45.73065	37.19723	1.00000	10.31317	7.26398	6.16044	9.74688	6.48425	63.73277	26.88424	4.60532	1133.78993
0.91504	6.30034	0.93333	12.54404	5.77458	8.76392	49.80642	52.68333	0.00000	6.23390	5.92170	10.09133	7.48287	9.49752	53.44655	27.28464	9.00968	1174.61224
0.39259	7.45226	-0.36053	3.70294	8.70145	7.79332	44.87316	51.64316	1.00000	8.70935	6.38882	8.26521	5.38827	8.44209	58.61610	79.08436	6.39374	1163.57921
0.45952	7.38072	-87.71255	12.04935	7.35888	6.90547	46.04358	41.84364	1.00000	11.36927	7.40984	8.67121	4.96608	8.54691	57.17769	48.93941	6.68054	1163.50004
3.89865	6.10177	0.47713	30.00558	6.46067	7.08797	60.66099	51.39323	0.00000	7.83808	5.91449	11.60758	4.65117	11.01285	73.67922	45.38215	7.94216	1083.47963
0.97327	5.10581	-82.07842	11.70565	6.62061	7.75216	28.74745	26.91756	1.00000	8.07249	6.02758	8.28328	6.55739	9.58261	54.29801	42.26367	6.22809	1067.65755
0.75978	5.59626	65.93249	14.10575	5.75089	7.20482	60.78584	36.21544	0.00000	6.21476	7.56690	7.38779	6.29155	9.26161	44.40862	45.71335	8.46574	1186.42781
0.26228	6.29346	-69.96533	4.01692	6.86052	8.55824	80.50922	43.91452	1.00000	7.63039	9.09220	7.66029	5.60574	7.72044	43.73773	51.31346	6.66682	1116.60996
0.24012	6.38102	-81.77285	20.17457	7.61425	6.44224	22.74046	28.54944	1.00000	10.41197	7.74962	6.47434	4.93005	7.34469	31.20651	33.72760	6.91841	1131.06365
0.34737	7.46947	-42.19667	26.21332	6.70392	5.97772	67.40798	-21.41222	1.00000	9.20687	5.18341	8.54644	5.94847	8.22952	54.48354	46.72099	5.04940	1124.68873
0.98140	6.12326	-117.23991	14.53785	6.54057	7.51004	66.67955	47.64995	1.00000	9.03261	8.23482	8.80534	5.66113	9.57627	35.15395	33.26825	6.39067	1171.04978
0.75335	8.38594	-82.4017	8.87799	7.17100	5.73944	52.09624	23.0072	1.00000	9.93652	7.47956	8.58506	5.62136	9.20011	47.63200	45.97424	5.24221	1182.20709
0.08900	7.65349	38.07083	14.50695	7.78143	7.42480	49.79566	54.90083	0.00000	4.57601	2.75815	13.00633	8.50586	5.31246	48.25755	53.62213	9.59357	1156.88367
2.06041	9.37886	69.49015	15.63136	5.97588	7.61155	62.78718	56.11281	1.00000	9.56286	6.72001	6.81245	6.78335	10.38030	50.11796	35.60109	9.19248	1164.29681
0.08662	7.34264	117.27583	16.39216	7.68709	7.66080	45.80815	35.64889	0.00000	3.91103	8.67853	9.63019	8.77102	4.82947	24.62748	38.34847	3.66260	1157.58270
0.12313	5.44702	-15.58602	9.46490	8.30456	6.49724	42.56127	27.76056	1.00000	11.13593	6.41426	6.04521	6.56656	5.72504	62.52587	48.52563	4.39339	1149.20543
0.18512	4.97853	-9.24671	13.72411	6.76634	6.82201	49.28006	38.72706	1.00000	10.47833	7.82734	5.97744	7.62753	6.67803	67.32106	51.40284	4.12993	1072.47232
0.29598	5.72899	-80.31727	-5.33108	6.72223	6.18897	71.41371	25.67927	1.00000	8.66701	8.91425	10.19622	3.80297	8.10468	42.70041	44.29945	4.95444	1069.21770
2.38529	6.34937	-88.81395	8.88979	7.99386	8.12992	57.05560	35.61452	1.00000	7.16474	9.59531	8.37081	9.35560	10.49179	33.30356	51.95016	8.26776	1130.54052
0.13042	5.20163	4.82313	12.42309	7.21663	8.53197		51.24197	0.00000	6.40778	4.39186	8.27092	8.19103	6.70591	49.13947	79.29005	6.60320	1137.50083
0.13954	6.93104	13.63617	19.69082	6.96350	8.33666	31.65047	50.50301	0.00000	7.61115	3.05662	6.69203	7.36302	6.99192	69.22990	61.62490	8.30727	1144.97957
0.61123	7.74675	139.55028	30.21807	7.87145	5.05578	60.18838	35.30889	1.00000	8.05458	8.13277	7.73189	7.31238	8.98012	49.36039	33.38112	6.82428	1093.46119
0.12278	4.79221	-50.00639	13.92014	8.58683	7.60398	50.91829	-25.42944	1.00000	8.33159	3.07436	9.16106	5.76824	6.82488	37.44121	40.73646	3.42780	1077.02913
0.19781	7.35710	-87.45476	23.18879	7.26392	5.16223	75.14419	41.47892	1.00000	9.11924	5.51631	8.62951	5.68301	7.49452	46.68640	50.87153	4.11264	1165.22218
0.08061	5.27233	31.4976	23.24014	5.99325	7.40211	56.49530	26.67319	0.00000	5.12858	7.49614	5.93762	6.34598	5.71117	47.48026	45.34548	8.81285	1132.64153
2.39953	6.52430	16.4	18.66198	5.64723	7.17697	43.32883	48.25	1.00000	10.59247	8.07684	8.97703	11.84730	10.51273	54.65801	34.86599	4.97667	1176.11131
0.15247	5.00292	18.30056	6.94042	8.38893	7.85248	48.93696	50.5107	1.00000	5.77584	8.62206	10.21697	6.88867	6.68859	60.82126	50.72416	6.07163	1105.79481
0.24146	7.33907	-122.24092	15.49832	6.46974	7.18495	46.90787	47.4943	1.00000	9.59302	8.21833	8.69455	10.37782	7.87301	59.82172	43.95664	4.26479	1052.71350
0.58679	8.04996	122.22833	29.36670	5.93875	6.24716	59.45135	40.66482	1.00000	9.15425	9.99304	10.65757	11.23234	8.96126	70.26194	70.35216	4.52159	1072.89949
0.55871	8.52164	43.91385	14.63034	7.91089	5.05622	48.26533	54.03876	0.00000	5.57115	5.04592	6.07109	4.55127	8.76581	63.91559	56.80871	8.80774	1111.14233
0.12571	7.03620	77.0202	19.80252	5.97667	5.62405	43.88588	43.41949	0.00000	5.45531	6.61349	8.19444	8.37323	5.21522	65.07344	41.57363	5.17794	1098.55592
0.14177	6.47534	91.00632	-2.12544	7.89647	6.92425		26.32293	1.00000	12.82922	7.05717	7.60047	8.79135	6.95134	59.62337	49.95355	2.33025	1155.24255
0.11008	7.35548	43.63417	4.40430	7.58754	7.25940	51.69906	43.96222	1.00000	7.56861	4.73252	9.50056	4.62047	6.27804	51.07479	44.55428	3.61170	1115.51526
0.41990	7.90207	-117.23991	0.18797	6.63639	7.71423	38.01384	47.64995	1.00000	9.00205	5.70542	7.62929	6.55900	8.55103	53.18060	50.36495	5.18124	1070.00674
0.68700	5.99045	-102.36764	11.74870	6.47985	6.58500	53.91597	31.84568	0.00000	4.35127	2.55879	9.57861	6.59397	9.09807	64.39476	59.85260	7.25543	1161.55883
0.34060	6.41304	46.10925	14.19523	8.65235	7.74218	49.58952	43.35071	0.00000	5.77656	5.55276	10.00295	7.40058	8.39722	61.24923	39.17858	8.56688	1173.61252
0.14076	6.92683	38.07083	-0.25302	7.38621	7.99235	36.08578	54.90083	0.00000	7.43994	4.85891	6.35265	7.07544	6.01027	80.01166	38.65885	7.28930	1083.34883
0.52900	6.85263	-75.87877	16.63939	6.55298	8.16864	75.27061	5.6561	0.00000	4.68262	5.63679	7.47956	6.71251	8.87053	53.94012	60.19432	5.97573	1080.03583
9.03018	6.43254	88.1453	2.12666	8.29124	7.53042	52.37790	22.4711	1.00000	7.00142	7.53030	7.89440	6.04015	11.87722	46.71175	38.34719	8.24260	1150.06396
0.19321	8.91653	-41.25528	-2.82420	7.57827	8.59122	49.59116	-19.32556	1.00000	7.94825	7.04421	4.84292	4.47462	7.24821	60.16845	47.20257	7.35514	1130.72056
0.47082	7.38904	120.74221	19.83435	6.79105	6.85527	40.02241	31.64615	1.00000	9.18308	7.51362	6.83351	7.80426	8.51924	30.45346	53.79646	6.11868	1109.45423
0.09931	7.52116	-121.75689	14.39484	6.83274	4.33934	38.69306	36.91023	0.00000	6.48254	5.35803	8.58781	10.22660	5.43487	62.34270	42.54691	4.90574	1116.32471
0.23511	8.12200	1.15597	12.66487	7.03208	6.51084	52.52143	51.78967	1.00000	9.84223	6.63827	6.60033	6.04833	7.87979	27.95583	62.70989	5.64095	1185.53101
0.09839	6.78951	11.32903	29.79828	5.36275	6.60806	49.49933	50.9803	0.00000	4.31137	4.90845	8.52750	7.60043	5.79164	22.67979	47.73165	8.90234	1064.14306
0.30075	8.49987	-76.88442	27.75507	6.63587	7.07298	56.99764	40.2737	1.00000	8.73759	3.31865	9.77357	6.23576	8.01585	71.33140	25.76140	3.33042	1199.22185
0.16327	7.37343	145.18333	-5.89315	6.93016	8.11076	56.05364	-37.9	0.00000	3.23879	8.32520	9.97435	10.22674	3.87118	49.81046	38.61411	2.91023	1176.84224
0.83977	6.36250	10.30215	13.85746	7.61414	6.94056	64.14043	53.94313	0.00000	6.88262	8.37604	8.69568	7.09290	9.35071	60.14287	44.87446	9.44399	1108.84678
0.14551	7.51597	-122.86705	2.20753	6.68502	6.53708	43.76801	45.49428	1.00000	7.57323	7.58038	5.85897	5.14737	5.96825	56.00396	54.89743	6.02530	1136.93936
0.42715	5.93980	19.91667	30.16391	5.37273	6.41712	51.57314	-11.78333	1.00000	4.48664	9.06063	9.04631	6.60033	8.44481	50.40701	41.46044	7.60938	1198.52429
0.13621	8.37658	10.18527	21.43046	6.24545	5.88268	34.01888	47.98372	0.00000	6.10297	5.55972	6.84229	7.72948	5.84011	58.33085	57.53080	5.93667	1073.40192
0.05008	4.91831	-81.38758	16.19572	6.13731	5.95717	58.37211	30.17746	0.00000	1.26369	10.68337	7.91649	5.58058	2.30876	47.99806	60.20376		1147.48839
0.14172	6.55995	10.03988		8.71225	4.83923	52.99444	53.6052	1.00000	9.78780	6.37637	8.12747	4.64798	6.82619	44.83985	42.06966	5.53893	1055.08341
0.09284	8.00564	15.07041	25.81183	7.89124	7.36178	44.08668	37.49223	0.00000	4.11290	7.03633	7.99434	7.72743	4.58680	34.01458	42.58421	5.27988	1159.76155
0.61871	7.90972	-65.61427	26.85712	6.02915	8.62818	56.63132	-27.4338	1.00000	7.45985	8.54724	6.35664	6.85350	9.00209	34.41377	63.10686	7.50459	1185.00808
0.60954	9.39622	-2.77259	4.93919	6.80651	8.00127	25.35255	37.49073	1.00000	5.88179	10.03365	11.10903	9.98532	9.03958	61.48670	23.36983	7.42423	1167.70481
0.11223	6.15058	27.18052	19.12173	8.41360	7.97665	41.14823	39.12074	0.00000	4.44129	6.98759	8.25401	7.90551	4.54536	66.57775	38.06372	5.51634	1149.02611
0.26784	7.40329	6.8625	24.68049	6.69442	7.55591	31.83861	51.47805	1.00000	8.10356	7.74800	6.45537	5.13548	7.93736	48.59100	54.29647	7.99410	1195.97986
0.19470	7.51712	126.835	27.75130	7.02163	6.94622	46.47382	37.65639	1.00000	7.60196	7.50789	8.03829	7.37004	6.28633	57.90869	46.55632	4.76126	1099.85743
0.31434	6.52678	65.93249	16.10790	7.48524	6.93236	48.06855	36.21544	0.00000	5.26342	5.96335	7.32396	4.70161	8.25216	71.68178	46.61467	5.43761	1112.75709
0.30381	7.53707	-94.91386	9.49499	8.17821	5.89211	44.41997	17.94979	0.00000	5.26376	3.93221	9.99318	5.49319	8.02290	46.91589	67.52615	6.79498	1169.52994
0.29110	8.85261	-103.42897	16.44349	7.58684	8.18304	46.32726	20.28527	0.00000	5.96052	6.09400	10.12847	6.23109	8.12085	40.82462	29.57423	5.90527	1056.62920
1.11653	8.79152	6.83042	1.00866	6.10832	7.41367	24.42422	6.15038	0.00000	6.84677	6.19166	9.24969	3.95213	9.67958	30.94749	41.86300	8.18486	1127.84283
0.14532	7.31798	-1.98956	20.26301	6.88206	7.21852	65.87115	5.30383	1.00000	5.03792	4.32913	8.64941	5.60133	6.31323	53.63371	51.20891	8.67644	1194.69643
0.12360	6.82519	8.86374	17.68004	7.21940	6.44749	56.61929	44.89784	1.00000	7.92937	7.59903	4.75292	6.28534	6.30009	44.99858	42.75915	6.17613	1193.96517
0.10128	5.85683	-118.10583	-13.93645	7.83780	7.68347	72.21647	34.09611	0.00000	6.81146	4.80840	9.44204	8.78816	6.00050	60.55918	51.27561	6.78385	1054.42531
0.94179	6.34399	-73.97069	19.41438	6.45301	7.84527	31.82257	40.64621	1.00000	5.02521	3.95173	8.93842	6.62155	9.52845	43.08156	54.85293	6.98659	1185.50307
0.25758	9.46221	128.9889	15.77479	7.44795	5.75321	37.16901	37.1759	1.00000	11.23098	7.72006	8.58830	9.68423	7.68097	47.68783	43.75139	3.78095	1067.63834
0.51272	8.68702	-52.67056	34.90331	5.49516	5.84765	51.94712	-26.22861	1.00000	9.55098	7.45285	7.29477	5.62589	8.83411	70.31030	35.01073	7.62824	1167.52321
0.21944	7.28497	65.93249	-0.81702	5.01188	7.04584	44.29436	36.21544	1.00000	8.45556	4.68596	8.10870	5.83586	6.88069	21.50852	41.75370	3.64817	1199.41201
43.96459	6.30520	-86.19903	35.96308	7.86246	7.80952	35.72599	11.84962	0.00000	8.02368	7.72577	9.09858	4.66812	13.46886	62.97722	45.82987	7.14418	1190.15208
10.65587	5.77758	126.28333	14.52647	7.13796	4.43106	61.40583	45.35	0.00000	5.25330	4.83160	5.08491	3.29689	12.04936	38.64697	59.09221	6.55443	1197.56062
3.62230	4.68572	106.85417	27.99263	6.53808	8.21934	52.51371	-6.48167	1.00000	9.44617	8.75686	8.52688	9.38221	10.93397	49.34248	61.52670	6.30883	1143.57757
0.15843	5.81556	2.59753	17.54261	8.37981	7.23931	48.89318	8.88649	1.00000	6.01802	7.32341	5.53375	3.18443	5.38953	77.96444	57.92234	7.18850	1052.14932
0.23762	7.25228	-0.33525	19.01484	8.95662	6.36761	72.49343	53.7446	1.00000	7.09708	7.85368	9.66767	7.42152	7.54264	72.71910	28.01460	5.83738	1060.79620
0.12799	5.93983	-89.99038	23.61790	7.63431	6.21502	48.99638	38.58894	0.00000	4.55234	6.12965	11.81350	8.64567	6.11384	52.81089	52.43968	5.63066	1165.33522
0.24994	8.39308	-50.19556	18.41720	5.92822	8.90020	64.99781	-19.72806	0.00000	5.07786	4.90758	10.60934	7.57024	7.85403	25.05660	20.84186	6.47242	1171.93228
0.16627	7.52024	65.93249	14.24867	6.54936	8.03558	33.22147	36.21544	0.00000	5.79058	6.78840	9.34677	8.60096	6.67978	52.60978	37.62257	4.85500	1171.47729
1.67200	8.09994	-41.88778	23.97217	7.46536	8.37976	52.20327	-21.205	1.00000	7.86211	10.25809	10.00023	9.26917	10.17419	37.46976	44.23248	6.66324	1179.99918
1.28687	7.20670	47.1192	13.80299	8.46831	7.29992	69.03086	42.819	1.00000	7.86304	7.78096	9.28439	4.90701	9.85196	55.23164	60.09512	7.98407	1088.25069
0.17383	6.47636	8.91229	9.19660	5.95244	7.88879	41.58502	49.13645	1.00000	7.34353	7.60728	5.21766	3.94830	7.18642	68.46249	53.28228	7.88778	1182.24290
0.22827	6.57724	0.30367	-1.88682	5.85727	8.66723	37.83551	51.38673	1.00000	8.96402	4.56069	9.43991	5.24805	7.63663	36.32467	49.84056	3.74836	1172.48147
0.35726	8.30317	-117.14392	16.76315	6.31358	5.98519	18.03135	32.9156	1.00000	7.64938	4.17995	9.64076	6.01805	8.21976	47.59563	58.17555		1088.62901
0.16148	5.49573	120.56528	11.63831	6.09333	5.05943	43.81761	14.66	1.00000	9.83865	7.74947	7.02933	9.49755	6.64373	63.67558	38.61945	4.43247	1092.18490
0.64236	7.65938	-82.46148	1.76021	8.98238	5.92210	55.15656	28.15112	1.00000	9.22102	3.13265	9.71273	7.57869	9.09704	56.25210	36.57624	1.61188	1096.80060
0.25132	7.41827	85.83334	16.80225	9.83809	5.65085	55.98316	20.88197	1.00000	3.64659	9.83902	8.58068	6.42986	7.74494	65.55212	42.10431	8.81255	1176.13006
0.20733	5.67262	27.06365	18.15283	6.89719	8.17312	20.30746	50.18545	0.00000	4.40387	5.80050	7.48253	9.08167	7.80168	60.80969	57.09386	7.39135	1179.75254
0.13559	5.04473	125.21972	5.35488	7.82425	6.73946	63.00687	-8.99167	1.00000	9.32563	4.39083	7.99760	5.10174	7.01177	75.41694	59.72511	6.77789	1111.99431
0.36275	8.49261	-74.26419	21.08411	6.30022	6.54243	64.97882	4.73245	0.00000	6.30144	3.24817	10.52384	5.94473	8.43829	42.36564	49.89569	3.69796	1074.09809
1.63975	8.70495	-70.6996	19.93193	7.72320	6.55715	25.00302	-33.59217	1.00000	3.82607	10.80315	11.91718	9.29666	10.10855	25.03626	54.58270	8.76032	1117.97316
0.17408	8.29715	42.54536	14.70988	7.02168	7.69965	33.37700	-0.35817	1.00000	7.64216	7.62987	6.59110	7.98766	6.95015	72.79900	50.07549	5.66887	1123.71438
0.34066	6.74830	114.68333	-1.42643	5.61724	6.02821	57.31912	23.73333	1.00000	9.24274	4.69875	10.85220	5.80575	8.29718	37.19330	42.35148	1.31824	1173.81841
0.19564	7.85363	-99.32556	5.94184	7.18097	6.99006	58.55339	19.32889	1.00000	9.42507	8.40291	8.14614	8.12859	7.78747	37.99944	33.66089	4.83271	1111.20869
0.40653	6.50284	-52.20639	24.83794	7.28027	7.42453	50.13674	-3.20333	1.00000	9.36029	6.77869	9.35476	4.97543	8.47725	57.45575	55.97412	5.33158	1135.40124
0.48392	7.09609	1.04945		6.26598	8.90089	57.41652	35.06544	1.00000	8.40351	8.66664	8.55178	9.67722	8.91258	64.92978	24.32093	5.75644	1109.04964
0.74450	5.89630	38.07083	12.27073	7.96354	8.87336	60.45534	54.90083	0.00000	5.54735	3.91964	8.63924	4.09484	9.23182	43.46821	64.50452	8.23609	1161.94043
0.49056	8.76436	120.56528	8.76743	6.51905	6.32241	50.09032	14.66	1.00000	7.89322	4.40000	7.80909	7.10957	8.84575	46.88277	28.84230	5.37883	1172.38018
0.26251	5.34502	-97.35992	14.64452	8.62003	7.37475	58.69179	19.8173	1.00000	5.81880	9.00950	8.91382	7.87321	7.78948	50.58438	48.91026	6.83292	1176.93884
0.33396	6.81442	-3.59625	5.67923	8.66005	7.74631	62.59052	5.27247	1.00000	8.15827	6.90561	9.16405	4.85095	8.30326	62.39014	54.62982	5.26722	1150.69412
1.83963	6.39463	71.30633	33.70735	7.21099	7.89537	51.41979	21.34222	0.00000	6.19721	6.34291	7.62479	4.97312	10.25887	56.98871	59.30927	7.63672	1175.65889
0.06039	6.71937	77.23826	7.43336	6.15814	8.65592	59.59257	11.50526	1.00000	6.60867	5.70984	9.65783	3.65985	5.95499	46.32553	47.73892	4.23235	1069.55584
0.05283	9.06065	-46.99583	21.15044	4.95313	8.47947	69.70914	-22.97056	0.00000	3.28574	5.95580	10.77240	6.77518	4.28766	29.41442	48.20131	7.34939	1064.98652
0.21977	6.98058	5.22778	17.30168	5.49314	6.78206	59.67844	51.955	1.00000	7.13250	8.68568	6.36661	6.46632	7.67156	82.67836	60.30431	6.99004	1150.75163
0.14512	5.74980	30.91105	-3.88497	9.38983	4.80674	47.24647	3.02013	0.00000	4.81069	4.27453	8.86737	6.16984	6.71023	40.06539	44.06406	9.03626	1121.74734
0.34486	6.33625	138.31667	3.78055	6.53681	7.86460	49.64019	36.65	0.00000	5.18327	3.36272	8.95385	4.97354	8.00550	66.59551	56.91354	8.35589	1071.90027
1.25995	7.17906	30.28491	26.29897	7.27005	6.43261	34.16342	60.02427	1.00000	9.34154	8.61370	8.61587	10.41055	9.86015	51.44738	39.58508	6.19011	1071.72236
0.10514	6.74197	-117.23991	-0.37366	6.59222	7.30572	41.53161	47.64995	0.00000	5.69593	5.08870	8.12026	8.96616	5.38972	43.16757	64.81731	5.68196	1157.79474
0.21118	6.96692	6.51352	13.38041	6.66722	8.40384	51.26489	51.19139	1.00000	5.98873	5.02747	8.40573	5.39990	7.23631	62.99960	41.83465	5.11682	1143.03941
0.18268	4.99516	75.96976	5.41754	8.17497	9.58262	47.41387	15.73628	1.00000	9.17896	6.97854	8.69283	3.81991	6.97246	72.58786	68.57781	6.66187	1123.93138
0.51435	7.75672	9.29109	7.67377	7.62570	6.27722	36.08521	45.39402	1.00000	9.98565	8.48141	8.58650	9.58365	8.68154	49.21225	56.57899	4.40591	1072.82074
1.31589	5.63298	9.32241	24.46940	6.87453	5.75631	42.82787	44.31771	1.00000	13.16588	8.94120	5.92239	6.28576	9.84288	43.18458	58.34316	8.98159	1162.43741
1.06228	7.91601	-0.74934	19.46122	7.06597	7.34268	51.14690	51.62907	1.00000	8.54798	4.21149	7.83411	7.73079	9.65593	32.69941	33.40965	4.65919	1176.60650
0.18467	4.06703	-122.38731	23.39982	6.94211	7.19687	67.14883	45.53929	1.00000	7.76473	6.39036	7.53391	5.32565	7.55690	44.44129	70.53260	6.31619	1115.89780
	5.79177	8.51667	37.86511	7.88976	6.24286	46.23238	51.88333	1.00000	7.86369	9.08141	8.47994	9.61366	10.18404	67.02179	31.52778	6.98593	1151.73796
0.12356	7.09938	-52.67056	10.52279	5.92731	5.18742	33.89570	-26.22861	1.00000	9.94534	4.37546	6.40509	6.44703	7.02803	54.19884	62.76116	5.54720	1054.30618
0.69562	7.53991	16.54165	2.35145	7.92247	8.68731	47.33978	68.79833	1.00000	12.82421	5.86165	4.31211	5.41336	9.08623	29.09867	50.08342	4.70637	1094.45412
0.31800	6.32661	5.22778	14.80221	6.43476	6.18729	71.56153	51.955	0.00000	5.57822	4.87108	10.85002	6.83817	8.25900	51.05278	54.26396	7.45956	1193.35088
0.12806	6.55753	16.91667	31.05337	6.25617	5.88040	45.79074	-21.98333	1.00000	4.03470	6.81244	10.28438	7.66032	5.08199	44.05071	49.07234	5.94740	1052.30752
0.11095	6.96682	-80.38297	11.09508	6.64068	7.92726	54.29780	42.8334	0.00000	5.47755	4.17428	9.36421	4.72528	6.01044	37.39100	46.48979	9.11978	1180.33298
0.17149	7.30522	8.61839	14.04449	6.64983	6.91642	62.63278	49.68369	0.00000	4.29705	3.70473	9.61021	7.11419	6.17705	18.68162	29.83432	9.10991	1069.88177
0.96097	7.56241	-86.19903	6.28679	7.52581	6.48881	39.58081	11.84962	1.00000	8.22627	4.63061	9.59412	6.63969	9.59914	63.91866	68.55304	5.39273	1148.85428
0.25595	8.34087	9.17702	33.27691	6.27035	7.31374	76.36586	48.78232	0.00000	5.81724	3.99348	11.35133	5.12703	7.72555	72.82148	61.52952	7.76973	1112.87056
0.26680	5.68658	5.74861	12.41894	7.69668	8.75221	25.05880	52.71083	1.00000	10.32280	7.75382	7.00162	7.90445	7.82075		50.94314	4.29915	1084.86787
3.46729	6.81459	34.33825	21.11673	6.08518	8.76285	32.85907	53.59782	1.00000	7.11818	9.68414	7.03317	5.48626	10.90344	53.24499	21.61235	9.99748	1098.42755
0.88142	7.76926	-86.19903	19.72756	7.10319	7.54604	63.71599	11.84962	0.00000	6.83118	6.93813	8.16335	5.66011	9.42158	48.59521	52.36884	9.81343	1120.52500
0.20383	6.62325	102.56365	29.82201	8.08273	6.37544	25.37951	13.65805	0.00000	5.97802	5.81261	10.45669	7.49801	7.41693	72.55901	53.56953	11.74870	1179.36317
0.22745	6.76753	-79.2663	8.50974	6.23590	6.39964	69.57547	43.86682	0.00000	7.14353	3.56402	8.28211	7.74419	7.82518	72.39435	37.93441	7.22299	1161.09287
0.57545	6.62027	-73.86586	28.68798	6.38660	7.89854	64.24774	45.43341	1.00000	10.79664	5.36172	8.45343	6.35863	9.02903	36.75199	49.36062	5.55488	1098.88392
0.16489		-79.2663	24.80289	5.87606		69.85618	43.86682	1.00000	11.49191	7.06486	7.08560	8.65701	6.88105	25.29570	44.93828	3.64875	1115.24328
6.17840	8.50129	4.07601	9.98842	6.22284	8.70500	54.55639	50.88506	1.00000	8.76954	7.03872	6.82430	8.64573	11.50301	68.85967	47.18595	5.84313	1096.61133
0.35387	7.45283	88.28637	27.89552	6.84977	6.90563	42.67720	23.07492	1.00000	8.64276	7.25822	8.62182	9.24042	7.98687	37.02684	29.57715		1147.74217
0.73564	7.59644	-69.96533	17.85776	9.81379	6.40989	44.58286	43.91452	1.00000	8.89222	8.08051	7.46648	8.93134	9.17429	46.49721	56.04743	4.85555	1154.95659
1.47468	7.32629	-81.38758	21.69848	6.11896	5.61119	80.54225	30.17746	1.00000	10.38315	6.81574	7.53409	8.87994	9.99665	67.60373	81.04200	5.09264	1145.20877
0.32059	8.39154	138.89585		8.45404	8.02607	62.79615	36.33011	1.00000	8.20570	8.33615	9.99909	9.08696	8.09057	48.19565	51.60594	5.42051	1143.80270
0.69276	6.46739	69.67639		8.30726	7.32530	59.05755	41.29444	1.00000	6.96770	4.37566	9.93899	6.16529	9.14082	51.13323	53.15211	4.96019	1080.57663
4.66803	8.39605	-121.75689	3.96753	5.76701	7.15986	43.09948	36.91023	0.00000	5.45479	4.62382	7.74424	4.10382	11.20724	26.64381	43.53868	5.07227	1198.60293
0.38112	6.16704	114.68333	11.20762	7.97454	7.85965	43.28140	23.73333	0.00000	6.89345	6.52836	8.78337	3.59230	8.31545	43.87769	43.45566	8.14738	1197.73059
0.16053	4.08431	13.63617	8.98260	7.26165	7.63812	42.90034	50.50301	1.00000	9.13705	8.71714	7.89706	6.63721	6.86289	41.42013	57.25856	5.67730	1193.91594
0.25420	7.23582	-116.21677	20.46851	8.03806	7.63725	47.27976	33.7207	0.00000	5.63798	5.92184	11.00470	7.91252	8.04411	86.37589	36.03346	8.60136	1101.75423
