QoS	code	station	latitude	revision	longitude
good	CN	Hoxtolgay	46.51872	06/20/2018, 00:00:00	86.00214
accep	US	Odessa	31.84568	05/15/2022, 00:00:00	-102.36764
accep	IT	Ariccia	41.72063	15 Apr 2017	12.6723
accep	US	Keizer	44.99012	09/16/2019, 00:00:00	-123.02621
building	PT	Custoias	41.1053	10/12/2014, 00:00:00	-7.32097
average	CO	Honda	5.20856	07 Jun 2021	-74.73584
excellent	RU	Bavly	54.39304	2022/05/04	53.26023
accep	PH	Burgos	15.72892	15 May 2014	120.57224
excellent	TH	Nakhon Si Thammarat	8.43333	03/16/2017, 00:00:00	99.96667
accep	US	San Gabriel	34.09611	08/19/2017, 00:00:00	-118.10583
maintenance	PL	Strzelce Opolskie	50.5107	18 Aug 2014	18.30056
good	DE	Trossingen	48.07667	2020-04-06	8.64409
good	NZ	Timaru	-44.39672	2017-04-03	171.25364
average	IN	Srinagar	34.08565	11/28/2019, 00:00:00	74.80555
maintenance	TH	Thap Than	15.46063	2014-12-02	99.89166
excellent	GB	Penzance	50.11861	2021-08-26	-5.53715
average	GB	Barnet	51.65	11/23/2019, 00:00:00	-0.2
excellent	US	Claremont	34.09668	03/03/2021, 00:00:00	-117.71978
average	JP	Namerikawa	36.75965	2018/07/29	137.36215
good	UA	Svatove	49.41029	2014-12-02	38.15035
accep	IN	Parola	20.88098	2021/07/04	75.11937
good	US	Norco	33.93113	2019/11/06	-117.54866
excellent	CU	Media Luna	20.14298	2022/07/16	-77.43532
good	BE	Denderleeuw	50.88506	10/06/2012, 00:00:00	4.07601
good	ES	Caravaca	38.10558	2013-08-08	-1.86343
excellent	US	Westchester	41.85059	01/28/2017, 00:00:00	-87.882
average	ES	San Juan de Aznalfarache	37.35813	2022-06-02	-6.03731
maintenance	FR	Bobigny	48.90982	2016/03/19	2.45012
average	US	Acworth	34.06635	06/16/2020, 00:00:00	-84.67837
excellent	BR	Artur Nogueira	-22.57306	09/22/2013, 00:00:00	-47.1725
average	PL	Jaworzno	50.20528	28 Mar 2013	19.27498
accep	UZ	Parkent	41.29444	2016-03-14	69.67639
maintenance	IN	Gorakhpur	26.76628	2021-11-30	83.36889
excellent	GB	High Wycombe	51.62907	2020-12-04	-0.74934
accep	CL	San Bernardo	-33.59217	2014-07-22	-70.6996
excellent	US	New City	41.80753	2018-02-25	-87.65644
average	BR	Recife	-8.05389	2018-04-10	-34.88111
good	ID	Tebingtinggi	3.3285	09/23/2013, 00:00:00	99.1625
accep	IL	Rahat	31.39547	2013/09/14	34.75699
average	DE	Eppingen	49.13645	09 Feb 2020	8.91229
maintenance	BR	Tucano	-10.95817	05/17/2022, 00:00:00	-38.79084
excellent	ID	Majene	-3.5403	2022-06-05	118.9707
accep	MX	Zacoalco de Torres	20.22816	2018-03-07	-103.5687
good	RO	Sector 6	44.43579	08 Oct 2016	26.01649
average	CN	Hoxtolgay	46.51872	17 Oct 2018	86.00214
accep	MM	Kyaikto	17.30858	24 Jul 2015	97.01124
average	FI	Espoo	60.2052	2017/05/20	24.6522
average	CA	Markham	43.86682	02/02/2018, 00:00:00	-79.2663
good	RU	Ishim	56.11281	08/28/2017, 00:00:00	69.49015
good	US	Copperas Cove	31.12406	06/25/2020, 00:00:00	-97.90308
accep	CA	Sherwood Park	53.51684	2020/08/29	-113.3187
good	GB	Viewpark	55.82737	2022-05-23	-4.0573
maintenance	US	Saratoga Springs	40.34912	2013-12-23	-111.90466
excellent	TD	Mongo	12.18441	2020-02-29	18.69303
building	ID	Kudus	-6.8048	06/16/2018, 00:00:00	110.8405
maintenance	NG	Lagos	6.45407	04 Feb 2015	3.39467
good	CA	Pointe-Claire	45.44868	04/13/2016, 00:00:00	-73.81669
accep	NG	Lagos	6.45407	2014/02/17	3.39467
excellent	CA	Charlottetown	46.23899	21 Oct 2017	-63.13414
good	UA	Krasyliv	49.65186	2022-04-17	26.97253
building	CN	Haicheng	40.85158	2022-02-07	122.74754
accep	ES	Villaquilambre	42.64685	12/13/2020, 00:00:00	-5.55835
good	US	Rosedale	39.32011	17 Jan 2015	-76.51552
excellent	MX	Contla	19.32932	01 May 2016	-98.1664
good	FI	Espoo	60.2052	2021-04-15	24.6522
excellent	NG	Lagos	6.45407	15 Jan 2015	3.39467
average	PK	Sangla Hill	31.71667	2021/09/09	73.38333
excellent	BR	Pedro II	-4.42472	05 Dec 2019	-41.45861
accep	DE	Reutlingen	48.49144	2015/09/20	9.20427
accep	PE	Minas de Marcona	-15.21194	03/10/2020, 00:00:00	-75.11028
excellent	RO	Sector 6	44.43579	11/02/2020, 00:00:00	26.01649
average	BR	Sarandi	-23.44361	01/29/2015, 00:00:00	-51.87389
average	GB	Kingston upon Hull	53.7446	08/09/2020, 00:00:00	-0.33525
average	FI	Espoo	60.2052	2019/11/09	24.6522
accep	FR	Mitry-Mory	48.98333	2022/08/20	2.61667
excellent	GT	Chichicastenango	14.93333	2021-08-26	-91.11667
accep	KR	T’aebaek	37.1759	2014-07-03	128.9889
building	CA	Pointe-Claire	45.44868	21 Aug 2022	-73.81669
accep	CN	Yanliang	34.65918	2021/10/30	109.22921
accep	KE	Nyahururu	0.03813	06/08/2015, 00:00:00	36.36339
maintenance	US	Dumont	40.94065	15 Dec 2021	-73.99681
good	JP	Nonoichi	36.53333	2021/07/22	136.61667
excellent	MX	San Lorenzo Acopilco	19.32889	2015-06-11	-99.32556
good	US	Granger	41.75338	2021-05-11	-86.11084
average	IN	Betamcherla	15.45144	2017-11-06	78.14797
accep	US	Port Huron	42.97086	12/13/2016, 00:00:00	-82.42491
excellent	US	Malden	42.4251	02/21/2014, 00:00:00	-71.06616
average	IN	Uran	18.87813	06/18/2016, 00:00:00	72.93924
maintenance	DE	Schleswig	54.52156	05 Jan 2017	9.5586
building	CO	Andes	5.6561	2020/05/31	-75.87877
average	CN	Zhuangyuan	37.30553	2014/02/04	120.82747
accep	JP	Iwade	34.25	06/07/2013, 00:00:00	135.31667
excellent	KR	Hongseong	36.6009	2015/02/19	126.665
average	IN	Supaul	26.11527	07 Mar 2018	86.59509
excellent	ID	Muncar	-8.43333	2017-05-30	114.33333
good	GM	Farafenni	13.56667	2017/09/18	-15.6
good	UA	Artsyz	45.99194	2017/08/22	29.41824
average	US	Covington	39.08367	2019/10/16	-84.50855
good	DE	Radevormwald	51.20219	19 Jul 2017	7.36027
excellent	IN	Narwar	25.6439	2019-12-17	77.9129
building	PE	Minas de Marcona	-15.21194	11 May 2019	-75.11028
excellent	JP	Annaka	36.33011	21 Apr 2015	138.89585
accep	US	Troutdale	45.53929	2020/02/15	-122.38731
good	MX	Acayucan	17.94979	2019/08/15	-94.91386
building	GB	Cowes	50.76306	2017/05/26	-1.29772
excellent	DE	Ehingen	48.28259	04 Aug 2021	9.72749
excellent	TR	Patnos	39.22493	2019/06/30	42.85693
accep	NL	Tongelre	51.44889	01/05/2016, 00:00:00	5.51978
good	MG	Antanifotsy	-19.65	2019/10/22	47.31667
good	AR	Barracas	-34.64966	2016/02/26	-58.38341
average	DE	Gronau	52.21099	2020/06/10	7.02238
average	BR	Carlos Barbosa	-29.2975	2014-09-14	-51.50361
average	NG	Gaya	11.86064	2019-01-12	9.0027
average	DE	Gronau	52.21099	01/27/2017, 00:00:00	7.02238
good	CM	Idenao	4.2475	2022/06/05	9.00472
accep	DE	Hofheim am Taunus	50.09019	2019/03/03	8.4493
excellent	CA	Kelowna	49.88307	03 Feb 2015	-119.48568
excellent	MX	Oaxaca	17.06542	2017/06/10	-96.72365
average	RU	Dyat’kovo	53.59782	2020-05-05	34.33825
accep	US	Fairview Heights	38.58894	2018-12-29	-89.99038
good	IN	Sojat	25.92493	2015-12-03	73.66633
building	IN	Jashpurnagar	22.88783	2021-07-11	84.13864
maintenance	IN	Sathyamangalam	11.50526	2016-07-08	77.23826
accep	KR	Sinhyeon	34.8825	09/30/2021, 00:00:00	128.62667
good	PH	Jagna	9.6531	18 Mar 2020	124.3697
good	US	Peabody	42.52787	11 Mar 2021	-70.92866
building	RU	Severodvinsk	64.5635	12 Nov 2021	39.8302
building	IN	Barbil	22.10194	2017/01/19	85.37752
accep	ID	Muncar	-8.43333	09/01/2022, 00:00:00	114.33333
excellent	AU	Perth	-31.95224	2019/09/04	115.8614
good	DZ	El Achir	36.06386	2015/06/16	4.62744
good	RU	Gavrilov-Yam	57.30185	01/19/2019, 00:00:00	39.85331
excellent	RU	Tavda	58.04254	03/13/2018, 00:00:00	65.27258
building	PK	Kanganpur	30.76468	07/09/2015, 00:00:00	74.12286
excellent	US	North Lauderdale	26.2173	2021/12/24	-80.22588
excellent	IN	Srinagar	34.08565	2020/05/01	74.80555
average	US	Venice	27.09978	03/28/2019, 00:00:00	-82.45426
maintenance	IN	Robertsonpet	12.95629	2016/06/18	78.27539
accep	GB	Lymington	50.75767	2014/01/18	-1.5443
excellent	DZ	Thenia	36.72544	28 Dec 2018	3.55665
average	DO	Santa Cruz de Barahona	18.20854	31 Jan 2015	-71.10077
good	MZ	Maxixe	-23.85972	2019/04/20	35.34722
excellent	US	Santa Maria	34.95303	2019-04-03	-120.43572
maintenance	GB	Chapletown	53.46506	2013-03-20	-1.47217
average	JP	Komono	35	2018-09-03	136.51667
building	GB	Selby	53.78333	21 Sep 2020	-1.06667
average	IT	Castelfranco Emilia	44.59445	2022/06/07	11.04979
accep	PH	Maasin	10.13361	2018/10/09	124.84472
average	EG	Alexandria	31.20176	01 Oct 2016	29.91582
good	AM	Hrazdan	40.49748	2016-12-10	44.7662
average	GB	Aberdeen	57.14369	08 Dec 2020	-2.09814
maintenance	CA	Pointe-Claire	45.44868	2020/11/18	-73.81669
average	IT	Bisceglie	41.24264	2018-06-20	16.50104
accep	CN	Longgang	37.65181	2021-12-10	120.33063
excellent	GM	Farafenni	13.56667	2020/02/02	-15.6
building	US	Troutdale	45.53929	2021-06-16	-122.38731
good	RU	Gudermes	43.35071	05/17/2020, 00:00:00	46.10925
average	BR	Pedro II	-4.42472	18 Jan 2022	-41.45861
excellent	IL	Ganei Tikva	32.05971	2017-04-15	34.8732
excellent	TH	Nakhon Si Thammarat	8.43333	08/13/2020, 00:00:00	99.96667
average	PK	Qadirpur Ran	30.29184	03/16/2013, 00:00:00	71.67164
building	ID	Kediri	-7.81667	03/17/2014, 00:00:00	112.01667
excellent	IN	Patti	31.28092	2014/07/05	74.85849
building	RU	Nikolayevsk-on-Amure	53.14657	2014-07-16	140.72287
good	CA	Pointe-Claire	45.44868	2019/12/26	-73.81669
accep	BR	Artur Nogueira	-22.57306	2019-05-26	-47.1725
good	MG	Ikalamavony	-21.15	04/10/2019, 00:00:00	46.58333
accep	ZA	Vryheid	-27.76952	2020-06-06	30.79165
good	US	Carlsbad	32.42067	12/17/2020, 00:00:00	-104.22884
accep	CN	Yingkou	40.66482	2015-12-21	122.22833
building	IT	Francavilla Fontana	40.53123	2022/06/11	17.58522
building	PK	Kanganpur	30.76468	01/30/2014, 00:00:00	74.12286
excellent	KG	Jalal-Abad	40.93333	14 Aug 2018	73
excellent	AU	Nowra	-34.88422	2021/03/23	150.60036
excellent	PK	Kot Addu	30.46907	2020/10/31	70.96699
excellent	PK	Kot Addu	30.46907	2013-05-10	70.96699
maintenance	PH	Talisay	10.7375	2019/07/15	122.9666
accep	US	Sterling	39.00622	2021-03-05	-77.4286
good	NG	Yenagoa	4.92675	06/10/2016, 00:00:00	6.26764
maintenance	US	Yonkers	40.93121	08/22/2019, 00:00:00	-73.89875
accep	DE	Kirchlengern	52.2	08/01/2018, 00:00:00	8.63333
excellent	US	Acworth	34.06635	12/18/2021, 00:00:00	-84.67837
accep	ES	Caravaca	38.10558	07/05/2017, 00:00:00	-1.86343
good	IT	Malnate	45.79377	2013/02/12	8.88104
excellent	IT	Campobasso	41.55947	2017/11/02	14.66737
average	AU	Carindale	-27.50578	2017-03-28	153.10236
excellent	NG	Biu	10.61285	09/25/2021, 00:00:00	12.19458
good	RU	Lesozavodsk	45.47885	2019/09/11	133.42825
good	US	Port Huron	42.97086	2017/12/02	-82.42491
accep	MY	Gua Musang	4.88441	21 Feb 2020	101.96857
accep	AU	Perth	-31.95224	2020/10/12	115.8614
excellent	IN	Davangere	14.46693	24 May 2020	75.92694
good	PT	Custoias	41.1053	2019-08-24	-7.32097
accep	US	Rosemount	44.73941	2018-03-11	-93.12577
building	JP	Okegawa	36	09 Sep 2015	139.55722
good	ID	Tebingtinggi	3.3285	08/29/2014, 00:00:00	99.1625
good	CN	Hushitai	41.94175	06/30/2019, 00:00:00	123.50266
maintenance	IN	Aistala	23.18	2013/12/17	88.58
maintenance	PA	Chilibre	9.15093	2014-07-11	-79.62098
average	IT	Villabate	38.07789	2013-04-03	13.44275
maintenance	PH	Naga	10.20898	04 Jul 2020	123.758
average	JP	Shimotoda	35.815	2018-01-17	139.6853
accep	RU	Valday	57.97472	12/15/2020, 00:00:00	33.2525
average	IN	Puducherry	11.93381	2015/09/14	79.82979
accep	JP	Namerikawa	36.75965	2017/06/21	137.36215
good	EC	Cuenca	-2.90055	04/16/2019, 00:00:00	-79.00453
excellent	FR	Marly-le-Roi	48.86667	2022/01/19	2.08333
accep	US	Taunton	41.9001	20 May 2022	-71.08977
average	GA	Franceville	-1.63333	05/08/2020, 00:00:00	13.58357
good	BR	Canavieiras	-15.675	2013-12-09	-38.94722
good	MX	Salvatierra	20.21322	2014/06/04	-100.88023
accep	CL	Chiguayante	-36.9256	2019-04-22	-73.02841
average	US	Fitchburg	42.58342	21 Aug 2019	-71.8023
maintenance	LY	Ghat	24.96334	2015/06/26	10.18003
good	US	Martinsburg	39.45621	02/27/2022, 00:00:00	-77.96389
