CO	SO2	CH4	NH3	O3	NOx	PRES	C2H3NO5	longitude	CFCs	PM2.5	Pb	latitude	TEMP	PM10	H2CO	PAHs	warning
7.11652	8.16278	6.29792	11.25815	8.06125	8.83636	1185.06722	0.27342	120.33063	6.89081	5.41927	69.56201	37.65181	-4.21063	9.06299	58.29320	6.52145	1.00000
4.18336	6.34597	7.84920	7.89850	6.15875	7.55678	1189.47120	0.51864	-78.19444	82.00249	10.49209	42.83599	38.91817	5.21412	9.87179	61.66061	10.53947	1.00000
6.15454	9.75782	9.19399	7.30200	7.01391	7.91839	1088.15476	0.88715	-35.71667	36.89001	11.31860	58.97770	-8.66667	14.03146	10.41584	47.52600	9.25303	1.00000
6.70390	6.33593	8.52431	6.36109	7.41641	8.35342	1068.30679	6.99081	13.58357	54.90955	9.56319	52.06471	-1.63333	26.41514	12.54260	62.84969	7.88820	0.00000
6.30710	6.57078	8.60057	7.09883	8.11007	8.34275	1139.93314	0.26291	-81.24441	38.61771	10.15902	47.51301	23.15678	8.00379	9.08517	52.22496	10.99365	1.00000
5.55802	4.30830	9.38075	8.10896	7.86014	8.93486	1179.87086	0.33924	5.06258	39.16142	8.73463	26.01237	7.50251	25.98540	9.40007	40.26904	6.54022	0.00000
4.40605	5.54464	6.77352	10.77958	7.83339	8.39917	1151.14737	1.98732	35.96944	54.07633	7.48490	56.96730	56.03361	21.87288	11.26837	49.97337	7.38010	1.00000
6.53660	5.91999	8.54083	7.88231	8.13273	9.05598	1153.20801	0.16404	6.8625	53.49350	9.44906	56.09305	51.47805	23.64864	8.69292	58.01524	9.56200	1.00000
5.46179	6.08568	8.86899	7.99488	6.05351	7.64619	1126.78539	0.32802	16.91667	59.63469	7.28784	58.96638	-21.98333	18.84696	9.33430	40.57480	7.45214	0.00000
7.32049	7.94149	6.78153	9.67063	7.71969	7.88007	1096.82364	0.03926	9.5586	34.79100	9.37749	48.64467	54.52156	21.63939	4.44212	62.03849	5.63516	0.00000
3.68862	4.86967	8.77183	9.98084	5.39835	6.22723	1114.16329	0.64404	105.75635	37.42636	9.33140	44.27958	10.29085	25.13840	10.11999	46.66315	7.92623	1.00000
4.46850	8.33589	7.14710	7.54245	7.17136	6.94515	1170.84049	0.06606	73	48.63676	9.64414	34.34240	40.93333	22.16893	6.59497	56.19364	5.70025	0.00000
6.25924	8.49290	6.38797	9.23987	8.51729	6.39937	1055.20301	0.03374	16.91667	69.19917	9.56519	40.53458	-21.98333	6.06647	5.35560	53.63645	5.96618	0.00000
5.62481	7.61071	8.63043	6.13780	8.11031	5.75798	1123.95493	0.05495	3.87723	79.06763	9.10424	31.78813	43.61092	4.90619	6.94757	59.17792	8.03292	1.00000
6.49382	5.96475	6.32969	8.42843	8.20258	8.56211	1139.68245	0.11639	72.93924	32.36177	7.57631	39.14780	18.87813	13.86253	8.13280	76.60068	6.74166	1.00000
2.91622	9.73656	6.41718	7.99627	9.99546	6.19454	1134.79916	0.08720	-60.94228	66.15552	10.32762	42.63908	14.67751	13.21849	7.57348	47.23649	6.85197	1.00000
6.45189	7.06831	8.00770	6.00143	7.63704	7.35817	1161.05507	0.05824	2.18967	61.31938	10.50063	64.12769	48.8765	1.18922	6.97541		8.35497	1.00000
7.57643	6.83985	8.12226	8.11026	7.50508	7.26967	1123.98963	0.06280	38.15035	41.74293	9.86201	31.91953	49.41029	17.43890	7.22173	52.13498	10.30719	1.00000
6.34341	5.54966	8.24665	7.31970	8.69691		1082.50161	0.67718	-113.3187	49.49329	10.26372	54.94564	53.51684	19.11548	10.14857	50.01183	9.27204	1.00000
6.75522	9.29547	7.41936	8.80012	8.22932	7.84103	1140.69770	0.03699	97.01124	54.29603	9.44542	53.26441	17.30858	13.48902	5.68942	56.02314	8.43749	0.00000
6.24114	10.26960	7.39200	6.67845	6.41256	6.31143	1115.08733	1.22057	123.62494	68.23431	9.77011	65.99819	12.37169	16.72621	10.76079	43.30984	9.10869	1.00000
3.43973	10.49167	7.63960	6.36359	8.66521	7.18544	1050.47525	0.07880	19.61222	29.78402	9.44052	57.97847	44.97639	30.56453	7.51742	49.70412	8.48630	1.00000
6.17593	6.57926	4.61639	10.02861	9.12070	8.17821	1050.71480	0.52123	37.3825	35.02130	7.47385	42.19908	37.05944	14.90424	9.87863	30.63214	8.32639	1.00000
7.38833	5.93597	8.24096	8.80013	7.21991	7.76960	1174.80820	0.06953	102.56365	21.12127	9.14347	34.34285	13.65805	10.99359	7.47324	55.48574	7.91927	1.00000
6.56629	10.36099	8.50524	7.21974	7.94432	6.65395	1050.68456	0.07503	-1.325	75.05966	9.00901	68.13025	38.47917	-4.12924	7.51840	64.84934	7.97885	1.00000
5.70604	7.01681	9.52922	8.15221	7.42533	8.28582	1111.52124	0.26741	37.56667	53.02963	5.40127	38.98179	55.85	23.58551	9.14368	54.93359	6.72900	0.00000
9.26738	9.16177	7.60282	6.94060	8.09201	7.58086	1125.00443	0.08973	-52.35558	38.79998	10.26243	43.11567	-14.66463	19.66149	8.00810	58.52491	10.06777	1.00000
8.14328	6.51152	7.09206	9.93829	6.93728	5.98873	1107.70503	0.14094	-58.38341	64.56348	6.26927	77.08487	-34.64966	8.79910	8.08471	52.88981	6.15243	1.00000
8.29426	9.19191	8.27538	6.92382	7.45852	7.11732	1145.90419	1.00563	3.64633	60.50241	8.69421	55.84476	6.8485	10.15715	10.56059	45.77924	9.42104	1.00000
5.18689	8.12742	7.17217	7.19451	5.85830	7.31460	1177.25118	0.07618	-15.6	68.89508	8.59717	41.79590	13.56667	7.01706	7.46254	38.66048	7.85528	0.00000
5.30781	12.14221	7.52064	5.66158	9.05160	6.90318	1155.65496	0.27651	34.8732	58.95861	8.42487	65.76236	32.05971	17.67272	9.26920	47.69041	8.85118	1.00000
4.40671	6.52687	9.42418	9.64267	8.46189	9.46630	1140.42228	2.14421	-2.98884	42.48874	8.79802	42.40428	43.32686	13.65625	11.34680	39.24207	9.91727	1.00000
4.64874	8.79884	7.49269	8.88205	7.35775	7.33155	1125.02583	0.03472	-37.65	46.91075	10.14744	51.06901	-10.91722	27.21791	5.33631	54.39077	6.83684	0.00000
7.48635	7.86390	6.66396	10.47535	7.89786	7.25842	1145.51033	0.06082	38.28402	77.05035	7.88924	31.65988	34.5624	18.96041	5.34827	53.42675	9.81071	0.00000
7.30608	7.51703	7.51155	7.57927	5.20936	7.23441	1181.85183	0.78051	38.2739	41.44731	6.81373	36.13988	46.7055	16.25142	10.33284	48.50200	6.61384	0.00000
3.94270	4.30793	7.08955	10.92454	9.22192	8.46747	1137.22965	1.76149	46.10925	71.62156	8.71577	86.74777	43.35071	25.61354	11.13334	31.41903	7.21140	1.00000
6.20979	6.48370	7.47581	9.20415	7.73267	7.73652	1185.23780	0.17974	34.86563	59.71764	8.05354	47.91295	31.92923	14.81677	8.65108	49.95251	8.00528	1.00000
3.93972	6.68756	7.77441	10.37461	6.19113	6.34174	1081.80497	0.07806	-69.08333	51.22342	4.64206	38.04166	-16.25	24.76788	7.41170	52.89474	4.89951	0.00000
4.84892	8.62050	8.43013	7.78354	10.70928	7.09587	1115.64012	0.06523	126.28333	53.93204	8.97647	36.27704	45.35	6.75823	6.67642	49.12255	8.39986	0.00000
4.38000	6.06338	8.22224	9.97330	7.59136	7.80330	1155.59550	1.03076	89.11943	56.24097	8.82137	40.40309	23.9028	25.83880	10.58658	65.46139	8.98157	1.00000
7.72971	7.72797	8.79595	3.88137	9.53513	7.74160	1098.25562	0.54497	-5.22126	61.10659	8.53170	38.59344	33.43443	10.92661	9.89132	45.16378	8.90668	1.00000
6.81463	6.89987	7.81118	6.50364	7.53051	9.44388	1176.40502	0.07258	-121.74052	45.35864	10.00279	47.08028	38.54491	26.96969	7.36552	60.68415	10.19099	1.00000
5.67270	9.14822	8.25573	6.53372	7.07660	6.95316	1068.52613	0.07823	84.13864	48.79964	10.04339	57.93039	22.88783	10.63879	7.46292	39.94007	6.02494	0.00000
7.77072	7.15413	7.31906	7.74275	6.31552	6.97833	1112.83884	0.04306	3.50309	55.51187	10.15644	62.14001	34.15429	12.52146	5.33833	57.33750	10.01667	1.00000
5.29567	5.85066	9.44605	8.88898	6.65794	7.20402	1126.32921	0.53130	73	69.69905		68.72364	40.93333	1.39954	9.87995	49.92438	10.71763	1.00000
6.23196	6.41096	7.88074	6.97687	6.42918	7.62019	1081.67988	0.16205	6.26764	59.30200	9.29359	33.74745	4.92675	3.13131	8.53951	72.89204	9.86259	1.00000
6.47085	8.06861	7.72663	9.40552	7.63392	7.10866	1071.94404	0.04791	-117.54866	53.98189	8.12618	46.56734	33.93113	36.52181	5.85207	58.78330	10.68556	0.00000
5.62162	5.62005	7.51613	9.59565	6.73676	7.92588	1149.10002	0.26685	-37.65	38.04197	9.04920	50.01878	-10.91722	1.79435	9.12155	44.17127	8.32873	1.00000
4.14278	9.60930	6.55804	5.37696	9.02373	8.85382	1189.60599	0.20708	9.72749	40.53160	7.37192	32.05387	48.28259	-1.24181	8.80544	55.26127	8.44828	1.00000
5.84357	8.76854	6.77888	6.30153	7.03545	7.51584	1055.06711	3.99011	128.62667	47.31010	9.13361	57.33255	34.8825	20.89940	11.97474	62.28820	10.63786	1.00000
6.24215	10.32474	6.11239	8.66861	8.79775	7.66497	1176.09717	0.12081	51.67462	40.66745	7.81278	56.48387	32.65246	14.67564	8.25356	31.63748	8.55769	1.00000
6.96070	7.32595	8.90062	7.01558	9.45289	9.43212	1185.46024	0.09287	24.6522	76.60220	10.38657	51.13685	60.2052	-5.09164	7.69874	52.24431	11.01766	1.00000
7.09930	8.34302	7.96569	10.63198	8.14773	7.04330	1059.32492	0.05296	-37.07167	49.17389	8.87841	40.87934	-10.91111	5.31984	4.44839	55.39841	8.88025	0.00000
2.55282	4.18902	8.93081	9.79449	4.92954	8.41349	1187.73052	2.99900	74.80555	39.32575	9.05974	37.78868	34.08565	6.73740	11.68723	54.10023	7.37292	1.00000
8.86521	8.19399	7.41449	7.24562	5.46743	8.01150	1094.53863	0.05602	102.56365	67.98342	7.70343	36.08177	13.65805	20.48132	6.09364	40.83075	9.02759	1.00000
9.79253	7.01273	7.95555	10.43955	5.55848	7.32732	1070.97547	0.06085	-91.11667	33.67870	5.86078	74.56437	14.93333	19.79408	6.85706	63.76688	5.78858	1.00000
6.61891	9.77365	6.84991	7.31649	6.71339	6.84679	1176.24084	0.04907	78.14797	57.63476	9.24303	30.43645	15.45144	18.72691	6.14234	64.57589	10.17769	0.00000
9.82378	9.48957	7.71507	6.35939	7.15957	7.68625	1129.46920	0.19381	122.9666	51.41195	7.42416	39.16356	10.7375	15.33636	8.73115	54.64158	9.13928	1.00000
5.38522	5.62394	7.26830	8.93719	7.26053	8.34695	1140.66963	0.11043	46.10925	45.54811	9.81230	63.37824	43.35071	-1.94269	8.23288	54.95542	8.53369	1.00000
6.38069	8.24972	7.41768	5.72319	7.00938	5.80380	1186.41317	0.12974	35.59642	47.86112	7.80233	77.68404	3.11988	33.78106	8.13897	47.53347	8.35435	1.00000
7.00453	5.79492	7.88263	9.24452	8.51442	7.72529	1167.45474	0.11910	29.91582	71.38308	4.38905	46.11316	31.20176	15.51681	8.33515	61.92026	7.12381	0.00000
6.32316	5.27543	8.33737	10.34329	7.78440	6.95378	1164.47463	0.22609	-74.01042	56.89328	8.07069	46.25401	41.50343	32.25015		54.13467	7.03384	1.00000
6.17135	9.01149	7.79132	7.01479	6.57796	8.75446	1122.73593	0.13662	38.2739	81.28685	7.87952	38.20342	46.7055	28.24005	8.32226	37.68943	7.49895	1.00000
8.41922	8.70224	6.66268	7.58891	8.26945	8.94117	1073.57336	0.15085	-77.43532	58.59773	8.40747	64.18791	20.14298	22.67042	8.21635	53.14992	9.49974	1.00000
4.84207	8.75985	6.81882	8.88135	8.48952	9.72701	1146.41646	0.07261	-1.48119	81.61010	9.61437	64.35572	53.0233	21.23830	7.13269	39.23476	8.10383	0.00000
5.81638	4.12618	8.68447	10.11723	8.75110	7.20578	1151.90128	0.12961	-71.19901	47.43340		63.64199	-30.60106	10.71731	8.21375	38.50553	5.81048	0.00000
6.30588	8.00621	7.23960	8.34748	7.13994	7.07405	1171.65089	0.97830	-77.43532	67.94128	6.91753	68.08129	20.14298	10.96972	10.53320	69.81290	5.55296	0.00000
5.45189	8.71474	8.25606	8.55091	8.46628	8.38754	1180.97376	0.21036	35.59642	60.63106	9.78205	60.59222	3.11988	12.71621	8.82983	52.82504	8.10705	1.00000
6.90014	3.58048	6.52844	8.94728	6.70528	7.18580	1108.13675	0.09335	-89.99038	40.50065	7.56629	56.53590	38.58894	24.86887	7.70260	63.76231	7.26325	0.00000
6.11895	6.54320	7.31343	8.80411	10.42754	7.99867	1162.77145	0.23506	-1.29772	47.10758	8.79973	44.51855	50.76306	25.35566	9.02970	41.24234	9.15132	1.00000
4.94945	7.75337	7.00653	7.39832	6.33910	9.50393	1109.46001	0.07635	20.22625	34.43009	11.46665	48.50637	30.75545	4.67496	7.40985	57.72023	8.52306	1.00000
5.40438	6.60022	8.62488	7.95167	7.60422	6.57576	1064.64597	0.92335	-73.75513	69.38128	7.93526	40.14071	40.60538	14.79062	10.47259	33.59742	5.73221	0.00000
4.34304	4.87635	6.60494	7.59320	6.84825	9.25087	1177.00077	1.67805	-93.263	52.19035	9.68705	44.98755	45.0408	25.08785	11.08562	50.38347	6.61703	0.00000
9.77240	6.33288	9.16314	5.95004	7.19904	8.42131	1126.06564	0.36604	75.35927	60.18333	9.17144	11.18151	12.04161	22.43097	9.53856	48.40737	8.77489	1.00000
8.23185	6.95317	8.54898	10.02916	6.18800	8.18957	1172.14047	0.09537	46.10925	47.45282	5.27250	25.30030	43.35071	11.43644	7.71026	55.79388	4.78930	0.00000
5.50448	6.56926	7.67222	9.28074	8.95066	6.29747	1194.94705	0.18294	-90.10674	55.80506	6.45695	72.75318	29.84576	16.88194	8.74771	47.65305	5.56130	
3.88265	8.48212	10.19737	11.01102	7.31962	8.31513	1182.73189	0.05926	109.22921	57.02539	9.06732	38.10743	34.65918	20.21498	6.60976	45.89058	9.48434	0.00000
3.75945	7.69237	8.85607	6.48047	8.06618	9.01213	1115.09207	0.08597	-73.20483	35.31202	9.29713	31.21034	41.16704	8.43771	7.09038	37.43391	6.57864	0.00000
6.04702	5.85176	7.22876	9.36121	8.77695	8.37158	1194.25104	0.66248	-91.73625	50.46581	7.36170	47.76541	35.25064	13.01631	10.14983	61.20383	7.49511	1.00000
7.57821	6.84920	8.71419	7.86490	7.43257	5.25625	1197.30537	0.05550	73.66633	64.99374	8.10719	58.65632	25.92493	12.59713	6.49905	56.45090	7.55427	1.00000
7.08448	6.70121	8.75785	6.84754	8.48104	7.55107	1124.99034	0.05229	-35.03333	36.84144	9.68445	52.01225	-8.28333	25.83359	7.46322	55.93989	9.62292	1.00000
5.50753	9.61845	7.79848	6.97936	8.40729	6.75337	1119.45454	0.08040	27.02444	61.86728	7.93771	51.22187	39.59611	25.27649	7.40233	45.89251	8.21038	1.00000
9.00417	9.79483	8.41251	5.10418	7.89937	6.84382	1115.76604	0.06422	1.26738	37.04421	10.05808	87.65144	51.84819	40.93960	6.83305	50.56013	8.06434	1.00000
7.00444	8.23075	6.58322		8.27286	8.93982	1074.69173	0.05117	27.06365	51.05835	10.30823	77.70877	50.18545	16.61571	5.24521	65.45235	3.56451	0.00000
5.99713	8.08539	8.21656	7.77207	9.45070	7.00275	1066.21122	1.19720	2.18967	69.41518	5.79504	39.84753	48.8765	21.47071	10.73639	38.94736	6.27923	0.00000
6.86137	7.23085	7.04227	9.82617	8.50953	8.12781	1084.08850	0.23222	46.10925	21.07260	8.55986	54.55208	43.35071	13.83737	8.94717	39.55348	9.49683	1.00000
6.02395	5.94739	7.16866	9.59727	7.91274	7.15009	1162.07850	0.22265	-1.29772	43.45765	10.10966	49.16768	50.76306	21.20106	8.93122	67.14015	10.05630	1.00000
7.52597	7.12135	8.01804	7.70032	7.46426	6.91998	1146.26643	0.79980	114.33333	24.48334	7.00215	19.84875	-8.43333	25.85847	10.34802	46.52646	6.86962	0.00000
6.91251	9.04280	8.28138	8.24452	7.66627	8.06448	1185.16974	0.08428	109.22921	45.56221	7.61934	35.72977	34.65918	26.54276	7.06452	61.45045	12.77661	0.00000
3.68329		8.63672	9.21539	8.19636	6.97042	1186.32960	2.57534	5.51978	54.43860	10.03895	44.55841	51.44889	21.76051	11.52705	39.67440	9.58639	1.00000
5.79831	5.39233	6.93296	8.17967	7.27781	7.84786	1113.68930	0.26502	136.13108	68.49849	9.18173	54.29707	34.75856	2.66338	9.09921	41.30286	8.84406	1.00000
8.42741	9.21340	8.26029	10.99830	5.73356	7.96025	1069.80596	0.06809	24.6522	72.89690	7.09737	60.20522	60.2052	12.58883	6.59941	59.30465	11.68260	0.00000
6.70059	9.27037	7.10047	6.35150	6.88949	5.76372	1147.63448	0.09324	31.3237	50.14913	8.02372	55.45034	52.4089	15.32847	7.50237	60.30010	11.56774	0.00000
7.41082	6.91289	6.47152	9.86254	6.59771	8.86461	1098.54368	0.12386	100.24529	61.31712	7.12015	49.39846	5.4709	8.98727	8.37198	50.06612	7.33364	1.00000
5.32740	5.36529	7.38772	8.99395	5.24966	6.66361	1148.85945	0.11160	8.62118	35.70484	4.91560	46.00966	45.44694	11.87835	7.92402	22.39331	7.12289	0.00000
8.20542	8.69112	7.70993	5.15819	8.69025	8.55286	1183.99121	0.18096	18.69303	45.82415	7.05774	53.64168	12.18441	21.12154	8.75830	52.30092	8.79942	1.00000
8.26884	8.42857	6.53205	11.47852	7.99641	7.22342	1188.69419	0.03090	-65.61427	57.54479	8.07743	35.30434	-27.4338	8.97343	3.84117	49.16045	9.68179	0.00000
7.42600	10.28156	6.42120	9.74832	6.64851	8.35360	1054.65437	0.18755	73.7553	30.09171	3.44159	47.96553	15.5439	29.18958	8.76279	35.63245	4.58384	0.00000
4.08216	4.84528	7.20675	11.09573	8.72506	8.20910	1109.08053	2.14534	-73.26022	32.26820	8.99793	66.83980	6.46838	20.94500	11.35299	48.56510	8.36388	1.00000
5.57821	5.48911	7.32742	9.05503	6.23885	7.23817	1081.81816	0.18285	6.8625	69.00417	9.29068	45.78687	51.47805	30.13248	8.74451	52.34128		1.00000
4.32137	10.36288	5.48288	8.43553	6.86844	8.85295	1154.07010	0.08467	-1.48119	80.44722	9.57930	7.20725	53.0233	2.73756	7.48195	55.95482	9.52639	0.00000
7.07362	8.61488	9.21560	8.16879	7.26868	8.78001	1183.54520	0.05693	-119.48568	42.75411	9.15523	70.40635	49.88307	21.29963	5.38907	15.26276	7.39789	0.00000
4.27009	9.98511	8.33783	5.48066	6.62203	8.79476	1138.43424	0.05232	104.09701	40.95380	7.88767	60.68501	-1.26424	20.15095	5.92782	25.26238	8.23693	1.00000
3.21465	9.89287	7.86529	8.31040	6.81422	7.01228	1168.63949	0.59834	91.61356	74.55194	7.19105	37.73620	26.44931	7.05845	10.03743	46.24502	9.24039	1.00000
7.66512	6.43392		8.13697	6.54809	7.37728	1147.61924	0.19146	-88.27205	95.46448	5.88760	59.01125	44.27804	9.76959	8.72620	40.87888	7.05193	0.00000
3.14001	3.51979	6.09854	8.47189	6.10445	6.82589	1109.46672	0.85020	-117.54866	88.76405	9.99715	51.71154	33.93113	6.03937	10.40281	43.72751	7.29705	1.00000
4.92244	7.53139	8.24162	7.92467	5.51667	8.45050	1113.80150	0.78541	-73.26022	34.15642	7.78378	31.23558	6.46838	35.89419	10.28626	46.36710	5.67466	0.00000
8.15097	6.90485	8.92088	8.20302	7.17424	7.33176	1100.70157	0.08622	-104.22884	33.70545	8.59338	32.77927	32.42067	2.52311	7.40695	47.71350	8.72785	1.00000
6.56368	10.22195	7.30094	3.91044	8.20282	5.80076	1130.62870	0.19611	-91.06177	53.49025	9.44785	56.41595	33.41012	32.57442	8.75194	37.66975	9.24535	1.00000
6.56060	6.89021	9.08585	6.64416	6.00605	8.04837	1117.00524	0.32726	1.26738	64.06105	9.52567	34.07953	51.84819	35.51744	9.31581	38.80985	9.08679	1.00000
7.01118	8.26112	8.53852	5.21188	7.99945	7.65518	1194.48805	0.18864	-1.86343	39.09385	10.24036	49.98902	38.10558	27.65902	8.80980	34.00991	9.15047	1.00000
7.05889	7.11831	10.88370	10.12028	6.96630	7.18851	1055.25206	0.21155	73.7553	67.80060	7.71537	53.71773	15.5439	26.30527	8.87717	33.17931	8.49400	1.00000
6.35325	6.43216	8.12453	8.10978	6.26893	8.60871	1051.36707	0.09437	-2.58736	60.50247	8.92067	50.88664	56.56317	3.11557	7.58468	70.05844	8.30766	1.00000
6.20584	6.70907	5.67246	9.82403	6.55578	9.18518	1134.59154	0.08606	46.83187	35.44533	7.33879	47.22364	14.53767	19.94111	7.46826	41.75210	4.20988	0.00000
5.59897	8.28823	7.33766	4.49144	7.46694	7.38250	1161.36145	0.06053	101.96857	44.49339	8.01741	67.54043	4.88441	28.15641	7.54640	39.72348	7.10474	1.00000
7.60644	7.06778	8.54099	8.66170	7.29476	8.55208	1055.20409	0.25430	136.51667	30.11056	7.27709	45.71842	35	10.89782	9.16348	54.89224	5.35119	0.00000
5.94096	6.68055	7.23586	10.54212	8.96314	7.07991	1122.99989	0.27068	-73.81669	43.79504	9.15429	38.47727	45.44868	18.33639	9.08388	61.99477	9.22960	1.00000
7.41638	8.41880	5.91588	8.87997	8.51375	7.36692	1104.92637	2.97389	16.86194	46.48525	9.78264	43.17942	54.58048	23.45813	11.67688		9.55732	1.00000
6.51466	6.86484	7.12503	8.46819	7.18115	6.91303	1053.97292	0.16267	3.87723	47.89195	5.03121	66.48355	43.61092	17.54198	8.45728	48.40313	7.05316	0.00000
5.60394	8.85983	7.37542	8.00774	5.18054	7.44279	1137.90831	0.06222	-87.45476	51.26334	8.54460	58.95611	41.47892	17.75431	6.68656	63.04178	9.72793	0.00000
7.67117	9.35166	8.39133	11.37606	6.87581	6.02075	1146.20458	0.04130	-84.50855	70.14728	9.10205	43.42086	39.08367	16.66386		68.37662	8.07678	0.00000
6.76007	6.14504	9.91682	11.74797	7.99590	6.47736	1056.51513	0.27937	-122.86705	52.76310	6.63561	54.39435	45.49428	17.60433	9.18293	56.57479	6.12031	1.00000
6.44188	6.80964	6.74143	9.08291	8.58061	7.76916	1150.52076	0.23059	-1.32471	48.18299	5.47032	44.75650	51.40148	5.44866	8.87846	43.21543	6.22861	0.00000
8.87515	6.84300	7.53893	8.89203	8.76885	8.65037	1105.75968	0.15920	-122.2608	57.51740	6.34592	53.90951	38.17492	18.94718	8.73711	41.97348	5.43267	0.00000
8.00826	6.48589	8.22329	3.81265	7.04611	7.91714	1053.86348	0.12424	75.11937	32.93068	6.80084	36.02370	20.88098	12.10298	8.06491	59.14209	8.82935	1.00000
5.50662	9.44279	8.29854	6.69162	7.84949	5.76980	1137.96588	0.53796	123.758	49.58142	8.25081	35.87612	10.20898	15.18893	9.96022	55.12342	8.84925	1.00000
3.30296	5.30561	8.31031	9.65549	7.11240	7.60872	1112.02688	3.92261	24.43973	54.19484	9.13769	32.47796	0.76755	-0.34849	11.95726	51.04338	9.21809	1.00000
9.99861	7.46570	7.49916	4.12013	6.66010	8.31127	1126.46282	0.34562	118.9707	55.48303	9.10632	38.59655	-3.5403	4.36852	9.46702	59.36818	9.53777	1.00000
5.14686	8.63602	8.86581	10.13507	7.02812	7.91134	1067.36824	0.06201	8.55552	43.10563	8.74793	53.66722	40.72586	12.59178	6.37436	32.88270	9.83793	1.00000
10.62585	10.37547	7.23520	6.12086	8.00379	9.40566	1103.28728	0.26229	126.28333	41.20173	8.50413	80.52007	45.35	-6.19657	9.02209	31.17919	8.96362	1.00000
8.95539	8.73547	7.85832	10.08443	6.24771	7.03550	1090.94187	0.04159	39.8302	35.19355	8.98402	41.91868	64.5635	15.32299	6.36693	45.23687	6.57943	0.00000
6.84200	6.08369	9.82628	8.80747	6.64357	6.59633	1067.51289	0.20693	124.84472	52.07038	8.48094	51.05205	10.13361	22.61103	8.88293	56.04851	8.06091	1.00000
6.24075	9.32548	8.03330	8.70648	9.30218	7.98142	1113.28020	0.02880	2.18247	19.65007	9.80966	37.40043	41.41204	3.66190	6.04070	45.29669	7.09554	0.00000
4.79243	4.92907	8.87801	10.16546	9.44852	8.66005	1179.68406	0.73032	123.99333	69.24496	6.53638	30.97647	12.97389	18.57392	10.23245	49.85554	5.27465	1.00000
7.25935	10.50610	7.25851	7.51049	6.70009	7.35274	1115.95978	0.46614	-47.1725	46.25349	4.27775	57.11385	-22.57306	21.06916	9.78531	38.05713	6.05788	0.00000
5.78842	9.27741	5.82608	6.83755	7.64401	6.74169	1105.53496	0.21796	1.04945	47.31608	10.54990	50.45124	35.06544	13.50130	9.01180	64.55966	9.30033	1.00000
3.39335	8.85803	7.36309	6.82834	8.01114	8.44334	1103.14051	1.66310	99.96667	79.12473	7.78694	41.00814	8.43333	9.62488	11.09674	51.01090	9.05674	1.00000
8.03763	5.30458	7.43244	6.80217	6.85053	7.57296	1109.66967	0.32522	-91.06177	73.68983	11.18910	67.18906	33.41012	-3.01189	9.32300	64.58666	10.07713	1.00000
5.87097	6.44617	7.21474	10.26685	6.52698	7.10971	1173.25435	0.07434	114.51667	57.24653	5.99012	37.41289	33.78333	26.99168	7.64518	47.27888	4.57606	0.00000
6.43522	5.10574	9.27997	9.88872	8.88358	9.13443	1180.83274	0.15727	-73.97069	37.28555	10.89322	46.72466	40.64621	12.58652	8.49549	53.48135	9.61781	1.00000
4.22905	9.61498	8.58579	8.47146	9.13769	6.99810	1175.73261	0.10941	69.01354	47.90678	10.13335	55.02590	38.55632	15.71191	8.00731	32.83743	9.36823	1.00000
6.62273	5.81616	7.99329	8.89001	7.95757	7.02275	1075.20357	0.21423	-101.2591	39.96475	8.04059	52.72615	21.01858	12.71910	8.85168	35.03515	5.50582	0.00000
3.91427	4.08686	7.52350	10.58580	8.15330	6.61625	1092.39145	0.58249	46.5813	30.94187	7.12592	43.08790	54.8421	11.37342	10.00508	45.31272	4.49397	1.00000
4.97726	7.26346	7.83122	5.35070	6.97506	11.06060	1050.13928	0.02950	86.00214	61.88137	10.34621	65.25307	46.51872	23.67815	5.43704	47.55897	7.75501	1.00000
3.38846	8.33919	7.06592	7.39405	8.35411	6.43926	1057.79179	0.19483	-0.74934	57.06198	10.15520	48.06225	51.62907	20.59338	8.64498	62.00167	7.27997	1.00000
6.09050	6.41640	9.40334	9.36699	7.52026	7.43304	1174.70699	0.12222	98.50893	38.71813	9.90546	54.50574	16.68911	18.35927	8.38337	59.78697	9.65827	1.00000
8.50012	12.48405	7.93099	7.54029	6.45781	7.79515	1099.59085	1.41532	-91.73625	38.13997	3.24879	38.63688	35.25064	11.88431	10.90674	60.97884	5.29576	0.00000
7.37859	8.70383	7.09023		7.76306	7.47678	1122.57321	0.03952	-74.13653	20.58392	8.08252	48.34821	40.63316	34.15103	5.15127	49.91185	10.64358	0.00000
8.61194	5.65797	6.29773	9.54397	5.86030	6.06974	1151.74440	0.09432	122.9666	51.43242	6.52787	46.77972	10.7375	8.45204	7.99606	36.95287	5.61486	0.00000
7.86243	7.86839	6.19100	5.30740	6.58060	7.80559	1198.69634	0.10591	71.30633	62.39145	7.97886	38.49937	21.34222	12.41137	7.90580	48.45941	8.64870	1.00000
4.97989	5.17557	7.13192	11.10140	6.38169	6.61269	1105.39067	0.04912	11.32903	66.66260	6.40272	58.70517	50.9803	1.10450	6.31396	51.73593	3.94384	0.00000
4.16829	8.26478	6.41637	8.30135	6.88054	7.41950	1067.03175	0.15478	14.66737	50.05714	1.84775	72.74139	41.55947	13.87622	8.48673	34.49271	7.96459	0.00000
