latitude	revision	QoS	location	longitude	station
23.49668	2014-08-04	good	Asia/Kolkata	86.68363	Adra
26.18924	2016-04-13	good	America/Chicago	-98.15529	San Juan
42.24113	2021/06/13	good	America/Chicago	-88.3162	Crystal Lake
50.75932	2013-02-10	good	Europe/Kiev	25.34244	Lutsk
-4.83	12/04/2020, 00:00:00	good	Africa/Dar_es_Salaam	29.65806	Mwandiga
40.87363	2014-08-05	maintenance	Europe/Rome	14.34085	Volla
50.50301	2020/01/24	excellent	Europe/Prague	13.63617	Most
-0.71667	12 Aug 2022	excellent	America/Belem	-48.52333	Soure
45.44868	05 Oct 2014	maintenance	America/Toronto	-73.81669	Pointe-Claire
3.11988	09/17/2014, 00:00:00	building	Africa/Nairobi	35.59642	Lodwar
10.15031	2017/11/01	accep	America/Bogota	-73.9614	El Copey
31.28092	10 Jan 2016	building	Asia/Kolkata	74.85849	Patti
34.56861	2021/01/06	good	Asia/Shanghai	105.89333	Beidao
33.86419	01/14/2014, 00:00:00	accep	Asia/Tehran	48.26258	Aleshtar
50.18545	04 Aug 2014	good	Europe/Kiev	27.06365	Shepetivka
-3.5403	2016/11/15	average	Asia/Makassar	118.9707	Majene
-6.48167	2015-02-18	average	Asia/Jakarta	106.85417	Cibinong
51.65333	28 Apr 2021	building	Europe/Amsterdam	5.2875	Vught
53.49389	2021/06/26	building	Europe/London	-1.29243	Mexborough
40.2737	30 Oct 2018	accep	America/New_York	-76.88442	Harrisburg
48.15659	2013/06/10	accep	Europe/Chisinau	28.28489	Soroca
34.81667	2015-01-20	building	Asia/Tokyo	137.4	Toyokawa
40.53123	26 Jan 2016	excellent	Europe/Rome	17.58522	Francavilla Fontana
48.25	09/22/2020, 00:00:00	good	Europe/Vienna	16.4	Floridsdorf
37.05944	02/15/2019, 00:00:00	good	Europe/Istanbul	37.3825	Gaziantep
51.62907	08/19/2014, 00:00:00	average	Europe/London	-0.74934	High Wycombe
27.92333	2014/12/05	accep	Asia/Shanghai	118.53333	Pucheng
-33.88096	30 Mar 2016	good	Australia/Sydney	151.07986	Strathfield
31.96258	04/24/2016, 00:00:00	maitennce	Asia/Karachi	73.97117	Naushahra Virkan
-21.41222	11/01/2012, 00:00:00	average	America/Sao_Paulo	-42.19667	Miracema
22.4711	2021-07-22	excellent	Asia/Kolkata	88.1453	Pujali
44.22639	2020/06/05	average	Europe/Belgrade	22.53083	Negotin
39.96097	15 Dec 2012	average	America/New_York	-75.60804	West Chester
46.75451	2016-05-11	excellent	Europe/Kiev	33.34864	Nova Kakhovka
14.64056	05/01/2018, 00:00:00	building	Asia/Bangkok	104.64992	Kantharalak
41.15376	10/24/2014, 00:00:00	good	America/Chicago	-87.88754	Bourbonnais
9.535	2022/05/07	maintenance	Africa/Conakry	-13.68778	Camayenne
35.21222	04 Sep 2015	excellent	Africa/Algiers	2.31889	Ksar Chellala
56.56317	07/16/2016, 00:00:00	excellent	Europe/London	-2.58736	Arbroath
57.30185	02/13/2013, 00:00:00	building	Europe/Moscow	39.85331	Gavrilov-Yam
-19.65	09/07/2015, 00:00:00	good	Indian/Antananarivo	47.31667	Antanifotsy
48.8449	2016-02-18	average	Europe/Bratislava	17.22635	Skalica
6.84019	09/08/2020, 00:00:00	good	Asia/Colombo	79.87116	Dehiwala-Mount Lavinia
32.05971	2019/12/10	average	Asia/Jerusalem	34.8732	Ganei Tikva
37.65181	2016/06/23	building	Asia/Shanghai	120.33063	Longgang
53.16167	03/06/2022, 00:00:00	accep	Europe/Amsterdam	6.76111	Hoogezand
44.73941	2013/09/04	accep	America/Chicago	-93.12577	Rosemount
42.22718	28 Jul 2016	excellent	Europe/Rome	14.39024	Lanciano
33.37526	04/27/2021, 00:00:00	building	Asia/Kolkata	74.3092	Rajaori
41.75338	2021-11-20	accep	America/Indiana/Indianapolis	-86.11084	Granger
43.41949	2017/03/16	maintenance	Asia/Almaty	77.0202	Otegen Batyra
33.42585	02/18/2018, 00:00:00	good	Africa/Casablanca	-6.00137	Oulmes
46.32313	2015/04/12	excellent	Europe/Paris	-0.45877	Niort
36.72544	10/22/2020, 00:00:00	accep	Africa/Algiers	3.55665	Thenia
50.64336	08 Jul 2017	acceptable	Europe/Berlin	7.2278	Bad Honnef
51.30001	2015/11/27	good	Europe/Berlin	13.10984	Oschatz
40.1675	17 Jul 2018	average	Europe/Istanbul	34.37389	Sungurlu
9.57046	04/13/2018, 00:00:00	average	Asia/Kolkata	76.32756	Kalavoor
-25.42944	2019/06/11	average	America/Sao_Paulo	-50.00639	Palmeira
51.955	21 Jan 2015	excellent	Europe/Amsterdam	5.22778	Culemborg
10.98778	2013-11-25	good	America/Bogota	-74.95472	Puerto Colombia
48.77644	12/04/2012, 00:00:00	maintenance	Europe/Paris	2.29026	Sceaux
36.61954	2020/06/19	average	Africa/Algiers	4.08282	Beni Douala
0.76755	01 Jul 2017	good	Africa/Lubumbashi	24.43973	Yangambi
50.56149	06/25/2021, 00:00:00	accep	Europe/Brussels	4.69889	Gembloux
41.63976	20 Sep 2020	average	Europe/Madrid	2.35739	Cardedeu
56.03361	2013/03/20	accep	Europe/Moscow	35.96944	Volokolamsk
40.56754	2016-10-03	building	America/Chicago	-89.64066	Pekin
21.53889	2019/10/01	maintenance	Asia/Kolkata	71.57737	Gariadhar
20.28527	2019/06/27	good	America/Mexico_City	-103.42897	Jocotepec
35.82756	2012-10-30	good	Asia/Tokyo	137.95378	Ina
0.46005	09/07/2016, 00:00:00	building	Africa/Nairobi	34.11169	Busia
39.08367	2013/12/10	excellent	America/New_York	-84.50855	Covington
51.19139	09/28/2017, 00:00:00	accep	Europe/Berlin	6.51352	Korschenbroich
-21.44236	03 Apr 2017	good	Africa/Gaborone	27.46153	Tonota
32.35126	08 Jan 2015	accep	America/Chicago	-95.30106	Tyler
40.60538	2019/06/26	good	America/New_York	-73.75513	Far Rockaway
38.45598	2021-12-30	excellent	Asia/Baku	48.87498	Astara
45.73333	2017-06-07	maintenance	Europe/Paris	4.91667	Bron
22.75218	08/05/2014, 00:00:00	average	Asia/Kolkata	72.68533	Kheda
9.58126	07/17/2019, 00:00:00	maintenance	Africa/Lagos	8.2926	Kafanchan
15.46063	2021-06-14	accep	Asia/Bangkok	99.89166	Thap Than
5.84752	2020/02/28	building	Africa/Abidjan	-5.682	Lakota
35.64889	03 Mar 2022	average	Asia/Shanghai	117.27583	Sishui
8.88649	2014/10/25	good	Africa/Porto-Novo	2.59753	Tchaourou
30.76468	2014-06-04	accep	Asia/Karachi	74.12286	Kanganpur
52.31333	2013-11-10	excellent	Europe/Amsterdam	6.92917	Oldenzaal
43.54072	2022-07-08	good	America/Boise	-116.56346	Nampa
43.82634	2013-11-04	average	Asia/Tokyo	144.09638	Motomachi
36.02506	2019-01-15	excellent	America/Chicago	-86.77917	Brentwood Estates
43.71032	2016-09-28	good	Europe/Paris	-1.05366	Dax
8.48714	09 Jul 2016	good	Africa/Freetown	-13.2356	Freetown
39.32011	08/31/2014, 00:00:00	excellent	America/New_York	-76.51552	Rosedale
50.64336	2015-12-26	good	Europe/Berlin	7.2278	Bad Honnef
34.63915	10/22/2018, 00:00:00	accep	America/Los_Angeles	-120.45794	Lompoc
13.70167	18 May 2015	maintenance	America/El_Salvador	-89.10944	Ilopango
20.28527	2016-12-14	excellent	America/Mexico_City	-103.42897	Jocotepec
10.13361	10/08/2015, 00:00:00	excellent	Asia/Manila	124.84472	Maasin
45.49428	2019-07-01	maintenance	America/Los_Angeles	-122.86705	Aloha
42.8139	01 Jul 2019	excellent	Europe/Madrid	-1.64295	Segundo Ensanche
15.79408	03 Sep 2013	average	Asia/Bangkok	104.1451	Yasothon
28.15112	2013-07-29	good	America/New_York	-82.46148	Lutz
45.47885	10/07/2015, 00:00:00	good	Asia/Vladivostok	133.42825	Lesozavodsk
9.57046	2014-11-20	good	Asia/Kolkata	76.32756	Kalavoor
6.33444	2022-02-19	good	Asia/Manila	124.95278	Tupi
-33.79176	12/29/2018, 00:00:00	excellent	Australia/Sydney	151.08057	Eastwood
36.46917	01/11/2019, 00:00:00	excellent	Africa/Tunis	10.78222	Beni Khiar
32.35126	12/12/2014, 00:00:00	accep	America/Chicago	-95.30106	Tyler
6.45407	2015/05/07	accep	Africa/Lagos	3.39467	Lagos
55.1904	02 Dec 2015	maintenance	Europe/Minsk	30.2049	Vitebsk
-3.20333	20 Jul 2013	good	America/Santarem	-52.20639	Altamira
42.64031	2021-01-24	good	Asia/Shanghai	125.51176	Dongfeng
21.01858	02/24/2015, 00:00:00	excellent	America/Mexico_City	-101.2591	Guanajuato
26.9423	2015/01/25	maintenance	Asia/Karachi	68.11759	Tharu Shah
41.14676	09/29/2015, 00:00:00	excellent	America/New_York	-73.49484	New Canaan
3.8801	2021-01-27	good	America/Bogota	-77.03116	Buenaventura
34.75856	09/15/2017, 00:00:00	good	Asia/Tokyo	136.13108	Ueno-ebisumachi
43.54072	10/09/2020, 00:00:00	accep	America/Boise	-116.56346	Nampa
50.80904	2014-02-08	maintenance	Europe/Berlin	8.77069	Marburg an der Lahn
53.00974	21 Sep 2020	average	Europe/London	-3.05814	Rhosllanerchrugog
32.52515	2014-05-20	good	America/Chicago	-93.75018	Shreveport
7.6	2015-12-13	average	Africa/Lagos	4.18333	Olupona
41.27621	2022-01-04	accep	America/New_York	-72.86843	East Haven
28.54944	2016-07-29	building	America/New_York	-81.77285	Clermont
53.46506	10 Dec 2014	maitennce	Europe/London	-1.47217	Chapletown
-38.65333	18 Jan 2022	maintenance	Pacific/Auckland	178.00417	Gisborne
49.88307	10/05/2016, 00:00:00	building	America/Vancouver	-119.48568	Kelowna
20.74122	05/14/2021, 00:00:00	good	America/Mexico_City	-100.44843	Santa Rosa Jauregui
47.56494	01/21/2015, 00:00:00	average	Europe/Kiev	31.33078	Voznesensk
42.97086	2021-11-20	accep	America/Detroit	-82.42491	Port Huron
44.35056	25 Jan 2018	good	Asia/Tokyo	142.45778	Nayoro
32.65246	03 Dec 2012	average	Asia/Tehran	51.67462	Isfahan
41.14676	2012-10-19	building	America/New_York	-73.49484	New Canaan
44.92801	01/04/2020, 00:00:00	average	Europe/Paris	4.8951	Valence
-21.44345	2021/08/21	good	America/La_Paz	-65.71875	Tupiza
38.38479	17 Dec 2013	average	Europe/Madrid	-0.76773	Novelda
10.12268	2014-02-19	good	Asia/Kolkata	77.54372	Periyakulam
46.65581	06/22/2018, 00:00:00	excellent	Europe/Kiev	32.6178	Kherson
58.7002	12/18/2017, 00:00:00	building	Asia/Yekaterinburg	59.4839	Kachkanar
30.24706	11/18/2016, 00:00:00	accep	Asia/Shanghai	115.04814	Huangshi
45.50369	01 Mar 2013	excellent	Europe/Rome	11.412	Montecchio Maggiore-Alte Ceccato
-11.48472	2017-04-17	good	America/Bahia	-37.93278	Rio Real
51.65	2019-01-27	excellent	Europe/London	-0.2	Barnet
31.64615	10 Jun 2021	excellent	Asia/Shanghai	120.74221	Changshu City
53.43333	30 Jul 2021	building	Europe/Dublin	-7.95	Athlone
37.13548	02/08/2014, 00:00:00	excellent	Europe/Madrid	-3.67029	Las Gabias
25.92493	17 Aug 2020	building	Asia/Kolkata	73.66633	Sojat
27.52948	2022/07/20	average	Asia/Karachi	68.75915	Khairpur Mir’s
42.24113	02/28/2017, 00:00:00	average	America/Chicago	-88.3162	Crystal Lake
52.68333	2020/03/21	building	Europe/London	0.93333	East Dereham
43.1122	2021-03-16	accep	Europe/Rome	12.38878	Perugia
41.6764	2019/01/28	accep	America/Chicago	-91.58045	Coralville
40.98894	02/01/2019, 00:00:00	good	Europe/Istanbul	28.67582	Yakuplu
53.49389	25 Nov 2012	building	Europe/London	-1.29243	Mexborough
47.76232	2021-04-25	maintenance	America/Los_Angeles	-122.2054	Bothell
43.67681	2016/12/15	accep	Europe/Paris	4.63031	Arles
34.25	01 Aug 2021	average	Asia/Tokyo	135.31667	Iwade
10.15031	2016-11-08	average	America/Bogota	-73.9614	El Copey
40.60538	04/30/2019, 00:00:00	good	America/New_York	-73.75513	Far Rockaway
27.85	06/17/2014, 00:00:00	good	Asia/Shanghai	112.9	Xiangtan
53.93361	2019/01/04	excellent	Europe/Moscow	37.92792	Kireyevsk
53.38333	22 Oct 2012	maintenance	Europe/London	-0.76667	Gainsborough
40.34912	2022-08-22	accep	America/Denver	-111.90466	Saratoga Springs
15.58552	24 May 2019	accep	Asia/Bangkok	102.42587	Bua Yai
22.75218	12/11/2015, 00:00:00	maintenance	Asia/Kolkata	72.68533	Kheda
52.4581	2017/05/19	excellent	Europe/Berlin	13.28702	Dahlem
36.72544	11/21/2015, 00:00:00	average	Africa/Algiers	3.55665	Thenia
41.54566	2016-11-23	maintenance	America/New_York	-71.29144	Middletown
39.00622	2015-03-29	maintenance	America/New_York	-77.4286	Sterling
47.76232	04/07/2022, 00:00:00	maintenance	America/Los_Angeles	-122.2054	Bothell
37.30553	2019/04/13	good	Asia/Shanghai	120.82747	Zhuangyuan
40.64621	2012/10/28	excellent	America/New_York	-73.97069	Kensington
13.56667	2021/07/25	average	Africa/Banjul	-15.6	Farafenni
-1.6	08/02/2020, 00:00:00	maintenance	Asia/Jakarta	103.61667	Jambi City
26.91756	2021-08-04	excellent	America/New_York	-82.07842	Punta Gorda Isles
12.1277	24 Feb 2020	accep	Asia/Kolkata	78.15794	Dharmapuri
19.32889	04/24/2017, 00:00:00	good	America/Mexico_City	-99.32556	San Lorenzo Acopilco
60.2052	10 Oct 2013	accep	Europe/Helsinki	24.6522	Espoo
28.54944	2018-02-05	good	America/New_York	-81.77285	Clermont
36.61954	2020/09/09	maintenance	Africa/Algiers	4.08282	Beni Douala
33.7207	10 Sep 2020	maitennce	America/Los_Angeles	-116.21677	Indio
49.28669	04/07/2022, 00:00:00	accep	Europe/Paris	1.00288	Elbeuf
51.21187	03/10/2015, 00:00:00	good	Europe/Brussels	4.25633	Beveren
47.90771	2013-08-01	excellent	Asia/Ulaanbaatar	106.88324	Ulan Bator
32.44874	2021-06-22	accep	America/Chicago	-99.73314	Abilene
36.06523	19 Oct 2018	good	America/Los_Angeles	-119.01677	Porterville
5.27247	08/23/2019, 00:00:00	accep	Africa/Abidjan	-3.59625	Bonoua
-1.26424	14 Sep 2013	average	Asia/Jakarta	104.09701	Simpang
-36.9256	2017-12-14	average	America/Santiago	-73.02841	Chiguayante
14.95472	03/27/2018, 00:00:00	average	Asia/Manila	120.89694	Baliuag
45.44868	2020/07/15	average	America/Toronto	-73.81669	Pointe-Claire
47.56494	27 Feb 2014	average	Europe/Kiev	31.33078	Voznesensk
35.8	09/05/2013, 00:00:00	average	Asia/Tokyo	137.23333	Gero
18.65297	2017-04-22	maintenance	America/Port-au-Prince	-72.09391	Thomazeau
36.76639	06 Jun 2017	building	Africa/Algiers	3.47717	Boumerdas
57.30185	2016/07/04	good	Europe/Moscow	39.85331	Gavrilov-Yam
54.8421	12 Jun 2019	accep	Europe/Moscow	46.5813	Alatyr’
9.535	26 Sep 2019	maintenance	Africa/Conakry	-13.68778	Camayenne
11.86064	26 Dec 2015	accep	Africa/Lagos	9.0027	Gaya
40.65538	21 Oct 2021	average	America/New_York	-74.38987	Scotch Plains
56.9083	2017/06/27	excellent	Asia/Yekaterinburg	60.8019	Beryozovsky
6.25947	17 Mar 2016	good	Asia/Bangkok	102.05461	Tak Bai
19.30157	2014/03/06	good	Asia/Kolkata	72.85107	Bhayandar
29.98869	2018-10-29	accep	Asia/Shanghai	122.20488	Zhoushan
34.14251	2022-05-14	excellent	America/Los_Angeles	-118.25508	Glendale
-22.45667	01/17/2015, 00:00:00	excellent	America/Sao_Paulo	-47.53028	Santa Gertrudes
50.23019	04 Oct 2015	accep	Europe/Berlin	8.77155	Karben
43.11667	04/14/2015, 00:00:00	good	Europe/Paris	1.6	Pamiers
-1.6	2014-09-21	average	Asia/Jakarta	103.61667	Jambi City
23.49668	09/08/2016, 00:00:00	average	Asia/Kolkata	86.68363	Adra
47.64995	22 May 2014	average	America/Los_Angeles	-117.23991	Opportunity
-1.6	2013/08/02	maintenance	Asia/Jakarta	103.61667	Jambi City
34.61667	10/21/2021, 00:00:00	building	Asia/Tokyo	135.6	Yao
34.86472	2017-12-27	good	Asia/Shanghai	117.55417	Zaozhuang
32.61603	2015/07/30	building	Asia/Baghdad	44.02488	Karbala
33.43443	19 Feb 2019	excellent	Africa/Casablanca	-5.22126	Azrou
31.28092	21 Nov 2017	excellent	Asia/Kolkata	74.85849	Patti
40.82232	06/30/2014, 00:00:00	maintenance	America/New_York	-74.15987	Nutley
6.03333	2021/06/28	excellent	Africa/Addis_Ababa	37.55	Arba Minch
55.85	06 Jan 2015	accep	Europe/Moscow	37.56667	Likhobory
26.11527	12/11/2021, 00:00:00	average	Asia/Kolkata	86.59509	Supaul
65.84811	17 Feb 2013	average	Europe/Helsinki	24.14662	Tornio
57.97472	24 May 2017	excellent	Europe/Moscow	33.2525	Valday
43.1009	2019-06-13	excellent	America/New_York	-75.23266	Utica
38.72706	07/14/2014, 00:00:00	maintenance	Europe/Lisbon	-9.24671	Carnaxide
11.86064	07 Jul 2014	maintenance	Africa/Lagos	9.0027	Gaya
41.80753	2019-12-02	average	America/Chicago	-87.65644	New City
48.28259	05/21/2019, 00:00:00	accep	Europe/Berlin	9.72749	Ehingen
45.99194	28 Nov 2016	excellent	Europe/Kiev	29.41824	Artsyz
-15.675	07 Apr 2021	accep	America/Bahia	-38.94722	Canavieiras
-1.6	01 May 2016	accep	Asia/Jakarta	103.61667	Jambi City
21.59983	09 Sep 2021	building	Asia/Kolkata	71.21169	Amreli
-33.38056	03 Dec 2016	building	America/Montevideo	-56.52361	Durazno
-7.81667	2013-12-18	excellent	Asia/Jakarta	112.01667	Kediri
16.0567	07/23/2020, 00:00:00	good	Asia/Bangkok	103.65309	Roi Et
-5.41667	12 Jul 2017	excellent	Africa/Dar_es_Salaam	38.01667	Chanika
-19.72806	04/24/2014, 00:00:00	maintenance	America/Sao_Paulo	-50.19556	Iturama
44.43579	04/17/2017, 00:00:00	accep	Europe/Bucharest	26.01649	Sector 6
41.66394	2016-12-26	maintenance	America/New_York	-83.55521	Toledo
35.30889	01/10/2014, 00:00:00	average	Asia/Tokyo	139.55028	Kamakura
51.78771	2018-03-24	excellent	Asia/Yekaterinburg	56.36091	Saraktash
17.54907	02 Aug 2015	accep	Asia/Kolkata	82.85749	Elamanchili
5.30383	10 Sep 2017	excellent	Africa/Accra	-1.98956	Tarkwa
18.18158	26 May 2019	accep	Asia/Kolkata	76.03889	Osmanabad
10.66668	12/11/2017, 00:00:00	average	America/Port_of_Spain	-61.51889	Port of Spain
33.43443	2019-03-09	accep	Africa/Casablanca	-5.22126	Azrou
32.87533	13 Feb 2017	building	Asia/Karachi	71.57118	Daud Khel
39.08367	06/03/2013, 00:00:00	good	America/New_York	-84.50855	Covington
11.15583	20 Jun 2014	average	Africa/Djibouti	42.7125	'Ali Sabieh
-7.51611	28 May 2017	average	Asia/Jakarta	109.05389	Wangon
40.63316	28 Sep 2013	good	America/New_York	-74.13653	Port Richmond
35.20889	19 Nov 2015	accep	Asia/Shanghai	111.73861	Changzhi
32.54278	2018/09/19	good	Asia/Shanghai	111.50861	Danjiangkou
-25.42944	2014-04-09	average	America/Sao_Paulo	-50.00639	Palmeira
28.71271	2019-09-05	building	Asia/Kolkata	77.656	Pilkhua
-21.15	02/19/2021, 00:00:00	accep	Indian/Antananarivo	46.58333	Ikalamavony
7.62789	17 Jul 2017	maintenance	Africa/Lagos	4.74161	Ilesa
-1.9487	2020/06/10	good	Africa/Kigali	30.4347	Rwamagana
40.56754	2012-11-30	average	America/Chicago	-89.64066	Pekin
41.15612	14 Sep 2021	maintenance	Europe/Madrid	1.10687	Reus
35.48199	2017-01-31	good	Asia/Tokyo	137.02166	Minokamo
57.14369	10/29/2018, 00:00:00	excellent	Europe/London	-2.09814	Aberdeen
38.07789	2020/08/05	average	Europe/Rome	13.44275	Villabate
14.62072	2016/05/10	building	Asia/Kolkata	74.83554	Sirsi
1.6	07/02/2013, 00:00:00	building	Asia/Kuala_Lumpur	103.81667	Ulu Tiram
-7.01833	2017/06/07	excellent	Asia/Jakarta	107.60389	Pameungpeuk
33.54428	08/31/2013, 00:00:00	building	America/New_York	-84.23381	Stockbridge
30.46907	05 Oct 2015	good	Asia/Karachi	70.96699	Kot Addu
34.06635	2020/04/07	good	America/New_York	-84.67837	Acworth
41.80753	2016-05-01	excellent	America/Chicago	-87.65644	New City
33.03699	2017/01/05	accep	America/Los_Angeles	-117.29198	Encinitas
6.8485	05/12/2019, 00:00:00	excellent	Africa/Lagos	3.64633	Shagamu
38.13708	2017/06/27	good	Europe/Istanbul	41.00817	Silvan
32.5007	14 Jun 2018	excellent	America/Chicago	-94.74049	Longview
43.71032	2017/03/19	accep	Europe/Paris	-1.05366	Dax
10.13361	2016/03/11	maintenance	Asia/Manila	124.84472	Maasin
43.48961	2021/03/03	average	Europe/Madrid	-8.2194	Ferrol
55.85	2018/03/23	accep	Europe/Moscow	37.56667	Likhobory
41.14676	12/28/2014, 00:00:00	average	America/New_York	-73.49484	New Canaan
48.21644	2018/12/15	average	Europe/Berlin	9.02596	Albstadt
-33.88096	2013-11-17	accep	Australia/Sydney	151.07986	Strathfield
37.49223	26 Nov 2020	good	Europe/Rome	15.07041	Catania
35.95664	2015-07-24	excellent	Asia/Damascus	36.7138	Binnish
30.24706	11/06/2013, 00:00:00	excellent	Asia/Shanghai	115.04814	Huangshi
-10.91722	31 Oct 2019	average	America/Maceio	-37.65	Lagarto
40.65538	05/16/2014, 00:00:00	accep	America/New_York	-74.38987	Scotch Plains
33.3213	01/02/2021, 00:00:00	excellent	Asia/Tokyo	130.94098	Hita
18.65297	2022/07/08	maintenance	America/Port-au-Prince	-72.09391	Thomazeau
28.90054	13 May 2016	excellent	America/New_York	-81.26367	Deltona
45.99194	07 Mar 2021	building	Europe/Kiev	29.41824	Artsyz
39.33427	2014/04/11	accep	America/New_York	-76.43941	Middle River
28.98002	29 Oct 2017	average	Asia/Kolkata	77.70636	Meerut
6.46346	08 Oct 2018	average	Africa/Accra	-2.31938	Bibiani
39.12074	05/06/2014, 00:00:00	accep	Europe/Istanbul	27.18052	Bergama
38.10558	2013-06-14	good	Europe/Madrid	-1.86343	Caravaca
48.8222	2021/11/05	maintenance	Europe/Paris	2.12213	Le Chesnay
12.74482	11/17/2020, 00:00:00	average	Africa/Lagos	4.52514	Argungu
53.37596	2016/02/19	excellent	Europe/Samara	51.3452	Otradnyy
0.76755	10 Oct 2015	average	Africa/Lubumbashi	24.43973	Yangambi
43.61062	03 Apr 2015	average	America/New_York	-72.97261	Rutland
-33.79176	07 Sep 2020	excellent	Australia/Sydney	151.08057	Eastwood
23.15678	2014-01-07	excellent	America/Havana	-81.24441	Varadero
53.14657	12/01/2012, 00:00:00	average	Asia/Vladivostok	140.72287	Nikolayevsk-on-Amure
31.78336	2022-08-10	accep	Asia/Hebron	35.23388	East Jerusalem
53.59782	04/22/2019, 00:00:00	good	Europe/Moscow	34.33825	Dyat’kovo
38.55632	2019-08-11	accep	Asia/Dushanbe	69.01354	Vahdat
42.64685	04/13/2018, 00:00:00	excellent	Europe/Madrid	-5.55835	Villaquilambre
32.57756	2018-05-18	accep	Asia/Karachi	71.52847	Mianwali
-26.93366	2017-05-03	building	Africa/Johannesburg	29.24152	Standerton
48.98994	2016/03/21	average	Europe/Paris	2.1699	Herblay
51.4781	2020-11-01	average	Asia/Yekaterinburg	57.3552	Kuvandyk
52.53048	08/30/2020, 00:00:00	average	Europe/Berlin	13.29371	Charlottenburg-Nord
35	2022/07/29	average	Asia/Tokyo	136.51667	Komono
34.06635	12/14/2018, 00:00:00	excellent	America/New_York	-84.67837	Acworth
26.11527	2019/12/08	average	Asia/Kolkata	86.59509	Supaul
48.77644	2019-04-05	good	Europe/Paris	2.29026	Sceaux
50.06	2014/08/05	good	Europe/Volgograd	43.2379	Mikhaylovka
-6.8048	16 Jan 2017	average	Asia/Jakarta	110.8405	Kudus
9.57046	2018-02-06	building	Asia/Kolkata	76.32756	Kalavoor
54.39304	10/30/2014, 00:00:00	accep	Europe/Moscow	53.26023	Bavly
-21.98333	07/03/2021, 00:00:00	average	Africa/Windhoek	16.91667	Okahandja
48.77644	2017-02-25	good	Europe/Paris	2.29026	Sceaux
46.65581	04/27/2013, 00:00:00	excellent	Europe/Kiev	32.6178	Kherson
26.67319	2016-12-20	accep	Africa/Cairo	31.4976	Juhaynah
27.09978	30 May 2014	accep	America/New_York	-82.45426	Venice
30.46907	10 Mar 2013	maintenance	Asia/Karachi	70.96699	Kot Addu
-4.16694	12/29/2018, 00:00:00	building	America/Fortaleza	-40.7475	Guaraciaba do Norte
1.6561	04/25/2022, 00:00:00	maintenance	Asia/Kuala_Lumpur	103.6032	Kulai
52.31333	18 Jun 2015	average	Europe/Amsterdam	6.92917	Oldenzaal
17.06542	2019/04/28	accep	America/Mexico_City	-96.72365	Oaxaca
9.58126	2022/08/07	maintenance	Africa/Lagos	8.2926	Kafanchan
-23.44361	2015/05/06	average	America/Sao_Paulo	-51.87389	Sarandi
25.80565	2015-04-05	accep	Asia/Karachi	68.49143	Bhit Shah
37.73604	04 Oct 2016	building	America/Los_Angeles	-120.93549	Riverbank
-31.4488	02/03/2013, 00:00:00	average	America/Argentina/Cordoba	-60.93173	Esperanza
9.6531	2016-09-02	good	Asia/Manila	124.3697	Jagna
6.45407	2016-07-28	excellent	Africa/Lagos	3.39467	Lagos
39.33427	2019-09-12	good	America/New_York	-76.43941	Middle River
33.35283	01/15/2013, 00:00:00	average	America/Phoenix	-111.78903	Gilbert
42.7392	26 Jul 2019	maintenance	America/Detroit	-84.62081	Waverly
-25.42944	04/07/2013, 00:00:00	excellent	America/Sao_Paulo	-50.00639	Palmeira
-32.05251	08 Oct 2020	excellent	Australia/Perth	115.88782	Willetton
31.20176	2017-11-30	excellent	Africa/Cairo	29.91582	Alexandria
33.92946	01 Jul 2022	maintenance	America/Los_Angeles	-116.97725	Beaumont
52.68333	02 Mar 2021	good	Europe/London	0.93333	East Dereham
52.68333	09/26/2019, 00:00:00	excellent	Europe/London	0.93333	East Dereham
41.72059	06/30/2022, 00:00:00	building	America/Chicago	-87.70172	Evergreen Park
30.46907	2020-10-26	average	Asia/Karachi	70.96699	Kot Addu
31.96258	2021/04/11	maintenance	Asia/Karachi	73.97117	Naushahra Virkan
22.75218	08 Nov 2012	accep	Asia/Kolkata	72.68533	Kheda
33.92866	07/26/2020, 00:00:00	excellent	Africa/Casablanca	-6.90656	Temara
16.06213	09/01/2021, 00:00:00	excellent	Asia/Kolkata	76.0586	Hungund
49.65186	10/27/2018, 00:00:00	building	Europe/Kiev	26.97253	Krasyliv
42.8334	05/27/2015, 00:00:00	average	America/Toronto	-80.38297	Norfolk County
0.49113	03 Aug 2014	accep	Africa/Lubumbashi	29.47306	Beni
61.72744	04/18/2022, 00:00:00	excellent	Europe/Stockholm	17.10558	Hudiksvall
37.60876	08/28/2015, 00:00:00	building	America/New_York	-77.37331	Mechanicsville
-22.57306	03/09/2021, 00:00:00	maintenance	America/Sao_Paulo	-47.1725	Artur Nogueira
39.46667	2016/06/26	excellent	Asia/Tokyo	141.95	Yamada
39.33427	08/21/2021, 00:00:00	accep	America/New_York	-76.43941	Middle River
50.88506	2017/01/20	good	Europe/Brussels	4.07601	Denderleeuw
28.98002	07 Sep 2020	building	Asia/Kolkata	77.70636	Meerut
43.35071	05/23/2019, 00:00:00	good	Europe/Moscow	46.10925	Gudermes
-7.51611	02/26/2022, 00:00:00	average	Asia/Jakarta	109.05389	Wangon
44.99012	04/18/2020, 00:00:00	accep	America/Los_Angeles	-123.02621	Keizer
