longitude	QoS	revision	latitude	station	location
-88.31476	maintenance	2015-10-08	36.61033	Murray	America/Chicago
40.74357	average	2021/09/21	37.31309	Mardin	Europe/Istanbul
-73.9625	average	07/31/2016, 00:00:00	40.81	Morningside Heights	America/New_York
-0.36053	accep	2013-04-09	51.64316	Bushey	Europe/London
3.20639	excellent	11 Feb 2022	50.74497	Mouscron	Europe/Brussels
-6.90656	accep	2022-01-29	33.92866	Temara	Africa/Casablanca
-76.70944	excellent	2018-09-27	-11.94306	Chosica	America/Lima
9.47629	excellent	2013/10/05	53.59337	Stade	Europe/Berlin
7.20769	excellent	09/09/2020, 00:00:00	50.80019	Siegburg	Europe/Berlin
4.25633	building	2016-06-03	51.21187	Beveren	Europe/Brussels
-73.25383	building	2020/07/07	-3.74912	Iquitos	America/Lima
-7.32097	average	18 Oct 2016	41.1053	Custoias	Europe/Lisbon
29.24152	excellent	02 Jan 2020	-26.93366	Standerton	Africa/Johannesburg
-87.88754	building	24 Mar 2015	41.15376	Bourbonnais	America/Chicago
124.84472	excellent	18 Mar 2022	10.13361	Maasin	Asia/Manila
-89.10944	accep	2020/03/02	13.70167	Ilopango	America/El_Salvador
120.14278	average	2018/01/18	32.50611	Jiangyan	Asia/Shanghai
128.63083	excellent	05 May 2017	36.82167	Eisen	Asia/Seoul
79.82979	good	08 Jan 2014	11.93381	Puducherry	Asia/Kolkata
53.26023	maintenance	09 Dec 2021	54.39304	Bavly	Europe/Moscow
77.0202	good	12 Jul 2017	43.41949	Otegen Batyra	Asia/Almaty
144.09638	average	2020-08-30	43.82634	Motomachi	Asia/Tokyo
47.1192	good	12/27/2019, 00:00:00	42.819	Buynaksk	Europe/Moscow
74.3092	building	01/07/2016, 00:00:00	33.37526	Rajaori	Asia/Kolkata
-83.2321	accep	2015-01-14	33.08014	Milledgeville	America/New_York
69.67639	average	11 Mar 2013	41.29444	Parkent	Asia/Tashkent
-105.11221	excellent	03/21/2013, 00:00:00	39.57582	Ken Caryl	America/Denver
5.16108	excellent	25 Mar 2022	48.77275	Bar-le-Duc	Europe/Paris
71.57737	excellent	2015/09/19	21.53889	Gariadhar	Asia/Kolkata
126.835	maintenance	2018/01/01	37.65639	Goyang-si	Asia/Seoul
77.54372	building	2022/08/18	10.12268	Periyakulam	Asia/Kolkata
-116.97725	excellent	05/11/2020, 00:00:00	33.92946	Beaumont	America/Los_Angeles
-67.33122	accep	13 Jan 2019	10.22677	La Victoria	America/Caracas
76.12647	excellent	17 Feb 2020	32.55531	Chamba	Asia/Kolkata
37.56667	accep	2016/10/12	55.85	Likhobory	Europe/Moscow
10.03478	accep	08/16/2020, 00:00:00	37.16911	El Alia	Africa/Tunis
17.10558	excellent	09 Feb 2015	61.72744	Hudiksvall	Europe/Stockholm
-65.61427	maintenance	2015-06-11	-27.4338	Aguilares	America/Argentina/Tucuman
-78.04471	excellent	2020/07/31	34.25628	Leland	America/New_York
1.33467	good	2018/05/07	43.61058	Colomiers	Europe/Paris
3.50309	excellent	2013-03-29	34.15429	Messaad	Africa/Algiers
-73.95958	good	12 Sep 2015	40.57788	Brighton Beach	America/New_York
29.41824	excellent	03/08/2022, 00:00:00	45.99194	Artsyz	Europe/Kiev
38.15035	accep	23 Dec 2021	49.41029	Svatove	Europe/Zaporozhye
-41.25528	maintenance	07/06/2013, 00:00:00	-19.32556	Resplendor	America/Sao_Paulo
8.96317	excellent	2015/04/11	48.35149	Hechingen	Europe/Berlin
84.87144	building	2018-02-19	47.46657	Zaysan	Asia/Almaty
20.89389	maintenance	2017/07/18	42.62833	Glogovac	Europe/Belgrade
7.973	good	07/18/2017, 00:00:00	51.168	Finnentrop	Europe/Berlin
-0.76773	average	22 Feb 2016	38.38479	Novelda	Europe/Madrid
99.95469	accep	14 Jan 2017	13.51825	Damnoen Saduak	Asia/Bangkok
125.21972	building	2015-02-02	-8.99167	Maliana	Asia/Dili
2.95924	good	2017/05/22	36.76775	Cheraga	Africa/Algiers
-91.73625	good	2018/08/10	35.25064	Searcy	America/Chicago
117.33333	average	02/03/2015, 00:00:00	34.85	Taozhuang	Asia/Shanghai
-156.47432	accep	2016/04/29	20.88953	Kahului	Pacific/Honolulu
115.8614	excellent	2015-08-13	-31.95224	Perth	Australia/Perth
4.18333	building	06/28/2021, 00:00:00	7.6	Olupona	Africa/Lagos
31.33078	average	2015/07/28	47.56494	Voznesensk	Europe/Kiev
28.19028	building	2014-05-29	59.37722	Narva	Europe/Tallinn
-0.74934	accep	2015/08/17	51.62907	High Wycombe	Europe/London
9.15013	average	07/13/2016, 00:00:00	13.70727	Mirriah	Africa/Niamey
-34.88111	average	2017/08/14	-8.05389	Recife	America/Recife
-118.10583	excellent	29 Mar 2022	34.09611	San Gabriel	America/Los_Angeles
36.36339	accep	03/15/2022, 00:00:00	0.03813	Nyahururu	Africa/Nairobi
-117.70755	average	2017-07-02	33.52253	Laguna Niguel	America/Los_Angeles
-51.87389	excellent	2016-05-01	-23.44361	Sarandi	America/Sao_Paulo
-63.90389	good	2017-04-08	-8.76194	Porto Velho	America/Porto_Velho
117.7	good	2021-03-04	35.85	Dongdu	Asia/Shanghai
31.4976	building	08/29/2019, 00:00:00	26.67319	Juhaynah	Africa/Cairo
-117.79394	excellent	2018-06-13	33.76446	North Tustin	America/Los_Angeles
-3.52751	good	2015-11-13	50.7236	Exeter	Europe/London
-73.9614	excellent	12/21/2015, 00:00:00	10.15031	El Copey	America/Bogota
117.55417	accep	02/23/2016, 00:00:00	34.86472	Zaozhuang	Asia/Shanghai
-76.43941	accep	18 Dec 2014	39.33427	Middle River	America/New_York
3.39467	accep	09 Jan 2019	6.45407	Lagos	Africa/Lagos
72.54064	maintenance	10/21/2014, 00:00:00	31.82539	Sillanwali	Asia/Karachi
123.758	accep	07/06/2020, 00:00:00	10.20898	Naga	Asia/Manila
-74.26419	average	2017/08/28	4.73245	Madrid	America/Bogota
9.47629	average	18 Jun 2015	53.59337	Stade	Europe/Berlin
9.15013	building	2019/06/19	13.70727	Mirriah	Africa/Niamey
77.5609	accep	09/30/2014, 00:00:00	11.00599	Kangayam	Asia/Kolkata
33.9162	average	2013/03/06	51.67822	Hlukhiv	Europe/Kiev
-117.70755	excellent	2013-03-08	33.52253	Laguna Niguel	America/Los_Angeles
4.21372	average	2017-03-27	51.12794	Temse	Europe/Brussels
-77.43532	building	2019-09-03	20.14298	Media Luna	America/Havana
120.74792	good	14 Jan 2017	41.09822	Nanpiao	Asia/Shanghai
-71.19901	average	2015-06-03	-30.60106	Ovalle	America/Santiago
-6.90656	building	2017/05/12	33.92866	Temara	Africa/Casablanca
14.34085	excellent	2013/03/24	40.87363	Volla	Europe/Rome
34.75699	average	2014/10/19	31.39547	Rahat	Asia/Jerusalem
-122.38731	accep	05 Jul 2020	45.53929	Troutdale	America/Los_Angeles
79.883	accep	22 Aug 2016	6.9909	Hendala	Asia/Colombo
78.14797	good	08 Aug 2014	15.45144	Betamcherla	Asia/Kolkata
102.05461	maintenance	21 Jun 2013	6.25947	Tak Bai	Asia/Bangkok
2.45012	average	2016/08/15	48.90982	Bobigny	Europe/Paris
-86.57415	building	14 Dec 2019	15.48131	Olanchito	America/Tegucigalpa
-77.55777	good	12 Sep 2022	37.52487	Bon Air	America/New_York
-0.91979	average	07/22/2018, 00:00:00	51.42708	Lower Earley	Europe/London
-119.01677	excellent	01/22/2018, 00:00:00	36.06523	Porterville	America/Los_Angeles
35.7	excellent	2015/06/01	-7.76667	Iringa	Africa/Dar_es_Salaam
-1.05366	maintenance	2013-05-09	43.71032	Dax	Europe/Paris
8.86374	excellent	04/15/2022, 00:00:00	44.89784	Tortona	Europe/Rome
-122.38731	excellent	11 Sep 2016	45.53929	Troutdale	America/Los_Angeles
1.04945	excellent	04/03/2020, 00:00:00	35.06544	Frenda	Africa/Algiers
83.36889	maintenance	03/19/2020, 00:00:00	26.76628	Gorakhpur	Asia/Kolkata
-75.23266	accep	29 Jan 2015	43.1009	Utica	America/New_York
6.26667	average	22 Sep 2014	51.21667	Schwalmtal	Europe/Berlin
-2.98884	maintenance	2014-02-06	43.32686	Leioa	Europe/Madrid
59.6	accep	07/10/2016, 00:00:00	47.83333	Shalqar	Asia/Aqtobe
-80.38297	good	2014-06-01	42.8334	Norfolk County	America/Toronto
117.81667	average	2019/04/29	36.81667	Zhoucun	Asia/Shanghai
47.1192	maintenance	10/25/2017, 00:00:00	42.819	Buynaksk	Europe/Moscow
15.00913	average	12/05/2018, 00:00:00	37.51803	Misterbianco	Europe/Rome
-88.64235	average	13 Jan 2022	46.09273	Iron River	America/Menominee
-86.57415	excellent	2019/03/11	15.48131	Olanchito	America/Tegucigalpa
-86.19903	excellent	09/23/2020, 00:00:00	11.84962	Jinotepe	America/Managua
98.6738	excellent	01/05/2017, 00:00:00	3.7278	Labuhan Deli	Asia/Jakarta
86.59509	good	2018/02/15	26.11527	Supaul	Asia/Kolkata
33.2525	excellent	06/03/2013, 00:00:00	57.97472	Valday	Europe/Moscow
122.22833	excellent	12 Feb 2020	40.66482	Yingkou	Asia/Shanghai
-94.41551	accep	2013/10/10	39.09112	Independence	America/Chicago
-74.96933	average	2017-05-17	39.71734	Sicklerville	America/New_York
137.4	excellent	2019-01-12	34.81667	Toyokawa	Asia/Tokyo
0.47713	building	2020-06-04	51.39323	Strood	Europe/London
-74.28459	excellent	28 Jun 2022	40.5576	Woodbridge	America/New_York
-34.88111	accep	12/25/2018, 00:00:00	-8.05389	Recife	America/Recife
121.96361	excellent	09/03/2013, 00:00:00	6.95194	Recodo	Asia/Manila
-71.23106	average	2018/05/25	-32.45242	La Ligua	America/Santiago
-88.64235	good	07 Dec 2013	46.09273	Iron River	America/Menominee
-5.22126	average	2017-01-08	33.43443	Azrou	Africa/Casablanca
-82.90375	excellent	25 Dec 2021	32.54044	Dublin	America/New_York
-122.86705	maintenance	2017/12/21	45.49428	Aloha	America/Los_Angeles
59.4839	accep	2021/02/06	58.7002	Kachkanar	Asia/Yekaterinburg
117.7	average	2014/11/14	35.85	Dongdu	Asia/Shanghai
10.78222	good	23 Mar 2016	36.46917	Beni Khiar	Africa/Tunis
-88.70464	good	2015-08-03	34.25807	Tupelo	America/Chicago
139.55028	good	06/12/2014, 00:00:00	35.30889	Kamakura	Asia/Tokyo
-121.75689	accep	16 Apr 2020	36.91023	Watsonville	America/Los_Angeles
-15.6	good	02/19/2020, 00:00:00	13.56667	Farafenni	Africa/Banjul
-75.60804	maintenance	2020-09-19	39.96097	West Chester	America/New_York
37.73333	accep	2021/04/01	-4.06667	Same	Africa/Dar_es_Salaam
12.1369	good	02/05/2014, 00:00:00	51.04962	Zeitz	Europe/Berlin
37.3825	excellent	2013-03-26	37.05944	Gaziantep	Europe/Istanbul
-79.00453	building	28 Jan 2018	-2.90055	Cuenca	America/Guayaquil
44.7662	accep	06/18/2014, 00:00:00	40.49748	Hrazdan	Asia/Yerevan
-101.2591	excellent	2020/05/18	21.01858	Guanajuato	America/Mexico_City
46.10925	good	2021-02-23	43.35071	Gudermes	Europe/Moscow
-75.60804	average	2019-07-04	39.96097	West Chester	America/New_York
-81.23621	accep	05/10/2015, 00:00:00	33.98154	Lexington	America/New_York
18.30056	accep	02/22/2017, 00:00:00	50.5107	Strzelce Opolskie	Europe/Warsaw
-8.2194	average	2014/12/16	43.48961	Ferrol	Europe/Madrid
124.95278	accep	2016-07-22	6.33444	Tupi	Asia/Manila
8.88104	accep	2014-05-10	45.79377	Malnate	Europe/Rome
100.24529	accep	05/24/2019, 00:00:00	5.4709	Batu Feringgi	Asia/Kuala_Lumpur
1.53414	building	2017-08-02	42.50729	les Escaldes	Europe/Andorra
7.02238	good	2019/06/06	52.21099	Gronau	Europe/Berlin
-86.19903	maintenance	27 Jul 2019	11.84962	Jinotepe	America/Managua
136.61667	excellent	2012-09-29	36.53333	Nonoichi	Asia/Tokyo
-8.07257	maintenance	11 May 2020	12.74409	Kati	Africa/Bamako
30.28491	average	16 Jan 2016	60.02427	Kolomyagi	Europe/Moscow
-15.58602	average	31 Aug 2015	27.76056	Maspalomas	Atlantic/Canary
30.28491	good	2015/02/08	60.02427	Kolomyagi	Europe/Moscow
120.97844	excellent	01/29/2013, 00:00:00	14.8361	Guyong	Asia/Manila
-82.61573	average	2021/04/03	41.24255	Norwalk	America/New_York
-75.69947	average	19 Oct 2014	8.79577	San Carlos	America/Bogota
9.47629	excellent	01 Aug 2014	53.59337	Stade	Europe/Berlin
-48.62789	maitennce	01 Jun 2014	-17.74431	Caldas Novas	America/Sao_Paulo
75.92694	maintenance	07/21/2021, 00:00:00	14.46693	Davangere	Asia/Kolkata
99.89166	excellent	2015/05/25	15.46063	Thap Than	Asia/Bangkok
145.13643	building	02/13/2022, 00:00:00	-38.16604	Frankston South	Australia/Melbourne
103.61667	average	01/29/2014, 00:00:00	-1.6	Jambi City	Asia/Jakarta
13.39954	good	2016-11-02	43.62558	Falconara Marittima	Europe/Rome
117.33333	average	2014-03-23	34.85	Taozhuang	Asia/Shanghai
-93.263	building	19 Oct 2021	45.0408	Columbia Heights	America/Chicago
2.35739	average	2012/11/18	41.63976	Cardedeu	Europe/Madrid
-48.29694	excellent	09 Nov 2020	-20.87306	Viradouro	America/Sao_Paulo
-6.03731	accep	2017-06-19	37.35813	San Juan de Aznalfarache	Europe/Madrid
74.85849	accep	2022-05-01	31.28092	Patti	Asia/Kolkata
41.00817	excellent	28 Nov 2012	38.13708	Silvan	Europe/Istanbul
-51.87389	accep	2018-08-19	-23.44361	Sarandi	America/Sao_Paulo
44.53333	accep	06/03/2014, 00:00:00	-22.9	Sakaraha	Indian/Antananarivo
140.11667	excellent	16 May 2016	37.56667	Inawashiro	Asia/Tokyo
-2.77259	good	26 Jan 2021	37.49073	Baza	Europe/Madrid
81.54855	good	09/11/2019, 00:00:00	26.2649	Jais	Asia/Kolkata
37.3825	excellent	2015-05-06	37.05944	Gaziantep	Europe/Istanbul
117.59152	average	07/10/2017, 00:00:00	3.31332	Tarakan	Asia/Makassar
75.92694	excellent	2015/03/31	14.46693	Davangere	Asia/Kolkata
38.12408	maintenance	11/28/2016, 00:00:00	53.77166	Bogoroditsk	Europe/Moscow
-118.10583	good	2017/10/13	34.09611	San Gabriel	America/Los_Angeles
-48.29694	excellent	2020/09/21	-20.87306	Viradouro	America/Sao_Paulo
2.18967	excellent	2015-12-05	48.8765	Rueil-Malmaison	Europe/Paris
-67.15407	excellent	2018-12-23	18.42745	Aguadilla	America/Puerto_Rico
-73.47429	good	2020-03-11	40.68066	Massapequa	America/New_York
-73.75335	accep	11/15/2021, 00:00:00	45.4473	Dorval	America/Toronto
5.22778	accep	2020-09-19	51.955	Culemborg	Europe/Amsterdam
-0.45877	maintenance	2022/06/08	46.32313	Niort	Europe/Paris
74.3092	accep	20 Jan 2018	33.37526	Rajaori	Asia/Kolkata
-89.99038	accep	2020/02/07	38.58894	Fairview Heights	America/Chicago
-122.24064	average	2021-10-01	47.80527	Bothell West	America/Los_Angeles
-42.19667	average	06 Mar 2021	-21.41222	Miracema	America/Sao_Paulo
-98.1664	maintenance	03 Feb 2017	19.32932	Contla	America/Mexico_City
-1.60452	average	04 Dec 2021	42.06166	Tudela	Europe/Madrid
106.88324	average	09 Feb 2018	47.90771	Ulan Bator	Asia/Ulaanbaatar
104.1451	good	2018/10/31	15.79408	Yasothon	Asia/Bangkok
77.70636	good	06/02/2017, 00:00:00	28.98002	Meerut	Asia/Kolkata
78.55757	excellent	2015-05-29	17.34769	Lal Bahadur Nagar	Asia/Kolkata
-73.49484	good	23 Oct 2015	41.14676	New Canaan	America/New_York
-0.76667	average	08/15/2018, 00:00:00	53.38333	Gainsborough	Europe/London
-77.96389	accep	06/21/2020, 00:00:00	39.45621	Martinsburg	America/New_York
8.86704	maintenance	29 May 2022	50.23805	Nidderau	Europe/Berlin
9.72749	average	2016-04-18	48.28259	Ehingen	Europe/Berlin
-122.40433	good	2020/07/16	37.71715	Visitacion Valley	America/Los_Angeles
34.3869	average	2013-09-15	11.8659	Ar Ruseris	Africa/Khartoum
9.17702	average	2016/05/11	48.78232	Stuttgart	Europe/Berlin
75.16878	average	2021/07/17	30.81383	Moga	Asia/Kolkata
-39.25	accep	2020/03/14	-12.91667	Muritiba	America/Bahia
-2.98333	good	14 Jul 2021	53.83333	Poulton-le-Fylde	Europe/London
-97.50417	average	29 Jan 2014	25.87972	Heroica Matamoros	America/Matamoros
5.22778	excellent	03 Feb 2013	51.955	Culemborg	Europe/Amsterdam
-76.43941	good	08/07/2017, 00:00:00	39.33427	Middle River	America/New_York
-9.24671	average	2017/08/09	38.72706	Carnaxide	Europe/Lisbon
-1.5443	maintenance	2022/05/21	50.75767	Lymington	Europe/London
128.62667	good	03/25/2018, 00:00:00	34.8825	Sinhyeon	Asia/Seoul
-60.1831	accep	2014-01-08	46.1351	Sydney	America/Glace_Bay
12.70038	average	2021-04-08	45.9836	Cordenons	Europe/Rome
-98.15529	accep	07/01/2022, 00:00:00	26.18924	San Juan	America/Chicago
-71.29144	average	05/14/2021, 00:00:00	41.54566	Middletown	America/New_York
8.55552	good	08 Jun 2017	40.72586	Sassari	Europe/Rome
77.54372	accep	29 Feb 2016	10.12268	Periyakulam	Asia/Kolkata
-103.5687	average	2013/09/02	20.22816	Zacoalco de Torres	America/Mexico_City
102.42587	acceptable	02 Mar 2018	15.58552	Bua Yai	Asia/Bangkok
29.41824	good	2017/03/12	45.99194	Artsyz	Europe/Kiev
-73.97069	building	11 Dec 2013	40.64621	Kensington	America/New_York
88.58	average	2013-12-23	23.18	Aistala	Asia/Kolkata
75.92694	accep	2013-05-29	14.46693	Davangere	Asia/Kolkata
-82.61573	accep	05/09/2020, 00:00:00	41.24255	Norwalk	America/New_York
-50.00639	average	28 Jun 2016	-25.42944	Palmeira	America/Sao_Paulo
10.03988	excellent	2020-01-23	53.6052	Barmbek-Nord	Europe/Berlin
7.00417	good	2013-05-02	52.26083	Losser	Europe/Amsterdam
11.04979	excellent	2016/11/09	44.59445	Castelfranco Emilia	Europe/Rome
24.14662	good	2019/08/12	65.84811	Tornio	Europe/Helsinki
-51.50361	excellent	19 Apr 2019	-29.2975	Carlos Barbosa	America/Sao_Paulo
171.25364	excellent	06/20/2018, 00:00:00	-44.39672	Timaru	Pacific/Auckland
82.85749	average	10/10/2015, 00:00:00	17.54907	Elamanchili	Asia/Kolkata
13.58357	maintenance	25 Jan 2021	-1.63333	Franceville	Africa/Libreville
16.54165	excellent	09/27/2019, 00:00:00	68.79833	Harstad	Europe/Oslo
8.88104	good	06/05/2014, 00:00:00	45.79377	Malnate	Europe/Rome
-83.48216	accep	24 Jul 2014	42.30865	Canton	America/Detroit
-2.68333	average	2022/03/30	43.31667	Gernika-Lumo	Europe/Madrid
78.40102	building	29 Sep 2020	27.9247	Chharra	Asia/Kolkata
124.95278	good	2014-04-19	6.33444	Tupi	Asia/Manila
10.18003	maintenance	02/23/2018, 00:00:00	24.96334	Ghat	Africa/Tripoli
57.3552	excellent	24 Dec 2018	51.4781	Kuvandyk	Asia/Yekaterinburg
71.52847	average	2021/11/28	32.57756	Mianwali	Asia/Karachi
-82.4017	good	02/06/2013, 00:00:00	23.0072	Boyeros	America/Havana
79.82979	good	2019/08/11	11.93381	Puducherry	Asia/Kolkata
38.15035	building	04/30/2016, 00:00:00	49.41029	Svatove	Europe/Zaporozhye
-119.27337	accep	19 Oct 2021	50.26729	Vernon	America/Vancouver
110.71639	accep	2021-06-04	-7.54972	Ngemplak	Asia/Jakarta
83.62389	excellent	23 Mar 2015	53.30972	Novosilikatnyy	Asia/Barnaul
2.31889	average	17 Oct 2016	35.21222	Ksar Chellala	Africa/Algiers
121.06761	accep	2013-02-28	12.35275	San Jose	Asia/Manila
-3.53261	maintenance	2016-05-06	40.42386	San Fernando de Henares	Europe/Madrid
26.97253	excellent	2013-08-29	49.65186	Krasyliv	Europe/Kiev
34.75699	excellent	2017/03/29	31.39547	Rahat	Asia/Jerusalem
9.85	good	2019-09-23	53.63333	Halstenbek	Europe/Berlin
12.87117	excellent	12/07/2015, 00:00:00	50.23271	Karlovy Vary	Europe/Prague
37.3825	good	2017/05/30	37.05944	Gaziantep	Europe/Istanbul
-39.25	average	08/20/2018, 00:00:00	-12.91667	Muritiba	America/Bahia
-48.59278	good	04 Jan 2018	-23.7975	Buri	America/Sao_Paulo
-104.83192	good	28 Nov 2020	39.72943	Aurora	America/Denver
86.51499	accep	12/01/2015, 00:00:00	23.1959	Kenda	Asia/Kolkata
28.88222	average	25 Jul 2018	40.37528	Mudanya	Europe/Istanbul
124.95278	good	12/27/2014, 00:00:00	6.33444	Tupi	Asia/Manila
3.20639	excellent	2019/07/14	50.74497	Mouscron	Europe/Brussels
-50.19556	accep	12 Mar 2015	-19.72806	Iturama	America/Sao_Paulo
24.99798	accep	2015/01/18	-8.73508	Kamina	Africa/Lubumbashi
-86.77917	good	2016-09-09	36.02506	Brentwood Estates	America/Chicago
37.3825	good	2016/08/18	37.05944	Gaziantep	Europe/Istanbul
15.00913	good	2012/10/21	37.51803	Misterbianco	Europe/Rome
-122.38731	maintenance	2016/06/20	45.53929	Troutdale	America/Los_Angeles
-2.98884	average	01 Feb 2013	43.32686	Leioa	Europe/Madrid
76.56719	average	2022-07-11	24.41288	Aklera	Asia/Kolkata
19.61222	good	02/08/2016, 00:00:00	44.97639	Sremska Mitrovica	Europe/Belgrade
-66.8499	building	2017/06/10	18.03496	Yauco	America/Puerto_Rico
-97.03285	accep	07/18/2019, 00:00:00	47.92526	Grand Forks	America/Chicago
-37.65	good	2018/01/03	-10.91722	Lagarto	America/Maceio
46.58333	building	2013/04/08	-21.15	Ikalamavony	Indian/Antananarivo
1.6	good	2015/12/30	43.11667	Pamiers	Europe/Paris
-4.21376	average	09 Sep 2018	55.82885	Rutherglen	Europe/London
8.77069	excellent	02/20/2022, 00:00:00	50.80904	Marburg an der Lahn	Europe/Berlin
-0.33525	average	29 Jan 2022	53.7446	Kingston upon Hull	Europe/London
30.38167	accep	07/08/2013, 00:00:00	59.80917	Shushary	Europe/Moscow
-116.97725	good	2015-04-06	33.92946	Beaumont	America/Los_Angeles
105.75635	good	2020/04/27	10.29085	Sa Dec	Asia/Ho_Chi_Minh
15.16554	good	2022/03/23	-4.5833	Kasangulu	Africa/Kinshasa
79.82979	good	09/02/2022, 00:00:00	11.93381	Puducherry	Asia/Kolkata
24.95034	average	29 Sep 2016	60.18427	Kallio	Europe/Helsinki
98.50893	excellent	2022-01-07	16.68911	Myawadi	Asia/Yangon
-102.04897	maintenance	2021-10-14	19.64745	Paracho de Verduzco	America/Mexico_City
110.8405	excellent	04/22/2018, 00:00:00	-6.8048	Kudus	Asia/Jakarta
-94.41551	accep	12/13/2012, 00:00:00	39.09112	Independence	America/Chicago
-89.99038	excellent	2017/07/10	38.58894	Fairview Heights	America/Chicago
106.85417	good	2016-06-29	-6.48167	Cibinong	Asia/Jakarta
-0.2	good	2017-06-07	51.65	Barnet	Europe/London
-1.5443	average	04/28/2013, 00:00:00	50.75767	Lymington	Europe/London
-105.36369	excellent	2017/03/02	22.49396	Acaponeta	America/Mazatlan
49.62251	building	2015-05-03	27.0174	Al Jubayl	Asia/Riyadh
76.56719	building	02 Nov 2015	24.41288	Aklera	Asia/Kolkata
3.50309	good	2014/05/16	34.15429	Messaad	Africa/Algiers
-63.90389	good	31 Jul 2019	-8.76194	Porto Velho	America/Porto_Velho
114.10479	excellent	23 Jan 2022	22.37066	Tsuen Wan	Asia/Hong_Kong
145.13643	average	17 Mar 2015	-38.16604	Frankston South	Australia/Melbourne
-119.0376	average	25 Sep 2015	34.21639	Camarillo	America/Los_Angeles
117.63083	good	2022/08/12	35.50056	Pingyi	Asia/Shanghai
75.35927	excellent	2022/03/26	12.04161	Talipparamba	Asia/Kolkata
-116.21677	average	11 Apr 2021	33.7207	Indio	America/Los_Angeles
-76.72803	building	11/30/2012, 00:00:00	39.32288	Woodlawn	America/New_York
-90.10674	excellent	06 Jan 2022	29.84576	Estelle	America/Chicago
126.28333	good	2017-10-14	45.35	Shuangcheng	Asia/Shanghai
77.23826	accep	2016/09/13	11.50526	Sathyamangalam	Asia/Kolkata
19.91667	average	07/19/2022, 00:00:00	-11.78333	Luena	Africa/Luanda
120.33063	good	2019/02/24	37.65181	Longgang	Asia/Shanghai
13.32127	good	2017/11/20	52.59319	Wittenau	Europe/Berlin
-8.33147	maintenance	2014/11/07	41.20485	Paredes	Europe/Lisbon
120.74792	excellent	2014-02-25	41.09822	Nanpiao	Asia/Shanghai
83.36889	accep	01/30/2019, 00:00:00	26.76628	Gorakhpur	Asia/Kolkata
67.84222	excellent	2017/08/07	40.11583	Jizzax	Asia/Samarkand
-60.94228	excellent	11/12/2015, 00:00:00	14.67751	Le Robert	America/Martinique
-76.72803	average	17 Sep 2013	39.32288	Woodlawn	America/New_York
71.67164	good	2017/09/02	30.29184	Qadirpur Ran	Asia/Karachi
30.4347	excellent	06/03/2013, 00:00:00	-1.9487	Rwamagana	Africa/Kigali
171.25364	excellent	11/02/2014, 00:00:00	-44.39672	Timaru	Pacific/Auckland
79.82979	average	2020-02-28	11.93381	Puducherry	Asia/Kolkata
-82.35176	accep	02 Jan 2022	27.71809	Sun City Center	America/New_York
59.6	good	02 Mar 2021	47.83333	Shalqar	Asia/Aqtobe
2.18967	excellent	2021-02-25	48.8765	Rueil-Malmaison	Europe/Paris
114.10479	average	27 Jan 2017	22.37066	Tsuen Wan	Asia/Hong_Kong
140.11667	good	02/10/2016, 00:00:00	37.56667	Inawashiro	Asia/Tokyo
-7.32097	maintenance	2020/08/07	41.1053	Custoias	Europe/Lisbon
0.75	average	2021-08-01	52.41667	Thetford	Europe/London
72.54566	excellent	21 Jun 2019	29.69221	Hasilpur	Asia/Karachi
-81.38758	accep	12/04/2012, 00:00:00	30.17746	Palm Valley	America/New_York
145.18333	good	2019-01-05	-37.9	Wheelers Hill	Australia/Melbourne
84.87144	average	2020-02-03	47.46657	Zaysan	Asia/Almaty
-122.38731	average	28 Aug 2020	45.53929	Troutdale	America/Los_Angeles
-91.77127	maitennce	2021-11-28	37.95143	Rolla	America/Chicago
38.07083	good	2017-04-28	54.90083	Stupino	Europe/Moscow
-41.45861	excellent	07/01/2015, 00:00:00	-4.42472	Pedro II	America/Fortaleza
99.1625	excellent	11/22/2013, 00:00:00	3.3285	Tebingtinggi	Asia/Jakarta
6.61944	excellent	04/30/2019, 00:00:00	52.57583	Hardenberg	Europe/Amsterdam
135.21667	excellent	2016-10-04	35.06667	Sasayama	Asia/Tokyo
57.3552	maitennce	08/11/2021, 00:00:00	51.4781	Kuvandyk	Asia/Yekaterinburg
4.07601	good	22 Jan 2019	50.88506	Denderleeuw	Europe/Brussels
-0.36053	good	2020-08-18	51.64316	Bushey	Europe/London
16.4	good	04 Sep 2022	48.25	Floridsdorf	Europe/Vienna
39.8302	good	06 Feb 2022	64.5635	Severodvinsk	Europe/Moscow
139.07204	accep	01/03/2019, 00:00:00	36.24624	Fujioka	Asia/Tokyo
117.65694	excellent	12/15/2018, 00:00:00	36.19278	Laiwu	Asia/Shanghai
-93.263	accep	2015-01-05	45.0408	Columbia Heights	America/Chicago
-7.95	good	08 Apr 2016	53.43333	Athlone	Europe/Dublin
109.05389	good	2020/04/20	-7.51611	Wangon	Asia/Jakarta
-63.13414	average	2022/03/04	46.23899	Charlottetown	America/Halifax
11.5	accep	2018/05/24	3.51667	Mbalmayo	Africa/Douala
38.02486	good	2015-04-03	55.64776	Malakhovka	Europe/Moscow
9.72749	building	2017/07/14	48.28259	Ehingen	Europe/Berlin
14.43865	building	2018-05-20	40.87329	Somma Vesuviana	Europe/Rome
84.63445	average	2013-09-07	24.81757	Rafiganj	Asia/Kolkata
