PRES	SO2	warning	CH4	NOx	PAHs	CFCs	longitude	latitude	H2CO	Pb	PM10	C2H3NO5	NH3	PM2.5	O3	CO	TEMP
1190.20747	9.86344	1.00000	10.93691	9.35143	9.98172	60.03302	125.21972	-8.99167	48.08004	48.98294	8.71452	0.06534	7.85516	7.61409	8.72779	9.39581	20.54326
1193.20705	9.54410	1.00000	10.98827	10.01353	10.83762	41.46444	-76.43941	39.33427	24.54936	58.74180	9.22385	0.09030	7.91246	6.29367	11.24308	7.94905	9.01245
1153.55906	8.29059	0.00000	11.47430	10.57573	8.55733	55.92411	33.34864	46.75451	45.24144	38.79890	10.87900	0.44944	9.91217	9.63150	7.94720	8.61051	10.09748
1073.48410	10.08627	1.00000	9.68490	11.32688	7.61422	48.99743	-119.01677	36.06523	45.43940	57.30939	9.35306	0.11228	7.46452	6.61863	9.39499	10.97763	14.05602
1066.85440	8.34426	1.00000	11.00648	8.80639	8.13876	61.81503	-80.66756	26.68451	56.16167	65.29839	5.54351	0.02420	8.04849	10.18646	3.44849	12.60007	11.71294
1168.92240	8.96829	1.00000	10.01008	8.83508	10.56525	19.87499	18.69303	12.18441	26.90011	33.18246	7.89988	0.03056	7.23844	8.97562	8.31751	11.92723	22.88801
1133.32361	9.92768	1.00000	10.66968	8.90065	9.70348	41.66858	-80.31727	25.67927	58.47777	53.54997	7.92817	0.02897	8.95993	7.88139	7.82749	9.42782	22.45907
1179.25464	8.25647	1.00000	10.55680	7.74535	8.32699	43.69430	24.75	55.25	52.26574	67.20870	10.03675	0.20321	9.80536	10.25595	9.59547	8.04394	26.10425
1128.08422	8.47576	0.00000	11.85423	9.26348	10.07297	86.20205	78.55757	17.34769	49.71653	55.22832	9.26963	0.09796	12.27125	10.10788	9.09973	7.75344	12.66292
1193.06366	10.08176	1.00000	9.95325	10.21513	8.96282	65.15853	44.53333	-22.9	40.97042	42.93364	10.76123	0.40715	7.25189	4.81003	10.33601	9.97866	10.33660
1092.58190	10.94033	1.00000	9.48903	9.80053	8.71393	30.82544	-5.22126	33.43443	40.18517	55.14867	16.12863	84.54658	15.24950	8.90954	10.10112	8.60712	21.62691
1111.79830	9.97832	1.00000	12.16411	7.51873	9.06144	35.56200	-88.64235	46.09273	49.50399	75.50954	7.14762	0.02034	9.11296	8.72842	9.16555	8.28380	13.47662
1125.44970	8.37168	1.00000	8.76707	9.38675	8.48063	51.32965	101.02083	4.02219	52.68989	29.51050	11.75050	1.07578	12.08286	7.48694	11.50664	8.92373	17.19006
1192.76615	8.64186	0.00000	10.97404	10.12633	11.05327	44.63095	-8.33147	41.20485	52.27089	50.05439	10.10644	0.21269	6.21181	6.82657	6.59397	9.90021	15.58152
1090.79001	9.98149	0.00000	11.62676	10.17345	10.25867	40.90235	-97.54667	30.5427	30.84441	54.06010	7.11190	0.01605	7.55592	7.12906	7.79867	7.57989	20.33490
1185.34773	10.52461	1.00000	10.97137	8.98545	8.31324	39.01046	11.412	45.50369	42.93517	61.40413	7.84356	0.03834	8.72513	6.93255	7.40678	10.62523	5.11060
1162.56388	8.24229	1.00000	9.30600	7.87128	9.47647	54.42181	2.31889	35.21222	40.29142	64.41378	11.57715		5.05875	5.49124	13.82413	11.21188	26.51031
1051.64806	9.30329	0.00000	11.46596	9.13249	7.87551	54.15314	-52.51028	-28.81833	51.62839	47.85897	10.91908	0.47301	8.19998	10.36492	7.79592	7.86764	18.26732
1165.33304	10.37249	1.00000	10.82061	9.40573	9.38485	50.17844	8.73812	41.91886	8.63721	46.90014	10.57756	0.33902	9.87314	5.92999	11.79955	7.83599	26.73562
1055.25444	8.65852	0.00000	10.82689	9.90643	9.58875	46.14043	-80.38297	42.8334	57.10085	48.58549	8.32124	0.04331	8.91880	11.21297	4.92931	4.37318	32.09845
1086.07992	9.12166	0.00000	9.32170	10.30200	8.56868	7.74226	-13.2356	8.48714	33.21817	57.19835	9.80269	0.16513	11.46076	11.49315	7.32354	7.40166	19.96256
1054.62859	10.24773	0.00000	8.54599	11.52803	7.69065	50.98004	4.25633	51.21187	57.75359	41.55757	8.46109	0.04109	7.05437	7.83647	8.28815	6.74823	0.92761
1169.40321	6.64958	0.00000	9.29205	10.31491	9.11032	30.59477	117.63083	35.50056	47.77600	40.98902	9.36187	0.10911	10.77488	12.01839	6.99736	6.96335	29.35235
1074.24273	9.50160	1.00000	11.59919	11.52848	9.37403	60.27365	38.94324	44.98901	42.31601	56.54295	12.26036	1.78694	12.67263	6.03684	10.53731	5.73550	16.55211
1197.67088	8.07719	1.00000	11.16144	9.29961	9.77391	62.49835	39.25	-6.8	41.31609	54.18790	8.50647	0.04384	8.01039	7.83814	9.48563	9.24129	32.98073
1083.42683	11.56931	1.00000	11.53100	8.99320	9.35927	49.50594	13.58357	-1.63333	43.67651	43.06547	7.92543	0.03807	7.83014	8.64294	10.95295	9.48516	14.71205
1163.74056	9.10502	0.00000	9.78504	10.19879	9.85086	32.97143	-5.22126	33.43443	55.75543	57.06114	9.41154	0.11813	9.46800	6.69212	9.69984	8.42829	4.14186
1191.13192	10.31486	0.00000	10.70871	8.72275	8.95678	53.06519	10.58082	35.72917	60.77362	28.46055	9.94956	0.18970		10.74017	7.79900	6.85506	4.67980
1099.83706	8.77426	1.00000	13.05360	9.77838	8.87944	31.12577	-2.98884	43.32686	37.69274	48.30858	10.05405	0.20935	9.52704	7.40288	10.81596	6.29159	14.33224
1074.46109	11.19523	1.00000	10.18390	8.62935	10.67229	53.47356	34.75699	31.39547	50.90797	50.80091	7.20768	0.02498	8.28478	9.38070	7.74539	11.39190	7.02301
1110.13696	9.52139	1.00000	10.21478	9.15911	8.01940	49.95295	117.27583	35.64889	55.62593	69.26493	8.93697	0.08584	7.83686	7.02650	8.27831	10.19090	14.99327
1152.74275	8.90994	1.00000	10.21401	7.45889	9.35402	52.19913	82.85749	17.54907	45.89250	52.10754	7.89066	0.03580	9.68879	7.70266	6.98901	9.26847	9.64544
1109.44575	11.13987	1.00000	9.36396	9.74547	9.96741	66.37628	5.03586	43.83125	74.94522	55.44557	9.50585	0.12119	8.74284	7.16457	11.37356	9.48261	30.11457
1174.23206	8.73435	0.00000	9.57176	8.84594	8.16507	23.77186	8.73812	41.91886	25.61430	69.81188	5.94625	0.01457	9.00111	9.98062	9.24978	7.60516	20.25404
1161.29365	9.79997	1.00000	9.36103	9.46283	10.45965	54.48631	150.60036	-34.88422	28.66304	49.96576	9.77317	0.15482	7.06592	6.41435	9.42507	11.67022	12.48698
1194.75182	9.79487	0.00000	11.88112	9.96533	9.37952	53.20599	123.62494	12.37169	30.29853	47.34284	12.78617	2.99807	8.98628	8.97946	7.26825	9.10470	1.49421
1125.21836	9.10074	0.00000	9.51901	8.93276	8.63846	61.08073	29.24152	-26.93366	34.97154	46.42040	10.83278	0.43373	10.03574	11.36235	8.56888	9.10163	13.87758
1073.17842	9.33199	0.00000	9.01207	9.67734	9.42487	40.64067	33.9162	51.67822	45.05373	45.48827	9.33711	0.10625	6.30502	7.41964	3.85521	9.12598	14.64276
1185.78411	9.51933	1.00000	10.93130	10.47577	9.86924	63.82778	-77.02303	38.70734	59.31018	47.42436	7.66016	0.02718	7.66196	7.83559	11.81015	8.31191	24.21612
1072.18503	9.86789	0.00000	8.97826	8.09947	9.25095	59.68110	24.71204	41.57439	51.45082	51.59288	7.39463	0.02731	9.35875	10.51918	8.34536	9.48478	20.86364
1080.65726	9.31145	1.00000	12.05772	9.52853	9.85252	53.87372	-73.95097	40.72371	57.73054	68.56043	5.80188	0.01078	11.44490	7.69801	1.56597	8.89669	1.85576
1195.97498	10.38632	1.00000	11.49007	8.32251	11.69767	45.81006	-52.51028	-28.81833	30.18419	68.84790	7.55914	0.02318		8.71678		11.15264	12.57926
1181.64541	9.37603	1.00000	9.51848	10.17194	8.04470	28.77333	79.82979	11.93381	57.09180	59.08193	8.28555	0.04002	9.27210	8.09149	7.62345	10.14936	-8.31849
1066.51790	8.94022	0.00000	9.81346	9.66994	9.96708	51.34791	103.6032	1.6561	38.40974	53.61870	8.47123	0.04861	13.11123	12.26429	8.32811	6.25852	10.87885
1139.68280	7.27763	1.00000	10.69040	9.13421	9.73322	60.37308	126.835	37.65639	65.27920	43.45444	9.87149	0.16958	11.82842	7.70461	11.73725	6.45629	-4.86505
1152.61879	9.88421	0.00000	8.85512	9.26145	9.21963	47.43544	9.47629	53.59337	38.52716	65.84308	10.62997	0.35740	11.52815	12.01272	8.86348	8.47047	11.01846
1105.50098	9.68449	1.00000	9.52007	10.24153	9.30387	57.73092	-0.76667	53.38333	73.05768	73.65317	7.08762	0.02114	9.54541	9.21134	5.32328	9.86263	25.23411
1080.74986	9.86201	1.00000	10.77063	8.70734	9.38901	34.26265	-37.65	-10.91722	48.69650	38.75782	7.52387	0.01985	5.59268	9.92897	8.86062	12.96378	-7.95217
1191.51314	9.24948	1.00000	10.31586	10.11760	9.92473	98.45224	-89.99038	38.58894	64.45032	60.07721	8.50040	0.05224	6.51854	8.42664	10.93508	11.71851	9.25588
1092.15400	9.01433	1.00000	11.81075	6.41571	10.07430	61.42230	9.22796	48.46458	34.39840	56.61490	6.96496	0.01893	8.22187	9.49636	7.70066	9.58081	20.78793
1117.30445	7.41045	0.00000	10.49109	7.65915	9.35002	28.57936	98.6738	3.7278	36.16439	42.93164	9.59496	0.13532	10.37045	8.09590	6.32679	10.30517	0.21958
1115.17280	8.54760	1.00000	10.72198	9.71151	10.49878	55.57364	51.0193	35.6803	39.15100	51.42447	9.52427	0.12694	12.84371	9.02742	8.80572	5.70374	8.74774
1106.31747	8.96398	1.00000	8.73538	9.32566	8.09767	64.01754	1.26738	51.84819	60.76881	66.45834	10.50068	0.31509	11.02480	8.25973	10.37693	9.29363	19.60467
1097.51481	10.71067	1.00000	8.32871	8.98306	9.85411	25.60464	36.36339	0.03813	28.85415	52.17854	8.06694	0.03597	5.19679	9.84850	7.56345		27.46558
1149.15583	8.16889	1.00000	11.35870	10.76369	8.63817	66.52915	-52.51028	-28.81833	52.56662	26.73498	10.55709	0.33358	10.43852	6.57915	10.62751	7.26275	7.79742
1177.36913	9.06913	0.00000	8.96220	9.86494	11.18229	41.07813	-88.64235	46.09273	47.15101	69.60778	10.10542	0.21931	13.76187	12.39872	8.65193	7.66865	-4.51146
1162.08293	8.60127	0.00000	10.42522	10.41811	10.31703	45.31140	-63.13414	46.23899	61.66032	55.61572	11.61299	0.94443	10.33831	11.20438	8.07084	7.76412	31.18608
1074.59191	8.97191	0.00000	10.90420	8.37555	10.38101	40.09372	88.58	23.18	40.63053	56.17725	9.64350	0.14123	12.33899	11.28959	9.10058	7.51702	21.56921
1172.77472	10.48805	1.00000	9.85562	10.17997	7.98061	51.22808	-122.40433	37.71715	62.74479	41.34027	11.13345	0.58770	11.44149	9.95273	9.88360	10.12634	22.04436
1144.59449	10.51276	1.00000	11.68193	9.76974	8.96490	42.91677	12.1369	51.04962	61.57983	49.01816	11.27289	0.66949	10.17695	5.43700	10.93252	7.25787	25.98931
1125.91949	9.51775	1.00000	10.98061	9.30241	9.26522	47.21484	12.6723	41.72063	45.46935	51.54709	11.80736	1.14217	10.78953	9.44763	8.93855	7.51494	8.73728
1105.50006	8.88021	0.00000	12.10073	9.18461	8.81011	33.37376	30.4347	-1.9487	58.36149	43.66567	11.07443	0.54590	8.13336	9.30397	7.53960	8.10900	12.31205
1125.64050	10.52689	1.00000	9.20991	8.22182	8.46912	38.25192	-119.27337	50.26729	54.25230	54.52193	7.14207	0.01880	9.38794	9.34584	6.14870	10.98048	21.68137
1199.36165	10.64582	1.00000	11.10062	8.09476	9.07973	56.91823	37.56667	55.85	65.39172	40.36453	5.36891	0.00680	8.55782	11.17276	5.55859	11.85185	14.98349
1145.13258	8.39260	1.00000	10.73949	9.42977	10.28766	54.45377	-78.04471	34.25628	62.09656	55.42445	9.98843	0.18681	6.42292	8.43173	12.19023	10.38336	11.50827
1174.30547	10.52088	0.00000	9.59320	9.89408	9.08846	51.96588	-51.50361	-29.2975	45.04437	75.71410	8.12237	0.03633	11.52103	12.83695	7.02782	5.11148	6.43968
1195.14857	10.31290	0.00000	11.36763	10.87727	8.75616	52.41468	113.69785	-7.73379	59.55211	59.17016	8.47102	0.05578	10.13672	9.04942	11.85517	9.21125	16.69932
1142.46833	9.42518	1.00000	8.84608	9.70585	9.05765	42.91025	4.18333	7.6	46.14242	40.26319	8.59805	0.06405	7.48350	8.01405	8.39102	12.41262	-4.64248
1099.68497	8.49482	1.00000	9.63557	10.20070	9.46782	18.22593	34.33825	53.59782	50.85794	47.47265	10.35496	0.27665	9.31238	9.27832	9.61188	9.76823	14.47480
1186.71569	10.55691	1.00000	9.24547	11.74956	10.14748	22.19515	86.59509	26.11527	50.91115	59.52684	10.00738	0.20379	11.03024	8.12024	10.56767	7.95146	12.54859
1097.93782	9.99518	0.00000	11.73556	9.14469	9.86398	61.04241	19.27498	50.20528	38.53984	67.30957	8.33464	0.04476	8.12356	7.08810	5.71396	8.29356	5.15702
1086.42227	9.39589	1.00000	9.82950	10.12133	8.80939	54.89824	-1.48119	53.0233	62.69184	65.65569	7.86899	0.02709	6.34143	8.51925	7.14243	13.78606	17.33200
1164.95931	8.24397	0.00000	12.07060	9.21056	11.45011	75.24578	-2.31938	6.46346	47.76595	44.09397	11.56445	0.89784	7.83596	9.96031	6.80447	7.17902	-5.78670
1192.59338	9.78238	0.00000	11.04207	9.73303	10.13156	53.23292	-90.10674	29.84576	38.29455	59.52992	10.93410	0.47681	9.40620	9.46864	7.04937	8.46777	23.01812
1148.20671	10.53434	1.00000	12.52267	9.76720	9.01780	34.44659	10.03988	53.6052	68.99018	41.40496	11.92397	1.27008	10.50322	7.62063	10.70079	7.76512	28.03958
1177.75554	8.66595	0.00000	10.11491	9.36243	6.92183	32.55140	76.35484	10.10649	51.05354	44.82183	11.37285	0.73896	9.32899	9.88107	7.36390	9.23507	36.47853
1172.46796	10.74844	1.00000	9.27496	9.84104	7.89250	32.81866	83.36889	26.76628	72.52445	57.41820	7.78710	0.03267	11.64274	10.88607	10.41980	9.14132	12.59259
1063.08599	8.93598	1.00000	8.19869	9.80628	9.15263	39.00466	-34.88111	-8.05389	41.41002	48.75591	10.34795	0.27397	11.45711	10.73522	10.90345	11.04562	24.74189
1064.60091	7.81293	0.00000	10.31778	11.70467	8.66802	46.92109	29.26639	37.58105	47.55633	53.74003	9.12753	0.09389	7.41602	8.07970	6.54325	8.76312	11.19772
1085.67866	8.97058	1.00000	9.41558	8.18392	9.18118	33.91218	38.66667	-6.25	44.03003	69.55821	10.10683	0.21854	9.92415	8.39562	11.46297	10.83722	13.68912
1141.68211	10.48057	1.00000	10.00248	8.93746	11.07162	76.14175	-72.86843	41.27621	41.67785	55.14346	10.07860	0.21514	8.23699	8.75756	9.42764	10.50288	6.30371
1109.21025	8.67573	0.00000	11.78237	8.46736	8.41286	64.11929	9.47629	53.59337	49.87392	56.09428	7.80328	0.03780	9.28237	7.80314	10.03140	7.46963	8.08877
1095.10858	10.22036	0.00000	10.39083	8.35358	9.11146	15.31356	126.835	37.65639	56.31069		6.54785	0.02159	9.54554	9.17334	3.58595	11.20027	9.02788
1127.35250	11.00329	1.00000	9.34837	9.37806	11.62403	38.44650	3.20639	50.74497	39.65735	51.57804	8.02853	0.04295	6.86463	8.97675	7.49009	12.53291	29.95096
1104.00973	9.80583	1.00000	8.52738	9.78063	10.30460	46.75713	-71.29144	41.54566	55.53406	37.96865	10.62096	0.35669	3.39026	5.77386	10.93357	15.69826	31.63070
1185.22573	9.31051	1.00000	9.74890	9.30489	9.02500	50.93918	117.63083	35.50056	54.79688	40.62844	10.08299	0.21542	6.29394	6.50603	10.00769	11.74615	9.57119
1072.46086	9.90608	1.00000	9.86932	9.20628	9.91436	50.16946	-2.68758	53.69786	68.87723	55.59300	9.58184	0.13657	11.06171	10.14757	9.99747	9.62378	24.70232
1183.63897	11.64120	1.00000	9.08865	9.04941	9.11286	46.29495	29.47306	0.49113	68.87764	50.76659	11.80819	1.13434	14.40888	10.09228	9.72133	8.82133	9.92836
1127.35995	8.80815	0.00000	9.81410	7.29257	10.17725	50.75514	12.19458	10.61285	60.42457	53.46327	9.51592	0.12811	9.63046	11.42568	7.18084	7.07874	14.76019
1083.18615	9.05149	0.00000	11.28783	11.11563	9.47383	56.13531	36.36339	0.03813	41.80575	62.47670	11.77087	1.09154	9.47114	10.29079	8.32461	8.50172	9.62832
1110.71473	8.26675	1.00000	12.16052	9.69387	8.71363	42.22481	8.70745	49.03685	62.11970	51.14098	8.40936	0.04537	9.55258	7.33130	9.79377	7.00680	-0.21760
1186.90356	10.02969	1.00000	10.26433	10.34434	9.47335	42.16968	-63.13414	46.23899	45.75968	44.90329	9.15179	0.09408	7.54843	7.13312	10.00990	10.63657	10.08494
1063.16351	8.63519	1.00000	10.73531	7.62085	8.88350	52.14232	14.34085	40.87363	36.04744	70.30414	11.06327	0.54534	9.88868	7.45021	10.75621	8.76559	20.71384
1191.85258	9.53272	1.00000	10.47724	8.73051	10.87261	47.13854	-81.23621	33.98154	54.08155	48.97814	10.13193	0.22272	7.42059	5.45166	10.89899	10.52820	20.44044
1054.27271	8.41772	1.00000	10.03118	9.67395	9.90309	35.87868	-68.3	-54.8	56.60532	45.16145	8.26469	0.04212	8.19382	7.40249	6.17149	10.79226	24.65994
1117.93062	10.20042	1.00000	10.23344	9.03805	9.08631	52.98984	68.11759	26.9423	53.30866	56.37907	9.18255	0.09133	7.97856	5.52664	8.43386	11.79135	7.59778
1166.16986	8.68456	1.00000	11.19903	9.35722	9.04833	27.62207	24.75	55.25	63.12002	54.38007	10.12283	0.21942	12.09372	8.93042	9.51440	7.91916	24.36913
1134.77579	9.33779	0.00000	9.73922	9.95877	10.16666	64.08574	-2.77259	37.49073	43.98509	48.94272	7.54872	0.02642	6.50793	9.70064	9.46777	8.33503	41.67901
1155.37709	11.05412	1.00000	10.53653	8.03079	7.77272	33.69868	124.95278	6.33444	53.99873	58.84540	12.35905	1.96551	12.34746	8.37652	8.72481	7.17324	25.82608
1053.50178	10.49632	1.00000	10.92840	8.61843	9.23986	27.55392	56.36091	51.78771	56.82391	62.83974	6.93779	0.01625	10.29172	8.12392	6.17840	9.21114	2.51482
1146.20228	9.07551	0.00000	12.01170	9.53934	8.99697	37.98923	-74.73584	5.20856	44.12636	56.02320	8.23969	0.04632	10.19068	6.54086	8.20657	7.51330	32.11873
1147.49605	10.26692	0.00000	10.67606	9.49395	8.28462	48.65845	33.34864	46.75451	71.58720	51.09188	9.55062	0.12960	7.70753	7.52857	8.69511	8.63448	14.77642
1091.52372	10.64043	0.00000	9.11070	10.83691	9.55130	49.78059	71.21169	21.59983	52.77544	57.35109	10.50074	0.31036	11.71051	12.30779	9.08362	7.87658	17.37866
1135.34772	8.67148	0.00000	11.98903	9.96684	9.16033	55.15720	-73.49484	41.14676	21.45599	52.59298	7.11641	0.01640	8.27744	7.61778	10.60616	6.67028	26.62425
1143.98293	9.62658	0.00000	10.20149	9.60218	8.82350	32.30800	21.32778	42	38.49228	33.23248	7.64535	0.02662	11.46328	11.50694	6.53100	5.58959	20.05788
1118.29258	6.96884	0.00000	9.80984	9.14678	8.90695	52.95047	2.1699	48.98994	30.60859	64.29538	6.18904	0.01333	8.69635	8.60631	8.94579	7.19856	28.26389
1052.50659	11.14899	1.00000	11.99092	8.51815	12.25985	54.88578	-63.13414	46.23899	53.15293	79.58153	9.68627	0.14766	9.75575	8.27206	10.65000	6.85735	6.39908
1088.14484	9.77183	1.00000	10.00446	9.37686	9.77448	22.79065	98.6738	3.7278	61.01124	50.42193	6.72011	0.02145	7.90404	9.67663	4.95392	12.24315	28.50648
1163.70141	9.64697	1.00000	11.53366	10.02485	11.00349	71.31591	10.03988	53.6052	55.37615	61.73219	8.20730	0.04475	8.88596	8.58054	9.87107	8.44451	14.80135
1137.68568	9.75189	1.00000	8.94744	9.16283	8.74377	39.77738	8.88104	45.79377	76.74357	44.54057	9.57794	0.12840	6.63907	7.19175	8.58897	12.47397	9.80720
1052.49791	9.26249	1.00000	11.76558	8.92624	8.33568	40.69707	-76.88442	40.2737	51.09657	56.33766	7.71560	0.02485	7.83800	8.19870	8.61013	10.29606	26.73997
1165.43932	9.76913	1.00000	12.67030	11.31918	9.59698	29.58984	12.6723	41.72063		45.02966	6.38085	0.01492	11.43649	8.53316	8.90172	7.33467	26.14721
1197.69242	10.43690	0.00000	10.17241	11.81633	8.17784	28.48681	81.54855	26.2649	29.65920	44.91527	8.29307	0.04287	10.79409	6.43099	7.00222	7.77116	29.92526
1080.85475	11.06652	1.00000	9.85513	10.73279	9.12202	38.66697	126.835	37.65639	56.59569	34.20583	12.46898	2.18801	13.85961	8.32013	10.15199	7.94150	5.08407
1092.72941	10.11520	1.00000	10.31610	8.77738	8.46628	29.74636	77.70636	28.98002	48.01159	56.22962	7.55161	0.02562	10.48902	8.48703	6.79966	8.69295	30.47888
1074.90560	9.81966	1.00000	11.36526	9.97176	8.70041	55.58011	33.9162	51.67822	29.77178	49.36054	8.53786	0.04860	8.09703	7.08850	7.57689		20.58414
1183.29010	9.14948	1.00000	11.42847	8.31245	9.32350	55.52161	-0.76773	38.38479	53.07712	47.05776	8.07641	0.03951	7.06400	8.16845	9.77370	10.97866	6.68016
1062.82476	8.07987	0.00000	10.74857	10.06758	8.85402	39.89057	-39.25	-12.91667	48.06817	51.46784	10.05705	0.20629	8.13547	10.03156	5.50580	7.02096	2.19131
1075.06109	9.63755	0.00000	11.38522	8.48024	8.62127	42.79132	43.83992	55.39485	51.62313	48.66906	9.43935	0.10530	9.87552	4.97165	8.27795	6.95821	13.04816
1194.11868	8.85131	1.00000	10.85617	8.45163	9.85510	34.89828	14.51472	35.89972	67.82206	52.35608	8.71303	0.06095	9.86706	8.41656	11.17121	7.94658	6.54606
1151.50553	10.15346	1.00000	10.44158	8.93242	8.23475	46.36200	44.7662	40.49748	66.67095	46.85975	10.11084	0.21122	9.71414	9.30085	10.06543	8.46184	6.93457
1127.59848	10.07809	0.00000	11.33885	8.36641	9.23125	47.24534	-82.00919	23.04419	57.75058	47.16007	7.04095	0.01999	9.42062	7.87265	8.10863	7.83500	35.64303
1199.64609	10.01308	1.00000	9.78841	8.86428	9.84724	38.92969	75.16878	30.81383	61.84269	50.99976	11.31592	0.70440	13.02637	9.11230	10.80961	8.55450	30.46119
1156.65612	9.12841	1.00000	11.84572	9.94762	11.55270	62.72551	136.61667	36.53333	47.22090	53.32594	12.06599	1.45528	12.68378	5.83912		7.39285	15.63197
1128.57611	10.44682	1.00000	8.70757		9.52261	57.21745	5.03586	43.83125	57.74127	51.45680	10.75568	0.40033	11.78632	13.09635	8.92955	10.83275	31.95144
1136.28183	9.42182	1.00000	12.23587	9.21926	9.27340	66.85362	-75.69947	8.79577	31.80076	66.59297	9.44822	0.11461	10.57617	8.85771	8.92960	5.46327	0.90650
1089.99626	8.80199	1.00000	10.62625	9.35438	10.95260	42.80790	38.15035	49.41029	42.65541	54.09031	11.34723	0.71643	10.37786	6.22043	10.98471	8.57189	30.40597
1128.54575	8.72390	1.00000	10.97515	10.82139	9.81447	51.66350	117.27583	35.64889	41.14938	62.84321	10.35720	0.27929	8.86859	7.85926	11.30544	7.95318	17.34679
1191.55672	7.83639	1.00000		7.60187	9.96856	55.33727	-75.23266	43.1009	53.48100	42.58240	9.79057	0.16161	10.69869	9.75190	10.64091	8.94419	7.19369
1172.51551	10.68120	1.00000	11.55824	8.58586	9.79040	71.02511	77.23826	11.50526	43.58590	43.42251	8.10187	0.03499	5.46786	8.31394	9.09930	12.05920	26.27389
1166.93381	9.93179	0.00000	11.90042	9.10577	9.44100	47.49647	124.95278	6.33444	59.12910	28.77348	7.61502	0.02428	8.79368	6.37470	6.15219	7.23502	27.39182
1082.33111	10.91265	0.00000	11.64298	8.89146	10.89505	48.16211	-56.52361	-33.38056	45.70261	61.68731	10.39935	0.28566	11.17988	9.72099	8.16218	8.29797	6.09674
1187.64984	9.09906	1.00000	9.15607	9.18627	10.86931	40.03872	-15.58602	27.76056	53.63459	56.58854	8.04668	0.03547	6.51904	8.25167	5.98617	13.61434	22.43306
1179.16568	9.16915	1.00000	11.43531	9.36971	10.08427	35.06769	140.11667	37.56667	37.90840	55.35724	8.84856	0.06875	10.74505	6.85133	11.20715	7.24976	3.42070
1158.96202	8.93589	0.00000	11.56505	9.43019	11.09947	55.53239	139.07204	36.24624	68.20229	31.64525	4.90094	0.01496	9.42387	8.34669	10.47695	4.77280	22.59542
1126.92337	9.05015	1.00000	9.17133	8.70209	10.38983	62.75288	76.0586	16.06213	54.43321	65.69694	8.91780	0.07782	6.25800	7.78976	9.07256	13.33833	8.93036
1124.90360	9.51681	1.00000	12.61348	8.10378	9.57703	76.95482	72.54566	29.69221	43.50471	59.67854	7.82459	0.03797	8.69917	6.74930	9.10924	9.06814	20.03099
1088.01062	9.25519	1.00000	11.05972	10.43515	10.29260	59.21878	9.15013	13.70727	54.27133	25.73820	9.00680	0.08435	8.41246	6.74408	7.81000	9.02408	15.57650
1183.03859	9.17327	1.00000	9.73596	8.54632	9.91299	63.11345	113.13148	23.02677	76.56635	35.24541	12.13304	1.55650	12.56059	5.89079	11.92557	8.69830	14.12737
1064.26569	8.72145	1.00000	11.67348	9.68208	8.51146	64.93917	-86.19903	11.84962	22.33521	71.01654	8.04980	0.03855	6.80450	9.43951	11.24161	9.50413	34.02029
1122.76084	9.03324	1.00000	9.88159	8.91224	10.16863	42.65779	48.87498	38.45598	52.80026	31.75128	9.85811	0.16960	5.99275	7.20547	10.14837	10.55959	12.41858
1071.97054	10.01906	1.00000	9.41647	8.13905	8.69662	43.27423	-156.47432	20.88953	64.93104	57.92543	9.58754	0.13629	9.23971	12.24480	9.19766	11.12965	16.15121
1059.98083	10.98234	0.00000	9.68126	10.57303	8.89282	47.49939	30.38167	59.80917	37.43855	59.64496	8.09100	0.03447	7.03355	8.57901	7.52812	8.44785	19.66300
1134.24395	9.41144	1.00000	8.33125	9.90117	9.45709	54.54176	144.09638	43.82634	39.93508	62.67134	9.78141	0.16348	4.71498	8.06156	8.89971	13.96609	11.97953
1052.52073	9.68422	0.00000	10.92436	8.76587	9.19517	40.53671	-86.99666	33.45122	37.91263	46.77477	8.99576	0.08611	8.41002	8.02947	8.52644	8.44810	25.28735
1091.38018	7.86739	1.00000	9.79885	9.43793	9.40855	47.57345	-101.2591	21.01858	56.08815	44.60225	9.18141	0.08744	7.70802	7.34471	10.12504	10.81725	11.47234
1192.47069	9.59368	1.00000	10.69358	10.25437	10.72237	52.44795	18.34717	54.60528	66.21636	62.12441	7.87821	0.03088	9.38034	8.17581	7.50135	8.54284	21.10137
1058.32107	8.91522	1.00000	8.03136	10.33252	9.92910	71.11452	6.61944	52.57583	36.50610	52.41496	9.37223	0.11325	5.34453	7.93972	7.83523	14.25806	7.09863
1070.14851	10.82691	0.00000	10.46699	10.59358	10.41314	51.41366	74.85849	31.28092	47.57428	39.57536	7.94389	0.03300	7.50066	7.96755	8.51748	6.84644	21.81772
1106.26473	10.48420	0.00000	10.47064	9.30031	9.83763	45.46509	115.8614	-31.95224	46.56951	28.08014	7.14591	0.01379	6.18397	8.25157	8.19292	7.22256	28.05713
1109.70219	9.45064	0.00000	10.77404	8.79165	9.22635	62.09414	3.50309	34.15429	29.68846	41.90528	7.04099	0.01892	6.84405	7.10937	7.13529	5.85070	9.55989
1078.35711	8.62974	0.00000	10.21677	9.05311	9.95801	55.69329	73.06784	25.13915	37.44349	39.17127	6.92846	0.01989	8.20321	7.75919	7.22940	6.03487	18.85353
