PRES	warning	PM10	C2H3NO5	TEMP	NH3	SO2	CO	longitude	CFCs	PM2.5	latitude	NOx	CH4	O3	PAHs	Pb	H2CO
1147.33662	1.00000	6.78685	1.55121	-4.52195	9.00581	8.96040	3.59235	38.07083	24.41272	5.81286	54.90083	3.77782	6.38265	6.22829	5.74703	41.53770	43.97530
1193.74628	0.00000	7.52301	1.87958	15.72179	9.95418	7.67226	8.28656	8.52462	54.47877	6.70335	47.30997	8.22320	10.84154	5.83699	5.55313	46.68153	53.07523
1065.51846	1.00000	5.77188	2.49888	18.75350	11.60041	7.12165	6.65633	46.04833	49.64082	6.62850	51.40944	8.09279	6.09228	6.28522	11.14790	35.54371	47.67277
1187.95936	0.00000	5.95120	2.00651	29.99514	6.96389	6.72979	7.89983	-73.86586	52.08581	7.37966	45.43341	4.64850	9.67508		9.59478	44.89348	46.23225
1092.45243	1.00000	7.60209	3.27241	22.25024	10.79540	7.31764	3.61640	39.85331	69.95149	10.70907	57.30185	6.90709	8.83886	7.97284	11.53487	17.17890	58.61300
1137.12897	0.00000	7.12102	2.63534	1.18026	6.87254	7.49033	6.41967	49.62251	69.24059	4.13250	27.0174	7.49015	9.06924	5.29557	4.30801	44.83097	33.33610
1188.30149	1.00000	6.26328	2.26923	-0.27234	5.75060	8.32148	6.88927	13.39954	46.98597	7.55321	43.62558	5.69706	9.05196	8.99218	7.47168	51.34246	50.74538
1188.15799	0.00000	9.21688	11.16706	1.48916	8.47054	7.65227	8.00403	-87.65644	64.87935	5.19000	41.80753	8.37647	10.46785	8.50973	5.01988	54.04946	40.18021
1082.79929	0.00000	8.35907	5.05527	6.95576	6.50721	7.81785	5.91081	-52.51028	61.81086	4.37031	-28.81833	7.01886	8.92884	7.31432	3.70507	43.95902	26.14216
1059.10771	1.00000	6.96759	3.19870	19.63558	10.48700	6.35833	6.04682	-87.65644	52.12801	6.37633	41.80753	8.63827	10.32170	7.77013	8.83933	53.47082	50.74196
1160.44566	1.00000	6.38226	1.80202	24.21398	9.84152	8.00274	3.00364	3.87723	69.53831	6.52369	43.61092	8.46060	9.54398	6.35366	8.63281	68.10226	54.20769
1089.39488	0.00000	7.38065	3.32656	19.55132	4.99422	7.46110	6.31359	-1.05366	57.71171	4.13184	43.71032	5.18534	9.02014	9.45079	8.93505	22.26052	71.26058
1152.67086	1.00000	9.17907	9.86151	23.26763	7.72711	7.43029	4.75335	37.49338	64.56753	5.40237	55.62047	3.22390	5.34027	8.78600	5.26142	49.50049	61.61120
1117.42913	1.00000	7.92137	3.39498	31.18113	3.24585	7.66887	6.39263	-50.19556	55.80067	5.96277	-19.72806	8.69181	7.82636	7.12592	8.84443	34.94909	67.30828
1177.26931	1.00000	7.80775	2.99801	20.19905	6.97093	7.39730	7.26194	33.9162	51.23430	5.29169	51.67822	1.37112	6.61095	8.71250	8.47632	30.03695	48.61288
1185.99793	1.00000	9.60760	15.02362	3.87613	9.01999	7.57973	5.84658	29.47306	50.81916	5.27624	0.49113	3.49225	8.01244	7.77730	8.36490	56.59680	29.42322
1157.94671	0.00000	7.63023	3.38305	6.95633	6.62253	4.82246	6.86437	14.72443	54.21945	7.28243	36.92574	4.95355	7.93704	7.30215	10.42974	30.17570	80.99881
1061.53642	0.00000	6.76288	1.51709	12.05228	10.63629	7.62465	6.27704	79.82979	49.39107	7.01105	11.93381	8.70346	9.30826	6.69110	6.42584	33.10047	43.39877
1173.35171	1.00000	7.54654	3.60468	28.65325	7.56012	7.27763	6.04129	-70.20749	63.62927	6.74482	8.62261	5.13600	7.76602	9.23115	9.90884	47.76922	57.15081
1173.93799	0.00000	7.69835	3.11708	19.98678	6.72710	7.05671	7.00394	13.32127	49.38484	4.37630	52.59319	5.14667	11.49919	7.04882	6.27572	45.37007	36.29787
1140.47652	0.00000	6.74039	2.48992	4.73708	5.13501	9.19952	6.46644	106.92667	79.20072	6.50446	-6.91806	5.56678	10.49323	7.88562	9.04048	43.98405	40.18429
1153.54689	1.00000	8.51642	6.15095	32.82704	6.95315	9.19191	5.10764	73.06784	65.16642	8.38974	25.13915	6.24120	10.23990	6.76855	9.09741	21.26265	47.33361
1184.80176	0.00000	8.99499	8.13618	20.68352	9.33774	9.07586	7.67492	35.34722	57.45396	5.33503	-23.85972	1.92151	6.03812	8.71199	6.53496	52.84961	54.96050
1107.84767	1.00000	9.10295	9.53981	18.37517	10.03981	8.80585	4.81886	38.01667	54.19646	6.20142	-5.41667	7.31574	8.34859	7.59063		51.47123	43.52866
1145.25428	0.00000	8.57511	6.83297	22.09729	9.14326	6.25380	7.74540	2.95924	59.86326	7.37642	36.76775	10.32173	9.21423	7.32798	8.09935	30.21631	47.67766
1094.51236	0.00000	7.42487	3.61398	11.24934	6.81779	6.89021	6.35364	2.08333	74.21843	5.91981	48.86667	9.65247	8.92514	7.20196	6.49407	48.81526	69.79559
1184.46597	0.00000	8.92228	8.31952	1.50624	10.26967	5.40324	3.76540	20.22625	61.71474	8.01148	30.75545	11.27424	8.74042	6.41613	7.39885	47.16234	36.75536
1102.77379	1.00000	6.72531	2.69054	11.68596	6.00211	8.00742	6.53873	7.02238	69.46678	14.27152	52.21099	3.58274	10.81033	8.28280	7.56202	52.22202	64.79111
1133.75085	1.00000	7.91834	4.06742	2.47966	7.36278	6.54769	7.70756	0.30367	65.67154	6.81099	51.38673	9.71476	8.71307	6.33884	11.96444	59.24370	61.90241
1095.44431	0.00000	6.91901	2.32490	-5.49581	6.12412	7.61831	6.60090	2.45012	68.52023	5.86781	48.90982	6.52183	6.56554	7.03663	11.32714	57.25063	44.46079
1141.12832	0.00000	8.31125	5.37834	10.61102	7.11183	8.31002	9.10457	43.83992	68.37721	4.36612	55.39485	9.01545	8.93494	7.89538	6.85571	61.06302	43.47228
1148.94732	1.00000	9.08176	8.55794	15.87741	8.72423	8.72994	5.59108	75.11937	70.90037	6.63789	20.88098	5.07995	7.23897	6.49952	6.68526	59.82169	38.90813
1151.29549	1.00000	7.82051	3.80377	3.34770	4.48588	6.95105	6.67875	4.69889	47.19221	7.64364	50.56149	8.71409	7.05846	8.79764	8.83249	30.41647	45.20061
1135.66169	1.00000	8.25284	4.90514	11.74098	8.71278	7.36810	3.83267	5.58472	63.76911	7.04095	52.14	8.95082	11.50403	7.59846	10.31739	51.80372	43.25803
1166.95954	1.00000	8.82048	7.24075	11.69534	3.60435	7.24466	5.80890	111.73861	61.22402	8.82322	35.20889	8.12860	6.97106	7.91755	7.69581	45.15765	62.08312
1192.14139	1.00000	7.69113	2.63169	-5.63585	8.33939	7.29546	5.83251	-71.06616	43.18626	5.51811	42.4251	3.46927	7.26009	8.34237	7.75269	28.38967	57.57074
1178.96605	1.00000	8.63071	6.76346	10.51679	8.72297	8.04667	5.38850	-72.09391	51.47198	6.80503	18.65297	6.92066	10.18148	7.80834	10.72646	39.15800	42.77019
1120.33096	0.00000	5.52042	1.63830	17.38823	8.12920	7.39564	5.76648	30.4347	52.98119	7.22193	-1.9487	9.09982	8.27931	8.57225	7.03749	52.23383	65.22712
1137.07720	1.00000	4.74308	1.62385	24.68614	5.83580	8.93293	6.55459	9.15214	60.38374	9.02829	49.97704	6.44867	8.80941	7.20258	9.34912	43.17941	44.39200
1136.63238	1.00000	5.46531	1.50879	12.79791	6.95711	8.39793	8.04344	-48.59278	44.46693	9.64026	-23.7975	4.38327	6.92859	6.16965	8.09632	58.11748	38.00275
1059.22384	1.00000	7.19754	3.06657	9.46046	9.02170	7.37442	5.25777	73.06784	58.37886	7.09063	25.13915	8.45579	10.59104	7.79557	10.19504	46.48141	69.18928
1170.66023	1.00000	7.39855	2.18373	25.23922	9.74050	6.70174	5.46694	-86.77917	59.66852	8.08460	36.02506	7.59352	6.76130	7.28132	9.72128	34.70059	22.28345
1158.49384	0.00000	9.59024	16.10507	8.16035	8.76647	5.91692	6.26989	-3.52751	64.97080	3.75931	50.7236	7.31417	9.43076	6.10541	3.98742	20.66938	55.55033
1198.25926	1.00000	6.17569	2.06678	1.46814	6.23964	9.06500	5.52447	-120.45794	56.82284	3.00842	34.63915	7.23060	5.50308	7.91690	6.08771	64.86387	63.09254
1177.67916	0.00000	9.66562	16.33860	3.82198	6.72314	8.51376	4.50023	16.50104	75.55406	6.30463	41.24264	8.56401	6.89683	6.96101	6.44473	28.28536	51.74283
1103.93408	1.00000	6.97929	3.07035	12.22628	4.88935	6.10317	6.58230	-90.10674	55.22925	9.23537	29.84576	7.75952	8.02030	6.80909	9.36894	43.22706	20.25159
1140.37967	1.00000	9.07372	9.96024	13.94727	6.22739	6.58057	7.19639	97.01124	59.58627	11.39494	17.30858	4.47205	8.24057	6.97283	8.40967	68.78060	58.80013
1132.35668	1.00000	8.87166	8.06608	12.82825	6.47628	5.60517	7.56474	-93.71133	70.70029	9.23802	41.57721	7.09552	9.12533	7.73229	10.73576	56.92535	31.97459
1165.25860	1.00000	7.21830	3.68406	21.96877	6.67342	7.43318	6.76408	37.56667	42.74567	8.95177	55.85	5.37064	7.49731	8.09844	8.59432	47.84363	65.11599
1091.20519	1.00000	8.43402	5.99491	18.37477	10.49692	7.09428	8.69502	10.98461	52.09765	6.44620	48.35693	6.96413	7.89150	10.28256	7.56254	56.55974	60.45485
1180.40174	1.00000	8.57127	7.27709	16.12596	5.90240	7.64005	5.16430	38.07083	53.97350	10.66108	54.90083	6.08289	10.48866	7.01518	8.94172	59.87884	40.81868
1072.39500	0.00000	7.52634	2.89478	-1.52984	10.00752	7.19845	5.51520	-82.90375	68.03912	6.16457	32.54044	8.27143	10.06962	7.45934	4.86255	60.23977	46.75772
1109.95278	1.00000	8.00274	4.01847	25.65156	5.51814	7.39054	4.37336	-8.2194	66.73061	9.91856	43.48961	5.93235	10.03616	6.11519	7.59409	34.35275	35.36171
1097.89552	0.00000	7.75831	2.94404	18.77583	5.74476	7.92503	4.09809	-88.27205	44.93174	4.63908	44.27804	8.25531	8.53961	7.23066	7.26184		39.03804
1081.13338	0.00000	7.99445	4.07697	17.59117	5.35182	10.12782	5.85417	34.37389	60.39261	5.53649	40.1675	5.14041	10.29903	6.87461	7.62792	63.28443	33.76072
1129.75696	0.00000	7.37777	3.04292	7.83930	6.63420	9.37347	5.97044	5.23333	82.20779	5.15966	52.09	7.78597	7.88869	7.84471	9.39751	24.94935	15.26096
1166.54293	0.00000	8.12425		33.57005	8.31059	7.97617	5.91061	-13.68778	66.42304	6.60639	9.535	8.36531	7.30227	6.26962	6.99746	55.90000	53.10090
1133.19164	0.00000	5.78752	2.15079	9.34948	10.82077	6.25473	6.56559	5.06258	52.69743	8.66183	7.50251	9.50036	10.66664	6.70080	6.34663	48.81487	19.27736
1139.41123	1.00000	8.46866	5.33858	12.78270	9.11614	7.44610	5.52604	49.62251	65.21900	7.44871	27.0174	5.59966	6.72400	7.61055	6.05916	42.87984	25.83483
1068.87329	1.00000	7.59945	2.58096	42.05082	9.30715	6.45908	9.63293	78.95693	71.67802	5.33978	29.21399	5.14407	6.94055	8.94964	8.91076	33.02487	72.74105
1126.98294	1.00000	6.92450	1.70706	1.67884	3.92027	7.93903	6.04059	4.25633	59.76898	11.03117	51.21187	7.42940	11.55924	8.13242		44.83950	60.27850
1191.27890	1.00000	7.61868	3.69776	-6.04193	4.59031	9.78300	6.94792	-79.62603	54.06836	9.54410	8.88988	5.15361	9.90228	7.78173	8.71013	41.72273	55.04351
1165.86503	0.00000	9.40403	12.82144	7.96725	6.28609	5.86155	5.99776	-120.45794	66.30620	4.61054	34.63915	7.14617	8.10761	7.15228	4.77765	55.82537	13.58578
1171.92642	1.00000	6.88737	1.96550	28.95562	7.97819	4.59047	7.82842	30.2049	69.21802	6.43999	55.1904	6.84173	9.17343	6.28498	10.20668	44.06196	36.05162
1195.65090	0.00000	7.13957	2.39633	18.65212	6.64132	6.34266	6.64228	16.86194	71.18241	4.99816	54.58048	8.74738	5.49701	7.03839	10.50550	58.79330	51.77883
1164.02294	1.00000	7.51025	3.05814	12.92320	9.51489	8.00079	7.61331	-80.31727	67.68680	6.18944	25.67927	7.41000	10.03103	7.49392	8.87236	35.34879	29.73977
1072.81074	1.00000	6.35884	1.93667	-3.45322	6.53303	9.34402	7.49781	-52.2	67.06841	9.90719	-28.44917	5.00752	7.97314	7.01017	9.37409	45.29302	39.87228
1183.62746	1.00000	6.85109	1.98777	16.65054	7.50589	8.37119	6.42996	117.59152	70.75101	7.36756	3.31332	8.64434	7.58475	7.54469	10.56170	46.79783	58.09617
1193.90779	0.00000	8.04250	4.07100	4.67840	7.54920	7.89739	6.54451	9.5586	37.21856	5.36085	54.52156	9.27868	9.03672	7.33082	6.27262	86.80089	43.12188
1183.34163	1.00000	8.53687	6.34142	17.74946	9.81715	5.34091	8.48233	21.32778	62.90165	5.94909	42	5.94532	10.04434	6.55255	9.26058	61.90169	61.32427
1076.64981	1.00000	6.46519	1.59775	8.73429	8.23478	6.39422	5.94989	139.55722	58.46824	7.38246	36	6.13382	10.76149	6.97995	10.21894	50.56910	40.92513
1114.36988	0.00000	8.06586	3.66730	24.53254	7.76410	7.94574	6.79624	-60.93173	59.71265	6.02799	-31.4488	8.09671	8.37613	8.31146	6.24988	52.62156	64.83723
1144.65441	1.00000	6.99687	2.87141	30.98081	5.87352	8.40792	5.67602	-77.70066	50.10796	11.72398	43.16547	4.44392	8.80836	6.68525	7.19362	57.46343	57.59881
1180.95591	0.00000	6.98057	1.92366	6.83336	7.55386	7.28544	5.99715	35.90057	64.70189	5.22376	56.85836	8.71389	9.40025	7.28921	4.99657	60.47189	65.71779
1169.66240	1.00000	7.35632	3.55773	-6.24604	7.79171	7.21386	5.08985	-80.38297	56.29386	10.27090	42.8334	5.83081	11.08603	8.96693	11.10815	38.23412	49.54272
1110.36722	0.00000	6.41061	1.91995	23.01031	7.80109	6.08669	8.37314	46.04833	40.08525	7.09939	51.40944	6.41303	5.56223	7.27332	12.17693	16.13354	26.06485
1086.20033	1.00000	9.22573	10.67631	0.95481	8.25683	7.31423	6.25787	-91.11667	58.46896	6.74414	14.93333	7.52044	10.78491	7.79574	12.15809	32.19713	35.25232
1061.53230	1.00000	9.27206	11.62631	13.15598	7.02784	7.79204	5.28046	32.6178	59.31101	7.66130	46.65581	6.95747	7.55942	8.50721	8.58217	39.36141	51.81786
1118.82814	0.00000	8.58133	6.09547	26.10707	10.09495	8.39987	8.53469	31.3237	64.40109	8.83514	52.4089	5.10699	8.52635	7.10444	9.52563	34.35570	57.05892
1163.57591	1.00000	7.97094	3.81371	21.00909	8.62384	7.54736	3.98513	73.66633	55.29704	6.98314	25.92493	6.60748	8.74554	8.13326	8.75655	38.07503	59.64873
1184.61035	1.00000	6.51271	2.07949	28.70565	5.49263	6.91144	6.13091	85.83636	61.82520	9.26687	25.66795	5.73612	8.52545	7.78928	8.29000	54.44965	71.36289
1162.57934	1.00000	9.08613	10.37385	24.41284	9.10184	6.46530	6.22480	-73.0515	52.00895	5.79935	41.55815	4.51165	7.23661	6.38631	7.10475	46.39106	31.08308
1101.22122	1.00000	9.21075	10.83247	17.90618	6.45342	6.30210	7.60604	32.88667	59.70579	4.42005	3.27833	8.13480	7.42623	6.24839	11.38532	28.62068	39.31249
1190.00008	0.00000	7.52151	3.22679	32.82989	10.02309	8.28227	5.33649	37.3825	70.56725	10.68009	37.05944	11.81473	9.47689	4.59828	8.94357	51.60168	64.22106
1090.53795	1.00000	6.58598	1.90731	21.70097	7.42770	6.82608	6.74675	-88.27205	59.90272	6.18393	44.27804	8.02008	10.85902	8.82935	12.78084	34.23630	45.98906
1104.03835	1.00000	7.37030	3.53894	-7.17364	9.43365	7.26668	8.20991	-6.03731	52.19524	6.38467	37.35813	5.68608	6.10370	5.74951	6.01652	62.34557	39.93766
1068.26785	0.00000	7.07836	3.05119	11.04304	6.00191	7.40340	6.53906	-67.33122	61.37042	6.29842	10.22677	5.65531	9.42122	9.99307	8.99579	47.78602	47.97866
1068.80552	1.00000	7.91685	4.21501	14.12526	7.22186	7.79920	7.84738	-48.29694	54.99253	9.37832	-20.87306	5.52590	8.47449	8.18624	9.57133	46.96487	43.48440
1125.96447	0.00000	7.51917	3.48869	13.50868	5.30225	8.75467	6.11828	77.40858	54.71108	5.22088	24.05979	6.98244	8.64244	7.94693	9.11209	57.80656	13.05440
1127.93155	1.00000	6.78333	1.88474	13.19821	4.02512	8.01566	4.19981	122.9666	66.27715	6.00289	10.7375	9.39925	9.14903	6.95787	9.07812	57.39261	59.32986
1069.94713	1.00000	6.85539	2.51992	22.60581	4.37187	7.13550	8.43829	116.10146	77.86450	8.91348	5.90702	5.50316	11.18205	8.51611	8.71865	51.92669	39.78584
1104.00247	0.00000	8.65061	5.85326	19.45795	10.48296	6.67697	2.96014	88.1453	57.64887	8.20346	22.4711	10.06362	7.97312	7.64034	7.14259	52.28139	39.23666
1143.95503	1.00000	7.17759	3.00013	9.87526	9.31572	7.27766	4.11154	110.71639	65.76584	6.41717	-7.54972	6.22728	9.25315	6.58717	8.70695	78.88173	30.45030
1127.94120	0.00000	7.75614	3.77845	24.88968	6.90200	7.79081	8.83155	43.2379	57.17841	3.62826	50.06	6.19308	7.64592	8.10891	5.88814	38.92001	32.06224
1115.87950	1.00000	7.07626	3.25067	23.20934	3.59800	8.19746	7.51869	-0.74934	55.52545	10.78468	51.62907	4.26878	9.75995	8.10153	7.04275	51.84569	64.07465
1077.71861	0.00000	8.60879	6.21296	24.59916	7.27812	7.33371	8.97545	65.93249	52.06188	8.29956	36.21544	9.54776	9.22793	7.14047	8.02266	39.59552	61.81026
1081.89479	1.00000	8.40349	5.67467	22.24972	7.66486	8.57849	6.12099	1.00288	56.49613	7.81663	49.28669	6.37315	8.00962	5.96649	9.86162	31.14747	40.40233
1159.67957	1.00000	6.34309	2.07373	23.06612	10.96082	5.94673	4.84841	-43.80139	66.06915	7.92799	-20.25333	7.47090	7.49516	6.64569	10.32628	52.00508	37.21901
1121.02100	1.00000	8.95802	8.83119	43.05696	5.97569	7.99050	8.34990	-6.03731	63.88972	10.13267	37.35813	4.17504	11.28857	8.40141	9.90823	49.24273	36.05492
1188.34536	0.00000	9.65646	15.87645	21.87877	11.18921	7.21284	5.32777	-81.79819	75.72951	8.18035	41.48199	8.54847	9.12958	9.36135	6.29904	48.64600	46.53603
1060.45001	1.00000	6.08035	1.71192	8.55728	7.58591	6.57378	4.86978	9.32241	56.22479	11.51628	44.31771	5.03818	12.23255	5.64327	10.98093	49.88138	39.98198
1123.03440	0.00000	6.90929	2.00426	22.83776	10.05681	7.75978	6.57809	-117.29198	47.60223	6.53667	33.03699	10.30928	9.02441	7.24468	7.58547	57.54163	30.04765
1080.35375	0.00000	8.06454	3.97222	16.97478	8.80129	8.77883	6.22066	-65.71875	58.43854	4.23615	-21.44345	7.52760	7.54008	5.56560	5.71193	48.56609	46.22713
1114.54452	1.00000	6.71636	1.85597	16.10764	9.60982	7.32017	7.81757	39.85331	64.84116	4.13891	57.30185	3.25269	7.39606	6.55717	7.43151	36.45295	42.05747
1142.08460	1.00000	6.20357	2.04244	4.88514	8.71910	7.52423	7.38386	76.0586	60.06336	5.78146	16.06213	5.80199	8.48708	8.27143	9.41355	68.14847	2.08942
1103.82239	0.00000	6.77314	2.61146	12.88062	6.47204	5.78753	6.61028	21.32778	62.33755	4.67033	42	5.99459	8.67774	5.63597	7.77252	44.32510	56.55406
1114.47843	0.00000	8.34838	5.47750	16.91997	5.68691	7.07548	7.78495	86.51499	50.65832	7.19688	23.1959	4.96712	10.62417	7.50921	8.28437	48.52011	40.42291
1194.46169	1.00000	7.63263	3.47417	9.18042	5.40848	7.45236	6.06932	38.07083	56.96430	10.25151	54.90083	4.13344	10.61120	10.09528	7.70945	35.35889	40.73208
1147.60305	0.00000	7.56640	3.69909	25.88043	9.05114	9.92674	8.70836	151.07986	63.90520	5.70442	-33.88096	9.63140	11.19326	7.28792	6.01752	67.26740	69.54152
1194.57904	0.00000	7.29057	2.66890	23.09702	9.53711	6.79303	7.85115	7.20769	72.85570	5.21460	50.80019	7.73789	11.42263	7.08611	3.99074	55.06987	60.99073
1087.70844	0.00000	8.75312	7.59558	23.02475	8.35896	8.67791	7.88729	-1.99421	66.32024	6.89632	51.35084	5.98018	7.81831	7.91829	10.50764	66.07307	17.90707
1098.60577	0.00000	5.51528	1.59174	19.58623	3.67422	7.62484	4.83646	144.09638	46.98957	6.87664	43.82634	6.48744	11.76768	8.62456	8.14648	43.85657	44.21898
1087.16909	1.00000	8.10165	5.27500	5.06365	6.43248	7.95125	5.73114	-52.51028	53.90584	9.46387	-28.81833	6.07168	8.59084	7.13647	8.89514	53.90191	46.28972
1060.24929	1.00000	8.20904	4.43176	27.18109	9.37965	7.56665	6.81990	-97.50417	60.89627	6.58614	25.87972	7.85261	11.64982	8.59208	10.44937	37.34344	58.12507
1095.45546	1.00000	9.40718	12.63774	16.75021	3.84064	6.14918	5.47319	99.1625	38.65524	10.61491	3.3285	6.71141	9.97051	7.12286	9.13963	46.69059	27.81084
1099.38412	1.00000	7.84508	3.90996	9.34141	7.07520	7.98571	3.61702	8.62118	44.95113	7.43542	45.44694	7.13801	9.19246	7.92555	9.33991	51.49680	41.03853
1085.26208	0.00000	6.43485	1.67721	14.55277	10.43266	5.56146	5.02734	35.34722	53.97721	7.13932	-23.85972	9.27135	10.64802	6.58092	4.77896	44.00895	33.57734
1167.99035	1.00000	7.11440	2.12359	14.94803	8.58295	8.37700	5.09530	3.16667	71.84279	5.51184	50.8	5.06167	8.58068	9.97888	7.53762	47.02527	46.95344
1088.34737	0.00000	4.87240	0.82644	30.12163	4.87382	10.04550	5.81624	48.87498	61.30953	6.09884	38.45598	6.19802	11.80213	7.31728	8.05483	37.13090	54.75037
1190.22983	1.00000	7.86181	4.27019	25.10818	9.39390	6.88961	6.80718	83.36889	46.15589	11.52207	26.76628	4.47680	7.67574	6.29088	9.27418	29.31715	55.14914
1094.36764	0.00000	7.50113	2.85868	22.01456	5.20538	7.51240	5.30354	-51.87389	31.09672	5.95967	-23.44361	6.95747	8.06062	8.33702	8.89277	68.77748	52.58300
1195.35304	1.00000	7.56477	3.81354	3.28959	9.74933	6.35878	7.96221	68.11759	50.25596	5.24794	26.9423	4.39278	9.06224	7.62660	8.09995	52.45217	38.24771
1061.66591	1.00000	8.55074	6.71024	28.00591	8.88600	5.80120	7.20419	-75.60804	72.29424	4.59237	39.96097	2.06736	6.35446	7.81143	7.00934	26.62567	47.19400
1060.79479	0.00000	7.85967	4.06515	21.25458	7.64882	7.61406	6.33895	114.51667	57.30916	5.81101	33.78333	6.84809	6.60658	7.62580	9.91141	41.64732	70.70965
1092.11428	1.00000	7.87023	4.40302	31.88569	6.56524	7.01951	7.04432	-79.59415	56.43221	8.70466	-2.13404	6.56903	6.40869	8.40830	8.60049	45.43180	50.00517
1086.15564	0.00000	6.88836	1.56899	15.28478	9.03061	7.07916	7.05517	-102.36764	62.96823	7.89750	31.84568	10.00389	8.54204	7.15991	8.36108	53.33711	44.16254
1130.68130	1.00000	8.53668	6.26358	11.55424	2.58313	6.78583	4.89313	-48.59278	60.63605	6.58009	-23.7975	6.78307	10.67599	6.37435	8.62846	41.96854	34.61832
1156.12025	0.00000	8.00506	4.44243	25.58396	8.93403	5.91923	7.89000	-102.36764	65.53961	3.00905	31.84568	7.04210	8.24086	6.90571	5.45575	55.36971	57.21648
1065.75813	1.00000	8.08696	4.67530	12.10378	7.94013	8.64296	7.29550	-25.66689	64.20990	5.03646	37.74615	3.78540	9.10947	6.04132	9.09312	48.29184	36.80773
1143.40365	0.00000	9.11616	9.26133	11.34781	6.14430	7.42233	6.28659	128.9889	41.26418	7.36832	37.1759	5.18685	8.67299	9.39888	10.71228	59.03453	43.29813
1052.15959	0.00000	7.27662	3.39335	27.55035	6.64017	7.48810	5.08037	1.6	66.90663	4.04369	43.11667	7.08302	6.60812	7.75604	5.25505	44.31487	34.25007
1103.35141	1.00000	7.25258	2.25729	-2.68463	8.37253	9.07629	7.11186	13.10984	56.99677	5.62433	51.30001	4.00138	7.54089	9.21740	7.48277	22.08098	56.77308
1084.45758	1.00000	6.24744	2.53173	22.69831	7.82797	6.22489	6.50421	32.88667	52.31140	8.10818	3.27833	7.33133	9.55654	5.95010	10.18631	44.47442	43.40566
1195.96428	1.00000	9.48457	13.43728	8.92612	9.37409	6.54845	6.06288	-1.48119	69.51194	5.20866	53.0233	6.41852	11.69966	8.48835	9.85880	72.13408	66.70985
1112.66358	1.00000	7.81418	2.83352	-0.00483	8.96561	6.92597	8.56065	7.973	54.43618	6.34255	51.168	6.46824	8.39060	7.15313	9.41452	53.98870	52.82756
1073.66818	0.00000	10.00171	22.17030	-10.83546	7.66980	8.18923	6.15517	-1.86343	46.05286	8.09369	38.10558	8.07165	6.83794	7.31747	9.90096	57.08175	46.62988
1070.82617	0.00000	5.76449	0.60951	17.53500	8.55772	4.84664	7.37850	9.02596	52.13515	6.26337	48.21644	5.90775	8.88247	6.39304	7.63107	42.56664	31.95374
1075.96981	1.00000	5.67958	1.31441	-6.50085	7.08513	6.27805	6.15919	16.4	34.21476	6.71551	48.25	8.90739	6.43340	8.28133	8.12617	16.44345	54.34176
1157.04417	1.00000	5.60985	1.05159	15.41161	8.21419	5.72861	5.86858	-47.53028	58.22194	9.99052	-22.45667	4.46081	7.75319	7.65743	7.98110	29.92987	57.45941
1173.78745	0.00000	9.02435	9.99250	3.51308	7.17735	6.95665	7.74198	140.73667	70.60548	6.30909	41.77583	5.72139	10.47483	8.28331	7.49018	49.17185	55.75813
1123.94193	1.00000	6.13910	1.47403	4.08892	7.59633	7.20724	8.23803	4.69889	56.00129	6.61619	50.56149	4.43359	4.75411	5.50485	6.88606	46.12112	36.26225
1121.49840	1.00000	6.47919	1.30074	26.01140	6.49523	7.80667	5.35633	16.86194	55.65562	7.35857	54.58048	5.31556	7.74038	8.85314	9.43663	44.02037	68.18027
1110.97315	1.00000	8.02083	3.14369	14.35207	9.43012	6.55384	6.63507	-111.99633	64.47601	6.36355	40.65995	7.33064	8.37431	7.58648	8.36429	64.29720	49.29595
1072.48103	1.00000	6.78943	2.42422	0.69755	9.30585	7.14282	6.31398	-120.00865	60.50182	5.55760	46.32374	3.78515	7.44161	7.06756	6.10947	40.82404	55.33618
1117.63762	1.00000	7.01136	2.95871	9.51120	6.68097	6.53308	7.41135	4.47124	61.10297	6.28025	51.95838	5.42008	8.19553	5.71181	9.96375	62.99663	58.90755
1152.07743	1.00000	6.95370	2.12468	-6.01372	8.60988	6.33635	5.31822	25.8191	57.88257	6.10079	53.5942	7.63676	11.25533	7.58291	11.19623	19.14292	37.97144
1180.48932	0.00000	7.19465	3.88373	12.60841	6.79928	6.68633	6.79487	129.96972	59.46621	2.18796	33.4425	6.51972	9.90132	8.32733	2.60843	60.38019	54.01461
1175.14116	1.00000	8.64146	7.19022	20.65753	8.92196	6.75929	6.01185	34.8732	79.51597	5.81886	32.05971	8.34811	8.76972	7.45526	5.62454	50.38421	39.78466
1148.20385	1.00000	7.44369	3.02800	23.75862	4.55682	7.49899	9.10549	71.21169	40.05393	9.62365	21.59983	3.89858	8.75511	7.28542	7.89825	31.41286	52.74584
1079.60947	1.00000	7.52666	2.80208	7.30296	6.79458	9.49987	6.73513	16.91667	70.44643	6.48704	-21.98333	5.97560	9.81777	7.40550	8.22688	36.11032	29.34886
1135.19593	0.00000	5.09703	0.89541	17.11716	10.10291	8.82389	6.47071	-85.43772	64.56455	8.31846	10.63504	10.49855	9.32378	8.06578	7.70884	35.99094	37.50668
1080.61691	1.00000	7.98243	4.10149	26.54309	5.31370	5.99457	6.42615	16.86194		9.74935	54.58048	5.23147	10.03079	8.32781	7.81254	53.42372	42.03656
