latitude	location	longitude	code	QoS	revision
20.28527	America/Mexico_City	-103.42897	MX	good	11/21/2014, 00:00:00
59.37722	Europe/Tallinn	28.19028	EE	average	23 Sep 2016
57.30185	Europe/Moscow	39.85331	RU	good	08/05/2014, 00:00:00
0.49113	Africa/Lubumbashi	29.47306	CD	excellent	2022-04-05
37.35813	Europe/Madrid	-6.03731	ES	good	09/01/2020, 00:00:00
48.90982	Europe/Paris	2.45012	FR	average	2020-12-25
32.5007	America/Chicago	-94.74049	US	excellent	24 May 2015
35.50056	Asia/Shanghai	117.63083	CN	average	2013-01-16
38.54491	America/Los_Angeles	-121.74052	US	average	27 May 2022
35.89972	Europe/Malta	14.51472	MT	building	02/26/2021, 00:00:00
46.1351	America/Glace_Bay	-60.1831	CA	excellent	09 Jul 2016
50.72043	Europe/Berlin	11.34046	DE	accep	2015/07/27
1.6561	Asia/Kuala_Lumpur	103.6032	MY	excellent	2020-04-05
55.8736	Asia/Novokuznetsk	85.4265	RU	accep	2021/02/10
29.69221	Asia/Karachi	72.54566	PK	average	29 Dec 2012
40.37528	Europe/Istanbul	28.88222	TR	excellent	2014-10-18
-7.54972	Asia/Jakarta	110.71639	ID	maintenance	03/02/2018, 00:00:00
34.15429	Africa/Algiers	3.50309	DZ	average	2018/11/20
32.9156	America/Los_Angeles	-117.14392	US	accep	2016/09/04
38.40917	Asia/Shanghai	112.73333	CN	excellent	2013-05-22
51.84819	Europe/London	1.26738	GB	good	2016-08-16
36.91023	America/Los_Angeles	-121.75689	US	excellent	2021-12-09
30.16688	America/Chicago	-96.39774	US	excellent	2016-06-11
17.94979	America/Mexico_City	-94.91386	MX	accep	2019/05/19
41.84364	America/Chicago	-87.71255	US	accep	2019/03/22
6.33444	Asia/Manila	124.95278	PH	good	05/06/2013, 00:00:00
29.38242	Asia/Karachi	70.91106	PK	good	2016/10/14
38.91817	America/New_York	-78.19444	US	average	2014-01-22
52.4089	Europe/Minsk	31.3237	BY	good	2017-04-12
22.4711	Asia/Kolkata	88.1453	IN	good	2016/05/27
38.96667	Europe/Madrid	-0.18333	ES	excellent	2020/12/12
37.19723	Asia/Shanghai	122.05228	CN	building	2022-08-08
52.53048	Europe/Berlin	13.29371	DE	maintenance	13 Jun 2015
42.4251	America/New_York	-71.06616	US	accep	2020/04/12
37.65181	Asia/Shanghai	120.33063	CN	average	2014-08-25
42.8334	America/Toronto	-80.38297	CA	accep	2017/07/01
32.54044	America/New_York	-82.90375	US	good	04 Sep 2016
-38.16604	Australia/Melbourne	145.13643	AU	good	18 Dec 2018
23.1959	Asia/Kolkata	86.51499	IN	excellent	2017-12-04
-33.88096	Australia/Sydney	151.07986	AU	accep	2016/10/10
32.5007	America/Chicago	-94.74049	US	average	10/11/2017, 00:00:00
39.45621	America/New_York	-77.96389	US	average	2014/09/16
38.58894	America/Chicago	-89.99038	US	excellent	11/01/2019, 00:00:00
42.64031	Asia/Shanghai	125.51176	CN	average	07/31/2013, 00:00:00
3.31332	Asia/Makassar	117.59152	ID	excellent	08 Jan 2020
49.5099	Europe/Berlin	6.74549	DE	building	03/07/2020, 00:00:00
4.96667	Africa/Douala	10.7	CM	accep	2014/12/09
-2.68333	Africa/Dar_es_Salaam	33	TZ	maintenance	08/14/2019, 00:00:00
41.57721	America/Chicago	-93.71133	US	excellent	26 Oct 2015
53.53041	Europe/Moscow	43.67663	RU	good	05/26/2013, 00:00:00
51.19139	Europe/Berlin	6.51352	DE	excellent	06/02/2014, 00:00:00
-23.44361	America/Sao_Paulo	-51.87389	BR	good	12/28/2019, 00:00:00
35.8	Asia/Tokyo	137.23333	JP	maintenance	23 Apr 2016
25.13915	Asia/Kolkata	73.06784	IN	accep	2018-07-05
33.95015	America/Los_Angeles	-118.03917	US	accep	2014-05-27
33.44872	America/Chicago	-86.78777	US	average	04/15/2019, 00:00:00
-19.72806	America/Sao_Paulo	-50.19556	BR	excellent	2021/04/21
6.45407	Africa/Lagos	3.39467	NG	average	06/22/2016, 00:00:00
0.51667	Asia/Jakarta	101.44167	ID	building	02/01/2019, 00:00:00
40.72371	America/New_York	-73.95097	US	accep	30 Jul 2018
24.81757	Asia/Kolkata	84.63445	IN	good	20 Jul 2013
34.09611	America/Los_Angeles	-118.10583	US	excellent	25 May 2015
42.30865	America/Detroit	-83.48216	US	maintenance	01/21/2013, 00:00:00
-23.7975	America/Sao_Paulo	-48.59278	BR	excellent	2022/06/11
53.94313	Europe/Berlin	10.30215	DE	good	12 Mar 2020
36.46917	Africa/Tunis	10.78222	TN	building	2019/10/17
40.60538	America/New_York	-73.75513	US	excellent	14 Jun 2022
14.8361	Asia/Manila	120.97844	PH	accep	2021-07-18
29.22254	Asia/Kolkata	79.5286	IN	average	09/03/2013, 00:00:00
-33.75881	Australia/Sydney	150.99292	AU	maintenance	03/15/2015, 00:00:00
50.72043	Europe/Berlin	11.34046	DE	excellent	17 May 2021
26.76628	Asia/Kolkata	83.36889	IN	accep	01/16/2022, 00:00:00
-25.54073	Australia/Brisbane	152.70493	AU	maintenance	27 Sep 2017
25.95533	Asia/Karachi	68.88871	PK	good	2016-12-25
3.27833	Africa/Kampala	32.88667	UG	accep	19 Sep 2021
-15.21194	America/Lima	-75.11028	PE	maintenance	2016-06-28
10.10649	Asia/Kolkata	76.35484	IN	average	2018/07/08
54.60528	Europe/Warsaw	18.34717	PL	building	2021-09-27
53.49389	Europe/London	-1.29243	GB	excellent	05/13/2020, 00:00:00
35.8	Asia/Tokyo	137.23333	JP	average	10/27/2020, 00:00:00
-14.66463	America/Cuiaba	-52.35558	BR	accep	06/01/2021, 00:00:00
36.61954	Africa/Algiers	4.08282	DZ	average	2019/08/19
31.84568	America/Chicago	-102.36764	US	average	2017-04-08
18.03496	America/Puerto_Rico	-66.8499	PR	building	2017/07/31
41.54566	America/New_York	-71.29144	US	average	06/15/2014, 00:00:00
39.32011	America/New_York	-76.51552	US	average	2021/05/19
52.21099	Europe/Berlin	7.02238	DE	maintenance	01/20/2014, 00:00:00
33.86419	Asia/Tehran	48.26258	IR	good	12 Mar 2018
37.31309	Europe/Istanbul	40.74357	TR	good	09 May 2015
34.15429	Africa/Algiers	3.50309	DZ	average	2015/01/29
38.68712	Europe/Madrid	-4.10734	ES	accep	2019-03-13
33.03699	America/Los_Angeles	-117.29198	US	average	2020-05-11
50.18545	Europe/Kiev	27.06365	UA	good	28 Jun 2014
45.43341	America/Toronto	-73.86586	CA	building	07/25/2022, 00:00:00
36.21544	Asia/Kabul	65.93249	AF	average	2019/07/24
9.6531	Asia/Manila	124.3697	PH	maintenance	2018-05-20
41.09246	Asia/Baku	45.36561	AZ	good	10/07/2016, 00:00:00
-34.64966	America/Argentina/Buenos_Aires	-58.38341	AR	maintenance	2014/01/27
42.55308	America/Chicago	-87.93341	US	building	24 Apr 2021
41.24264	Europe/Rome	16.50104	IT	excellent	2017/11/07
43.83125	Europe/Paris	5.03586	FR	excellent	2020/05/09
-17.83333	Indian/Antananarivo	48.41667	MG	average	2014-12-10
31.71667	Asia/Karachi	73.38333	PK	excellent	2015-10-17
42.50729	Europe/Andorra	1.53414	AD	accep	2016/10/30
12.35275	Asia/Manila	121.06761	PH	good	2019/05/19
48.8765	Europe/Paris	2.18967	FR	maintenance	30 Jan 2020
42.62833	Europe/Belgrade	20.89389	XK	building	15 Nov 2020
39.78504	America/Indiana/Indianapolis	-85.76942	US	good	2013/11/02
34.25807	America/Chicago	-88.70464	US	average	16 May 2020
25.13915	Asia/Kolkata	73.06784	IN	building	07/16/2013, 00:00:00
54.52156	Europe/Berlin	9.5586	DE	excellent	13 Feb 2015
41.92361	Europe/Skopje	20.91361	MK	accep	2021/07/30
45.49428	America/Los_Angeles	-122.86705	US	good	2014/01/12
55.39485	Europe/Moscow	43.83992	RU	building	2021/06/18
52.14	Europe/Amsterdam	5.58472	NL	excellent	2015/08/12
10.15031	America/Bogota	-73.9614	CO	good	28 Sep 2019
-7.60361	Africa/Dar_es_Salaam	37.00438	TZ	good	06/20/2015, 00:00:00
19.32889	America/Mexico_City	-99.32556	MX	average	2015/08/01
36.24624	Asia/Tokyo	139.07204	JP	maintenance	20 Jun 2017
35.20889	Asia/Shanghai	111.73861	CN	accep	01 Oct 2021
36.76775	Africa/Algiers	2.95924	DZ	average	2012/10/21
51.21667	Europe/Berlin	6.26667	DE	excellent	2016/07/19
-20.87306	America/Sao_Paulo	-48.29694	BR	accep	2017-01-20
30.46907	Asia/Karachi	70.96699	PK	good	2015/06/05
47.98372	Europe/Berlin	10.18527	DE	average	2013/12/15
41.0051	America/New_York	-73.78458	US	excellent	11 Feb 2019
43.71032	Europe/Paris	-1.05366	FR	accep	04/05/2021, 00:00:00
42.64685	Europe/Madrid	-5.55835	ES	building	2014/08/28
10.61285	Africa/Lagos	12.19458	NG	accep	2017/07/12
24.05979	Asia/Kolkata	77.40858	IN	excellent	30 Oct 2019
56.85836	Europe/Moscow	35.90057	RU	average	16 May 2021
25.67927	America/New_York	-80.31727	US	building	2018-10-27
8.79577	America/Bogota	-75.69947	CO	excellent	2017/08/15
14.62578	Asia/Manila	121.12251	PH	excellent	02/07/2021, 00:00:00
38.17492	America/Los_Angeles	-122.2608	US	maintenance	2017-11-28
48.52961	Europe/Berlin	12.16179	DE	excellent	2017/07/07
0.49113	Africa/Lubumbashi	29.47306	CD	building	28 Jan 2016
30.17746	America/New_York	-81.38758	US	excellent	2020/10/27
53.95278	Europe/Moscow	32.86389	RU	accep	12/28/2014, 00:00:00
50.88506	Europe/Brussels	4.07601	BE	good	01/12/2022, 00:00:00
51.65	Europe/London	-0.2	GB	average	2018/03/28
3.27833	Africa/Kampala	32.88667	UG	good	2020/01/21
39.78504	America/Indiana/Indianapolis	-85.76942	US	average	2016-05-02
7.83389	America/Bogota	-72.47417	CO	excellent	10/04/2020, 00:00:00
7.06273	Africa/Accra	-1.4001	GH	accep	2013/04/25
14.67751	America/Martinique	-60.94228	MQ	average	01/07/2016, 00:00:00
55.85	Europe/Moscow	37.56667	RU	good	2015-01-22
48.35693	Europe/Berlin	10.98461	DE	excellent	01/25/2021, 00:00:00
32.87533	Asia/Karachi	71.57118	PK	excellent	2013/08/17
45.9836	Europe/Rome	12.70038	IT	accep	15 Aug 2015
14.66	Asia/Manila	120.56528	PH	good	20 Nov 2014
-19.72806	America/Sao_Paulo	-50.19556	BR	excellent	2022-05-12
36.02506	America/Chicago	-86.77917	US	average	2017/04/18
40.57788	America/New_York	-73.95958	US	average	12/16/2012, 00:00:00
43.71032	Europe/Paris	-1.05366	FR	excellent	2015/08/22
53.14657	Asia/Vladivostok	140.72287	RU	maintenance	25 Dec 2019
5.4709	Asia/Kuala_Lumpur	100.24529	MY	accep	2016-12-20
34.63915	America/Los_Angeles	-120.45794	US	good	2017/11/27
41.57721	America/Chicago	-93.71133	US	accep	08/24/2021, 00:00:00
35.85	Asia/Shanghai	117.7	CN	excellent	08/03/2015, 00:00:00
51.65	Europe/London	-0.2	GB	good	10/01/2018, 00:00:00
30.81383	Asia/Kolkata	75.16878	IN	good	2019-08-16
39.59611	Europe/Istanbul	27.02444	TR	accep	29 Oct 2021
53.7446	Europe/London	-0.33525	GB	average	2017-10-18
55.25	Europe/Vilnius	24.75	LT	accep	2021-08-20
55.82737	Europe/London	-4.0573	GB	average	05/12/2014, 00:00:00
52.59319	Europe/Berlin	13.32127	DE	accep	2016/12/02
22.4711	Asia/Kolkata	88.1453	IN	average	04/12/2013, 00:00:00
-29.2975	America/Sao_Paulo	-51.50361	BR	average	2019/01/23
48.78232	Europe/Berlin	9.17702	DE	excellent	2021-08-10
-38.65333	Pacific/Auckland	178.00417	NZ	accep	10/20/2020, 00:00:00
48.77275	Europe/Paris	5.16108	FR	maintenance	2014/01/04
36.82167	Asia/Seoul	128.63083	KR	accep	2019/02/17
45.39402	Europe/Rome	9.29109	IT	excellent	18 Dec 2020
53.94313	Europe/Berlin	10.30215	DE	accep	2016/01/22
35.25064	America/Chicago	-91.73625	US	average	2021/03/15
3.3285	Asia/Jakarta	99.1625	ID	maintenance	10/11/2016, 00:00:00
11.12018	Asia/Kolkata	76.11996	IN	building	2021/06/11
35.61452	America/Chicago	-88.81395	US	accep	06 Nov 2013
32.35126	America/Chicago	-95.30106	US	maintenance	2014-02-01
45.79377	Europe/Rome	8.88104	IT	average	16 Jun 2020
40.64621	America/New_York	-73.97069	US	accep	10/13/2018, 00:00:00
32.5007	America/Chicago	-94.74049	US	maintenance	13 Aug 2013
37.73222	Asia/Shanghai	115.70111	CN	maintenance	2013-05-16
9.3337	Asia/Manila	122.8637	PH	good	10/10/2016, 00:00:00
43.1122	Europe/Rome	12.38878	IT	excellent	2017/11/27
-21.44345	America/La_Paz	-65.71875	BO	excellent	2013/07/12
-7.81667	Asia/Jakarta	112.01667	ID	excellent	2014/01/27
48.28259	Europe/Berlin	9.72749	DE	average	2017/09/11
38.68712	Europe/Madrid	-4.10734	ES	accep	2013/07/10
22.75218	Asia/Kolkata	72.68533	IN	average	2014-03-17
6.03333	Africa/Addis_Ababa	37.55	ET	accep	06/03/2019, 00:00:00
-15.675	America/Bahia	-38.94722	BR	excellent	09/27/2014, 00:00:00
40.55851	Europe/Rome	17.80774	IT	accep	2017-03-17
48.8765	Europe/Paris	2.18967	FR	building	04/17/2021, 00:00:00
40.87363	Europe/Rome	14.34085	IT	good	2019-01-13
39.57582	America/Denver	-105.11221	US	excellent	2018-12-03
13.73417	America/El_Salvador	-89.71472	SV	accep	2019-12-27
-20.25333	America/Sao_Paulo	-43.80139	BR	excellent	2016/01/11
19.30157	Asia/Kolkata	72.85107	IN	average	2014-05-02
27.76056	Atlantic/Canary	-15.58602	ES	building	06 Nov 2019
37.51803	Europe/Rome	15.00913	IT	excellent	2022-03-17
-20.87306	America/Sao_Paulo	-48.29694	BR	building	2020/03/09
45.43341	America/Toronto	-73.86586	CA	accep	06/07/2015, 00:00:00
51.30001	Europe/Berlin	13.10984	DE	good	2020-02-07
52.61131	Europe/Berlin	13.31783	DE	accep	2019/12/31
16.0438	Asia/Manila	120.4861	PH	good	16 Jun 2018
41.80753	America/Chicago	-87.65644	US	building	2020/03/11
52.09	Europe/Amsterdam	5.23333	NL	accep	2014-07-21
40.68066	America/New_York	-73.47429	US	good	01 Dec 2013
53.16167	Europe/Amsterdam	6.76111	NL	building	2018-06-09
37.31309	Europe/Istanbul	40.74357	TR	average	2018/11/22
50.9803	Europe/Berlin	11.32903	DE	accep	23 May 2013
38.45598	Asia/Baku	48.87498	AZ	excellent	2016/09/16
10.7375	Asia/Manila	122.9666	PH	excellent	2013-07-29
53.5942	Europe/Minsk	25.8191	BY	average	2013/08/15
15.5439	Asia/Kolkata	73.7553	IN	average	2019/04/26
46.08333	Asia/Shanghai	122.08333	CN	good	2017/03/13
41.55815	America/New_York	-73.0515	US	building	2018/03/15
54.90083	Europe/Moscow	38.07083	RU	building	2019/10/09
5.90702	Asia/Kuching	116.10146	MY	average	2018-10-19
36.06386	Africa/Algiers	4.62744	DZ	average	23 Jun 2021
30.46907	Asia/Karachi	70.96699	PK	excellent	2015/11/06
43.82634	Asia/Tokyo	144.09638	JP	accep	07/19/2017, 00:00:00
11.93381	Asia/Kolkata	79.82979	IN	accep	2018/12/10
53.19146	Europe/London	-2.52398	GB	average	2022/06/03
29.84576	America/Chicago	-90.10674	US	average	11/19/2019, 00:00:00
-28.24	America/Sao_Paulo	-48.67028	BR	good	2015-07-24
42.30865	America/Detroit	-83.48216	US	maintenance	2014-12-27
6.84019	Asia/Colombo	79.87116	LK	average	15 Jun 2020
46.75451	Europe/Kiev	33.34864	UA	good	2021/04/02
53.37596	Europe/Samara	51.3452	RU	good	2022/01/10
27.0174	Asia/Riyadh	49.62251	SA	excellent	2014/07/28
51.38673	Europe/London	0.30367	GB	excellent	04/22/2021, 00:00:00
36.08497	Africa/Tunis	9.37082	TN	accep	17 Aug 2021
14.53767	Asia/Aden	46.83187	YE	average	25 Apr 2019
4.02219	Asia/Kuala_Lumpur	101.02083	MY	maintenance	2019/11/07
40.2737	America/New_York	-76.88442	US	accep	2018/09/30
41.50343	America/New_York	-74.01042	US	good	10/18/2017, 00:00:00
-21.98333	Africa/Windhoek	16.91667	NA	excellent	2019/05/27
41.27621	America/New_York	-72.86843	US	accep	2013/07/18
53.93361	Europe/Moscow	37.92792	RU	accep	07/19/2015, 00:00:00
24.05979	Asia/Kolkata	77.40858	IN	good	06/09/2021, 00:00:00
13.44581	Asia/Bangkok	101.18445	TH	good	2017-07-30
50.06	Europe/Volgograd	43.2379	RU	good	01 Feb 2021
26.2649	Asia/Kolkata	81.54855	IN	excellent	04 Jan 2015
60.2052	Europe/Helsinki	24.6522	FI	maintenance	12/29/2012, 00:00:00
17.06542	America/Mexico_City	-96.72365	MX	maintenance	12 Dec 2020
37.65181	Asia/Shanghai	120.33063	CN	excellent	2021-09-14
51.38673	Europe/London	0.30367	GB	accep	2022/07/03
51.65	Europe/London	-0.2	GB	average	17 Apr 2013
41.72059	America/Chicago	-87.70172	US	good	2018/09/08
37.08819	Europe/Lisbon	-8.2503	PT	accep	05 Apr 2013
28.98002	Asia/Kolkata	77.70636	IN	average	20 Nov 2015
-4.5833	Africa/Kinshasa	15.16554	CD	maintenance	17 Aug 2014
26.67319	Africa/Cairo	31.4976	EG	excellent	2021-05-16
22.19303	Asia/Kolkata	88.18466	IN	average	06/07/2015, 00:00:00
40.65995	America/Denver	-111.99633	US	good	2020/08/03
8.62261	America/Caracas	-70.20749	VE	good	2017-03-19
22.88783	Asia/Kolkata	84.13864	IN	building	2021/09/17
37.58105	Europe/Istanbul	29.26639	TR	accep	2015-09-25
47.4943	America/Los_Angeles	-122.24092	US	maintenance	2017-01-15
10.58806	Asia/Kolkata	77.24779	IN	excellent	05 Oct 2020
44.43579	Europe/Bucharest	26.01649	RO	average	22 Jul 2020
60.02427	Europe/Moscow	30.28491	RU	excellent	2022-06-13
18.65297	America/Port-au-Prince	-72.09391	HT	building	09/27/2012, 00:00:00
-28.44917	America/Sao_Paulo	-52.2	BR	average	2015-12-23
