revision	latitude	station	QoS	longitude	location
01 Dec 2018	21.59983	Amreli	excellent	71.21169	Asia/Kolkata
2020-12-24	37.60876	Mechanicsville	excellent	-77.37331	America/New_York
07/22/2022, 00:00:00	22.83957	Manikchari	accep	91.84128	Asia/Dhaka
01/16/2015, 00:00:00	31.78336	East Jerusalem	excellent	35.23388	Asia/Hebron
15 Jun 2018	42.64685	Villaquilambre	accep	-5.55835	Europe/Madrid
05 Apr 2018	50.75767	Lymington	excellent	-1.5443	Europe/London
16 Feb 2016	51.64316	Bushey	excellent	-0.36053	Europe/London
14 Jun 2015	8.62261	Barinas	accep	-70.20749	America/Caracas
01/14/2021, 00:00:00	-7.76667	Iringa	excellent	35.7	Africa/Dar_es_Salaam
2017/03/09	34.61667	Yao	maitennce	135.6	Asia/Tokyo
2019-06-14	26.68451	Belle Glade	accep	-80.66756	America/New_York
23 Nov 2020	48.28259	Ehingen	good	9.72749	Europe/Berlin
2018/10/04	51.47805	Oberhausen	accep	6.8625	Europe/Berlin
2021/04/24	53.37596	Otradnyy	average	51.3452	Europe/Samara
03/24/2013, 00:00:00	4.96667	Tonga	average	10.7	Africa/Douala
07/30/2018, 00:00:00	52.41667	Thetford	maitennce	0.75	Europe/London
04/14/2014, 00:00:00	-7.81667	Kediri	accep	112.01667	Asia/Jakarta
2014-10-08	10.7375	Talisay	good	122.9666	Asia/Manila
06 Jul 2022	48.21644	Albstadt	good	9.02596	Europe/Berlin
2017/01/04	25.13915	Sheoganj	good	73.06784	Asia/Kolkata
07/18/2020, 00:00:00	53.16167	Hoogezand	building	6.76111	Europe/Amsterdam
07/17/2019, 00:00:00	54.39304	Bavly	good	53.26023	Europe/Moscow
27 Nov 2017	42.8139	Segundo Ensanche	good	-1.64295	Europe/Madrid
08/18/2018, 00:00:00	47.05	Sankt Peter	maintenance	15.46667	Europe/Vienna
02/13/2022, 00:00:00	6.9909	Hendala	accep	79.883	Asia/Colombo
2017-08-29	-25.42778	Curitiba	accep	-49.27306	America/Sao_Paulo
2013/02/18	38.70734	Fort Washington	building	-77.02303	America/New_York
27 Nov 2013	10.63504	Liberia	excellent	-85.43772	America/Costa_Rica
02 Feb 2013	-8.05389	Recife	accep	-34.88111	America/Recife
08/07/2018, 00:00:00	13.51825	Damnoen Saduak	maintenance	99.95469	Asia/Bangkok
21 Jul 2019	50.80904	Marburg an der Lahn	average	8.77069	Europe/Berlin
2019-09-22	17.06542	Oaxaca	average	-96.72365	America/Mexico_City
2014-01-23	-19.7625	Esmeraldas	accep	-44.31389	America/Sao_Paulo
07/19/2016, 00:00:00	20.74122	Santa Rosa Jauregui	good	-100.44843	America/Mexico_City
18 Sep 2020	23.9028	Kushtia	good	89.11943	Asia/Dhaka
2013-11-20	41.8542	Lower West Side	accep	-87.66561	America/Chicago
2022-03-26	48.07667	Trossingen	good	8.64409	Europe/Berlin
09/20/2019, 00:00:00	-20.88231	Saint-Denis	accep	55.4504	Indian/Reunion
08/12/2013, 00:00:00	48.8765	Rueil-Malmaison	average	2.18967	Europe/Paris
14 Jan 2022	-27.4338	Aguilares	excellent	-65.61427	America/Argentina/Tucuman
2014-09-11	16.455	La Trinidad	average	120.5875	Asia/Manila
2018-12-21	60.97944	Izluchinsk	building	76.92421	Asia/Yekaterinburg
2020/05/17	27.92333	Pucheng	accep	118.53333	Asia/Shanghai
2022/07/08	45.9836	Cordenons	maintenance	12.70038	Europe/Rome
18 Dec 2017	-8.66667	Catende	good	-35.71667	America/Recife
04/06/2019, 00:00:00	41.94175	Hushitai	good	123.50266	Asia/Shanghai
2018-09-09	27.92333	Pucheng	accep	118.53333	Asia/Shanghai
2015-06-19	-34.28853	Griffith	excellent	146.05093	Australia/Sydney
01/20/2014, 00:00:00	48.77275	Bar-le-Duc	good	5.16108	Europe/Paris
28 Jul 2018	25.75728	Deoli	excellent	75.37991	Asia/Kolkata
2014/03/12	48.21644	Albstadt	building	9.02596	Europe/Berlin
03/25/2019, 00:00:00	43.35071	Gudermes	maitennce	46.10925	Europe/Moscow
2019-09-16	49.68369	Bensheim	average	8.61839	Europe/Berlin
2012/10/03	33.41012	Greenville	building	-91.06177	America/Chicago
2017-05-21	43.50891	Split	average	16.43915	Europe/Zagreb
23 May 2020	49.41029	Svatove	accep	38.15035	Europe/Zaporozhye
2014/01/24	34.09611	San Gabriel	good	-118.10583	America/Los_Angeles
06/18/2015, 00:00:00	33.4425	Karatsu	maintenance	129.96972	Asia/Tokyo
2016/09/13	23.9028	Kushtia	maintenance	89.11943	Asia/Dhaka
2018-04-21	23.04419	Jaruco	building	-82.00919	America/Havana
2018-09-02	-8.28333	Cabo	average	-35.03333	America/Recife
06/16/2014, 00:00:00	33.78333	Wacheng	building	114.51667	Asia/Shanghai
2016/03/21	28.15112	Lutz	good	-82.46148	America/New_York
2020/11/15	49.03685	Bretten	good	8.70745	Europe/Berlin
03/06/2013, 00:00:00	19.32932	Contla	excellent	-98.1664	America/Mexico_City
2020-12-31	10.7375	Talisay	excellent	122.9666	Asia/Manila
10 Feb 2014	39.32011	Rosedale	accep	-76.51552	America/New_York
2018/03/05	-21.15	Ikalamavony	average	46.58333	Indian/Antananarivo
03/29/2013, 00:00:00	34.4833	Toba	acceptable	136.84186	Asia/Tokyo
2013-04-05	51.168	Finnentrop	average	7.973	Europe/Berlin
24 Dec 2012	-36.9256	Chiguayante	accep	-73.02841	America/Santiago
2021/11/18	36.02506	Brentwood Estates	good	-86.77917	America/Chicago
2013-12-15	43.2907	Marseille 11	building	5.4384	Europe/Paris
06/04/2018, 00:00:00	22.83957	Manikchari	good	91.84128	Asia/Dhaka
2022-08-06	35.50056	Pingyi	building	117.63083	Asia/Shanghai
07 Oct 2020	37.65639	Goyang-si	accep	126.835	Asia/Seoul
30 Dec 2013	11.85	Debre Tabor	maintenance	38.01667	Africa/Addis_Ababa
06 Dec 2013	-23.44361	Sarandi	good	-51.87389	America/Sao_Paulo
05/14/2015, 00:00:00	-17.74431	Caldas Novas	good	-48.62789	America/Sao_Paulo
11/28/2016, 00:00:00	11.12018	Manjeri	accep	76.11996	Asia/Kolkata
2019-12-06	47.83333	Shalqar	maintenance	59.6	Asia/Aqtobe
22 Jan 2020	14.66	Pilar	good	120.56528	Asia/Manila
2021-01-16	34.8825	Sinhyeon	accep	128.62667	Asia/Seoul
2021-10-18	48.90472	La Garenne-Colombes	average	2.2469	Europe/Paris
2021/02/08	39.45621	Martinsburg	building	-77.96389	America/New_York
05/17/2017, 00:00:00	34.25	Iwade	building	135.31667	Asia/Tokyo
2014-06-27	45.78071	Portogruaro	average	12.84052	Europe/Rome
04 Aug 2014	52.41667	Thetford	average	0.75	Europe/London
2017-02-28	22.37066	Tsuen Wan	average	114.10479	Asia/Hong_Kong
12 Nov 2016	48.07667	Trossingen	excellent	8.64409	Europe/Berlin
11/30/2020, 00:00:00	37.08819	Albufeira	good	-8.2503	Europe/Lisbon
2021/10/08	40.87329	Somma Vesuviana	accep	14.43865	Europe/Rome
01 Sep 2022	23.0072	Boyeros	excellent	-82.4017	America/Havana
2017/04/02	17.94979	Acayucan	good	-94.91386	America/Mexico_City
19 Jul 2013	-21.205	Itaperuna	average	-41.88778	America/Sao_Paulo
12/01/2018, 00:00:00	58.04254	Tavda	good	65.27258	Asia/Yekaterinburg
2014/11/10	51.65	Barnet	good	-0.2	Europe/London
2017/03/14	45.75279	Boli	good	130.57211	Asia/Shanghai
2013-02-09	33.45122	Hueytown	average	-86.99666	America/Chicago
07 Oct 2013	-6.25	Mvomero	excellent	38.66667	Africa/Dar_es_Salaam
10/31/2018, 00:00:00	37.51803	Misterbianco	building	15.00913	Europe/Rome
2018/12/22	37.65639	Goyang-si	accep	126.835	Asia/Seoul
05/27/2014, 00:00:00	40.64621	Kensington	good	-73.97069	America/New_York
31 Dec 2014	53.14657	Nikolayevsk-on-Amure	excellent	140.72287	Asia/Vladivostok
04/19/2014, 00:00:00	46.67535	Lons-le-Saunier	building	5.55575	Europe/Paris
13 Aug 2018	40.98894	Yakuplu	average	28.67582	Europe/Istanbul
2017-04-02	21.46527	Sambalpur	accep	83.97573	Asia/Kolkata
08 May 2014	41.84364	South Lawndale	excellent	-87.71255	America/Chicago
14 Mar 2013	13.8196	Nakhon Pathom	average	100.04427	Asia/Bangkok
2017/04/12	44.97639	Sremska Mitrovica	average	19.61222	Europe/Belgrade
20 Apr 2017	12.35275	San Jose	excellent	121.06761	Asia/Manila
2021/11/17	44.27804	Kaukauna	maintenance	-88.27205	America/Chicago
27 Aug 2018	53.78333	Selby	average	-1.06667	Europe/London
2017/02/12	50.18545	Shepetivka	good	27.06365	Europe/Kiev
12/22/2021, 00:00:00	33.14447	Darreh Shahr	average	47.3799	Asia/Tehran
2016/09/26	39.43534	Lebanon	good	-84.20299	America/New_York
2016/11/12	55.54028	Sharypovo	good	89.20083	Asia/Krasnoyarsk
03/29/2018, 00:00:00	39.78504	Greenfield	accep	-85.76942	America/Indiana/Indianapolis
2022-06-04	25.92127	Madhipura	excellent	86.79271	Asia/Kolkata
2020-01-12	15.73628	Gajendragarh	average	75.96976	Asia/Kolkata
04/08/2014, 00:00:00	40.78206	Andijon	average	72.34424	Asia/Tashkent
2022/09/11	41.27194	Liaoyang	good	123.17306	Asia/Shanghai
05/18/2016, 00:00:00	37.60876	Mechanicsville	good	-77.37331	America/New_York
05/14/2020, 00:00:00	-34.64966	Barracas	accep	-58.38341	America/Argentina/Buenos_Aires
01/12/2016, 00:00:00	21.46527	Sambalpur	average	83.97573	Asia/Kolkata
05 Feb 2019	36.6009	Hongseong	accep	126.665	Asia/Seoul
2015/02/14	53.53041	Nizhniy Lomov	excellent	43.67663	Europe/Moscow
2015/01/21	39.46667	Yamada	good	141.95	Asia/Tokyo
2020-11-06	42.58342	Fitchburg	excellent	-71.8023	America/New_York
2014/03/31	53.69786	Leyland	building	-2.68758	Europe/London
2015/09/11	36.76639	Boumerdas	good	3.47717	Africa/Algiers
2017-01-05	36.6009	Hongseong	excellent	126.665	Asia/Seoul
2016/03/27	15.58552	Bua Yai	maintenance	102.42587	Asia/Bangkok
2020-09-13	-7.76667	Iringa	good	35.7	Africa/Dar_es_Salaam
11/22/2019, 00:00:00	41.54566	Middletown	average	-71.29144	America/New_York
2013/02/06	34.21639	Camarillo	good	-119.0376	America/Los_Angeles
2022/08/30	26.91756	Punta Gorda Isles	accep	-82.07842	America/New_York
10/27/2020, 00:00:00	45.44694	Novara	average	8.62118	Europe/Rome
2013-07-07	47.46657	Zaysan	excellent	84.87144	Asia/Almaty
01/27/2013, 00:00:00	9.6531	Jagna	average	124.3697	Asia/Manila
08/15/2016, 00:00:00	-11.48472	Rio Real	good	-37.93278	America/Bahia
09/22/2013, 00:00:00	48.49144	Reutlingen	good	9.20427	Europe/Berlin
26 Sep 2014	40.2737	Harrisburg	excellent	-76.88442	America/New_York
01/09/2014, 00:00:00	41.85059	Westchester	excellent	-87.882	America/Chicago
13 Jan 2018	35.72917	Msaken	good	10.58082	Africa/Tunis
01 Feb 2021	25.80565	Bhit Shah	excellent	68.49143	Asia/Karachi
24 Jan 2014	41.20485	Paredes	excellent	-8.33147	Europe/Lisbon
03/19/2016, 00:00:00	35.85	Dongdu	building	117.7	Asia/Shanghai
2016-01-18	43.11667	Pamiers	average	1.6	Europe/Paris
10 Dec 2021	6.25947	Tak Bai	good	102.05461	Asia/Bangkok
2021/05/22	42.7392	Waverly	building	-84.62081	America/Detroit
2015/01/13	45.51667	Vienne	accep	4.86667	Europe/Paris
2015-07-08	33.37526	Rajaori	building	74.3092	Asia/Kolkata
2019-12-05	40.56754	Pekin	excellent	-89.64066	America/Chicago
2019-06-06	42.67164	Roseto degli Abruzzi	average	14.01481	Europe/Rome
21 May 2014	56.56317	Arbroath	good	-2.58736	Europe/London
2018-07-27	-23.85972	Maxixe	excellent	35.34722	Africa/Maputo
2021/12/16	44.92801	Valence	accep	4.8951	Europe/Paris
2021-05-12	18.57677	Croix-des-Bouquets	accep	-72.22625	America/Port-au-Prince
2019-06-27	36.6009	Hongseong	building	126.665	Asia/Seoul
15 Dec 2013	39.78504	Greenfield	excellent	-85.76942	America/Indiana/Indianapolis
11/19/2013, 00:00:00	48.46458	Pfullingen	building	9.22796	Europe/Berlin
12 Feb 2020	29.53885	Fresno	good	-95.44744	America/Chicago
2017-05-21	38.91817	Front Royal	excellent	-78.19444	America/New_York
2014/02/04	50.75767	Lymington	maintenance	-1.5443	Europe/London
20 Sep 2022	20.74122	Santa Rosa Jauregui	maintenance	-100.44843	America/Mexico_City
2017-12-02	48	Quimper	building	-4.1	Europe/Paris
02/25/2022, 00:00:00	-19.65	Antanifotsy	average	47.31667	Indian/Antananarivo
06/27/2019, 00:00:00	32.54278	Danjiangkou	maintenance	111.50861	Asia/Shanghai
2014-08-01	8.48714	Freetown	excellent	-13.2356	Africa/Freetown
2012-11-24	36.72544	Thenia	accep	3.55665	Africa/Algiers
14 Feb 2018	52.26083	Losser	excellent	7.00417	Europe/Amsterdam
01 Sep 2019	-23.85972	Maxixe	good	35.34722	Africa/Maputo
2021-03-31	-34.64966	Barracas	maintenance	-58.38341	America/Argentina/Buenos_Aires
2022-04-21	41.14676	New Canaan	maintenance	-73.49484	America/New_York
2019/06/27	54.60528	Reda	average	18.34717	Europe/Warsaw
02 Dec 2019	53.53395	Zhukovka	accep	33.72798	Europe/Moscow
2022/01/16	-14.66463	Nova Xavantina	accep	-52.35558	America/Cuiaba
2017-12-25	52.57583	Hardenberg	excellent	6.61944	Europe/Amsterdam
05/10/2014, 00:00:00	33.95015	South Whittier	average	-118.03917	America/Los_Angeles
2015-10-03	41.09822	Nanpiao	excellent	120.74792	Asia/Shanghai
2016/08/17	9.89206	Baki	building	43.38531	Africa/Mogadishu
22 Dec 2016	39.33427	Middle River	accep	-76.43941	America/New_York
11 Aug 2018	24.96334	Ghat	excellent	10.18003	Africa/Tripoli
20 May 2018	39.08367	Covington	excellent	-84.50855	America/New_York
2018/07/31	9.6531	Jagna	average	124.3697	Asia/Manila
01/03/2017, 00:00:00	45.69558	Saint-Genis-Laval	maintenance	4.7934	Europe/Paris
11/18/2016, 00:00:00	18.42745	Aguadilla	maintenance	-67.15407	America/Puerto_Rico
2014-11-04	35.64889	Sishui	building	117.27583	Asia/Shanghai
2021-03-31	12.95629	Robertsonpet	good	78.27539	Asia/Kolkata
2019/03/25	26.11527	Supaul	excellent	86.59509	Asia/Kolkata
08/07/2019, 00:00:00	58.04254	Tavda	good	65.27258	Asia/Yekaterinburg
08/28/2013, 00:00:00	53.49389	Mexborough	good	-1.29243	Europe/London
11/02/2017, 00:00:00	51.21667	Schwalmtal	maintenance	6.26667	Europe/Berlin
05/13/2013, 00:00:00	58.1908	Danilov	excellent	40.17171	Europe/Moscow
2021-04-20	40.49748	Hrazdan	excellent	44.7662	Asia/Yerevan
2014/09/15	-20.88231	Saint-Denis	average	55.4504	Indian/Reunion
2022-06-25	48.35149	Hechingen	accep	8.96317	Europe/Berlin
2016-06-22	42.8139	Segundo Ensanche	average	-1.64295	Europe/Madrid
2016/02/19	51.44889	Tongelre	excellent	5.51978	Europe/Amsterdam
10 Feb 2013	37.74615	Ponta Delgada	accep	-25.66689	Atlantic/Azores
19 Jun 2020	40.1675	Sungurlu	average	34.37389	Europe/Istanbul
2021-08-01	13.56667	Farafenni	average	-15.6	Africa/Banjul
2015-10-11	12.18441	Mongo	excellent	18.69303	Africa/Ndjamena
08/10/2017, 00:00:00	44.43579	Sector 6	good	26.01649	Europe/Bucharest
04/13/2022, 00:00:00	30.75545	Ajdabiya	maitennce	20.22625	Africa/Tripoli
03 Mar 2013	57.14369	Aberdeen	good	-2.09814	Europe/London
10/10/2014, 00:00:00	-1.9487	Rwamagana	excellent	30.4347	Africa/Kigali
07 Nov 2013	-22.45667	Santa Gertrudes	excellent	-47.53028	America/Sao_Paulo
11/12/2014, 00:00:00	-8.76194	Porto Velho	accep	-63.90389	America/Porto_Velho
2020/01/13	34.63915	Lompoc	excellent	-120.45794	America/Los_Angeles
19 May 2019	51.88333	Verl	accep	8.51667	Europe/Berlin
2016-10-24	-21.42917	Alfenas	average	-45.94722	America/Sao_Paulo
06/22/2022, 00:00:00	48.46458	Pfullingen	maintenance	9.22796	Europe/Berlin
09/05/2016, 00:00:00	1.6	Ulu Tiram	maintenance	103.81667	Asia/Kuala_Lumpur
2016-05-20	29.21399	Kashipur	maintenance	78.95693	Asia/Kolkata
01/19/2015, 00:00:00	37.49073	Baza	good	-2.77259	Europe/Madrid
03/04/2016, 00:00:00	38.06084	Hutchinson	maintenance	-97.92977	America/Chicago
04/09/2013, 00:00:00	36.20829	Pahrump	good	-115.98391	America/Los_Angeles
2014/05/31	38.06084	Hutchinson	average	-97.92977	America/Chicago
07 Nov 2018	37.05944	Gaziantep	maintenance	37.3825	Europe/Istanbul
14 Mar 2015	51.12794	Temse	average	4.21372	Europe/Brussels
2014/11/29	58.7002	Kachkanar	building	59.4839	Asia/Yekaterinburg
2019/06/10	-31.95224	Perth	average	115.8614	Australia/Perth
18 Jul 2015	52.4581	Dahlem	accep	13.28702	Europe/Berlin
05 Jan 2016	32.52515	Shreveport	good	-93.75018	America/Chicago
04/06/2018, 00:00:00	56.9083	Beryozovsky	good	60.8019	Asia/Yekaterinburg
2014/08/01	55.82885	Rutherglen	accep	-4.21376	Europe/London
11 May 2019	47.38093	Kent	excellent	-122.23484	America/Los_Angeles
2014-02-05	0.51667	Pekanbaru	maintenance	101.44167	Asia/Jakarta
11/24/2013, 00:00:00	35.21222	Ksar Chellala	good	2.31889	Africa/Algiers
29 May 2022	-7.76667	Iringa	maintenance	35.7	Africa/Dar_es_Salaam
2016/10/17	42.52787	Peabody	good	-70.92866	America/New_York
09/12/2020, 00:00:00	51.03427	Houthalen	good	5.37429	Europe/Brussels
2018-06-22	57.14369	Aberdeen	building	-2.09814	Europe/London
04/05/2016, 00:00:00	37.49073	Baza	good	-2.77259	Europe/Madrid
2022-01-20	45.53069	Gorgonzola	average	9.40531	Europe/Rome
03/21/2020, 00:00:00	50.74497	Mouscron	average	3.20639	Europe/Brussels
2014-06-28	26.11527	Supaul	building	86.59509	Asia/Kolkata
2016/08/22	34.86472	Zaozhuang	average	117.55417	Asia/Shanghai
18 Nov 2014	-11.94306	Chosica	accep	-76.70944	America/Lima
2016/03/21	36.81667	Zhoucun	good	117.81667	Asia/Shanghai
2013-05-21	40.87329	Somma Vesuviana	building	14.43865	Europe/Rome
2022-04-11	34.31	Jerada	excellent	-2.16	Africa/Casablanca
2021-02-26	48.78232	Stuttgart	excellent	9.17702	Europe/Berlin
15 Dec 2017	31.64615	Changshu City	average	120.74221	Asia/Shanghai
02/27/2014, 00:00:00	41.27194	Liaoyang	maintenance	123.17306	Asia/Shanghai
2013-02-07	58.1908	Danilov	excellent	40.17171	Europe/Moscow
2017-04-22	12.25282	Gingee	average	79.41727	Asia/Kolkata
2020/05/31	51.82721	Ulan-Ude	average	107.60627	Asia/Irkutsk
01/17/2020, 00:00:00	52.47774	Gifhorn	accep	10.5511	Europe/Berlin
2013/04/07	43.78956	Ventimiglia	building	7.60872	Europe/Rome
2018/02/17	-7.81667	Kediri	accep	112.01667	Asia/Jakarta
31 Mar 2015	-5.41667	Chanika	accep	38.01667	Africa/Dar_es_Salaam
04/10/2022, 00:00:00	23.29549	Licheng	good	113.82465	Asia/Shanghai
08/02/2015, 00:00:00	5.6561	Andes	good	-75.87877	America/Bogota
2014/01/07	-30.60106	Ovalle	maintenance	-71.19901	America/Santiago
2016-02-19	56.11281	Ishim	average	69.49015	Asia/Yekaterinburg
10/07/2020, 00:00:00	34.56861	Beidao	excellent	105.89333	Asia/Shanghai
24 Oct 2021	41.57439	Smolyan	accep	24.71204	Europe/Sofia
25 Feb 2016	48.98693	Gonesse	good	2.44892	Europe/Paris
2014-08-13	30.46907	Kot Addu	accep	70.96699	Asia/Karachi
2014/04/09	14.93333	Chichicastenango	accep	-91.11667	America/Guatemala
2022/02/18	-37.88333	Carnegie	accep	145.06667	Australia/Melbourne
2013-08-16	-25.54073	Maryborough	average	152.70493	Australia/Brisbane
15 Jul 2019	13.73417	Sonzacate	excellent	-89.71472	America/El_Salvador
10/29/2021, 00:00:00	36.6009	Hongseong	building	126.665	Asia/Seoul
2017/09/01	-12.91667	Muritiba	good	-39.25	America/Bahia
22 May 2017	28.98002	Meerut	maintenance	77.70636	Asia/Kolkata
2019/10/12	44.22639	Negotin	building	22.53083	Europe/Belgrade
07/28/2020, 00:00:00	45.44868	Pointe-Claire	building	-73.81669	America/Toronto
2019-08-12	-19.72806	Iturama	good	-50.19556	America/Sao_Paulo
21 Sep 2022	41.0051	Scarsdale	excellent	-73.78458	America/New_York
17 Nov 2019	12.74482	Argungu	building	4.52514	Africa/Lagos
2014/08/30	23.1959	Kenda	maintenance	86.51499	Asia/Kolkata
05 Oct 2012	45.50369	Montecchio Maggiore-Alte Ceccato	building	11.412	Europe/Rome
20 Jul 2016	54.8421	Alatyr’	average	46.5813	Europe/Moscow
27 Jul 2020	50.80019	Siegburg	average	7.20769	Europe/Berlin
2018-01-20	32.55531	Chamba	building	76.12647	Asia/Kolkata
2013/01/09	40.11583	Jizzax	average	67.84222	Asia/Samarkand
17 Aug 2014	54.8421	Alatyr’	good	46.5813	Europe/Moscow
2018/09/01	6.45407	Lagos	good	3.39467	Africa/Lagos
2018/06/10	16.06213	Hungund	average	76.0586	Asia/Kolkata
12 Mar 2021	53.19146	Winsford	average	-2.52398	Europe/London
26 Apr 2022	38.06084	Hutchinson	excellent	-97.92977	America/Chicago
2015-08-24	-33.59217	San Bernardo	average	-70.6996	America/Santiago
2021-12-14	-10.91722	Lagarto	average	-37.65	America/Maceio
05/16/2022, 00:00:00	54.84444	Kashira	average	38.16694	Europe/Moscow
05/01/2013, 00:00:00	32.42067	Carlsbad	accep	-104.22884	America/Denver
22 Dec 2021	52.47774	Gifhorn	good	10.5511	Europe/Berlin
30 Jul 2013	24.41288	Aklera	average	76.56719	Asia/Kolkata
08/11/2020, 00:00:00	48.49144	Reutlingen	accep	9.20427	Europe/Berlin
04/22/2022, 00:00:00	22.10194	Barbil	accep	85.37752	Asia/Kolkata
12/07/2019, 00:00:00	50.23271	Karlovy Vary	accep	12.87117	Europe/Prague
2020/01/16	6.46838	Socorro	good	-73.26022	America/Bogota
07 Feb 2015	50.82882	Lancing	accep	-0.32247	Europe/London
21 Jun 2015	53.51684	Sherwood Park	maintenance	-113.3187	America/Edmonton
11 Mar 2019	41.72059	Evergreen Park	good	-87.70172	America/Chicago
06/20/2020, 00:00:00	48.98693	Gonesse	maintenance	2.44892	Europe/Paris
2016/10/18	33.92866	Temara	excellent	-6.90656	Africa/Casablanca
2014/04/15	54.8421	Alatyr’	average	46.5813	Europe/Moscow
2014/04/30	-22.57306	Artur Nogueira	excellent	-47.1725	America/Sao_Paulo
30 Mar 2017	34.65918	Yanliang	good	109.22921	Asia/Shanghai
2020/12/09	51.955	Culemborg	maintenance	5.22778	Europe/Amsterdam
2020/06/21	48.86667	Marly-le-Roi	good	2.08333	Europe/Paris
27 Feb 2022	-31.4488	Esperanza	excellent	-60.93173	America/Argentina/Cordoba
2015-06-06	17.34769	Lal Bahadur Nagar	excellent	78.55757	Asia/Kolkata
2012-12-18	50.56149	Gembloux	accep	4.69889	Europe/Brussels
08/14/2018, 00:00:00	53.0233	Belper	excellent	-1.48119	Europe/London
2014-02-10	52.4581	Dahlem	accep	13.28702	Europe/Berlin
02/02/2020, 00:00:00	35.88264	Thomasville	average	-80.08199	America/New_York
11 Jul 2022	35.815	Shimotoda	average	139.6853	Asia/Tokyo
2022/05/24	6.8485	Shagamu	excellent	3.64633	Africa/Lagos
2012-10-21	8.56697	Dipolog	average	123.33471	Asia/Manila
16 Apr 2019	-10.91111	Aracaju	good	-37.07167	America/Maceio
2014-09-14	10.29085	Sa Dec	maintenance	105.75635	Asia/Ho_Chi_Minh
2021-04-24	6.15038	Nkpor	building	6.83042	Africa/Lagos
2017/10/29	51.03427	Houthalen	accep	5.37429	Europe/Brussels
2020/06/28	23.73333	Heyuan	building	114.68333	Asia/Shanghai
2022/08/07	48.98994	Herblay	building	2.1699	Europe/Paris
2013-07-10	55.82885	Rutherglen	accep	-4.21376	Europe/London
17 Jul 2018	40.81	Morningside Heights	accep	-73.9625	America/New_York
06/28/2022, 00:00:00	22.37066	Tsuen Wan	maintenance	114.10479	Asia/Hong_Kong
24 Feb 2018	38.10558	Caravaca	accep	-1.86343	Europe/Madrid
12 Feb 2016	48.77275	Bar-le-Duc	good	5.16108	Europe/Paris
05/07/2019, 00:00:00	-33.59217	San Bernardo	average	-70.6996	America/Santiago
06/08/2017, 00:00:00	53.5942	Novogrudok	accep	25.8191	Europe/Minsk
01 Oct 2016	-15.21194	Minas de Marcona	maintenance	-75.11028	America/Lima
2018-04-10	6.45407	Lagos	average	3.39467	Africa/Lagos
2018/12/06	-11.78333	Luena	excellent	19.91667	Africa/Luanda
2013-04-20	34.25	Iwade	building	135.31667	Asia/Tokyo
2015/04/07	52.4581	Dahlem	accep	13.28702	Europe/Berlin
06/13/2015, 00:00:00	-0.71667	Soure	accep	-48.52333	America/Belem
2022-01-16	25.66795	Dalsingh Sarai	accep	85.83636	Asia/Kolkata
2020-02-29	-7.57897	Diwek	average	112.23109	Asia/Jakarta
2019/05/27	22.75218	Kheda	excellent	72.68533	Asia/Kolkata
11/19/2019, 00:00:00	27.52948	Khairpur Mir’s	accep	68.75915	Asia/Karachi
18 Sep 2022	51.82721	Ulan-Ude	average	107.60627	Asia/Irkutsk
2018/12/07	10.22677	La Victoria	excellent	-67.33122	America/Caracas
2016-11-30	40.49748	Hrazdan	building	44.7662	Asia/Yerevan
03/25/2018, 00:00:00	44.98901	Yablonovskiy	accep	38.94324	Europe/Moscow
2019/04/11	50.50301	Most	excellent	13.63617	Europe/Prague
12/24/2012, 00:00:00	41.09822	Nanpiao	excellent	120.74792	Asia/Shanghai
29 Mar 2019	51.39148	Surbiton	accep	-0.29825	Europe/London
26 Jul 2013	29.53885	Fresno	excellent	-95.44744	America/Chicago
2022-09-04	38.45598	Astara	accep	48.87498	Asia/Baku
2016/10/14	37.13548	Las Gabias	average	-3.67029	Europe/Madrid
27 Jan 2021	10.98778	Puerto Colombia	good	-74.95472	America/Bogota
06/05/2017, 00:00:00	41.92361	Bogovinje	excellent	20.91361	Europe/Skopje
30 Jun 2021	36.6009	Hongseong	good	126.665	Asia/Seoul
2018/10/12	53.0233	Belper	accep	-1.48119	Europe/London
2018-03-23	40.87363	Volla	excellent	14.34085	Europe/Rome
24 Sep 2020	33.92866	Temara	building	-6.90656	Africa/Casablanca
08/30/2015, 00:00:00	51.62907	High Wycombe	average	-0.74934	Europe/London
23 May 2017	-34.64966	Barracas	good	-58.38341	America/Argentina/Buenos_Aires
2016-10-30	51.40148	Newbury	average	-1.32471	Europe/London
01/22/2018, 00:00:00	-28.44917	Marau	excellent	-52.2	America/Sao_Paulo
08/30/2013, 00:00:00	38.10558	Caravaca	maintenance	-1.86343	Europe/Madrid
07/25/2015, 00:00:00	-6.8048	Kudus	excellent	110.8405	Asia/Jakarta
27 Jun 2013	27.71809	Sun City Center	average	-82.35176	America/New_York
2015/02/25	33.50921	Scottsdale	building	-111.89903	America/Phoenix
13 Jul 2015	36.6009	Hongseong	accep	126.665	Asia/Seoul
13 Dec 2017	44.92934	Krymsk	maitennce	37.99117	Europe/Moscow
2013/05/08	4.02219	Teluk Intan	average	101.02083	Asia/Kuala_Lumpur
10/08/2021, 00:00:00	25.67927	Kendall	average	-80.31727	America/New_York
2013/06/15	39.71734	Sicklerville	maintenance	-74.96933	America/New_York
