longitude	NOx	SO2	CFCs	NH3	O3	TEMP	C2H3NO5	PAHs	PRES	Pb	PM10	CH4	H2CO	warning	PM2.5	latitude	CO
2.61667	9.06411	8.20826	51.94616	7.94053	9.45979	38.06952	2.04288	9.60902	1121.30234	32.46418	10.52526	8.20459	54.76046	1.00000	4.83970	48.98333	9.40722
4.21372	6.30334	6.02469	35.88095	10.40383	8.45747	26.99009	0.24384	6.23629	1126.59695	37.90147	7.78190	7.42968	52.58515	0.00000	8.46934	51.12794	8.59936
9.22796	5.11027	7.99185	46.30293		8.45646	11.55720	0.00000	7.44814	1165.56933	16.15593	3.98951	7.17297	47.72009	0.00000	6.27741	48.46458	7.99531
137.95378	10.85558	6.18730	44.38711	5.44714	7.32038	4.83607	2.10380	8.72310	1093.59465	55.58991	10.58524	7.67754	49.56379	1.00000	7.07601	35.82756	10.17346
126.665	8.53545	7.52618	51.06334	8.39240	8.50368	14.20668	0.27950	8.84093	1179.69217	54.74104	8.33522	8.19720	53.18179	0.00000	7.50600	36.6009	7.09277
3.64633	4.20375	8.66494	53.67053	9.81510	11.46830	39.41566	0.18524	7.07950	1058.54526	38.34744	7.74446	10.70229	56.40478	0.00000	7.85739	6.8485	10.08672
0.57856	8.47986	8.73823	52.94750	8.38606	9.95657	6.52416	1.37498	10.62992	1057.50934	34.05790	10.12792	8.95108	34.77930	1.00000	4.97307	40.70995	8.84877
101.44167	3.72884	8.60572	61.05645	9.55340	7.57383	31.83365	0.20255	7.50816	1168.33642	67.98758	7.57405	8.67875	48.37915	0.00000	7.85483	0.51667	9.04435
-82.00919	9.39061	8.39823	19.49404	5.46567	8.62087	7.97777	1.17710	6.30736	1183.50391	40.87436	9.95215	8.94816	66.55827	1.00000	7.87660	23.04419	8.93740
59.4839	8.99512	8.40689	45.25700	10.10824	8.25190	21.60806	1.10841	9.25602	1189.40685	64.26784	9.88145	7.44555	68.44566	0.00000	5.91097	58.7002	10.99322
23.225	8.99522	7.92990	50.77112	7.27716	6.27091	6.80997	0.29278	9.44138	1106.86236	59.11752	8.56595	7.34940	46.61432	1.00000	6.84199	43.4125	9.57287
-82.4017	5.84017	8.13230	50.13554	6.44737	7.56785	5.80122	0.11485	10.19331	1090.74589	41.66717	6.74452	7.72744	42.67572	1.00000	8.30627	23.0072	9.99993
-68.3	3.75440	6.05085	26.53156	8.12722	8.06089	22.67335	0.09342	11.09786	1194.66554	48.25254	5.16833	6.82589	16.63620	1.00000	9.85835	-54.8	8.15485
24.14662	7.76195	8.26267	39.16775	9.93524	8.30403	26.70035	0.79512	11.39923	1136.92406	61.08402	9.56819	9.02670	71.31554	1.00000	4.05545	65.84811	6.06973
4.82313	7.17238	7.11235	22.07093	8.18127	8.08929	16.14880	0.09284	9.24521	1134.02485	47.29690	6.69302	9.11608	55.17000	1.00000	10.16965	51.24197	7.66798
12.16179	9.47595	9.59937	34.62462	7.01645	7.63548	8.63079	0.83786	10.69742	1090.23813	57.85612	9.60687	8.17091	36.70716	1.00000	6.92673	48.52961	8.72483
-69.08333	11.12064	8.31196	69.77107	9.50857	8.51041	10.47470	0.57970	7.33516	1059.46079	47.57867	9.21127	7.08681	35.51984	0.00000	9.29008	-16.25	7.79420
-117.23991	7.62025	8.27187	50.40292	7.56670	8.68549	26.60251	0.41297	13.50422	1188.86697	37.07447	8.79879	8.15732	35.15892	1.00000	8.45100	47.64995	7.59763
-76.51552	12.10927	8.08367	47.70051	6.23896	8.52054	10.73713	0.17568	13.07641	1182.91428	47.86433	7.76525	8.75601	44.27900	1.00000	7.87370	39.32011	11.41100
19.27498	8.01754	8.53524	29.33466	8.72266	8.07123	9.84453	0.92668	10.10481	1173.70605	75.46881	9.69369	7.97784	41.87315	0.00000	3.09661	50.20528	14.19735
43.38531	9.33633	6.88474	23.91915	6.65457	7.76572	21.01633	0.17872	11.24661	1126.59096	40.82557	7.80298	10.61108	49.58020	1.00000	8.67309	9.89206	8.52025
-71.10077	5.69729	7.96537	73.96488	8.59586	7.97683	-1.85372	0.13625	5.62686	1114.28941	50.12296	6.99405	8.46699	28.34409	0.00000	7.66124	18.20854	9.88796
44.53333	8.84459	7.87541	51.65362	7.61608	8.21237	20.97753	0.14771	7.17166	1065.26509	71.94610	7.35839	9.02521	59.17451	1.00000	10.07515	-22.9	8.25052
-70.92866	6.68497	9.00813	57.74149	8.27551	6.98608	11.59402	0.10485	5.85213	1070.49837	51.59147	6.00298	7.50467	43.17874	0.00000	7.25528	42.52787	10.17308
-7.35	6.63386	8.16401	76.15425	8.85633	7.72180	15.87639	0.11998	5.43472	1149.89101	70.38343	6.05228	8.37423	50.41292	0.00000	8.02193	53.53333	7.48223
-70.6996	7.50082	7.52757	48.07524	6.10766	7.90726	13.36278	0.92614	5.91502	1177.98584	36.22719	9.76057	8.79313	51.30130	1.00000	8.24694	-33.59217	8.58885
33.34864	10.57619	8.36524	34.61965	5.19661	9.40146	16.04907	0.95532	7.87096	1193.98875	58.15524	9.72366	7.67868	51.10658	1.00000	7.66350	46.75451	11.93566
121.06761	7.68947	8.88269	41.10871	6.90623	7.17471	28.02339	0.39464	7.85483	1098.20122	43.15086	8.72446	9.74123	64.21914	1.00000	7.81860	12.35275	7.88055
0.75	6.99511	9.35918	26.87898	6.90513	9.28625	18.66064	0.10218	10.64496	1061.54349	53.57483	6.49651	6.71855	43.76860	1.00000	10.71572	52.41667	8.90731
43.67663	8.60551	9.77439	30.52630	7.28860	8.52819	18.93076	2.13696	7.89496	1193.98028	30.82392	10.61897	7.17857	59.86684	1.00000	5.97274	53.53041	7.55207
-81.26367	10.31425	6.94315	60.09092	12.02219	6.83999	32.18687	4.89737	7.94944	1174.41036	61.74852	11.44907	7.22805	67.50446	0.00000	7.63667	28.90054	10.75526
76.56719	8.02041	8.68785	35.07441	8.94230	6.92933	17.99168	0.23754	10.01593	1146.42969	65.93969	8.18502	6.42084	66.83996	1.00000	11.75026	24.41288	5.63652
76.03889	6.26324	7.21276	27.80092	6.05088	8.46918	28.41259	0.17824	9.27037	1114.22423	31.19921	7.88407	7.33971	45.62852	1.00000	7.51937	18.18158	10.79268
-74.15987	9.80802	7.40317	49.98495	6.30184	8.38928	29.64951	1.07544	8.89483	1192.55180	70.08289	9.88608	9.87657	44.44624	1.00000	6.83667	40.82232	9.77286
17.8031	6.77888	8.60909	32.80475	6.57056	5.59448	16.04152	0.12491	9.63494	1051.91783	51.51745	5.94626	8.89545	69.29752	1.00000	9.03844	48.43174	9.71206
42.7125	6.81016	7.62883	39.49471	10.52267	6.67679	17.93718	0.42261	7.24265	1134.31156	63.40035	8.76762	8.25488	45.70123	0.00000	7.19644	11.15583	11.94801
39.85331	8.74509	8.36251	52.90687	7.20022	8.72770	7.82887	0.20366	10.60174	1137.09934	81.02481	7.79842	7.39268	46.80772	1.00000	8.15976	57.30185	8.12995
2.59753	8.53611	9.87692	59.56708	6.23282	8.88054	16.38931	0.16208	6.34761	1149.46297	47.74687	7.25406	8.34306	49.92003	1.00000	8.59466	8.88649	10.46358
-2.52398	7.83741	7.18448	56.98260	6.29913	9.19465	20.24375	0.15445	9.23868	1157.95661	46.08424	5.57833	8.09432	53.91577	1.00000	9.73816	53.19146	9.48970
-6.90656	11.59111	6.23983	48.94744	9.77225	8.40400	12.40685	1.08813	9.61732	1120.65932	65.08894	9.92636	9.43774	50.47269	0.00000	7.66664	33.92866	9.64692
117.59152	8.92813	7.86923	50.61247	7.36149	7.99236	1.11549	0.15640	9.46239	1100.75010	42.97194	7.33685	6.54934	64.91705	1.00000	9.86657	3.31332	7.81877
-93.75018	7.02566	9.53369	55.29095	10.19972	7.86371	23.34654	0.17328	6.77766	1171.10747	38.31233	7.63384	8.28668	62.97387	0.00000	7.02127	32.52515	8.60838
47.1192	7.41009	8.94485	59.82513	5.75006	8.68199	5.14137	0.09769	7.28692	1157.94011	63.06136	5.95244	8.60229	43.12244	1.00000	9.73450	42.819	10.67603
48.26258	10.31865	8.88338	66.60624	6.17125	7.92461	29.44937	1.77749	8.92380	1167.87220	76.28517	10.40570	9.23292	40.32295	0.00000	6.50146	33.86419	9.74928
-74.13653	7.98592	8.48224	27.23201	11.09184	8.86434	20.33351	0.24938	10.17749	1097.63231	57.10102	8.23830	7.58580	57.16279	0.00000	4.89305	40.63316	9.71979
35.23388	6.90644	8.57240	52.20090	7.68228	7.61336	10.01394	0.13832	9.29912	1072.45833	40.38663	6.97848	9.44709	48.47017	1.00000	8.70598	31.78336	8.38527
-75.87877	4.72895	8.17714	60.34811	8.98678	7.93690	26.83682	0.05550	6.70618	1162.75673	58.94449	5.94440	7.73963	74.18089	0.00000	7.58261	5.6561	8.90227
-8.33147	5.07991	9.00437	48.84752	8.63695	7.07431	10.73059	0.06180	9.11555	1092.27630	63.30853	3.08902	9.18811	58.63343	1.00000	8.20572	41.20485	8.58859
139.6853	9.81904	8.50511	38.19054	6.10425	9.36984	13.72239	0.52448	7.37170	1059.81072	36.36303	9.14420	8.52047	37.77668	1.00000	9.02299	35.815	9.81218
-70.92866	8.76322	7.36071	47.18615	10.48264	7.53195	20.44481	0.23085	3.20350	1163.57818	69.16567	8.18214	7.29268	10.63518	0.00000	10.00753	42.52787	7.65446
-65.71875	10.32064	8.95861	61.68748	9.72812	8.27530	16.38128	0.99778	10.16107	1182.39812	67.90403	9.78695	7.00774	38.18048	0.00000	7.07613	-21.44345	10.00615
-104.83192	8.29701	7.94898	66.66995	8.47159	8.79902	5.99403	0.36346	10.46934	1154.20933	33.36923	8.75080	9.71595	43.29183	0.00000	5.37857	39.72943	11.89538
-71.19901	8.13987	8.65140	60.00632	5.32762	8.03467	15.67703	0.08603	6.95922	1071.30202	62.87255	5.48165	9.12113	57.03641	1.00000	7.76590	-30.60106	11.34718
-70.20749	4.51096	7.51268	41.96267	10.73140	8.35739	27.19930	0.34898	6.75315	1098.16461	60.21943	8.47417	9.00466	61.78927	0.00000	8.32953	8.62261	8.90560
3.47717	4.96810	6.14859	37.24079	8.09253	8.20715	16.05476	0.07520	11.93320	1066.14881	64.95798	6.68099	8.85067	56.94612	1.00000		36.76639	7.65773
135.31667	6.80419	9.59054	57.75754	7.05951	7.20857	26.43242	0.10252	9.59067	1099.18421	66.93084	6.79445	7.94236	45.22679	1.00000	11.41019	34.25	8.33071
10.18003	7.30170	7.71618	51.39464	4.69402	9.20029	12.30916	0.15804	9.10531	1141.05022	64.00184	7.59649	6.75265	42.14399	1.00000	7.03293	24.96334	12.04639
2.18967	10.03496	8.14380	78.10726	7.67869	8.39213	0.37481	0.40934	11.45377	1191.97256	48.68552	8.85666	8.05207	52.67776	0.00000	5.67081	48.8765	11.50422
6.92917	7.65718	10.39723	25.85277	6.87276	9.05757	42.45096	0.08276	9.40955	1156.75222	64.36353	5.99884	6.80913	69.32650	1.00000	9.77135	52.31333	10.86789
-88.70464	9.51181	7.31552	56.10295	6.05404	8.04618	-5.10709	0.37168	7.04779	1053.64529	55.65445	8.79737	7.93088	10.27631	1.00000	11.85484	34.25807	9.15827
24.14662	5.45083	7.82065	87.09086	6.75610	8.96606	18.59652	0.10419	10.33549	1198.07260	47.99778	5.55175	8.47099	31.74186	1.00000	10.13976	65.84811	9.91527
9.17702	10.37264	7.17898	44.46141	7.10411	7.25680	7.98167	0.31194	11.16787	1084.10118	50.54155	8.35131	7.96322	41.67511	1.00000	6.51858	48.78232	10.88781
-80.31727	8.29816	6.57913	59.95589	9.54486	7.94875	33.32920	0.64515	7.72568	1105.52235	41.40353	9.35021	9.50971	47.27532	0.00000	7.25738	25.67927	9.02138
-104.83192	13.13148	7.89585	43.52621	6.73527	9.11473	14.26296	5.59799	11.57702	1061.05352	74.77996	11.57571	8.37068	71.80612	1.00000	3.96364	39.72943	9.62936
1.00288	9.58865	8.30600	48.00011	8.74386	8.09807	7.18667	0.37934	7.95826	1154.48604	41.41733	8.62981	8.44851	51.49064	0.00000	7.60461	49.28669	10.48375
13.57661	10.25436	10.28839	64.19223	7.92298	8.68789	29.52380	0.26383	9.20877	1162.26226	53.95680	8.39107	9.46104	34.19688	0.00000	7.38803	37.31065	7.34567
2.59753	9.61308	9.37849	55.45057	8.81404	8.50328	20.14368	0.07452	3.26677	1122.05271	48.83008	5.73685	8.23870	38.51300	0.00000	8.29392	8.88649	6.45748
-73.89875	10.41521	7.13379	54.18973	5.39950	7.12014	2.18643	0.35374	7.24135	1063.04488	36.58425	8.61020	10.44955	67.27681	1.00000	9.28799	40.93121	10.29826
-91.06177	9.96000	8.15752	68.51234	9.24421	6.26985	24.84310	0.37118	7.26553	1132.58047	48.04837	8.65127	8.46186	59.20239	0.00000	9.97268	33.41012	7.65278
120.56528	10.23364	8.81750	55.21822	6.47217	9.25734	-0.86567	6.20715	8.79365	1075.71566	62.29600	11.68773	7.96020	48.03365	1.00000	5.30612	14.66	7.93961
9.17702	7.27456	8.78648	45.74087	8.33101	8.15683	20.16682	0.09661	6.56558	1053.83736	39.33035	5.43132	7.13223	53.24524	0.00000	6.88364	48.78232	9.68662
-82.35176	6.43920	9.70182	49.79908	4.86667	7.81390	19.78317	0.23342	11.37813	1157.45116	57.91560	8.06467	8.03095	53.35042	1.00000	8.84276	27.71809	10.80463
-0.32247	5.79517	7.47120	39.76118	9.58615	7.63553	5.51639	0.13880	7.22171	1193.36562	43.52035	6.96168	6.85240	38.73777	0.00000	6.97414	50.82882	10.23483
120.5875	6.11810	8.23243	35.85856	8.08823	7.85288	-3.98459	0.08624	8.55296	1070.35880	61.18179	5.45670	7.98308	47.29626	1.00000	11.56077	16.455	7.69814
38.16694	10.47848	8.03785	50.97076	9.02037	8.00146	25.46560	0.52032	9.22493	1196.18755	56.77434	9.15273	10.21335	53.48790	0.00000	7.49557	54.84444	9.82921
34.34691	10.27669	10.27462	65.91213	5.90777	8.65296	18.88735	0.97118	9.48103	1155.34467	60.90279	9.79094	10.16828	40.70796	1.00000	7.66249	61.78491	10.14201
-0.91979	6.19668	7.18530	51.68335	8.64894	7.27325	12.00626	0.10472	1.41582	1111.15121	36.90990	5.11633	6.30112	39.62491	0.00000	11.28196	51.42708	6.70199
7.60872	9.47531	8.58725	68.64525	8.02223	9.17816	32.80006	1.49720	10.60475	1071.59231	61.65167	10.22629	7.90076	48.37748	1.00000	5.05325	43.78956	7.38458
123.17306	9.00022	8.26402	40.08834	6.21956	6.59337	22.35918	0.29744	6.74191	1180.34191	51.26245	8.32887	8.98914	71.07681	1.00000	10.78489	41.27194	9.30721
117.63083	6.00712	6.08107	43.46173	7.83095	9.17319	-4.92662	0.12499	10.69710	1186.38252	50.90842	6.67432	7.59376	61.46754	1.00000	10.32297	35.50056	8.47059
-1.64295	6.96090	8.44593	57.53448	10.05681	8.02114	20.68355	0.18250	7.14553	1090.98654	74.59070	7.79085	8.27532	39.01197	0.00000	7.05058	42.8139	9.70346
129.96972	10.32441	8.88453	59.07951	8.55998	8.97553	8.20689	0.35079	6.38561	1087.69224	83.87494	8.60798	9.40851	54.12846	0.00000	8.74659	33.4425	8.31210
-4.21376	9.56845	6.61513	37.69276	6.80651	10.54027	5.11271	1.15513	8.68568	1063.86055	26.77455	9.99553	7.22377	65.47436	1.00000	6.30302	55.82885	9.47477
83.36889	7.94678	7.42487	47.03451	10.35530	10.63712	8.87009	0.12360	8.26636	1177.77563	65.58588	7.53432	9.31530	24.66399	0.00000	5.65724	26.76628	8.67693
-116.97725	5.23597	7.26782	39.78496	6.40430	7.85260	13.24092	0.09267	9.27550	1144.66192	52.46105	5.46113	9.12062	33.37484	1.00000	8.04705	33.92946	10.49613
19.91667	7.49994	6.78921	51.75612	7.48592	7.69913	8.31566	0.07279	8.14041	1056.20345	45.93709	6.91961	6.80610	65.63548	1.00000	10.65306	-11.78333	8.72294
4.21372	9.97216	6.17750	37.66409	5.88156	7.60501	15.72272	1.30765	7.66200	1137.41724	44.24242	10.10629	5.20665	36.86635	1.00000	6.92216	51.12794	8.65942
29.47306	11.00099	6.29250	52.80176	6.53349	9.30316	19.79610	7.29010	11.51706	1161.44195	27.28995	11.84883	9.71987	43.04124	1.00000	5.82915	0.49113	7.86700
9.02596	9.16834	7.88358	38.22578	6.07501	6.74735	6.39603	0.19085	8.93372	1192.23727	76.38172	7.71188	7.96642	60.85848	1.00000	8.37672	48.21644	10.84844
105.89333	8.06224	6.87847	46.93064	7.62893	7.96273	13.32970	0.55168	12.43529	1147.45814	66.87745	9.17244	9.22519	57.80299	1.00000	9.07605	34.56861	7.67037
51.3452	10.31082	7.93498	72.05107	7.09413	6.00171	26.90006	0.44885	11.41823	1159.90752	31.15094	8.97838	7.93964	33.38525	1.00000	6.29619	53.37596	10.21626
37.99117	10.86919	7.01153	76.81445	9.69804	8.25137	8.00851	0.98073	8.67365	1178.14442	56.49983	9.83066	7.58297	61.62517	0.00000	8.24786	44.92934	10.35402
-68.3	8.61854	9.14019	46.31269	9.22740	8.39074	2.49092	1.67429	10.56235	1051.58218	60.76582	10.34960	8.13527	58.22848	1.00000	3.70914	-54.8	7.07996
-4.1	5.47202	6.27152	64.90800	7.81844	10.09173	30.21715	0.11018	10.35977	1083.83322	42.57916	6.45173	9.67283	57.21574	1.00000	7.75327	48	9.05865
-74.15987	6.29924	8.27654	50.40639	9.04450	7.72353	5.58659	0.06467	6.60752	1074.23470	60.31198	4.91556	7.41940	41.32164	0.00000	7.05733	40.82232	7.96511
-73.25383	9.06338	6.84760	38.25935	8.30759	9.04648	8.12938	0.29954	9.73349	1176.86474	49.83745	8.34289	7.18261	56.60581	0.00000	6.93209	-3.74912	10.75555
-77.70066	5.00917	8.11814	19.47303	6.12670	7.27481	8.89955	0.53798	12.77298	1058.97888	53.04348	9.14697	9.04497	60.87654	1.00000	8.74153	43.16547	10.42117
112.23109	9.89908	7.15813	44.82711	8.69049	7.69603	24.53177	0.52404	10.64624	1059.07804	32.84554	9.08592	8.12655	26.70596	0.00000	6.89044	-7.57897	7.38712
-95.44744	8.73826	8.81573	31.00676	6.05064	9.15970	13.66588	0.25386	7.81690	1060.92614	39.57020	8.33015	7.03019	47.39636	1.00000	7.95382	29.53885	11.17016
38.07083	5.58451	8.36195	63.09053	7.23119	6.34848	14.99557	0.08036	8.49142	1194.27292	70.56669	5.25532	7.26189	72.30617	1.00000	8.98116	54.90083	9.08466
-79.62603	11.44046	9.46367	38.70534	9.56776	8.82694	14.06063	0.71039	8.69845	1070.79597	55.65118	9.40846		48.49773	0.00000	9.15242	8.88988	9.14301
-7.35	6.95703	8.49635	59.02635	6.33848	7.69625	21.57729	0.17682	10.50009	1088.13022	42.20031	7.76846	8.05080	42.89198	1.00000	9.61308	53.53333	9.64990
13.57661	5.55573	8.56243	44.72822	9.05734	9.05485	8.58337	0.09192	8.22211	1056.76019	52.63675	6.72617	8.43191	44.14735	0.00000	5.80731	37.31065	8.81185
7.60872	4.82447	8.83806	35.73321	7.73327	6.36615	34.74706	0.06189	8.87189	1167.91534	46.76871	5.02944	7.93181	38.87754	1.00000	10.77567	43.78956	9.04282
2.61667	5.18903	6.76065	63.68954	8.32834	7.72811	14.84199	0.09292	7.33792	1165.57520	74.40233	4.37465	7.48948	56.57222	1.00000	9.66799	48.98333	8.70415
40.17171	6.47967	8.86439	66.67135	8.51182	7.50234	10.10210	0.13343	4.03077	1087.61507	42.65318	5.48520	7.80743	40.56921	0.00000	8.79209	58.1908	11.68034
2.2469	7.65558	9.38826	51.80355	10.49931	8.77663	21.84486	1.56201	10.53401	1066.69262	67.96835	10.28017	8.79986	18.06803	0.00000	4.63095	48.90472	13.34848
118.53333	6.39970	8.91304	58.10674	9.54077	7.61740	12.97141	0.13077	7.82972	1108.52833	38.82380	7.14445	7.12783	56.32558	0.00000	6.39860	27.92333	6.90776
101.44167	6.19025	7.13635	25.44017	7.47119	7.39935	18.15178	0.13291	8.82238	1145.52340	40.14895	5.95329	9.72721	42.33035	1.00000	10.99129	0.51667	8.70796
6.26667	7.93454	8.49330	41.73822	5.87618	8.38956	22.74728	0.10899	6.35434	1189.37873	29.25439	6.74837	7.39320	51.69504	1.00000	8.92950	51.21667	10.37027
4.8951	5.66583	7.56880	38.64457	10.08090	6.20764	1.27801	0.08511	11.46816	1138.77966	60.72856	4.93629	6.96626	25.97890	1.00000	11.30947	44.92801	5.24976
-4.21376	9.82214	7.68723	32.38183	11.16014	8.91241	35.34973	3.20155	10.72863	1099.33958	30.85269	10.99845	8.42403	40.33469	0.00000	6.02466	55.82885	10.15579
124.84472	5.67404	7.55580	52.56684	8.46285	6.62200	26.19180	0.13944	12.67166	1115.86930	58.49443	6.78217	7.61505	49.62441	1.00000	9.79423	10.13361	7.12230
-117.23991	7.47025	8.53738	58.56409	9.13306	8.13465	12.51207	0.06378	4.60416	1051.30981	29.53278	5.70726	7.41165	65.64930	0.00000	8.32893	47.64995	8.67325
2.2469	10.69760	7.23087	4.80935	8.29872	9.03216	17.62621	2.62480	10.91671	1169.87802	32.77442	10.80810	9.99494	61.40708	1.00000	3.57198	48.90472	9.73613
137.36215	5.64233	7.71477	63.55850	9.55459	8.57689	6.91715	0.08103	11.39070	1115.22635	25.08106	5.05084	6.88906	39.18108	1.00000	10.57093	36.75965	6.00440
78.14797	6.32913	8.26962	40.89080	9.25779	7.98445	28.47267	0.12340	6.57596	1155.62925	63.43053	6.03878	8.48915	42.82636	0.00000	7.42140	15.45144	9.57411
-99.32556	10.76019	9.96424	44.31349	8.42014	8.67559	1.59389	0.51359	11.40312	1193.08737	48.77187	9.06996	8.47433	39.85863	0.00000	6.89396	19.32889	9.33350
4.69889	11.07404	8.32035	35.40009	7.36234	6.65570	21.19059	5.42885	9.69003	1081.73875	74.64576	11.55100	7.76533	66.71941	1.00000	3.59426	50.56149	9.66902
-48.62789	8.57919	8.51469	72.46096	7.62420	7.41192	32.04700	0.05789	8.19024	1091.52300	52.93084	4.94417	8.68672	68.16801	0.00000	3.91284	-17.74431	11.93110
-75.64963	13.00287	8.72105	41.96845	10.05952	8.05427	26.77958	1.48320	7.76616	1063.16449	25.38444	10.22147	9.70357	28.52499	0.00000	9.49910	40.24537	9.59453
51.3452	11.20576	9.27354	44.43616	5.62052	8.44275	-2.83447	3.30831	8.27989	1068.54942	51.87914	11.04367	7.41895	47.58570	1.00000	6.25752	53.37596	9.72297
-3.67029	7.10455	5.23017	45.57587	6.22653	8.63002	25.24477	0.10003	7.95260	1182.66880	60.58685	6.50554	8.25608	58.73413	1.00000	8.92274	37.13548	10.69371
-81.38758	4.06668	9.26266	45.25083	7.75251	7.75967	14.57891	0.08203	10.19868	1079.90413	46.98750	6.75069	6.32595	45.33882	1.00000	6.75166	30.17746	10.01251
-75.87877	11.58519	6.80482	51.53760	8.39553	10.32070	19.22749	0.58333	10.42772	1078.29445	61.57332	9.26685	6.84922	63.66041	0.00000	6.51969	5.6561	8.71056
12.38878	5.53514	7.17777	42.39526	8.66298	8.35264	-3.25012	0.02255	11.16486	1167.82454	39.63447	6.10526	8.11195	32.90668	1.00000	9.94126	43.1122	7.21215
-77.02303	9.61303	7.77890	44.54939	6.03723	9.17305	5.31922	0.25177	8.92388	1186.65114	61.23765	8.05368	9.64053	42.56679	1.00000	8.40819	38.70734	10.30130
37.73333	8.34687	9.93633	21.60868	9.67328	7.56653	19.96378	1.22370	11.39408	1197.28891	54.92667	10.03018	8.03757	48.68873	0.00000	4.04179	-4.06667	11.55753
-73.25383	6.22568	9.68876	64.64046	10.10302	7.59764	7.53376	0.19110	9.37197	1130.88461	72.62657		8.36565	25.61922	0.00000	4.98962	-3.74912	8.10537
9.20427	4.50482	7.97419	47.71488	10.42125	7.24980	16.12162	0.47389	10.05046	1122.63790	63.70201	9.02167	7.02143	54.76276	0.00000	4.99018	48.49144	12.20559
-77.02303	12.36164	7.35574	51.55102	9.31221	6.25969	1.89118	1.11042	10.30282	1161.50491	50.80728	9.89435	9.29048	67.53978	0.00000	7.20126	38.70734	9.63844
27.18052	6.20958	7.95771	44.30073	9.57621	8.55874	32.76441	0.11866	8.38628	1133.61698	73.55695	7.42018	9.30455	36.56169	0.00000	5.90752	39.12074	12.08023
-97.35992	4.08824	8.42806	36.40149	8.94156	7.77442	8.18479	0.23991	5.76270	1109.67916	43.30518	8.27495	9.06444	63.53108	0.00000	9.16552	19.8173	9.63600
91.84128	5.34295	7.19528	47.08430	8.84274	7.39650	8.49772	0.09662	11.21124	1151.89894	29.02573	5.93147	7.21163	43.12768	1.00000	8.73997	22.83957	7.31494
-96.72365	6.63218	7.10567	46.07548	9.55445	8.99051	36.00926	0.28396	10.78844	1065.78320	8.50595	8.09698	7.17071	60.50077	0.00000	3.47884	17.06542	12.49393
-71.29144	9.81494	6.78975	74.05834	8.58139	7.81656	19.00098	0.62728	9.28892	1065.85668	35.32189	9.30961	8.28027	41.26119	0.00000	5.94735	41.54566	9.80813
51.3452	9.73155	8.35478	44.54517	6.04779	8.81559	12.96899	0.42705	9.81322	1181.24862	67.22205	8.86372	8.34734	52.58524	1.00000	8.24807	53.37596	9.02435
-87.71255	7.41789	7.17247	63.82724	11.01103	9.11739	13.82427	0.25311	9.26374	1068.66972	38.36842	8.06979	7.62633	58.68465	0.00000	4.96997	41.84364	10.86628
-1.29243	8.43873	8.07550	62.91902	7.16816	7.41767	18.04632	0.49226	9.20186	1059.53456	76.95574	9.02046	9.05521	48.18832	1.00000	7.09169	53.49389	9.81855
16.43915	13.14966	6.16446	49.97431	6.84286	8.15259	17.24343	11.64322		1129.62905	41.34839	12.31735	9.21159	53.87023	1.00000	3.51258	43.50891	9.66638
-80.38297	13.04124	7.58276	65.02019	4.62607	8.07065	6.77248	0.31850	11.12287	1196.27073	56.20326	8.47350	7.37790	38.14337	1.00000	8.07311	42.8334	13.18653
59.4839	8.18151	7.94270	53.36725	7.52412	6.68865	2.86355	0.24229	9.91769	1051.97087	76.09606	8.22122	7.26919	47.52262	1.00000	7.66823	58.7002	9.10437
-1.86343	7.96545	7.22319	41.27192	9.28142	8.30592	16.89296	0.04575	5.29187	1084.97121	24.35433	5.89181	6.59127	66.37651	0.00000	7.53381	38.10558	8.33491
-4.10734	6.80027	7.78983	58.99384	9.45647	9.11137	3.70053	0.55375	10.42489	1066.16861	59.42174	9.11758	6.99454	36.30814	0.00000	4.98827	38.68712	7.56387
72.68533	7.76884	7.40392	54.93818	8.39604	7.21446	11.80677	0.06562	6.82082	1131.38933	75.86776	5.29815	7.42107	37.77539	0.00000	6.03704	22.75218	7.49330
-0.36053	6.01375	9.19331	57.14027	10.32275	9.31356	3.98726	0.22085	9.25685	1115.06022	58.58357	7.97931	6.72194	49.45820	0.00000	5.16285	51.64316	9.77578
-0.45877	7.69193	9.22359	39.13182	8.27345	7.47851	9.89473	0.09313	9.05405	1107.41084	59.24664	4.31891	6.81842	51.02703	0.00000	3.83451	46.32313	10.94117
1.33467	5.61797	9.65907	66.39049	7.18969	8.57268	-1.40001	0.10232	9.10172	1199.45681	51.37421	5.59099	9.16449	56.87275	1.00000	11.25959	43.61058	8.95588
-91.06177	4.72764	8.75349	49.06329	8.79169	8.13655	23.74939	0.09507	5.94013	1065.44507	45.89323	6.09207	8.23332	30.28437	0.00000	7.50441	33.41012	9.57903
35.96944	9.46511	9.45883	45.19250	8.56229	7.75757	19.18427	0.95027	11.58152	1136.40917	28.97151	9.73341	7.21445	40.26985	1.00000	4.49335	56.03361	9.42035
-111.90466	5.23657	9.13775	62.04540	9.87950	7.85142	5.79018	0.24406	8.30731	1066.66625	58.84294	8.24748	9.10202	22.83678	0.00000	6.15112	40.34912	9.76890
-84.62081	9.09476	6.36048	39.74711	4.92058	7.61711	23.11085	0.37036	8.55196	1054.56975	43.29405	8.64748	6.90396	62.78686	1.00000	9.29884	42.7392	10.88301
