H2CO	CH4	PM10	NOx	PRES	PM2.5	CO	O3	PAHs	latitude	C2H3NO5	Pb	warning	CFCs	TEMP	SO2	longitude	NH3
39.97912	8.93218	10.76149	5.86316	1096.89935	8.93765	5.37144	8.65961	8.82774	36.19278	0.23799	69.19634	1.00000	47.06029	19.48851	9.71318	117.65694	9.32253
34.88478	11.09951	9.43491	10.51116	1154.35798	11.54523	8.69043	9.16219	9.46951	32.44874	0.06741	34.04068	0.00000	51.20046	26.20630	11.16957	-99.73314	8.82703
61.57677	8.57362	10.36219	7.96508	1092.27652	10.88350	6.71648	10.62787	9.76730	48.52961	0.15644	58.06880	0.00000	49.02525	25.33457	8.93126	12.16179	9.27335
62.73484	11.11365	10.12728	10.05617	1130.72965	6.64554	6.69745	10.07409	9.25982	-21.42917	0.12686	52.47197	1.00000	54.45607	25.51699	8.62902	-45.94722	9.34466
67.05575	8.25684	9.39696	12.23257	1065.36130	10.54798	6.43806	9.72559	8.68993	-22.45667	0.06406	61.44412	0.00000	49.66738	4.35956	8.01100	-47.53028	9.40741
74.10283	10.68348	10.68870	7.22043	1113.20759	8.49620	8.04422	9.75347	8.57080	43.82634	0.21691	65.57791	1.00000	56.35888	-6.77371	7.31579	144.09638	9.77492
39.83715	9.98514	11.06872	9.51680	1069.31531	7.94439	8.69441	8.32708	8.73042	36.76775	0.32390	37.22180	1.00000	54.56986	30.04418	8.29414	2.95924	6.64667
59.34597	11.77262	11.04979	8.50598	1060.32672	9.08767	8.29092	9.73355	8.09855	28.15112	0.31389	54.68983	1.00000	33.21276	4.56393	9.47226	-82.46148	10.26360
68.32609	9.63464	11.92463	10.82392	1056.81144	10.32902	4.89575	11.38171	8.36607	10.20898	0.74767	47.25304	0.00000	57.94198	7.85256	8.52261	123.758	9.27987
56.52443	9.82990	9.97700	6.81735	1194.39774	9.65923	7.26527	10.45272	9.83896	41.14676	0.10606	48.53539	1.00000	22.46186	4.13401	8.07367	-73.49484	8.62827
52.12428	10.33527	10.47220	7.78328	1182.71717	10.17456	7.17084	9.59870	7.95975	11.8659	0.17598	42.44243	1.00000	76.84376	25.44232	8.49904	34.3869	9.82637
59.58365	9.30010	11.22063	6.95249	1065.34100	9.12987	5.99965	9.16069	11.03450	51.44889	0.36886	42.38322	1.00000	22.71404	10.07615	8.67249	5.51978	9.92220
63.23565	10.80892	9.93580	9.51878	1152.94045	12.50349	8.81593	10.87745	10.00296	-8.99167	0.10441	88.84696	1.00000	25.18201	29.79273	7.80975	125.21972	9.62386
60.83409	5.91819	9.38705	9.95989	1061.75268	9.67361	7.33316	11.09972	9.16725	45.44694	0.06636	44.11877	0.00000	57.29769	9.30340	7.25068	8.62118	9.00643
35.75421	6.07133	12.51340	10.14290	1088.62666	8.96934	8.01499	8.46898	9.89497	53.0233	1.34587	34.06008	0.00000	61.26846	22.15782	9.98854	-1.48119	7.69903
62.33332	6.46076	9.37953	11.76498	1191.64338	11.48398	8.96459	7.35558	9.97579	49.5099	0.06156	21.19648	0.00000	46.10277	9.91998	8.92117	6.74549	8.50826
67.40446	9.60218	8.68505	10.96886	1105.02412	11.58262	6.00274	12.98511	7.87796	-1.63333	0.03664	33.84381	0.00000	31.80906	16.76965	8.89405	13.58357	10.39306
68.38994	9.79888	8.02959	6.03222	1186.32836	11.50560	4.86148	9.69453	7.48226	50.75	0.01886	54.81206	1.00000	75.06028	30.52504	7.63628	2.25	10.51309
63.07036	9.77193	11.54962	9.27116	1183.57710	9.81974	8.28774	9.86691	8.81034	4.02219	0.51333	65.64368	0.00000	67.36896	3.56499	8.81534	101.02083	9.79928
27.59055	10.01355	8.55704	11.58266	1071.42579	8.58366	8.38512	11.48798	9.19656	49.5099	0.02696	48.62376	1.00000	53.44426	10.11599	10.31513	6.74549	10.31444
54.80219	11.06255	8.66755	9.98817	1052.11440	7.27820	7.52298	10.86248	8.67346	50.80019	0.03105	64.57011	1.00000	49.93841	-1.70872	8.49306	7.20769	7.61798
45.48691	9.09861	11.16081	8.21832	1174.26950	10.75790	7.08161	10.12739	9.27580	33.92866	0.34771	50.75831	1.00000	30.14521	24.50140	8.07659	-6.90656	9.17030
41.21660	7.84700	9.68026	11.25815	1176.60248	9.99092	8.51744	10.32386	9.28514	1.6561	0.08190	53.91645	0.00000	58.10566	6.09564	8.27392	103.6032	9.20845
60.90333	10.42445	10.68260	10.94210	1068.78761	7.70626	6.39218	11.26731	8.35152	39.59611	0.22006	62.08628	1.00000	95.33943	15.65052	8.15845	27.02444	8.36099
80.58871	10.21460	11.49705	8.71395	1136.00112	6.78711	7.71845	8.77191	9.79925	20.88098	0.48648	78.38997	1.00000	52.30756	8.74423	11.07149	75.11937	8.17994
78.04796	9.19619	12.26244	10.21633	1055.23337	12.26624	6.84491	9.20009	8.87611	55.82885	1.04619	53.72070	1.00000	71.10264	16.02568	8.60052	-4.21376	9.08017
32.52103	11.80436	11.29279	10.40748	1189.06660	11.08916	9.53583	9.58666	7.91189	48.21644	0.39604	39.06519	1.00000	45.77893	8.54676	9.42638	9.02596	10.82656
49.17461	10.94174	9.29625	10.97600	1126.83865	8.07061	5.79658	11.38754	9.90540	34.61667	0.05983	57.88101	1.00000	39.76453	14.26911	9.68553	135.6	9.65849
40.29910	11.94496	9.48525	8.05064	1115.36002	10.40286	8.41734	8.90635	9.54369	3.27833	0.07175	43.03564	0.00000	56.28267	13.81961	8.51389	32.88667	9.23154
78.30614	10.30313	8.23998	5.92228	1148.66073	10.81351	7.73624	9.05213	8.30677	41.09822	0.02307	50.39651	1.00000	68.40723	10.96331	8.15489	120.74792	9.20630
43.69317	9.90924	9.45042	10.19876	1072.27348	11.38063	6.95098	10.00250	9.15419	-34.64966	0.06362	40.16408	0.00000	34.57015	24.57233	9.69624	-58.38341	9.80527
75.57587	7.09755	10.25244	8.02689	1152.83777	10.18707	7.65311	9.80220	8.82190	54.52156	0.14479	39.01702	0.00000	41.47379	22.68089	9.48087	9.5586	9.33177
35.66033	10.14481	6.53378	14.06134	1128.97390	9.43965	6.97890	14.40105	8.66674	52.86147	0.00933	39.62764	1.00000	61.48381	12.80307	9.10852	9.5926	9.61596
36.48624	5.78160	9.17841	9.95820	1177.95332	9.07264	6.20594	13.07491	9.70495	14.8361	0.05223	27.41421	0.00000	65.90887	10.82720	9.13415	120.97844	7.96641
83.95627	9.91037	10.05334	6.73894	1067.91453	9.76373	7.81550	9.91716	9.67198	41.54566	0.12105	56.95665	1.00000	27.68979	-0.47818	9.83502	-71.29144	9.98882
36.93127	8.14594	10.61389	11.16694	1086.98173	10.62080	8.92386	8.61530	9.22079	41.9001	0.19953	49.53331	0.00000	28.93821	24.53286	7.82956	-71.08977	9.59482
39.97912	8.93218	10.76149	5.86316	1096.89935	8.93765	5.37144	8.65961	8.82774	36.19278	0.23799	69.19634	1.00000	47.06029	19.48851	9.71318	117.65694	9.32253
36.43726	12.17565	10.25600	9.59943	1174.75360	6.91401	5.91104	8.65811	9.15470	39.46667	0.14395	50.11649	1.00000	48.97270	14.05048	8.50363	141.95	8.57716
48.90216	8.60956	11.18764	12.34679	1166.36823	9.90477	6.70140	12.93750	11.10307	34.8825	0.35823	42.30220	1.00000	43.14429	-0.71655	12.74332	128.62667	9.65461
44.46376	9.18906	11.34547	8.56118	1075.63734	10.44283	6.78033	11.23600	9.75613	20.88953	0.41701	56.11346	1.00000	58.54898	14.51900	11.52639	-156.47432	8.52473
52.81061	9.76517	10.18793	9.39591	1191.07438	10.70999	7.00313	10.33816	8.86566	46.7055	0.13294	16.46645	0.00000	49.98700	23.15330	10.76059	38.2739	8.47277
52.70608	8.77214	13.37230	9.61275	1114.26296	7.93327	7.45704	9.99462	8.89568	38.17492	3.15900	72.17307	1.00000	60.47756	-1.67704	8.54675	-122.2608	8.54454
68.13215	7.87583	10.66836	9.76297	1158.35878	10.14826	7.67224	10.02003	6.59348	33.37526	0.21718	52.16304	0.00000	37.46799	0.66070	9.06349	74.3092	6.43710
50.60751	10.55886	10.22587	7.12278	1187.11550	4.86170	9.85541	7.49124	8.99642	53.43333	0.13542	60.79562	1.00000	65.41621	22.82338	10.97484	-7.95	8.55284
35.11464	6.27627	12.20857	12.31246	1180.37431		7.75911	9.15198	8.81792	35.72917	0.98915	61.53501	0.00000	49.76179	22.49510	8.08006	10.58082	9.64131
79.43146	11.97871	9.03022	8.37295	1081.71878	6.52840	7.84316	8.02349	9.48360	34.08565	0.04404	53.72869	1.00000	65.44172	16.97786	9.48323	74.80555	8.37365
55.38386	9.88088	10.09036	8.41383	1118.31080	6.78377	11.13421	8.35545	6.87042	12.1277	0.12253	37.93652	1.00000	42.73389	2.31429	11.07284	78.15794	7.84997
60.23075	11.94355	7.86449	10.33662	1138.77576	12.63672	9.95578	8.43779	10.56181	49.5099	0.01862	28.83563	0.00000	49.55285	16.72784	8.53575	6.74549	9.19119
53.02780	10.09396	7.74586	10.04588	1126.10436	6.52235	10.38346	9.87625	8.13203	18.42745	0.01756	37.28380	1.00000	56.05399	22.18017	8.47067	-67.15407	8.61957
44.29306	11.21201	9.05075	4.65153	1117.11187	7.65695	6.37940	10.04809	7.96349	55.67938	0.04473	61.76139	1.00000	55.10237	3.46326	8.67154	12.53463	8.93602
44.63004	10.40369	9.29169	10.74939	1145.18079	7.75993	8.05655	10.04499	9.72651	47.80527	0.05532	67.21123	1.00000	45.67099	23.05698	9.05173	-122.24064	9.33730
57.91488	11.13973	9.73121	6.88000	1180.89733	9.17883	7.76070	8.86820	8.34089	68.79833	0.08947	61.62009	1.00000	67.34790	9.05760	9.41925	16.54165	7.32156
49.74774	9.74414	9.69770	10.23527	1066.11902	6.99102	8.73922	10.57957	9.28676	34.25	0.07921	55.56961	1.00000	63.59134	7.58143	8.86544	135.31667	10.67214
66.89335	9.97175	9.63841	10.36627	1072.43994	9.08290	7.62261	10.95883	6.46952	42.16808	0.08093	41.65868	0.00000	39.00561	9.09325	7.92161	-88.42814	7.98388
35.59955	12.75422	12.04430	7.54671	1113.09572	11.51079	7.29826	10.98334	8.58275	25.49043	0.84146	68.55358	0.00000	45.71221	13.96408	9.90943	85.94001	9.43693
52.02881	10.74673	9.53266	10.64203	1189.36726	7.83948	7.66362	9.66075	9.31788	8.35122	0.07238	57.34054	1.00000	61.54087	20.40676	9.48555	-62.64102	6.32791
46.33563	10.04334	10.01675	6.84616	1052.06492	9.73321	8.46929	9.14772	8.83855	53.14657	0.11152	45.69194	1.00000	35.91194	4.06944	9.30214	140.72287	10.46102
24.66049	10.99616	11.24870	8.30059	1063.13680	9.07980	7.71288	9.43739	9.79199	54.48147	0.38400	54.80555	1.00000	65.25928	19.45553	8.03604	53.47103	10.41199
66.61530	8.17156	10.74457	10.34302	1076.74570	10.85049	9.10170	7.78904	9.95351	42.35843	0.23292	44.14531	0.00000	61.45520	4.73653	9.31498	-71.05977	9.34806
15.21203	10.56407	10.15394	11.25009	1053.79090	8.81575	6.36024	10.57115	9.93534	25.66795	0.12831	45.10070	1.00000	59.69748	1.83695	10.72696	85.83636	10.51722
31.20680	9.38431	10.90448	11.43720	1083.61831	11.96106	5.72325	12.26981	9.06971	36.61033	0.27367	55.95186	0.00000	70.53688	14.89132	10.22832	-88.31476	7.94303
77.51031	10.75259	11.70862	9.52363	1085.39800	8.32816	6.68816	9.55359	8.80511	31.96258	0.60034	53.48671	1.00000	52.80105	11.85042	9.06075	73.97117	9.04520
47.18687	9.11312	12.06337	10.09627	1163.83725	9.54066	7.18959	10.22735	9.17213	16.455	0.85419	58.29491	0.00000	53.10122	9.49077	8.91480	120.5875	10.09140
59.47727	12.18270	8.95560	6.49334	1076.09794	8.87633	7.91102	9.48206	8.17581	37.08819	0.04379	45.42597	1.00000	32.04051	8.66393	7.94001	-8.2503	8.99155
43.88635	10.47181	9.60641	5.75466	1088.27161	8.67794	7.55658	9.90717	9.39143	39.22493	0.07469	71.81247	1.00000	63.71790	9.57285	7.95007	42.85693	7.38486
44.00552	10.86233	12.00361	7.81539	1100.25360	8.25699	6.20521	9.82679	9.05122	10.12268	0.81045	53.92199	1.00000	44.67400	19.42112	6.72886	77.54372	9.68149
61.47918	9.11298	11.78463	9.79228	1199.65364	11.90857	7.89679	10.99600	10.05026	42.24113	0.64663	63.16834	1.00000	39.19402	12.48838	7.18531	-88.3162	8.71346
54.74339	10.86456	7.68605	10.38419	1076.96114	8.98516	8.09049	11.48263	9.51697	-37.9	0.01580	37.45207	0.00000	59.47866	16.25029	8.78549	145.18333	8.04905
56.52948	11.87482	7.76780	4.69673	1172.69609	8.44060	7.36753	10.44924	9.46993	12.1277	0.01823	54.02978	1.00000	50.26679	10.95905	8.43483	78.15794	10.48776
30.16070	7.87393	10.65062	10.73676	1137.81275	9.60708	8.29734	9.75354	8.62722	-31.25033	0.21138	55.08022	0.00000	54.62599	24.12299	8.85556	-61.4867	11.32244
64.93840	11.08618	8.12712	9.71948	1116.65278	10.19094		10.21730	10.89900	32.44874	0.02285	62.28480	0.00000	44.39054	2.07381	8.73776	-99.73314	7.46102
49.40152	12.97813	9.38293	7.70139	1136.09721	8.97283	8.83419	9.80701	9.08874	-10.91111	0.06323	48.95124	1.00000	46.94957	15.84853	9.21001	-37.07167	8.08880
31.13804	6.86661	10.15202	6.90384	1069.66001	12.15990	5.86964	11.29564	8.46592	51.39148	0.13706	44.80728	1.00000	36.02000	12.58622		-0.29825	11.18259
	2.09265	9.57634	8.71551	1107.73718	7.79802	5.47962	12.83459	9.52678	51.78967	0.06995	62.74246	0.00000	45.85445	17.37388	6.73543	1.15597	10.39947
70.96876	11.24494		10.66481	1100.48484		8.56783	8.60546	8.96781	0.76755	0.04207	50.96678	0.00000	40.19629	12.00769	8.78785	24.43973	8.71005
45.18862	7.69475	11.26698	8.29100	1056.95562	11.34637	7.86812	8.50250	8.03948	42.30865	0.38598	65.60812	0.00000	59.92276	16.69120	8.24914	-83.48216	9.26037
32.49287	8.05396	10.33625	11.18486	1184.57133	9.16600	8.86451	9.00176	9.51754	30.75545	0.15508	60.62644	0.00000	50.78123	9.86043	8.61065	20.22625	8.95444
66.16978	9.64328	9.14864	11.30952	1184.59821	8.06989	7.63175	11.90641	6.85611	51.88333	0.05454	75.55013	1.00000	50.53064	14.78951	8.05333	8.51667	7.68150
47.85738	8.68897	8.63839	12.01945	1104.51366	12.40171	8.01863	10.58707	9.07153	51.38673	0.03763	63.46393	0.00000	36.52564	20.66517	9.13133	0.30367	8.89948
38.20343	9.40836	10.54280	11.57828	1178.04331	8.14935	7.25940	11.96566	9.74243	41.77583	0.19278	77.20981	1.00000	38.07481	10.83339	9.78275	140.73667	9.69667
64.75366	9.85317	11.55718	8.35370	1165.10402	9.25365	8.63344	11.77195	10.10411	17.30858	0.51489	51.11458	1.00000	57.95925	18.02626	9.68625	97.01124	7.42139
50.43006	10.79618	8.41564	11.64467	1172.53692	7.38487	7.48352	10.94374	9.54231	28.90054	0.03061	47.13959	1.00000	81.48041	11.08838	9.42059	-81.26367	7.43123
65.12465	12.98249	9.16567	7.33705	1106.73479	8.83848	8.87062	9.32745	9.91946	4.88441	0.04996	28.38578	1.00000	64.59892	25.33677	8.25309	101.96857	9.75286
44.69320	8.39977	10.39882	11.26202	1190.18829	8.29300	9.28695	12.37257	10.32680	43.11667	0.16739	82.56129	1.00000	45.55035	19.28520	9.61971	1.6	8.32679
93.91567	10.52809	11.38301	11.57233	1132.02978	10.73831	7.59864	10.64443	9.61026	50.75767	0.43863	22.26258	0.00000	62.84562	-10.26652	8.77848	-1.5443	9.12918
27.67062	13.49928	9.45872	7.80906	1152.55967	8.93089	9.91429	9.84128	9.73303	-1.26753	0.06236	43.40668	1.00000	51.64534	-4.19927	8.76380	116.82887	9.21478
34.34992	12.48791	9.33493	6.34406	1077.59509	8.47244	7.13571	8.76317	9.65665	26.76628	0.06292	42.54079	1.00000	54.31978	14.42366	8.40206	83.36889	8.85274
66.95343	8.26067	9.49477	11.61264	1086.83742	11.40982	8.60043	8.37577	7.28283	50.75	0.06863	51.39142	0.00000	58.85801	-1.99874	8.12710	2.25	8.45252
54.05377	7.14441	9.57302	8.00930	1095.53025	9.90227	6.12041	12.18785	8.81292	37.31065	0.07095	55.53898	1.00000	42.55748	30.06862	10.27433	13.57661	9.52553
46.38810	11.14421	11.54294	10.90821	1115.07935	9.58063	5.32622	9.55405	7.84326	41.92361	0.51109	43.93009	1.00000	50.77727	6.86162	9.33177	20.91361	7.90403
51.89449	7.00358	8.59714	9.37558	1195.42685	10.96068	6.30085	12.60366	9.49422	-14.66463	0.02769	64.96796	0.00000	53.46019	11.70295	8.61641	-52.35558	8.98611
55.67903	9.70836	10.66810	10.42413	1127.62693	10.69793	7.58939	9.70426	7.72420	23.1959	0.21435	35.15824	0.00000	53.98095	4.30739	9.17790	86.51499	8.84910
64.78980	11.72595	10.23940	9.06082	1075.09148	9.99087	8.46386	10.71343	9.26573	-10.91111	0.14012	23.49326	0.00000	47.92618	18.46219	10.24602	-37.07167	9.56229
44.99619	10.55215	8.57343	10.73397	1165.20268	7.86555	8.02170	11.91547	10.10346	39.59611	0.02832	43.68782	0.00000	55.73874	29.67502	8.41444	27.02444	8.82082
81.58010	6.93548	8.82049	10.83705	1190.71550	11.05322	6.82585	11.27592	9.36902	6.46838	0.03614	78.76633	0.00000	51.41512	14.78874	8.86554	-73.26022	9.39557
62.06287	11.43429	8.95216	10.95842	1165.02443	6.62059	6.79776	10.32197	7.69386	22.4711	0.04295	23.80520	1.00000	54.41302	19.73552	11.09141	88.1453	8.85325
74.12139	10.85716	10.29196	8.78786	1124.93288	10.77042	8.61177	10.37580	10.60745	13.48082	0.14695	49.42500	1.00000	20.50427	18.46723	9.54211	-86.58208	8.42809
55.98769	9.50043	14.72576	9.82418	1087.08498	9.25558	7.08728	10.24244	10.03503	45.53929	12.22429	48.46784	0.00000	63.68689	33.08486	9.24164	-122.38731	9.34068
48.23080	10.26821	12.32566	10.17950	1098.72990	9.13772	6.13817	9.57256	8.90303	50.23019	1.11413	45.16480	1.00000	53.63067	29.84448	8.48458	8.77155	10.13077
23.74332	11.11357	11.50599	9.88386	1140.71711	7.76501	5.99343	9.68434	10.11505	40.24537	0.48964	43.41858	1.00000	56.76808	7.63981	7.95448	-75.64963	8.50663
37.37216	10.53348	11.50181	9.36881	1156.77349	9.84796	8.95107	11.15602	7.96600	46.1351	0.49305	25.05609	1.00000	39.71348	15.95435	8.98185	-60.1831	9.07546
57.03120	6.79946	11.89298	8.31061	1181.49744	11.36435	6.43221	12.28257	9.50278	34.25	0.72176	29.94639	1.00000	79.97613	18.72632	9.41399	135.31667	10.40080
73.66908	10.78470	7.32097	4.96939	1105.16840	9.86920	8.34741	8.80070	8.66619	44.99012	0.01087	61.81892	1.00000	71.19814	13.91648	9.56909	-123.02621	9.25903
44.40780	11.01629	9.89231	8.40524	1118.57185	10.88613	7.50931	9.99101	7.49307	45.47885	0.10223	58.05792	1.00000	67.22164	11.36328	9.00242	133.42825	9.97477
48.69690	9.00286	12.85865	10.65347	1194.47594	10.95091	6.44649	9.53910	8.67757	9.6531	1.89286	59.58246	0.00000	49.27274	19.82521	9.72372	124.3697	9.08717
67.78451	10.67617	9.81131		1192.57067	8.81114	7.32999	9.67088	10.46815	48.8765	0.09681	45.67568	1.00000	56.55975	9.48044	9.29016	2.18967	10.76289
36.51975	10.31176	10.81377	11.38042	1169.35711	9.26876	6.30738	10.68981	9.37163	10.31672	0.25114	44.33696	1.00000	39.13512	21.80994	8.49528	123.89071	8.65902
39.27184	10.08104	11.50434	11.69166	1117.10591	8.12473	5.43135	12.31865		50.88506	0.49485	56.09579	1.00000	55.90714	21.58926	9.69358	4.07601	10.78669
60.95173	12.31451	7.65150	10.60902	1061.51076	6.60425	7.23634	10.06793	9.26533	30.76468	0.01262	62.40894	1.00000	35.55455	18.37499	7.22634	74.12286	9.69550
56.09621	12.94696	10.11330	9.10576	1127.18351	9.24382	9.01366	11.44560	9.32033	40.11583	0.12709	54.44849	0.00000	83.64393	20.45975	9.44650	67.84222	9.13515
72.98202	8.58924	9.76990	8.44654	1122.84001	12.84742	8.69054	11.41638	9.81409	-8.28333	0.08622	65.89615	1.00000	30.98312	-0.33992	9.62406	-35.03333	9.01840
57.24551	8.83107	9.12841	6.75239	1105.03063	12.10953	5.66171	8.65693	9.26342	45.53929	0.05008	29.88103	1.00000	48.33380	16.03553	9.66542	-122.38731	8.57721
45.05992	9.10332	8.05978	3.36150	1161.85604	9.65762	3.76046	8.30736	7.64328	31.92923	0.02360	40.06685	1.00000	69.76722	14.71343	8.62733	34.86563	7.52943
78.39632	10.90842	10.74684	10.12878	1078.46152	10.85820	8.45102	9.54200	7.52694	32.52515	0.23840	46.83412	0.00000	53.51429	32.48874	8.03510	-93.75018	8.75311
62.97501	12.26572	10.65304	9.68795	1068.40265	11.25001	8.03689	10.30299	7.80027	41.50343	0.20923	41.34196	0.00000	36.74396	15.77150	8.81262	-74.01042	7.77458
31.76636	6.79456	9.87337	10.26666	1191.08058	10.06940	9.01686	8.12924	7.07506	4.88441	0.09840	77.75845	0.00000	70.76693	-7.28299	8.41338	101.96857	10.68631
79.10960	11.73162	10.40344	8.75971	1088.42888	10.80342	7.81479	7.86173	9.57276	36.6009	0.16197	68.10814	1.00000	42.36936	16.77510	10.02320	126.665	8.14505
39.71710	10.60596	9.92841	10.99140	1063.69008	8.95688	6.34073	10.98402	7.33962	35.89972	0.10138	13.40314	1.00000	60.13046	20.55302	9.62306	14.51472	8.86591
78.12022	11.66463	11.44988	8.16443	1126.21742		7.22259	7.50919	9.14119	23.9028	0.47030	18.91140	1.00000	31.67279	28.19757	8.06214	89.11943	9.34614
39.80924	9.30335	10.41963	11.02369	1055.08738	8.78990	8.19047	11.70770	9.02313	13.51825	0.17198	43.42472	0.00000	44.71465	10.28709	8.91019	99.95469	7.88753
52.68675	9.72445	7.54102	10.21496	1091.15544	9.80196	8.55431	10.17966	9.99656	8.35122	0.01329	37.00822	0.00000	43.54727	5.44557	10.74155	-62.64102	9.16908
43.19700	10.57976	9.70887	12.07849	1082.36284	11.26022	7.65904	10.25991	7.98750	43.50891	0.08914	48.54092	0.00000	37.24496	21.59953	6.63575	16.43915	8.59866
24.95490	10.87653	11.39628	10.77965	1171.28129	7.98903	6.01569	9.33331	7.87974	14.95472	0.44355	33.12665	1.00000	48.02053	13.21655	9.42948	120.89694	8.82940
53.60652	10.80433	8.79486	5.26977	1192.29112	9.17811	6.54661	8.16760	10.45084	-4.16694	0.03777	36.21758	1.00000	63.68635	39.02923	9.05128	-40.7475	7.60138
55.98744	11.15964	10.35460	8.53024	1184.75644	6.50052	7.33111	9.06259	8.91201	8.35122	0.15718	65.20315	0.00000	58.89924	9.98182	9.98845	-62.64102	7.40379
41.20250	10.64750	9.81589	11.06648	1084.62474	7.81001	7.05376	10.57196	8.35294	27.92333	0.09802	56.85466	1.00000	73.31503	22.64334	8.63445	118.53333	8.43457
59.13759	9.91141	9.94989	6.44966	1105.05846	9.77487	7.06113	9.80790	8.22259	-27.4338	0.10693	39.04874	1.00000	68.23084	16.02440	9.40193	-65.61427	7.97661
51.14443	4.48609	9.05465	8.76684	1059.56565	9.35277	5.11407	13.63335	7.49163	12.37169	0.04843	57.73537	0.00000	69.71118	15.99342	9.41062	123.62494	9.11259
45.72338	11.91987	9.59254	10.27907	1054.03934	7.24490	5.78523	9.26153	9.97824	40.42386	0.07484	35.47669	1.00000	51.55507	17.61832	10.15388	-3.53261	9.84577
50.78950	11.64379	11.16647	9.65609	1130.52736	6.78895	5.59552	8.90243	9.77487	18.20854	0.35291	59.59660		52.45088	24.91305	6.69180	-71.10077	10.00082
39.86952	9.00347	10.56924	10.97153	1149.00531	10.72087	5.36447	10.75416	7.84716	48.15659	0.19464	81.51958	0.00000	57.63556	8.54523	7.08768	28.28489	6.16769
50.50900	10.26665	9.94627	5.46428	1061.34626	7.90407	6.88822	10.29691	7.69228	56.11281	0.10535	67.39033	1.00000	57.67053	24.38519	7.58920	69.49015	10.76130
55.37934	7.60878	10.79789	7.55963	1192.50383	11.66265	6.88756	9.95863	9.49040	39.46667	0.24321	55.15350	1.00000	64.50213	-2.30281	7.94682	141.95	9.18576
69.44705		8.67340	8.49871	1115.56451	5.66863	9.28997	8.24143	8.27196	36.53333	0.03089	43.34283	1.00000	63.25264	32.15731	10.36556	136.61667	8.64236
65.99472	11.89531	8.59141	6.97427	1105.69965	9.70125	8.38296	11.63948	8.60927	40.42386	0.02864	52.15974	1.00000	56.97939	34.04257	9.46724	-3.53261	7.76326
48.20518	9.66273	5.61194	11.91761	1098.74155	9.18081	9.51096	9.88492	9.05096	40.11583	0.00159	65.98014	0.00000	60.72286	20.26548	9.27060	67.84222	9.89421
55.80809	9.11489	10.36811	8.05301	1146.75928	11.72933	7.21638	9.54081	7.59103	44.31771	0.16166	39.79987	1.00000	50.34105	4.09904	9.19606	9.32241	8.41479
56.40398	12.89604	10.25128	8.71302	1121.88274	9.84810	9.14192	8.22984	9.53403	40.92298	0.14475	19.27173	1.00000	49.52456	21.86583	9.61100	14.30935	8.25486
59.86627	11.05886	7.49552	11.25847	1073.09779	7.90762	7.42432	11.14640	10.85548	41.72063	0.01420	22.22935	1.00000	54.15701	26.61616	8.50383	12.6723	8.40388
50.28751	10.38428	9.85359	8.06827	1188.71523	11.36366	7.70874	10.43103	9.62418	15.73628	0.09681	61.09138	1.00000	52.37429	13.94149	8.88576	75.96976	8.45950
48.18004	11.87587	11.35736	9.85072	1052.73847	10.48874	8.76519	10.33394	8.56014	49.88307	0.42485	31.14484	1.00000	53.01524	37.28909	9.18823	-119.48568	8.85798
51.03867	10.58408	11.28974	10.40046	1178.89646	9.22051	7.35150	11.03453	8.30990	43.41949	0.39330	52.30685	0.00000	27.59743	8.26709	11.23665	77.0202	7.68741
35.84190	8.39134	9.91129	6.20837	1104.86218	10.21906	7.02315	10.37284	8.94582	44.75874	0.10151	60.20562	1.00000	51.55335	14.41092	9.09751	19.21437	7.66509
55.83191	13.52019	10.94876	9.41650	1070.08864	8.80969	9.99671	10.30076	9.35875	49.88307	0.28814	29.31090	1.00000	40.66497	0.92952	10.21414	-119.48568	7.54464
60.57324	10.41278	11.60660	7.38046	1139.71509	8.26377	8.07331	11.00879	8.46241	27.92333	0.54927	73.81639	1.00000	42.82985	20.97026	10.16319	118.53333	7.46618
47.93930	9.79149	11.93522	10.07636	1129.92444	11.99133	5.45817	10.12090		43.1009	0.75794	65.90164	0.00000	62.91347	12.44889	8.26920	-75.23266	9.46470
60.30070	9.86562	10.97061	11.08813	1057.06453	8.20545	7.89639	11.20669	8.55070	-34.88422	0.29043	62.14778	1.00000	69.55928	17.87845	8.74086	150.60036	9.39092
53.95923	8.12828	11.96509	10.70665	1171.74110	9.89179	7.04509	9.59130	8.75861	17.34769	0.77808	60.12575	0.00000	64.97361	21.71504	8.83903	78.55757	6.49578
42.01245	10.98678	9.07135	5.30730	1088.37040	8.65225	5.99512	7.30460	7.88289	23.1959	0.04432	35.18783	1.00000	73.94213	12.07230	6.99233	86.51499	8.11275
46.84535	11.80377	12.08317	12.64892	1182.93032	10.41843	8.97040	8.51458	9.50656	36.76775	0.87482	31.10884	0.00000	56.65417	6.54192	8.08373	2.95924	9.66934
74.74224	8.62767	9.74910	7.92547	1098.57729	10.84333	6.61735	11.16146	8.91290	39.08367	0.08737	27.55384	0.00000	59.13396	28.13906	8.41696	-84.50855	8.82422
34.20977	9.09476	11.34074	9.80129	1108.03729	11.91034	8.89065	12.97449	10.94286	55.85	0.42020	71.10922	1.00000	45.53466	25.21026	8.63981	37.56667	7.36580
