latitude	QoS	location	station	revision	longitude
52.66277	maintenance	Europe/London	Great Wyrley	2021/06/16	-2.01111
-6.8048	excellent	Asia/Jakarta	Kudus	07 May 2019	110.8405
0.76755	building	Africa/Lubumbashi	Yangambi	2019-09-29	24.43973
43.11667	accep	Europe/Paris	Pamiers	2017/04/28	1.6
37.31065	good	Europe/Rome	Agrigento	2015-01-30	13.57661
50.75	average	Europe/Paris	Saint-Omer	09 Feb 2015	2.25
41.14676	excellent	America/New_York	New Canaan	2019-03-16	-73.49484
-1.63333	good	Africa/Libreville	Franceville	22 Jan 2021	13.58357
34.25628	excellent	America/New_York	Leland	10 Mar 2022	-78.04471
48.07667	average	Europe/Berlin	Trossingen	2020/10/22	8.64409
17.06542	maintenance	America/Mexico_City	Oaxaca	2014-08-03	-96.72365
-4.5833	accep	Africa/Kinshasa	Kasangulu	2014/04/28	15.16554
-6.8048	excellent	Asia/Jakarta	Kudus	17 Jan 2019	110.8405
8.62261	building	America/Caracas	Barinas	03/18/2018, 00:00:00	-70.20749
39.32011	excellent	America/New_York	Rosedale	06/16/2016, 00:00:00	-76.51552
60.02427	average	Europe/Moscow	Kolomyagi	11/27/2014, 00:00:00	30.28491
13.8196	average	Asia/Bangkok	Nakhon Pathom	2021/06/20	100.04427
13.51825	maintenance	Asia/Bangkok	Damnoen Saduak	23 May 2021	99.95469
24.41288	good	Asia/Kolkata	Aklera	09/13/2018, 00:00:00	76.56719
33.93113	accep	America/Los_Angeles	Norco	08 Sep 2020	-117.54866
40.1675	accep	Europe/Istanbul	Sungurlu	01/04/2014, 00:00:00	34.37389
5.27247	accep	Africa/Abidjan	Bonoua	2013/10/01	-3.59625
53.63333	building	Europe/Berlin	Halstenbek	2018/05/31	9.85
9.58126	accep	Africa/Lagos	Kafanchan	2021/09/25	8.2926
51.84819	excellent	Europe/London	Walton-on-the-Naze	03/25/2022, 00:00:00	1.26738
21.46527	good	Asia/Kolkata	Sambalpur	2019/03/31	83.97573
49.68369	average	Europe/Berlin	Bensheim	2019-05-09	8.61839
48.86667	good	Europe/Paris	Marly-le-Roi	2021/02/03	2.08333
36.92574	good	Europe/Rome	Ragusa	10/17/2018, 00:00:00	14.72443
13.44581	average	Asia/Bangkok	Phanat Nikhom	15 Jun 2019	101.18445
10.66668	building	America/Port_of_Spain	Port of Spain	05/26/2017, 00:00:00	-61.51889
42.4251	building	America/New_York	Malden	30 Jul 2013	-71.06616
7.57944	average	Africa/Monrovia	New Yekepa	25 Sep 2015	-8.53778
43.83125	average	Europe/Paris	Cavaillon	2013/11/28	5.03586
-1.26753	average	Asia/Makassar	Balikpapan	2018/05/17	116.82887
-31.95224	maintenance	Australia/Perth	Perth	2012-11-11	115.8614
57.30185	good	Europe/Moscow	Gavrilov-Yam	01/19/2015, 00:00:00	39.85331
40.87363	average	Europe/Rome	Volla	2021/10/04	14.34085
41.9001	good	America/New_York	Taunton	06/15/2016, 00:00:00	-71.08977
20.74122	building	America/Mexico_City	Santa Rosa Jauregui	2013-05-05	-100.44843
37.31309	accep	Europe/Istanbul	Mardin	2020/10/27	40.74357
52.2	maintenance	Europe/Berlin	Kirchlengern	2013-01-27	8.63333
55.64776	building	Europe/Moscow	Malakhovka	2021/10/18	38.02486
50.88506	good	Europe/Brussels	Denderleeuw	2020/11/06	4.07601
48.8222	good	Europe/Paris	Le Chesnay	2013-04-22	2.12213
42.8334	average	America/Toronto	Norfolk County	05/02/2015, 00:00:00	-80.38297
43.11667	excellent	Europe/Paris	Pamiers	20 May 2016	1.6
43.16547	maintenance	America/New_York	Gates-North Gates	05 Oct 2015	-77.70066
37.58105	maintenance	Europe/Istanbul	Serinhisar	21 Aug 2022	29.26639
55.25	good	Europe/Vilnius	Ukmerge	28 Jan 2021	24.75
10.31672	good	Asia/Manila	Cebu City	2014-07-26	123.89071
3.27833	building	Africa/Kampala	Kitgum	2016/02/23	32.88667
-22.9	good	Indian/Antananarivo	Sakaraha	16 Dec 2012	44.53333
18.51957	average	Asia/Kolkata	Pune	2013/03/11	73.85535
-38.16604	good	Australia/Melbourne	Frankston South	14 Nov 2015	145.13643
6.46346	excellent	Africa/Accra	Bibiani	17 Sep 2015	-2.31938
39.72943	excellent	America/Denver	Aurora	05/07/2016, 00:00:00	-104.83192
45.51667	average	Europe/Paris	Vienne	2021-12-12	4.86667
42.24113	building	America/Chicago	Crystal Lake	09/26/2022, 00:00:00	-88.3162
31.84568	average	America/Chicago	Odessa	2020-10-01	-102.36764
45.44694	accep	Europe/Rome	Novara	2018-11-27	8.62118
41.55838	good	America/New_York	Collinwood	02/06/2018, 00:00:00	-81.56929
51.12794	average	Europe/Brussels	Temse	2021/01/23	4.21372
11.15583	maintenance	Africa/Djibouti	'Ali Sabieh	25 Mar 2015	42.7125
31.78336	maintenance	Asia/Hebron	East Jerusalem	2021-05-03	35.23388
26.68451	average	America/New_York	Belle Glade	23 Mar 2015	-80.66756
37.1759	excellent	Asia/Seoul	T’aebaek	06/24/2020, 00:00:00	128.9889
7.62789	excellent	Africa/Lagos	Ilesa	2016-06-15	4.74161
40.87329	building	Europe/Rome	Somma Vesuviana	12/20/2012, 00:00:00	14.43865
51.39148	average	Europe/London	Surbiton	2019/07/25	-0.29825
17.34769	good	Asia/Kolkata	Lal Bahadur Nagar	06 Dec 2016	78.55757
14.37395	good	Asia/Bangkok	Bang Ban	20 Oct 2012	100.48528
53.83333	average	Europe/London	Poulton-le-Fylde	2017/06/29	-2.98333
41.55838	accep	America/New_York	Collinwood	08/02/2016, 00:00:00	-81.56929
28.98002	good	Asia/Kolkata	Meerut	16 Sep 2013	77.70636
13.51825	accep	Asia/Bangkok	Damnoen Saduak	2015/06/24	99.95469
39.43534	accep	America/New_York	Lebanon	2015/04/07	-84.20299
52.71083	good	Europe/Amsterdam	Emmeloord	2014-10-22	5.74861
36.08497	average	Africa/Tunis	Siliana	2022/09/23	9.37082
39.08367	excellent	America/New_York	Covington	2018-06-12	-84.50855
25.92493	accep	Asia/Kolkata	Sojat	10/15/2014, 00:00:00	73.66633
47.4943	average	America/Los_Angeles	Bryn Mawr-Skyway	18 Jun 2017	-122.24092
5.90702	average	Asia/Kuching	Donggongon	19 Feb 2015	116.10146
34.61667	maitennce	Asia/Tokyo	Yao	2020/02/27	135.6
52.4089	accep	Europe/Minsk	Dobrush	2015-05-28	31.3237
41.54566	good	America/New_York	Middletown	05/30/2014, 00:00:00	-71.29144
43.16547	good	America/New_York	Gates-North Gates	2013/10/14	-77.70066
-34.64966	good	America/Argentina/Buenos_Aires	Barracas	2020-09-13	-58.38341
40.11583	building	Asia/Samarkand	Jizzax	2018/11/13	67.84222
36.61954	excellent	Africa/Algiers	Beni Douala	2018-02-20	4.08282
52.59319	excellent	Europe/Berlin	Wittenau	04/07/2019, 00:00:00	13.32127
24.96334	accep	Africa/Tripoli	Ghat	2016-11-08	10.18003
24.81757	accep	Asia/Kolkata	Rafiganj	21 Oct 2016	84.63445
-37.9	maintenance	Australia/Melbourne	Wheelers Hill	17 Aug 2014	145.18333
51.88333	average	Europe/Berlin	Verl	2013/03/24	8.51667
10.22677	good	America/Caracas	La Victoria	01/21/2020, 00:00:00	-67.33122
41.91738	good	Europe/Madrid	Palafrugell	2019-08-31	3.1631
33.35283	accep	America/Phoenix	Gilbert	01/01/2016, 00:00:00	-111.78903
36.61033	excellent	America/Chicago	Murray	2021/03/30	-88.31476
46.09273	excellent	America/Menominee	Iron River	15 Apr 2020	-88.64235
21.28306	accep	America/Merida	Progreso	2013/10/19	-89.66123
-7.81667	average	Asia/Jakarta	Kediri	2014-08-09	112.01667
4.02219	maintenance	Asia/Kuala_Lumpur	Teluk Intan	2021/06/11	101.02083
52.26083	good	Europe/Amsterdam	Losser	09/18/2017, 00:00:00	7.00417
42.64031	good	Asia/Shanghai	Dongfeng	2015-09-22	125.51176
36.82167	good	Asia/Seoul	Eisen	2013/04/29	128.63083
23.1959	accep	Asia/Kolkata	Kenda	25 Jan 2013	86.51499
30.35028	maitennce	Asia/Shanghai	Jingzhou	05/27/2013, 00:00:00	112.19028
15.73628	average	Asia/Kolkata	Gajendragarh	06/05/2020, 00:00:00	75.96976
35.74788	maintenance	America/Chicago	Muskogee	30 Dec 2012	-95.36969
47.76232	excellent	America/Los_Angeles	Bothell	2018-03-13	-122.2054
42.16808	average	America/Chicago	Huntley	24 Oct 2017	-88.42814
38.45598	accep	Asia/Baku	Astara	2014-09-25	48.87498
36.64852	excellent	Asia/Tehran	Nowshahr	07/18/2017, 00:00:00	51.49621
33.42585	excellent	Africa/Casablanca	Oulmes	11/13/2018, 00:00:00	-6.00137
43.86682	good	America/Toronto	Markham	25 Sep 2013	-79.2663
-10.33333	good	Africa/Dar_es_Salaam	Nyangao	24 Feb 2019	39.28333
32.5007	excellent	America/Chicago	Longview	2022-04-04	-94.74049
17.30858	average	Asia/Yangon	Kyaikto	2016/11/28	97.01124
32.44874	good	America/Chicago	Abilene	11/29/2021, 00:00:00	-99.73314
50.56149	accep	Europe/Brussels	Gembloux	2015-05-23	4.69889
47.05	accep	Europe/Vienna	Sankt Peter	17 Oct 2013	15.46667
40.57788	average	America/New_York	Brighton Beach	2015-04-04	-73.95958
0.46005	average	Africa/Nairobi	Busia	17 Jun 2014	34.11169
-31.4488	maintenance	America/Argentina/Cordoba	Esperanza	2019-06-13	-60.93173
33.45122	excellent	America/Chicago	Hueytown	2013/11/03	-86.99666
51.14942	average	Europe/Warsaw	Zgorzelec	09/23/2021, 00:00:00	15.00835
47.76232	accep	America/Los_Angeles	Bothell	2012-11-11	-122.2054
-10.90889	average	America/Maceio	Barra dos Coqueiros	2014-11-17	-37.03861
41.92361	average	Europe/Skopje	Bogovinje	2018/01/10	20.91361
37.05944	average	Europe/Istanbul	Gaziantep	2015-08-19	37.3825
6.46346	building	Africa/Accra	Bibiani	2017/01/12	-2.31938
-4.06667	building	Africa/Dar_es_Salaam	Same	21 Oct 2013	37.73333
44.22639	average	Europe/Belgrade	Negotin	2021/11/01	22.53083
6.15038	good	Africa/Lagos	Nkpor	2013-09-14	6.83042
53.49389	accep	Europe/London	Mexborough	2018-07-05	-1.29243
51.67822	maintenance	Europe/Kiev	Hlukhiv	13 Jul 2013	33.9162
48.90472	average	Europe/Paris	La Garenne-Colombes	05/26/2016, 00:00:00	2.2469
56.11281	excellent	Asia/Yekaterinburg	Ishim	2014-09-22	69.49015
34.09668	building	America/Los_Angeles	Claremont	28 Jun 2020	-117.71978
33.92946	good	America/Los_Angeles	Beaumont	04/07/2018, 00:00:00	-116.97725
32.05971	good	Asia/Jerusalem	Ganei Tikva	07/15/2014, 00:00:00	34.8732
51.40944	good	Europe/Saratov	Privolzhskiy	07/15/2017, 00:00:00	46.04833
38.47917	good	Europe/Madrid	Jumilla	09/07/2015, 00:00:00	-1.325
45.51667	average	Europe/Paris	Vienne	2014/03/14	4.86667
42.97086	average	America/Detroit	Port Huron	01 Apr 2017	-82.42491
53.81667	good	Europe/London	Blackpool	18 Jun 2019	-3.05
55.38752	average	Europe/Moscow	Naro-Fominsk	19 Jul 2020	36.73307
-20.88231	average	Indian/Reunion	Saint-Denis	2014/04/28	55.4504
52.14	good	Europe/Amsterdam	Barneveld	2016/04/07	5.58472
53.6052	average	Europe/Berlin	Barmbek-Nord	2014/01/20	10.03988
27.71809	accep	America/New_York	Sun City Center	2016-11-24	-82.35176
53.16167	accep	Europe/Amsterdam	Hoogezand	2016-05-31	6.76111
32.61603	accep	Asia/Baghdad	Karbala	2017/09/21	44.02488
21.46527	good	Asia/Kolkata	Sambalpur	11/02/2015, 00:00:00	83.97573
-36.9256	excellent	America/Santiago	Chiguayante	02/23/2021, 00:00:00	-73.02841
9.82564	accep	Asia/Kolkata	Tiruppuvanam	27 Oct 2018	78.25795
7.06273	average	Africa/Accra	Mampong	2018/07/23	-1.4001
34.06635	average	America/New_York	Acworth	24 Aug 2015	-84.67837
35.89972	average	Europe/Malta	Valletta	2021-07-22	14.51472
36.92574	maintenance	Europe/Rome	Ragusa	08 Oct 2015	14.72443
42.30865	average	America/Detroit	Canton	09/28/2014, 00:00:00	-83.48216
44.59445	building	Europe/Rome	Castelfranco Emilia	24 May 2019	11.04979
6.46838	accep	America/Bogota	Socorro	11 Jul 2019	-73.26022
51.24197	accep	Europe/Brussels	Lille	2016/03/22	4.82313
42.8139	average	Europe/Madrid	Segundo Ensanche	2015/06/30	-1.64295
34.77453	maintenance	America/Chicago	Ada	20 Feb 2015	-96.67834
37.08819	accep	Europe/Lisbon	Albufeira	2019-11-25	-8.2503
60.02427	average	Europe/Moscow	Kolomyagi	01/26/2014, 00:00:00	30.28491
26.9423	good	Asia/Karachi	Tharu Shah	2014/06/20	68.11759
18.87813	good	Asia/Kolkata	Uran	2013-08-30	72.93924
40.78206	good	Asia/Tashkent	Andijon	08/02/2021, 00:00:00	72.34424
53.19146	maitennce	Europe/London	Winsford	2013-04-08	-2.52398
43.62558	good	Europe/Rome	Falconara Marittima	2015-06-23	13.39954
36.06386	average	Africa/Algiers	El Achir	2018/10/23	4.62744
27.0174	good	Asia/Riyadh	Al Jubayl	2014-06-30	49.62251
54.8421	average	Europe/Moscow	Alatyr’	11/29/2013, 00:00:00	46.5813
48.06919	good	Europe/Berlin	Gauting	14 Apr 2016	11.37703
54.60528	good	Europe/Warsaw	Reda	2017/05/29	18.34717
41.15612	accep	Europe/Madrid	Reus	2014/08/06	1.10687
-19.65	maintenance	Indian/Antananarivo	Antanifotsy	14 Oct 2018	47.31667
18.42745	average	America/Puerto_Rico	Aguadilla	04/19/2021, 00:00:00	-67.15407
56.9083	maintenance	Asia/Yekaterinburg	Beryozovsky	2018-02-03	60.8019
34.85	building	Asia/Shanghai	Taozhuang	07 Mar 2019	117.33333
16.0567	acceptable	Asia/Bangkok	Roi Et	2021-08-06	103.65309
60.02427	excellent	Europe/Moscow	Kolomyagi	2017-06-04	30.28491
14.14989	accep	Asia/Manila	Calauan	27 Feb 2018	121.3152
12.1277	average	Asia/Kolkata	Dharmapuri	17 Jul 2015	78.15794
47.48444	accep	Europe/Zaporozhye	Polohy	01/12/2014, 00:00:00	36.25361
53.83333	accep	Europe/London	Poulton-le-Fylde	11/26/2014, 00:00:00	-2.98333
55.38752	good	Europe/Moscow	Naro-Fominsk	04/13/2022, 00:00:00	36.73307
11.8659	good	Africa/Khartoum	Ar Ruseris	13 May 2021	34.3869
41.94175	excellent	Asia/Shanghai	Hushitai	2018-02-19	123.50266
50.23805	average	Europe/Berlin	Nidderau	2019/11/26	8.86704
50.8	average	Europe/Brussels	Wevelgem	03/30/2016, 00:00:00	3.16667
53.95278	building	Europe/Moscow	Roslavl’	01/20/2017, 00:00:00	32.86389
27.76056	average	Atlantic/Canary	Maspalomas	09/08/2017, 00:00:00	-15.58602
36.06386	accep	Africa/Algiers	El Achir	04 May 2021	4.62744
0.46005	excellent	Africa/Nairobi	Busia	2022/06/21	34.11169
38.55632	good	Asia/Dushanbe	Vahdat	2020-07-26	69.01354
32.9156	maintenance	America/Los_Angeles	Mira Mesa	06/09/2020, 00:00:00	-117.14392
41.48199	excellent	America/New_York	Lakewood	05/21/2013, 00:00:00	-81.79819
17.06542	average	America/Mexico_City	Oaxaca	10/15/2012, 00:00:00	-96.72365
42.7392	building	America/Detroit	Waverly	2021/06/05	-84.62081
41.47892	accep	America/Chicago	Schererville	23 Apr 2019	-87.45476
40.92298	good	Europe/Rome	Afragola	2012-10-11	14.30935
43.16547	average	America/New_York	Gates-North Gates	2015-06-01	-77.70066
13.48082	average	America/Managua	Somoto	30 Dec 2016	-86.58208
44.97639	maintenance	Europe/Belgrade	Sremska Mitrovica	2015/12/11	19.61222
41.8542	excellent	America/Chicago	Lower West Side	2018/06/11	-87.66561
51.65	good	Europe/London	Barnet	09/16/2022, 00:00:00	-0.2
11.12018	excellent	Asia/Kolkata	Manjeri	2018/11/06	76.11996
42.55308	good	America/Chicago	Pleasant Prairie	09/25/2019, 00:00:00	-87.93341
-25.42778	excellent	America/Sao_Paulo	Curitiba	2016/07/30	-49.27306
-22.57306	accep	America/Sao_Paulo	Artur Nogueira	2016-07-16	-47.1725
23.04419	building	America/Havana	Jaruco	12 Dec 2015	-82.00919
36.19278	average	Asia/Shanghai	Laiwu	04/13/2017, 00:00:00	117.65694
-20.25333	accep	America/Sao_Paulo	Itabirito	2015-05-04	-43.80139
3.27833	excellent	Africa/Kampala	Kitgum	2019-06-23	32.88667
45.50369	building	Europe/Rome	Montecchio Maggiore-Alte Ceccato	2022/02/08	11.412
10.66668	good	America/Port_of_Spain	Port of Spain	2018/09/04	-61.51889
50.23019	excellent	Europe/Berlin	Karben	02 Jul 2022	8.77155
42.50729	accep	Europe/Andorra	les Escaldes	02/05/2017, 00:00:00	1.53414
-21.44345	maitennce	America/La_Paz	Tupiza	2015-08-15	-65.71875
40.72816	average	America/New_York	Jersey City	04/24/2014, 00:00:00	-74.07764
-11.48472	accep	America/Bahia	Rio Real	28 Aug 2017	-37.93278
41.72059	good	America/Chicago	Evergreen Park	2017/03/12	-87.70172
59.80917	accep	Europe/Moscow	Shushary	11/04/2019, 00:00:00	30.38167
21.01858	good	America/Mexico_City	Guanajuato	02/25/2013, 00:00:00	-101.2591
13.48082	average	America/Managua	Somoto	2013/03/19	-86.58208
36.08497	average	Africa/Tunis	Siliana	12/09/2018, 00:00:00	9.37082
35.25064	good	America/Chicago	Searcy	2018-04-04	-91.73625
39.71734	accep	America/New_York	Sicklerville	2021-03-31	-74.96933
51.65	excellent	Europe/London	Barnet	2019-10-13	-0.2
31.82539	maintenance	Asia/Karachi	Sillanwali	28 Oct 2012	72.54064
25.80565	maintenance	Asia/Karachi	Bhit Shah	2015-08-02	68.49143
33.92946	good	America/Los_Angeles	Beaumont	06 Jul 2016	-116.97725
8.35122	average	America/Caracas	Ciudad Guayana	2014-05-29	-62.64102
12.04161	average	Asia/Kolkata	Talipparamba	29 May 2016	75.35927
34.75856	excellent	Asia/Tokyo	Ueno-ebisumachi	25 May 2018	136.13108
15.45144	excellent	Asia/Kolkata	Betamcherla	2013/02/20	78.14797
-27.4338	accep	America/Argentina/Tucuman	Aguilares	09/05/2017, 00:00:00	-65.61427
40.53123	excellent	Europe/Rome	Francavilla Fontana	2019-02-25	17.58522
40.72371	accep	America/New_York	Greenpoint	23 Nov 2015	-73.95097
38.68712	good	Europe/Madrid	Puertollano	05/15/2017, 00:00:00	-4.10734
33.7207	average	America/Los_Angeles	Indio	04/02/2013, 00:00:00	-116.21677
49.07866	accep	Europe/Kiev	Zvenihorodka	01/02/2017, 00:00:00	30.96755
22.10194	good	Asia/Kolkata	Barbil	2013/05/26	85.37752
55.1904	excellent	Europe/Minsk	Vitebsk	06/08/2014, 00:00:00	30.2049
39.45621	accep	America/New_York	Martinsburg	08/25/2020, 00:00:00	-77.96389
36	accep	Asia/Tokyo	Okegawa	06/14/2022, 00:00:00	139.55722
12.95629	average	Asia/Kolkata	Robertsonpet	22 May 2018	78.27539
-25.42778	maintenance	America/Sao_Paulo	Curitiba	01 May 2018	-49.27306
53.14657	average	Asia/Vladivostok	Nikolayevsk-on-Amure	2022-06-05	140.72287
14.95472	accep	Asia/Manila	Baliuag	17 Apr 2022	120.89694
14.46693	excellent	Asia/Kolkata	Davangere	15 Jun 2017	75.92694
-8.28333	excellent	America/Recife	Cabo	01/03/2016, 00:00:00	-35.03333
45.79377	maitennce	Europe/Rome	Malnate	10 Aug 2017	8.88104
51.955	average	Europe/Amsterdam	Culemborg	2014-06-25	5.22778
40.70995	maintenance	Europe/Madrid	Amposta	06/01/2016, 00:00:00	0.57856
43.48961	average	Europe/Madrid	Ferrol	16 Nov 2018	-8.2194
51.67822	building	Europe/Kiev	Hlukhiv	12 Mar 2021	33.9162
-6.8048	maintenance	Asia/Jakarta	Kudus	23 Jul 2014	110.8405
53.69786	accep	Europe/London	Leyland	19 May 2016	-2.68758
50.72043	accep	Europe/Berlin	Rudolstadt	03/22/2014, 00:00:00	11.34046
47.80527	good	America/Los_Angeles	Bothell West	2014-07-08	-122.24064
53.16167	average	Europe/Amsterdam	Hoogezand	14 Apr 2013	6.76111
60.18427	excellent	Europe/Helsinki	Kallio	2015-07-01	24.95034
41.15376	accep	America/Chicago	Bourbonnais	02/10/2018, 00:00:00	-87.88754
9.91861	average	America/Caracas	Tinaquillo	26 May 2021	-68.30472
45.39402	average	Europe/Rome	San Giuliano Milanese	28 Oct 2015	9.29109
-19.32556	average	America/Sao_Paulo	Resplendor	2012/10/05	-41.25528
53.0233	good	Europe/London	Belper	12/31/2020, 00:00:00	-1.48119
50.56149	maintenance	Europe/Brussels	Gembloux	02/07/2022, 00:00:00	4.69889
-1.63333	accep	Africa/Libreville	Franceville	2018-06-19	13.58357
43.61058	excellent	Europe/Paris	Colomiers	01 Jun 2014	1.33467
21.46527	good	Asia/Kolkata	Sambalpur	04 Mar 2014	83.97573
46.09273	accep	America/Menominee	Iron River	2019/09/27	-88.64235
10.63504	building	America/Costa_Rica	Liberia	24 Nov 2021	-85.43772
-22.53722	average	America/Sao_Paulo	Guapimirim	2018-12-23	-42.98194
51.62907	excellent	Europe/London	High Wycombe	11/25/2017, 00:00:00	-0.74934
12.25282	average	Asia/Kolkata	Gingee	2021/03/02	79.41727
10.15031	accep	America/Bogota	El Copey	11/29/2021, 00:00:00	-73.9614
36.61033	accep	America/Chicago	Murray	2014/09/01	-88.31476
45.40008	good	America/Toronto	Sainte-Catherine	2018/01/01	-73.58248
32.54044	maintenance	America/New_York	Dublin	2016-08-15	-82.90375
55.38752	average	Europe/Moscow	Naro-Fominsk	2020/03/21	36.73307
-4.06667	accep	Africa/Dar_es_Salaam	Same	2019-01-27	37.73333
51.65	excellent	Europe/London	Barnet	05/18/2021, 00:00:00	-0.2
18.20854	excellent	America/Santo_Domingo	Santa Cruz de Barahona	17 Sep 2021	-71.10077
44.73941	excellent	America/Chicago	Rosemount	28 May 2021	-93.12577
40.65995	building	America/Denver	Kearns	08/18/2021, 00:00:00	-111.99633
50.8	building	Europe/Brussels	Wevelgem	01 Oct 2013	3.16667
-7.54972	average	Asia/Jakarta	Ngemplak	2020-10-21	110.71639
0.51667	good	Asia/Jakarta	Pekanbaru	2020/12/11	101.44167
37.08819	accep	Europe/Lisbon	Albufeira	04/18/2022, 00:00:00	-8.2503
61.72744	good	Europe/Stockholm	Hudiksvall	16 Jan 2017	17.10558
44.92801	average	Europe/Paris	Valence	2018/07/20	4.8951
7.62789	accep	Africa/Lagos	Ilesa	2017-05-07	4.74161
39.22493	accep	Europe/Istanbul	Patnos	2014/08/13	42.85693
18.42745	excellent	America/Puerto_Rico	Aguadilla	09/11/2021, 00:00:00	-67.15407
53.63333	average	Europe/Berlin	Halstenbek	12/26/2018, 00:00:00	9.85
-0.35817	excellent	Africa/Mogadishu	Kismayo	04/27/2014, 00:00:00	42.54536
36.75965	good	Asia/Tokyo	Namerikawa	09/23/2021, 00:00:00	137.36215
35.82756	accep	Asia/Tokyo	Ina	2019/10/18	137.95378
19.32932	good	America/Mexico_City	Contla	06/03/2013, 00:00:00	-98.1664
1.6561	building	Asia/Kuala_Lumpur	Kulai	08/16/2021, 00:00:00	103.6032
51.08468	excellent	Europe/Berlin	Burscheid	03/28/2013, 00:00:00	7.11393
25.80565	maintenance	Asia/Karachi	Bhit Shah	2015/02/21	68.49143
51.30001	excellent	Europe/Berlin	Oschatz	2017/01/10	13.10984
4.94273	excellent	Africa/Bangui	Carnot	2019/05/05	15.87735
52.4089	excellent	Europe/Minsk	Dobrush	10/13/2014, 00:00:00	31.3237
53.95278	excellent	Europe/Moscow	Roslavl’	2020/07/23	32.86389
33.95015	accep	America/Los_Angeles	South Whittier	04 Sep 2018	-118.03917
34.61667	building	Asia/Tokyo	Yao	06 Jun 2021	135.6
17.30858	good	Asia/Yangon	Kyaikto	01 Aug 2016	97.01124
35.48199	building	Asia/Tokyo	Minokamo	23 Jul 2015	137.02166
41.27194	excellent	Asia/Shanghai	Liaoyang	07/23/2022, 00:00:00	123.17306
6.46838	excellent	America/Bogota	Socorro	05/06/2021, 00:00:00	-73.26022
21.01858	accep	America/Mexico_City	Guanajuato	2017-11-02	-101.2591
55.82885	excellent	Europe/London	Rutherglen	2017-05-18	-4.21376
53.43333	maintenance	Europe/Dublin	Athlone	28 Sep 2017	-7.95
36.24624	maintenance	Asia/Tokyo	Fujioka	2016/02/16	139.07204
47.90771	excellent	Asia/Ulaanbaatar	Ulan Bator	2016-09-06	106.88324
43.32686	maintenance	Europe/Madrid	Leioa	03/01/2021, 00:00:00	-2.98884
-7.01833	accep	Asia/Jakarta	Pameungpeuk	11/07/2013, 00:00:00	107.60389
-10.90889	average	America/Maceio	Barra dos Coqueiros	12/01/2013, 00:00:00	-37.03861
45.75279	average	Asia/Shanghai	Boli	02/23/2021, 00:00:00	130.57211
39.59611	accep	Europe/Istanbul	Edremit	2016/09/10	27.02444
29.98869	average	Asia/Shanghai	Zhoushan	17 Jan 2018	122.20488
43.82634	excellent	Asia/Tokyo	Motomachi	2022-08-21	144.09638
34.09611	accep	America/Los_Angeles	San Gabriel	2019-03-13	-118.10583
51.168	maintenance	Europe/Berlin	Finnentrop	2016-05-25	7.973
48	average	Europe/Paris	Quimper	07/13/2017, 00:00:00	-4.1
-27.76952	average	Africa/Johannesburg	Vryheid	08/09/2020, 00:00:00	30.79165
53.6052	maintenance	Europe/Berlin	Barmbek-Nord	01/17/2013, 00:00:00	10.03988
-8.76194	accep	America/Porto_Velho	Porto Velho	2017-01-20	-63.90389
36.20829	accep	America/Los_Angeles	Pahrump	2015-05-04	-115.98391
52.48173	excellent	Europe/London	Brierley Hill	19 Oct 2016	-2.12139
10.58806	good	Asia/Kolkata	Udumalaippettai	2014-08-04	77.24779
36.06523	excellent	America/Los_Angeles	Porterville	2022/02/24	-119.01677
25.87498	accep	Asia/Kolkata	Saharsa	27 Apr 2013	86.59611
53.51684	accep	America/Edmonton	Sherwood Park	05 Jul 2020	-113.3187
-10.33333	average	Africa/Dar_es_Salaam	Nyangao	05/27/2021, 00:00:00	39.28333
40.58654	good	America/Los_Angeles	Redding	01 Jan 2016	-122.39168
41.57721	good	America/Chicago	West Des Moines	19 Dec 2020	-93.71133
33.43443	excellent	Africa/Casablanca	Azrou	2021/11/17	-5.22126
22.4711	building	Asia/Kolkata	Pujali	10/05/2012, 00:00:00	88.1453
50.23271	building	Europe/Prague	Karlovy Vary	2015/11/01	12.87117
53.53395	good	Europe/Moscow	Zhukovka	2013-08-17	33.72798
16.0438	excellent	Asia/Manila	Manaoag	2022/03/01	120.4861
42.64031	average	Asia/Shanghai	Dongfeng	02/09/2020, 00:00:00	125.51176
20.22816	accep	America/Mexico_City	Zacoalco de Torres	2021-09-01	-103.5687
-21.44345	good	America/La_Paz	Tupiza	04 Feb 2014	-65.71875
-33.75881	average	Australia/Sydney	Baulkham Hills	09/30/2021, 00:00:00	150.99292
15.5439	excellent	Asia/Kolkata	Calangute	2013/09/16	73.7553
31.76212	accep	America/Chicago	Palestine	23 Nov 2020	-95.63079
-27.76952	maintenance	Africa/Johannesburg	Vryheid	2021-12-04	30.79165
42.22718	excellent	Europe/Rome	Lanciano	2018-09-06	14.39024
-37.88333	maintenance	Australia/Melbourne	Carnegie	2020/11/11	145.06667
10.63504	excellent	America/Costa_Rica	Liberia	13 Feb 2018	-85.43772
32.87533	good	Asia/Karachi	Daud Khel	2013-08-03	71.57118
38.37255	accep	Europe/Istanbul	Aksaray	31 Dec 2015	34.02537
9.3337	building	Asia/Manila	Santa Catalina	2020-07-24	122.8637
-31.25033	accep	America/Argentina/Cordoba	Rafaela	2013/07/06	-61.4867
