CH4	TEMP	PRES	PM10	H2CO	warning	Pb	SO2	CFCs	CO	PAHs	NOx	PM2.5	latitude	C2H3NO5	longitude	O3	NH3
7.90141	22.73502	1144.18424	9.04305	52.38054	1.00000	80.53127	4.21474	65.94069	7.50851	9.68643	8.04724	7.88285	61.72744	11.39017	17.10558	4.82655	5.50173
9.53980	26.01436	1185.56187	8.92205	40.86191	1.00000	45.26339	10.16011	62.40477	8.80675	6.29735	6.13199	7.24697	53.16167	10.76676	6.76111	5.71347	9.55423
5.08605	4.73909	1100.92831	7.05241	61.88693	0.00000	45.24506	7.49637	55.61791	7.25047	11.32904	10.03607	5.85192	41.72063	2.43923	12.6723	7.33111	9.05634
7.86205	-12.14103	1063.90467	6.00201	46.21431	0.00000	60.46905	7.24108	55.12210	8.25842	9.35018	9.77188	7.90420	50.88506	2.33478	4.07601	8.50742	5.65351
7.67819	7.46635	1173.74726	7.18574	32.71640	1.00000	50.27480	6.31016	51.96841	6.42218	6.44533	7.36010	4.75346	-28.81833	2.91072	-52.51028	5.76848	10.09903
7.82456	11.08449	1100.36586	8.02778	49.05249	0.00000	33.21614	7.05758	71.90596	9.43275	9.45291	11.03917	7.93764	40.87329	4.66157	14.43865	6.83985	4.61612
7.58504	23.77438	1079.99279	7.88917	70.20586	1.00000	53.29246	5.18977	62.17864	7.20707	5.83150	7.71063	4.18366	12.74482	4.40031	4.52514	6.20907	9.15521
8.50282	12.06730	1172.35312	7.44817	31.06649	0.00000	50.07528	7.55260	75.52788	7.78068	6.86324	9.30309	9.31559	50.86079	2.92555	17.4674	7.32659	5.84914
6.36456	6.81170	1195.66101	8.65122	31.13053	0.00000	66.01597	7.70473	76.85787	7.41316	7.90887	7.14653	8.00364	22.49396	8.21254	-105.36369	5.57681	8.91986
7.23299	11.35530	1062.27109	6.87874	48.70846	0.00000	40.32232	6.15269	54.34004	6.84425	7.47482	12.01442	9.11902	46.75451	2.95987	33.34864	12.13621	4.10496
8.36275	22.37305	1131.07022	7.58273	45.66900	1.00000	43.09214	5.98359	66.13025	7.34703	9.29223	6.17360	6.60698	12.74409	3.91819	-8.07257	5.51356	5.78263
6.25786	36.16470	1107.49576	7.06438	23.65040	0.00000	49.71648	4.93244	66.89315	8.68260	9.19424	10.01484	7.57003	43.1009	2.08966	-75.23266	8.77261	8.76579
5.24072	5.86999	1174.79421	8.17561	32.29126	1.00000	65.73455	5.09741	63.09781	8.00822	6.28827	7.71085	4.11446	51.26	6.05790	-2.1875	4.91045	8.45950
8.47901	13.12644	1101.55608	9.37613	49.42554	1.00000	63.68335	5.54551	52.38374	9.31695	9.40829	6.07106	6.38049	41.50343	17.39787	-74.01042	6.34831	6.07830
8.71802	8.00200	1095.59358	8.70988	33.08979	1.00000	40.51771	6.55897	61.48523	8.76593	7.81794	5.11450	5.93458	45.49428	9.76336	-122.86705	7.94982	8.61248
7.06354	31.60589	1082.60285	8.46255	56.74568	0.00000	60.96579	9.63909	59.30358	8.09795	4.33327	5.26538	10.23781	40.93121	8.55364	-73.89875	6.49056	3.04284
8.90396	32.48677	1107.61881	7.54466	50.60997	1.00000	58.72814	2.76708	65.64702	9.01235	9.81204	7.40516	7.85179	58.23583	4.64189	92.48278	6.29340	6.40422
8.15916	14.56374	1174.72909	7.02885	37.73051	1.00000	74.20245	7.19555	55.00411	4.97502	6.04988	5.10080	6.96222	50.50301	3.31219	13.63617	5.09846	7.55918
7.13479	1.59415	1194.96378	8.75696	61.24757	1.00000	63.02049	5.54845	81.37523	9.25224	9.22640	6.97848	7.07702	17.54907	8.84813	82.85749	6.49253	5.74787
8.47785	21.07269	1168.48023	8.27313	40.82742	1.00000	48.86944	8.38736	47.46042	7.16968	8.03091	6.48058	7.38110	-38.16604	6.88558	145.13643	7.10123	6.00991
6.03228	13.28807	1060.58945	7.89612	67.55930	1.00000	40.26328	4.58949	79.74098	7.75021	8.01593	4.66222	9.01254	45.0408	5.26604	-93.263	5.51445	8.05608
6.62544	22.55499	1197.85666	6.53006	31.25978	1.00000	76.00653	4.63244	76.34918	8.82122	10.39332	7.62759	7.73919	32.9156	2.75253	-117.14392	5.20095	4.13543
6.64742	5.99542	1079.62229	7.60951	45.06439	0.00000	55.62499	5.73588	72.37057	8.37800	8.53156	9.93052	8.29508	-20.87306	3.73246	-48.29694	7.73159	7.51167
8.08617	16.60549	1094.43359	9.03708	50.63998	1.00000	41.34848	7.69322	57.66559	7.19472	5.25887	6.29260	5.60157	48.86667	12.24615	2.08333	7.59551	6.91147
7.33082	20.17552	1121.44039	8.61992	43.83590	1.00000	61.00783	3.22145	69.73931	8.22832	10.73244	6.69686	6.44731	14.46693	9.41999	75.92694	5.91831	4.91163
7.81365	12.77278	1060.99640	7.11648	33.23595	1.00000	50.64863	6.59031	66.73988	5.72767	9.20339	8.80967	9.51748	35.85	3.31749	117.7	3.71465	4.77121
6.61607	-0.47136	1079.16820	8.42178	47.77092	0.00000	42.63716	5.35907	68.02240	9.21076	9.64888	12.07917	7.13588	45.44868	6.84691	-73.81669	9.21575	6.49050
7.05646	20.86472	1191.54077	7.69404	36.91782	1.00000	43.83564	6.35506	70.69091	6.69451	9.45507	6.17996	5.72597	-20.88231	4.38623	55.4504	6.35575	5.19923
8.00067	5.60362	1114.08303	3.94170	60.15697	1.00000	45.11299	3.41813	67.85035	7.87729	9.55760	6.34635	7.27319	54.39304	1.58760	53.26023	5.29930	7.28450
8.27579	21.11844	1190.76712	8.92579	32.37844	1.00000	63.08754	6.33213	64.94149	6.74345	10.01827	6.28880	4.51325	43.62558	12.03133	13.39954	5.31573	4.81151
9.67363	9.19233	1182.64561	8.03471	59.95488	0.00000	42.55475	7.77061	61.78508	7.12671	7.10550	8.70840	9.73684	38.96372	6.07531	-76.99081	8.61004	5.14898
7.88369	13.77810	1190.05942	8.32586	45.30818	1.00000	56.08336	8.69951	65.24693	8.46191		7.53767	4.92075	42.24113	6.92983	-88.3162	9.51219	9.18256
6.19027	4.49208	1165.56942	8.51419	60.46502	0.00000	55.96484	9.75401	72.37219	6.54429	2.44962	5.43038	12.14471	41.50343	8.68837	-74.01042	8.63153	4.26102
6.40993	12.86446	1166.21308	8.09109	41.68779	1.00000	57.02423	4.89460	83.42860	8.01527	9.18800	6.47811	7.39730	0.46005	6.54053	34.11169	6.16700	6.51324
7.77967	26.85705	1104.88273	8.43430	45.31431	0.00000	46.92688	5.29996	74.28335	8.63857	8.04257	9.83845	8.34554	-1.26753	7.42245	116.82887	10.43240	8.55881
7.08948	7.09098	1163.51259	6.45065	35.64883	0.00000	56.40811	7.50151	56.78634	8.64997	8.06522	11.87393	8.21938	5.84752	2.19559	-5.682	9.06112	3.77061
7.19030	11.23011	1069.66531	5.57245	29.37138	1.00000	56.17079	6.66914	69.07592	5.33735	6.14565	6.04895	6.61621	43.82634	1.56551	144.09638	5.80763	10.09018
8.03983	14.44748	1105.07974	6.31042	47.19103	1.00000	55.02231	6.95267	68.33655	5.81025	7.09118	8.35256	9.13436	-29.2975	2.35145	-51.50361	7.33893	7.69367
8.37325	3.69749	1134.12379	8.00516	19.33513	1.00000	71.74458	6.86659	61.71915	7.37304	8.39843	7.14338	7.27652	-33.88096	5.25525	151.07986	6.76805	6.16857
7.97427	9.55660	1173.13638	8.07595	41.37027	0.00000	44.79959	7.41023	66.04802	7.96466	4.43596	6.19839	10.78304	43.71032	5.90814	-1.05366	6.19214	5.58962
7.72854	25.96332	1199.13878	6.79831	44.94546	0.00000	53.12918	9.36513	56.70521	8.35917	3.99855	6.20861	10.56394	-22.53722	1.80024	-42.98194	9.46466	3.46138
5.67531	33.59880	1091.12505	7.76333	33.65971	0.00000	52.05977	5.61744	78.00696	8.05641	10.96257	8.89271	8.45812	58.23583	4.99297	92.48278	9.42436	6.20355
7.42511	19.13423	1123.50202	7.77750	36.49362	1.00000	38.45992	6.06426	66.57151	7.09271	7.18694	6.76844	6.72128	-13.7804	4.11327	34.4587	7.74537	5.68985
6.96062	24.14796	1116.88989	7.51083	44.47352	1.00000	33.91119	7.10609	63.17769	8.55452	9.75247	6.25474	4.47586	40.42386	5.10861	-3.53261	6.05345	4.61535
6.89633	24.93312	1107.42171	10.10476	49.76527	1.00000	31.99693	5.67271	62.98704	7.61366	5.45406	6.49082	5.50461	53.6052	33.04269	10.03988	5.48807	8.66674
6.35893	22.80162	1063.74235	7.99776	54.41578	0.00000	58.49064	6.03117	64.26193	7.30042	5.92898	7.00101	9.35079	13.70727	4.67166	9.15013	6.51154	6.53965
7.77273	17.86447	1080.71973	7.14585	46.35921	1.00000	71.11275	7.47613	61.42784	9.40424	5.96994	7.21271	5.38927	37.56667	3.35470	140.11667	6.08719	8.03956
8.16305	17.56880	1097.76971	10.45687	41.81533	0.00000	63.62697	7.51677	57.12036	7.37299	8.65656	9.43314	8.78687	39.09112	47.28488	-94.41551	9.74695	4.77299
9.15771	15.52109	1072.20231	6.47249	14.41823	0.00000	66.29782	7.81214	48.53144	8.08522	8.91503	11.29661	8.68782	52.21099	2.61134	7.02238	9.23275	2.54770
8.61852	5.32147	1192.43312	9.02744	45.03507	1.00000	71.96305	5.56545	60.53792	6.94498	8.54238	5.93017	6.86622	41.29444	12.79650	69.67639	7.29066	7.41067
6.81755	13.16824	1153.56035	7.18654	42.77692	0.00000	59.98941	8.35081	60.52542	8.02559	8.90292	8.42759	7.80902	44.85278	1.43333	65.50917	6.63091	8.30454
7.49230	21.43034	1082.55659	7.58698	48.21207	1.00000	35.02564	7.39522	68.16998	7.78923	9.72329	8.49092	7.92709	42.24113	4.03514	-88.3162	4.16374	3.42688
7.94190	5.40812	1052.65241	8.66708	27.35329	0.00000	27.85801	7.86771	56.15501	6.89065	3.92317	3.71439	9.03831	51.04962	8.40081	12.1369	5.42171	6.49158
7.58784	-4.82325	1096.50101	7.35783	47.81728	0.00000	40.41215	7.29602	60.65510	5.75601	7.90976	5.41182	10.68662	3.02013	3.06644	30.91105	7.79634	6.95499
6.83170	0.83701	1173.37825	6.39318	25.37852	0.00000	53.41831	7.43890	50.91455	9.31334	6.87234	7.17662	9.58181	43.62558	2.76685	13.39954	6.40937	7.88807
8.39499	34.23435	1191.60487	7.41741	38.73680	1.00000	29.89818	5.30682	64.07960	6.58886	7.85702	5.49652	7.50112	19.64745	4.08331	-102.04897	8.22269	8.82409
5.74693	-0.01987	1074.21300	8.42514	51.91837	1.00000	55.97105	7.09433	79.47594	5.96407	9.00819	6.92379	7.28393	35.06544	8.05163	1.04945	5.52364	5.37011
7.81570	17.17628	1079.18647	6.93061	46.27798	1.00000	65.08338	5.77214	70.43106	5.73067	6.88761	7.50255	5.22067	42.67164	3.09502	14.01481	5.14485	8.14744
8.39277	7.84659	1050.16683	7.92977	25.45807	1.00000	32.33183	8.35807	45.79025	7.60622	5.08303	4.89128	6.02369	38.70734	5.28043	-77.02303	5.88689	9.22819
6.86183	21.72113	1149.96402	8.56390	32.53476	0.00000	66.61546	8.16545	58.54752	8.75694	6.53539	6.15603	7.72331	47.90771	7.05796	106.88324	7.74734	7.31410
8.59862	9.08716	1179.61199	8.77582	55.37177	1.00000	28.84311	6.07622	64.75231	7.26626	6.72899	7.20353	5.83324	51.39323	9.62297	0.47713	5.77686	9.79428
9.56653	3.66581	1067.78630	8.20354	58.59914	0.00000	57.72040	7.30292	63.89293	6.77914	8.38991	8.65409	9.11170	54.52156	6.03239	9.5586	7.74993	5.75900
7.40259	-1.05240	1126.62914	9.08750	34.47066	0.00000	50.17675	8.04278	61.09553	8.89417	6.94732	8.44523	9.74600	36.65	12.90388	138.31667	7.73674	4.55677
9.12076	12.45434	1139.81510	8.49797	46.18242	1.00000	45.06581	3.49162	54.11119	7.49223	10.97547	5.10077	4.12415	41.16704	8.50506	-73.20483	4.82900	5.62959
6.88840	15.85863	1126.73878	9.40332	14.85946	0.00000	30.09494	5.75139	69.85166	7.20801	9.27877	11.31666	7.82084	48.21644	19.09846	9.02596	8.67693	6.13082
8.11017	17.28863	1175.91518	7.12658	56.46992	0.00000	67.82938	9.44065	65.59256	8.00136	5.43368	5.68623	10.14070	41.9001	2.44553	-71.08977	5.92776	7.67672
5.59795	19.65232	1189.93224	8.17583	47.35241	0.00000	46.07021	8.14499		8.78242	6.37399	8.03137	9.92956	22.83957	5.16626	91.84128	7.19118	3.19793
7.84943	-9.87388	1116.01459	6.92159	52.47266	0.00000	57.70680	5.62281	54.70241	9.36083	10.73117	8.29579	8.39449	35	3.01968	136.51667	8.24982	7.12608
7.37054	16.41222	1078.30128	6.37392	66.94695	0.00000	64.96357	5.19389	65.65556	10.11770	9.42211	6.36410	10.00272	46.32313	0.57402	-0.45877	7.32511	8.41901
5.90856	7.26373	1140.46767	7.43991	26.36038	0.00000	59.19039	4.86655	54.66542	9.04514	11.50506	9.39097	7.37213	41.29444	5.27132	69.67639	10.28037	7.61048
5.81241	27.43522	1056.41875	7.96736	64.15939	0.00000	64.09480	7.65163	51.95089	8.83005	7.65167	10.23286	9.68204	38.68712	5.01600	-4.10734	8.51000	3.46632
7.09820	23.76812	1070.89039	7.72534	46.97253	0.00000	42.06852	5.84480	58.89279	6.84612	9.51203	8.83972	8.59817	53.93361	5.56477	37.92792	10.08717	6.86187
8.97124	5.92460	1133.09663	8.75061	56.95472	0.00000	34.83009	11.57342	68.07104	8.67933	7.05397	7.34596	8.87519	-10.95817	9.76544	-38.79084	9.08677	5.73868
7.32551	18.83971	1059.90512	8.77015	32.07257	1.00000	92.84725	5.85017	49.22712	7.95872	8.42123	7.14110	8.25048	30.35028	9.26245	112.19028	7.08896	6.80405
9.59585	24.44438	1191.69374	6.93479	50.97889	1.00000	71.97451	4.18251		7.23392	8.46618	7.71799	9.74773	41.15376	2.39203	-87.88754	5.81091	7.75879
7.00763	18.27365	1059.04320	7.23706	48.47364	1.00000	58.38701	6.63080	65.54155	8.99351	8.84206	7.59407	7.59774	51.21187	3.95057	4.25633	6.29820	5.71951
7.45177	-9.97102	1142.56856	6.01985	41.63017	1.00000	40.62775	4.30298	70.28210	8.20333	6.07217	7.27739	5.14819	25.92493	2.39934	73.66633	6.61564	8.41781
8.30832	-15.97960	1098.49482	7.53223	31.82908	0.00000	70.63508	6.14934	79.75481	8.04677	10.24485	8.76254	8.92840	-20.87306	3.87479	-48.29694	10.29714	5.40403
8.01854	22.23720	1080.59724	7.66924	50.46082	1.00000	56.19277	5.02819	67.84796	8.79066	7.99148	6.21069	6.56490	65.84811	4.31636	24.14662	7.77214	8.88306
8.31879	26.90020	1052.56915	8.31991	51.57486	0.00000	67.21858	6.36033	56.63804	9.01980	9.80183	8.75250	8.69954	27.34089	8.15676	117.4831	9.19897	6.06130
6.28529	32.08089	1084.86404		20.06943	0.00000	42.21534	5.85678	73.72268	6.15489	7.57786	11.97486	8.15652	36.91023	1.44913	-121.75689	7.18902	6.44613
5.76356	20.06752	1137.08919	8.90869	62.25660	0.00000	41.03696	8.58804	64.73106	8.26179	5.36237	5.90734	10.47284	42.97086	11.08381	-82.42491	5.06120	5.94996
7.79434	6.80520	1082.00621	8.16113	49.50016	0.00000	47.98232	5.06221	63.23511	6.69494	9.81253	8.80661	9.06819	41.16704	6.31453	-73.20483	10.80025	6.83839
6.83116	-7.51189	1190.43939	7.76582	44.97911	1.00000	50.92292	5.44285	57.04815	7.34258	5.37922	8.41836	2.95197	40.82232	4.33685	-74.15987	6.55930	12.88202
7.56906	15.09840	1066.49603	7.24538	36.52463	1.00000	67.92760	5.23853		6.42031	10.51414	6.84065	4.80849	45.39402	2.77911	9.29109	6.07615	4.45269
8.70228	9.03174	1146.28237	8.65479	27.26385	0.00000	47.56913	6.32088	67.70101	7.57329	8.83743	10.39771	8.13061	32.54278	9.46264	111.50861	8.13222	6.27798
7.73167	12.11397	1079.32903	8.50809	49.80556	1.00000	61.87627	5.95589	61.54355	7.06582	9.97174	7.28136	6.00833	30.24706	8.02360	115.04814	5.01964	4.95627
7.05664	6.98863	1063.48714	6.34916	25.66310	1.00000	27.24938	5.50523	58.87328	8.04561	9.02545	5.71153	5.98998	28.88162	3.12911	120.03308	6.63216	6.90518
6.23620	25.45885	1097.81679	8.46743	59.23433	1.00000	51.24014	5.63969	67.08257	8.94687	7.52077	4.74447	6.50668	42.7392	7.65300	-84.62081	6.66861	10.35957
8.29488	20.72614	1075.87216	8.66847	45.02300	0.00000	59.22428	11.09211	47.33495	7.14740	6.53278	2.86530	5.97591	41.8542	8.17390	-87.66561	3.19315	6.59046
8.60032	17.02981	1084.66427	8.80543	54.69774	0.00000	49.48466	6.25923	68.11285	8.20520	7.01489	6.98365	8.11172	6.15038	10.65083	6.83042	6.46613	6.99181
7.95368	25.92562	1135.34589	10.22188	65.44163	0.00000	58.20332	5.10251	54.98882	7.82941	11.25733	7.26707	8.62811	51.12794	36.89687	4.21372	7.59033	8.13612
6.50021	10.54726	1161.87031	8.97795	38.58421	0.00000	47.59678	8.64363	78.93353	6.93816	8.00393	7.43661	10.07600	49.68369	12.13436	8.61839	8.29613	4.19404
7.66708	31.21014	1069.29329	8.58151	58.00060	1.00000	33.58430	5.55873	67.50846	5.08909	5.93211	7.92625	3.74452	-21.205	8.65443	-41.88778	3.68005	8.29074
9.00821	18.84193	1183.25297	7.74255	37.82265	0.00000	60.04050	7.89948	57.02163	8.14398	6.71821	8.29108	8.09985	33.14447	3.98384	47.3799	10.72509	2.55541
7.08977	4.15687	1081.95490	7.78032	43.87770	0.00000	48.08186	11.32224	56.76067	7.22247	6.54913	4.59223	7.75865	41.9001	5.60198	-71.08977	4.02725	5.36267
9.01867	6.63909	1053.57936	6.78705	42.06569	0.00000	47.36741	7.07005	46.69122	8.49612	5.37046	7.64117	11.14906	65.93381	3.30307	111.4834	7.59613	6.29651
6.06446	23.96028	1105.75960	7.96076	52.60512	1.00000	49.53590	6.25335	75.58491	8.26977	8.66028	5.97096	6.03384	-21.205	5.57494	-41.88778	6.35912	7.23493
8.86562	11.49110	1138.48398	6.14064	39.54316	1.00000	59.26234	5.06071	75.45758	7.30102	8.53645	5.55175	5.90764	41.15612	1.69485	1.10687	6.88563	8.19058
7.38206	12.75097	1195.00121	8.18300	49.62751	1.00000	31.33583	5.94015	70.34347	7.60177	8.85610	7.57244	7.61659	51.95838	5.62741	4.47124	6.23507	6.20555
8.17838	24.83187	1149.97498	6.93414	45.45686	1.00000	51.65611	6.78091	67.55401	5.87510	6.85144	7.29297	5.97635	41.75338	3.02172	-86.11084	5.89441	6.75554
6.22907	25.99505	1064.13182	4.76327	54.45326	1.00000	59.14788	6.36460	52.46466	6.56308	10.86916	8.02654	5.58733	7.06273	1.40995	-1.4001	4.68781	2.53839
6.66029	15.71323	1104.34767	6.57960	35.01682	0.00000	32.83328	9.13482	61.51872	7.05147	6.89364	6.26238	7.51694	28.15112	2.29445	-82.46148	7.58103	7.61849
7.72752	14.98864	1101.24304	6.23899	45.62834	0.00000	57.02080	6.96476	59.91920	7.33302	7.30765	8.39470	9.14274	5.20856	2.21826	-74.73584	7.22435	7.37806
7.17978	11.31101	1055.10587	8.02639	42.98573	1.00000	33.75110	5.95607	61.00730	8.29897	9.19502	6.28971	5.84172	52.21099	4.77982	7.02238	5.17825	6.65799
7.41214	35.76064	1137.83557	7.84642	23.56353	0.00000	75.29239	7.30596	52.58994	10.14795	7.61719	11.92671	8.05745	51.65	4.72170	-0.2	8.05162	4.74962
7.45498	17.30728	1170.69941	8.74640	30.61644	1.00000	63.91573	7.64587	72.94716	7.82093	5.93395	5.64583	6.67142	4.92675	8.49033	6.26764	6.16099	10.68167
7.87134	18.52366	1180.73975	8.01707	34.17683	0.00000	45.40106	9.46984	86.60916	7.20814	6.02820	6.23496	9.48425	42.4251	5.70507	-71.06616	6.06801	5.36773
8.17701	2.35364	1063.01735	6.68432	57.38112	1.00000	56.25569	6.37246	71.31070	7.45538	9.98189	6.72183	5.96560	49.03685	3.74868	8.70745	5.26142	4.34666
5.38112	33.97234	1159.66028	6.99868	30.71956	0.00000	49.00164	10.80516	76.57890	7.50766	4.43013	4.14729	10.21395	19.30157	2.48948	72.85107	5.09282	7.17088
9.17158	8.41770	1168.26505	6.48134	58.59858	1.00000	67.75350	5.59771	83.35080	7.74670	8.58565	6.97682	8.50854	45.43341	2.15724	-73.86586	6.61519	6.47612
8.04982	2.58510	1155.30296	8.28923	46.58842	1.00000	74.83147	6.51560	64.30614	6.58452	6.94615	5.51250	7.73939	53.6052	6.67429	10.03988	6.29046	8.15085
8.91395	14.23962	1085.15935	6.69958	50.88917	1.00000	64.57674	6.18973	60.02308	8.77860	7.34755	8.61548	5.43076	46.51872	2.96512	86.00214	7.54105	8.35107
8.05433	12.75943	1158.11737	7.63757	37.70699	1.00000	41.15569	6.18947	73.89509	8.14257	9.20316	6.68346	7.19469	35.61452	3.14125	-88.81395	6.28004	5.72091
9.90612	9.42169	1106.89600	6.85822	32.00940	0.00000	34.43755	4.50074	61.24151	7.60638	10.76960	9.99981	7.87414	11.12018	3.87068	76.11996	9.60878	7.46600
6.37244	38.43318	1062.78240	5.38034	47.81047	0.00000	69.63104	9.48891	75.36731	8.43398	5.19339	3.85775	7.71678	50.88506	2.18603	4.07601	6.09668	7.60393
6.57777	5.63086	1063.22071	7.42115	23.66500	0.00000	36.00282	4.95470	61.99557	7.51702	7.10249	9.83923	8.58180	-34.64167	3.59245	-60.47389	7.72387	9.34152
7.44281	27.79861	1177.04580	8.78922	57.28981	0.00000	57.04010	9.09131	51.56894	7.46261	7.83358	8.21682	9.34608	19.30157	10.28289	72.85107	7.17274	7.84865
7.74672	24.16319	1053.25893	7.79461	50.53949	0.00000	80.97982	8.69669	59.56953	7.67942	5.15087	5.28849	10.05243	14.46693	5.14714	75.92694	4.34779	5.86009
7.94241	20.11145	1087.07686	7.53198	52.62998	1.00000	43.51062	6.71311	67.64063	7.08524	6.78646	5.55995	7.42774	36.72544	4.56435	3.55665	3.96297	9.09399
7.56908	11.93358	1147.70849	7.52610	54.40518	0.00000	56.50305	6.84112	71.28541	8.83134	8.86959	10.36413	8.43519	20.74122	3.86343	-100.44843	8.56235	5.15871
9.26883	20.94836	1159.90369	6.78853	35.48149	1.00000	52.59099	5.47626	76.62976	9.76214	6.85308	5.61365	7.52155	-25.42944	2.37827	-50.00639	5.61988	10.94705
7.43687	12.29380	1116.22222	8.93490	24.20524	1.00000	52.31019	7.67953	56.26366	6.90186	7.93378	6.03598	6.20919	9.58126	11.66184	8.2926	7.42005	7.03648
6.10191	34.46385	1186.49809	8.30113	60.38377	1.00000	38.96438	3.66131	79.60694	7.06889	6.80813	6.31099	5.87561	35.48199	6.63938	137.02166	3.84224	11.70092
7.58277	19.16013	1094.69785	8.20018	64.53406	0.00000	41.08259	7.34367	68.86464	8.64497	8.26350	10.36999	9.07835	36.76639	5.73088	3.47717	9.40626	3.97650
9.40930	0.91131	1153.22670	7.17606	44.59299	1.00000	63.34701	4.18476	61.52174	9.12657	9.34933	6.59147	8.74999	47.83333	3.38529	59.6	6.26732	6.42436
7.38703	5.34900	1086.01637	8.31242	30.59101	1.00000	49.06991	7.83878	60.46695	7.84150	7.60107	5.65928	9.08453	37.65639	6.31235	126.835	8.82984	8.47949
6.49784	18.67332	1183.44272	7.16575	57.56331	1.00000	67.63570	8.55259	68.92890	6.89661	9.47791	6.21743	4.89572	26.68451	3.82964	-80.66756	4.80712	4.65395
6.69349	6.98774	1066.53395	6.85779	24.38610		31.89218	6.40768	76.57124	8.33634	8.51662	6.70320	6.98219	12.35275	2.87627	121.06761	5.65173	6.71035
8.46701	-0.46863	1051.68005	8.29693	61.67114	1.00000	71.16937	6.93945	68.47435	6.90731	9.78314	6.00382	2.94962	3.02013	5.70775	30.91105	5.79955	5.07931
7.77523	16.12248	1054.41621	8.92601	34.78095	1.00000	50.15408	5.66805	72.27156	6.58032	9.35343	5.73899	5.01957	-1.6	10.65103	103.61667	6.18343	6.60150
7.11674	22.73261	1142.57749	4.98080	25.96660	1.00000	51.09671	5.78271	68.31620	7.37284	10.69667	8.29988	7.12300	20.88953	2.04279	-156.47432	5.54809	2.76048
8.49456	22.69950	1108.48335	7.98119	22.31769	0.00000	47.40413	4.73920	76.71615	8.09053	9.16017	10.92348	7.81215	49.5099	6.21746	6.74549	8.63772	7.87216
8.17365	20.52028	1148.70254	7.43467	37.60628	1.00000	46.31168	7.41936	57.43827	7.68588	6.18005	5.87354	6.87272	30.16688	3.99434	-96.39774	7.44467	6.37939
6.91374	12.37901	1070.59425	9.03904	47.94928	1.00000	44.84821	7.63284	64.99001	8.33037	8.41587	7.95515	8.56164	58.7002	12.28561	59.4839	5.15407	5.77358
7.33609	11.98319	1105.47208	6.82199	52.74125	1.00000	60.13418	5.08403	80.40895	8.16929	10.63995	7.67835	7.52327	35.30889	2.69455	139.55028	5.09193	3.47685
5.64188	20.77777	1150.92474	8.07549	71.11362	1.00000	64.32595	6.10079	57.94765	5.36686	6.91153	5.31463	7.64921	0.49113	4.88650	29.47306	8.54517	10.01245
7.70760	27.16877	1082.47643	8.43491	38.62704	1.00000	36.08712	5.89508	69.32901	9.89830	7.55860	5.67072	6.78434	35.50056	8.38832	117.63083	8.46474	8.85026
7.00516	-3.10635	1147.71522	8.16129	61.21259	0.00000	63.92674	6.22636	64.69140	7.63732	10.45371	6.55475	10.02884	41.91886	5.63149	8.73812	8.83197	5.84302
6.29120	17.34502	1145.04123	6.67448	59.05997	0.00000	65.51777	7.76596	53.11640	6.12113	6.08886	7.03634	9.14397	3.7278	2.25654	98.6738	7.18367	5.14867
7.49591	17.38253	1094.26927	7.07740	30.84993	1.00000	35.81839	3.88599	52.84874	6.60000	5.19131	7.66021	3.20017	57.97472	1.87967	33.2525	7.01717	10.02031
6.71266	24.62435	1105.61894	7.91121	39.15444	0.00000	72.44995	9.52127	51.35514	7.64277	1.99635	3.15705	11.15465	26.44931	5.12327	91.61356	5.62130	3.89814
6.74208	15.95610	1067.29666	8.70584	49.74587	1.00000	52.65164	8.81798	49.05172	6.00352	5.79578	6.29480	6.98625	37.49073	8.82735	-2.77259	8.43908	7.08138
7.02998	27.41524	1135.22170	6.75373	48.57829	1.00000	75.46342	6.50557	56.47427	8.20511	6.59441	6.58511	6.36801	45.47885	3.09018	133.42825	4.44339	7.73270
8.05656	7.24889	1189.48907	6.93109	43.85464	0.00000	21.80986	6.09818	79.44175	7.25359	9.88124	7.60577	9.53025	6.95194	2.93578	121.96361	9.93775	6.09513
7.70139	10.68182	1059.81724	6.01031	40.57953	0.00000	59.96079	9.90052	52.69202	9.26042	5.63118	5.09455	8.48246	39.09112	2.06658	-94.41551	6.81520	7.19328
5.88053	2.40628	1178.60372	7.79985	33.66998	1.00000	45.35791	6.49872	61.89634	6.50437	6.40995	5.54036	7.81793	55.82885	5.04005	-4.21376	8.41052	8.53583
5.74374	21.05972	1098.67735	6.15417	31.88737	1.00000	46.83059	5.82217	68.92371	8.07459	6.20291	6.16327	6.01218	7.06273	1.58202	-1.4001	7.39532	9.87785
7.23965	8.67378	1085.67138	8.83286	43.73779	0.00000	37.50483	9.80088	69.00555	6.02447	3.40234	4.60510	11.19645	55.63711	10.54258	37.38115	6.33695	4.90705
7.09771	17.67831	1082.08416	6.95905	42.65896	1.00000	56.04865	4.28743	61.66325	7.80887	8.00336	6.75701	9.39536	-7.76667	2.39085	35.7	5.98736	8.85030
6.71901	26.52069	1057.90180	6.59806	46.03847	1.00000	60.85029	7.41161	62.99984	6.06992	8.96288	5.27878	4.05225	1.6	3.17110	103.81667	7.05995	6.20716
8.90327	12.65336	1170.69358	7.23019	54.15826	1.00000	47.62884	6.38972	70.43646	7.20972	5.05948	6.67496	5.50288	48.25	3.65673	16.4	8.72912	8.26881
