latitude	location	longitude	QoS	revision	code
32.54278	Asia/Shanghai	111.50861	building	23 Apr 2018	CN
12.74409	Africa/Bamako	-8.07257	average	2019/07/22	ML
40.55851	Europe/Rome	17.80774	accep	2020-12-27	IT
41.75338	America/Indiana/Indianapolis	-86.11084	accep	09 Apr 2015	US
-14.66463	America/Cuiaba	-52.35558	average	2020/02/19	BR
41.91886	Europe/Paris	8.73812	accep	2015/05/25	FR
36.53333	Asia/Tokyo	136.61667	accep	27 Oct 2016	JP
41.16704	America/New_York	-73.20483	accep	05/01/2013, 00:00:00	US
12.04161	Asia/Kolkata	75.35927	accep	2016-10-01	IN
38.38479	Europe/Madrid	-0.76773	acceptable	2021-10-23	ES
48.90472	Europe/Paris	2.2469	maintenance	01/05/2020, 00:00:00	FR
41.9001	America/New_York	-71.08977	average	04/28/2019, 00:00:00	US
35.72917	Africa/Tunis	10.58082	excellent	2013-06-02	TN
22.19303	Asia/Kolkata	88.18466	maintenance	04 Oct 2019	IN
39.09112	America/Chicago	-94.41551	average	2019-08-06	US
14.64056	Asia/Bangkok	104.64992	good	2020/10/27	TH
4.88441	Asia/Kuala_Lumpur	101.96857	excellent	2014-04-22	MY
42.8139	Europe/Madrid	-1.64295	good	2012/12/01	ES
-21.205	America/Sao_Paulo	-41.88778	maintenance	2015/06/26	BR
32.87533	Asia/Karachi	71.57118	excellent	06 Sep 2020	PK
38.07789	Europe/Rome	13.44275	good	2021/06/02	IT
27.76056	Atlantic/Canary	-15.58602	good	2013/02/28	ES
5.6561	America/Bogota	-75.87877	building	2015/01/13	CO
-0.71667	America/Belem	-48.52333	average	2013/12/09	BR
40.98894	Europe/Istanbul	28.67582	maintenance	20 Apr 2022	TR
55.54028	Asia/Krasnoyarsk	89.20083	accep	2016/07/22	RU
38.37255	Europe/Istanbul	34.02537	average	2017/09/28	TR
37.51803	Europe/Rome	15.00913	building	2018-05-10	IT
30.17746	America/New_York	-81.38758	accep	09/16/2016, 00:00:00	US
3.7278	Asia/Jakarta	98.6738	building	2021/08/29	ID
34.21639	America/Los_Angeles	-119.0376	average	27 Mar 2016	US
22.4711	Asia/Kolkata	88.1453	excellent	12/25/2012, 00:00:00	IN
42.819	Europe/Moscow	47.1192	good	2013-12-29	RU
40.58654	America/Los_Angeles	-122.39168	average	2014/04/28	US
-25.42778	America/Sao_Paulo	-49.27306	excellent	03/03/2021, 00:00:00	BR
-19.65	Indian/Antananarivo	47.31667	excellent	2016/10/31	MG
-19.7625	America/Sao_Paulo	-44.31389	accep	31 Dec 2017	BR
21.28306	America/Merida	-89.66123	excellent	17 Jan 2020	MX
36.46917	Africa/Tunis	10.78222	average	20 Feb 2015	TN
35.85	Asia/Shanghai	117.7	building	2016/05/24	CN
41.16704	America/New_York	-73.20483	average	07 Sep 2014	US
-28.44917	America/Sao_Paulo	-52.2	average	01/10/2016, 00:00:00	BR
-20.25333	America/Sao_Paulo	-43.80139	building	10 Nov 2018	BR
55.54028	Asia/Krasnoyarsk	89.20083	average	2017/03/24	RU
37.08819	Europe/Lisbon	-8.2503	good	2017-06-04	PT
29.84576	America/Chicago	-90.10674	accep	01/07/2022, 00:00:00	US
27.0174	Asia/Riyadh	49.62251	average	05/26/2014, 00:00:00	SA
-34.74785	America/Argentina/Buenos_Aires	-58.70072	excellent	2016-04-11	AR
-34.64167	America/Argentina/Buenos_Aires	-60.47389	maintenance	2017/02/23	AR
41.55838	America/New_York	-81.56929	accep	2017/06/10	US
-5.41667	Africa/Dar_es_Salaam	38.01667	average	2015-12-17	TZ
48.46458	Europe/Berlin	9.22796	maintenance	04/02/2015, 00:00:00	DE
-22.97056	America/Sao_Paulo	-46.99583	maintenance	12/17/2021, 00:00:00	BR
31.28092	Asia/Kolkata	74.85849	average	01/20/2016, 00:00:00	IN
45.79377	Europe/Rome	8.88104	excellent	2015/11/03	IT
33.76446	America/Los_Angeles	-117.79394	excellent	2013/06/07	US
-4.5833	Africa/Kinshasa	15.16554	excellent	2016-07-15	CD
18.00747	America/Jamaica	-76.78319	excellent	2016/12/20	JM
-23.44361	America/Sao_Paulo	-51.87389	average	19 Dec 2017	BR
36.75965	Asia/Tokyo	137.36215	excellent	2022/03/27	JP
56.11281	Asia/Yekaterinburg	69.49015	excellent	02/18/2013, 00:00:00	RU
34.5624	Asia/Damascus	38.28402	excellent	2020-09-17	SY
-21.44236	Africa/Gaborone	27.46153	average	14 Dec 2015	BW
14.46693	Asia/Kolkata	75.92694	excellent	2013-09-26	IN
29.53885	America/Chicago	-95.44744	excellent	06/03/2013, 00:00:00	US
52.21099	Europe/Berlin	7.02238	good	2022/04/20	DE
33.44872	America/Chicago	-86.78777	good	05/03/2013, 00:00:00	US
30.29184	Asia/Karachi	71.67164	excellent	2021/12/29	PK
48.98693	Europe/Paris	2.44892	building	2020/09/10	FR
10.20898	Asia/Manila	123.758	accep	07 Jul 2015	PH
45.9836	Europe/Rome	12.70038	maintenance	2019-10-03	IT
14.64056	Asia/Bangkok	104.64992	building	28 Mar 2021	TH
60.2052	Europe/Helsinki	24.6522	excellent	2020-08-02	FI
10.15031	America/Bogota	-73.9614	accep	2013-06-23	CO
46.51872	Asia/Urumqi	86.00214	excellent	2013/02/28	CN
-15.675	America/Bahia	-38.94722	maintenance	09/08/2019, 00:00:00	BR
3.31332	Asia/Makassar	117.59152	good	23 Feb 2021	ID
41.50343	America/New_York	-74.01042	good	2017-06-17	US
40.93121	America/New_York	-73.89875	acceptable	2017/01/30	US
35.61452	America/Chicago	-88.81395	good	2015-01-04	US
49.03685	Europe/Berlin	8.70745	average	2020/07/23	DE
39.00622	America/New_York	-77.4286	building	07/14/2019, 00:00:00	US
49.41029	Europe/Zaporozhye	38.15035	excellent	2013-09-02	UA
20.14298	America/Havana	-77.43532	building	2018/11/16	CU
42.50729	Europe/Andorra	1.53414	excellent	23 Jul 2018	AD
50.80019	Europe/Berlin	7.20769	excellent	2018/10/29	DE
-8.99167	Asia/Dili	125.21972	maintenance	12 Feb 2020	TL
48.77275	Europe/Paris	5.16108	maintenance	07 Sep 2016	FR
49.97704	Europe/Berlin	9.15214	building	2013-05-13	DE
4.92675	Africa/Lagos	6.26764	good	10/03/2014, 00:00:00	NG
41.29444	Asia/Tashkent	69.67639	accep	2013-01-25	UZ
-0.71667	America/Belem	-48.52333	excellent	2022-02-16	BR
42.24113	America/Chicago	-88.3162	good	12/29/2012, 00:00:00	US
34.06635	America/New_York	-84.67837	accep	24 Aug 2014	US
50.76306	Europe/London	-1.29772	excellent	2014-05-04	GB
36.27462	Africa/Algiers	4.85668	good	2017-01-11	DZ
43.54072	America/Boise	-116.56346	good	26 Nov 2017	US
40.72371	America/New_York	-73.95097	accep	28 Dec 2021	US
42.8334	America/Toronto	-80.38297	good	2013/12/17	CA
37.49223	Europe/Rome	15.07041	good	2018/09/10	IT
11.93381	Asia/Kolkata	79.82979	good	2015-04-24	IN
44.92934	Europe/Moscow	37.99117	good	22 Aug 2018	RU
41.66394	America/New_York	-83.55521	good	2013-08-01	US
4.2475	Africa/Douala	9.00472	good	2014-12-05	CM
51.38673	Europe/London	0.30367	excellent	26 Sep 2018	GB
35.74788	America/Chicago	-95.36969	accep	03 Jun 2014	US
53.83333	Europe/London	-2.98333	excellent	05/13/2018, 00:00:00	GB
33.76446	America/Los_Angeles	-117.79394	excellent	2022-03-07	US
50.26729	America/Vancouver	-119.27337	accep	2021/04/19	CA
40.87329	Europe/Rome	14.43865	building	2019/10/02	IT
20.28527	America/Mexico_City	-103.42897	good	2019-05-15	MX
-1.6	Asia/Jakarta	103.61667	average	2018-12-26	ID
-17.74431	America/Sao_Paulo	-48.62789	excellent	2021/05/16	BR
35.61452	America/Chicago	-88.81395	excellent	2015-08-17	US
37.05944	Europe/Istanbul	37.3825	excellent	2021-02-04	TR
40.68066	America/New_York	-73.47429	average	09/21/2021, 00:00:00	US
43.62558	Europe/Rome	13.39954	good	07/15/2014, 00:00:00	IT
37.51803	Europe/Rome	15.00913	average	2022-05-19	IT
51.39148	Europe/London	-0.29825	accep	2013/09/04	GB
35.30889	Asia/Tokyo	139.55028	good	01 Feb 2022	JP
51.21667	Europe/Berlin	6.26667	excellent	2020/10/28	DE
55.63711	Europe/Moscow	37.38115	accep	30 Oct 2016	RU
36.61033	America/Chicago	-88.31476	excellent	2020-10-08	US
33.41012	America/Chicago	-91.06177	maintenance	2018/03/17	US
30.24706	Asia/Shanghai	115.04814	accep	2016/11/23	CN
-10.90889	America/Maceio	-37.03861	accep	2016/08/08	BR
40.5576	America/New_York	-74.28459	maitennce	03/22/2019, 00:00:00	US
47.90771	Asia/Ulaanbaatar	106.88324	good	2020-01-08	MN
40.58654	America/Los_Angeles	-122.39168	accep	11/25/2013, 00:00:00	US
45.69558	Europe/Paris	4.7934	good	2020/09/25	FR
-33.79176	Australia/Sydney	151.08057	maitennce	30 Apr 2013	AU
55.63711	Europe/Moscow	37.38115	maintenance	2019/09/06	RU
33.3213	Asia/Tokyo	130.94098	average	30 Apr 2014	JP
53.83333	Europe/London	-2.98333	acceptable	17 Apr 2019	GB
43.61092	Europe/Paris	3.87723	good	2015/10/20	FR
-23.44361	America/Sao_Paulo	-51.87389	average	2020-09-15	BR
33.08014	America/New_York	-83.2321	good	11/08/2018, 00:00:00	US
55.82885	Europe/London	-4.21376	accep	2022-09-26	GB
43.91452	America/New_York	-69.96533	building	21 Jul 2016	US
33.86419	Asia/Tehran	48.26258	building	2016-12-27	IR
15.5439	Asia/Kolkata	73.7553	acceptable	2017/03/18	IN
-7.0981	Asia/Jakarta	109.3243	good	06/29/2013, 00:00:00	ID
42.22718	Europe/Rome	14.39024	maintenance	10/22/2019, 00:00:00	IT
47.83333	Asia/Aqtobe	59.6	building	2012/12/07	KZ
35.8	Asia/Tokyo	137.23333	good	2016/12/03	JP
-20.88231	Indian/Reunion	55.4504	average	12 Oct 2018	RE
37.35813	Europe/Madrid	-6.03731	average	10 May 2020	ES
47.48444	Europe/Zaporozhye	36.25361	accep	21 Oct 2019	UA
38.40917	Asia/Shanghai	112.73333	accep	2019-05-04	CN
40.93333	Asia/Bishkek	73	maintenance	12/14/2019, 00:00:00	KG
-19.7625	America/Sao_Paulo	-44.31389	accep	07/04/2013, 00:00:00	BR
27.34089	Asia/Shanghai	117.4831	good	2018-08-15	CN
27.34089	Asia/Shanghai	117.4831	excellent	27 Feb 2014	CN
39.72943	America/Denver	-104.83192	excellent	2019-12-13	US
-11.48472	America/Bahia	-37.93278	good	20 Dec 2013	BR
51.12794	Europe/Brussels	4.21372	excellent	12/09/2017, 00:00:00	BE
39.45621	America/New_York	-77.96389	average	2017-03-07	US
51.14942	Europe/Warsaw	15.00835	accep	11 Feb 2021	PL
45.47885	Asia/Vladivostok	133.42825	average	2020/07/19	RU
42.22718	Europe/Rome	14.39024	excellent	08/30/2017, 00:00:00	IT
38.40917	Asia/Shanghai	112.73333	accep	2021-10-07	CN
-38.16604	Australia/Melbourne	145.13643	good	18 Feb 2017	AU
34.63915	America/Los_Angeles	-120.45794	accep	11/05/2012, 00:00:00	US
42.97086	America/Detroit	-82.42491	accep	2013/10/27	US
35.25064	America/Chicago	-91.73625	building	01/10/2013, 00:00:00	US
7.6	Africa/Lagos	4.18333	average	13 May 2021	NG
23.02677	Asia/Shanghai	113.13148	excellent	05/19/2022, 00:00:00	CN
19.30157	Asia/Kolkata	72.85107	accep	12/13/2021, 00:00:00	IN
31.76212	America/Chicago	-95.63079	building	01/19/2021, 00:00:00	US
-5.41667	Africa/Dar_es_Salaam	38.01667	maintenance	05/01/2020, 00:00:00	TZ
20.88197	Asia/Kolkata	85.83334	maintenance	26 Jun 2020	IN
-10.91111	America/Maceio	-37.07167	building	2017/12/03	BR
-6.8	Africa/Dar_es_Salaam	39.25	excellent	2016-07-08	TZ
40.87329	Europe/Rome	14.43865	excellent	12 Apr 2017	IT
40.87363	Europe/Rome	14.34085	average	18 Feb 2016	IT
46.32313	Europe/Paris	-0.45877	excellent	2022-01-01	FR
-22.45667	America/Sao_Paulo	-47.53028	good	2020-04-12	BR
37.60876	America/New_York	-77.37331	excellent	2014/06/18	US
6.03333	Africa/Addis_Ababa	37.55	excellent	08/07/2014, 00:00:00	ET
35.6803	Asia/Tehran	51.0193	excellent	26 May 2013	IR
51.21667	Europe/Berlin	6.26667	good	2017-05-14	DE
38.68712	Europe/Madrid	-4.10734	average	2018/10/26	ES
46.32374	America/Los_Angeles	-120.00865	accep	08/06/2018, 00:00:00	US
27.52948	Asia/Karachi	68.75915	excellent	10/30/2015, 00:00:00	PK
40.42386	Europe/Madrid	-3.53261	accep	2013/02/04	ES
41.24255	America/New_York	-82.61573	average	2017-10-04	US
-1.26424	Asia/Jakarta	104.09701	accep	06/01/2015, 00:00:00	ID
40.42386	Europe/Madrid	-3.53261	excellent	2019/12/29	ES
34.77453	America/Chicago	-96.67834	excellent	2021-02-25	US
43.11667	Europe/Paris	1.6	accep	12/31/2021, 00:00:00	FR
60.18427	Europe/Helsinki	24.95034	building	05/02/2017, 00:00:00	FI
50.71229	Europe/Brussels	4.52529	accep	09 Sep 2018	BE
50.23805	Europe/Berlin	8.86704	good	10/23/2013, 00:00:00	DE
0.76755	Africa/Lubumbashi	24.43973	good	2021-05-03	CD
35.82756	Asia/Tokyo	137.95378	excellent	2013/01/15	JP
41.72059	America/Chicago	-87.70172	good	05/01/2022, 00:00:00	US
40.58654	America/Los_Angeles	-122.39168	maintenance	2012-11-25	US
37.60876	America/New_York	-77.37331	maintenance	2013/10/09	US
11.86064	Africa/Lagos	9.0027	excellent	09 Nov 2013	NG
50.74497	Europe/Brussels	3.20639	maintenance	2015-08-05	BE
51.12794	Europe/Brussels	4.21372	average	15 May 2022	BE
53.16167	Europe/Amsterdam	6.76111	excellent	2020/09/24	NL
36.72544	Africa/Algiers	3.55665	excellent	03/18/2020, 00:00:00	DZ
43.4125	Europe/Sofia	23.225	excellent	02/27/2018, 00:00:00	BG
55.82885	Europe/London	-4.21376	accep	2013-06-07	GB
25.49043	Asia/Kolkata	85.94001	good	2019-03-30	IN
38.54491	America/Los_Angeles	-121.74052	excellent	06/16/2018, 00:00:00	US
52.68333	Europe/London	0.93333	maitennce	2020-06-07	GB
10.58806	Asia/Kolkata	77.24779	excellent	08/02/2015, 00:00:00	IN
41.6764	America/Chicago	-91.58045	good	09/11/2022, 00:00:00	US
7.65649	Africa/Lagos	4.92235	building	2014-03-26	NG
28.71271	Asia/Kolkata	77.656	average	2014-02-09	IN
12.35275	Asia/Manila	121.06761	average	19 Jul 2020	PH
13.73417	America/El_Salvador	-89.71472	excellent	2015-12-16	SV
41.72063	Europe/Rome	12.6723	average	2018/01/13	IT
50.23271	Europe/Prague	12.87117	good	19 Dec 2016	CZ
53.81667	Europe/London	-3.05	excellent	13 Oct 2017	GB
50.06	Europe/Volgograd	43.2379	accep	02/20/2016, 00:00:00	RU
38.55632	Asia/Dushanbe	69.01354	accep	26 Aug 2017	TJ
40.55851	Europe/Rome	17.80774	good	2016/09/08	IT
-28.24	America/Sao_Paulo	-48.67028	excellent	2018-09-19	BR
15.45144	Asia/Kolkata	78.14797	average	2013/02/24	IN
-34.28853	Australia/Sydney	146.05093	excellent	10/14/2012, 00:00:00	AU
9.58126	Africa/Lagos	8.2926	excellent	2021-12-07	NG
-33.75881	Australia/Sydney	150.99292	building	30 Sep 2014	AU
41.15376	America/Chicago	-87.88754	average	03 Jan 2022	US
43.31667	Europe/Madrid	-2.68333	building	17 Mar 2020	ES
47.83333	Asia/Aqtobe	59.6	average	2022-01-25	KZ
51.65333	Europe/Amsterdam	5.2875	maintenance	2016/02/01	NL
10.10649	Asia/Kolkata	76.35484	good	2022/03/16	IN
52.21099	Europe/Berlin	7.02238	good	07/04/2018, 00:00:00	DE
51.95838	Europe/Amsterdam	4.47124	excellent	11 Aug 2019	NL
21.46527	Asia/Kolkata	83.97573	excellent	29 May 2018	IN
52.4089	Europe/Minsk	31.3237	building	03/03/2020, 00:00:00	BY
16.75973	America/Mexico_City	-93.11308	building	25 Jul 2019	MX
-8.05389	America/Recife	-34.88111	good	11/06/2012, 00:00:00	BR
31.12406	America/Chicago	-97.90308	accep	06/01/2014, 00:00:00	US
43.71032	Europe/Paris	-1.05366	accep	05/31/2014, 00:00:00	FR
-4.16694	America/Fortaleza	-40.7475	maintenance	2019-08-18	BR
37.35813	Europe/Madrid	-6.03731	good	03/18/2013, 00:00:00	ES
40.2737	America/New_York	-76.88442	good	05 May 2014	US
8.88649	Africa/Porto-Novo	2.59753	average	2021-09-13	BJ
36	Asia/Tokyo	139.55722	accep	2013/11/16	JP
55.1904	Europe/Minsk	30.2049	good	2020/12/20	BY
47.90771	Asia/Ulaanbaatar	106.88324	good	01/07/2015, 00:00:00	MN
40.57788	America/New_York	-73.95958	good	2019-04-09	US
33.54428	America/New_York	-84.23381	good	2022-09-06	US
37.71715	America/Los_Angeles	-122.40433	accep	2018/04/09	US
40.24537	America/New_York	-75.64963	good	2019-03-19	US
26.44931	Asia/Kolkata	91.61356	average	27 Feb 2017	IN
40.57788	America/New_York	-73.95958	excellent	2021-09-07	US
-21.15	Indian/Antananarivo	46.58333	maintenance	03 Jan 2018	MG
41.77583	Asia/Tokyo	140.73667	excellent	21 Apr 2021	JP
51.42708	Europe/London	-0.91979	average	02 Aug 2014	GB
51.04962	Europe/Berlin	12.1369	good	2019-06-16	DE
42.58342	America/New_York	-71.8023	good	25 Jun 2020	US
33.52253	America/Los_Angeles	-117.70755	maintenance	11/14/2015, 00:00:00	US
34.4833	Asia/Tokyo	136.84186	good	26 Aug 2013	JP
36.24624	Asia/Tokyo	139.07204	accep	2012-10-27	JP
33.03699	America/Los_Angeles	-117.29198	excellent	2014/11/04	US
45.40008	America/Toronto	-73.58248	accep	06 Aug 2013	CA
37.13548	Europe/Madrid	-3.67029	accep	2020/07/04	ES
6.15038	Africa/Lagos	6.83042	good	2021/04/12	NG
42.97086	America/Detroit	-82.42491	good	10/07/2018, 00:00:00	US
4.02219	Asia/Kuala_Lumpur	101.02083	excellent	04/25/2020, 00:00:00	MY
55.82885	Europe/London	-4.21376	building	20 Nov 2013	GB
37.49073	Europe/Madrid	-2.77259	good	2013-03-04	ES
25.87972	America/Matamoros	-97.50417	good	06/29/2015, 00:00:00	MX
-28.81833	America/Sao_Paulo	-52.51028	excellent	2019/03/13	BR
1.6	Asia/Kuala_Lumpur	103.81667	good	09/21/2015, 00:00:00	MY
48.77644	Europe/Paris	2.29026	accep	2014/03/31	FR
-1.26753	Asia/Makassar	116.82887	building	09/09/2022, 00:00:00	ID
58.1908	Europe/Moscow	40.17171	excellent	06 Dec 2015	RU
-8.66667	America/Recife	-35.71667	accep	2016/09/24	BR
3.02013	Africa/Kampala	30.91105	average	2017-06-07	UG
41.29444	Asia/Tashkent	69.67639	accep	14 Aug 2013	UZ
9.58126	Africa/Lagos	8.2926	average	12/31/2015, 00:00:00	NG
38.72706	Europe/Lisbon	-9.24671	excellent	22 Nov 2017	PT
46.1351	America/Glace_Bay	-60.1831	average	2015/08/07	CA
3.02013	Africa/Kampala	30.91105	accep	24 Sep 2019	UG
34.56861	Asia/Shanghai	105.89333	maintenance	12/28/2019, 00:00:00	CN
15.79408	Asia/Bangkok	104.1451	building	06/12/2014, 00:00:00	TH
-28.81833	America/Sao_Paulo	-52.51028	excellent	11/08/2012, 00:00:00	BR
34.5624	Asia/Damascus	38.28402	accep	08/06/2021, 00:00:00	SY
-7.0981	Asia/Jakarta	109.3243	good	08/31/2015, 00:00:00	ID
40.2737	America/New_York	-76.88442	excellent	2016-11-15	US
26.11527	Asia/Kolkata	86.59509	average	11/04/2018, 00:00:00	IN
34.31	Africa/Casablanca	-2.16	accep	2019/01/09	MA
46.75451	Europe/Kiev	33.34864	accep	2017-03-27	UA
37.49073	Europe/Madrid	-2.77259	excellent	2016-08-09	ES
33.03699	America/Los_Angeles	-117.29198	building	2014-08-12	US
53.51684	America/Edmonton	-113.3187	maintenance	09/14/2014, 00:00:00	CA
42.67164	Europe/Rome	14.01481	accep	07/14/2014, 00:00:00	IT
-1.26753	Asia/Makassar	116.82887	good	2015-07-31	ID
-34.64167	America/Argentina/Buenos_Aires	-60.47389	excellent	2021/02/27	AR
40.87363	Europe/Rome	14.34085	building	2022/09/11	IT
