PM10	Pb	latitude	CH4	NH3	H2CO	O3	warning	TEMP	CFCs	PM2.5	PAHs	NOx	SO2	longitude	PRES	C2H3NO5	CO
10.05563	66.48328	41.09246	8.46419	8.48087	58.18176	7.67133	1.00000	19.38340	79.85405	8.21430	7.48180	6.94836	8.68046	45.36561	1092.93900	3.24002	6.24403
5.92187	43.71515	40.34912	5.78146	9.32164	61.16261	6.95571	1.00000	18.78940	62.40463	3.95773	8.60740	9.42398	9.86258	-111.90466	1185.38163	0.19219	11.80290
5.29974	48.71624	52.41667	9.12479	8.86719	47.70985	8.22256	1.00000	-0.44756	61.57927	5.50065	7.07400	6.59966	9.21111	0.75	1153.62384	0.37925	11.90189
8.78662	54.99494	36.06523	8.62942	6.15980	59.43487	9.26746	1.00000	11.13445	62.38974	8.47199	5.92347	7.73014	7.85650	-119.01677	1089.47706	1.01264	6.02086
4.83727	49.60333	41.47892	5.78532	7.89473	57.94411	9.07897	1.00000	6.01071	67.96576	2.27463	7.21484	8.54044	7.25159	-87.45476	1140.52754	0.26037	11.39704
7.09218	44.84652	39.12074	7.44200	6.65420	44.34592	5.99859	1.00000	22.38095	72.05099	4.44264	9.92666	5.14647	7.58660	27.18052	1133.75554	0.48128	5.80471
9.64174	33.76171	36.91023	9.20492	6.32632	50.35715	9.49403	0.00000	14.57889	67.82664	5.88246	7.54291	10.17898	8.00138	-121.75689	1187.10821	2.18660	9.33266
9.11216	50.96248	44.35056	7.18149	7.55665	49.50272	7.45768	0.00000	18.07478	57.80856	8.44772	5.63454	7.55438	9.29489	142.45778	1122.65599	1.51014	5.61807
7.93696	26.72184	12.74482	10.21993	8.05519	57.84506	6.41750	1.00000	9.29192	55.66066	10.07844	6.45003	5.04523	8.62788	4.52514	1177.22932	0.63489	7.39223
9.68005	30.47857	-8.99167	9.94546	8.14286	48.98365	5.56164	0.00000	27.63253	63.57024	7.33065	9.16427	10.28360	9.17868	125.21972	1140.02862	2.29160	7.60065
6.97327	52.40282	44.43579	5.15888	6.40938	61.17885	11.81238	0.00000	-0.84226	57.24699	5.84350	8.04371	6.09648	8.60168	26.01649	1104.05169	0.37153	10.72962
7.43107	34.06716	36.82167	4.71717	7.11974	35.80954	5.21065	1.00000	20.61108	54.78561	5.45277	7.14644	5.10962	6.57625	128.63083	1072.75742	0.36308	8.65493
6.72812	26.48272	42.50729	6.48619	9.35815	52.39901	7.05236	1.00000	18.24340	61.18216	5.99217	9.87100	3.51499	7.72672	1.53414	1074.56114	0.34181	7.59096
10.89899	32.77670	41.77583	9.17918	6.72716	50.24118	9.62617	0.00000	38.44512	56.83159	7.99902	7.64757	10.91997	6.43677	140.73667	1136.50896	7.28312	6.58943
9.21298	46.85135	-8.99167	9.50070	7.43288	61.60962	9.54276	0.00000	7.30086	73.55505	6.18269	8.60681	9.64675	8.39712	125.21972	1107.21195	1.46402	9.44057
6.21647	81.67609	52.71083	2.48676	7.60434	68.96831	7.77050	1.00000	7.29375	58.05980	7.80767	8.19852	7.10912	6.22762	5.74861	1110.51323	0.31613	9.78053
9.75004	50.80136	-19.32556	8.90046	8.72444	41.43668	9.23352	1.00000	11.49804	50.24374	7.92422	8.44045	8.07881	9.44924	-41.25528	1148.02763	2.42640	5.88567
7.10476	45.00363	10.20898	7.52884	7.28029	40.83816	5.47692	1.00000	12.33784	48.83728	8.10126	8.68441	7.19917	8.14217	123.758	1112.38719	0.38520	6.75022
9.66670	76.76309	41.29444	7.84161	7.06274	36.05296	11.80934	0.00000	28.88406	73.38191	7.55211	7.94762	8.46738	6.30934	69.67639	1160.70800	2.30714	10.38741
7.69028	38.78240	20.88098	9.23565	7.79343	38.82197	7.72113	1.00000	15.27450	69.00702	9.22187	8.10260	6.67295	8.60164	75.11937	1139.53904	0.53348	6.67033
6.91280	44.23429	45.79377	5.74805	8.05933	41.22271	5.83804	1.00000	2.56747	63.33150	5.71034	8.91127	7.66404	9.96145	8.88104	1198.32651	0.30265	9.19179
7.97025	32.22100	33.78333	8.19208	8.92591	84.43176	5.80640	0.00000	5.79499	68.50183	6.16663	8.60311	7.41730	6.00469	114.51667	1150.93170	0.62253	5.22168
8.22082	58.73326	22.19303	8.57709	7.45880	56.91381	7.95903	0.00000	8.06614	69.26843	5.59659	6.77339	8.91111	9.48091	88.18466	1123.88749	0.67647	9.01075
10.70239	55.41276	6.03333	9.70472	7.76739	67.33410	9.52264	1.00000	3.39902	67.48178	8.21620	7.21474	7.70075	9.61238	37.55	1076.56240	6.21438	5.89174
10.49920	45.23253	51.955	9.93254	7.66337	28.42575	9.26795	0.00000	17.31563	78.58628	6.28958	7.94966	10.57273	7.74729	5.22778	1081.50783	5.01604	6.97686
5.72824	33.47511	44.43579	8.72527	5.91768	35.39741	8.13335	1.00000	15.00152	73.77726	10.63019	8.40526	5.04913	6.90239	26.01649	1114.35972	0.16678	10.89599
9.43766	61.76912	29.84576	9.58444	10.77882	22.80868	9.29785	1.00000	9.32653	72.16788	9.98110	7.37501	5.55314	8.05832	-90.10674	1162.61722	1.87420	6.64909
6.85824	33.51307	23.15678	7.76761	7.43519	36.85871	5.74675	1.00000	31.33752	61.59718	7.27936	8.05879	6.48387	8.34121	-81.24441	1105.47303	0.36055	9.04741
11.55869	43.48428	4.88441	9.11913	8.64907	37.83253	11.49188	1.00000	35.27146	56.89981	7.42184	7.13044	7.12495	7.60262	101.96857	1091.23000	14.06139	7.19122
6.80041	43.93381	42.06166	6.73210	8.21221	47.73826	6.06182	1.00000	15.04420	70.23655	6.04662	9.20174	5.44684	5.84487	-1.60452	1090.62041	0.37157	9.12562
9.55577	42.94785	18.65297	9.21290	8.73312	43.56739	10.27829	1.00000	15.37272	76.34647	9.21810	6.55659	6.11254	7.42792	-72.09391	1121.83631	2.09355	6.94611
6.72530	55.39589	-22.97056	10.03799	7.14624	30.45641	5.66955	1.00000	16.29636	64.91326	2.83705	7.91176	4.50564	9.39364	-46.99583	1062.48403	0.22134	10.16177
6.75171	40.49445	15.45144	5.81188	8.29839	25.91159	5.90987	1.00000	26.17416	69.98196	5.46483	9.64347	7.18877	6.43633	78.14797	1177.98330	0.42065	9.62660
7.93430	51.91872	-23.85972	9.71793	7.84884	37.36361	4.90661	0.00000	21.94875	79.55466	6.06308	6.97711	8.59523	8.43313	35.34722	1177.27360	0.48548	5.06241
6.89410	48.60773	-19.72806	3.07320	7.09041	61.53908	6.97138	0.00000	24.75853	76.14791	8.03741	6.78250	5.78972	6.64779	-50.19556	1130.11249	0.35031	5.22036
5.84134	38.69572	-33.59217	4.67400	7.92539	54.66813	7.86984	1.00000	21.38221	59.64864	4.11085	8.58776	9.12790	8.68299	-70.6996	1121.98085	0.20161	7.53576
9.19634	49.14207	33.78333	8.31842	6.63919	40.37236	10.06195	1.00000	15.71540	68.10888	9.12769	8.00126	6.76863	7.01536	114.51667	1108.94700	1.41805	6.20287
6.96900	51.23975	42.7392	11.03902	7.84093	47.13089	8.51596	1.00000	15.57350	62.33185	12.05388	11.72041	5.60093	7.79057	-84.62081	1070.74461	0.36002	5.56097
6.39575	37.83848	-13.7804	6.26793	7.75662	55.29797	7.20986	1.00000	8.68509	73.72138	8.47679	7.68612	5.89018	9.56033	34.4587	1082.64945	0.20942	7.87066
7.06017	52.76635	40.81	7.72575	5.81324	62.08255	4.95179	1.00000	8.04365	66.91879	2.98166	6.85328	7.70516	6.28765	-73.9625	1095.06534	0.40837	7.96386
10.97232	40.85762	60.18427	9.74295	6.70034	57.62047	7.86878	0.00000	17.56253	58.93358	8.31593	7.36772	11.18195	5.96758	24.95034	1092.69681	7.81841	8.48774
4.84563	20.69048	43.11667	6.14309	8.11031	36.82092		1.00000	1.20264	54.22037	5.51349	7.55761	8.17149	7.11899	1.6	1070.31132	0.27439	14.99955
5.53275	21.02972	35.95664	7.26587	7.73823	52.72363	8.41154	1.00000	15.07639	66.51740	7.36235	6.81489	5.98797	8.85133	36.7138	1159.15656	0.12890	10.95484
10.49565	25.13360	14.67751	10.24854	7.18961	46.05413	6.42728	0.00000	22.98615	64.30932	6.62604	8.26145	10.11432	6.93218	-60.94228	1084.42377	5.09693	8.38633
8.70162	37.09290	51.19139	8.91536	8.45932	29.09912	10.19006	1.00000	-0.74256	81.43854	9.73080	8.13071	6.19996	7.89316	6.51352	1158.55292	1.05397	6.49258
8.84623	55.30252	65.84811	8.42131	8.12929	55.48650	9.38914	0.00000	16.58404	61.35644	6.30069	8.90039	8.89003	8.57926	24.14662	1089.21958	1.10623	9.58073
10.08545	55.45284	40.24537	8.27735	8.91435	42.01988	9.04134	1.00000	29.31824	51.58228	7.79252	8.84394	8.06533	9.80105	-75.64963	1117.40118	3.44158	5.70636
6.95089	37.34538	56.11281	6.35863	7.98622	48.84402	5.82951	1.00000	6.33320	63.90293	6.67329	7.30153	7.63634	7.62263	69.49015	1177.89723	0.37538	5.85786
7.27151	59.40883	-7.01833	9.49913	8.11954	44.43201	9.31758	1.00000	19.00471	75.11183	10.73897	8.33980	6.11782	6.83367	107.60389	1192.24359	0.50299	6.13730
7.60948	36.58192	45.40008	10.38174	7.85847	59.68522	9.34623	1.00000	12.77725	75.50218	12.08174	8.73341	5.11851	4.62007	-73.58248	1091.56778	0.36663	5.83200
10.48155	49.65493	42.52787	8.97204	7.86210	45.61122	8.26435	0.00000	42.54442	55.58282	6.60908	7.02679	9.95720	9.13461	-70.92866	1074.67177	4.83102	6.67054
9.37872	41.76599	48.98693	9.16409	7.31554	39.41943	9.70640	1.00000	15.79545	61.13210	8.19729	7.09986	6.77350	7.38814	2.44892	1082.63284	1.90289	7.33950
11.38598	48.89777	4.73245	11.12712	7.40657	29.80522	8.77411	0.00000	8.47180	55.61504	5.87578	7.88648	11.74344	7.87011	-74.26419	1181.02362	11.88094	7.73176
6.58793	42.31448	53.59782	5.40389	9.32476	35.17434	6.43073	1.00000	7.09166	66.86926	7.85658	7.10777	7.22344	8.05243	34.33825	1152.68938	0.29727	10.24428
11.16985	44.46226	32.54278	10.55090	8.06528	70.78829	5.40269	0.00000	7.26390	68.75363	7.13094	8.36513	9.72728	8.90151	111.50861	1098.63946	9.60839	10.19609
6.68193	69.15516	20.74122	7.17249	8.18266	49.49810	5.89049	1.00000	2.68148	74.15179	6.54402	6.92128	7.22078	7.16763	-100.44843	1193.04164	0.29906	9.84000
10.57557	53.97238	12.74409	8.92523	8.44610	51.69990	11.43642	1.00000	18.52051	58.98169	8.43032	8.14475	7.08989	8.45126	-8.07257	1164.97893	5.36131	6.43551
6.16355	53.05164	18.51957	9.71096	7.00377	44.41377	6.71147	1.00000	4.07488	57.95756	5.12023	7.27603	6.12933	8.07134	73.85535	1089.75558	0.29064	10.06835
8.96124	70.01436	35.21222	8.75451	7.97481	42.58059	7.76042	1.00000	3.71551	68.57831	8.56451	8.19801	6.59550	8.91474	2.31889	1061.03415	1.23133	6.73871
6.25737	41.44213	48.35693	8.02804	7.88957	41.55394	6.94716	1.00000	24.12309	59.64318	5.61919	6.85285	6.24664	8.34596	10.98461	1056.85317	0.30734	8.47931
11.82862	32.11738	-22.97056	8.31459	7.41680	61.46052	10.85815	0.00000	4.45723	63.58531	6.54114	7.05769	8.77924	7.32124	-46.99583	1125.82879	18.17350	5.89265
6.06837	60.22073	46.23899	7.84265	6.72079	40.75793	7.21381	1.00000	24.23833	67.62499	6.18111	7.77612	5.80944	7.64679	-63.13414	1098.31106	0.31486	9.51721
6.06944	59.93508	48.79325	8.97911	7.06930	56.61459	6.92464	1.00000	36.95802	72.50341	2.60497	9.06992	6.38103	7.37610	2.29275	1091.26963	0.19993	9.91390
6.89904	48.21110	56.11281	5.50359	7.64875	60.13657	5.37981	1.00000	35.75730	52.80055	6.06075	10.03675	9.88439		69.49015	1194.67464	0.37656	8.64997
8.27766	47.09358	53.7446	11.70029	8.08254	24.23658	8.74186	1.00000	9.38761	80.32407	11.05516	7.90398	2.82591	7.48070	-0.33525	1055.59807	0.61976	9.43249
8.37196	41.17006	43.86682	8.30853	7.45454	59.32950	5.25804	0.00000	18.82813	71.82397	5.68659	7.55539	7.34110	7.78760	-79.2663	1171.92131	0.84955	6.44447
9.82704	52.54802	8.88988	8.27880	7.70546	33.51536	8.38408	1.00000	11.77938	80.76800	7.75977	8.24223	6.57714	9.61128	-79.62603	1165.20100	2.67359	7.37307
8.45514	42.01349	43.48961	11.82741	6.25992	52.73109	9.55240	0.00000	-2.81217	64.62631	3.99380	7.74794	12.40940	6.13554	-8.2194	1079.27754	0.78414	9.14406
8.73422	59.01090	41.54566	9.98540	7.93872	42.03022	7.08571	0.00000	11.99835	63.57875	3.43689	8.13316	9.74754	8.45764	-71.29144	1105.14842	1.02381	5.62863
11.30034	45.78755	44.85278	10.55854	6.42928	37.62273	10.06813	0.00000	11.42199	66.02721	6.47996	8.20684	11.12834	8.29017	65.50917	1176.46763	10.79341	10.07235
9.34033	61.96087	8.35122	9.89952	7.16427	41.07455	7.00374	0.00000	8.31638	64.35525	5.32358	8.87830	11.04754	7.22224	-62.64102	1071.89628	1.69436	8.32128
6.30181	52.80314	53.53395	6.94218	6.34898	55.80173	7.44718	1.00000	41.92299	61.19963	6.95093	7.98570	4.86178	9.16589	33.72798	1079.18804	0.23817	6.54753
8.77014	61.75743	44.22639	7.72089	8.18851	21.85580	9.36164	1.00000	19.93759	61.18303	5.66198	9.35885	8.49048	9.02842	22.53083	1087.65699	1.11060	9.48435
6.96175	63.38212	41.8542	5.62757	7.20085	60.38077	5.27875	1.00000	-0.62497	56.36535	7.18624	9.13425	7.31233	6.42991	-87.66561	1089.13325	0.35450	11.55398
6.82836	56.26986	45.39402	6.75253	6.52104	18.94828	6.36304	1.00000	16.90409	57.12350	8.20067	6.87962	4.78356	8.23982	9.29109	1186.13273	0.49203	8.73306
7.20323	42.26166	42.55308	6.12613	6.24762	44.38444	5.52169	1.00000	2.38609	60.98456	8.10074	8.99691	6.36288	8.74601	-87.93341	1101.76644	0.29491	8.35283
5.40364	51.78178	16.06213	5.56260	7.34211	62.69937	7.97282	1.00000	46.52855	64.38770	4.33893	6.51773	7.80544	8.17723	76.0586	1164.88501	0.27593	13.50762
6.88125	43.82492	55.75556	5.19104	9.14502	40.53695	9.50649	0.00000	17.56789	69.94199	4.41251	6.41679	6.33707	7.46700	60.70278	1104.22601	0.33758	10.16532
6.21590	70.91209	33.93113	4.85776	8.39164	31.37610	7.19482	1.00000	2.56419	72.52580	4.44517	9.28691	6.93642	8.10521	-117.54866	1118.88868	0.18241	9.97383
6.67176	22.64197	-2.90055	5.26173	6.77965	28.85230	6.67529	1.00000	14.80990	71.12791	9.85135	7.03542	6.11114	8.37463	-79.00453	1053.32016	0.31400	9.07711
10.12696	39.55129	35.95664	10.96493	7.25756	53.50739	5.53951	0.00000	17.39192	60.75595	4.40768	8.13147	10.99236	7.58404	36.7138	1065.00015	3.54057	9.46652
8.83310	27.32698	-11.78333	12.62876	8.19047	50.09113	3.90114	0.00000	26.59182	61.46129	4.94469	8.30716	11.16839	7.50578	19.91667	1188.26840	1.04787	7.71050
8.58086	49.20888	49.88307	8.79389	8.53468	65.27506	6.71906	0.00000	8.51608	58.63388	7.08471	8.48090	9.32132	8.41424	-119.48568	1148.63236	0.87089	5.99777
5.49620	31.34982	-23.44361	4.40419	7.76515	57.99245	8.62414	1.00000	-0.28897	73.75233	4.24610	7.40234	8.57925	8.09709	-51.87389	1170.55252	0.22575	8.15265
5.91287	42.36003	47.76232	6.10293	9.80037	33.79849	7.68976	1.00000	8.57415	80.47808	5.46663	7.77676	7.70123	7.29532	-122.2054	1077.09966	0.23086	9.87121
9.13765	51.53661	33.52253	10.23209	6.39228	51.75886	10.91934	0.00000	3.37905	72.07939	8.20196	7.66364	8.28382	8.52587	-117.70755	1085.48311	1.43489	8.38280
11.55320	53.13168	-7.57897	8.19793	7.94257	59.90569	9.63515	0.00000	15.24421	67.84908	8.24280	7.16984	8.45535	7.09671	112.23109	1076.35426	13.87273	9.78611
8.85683	36.40843	29.69221	9.18502	8.12169	62.54643	8.22973	1.00000	-3.11417	65.82177	8.92229	9.21036	6.51707	8.09879	72.54566	1072.38004	1.02131	6.76934
8.92259	31.58043	4.96667	7.72216	8.43354	30.28019	8.17278	1.00000	36.53014	72.99695	7.25450	7.32954	8.65079	9.11175	10.7	1182.37730	1.20872	5.86062
8.18175	53.22035	32.05971	9.44337	7.99724	55.70122	5.44944	0.00000	41.54726	58.96163	5.67644	7.84396	8.57805	5.11175	34.8732	1147.72009	0.79110	4.23778
8.57025	27.61479	53.53333	9.41969	7.12676	39.87758	9.49234	1.00000	14.17270	73.33268	10.32496	7.86145	6.05975	7.63272	-7.35	1084.41585	0.89744	6.10221
9.04830		42.28639	10.67689	8.15208	44.69072	9.00260	1.00000	39.67606	69.90795	10.52914	8.55454	3.68015	9.62710	18.84	1090.60779	1.32728	8.53273
8.06890	62.22626	34.95303	7.93064	8.66295	31.53950	6.65357	0.00000	7.33037	71.86638	7.15114	8.33223	9.18554	7.97265	-120.43572	1156.28268	0.67803	8.24807
10.73271	70.78302	40.87363	9.38631	8.71451	39.39441	8.98224	0.00000	20.92556	65.96080	7.05154	8.09997	9.00444	8.17406	14.34085	1192.69689	6.24144	9.45090
8.62197	45.04135	34.9	8.65685	8.54181	48.61260	10.74601	0.00000	14.40056	67.82519	7.11059	6.98726	8.87159	7.46913	137.5	1095.84781	0.94867	8.65944
10.63997	41.41842	3.31332	8.17731	7.36198	56.38687	10.94331	1.00000	14.03306	56.81574	7.99795	9.70374	7.77250	8.63147	117.59152	1162.01122	5.74908	5.84097
10.16088	70.69918	51.88333	7.63505	7.84485	58.56522	9.72720	1.00000	15.80438	75.91005	6.32172	7.24944	7.61594	9.89604	8.51667	1109.41740	3.65309	7.80534
10.36242	36.28582	-54.8	9.81390	9.73128	63.06721	6.26606	0.00000	0.04006	72.17529	7.18557	8.39208	9.04974	6.47735	-68.3	1196.13725	4.52014	6.01874
4.98763	43.38550	9.535	9.75484	9.32244	36.23272	8.66023	1.00000	6.80985	69.09576	7.08846	7.68595	8.29925	9.30647	-13.68778	1056.22378	0.33087	10.57677
6.96030	11.91721	38.68712	5.52797	9.07902	44.00327	6.30821	1.00000	19.01931	62.84236	6.73682	8.30356	5.25236	7.63827	-4.10734	1192.84379	0.20850	7.07347
6.73707	48.10084	42.28639	6.53080	8.46142	81.50636	6.20390	0.00000	14.73012	69.07637	6.79669	9.42332	7.21541	4.95861	18.84	1141.39836	0.31054	6.11290
10.74230	57.71282	53.53333	7.65013	10.48180	60.40231	11.41626	1.00000	23.02569	67.28499	7.37366	9.51285	8.24821	7.39883	-7.35	1112.96301	6.35784	5.91005
7.20493	43.80250	21.46527	6.45301	8.78003	53.04836	5.53475	1.00000	27.68235	64.13173	3.93449	6.01551	4.88056	7.77839	83.97573	1057.75217	0.38502	9.09407
5.71129	68.32856	42.64031	6.74288	7.06883	48.98915	7.58229	1.00000	2.98855	65.99843	5.23980	8.17276	8.02617	6.08109	125.51176	1183.65541	0.23772	11.06599
7.14228	44.37118	-7.73379	6.17032	6.88755	26.90111	5.63600	1.00000	22.00363	71.08648	8.51910	8.39450	5.83444	8.88298	113.69785	1163.90573	0.44605	9.16257
9.87122	42.33513	20.88953	8.79415	7.63478	47.93631	8.10242	1.00000	9.68922	69.77548	6.80702	7.03849	8.80487	7.39500	-156.47432	1166.25939	2.72744	6.03936
6.96939	71.89409	47.46657	6.89655	6.12977	48.13550	6.03303	1.00000	20.34215	50.98274	9.49113	7.10551	5.45048	6.27244	84.87144	1162.60357	0.26526	7.49154
10.79230		38.37255	11.80451	7.25538	71.05797	11.63713	1.00000	6.91531	66.72165	10.58768	8.11132	3.58848	7.94462	34.02537	1110.61359	6.56776	8.61557
4.10080	30.19846	6.25947	7.01376	10.04610	32.44256	10.10985	1.00000	3.63934	68.69756	2.46328	8.16838	10.76247	6.69722	102.05461	1074.64834	0.12418	10.71629
5.30117	34.19696	9.89206	8.67403	7.33635	58.56261	8.61017	1.00000	8.24358	58.55806	6.02712	9.16501	4.92725	6.28786	43.38531	1060.62863	0.42338	10.87963
7.70062	60.14558	49.28669	10.47877	5.70555	42.88277	9.30123	1.00000	20.47803	54.93001	11.77805	6.42302	4.44554	6.66213	1.00288	1157.26461	0.66734	6.88301
7.16658	51.65590	-4.83	7.78524	7.33224	28.04700	4.87805	1.00000	7.94159	62.85596	4.31615	7.77889	6.24627	8.33716	29.65806	1143.87322	0.40319	9.44858
5.01386	50.43563	36.02506	7.11951	8.85277	33.29396	9.40949	1.00000	3.01986	67.15993	2.92223	7.04139	5.63544	9.07007	-86.77917	1060.39703	0.28133	10.02666
7.87187	35.35835	34.81667	9.15109	7.64054	43.56687	10.39738	0.00000	1.97975	78.96890	5.26565	7.44232	8.35960	8.46537	137.4	1094.78314	0.45077	9.25793
6.11942	65.25510	7.6	5.82141	8.89181	53.85729	7.93987	1.00000	12.07775	70.75517	9.00561	6.00592	6.47833	8.87726	4.18333	1181.06186	0.22987	6.16761
7.75047	51.09085	37.49223	9.24441	6.62139	81.43109	4.28679	0.00000	2.74378	71.17051	6.79431	7.41475	8.26201	9.44111	15.07041	1193.82801	0.56390	5.28167
7.91368	36.77787	17.54907	8.83844	8.17874	43.40903	6.63377	0.00000	12.56236		6.43945	9.23963	9.86796	7.07701	82.85749	1148.06213	0.61676	6.46710
6.50551	38.47616	-1.26753	6.04496	7.32453	39.99956	6.72652	1.00000	16.15636	77.33103	4.58601	8.43155	5.79942	7.14651	116.82887	1125.34883	0.35911	8.90717
7.23315	44.02064	33.45122	9.63202	8.51319	45.70036	7.87567	0.00000	19.42967	61.60342	3.96112	7.45284	10.26780	7.57083	-86.99666	1054.95922	0.35009	8.46344
8.02870	45.38578	36.20829	9.62516	9.18149	69.95210	7.63714	1.00000	9.88012	59.39614	9.54481	7.82018	6.60415	9.24949	-115.98391	1108.93690	0.54110	6.31253
9.81105	26.80966	42.819	8.34206	8.09557	47.09964	9.12261	0.00000	10.55917	81.06123	7.60108	6.56313	8.57656	9.28790	47.1192	1065.19794	2.66486	9.43363
6.72354	32.70443	4.88441	8.34984	8.56999	63.99214	4.03610	0.00000	30.06361	62.69763	6.46567	7.89620	7.45179	7.83694	101.96857	1171.34525	0.36543	5.45781
9.82128	46.82695	11.50526	9.39123	7.09586	52.61800	12.52530	1.00000	31.26936	66.78394	9.51393	5.88961	7.30829	6.78319	77.23826	1085.45718	2.57834	5.64793
6.60613	49.08791	-26.22861	4.80289	7.22266	73.24992	7.18834	1.00000	24.22178	75.36124	5.71438	7.17996	5.89822	6.99737	-52.67056	1162.16720	0.24422	7.82477
7.04137	37.36907	34.9	6.90533	7.16613	51.76539	5.59736	1.00000	18.90395	76.01264	5.31306	7.74374	7.32981	8.30270	137.5	1051.19681	0.39947	5.60475
6.18542	33.08593	6.46838	7.44934	8.10963	57.83409	6.78281	1.00000	19.15057	70.32649	4.35977	7.36931	7.23637	7.77064	-73.26022	1152.43453	0.11440	9.03908
10.00897	33.08974	53.53041	9.23110	9.06223	76.94348	8.89480	1.00000	29.53381	60.27521	8.39591	7.48123	6.97875	6.21951	43.67663	1177.58111	3.16866	6.52336
8.96549	38.92868	6.95194	9.89398	7.23406	52.98003	9.65762	1.00000	10.56439	72.19457	10.25993	9.12437	5.77785	7.50877	121.96361	1088.94604	1.10190	6.44255
6.15680	77.88392	37.74615	7.72754	6.50841	82.57045	7.10188	1.00000	29.13331	72.78053	7.22214	8.74946	7.08100	6.66631	-25.66689	1153.47590	0.18927	10.08144
10.78206	62.17996	36.21544	9.60027	7.67980	36.10017	4.83937	0.00000	10.27604	65.37898	9.13125	8.87364	8.67847	7.28745	65.93249	1119.17724	6.47794	7.01245
5.63045	41.01005	47.46657	7.08999	7.96320	62.93430	8.20976	1.00000	13.66804	71.50760	4.45473	6.15008	5.72331	6.92978	84.87144	1080.74204	0.23929	9.33940
8.31531	40.00903	32.61603	7.64791	7.03311	41.93889	8.15858	1.00000	-1.05120	67.03577	8.58882	7.76014	7.78603	7.73895	44.02488	1190.58389	0.70009	5.57469
8.04021	52.95567	48.46458	4.21641	6.90871	20.36631	4.59761	1.00000	9.69602	78.00562	9.13366	8.29012	5.05521	9.61416	9.22796	1193.33092	0.61971	5.94100
7.01332	35.91746	-1.26424	7.89214	6.87494	56.10852	5.47056	1.00000	11.30929	58.41512	5.41285	7.90045	5.79606	8.14341	104.09701	1148.69389	0.42586	10.37937
6.19825	43.28896	-19.72806	7.12949	8.78978	25.40362	6.90322	1.00000	1.57337	68.51221	6.15090	7.77871	6.88799	7.14745	-50.19556	1139.47252	0.33182	9.69628
7.04564	27.26563	13.70167	9.51077	6.93112	49.58654	6.73137	1.00000	13.16007	67.48784	10.62171	6.06130	5.45668	8.18917	-89.10944	1161.91936	0.44722	6.56593
6.03110	33.01440	-31.25033	9.04616	7.77401	55.39938	6.72688	1.00000	29.05486	56.18409	6.82803	8.18737	6.34804	7.28017	-61.4867	1186.30020	0.24653	11.10312
8.82045	59.50777	39.72943	9.71353	7.32832	38.06263	5.74766	0.00000	19.51712	68.67578	4.98914	6.86293	8.54374	7.52124	-104.83192	1073.54544	1.15318	5.39197
6.40629	61.31438	-17.74431	8.22416	7.04769	64.48539	7.74926	0.00000	-7.20484	61.27566	4.44656	7.73725	9.39293	8.80152	-48.62789	1102.60376	0.34455	8.42078
6.90321	53.49297	37.35813	8.31095	8.50066	57.06477	6.67966	0.00000	25.04308	69.29018	6.24747	7.49339	7.39475	8.11499	-6.03731	1143.07749	0.34048	8.10963
5.72456	42.08135	43.54072	6.27814	7.16651	45.02631	8.20808	1.00000	17.04799	63.09671	6.90204	5.93982	5.82339	8.68800	-116.56346	1135.28599	0.34986	9.70659
8.37157	48.87456	48.49144	8.14512	8.37225	63.76447	9.42166	0.00000	9.83491	60.07785	4.63247	8.35658	9.52410	8.81710	9.20427	1171.10723	0.65348	10.37674
7.64644	67.44570	2.2139	10.02676	8.28803	63.18657	10.33821	1.00000	17.01337	55.87627	12.25805	10.29868	5.44157	9.74023	102.3278	1159.18268	0.49226	5.33995
5.85902	45.71715	39.72943	6.95951	8.61252	22.40803	7.54771	1.00000	36.56871	67.96985	6.41255	7.32258	7.54857	7.74794	-104.83192	1174.45120	0.30556	8.73652
11.09283	49.15006	43.61062	10.36082	7.81487	28.40602	7.63623	0.00000	25.94810	55.90664	5.81315	6.87180	10.26118	7.67616	-72.97261	1056.90572	8.81135	8.20812
6.95960	32.51127	19.30157	6.87085	8.35973	75.73898	5.99785	1.00000	18.36480	67.14695	6.92645	7.36096	5.32187	5.31505	72.85107	1198.08861	0.27425	8.10656
5.99279	27.07707	42.8334	4.76231	7.64994	41.30107	7.63181	1.00000	31.75599	64.64927	3.97771	8.96611	7.49409	7.15756	-80.38297	1138.98478	0.26315	9.03349
11.33259	47.97852	46.51872	8.88019	6.06367	41.01418	9.26713	0.00000	20.40172	72.91790	6.68032	7.68897	10.61633	7.87960	86.00214	1128.81775	11.25225	10.56574
6.63585	28.67167	-7.81667	3.86485	7.42896	36.99917	6.77973	1.00000	11.19103	67.05716	7.87801	7.00759	6.40210	8.62616	112.01667	1129.35314	0.35181	9.29958
7.51513	45.96412	52.53048	8.79438	8.00283	44.17662	8.51308	0.00000	-7.72034	56.93190	6.13388	6.23478	7.81587	6.90030	13.29371	1056.45001	0.41184	8.49587
8.94732	53.97282	53.43333	10.08712	8.67406	47.64111	10.75617	0.00000	13.60650	69.82288	6.63833	6.88371	9.74692	9.50246	-7.95	1129.51585	1.37218	9.17938
10.67545	48.01368	8.35122	8.17811	7.98187	20.44874	10.48269	0.00000	16.32930	71.02619	7.77521	7.87242	8.34897	8.17460	-62.64102	1155.04068	5.91935	10.12401
