latitude	revision	location	longitude	code	QoS
49.97704	05/30/2021, 00:00:00	Europe/Berlin	9.15214	DE	excellent
68.79833	2019-03-24	Europe/Oslo	16.54165	NO	accep
6.25947	28 Jan 2019	Asia/Bangkok	102.05461	TH	average
33.35283	28 Jun 2022	America/Phoenix	-111.78903	US	excellent
34.63915	2017-05-03	America/Los_Angeles	-120.45794	US	good
42.50729	2015/10/10	Europe/Andorra	1.53414	AD	average
-20.88231	06/09/2020, 00:00:00	Indian/Reunion	55.4504	RE	accep
57.47908	08/30/2016, 00:00:00	Europe/London	-4.22398	GB	accep
-12.91667	2017/12/20	America/Bahia	-39.25	BR	accep
40.2737	2021/11/22	America/New_York	-76.88442	US	excellent
45.35	2013-02-23	Asia/Shanghai	126.28333	CN	average
32.5007	10/30/2016, 00:00:00	America/Chicago	-94.74049	US	average
-4.06667	2013/10/10	Africa/Dar_es_Salaam	37.73333	TZ	average
33.03699	21 Apr 2020	America/Los_Angeles	-117.29198	US	building
51.20219	08/22/2013, 00:00:00	Europe/Berlin	7.36027	DE	average
35.25064	2019/07/12	America/Chicago	-91.73625	US	accep
-19.72806	04/28/2018, 00:00:00	America/Sao_Paulo	-50.19556	BR	good
54.39304	2014/05/22	Europe/Moscow	53.26023	RU	good
39.43534	2015/05/14	America/New_York	-84.20299	US	excellent
34.9	27 Mar 2021	Asia/Tokyo	137.5	JP	good
28.92694	21 Jan 2022	Asia/Kolkata	78.23456	IN	good
34.5624	2016/04/07	Asia/Damascus	38.28402	SY	excellent
-0.35817	05 Jul 2018	Africa/Mogadishu	42.54536	SO	building
33.52253	2021/09/06	America/Los_Angeles	-117.70755	US	excellent
42.22718	2020-10-23	Europe/Rome	14.39024	IT	excellent
7.62789	12/24/2013, 00:00:00	Africa/Lagos	4.74161	NG	good
12.74409	10 Dec 2017	Africa/Bamako	-8.07257	ML	accep
-26.22861	12/09/2013, 00:00:00	America/Sao_Paulo	-52.67056	BR	excellent
26.76628	13 Oct 2012	Asia/Kolkata	83.36889	IN	accep
56.03361	25 Jul 2020	Europe/Moscow	35.96944	RU	good
39.33427	2015-09-01	America/New_York	-76.43941	US	average
15.46063	14 Sep 2021	Asia/Bangkok	99.89166	TH	good
32.05971	2022/06/05	Asia/Jerusalem	34.8732	IL	average
0.03813	28 Dec 2014	Africa/Nairobi	36.36339	KE	accep
34.15429	10/19/2019, 00:00:00	Africa/Algiers	3.50309	DZ	building
14.67751	2019/11/04	America/Martinique	-60.94228	MQ	excellent
-6.8	03 Jun 2021	Africa/Dar_es_Salaam	39.25	TZ	good
8.35122	11/09/2016, 00:00:00	America/Caracas	-62.64102	VE	average
25.87972	2019/12/15	America/Matamoros	-97.50417	MX	accep
51.955	23 Dec 2012	Europe/Amsterdam	5.22778	NL	good
36.53333	09/27/2021, 00:00:00	Asia/Tokyo	136.61667	JP	good
-30.60106	2013-11-01	America/Santiago	-71.19901	CL	good
56.11281	2020/12/22	Asia/Yekaterinburg	69.49015	RU	excellent
43.50891	2020/03/23	Europe/Zagreb	16.43915	HR	good
51.62907	07 Apr 2021	Europe/London	-0.74934	GB	maintenance
48.98693	09/26/2015, 00:00:00	Europe/Paris	2.44892	FR	average
26.18924	03/28/2022, 00:00:00	America/Chicago	-98.15529	US	accep
40.2737	2021/05/13	America/New_York	-76.88442	US	maintenance
-34.88422	2022/02/09	Australia/Sydney	150.60036	AU	good
53.49389	08/06/2020, 00:00:00	Europe/London	-1.29243	GB	good
50.80019	08 Jun 2020	Europe/Berlin	7.20769	DE	maintenance
-4.24444	2012/12/11	America/Fortaleza	-42.29444	BR	average
41.72059	11 Mar 2021	America/Chicago	-87.70172	US	good
28.90054	2018-02-17	America/New_York	-81.26367	US	maintenance
59.80917	12/26/2018, 00:00:00	Europe/Moscow	30.38167	RU	accep
15.45144	09 Mar 2020	Asia/Kolkata	78.14797	IN	average
37.51803	2015/04/12	Europe/Rome	15.00913	IT	average
43.11667	2013/09/05	Europe/Paris	1.6	FR	accep
23.04419	2014-03-04	America/Havana	-82.00919	CU	accep
-7.57897	09/12/2018, 00:00:00	Asia/Jakarta	112.23109	ID	good
55.64776	2019/07/18	Europe/Moscow	38.02486	RU	good
35.64889	2015/10/30	Asia/Shanghai	117.27583	CN	excellent
40.94065	2014/06/28	America/New_York	-73.99681	US	accep
37.52487	2012/12/28	America/New_York	-77.55777	US	building
-29.2975	03/03/2017, 00:00:00	America/Sao_Paulo	-51.50361	BR	good
46.18396	11/12/2018, 00:00:00	Europe/Zurich	6.10237	CH	building
50.71229	2021-11-02	Europe/Brussels	4.52529	BE	average
36.91023	2018/02/01	America/Los_Angeles	-121.75689	US	building
15.46063	04 Mar 2014	Asia/Bangkok	99.89166	TH	good
25.92493	2013/09/28	Asia/Kolkata	73.66633	IN	good
45.50369	09/30/2015, 00:00:00	Europe/Rome	11.412	IT	average
42.7392	2014-03-29	America/Detroit	-84.62081	US	accep
-21.15	11 Apr 2017	Indian/Antananarivo	46.58333	MG	accep
32.54278	2016-07-11	Asia/Shanghai	111.50861	CN	building
43.41949	06/29/2020, 00:00:00	Asia/Almaty	77.0202	KZ	average
42.819	2014/02/10	Europe/Moscow	47.1192	RU	average
55.75556	11/23/2019, 00:00:00	Asia/Yekaterinburg	60.70278	RU	building
-28.44917	2013-04-26	America/Sao_Paulo	-52.2	BR	good
12.18441	2017-11-29	Africa/Ndjamena	18.69303	TD	average
53.95278	2021-01-25	Europe/Moscow	32.86389	RU	excellent
50.82882	25 Nov 2014	Europe/London	-0.32247	GB	maintenance
52.68333	04/06/2022, 00:00:00	Europe/London	0.93333	GB	average
30.35028	2015/12/28	Asia/Shanghai	112.19028	CN	good
-1.6	2020/06/05	Asia/Jakarta	103.61667	ID	average
27.85	06 Nov 2016	Asia/Shanghai	112.9	CN	accep
39.12074	2019-12-03	Europe/Istanbul	27.18052	TR	excellent
38.70734	14 Jan 2013	America/New_York	-77.02303	US	excellent
-14.66463	2018-11-25	America/Cuiaba	-52.35558	BR	excellent
48.73218	2015/04/16	Europe/Berlin	11.18709	DE	excellent
20.74122	2022/08/31	America/Mexico_City	-100.44843	MX	average
30.16688	2020/10/26	America/Chicago	-96.39774	US	good
5.27247	24 Jan 2016	Africa/Abidjan	-3.59625	CI	excellent
55.62047	2020-04-19	Europe/Moscow	37.49338	RU	average
50.5107	2017-02-28	Europe/Warsaw	18.30056	PL	building
53.77166	2015-08-03	Europe/Moscow	38.12408	RU	accep
19.04222	12/07/2012, 00:00:00	America/Mexico_City	-98.11889	MX	average
54.84444	2013-02-26	Europe/Moscow	38.16694	RU	average
44.85278	2016/03/01	Asia/Qyzylorda	65.50917	KZ	good
-22.9	04/01/2013, 00:00:00	Indian/Antananarivo	44.53333	MG	accep
57.30185	02/21/2016, 00:00:00	Europe/Moscow	39.85331	RU	accep
47.46657	2021-07-31	Asia/Almaty	84.87144	KZ	good
-10.91722	2015/09/22	America/Maceio	-37.65	BR	average
38.55632	28 Nov 2016	Asia/Dushanbe	69.01354	TJ	accep
52.14	2014/03/16	Europe/Amsterdam	5.58472	NL	maintenance
10.13361	2014-06-08	Asia/Manila	124.84472	PH	building
35.74788	01/14/2018, 00:00:00	America/Chicago	-95.36969	US	maintenance
16.0567	16 Jun 2014	Asia/Bangkok	103.65309	TH	average
23.29549	2015/03/01	Asia/Shanghai	113.82465	CN	good
24.05979	10/23/2013, 00:00:00	Asia/Kolkata	77.40858	IN	accep
22.19303	11/17/2021, 00:00:00	Asia/Kolkata	88.18466	IN	accep
19.04222	2016/06/26	America/Mexico_City	-98.11889	MX	average
17.34769	2014/03/20	Asia/Kolkata	78.55757	IN	average
1.6	03/08/2015, 00:00:00	Asia/Kuala_Lumpur	103.81667	MY	excellent
38.13708	2014/07/28	Europe/Istanbul	41.00817	TR	good
38.38479	03 Aug 2020	Europe/Madrid	-0.76773	ES	maintenance
-19.72806	2018-06-16	America/Sao_Paulo	-50.19556	BR	average
35.95664	2019/12/16	Asia/Damascus	36.7138	SY	average
45.47885	03 Jul 2019	Asia/Vladivostok	133.42825	RU	accep
8.62261	2012/10/28	America/Caracas	-70.20749	VE	average
29.65163	04 Mar 2018	America/New_York	-82.32483	US	good
-22.9	2022/06/14	Indian/Antananarivo	44.53333	MG	accep
26.11527	13 Nov 2015	Asia/Kolkata	86.59509	IN	excellent
37.65639	2016-05-24	Asia/Seoul	126.835	KR	good
52.53048	09 Mar 2019	Europe/Berlin	13.29371	DE	building
-23.44361	23 Mar 2019	America/Sao_Paulo	-51.87389	BR	building
23.9028	2014-11-11	Asia/Dhaka	89.11943	BD	accep
-13.7804	04/18/2015, 00:00:00	Africa/Blantyre	34.4587	MW	good
41.54566	2016-10-20	America/New_York	-71.29144	US	good
43.54072	2018/11/09	America/Boise	-116.56346	US	good
48.46458	2014/08/16	Europe/Berlin	9.22796	DE	accep
50.79205	19 Oct 2013	Europe/London	-1.08593	GB	accep
46.23899	29 Apr 2021	America/Halifax	-63.13414	CA	maintenance
33.95015	2016-05-25	America/Los_Angeles	-118.03917	US	building
15.58552	2015-08-13	Asia/Bangkok	102.42587	TH	excellent
33.08014	2019-06-16	America/New_York	-83.2321	US	average
42.7	06/11/2017, 00:00:00	Europe/Sofia	27.25	BG	excellent
48.43174	29 Dec 2012	Europe/Bratislava	17.8031	SK	accep
55.8736	2018/08/08	Asia/Novokuznetsk	85.4265	RU	excellent
7.62789	2012/11/17	Africa/Lagos	4.74161	NG	average
-1.6	2021-05-14	Asia/Jakarta	103.61667	ID	accep
33.08014	2020-12-07	America/New_York	-83.2321	US	excellent
15.73628	2021/07/23	Asia/Kolkata	75.96976	IN	excellent
34.09668	11/15/2017, 00:00:00	America/Los_Angeles	-117.71978	US	maintenance
6.8485	2021-11-07	Africa/Lagos	3.64633	NG	excellent
33.78333	05/13/2013, 00:00:00	Asia/Shanghai	114.51667	CN	maintenance
-54.8	06/19/2016, 00:00:00	America/Argentina/Ushuaia	-68.3	AR	accep
43.91452	05/09/2021, 00:00:00	America/New_York	-69.96533	US	excellent
10.61285	2013/10/06	Africa/Lagos	12.19458	NG	accep
-37.9	14 Aug 2017	Australia/Melbourne	145.18333	AU	maintenance
33.86419	27 Nov 2015	Asia/Tehran	48.26258	IR	average
26.2649	29 Apr 2015	Asia/Kolkata	81.54855	IN	excellent
3.3285	2018/10/17	Asia/Jakarta	99.1625	ID	average
-1.26753	2021-11-22	Asia/Makassar	116.82887	ID	excellent
36.81667	2018-10-08	Asia/Shanghai	117.81667	CN	accep
14.66	2014-03-02	Asia/Manila	120.56528	PH	good
50.23019	2018-04-27	Europe/Berlin	8.77155	DE	maintenance
39.08367	2016/11/20	America/New_York	-84.50855	US	maintenance
45.40008	21 Jul 2019	America/Toronto	-73.58248	CA	building
37.30553	09 Jul 2019	Asia/Shanghai	120.82747	CN	building
8.88988	24 Apr 2019	America/Panama	-79.62603	PA	excellent
36.20829	03/13/2017, 00:00:00	America/Los_Angeles	-115.98391	US	average
39.45621	05/23/2013, 00:00:00	America/New_York	-77.96389	US	accep
44.97639	2016/12/30	Europe/Belgrade	19.61222	RS	average
60.18427	04/29/2014, 00:00:00	Europe/Helsinki	24.95034	FI	good
47.30997	2021/08/31	Europe/Zurich	8.52462	CH	average
8.35122	10/13/2012, 00:00:00	America/Caracas	-62.64102	VE	accep
27.52948	30 Nov 2018	Asia/Karachi	68.75915	PK	maintenance
43.71032	2021-03-17	Europe/Paris	-1.05366	FR	accep
20.22816	02 Dec 2012	America/Mexico_City	-103.5687	MX	maintenance
59.80917	2015-03-17	Europe/Moscow	30.38167	RU	building
48.77275	2017-03-08	Europe/Paris	5.16108	FR	average
54.48147	2017/02/24	Asia/Yekaterinburg	53.47103	RU	accep
23.5654	2016/11/25	Asia/Taipei	119.58627	TW	maintenance
17.06542	2013/12/12	America/Mexico_City	-96.72365	MX	average
26.18924	26 Oct 2013	America/Chicago	-98.15529	US	maintenance
53.5942	2016-11-27	Europe/Minsk	25.8191	BY	good
45.53929	06/04/2019, 00:00:00	America/Los_Angeles	-122.38731	US	excellent
44.98901	2013/12/31	Europe/Moscow	38.94324	RU	average
12.04161	08/30/2018, 00:00:00	Asia/Kolkata	75.35927	IN	average
6.45407	2014/04/22	Africa/Lagos	3.39467	NG	good
27.34089	09 Aug 2016	Asia/Shanghai	117.4831	CN	accep
4.92675	2017/06/16	Africa/Lagos	6.26764	NG	good
48.46458	2021-11-04	Europe/Berlin	9.22796	DE	excellent
38.40917	2015/10/06	Asia/Shanghai	112.73333	CN	maintenance
43.11667	2020/07/08	Europe/Paris	1.6	FR	maintenance
37.35813	09/24/2019, 00:00:00	Europe/Madrid	-6.03731	ES	excellent
40.34912	03/19/2018, 00:00:00	America/Denver	-111.90466	US	accep
37.16911	2019-07-09	Africa/Tunis	10.03478	TN	good
39.96348	04/07/2018, 00:00:00	Europe/Madrid	-4.83076	ES	building
45.0408	2017-08-03	America/Chicago	-93.263	US	maintenance
43.1122	12/01/2018, 00:00:00	Europe/Rome	12.38878	IT	maintenance
53.19146	2021/07/03	Europe/London	-2.52398	GB	building
40.53123	2013/03/29	Europe/Rome	17.58522	IT	good
10.31672	24 Sep 2021	Asia/Manila	123.89071	PH	average
50.75932	2019-08-06	Europe/Kiev	25.34244	UA	maintenance
17.54907	01/06/2013, 00:00:00	Asia/Kolkata	82.85749	IN	average
29.21399	11/18/2018, 00:00:00	Asia/Kolkata	78.95693	IN	accep
12.37169	11/05/2021, 00:00:00	Asia/Manila	123.62494	PH	building
36.76775	21 Aug 2014	Africa/Algiers	2.95924	DZ	accep
11.8659	2020/11/25	Africa/Khartoum	34.3869	SD	average
58.1908	2022-07-26	Europe/Moscow	40.17171	RU	excellent
41.29444	2022/06/17	Asia/Tashkent	69.67639	UZ	good
41.92361	24 Nov 2018	Europe/Skopje	20.91361	MK	excellent
40.65995	2022/04/30	America/Denver	-111.99633	US	building
36.19278	03 Aug 2014	Asia/Shanghai	117.65694	CN	accep
32.57756	23 Jul 2019	Asia/Karachi	71.52847	PK	good
36.92574	2018/10/08	Europe/Rome	14.72443	IT	average
47.83333	14 Jan 2013	Asia/Aqtobe	59.6	KZ	good
8.88988	11/16/2018, 00:00:00	America/Panama	-79.62603	PA	accep
36.20389	12/24/2014, 00:00:00	Asia/Seoul	127.08472	KR	average
29.84576	24 Nov 2013	America/Chicago	-90.10674	US	excellent
9.15093	2016-05-01	America/Panama	-79.62098	PA	building
23.02677	2013-01-29	Asia/Shanghai	113.13148	CN	accep
12.97389	2020-07-09	Asia/Manila	123.99333	PH	accep
53.38333	2018/02/10	Europe/London	-0.76667	GB	good
43.11667	05/15/2020, 00:00:00	Europe/Paris	1.6	FR	accep
36.02506	2013-02-10	America/Chicago	-86.77917	US	excellent
52.48173	03/14/2016, 00:00:00	Europe/London	-2.12139	GB	good
39.09112	02 Mar 2014	America/Chicago	-94.41551	US	excellent
17.54907	2019/03/17	Asia/Kolkata	82.85749	IN	building
-3.20333	29 Nov 2020	America/Santarem	-52.20639	BR	average
42.06166	2014/01/06	Europe/Madrid	-1.60452	ES	building
45.69558	2020/09/06	Europe/Paris	4.7934	FR	accep
43.2907	23 Aug 2015	Europe/Paris	5.4384	FR	average
28.90054	2014/05/11	America/New_York	-81.26367	US	average
-6.48167	2012/12/19	Asia/Jakarta	106.85417	ID	building
42.16808	2014/02/23	America/Chicago	-88.42814	US	accep
40.53123	30 Apr 2022	Europe/Rome	17.58522	IT	excellent
11.86064	2021-06-28	Africa/Lagos	9.0027	NG	accep
32.54044	2014-05-22	America/New_York	-82.90375	US	accep
15.5439	12/17/2021, 00:00:00	Asia/Kolkata	73.7553	IN	average
47.83333	2013/03/22	Asia/Aqtobe	59.6	KZ	excellent
43.41949	10 Jun 2017	Asia/Almaty	77.0202	KZ	maintenance
51.47805	2015/11/08	Europe/Berlin	6.8625	DE	average
53.00974	12/05/2013, 00:00:00	Europe/London	-3.05814	GB	good
38.72706	08/23/2019, 00:00:00	Europe/Lisbon	-9.24671	PT	good
41.77583	2018/04/26	Asia/Tokyo	140.73667	JP	accep
44.43579	27 Oct 2013	Europe/Bucharest	26.01649	RO	building
49.65186	12/17/2017, 00:00:00	Europe/Kiev	26.97253	UA	average
27.85	2016/01/04	Asia/Shanghai	112.9	CN	excellent
42.93369	2022-05-10	America/New_York	-72.27814	US	excellent
49.28669	2016/05/27	Europe/Paris	1.00288	FR	good
38.72706	2016-07-08	Europe/Lisbon	-9.24671	PT	excellent
43.31667	26 Nov 2017	Europe/Madrid	-2.68333	ES	maintenance
-4.83	11 Jul 2019	Africa/Dar_es_Salaam	29.65806	TZ	accep
52.4581	18 Nov 2014	Europe/Berlin	13.28702	DE	maintenance
45.79377	07/15/2020, 00:00:00	Europe/Rome	8.88104	IT	excellent
23.9028	2020/05/05	Asia/Dhaka	89.11943	BD	building
20.88953	2021-01-17	Pacific/Honolulu	-156.47432	US	maitennce
12.37169	2017-05-03	Asia/Manila	123.62494	PH	average
-10.91722	2020/05/02	America/Maceio	-37.65	BR	excellent
32.17629	28 Dec 2019	Asia/Karachi	75.06583	PK	accep
40.5576	25 Jun 2018	America/New_York	-74.28459	US	average
51.12794	2019-08-01	Europe/Brussels	4.21372	BE	good
6.03333	01 Jul 2017	Africa/Addis_Ababa	37.55	ET	accep
47.90771	09/01/2016, 00:00:00	Asia/Ulaanbaatar	106.88324	MN	accep
21.59983	2015/02/27	Asia/Kolkata	71.21169	IN	good
34.95303	2013/10/03	America/Los_Angeles	-120.43572	US	building
25.66795	2022-09-03	Asia/Kolkata	85.83636	IN	average
41.80753	30 Jul 2020	America/Chicago	-87.65644	US	building
25.95533	07 Jan 2018	Asia/Karachi	68.88871	PK	maintenance
35.61452	2018/05/01	America/Chicago	-88.81395	US	building
40.87329	05/08/2019, 00:00:00	Europe/Rome	14.43865	IT	excellent
32.05971	10 Sep 2019	Asia/Jerusalem	34.8732	IL	excellent
40.65538	10/28/2015, 00:00:00	America/New_York	-74.38987	US	excellent
44.73941	01/09/2015, 00:00:00	America/Chicago	-93.12577	US	building
29.65163	2022-05-01	America/New_York	-82.32483	US	good
11.15583	29 Oct 2015	Africa/Djibouti	42.7125	DJ	average
53.83333	06/06/2015, 00:00:00	Europe/London	-2.98333	GB	accep
43.67681	12 Dec 2018	Europe/Paris	4.63031	FR	building
50.75	03/10/2014, 00:00:00	Europe/Paris	2.25	FR	maintenance
10.22677	04/09/2013, 00:00:00	America/Caracas	-67.33122	VE	building
55.1904	16 Oct 2013	Europe/Minsk	30.2049	BY	good
33.45122	14 Feb 2020	America/Chicago	-86.99666	US	accep
13.70167	2017-09-24	America/El_Salvador	-89.10944	SV	excellent
16.06213	16 May 2022	Asia/Kolkata	76.0586	IN	good
59.33333	04/13/2015, 00:00:00	Europe/Stockholm	18.28333	SE	good
15.45144	08/02/2016, 00:00:00	Asia/Kolkata	78.14797	IN	building
42.819	11 Mar 2018	Europe/Moscow	47.1192	RU	average
43.86682	2016/01/09	America/Toronto	-79.2663	CA	average
38.07789	02/04/2018, 00:00:00	Europe/Rome	13.44275	IT	average
