Pb	CO	TEMP	NH3	PM10	CFCs	SO2	PAHs	PRES	NOx	H2CO	C2H3NO5	longitude	O3	CH4	warning	latitude	PM2.5
59.13468	6.87044	22.13784	10.87101	8.73503	55.36037	7.24233	4.45126	1072.24998	12.13679	36.69509	7.72452	-1.98956	9.09807	9.37872	0.00000	5.30383	5.60110
42.99410	7.46047	33.98803	6.71597	7.36100	61.70121	5.93955	7.66462	1116.81176	8.34550	32.29888	2.73332	128.9889	8.31369	6.99042	1.00000	37.1759	7.41906
37.36102	7.66826	23.11204	8.61930	8.06164	44.28745	2.74689	6.92465	1194.02254	9.23393	70.34920	3.86507	-0.91979	7.08082	5.59717	1.00000	51.42708	7.13574
48.48788	8.83281	26.19586	6.91634	7.88597	52.19041	8.24392	6.36093	1148.50880	8.22525	49.12125	3.43242	-42.29444	7.58069	8.54801	1.00000	-4.24444	6.13681
26.30430	6.48721	19.76714	10.81522	7.59634	58.42402	5.32060	8.26245	1094.54171	9.25163	58.81249	3.21335	9.00472	6.30179	7.30298	1.00000	4.2475	5.48584
70.72898	9.52739	25.07670	3.87145	7.38314	33.98674	7.33269	9.84770	1126.83661	8.84404	51.07527	3.04199	98.50893	8.02599	7.24201	1.00000	16.68911	11.60929
44.35506	7.54818	6.81484	9.71261	8.83583	72.91576	7.10088	4.17321	1082.28895	11.44249	49.44285	8.28284	-122.39168	6.61780	8.66595	0.00000	40.58654	6.18226
54.01774	5.59869	0.41083	10.52025	6.85924	67.20146	5.12022	8.84549	1070.43404	8.82043	46.17676	2.03175	-122.38731	9.36003	6.27314	1.00000	45.53929	4.99107
41.55149	9.40960	15.48252	4.02887	7.46965	65.05758	6.04467	7.71659	1122.45812	8.97164	27.18869	2.76950	137.5	6.33734	7.36511	1.00000	34.9	8.24069
43.56830	6.45396	13.60568	9.28204	8.32511	54.49523	4.25763	9.53381	1117.46620	8.81179	61.39626	5.29942	11.5	5.80980	6.60765	1.00000	3.51667	5.38767
43.00517	5.72963	25.59438	8.62652	7.70262	72.55446	5.26285	9.19137	1124.73837	10.11796	25.50611	3.23376	-0.2	8.00727	9.64810	1.00000	51.65	7.17011
31.00335	6.28298	17.87396	8.83811	7.83131	75.93142	6.30585	11.86232	1092.21095	7.59219	43.40725	4.01416	79.41727	7.29308	7.33351	1.00000	12.25282	3.45052
26.56212	4.15939	28.06216	8.56337	8.26291	31.29850	5.27738	11.60920	1058.50640	8.67206	21.37188	4.59271	-89.66123	7.53080	6.83479	1.00000	21.28306	4.33912
41.68893	5.35372	19.98306	5.28813	7.44134	47.24825	5.48999	5.65453	1091.52540	7.22003	58.64124	2.45400	70.96699	8.28895	7.74420	1.00000	30.46907	8.04651
50.21881	5.54874	6.71390	7.58154	8.63593	40.19496	5.28056	5.41823	1125.62370	7.82751	42.75528	7.06740	-122.40433	6.37234	7.02429	1.00000	37.71715	7.42102
42.45489	10.77200	17.88785	9.83972	8.41257	47.48652	4.26602	4.00518	1121.35936	10.32079	33.47971	5.09006	3.47717	8.35225	7.35303	0.00000	36.76639	5.51996
66.90275	3.14139	14.42625	10.88675	8.60633	35.41707	7.65430	9.23796	1119.58275	7.95451	57.43266	6.65055	11.5	8.11015	8.03781	1.00000	3.51667	3.96630
51.90655	4.43886	9.14962	9.72213	8.74508	42.81268	4.87822	8.67951	1178.30266	6.96069	47.40799	6.72225	140.72287	6.43793	6.60176	1.00000	53.14657	3.91221
43.65910	8.90653	23.01154	4.82884	6.04089	55.37728	5.91788	7.49419	1141.54825	7.98431	64.13837	1.67279	-2.16	6.31981	8.39620	0.00000	34.31	9.17838
38.71042	5.33030	11.74623	10.53287	5.44433	43.45078	6.80617	10.52432	1155.81366	8.20717	18.17397	1.26996	107.60627	7.15819	7.35601	1.00000	51.82721	3.91972
55.14328	10.88699	15.58476	7.42820	7.21352	48.89109	5.48787	4.49954	1070.55746	8.90200	34.91432	2.11877	-81.77285	7.60952	6.66363	0.00000	28.54944	6.46162
53.88446	8.21931	27.45700	6.10822	7.13228	40.79906	7.79647	8.10254	1081.83619	9.71323	32.82513	1.84640	-73.89125	7.25398	8.34327	1.00000	40.67705	6.93408
47.96393	5.47119	1.93474	7.74116	7.14502	35.05288	4.24526	8.24796	1193.10687	6.72726	9.57199	2.21913	-93.71133	7.01412	8.09192	1.00000	41.57721	5.14017
40.21976	9.84533	17.88866	5.94733	7.20770	47.91755	6.34213	8.43637	1057.23369	10.53595	45.57290	2.75310	86.68363	7.43992	7.31049	0.00000	23.49668	8.19318
47.42384	7.83779	11.77614	8.56091	6.94365	35.88606	5.62186	7.46332	1181.46689	7.29857	43.53296	2.95371	75.06583	8.42354	7.71416	0.00000	32.17629	5.49324
33.00656	5.53108	21.86611	9.64617	6.58902	65.81573	6.54708	9.25518	1099.62043	10.70238	54.46162	1.83167	20.89389	6.44714	6.58970	1.00000	42.62833	6.75332
23.11620	9.25229	6.27683	5.14650	6.02082	37.81756	6.12660	8.17198	1192.59497	9.12311	46.51184	1.72785	109.3243	7.36050	5.90322	0.00000	-7.0981	9.02875
74.72433	8.16073	24.85308	7.14838	7.79526	54.58941	6.62220	7.36916	1054.92050	10.06295	31.38640	3.55167	124.84472	5.86910	6.09891	0.00000	10.13361	8.81106
42.34068	5.34702	5.66532	10.04311	7.08807	67.33253	6.96747	10.81461	1164.78271	8.53501	54.29818	2.59322	76.12647	7.77681	7.43459	1.00000	32.55531	4.68399
65.73250	7.61099	5.88853	11.65545	7.40970	33.03797	2.59197	5.89510	1132.76603	8.05126	48.03051	2.74691	-82.35176	7.86162	7.24176	1.00000	27.71809	5.43230
26.39545	7.94345	14.10041	4.45593	7.74292	42.56542	4.82834	10.87146	1113.05334	4.24656	54.68345	3.60943	74.3092	8.33769	6.92469	0.00000	33.37526	11.30478
51.94412	9.07618	46.00221	3.58565	7.31097	48.46187	6.88145	8.88651	1186.63975	9.94420	52.32977	3.78153	-87.88754	6.81798	7.43637	1.00000	41.15376	11.67170
41.12590	8.43651	18.20289	6.71825	5.03554	79.12783	5.73870	9.46374	1063.68533	8.60064	56.82001	1.21208	-75.23266	7.52299	8.66595	0.00000	43.1009	8.55827
53.21399	4.77799	10.84928	7.27177	8.05412	55.29268	8.28298	8.66951	1141.17807	7.99102	32.85901	4.52913	129.96972	8.02197	7.08068	1.00000	33.4425	6.65903
36.29193	7.98530	3.90716	4.56640	7.73613	37.09733	6.14834	7.03841	1176.39333	11.09711	64.29797	3.10298	-73.89125	8.67740	5.34824	1.00000	40.67705	9.79667
46.47287	9.17034	5.23067	5.68680	7.53630	63.59653	9.00763	8.92993	1068.76487	9.08211	50.60586	3.84057	-122.2608	8.01104	6.58090	1.00000	38.17492	9.59002
49.89310	4.75660	22.34761	4.95826	6.09733	53.39323	5.42627	6.20513	1164.34732	6.89544	23.99741	1.73111	-77.55777	5.87381	8.17226	1.00000	37.52487	7.57327
29.63006	7.30479	12.43161	9.23825	9.66013	48.61165	9.63616	5.99209	1145.69367	7.10863	44.91208	16.25164	5.37429	7.01160	6.62042	1.00000	51.03427	6.56683
63.84959	10.34853	3.26995	8.31580	7.03639	46.57593	5.12319	5.68124	1167.00138	6.33893	52.01295	2.86490	103.81667	6.43435	6.34024	0.00000	1.6	5.63463
50.81708	6.92980	35.44160	7.17575	6.18129	40.44642	7.31964	6.81433	1090.34775	8.22763	33.60493	1.89889	-0.33525	7.19472	7.33139	1.00000	53.7446	8.77188
51.72679	7.60479	17.98788	11.89476	8.13777	38.24208	3.16364	5.72347	1065.02399	9.32245	41.30151	5.08840	140.72287	9.32927	7.15189	1.00000	53.14657	6.21965
64.27734	7.06428	23.45991	8.65196		48.61317	4.92943	5.59863	1107.70272	7.22693	63.45905	4.46798	-73.75335	8.46611	6.65207	1.00000	45.4473	6.68100
44.29917	8.02021	18.12712	7.56427	8.27539	65.67587	10.14916	8.31021	1060.03047	7.91839	35.35002	5.06513	-86.57415	7.07784	8.04178	1.00000	15.48131	6.60686
54.52947	8.27077	31.64153	7.85688	8.56426	48.27250	7.05865	6.69906	1085.50951	11.10678	48.07886	6.28590	-122.38731	6.47034	7.16069	0.00000	45.53929	6.33106
46.39121	8.97844	26.74056	4.02814	7.68514	47.53561	6.17716	8.46959	1147.83493	5.95602	25.57129	3.79410	153.10236	6.30211	8.86863	0.00000	-27.50578	10.75086
36.91724	9.53782	30.70917	12.15524	8.12334	43.91976	3.70261	6.12318	1145.30719	8.67880	61.13507	4.48491	16.50104	8.60426	7.35564	0.00000	41.24264	4.87460
47.10456	4.98918	23.10740	7.08381	9.06281	47.69972	4.91753	7.85020	1092.01903	7.56111	15.75748	9.61729	-73.26022	8.91432	7.50024	1.00000	6.46838	6.42422
55.08920	9.28745	4.07929	10.43827	6.76798	37.62059	7.15518	6.55289	1112.61924	8.78987		1.43234	4.63031	7.14239	7.12860	0.00000	43.67681	7.57932
46.09994	8.38390	20.80243	7.39936	6.24082	72.17968	10.28701	8.20036	1075.77474	9.90712	74.86818	1.58672	9.00472	6.29006	7.72807	1.00000	4.2475	7.88577
39.41266	10.13530	22.64846	7.99713	5.22582	28.24824	6.93093	5.52608	1125.88158	8.65873	18.04547	2.03420	92.48278	9.55840	7.51402	0.00000	58.23583	6.95073
49.58593	6.50759	19.22511	9.61689	8.83183	61.60335	5.07419	9.79515	1082.51933	9.57980	22.62255	8.27272	-74.73584	6.37833	7.40506	1.00000	5.20856	5.57440
57.77253	8.38946	7.76869	7.45863	7.68533	48.07045	6.20410	5.83141	1075.57176	7.67240	18.64669	3.91285	-73.89125	9.19036	7.40128	0.00000	40.67705	5.87439
27.34224	5.57738	33.55252	8.11609	8.17052	40.16202	7.69453	11.26010	1186.74887	8.27252	46.30372	4.55384	17.4674	8.52663	7.25425	1.00000	50.86079	4.77245
14.48323	8.35545	14.45959	8.91326	5.59846	56.71655	5.18228	4.76464	1199.52063	10.56373	50.19682	1.68706	35.7	6.58465	6.57348	0.00000	-7.76667	5.11732
41.38553	7.21633	30.99150	6.83870	7.60410	50.56248	7.04819	7.33044	1122.91959	7.05208	41.17769	2.73104	18.30056	6.75186	6.43268	0.00000	50.5107	6.20424
57.55150	7.43926	24.06356	6.16843	6.98930	66.34681	7.27535	7.08182	1139.12021	8.81807	67.32018	1.68685	44.53333	8.23825	8.07247	1.00000	-22.9	10.29959
26.84142	9.62213	24.65166	8.31360	9.05955	48.93368	3.89002	5.67758	1109.57186	6.25575	38.65623	10.18791	-73.47429	9.53733	9.20686	0.00000	40.68066	4.42653
45.33194	6.15564	7.95042	8.32960	8.59287	55.54065	6.30507	8.37950	1196.90980	8.82150	48.17737	5.41833	45.36561	5.59987	6.10836	1.00000	41.09246	6.43866
41.87787	8.20559	14.42826	7.58458	7.66247	43.22587	7.07021	10.23734	1069.03605	8.72328	24.19255	2.30656	144.23058	8.01679	8.40401	1.00000	-5.85746	8.84569
53.09330	9.50191	18.14307	3.95240	6.39763	42.09037	7.10768	8.38337	1127.34864	9.32448	63.07192	1.96761	122.20488	8.68697	6.65074	1.00000	29.98869	10.55354
34.11562	7.57208	18.42761	8.59496	6.73308	48.38325	5.08714	8.24020	1147.04423	6.59235	37.55580	2.01065	123.62494	7.10352	6.77889	0.00000	12.37169	5.27834
56.78778	7.40985	10.10186	8.80626	8.00053	49.51075	4.97646	11.60822	1149.37060	11.33715	39.68960	3.66806	-1.08593	8.27551	8.05913	0.00000	50.79205	4.14452
46.35141	6.28717	20.47742	5.97599	8.35490	46.46115	5.15153	7.87306	1053.60319	7.53352	56.49374	5.79171	18.69303	5.55515	6.79262	1.00000	12.18441	6.75957
47.98311	9.29543	21.20713	7.09274	6.32048	70.81805	9.05186	8.43965	1172.96022	6.45965	30.54769	2.40144	-116.21677	7.91959	7.98276	1.00000	33.7207	8.00485
45.06849	8.95878	25.58073	7.86108	7.84928	67.20621	10.31825	7.63117	1134.25636	8.72582	29.10182	3.15014	-119.01677	8.04946	7.37339	1.00000	36.06523	5.35878
39.84184	6.94103	1.69926		6.56307	49.67495	8.81702	9.53214	1078.38081	10.35496	52.94075	1.30925	-78.04471	6.50446	8.29539	1.00000	34.25628	9.16990
39.17309	6.25756	-4.82748	10.99806	8.67750	51.46484	8.40245	7.18920	1145.24549	10.07113	36.60627	7.21724	36.36339	4.77242	7.35861	1.00000	0.03813	6.74330
63.03533	11.53326	14.87292	7.53763	5.80427	58.97291	4.24539	4.78886	1153.29950	7.59476	42.35461	1.73574	27.46153	5.75230	7.28152	0.00000	-21.44236	5.46876
49.44868	6.09878	18.60389	10.11537	5.16046	56.05770	8.62515	10.39350	1053.32790	8.97657	33.63243	2.56229	120.89694	8.37805	10.69096	1.00000	14.95472	4.93503
53.68445	9.03926	-4.65144	8.79324	7.80481	45.70468	7.59130	5.30144	1119.92080	10.73517	55.32057	3.86776	78.55757	9.46241	8.47836	0.00000	17.34769	7.66924
21.86891	6.34483	17.78143	9.34716	7.76665	48.18073	6.78651	8.22429	1056.54537	8.21065	50.41215	2.78315	34.33825	9.04213	7.60445	1.00000	53.59782	5.64907
73.45145	7.53785	15.84323	6.82541	8.36534	42.07675	7.38445	7.09996	1052.96475	7.48513	38.39432	6.46012	98.19151	7.22533	7.29591	1.00000	14.0823	8.27872
48.74282	6.95008	9.57975	7.80931	7.44516	70.38478	3.95267	7.46451	1187.03080	9.18994	34.39051	2.43909	-2.98884	6.16816	6.00959	1.00000	43.32686	7.26749
49.89906	7.14600	-0.84573	7.24996	7.20895	53.77482	4.92534	10.21111	1148.05390	6.94411	26.54304	3.64916	17.10558	7.58908	7.93143	0.00000	61.72744	7.20762
49.47094	5.84503	2.16077	7.20396	6.58894	53.96577	7.64787	7.06084	1166.68953	8.12635	43.89165	2.69549	5.37429	7.98792	9.25350	1.00000	51.03427	6.95215
64.23921	8.57391	18.52021	5.32534	8.12475	45.11188	6.02447	7.19539	1172.46809	8.21842	38.35459	3.94987	-103.5687	6.88867	7.96037	0.00000	20.22816	9.86920
49.64189	8.69438	24.86421	9.60554	6.47185	51.10529	10.50675	7.41547	1176.16201	4.42018	28.60375	0.69925	137.5	6.02150	7.13941	1.00000	34.9	7.38898
41.76264	6.08510	9.46755	6.38517	6.40218	45.74107	6.54623	6.78918	1175.82114	7.02979	27.68984	1.32154	9.00472	6.19058	6.98898	1.00000	4.2475	6.79810
47.42627	8.45585	22.85088	6.43081	5.97730	69.99858	8.29145	8.47530	1058.11074	6.47813	46.28521	2.06936	37.3825	7.25432	8.03227	1.00000	37.05944	8.99166
51.90849	6.69844	26.06191	7.08532	7.83312	37.24226	9.86479	10.21840	1058.40217	9.65998	52.76758	4.40414	38.12408	5.61699	7.27830	1.00000	53.77166	11.56356
41.58833	8.74032	22.27234	6.91993	7.19281	51.93619	5.52789	9.86694	1073.45247	9.19532	21.82054	2.23726	-122.39168	6.64424	9.19654	0.00000	40.58654	6.06440
55.52249	10.13204	2.75977	4.67095	6.88678	59.53270	8.50129	9.14981	1069.89204	7.31913	13.66240	2.10712	-72.86843	7.25103	8.24634	1.00000	41.27621	12.01182
59.06225	6.21738	6.40835	7.75913	5.81810	25.22495	5.20056	8.32792	1140.57933	8.87926	43.23134	1.52038	-4.83076	7.04427	7.28911	1.00000	39.96348	6.77096
40.20179	7.59333	14.95248	8.89516	5.06794	55.20923	8.44016	6.28095	1166.99912	9.76984	37.82597	0.84536	99.96667	5.69899	7.66418	1.00000	8.43333	8.26137
34.90066	5.57071	-5.51714	7.27701	6.79170	59.44474	4.05068	4.85632	1176.20742	6.06976	31.76548	2.25419	3.50309	7.68259	8.15577	1.00000	34.15429	6.53469
61.52099	6.40648	4.80588	4.82150	6.43626	47.84239	7.62999	9.47991	1158.72854	11.95538	29.38956	1.85724	29.91582	6.29147	7.61952	1.00000	31.20176	11.88593
49.63449	6.32564	13.84055	7.99966	7.60437	47.37664	6.50179	5.14519	1122.42581	7.55321	47.13901	3.43632	-117.79394	5.18462	7.75865	1.00000	33.76446	7.25031
60.56701	8.90265	18.81142	7.97857	8.19636	27.03898	5.05835	9.64869	1135.60446	10.70428	60.34148	5.66168	42.7125	6.95350	7.20557	0.00000	11.15583	5.06993
34.19697	6.72152	-12.75442	11.02506	8.20534	30.06026	6.19379	9.01084	1156.47157	9.13117	59.01562	4.65527	16.50104	6.49030	8.25746	1.00000	41.24264	5.38517
38.36438	8.27700	16.73501	8.64239	8.30599	35.69781	6.97056	10.20033	1126.72842	10.67174	53.27198	4.76631	46.58333	6.69667	6.44959	0.00000	-21.15	5.95984
36.41457	11.02364	-0.95256	9.29267	7.09347	45.56136	6.66158	6.30408	1161.48363	7.22233	53.61936	3.06227	72.54064	5.96554	7.43557	0.00000	31.82539	7.68837
31.95323	8.36720	-8.90859	5.45303	7.56935	43.06316	7.11787	7.90413	1107.85867	8.84129	29.33735	3.22381	10.18003	8.59731	7.18816	1.00000	24.96334	9.67250
50.13943	9.10167	7.29878	7.11574	8.03178	68.34333	10.56265	9.34954	1086.26929	7.05673	45.94031	4.66508	102.56365	8.30684	6.22517	1.00000	13.65805	7.60369
53.21583	6.88823	-3.51305	8.12446	6.98263	42.94153	9.76526	8.74683	1146.17583	8.89978	43.26524	3.49834	-79.59415	7.71601	7.91968	1.00000	-2.13404	8.61212
40.44370	5.11883	17.36515	8.22371	7.71456	57.28560	7.46057	8.71854	1072.11493	8.78436	61.23247	3.46107	105.89333	7.64496	6.70915	1.00000	34.56861	6.51525
62.18655	7.95659	16.15770	10.81349	6.10770	49.94915	7.67318	7.34889	1176.78725	10.86068	40.15675	2.24031	-75.64963	6.15677	7.34867	1.00000	40.24537	7.34733
68.77440	8.50224	2.04187	7.53439	7.50776	67.50938	10.89005	9.48610	1196.09326	8.15248	38.75268	1.96868	74.3092	9.17933	8.67989	1.00000	33.37526	8.01094
34.71967	8.20460	0.68307	7.99482	9.70519	61.43998	10.24360	8.42741	1083.35735		48.09606	16.91961	29.00974	6.56257	9.10598	1.00000	-24.19436	6.95979
37.07810	3.95960	41.40908	7.01102	7.95452	67.27151	8.20585	9.86298	1054.73662	6.38449	40.15238	3.73307	-87.65644	7.07273	7.44514	1.00000	41.80753	4.75807
35.98051	4.88186	10.33933	3.26215	6.78539	37.08451	7.87159	8.22967	1199.10247	6.21832	40.66822	1.76755	-82.35176	6.16852	8.15214	1.00000	27.71809	7.12417
46.36858	7.66778	16.38394	9.61375	7.15216	46.12445	3.80070	6.89122	1120.90896	7.99596	40.90467	2.46074	34.37389	6.58372	6.12168	0.00000	40.1675	4.57119
45.69695	8.60538	22.76792	6.80443	7.56455	53.30533	5.70753	7.91354	1127.11484	11.56131	50.24168	3.17532	-8.2503	8.56629	6.47418	0.00000	37.08819	6.41264
24.50296	5.49030	5.77819	11.33514	7.60120	55.01911	6.99544	9.83125	1119.83866	9.17672	47.02782	2.71872	-81.79819	7.49112	6.30294	1.00000	41.48199	4.65480
45.88994	9.31487	8.50343	7.85887	6.74573	41.08095	8.47075	4.73901	1196.23927	10.19005	53.89125	1.36362	33.34864	7.58669	6.16824	0.00000	46.75451	8.05689
54.94808	6.77489	2.61479	10.44803	8.91133	76.43751	5.98030	11.22255	1151.37510	10.26627	64.73806	8.16160	-103.5687	6.60733	6.58568	1.00000	20.22816	4.75499
50.01644	8.37792	11.42887	7.53384	6.92297	67.99555	5.03256	9.59759	1133.59729	10.59613	45.54450	2.92715	-91.11667	8.00856	7.61810	0.00000	14.93333	4.97425
49.48897	5.34564	7.10026	8.47458	7.72604	67.50869	7.26847	11.20482	1081.67604	9.19082	55.03418	3.11804	-77.37331	6.95732	8.17337	1.00000	37.60876	5.17904
47.08794	8.99982	24.09564	6.01778	8.79657	51.31051	9.17088	9.78223	1076.15617	8.23214	54.28726	7.54301	33.9162	8.00817	6.85520	1.00000	51.67822	9.12977
52.53070	6.11904	17.38046	9.16830	7.99585	62.46948	3.73618	5.71755	1164.59787	10.67651	20.27968	4.25909	-62.64102		6.53803	0.00000	8.35122	3.83834
61.51802	6.73735	7.32465	10.17214	7.51302	62.79850	6.84129	9.01495	1152.78124	10.33733	20.83219	3.44505	29.00974	7.48279	8.28987	1.00000	-24.19436	6.26435
64.78835	6.10065	16.39325	11.38738	8.64082	35.43620	5.49146	11.99089	1175.93929	9.74924	38.18287	7.03577	-73.58248	7.47587	6.81442	1.00000	45.40008	3.87913
64.16544	6.74096	16.79547	9.47013	5.85798	69.32455	4.68050	6.79729	1121.61402	9.07412	40.98788	1.12709	-67.33122	6.33184	5.30029	0.00000	10.22677	4.56751
52.42788	5.95260	23.91728	9.05161	7.81452	62.28070	9.80312	7.81887	1126.16420	9.38446	28.87628	3.88304	-74.95472	7.59522	5.91576	1.00000	10.98778	7.87354
43.78582	6.77396	18.10805	7.51579	5.90513	52.96969	7.28381	9.22192	1199.83260	8.96066	44.31877	1.78042	37.00438	5.60028	8.46190	1.00000	-7.60361	6.94191
24.49916	8.43349	18.85477	4.88445	7.91424	59.86082	4.16255	6.05435	1064.34560	8.76374	76.58454	4.09724	112.73333	7.52023	7.78297	0.00000	38.40917	6.52134
45.10879	7.84530	-4.33872	6.90397	7.41549	58.27557	6.13003	9.58443	1065.30556	7.91990	51.65017	3.61489	29.65806	6.07834	6.10079	0.00000	-4.83	8.77255
29.37412	8.32759	31.37800	6.75765	7.31086	41.31106	5.68863	9.47700	1065.01606	8.55884	42.27889	2.89459	133.42825	8.35747	7.46935	0.00000	45.47885	7.74338
46.69790	10.22904	9.58577	6.01412	4.93225	53.29374	8.90931	9.11414	1053.22510	6.71161		1.29674	85.83334	7.22650	6.92170	1.00000	20.88197	8.80411
40.34854	8.78213	20.80481	7.09305	8.12672	67.13013	9.45923	8.36419	1091.39930	7.40656	33.82924	4.71425	7.02238	7.34966	6.87585	1.00000	52.21099	9.13699
69.17166	8.83111	10.01013	6.60619	7.01171	69.58264	10.29811	10.54277	1076.33980	8.89602	55.01016	2.63760	1.26738	8.53012	8.12281	1.00000	51.84819	9.91505
25.92490	8.19374	12.25330	5.47166	7.82789	55.90154	6.23305	7.56632	1121.81034	7.47387	59.21071	4.13267	36.7138	8.31608	6.21948	0.00000	35.95664	9.76301
34.29056	8.13050	-7.18146	5.58294	7.89861	62.78866	6.51430	8.49617	1069.38225	8.00535	25.56134	4.93233	-7.32097	8.04139	8.54614	0.00000	41.1053	10.58013
63.68546	8.48800	25.33132	7.46277	8.22506	53.47234	6.52806	9.64256	1097.38848	10.09174	46.04166	4.44775	-34.88111	7.28650	8.86606	0.00000	-8.05389	7.63223
42.16442	4.34282	14.98956	6.41632	6.42341	42.62328	6.20114	8.98281	1100.52858	6.77562	29.09195	2.83568	33.2525	8.85665	8.94483	1.00000	57.97472	5.38080
34.38447	5.09833	20.22712	8.57766	6.29117	73.41953	7.49082	10.76025	1084.61905	9.05404	53.82948	1.28038	13.63617	7.53549	7.43587	1.00000	50.50301	5.34982
49.39691	6.66276	20.48305	7.73037	5.64478	55.97087	6.10823	9.82236	1161.94999	7.30547	49.12331	1.72929	-3.53261	9.50210	7.04384	0.00000	40.42386	
30.28369	8.81027	24.78004	4.92841	8.74714	47.70252	5.72812	8.04141	1132.21154	7.35597	50.54529	7.92208	-73.26022	5.52318	8.34438	0.00000	6.46838	10.62659
58.80831	7.91629	10.43761	5.24262	8.33354	39.40040	7.28625	8.19250	1105.96418	9.00046	49.99124	5.59759	24.95034	8.34502	6.82683	1.00000	60.18427	10.52192
57.63652	9.01715	10.26343	7.90042	6.99525	42.06790	5.53315	5.10002	1112.17625	10.44647	65.46129	2.03152	-88.81395	6.13221	7.76298	0.00000	35.61452	6.23546
40.81953	8.65240	-5.85301	4.64168	6.58956	63.29541	7.96387	9.69509	1136.92313	10.29807	40.91859	2.60583	106.92667	4.89077	6.87807	1.00000	-6.91806	9.45107
48.84311	7.76172	23.71234	7.70944	7.75116	43.27324	9.11592	7.95263	1192.88671	8.20958	41.48504	3.31621	44.02488	8.26886	8.26902	1.00000	32.61603	7.70433
50.13657	6.64152	19.66741	10.87947	5.24953	51.40987	3.03932	7.68135	1126.90704	7.50164	60.73322	1.36359	-45.94722	7.34093	6.30378	0.00000	-21.42917	3.29604
44.30487	4.60250	-5.92180	12.45231	5.96741	71.50213	8.45518	7.85091	1149.14785	9.20440	22.00619	1.10526	33.34864	9.00697	5.50776	1.00000	46.75451	5.18005
57.35822	7.94689	-1.00442	5.95095	6.53233	52.09908	7.33095	7.47859	1193.50234	7.44545	49.20687	1.61609	-4.1	5.86813	9.68975	1.00000	48	9.32446
36.54601	11.80019	15.69487	9.29475	7.15930	61.59687	2.61755	3.83128	1192.78864	9.80023	34.56599	2.98728	102.42587	7.98205	7.31940	0.00000	15.58552	5.03732
52.96861	8.26603	3.96934	6.40661	7.76195	67.17467	8.64421	7.80934	1104.70553	8.94137	43.51928	4.06446	-1.98956	8.21387	7.10777	1.00000	5.30383	7.88878
54.06738	7.07923	6.25951	5.65317	8.85184	59.86097	8.36892	8.72873	1178.81287	11.25711	27.03881	7.61284	24.95034	7.35449	6.41595	1.00000	60.18427	11.73488
54.64446	6.07267	-0.60917	7.68062	6.97947	45.83782	5.34148	7.13045	1190.01587	7.96104	55.21324	2.36740	104.1451	8.61550	6.89890	1.00000	15.79408	6.67962
59.10980	6.94895	30.37453	7.76268	6.18220	46.74173	7.13392	6.28216	1161.02870	7.89655	37.99360	1.81555	76.11996	6.65382	8.59104	1.00000	11.12018	8.14156
50.92886	9.41143	19.77812	6.64889	8.41034	41.20836	6.91116	9.34959	1091.27985	9.88843	58.81566	5.56684	-115.98391		5.94440	0.00000	36.20829	7.04159
50.39846	7.47183	13.96934	9.37015	7.15497	43.65034	4.06823	10.18541	1054.18224	9.58968	53.61103	2.16774	123.62494	6.08429	7.26641	1.00000	12.37169	5.59709
52.43082	7.85277	15.60131	6.95227	7.70730	46.99934	8.12605	8.23560	1072.16397	8.93394	32.12711	2.67325	-80.66756	6.11173	7.13948	1.00000	26.68451	7.84446
55.41166	8.18661	30.22722	8.01043	8.95406	65.77728	7.62635	11.09741	1163.11484	10.08044	39.33831	8.58851	37.99117	7.89714	7.24294	0.00000	44.92934	7.71244
40.24398	9.29704	1.98829	7.72310	7.18491	69.28482	9.46601	7.51974	1173.54025	7.37182	39.60792	2.72390	77.70636	8.01137	6.91894	1.00000	28.98002	6.01664
28.41018	5.53432	6.87131	8.67845	7.48766	66.48158	5.96274	9.21124	1078.45928	8.55450	23.28724	2.55872	47.31667	6.82945	8.68143	1.00000	-19.65	5.75703
36.79236	3.10943	15.83853	8.37720	8.61059	28.68096	5.29350	8.29171	1060.97742	7.20625	48.06364	6.34839	78.40102	7.36852	6.88280	1.00000	27.9247	4.96086
35.31320	8.75847	4.74883	3.87050	6.79863	63.41395	5.84781	11.96807	1156.24055	4.83517	40.28196	1.98689	-119.48568	8.93508	7.59781	0.00000	49.88307	9.73556
57.84072	9.20606	0.21930	8.51616	7.95565	36.83067	4.02979	6.58619	1087.47603	6.54212	70.59672	3.67757	137.5	7.03182	7.62764	0.00000	34.9	5.05883
37.06240	10.07120	6.13274	9.18216	7.56374	54.89902	6.42932	5.46950	1100.10201	9.15111	25.67484	3.29240	4.85668	6.48279	6.98189	0.00000	36.27462	6.91595
37.00264	10.91417	30.24162	4.16178	6.96301	63.99961	9.99619	11.36807	1126.93522	8.82034	48.91566	2.27888	113.69785	7.77399	8.60752	1.00000	-7.73379	9.42088
26.87560	8.68168	-6.09337	6.47176	7.84501	66.69383	6.25178	5.29620	1151.55115	11.17567	47.73616	3.41889	-48.29694	7.27728	5.33001	0.00000	-20.87306	8.90046
65.65147	7.46617	21.56333	8.88749	8.06517	58.41121	6.31742	6.04163	1094.81888	9.84810	34.28394	5.02060	43.2379	6.56193	8.80777	0.00000	50.06	6.01658
