latitude	revision	longitude	location	code	QoS
39.71734	09/25/2014, 00:00:00	-74.96933	America/New_York	US	good
54.60528	04/18/2022, 00:00:00	18.34717	Europe/Warsaw	PL	excellent
43.71032	20 Oct 2018	-1.05366	Europe/Paris	FR	accep
14.8361	2018-04-24	120.97844	Asia/Manila	PH	excellent
17.06542	2022-08-30	-96.72365	America/Mexico_City	MX	good
43.16547	2022-07-17	-77.70066	America/New_York	US	good
50.86079	18 Sep 2013	17.4674	Europe/Warsaw	PL	accep
52.61131	2022/05/04	13.31783	Europe/Berlin	DE	accep
60.18427	2016/05/13	24.95034	Europe/Helsinki	FI	average
57.97472	12/27/2018, 00:00:00	33.2525	Europe/Moscow	RU	average
11.12018	18 May 2014	76.11996	Asia/Kolkata	IN	average
25.13915	19 Oct 2013	73.06784	Asia/Kolkata	IN	average
33.4425	17 May 2019	129.96972	Asia/Tokyo	JP	accep
28.88162	2013/11/29	120.03308	Asia/Shanghai	CN	excellent
15.45144	11/25/2013, 00:00:00	78.14797	Asia/Kolkata	IN	average
48.25	2015/06/08	16.4	Europe/Vienna	AT	excellent
43.82634	04/28/2019, 00:00:00	144.09638	Asia/Tokyo	JP	average
48.07667	03/15/2019, 00:00:00	8.64409	Europe/Berlin	DE	excellent
52.21099	2020/04/08	7.02238	Europe/Berlin	DE	excellent
43.1122	03/10/2015, 00:00:00	12.38878	Europe/Rome	IT	excellent
0.03813	2015-10-30	36.36339	Africa/Nairobi	KE	average
33.76446	11 Dec 2018	-117.79394	America/Los_Angeles	US	excellent
8.48714	2012-11-14	-13.2356	Africa/Freetown	SL	accep
3.8801	2013/10/30	-77.03116	America/Bogota	CO	good
31.71667	16 Dec 2014	73.38333	Asia/Karachi	PK	excellent
43.1122	2021/11/16	12.38878	Europe/Rome	IT	excellent
42.97086	24 Sep 2013	-82.42491	America/Detroit	US	excellent
39.33427	02/13/2017, 00:00:00	-76.43941	America/New_York	US	excellent
-4.24444	2016/07/30	-42.29444	America/Fortaleza	BR	excellent
-44.39672	10/29/2019, 00:00:00	171.25364	Pacific/Auckland	NZ	excellent
53.81667	11/17/2016, 00:00:00	-3.05	Europe/London	GB	accep
-1.26753	18 Feb 2016	116.82887	Asia/Makassar	ID	accep
12.37169	2016-01-02	123.62494	Asia/Manila	PH	maintenance
55.54028	01/23/2016, 00:00:00	89.20083	Asia/Krasnoyarsk	RU	good
40.87329	2017/12/15	14.43865	Europe/Rome	IT	building
44.35056	18 Aug 2018	142.45778	Asia/Tokyo	JP	good
25.87972	21 Aug 2019	-97.50417	America/Matamoros	MX	excellent
31.92923	2015/03/24	34.86563	Asia/Jerusalem	IL	building
9.82564	05/01/2021, 00:00:00	78.25795	Asia/Kolkata	IN	average
45.99194	2013-06-10	29.41824	Europe/Kiev	UA	excellent
33.45122	2012-10-29	-86.99666	America/Chicago	US	average
27.76056	04 Aug 2017	-15.58602	Atlantic/Canary	ES	maintenance
36.76775	2014/05/28	2.95924	Africa/Algiers	DZ	good
57.97472	2014-12-19	33.2525	Europe/Moscow	RU	average
-29.2975	2021/01/23	-51.50361	America/Sao_Paulo	BR	good
40.34912	2018/12/30	-111.90466	America/Denver	US	excellent
51.62907	2020/12/28	-0.74934	Europe/London	GB	good
35.06667	2014/04/05	135.21667	Asia/Tokyo	JP	building
27.9247	2014/03/22	78.40102	Asia/Kolkata	IN	accep
40.81	2020/01/02	-73.9625	America/New_York	US	good
44.80477	10/24/2016, 00:00:00	-0.59543	Europe/Paris	FR	maintenance
-15.21194	04/17/2013, 00:00:00	-75.11028	America/Lima	PE	good
-34.74785	2017/06/17	-58.70072	America/Argentina/Buenos_Aires	AR	accep
-16.25	04/22/2016, 00:00:00	-69.08333	America/Lima	PE	good
44.92801	28 Dec 2014	4.8951	Europe/Paris	FR	accep
35.95664	2014/05/16	36.7138	Asia/Damascus	SY	excellent
-7.01833	2017/06/21	107.60389	Asia/Jakarta	ID	excellent
18.42745	2015-01-02	-67.15407	America/Puerto_Rico	PR	excellent
36.06523	2020-01-01	-119.01677	America/Los_Angeles	US	excellent
25.92493	2013-11-22	73.66633	Asia/Kolkata	IN	average
21.59983	2022-08-28	71.21169	Asia/Kolkata	IN	building
-7.76667	2016-12-03	35.7	Africa/Dar_es_Salaam	TZ	average
-19.32556	06/09/2013, 00:00:00	-41.25528	America/Sao_Paulo	BR	excellent
54.90083	04 Jun 2022	38.07083	Europe/Moscow	RU	maintenance
41.57721	2012-12-01	-93.71133	America/Chicago	US	excellent
53.7446	01/24/2021, 00:00:00	-0.33525	Europe/London	GB	accep
-7.57897	2013-03-13	112.23109	Asia/Jakarta	ID	building
51.84819	2014/08/04	1.26738	Europe/London	GB	good
3.7278	2013-12-13	98.6738	Asia/Jakarta	ID	good
46.7055	2014/07/04	38.2739	Europe/Moscow	RU	excellent
27.55898	2020-03-09	68.21204	Asia/Karachi	PK	good
41.77583	08/06/2021, 00:00:00	140.73667	Asia/Tokyo	JP	building
25.87972	22 Jul 2014	-97.50417	America/Matamoros	MX	acceptable
20.22816	2020-07-11	-103.5687	America/Mexico_City	MX	good
-19.65	2013-01-04	47.31667	Indian/Antananarivo	MG	average
30.24706	10 Nov 2018	115.04814	Asia/Shanghai	CN	accep
29.65163	11 Dec 2014	-82.32483	America/New_York	US	excellent
12.74482	01 Aug 2015	4.52514	Africa/Lagos	NG	average
27.92333	14 Mar 2013	118.53333	Asia/Shanghai	CN	building
-23.44361	05/19/2017, 00:00:00	-51.87389	America/Sao_Paulo	BR	building
12.74409	2014/07/15	-8.07257	Africa/Bamako	ML	good
-28.44917	2017/01/13	-52.2	America/Sao_Paulo	BR	average
44.27804	2018-01-01	-88.27205	America/Chicago	US	accep
-31.25033	10/14/2018, 00:00:00	-61.4867	America/Argentina/Cordoba	AR	good
4.92675	2017/11/16	6.26764	Africa/Lagos	NG	good
44.59445	07/05/2022, 00:00:00	11.04979	Europe/Rome	IT	maintenance
13.73417	2015/03/10	-89.71472	America/El_Salvador	SV	average
51.64316	05 Feb 2016	-0.36053	Europe/London	GB	good
34.14251	21 Nov 2012	-118.25508	America/Los_Angeles	US	average
6.33444	07/12/2016, 00:00:00	124.95278	Asia/Manila	PH	excellent
44.73941	2017-07-25	-93.12577	America/Chicago	US	building
22.49396	27 Dec 2012	-105.36369	America/Mazatlan	MX	accep
40.72816	20 Jun 2015	-74.07764	America/New_York	US	good
34.61667	2019-12-12	135.6	Asia/Tokyo	JP	average
7.65649	15 Feb 2018	4.92235	Africa/Lagos	NG	average
34.14251	2016/12/07	-118.25508	America/Los_Angeles	US	accep
46.23899	10 Jan 2022	-63.13414	America/Halifax	CA	average
33.72255	12/29/2016, 00:00:00	-116.37697	America/Los_Angeles	US	accep
17.34769	31 Mar 2022	78.55757	Asia/Kolkata	IN	average
50.75	2020/06/11	2.25	Europe/Paris	FR	good
48.77275	2021/01/28	5.16108	Europe/Paris	FR	average
42.64685	2013/04/24	-5.55835	Europe/Madrid	ES	good
6.33444	2019-11-12	124.95278	Asia/Manila	PH	average
19.32889	07/16/2017, 00:00:00	-99.32556	America/Mexico_City	MX	excellent
51.19139	25 Apr 2016	6.51352	Europe/Berlin	DE	building
51.168	2018-09-01	7.973	Europe/Berlin	DE	building
25.95533	2021-05-01	68.88871	Asia/Karachi	PK	accep
-7.60361	03 Jul 2022	37.00438	Africa/Dar_es_Salaam	TZ	excellent
16.0567	2014-02-19	103.65309	Asia/Bangkok	TH	good
36.20389	2019-05-20	127.08472	Asia/Seoul	KR	average
36.06523	31 May 2021	-119.01677	America/Los_Angeles	US	accep
27.34089	2014-11-12	117.4831	Asia/Shanghai	CN	excellent
50.26729	07 Mar 2018	-119.27337	America/Vancouver	CA	maintenance
9.58126	14 May 2018	8.2926	Africa/Lagos	NG	good
33.7207	2016/12/09	-116.21677	America/Los_Angeles	US	average
31.28092	09 Apr 2016	74.85849	Asia/Kolkata	IN	accep
41.29444	13 Mar 2015	69.67639	Asia/Tashkent	UZ	average
32.05971	20 Jan 2021	34.8732	Asia/Jerusalem	IL	excellent
32.52515	01/05/2022, 00:00:00	-93.75018	America/Chicago	US	accep
-32.45242	2018-05-11	-71.23106	America/Santiago	CL	average
51.24197	2015-09-10	4.82313	Europe/Brussels	BE	good
9.91861	2019-02-01	-68.30472	America/Caracas	VE	building
22.98212	2018/01/01	-80.58556	America/Havana	CU	excellent
-4.5833	2016-02-20	15.16554	Africa/Kinshasa	CD	good
7.6	2018-10-06	4.18333	Africa/Lagos	NG	accep
23.1959	2013-06-16	86.51499	Asia/Kolkata	IN	accep
39.78504	17 Apr 2014	-85.76942	America/Indiana/Indianapolis	US	maintenance
33.44872	2020/05/08	-86.78777	America/Chicago	US	average
-33.59217	08/14/2017, 00:00:00	-70.6996	America/Santiago	CL	average
40.98894	09 Jun 2014	28.67582	Europe/Istanbul	TR	excellent
60.02427	26 Jan 2017	30.28491	Europe/Moscow	RU	average
29.98869	2021/08/31	122.20488	Asia/Shanghai	CN	excellent
40.64621	2019-02-08	-73.97069	America/New_York	US	accep
29.38242	2013-12-11	70.91106	Asia/Karachi	PK	average
32.54278	11/04/2017, 00:00:00	111.50861	Asia/Shanghai	CN	maintenance
40.2737	31 Dec 2021	-76.88442	America/New_York	US	good
9.57046	2019-03-09	76.32756	Asia/Kolkata	IN	accep
42.62833	03/03/2019, 00:00:00	20.89389	Europe/Belgrade	XK	accep
10.10649	2021/03/12	76.35484	Asia/Kolkata	IN	building
51.42708	2018/05/31	-0.91979	Europe/London	GB	accep
12.25282	2016-12-02	79.41727	Asia/Kolkata	IN	accep
40.68066	2015-07-07	-73.47429	America/New_York	US	average
32.54044	2017-07-19	-82.90375	America/New_York	US	accep
38.07789	2018/03/03	13.44275	Europe/Rome	IT	building
28.92694	24 Oct 2021	78.23456	Asia/Kolkata	IN	good
48	2014-07-29	-4.1	Europe/Paris	FR	maintenance
7.65649	25 Jan 2021	4.92235	Africa/Lagos	NG	accep
56.9083	09 Jun 2018	60.8019	Asia/Yekaterinburg	RU	accep
-27.50578	07/15/2013, 00:00:00	153.10236	Australia/Brisbane	AU	good
20.88197	02/13/2015, 00:00:00	85.83334	Asia/Kolkata	IN	good
7.83389	2013-10-15	-72.47417	America/Bogota	CO	excellent
31.82539	15 Sep 2019	72.54064	Asia/Karachi	PK	average
41.15376	11/15/2015, 00:00:00	-87.88754	America/Chicago	US	average
30.81383	25 Aug 2013	75.16878	Asia/Kolkata	IN	good
14.95472	2015/04/13	120.89694	Asia/Manila	PH	average
-8.05389	2020-06-13	-34.88111	America/Recife	BR	accep
32.55531	03/15/2015, 00:00:00	76.12647	Asia/Kolkata	IN	accep
37.65639	04/04/2018, 00:00:00	126.835	Asia/Seoul	KR	building
17.06542	01/06/2020, 00:00:00	-96.72365	America/Mexico_City	MX	accep
21.34222	08/25/2016, 00:00:00	71.30633	Asia/Kolkata	IN	acceptable
41.15376	08/10/2022, 00:00:00	-87.88754	America/Chicago	US	good
3.51667	2015-07-22	11.5	Africa/Douala	CM	building
53.46506	23 Nov 2013	-1.47217	Europe/London	GB	average
42.35843	12 Dec 2018	-71.05977	America/New_York	US	good
45.79377	2019/10/24	8.88104	Europe/Rome	IT	average
36.76639	23 Nov 2020	3.47717	Africa/Algiers	DZ	average
41.63976	11/23/2020, 00:00:00	2.35739	Europe/Madrid	ES	maintenance
53.83333	10/16/2017, 00:00:00	-2.98333	Europe/London	GB	average
-11.94306	2019-05-05	-76.70944	America/Lima	PE	excellent
43.67681	2018-10-20	4.63031	Europe/Paris	FR	building
53.83333	2013/11/10	-2.98333	Europe/London	GB	excellent
39.96097	08/14/2019, 00:00:00	-75.60804	America/New_York	US	accep
40.1675	04/02/2017, 00:00:00	34.37389	Europe/Istanbul	TR	good
38.40917	06/05/2018, 00:00:00	112.73333	Asia/Shanghai	CN	good
44.99012	02/16/2017, 00:00:00	-123.02621	America/Los_Angeles	US	building
6.95194	03/19/2021, 00:00:00	121.96361	Asia/Manila	PH	accep
56.9083	17 Apr 2021	60.8019	Asia/Yekaterinburg	RU	good
48.86667	2021-05-03	2.08333	Europe/Paris	FR	accep
-6.25	04/14/2021, 00:00:00	38.66667	Africa/Dar_es_Salaam	TZ	accep
40.11583	2014/12/04	67.84222	Asia/Samarkand	UZ	excellent
39.96348	19 Jul 2018	-4.83076	Europe/Madrid	ES	accep
-8.99167	26 Feb 2015	125.21972	Asia/Dili	TL	maintenance
48.90472	03 Jan 2015	2.2469	Europe/Paris	FR	average
9.82564	13 Oct 2017	78.25795	Asia/Kolkata	IN	maintenance
11.12018	09 Jan 2013	76.11996	Asia/Kolkata	IN	building
0.76755	23 Oct 2014	24.43973	Africa/Lubumbashi	CD	excellent
-4.83	2013/11/22	29.65806	Africa/Dar_es_Salaam	TZ	excellent
12.74409	2012/12/01	-8.07257	Africa/Bamako	ML	average
12.1277	2014-12-11	78.15794	Asia/Kolkata	IN	accep
11.12018	2021/07/12	76.11996	Asia/Kolkata	IN	accep
-4.83	2020-08-19	29.65806	Africa/Dar_es_Salaam	TZ	building
26.11527	01 Jul 2013	86.59509	Asia/Kolkata	IN	building
15.5439	2020/02/18	73.7553	Asia/Kolkata	IN	excellent
51.20219	2019-11-27	7.36027	Europe/Berlin	DE	maintenance
27.09978	2014-05-18	-82.45426	America/New_York	US	accep
40.56754	2020-04-23	-89.64066	America/Chicago	US	average
-6.25	12/15/2015, 00:00:00	38.66667	Africa/Dar_es_Salaam	TZ	building
34.15429	04/12/2019, 00:00:00	3.50309	Africa/Algiers	DZ	accep
41.15376	29 Oct 2018	-87.88754	America/Chicago	US	good
42.28639	2021/07/26	18.84	Europe/Podgorica	ME	good
27.71809	2014/05/30	-82.35176	America/New_York	US	excellent
39.78504	06/26/2022, 00:00:00	-85.76942	America/Indiana/Indianapolis	US	good
32.50611	2018/07/15	120.14278	Asia/Shanghai	CN	building
51.21187	2013-05-19	4.25633	Europe/Brussels	BE	average
22.98212	2012/12/13	-80.58556	America/Havana	CU	building
28.88162	2019/02/13	120.03308	Asia/Shanghai	CN	accep
52.09	20 Feb 2022	5.23333	Europe/Amsterdam	NL	building
15.48131	10/01/2012, 00:00:00	-86.57415	America/Tegucigalpa	HN	accep
18.65297	04 Dec 2016	-72.09391	America/Port-au-Prince	HT	average
31.76212	2019-03-17	-95.63079	America/Chicago	US	average
40.24537	2022/05/09	-75.64963	America/New_York	US	accep
37.08819	06/24/2016, 00:00:00	-8.2503	Europe/Lisbon	PT	building
12.25282	13 Jun 2020	79.41727	Asia/Kolkata	IN	good
41.29444	2016/01/27	69.67639	Asia/Tashkent	UZ	accep
-54.8	2016/05/26	-68.3	America/Argentina/Ushuaia	AR	excellent
41.24255	02/27/2014, 00:00:00	-82.61573	America/New_York	US	excellent
-1.9487	09 Dec 2013	30.4347	Africa/Kigali	RW	accep
37.73222	2019/06/09	115.70111	Asia/Shanghai	CN	accep
33.54428	2021-07-11	-84.23381	America/New_York	US	excellent
45.43341	2013/09/15	-73.86586	America/Toronto	CA	average
21.28306	2022-09-08	-89.66123	America/Merida	MX	excellent
48.98994	2019/04/11	2.1699	Europe/Paris	FR	excellent
50.09019	12 Apr 2015	8.4493	Europe/Berlin	DE	average
-10.90889	2020/04/19	-37.03861	America/Maceio	BR	excellent
51.82721	2017/08/29	107.60627	Asia/Irkutsk	RU	accep
12.18441	03/03/2019, 00:00:00	18.69303	Africa/Ndjamena	TD	maintenance
12.97389	2021-12-11	123.99333	Asia/Manila	PH	excellent
-4.06667	2020-08-27	37.73333	Africa/Dar_es_Salaam	TZ	maintenance
57.30185	2013/10/11	39.85331	Europe/Moscow	RU	average
34.09611	2013/12/27	-118.10583	America/Los_Angeles	US	excellent
38.91817	2021/09/30	-78.19444	America/New_York	US	excellent
51.78967	2013-01-30	1.15597	Europe/London	GB	building
30.46907	2016-10-12	70.96699	Asia/Karachi	PK	good
40.2737	08/20/2017, 00:00:00	-76.88442	America/New_York	US	average
27.9247	04/15/2015, 00:00:00	78.40102	Asia/Kolkata	IN	average
33.37526	2022/08/08	74.3092	Asia/Kolkata	IN	good
51.04962	2015-08-16	12.1369	Europe/Berlin	DE	excellent
34.25807	03/19/2014, 00:00:00	-88.70464	America/Chicago	US	accep
64.5635	2021/11/19	39.8302	Europe/Moscow	RU	accep
51.40944	23 Dec 2017	46.04833	Europe/Saratov	RU	accep
15.73628	07 May 2019	75.96976	Asia/Kolkata	IN	good
13.56667	28 Jun 2014	-15.6	Africa/Banjul	GM	maintenance
49.03685	2016/04/12	8.70745	Europe/Berlin	DE	excellent
31.39547	16 Nov 2016	34.75699	Asia/Jerusalem	IL	accep
41.80753	15 May 2019	-87.65644	America/Chicago	US	accep
32.55531	18 Jun 2022	76.12647	Asia/Kolkata	IN	excellent
29.65163	09/10/2020, 00:00:00	-82.32483	America/New_York	US	accep
34.77453	05/03/2014, 00:00:00	-96.67834	America/Chicago	US	average
43.83125	02 Jan 2019	5.03586	Europe/Paris	FR	excellent
-28.81833	2018/06/16	-52.51028	America/Sao_Paulo	BR	excellent
-26.22861	08/09/2017, 00:00:00	-52.67056	America/Sao_Paulo	BR	excellent
53.77166	2014/09/04	38.12408	Europe/Moscow	RU	average
36.53333	19 Nov 2012	136.61667	Asia/Tokyo	JP	accep
34.65918	09/03/2015, 00:00:00	109.22921	Asia/Shanghai	CN	excellent
35.05266	2017-04-22	-78.87836	America/New_York	US	excellent
12.04161	03/07/2016, 00:00:00	75.35927	Asia/Kolkata	IN	average
54.90083	08/26/2022, 00:00:00	38.07083	Europe/Moscow	RU	good
10.20898	02/04/2013, 00:00:00	123.758	Asia/Manila	PH	accep
37.74615	2016-02-13	-25.66689	Atlantic/Azores	PT	good
14.93333	05/30/2020, 00:00:00	-91.11667	America/Guatemala	GT	excellent
-23.44361	2015/02/01	-51.87389	America/Sao_Paulo	BR	average
40.68066	2017-06-29	-73.47429	America/New_York	US	good
33.98154	07 Mar 2020	-81.23621	America/New_York	US	accep
5.30383	2017/05/14	-1.98956	Africa/Accra	GH	good
45.47885	2021/04/25	133.42825	Asia/Vladivostok	RU	average
8.62261	2013-07-04	-70.20749	America/Caracas	VE	excellent
50.72043	23 May 2020	11.34046	Europe/Berlin	DE	accep
57.30185	2018/12/21	39.85331	Europe/Moscow	RU	good
22.19303	27 Mar 2013	88.18466	Asia/Kolkata	IN	excellent
43.4125	2014/10/22	23.225	Europe/Sofia	BG	maintenance
43.41949	07/19/2021, 00:00:00	77.0202	Asia/Almaty	KZ	good
34.15429	2020/12/20	3.50309	Africa/Algiers	DZ	maintenance
33.44872	2021-03-21	-86.78777	America/Chicago	US	maintenance
-34.88422	2018-03-21	150.60036	Australia/Sydney	AU	good
51.65	2017-04-12	-0.2	Europe/London	GB	good
