latitude	NH3	PM2.5	CH4	NOx	warning	O3	C2H3NO5	H2CO	CO	PRES	CFCs	PM10	Pb	TEMP	PAHs	longitude	SO2
-54.8	7.86557	8.96898	10.64769	7.35344	0.00000	8.64067	4.10724	31.94480	8.76573	1055.41134	24.71501	11.62623	64.26751	21.68539	10.10231	-68.3	7.53490
54.48147	8.55065	9.88938	4.85740	9.46761	1.00000	5.88845	0.25789	33.83955	9.75689	1095.82998	54.36957	8.58659	57.60094	15.67762	7.69644	53.47103	9.28916
51.03427	8.78314	11.45153	8.70136	9.06756	1.00000	6.42713	0.69119	43.63025	9.29152	1197.84099	50.66540	9.80490	65.21483	0.68366	6.83073	5.37429	9.26470
-3.5403	7.58396	11.73213	8.11223	9.01434	0.00000	7.60919	2.79590	34.24418	6.01872	1055.43330	43.73596	11.23149	50.61433	33.24157	10.73912	118.9707	6.12547
48.78232	7.99939	10.41627	4.72064	6.88714	0.00000	8.12284	0.22715	51.10461	6.74349	1102.60001	52.31288	8.13482	57.13473	10.08163	7.53485	9.17702	8.80774
-38.16604	8.21444	8.29043	7.73745	7.30567	1.00000	8.28590	0.69066	25.38458	7.88386	1166.45886	60.57634	9.75866	32.86076	5.88491	6.44139	145.13643	9.27809
6.15038	8.06740	6.43632	7.76020	6.76903	1.00000	7.86449	0.07785	28.53048	11.06741	1091.83857	32.24772	5.02842	69.14585	21.08958	8.40006	6.83042	6.71093
41.72059	6.55240	9.98391	7.89394	6.97225	1.00000	8.00431	0.36893	48.50151	8.15349	1188.00284	68.14962	9.08238	50.64581	15.13244	7.27057	-87.70172	8.62879
41.09246	8.61748	10.30491	8.99257	7.80095	0.00000	7.28703	4.26909	52.07882	6.69045	1064.67038	45.64809	11.66395	34.95844	18.57045	10.71575	45.36561	5.03163
37.73222	7.25206	7.26787	9.10747	7.81705	1.00000	8.23340	0.06691	63.49802	12.14763	1170.99098	46.56875	3.58714	20.62525	36.70018	10.43070	115.70111	5.52768
24.41288	8.00127	4.47585	4.53330	9.43392	1.00000	9.46075	2.15135	75.16122	6.26795	1167.34802	39.22532	10.97287	67.31618	23.85111	9.89312	76.56719	6.16175
10.58806	8.37229	7.89144	10.15170	7.99059	0.00000	8.75217	0.14045	56.65594	5.91522	1100.82155	39.20959	7.65348	33.27708	24.48296	8.62010	77.24779	7.33429
42.7	8.19987	9.81168	8.56034	6.58588	0.00000	8.75555	0.42877	42.21865	5.74680	1073.93245	61.56682	9.18761	65.35127	6.93911	10.41752	27.25	6.64071
35.72917	7.25283	8.72565	9.11240	7.30493	0.00000	10.09438	2.95829	45.96963	6.39577	1196.81030	36.55207	11.29477	58.83459	12.03781	6.60445	10.58082	9.66419
32.54044	6.50795	9.09568	8.23332	8.38477	1.00000	9.13443	0.77531	56.46235	9.19116	1154.73324	51.22536	9.90469	65.04602	19.57628	5.07393	-82.90375	9.79187
-10.90889	8.05356	8.84778	7.94058	8.15357	1.00000	7.48144	1.58996	68.99873	9.00612	1085.01974	47.95268	10.63026	61.89424	19.34134	7.30444	-37.03861	9.04728
-20.88231	6.71271	7.22269	10.62928	8.44606	0.00000	7.54869	0.12306	56.84730	6.14365	1197.70696	46.90408	6.98892	64.09826	15.05284	8.57668	55.4504	8.46583
55.67938	8.31319	8.80787	5.45230	7.49694	1.00000	10.01441	0.13604	31.31148	9.09719	1099.97289	45.03292	7.17517	45.95710	14.44777	6.80288	12.53463	8.67661
43.32686	7.72779	7.39973	6.38952	7.77467	1.00000	10.61915	0.07045	31.95274	9.01112	1101.62284	43.07234	6.54444	55.63505	13.15068	9.36851	-2.98884	8.43653
9.3337	7.74001	7.31922	10.13505	7.62360	0.00000	7.90557	0.06117	67.39776	6.09331	1063.25052	69.80062	5.16752	55.89016	3.56952	6.34684	122.8637	7.57438
19.32932	9.23340	9.03559	7.98255	7.50466	1.00000	10.53929	0.71849	41.24542	11.01064	1187.17270	74.87392	9.79235	51.04112	12.15193	7.06169	-98.1664	9.61355
57.30185	7.92858	8.45928	8.89907	8.21245	1.00000	9.01144	0.53546	62.40921	7.40169	1156.67916	63.91122	9.49434	67.18586	7.24248	5.60104	39.85331	8.71192
9.89206	7.06142	6.70615	4.58428	7.37669	0.00000	8.53314	0.33959	35.86609	8.80096	1060.16056	54.36393	8.99446	61.16550	17.22909	6.31970	43.38531	5.90328
33.14447	8.29971	10.13800	9.39633	8.43461	0.00000	7.77833	0.43568	51.37564	5.49095	1150.88375	42.05349	9.27483	47.99063	13.74595	9.25353	47.3799	6.04661
-23.7975	6.59441	6.18667	7.59108	8.54975	1.00000	7.88979	0.07331	51.07955	10.23750	1111.19565	23.71556	6.25774	54.34474	21.99972	9.30947	-48.59278	5.10981
34.08565	7.49537	9.17062	8.43003	8.15231	0.00000	7.61834	1.21872	62.79929	7.31066	1140.13532	48.36070	10.35651	61.70425	13.79599	5.86095	74.80555	9.18149
-31.25033	6.82017	11.64593	12.08459	7.28365	1.00000	7.55451	0.96951	49.59276	7.40924	1170.09972	48.57915	10.12289	78.04100	2.41406	2.97382	-61.4867	9.03520
58.04254	9.07556	9.62158	11.85569	6.71506	0.00000	8.69293	1.30540	49.10011	8.17014	1153.15744	66.26617	10.46211	54.41782	30.76216	9.42344	65.27258	7.54579
41.57439	8.17422	8.99123	5.19866	8.04387	1.00000	6.97011	0.36798	51.53732	10.91678	1157.87108	59.19278	9.03899	55.19472	11.83738	9.64888	24.71204	8.99537
-33.59217	7.58102	10.27337	10.20233	6.85299	0.00000	6.61609	9.35729	46.26818	8.80759	1077.56750	68.14403	12.46178	50.47018	-0.02233	11.16957	-70.6996	6.72395
13.56667	8.24846	8.44110	7.18079	9.25337	0.00000	6.97852	1.09105	42.08775	5.11718	1175.65327	43.05077	10.25384	40.58234	17.95061	8.11639	-15.6	10.02928
12.95629	7.73278	9.90181	9.57590	9.26479	1.00000	7.50915	0.84852	36.52089	7.59450	1127.27621	41.79105	10.00265	37.56021	39.03998	5.02166	78.27539	8.51381
31.12406	7.65706	10.08644	10.00996	8.43758	0.00000	7.49695	0.43626	44.30042	7.96536	1065.51440	44.40404	9.26325	45.16493	3.76184	8.77305	-97.90308	7.68476
50.20528	8.70632	7.46676	6.35584	5.40061	0.00000	7.00097	0.64530	46.98594	4.62711	1135.70846	35.83265	9.67811	57.14411	26.29290	8.23225	19.27498	10.25553
35.50056	9.20697	10.57622	8.29074	7.40637	0.00000	7.40282	1.16125	54.33139	6.56761	1166.87390	24.95273	10.33355	67.57151	28.01132	10.24315	117.63083	6.30566
6.8485	8.42056	9.25145	5.20060	7.47507	1.00000	7.66309	0.58766	80.07887	9.35591	1164.08384	51.32609	9.59524	55.90259	2.70502	7.65143	3.64633	9.51420
41.48199	9.44072	7.73682	2.20268	8.57344	0.00000	8.13510	0.45614	30.44905	6.84774	1136.07313	35.92621	9.35577	49.53455	14.65720	10.16971	-81.79819	8.70998
41.09246	7.05469	9.62862	5.56477	7.26296	1.00000	7.51280	0.51725	53.09812	9.69014	1181.65498	47.44585	9.52213	65.18312	9.61636	7.45909	45.36561	9.46933
50.80904	8.61640	9.34783	8.84322	8.32513	0.00000	9.10938	0.14867	32.58586	5.23370	1091.46848	48.23018	7.70962	32.53652	24.94892	9.69453	8.77069	7.05367
58.23583	8.37484	6.42971	6.37358	7.43573	1.00000	7.01681	0.22540	72.62935	10.27708	1153.27946	65.27270	8.47821	75.01707	15.65381	7.93889	92.48278	6.38540
14.67751	8.25788	7.20164	6.93791	7.01386	1.00000	7.94631	0.06563	32.49587	10.24132	1127.33187	57.94388	5.18147	43.57074	23.48620	9.44740	-60.94228	8.47652
53.5942	7.49528	8.92899	10.71864	8.58585	1.00000	7.51931	1.93382	62.04763	8.41731	1124.53235	36.74824	10.86179	55.86640	22.89288	5.96185	25.8191	8.51793
44.73941	7.81857	7.47323	3.38525	8.42115	0.00000	7.94393	0.26877	55.58408	10.61670	1146.73973	68.89079	8.57809	42.78531	1.62329	6.84486	-93.12577	10.10506
51.19139	7.87603	6.51146	4.68010	8.52677	0.00000	8.36245	0.78270	33.30620	5.48523	1091.59276	57.07036	9.90988	55.00742	18.58332	8.70397	6.51352	9.53994
60.18427	6.14454	11.11914	9.39400	6.73725	1.00000	7.75895	0.85988	57.41784	8.96459	1131.63291	52.25109	9.98361	26.61481	9.61867	4.92832	24.95034	9.38940
55.75556	10.90975	7.82356	5.68688	6.87301	0.00000	6.86631	0.14080	55.78457	4.99950	1196.90432	26.27937	7.77786	69.37921	19.53724	8.07219	60.70278	11.21737
52.48173	7.91065	10.07645	7.14206	8.17604	0.00000	5.99728	0.12361	43.86320	6.31928	1071.05683	65.03381	7.22278	40.54578	18.24755	6.89321	-2.12139	11.26243
65.84811	8.95407	11.40938	11.89524	9.03347	0.00000	10.38004	1.15523	35.17553	5.33201	1198.57810	67.46140	10.33901	55.75479	7.07365	10.97812	24.14662	8.46067
40.56754	8.21093	11.38020	10.12609	6.95064	0.00000	8.24842	1.95683	58.37934	7.61621	1141.20925	64.66602	10.87905	58.65933	17.59283	9.75141	-89.64066	7.54440
52.59319	7.11769	6.80381	6.44175	7.66036	1.00000	6.36827	0.07104	50.39612	10.12687	1110.81976	44.91555	5.81980	58.82511	15.13895	8.95861	13.32127	6.63263
-2.68333	10.27753	8.81138	4.93079	8.70864	1.00000	9.28282	1.01155	75.44666	12.06945	1185.06996	54.96012	10.16471	40.51661	11.66004	8.86035	33	11.04947
-28.44917	8.09026	8.81293	4.78855	8.31161	1.00000	9.20637	0.11239	61.15112	6.82746	1068.27527	46.33482	7.31170	53.48356	-2.22569	5.76552	-52.2	8.32489
6.33444	9.25310	5.56852	2.81077	7.91874	1.00000	7.72191	0.11018	59.88120	8.45791	1070.10251	36.32638	7.60937	61.45675	0.65162	9.04784	124.95278	8.50950
6.95194	8.73523	9.34290	6.57767	7.72471	1.00000	8.38309	0.91073	61.40686	9.28384	1150.79018	39.59170	10.08374	52.91367	24.43770	8.77599	121.96361	9.54841
46.67535	9.57655	8.72707	5.61017	7.48455	1.00000	7.83760	0.65599	56.01046	11.00756	1156.48574	60.67637	9.71347	51.43171	18.44309	8.87225	5.55575	9.72375
55.62047	9.29670	7.88019	9.51676	10.23681	0.00000	8.32674	0.65155	46.49692	8.52129	1179.59503	59.56477	9.75659	46.78995	8.27506	9.84678	37.49338	6.94286
48.25	7.10350	9.33502	11.64192	8.11432	0.00000	10.33109	0.22243	58.40058	7.24667	1130.53082	57.02482	8.26069	44.11195	23.43393	7.67407	16.4	8.55955
48.25	8.06073	6.18295	4.76536	7.81993	1.00000	8.76509	0.20095	57.39543	8.30991	1180.46099	30.92962	8.31598	43.12679	13.39812	8.33262	16.4	5.40051
41.9001	5.82085	8.00098	4.87524	8.11720	1.00000	9.62634	0.33120	64.62493	10.41788	1073.44378	44.78641	8.91863	65.34792	5.22445	8.33126	-71.08977	9.66520
53.43333	7.82901	6.69733	7.29187	7.12702	1.00000	7.88889	0.08627	49.64719	8.69953	1145.75298	58.84801	4.96017	44.46445	22.11570	12.12088	-7.95	6.20911
6.46838	8.82932	8.93133	6.57695	9.32217	1.00000	10.29980	0.49902	21.34037	9.75208	1051.21231	67.35408	9.42962	56.75639	23.78182	6.89187	-73.26022	8.85953
50.5107	11.08740	4.79847	4.89455	9.06332	1.00000	9.01019	0.46539	32.11659	7.55559	1179.49216	53.82528	9.40226		11.53449	10.63535	18.30056	6.84544
30.17746	8.96637	10.33300	7.51483	7.68100	1.00000	8.58234	0.75796	58.25688	9.47310	1067.04467	47.53879	9.87119	76.23844	27.90450	7.66894	-81.38758	9.18531
29.21399	7.47464	11.52073	4.57182	8.10341	1.00000	8.76260	0.26818	49.15973	10.47680	1190.81522	45.70427	8.50623	48.34148	2.05211	7.38486	78.95693	9.27008
49.41029	7.97990	8.99324	10.37166	8.65336	0.00000	7.86202	0.34017	53.20945	7.21449	1187.51067	74.65365	9.00602	34.29268	24.95236	9.69390	38.15035	7.85366
39.43534	8.99465	6.42654	6.08129	7.74761	1.00000	8.81445	0.14482	47.62986	9.34461	1059.99552	56.07629	7.58099	61.83485	35.75560	9.20435	-84.20299	5.81908
6.33444	8.61982	8.28004	8.19953	8.86866	1.00000	6.18156	0.34641	55.38073	7.10446	1072.21919	67.03422	8.97425	49.43965	13.92077	5.88818	124.95278	7.97320
48.8765	8.18636	7.79428	7.93995	7.45059	0.00000	6.57974	0.50379	63.07846	4.98960	1149.88404	51.30490	9.38313	47.75685	19.61381	6.89246	2.18967	10.57534
1.6561	7.74545	9.72894	6.73405	8.11699	1.00000	6.39806	0.71532	46.60546	9.07228	1197.71802	64.53466	9.78002	42.08814	23.44008	5.82377	103.6032	9.01289
50.80904	9.30560	9.78333	6.46771	6.19767	0.00000	7.56687	3.60195	58.15993	8.37637	1062.76840	49.58227	11.49743	47.19201	35.25483	9.90903	8.77069	4.60896
45.49428	8.11877	10.08028	6.83878	8.65818	0.00000	6.93946	8.04521	39.80035	8.33054	1163.57509	35.92296	12.31027	28.80510	28.18870	9.89162	-122.86705	4.06402
30.76468	8.37193	10.01459	6.79888	7.78092	1.00000	7.70120	0.27503	51.14462	10.36051	1073.85123	29.41531	8.77438	51.22969	22.65623	6.64098	74.12286	9.09130
12.95629	8.69753	8.61156	6.14036	6.28999	0.00000	8.73333	1.75406	62.14045	6.89068	1142.70470	30.68862	10.74499	49.29936	2.57270	6.15689	78.27539	7.82596
55.63711	5.39188	6.41261	7.40169	6.32938	1.00000	8.11626	0.08267	15.26862	9.12429	1062.87452	42.74922	5.34511	53.23981	15.02213	11.16028	37.38115	7.92858
11.50526	6.65712	9.42746	6.90153	6.56399	0.00000	8.07237	1.17882	53.42693	8.11153	1164.13953	68.03979	10.29770	52.61220	1.76825	6.24222	77.23826	8.73145
41.92361	7.37954	8.10172	6.73669	10.35334	1.00000	8.73666	0.81056	51.18383	11.55212	1124.55385	39.75517	9.93975	40.51570	16.23542	8.47923	20.91361	10.07713
3.3285	8.70876	7.20429	6.37204	7.94811	1.00000	8.43078	0.09870	40.73972	9.86288	1143.31131	45.95126	6.96879	53.88839	18.89605	8.06007	99.1625	5.48111
-4.42472	8.49151	11.65654	7.88967	7.33801	0.00000	9.03747	3.65554	46.08920	7.76899	1061.83247	9.28958	11.51374	54.09973	1.49102	10.00604	-41.45861	5.25391
41.57439	9.25174	7.02451	5.43281	9.25066	0.00000	9.12838	0.10151	46.02873	9.05009	1140.36864	60.13715	7.66987	45.46248	13.66754	6.83301	24.71204	8.19891
48.28259	7.64567	6.43685	5.84665	5.96772	1.00000	7.50061	0.58638	30.97801	7.81022	1189.85414	58.52185	9.55191	59.94958	17.64009	10.47894	9.72749	6.02634
10.61285	7.68718	8.85729	6.30788	5.03071	1.00000	6.49137	2.50204	70.20816	10.96447	1126.44536	49.80159	11.10594	35.54037	0.13134	9.93262	12.19458	10.23316
57.97472	7.13896	7.34704	7.20846	7.03150	1.00000	8.45229	0.08541	49.25230	10.55682	1072.90872	57.53638	4.51406	63.77982	5.64608	10.19466	33.2525	6.70152
15.45144	7.43054	6.04834	7.17790	8.69258	1.00000	7.65710	0.08743	38.41812	9.37188	1106.69731	50.03477	6.25729	50.53799	16.49863	9.98585	78.14797	8.33120
33.08014	8.88907	8.75141	6.36205	8.60561	1.00000	7.29088	0.96775	64.70148	9.48230	1110.74497	78.77936	10.13021	43.96362	18.83145	7.49404	-83.2321	9.59778
34.81667	7.07290	12.26207	6.61301	9.39228	0.00000	8.27436	0.45974	40.64178	9.15965	1176.84133	40.87212	9.22785	76.50436	14.73233	4.95923	137.4	7.50651
-8.66667	9.02864	8.52737	9.16025	7.50089	0.00000	7.41683	1.63219	70.35160	9.14212	1160.20925	42.05207	10.69628	66.27673	10.84412	9.40962	-35.71667	6.80677
51.39323	6.96074	7.86789	5.40157	6.63177	1.00000	9.20681	0.08883	41.99220	10.04738	1167.70630	56.43790	6.82110	58.39440	34.66761	7.27886	0.47713	4.27980
-26.93366	8.09687	10.81730	6.71426	10.10836	1.00000	7.45280	1.07046	53.27371	11.03677	1134.95847	17.63921	10.20921	68.99722	20.51293	8.62534	29.24152	10.31121
41.20485	8.89314	11.53447	9.28149	7.77075	1.00000	7.68074	1.23258	53.25243	9.03878	1091.13847	37.97209	10.40084	68.46890	15.07392	7.29132	-8.33147	9.25193
48.35149	8.67534	6.22350	6.82305	8.23483	1.00000	8.92414	0.07844	65.54145	10.60394	1064.20518	39.17163	6.41015	49.99700	15.21805	7.69178	8.96317	6.08633
6.46838	7.29830	11.68549	6.56391	7.86202	1.00000	7.97226	0.21319	53.17403	7.89118	1157.38181	46.81065	8.33652	40.81703	8.64056	6.18980	-73.26022	8.72541
-6.91806	8.35674	8.42588	2.96606	7.90552	1.00000	6.60804	0.18364	40.37515	10.60110	1172.88653	54.70261	8.19246	56.56795	24.35193	7.74357	106.92667	10.58528
-22.57306	8.69834	5.22522	6.21989	9.29010	1.00000	7.54966	0.34191	53.32649	7.07725	1184.98213	28.17731	9.03430	43.14846	3.20580	10.78895	-47.1725	8.22942
35.50056	8.64944	11.55038	7.04854	7.95694	0.00000	8.85284	0.09268	52.44843	7.44839	1170.85362	53.38925	7.46176	68.82673	10.69471	6.90620	117.63083	10.71067
55.38752	8.67080	5.92851	5.78235	7.48530	1.00000	8.44900	1.09254	60.24395	7.41366	1163.18623	60.72540	10.27233	38.24288	12.59192	9.48763	36.73307	7.40325
13.65805	7.21728	11.04353	4.03285	8.13591	1.00000	7.17285	0.20539	33.71022	10.44081	1181.20270	53.56154	8.09488	57.59212	24.27319	6.43150	102.56365	9.34211
53.7446	7.78542	6.18372	8.23812	9.29289	1.00000	8.68395	0.05632	53.29395	9.71446	1102.33902	66.73858	5.94011	45.02169	28.37526	10.37379	-0.33525	6.81976
37.51803	8.46567	9.56118	6.48925	9.62127	1.00000	8.44564	0.88688	45.16435	10.81881	1182.95215	48.38253	10.06366	68.44444	9.47334	8.85892	15.00913	9.34593
1.6	8.48747	9.73234	8.51648	7.48188	0.00000	7.61185	0.77914	65.78012	8.03840	1090.05989	48.26248	9.91028	42.69850	12.94175	5.23468	103.81667	8.87528
51.67822	7.31525	11.73236	6.45481	8.87550	0.00000	8.50382	0.09902	62.58580	8.34502	1163.14843	45.67241	7.27939	41.96350	22.44203	4.83251	33.9162	9.42182
53.94313	8.36246	6.20103	4.97855	8.00394	1.00000	8.73990	0.14195	72.44091	8.41079	1070.28702	61.40970	7.88524	52.48100	0.08891	9.33664	10.30215	3.70061
4.94273	9.14631	8.10445	8.26217	6.80227	0.00000	9.06143	7.13651	30.36300	7.43816	1158.98200	41.57490	12.19261	46.52807	-0.14116	6.41427	15.87735	8.19551
16.0438	6.41371	11.25573	6.25261	7.18418	0.00000	8.53530	0.34356	49.75836	7.97462	1096.27828	78.62896	8.97836	64.79158	26.72671	5.60409	120.4861	8.19924
40.56754	7.12583	6.53646	7.87346	8.99655	1.00000	6.81092	0.14453	40.84553	8.24355	1101.89493	49.74611	7.74860	55.00916	14.47602	11.20368	-89.64066	8.06797
37.51803	6.20164	9.21913	9.85555	8.32868	0.00000	8.28855	0.18582	65.85062	6.00664	1122.24676	41.72981	8.06398	52.21468	11.28728	8.62258	15.00913	6.59612
3.31332	7.07306	4.60154	6.84351	7.32708	1.00000	8.79183	1.22480	32.75130	7.99708	1186.60387	43.85627	10.37340	40.85612	27.04477	9.38795	117.59152	7.25411
58.63667	7.73886	4.81972	8.85632	5.96577	0.00000	7.77737	1.46160	62.40388	8.62300	1190.90945	30.69109	10.57612	58.03167	22.63345	8.44493	59.80222	5.28673
51.19139	9.36996	10.55065	5.92454	9.37334	0.00000	7.70498	4.97362	42.36357	10.83120	1164.32666	60.65127	11.82722	51.11195	16.55483	6.27571	6.51352	6.34269
32.9156	7.68050	10.87890	5.63253	6.89929	0.00000	8.11498	0.08058	29.06435	5.28118	1121.70712	62.32884	6.86202	54.29404	19.11558	8.12043	-117.14392	11.01491
48.90982	8.12468	10.42021	9.15775	7.84349	0.00000	7.42373	0.87695	49.87501	8.35964	1103.35344	51.37598	10.00244	41.01188	9.01630	3.70337	2.45012	8.52693
18.51957	8.82300	9.58734	10.87998	6.42893	0.00000	8.72730	0.52098	26.82195	9.42023	1138.24947	50.47845	9.46386	41.80663	20.43641	7.87184	73.85535	7.69931
1.6561	9.87435	11.66772	8.52198	8.26401	1.00000	8.85401	0.63416	45.88177	9.82965	1065.08584	46.08110	9.70498	51.69696	25.94672	6.95311	103.6032	8.09213
52.4581	9.09991	6.71116	6.20900	7.71651	1.00000	6.81809	0.08543	49.31136	8.28434	1141.58822	20.16127	6.86822	67.86785	1.59018	9.74517	13.28702	7.37084
40.37528	8.71866	9.18541	8.86493	7.37568	1.00000	7.99184	0.15108	34.87654	5.39134	1081.12605	37.17470	7.84778	46.70012	16.62047	5.13513	28.88222	6.88805
42.819	8.05797	9.24359	7.28568	7.72672	0.00000	7.68269	0.45487	46.82784	7.91014	1180.85248	56.93977	9.27616	71.01136	6.19968	6.09857	47.1192	9.35171
7.83389	7.82557	7.20805	7.21082	8.04952	1.00000	7.80593	0.10580	49.18915	9.43646	1132.49308	38.92047	5.57583	47.46439	4.41704	9.91086	-72.47417	7.56147
58.04254	7.20328	9.72204	6.91326	6.50683	0.00000	8.29999	0.25767	56.14821	6.76639	1146.32672	64.09419	8.66700	78.44127	11.54551	6.58116	65.27258	9.51517
18.51957	7.86011	10.51047	6.93733	8.13057	0.00000	7.90203	0.17313	63.28283	4.71909	1068.29963	53.65380	8.27880	41.05044	4.95790	10.50765	73.85535	6.05939
28.88162	8.82181	11.17399	7.87004	7.95229	1.00000	6.92422	1.61513	62.12894	9.34452	1114.72101	55.72144	10.68468	58.86111	24.99131	6.58177	120.03308	10.59176
41.15612	7.97478	9.68546	9.99755	8.64313	0.00000	9.19522	0.13650	76.02707	3.25763	1166.18724	54.76867	7.89005	44.87650	11.65543	9.75975	1.10687	7.29987
36.46917	9.51680	10.35391	6.57342	7.80773	0.00000	8.03912	0.12646	24.37387	8.05006	1158.20135	60.22426	7.48757	47.04963	12.07627	4.83332	10.78222	9.31470
-36.9256	7.33700	8.55836	5.07095	9.93899	1.00000	6.96043	0.17577	27.74761	9.60224	1157.73600	54.09511	7.90206	25.40844	27.36934	7.52404	-73.02841	8.87234
30.16688	8.16083	10.24964	10.58851	8.42941	0.00000	7.98598	0.14416	60.14619	7.42322	1111.04139	62.21133	7.44097	52.39708	-6.82196	7.78333	-96.39774	8.61761
38.58894	8.40183	8.48487	8.50496	7.47481	1.00000	6.21059	0.07455	53.73801	9.96879	1096.92845	78.85323	5.21003	51.60787	31.13299	10.89950	-89.99038	5.35772
25.87972	8.43924	9.50937	8.07191	8.19231	1.00000	7.49404	1.17196	65.66124	8.46953	1130.02613	24.08312	10.31749	65.60438	2.89317	6.95165	-97.50417	9.46611
14.67751	8.67519	6.93842		7.80101	0.00000	9.44757	0.18756	65.89405	5.46503	1180.22359	67.15984	8.34850	40.10774	18.98767	9.74068	-60.94228	5.32538
10.10649	6.13006	8.67598	8.82131	8.50040	0.00000	9.09140	0.87901	32.90431	4.66462	1182.11707	18.99219	10.03981	49.53610	-0.30232	11.69574	76.35484	6.62784
6.46838	9.08209	11.49802	10.09670	7.40976	1.00000	8.73509	2.01470	33.88545	10.56766	1076.21160	75.00524	10.90380	80.52928	13.43004	7.88862	-73.26022	9.06327
-31.4488	9.65515	10.68160	7.28994	7.07204	1.00000	9.67284	0.70945	56.74052	7.41943	1075.57708	42.28140	9.84917	50.49187	6.78861	5.70339	-60.93173	8.93487
32.05971	8.44102	9.64771	7.70490	8.34646	1.00000	7.56815	0.05341	51.35935	12.10365	1078.84745	45.24836	3.54215	44.76068	17.37900	6.82239	34.8732	6.79144
41.84364	6.94984	8.59559	5.49667	5.79866	0.00000	8.46494	0.13602	43.72587	5.07443	1133.15712	53.25725	7.82063	52.24259	2.87216	7.38654	-87.71255	10.58184
-4.5833	9.35637	10.47211	8.20053	7.43867	0.00000	7.03160	0.27270	57.70254	7.69818	1188.66322	10.58083	8.71628	66.88189	24.15425	8.14439	15.16554	5.49521
31.64615	9.56227	6.65581	7.73365	7.73425	1.00000	7.22148	0.06051	53.23064	9.73763	1188.83708	36.33709	5.55029	33.97240	9.56955	11.06610	120.74221	6.59048
55.8736	8.22633	9.83847	6.26504	7.00055	1.00000	8.47654	0.12056	67.14365	7.26967	1141.05233	61.43723	7.44369	48.97652	15.26509	3.85166	85.4265	8.59341
26.76628	8.02131	7.34528	8.76018	8.79052	0.00000	7.07645	0.10704	63.21200	4.60473	1119.85526	52.32423	7.24312	49.55326	9.32738	9.43912	83.36889	5.24572
36.92574	7.86048	7.63924	9.88491	7.69856	0.00000	7.70905	0.24853	52.44871	7.17487	1055.90919	32.48550	8.55657	63.72948	7.62773	10.71534	14.72443	7.72796
35.85	6.39064	10.12232	7.34821	7.57415	0.00000	6.63511	2.65558	90.35855	8.78356	1186.34149	30.93123	11.18810	56.03911	11.38410	6.53932	117.7	7.68717
-10.90889	8.65226	9.70251	7.86749	8.78034	1.00000	8.27421	0.67851	56.20576	9.10234	1187.40820	79.97964	9.73177	57.21252	-3.46706	5.37465	-37.03861	9.36733
33.45122	7.63558	8.02255	6.75618	8.38815	1.00000	5.59532	0.74012	56.00175	7.67599	1186.74073	56.26409	9.81412	49.84413	15.73097	7.02085	-86.99666	9.09593
11.85	8.76339	6.34754	9.52465	6.98231	1.00000	10.07188	0.06138	58.99720	10.67913	1112.39855	45.48874	6.56561	47.57404	8.38953	10.85201	38.01667	8.86942
40.60538	5.99767	8.49656	10.47787	7.93117	0.00000	8.69164	0.32246	32.49433	6.45612	1157.25095	26.10536	8.98519	50.24302	31.95003	9.58517	-73.75513	8.26346
49.03685	9.26967	10.05116	6.46785	6.21936	1.00000	8.84429	0.83440	79.91517	11.65539	1190.63283	58.87250	9.99904	42.33600	20.21030	7.89519	8.70745	10.39974
53.95278	8.82357	7.10317	3.76884	6.10744	0.00000	10.04641	0.85504	55.61266	5.63747	1062.38133	38.99039	10.04111	37.58601	29.91204	8.97992	32.86389	8.47158
36.46917	7.17156	10.76582	6.83695	7.44754	0.00000	7.68795	0.53250	26.58322	8.13250	1181.02232	33.12915	9.47479	69.84316	-8.72184	6.18996	10.78222	8.59188
14.37395	7.20956	5.98911	8.81309	9.11424	0.00000	8.79221	0.58042	42.17837	5.12116	1149.95300	29.33441	9.58724	50.62669	17.69250	5.89406	100.48528	11.66402
45.78071	8.98222	6.30778	5.91863	7.31186	1.00000	8.33998	0.81881	74.39696	9.48305	1104.29602	51.27219	9.92146	73.43241	6.83515	7.37791	12.84052	6.78106
25.49043	7.34946	6.81294	6.84605	8.05821	1.00000	6.97728	0.08266	36.85829	10.61624	1100.71297	48.45570	6.48671	61.70178	19.41699	7.20920	85.94001	5.94704
-3.5403	7.50588	9.85623	6.97026	10.50695	1.00000	7.78047	0.54687	72.07104	10.73510	1075.07255	45.26313	9.54214	54.62373	14.97220	7.95671	118.9707	9.33235
29.69221	7.56710	7.47951	7.58335	8.86025	1.00000	7.85090	0.06159	63.50799	10.79279	1071.46598	28.84550	4.08831	44.83806	-4.65670	9.61380	72.54566	6.38563
32.50611	7.41731	6.05911	5.68958	7.44173	1.00000	8.13029	0.15035	53.45612	8.90946	1143.17623	50.14797	7.52082	64.51891	30.57175	8.49874	120.14278	5.89596
3.27833	7.27856	11.74894	6.03432	8.19488	1.00000	8.01460	0.86717	19.71152	10.68824	1161.68002	44.36375	9.97610	31.10517	14.46656	8.63218	32.88667	9.56803
42.819	9.17002	8.90390	4.15064	8.93319	1.00000	8.37183	0.15483	53.58747	10.03007	1095.70366	43.37395	8.00193	59.07723	16.21431	7.58286	47.1192	9.79985
