PAHs	Pb	PM10	O3	C2H3NO5	TEMP	H2CO	PRES	CH4	CFCs	SO2	warning	latitude	CO	PM2.5	NOx	NH3	longitude
7.40197	28.68590	6.62112	7.44243	2.89830	6.56224	51.30505	1125.70831	6.28997	75.78888	8.68945	0.00000	45.53929	11.13774	8.45419	6.90789	9.94854	-122.38731
7.68606	27.08444	6.22133	6.30313	2.31855	-3.68560	54.04633	1198.22432	5.82600	66.81239	6.25095	1.00000	13.51825	6.99395	3.78691	9.80262	4.52845	99.95469
9.10649	49.17861	8.21922	9.79542	5.26707	6.88433	62.58700	1106.28959	7.96383	78.79531	6.19099	0.00000	34.09668	5.75409	8.57987	7.70245	8.11353	-117.71978
7.91784	41.44564	7.07290	8.65088	2.57534	-3.65621	40.24819	1063.80407	5.44882	72.39274	7.33820	0.00000	53.81667	6.53957	5.55594	7.53688	4.31818	-3.05
10.05979	53.26612	7.75751	7.11728	4.04857	18.94320	33.75211	1084.45915	7.37387	68.79364	6.82359	1.00000	29.53885	11.26317	7.02983	9.99984	6.32647	-95.44744
8.73941	36.62298	6.67349	9.46803	2.89441	2.85065	31.67119	1174.20511	5.92780	77.00734	5.12684	0.00000	29.53885	6.69747	10.57438	3.22697	4.40066	-95.44744
8.17716	48.05863	7.93178	9.28774	5.21553	12.39500	36.01725	1132.46107	5.85356	81.33404	7.66263	0.00000	40.66482	6.70907	5.44273	6.19145	6.06352	122.22833
8.22974	36.81253	6.95124	6.49405	2.07454	32.48709	35.77293	1193.89154	6.07847	69.83698	8.08554	1.00000	50.72043	8.49324	8.50483	10.34801	9.42748	11.34046
8.45682	55.17420	7.91204	9.15781	3.75226	12.75904	31.75875	1094.97513	5.54554	81.42343	9.03307	1.00000	16.455	8.60964	9.79271	7.81261	3.58250	120.5875
7.19633	61.14982	6.37309	8.31277	1.22151	16.77118	38.66256	1127.90056	8.08795	69.12603	7.03876	1.00000	20.88098	11.27558	10.75477	10.56940	3.45431	75.11937
9.62618	49.46166	7.71961	5.81756	3.97912	12.36480	65.26012	1104.67016	7.74791	78.89016	5.84702	1.00000	48.52961	8.92414	5.82608	8.80775	6.13280	12.16179
7.92972	71.55101	7.07820	8.07151	2.68523	13.46831	53.13892	1165.92061	6.29446	58.23662	8.77210	1.00000	-31.25033	9.34520	10.27469	8.41944	4.83202	-61.4867
7.69801	48.59439	8.56591	10.41189	7.16689	5.60434	51.42510	1125.61740	8.26116	73.90718	6.07456	0.00000	47.64995	2.97500	7.11220	5.38089	7.38355	-117.23991
8.52887	41.31947	9.51469	6.34799	16.51798	18.88258	42.29850	1085.13844	8.61835	55.56142	8.77574	1.00000	57.14369	11.41849	8.83613	9.96816	6.72053	-2.09814
8.29567	44.98786	7.08089	5.56063	2.77090	12.76292	33.92588	1190.73150	8.06819	75.01706	7.53952	1.00000	20.22816	8.97173	5.93440	10.09861	5.89529	-103.5687
7.60340	60.84374	7.74321	7.35758	4.30738	-1.34958	67.19722	1081.82469	8.12045	86.12459	7.37462	0.00000	41.29444	10.88066	9.44066	7.14240	8.20650	69.67639
9.16049	36.01694	8.06485	6.86904	4.79286	14.74607	61.69657	1053.85999	7.62643	53.20642	7.61243	0.00000	40.57788	6.64358	8.87313	5.64192	5.57949	-73.95958
8.61936	38.19533	6.28897	9.73559	0.68338	23.34619	55.64932	1191.02130	7.72782	72.19684	9.19313	0.00000	54.39304	7.34807	5.10943	4.95881	7.49722	53.26023
4.53306	42.51344	6.94733	9.72951	2.27636	24.80302	33.98325	1050.96542	5.92777	66.90987	7.90149	0.00000	-28.44917	9.04780	8.35610	6.15317	10.50617	-52.2
9.56452	37.69941	6.78570	4.17284	3.17464	18.45683	24.21874	1064.85716	6.77066	84.10561	6.56534	1.00000	48.43174	8.02450	5.05653	7.44949	5.83542	17.8031
5.82290	23.81785	7.74068	6.60712	4.85442	3.09647	41.12236	1132.96452	7.74102	72.07596	7.45071	1.00000	38.55632	8.20621	5.63877	9.33549	4.52384	69.01354
4.98723	45.92050	7.16764	10.24339	2.96474	7.53702	43.81648	1198.44804	7.01394	72.93209	7.80554	0.00000	20.88098	8.41269	9.42798	5.93930	7.36870	75.11937
8.92891	46.45272	8.49038	8.57007	6.78776	11.61592	35.35456	1155.03476	8.37207	68.86211	7.76020	1.00000	26.2649	8.63094	8.97320	8.87861	5.60806	81.54855
7.66175	53.35246	9.29658	8.17303	12.79533	25.78414	32.13665	1116.79363	6.42782	61.27784	8.23160	0.00000	35.25064	9.99093	10.16166	5.93800	6.87310	-91.73625
10.93824	40.46950	7.09109	6.93960	2.57911	7.07744	50.08791	1121.97357	7.98882	68.49480	7.41550	1.00000	-22.97056	7.68313	7.47108	6.96968	8.40665	-46.99583
8.96145	36.00939	7.96345	11.00275	4.95025	3.77725	62.13116	1120.17627	8.64218	60.94450	6.67982	1.00000	41.55815	9.63025	8.87178	6.97500	4.63767	-73.0515
6.82157	51.05755	7.64415	8.09740	3.66375	-0.70494	43.56039	1106.89844	5.83439	69.37752	6.91410	1.00000	58.1908	8.04567	8.32676	10.44379	7.23395	40.17171
9.16803	47.85033	6.66551	8.15156	2.72846	20.13037	46.51465	1195.73331	7.28664	79.22323	7.28494	0.00000	45.51667	7.71572	6.00455	6.47894	5.10720	4.86667
3.41632	41.22296	7.60888	6.76731	4.29784	3.06191	44.54438	1088.19346	7.48195	69.29988	8.75705	0.00000	39.43534	13.60314	6.54502	11.59844	11.34309	-84.20299
9.71655	46.77767	6.94578	7.35734	3.07493	10.01014	44.18011	1057.05363	7.96724	73.30970	7.45597	0.00000	-21.205	6.53997	6.80697	6.58397	5.36831	-41.88778
10.78239	33.18337	7.50595	9.65928	4.07137	19.25193	36.92372	1161.54111	7.20577	76.87372	8.11328	1.00000	14.62072	8.29101	8.04888	4.65032	6.84142	74.83554
8.57753	30.09497	6.93465	7.66524	2.42272	12.68165	26.00242	1171.62104	6.21909	74.05004	8.13086	1.00000	26.11527	8.49291	10.00359	10.51414	5.45003	86.59509
11.42583	44.78952	7.83580	11.40207	4.53705	14.30646	12.19270	1195.00034	6.90754	72.87598	9.06846	1.00000	51.955	6.78340	7.37805	6.15047	5.44371	5.22778
9.46943	44.16009	8.32412	6.37350		26.21752	37.24908	1116.87942	8.54598	72.05042	7.70005	1.00000	50.80019	8.76389	3.80246	8.79261	5.91641	7.20769
6.46173	37.03694	7.62150	7.55703	3.92260	7.67484	28.23089	1065.34209	7.31160	62.37732	6.54926	1.00000	46.23899	7.53596	7.78014	9.32820	8.05533	-63.13414
7.72848	53.01718	7.70208	8.53980	3.78504	7.99920	46.61983	1143.39063	7.87350	70.05657	7.26939	0.00000	33.98154	4.17426	6.81534	6.89404	4.00633	-81.23621
7.85449	10.24626	7.37350	8.41544	3.01797	35.71320	31.14316	1184.53960	7.11593	61.60256	7.13624	0.00000	41.1053	4.90262	6.10917	6.93463	4.02887	-7.32097
6.42113	62.92048	7.52250	9.24568	3.62208	33.84404	48.99122	1199.86985	6.70599	94.57579	8.01201	0.00000	-27.50578	11.33091	9.09212	6.44483	9.39975	153.10236
10.49399	31.55612	6.70006	6.16434	2.69976	4.68113	39.31989	1101.83174	7.74140	67.65605	6.82721	1.00000	12.74409	8.18811	5.75420	7.11397	6.76279	-8.07257
1.64749	52.11649	5.97277	7.41805	0.66615	18.86906	67.80311	1174.95046	5.74146	54.32333	7.34603	0.00000	-28.81833	12.41527	5.83813	9.37014	14.68809	-52.51028
7.38925	33.74315	8.74829	7.79173	8.02436	26.81579	66.87515	1069.53385	5.60031	71.82362	8.29232	0.00000	13.51825	5.50297	5.04225	9.06155	6.31725	99.95469
7.41716	43.21229	7.90857	6.43607	5.03387	22.18948	23.79397	1056.18799	8.14035	68.22122	7.30228	1.00000	34.65918	10.02960	10.73756	11.71611	6.98088	109.22921
9.88219	45.55111	6.87905	9.98348	2.38818	20.62001	54.85799	1069.50967	7.65204	78.39276	6.81037	1.00000	37.56667	9.42895	10.20488	8.04231	2.49615	140.11667
9.44215	56.75787	6.10147	9.67504	2.72772	19.73316	39.68690	1165.10400	6.33451	73.15722	8.20088	0.00000	9.92787	5.90743	10.73867	3.30386	5.84057	-84.13722
8.50976	38.66425	6.63658	9.44141	2.50330	12.90216	30.30019	1163.29223	7.79810	66.76516	7.03831	0.00000	34.21639	5.50185	7.65034	8.06149	6.94587	-119.0376
8.77615	50.30612	6.22241	11.34997	1.94084	10.50151	47.49230	1078.72735	8.24448	81.72368	7.52380	0.00000	48.43174	8.06466	12.57581	2.14071	3.84116	17.8031
8.23659	63.48394	7.36837	7.31594	3.71575	11.46405	26.30578	1051.47307	7.67691	63.34015	7.24972	1.00000	-8.73508	9.92044	9.77970	10.07248	6.85365	24.99798
7.66542	27.30823	8.39273	8.66231	6.02429	6.87540	35.11407	1172.32851	8.45719	84.30226	7.35294	1.00000	-8.43333	10.23912	10.54073	10.03497	4.06664	114.33333
9.61194	40.70881	6.31704	6.22167	1.59014	-10.31684	50.66920	1126.90056	7.92443	57.19418	8.47847	1.00000	49.68369	9.67375	5.94321	8.94221	6.30598	8.61839
3.50689	41.37182	8.45865	5.59220	6.11639	21.71822	61.35284	1080.51574	7.18262	70.80794	6.08837	1.00000	48.8449	10.33356	4.85529	12.15621	2.51949	17.22635
11.11558	46.42869	6.67609	9.74103	3.21229	18.13918	57.44485	1152.18589	9.66977	62.57001	10.01552	1.00000	31.82539	8.23854	9.42141	6.57759	4.88963	72.54064
7.19576	40.53477	5.74966	9.89903	1.48803	30.52391	54.92966	1155.17977	7.61899	61.11928	7.92335	1.00000	45.47885	10.62185	8.72302	8.21011	4.10912	133.42825
4.12759	27.92288	7.07644	8.99317	2.82003	9.11168	43.44838	1061.51520	6.39132	66.28489	7.67575	0.00000	17.94979	9.65587		9.32698	10.04630	-94.91386
8.03813	28.95245	7.78338	10.59915	3.93066	24.30638	41.41859	1147.86189	8.27623	67.17431	7.96400	1.00000	23.5654	10.28665	9.84751	10.41261	4.13287	119.58627
8.24904	15.72686	8.38607	10.47840	5.86893	18.80814	56.53586	1117.92821	6.91077	71.02850	9.21297	1.00000	40.37528	10.03367	7.19337	7.87279	9.58836	28.88222
8.17869	58.67906	7.03682	8.85428	2.71357	18.18181	65.88044	1057.98727	7.26657	74.80309	5.98542	1.00000	45.75279	10.31851	9.58202		5.77152	130.57211
8.88590	20.04954	6.13795	8.62017	2.40777	5.88195	68.33626	1130.07773	7.07499	64.48819	8.83950	1.00000	42.50729	8.88270	9.21956	9.62300	5.43835	1.53414
5.89764	41.99013	7.10795	6.83080	3.37806	8.11075	47.82299	1108.51846	7.89444	84.05366	7.85880	0.00000	10.10649	10.28028	7.67606	8.00250	10.37234	76.35484
7.61555	42.89523	7.06345	6.77087	2.18556	18.88758	72.53663	1175.67972	7.87176	77.97748	7.79146	0.00000	36.61033	10.66159	8.94743	7.34609	8.16676	-88.31476
8.14504	34.19255	7.45505	9.99039	3.60482	18.51763	60.67231	1192.91161	7.58640	71.47011	5.88697	0.00000	35.21222	6.08098	4.82449	5.24642	8.27718	2.31889
9.91046	41.71568	6.45696	7.89145	2.54511	11.21353	63.65408	1166.69832	6.99399	81.23649	8.15058	0.00000	19.32932	10.65422	4.59654	5.41362	5.74695	-98.1664
8.25228	44.27731	7.56693	9.42383	3.31963	23.36153	57.94107	1152.59346	10.25557	59.01593	6.59570	1.00000	34.14251	9.10903	7.82837	8.36586	8.29337	-118.25508
5.83460	31.87318	7.77893	4.31835	3.48331	10.54331	60.33394	1055.24384	6.02909	65.86758	8.25775	1.00000	49.68369	6.04883	2.38962	7.83727	4.24419	8.61839
8.86764	42.00482	9.21128	7.14837	11.69831	2.93765	57.82535	1050.03570	6.07063	66.32520	6.39003	1.00000	41.91738	8.84367	9.61178	7.74408	7.74730	3.1631
9.36023	24.63605	5.32710	7.81580	1.84570	2.35638	31.78505	1126.63637	9.20124	71.41572	9.32659	1.00000	-21.41222	7.66099	8.70899	9.50618	7.33290	-42.19667
9.52259	42.23460	7.03245	9.00764	3.03027	25.02341	49.69699	1187.94655	7.09666	56.10288	7.39567	1.00000	-31.25033	10.10046	10.36649	8.33328	3.20884	-61.4867
5.57126	40.87880	5.48601	6.00493	1.85000	9.54948	63.74000	1108.44302	7.61404	66.80504	8.44937	1.00000	16.0567	8.04141	8.22838	11.01221	8.90825	103.65309
8.78925	44.70757	8.28708	7.29314	6.32575	3.30677	62.87353	1161.59827	10.38975	53.87193	6.84567	1.00000	38.96667	7.46697	8.57322	9.72382	5.39502	-0.18333
8.87990	38.80109	7.03362	10.66403	2.25581	-8.74412	47.17652	1191.88972	7.67777	71.43885	9.20951	0.00000	41.80753	6.65628	7.25507	6.74367	9.70916	-87.65644
8.10578	43.51398	8.32585	8.41928	5.61661	11.85784	35.66039	1190.62329	7.58237	78.93230	6.07366	1.00000	-19.65	7.33791	7.43237	8.17484	7.32828	47.31667
7.67145	54.91115	7.57195	8.21088	3.12142	22.61850	28.83354	1100.56944	7.70276	73.67086	7.00677	1.00000	9.57046	8.35919	9.21706	9.63193	4.85560	76.32756
7.24859	53.84944	6.17818	5.15389	2.68495	7.02479	39.55584	1168.70722	8.00300	84.38582	9.62369	1.00000	40.93121	9.59083	6.02134	8.96483	5.13024	-73.89875
9.95795	44.06463	5.35445	5.94736	2.01177	7.99027	62.82755	1068.73763	7.86548	79.48888	7.44468	1.00000	-25.42778	10.93281	5.99998	9.22846	5.71878	-49.27306
5.09241	33.84160	6.72742	9.58299	2.24576	34.85209	37.76222	1145.79004	5.46339	71.89287	7.90872	1.00000	40.24537	11.73644	8.45410	9.22487	7.10900	-75.64963
9.18980	39.94005	6.36178	7.84324	1.47664	-0.26039	42.11192	1194.58320	8.81070		8.34191	1.00000	26.44931	9.36630	6.85360	10.02730	6.57241	91.61356
8.82850	44.96238	8.05917	8.88858	3.74396	13.77888	33.83286	1052.50166	8.02834	61.33488	8.37479	0.00000	-22.97056	7.30275	5.16231	5.23691	6.65826	-46.99583
7.70341	48.99283	7.04454	8.75270	2.76194	16.35941	63.44937	1078.80856	8.14132	74.45899	6.69893	1.00000	41.57439	11.92690	10.40848	7.10018	3.86676	24.71204
9.13410	50.11625	7.74201	8.72333	4.18551	0.02335	62.21309	1184.08660	6.56720	58.00562	7.84040	0.00000	-33.75881	4.54256	7.21253	5.77173	7.06385	150.99292
4.42643	74.22732	8.01035	10.76397	4.26289	22.83517	39.20988	1130.92576	6.86458	68.83481	6.81278	0.00000	50.82709	5.22225	8.27709	5.96477	9.50336	6.9747
7.67743	65.95576	7.25141	4.13258	3.33452	15.70221	37.81140	1125.99222	7.72409	72.10886	7.94664	1.00000	4.92675	8.07614	4.41461	8.32455	5.20468	6.26764
5.78395	38.86029	7.51630	10.42421	2.66049	18.84662	27.50405	1151.42087	8.49917	80.99149	8.81528	0.00000	57.47908	6.99256	8.67879	5.20634	8.77696	-4.22398
8.01673	38.32587	6.98472	9.12198	2.55879	-2.50870	52.45857	1079.14934	7.11488		6.41405	0.00000	10.20898	5.79091	4.66590	5.30669	5.91892	123.758
8.63966	51.92136	8.83314	8.67710	9.57663	9.31100	46.48932	1159.72563	8.21291	60.26868	7.55458	1.00000	25.80565	6.75978	6.92321	7.34755	8.17894	68.49143
7.22165	7.65426	9.45216	8.13433	15.99019	12.79190	49.63747	1175.51592	8.50546	78.01824	8.90041	1.00000	44.80477	7.98457	7.68455	8.53506	8.38665	-0.59543
8.33062	24.51766	6.10411	7.25749	2.02600	1.58904	40.26391	1129.10562	8.26161	69.21160	7.11236	1.00000	30.76468	8.55166	7.49666	7.48602	11.30899	74.12286
10.38457	47.66137	5.96674	9.37661	2.39109	12.70605	30.15226	1151.60418	7.69272	78.27831	8.23631	1.00000	53.81667	9.19350	9.26013	6.83282	5.82819	-3.05
5.65101	28.79726	6.43579	5.18419	2.11706	20.41200	33.76541	1148.99533	8.51549	78.19495	6.09379	1.00000	33.98154	8.20598	5.96461	10.10985	5.19563	-81.23621
8.76303	25.31152	6.87981	8.11729	2.91466	9.69704	43.88710	1066.88398	9.04831	72.05397	8.26044	1.00000	53.81667	8.50446	8.84193	8.57432	7.08874	-3.05
9.32536	50.72151	6.76678	7.36527	1.71925	30.46235	49.57635	1117.41545	8.00673		6.36539	0.00000	26.2173	8.25579	5.05875	5.51788	4.36192	-80.22588
9.82047	38.97584	5.97539	11.37504	2.36926	22.00275	65.51466	1178.58049	6.40918	67.93856	7.45427	1.00000	42.28639	9.54625	8.51989	5.59784	3.74194	18.84
5.16088	55.42961	7.24822	9.41429	4.18195	15.49360	65.00551	1152.73564	6.98485	63.64198	6.73354	0.00000	-16.25	11.89726	8.80437	7.92785	9.28459	-69.08333
12.66739	41.48430	7.09437	5.90929	2.01406	3.93484	59.51118	1083.84998	8.79082	84.71995	6.28849	1.00000	-32.05251	6.13534	6.56031	6.40187	8.64601	115.88782
3.12954	58.04547	8.54431	9.54309	7.09924	23.34345	51.73000	1088.69042	8.08614	87.43580	6.22487	0.00000	25.87498	9.49101	7.26838	7.75818	11.83940	86.59611
9.48889	43.93357	7.30455	6.04055	2.72597	18.89343	40.13602	1082.00901	5.96528	70.67598	6.41627	1.00000	19.04222	10.96739	6.33792	8.81055	6.07686	-98.11889
8.14711	48.57894	7.01501	8.32354	2.94096	28.32772	52.35003	1135.75510	6.83669	78.98146	9.17887	1.00000	40.67705	10.43250	9.07871	9.88365	6.48446	-73.89125
6.76406	40.95618	6.30502	5.82671	2.86094	-1.21209	51.44676	1196.63530	7.50185	60.53234	8.77582	1.00000	23.0072	8.50388	5.10611	9.28696	4.89037	-82.4017
8.78648	35.64592	8.32304	5.78552	5.50600	14.69244	39.28283	1173.68819	9.78710	84.63112	7.53846	1.00000	38.72706	8.83500	4.52463	10.06796	5.31547	-9.24671
9.34150	66.00647	6.47775	6.04254	2.70103	21.95584	45.23183	1191.62146	8.03183	71.80450	9.59369	1.00000	-34.64167	7.50982	9.81899	10.25310	5.26128	-60.47389
5.94496	38.20090	7.83628	9.28061	4.69277	20.80576	55.92023	1072.04172	6.68111	73.51447	8.54943	0.00000	23.15678	3.11907	5.39897	8.04104	3.00212	-81.24441
8.10429	45.51599	8.31758	10.33866	6.44763	10.54189	48.95009	1146.83773	7.47942	69.43744	9.22769	1.00000	26.18924	9.38966	7.31684	6.33773	6.13443	-98.15529
8.93849	51.99146	7.37826	6.64948	3.28339	31.13015	63.08661	1050.93647	8.31211	62.58167	6.61241	1.00000	43.96222	9.88606	4.32944	10.25402	5.50211	43.63417
9.22731	51.01449	9.10772	5.55065	11.37721	23.82421	69.86983	1133.92130	5.80430	66.18701	7.82279	1.00000	39.72943	7.05538	6.26461	7.11465	6.96187	-104.83192
10.18350	37.05842	5.91658	7.67223	2.18339	19.00474	39.09966	1131.84536	8.01698	80.78392	6.73690	1.00000	34.25807	6.93129	7.90939	7.16358	7.79490	-88.70464
8.97526	37.90425	7.74657	7.84464	3.27079	11.45506	58.24298	1157.55210	8.07992	64.74349	8.25311	1.00000	45.78071	9.21737	9.03342	9.20551	7.25143	12.84052
10.55728	36.86148	7.60038	8.40801	4.55962	24.74404	39.12966	1111.12748	7.29415	70.71673	5.80264	1.00000	40.37528	8.51070	9.21383	7.32663	5.99354	28.88222
6.08272	34.64505	7.83352	8.28196	4.49207	9.94757	40.67866	1164.19409	7.37519	69.04827	6.25970	1.00000	-34.64966	9.15561	8.68441	6.17702	8.94327	-58.38341
9.60555	63.41228	7.67138	8.81109	4.39155	14.77538	37.30890	1063.10589	8.13421	62.51724	8.18379	0.00000	53.53041	6.94547	4.80494	3.94771	8.38358	43.67663
9.80159	13.97700	6.74370	7.71585	1.93494	12.22340	66.47302	1064.01588	8.41718	68.15703	7.59026	0.00000	32.44874	7.53693	5.92294	5.68560	5.96929	-99.73314
7.69865	55.70035	8.28182	10.71643	5.54719	27.03740	46.04536	1139.29894	7.03867	76.99436	6.80277	0.00000	33.50921	5.24803	5.43209	4.87773	7.80612	-111.89903
7.27759	48.97245	6.35406	8.15902	1.61105	29.48778	54.16299	1089.44069	7.94240	76.71988	9.29270	1.00000	37.1759	10.42952	10.17176	8.43321	5.00720	128.9889
7.46104	45.83270	7.75611	8.63018	4.61757	15.34986	50.53525	1130.56741	7.85848	86.21872	7.30938	0.00000	54.58048	6.21493	3.99830	5.74080	3.99829	16.86194
8.33371	30.17716	5.47903	7.16836	2.24362	3.28340	61.52131	1131.24841	6.45807	63.47301	7.00189	1.00000	26.2173	8.91685	5.65761	9.60989	5.14591	-80.22588
8.73225	33.46433	6.66943	10.16346	1.90716	17.55886	37.42938	1076.94245	7.76503	66.38609	7.60471	1.00000	27.0174	9.31220	9.72462	9.22011	2.28805	49.62251
6.37193	37.90851	8.78097	4.81142	8.35698	5.43212	51.67031	1099.60237	8.39022	75.36649	8.26208	1.00000	45.73333	8.68564	6.10433	8.76651	5.80274	4.91667
9.46844	27.31190	7.00684	9.21869	3.28189	28.19926	73.30929	1190.45406	8.23142	74.86734	8.25741	1.00000	48.90982	8.39212	8.32522	8.06820	3.11585	2.45012
4.98945	33.62342	8.27979	6.46125	4.90777	-2.56568	62.13460	1157.17918	8.83022	50.94982	7.47035	1.00000	40.55851	9.61727	8.77313	12.19896	6.09360	17.80774
10.70371	25.49206	6.91289	10.37662	2.02016	17.26743	33.68334	1052.52082	5.34685	62.17973	8.49972	1.00000	36.21544	9.48274	8.92147	6.91148	5.66667	65.93249
5.50186	19.87983	5.58956	9.02852	2.61951	16.02550	51.68252	1053.96924	8.30690	68.11733	6.99308	0.00000	9.58126	9.08590	8.22297	5.73220	9.80042	8.2926
7.77604	49.24111	4.23684	8.00931	1.06308	22.65416	52.46038	1197.53845	5.96910	75.52838	8.06147	1.00000	19.30157	6.93750	7.71791	8.76258	6.92753	72.85107
9.73274	51.81309	8.72392	7.47213	9.16107	15.82791	40.86564	1068.13002	8.13789	59.30230	7.23728	0.00000	30.5427	6.02802	6.23385	5.28198	5.72702	-97.54667
7.84932	45.55406	6.26156	10.23487	1.41922	15.00302	37.27948	1072.16663	6.33883	84.53826	7.76115	0.00000	34.85	5.36928	5.30986	5.15157	7.44356	117.33333
8.09856	18.41659	7.86297	8.89885	5.03832	13.78267	58.29485	1053.40866	5.61966	71.68505	7.73808	1.00000	5.4709	8.01242	7.42538	8.22788	8.10039	100.24529
8.09896	23.28169	7.41708	8.22305	3.14059	18.16338	41.69449	1074.16118	8.62411	70.99525	6.91328	1.00000	23.18	7.85055	7.89668	9.72163	9.47302	88.58
11.07352	55.11110	6.87444	8.52275	2.76059	13.10452	42.40357	1137.19379	6.63770	72.89233	7.89080	1.00000	39.43534	9.15343	9.97530	8.19945	4.59510	-84.20299
9.51150	59.04431	7.36882	7.13554	3.48194	8.39418	33.10930	1075.39150	7.86158	66.83354	8.35786	1.00000	41.1053	11.82308	8.03636	10.17819	6.75615	-7.32097
8.14767	64.65984	8.04105	11.86547	6.04665	22.14134	60.76002	1158.07562	6.37869	90.37807	7.51464	1.00000	52.09	10.81749	8.93076	5.75152	3.95454	5.23333
7.69953	41.82222	8.10098	7.18306	4.34019	16.03820	50.44906	1138.06447	8.67877	59.18344	5.41423	1.00000	41.91738	8.06235	8.11344	10.15670	6.57970	3.1631
7.30573	54.18885	6.33141	7.37011	1.36797	21.94749	54.95640	1100.06886	8.18565	84.09177	6.31018	1.00000	-10.91722	9.85664	8.34927	10.34907	8.69424	-37.65
6.06682		7.05538	5.95855	2.47675	6.24563	13.37949	1070.68283	8.24757	67.38244	7.66584	1.00000	39.46667	10.84225	4.43716	9.72422	3.64892	141.95
9.09386	50.30900	9.01334	9.96848	10.39833	19.04748	34.04797	1062.49658	7.96598	66.22677	7.70993	0.00000	26.91756	9.12317	7.36210	6.35305	8.05511	-82.07842
6.90873	38.02534	8.75957	6.36247	7.85611	16.14978	29.23823	1087.61962	5.96324	58.59517	8.01069	0.00000	51.955	10.16830	8.34848	7.28202	10.70025	5.22778
9.39739	42.19541	8.14574	8.64193	5.54588	11.25393	41.49829	1054.68255	6.68169	64.45338	7.17567	0.00000	53.49389	4.88897	5.79071	3.37907	7.66773	-1.29243
10.02185	39.56108	8.52131	8.49120	6.39987	19.76364	53.33179	1079.97354	8.48804	82.07923	6.80958	1.00000	22.88783	7.95224	8.34093	8.76714	5.80955	84.13864
6.87724	50.77752	6.52964	10.18826	1.23400	13.91711	37.93591	1136.73481	7.97449	61.01359	8.33990	0.00000	58.1908	2.97751	5.79049	6.03314	6.57137	40.17171
10.17736	69.13620	8.05580	5.81171	4.47551	27.23627	65.29206	1066.49900	6.80890	56.01814	7.91919	1.00000	11.85	7.82987	8.01037	7.13303	7.16995	38.01667
7.53045	62.78407	8.85700	5.36451	9.04287	11.75823	69.67463	1058.75389	6.84980	89.90864	9.26078	1.00000	-21.15	9.78265	4.67085	9.95993	4.24516	46.58333
8.63869	45.71119	7.05850	8.09962	2.02398	38.54890	28.45583	1087.07698	7.34425	70.02639	8.39800	0.00000	41.63976	5.74510	6.79266	7.29750	4.76867	2.35739
10.51253	67.97188		5.83667	4.19711	13.42472	36.27832	1052.57261	6.24185	53.95258	7.66602	1.00000	6.84019	10.42391	7.29882	9.51245	6.65923	79.87116
8.96210	34.59024	7.27940	6.11435	2.73844	17.42275	53.03441	1178.23157	7.37961	73.60734	7.82461	1.00000	-13.7804	8.06616	7.47544	7.59429	6.41891	34.4587
9.23168	47.05767	8.62523	11.87404	8.85409	29.13769	52.79152	1109.21463	5.81919	56.98542	8.41826	1.00000	37.31065	9.69482	9.92990	8.27265	2.18653	13.57661
7.68463	56.51311	8.60384	5.02407	7.69995	21.28481	49.37001	1119.56584	7.05916	87.37510	8.11898	1.00000	32.42067	8.64431	4.30271	8.39221	5.00863	-104.22884
9.32805	55.81979	9.65138	9.86901	18.58736	6.19334	72.75411	1108.23852	7.19960	78.32341	7.94174	1.00000	45.39402	8.97969	9.32605	6.66638	3.89602	9.29109
8.56472	16.47062	8.93973	7.41943	9.90461	23.55134	67.29370	1183.17253	6.90751	77.86651	9.94345	0.00000	55.54028	7.94779	6.28172	9.00144	2.92597	89.20083
6.99518	32.40851	7.36120	8.77165	3.11471	11.98753	79.01251	1197.08910	7.16752	59.67622	7.54595	1.00000	51.4781	7.48862	8.43755	9.38264	5.76599	57.3552
8.34540	36.19782	8.67539	8.69862	7.75183	9.43404	52.25239	1129.41777	7.59110	78.69246	7.19772		53.37596	6.12924	7.98322	9.77107	6.06366	51.3452
10.20399	40.16529	10.63844	5.78967	46.69972	19.81604	37.53482	1197.05225	9.84881	66.10501	7.06727	1.00000	2.2139	10.13054	7.09252	7.95419	7.06800	102.3278
7.97606	59.57156	7.05539	10.62080	3.14521	-0.66732	52.84097	1153.62450	6.79009	91.00451	8.12851	1.00000	40.56754	8.84196	8.55882	9.37789	5.36469	-89.64066
8.77821	39.18661	5.51338	9.44072	2.45125	14.18479	60.69455	1176.36576	6.91451	67.87975	6.22483	1.00000	53.81667	8.07705	8.41476	8.63207		-3.05
6.66688	52.70705	8.49353	8.33943	6.53031	22.17136	52.66452	1131.05353	5.13740	70.81828	6.42699	1.00000	16.455	10.67795	10.14521	9.82318	4.32154	120.5875
7.02305	29.76087	7.58318	6.79129	3.30237	23.33384	52.68975	1122.74214	7.65084	92.60450	8.33123	0.00000	42.50729	6.82178	7.81250	6.16317	7.64443	1.53414
7.57725	46.88287	7.21464	9.91821	2.91929	18.45887	54.74945	1089.79773	6.98021	70.29406	9.80635	1.00000	31.39547	9.93530	11.27324	10.12443	7.71066	34.75699
8.08328	35.15351	9.50810	4.95685	14.83060	16.83996	40.19751	1055.15475	5.91369	67.60990	8.25176	1.00000	44.80477	10.49582	5.40790	9.09983	5.28651	-0.59543
