NOx	Pb	TEMP	CH4	CFCs	longitude	PRES	NH3	CO	PAHs	O3	C2H3NO5	latitude	H2CO	SO2	warning	PM2.5	PM10
7.61317	85.26669	14.47615	9.13964	43.26422	2.25	1175.94217	8.79555	8.85096	10.05317	9.04920	0.15118	50.75	53.60268	9.13459	1.00000	8.86779	6.74133
8.64818	55.01941	7.65000	7.44497	60.17255	38.02486	1150.74426	8.90991	8.74965	8.78657	6.54832	0.09392	55.64776	45.99843	9.88324	1.00000	7.93410	5.47222
8.89826	62.00940	14.83360	7.41914	45.02275	18.30056	1063.50019	11.11842	9.00322	6.82369	7.79503		50.5107	57.45221	6.26877	1.00000	8.74719	6.81262
8.63533	50.99417	12.44982	9.63803	63.26576	-76.70944	1183.06546	7.78833	9.09855	5.23321	7.05389	0.17073	-11.94306	64.49971	8.00467	1.00000	7.83477	7.12800
8.68232	66.08737	10.38204	3.57776	47.25507	-88.64235	1144.57201	10.89680	4.06185	9.43350	7.67428	0.26074	46.09273	28.75165	7.92180	1.00000	8.37947	8.10482
6.22992	35.74094	24.43091	9.09345	75.08255	6.51352	1113.89667	6.13698	8.77923	8.11188	9.75135	0.51570	51.19139	46.30352	6.44981	0.00000	7.63882	8.78409
6.60083	77.49496	32.03066	7.35804	48.29663	-72.47417	1120.60643	6.83739	9.30348	6.89400	8.82297	1.21846	7.83389	60.04069	7.27422	0.00000	7.89220	9.92538
8.45606	60.67112	1.09250	6.96604	52.50978	-97.54667	1066.11211	6.97816	7.95287	3.51788	7.17842	0.12194	30.5427	46.43088	7.21543	1.00000	6.84129	3.36317
8.91898	67.50240	23.92012	2.94680	43.39692	-76.78319	1163.43462	7.79409	9.64021	11.84628	7.51233	0.04016	18.00747	47.76269	8.01578	1.00000	7.87291	3.38580
8.13460	63.08315	5.41895	8.36900	32.34102	42.54536	1070.11297	9.84913	7.29054	9.42390	9.23200	0.34542	-0.35817	10.73217	8.50578	1.00000	9.07329	8.17896
6.92520	45.16311	9.95888	8.35742	42.02617	4.18333	1156.51082	8.31164	8.58499	6.93630	6.38422	0.24482	7.6	47.99166	8.98130	1.00000	9.35510	7.15241
7.94722	62.18014	11.48417	7.48236	57.69865	-117.79394	1066.79515	9.20510	9.64867	10.12396	9.66469	0.15627	33.76446	63.58421	8.55477	1.00000	9.11626	7.47163
8.22299	40.83707	7.68605	8.08549	58.37027	146.05093	1123.62337	6.94995	10.69692	6.82331	7.07116	0.58379	-34.28853	55.47647	10.00402	0.00000	7.49165	9.03205
5.78293	50.25619	11.04541	5.71762	50.77926	-76.99081	1147.10386	6.81074	7.57314	11.95875	8.74226	0.16019	38.96372	60.28172	8.81938	1.00000	9.33609	5.91623
6.94031	57.43062	7.74192	10.09169	42.45159	-1.5443	1067.01102	5.52956	10.17350	9.73646	7.72010	0.84065	50.75767	53.53647	8.70098	0.00000	8.58593	9.41127
9.71206	39.92302	-12.76792	7.59241	54.62326	153.10236	1176.91107	12.81333	8.86196	9.51570	6.90059	0.12386	-27.50578	48.19868	5.55074	1.00000	5.77615	6.61442
8.74821	42.92258	10.48941	10.00883	62.72671	5.74861	1128.42271	8.95987	8.24151	8.15925	12.03870	0.58342	52.71083	43.12711	8.41911	0.00000	7.79179	9.06541
8.55168	32.36249	9.36459	4.85673	61.47285	116.82887	1108.30424	10.34993	9.45071	7.81172	9.65331	0.12153	-1.26753	57.98622	6.98620	1.00000	7.32610	6.81538
5.64083	47.56110	8.36136	12.81508	49.09664	-80.22588	1093.88397	6.15057	6.70008	4.55266	4.42660	1.77604	26.2173	38.46879	6.98099	0.00000	7.25936	10.31326
7.72569	59.65913	3.93083	5.24979	63.32925	101.44167	1163.36980	7.47456	9.49197	9.15875	10.41056	0.09801	0.51667	53.67419	6.95766	1.00000	7.57131	5.78621
7.92548	58.24232	14.46169	3.61185	31.58577	-82.46148	1104.81429	12.03996	10.73460	8.56063	11.22297	0.21479	28.15112	32.15447	9.36580	1.00000	7.06268	7.73741
8.93598	35.32629	13.53146	4.05525	74.61463	-111.89903	1074.10693	8.35856	6.00652	7.65495	6.90213	0.05812	33.50921	37.96088	8.05490	1.00000	8.75708	4.59690
8.38060	55.20998	23.75867	8.97595	66.26209	151.07986	1067.56026	5.53673	10.56445	8.13137	9.57590	0.25679	-33.88096	35.01454	6.40718	0.00000	7.96524	7.67777
6.98707	55.08479	24.74267	8.34352		74.80555	1148.58496	5.55099	9.95419	7.07049	8.01476	0.50118	34.08565	51.93924	8.69803	0.00000	7.52237	8.86968
8.52135	45.23186	23.97560	6.54819	71.32075	-94.74049	1169.84270	10.37778	6.41061	8.58596	7.35342	0.24498	32.5007	40.82806	8.69008	1.00000	8.04523	7.86713
9.79241	52.91036	6.25672	4.19453	57.81470	47.1192	1139.85028	8.16027	10.34756	10.67981	10.55415	0.10469	42.819	59.49348	8.71197	1.00000	7.67320	6.11224
8.11536	61.98023	18.18398	5.72041	44.07841	21.32778	1089.81208	8.16878	6.84092	7.44145	6.84867	0.12311	42	72.77921	8.46587	1.00000	5.53946	6.32314
8.54382	59.53630	20.45025	10.71541	70.54767	8.55552	1091.42706	9.51467	8.02391	10.92247	6.02586	0.19609	40.72586	50.39836	7.99992	1.00000	9.26276	6.85124
9.01655	74.15684	26.05909	11.33397	37.37233	-75.11028	1124.56498	7.75412	8.06185	9.12101	9.37089	5.55822	-15.21194	67.31445	9.45497	0.00000	6.32305	11.45519
9.13221	52.72651	0.61693	6.43291	30.49956	-87.66561	1112.54550	7.08657	7.49187	7.45676	9.21232	0.08919	41.8542	48.63513	7.10584	1.00000	7.34956	4.80539
7.50687	72.77714	23.64521	10.75893	38.75716	-70.20749	1114.17249	9.60312	8.03942	9.73184	10.81714	1.94938	8.62261	58.60663	8.69250	0.00000	8.46180	10.39896
7.11431	69.77399	17.31016	7.40480	44.98711	-103.5687	1146.19940	6.56682	9.35850	10.36393	8.88651	0.09402	20.22816	38.86166	8.50933	1.00000	7.54218	6.00965
7.69073	36.61290	9.44024	7.31984	65.25111	98.19151	1142.30240	7.96886	12.39641	11.59516	9.58464	0.41863	14.0823	56.32726	9.86719	0.00000	9.38537	8.71018
7.34683	38.62905	15.25980	7.04917	38.98854	116.82887	1133.46897	12.14822	6.01616	7.01368	6.05335	0.15289	-1.26753	48.05785	8.95064	1.00000	8.45661	7.30248
7.34518	62.06991	-0.38753	7.29279	72.37574	19.27498	1050.66194	7.67342	8.99483	8.04939	6.52369	0.18130	50.20528	49.57204	8.11961	1.00000	6.62479	7.56137
6.72163	51.67570	6.00938	13.88850	46.03017	-93.75018	1102.76322	7.25102	7.51798	6.55343	5.41155	2.10729	32.52515	71.25636	10.69218	0.00000	8.50032	10.46829
6.40240	79.28486	17.04528	7.40828	52.69823	116.82887	1153.30708	8.47482	7.34781	9.40017	9.45970	0.15686	-1.26753	42.10239	9.12600	1.00000	8.38000	7.02670
9.46382	71.44754	9.28845	6.56970	49.34439	117.63083	1112.82741	9.35533	7.69429	6.64259	6.99797	0.11090	35.50056	61.91279	8.24026	1.00000	6.42064	5.44258
10.66443	52.32567	21.81695	8.15223	61.24058	-77.43532	1166.90693	11.12661	6.19017	4.99570	7.26138	0.15667	20.14298	85.10417	6.63172	1.00000	8.98645	7.27188
6.63589	54.23822	5.31905	6.16759	55.61515	4.74161	1056.14134	9.68197	5.46226	4.65934	3.98475	0.15449	7.62789	45.15965	9.76607	1.00000	8.02421	6.63070
8.61997	58.19171	3.63340	6.14037	73.37412	2.44892	1140.13805	6.14233	10.88998	6.46650	6.86867	0.15265	48.98693	62.67132	7.77185	0.00000	7.24016	7.23634
9.06870	45.90652	21.73897	6.32407	52.25813	117.81667	1091.69202	8.48986	7.08228	8.38217	8.54947	0.18982	36.81667	64.11658	9.47319	1.00000	6.72304	7.54311
8.69812	40.73496	24.22087	5.61080	31.96293	48.87498	1142.83207	7.99146	7.29630	7.62111	7.24568	0.09898	38.45598	58.69162	8.29617	1.00000	9.06059	4.41764
7.56947	56.18415	17.17617	4.20786	48.60492	122.8637	1095.27680	10.08586	9.40219	8.64092	7.56015	0.09075	9.3337	72.07589	7.76867	1.00000	8.62739	4.10835
8.57889	35.52974	17.80245	8.43279	22.84240	-82.42491	1064.53470	8.32374	9.77019	10.31815	10.12086	0.27031	42.97086	56.42949	7.31749	1.00000	7.89308	7.89217
8.22756	70.46616	17.66192	9.07481	31.36333	-42.98194	1079.27231	9.79688	9.57811	8.38674	6.53842	0.16304	-22.53722	51.72518	6.97285	1.00000	7.02885	6.04221
8.53436	47.01920	19.70757	6.34765	55.11375	136.51667	1127.27240	5.90594	9.28434	7.20027	5.59207	0.12144	35	44.08526	7.17901	1.00000	8.06217	5.97177
7.20351	52.58496	23.07136	6.30960	61.67570	122.20488	1115.42125	8.41684	5.84876	5.03102	6.77778	0.01225	29.98869	64.64981	6.38602	1.00000	5.64078	5.23391
8.38561	59.86236	16.57716	8.81530	56.63144	-83.55521	1114.35432	8.57309	8.91518	9.00482	11.43971	0.40213	41.66394	38.76579	8.95564	0.00000	8.35185	8.62438
9.24640	63.06723	-4.84896	7.76729	57.90054	38.02486	1116.96477	4.46077	9.10558	6.51648	7.66577	0.88391	55.64776	43.79056	8.30866	0.00000	7.81374	9.48359
8.10210	73.08276	1.47976	7.42799	71.93156	-70.20749	1057.71774	10.65214	8.60615	7.40043	9.87571	0.63045	8.62261	29.84575	7.04576	1.00000	7.01704	9.02272
6.67726	48.37508	20.22324		49.09756	-73.02841	1107.68484	9.90086	8.76901	7.26379	6.57751	0.80647	-36.9256	58.57149	9.31165	1.00000	7.42448	9.40720
7.58958	60.45184	16.50996	9.15837	44.70829	-53.13722	1171.55922	5.84541	9.68823	8.97082	8.89324	0.28159	-22.92306	64.75299	8.84491	0.00000	8.02122	8.44433
7.26177	46.32496	13.98775	5.95049	48.01701	136.84186	1098.58969	8.05853	9.01113	10.38162	6.47355	0.07695	34.4833	79.13477	7.35603	1.00000	9.03383	3.78575
8.80340	45.25600	24.50683	5.04547	53.49054	25.8191	1130.58481	10.33935	4.72531	6.48838	5.65604	0.12788	53.5942	69.50740	8.34166	1.00000	6.60264	7.08820
7.43051	63.21365	6.75852	4.10320	32.90210	-75.11028	1103.23862	10.78501	4.20707	6.71777	6.30666	0.12047	-15.21194	55.76508	8.47537	1.00000	8.28647	5.77695
7.92364	33.97022	18.90989	6.94011	61.97487	16.91667	1104.72471	10.62106	6.26560	6.50073	7.56965	0.05984	-21.98333	51.42611	8.38513	1.00000	7.39143	6.27126
8.95185	51.28608	3.62877	8.86806	63.54392	-103.5687	1169.77480	8.76444	7.88174	4.72585	5.67003	0.12976	20.22816	43.38683	8.40640	1.00000	8.09969	6.76842
8.44432	68.74816	4.54898	7.82563	69.49780	-80.38297	1095.61800	9.82235	6.28590	4.85112	6.65183	0.13974	42.8334	38.80520	7.08925	1.00000	9.95225	7.51315
8.42848	44.62536	12.73495	7.16682	65.70327	126.665	1110.78058	9.02777	7.76468	8.28496	7.30611	0.27533	36.6009	64.12383	6.68317	1.00000	6.63199	8.04595
8.40501	65.53906	11.38457	3.71643	45.06945	-76.43941	1102.58842	8.67955	4.96426	6.73055	7.86861	0.05242	39.33427	82.90575	7.25326	1.00000	7.34248	3.20384
7.35786	33.07789	32.92160	6.79021	80.61770	11.32903	1080.58031	9.43159	7.93854	7.06593	6.73373	0.11647	50.9803	22.55097	8.04544	1.00000	6.58546	7.01739
8.02283	43.05922	32.22278	8.46044	58.99477	79.41727	1130.89391	9.96015	7.79130	5.01254	5.19838	0.30882	12.25282	79.53850	9.80182	1.00000	9.39234	8.23216
7.27765	42.85610	29.19952	6.29074	41.22943	-156.47432	1091.01442	5.56552	11.68136	10.09125	8.97426	0.22860	20.88953	54.11837	7.08321	0.00000	6.85943	8.03345
8.26272	66.92285	5.52288	10.62936	74.43805	-8.07257	1146.15558	7.56099	9.12300	6.52636	5.80500	1.32282	12.74409	69.75147	7.58821	0.00000	8.11896	9.98365
7.40724	63.65232	8.18134	2.83743	46.45464	-5.55835	1058.60594	7.08522	7.72109	10.79951	4.69943	0.11490	42.64685	43.26698	9.38189	1.00000	8.31405	1.30463
9.00210	34.83344		8.11075	42.45215	43.63417	1180.03770	10.28938	11.10046	6.68314	9.53505	0.11550	43.96222	66.14929	7.86168	1.00000	7.52881	6.93525
8.61006	77.01152	14.64825	4.45325	32.08815	-75.69947	1136.90019	4.85454	8.85268	6.16717	10.17890	1.54385	8.79577	55.24636	6.15409	0.00000	8.84924	10.09767
9.12345	60.98671	16.99426	10.91118	60.09820	43.83992	1155.00210	7.57528	10.13713	7.99781	6.59536	1.21807	55.39485	41.86027	8.62014	0.00000	8.43361	9.85173
8.46241	54.19734	6.86122	12.24184	32.36030	2.25	1147.69123	8.77454	9.96460	7.48737	4.91173	0.16365	50.75	36.14862	9.43383	0.00000	7.51583	6.63825
8.99683	60.65997	16.27456	7.98685	54.82307	2.35739	1088.22635	9.89174	6.55258	5.02288		0.14996	41.63976	63.16217	7.73783	1.00000	6.61857	6.91320
8.02572	36.79818	14.56569	7.06857	51.42235	-74.96933	1088.16910	5.94049	9.06167	7.12043	7.89592	0.86467	39.71734	55.35763	7.66216	0.00000	7.77702	9.49718
8.21069	83.63267	4.80048	10.91968	42.71425	74.80555	1125.03755	6.87696	10.42483	6.02248	4.76278	0.16180	34.08565	70.67677	8.95603	0.00000	9.70495	7.29836
7.56874	45.03275	22.73456	6.74551	46.85103	-73.9614	1079.01025	8.58423	8.46005	10.41093	7.55695	0.10726	10.15031	66.28424	8.75792	1.00000	7.73854	5.39806
9.16587	70.23597	-0.11164	10.89453	54.37948	43.38531	1089.17076	8.83408	11.45831	9.70760	10.70236	0.20850	9.89206	38.15878	8.50095	0.00000	7.94746	7.88692
8.04862	53.87638	24.89074	8.51895	42.78552	16.4	1165.49681	4.79257	8.29200	6.42759	7.10906	1.04820	48.25	42.67848	8.15537	0.00000	8.64847	9.61827
7.72429	58.07519	25.80188	8.39517	37.78615	-93.75018	1193.03670	6.62586	8.70794	6.28274	7.28117	0.30217	32.52515	17.29389	8.19163	0.00000	8.81240	8.02408
8.42802	64.52369	24.07082	6.47264	42.70618	24.43973	1095.66870	9.30045	8.05762	7.58120	9.28357	0.06161	0.76755	42.01029	6.31424	1.00000	8.44805	6.71599
8.56167	70.98463	6.08104	6.01371	34.36144	117.81667	1094.24558	8.29879	5.78178	3.89051	5.83047	0.07502	36.81667	56.89047	7.52583	1.00000	7.74693	3.91382
5.02770	39.85687	18.54245	5.72295	39.80531	72.54566	1166.24745	8.49109	6.19158	7.19497	8.24496	0.12720	29.69221	76.07354	5.54550	1.00000	7.45106	5.57575
6.56956	61.30100	20.45469	5.85711	32.61037	-93.263	1115.92286	9.22422	8.56243	12.03460	8.42806	0.14437	45.0408	66.36317	7.15628	1.00000	9.42573	5.83166
8.83961	39.02669	28.27256	8.98525	51.99693	8.96317	1192.02942	7.29444	10.49772	6.88878	6.35812	0.23716	48.35149	78.58260	7.62186	0.00000	8.46576	7.81130
8.51937	60.67357	19.15523	9.90390	46.03247	112.19028	1118.04656	7.90969	11.08282	6.51517	6.10067	0.60491	30.35028	30.02866	7.17536	0.00000	6.49644	9.02451
7.80930	55.86236	15.86243	5.00325	49.63392	116.82887	1070.87565	4.31898	8.64643	6.26301	9.79662	1.12364	-1.26753	62.86715	8.80690	0.00000	7.39435	9.80414
6.68754	51.96073	14.90091	7.32860	29.96169	2.44892	1180.74059	8.56251	7.08305	5.67041	6.54591	0.10905	48.98693	45.03163	9.79646	1.00000	6.48867	6.61690
9.54385	40.68243	16.88082	6.03362	25.63771	-103.5687	1051.71890	8.59830	7.83422	7.48630	5.89451	0.10763	20.22816	57.57305	9.11797	1.00000	5.77733	6.13704
7.48049	52.96937	12.05301	5.90994	58.54395	98.19151	1081.33241	9.23591	9.80232	8.28877	8.98291	0.10395	14.0823	54.71960	6.44127	1.00000	7.66471	5.82359
8.10108	61.61471	17.05245	8.75200	60.26829	-73.75335	1183.51153	8.39423	12.35751	10.49790	10.57461	0.40389	45.4473	42.26244	7.20228	0.00000	8.14982	8.56993
7.62756	61.06111	-5.22933	7.96102	48.81985	103.61667	1095.37478	5.26478	9.51841	6.68959	10.69558	0.17374	-1.6	56.60850	7.13104	0.00000	7.87884	7.04405
6.23132	48.88427	20.56414	6.65092	71.77194	43.83992	1097.43301	10.59242	6.83252	7.19816	6.80525	0.15094	55.39485	46.74711	7.18570	1.00000	7.57012	7.07313
7.82903	41.37348	11.62317	9.59273	44.47451	-91.58045	1159.86667	5.86591	7.78472	7.37801	10.01720	1.09767	41.6764	70.76276	7.10082	0.00000	7.52619	9.76239
6.76346	39.24665	3.05239	6.10502	34.26968	-58.44417	1120.99631	5.94049	9.29898	8.60803	8.57445	0.07067	-3.14306	67.62471	6.42790	1.00000	8.14699	5.51203
7.15735	58.86062	1.15211	8.63892	60.61256	-87.71255	1170.14978	9.57402	7.75230	5.78044	5.52448	0.15955	41.84364	69.73066	9.26596	1.00000	6.41368	7.38851
8.85355	77.58575	19.88619	8.36597	35.24886	11.34046	1087.12433	8.34951	9.11710	9.40472	9.67353	0.19349	50.72043	43.11615	8.87136	1.00000	8.23209	7.45060
7.19586	51.02672	8.44889	9.69151	57.36194	-78.04471	1190.37076	6.42477	9.54256	6.92391	6.76557	3.42102	34.25628	59.76067	7.56401	0.00000	8.05142	10.96784
7.76443	31.96371	21.52012	8.31161	52.27725	-93.11308	1086.85281	7.49284	10.27785	6.43715	7.07118	0.39714	16.75973	39.41156	9.29273	0.00000	7.57703	8.50015
8.24417	62.24116	16.95459	3.12754	49.87226	-89.66123	1155.54332	7.63381	5.29692	6.81292	8.11866	0.08402	21.28306	31.66776	7.86122	1.00000	9.44307	3.29108
8.00163	51.47284	22.03648	7.80991	57.63829	-156.47432	1069.84655	8.16069	7.95785	11.96457	7.26440	0.11409	20.88953	59.33123	6.16647	1.00000	7.82904	5.64573
5.53463	64.69001	20.64199	7.44110	56.13552	-1.86343	1102.52393	7.86881	9.19448	10.10124	8.27241	0.35313	38.10558	57.09708	8.02944	1.00000	7.56163	8.36600
8.37833	55.61863	15.11192	9.76382	38.97844	-1.60452	1092.69704	10.19581	8.69769	8.76673	8.90119	0.37446	42.06166	74.58948	6.89178	1.00000	9.02278	8.29127
8.64718	68.98093	0.49601	6.60452	39.61478	18.28333	1198.60578	12.29627	9.02159	8.34040	8.92028	0.30116	59.33333	52.12445	7.36551	1.00000	6.03676	8.26907
7.44113	75.53605	13.71081	10.37364	67.81758	16.43915	1050.79018	8.64843	10.06858	7.57470	6.84870	0.26265	43.50891	60.36540	9.10015	1.00000	7.02302	8.03730
8.58338	53.31965	26.15246	3.68886	58.63803	-1.60452	1182.05124	5.96265	9.66629	6.57529	10.62172	2.44178	42.06166	64.35701	8.06469	0.00000	5.21251	10.62352
9.70746	25.63005		11.55628	61.10175	104.64992	1103.20951	6.61803	8.57031	6.76142	5.12328	0.70745	14.64056	47.06246	9.05848	0.00000	7.05487	9.31045
7.61257	59.06630	10.98632	8.14807	34.79696	37.99117	1178.85945	5.62171	9.57270	6.46155	6.98259	0.25441	44.92934	60.13331	7.79982	0.00000	8.71033	7.93519
8.27044	47.53824	19.81657	11.49944	27.39522	-13.2356	1139.83174	8.78789	8.04088	9.58980	9.79747	3.65055	8.48714	49.35515	9.51986	0.00000	9.50787	11.02582
7.43496	51.86008	24.34281	9.77387	53.14874	122.8637	1195.90371	5.61909	9.21327	5.49287	5.34862	1.02878	9.3337	61.13359	8.88510	0.00000	6.95846	9.68511
7.85788	59.09656	25.86819	4.07454	26.63152	-68.30472	1164.35498	6.95186	7.21743	9.48810	8.54540	0.11227	9.91861	67.37782	6.91171	1.00000	8.55683	6.69044
7.62035	52.70647	11.52373	5.60085	28.03289	9.72749	1163.04071	9.63057	7.14390	8.18478	8.02717	0.11729	48.28259	30.15195	8.41476	1.00000	8.48284	5.50398
8.82231	42.50464	22.40142	11.45848	50.91639	75.16878	1067.87805	8.06316	11.43252	7.02250	3.92311	0.16668	30.81383	67.83799	8.15224	0.00000	8.68319	6.38077
7.06793	46.45589	22.50218	6.71459	43.24947	37.55	1178.52875	9.98148	10.41022	11.11542	9.02124	0.15962	6.03333	61.74471	8.90233	1.00000	6.92855	6.13988
8.46591	58.92023	-5.79862	6.88045	48.72377	9.22796	1094.12389	8.95793	8.76066	11.08259	9.01743	0.14743	48.46458	53.85156	8.22037	1.00000	8.15229	6.65606
10.33956	65.17618	10.61386	6.05193	42.13247	123.758	1113.80192	8.61952	9.18384	9.18532	8.39548	0.12122	10.20898	52.98886	7.27071	1.00000	8.87409	5.50806
9.02338	65.34485	15.76887	9.34638	46.80618	115.8614	1125.26851	9.44705	11.23840	9.12519	12.35338	0.20091	-31.95224	86.05198	7.69535	0.00000	9.81768	7.21207
10.38296	72.39321	4.04267	8.77411	61.29818	-84.13722	1066.48342	11.39724	9.84356	7.06714	9.64814	0.47236	9.92787	40.23140	7.78278	1.00000	7.29688	8.81053
8.51680	74.33730	5.25631	9.21712	42.65532	-72.27814	1158.69491	11.30800	7.49864	5.43267	4.13985	0.62154	42.93369	61.83938	7.10440	1.00000	7.58098	9.13265
7.28160	40.24918	16.18313	7.21083	70.03905	14.66737	1053.85585	6.92957	9.68845	7.07426	8.78195	1.80662	41.55947	73.72351	7.77671	0.00000	8.35709	10.29615
9.70131	60.97140	15.79950	11.69605	46.12109	-99.32556	1071.24071	7.12996	9.29723	6.07433	4.89646	0.14821	19.32889	62.92120	8.37609	0.00000	7.78404	7.42855
7.49446	70.14162	16.23175	8.26645	65.63226	-8.53778	1151.84449	9.56446	9.08853	9.63778	8.80893	0.13436	7.57944	46.25524	8.50359	1.00000	7.35164	6.87600
9.28297	73.38142	20.57861	6.66584	46.09878	123.758	1067.61517	10.12617	8.90369	10.00369	6.94289	0.14249	10.20898	72.68999	6.62678	1.00000	7.15938	5.27848
8.48934	68.39019	5.80366	8.62171	45.66334	-73.78458	1179.80540	7.81997	11.86719	7.16199	6.91819	0.16631	41.0051	55.75757	7.21022	0.00000	5.96577	7.23453
7.52242	56.07518	6.34715	9.74979	46.25542	116.82887	1075.87905	10.20501	7.97886	7.69980	10.78354	2.13558	-1.26753	49.38272	8.67053	1.00000	8.44049	10.46276
8.66195	58.02567	5.50618	11.20386	48.13854	30.4347	1150.07349	11.33673	9.49129	8.83667	8.34949	0.47901	-1.9487	52.66164	7.55909	1.00000	6.82880	8.89932
8.29861	51.90779	26.91733	8.52741	74.78602	48.41667	1088.48860	7.24921	11.57836	7.03656	5.78691	0.16645	-17.83333	66.51316	8.22660	0.00000	8.49452	6.39210
8.22761	82.47490	2.82158	5.80108	21.25931	8.86704	1068.21195	10.09433	6.31298	8.49504	7.09639	0.23537	50.23805	46.30339	8.48643	1.00000	8.94289	7.71497
7.48732	56.02792	-2.43484	7.12866	39.80348	-1.48119	1123.87346	13.11388	10.35203	8.08387	8.70299	0.21910	53.0233	37.68036	9.32716	1.00000	7.45727	7.21031
3.82703	48.50199	17.34436	9.54746	49.21673	-95.44744	1119.75358	4.98052	7.14382	9.17074	7.44220	1.79337	29.53885	56.46139	8.45286	0.00000	8.98009	10.30467
8.10021	61.84413	14.95366	7.09027	83.94371	-72.47417	1178.63602	11.03099	8.53709	7.69849	8.73459	0.21013	7.83389	27.36887	8.26619	1.00000	8.03321	7.52624
7.63790	62.26672	-13.39493	9.57593	23.22649	-85.76942	1167.87643	6.75662	10.43390	5.81822	5.09468	0.18879	39.78504	69.02383	9.28975	0.00000	8.07801	7.72596
8.23443	55.73704	20.46756	10.92809	50.43328	3.39467	1121.05461	6.26068	8.14926	6.53105	5.72345	0.23147	6.45407	55.21399	9.91542	0.00000	8.05292	7.98662
8.47278	53.21615	14.14590	8.79924	40.99296	104.64992	1150.75941	10.25425	8.22568	7.00286	6.84594	0.27754	14.64056	56.13262	8.80912	1.00000	8.91284	8.01544
7.78514	54.84202	10.35377	12.02721	59.57802	11.34046	1096.47246	8.52151	9.10258	9.92508	9.44393	1.99332	50.72043	39.96654	6.87124	0.00000	6.28243	10.40161
7.95143	52.19116	15.31973	9.73838	32.00903	-117.79394	1140.44859	7.52121	9.42385	7.51055	6.86124	0.42573	33.76446	20.94304	8.44727	0.00000	6.55169	8.72930
8.95172	55.63870	3.08368	6.54050	50.12774	-97.92977	1122.53543	12.12422	11.13693	9.28829	10.10990	0.26623	38.06084	78.58109	6.94041	1.00000	7.66957	7.59912
7.09056	50.84475	10.54756	7.68720	48.61979	-78.04471	1090.96923	10.24595	9.21411	9.30208	10.93507	0.41532	34.25628	55.57590	6.66553	1.00000	7.56433	8.56522
7.95385	64.52548	4.92731	8.47991	64.30652	22.53083	1098.15740	6.61026	10.36421	8.99223	9.90590	0.22857	44.22639	33.69563	6.40308	0.00000	9.18246	7.78215
7.15162	65.12750	5.04921	11.88975	59.57025	72.54566	1055.51658	7.73711	8.36010	6.42963	5.54420	0.40673	29.69221	38.60414	7.44314	0.00000	8.72685	8.66550
9.13989	51.92532	28.37961	7.32117	47.03277	2.1699	1128.02535	8.73509	9.74065	10.46908	9.40028	0.13492	48.98994	74.63291	7.03198	1.00000	7.50217	6.30518
7.85428	67.15212	7.69684	9.51284	47.74377	-50.00639	1066.99006	8.63524	11.98983	11.37427	9.63166	0.31986	-25.42944	42.62660	6.74598	0.00000	6.97255	8.39365
7.33080	51.60451	1.97169	5.18642	40.36164	-37.03861	1113.49535	8.81669	8.49448	8.70845	6.85628	0.10403	-10.90889	19.21370	8.15376	1.00000	8.06441	4.08782
8.33576	63.56159	16.29675	9.55516	36.18234	48.41667	1165.64127	9.44505	9.37978	9.06140	12.10913	1.43458	-17.83333	10.12322	8.14286	0.00000	7.59741	10.06996
8.95208	44.28738	27.73165	10.67322	71.54131	43.38531	1191.14658	9.44329	11.01079	9.88084	11.22259	1.46318	9.89206	40.18581	9.10408	0.00000	8.23667	10.03505
7.46012	70.46036	19.94007	8.03919	45.65970	-122.2054	1129.97013	5.85945	8.91547	6.69864	7.66872	0.43023	47.76232	51.76427	8.00743	0.00000	7.84282	8.77337
7.81590	59.88396	3.43140	5.16438	57.09104	27.46153	1087.41310	3.61607	11.19087	8.64957	8.78452	0.11337	-21.44236	58.54293	8.50177	0.00000	8.20544	6.67395
9.10978	40.58758	0.60538	9.58864	43.57929	120.4861	1120.69462	5.09982	6.50027	6.39732	7.49487	4.87400	16.0438	63.40733	8.19607	0.00000	8.70344	11.31611
9.28811	52.03257	14.69359	5.97598	26.72594	-1.5443	1160.42623	10.94446	4.81207	7.30369	7.45009	0.14696	50.75767	60.15651	6.90559	1.00000	7.61122	7.03173
8.64231	65.51974	18.62152	3.15980	49.67178	-75.23266	1146.98628	8.45869	4.69598	7.34031	7.88612	0.13964	43.1009	48.36292	7.78493	1.00000	7.45297	6.99371
8.73481	62.70178	30.94728	10.90461	42.21484	7.20769	1144.21910	6.41467	8.06593	4.08089	4.50960	0.16642	50.80019	60.77041	7.58468	0.00000	6.45241	7.26723
7.21233	67.74162	4.55094		54.61478	-85.43772	1068.98505	7.44602	4.37760	4.68251	4.81133	0.08478	10.63504	58.02673	7.61395	1.00000	7.05243	4.00242
7.78903	56.05414	25.40505	8.04586	27.70246	-120.45794	1148.75527	9.69084	9.08070	9.68070	8.80246	0.16655	34.63915	73.87098	8.42342	1.00000	7.71128	7.27983
8.77866	65.78214	13.90177	6.86370	75.32110	117.33333	1151.05380	5.97683	9.03141	7.57405	8.96996	4.12553	34.85		6.76893	0.00000	7.38986	11.15217
7.33153	47.32803	8.53292	5.32421	56.08191	-88.42814	1171.13326	8.57073	6.36096	7.44611	7.28769	0.14351	42.16808	55.10466	6.67346	1.00000	7.14108	5.55154
