code	QoS	station	latitude	revision	longitude
US	accep	Huntley	42.16808	05 Jul 2021	-88.42814
JP	accep	Hita	33.3213	2016-07-07	130.94098
US	average	Bourbonnais	41.15376	05/15/2019, 00:00:00	-87.88754
HT	good	Thomazeau	18.65297	2016/04/01	-72.09391
TR	accep	Sungurlu	40.1675	02/26/2015, 00:00:00	34.37389
RU	excellent	Solntsevo	55.63711	16 Aug 2022	37.38115
NL	average	Tongelre	51.44889	2022/03/03	5.51978
US	good	Deltona	28.90054	2020/04/12	-81.26367
NG	good	Argungu	12.74482	17 Feb 2013	4.52514
CR	maintenance	Liberia	10.63504	02 Dec 2013	-85.43772
US	accep	Ken Caryl	39.57582	2020-04-18	-105.11221
CI	good	Lakota	5.84752	2017/01/10	-5.682
ZA	average	Standerton	-26.93366	2016/08/05	29.24152
TD	accep	Mongo	12.18441	02/10/2019, 00:00:00	18.69303
US	good	Clermont	28.54944	2017/03/26	-81.77285
MX	maintenance	Zacoalco de Torres	20.22816	02/19/2020, 00:00:00	-103.5687
DE	building	Pfullingen	48.46458	2021/11/04	9.22796
UA	building	Svatove	49.41029	04/09/2016, 00:00:00	38.15035
BW	maintenance	Tonota	-21.44236	2019-03-06	27.46153
RU	maintenance	Petrozavodsk	61.78491	08 Aug 2022	34.34691
IQ	building	Karbala	32.61603	02 Oct 2020	44.02488
TR	maintenance	Patnos	39.22493	07/10/2021, 00:00:00	42.85693
US	accep	Norwalk	41.24255	04 Sep 2022	-82.61573
SE	average	Boo	59.33333	2015-08-30	18.28333
PH	building	Tupi	6.33444	2019/12/21	124.95278
CO	building	Buenaventura	3.8801	09 May 2016	-77.03116
ID	accep	Pameungpeuk	-7.01833	10 Jun 2018	107.60389
TZ	good	Same	-4.06667	2015/07/21	37.73333
US	excellent	Muskogee	35.74788	01 Sep 2013	-95.36969
CN	excellent	Danjiangkou	32.54278	27 Feb 2019	111.50861
BE	building	Beveren	51.21187	03/24/2013, 00:00:00	4.25633
IT	average	Gorgonzola	45.53069	2018/04/12	9.40531
DE	good	Rudolstadt	50.72043	03 Oct 2017	11.34046
RU	maintenance	Oktyabr’skiy	54.48147	2017-11-23	53.47103
CO	good	Buenaventura	3.8801	03/24/2021, 00:00:00	-77.03116
AZ	accep	Astara	38.45598	2021/07/25	48.87498
US	excellent	Lower West Side	41.8542	07/20/2019, 00:00:00	-87.66561
PL	good	Jaworzno	50.20528	07/11/2019, 00:00:00	19.27498
BD	maintenance	Manikchari	22.83957	06/23/2021, 00:00:00	91.84128
GB	excellent	Lower Earley	51.42708	2016-12-26	-0.91979
MX	accep	Tuxtla	16.75973	2022/04/18	-93.11308
IT	good	Ventimiglia	43.78956	2022/05/21	7.60872
US	good	Sunnyside	46.32374	2021/11/02	-120.00865
PK	excellent	Hasilpur	29.69221	2020-11-01	72.54566
AU	good	Perth	-31.95224	2018-01-28	115.8614
AU	good	Carindale	-27.50578	10/22/2015, 00:00:00	153.10236
IN	maintenance	Talipparamba	12.04161	2019/10/21	75.35927
CU	accep	Varadero	23.15678	29 Dec 2015	-81.24441
US	good	Middle River	39.33427	2022-08-16	-76.43941
DE	accep	Schleswig	54.52156	06/08/2020, 00:00:00	9.5586
CN	accep	Taozhuang	34.85	2021-07-31	117.33333
ES	accep	Villaquilambre	42.64685	31 Dec 2020	-5.55835
US	excellent	Bryn Mawr-Skyway	47.4943	2022-07-24	-122.24092
CA	accep	Sainte-Catherine	45.40008	2014/01/18	-73.58248
GB	maintenance	Cowes	50.76306	2020-11-06	-1.29772
BR	maintenance	Barra dos Coqueiros	-10.90889	15 Jun 2013	-37.03861
DZ	accep	Frenda	35.06544	01 Jul 2017	1.04945
BR	excellent	Rio Real	-11.48472	2012-10-20	-37.93278
CN	accep	Tianfu	37.19723	04 Jan 2015	122.05228
DE	building	Bretten	49.03685	2021/10/03	8.70745
BE	average	Houthalen	51.03427	2014-12-29	5.37429
US	maintenance	Scarsdale	41.0051	2017-08-12	-73.78458
US	average	Longview	32.5007	2013/09/06	-94.74049
US	accep	Deltona	28.90054	2013/08/19	-81.26367
IN	average	Elamanchili	17.54907	2020-12-22	82.85749
PK	maintenance	Larkana	27.55898	04 May 2015	68.21204
BJ	excellent	Tchaourou	8.88649	2013-03-15	2.59753
ZA	good	Mokopane	-24.19436	02/20/2020, 00:00:00	29.00974
BR	average	Guapimirim	-22.53722	2016-03-11	-42.98194
US	accep	Sterling	39.00622	2018-02-03	-77.4286
MY	average	Kampung Ayer Molek	2.2139	06/19/2016, 00:00:00	102.3278
US	accep	North Tustin	33.76446	2022/07/10	-117.79394
US	good	Vestavia Hills	33.44872	01/08/2022, 00:00:00	-86.78777
IN	building	Bhuban	20.88197	01 Nov 2013	85.83334
ID	maintenance	Pekanbaru	0.51667	07/21/2017, 00:00:00	101.44167
CA	good	Pointe-Claire	45.44868	2018/10/26	-73.81669
IT	average	Montecchio Maggiore-Alte Ceccato	45.50369	04 Aug 2021	11.412
YE	excellent	Ataq	14.53767	01 Jun 2020	46.83187
US	excellent	North Tustin	33.76446	2013-11-22	-117.79394
SV	accep	Sonzacate	13.73417	05/10/2021, 00:00:00	-89.71472
US	building	Glendale	34.14251	2020-10-18	-118.25508
DE	maintenance	Hechingen	48.35149	2014-09-21	8.96317
AF	accep	Sar-e Pul	36.21544	2021-11-14	65.93249
JP	good	Yao	34.61667	20 Jun 2015	135.6
PE	accep	Chosica	-11.94306	08/12/2017, 00:00:00	-76.70944
ET	excellent	Arba Minch	6.03333	20 Sep 2020	37.55
ID	good	Jambi City	-1.6	2018/06/10	103.61667
CN	average	Zaozhuang	34.86472	10/14/2013, 00:00:00	117.55417
CN	excellent	Zhoushan	29.98869	2017/01/27	122.20488
AU	good	Wheelers Hill	-37.9	2016/02/26	145.18333
PE	building	Minas de Marcona	-15.21194	01 Jul 2021	-75.11028
VE	average	Tinaquillo	9.91861	2018/02/02	-68.30472
US	average	Kahului	20.88953	2013/02/25	-156.47432
BA	accep	Bijeljina	44.75874	2019-02-24	19.21437
HR	accep	Split	43.50891	2021/05/02	16.43915
TH	excellent	Thap Than	15.46063	10 Nov 2012	99.89166
US	accep	Tupelo	34.25807	17 Nov 2018	-88.70464
CI	good	Bonoua	5.27247	2020/12/01	-3.59625
TN	excellent	Msaken	35.72917	2021-09-09	10.58082
UY	average	Durazno	-33.38056	04 Jun 2013	-56.52361
US	good	Cypress Hills	40.67705	2016-07-09	-73.89125
RS	excellent	Negotin	44.22639	2017/12/02	22.53083
UA	average	Svatove	49.41029	13 Nov 2015	38.15035
PL	good	Brzeg	50.86079	2021-08-10	17.4674
SA	good	Al Jubayl	27.0174	09/20/2018, 00:00:00	49.62251
MM	maintenance	Myawadi	16.68911	2019/07/10	98.50893
TH	building	Roi Et	16.0567	29 Oct 2019	103.65309
FR	excellent	Herblay	48.98994	2021-07-19	2.1699
RU	accep	Kireyevsk	53.93361	2017-04-03	37.92792
TH	good	Bua Yai	15.58552	05/12/2019, 00:00:00	102.42587
RU	maintenance	Oktyabr’skiy	54.48147	01 Oct 2013	53.47103
DE	excellent	Karben	50.23019	2017-01-26	8.77155
AO	accep	Luena	-11.78333	07/21/2014, 00:00:00	19.91667
US	average	Shreveport	32.52515	2020/05/30	-93.75018
IR	building	Shahre Jadide Andisheh	35.6803	25 Jul 2017	51.0193
MG	accep	Ambatondrazaka	-17.83333	08 Sep 2019	48.41667
UG	accep	Kitgum	3.27833	10 May 2013	32.88667
US	average	Kensington	40.64621	2013/06/04	-73.97069
PE	maintenance	Minas de Marcona	-15.21194	20 Apr 2019	-75.11028
US	excellent	Grand Forks	47.92526	07/28/2013, 00:00:00	-97.03285
RU	excellent	Yashkino	55.8736	2022/03/30	85.4265
AU	accep	Frankston South	-38.16604	2018/04/20	145.13643
IT	accep	San Giuliano Milanese	45.39402	2013-07-16	9.29109
US	average	Visitacion Valley	37.71715	01/28/2018, 00:00:00	-122.40433
LR	average	New Yekepa	7.57944	2013-08-16	-8.53778
DE	maintenance	Aschaffenburg	49.97704	2016/09/21	9.15214
US	maintenance	Harrisburg	40.2737	2016/06/29	-76.88442
PL	average	Brzeg	50.86079	10 Jan 2013	17.4674
CN	good	Pucheng	27.92333	2019-11-07	118.53333
US	good	South Lawndale	41.84364	2021-08-15	-87.71255
IN	good	Dharmapuri	12.1277	08 Feb 2018	78.15794
CO	accep	San Carlos	8.79577	2017/10/18	-75.69947
GB	good	Surbiton	51.39148	06/18/2014, 00:00:00	-0.29825
ID	good	Balikpapan	-1.26753	12/31/2013, 00:00:00	116.82887
TH	building	Nakhon Si Thammarat	8.43333	2017-05-24	99.96667
IN	average	Bhuban	20.88197	24 Oct 2020	85.83334
IT	good	Castelfranco Emilia	44.59445	11/14/2013, 00:00:00	11.04979
ES	accep	Baza	37.49073	14 Nov 2014	-2.77259
GB	building	Rutherglen	55.82885	2013/04/27	-4.21376
US	good	Massapequa	40.68066	12/11/2015, 00:00:00	-73.47429
US	building	Tupelo	34.25807	2020/07/14	-88.70464
AR	maintenance	Esperanza	-31.4488	04/22/2021, 00:00:00	-60.93173
MX	excellent	Oaxaca	17.06542	06/28/2014, 00:00:00	-96.72365
MK	building	Saraj	42	2019-04-07	21.32778
DE	accep	Karben	50.23019	2019-12-13	8.77155
CU	maintenance	Media Luna	20.14298	2016/09/06	-77.43532
CN	accep	Licheng	23.29549	11/19/2019, 00:00:00	113.82465
US	average	Westchester	41.85059	20 Mar 2013	-87.882
UZ	accep	Parkent	41.29444	2019-07-31	69.67639
RU	average	Valday	57.97472	08/09/2016, 00:00:00	33.2525
US	building	Rosedale	39.32011	05/25/2017, 00:00:00	-76.51552
PE	accep	Iquitos	-3.74912	2013-03-15	-73.25383
LR	excellent	New Yekepa	7.57944	2019/01/07	-8.53778
CN	maintenance	Tianfu	37.19723	2020-01-03	122.05228
PK	good	Sangla Hill	31.71667	11/27/2012, 00:00:00	73.38333
CO	accep	Villa del Rosario	7.83389	2020-09-08	-72.47417
ES	average	Jumilla	38.47917	2022/04/05	-1.325
ID	good	Simpang	-1.26424	11/22/2021, 00:00:00	104.09701
US	good	Muskogee	35.74788	10 May 2017	-95.36969
US	average	Estelle	29.84576	12/05/2012, 00:00:00	-90.10674
JP	good	Ina	35.82756	05/31/2022, 00:00:00	137.95378
SA	average	Al Jubayl	27.0174	02/07/2017, 00:00:00	49.62251
ES	average	Palafrugell	41.91738	2013-06-19	3.1631
DE	good	Radevormwald	51.20219	09/15/2013, 00:00:00	7.36027
KR	good	Eisen	36.82167	10/12/2018, 00:00:00	128.63083
CN	excellent	Hushitai	41.94175	04 Dec 2018	123.50266
ES	accep	Tudela	42.06166	2016-07-09	-1.60452
DE	building	Friedberg	48.35693	09/07/2021, 00:00:00	10.98461
US	average	Yonkers	40.93121	27 Dec 2017	-73.89875
CA	good	Norfolk County	42.8334	07/30/2020, 00:00:00	-80.38297
BR	good	Canavieiras	-15.675	06/28/2015, 00:00:00	-38.94722
BW	excellent	Tonota	-21.44236	12 Nov 2015	27.46153
US	average	Abilene	32.44874	08 Apr 2022	-99.73314
IN	maintenance	Robertsonpet	12.95629	04 Nov 2020	78.27539
VN	average	Sa Dec	10.29085	2013/05/22	105.75635
US	building	Columbia Heights	45.0408	2015/09/14	-93.263
FR	excellent	Marseille 11	43.2907	01/22/2014, 00:00:00	5.4384
CZ	accep	Most	50.50301	18 Mar 2018	13.63617
VE	good	Barinas	8.62261	2018/01/27	-70.20749
DE	maintenance	Walsrode	52.86147	2017/12/29	9.5926
US	excellent	Stockbridge	33.54428	2015/12/23	-84.23381
RU	good	Izluchinsk	60.97944	06/23/2018, 00:00:00	76.92421
MZ	good	Maxixe	-23.85972	01/07/2018, 00:00:00	35.34722
AF	good	Sar-e Pul	36.21544	2013/10/11	65.93249
BR	maintenance	Rio Real	-11.48472	10 Oct 2014	-37.93278
BR	excellent	Altamira	-3.20333	23 May 2017	-52.20639
ID	excellent	Besuki	-7.73379	12/07/2017, 00:00:00	113.69785
BY	building	Vitebsk	55.1904	2017-06-06	30.2049
IN	average	Udumalaippettai	10.58806	21 Mar 2020	77.24779
US	excellent	Mechanicsville	37.60876	01/26/2022, 00:00:00	-77.37331
PT	good	Paredes	41.20485	10/04/2014, 00:00:00	-8.33147
PK	excellent	Kot Addu	30.46907	05/08/2021, 00:00:00	70.96699
BR	average	Viradouro	-20.87306	2012/12/24	-48.29694
IN	average	Adra	23.49668	01 Feb 2015	86.68363
TR	maintenance	Yakuplu	40.98894	17 May 2015	28.67582
PE	accep	Yunguyo	-16.25	10/26/2020, 00:00:00	-69.08333
US	excellent	Camarillo	34.21639	18 Oct 2013	-119.0376
CA	average	Pointe-Claire	45.44868	2013/02/03	-73.81669
MK	excellent	Saraj	42	2022/05/05	21.32778
CU	excellent	Media Luna	20.14298	2018/09/01	-77.43532
MX	excellent	Tuxtla	16.75973	16 Nov 2019	-93.11308
CN	average	Taozhuang	34.85	2018-01-29	117.33333
RU	building	Volokolamsk	56.03361	12/18/2014, 00:00:00	35.96944
ES	building	Tudela	42.06166	2021/10/17	-1.60452
HT	excellent	Croix-des-Bouquets	18.57677	2015-04-25	-72.22625
TZ	good	Nyangao	-10.33333	28 Mar 2016	39.28333
ID	good	Simpang	-1.26424	2015-10-16	104.09701
PK	accep	Mianwali	32.57756	06/10/2018, 00:00:00	71.52847
US	building	Brunswick	43.91452	2017-01-27	-69.96533
BR	good	Catende	-8.66667	10 Jun 2020	-35.71667
