longitude	CO	CFCs	NOx	warning	NH3	latitude	O3	Pb	H2CO	SO2	PM10	PAHs	C2H3NO5	CH4	TEMP	PM2.5	PRES
-70.92866	6.74131	71.46812	7.66064	1.00000	5.46315	42.52787	7.55040	52.56838	39.45737	9.06965	8.70899	7.18021	9.13210	7.71537	-5.14159	4.46207	1145.61502
-76.88442	7.77026	70.04176	10.13303	0.00000	7.43959	40.2737	3.27264	41.40289	51.43542	8.78493	7.73350	8.21633	3.02026	7.13235	26.61134	5.98278	1123.21613
3.20639	9.33553	66.38754	7.54800	1.00000	6.98591	50.74497	10.59624	56.41219	58.81800	7.06292	6.54632	7.03267	1.23184	7.74515	17.85483	7.34972	1195.76294
38.16694	5.41064	67.86137	6.53442	1.00000	8.89217	54.84444	6.70006	22.84650	44.21829	9.00131	6.67441	7.32485	2.73465	8.10291	-5.27110	4.81147	1181.56580
-50.19556	10.97449	74.80194	5.56637	1.00000	7.38614	-19.72806	8.62539	64.78096	56.03191	5.73373	7.65851	7.77096	4.30677	6.49144	-5.05405	9.40962	1075.36258
9.17702	7.13639	70.89729	9.84757	0.00000	5.30970	48.78232		56.92486	43.80817	8.33311	6.52048	9.40646	1.93977	9.26935	18.07081	5.21194	1100.55290
73.38333	8.76619	71.48609	5.98670	1.00000	8.97093	31.71667	8.89221	33.84000	25.00698	7.87798	6.35171	6.25499	2.06431	5.93784	0.55417		1066.92373
-84.20299	12.64538	77.41355	8.68726	0.00000	6.97111	39.43534	10.41381	72.37714	16.98293	6.21016	7.46014	6.68057	4.68101	11.15271	29.88440	8.52397	1138.57197
10.30215	6.96675	57.80381	3.77687	1.00000	7.88572	53.94313	6.40958	64.60207	50.79488	7.34350	6.69659	7.40103	2.77132	4.53381	6.60345	6.43310	1174.07055
19.21437	5.90740	77.07637	5.37923	1.00000	8.98603	44.75874	7.23284	31.22059	54.95590	8.72555	6.66574	7.60944	2.07687	5.59495	26.21992	7.07767	1102.01103
120.33063	5.94784	71.04171	6.20007	1.00000	9.19756	37.65181	4.33013	58.39567	32.95273	8.88274		5.60702	1.92397	7.39510	16.53843	7.40882	1159.14365
9.5926	8.02513	73.93615	7.96903	0.00000	7.56015	52.86147	10.47857	32.77683	45.45521	6.39728	8.05688	7.27464	4.71136	9.15321	4.90305	6.58045	1128.34648
8.88104		59.01352	5.12842	1.00000	9.20106	45.79377	9.10361	53.82911	42.12771	7.47239	7.29660	6.18433	3.55800	5.54649	21.19358	8.05399	1164.77949
-35.03333	2.97344	62.90761	10.17062	0.00000	6.20554	-8.28333	7.48219	62.16174	20.87853	8.06867	8.57546	6.75531	9.41672	6.61842	29.64917	10.92000	1060.49982
114.33333	9.94848	67.72319	7.01055	1.00000	7.57734	-8.43333	8.16062	35.83372	59.13228	6.77590	7.99533	9.15144	5.21394	7.08033	9.99479	9.95149	1140.75155
-73.95958	9.90157	67.01764	8.65558	1.00000	6.57153	40.57788	7.26322	34.90506	58.84162	8.69367	6.53876	7.90365	1.43613	7.80166	11.61353	10.01776	1119.54045
-117.79394	8.46635	64.94083	3.66628	1.00000	9.16510	33.76446	7.79761	39.35863	31.87982	7.00860	6.93996	7.39074	3.69159	4.86715	20.18677	8.87597	1190.40709
-44.31389	10.60635	66.53523	9.59780	0.00000	5.45008	-19.7625	8.10750	36.15308	32.18354	7.32119	8.10780	6.28416	6.41700	8.58843	23.20132	4.83751	1114.23621
-80.22588	6.68594	76.86202	6.60605	1.00000	10.54759	26.2173	7.90520	50.49837	56.19646	7.17325	7.82500	7.94637	5.56249	5.69580	20.57238	8.37591	1178.40282
-87.65644	9.45383	66.84504	5.55877	1.00000	7.19985	41.80753	10.80142	50.36864	70.05384	8.36325	8.43685	6.70244	8.04836	6.61977	18.30681	6.69125	1104.67294
122.05228	6.92297	61.01427	5.22043	1.00000	9.19027	37.19723	6.18487	39.70200	47.97436	6.61228	7.45231	8.13523	4.40346	5.13744	19.20444	6.31879	1170.07606
-79.62603	6.62024	67.48372	5.75451	1.00000	8.41932	8.88988	6.36639	68.51100	40.38338	7.37807	7.54247	6.35683	4.71531	5.88622	19.29454	6.84844	1098.57976
78.23456	2.55918	66.09674	8.76002	0.00000	2.05293	28.92694	7.66454	45.59044	43.30508	9.04166	7.81595	7.76644	4.11383	8.62486	8.19128	10.82758	1111.50960
-79.62603	8.65589	58.16268	4.37758	1.00000	8.69590	8.88988	9.94571	55.32926	47.04398	7.00627	8.13807	6.22222	5.68258	5.32855	11.41948	7.15364	1186.52619
-2.52398	9.77058	68.94885	6.00069	0.00000	5.45767	53.19146	6.57624	72.88318	36.96592	7.65400	6.73274	8.77251	1.35857	7.89038	26.49408	5.87522	1160.57799
40.74357	9.59707	73.19758	7.47888	1.00000	6.93536	37.31309	8.28694	36.51072	46.36231	7.65484	6.67986	7.45708	2.76786	7.55272	20.63693	8.60782	1196.20553
101.44167	10.75925	71.21488	8.94355	0.00000	6.81545	0.51667	8.04934	67.01498	20.60701	7.54768	6.04739	7.28602	1.84389	8.78208	14.89041	6.99592	1064.97724
122.74754	10.10142	76.63353	5.30233	1.00000	8.28698	40.85158	9.03057	39.80830	31.15053	7.62383	9.39022	6.00144	17.91171	5.51374	6.53259	9.02566	1171.56301
11.32903	10.42414	68.11975	10.15097	0.00000	7.43733	50.9803	11.02778	74.76442	36.12927	6.87307	7.76438	8.81976	2.44404	11.38376	3.69327	6.45265	1142.65374
70.91106	7.96285	62.90889	5.69209	1.00000	8.78408	29.38242	8.26643	58.78177	46.76242	7.14197	8.55887	6.44207	8.25470	5.77975	20.64004	8.08916	1186.82916
5.58472	12.33606	69.46746	9.75424	0.00000	7.16507	52.14	10.05031	27.03603	32.85037	6.23732	9.91754	7.47601	27.17382	9.74477	12.79943	7.19596	1050.70415
-76.88442	9.75150	72.36702	6.83324	0.00000	7.05246	40.2737	7.50782	49.22584	64.87610	7.80590	9.02212	9.49563	12.45325	8.14562	22.31135	7.19067	1076.39012
-95.30106	6.54386	74.23281	8.86446	1.00000	11.17625	32.35126	7.38544	46.75018	60.60591	6.83008	7.46910	7.59703	4.36726	6.41387	9.82412	4.97923	1148.33000
122.05228	6.39664	62.15153	5.68221	1.00000	8.72671	37.19723	6.26340	74.63798	68.46273	8.68971	7.51122	7.25056	5.42701	5.77492	3.24652	5.91988	1081.81924
4.63031	6.58971	72.18832	6.28905	1.00000	9.87468	43.67681	6.39711	60.86689	57.25035	6.96566	6.33065	7.35260	1.62524	4.69493	18.58608	7.53306	1125.09640
139.6853	7.55053	75.69735	9.33121	0.00000	4.52820	35.815	9.64040	43.84527	39.70852	8.15616	7.07407	8.39919	3.07799	9.10118	15.79693	6.67178	1139.24271
130.57211	8.94686	79.15048	9.17642	0.00000	9.71261	45.75279	7.50925	31.09363	45.35736	6.73794	7.71279	5.51176	4.90595	9.56470	12.30901	8.57937	1097.77835
17.8031	7.70132	69.60017	3.75253	1.00000	8.93943	48.43174	8.23562	42.61782	36.14796	7.20449	8.54887	7.18190	7.92729	5.20019	31.33372	7.47045	1080.17336
-82.45426	7.16111	53.90855	7.91722	1.00000	9.65768	27.09978	5.59063	48.63331	42.02835	7.79461	8.24542	7.46878	5.79657	6.83497	17.00300	5.11642	1053.50127
3.50309	9.64545	72.17325	10.92261	0.00000	5.91819	34.15429	9.17735	45.47901	36.84003	9.26536	8.10580		6.35171	8.77635	8.33223	6.07190	1085.46495
110.71639	5.61128	71.61285	7.54794	0.00000	4.30359	-7.54972	6.15657	46.54453	52.42262	8.05512	7.22601	6.27878	4.72576	9.41020	12.56403	8.85807	1129.45899
-1.05366	5.90099	66.19943	5.12594	1.00000	7.95163	43.71032	6.84600	47.99930	27.68114	8.80553	7.98144	8.19199	5.05220	5.31875	11.03584	6.12603	1179.15232
12.84052	4.90713	75.84141	6.25697	1.00000	7.46702	45.78071	6.41056	45.40222	56.84947	8.18100	9.40736	7.80375	16.93364	6.50534	27.01707	5.31920	1187.48806
-79.62603	5.43812	76.39260	8.31951	1.00000	10.46029	8.88988	7.14312	31.48435	48.47270	7.35067	4.63564	5.18047	1.00423	7.88178	10.38820	5.12132	1197.16457
10.03988	7.18558	69.86697	6.94909	1.00000	9.39378	53.6052	8.51834	38.05637	31.73922	9.14536	7.99465	7.61643	3.82032	6.35781	17.13622	8.40574	1110.43577
18.30056	8.67513	62.28975	5.93338	0.00000	7.38101	50.5107	6.13243	48.62846	65.41029	6.95451	8.60117	7.49843	8.85967	6.48119	6.36069	7.36314	1051.21704
-6.00137	7.72189	75.42831	7.81227	1.00000	10.75290	33.42585	6.69802	36.59308	42.76162	6.48036	8.39708	8.93251	7.17786	8.51491	31.34214	8.96638	1061.15296
-74.13653	8.20859	71.32079	6.56517	1.00000	9.75914	40.63316	7.64713	37.84278	34.01428	7.60354	5.89349	8.01850	0.22865	5.81988	12.59287	9.89808	1057.89820
99.89166	8.26073	63.67640	5.98098	0.00000	8.05618	15.46063	6.66697	43.32297	64.84576	9.36288	7.78401	7.19846	4.78029		13.34261	8.63109	1084.08948
2.95924	5.31734	70.88945	4.59232	1.00000	8.48967	36.76775	8.02531	46.28566	38.31819	6.91352	8.75486	7.62772	8.51084	3.46800	17.08615	7.19496	1108.71351
4.8951	7.65616	67.26044	6.85618	0.00000	7.35213	44.92801	7.51905	65.96368	36.86697	6.71624	6.72327	6.94873	2.37130	7.79147	25.19602	7.35195	1169.64879
49.62251	5.00428	68.71185	3.91374	1.00000	6.57817	27.0174	6.05781	45.58405	39.56685	7.94786	7.65502	8.40603	4.55592	7.19051	11.39430	5.53778	1069.18586
86.59509	6.16533	61.14449	4.57357	1.00000	8.81513	26.11527	8.00481	41.93436	49.01558	7.83468	5.89393	7.55820	1.76692	5.50473	17.05870	6.02632	1196.73177
138.31667	11.81051	79.85983	9.78011	0.00000	5.34532	36.65	10.08754	25.82871	27.32308	7.78504	6.91394	7.14058	2.95534	11.40457	22.26009	6.83055	1188.94075
122.05228	6.52104	66.62861	6.96519	1.00000	8.57822	37.19723	3.87834	30.16916	47.62712	6.95588	8.84013	8.71736	10.07386	8.52452	15.59837	5.66491	1175.31168
6.26764	5.73297	58.22392	5.58924	1.00000	9.27861	4.92675	8.49181	55.99095	43.42169	6.08981	8.72833	6.57832	9.88616	3.98455	36.77930	6.58280	1189.50469
-37.07167	7.18930	65.64518	7.42847	1.00000	10.82395	-10.91111	5.84335	64.00412	50.81408	8.98843	8.18894	7.15042	6.37545	7.25595	34.42879	5.87710	1138.38065
-82.00919	10.77009	62.37868	8.38920	0.00000	6.73702	23.04419	8.15712	71.90185	41.43312	8.72647	8.69672	7.66085	9.57491	9.01164	12.24560	5.80225	1194.45192
-73.97069	8.39123	63.09940	4.55309	1.00000	10.29922	40.64621	8.66033	51.55961	33.35375	5.84538	7.30659	9.43953	3.21358	5.05711	21.76094	9.41518	1128.82134
88.1453	7.47101	57.51960	7.28583	0.00000	9.59846	22.4711	4.46150	60.35367	13.68371	7.92107	8.24146	6.09480	7.54835	10.47602	16.10318	2.40011	1184.08189
13.28702	5.65433	64.96505	8.59612	1.00000	11.07028	52.4581	8.21030	62.51072	28.19653	6.47643	6.83425	8.24413	3.09974	5.08139	19.03264	6.16388	1086.61816
-97.90308	7.81538	66.86958	8.92693	0.00000	6.28136	31.12406	10.40935	36.31013	44.37766	6.83702	7.49974	5.58842	3.53715	9.91909	3.03837	6.57301	1152.50874
33.9162	7.61643	62.87250	7.15493	0.00000	5.47647	51.67822	6.97412	52.53430	39.06696	6.34422	8.68090	6.80672	9.50693	6.69271	8.21627	3.96347	1051.34039
37.3825	5.19902	74.54696	4.23482	1.00000	7.57908	37.05944	7.02479	60.01137	47.09018	8.77055	7.77092	8.63395	3.73518	3.11064	27.87536	8.17727	1124.88480
121.96361	10.97590	63.07887	9.09332	0.00000	7.21766	6.95194	8.29848	51.80878	34.47014	7.26863	7.65677	7.42165	3.80607	7.84672	18.70321	6.98348	1104.67632
121.96361	7.05314	73.46028	5.87866	1.00000	9.60102	6.95194	7.95611	53.84441	51.40685	10.51613	6.96257	7.62138	2.65584	5.54551	31.54624	8.48803	1199.64096
12.87117	5.51541	71.19840	9.26708	1.00000	5.72552	50.23271	7.89857	61.49175	34.30994	8.43315	8.09992	6.44847	5.40509	9.21652	12.42012	10.24275	1116.26048
115.04814	6.45210	67.77425	7.41278	0.00000	5.90873	30.24706	6.72737	49.38596	27.75327	7.50794	6.75460	6.44504	2.60523	6.76923	12.32804	4.66251	1187.45359
9.22796	5.50446	67.89502	6.63786	0.00000	5.09198	48.46458	6.27939	41.65813	48.69148	7.20464	6.58927	7.70409	2.83762	8.92346	17.26468	9.21296	1182.29926
75.11937	5.44276	61.44253	7.14963	0.00000	6.09952	20.88098	8.71165	67.33058	30.27323	8.51998	7.45911	6.14751	3.21931	8.47850	7.42028	10.74433	1188.84871
92.48278	5.90963	67.14760	8.98742	0.00000	6.79287	58.23583	6.31228	44.24584	26.69140	8.86777	8.22953	7.25890	5.93158	8.48191	8.92862	9.25025	1068.37204
-88.64235	3.46949	71.86567	9.84409	0.00000	5.35589	46.09273	12.39166	41.87359	63.00828	7.57887	8.51020	7.47248	8.06490	9.00395	18.25787	13.88269	1168.61462
120.82747	7.81061	68.18463	7.53297	1.00000	10.74108	37.30553	6.11496	71.09632	54.78679	9.48838	7.91954	7.13068	5.38227	5.69090	15.26382	11.52435	1176.85977
9.29109	11.37528	59.10974	3.89171	1.00000	8.38397	45.39402	11.23153	64.60571	38.89276	7.80395	6.99270	8.00121	3.64386	5.58747	22.16104	8.38517	1197.92514
115.04814	7.82378	63.81094	8.05861	0.00000	7.14512	30.24706	8.20813	52.42621	41.59472	7.46932	5.51764	7.18727	2.02738	8.30728	2.54054	7.62990	1105.95346
24.95034	9.98098	85.57012	8.84561	0.00000	5.79929	60.18427	9.38141	29.51607	49.43166	7.03033	8.55151	7.25270	7.47183	10.16952	18.84243	5.59850	1164.84195
25.8191	10.55037	73.29148	9.96457	0.00000	7.22049	53.5942	12.48656	43.39820	41.33707	8.33444	7.43257	6.75399	3.59686	12.31522	35.18735	6.78972	1160.19648
124.95278	7.93881	59.32206	10.02791	0.00000	6.73607	6.33444	2.95348	49.49107	61.85970	5.72957	7.99075	6.16146	4.39105	8.76806	20.48119	5.89213	1053.45765
117.27583	5.79489	70.48027	4.87601	1.00000	8.76189	35.64889	7.42501	64.14587	37.63811	6.59278	7.08936	7.12425	3.30148	4.31410	0.06358	7.38669	1070.51897
-73.9614	6.02528	59.12791	7.16454	0.00000	7.82917	10.15031	7.04285	32.34604	33.48008	6.65247	9.87336	6.55071	26.31399	7.12563	13.63069	9.12927	1055.01564
68.88871	7.67278	71.88494	5.95003	1.00000	9.29235	25.95533	6.11687	55.57034	16.07799	7.24725	7.90324	8.19472	5.02572	6.22185	24.14992	4.90657	1100.98588
-89.71472	5.08119	62.75741	6.11762	1.00000	8.04031	13.73417	6.84279	55.17117	51.21302	6.77152	8.17465	8.44094	7.22628	6.34855	9.48280	6.01411	1107.78047
102.42587	9.13951	67.62617	8.44402	0.00000	7.08980	15.58552	9.35639	50.70469	58.90657	8.06822	8.54621	7.91026	8.10551	9.31366	34.98873	7.60864	1081.15311
43.67663	3.77723	75.14549	12.62661	0.00000	3.59364	53.53041	6.19210	41.83772	59.06801	6.08180	7.11552	6.97933	3.97691	8.37876	11.41553	9.38393	1082.38895
-1.325	10.15206	70.65416	7.18689	1.00000	9.01578	38.47917	9.56040	50.10892	48.94035	7.22817	8.47749	7.50314	7.60619	6.68151	11.85720	9.91788	1074.18402
142.45778	7.42711	56.43914	8.82906	1.00000	11.40785	44.35056	5.71999	57.62403	44.22523	6.04175	7.52482	5.92790	4.01919	8.83430	0.04375	4.66546	1070.59234
14.72443	8.20338	74.56470	6.76956	0.00000	7.79602	36.92574	4.97478	51.96654	71.41771	6.38312	8.39475	7.33172	6.74058	8.22856	9.66305	7.09243	1149.24475
-88.64235	9.37304	79.32137	5.21492	1.00000	9.06107	46.09273	9.45275	62.14901	41.10759	8.29597	8.94860	8.19731	11.45463	5.39433	1.68545	8.66033	1114.56688
-73.02841	8.76092	64.55329	7.43671	1.00000	9.68992	-36.9256	4.72372	31.39563	54.51620	8.73112	8.10936	6.70359	6.28483	5.99754	28.34730	5.75984	1185.35535
5.37429	5.87277	75.72104	7.03901	0.00000	7.30431	51.03427	6.87918	35.63911	49.07997	6.37030	8.09301	7.00906	4.72663	8.77933	15.39988	9.28729	1194.20337
29.24152	7.64526	68.38229	7.56993	0.00000	6.49655	-26.93366	8.44075	27.07149	45.49496	7.82374	7.21613	8.47414	3.11141	9.07439	15.28157	5.86721	1072.57795
-7.32097	7.58666	51.97362	10.24040	1.00000	11.89538	41.1053	4.46212	66.04319	16.22553	6.37377	7.79355	7.12324	4.66425	9.86382	27.54306	4.24364	1111.00025
7.60872	5.42949	55.54800	6.37899	1.00000	8.21682	43.78956		54.48168	67.95459	6.29168	7.08470	6.44270	3.81074	8.19000	-4.76328	6.42016	1197.40396
4.8951	8.72044	68.65938	7.29294	1.00000	7.44518	44.92801	10.05466	35.82119	33.19711	7.36662	7.17674	7.00194	2.10977	7.12158	8.89206	7.73030	1132.32414
-122.2608	5.96344	64.57229	7.39014	0.00000	5.91704	38.17492	9.07951	38.85391	43.53314	7.99626	7.45510	8.80753	3.13054	7.93221	22.78926	5.34613	1157.03805
-81.56929	5.06375	64.26965	7.84694	0.00000	4.96248	41.55838	6.25056	82.81964	47.61447	7.83387	5.84285	6.06251	2.12531	7.64374	14.17966	8.53798	1053.25426
-70.20749	10.95361	63.82322	4.04638	1.00000	9.20611	8.62261	10.00068	64.42527	61.91710	7.32077	8.02335	7.08095	5.43480	5.15471	14.40077	9.02776	1105.96667
120.74792	12.32934	63.47014	9.64657	0.00000	6.42575	41.09822	9.90452	32.69385	9.15504	7.15238	6.94345	6.61359	1.98680	11.11705	-6.68088	6.74192	1162.74871
86.59509	4.39514	75.42782	11.23001	0.00000	5.52847	26.11527	8.77266	46.45369	51.18814	6.91856	7.69479	7.13471	4.85990	8.85363	12.40334	11.10422	1159.77310
-7.95	3.82596	75.40516	11.12639	0.00000	2.64326	53.43333	5.75010	45.57001	41.53317	7.36219	5.78588	7.52815	1.55812	8.21663	27.41589	8.68555	1109.66583
-122.39168	5.38574	54.15616	8.59918	0.00000	5.70143	40.58654	6.44990	55.06176	54.63376	8.79825	7.13413	8.04348	3.07874	8.30280	11.43159	9.28035	1162.85953
-119.27337	5.79976	50.75599	6.59980	0.00000	7.59242	50.26729	7.75687	52.23247	53.98422	7.01770	6.89256	8.17876	2.79116	11.08377	19.03261	10.85047	1166.10725
-1.05366	10.21171	66.38534	5.92206	1.00000	8.97548	43.71032	9.98063	42.46543	64.52144	7.72788	6.72516	7.30088	3.09376	6.44374	17.15111	9.22784	1137.77400
42.7125	6.34161	86.85295	5.33153	1.00000	8.03449	11.15583	5.24604	36.00759	35.79003	6.58945	5.99490	6.44200	3.40101	6.48036	3.81605	6.30379	1186.96687
3.1631	8.94581	58.11053	6.64872	1.00000	7.34091	41.91738	9.40478	55.12657	51.84177	7.36744	8.24281	6.56980	6.47690	7.07370	7.42925	8.34394	1111.47002
4.21372	7.83323	67.24508	8.12683	0.00000	7.48754	51.12794	3.32252	34.69839	41.51030	6.33126	7.86311	7.64680	4.84599	7.66448	39.08586	6.24085	1077.59393
43.67663	8.61159	65.86463	8.45686	1.00000	7.05934	53.53041	9.06398	32.29005	49.33658	5.80301	7.42255	7.54730	3.11505	7.73010	15.71269	7.78092	1190.22427
122.08333	7.57823	67.10117	8.55683	1.00000	9.23306	46.08333	7.43851	37.57014	23.67912	6.23124	8.23223	7.46564	7.27295	7.25814	0.01534	9.44821	1095.58996
-42.19667	12.35016	63.97234	10.17083	0.00000	5.92377	-21.41222	10.05245	47.82679	49.73922	8.00295	9.05540	11.31072	12.67883	9.38708	8.88951	7.47951	1179.65201
17.58522	6.71314	70.96078	8.57230	1.00000	10.46041	40.53123	6.11066	32.78122	25.87134	8.57776	6.13799	7.18078	2.68836	7.30147	33.50628	4.74843	1105.81166
65.50917	9.95121	66.78760	6.86360	1.00000	6.38080	44.85278	8.98848	45.74837	46.09560	7.70939	6.69736	7.31092	3.11787	7.23507	25.46362	8.52872	1078.94547
15.16554	6.59892	66.54888	4.83972	1.00000	7.84330	-4.5833	4.49195	45.27364	34.92374	7.54379	7.29287	8.35070	4.64237	7.47262	16.53451	6.90878	1070.81542
9.15214	8.34203	78.10637	6.80974	0.00000	7.87371	49.97704	8.07975	27.13630	53.80683	8.65415	7.64079	7.05275	4.13809	9.59317	19.53802	9.37871	1160.13253
13.57661	11.53342	65.35343	8.76610	0.00000	5.73629	37.31065	7.76427	53.64254	50.07412	7.76572	6.55415	8.29657	2.71349	8.75358	15.09626	5.76678	1052.40361
-4.83076	5.52476	65.26768	5.41990	1.00000	9.08948	39.96348	8.03252	59.21097	39.67768	7.37403	8.17360	6.98799	7.26642	4.80525	5.29243	6.12257	1080.37175
65.27258	7.29084	73.01468	5.50953	1.00000	9.47682	58.04254	8.52188	20.86029	21.11069	7.84525	6.33281	6.76526	2.72716	5.37931	21.26053	7.73578	1068.53450
25.34244	10.24233	71.07693	3.90309	1.00000	9.29086	50.75932	9.58382	29.81481	38.79429	8.31678	7.27629	6.62209	2.99644	5.02964	14.24207	8.76463	1197.24755
8.77155	9.62849	65.99406	6.20869	1.00000	8.70999	50.23019	8.82560	42.05464	41.84489	7.85481	6.76724	8.76045	3.44246	6.52771	-6.43077	9.49638	1094.26584
-104.22884	6.20494	57.96297	7.94034	1.00000	10.68232	32.42067	6.29580	34.72864	45.70575	6.34233	8.10902	7.90360	5.69633	8.09515	23.05213	6.36625	1135.99058
-75.60804	9.52884	68.31912	7.05969	0.00000	9.26677	39.96097	8.96934	48.04239	57.61774	9.20421	9.06436	9.10649	12.05598	8.43470	38.31778	8.88160	1050.53602
-56.52361	9.36430	66.45454	5.37304	1.00000	6.40209	-33.38056	9.74433	51.99310	17.44816	5.12791	8.57138	5.92850	7.87318	7.18482	3.52693	7.02285	1102.46618
77.40858	3.89003	65.06271	9.15257	0.00000	3.91371	24.05979	6.08142	56.94080	53.71990	7.75506	6.38772	8.08103	2.15883	8.53938	14.69789	9.57661	1184.76041
72.85107	4.69686	66.57263	2.71820	0.00000	4.71179	19.30157	7.55407	32.91648	44.50084	7.74142	7.68620	7.89019	5.24318	2.67571	23.27009	7.30665	1126.29177
-100.88023	4.78898	74.58516	7.72503	1.00000	9.23125	20.21322	6.80200	54.54480	54.96347	7.45046	6.48697	7.21321	2.60862	7.16723	10.16818	5.92135	1154.58480
70.91106	7.94806	63.04368	7.99191	1.00000	9.40856	29.38242	9.05425	57.60319	52.41527	9.00733	8.09433	5.30903	6.18807	6.72220	4.94796	8.98068	1155.01513
77.656	8.85752	79.64441	4.41386	1.00000	7.93781	28.71271	10.74937	50.84288	51.88708	5.25270	7.89289	8.43867	3.51540	6.34213	19.21117	7.29953	1110.20428
39.8302	5.66278	77.34785	7.97405	1.00000	8.49191	64.5635	6.04368	37.96266	54.55427	7.43991	8.04085	8.15032	5.59443	7.92099	20.49645	3.54061	1129.64662
178.00417	9.26103	70.47676	6.39968	1.00000	8.00255	-38.65333	9.80846	14.94949	46.38480	6.94497	9.82334	7.70893	24.48751	6.40631	22.41780	7.66503	1182.85381
-73.25383	8.75786	65.73933	4.36688	1.00000	11.63953	-3.74912	7.59563	58.41572	48.15960	7.55613	7.89750	7.46274	3.72959	3.95073	15.50717	10.77739	1159.45465
35.23388	9.37439	73.12190	3.85371	1.00000	8.11198	31.78336	9.50893	40.51180	37.55214	7.47447	8.32932	6.97291	7.56566	5.83410	9.91154	7.37914	1170.49625
15.46667	7.01096	69.62096	9.56867	0.00000	7.77398	47.05	4.40936	59.75566	33.24938	7.53779	6.11966	6.82332	1.79563	8.00280	11.07521	7.19165	1107.28703
24.71204	5.43167	62.49139	5.07404	1.00000	9.16238	41.57439	8.00328	54.85012	46.60188	6.53042	8.37031	7.43444	7.41482	2.66023	17.07290	7.54042	1160.32180
122.8637	9.54187	58.99959	10.25196	0.00000	5.70522	9.3337	9.66234	63.87421	35.02857	7.78682	9.04335	8.40109	12.14614	8.91436	33.17459	5.42909	1075.46563
-76.43941	6.06080	91.04806	4.90382	1.00000	9.05147	39.33427	6.95013	53.69880	53.57569	8.31581	8.49607	6.77839	8.77379	5.40742	8.02800	7.64819	1079.93804
-84.20299	6.37727	71.64748	7.08489	1.00000	8.66875	39.43534	4.17331	53.07624	37.41154	7.27600	7.38802	6.49258	2.93197	7.36014	13.58896	6.83912	1178.37869
17.58522	12.06726	46.01255	9.76853	0.00000	6.43923	40.53123	11.38909	54.32135	54.51178	7.01032	9.04807	6.17106	12.33356	10.60023	20.88881	7.02774	1180.06118
2.59753	8.29689	71.31652	8.81979	1.00000	5.78400	8.88649	9.29334	54.45870	42.98365	7.88207	8.44337	7.55509	8.45833	8.43132	18.72610	7.05948	1095.15941
8.86704	9.14896	67.74571	8.69308	0.00000	6.46172	50.23805	8.61974	42.22014	63.44433	6.59042	7.27125	5.44544	2.80172	8.84948	13.49932	5.55379	1181.22630
-49.27306	10.24792	87.62187	8.69889	0.00000	6.41696	-25.42778	8.84745	66.69484	38.29742	7.40493	6.52221	6.24725	3.44330	9.11396	6.95578	7.62323	1094.43489
8.55552	6.49145	54.80506	7.01454	1.00000	9.96426	40.72586	5.86045	33.81915	75.79168	7.24008	8.59647	9.39278	8.21254	7.20438	45.02938	6.57818	1078.58042
38.02486	7.87621	52.57578	8.07572	1.00000	10.72216	55.64776	5.61086	41.30453	32.81462	7.17090	6.46666	7.95977	2.83535	8.64144	4.78749	4.28367	1075.43157
12.84052	7.98580	83.28973	8.66234	0.00000	6.40946	45.78071	6.99031	15.25042	50.11663		7.80317	7.57896	3.21650	9.35441	21.09684	8.36292	1063.74476
7.02238	5.28990	76.33074	7.93644	1.00000	8.92956	52.21099	6.13962	23.95362	38.78846	7.92490	6.74536	6.76622	3.77227	6.71633	14.54435	5.58611	1096.88356
-83.55521	6.56694	60.11933	6.74902	1.00000	10.10927	41.66394	6.51520	72.98099	54.00615	8.56993	6.64263	7.96292	3.73319	6.37811	16.50677	6.55698	1133.28617
35.90057	6.08881	68.32356	7.85154	1.00000	8.71625	56.85836	4.66574	44.09664	28.88832	5.45814	6.55795	8.33611	1.67550	7.34595	12.42726	6.55051	1185.73367
-2.16	8.70890	66.74130	7.33393	1.00000		34.31	8.04597	40.11961	55.64839	8.85648	7.09501	6.79521	3.66891	6.86955	13.89084	9.20816	1195.95027
2.31889	9.04486	59.88126	6.50274	1.00000	8.58249	35.21222	9.54274	53.42844	54.63495	6.46887	7.53478	8.07655	3.15769	6.40227	22.55985	8.58967	1072.45216
77.40858	7.57460	67.04906	8.10836	0.00000	5.62997	24.05979	9.15790	68.26950	34.51788	7.57081	7.82856	6.92853	5.08777	8.53158	13.07314	3.87010	1166.66562
1.04945	6.37393	76.58674	8.08158	0.00000	5.49726	35.06544	6.34661	46.89552	35.60386	8.91655	7.00811	6.79514	3.03738	9.02122	-13.26612	8.40584	1188.84180
17.10558	11.13899	73.37179	11.59754	0.00000	4.99766	61.72744	10.75553	34.37128	35.82847	8.71223	6.51451	6.98224	2.69656	11.03676	22.07945	6.91354	1136.79859
3.47717	6.05593	69.71969	8.54715	0.00000	6.59926	36.76639	6.59186	51.51627	48.77474	8.16806	9.38646	6.10212	18.17007	8.31334	25.28955	8.93291	1148.12914
2.29275	7.11012	76.45639	6.97906	1.00000	6.63373	48.79325	8.83381	41.46876	56.16818	7.44338	6.13261	7.89521	1.91157	7.65315	11.41781	7.21303	1103.88934
