code	latitude	revision	longitude	location	QoS
KR	36.6009	04/22/2013, 00:00:00	126.665	Asia/Seoul	building
MK	42	11/07/2014, 00:00:00	21.32778	Europe/Skopje	maintenance
NL	52.26083	2022/09/25	7.00417	Europe/Amsterdam	accep
RU	53.30972	25 Jan 2018	83.62389	Asia/Barnaul	average
US	35.05266	17 Aug 2016	-78.87836	America/New_York	maintenance
US	33.95015	12/07/2018, 00:00:00	-118.03917	America/Los_Angeles	maintenance
US	32.42067	2014/05/29	-104.22884	America/Denver	accep
GB	51.39323	06/30/2016, 00:00:00	0.47713	Europe/London	average
BR	-25.42778	24 May 2022	-49.27306	America/Sao_Paulo	accep
US	39.45621	2016/04/16	-77.96389	America/New_York	excellent
MX	22.49396	2020/05/03	-105.36369	America/Mazatlan	accep
US	42.24113	2012/09/29	-88.3162	America/Chicago	average
ID	-1.26753	2015/09/14	116.82887	Asia/Makassar	accep
IT	44.59445	09 Jun 2014	11.04979	Europe/Rome	accep
DE	53.6052	09/22/2021, 00:00:00	10.03988	Europe/Berlin	average
IN	21.34222	2020-07-11	71.30633	Asia/Kolkata	accep
BR	-29.2975	2022/08/08	-51.50361	America/Sao_Paulo	maintenance
CA	49.88307	2016/05/29	-119.48568	America/Vancouver	average
PK	27.55898	2016/03/13	68.21204	Asia/Karachi	average
ES	41.91738	2014-01-10	3.1631	Europe/Madrid	accep
IT	45.78071	03/25/2018, 00:00:00	12.84052	Europe/Rome	average
VN	10.29085	03/01/2014, 00:00:00	105.75635	Asia/Ho_Chi_Minh	excellent
IN	12.25282	11/02/2018, 00:00:00	79.41727	Asia/Kolkata	maintenance
ES	40.70995	24 Jul 2016	0.57856	Europe/Madrid	average
NG	10.61285	2022-04-05	12.19458	Africa/Lagos	excellent
US	33.03699	2021-09-28	-117.29198	America/Los_Angeles	average
RU	58.23583	2015-05-25	92.48278	Asia/Krasnoyarsk	good
FR	49.28669	2016/07/24	1.00288	Europe/Paris	average
DE	48.35149	2017-06-05	8.96317	Europe/Berlin	maintenance
FR	45.73333	04 Feb 2017	4.91667	Europe/Paris	accep
US	34.63915	2018-01-04	-120.45794	America/Los_Angeles	maintenance
US	42.4251	04/04/2022, 00:00:00	-71.06616	America/New_York	average
DO	18.20854	05/24/2017, 00:00:00	-71.10077	America/Santo_Domingo	excellent
RU	58.63667	2015-04-22	59.80222	Asia/Yekaterinburg	accep
JP	35.815	2014-11-14	139.6853	Asia/Tokyo	excellent
DE	50.82709	2018-05-07	6.9747	Europe/Berlin	maintenance
RU	55.8736	07/07/2014, 00:00:00	85.4265	Asia/Novokuznetsk	excellent
GH	7.06273	2018/09/06	-1.4001	Africa/Accra	excellent
DZ	36.76639	04/05/2018, 00:00:00	3.47717	Africa/Algiers	average
ID	-7.01833	23 May 2013	107.60389	Asia/Jakarta	building
US	41.80753	16 Apr 2018	-87.65644	America/Chicago	maintenance
HN	15.48131	08/29/2015, 00:00:00	-86.57415	America/Tegucigalpa	maintenance
MA	33.92866	12 Oct 2016	-6.90656	Africa/Casablanca	good
US	40.60538	2016/01/07	-73.75513	America/New_York	building
DE	50.82709	01 Nov 2020	6.9747	Europe/Berlin	accep
TZ	-4.83	12/22/2012, 00:00:00	29.65806	Africa/Dar_es_Salaam	building
CN	35.64889	06/25/2022, 00:00:00	117.27583	Asia/Shanghai	average
JP	34.9	11/05/2014, 00:00:00	137.5	Asia/Tokyo	accep
US	39.32011	03 Dec 2013	-76.51552	America/New_York	maintenance
RU	65.93381	19 Feb 2016	111.4834	Asia/Yakutsk	accep
CN	37.19723	2017-04-08	122.05228	Asia/Shanghai	excellent
MA	34.31	10/24/2018, 00:00:00	-2.16	Africa/Casablanca	excellent
US	40.82232	04 Aug 2014	-74.15987	America/New_York	building
US	34.09611	2017-01-28	-118.10583	America/Los_Angeles	excellent
ET	6.03333	12/03/2020, 00:00:00	37.55	Africa/Addis_Ababa	excellent
US	44.99012	2020/10/12	-123.02621	America/Los_Angeles	good
PK	32.57756	02/16/2016, 00:00:00	71.52847	Asia/Karachi	maintenance
BE	50.56149	2019/11/27	4.69889	Europe/Brussels	excellent
CN	35.50056	09/04/2019, 00:00:00	117.63083	Asia/Shanghai	excellent
LY	24.96334	2015/01/28	10.18003	Africa/Tripoli	maintenance
IT	43.62558	2022-01-17	13.39954	Europe/Rome	excellent
MX	25.87972	2015/01/29	-97.50417	America/Matamoros	excellent
ES	37.35813	2012/11/27	-6.03731	Europe/Madrid	good
DE	48.49144	2016-07-27	9.20427	Europe/Berlin	maintenance
GB	53.00974	2019/01/10	-3.05814	Europe/London	good
ES	38.10558	02 Jul 2018	-1.86343	Europe/Madrid	accep
RU	55.38752	2014-12-14	36.73307	Europe/Moscow	average
US	43.91452	20 Feb 2018	-69.96533	America/New_York	good
CN	23.02677	05/25/2022, 00:00:00	113.13148	Asia/Shanghai	good
IN	21.46527	2013/12/10	83.97573	Asia/Kolkata	excellent
EE	59.37722	17 Sep 2016	28.19028	Europe/Tallinn	accep
UA	50.75932	04/07/2019, 00:00:00	25.34244	Europe/Kiev	average
CN	30.35028	08 Nov 2019	112.19028	Asia/Shanghai	accep
MX	17.06542	2014/12/01	-96.72365	America/Mexico_City	good
FR	44.80477	04 Mar 2014	-0.59543	Europe/Paris	accep
JP	36.65	02/15/2015, 00:00:00	138.31667	Asia/Tokyo	good
DE	49.5099	2014/11/27	6.74549	Europe/Berlin	average
CR	9.92787	2015-05-15	-84.13722	America/Costa_Rica	accep
CN	45.75279	2017/05/27	130.57211	Asia/Shanghai	good
CM	4.2475	2016/03/25	9.00472	Africa/Douala	good
TR	39.59611	2013/07/18	27.02444	Europe/Istanbul	excellent
FR	45.73333	2016/03/17	4.91667	Europe/Paris	good
FR	48.98693	04 Feb 2020	2.44892	Europe/Paris	accep
IN	25.6439	2022/09/27	77.9129	Asia/Kolkata	accep
FR	48.90472	2017/07/16	2.2469	Europe/Paris	good
IT	38.07789	2017-04-13	13.44275	Europe/Rome	excellent
ES	38.68712	28 Jan 2019	-4.10734	Europe/Madrid	excellent
MX	20.28527	02/03/2021, 00:00:00	-103.42897	America/Mexico_City	maintenance
US	38.91817	2013/11/02	-78.19444	America/New_York	excellent
CD	-8.73508	2013/04/16	24.99798	Africa/Lubumbashi	average
US	42.4251	2021/09/22	-71.06616	America/New_York	good
CO	4.73245	2012/11/10	-74.26419	America/Bogota	accep
KR	36.6009	2016/07/03	126.665	Asia/Seoul	excellent
US	28.90054	05/07/2021, 00:00:00	-81.26367	America/New_York	excellent
AU	-38.16604	2016-11-14	145.13643	Australia/Melbourne	good
PK	32.57756	05/05/2017, 00:00:00	71.52847	Asia/Karachi	accep
IN	19.21667	11/14/2017, 00:00:00	73.08333	Asia/Kolkata	excellent
US	43.54072	20 Feb 2018	-116.56346	America/Boise	building
NL	53.16167	09 Nov 2021	6.76111	Europe/Amsterdam	good
US	39.33427	05/07/2016, 00:00:00	-76.43941	America/New_York	average
DE	51.19139	2020-09-06	6.51352	Europe/Berlin	average
US	33.54428	12 Jan 2013	-84.23381	America/New_York	excellent
RU	55.39485	2015/07/03	43.83992	Europe/Moscow	accep
BR	-19.72806	11/03/2019, 00:00:00	-50.19556	America/Sao_Paulo	excellent
NG	6.8485	10/23/2017, 00:00:00	3.64633	Africa/Lagos	good
ID	0.51667	2018/11/09	101.44167	Asia/Jakarta	good
GN	9.535	2015-04-14	-13.68778	Africa/Conakry	average
ID	-3.5403	03/07/2015, 00:00:00	118.9707	Asia/Makassar	excellent
GB	50.7236	06/05/2013, 00:00:00	-3.52751	Europe/London	building
US	40.81	24 May 2022	-73.9625	America/New_York	maintenance
HR	43.50891	2013/07/25	16.43915	Europe/Zagreb	average
MX	19.32889	17 Apr 2013	-99.32556	America/Mexico_City	building
RU	53.93361	2022-01-03	37.92792	Europe/Moscow	average
US	40.63316	03 Nov 2018	-74.13653	America/New_York	good
BR	-11.48472	17 Jun 2018	-37.93278	America/Bahia	average
US	36.61033	2017-01-22	-88.31476	America/Chicago	average
BR	-21.41222	08/16/2022, 00:00:00	-42.19667	America/Sao_Paulo	accep
MY	5.90702	2013-04-17	116.10146	Asia/Kuching	good
BR	-4.42472	25 May 2018	-41.45861	America/Fortaleza	good
DZ	36.72544	08 May 2018	3.55665	Africa/Algiers	building
CN	46.08333	16 Nov 2020	122.08333	Asia/Shanghai	accep
CO	10.15031	11/10/2018, 00:00:00	-73.9614	America/Bogota	average
MT	35.89972	02 Jul 2018	14.51472	Europe/Malta	building
RU	51.78771	11/26/2012, 00:00:00	56.36091	Asia/Yekaterinburg	accep
US	43.54072	04/11/2018, 00:00:00	-116.56346	America/Boise	excellent
PT	41.1053	29 Jul 2015	-7.32097	Europe/Lisbon	average
DE	53.94313	2017-10-17	10.30215	Europe/Berlin	average
CN	30.24706	2018/08/22	115.04814	Asia/Shanghai	maintenance
IT	45.44694	2022-02-27	8.62118	Europe/Rome	maintenance
ID	0.51667	01/29/2021, 00:00:00	101.44167	Asia/Jakarta	good
BE	51.24197	24 Aug 2021	4.82313	Europe/Brussels	maintenance
TR	37.31309	12/13/2017, 00:00:00	40.74357	Europe/Istanbul	accep
IN	20.88098	2018-03-04	75.11937	Asia/Kolkata	maintenance
US	41.27621	07 Sep 2016	-72.86843	America/New_York	excellent
CN	34.86472	2014-08-12	117.55417	Asia/Shanghai	average
ES	27.76056	10/28/2015, 00:00:00	-15.58602	Atlantic/Canary	accep
CA	50.26729	08/07/2018, 00:00:00	-119.27337	America/Vancouver	building
RU	56.03361	12 Oct 2019	35.96944	Europe/Moscow	maintenance
IN	12.1277	2014-09-24	78.15794	Asia/Kolkata	maintenance
PH	9.3337	2017/05/27	122.8637	Asia/Manila	accep
BE	50.56149	15 Mar 2014	4.69889	Europe/Brussels	accep
CN	42.64031	2016-07-09	125.51176	Asia/Shanghai	accep
IT	40.72586	2021-05-07	8.55552	Europe/Rome	accep
AU	-33.88096	08/23/2020, 00:00:00	151.07986	Australia/Sydney	good
BY	53.5942	2021/07/19	25.8191	Europe/Minsk	excellent
MD	48.15659	19 Jul 2014	28.28489	Europe/Chisinau	accep
TD	12.18441	2020-02-11	18.69303	Africa/Ndjamena	maintenance
IN	17.54907	15 Nov 2012	82.85749	Asia/Kolkata	average
DE	50.23019	2013-01-23	8.77155	Europe/Berlin	maintenance
FR	46.67535	08/07/2022, 00:00:00	5.55575	Europe/Paris	average
RU	53.14657	2022/02/16	140.72287	Asia/Vladivostok	excellent
CN	35.50056	2014-01-22	117.63083	Asia/Shanghai	accep
IQ	32.61603	2021/12/15	44.02488	Asia/Baghdad	excellent
IR	35.6803	16 May 2016	51.0193	Asia/Tehran	good
US	33.76446	07/16/2021, 00:00:00	-117.79394	America/Los_Angeles	good
UA	46.75451	2017-10-22	33.34864	Europe/Kiev	average
CM	3.51667	2013-09-13	11.5	Africa/Douala	excellent
RU	53.53041	2013-08-16	43.67663	Europe/Moscow	building
CU	22.98212	07 May 2016	-80.58556	America/Havana	excellent
MX	19.8173	2014/07/06	-97.35992	America/Mexico_City	building
DE	48.46458	05/21/2022, 00:00:00	9.22796	Europe/Berlin	excellent
TZ	-2.68333	05/19/2013, 00:00:00	33	Africa/Dar_es_Salaam	excellent
US	36.91023	2013-01-05	-121.75689	America/Los_Angeles	accep
BW	-21.44236	2022-02-18	27.46153	Africa/Gaborone	building
GB	52.41667	09 Jul 2014	0.75	Europe/London	good
CU	23.15678	12 Jun 2020	-81.24441	America/Havana	excellent
ES	40.42386	21 Jun 2016	-3.53261	Europe/Madrid	excellent
DE	52.53048	03/30/2014, 00:00:00	13.29371	Europe/Berlin	accep
IT	40.53123	10/24/2013, 00:00:00	17.58522	Europe/Rome	good
RU	53.37596	15 Dec 2021	51.3452	Europe/Samara	good
RU	43.35071	2019/03/16	46.10925	Europe/Moscow	accep
PK	32.87533	2018-01-13	71.57118	Asia/Karachi	building
BR	-19.7625	2016/02/09	-44.31389	America/Sao_Paulo	excellent
CI	5.84752	2014/01/05	-5.682	Africa/Abidjan	average
MX	20.21322	12/18/2013, 00:00:00	-100.88023	America/Mexico_City	average
ES	41.91738	28 Apr 2020	3.1631	Europe/Madrid	maintenance
IN	11.93381	25 Aug 2019	79.82979	Asia/Kolkata	average
BD	23.9028	06/27/2017, 00:00:00	89.11943	Asia/Dhaka	good
US	45.0408	18 Nov 2017	-93.263	America/Chicago	accep
GB	53.81667	2013/04/24	-3.05	Europe/London	excellent
IT	42.22718	12/21/2019, 00:00:00	14.39024	Europe/Rome	accep
PK	29.69221	2017/02/07	72.54566	Asia/Karachi	excellent
BR	-15.675	2020-09-15	-38.94722	America/Bahia	maintenance
CN	37.19723	2021-08-24	122.05228	Asia/Shanghai	excellent
US	41.55838	2021/07/25	-81.56929	America/New_York	accep
US	40.58654	2022-05-22	-122.39168	America/Los_Angeles	maintenance
ID	-6.8048	26 Sep 2016	110.8405	Asia/Jakarta	accep
US	37.95143	2018-02-09	-91.77127	America/Chicago	maintenance
RU	54.39304	05/21/2021, 00:00:00	53.26023	Europe/Moscow	accep
AU	-27.50578	12/24/2014, 00:00:00	153.10236	Australia/Brisbane	good
IN	9.57046	2015-09-23	76.32756	Asia/Kolkata	excellent
PL	51.14942	2020-02-11	15.00835	Europe/Warsaw	excellent
ES	43.31667	2017-05-20	-2.68333	Europe/Madrid	accep
NO	68.79833	2015-08-06	16.54165	Europe/Oslo	excellent
US	33.03699	18 Oct 2017	-117.29198	America/Los_Angeles	good
CN	27.85	11/26/2018, 00:00:00	112.9	Asia/Shanghai	accep
ES	38.47917	01/07/2018, 00:00:00	-1.325	Europe/Madrid	accep
CN	32.50611	28 Jul 2014	120.14278	Asia/Shanghai	accep
IT	40.72586	2019/03/11	8.55552	Europe/Rome	excellent
BR	-8.66667	24 Aug 2017	-35.71667	America/Recife	maintenance
US	33.50921	12/20/2019, 00:00:00	-111.89903	America/Phoenix	good
DE	50.23019	11/02/2013, 00:00:00	8.77155	Europe/Berlin	average
GB	51.62907	12/03/2019, 00:00:00	-0.74934	Europe/London	average
RU	55.64776	2019/04/10	38.02486	Europe/Moscow	building
PE	-16.25	2016/12/27	-69.08333	America/Lima	maintenance
