location	revision	QoS	longitude	station	latitude
Asia/Shanghai	2020-02-02	accep	122.20488	Zhoushan	29.98869
Asia/Almaty	16 Jan 2020	average	84.87144	Zaysan	47.46657
Asia/Kolkata	23 Aug 2019	average	78.40102	Chharra	27.9247
America/Santiago	2013-05-16	accep	-70.6996	San Bernardo	-33.59217
Africa/Bamako	2017/01/24	accep	-8.07257	Kati	12.74409
America/Bogota	2014/07/16	excellent	-74.95472	Puerto Colombia	10.98778
Asia/Seoul	03/06/2019, 00:00:00	excellent	128.63083	Eisen	36.82167
Africa/Banjul	2014/05/05	building	-15.6	Farafenni	13.56667
Asia/Tbilisi	01/16/2019, 00:00:00	good	41.77921	Kobuleti	41.82143
America/Los_Angeles	08 Mar 2016	maintenance	-121.74052	Davis	38.54491
Asia/Kolkata	2020-08-20	average	84.63445	Rafiganj	24.81757
Asia/Karachi	29 Mar 2021	good	68.49143	Bhit Shah	25.80565
Asia/Shanghai	08/14/2013, 00:00:00	good	126.28333	Shuangcheng	45.35
Europe/Warsaw	2016-03-17	accep	18.34717	Reda	54.60528
Asia/Karachi	28 Feb 2014	average	73.97117	Naushahra Virkan	31.96258
Asia/Kolkata	2022/01/13	accep	76.12647	Chamba	32.55531
Africa/Addis_Ababa	2017-08-07	good	37.55	Arba Minch	6.03333
America/Lima	17 Aug 2016	accep	-76.70944	Chosica	-11.94306
Europe/Rome	11 Nov 2019	excellent	14.72443	Ragusa	36.92574
Asia/Shanghai	03/02/2022, 00:00:00	average	123.50266	Hushitai	41.94175
Asia/Kolkata	2022/04/06	average	75.37991	Deoli	25.75728
Asia/Kolkata	2021-08-29	excellent	76.56719	Aklera	24.41288
Europe/Berlin	2018/07/19	good	11.18709	Neuburg an der Donau	48.73218
Asia/Karachi	2019-09-08	building	74.12286	Kanganpur	30.76468
Asia/Bangkok	2016/07/28	excellent	104.64992	Kantharalak	14.64056
Europe/Lisbon	14 Apr 2018	average	-8.33147	Paredes	41.20485
Africa/Accra	2014-05-30	average	-1.4001	Mampong	7.06273
Europe/Berlin	02/26/2016, 00:00:00	accep	13.29371	Charlottenburg-Nord	52.53048
Asia/Jakarta	09/14/2015, 00:00:00	good	99.1625	Tebingtinggi	3.3285
Africa/Khartoum	05/30/2015, 00:00:00	accep	34.3869	Ar Ruseris	11.8659
Asia/Hong_Kong	12/16/2021, 00:00:00	maintenance	114.10479	Tsuen Wan	22.37066
Europe/Madrid	2018/07/17	accep	-8.2194	Ferrol	43.48961
America/El_Salvador	15 Feb 2016	building	-89.10944	Ilopango	13.70167
Africa/Lagos	10/02/2018, 00:00:00	building	5.06258	Igbara-Odo	7.50251
America/Mexico_City	08/23/2015, 00:00:00	excellent	-94.91386	Acayucan	17.94979
Africa/Lubumbashi	17 Nov 2012	good	29.47306	Beni	0.49113
Europe/London	05/27/2016, 00:00:00	average	-0.29825	Surbiton	51.39148
Indian/Antananarivo	2016/06/23	average	46.58333	Ikalamavony	-21.15
Europe/Berlin	2022/07/31	average	9.5926	Walsrode	52.86147
Europe/Berlin	2020/01/03	excellent	7.20769	Siegburg	50.80019
Asia/Bangkok	02/21/2013, 00:00:00	maintenance	102.42587	Bua Yai	15.58552
Europe/Rome	12/16/2012, 00:00:00	good	12.6723	Ariccia	41.72063
Asia/Kolkata	2018-12-11	average	77.40858	Leteri	24.05979
Africa/Lagos	04 Aug 2022	accep	4.74161	Ilesa	7.62789
Asia/Kolkata	01/11/2021, 00:00:00	excellent	73.7553	Calangute	15.5439
America/Denver	2018-05-24	average	-111.90466	Saratoga Springs	40.34912
America/Argentina/Cordoba	2019/09/04	average	-61.4867	Rafaela	-31.25033
America/New_York	05 May 2014	accep	-82.45426	Venice	27.09978
Europe/Minsk	05 Jan 2016	building	30.2049	Vitebsk	55.1904
Asia/Aqtobe	2016-10-01	building	59.6	Shalqar	47.83333
America/Bogota	11 Dec 2016	excellent	-74.73584	Honda	5.20856
Europe/London	29 Apr 2014	average	-4.22398	Inverness	57.47908
America/Chicago	19 Apr 2013	good	-94.74049	Longview	32.5007
Asia/Manila	2022-09-25	excellent	123.33471	Dipolog	8.56697
Asia/Shanghai	22 Nov 2021	accep	122.20488	Zhoushan	29.98869
Europe/Istanbul	2021-12-05	average	42.85693	Patnos	39.22493
America/New_York	11/23/2019, 00:00:00	average	-76.43941	Middle River	39.33427
Europe/Moscow	2022/02/22	maitennce	37.49338	Tyoply Stan	55.62047
Asia/Hong_Kong	2019/07/21	maintenance	114.10479	Tsuen Wan	22.37066
America/Mexico_City	11/11/2013, 00:00:00	accep	-99.32556	San Lorenzo Acopilco	19.32889
Asia/Tokyo	2015/11/12	average	136.51667	Komono	35
Asia/Jakarta	07/19/2013, 00:00:00	accep	114.33333	Muncar	-8.43333
Europe/Berlin	2018-08-06	excellent	8.86704	Nidderau	50.23805
Africa/Lubumbashi	2013/05/25	accep	29.47306	Beni	0.49113
Africa/Algiers	26 Oct 2021	accep	1.04945	Frenda	35.06544
Asia/Kolkata	03/31/2013, 00:00:00	good	86.59611	Saharsa	25.87498
Asia/Shanghai	20 Aug 2015	building	123.17306	Liaoyang	41.27194
Europe/Brussels	2017-01-09	excellent	4.21372	Temse	51.12794
America/Chicago	09/28/2015, 00:00:00	average	-95.36969	Muskogee	35.74788
America/Bahia	07/19/2015, 00:00:00	accep	-39.25	Muritiba	-12.91667
Asia/Krasnoyarsk	05/20/2019, 00:00:00	excellent	92.48278	Lesosibirsk	58.23583
America/Sao_Paulo	2019-07-18	good	-48.62789	Caldas Novas	-17.74431
Europe/Oslo	03/22/2013, 00:00:00	average	16.54165	Harstad	68.79833
Europe/Berlin	2019/04/07	accep	9.15214	Aschaffenburg	49.97704
Asia/Almaty	2015-10-05	average	84.87144	Zaysan	47.46657
Asia/Bangkok	11/12/2012, 00:00:00	good	102.05461	Tak Bai	6.25947
Asia/Shanghai	2019/05/26	good	120.03308	Guli	28.88162
America/Bahia	04/06/2022, 00:00:00	good	-38.94722	Canavieiras	-15.675
America/Sao_Paulo	10/28/2013, 00:00:00	average	-50.19556	Iturama	-19.72806
America/New_York	2016-06-26	average	-80.66756	Belle Glade	26.68451
Europe/Moscow	07/26/2014, 00:00:00	excellent	35.96944	Volokolamsk	56.03361
Europe/Helsinki	2016/03/15	accep	24.95034	Kallio	60.18427
America/Bogota	2013/08/02	building	-74.73584	Honda	5.20856
America/New_York	07 Nov 2015	maintenance	-82.07842	Punta Gorda Isles	26.91756
Africa/Douala	19 May 2014	maintenance	11.5	Mbalmayo	3.51667
Asia/Tashkent	2016-11-02	average	72.34424	Andijon	40.78206
Asia/Kolkata	2013-12-27	good	79.41727	Gingee	12.25282
Africa/Lagos	10 Dec 2019	good	8.2926	Kafanchan	9.58126
Europe/Madrid	10/30/2015, 00:00:00	accep	-3.67029	Las Gabias	37.13548
Europe/Paris	2014-08-03	building	2.1699	Herblay	48.98994
Asia/Hong_Kong	2020/12/04	excellent	114.10479	Tsuen Wan	22.37066
Africa/Douala	05/05/2014, 00:00:00	average	9.00472	Idenao	4.2475
Europe/Paris	2018-08-04	excellent	4.63031	Arles	43.67681
Europe/Sarajevo	01/15/2013, 00:00:00	average	19.21437	Bijeljina	44.75874
America/Sao_Paulo	07/06/2022, 00:00:00	average	-51.87389	Sarandi	-23.44361
Asia/Manila	2015-08-08	excellent	123.33471	Dipolog	8.56697
America/New_York	03/19/2013, 00:00:00	building	-78.04471	Leland	34.25628
Asia/Manila	19 Dec 2016	excellent	121.3152	Calauan	14.14989
Europe/Berlin	30 Apr 2014	excellent	6.8625	Oberhausen	51.47805
America/Matamoros	31 May 2018	accep	-97.50417	Heroica Matamoros	25.87972
America/Sao_Paulo	08/21/2013, 00:00:00	good	-46.99583	Valinhos	-22.97056
Australia/Sydney	2015-03-02	average	150.99292	Baulkham Hills	-33.75881
America/Los_Angeles	2013/05/11	good	-116.97725	Beaumont	33.92946
America/Sao_Paulo	15 Jun 2014	building	-52.67056	Pato Branco	-26.22861
Asia/Kolkata	2020/11/26	accep	79.82979	Puducherry	11.93381
Pacific/Auckland	26 Aug 2020	maintenance	178.00417	Gisborne	-38.65333
Europe/Rome	16 Apr 2020	average	8.88104	Malnate	45.79377
Europe/Rome	11/13/2013, 00:00:00	maintenance	13.44275	Villabate	38.07789
Asia/Tokyo	12/08/2015, 00:00:00	excellent	138.89585	Annaka	36.33011
America/New_York	07/23/2014, 00:00:00	average	-73.89125	Cypress Hills	40.67705
Europe/Rome	2014-01-28	accep	14.30935	Afragola	40.92298
Europe/Berlin	2021/04/24	good	10.18527	Memmingen	47.98372
Asia/Kolkata	12/05/2017, 00:00:00	average	76.32756	Kalavoor	9.57046
Asia/Almaty	2018/04/17	excellent	84.87144	Zaysan	47.46657
America/New_York	26 Sep 2016	maintenance	-73.95097	Greenpoint	40.72371
Asia/Hong_Kong	2021-01-15	accep	114.10479	Tsuen Wan	22.37066
Europe/Berlin	15 Oct 2016	good	11.32903	Weimar	50.9803
America/New_York	2013/07/07	building	-77.55777	Bon Air	37.52487
Asia/Dili	15 Mar 2020	average	125.21972	Maliana	-8.99167
Africa/Nairobi	2016/09/27	excellent	35.59642	Lodwar	3.11988
America/Los_Angeles	19 Jun 2022	accep	-121.75689	Watsonville	36.91023
America/New_York	14 Jul 2016	excellent	-77.37331	Mechanicsville	37.60876
Asia/Manila	2015-06-26	accep	120.56528	Pilar	14.66
Atlantic/Canary	05 Oct 2016	accep	-15.58602	Maspalomas	27.76056
Asia/Makassar	2017/08/22	accep	118.9707	Majene	-3.5403
Europe/Warsaw	03/16/2015, 00:00:00	average	18.34717	Reda	54.60528
Africa/Dar_es_Salaam	01 Sep 2022	excellent	35.7	Iringa	-7.76667
America/Los_Angeles	10/12/2019, 00:00:00	average	-122.40433	Visitacion Valley	37.71715
Europe/Vienna	13 Jan 2014	good	16.4	Floridsdorf	48.25
Asia/Kolkata	2013/02/19	excellent	86.79271	Madhipura	25.92127
America/Havana	12/25/2015, 00:00:00	good	-82.4017	Boyeros	23.0072
Europe/Kiev	2017/12/13	good	32.6178	Kherson	46.65581
America/Los_Angeles	11/04/2012, 00:00:00	building	-122.38731	Troutdale	45.53929
America/New_York	2022/04/13	accep	-84.50855	Covington	39.08367
America/Chicago	18 Sep 2015	excellent	-88.81395	Jackson	35.61452
Europe/Warsaw	03 Sep 2022	maintenance	17.4674	Brzeg	50.86079
America/Bahia	2014-05-21	average	-37.93278	Rio Real	-11.48472
America/New_York	2017-05-21	accep	-75.60804	West Chester	39.96097
Asia/Shanghai	02 Jun 2015	accep	117.55417	Zaozhuang	34.86472
Asia/Shanghai	08 May 2017	good	117.55417	Zaozhuang	34.86472
Europe/London	10/26/2020, 00:00:00	accep	-4.0573	Viewpark	55.82737
Asia/Tokyo	07 Aug 2015	average	141.95	Yamada	39.46667
Asia/Karachi	2018/11/26	average	71.67164	Qadirpur Ran	30.29184
Europe/Berlin	2014/08/08	excellent	10.5511	Gifhorn	52.47774
Asia/Shanghai	2021/01/31	average	111.50861	Danjiangkou	32.54278
Europe/Rome	2016-03-08	average	14.72443	Ragusa	36.92574
Asia/Manila	2020/08/03	building	124.84472	Maasin	10.13361
Europe/Moscow	2020-01-10	accep	47.1192	Buynaksk	42.819
America/Chicago	12/26/2013, 00:00:00	good	-93.08883	Lino Lakes	45.16024
America/New_York	2015-06-09	accep	-73.89125	Cypress Hills	40.67705
Asia/Tokyo	03/24/2016, 00:00:00	maintenance	136.84186	Toba	34.4833
Australia/Melbourne	29 Dec 2019	average	145.06667	Carnegie	-37.88333
America/Los_Angeles	2014/05/24	good	-117.23991	Opportunity	47.64995
America/New_York	20 Oct 2012	good	-76.43941	Middle River	39.33427
America/Merida	04 Dec 2016	building	-89.66123	Progreso	21.28306
America/Lima	2018-09-03	good	-73.25383	Iquitos	-3.74912
Europe/Madrid	2016-01-07	good	-1.325	Jumilla	38.47917
America/New_York	12/26/2020, 00:00:00	excellent	-84.20299	Lebanon	39.43534
Africa/Lubumbashi	12 Sep 2019	good	24.99798	Kamina	-8.73508
Europe/Stockholm	10/11/2014, 00:00:00	good	18.28333	Boo	59.33333
Africa/Tunis	2022-02-14	building	9.37082	Siliana	36.08497
Asia/Jakarta	04/23/2021, 00:00:00	excellent	103.61667	Jambi City	-1.6
Europe/London	07/20/2017, 00:00:00	accep	0.93333	East Dereham	52.68333
Asia/Tokyo	20 Jul 2015	accep	135.31667	Iwade	34.25
America/Sao_Paulo	26 Mar 2017	accep	-47.53028	Santa Gertrudes	-22.45667
Africa/Algiers	2014/05/29	average	4.08282	Beni Douala	36.61954
Europe/Warsaw	03/31/2016, 00:00:00	average	15.00835	Zgorzelec	51.14942
Europe/Paris	2015-04-24	average	2.18967	Rueil-Malmaison	48.8765
Europe/Paris	11/22/2020, 00:00:00	average	4.86667	Vienne	45.51667
America/Maceio	2013/05/27	good	-37.65	Lagarto	-10.91722
Asia/Tokyo	07/01/2015, 00:00:00	accep	137.36215	Namerikawa	36.75965
America/Maceio	06/12/2016, 00:00:00	acceptable	-37.65	Lagarto	-10.91722
Europe/Madrid	25 Nov 2015	average	-4.83076	Talavera de la Reina	39.96348
America/Cuiaba	2013-08-26	average	-52.35558	Nova Xavantina	-14.66463
Asia/Manila	2014-01-09	building	124.84472	Maasin	10.13361
America/Santiago	2021/12/20	excellent	-71.23106	La Ligua	-32.45242
Europe/Berlin	09/19/2014, 00:00:00	accep	13.10984	Oschatz	51.30001
America/New_York	08/30/2022, 00:00:00	accep	-84.20299	Lebanon	39.43534
America/Toronto	2017-10-21	accep	-73.86586	Beaconsfield	45.43341
Asia/Kolkata	02 Nov 2020	average	78.25795	Tiruppuvanam	9.82564
America/Sao_Paulo	21 Jun 2018	excellent	-41.88778	Itaperuna	-21.205
America/New_York	08 Feb 2019	building	-73.75513	Far Rockaway	40.60538
America/Los_Angeles	2020-12-26	average	-122.86705	Aloha	45.49428
Europe/Madrid	23 Dec 2021	excellent	-1.60452	Tudela	42.06166
Asia/Bangkok	2019-03-02	average	102.42587	Bua Yai	15.58552
Pacific/Auckland	08/04/2020, 00:00:00	accep	178.00417	Gisborne	-38.65333
Europe/Moscow	10/03/2018, 00:00:00	good	36.73307	Naro-Fominsk	55.38752
Asia/Tokyo	2018-04-26	good	139.6853	Shimotoda	35.815
Europe/London	2015-07-24	building	-2.12139	Brierley Hill	52.48173
Europe/Rome	14 Jul 2015	building	8.88104	Malnate	45.79377
Indian/Antananarivo	2016-08-04	maintenance	46.58333	Ikalamavony	-21.15
Asia/Kolkata	08/22/2013, 00:00:00	accep	88.18466	Diamond Harbour	22.19303
America/Bogota	05/20/2020, 00:00:00	excellent	-74.73584	Honda	5.20856
Europe/London	2016-08-27	maintenance	-0.32247	Lancing	50.82882
Asia/Damascus	20 Dec 2017	excellent	36.7138	Binnish	35.95664
Asia/Shanghai	2013-06-22	good	126.28333	Shuangcheng	45.35
America/Halifax	20 Dec 2017	accep	-63.13414	Charlottetown	46.23899
Europe/Berlin	2022/01/30	maintenance	8.51667	Verl	51.88333
Asia/Tokyo	07 Sep 2020	average	137.4	Toyokawa	34.81667
Europe/Madrid	2019-01-07	average	-1.325	Jumilla	38.47917
Asia/Kolkata	2020/12/17	good	75.16878	Moga	30.81383
Europe/Paris	07/02/2021, 00:00:00	average	5.16108	Bar-le-Duc	48.77275
America/New_York	2020-04-05	accep	-84.23381	Stockbridge	33.54428
Europe/London	14 Jun 2017	accep	-1.48119	Belper	53.0233
Europe/Moscow	2016/03/30	good	34.34691	Petrozavodsk	61.78491
America/Los_Angeles	07/23/2022, 00:00:00	good	-117.23991	Opportunity	47.64995
Europe/Rome	04/23/2014, 00:00:00	maitennce	9.29109	San Giuliano Milanese	45.39402
Asia/Jakarta	2016/03/13	accep	114.33333	Muncar	-8.43333
Asia/Shanghai	22 Aug 2014	accep	117.33333	Taozhuang	34.85
Europe/Moscow	01/20/2014, 00:00:00	good	35.90057	Tver	56.85836
Europe/Vilnius	10/06/2013, 00:00:00	good	24.75	Ukmerge	55.25
Europe/Bratislava	02/10/2020, 00:00:00	average	17.22635	Skalica	48.8449
Asia/Kolkata	04 Jul 2018	building	82.85749	Elamanchili	17.54907
Africa/Casablanca	17 Apr 2019	good	-5.22126	Azrou	33.43443
America/New_York	12/02/2019, 00:00:00	average	-75.64963	Pottstown	40.24537
Asia/Dhaka	2018-03-05	excellent	89.11943	Kushtia	23.9028
Asia/Kolkata	26 Feb 2018	good	79.41727	Gingee	12.25282
Europe/Moscow	2020/11/11	good	43.83992	Arzamas	55.39485
Africa/Gaborone	2019-11-11	excellent	27.46153	Tonota	-21.44236
America/New_York	2022/01/18	accep	-82.32483	Gainesville	29.65163
Europe/Istanbul	11/05/2013, 00:00:00	good	40.74357	Mardin	37.31309
Europe/Berlin	28 Apr 2018	average	10.18527	Memmingen	47.98372
Europe/Paris	2017/03/06	accep	-4.1	Quimper	48
America/Los_Angeles	2020/08/13	excellent	-119.01677	Porterville	36.06523
Europe/Rome	2017-11-13	excellent	17.58522	Francavilla Fontana	40.53123
America/Chicago	2014/09/22	excellent	-97.54667	Hutto	30.5427
Africa/Lagos	20 Aug 2018	average	9.0027	Gaya	11.86064
America/Porto_Velho	2020/02/27	good	-63.90389	Porto Velho	-8.76194
America/Indiana/Indianapolis	2019/10/05	average	-85.76942	Greenfield	39.78504
Africa/Lagos	03 Dec 2015	accep	3.64633	Shagamu	6.8485
Indian/Antananarivo	2018/04/11	accep	44.53333	Sakaraha	-22.9
Europe/Sarajevo	2022/08/10	average	19.21437	Bijeljina	44.75874
America/Montevideo	18 Feb 2017	good	-56.52361	Durazno	-33.38056
America/Santiago	08/04/2019, 00:00:00	good	-70.6996	San Bernardo	-33.59217
Europe/London	2015/06/26	excellent	0.93333	East Dereham	52.68333
America/Guayaquil	2019-09-21	excellent	-79.00453	Cuenca	-2.90055
Europe/Berlin	29 Oct 2014	average	12.1369	Zeitz	51.04962
America/Bogota	05/03/2019, 00:00:00	building	-77.03116	Buenaventura	3.8801
America/Los_Angeles	2019-03-01	average	-115.98391	Pahrump	36.20829
America/Phoenix	26 Jun 2021	excellent	-111.89903	Scottsdale	33.50921
Atlantic/Azores	2019/01/17	maintenance	-25.66689	Ponta Delgada	37.74615
Europe/Madrid	2014-06-16	maintenance	3.1631	Palafrugell	41.91738
Asia/Tokyo	2012/10/12	good	137.5	Shinshiro	34.9
America/Chicago	11/06/2020, 00:00:00	excellent	-88.42814	Huntley	42.16808
America/Costa_Rica	2014-12-25	average	-84.13722	San Rafael	9.92787
Africa/Algiers	2015-06-19	maintenance	2.95924	Cheraga	36.76775
Asia/Karachi	2015/11/24	excellent	73.97117	Naushahra Virkan	31.96258
Africa/Lubumbashi	2018/03/18	excellent	24.99798	Kamina	-8.73508
Asia/Kolkata	10/11/2021, 00:00:00	average	84.13864	Jashpurnagar	22.88783
Africa/Kampala	02/16/2020, 00:00:00	good	30.98551	Paidha	2.41669
Europe/Rome	05/29/2019, 00:00:00	excellent	17.80774	Mesagne	40.55851
America/New_York	2013-09-16	average	-77.02303	Fort Washington	38.70734
Asia/Krasnoyarsk	2021/05/14	building	92.48278	Lesosibirsk	58.23583
Indian/Antananarivo	2016-08-08	good	44.53333	Sakaraha	-22.9
Europe/Kiev	2014-07-25	good	30.96755	Zvenihorodka	49.07866
Europe/Copenhagen	2014-10-29	accep	12.53463	Frederiksberg	55.67938
Asia/Tokyo	07 Sep 2020	building	138.89585	Annaka	36.33011
Atlantic/Azores	2020-06-03	accep	-25.66689	Ponta Delgada	37.74615
America/Chicago	2018/08/31	good	-87.71255	South Lawndale	41.84364
Europe/Berlin	10/31/2019, 00:00:00	building	7.36027	Radevormwald	51.20219
Europe/Zurich	2015/08/11	excellent	6.10237	Onex	46.18396
Indian/Antananarivo	02/23/2021, 00:00:00	maintenance	48.41667	Ambatondrazaka	-17.83333
Europe/Amsterdam	2018-01-01	accep	6.76111	Hoogezand	53.16167
America/New_York	2016-03-09	average	-84.50855	Covington	39.08367
America/Chicago	2022/03/05	accep	-87.66561	Lower West Side	41.8542
Europe/Rome	08 Aug 2016	building	12.84052	Portogruaro	45.78071
Asia/Manila	2012/10/03	good	120.89694	Baliuag	14.95472
Europe/Madrid	09/01/2017, 00:00:00	excellent	-1.325	Jumilla	38.47917
Europe/Berlin	01/12/2013, 00:00:00	average	6.51352	Korschenbroich	51.19139
Asia/Shanghai	2019-12-13	excellent	117.55417	Zaozhuang	34.86472
Africa/Kampala	2017/08/14	accep	30.98551	Paidha	2.41669
Africa/Addis_Ababa	11/09/2012, 00:00:00	excellent	38.01667	Debre Tabor	11.85
Europe/Madrid	2018/04/30	building	2.35739	Cardedeu	41.63976
Pacific/Port_Moresby	30 Aug 2014	good	144.23058	Mount Hagen	-5.85746
Europe/London	2021/04/03	average	-0.91979	Lower Earley	51.42708
America/Chicago	2015-12-05	average	-96.39774	Brenham	30.16688
America/New_York	10/08/2020, 00:00:00	excellent	-84.67837	Acworth	34.06635
Asia/Kolkata	04/14/2014, 00:00:00	average	79.82979	Puducherry	11.93381
Europe/Istanbul	2015-08-22	maintenance	34.37389	Sungurlu	40.1675
America/Los_Angeles	01/19/2021, 00:00:00	average	-117.79394	North Tustin	33.76446
Asia/Karachi	12/15/2018, 00:00:00	average	68.21204	Larkana	27.55898
America/Chicago	2022/01/28	maintenance	-86.78777	Vestavia Hills	33.44872
Africa/Lubumbashi	02/10/2020, 00:00:00	excellent	24.99798	Kamina	-8.73508
America/Chicago	2021/07/24	average	-97.03285	Grand Forks	47.92526
Europe/Paris	2018-11-06	average	2.25	Saint-Omer	50.75
Asia/Kolkata	23 Nov 2014	good	77.23826	Sathyamangalam	11.50526
America/Havana	24 Apr 2019	excellent	-80.58556	Corralillo	22.98212
America/Lima	05/27/2015, 00:00:00	average	-76.70944	Chosica	-11.94306
Europe/Kiev	2020-01-04	average	26.97253	Krasyliv	49.65186
Asia/Urumqi	19 Nov 2021	average	86.00214	Hoxtolgay	46.51872
Asia/Shanghai	2021-07-04	maintenance	117.55417	Zaozhuang	34.86472
America/Detroit	01/30/2020, 00:00:00	building	-82.42491	Port Huron	42.97086
Europe/Madrid	15 Dec 2016	accep	2.35739	Cardedeu	41.63976
America/Argentina/Cordoba	2015/05/29	average	-60.93173	Esperanza	-31.4488
America/New_York	2013/08/22	maintenance	-81.38758	Palm Valley	30.17746
Europe/Samara	07/25/2017, 00:00:00	accep	51.3452	Otradnyy	53.37596
America/New_York	03/05/2017, 00:00:00	building	-81.23621	Lexington	33.98154
Europe/Paris	26 Oct 2014	excellent	2.2469	La Garenne-Colombes	48.90472
Asia/Tokyo	05/31/2018, 00:00:00	excellent	136.13108	Ueno-ebisumachi	34.75856
America/Chicago	2012/10/31	good	-87.93341	Pleasant Prairie	42.55308
Asia/Yekaterinburg	2016/10/14	accep	59.80222	Lesnoy	58.63667
America/Havana	2017-05-17	average	-82.4017	Boyeros	23.0072
Europe/Amsterdam	2018/08/13	maintenance	5.74861	Emmeloord	52.71083
Asia/Tokyo	2015-12-26	building	130.94098	Hita	33.3213
Europe/Paris	26 Aug 2018	average	2.08333	Marly-le-Roi	48.86667
Asia/Kolkata	2017-08-01	average	83.97573	Sambalpur	21.46527
Europe/London	23 Apr 2018	average	-1.99421	Devizes	51.35084
Asia/Seoul	12/26/2017, 00:00:00	accep	126.835	Goyang-si	37.65639
Asia/Shanghai	11/24/2015, 00:00:00	average	130.57211	Boli	45.75279
Asia/Yekaterinburg	01/26/2017, 00:00:00	building	76.92421	Izluchinsk	60.97944
America/New_York	06 Feb 2021	maintenance	-82.46148	Lutz	28.15112
America/Denver	2020/12/02	good	-104.22884	Carlsbad	32.42067
America/Los_Angeles	2012-11-25	average	-120.93549	Riverbank	37.73604
Europe/Paris	2014/01/23	excellent	4.91667	Bron	45.73333
Asia/Karachi	30 Aug 2019	excellent	71.57118	Daud Khel	32.87533
America/New_York	05/14/2013, 00:00:00	maintenance	-81.23621	Lexington	33.98154
Asia/Yekaterinburg	2018-01-14	accep	56.36091	Saraktash	51.78771
Europe/London	2016-09-15	good	-1.29772	Cowes	50.76306
Asia/Qyzylorda	2015-07-29	accep	65.50917	Kyzylorda	44.85278
Asia/Shanghai	02/22/2017, 00:00:00	good	122.22833	Yingkou	40.66482
America/Merida	18 Jul 2014	maintenance	-89.66123	Progreso	21.28306
Europe/Rome	2019/07/01	excellent	14.30935	Afragola	40.92298
Europe/Moscow	11/19/2017, 00:00:00	good	38.94324	Yablonovskiy	44.98901
Asia/Kolkata	31 Oct 2013	excellent	86.79271	Madhipura	25.92127
Asia/Aden	11/08/2013, 00:00:00	accep	46.83187	Ataq	14.53767
America/Chicago	10/23/2014, 00:00:00	average	-95.30106	Tyler	32.35126
Europe/Rome	12/17/2018, 00:00:00	good	13.39954	Falconara Marittima	43.62558
Europe/Rome	08/09/2017, 00:00:00	maintenance	11.04979	Castelfranco Emilia	44.59445
Europe/Rome	2015-03-29	good	12.70038	Cordenons	45.9836
Asia/Shanghai	2019/11/11	excellent	122.22833	Yingkou	40.66482
America/Belem	2021-11-17	excellent	-48.52333	Soure	-0.71667
Asia/Tokyo	2022/04/30	maintenance	141.95	Yamada	39.46667
America/Fortaleza	19 May 2019	acceptable	-40.7475	Guaraciaba do Norte	-4.16694
Africa/Mogadishu	2013-12-29	average	43.38531	Baki	9.89206
Europe/Brussels	2019-11-09	average	4.25633	Beveren	51.21187
Asia/Karachi	2018/07/02	good	73.38333	Sangla Hill	31.71667
Europe/Madrid	2018/04/25	average	-4.83076	Talavera de la Reina	39.96348
Europe/Moscow	31 Oct 2020	excellent	38.94324	Yablonovskiy	44.98901
Europe/Rome	06 Oct 2020	maitennce	14.30935	Afragola	40.92298
America/Bogota	2020-07-21	excellent	-74.73584	Honda	5.20856
Europe/Amsterdam	22 Jan 2017	accep	7.00417	Losser	52.26083
Asia/Makassar	2021/02/09	maintenance	117.59152	Tarakan	3.31332
Europe/Chisinau	2012/09/29	excellent	28.28489	Soroca	48.15659
Europe/Berlin	23 Oct 2020	average	12.16179	Landshut	48.52961
America/Los_Angeles	2022/03/26	average	-117.54866	Norco	33.93113
Asia/Makassar	2021/09/03	accep	117.59152	Tarakan	3.31332
Asia/Qyzylorda	09/27/2014, 00:00:00	average	65.50917	Kyzylorda	44.85278
America/Toronto	07/03/2020, 00:00:00	good	-73.86586	Beaconsfield	45.43341
Asia/Shanghai	2021-08-31	average	105.89333	Beidao	34.56861
Europe/Moscow	2021-03-02	building	37.56667	Likhobory	55.85
Europe/Berlin	12/02/2017, 00:00:00	good	9.47629	Stade	53.59337
Africa/Lagos	2020-05-19	average	12.19458	Biu	10.61285
Asia/Jakarta	2022-06-09	good	101.44167	Pekanbaru	0.51667
Europe/Sofia	01 Jul 2021	accep	27.25	Aytos	42.7
America/Phoenix	2013/11/02	acceptable	-111.89903	Scottsdale	33.50921
Asia/Vladivostok	2015-07-11	good	133.42825	Lesozavodsk	45.47885
America/Sao_Paulo	30 Jul 2017	maintenance	-47.1725	Artur Nogueira	-22.57306
Asia/Ulaanbaatar	01/31/2016, 00:00:00	excellent	106.88324	Ulan Bator	47.90771
America/Belem	2022-08-16	accep	-48.52333	Soure	-0.71667
Asia/Kolkata	16 Jul 2022	maintenance	73.06784	Sheoganj	25.13915
Europe/Paris	2016/06/30	excellent	2.18967	Rueil-Malmaison	48.8765
Europe/Madrid	01/01/2016, 00:00:00	average	-1.60452	Tudela	42.06166
Europe/Amsterdam	2018-12-02	average	5.22778	Culemborg	51.955
Africa/Tripoli	08 Jun 2022	good	10.18003	Ghat	24.96334
America/Havana	2022/07/11	average	-82.4017	Boyeros	23.0072
America/New_York	04/26/2019, 00:00:00	average	-82.90375	Dublin	32.54044
Africa/Lagos	2016/06/26	maintenance	4.92235	Efon-Alaaye	7.65649
