revision	latitude	code	location	QoS	longitude
2018-08-10	53.94313	DE	Europe/Berlin	excellent	10.30215
05 Aug 2014	40.82232	US	America/New_York	excellent	-74.15987
2017/12/16	54.90083	RU	Europe/Moscow	average	38.07083
10/07/2020, 00:00:00	51.21187	BE	Europe/Brussels	excellent	4.25633
02/23/2020, 00:00:00	24.96334	LY	Africa/Tripoli	accep	10.18003
12/18/2020, 00:00:00	-1.63333	GA	Africa/Libreville	average	13.58357
2022-09-17	34.9	JP	Asia/Tokyo	excellent	137.5
2017-09-17	37.73604	US	America/Los_Angeles	good	-120.93549
27 Feb 2015	11.85	ET	Africa/Addis_Ababa	average	38.01667
09/08/2015, 00:00:00	53.59337	DE	Europe/Berlin	excellent	9.47629
15 Feb 2019	11.12018	IN	Asia/Kolkata	good	76.11996
2020/02/16	31.92923	IL	Asia/Jerusalem	excellent	34.86563
2018/03/04	23.49668	IN	Asia/Kolkata	average	86.68363
2020/08/09	40.34912	US	America/Denver	average	-111.90466
2014-03-18	25.87972	MX	America/Matamoros	maintenance	-97.50417
2021/02/06	28.98002	IN	Asia/Kolkata	accep	77.70636
2016/06/15	48.8222	FR	Europe/Paris	average	2.12213
30 Jan 2015	-4.06667	TZ	Africa/Dar_es_Salaam	excellent	37.73333
05/11/2022, 00:00:00	45.50369	IT	Europe/Rome	building	11.412
20 Sep 2013	15.72892	PH	Asia/Manila	excellent	120.57224
2021/04/18	48.35149	DE	Europe/Berlin	accep	8.96317
2020/06/18	11.15583	DJ	Africa/Djibouti	maintenance	42.7125
2018/12/19	54.03876	RU	Europe/Moscow	accep	43.91385
2021/01/27	39.43534	US	America/New_York	average	-84.20299
2019-11-20	33.93113	US	America/Los_Angeles	excellent	-117.54866
2017/11/20	48.98693	FR	Europe/Paris	average	2.44892
2012/12/18	34.56861	CN	Asia/Shanghai	maintenance	105.89333
2016/04/29	54.39635	LT	Europe/Vilnius	excellent	24.04142
13 Jun 2022	20.14298	CU	America/Havana	good	-77.43532
18 Jul 2018	12.95629	IN	Asia/Kolkata	accep	78.27539
07/12/2019, 00:00:00	31.39547	IL	Asia/Jerusalem	good	34.75699
2013/01/04	40.78206	UZ	Asia/Tashkent	good	72.34424
2013-02-04	40.65538	US	America/New_York	accep	-74.38987
2012/10/17	3.7278	ID	Asia/Jakarta	accep	98.6738
22 Jan 2018	48.8765	FR	Europe/Paris	average	2.18967
22 Nov 2013	46.09273	US	America/Menominee	excellent	-88.64235
2015-03-16	37.31065	IT	Europe/Rome	good	13.57661
07/09/2022, 00:00:00	36.06386	DZ	Africa/Algiers	good	4.62744
2019/01/05	-8.28333	BR	America/Recife	average	-35.03333
16 Feb 2021	38.96667	ES	Europe/Madrid	good	-0.18333
2016-10-14	32.5007	US	America/Chicago	accep	-94.74049
2017-06-20	31.12406	US	America/Chicago	building	-97.90308
2019-05-15	-10.95817	BR	America/Bahia	excellent	-38.79084
2019-11-29	-25.42778	BR	America/Sao_Paulo	accep	-49.27306
23 Apr 2021	35.30889	JP	Asia/Tokyo	average	139.55028
2018-04-20	-21.44236	BW	Africa/Gaborone	good	27.46153
04/24/2014, 00:00:00	47.30997	CH	Europe/Zurich	average	8.52462
03/15/2015, 00:00:00	-54.8	AR	America/Argentina/Ushuaia	average	-68.3
19 Feb 2013	22.98212	CU	America/Havana	maintenance	-80.58556
2020-08-31	40.56754	US	America/Chicago	good	-89.64066
03/31/2017, 00:00:00	53.5942	BY	Europe/Minsk	excellent	25.8191
15 May 2018	19.04222	MX	America/Mexico_City	average	-98.11889
02/01/2022, 00:00:00	45.16024	US	America/Chicago	good	-93.08883
10/21/2019, 00:00:00	36	JP	Asia/Tokyo	average	139.55722
2019/10/17	40.5576	US	America/New_York	average	-74.28459
2014-01-18	43.16547	US	America/New_York	maintenance	-77.70066
17 Oct 2012	-19.32556	BR	America/Sao_Paulo	average	-41.25528
10/01/2017, 00:00:00	6.84019	LK	Asia/Colombo	maitennce	79.87116
22 Jun 2016	31.82539	PK	Asia/Karachi	excellent	72.54064
2021/01/25	14.64056	TH	Asia/Bangkok	excellent	104.64992
2015-09-30	-15.675	BR	America/Bahia	excellent	-38.94722
17 Jun 2020	16.0438	PH	Asia/Manila	excellent	120.4861
16 Nov 2020	12.74409	ML	Africa/Bamako	average	-8.07257
2013-12-22	16.0567	TH	Asia/Bangkok	average	103.65309
07/22/2019, 00:00:00	26.11527	IN	Asia/Kolkata	maintenance	86.59509
2021/03/19	44.31771	IT	Europe/Rome	accep	9.32241
2014/03/16	50.86079	PL	Europe/Warsaw	excellent	17.4674
10/26/2015, 00:00:00	31.84568	US	America/Chicago	average	-102.36764
2015/08/18	34.65918	CN	Asia/Shanghai	excellent	109.22921
2014-09-29	12.25282	IN	Asia/Kolkata	maintenance	79.41727
09/05/2017, 00:00:00	51.82721	RU	Asia/Irkutsk	average	107.60627
2019/04/09	41.50343	US	America/New_York	good	-74.01042
08/21/2013, 00:00:00	-17.83333	MG	Indian/Antananarivo	good	48.41667
16 Nov 2018	3.7278	ID	Asia/Jakarta	excellent	98.6738
10/09/2021, 00:00:00	25.67927	US	America/New_York	accep	-80.31727
2015/08/23	35.06667	JP	Asia/Tokyo	good	135.21667
2014-06-05	60.97944	RU	Asia/Yekaterinburg	excellent	76.92421
2021/03/25	26.18924	US	America/Chicago	accep	-98.15529
16 Aug 2017	25.92493	IN	Asia/Kolkata	excellent	73.66633
05/19/2017, 00:00:00	40.60538	US	America/New_York	accep	-73.75513
25 Sep 2019	40.24537	US	America/New_York	building	-75.64963
11 Mar 2020	37.1759	KR	Asia/Seoul	average	128.9889
2018-05-15	55.85	RU	Europe/Moscow	average	37.56667
2013-12-08	6.46838	CO	America/Bogota	accep	-73.26022
03/18/2018, 00:00:00	20.28527	MX	America/Mexico_City	excellent	-103.42897
2021-06-30	12.1277	IN	Asia/Kolkata	average	78.15794
2020/02/18	35.64889	CN	Asia/Shanghai	good	117.27583
13 Oct 2013	52.68333	GB	Europe/London	average	0.93333
08/01/2014, 00:00:00	48.8449	SK	Europe/Bratislava	good	17.22635
2021-12-01	34.81667	JP	Asia/Tokyo	excellent	137.4
08/08/2015, 00:00:00	51.67822	UA	Europe/Kiev	excellent	33.9162
2015-05-21	46.1351	CA	America/Glace_Bay	accep	-60.1831
30 Nov 2020	43.54072	US	America/Boise	average	-116.56346
2015/12/10	34.31	MA	Africa/Casablanca	average	-2.16
26 Jun 2022	49.13645	DE	Europe/Berlin	accep	8.91229
2017/03/30	16.75973	MX	America/Mexico_City	average	-93.11308
21 Jun 2022	42.4251	US	America/New_York	maintenance	-71.06616
12 Oct 2016	12.04161	IN	Asia/Kolkata	average	75.35927
19 Nov 2017	56.03361	RU	Europe/Moscow	building	35.96944
2021-03-07	50.7236	GB	Europe/London	excellent	-3.52751
2021-02-23	3.31332	ID	Asia/Makassar	accep	117.59152
11/20/2015, 00:00:00	12.35275	PH	Asia/Manila	average	121.06761
08/27/2020, 00:00:00	-3.5403	ID	Asia/Makassar	good	118.9707
11/23/2019, 00:00:00	1.6	MY	Asia/Kuala_Lumpur	average	103.81667
2022/04/17	41.63976	ES	Europe/Madrid	excellent	2.35739
2013-10-12	41.91886	FR	Europe/Paris	maintenance	8.73812
2017-06-15	-31.95224	AU	Australia/Perth	accep	115.8614
2017/12/22	14.14989	PH	Asia/Manila	building	121.3152
2021/08/22	41.80753	US	America/Chicago	average	-87.65644
2017-02-11	41.91886	FR	Europe/Paris	accep	8.73812
01 Oct 2016	12.25282	IN	Asia/Kolkata	building	79.41727
05/17/2021, 00:00:00	34.4833	JP	Asia/Tokyo	average	136.84186
2016-06-06	60.18427	FI	Europe/Helsinki	average	24.95034
05 Jun 2020	37.1759	KR	Asia/Seoul	excellent	128.9889
29 Jun 2022	6.8485	NG	Africa/Lagos	good	3.64633
05/09/2018, 00:00:00	-3.14306	BR	America/Manaus	average	-58.44417
30 Mar 2015	34.14251	US	America/Los_Angeles	accep	-118.25508
2013/04/28	51.21667	DE	Europe/Berlin	good	6.26667
10/18/2017, 00:00:00	4.94273	CF	Africa/Bangui	maintenance	15.87735
15 May 2022	53.53333	IE	Europe/Dublin	building	-7.35
2018-08-02	50.23805	DE	Europe/Berlin	maintenance	8.86704
2014/10/25	51.44889	NL	Europe/Amsterdam	accep	5.51978
02 Aug 2014	34.63915	US	America/Los_Angeles	excellent	-120.45794
2016-12-22	40.5576	US	America/New_York	average	-74.28459
10 May 2018	50.80904	DE	Europe/Berlin	good	8.77069
2013-12-19	45.44868	CA	America/Toronto	average	-73.81669
06/25/2019, 00:00:00	46.09273	US	America/Menominee	average	-88.64235
2013/08/08	7.06273	GH	Africa/Accra	average	-1.4001
26 Nov 2018	13.44581	TH	Asia/Bangkok	accep	101.18445
2022/06/23	15.72892	PH	Asia/Manila	accep	120.57224
2016/08/31	56.56317	GB	Europe/London	excellent	-2.58736
11/06/2017, 00:00:00	56.11281	RU	Asia/Yekaterinburg	accep	69.49015
2017-07-22	32.50611	CN	Asia/Shanghai	good	120.14278
2015/01/19	37.1759	KR	Asia/Seoul	accep	128.9889
2021-06-09	42.22718	IT	Europe/Rome	good	14.39024
24 Mar 2021	-19.72806	BR	America/Sao_Paulo	accep	-50.19556
2019/02/03	40.24537	US	America/New_York	average	-75.64963
04/21/2022, 00:00:00	59.33333	SE	Europe/Stockholm	excellent	18.28333
2016/01/23	54.52156	DE	Europe/Berlin	average	9.5586
2018/11/30	45.40008	CA	America/Toronto	building	-73.58248
2017/01/12	35.82756	JP	Asia/Tokyo	accep	137.95378
2014-07-15	-32.45242	CL	America/Santiago	good	-71.23106
24 Aug 2017	45.9836	IT	Europe/Rome	maitennce	12.70038
07 Jul 2021	37.74615	PT	Atlantic/Azores	accep	-25.66689
2016-12-31	50.74497	BE	Europe/Brussels	good	3.20639
2014-07-17	49.07866	UA	Europe/Kiev	good	30.96755
21 Jan 2016	52.4581	DE	Europe/Berlin	average	13.28702
06 Mar 2020	35.50056	CN	Asia/Shanghai	accep	117.63083
2013-02-28	35.815	JP	Asia/Tokyo	excellent	139.6853
2015/03/28	48.77644	FR	Europe/Paris	good	2.29026
2016-11-16	10.10649	IN	Asia/Kolkata	accep	76.35484
05 Jun 2014	-5.41667	TZ	Africa/Dar_es_Salaam	building	38.01667
2017/07/20	45.99194	UA	Europe/Kiev	accep	29.41824
11/23/2020, 00:00:00	45.75279	CN	Asia/Shanghai	average	130.57211
2016-05-23	36.75965	JP	Asia/Tokyo	excellent	137.36215
2020-01-21	53.49389	GB	Europe/London	excellent	-1.29243
2015-05-22	4.94273	CF	Africa/Bangui	excellent	15.87735
24 Sep 2014	35.95664	SY	Asia/Damascus	accep	36.7138
2016-02-09	-7.0981	ID	Asia/Jakarta	good	109.3243
05 Aug 2019	-23.44361	BR	America/Sao_Paulo	average	-51.87389
21 Dec 2016	-23.85972	MZ	Africa/Maputo	average	35.34722
03/19/2014, 00:00:00	30.29184	PK	Asia/Karachi	average	71.67164
2016/08/01	19.21667	IN	Asia/Kolkata	good	73.08333
10 Mar 2014	-7.0981	ID	Asia/Jakarta	building	109.3243
07 Feb 2021	-22.9	MG	Indian/Antananarivo	excellent	44.53333
25 Jan 2020	-7.51611	ID	Asia/Jakarta	accep	109.05389
23 Apr 2021	13.70167	SV	America/El_Salvador	good	-89.10944
2013/09/24	38.72706	PT	Europe/Lisbon	excellent	-9.24671
22 Jun 2015	33.03699	US	America/Los_Angeles	average	-117.29198
2018/05/02	0.46005	KE	Africa/Nairobi	good	34.11169
06/30/2017, 00:00:00	41.75338	US	America/Indiana/Indianapolis	good	-86.11084
13 Feb 2019	47.4943	US	America/Los_Angeles	good	-122.24092
2015-04-29	34.06635	US	America/New_York	good	-84.67837
01 Apr 2013	41.41204	ES	Europe/Madrid	maintenance	2.18247
2017/08/16	48.06919	DE	Europe/Berlin	excellent	11.37703
2018/05/27	41.47892	US	America/Chicago	building	-87.45476
2018/12/05	3.3285	ID	Asia/Jakarta	average	99.1625
09 Jul 2016	22.75218	IN	Asia/Kolkata	accep	72.68533
2019/12/20	39.22493	TR	Europe/Istanbul	good	42.85693
2021-02-23	41.1053	PT	Europe/Lisbon	good	-7.32097
25 Dec 2017	34.14251	US	America/Los_Angeles	average	-118.25508
2013-04-07	57.47908	GB	Europe/London	accep	-4.22398
2013-10-11	-34.74785	AR	America/Argentina/Buenos_Aires	accep	-58.70072
2016-11-14	-19.7625	BR	America/Sao_Paulo	accep	-44.31389
2015-01-03	9.535	GN	Africa/Conakry	average	-13.68778
08/24/2013, 00:00:00	-38.16604	AU	Australia/Melbourne	good	145.13643
2015/06/29	9.58126	NG	Africa/Lagos	accep	8.2926
12/27/2020, 00:00:00	45.44694	IT	Europe/Rome	average	8.62118
2013-03-13	40.98894	TR	Europe/Istanbul	excellent	28.67582
2022/08/28	8.35122	VE	America/Caracas	excellent	-62.64102
12/08/2019, 00:00:00	-37.88333	AU	Australia/Melbourne	good	145.06667
21 Mar 2022	11.12018	IN	Asia/Kolkata	accep	76.11996
2014/06/19	-8.28333	BR	America/Recife	maintenance	-35.03333
29 Aug 2020	56.03361	RU	Europe/Moscow	average	35.96944
11 Feb 2017	39.43534	US	America/New_York	accep	-84.20299
2012-12-16	-7.54972	ID	Asia/Jakarta	average	110.71639
14 Apr 2018	65.84811	FI	Europe/Helsinki	average	24.14662
2020-05-29	48.98693	FR	Europe/Paris	average	2.44892
12/05/2019, 00:00:00	41.48199	US	America/New_York	average	-81.79819
04/15/2016, 00:00:00	47.90771	MN	Asia/Ulaanbaatar	good	106.88324
2014/04/29	52.26083	NL	Europe/Amsterdam	accep	7.00417
