longitude	latitude	H2CO	PM10	TEMP	O3	PM2.5	CFCs	Pb	C2H3NO5	CH4	CO	NOx	NH3	warning	PAHs	SO2	PRES
72.85107	19.30157	46.75005	5.91674	22.83106	7.91411	7.07429	48.03269	81.64456	0.05120	5.83715	5.48642	9.34746	8.33477	0.00000	7.05392	7.83020	1176.67937
86.00214	46.51872	67.70538	5.39048	12.67196	7.01364	8.08908	48.32242	41.61705	0.03386	4.27440	5.29796	8.09782	8.56779	0.00000	6.84106	7.48328	1078.40679
-120.43572	34.95303	63.65625	6.86506	23.04307	8.67493	5.87710	35.31927	37.83530	0.06381	8.10718	5.81899	6.28499	7.27176	1.00000	8.91375	8.41334	1174.97125
-98.15529	26.18924	37.05016	5.41835	14.47134	6.99265	7.66459	56.84847	19.32877	0.04559	7.09974	8.24253	6.43325	7.95829	1.00000	6.08768	7.23128	1170.71116
-70.20749	8.62261	77.32308	6.89534	-0.92440	6.49674	7.28417	57.88933	51.34369	0.05316	10.54828	7.56354	4.28876	7.75936	1.00000	8.18578	4.18407	1111.86025
145.06667	-37.88333	36.99220	6.46321	16.27824	6.30821	5.12524	35.89931	79.23870	0.07129	5.90744	5.53281	8.35657	7.98371	0.00000	5.70834	9.42787	1109.51599
-4.22398	57.47908	50.85509	11.48685	19.84050	5.79124	7.68967	39.85639	53.60516	2.17866	5.30844	6.67054	7.22004	6.81894	1.00000	8.48644	9.44615	1170.01679
-75.64963	40.24537	66.87671	8.91073	-4.91622	5.91388	6.77046	46.93234	65.14283	0.18420	5.80487	5.74914	5.27483	8.17277	1.00000	6.72224	9.72409	1076.25831
77.40858	24.05979	58.74283		22.31048	5.73102	6.95117	45.67596	45.00660	0.44049	7.70742	5.78002	6.56165	7.84893	1.00000	9.54020	8.86986	1116.12892
85.94001	25.49043	56.77238	10.78954	26.12692	4.34171	6.95879	40.93966	52.60986	1.10478	1.87247	5.88783	6.65226	5.91244	0.00000	6.74477	10.36230	1145.24859
-103.42897	20.28527	49.18921	8.59915	11.76217	8.26957	8.34043	57.07486	37.33394	0.15723	7.24071	5.37722	6.55613	7.98531	1.00000	7.70428	7.78086	1161.99843
5.55575	46.67535	42.77590	5.37233	23.25090	5.43479	7.04607	40.97716	41.28159	0.02910	8.23045	8.67936	6.97048	6.17286	1.00000	7.13926	5.75102	1168.69540
7.11393	51.08468	61.84862	8.60333	20.04487	5.00872	5.86643	55.95697	45.55953	0.16077	2.70586	5.81558	6.56314	7.86932	1.00000	9.07307	9.52332	1080.72257
78.55757	17.34769	33.41892	6.60559	15.18993	6.07023	8.22729	43.04574	72.79085	0.05361	11.59942	7.57076	8.00525	8.26716	0.00000	8.49720	7.79113	1189.95163
6.83042	6.15038	48.59801	5.15656	8.64513	5.51104	6.06474	25.97874	51.49607	0.04623	7.78838	8.91806	7.27054	6.85284	1.00000	6.66744	7.29743	1134.49541
-3.52751	50.7236	60.19492	6.49284	11.28178	7.12351	6.58792	38.76322	67.74386	0.04141	7.23885	6.31258	8.22627	5.93083	0.00000	7.45359	9.13888	1116.71944
46.04833	51.40944	39.60861	11.40353	28.15332	7.56932	8.22292	43.29589	45.98722	2.03369	7.34885	4.30838	8.22298	6.94141	1.00000	8.07201	11.21637	1166.61497
-117.70755	33.52253	45.67961	4.24912	30.63290	5.53737	6.14245	65.03111	67.33735	0.05908	6.07093	7.21486	9.23806	7.89123	1.00000	6.85005	7.28226	1100.03837
-119.0376	34.21639	43.78266	5.83844	38.84847	3.47245	6.94616	43.59457	67.27529	0.05292	9.70068	8.49950	7.94127	7.08051	0.00000	8.05511	5.83397	1108.54329
68.11759	26.9423	43.53586	4.75701	41.90411	8.75768	8.55324	42.37333	54.10490	0.05720	8.53595	6.34657	4.95178	7.00607	1.00000	8.99516	6.28535	1156.39226
15.87735	4.94273	56.57524	5.06555	14.23621	5.92818	7.34687	54.28637	28.88214	0.04288	6.71156	6.13622	8.87821	6.75421	0.00000	8.71857	3.12440	1166.36352
76.35484	10.10649	54.89758	6.72410	19.60890	7.09606	7.57170	71.93371	47.61046	0.05955	11.51060	7.56156	7.71683	7.04155	0.00000	8.93241	8.32872	1144.80683
86.59611	25.87498	54.41424	6.20117	18.29874	3.87044	7.07529	57.69570	50.27065	0.05957	9.88372	8.82366	8.39227	7.51512	0.00000	7.98001	5.28017	1057.55295
-71.8023	42.58342	41.47496	7.73518	23.48318	2.78341	8.47603	36.22184	69.50436	0.07855	3.81440	6.29917	5.06991	9.58679	1.00000	8.20973	9.58772	1192.96213
-38.79084	-10.95817	67.72930	6.85654	21.42172	5.25494	6.05464	55.78788	55.47408	0.07573	6.08232	5.44113	7.94191	6.62811	0.00000	8.44146	10.83154	1153.97847
-52.51028	-28.81833	38.05590	7.34377	15.31639	6.30297	7.14243	38.44302	57.89220	0.04881	12.02735	8.39712	8.19701	9.52518	0.00000	6.71691	8.24249	1070.69789
-117.29198	33.03699	49.08906	5.19015	-5.60405	4.25056	8.62961	29.48031	35.54820	0.04561	5.05505	7.24677	7.32564	6.33162	0.00000	7.39990	7.63567	1107.77522
34.11169	0.46005	51.80234	6.94923	12.65022	7.96964	5.45166	49.21016	31.95087	0.03870	8.27555	5.62856	10.08471	9.05413	0.00000	8.22269	5.58693	1099.46270
97.01124	17.30858	46.11793	6.21433	13.12931	4.18009	8.76687	20.42303	53.80666	0.06251	5.57048	6.39009	7.64412	8.25023	0.00000	8.50839	9.44060	1096.76368
-80.08199	35.88264	55.18072	7.75557	32.61243	7.64205	9.32149	60.98323	25.02784	0.09177	10.43131	7.11630	9.29418	10.43961	0.00000	6.32604	7.39090	1074.51606
46.5813	54.8421	39.06253	6.07845	1.29182	7.01470	6.75998	35.53706	28.54692	0.06519	6.86781	6.95499	8.04196	7.94940	1.00000	7.35915	7.12651	1137.04238
38.12408	53.77166	48.85247	8.68002	11.04294	7.73743	6.95520	60.04936	93.12571	0.17261	10.65409	8.91581	3.73745	6.66535	1.00000	8.36138	5.22033	1120.15716
44.02488	32.61603	52.01258		13.36353	3.78929	4.71734	59.81887	38.92895	0.67423	5.12104	6.06996	6.32636	8.57713	1.00000	7.68233	9.76489	1096.69080
2.59753	8.88649	51.31019	7.52641	7.01489	4.98100	5.59857	45.24177	0.00000	0.08226	11.41201	8.31670	8.85080	6.89994	0.00000	8.64693	8.06424	1178.68474
-94.74049	32.5007	53.53082	6.31053	-1.14356	4.86397	7.45936	38.70179	56.47922	0.05496	9.42809	7.83620	8.93277	7.81878	0.00000	7.35051	5.17737	1126.74403
-94.74049	32.5007	45.79171	6.52135	24.87522	6.49102	8.10992	48.88781	65.54928	0.02192	7.73194	8.60683	7.47903	6.89195	1.00000	5.94036	7.12833	1198.36416
73.06784	25.13915	46.83321	9.70272	24.56912	4.40772	7.34449	44.26013	61.12873	0.41155	1.64506	5.13320	5.98003	7.75852	1.00000	8.53894	10.32512	1193.94915
-71.08977	41.9001	50.89872	8.03095	27.60584	6.11953	7.27412	48.79569	50.68994	0.12060	8.25896	6.41259	4.91685	6.43764	1.00000	7.07844	8.04762	1054.39307
11.32903	50.9803	66.47732	6.87440	9.67524	6.24779	7.14512	38.41366	36.87603	0.06056	7.92407	10.55337	7.23289	8.55196	0.00000	6.01707	8.01507	1081.84652
-38.94722	-15.675	47.03220	5.58462	35.87348	3.51090	7.61631	47.32810	38.83963	0.06121	3.51986	6.18807	6.51582	6.74262	0.00000	4.80475	8.77882	1185.91349
3.50309	34.15429	61.96880	5.34848	15.78041	5.33661	7.62348	45.14713	35.24997	0.05440	6.88086	5.70266	8.47399	4.87663	0.00000	8.07879	3.93851	1194.02147
-73.58248	45.40008	52.48171	5.97432	21.95818	5.14356	8.21725	61.63211	40.51727	0.02451	9.63830	9.12451	6.14958	7.64998	1.00000	7.78078	6.45859	1057.45797
-102.36764	31.84568	55.23111	6.39715	18.16112	7.31760	9.03109	55.79015	48.98248	0.04824	8.08870	4.77511	9.28011	8.40141	0.00000	7.18900	6.42531	1184.96302
8.2926	9.58126	41.42709	6.54729	8.87531	6.04703	7.38855	45.62343	37.70877	0.05443	5.82621	5.49656	7.33888	7.23831	1.00000	7.45285	10.32893	1191.94270
-7.35	53.53333	55.67668	7.48123	-17.33313	3.49265	6.85308	53.75064	48.43078	0.05390	4.15679	5.30807	5.85368	7.11670	0.00000	5.52185	9.11574	1152.25196
70.96699	30.46907	39.46482	6.68648	43.30533	7.08967	7.56591	58.91159	50.88545	0.05023	7.70863	7.62990	7.09464	7.48924	1.00000	7.19412	6.29710	1190.81184
27.46153	-21.44236	53.14585	5.27091	19.00787	4.86667	6.90076	68.95526	59.99442	0.06075	9.89334	8.68795	5.58190	8.51476	1.00000	5.59435	5.94918	1096.80730
5.58472	52.14	43.10839	7.20762	6.07481	4.89852	8.83088	28.39887	34.98913	0.07571	3.74088	5.46912	4.28561	7.28851	1.00000	7.50388	9.15688	1176.18284
15.87735	4.94273	54.36554	8.54523	17.44440	5.10124	8.40769	33.20895	51.20861	0.14653	10.16737	6.01188	9.41867	8.27920	0.00000	7.77792	8.99550	1093.79093
-4.83076	39.96348	57.41510	9.37017	17.63592	3.61742	7.66716	36.31798	57.92310	0.28391	4.19124	7.69144	4.86451	7.80959	1.00000	6.34112	8.94237	1191.07586
34.02537	38.37255	41.62935	5.37316	24.11072	5.72052	8.17639	44.87683	54.23447	0.04026	7.81947	9.34635	6.89906	5.52677	1.00000	7.25401	6.90899	1072.30719
-91.06177	33.41012	61.87076	7.22948	4.23537	5.81108	7.48061	45.09436	54.87778	0.05529	6.79280	5.63561	8.45333	7.25315	0.00000	7.23185	5.33705	1083.08203
-87.65644	41.80753	52.09621	6.49839	21.99450	6.45465	6.63248	40.47080	41.34572	0.05415	8.46276	9.18366	6.29937	6.15311	1.00000	7.74843	7.28630	1151.86991
2.12213	48.8222	47.07522	5.88573	15.71252	6.25437	7.49590	42.17976	57.78732	0.04256	7.95637	8.14835	6.92303	7.97501	1.00000	7.70558	6.20396	1176.85821
-119.27337	50.26729	44.73931	7.97567	14.68486	7.57069	6.73428	53.05811	31.83938	0.09914	7.42045	4.35585	5.59368	7.55868	1.00000	6.20983	9.43754	1057.53284
104.09701	-1.26424	58.51079	6.41000	18.65752	8.47009	7.37138	62.55579	39.13312	0.03995	7.29699	5.92502	8.53123	7.44841	0.00000	6.07209	8.31502	1087.61626
27.46153	-21.44236	65.80742	6.61789	9.23416	6.09723	6.95093	52.76475	40.14417	0.03740	7.24526	9.53235	8.52156	7.35091	1.00000	6.60407	7.83959	1198.80853
15.07041	37.49223	75.79467	10.43718	10.38051	8.11401	7.20795	54.37190	42.78459	0.77593	8.66112	5.67216	8.44061	7.49170	1.00000	5.43175	10.01642	1060.40067
6.74549	49.5099	52.65140	9.89301	16.67661	6.47262	7.18410	53.25579	48.14181	0.47152	5.82017	7.01468	7.43394	8.05348	1.00000	7.04335	8.03473	1077.06080
122.08333	46.08333	48.26358	8.35237	12.29215	4.08209	5.63813	57.58647	48.73318	0.12174	12.69350	8.99383	8.39740	6.97981	0.00000	8.61542	9.57931	1126.98387
2.61667	48.98333	78.57737	6.37613	11.76564	7.28861	5.47997	48.97015	33.12413	0.05331	6.37657	6.97678	5.52321	6.98240	1.00000	7.04415	7.10149	1118.54371
89.11943	23.9028	61.11956	6.56956	25.82096	5.71608	5.70784	29.74696	47.00486	0.07095	6.00353	5.61512	8.53327	7.37096	0.00000	8.71618	9.51457	1114.20285
-111.90466	40.34912	55.70069	6.14811	0.97397	6.50844	6.15712	40.20116	60.38855	0.05398	8.45753	9.29128	5.72339	9.17334	1.00000	5.57369	6.91849	1097.46648
86.59611	25.87498	56.80416	10.45716	10.19055	6.48263	8.40845	51.13759	57.48478	0.82765	6.71731	6.01546	6.67910	7.36349	1.00000	8.67601	9.42923	1141.76192
-2.98884	43.32686	37.24943	5.83243	11.46043	6.44941	7.72092	24.94037	44.27743	0.03802	6.10009	6.33795	7.28811	7.08945	0.00000	7.74061	8.35352	1148.37761
18.69303	12.18441	61.78508	10.90555	22.05159	6.62456	4.75147	38.15965	62.98773	1.25832	8.13966	4.93126	7.14608	6.05011	1.00000	7.92635	11.38479	1121.57721
150.60036	-34.88422	60.60689	4.98172	14.15545	2.35009	7.58080	31.71628	50.60149	0.02082	10.04273	7.35741	6.71255	7.52008	0.00000	6.81597	6.69210	1111.84974
116.82887	-1.26753	35.04002	8.42869	5.63881	7.50448	7.25690	52.74580	45.21714	0.14592	8.21376	9.19410	7.16753	7.17665	1.00000	6.01308	7.23243	1136.85485
-88.64235	46.09273	48.72352	9.17644	9.89916	6.53734	6.29767	38.79428	49.87485	0.26858	7.74932	7.23297	5.97340	6.71537	1.00000	7.03010	8.53222	1110.57223
39.85331	57.30185	56.75878	5.00758	16.66471	5.71438	6.34689	41.13730	54.14831	0.04788	6.70943	2.99135	8.93203	6.68652	0.00000	8.04317	6.42144	1167.63503
42.85693	39.22493	40.69990	10.72099	29.44958	3.75042	6.20630	44.20418	31.83856	1.02484	6.04894	4.73997	5.91945	8.88948	1.00000	6.30272	11.57968	1105.99273
0.57856	40.70995	30.29734	6.32933	22.72206	5.27789	7.19640	34.72004	68.47804	0.04152	8.72694	8.52363	7.83959	7.44509	1.00000	6.42811	6.58480	1122.42461
-69.08333	-16.25	63.16048	6.31084	15.87215	6.32855	7.58864	34.76444	65.39140	0.04582	8.38990	8.43129	6.59163	7.03894	1.00000	8.32374	6.21348	1103.49808
-69.96533	43.91452	64.45250	3.74294	12.60142	4.59080	9.48345	33.46778	54.92095	0.04348	6.62003	10.15730	8.09581	9.70302	1.00000	6.61428	7.41859	1074.74725
98.6738	3.7278	42.04787	5.68216	19.36940	7.22743	6.94242	56.52423	39.60213	0.02249	7.31116	7.89572	6.22763	7.24350	1.00000	6.99911	7.09755	1086.08713
0.75	52.41667	59.89083	5.60393	16.37269	6.61132	6.94062	42.69618	47.89566	0.06887	4.88846	6.03110	4.77246	9.10117	1.00000	6.94233	6.16163	1163.67724
35.34722	-23.85972	61.32920	10.22496	14.92596	5.89411	7.44498	71.98001	54.64865	0.64997	5.89970	5.78303	6.76161	7.91070	1.00000	6.68888	10.26924	1077.66023
24.14662	65.84811	61.16450	8.22372	20.22154	8.62571	6.08265	64.11907	27.47047	0.12253	9.00415	6.23452	6.90918	7.88541	1.00000	7.06118	8.67656	1065.08663
117.59152	3.31332	35.86888	5.35841	10.19361	6.50921	7.44501	53.19231	45.01349	0.04383	4.49809	6.47936	7.30715	6.74774	0.00000	8.91425	6.79864	1123.10884
-38.94722	-15.675	45.06281	10.30124	19.30990	8.31371	7.48762	40.60616	47.26930	0.70649	9.59516	4.40251	9.58561	7.15884	0.00000	5.58059	10.71021	1114.20016
12.84052	45.78071	52.36623	5.92678	14.01846	6.99158	7.13058	24.40148	61.26043	0.04805	8.07963	7.70444	5.83437	6.91084	1.00000	6.86169	6.13890	1194.24119
9.85	53.63333	51.07812	6.58206	30.94508	6.95217	6.60567	54.74554	62.47985	0.03833	7.45760	5.82446	9.49970	7.75954	0.00000	8.01973	4.77985	1190.50658
152.70493	-25.54073	40.31475	4.53383	-8.07917	3.96811	6.92691	60.38212	73.86189	0.03318	7.38328	4.92273	8.03760	6.76572	0.00000	7.55931	5.38233	1187.14876
75.92694	14.46693	43.15766	6.68473	2.27358	6.99512	5.71274	56.56280	32.62472	0.04544	8.59593	6.68919	8.73741	7.38139	0.00000	6.87726	5.96174	1172.33563
102.56365	13.65805	51.38451	6.31750	29.93042	9.55209	5.31515	62.25521	49.11771	0.04723	7.89672	4.64920	10.35742	7.47901	0.00000	7.55267	6.06690	1157.56699
-3.05814	53.00974	61.65561	6.59552	19.02590	7.43547	6.98012	34.81393	35.05634	0.05589	7.08259	6.11744	8.31271	9.12416	0.00000	8.41512	8.82968	1149.93531
-156.47432	20.88953	50.44906	6.49152	21.73315	2.62883	7.26025	59.15845	46.99625	0.04427	9.51503	8.67009	7.20320	8.11503	0.00000	7.53002	6.21372	1167.00435
120.4861	16.0438	38.74692	5.66354	-0.61007	7.48050	7.92106	45.21391	47.04640	0.03639	4.03747	4.33496	8.73154	6.44540	0.00000	8.70662	7.94262	1172.45634
120.5875	16.455	40.64327	5.24911	29.03329	7.60477	7.27875	45.07717	41.53313	0.04154	5.10749	5.42924	8.18763	7.58150	0.00000	7.26976	8.35074	1078.39619
-1.325	38.47917	45.10729	6.55492	-2.80462	5.96037	6.01706	35.86696	58.42239	0.04859	5.84965	5.59404	9.46216	8.50080	0.00000	6.44011	9.06020	1078.27801
85.83636	25.66795	73.65905	4.81930	7.64336	5.54601	8.27346	27.05128	64.40419	0.03680	10.02896	9.09944	8.58557	7.60063	0.00000	7.34498	4.10363	1181.60227
-76.72803	39.32288	46.88955	8.77187	9.51362	7.55037	7.23037	45.35513	49.29723	0.18124	9.08976	5.63540	7.74522	7.52724	1.00000	6.70787	7.29155	1144.71793
44.02488	32.61603	75.44563	6.90023	22.85357	6.71040	6.66044	48.82527	51.03523	0.05264	8.30861	9.27856	6.50216	8.15669	1.00000	7.52749	7.18133	1072.24840
112.19028	30.35028	51.84776	7.22316	10.70055	7.00771	7.67944	42.55167	61.29572	0.07194	8.88856	6.67660	9.45198	4.88471	0.00000	6.40408	9.83535	1186.68742
12.70038	45.9836	67.63334	4.78115	-3.72339	4.37793	8.12672	55.16936	57.99453	0.05499	10.95731	8.18094	7.44202	8.08955	0.00000	7.79166	6.71374	1137.45436
139.55722	36	39.40959	6.96898	20.06992	6.43097	5.46936	49.29214	40.96315	0.05829	6.42456	5.17634	9.12695	8.48930	0.00000	6.20071	9.93585	1120.86969
2.45012	48.90982	61.23785	4.85690	25.58673	4.67867	8.13962	62.11419	33.36207	0.03712	5.73037	7.71989	9.49834	7.50358	0.00000	7.03151	6.76276	1182.87125
79.87116	6.84019	78.59805	10.94480	19.89685	5.56340	5.23671	37.94167	42.48955	1.31080	5.48765	5.34799	7.21521	6.57959	1.00000	7.53323	11.08801	1194.36052
-8.07257	12.74409	63.68423	8.47857	4.61721	7.85311	6.44069	54.48482	58.12889	0.15265	8.46776	9.69923	6.18235	8.08996	1.00000	7.81447	7.86393	1105.98198
-2.98884	43.32686	69.26611	7.08139	8.97263	3.53917	8.97626	18.68648	44.73820	0.06911	2.46398	5.77688	3.67782	7.35574	1.00000	7.65686	9.44345	1099.90507
-74.95472	10.98778	50.84068	6.18458	18.76377	6.79635	7.69563	52.60682	62.61575	0.04021	5.79768	5.44720	7.97296	7.04261	1.00000	7.76149	9.49391	1123.06069
-71.08977	41.9001	47.22061	6.99625	12.89184	6.23323	6.90183	38.13523	76.58557	0.06815	6.90986	5.92316	8.31481	9.07757	0.00000	7.05596	9.96136	1192.44851
100.04427	13.8196	63.25533	8.32437	20.40707	7.02814	7.75955	55.97090	57.53546	0.10459	6.51290	6.24073	5.72860	8.03202	1.00000	7.69944	8.58029	1121.77343
36.25361	47.48444	51.74870	5.83265	13.25711	5.48478	6.09275	35.73270	58.30823	0.06280	8.97647	9.59315	6.04997	9.28294	1.00000	7.32563	6.03418	1096.22171
75.11937	20.88098	54.86146	8.28715	22.21028	5.90357	7.78464	37.63149	51.76156	0.12593	6.23727	6.78096	5.67371	9.02855	1.00000	6.58898	7.83782	1173.89191
-7.32097	41.1053	63.14415	6.96319	13.97616	4.28387	6.00236	47.20672	53.49926	0.07783	9.00632	6.84283	8.52548	10.05206	0.00000	7.19853	6.64123	1070.33711
44.53333	-22.9	52.52294	6.21533	18.04788	6.26748	6.52228	61.18526	39.98376	0.04129	9.24620	8.21145	5.46269	8.09612	0.00000	7.02569	5.53211	1050.04701
75.96976	15.73628	61.05495	5.23238	19.52176	7.42251	7.37570	56.75175	36.58076	0.04624	6.07736	5.92477	9.08865	8.28502	0.00000	7.48207	2.39375	1114.57938
76.56719	24.41288	53.14933	6.12536	25.63562	4.66579	9.34637	32.50105	27.68824	0.03397	11.17021	9.59534	4.61500	3.83267	1.00000	7.02919	4.66628	1082.94566
-80.31727	25.67927	54.59394	8.82638	3.55129	4.67559	7.47514	46.94456	29.48096	0.18350	4.13384	6.76848	5.91819	8.20054	1.00000	7.38329	8.63278	1127.63891
120.4861	16.0438	45.36313	5.90652	19.01991	6.04919	7.08365	58.04063	43.43315	0.03711	9.57927	7.25394	9.57468	5.85860	0.00000	6.03221	5.73120	1147.40358
-84.50855	39.08367	68.57469	6.36814	12.69679	5.63615	7.38357	56.59029	45.64515	0.05582	9.91357	10.48783	4.78550	7.82584	1.00000	6.24585	6.11887	1093.06083
82.85749	17.54907	54.64598	10.64339	5.93151	6.73925	7.09082	59.91213	63.68521	0.95720	5.07476	6.33153	8.37966	7.04552	1.00000	8.67111	9.13994	1161.47902
68.11759	26.9423	50.39428	10.04227	23.20688	7.33971	8.31183	37.73546	44.33614	0.54778	3.93365	5.38285	7.22362	7.90091	1.00000	7.03109	9.90563	1109.79649
120.14278	32.50611	36.85177	8.32127	12.29329	5.46221	8.17038	39.98026	56.64995	0.12767	5.83639	6.90719	6.36739	5.90330	1.00000	6.53513	7.03520	1188.70468
126.835	37.65639	47.38728	7.56186	14.05522	8.23359	7.59935	40.57652	38.33964	0.08108	8.19162	6.55775	6.04679	8.15030	1.00000	6.40722	6.10795	1151.68784
33.72798	53.53395	49.15706	6.99093	18.70324	6.91539	7.59401	38.07622	33.98406	0.06550	10.03046	7.50785	5.45111	7.85294	1.00000	8.08741	6.30447	1172.40133
12.84052	45.78071	52.32248	6.63358	20.93001	4.64162	9.07942	44.80564	41.27408	0.05275	11.32759	8.31165	7.98985	7.57902	1.00000	6.97111	7.47914	1178.72691
12.84052	45.78071	42.15550	7.30173	3.10619	6.76822	7.77445	59.67722	72.65547	0.06715	9.45672	9.08817	5.29546	6.83967	1.00000	9.11938	6.01850	1108.40595
77.0202	43.41949	54.53967	5.26236	25.68832	5.96253	8.46032	44.18444	48.80650	0.06249	8.13757	8.44743	6.37003	8.08163	1.00000	5.97861	6.79590	1136.08922
100.04427	13.8196	69.28178	7.06078	8.64835	8.00070	7.59951	66.18825	41.90680	0.06393	8.59341	8.23203	4.77894	6.08659	1.00000	6.69715	7.44062	1097.09729
-8.53778	7.57944	72.69981	9.84696	12.06294	6.38319	7.52338	44.24947	49.05425	0.44572	6.63040	5.40593	6.02437	7.09941	1.00000	8.81337	9.98814	1186.87356
11.37703	48.06919	44.30219	7.79706	19.67465	5.89320	8.01098	51.62692	39.44076	0.09849	10.49006	9.94165	5.60087	7.70487	1.00000	6.05058	6.85517	1174.13421
-79.00453	-2.90055	57.83044	7.42088	27.65458	8.04959	6.79744	45.80927	56.65177	0.07656	5.74769	5.65270	5.74455	7.82689	1.00000	8.23819	7.96838	1151.79788
37.00438	-7.60361	35.09489	4.58976	27.30553	5.11710	9.79732	50.95827	52.88686	0.04649	6.80815	7.44857	9.13827	8.16583	1.00000	4.53108	6.67156	1077.67857
-74.01042	41.50343	52.81436	6.95554	1.46908	7.40162	7.94127	38.01524	57.66704	0.05249	6.39384	5.29665	6.77316	8.56179	0.00000	6.97945	9.42319	1160.92327
71.67164	30.29184	54.58888	5.15886	18.15884	5.96408	7.08396	39.16767	47.78920	0.03339	5.94372	7.40649	10.33172	7.05176	0.00000	8.15956	6.48208	1079.73070
113.69785	-7.73379	49.58173	6.27585	24.98981	7.02266	8.11178	38.80933	56.98581	0.05145	6.86403	6.77829	8.34549	7.41460	0.00000	7.31075	8.28058	1110.28075
10.78222	36.46917	43.08406	4.00571	-2.30313	5.68999	6.63387	38.88309	20.03323	0.04313	7.04679	5.85049	7.87109	7.68821	1.00000	7.55164	5.81841	1139.39938
72.34424	40.78206	62.18636	8.58077	14.43574	6.41389	6.63802	31.27425	61.72561	0.16578	5.97552	6.65350	5.82425	6.76235	1.00000	6.67794	8.85741	1172.72591
-4.1	48	59.99543	5.72924	1.92197	6.36104	6.96536	34.70606	27.46811	0.03990	7.97135	8.85553	6.22435	7.70803	1.00000	5.69098	6.17389	1165.81949
-104.83192	39.72943	47.11091	7.69454	-0.02869	5.28328	7.66589	52.37362	49.78813	0.09813	5.53740	5.61293	6.10828	9.22069	1.00000	6.86501	8.84259	1169.97139
-7.35	53.53333	76.60221	7.54266	3.80860	7.69891		45.44919	66.28721	0.06208	8.23582	5.79765	8.51291	7.39972	0.00000	6.92270	9.88043	1177.48891
-120.93549	37.73604	39.18387	10.84358	11.41635	4.21474	7.35154	54.06816	41.23604	1.18274	5.70481	6.48420	7.41092	6.41220	1.00000	8.24737	9.84767	1104.42560
-95.30106	32.35126	56.21874	5.60334	25.26464	6.26506	5.86668	55.47431	33.20994	0.03033	7.87878	7.73839	6.88802	7.56883	1.00000	5.87470	6.30442	1066.12068
12.84052	45.78071	63.54774	5.71582	18.59546	6.02240	8.53980	60.07837	31.85168	0.06385	7.37266	6.12006	8.25968	6.98837	0.00000	8.10476	4.78500	1070.20519
38.02486	55.64776	70.05495	6.92371	-3.56586	5.93449	6.35656	34.66717	57.06763	0.04896	8.26134	4.55602	8.84304	7.24983	0.00000	7.36142	7.22436	1174.27549
-74.28459	40.5576	46.58684	7.11166	13.59063	10.79969	7.18040	53.96633	41.60618	0.06584	5.40712	2.31693	10.55179	7.76094	0.00000	8.37287	5.29466	1086.37506
114.51667	33.78333	48.37367	5.48485	11.95109	8.03263	5.80617	50.82308	45.55289	0.04079	7.88129	5.33062	8.97688	6.36057	0.00000	7.93032	5.30079	1069.46991
34.02537	38.37255	58.19740	9.90864	15.55986	4.97535	6.10195	33.41079	75.61691	0.49037	6.47580	7.58351	7.14257	6.94453	1.00000	7.43734	7.87433	1188.12584
-102.36764	31.84568	73.48801	6.00856	14.10851	4.14820	7.74714	39.07723	35.49252	0.02777	11.58413	9.31827	4.82983	7.24683	1.00000	8.59465	4.25027	1094.37296
76.35484	10.10649	35.03672	6.49113	11.00576	3.80619	6.98566	49.08568	50.94724	0.04562	7.68351	8.09858	9.75726	6.75458	0.00000	8.81082	8.87376	1100.58048
-72.86843	41.27621	49.86661	5.27571	5.07318	6.50836	7.26712	73.88240	53.25906	0.01314	6.11550	8.20180	8.48151	6.25494	1.00000	8.01302	8.21747	1156.94406
7.00417	52.26083	64.31238	5.22935	36.49068	5.70001	5.10480	61.69561	56.83565	0.04749	9.19232	8.96999	4.88190	7.44863	1.00000	8.73847	4.95968	1194.95942
2.95924	36.76775	47.15283	8.03610	21.68382	7.32594	6.58305	47.21475	75.36260	0.10778	8.14977	7.02287	6.33054	9.72810	1.00000	6.18243	7.67650	1052.78278
7.00417	52.26083	66.13321	4.97975	31.33262	5.22941	7.91307	33.13797	40.55652	0.03630	9.57814	8.73654	5.02065	6.70603	1.00000	7.12667	5.59589	1095.63773
103.81667	1.6	74.18846	6.47203	9.91992	3.21065	7.17009	17.72477	85.78350	0.05402	6.21466	7.13802	7.79681	6.49123	0.00000	5.80417	10.00561	1090.96743
102.56365	13.65805	66.68306	7.51380	-3.64706	8.14502	7.90527	59.03018	28.61188	0.09345	8.97216	8.95613	4.23133	7.05155	1.00000	6.37891	7.41208	1145.26058
22.53083	44.22639	37.48975	5.29862	36.63520	5.55027	6.81913	62.42685	38.65432	0.02878	8.15012	9.16214	6.72909	7.85772	1.00000	8.05281	6.87258	1164.99630
-120.43572	34.95303	52.31071	7.55898	22.88928	8.66557	6.92084	19.64162	56.96358	0.06738	7.78550	7.36238	5.61017	8.35844	1.00000	9.02848	6.24731	1148.64314
4.62744	36.06386		5.35561	16.84517	5.53606	7.53712	52.13436	23.29855	0.04258	9.29745	8.47222	5.39264	7.92503	1.00000	8.02082	5.07680	1105.17252
2.18967	48.8765	37.88752	11.33475	13.90086	8.09162	7.19730	46.35483	38.14498	1.88984	9.00385	4.59127	8.25253	7.99082	1.00000	7.75087	9.84486	1057.22518
