latitude	H2CO	C2H3NO5	longitude	PRES	CH4	PM10	PM2.5	CO	TEMP	NOx	PAHs	CFCs	warning	O3	SO2	NH3	Pb
42.50729	51.26969	0.10853	1.53414	1189.71209	9.00515	7.17791	7.44788	5.51147	20.34581	6.58139	5.53559	63.17369	1.00000	8.93757	9.01690	5.84344	37.78586
58.04254	39.41484	0.11173	65.27258	1192.11828	8.95895	7.35722	9.05660	7.19291	12.47612	7.12713	7.65712	71.57005	1.00000	7.64860	8.02689	6.92349	60.06044
50.72043	31.78375	0.41580	11.34046	1108.47203	6.90123	9.13025	8.69528	6.39394	16.59502	6.14339	8.03302	44.06835	1.00000	8.91003	9.53004	7.51596	49.41119
39.96348	54.72791	0.79518	-4.83076	1197.95418	6.14340	9.83086	8.30290	3.17428	26.75535	6.98839	10.22685	37.32094	1.00000	7.33487	10.02277	3.89235	54.42336
40.93333	48.59317	0.05471	73	1096.95864	6.99173		8.08509	8.28747	23.93655	8.77345	7.95663	62.41196	1.00000	9.09524	9.70939	4.60698	53.96763
-10.91111	29.45509	0.85136	-37.07167	1153.67204	6.79247	9.84661	7.91202	10.14625	8.65650	3.70278	6.59794	79.90866	1.00000		7.97502	8.55484	76.79660
51.14942	66.78292	0.18016	15.00835	1101.17172	9.00872	7.80996	7.22200	7.82954	18.79062	6.03934	6.69736	48.92250	1.00000	8.13755	11.51850	5.58149	34.94978
3.3285	37.10194	0.07674	99.1625	1114.87036	8.31168	6.41812	6.43583	7.90799	1.23235	5.20443	8.71911	63.94434	0.00000	7.84153	7.51744	8.55976	47.53272
55.64776	78.68266	0.05880	38.02486	1124.81227	9.01894	6.00304	7.48835	8.21181	26.57919	4.71856	8.14531	43.07382	1.00000	8.10959	7.57843	8.74226	68.74430
52.53048	60.39016	0.17279	13.29371	1116.04998	8.23439	8.28000	8.33798	5.43813	4.84148	7.10269	8.16846	46.74469	1.00000	6.70552	7.85038	7.29830	38.72275
36.6009	69.87414	0.32218	126.665	1131.77304	8.62719		8.30671	10.53076	4.30668	6.42017	7.31419	57.01816	0.00000	6.75476	5.82642	6.62722	50.49452
36.64852	71.11768	0.23562	51.49621	1100.28323	8.52730	8.26729	9.36681	7.71677	9.61540	4.92646	8.90702	48.24115	0.00000	6.61253	5.68291	6.57086	60.03609
33.14447	41.69839	0.10667	47.3799	1111.75787	8.66215	6.87300	8.34092	6.87252	9.27308	6.04299	4.75786	60.56487	1.00000	8.66472	9.75411	3.97564	30.04050
55.82885	54.11722	0.05068	-4.21376	1065.10293	5.97874	5.04295	6.71616	7.57632	-2.69692	6.73626	6.46905	46.30321	1.00000	8.18470	10.30780	4.98358	42.49876
14.67751	71.49216	0.23635	-60.94228	1188.89749	8.02022	8.41940	6.63869	4.33301	18.68096	7.22284	10.65491	83.11560	1.00000	6.94487	7.51658	5.31826	52.14078
52.2	30.32786	1.83963	8.63333	1121.57973	7.50030	10.69418	7.57645	5.67021	17.84692	9.20623	10.04390	26.37229	1.00000	7.47481	9.68466	6.14169	46.24509
45.44694	56.81274	1.84789	8.62118	1140.04099	7.23736	10.72269	6.53538	5.80826	-3.42680	5.98751	8.82675	69.12475	1.00000	8.05407	8.62243	4.18644	47.65946
-10.91111	62.77223	0.43083	-37.07167	1123.92623	6.22113	9.15255	6.98113	6.73655	14.23278	8.11177	10.47662	64.27506	1.00000	6.79290	11.07727	7.75135	70.43780
54.8421	48.39058	0.13930	46.5813	1120.01505	8.37982	7.40830	6.56030	7.55468	18.51102	5.30994	8.46567	49.73191		8.13441	9.97795	9.04306	55.54446
-34.64966	71.34832	0.20021	-58.38341	1181.09378	7.08521	8.03369	6.82592	8.87246	-4.97929	5.53727	8.33338	74.94032	0.00000	8.02658	7.34893	6.84228	60.81533
-3.20333	41.48709	0.44901	-52.20639	1102.40812	7.80784	9.12281	7.92845	9.93868	7.39554	7.64502	6.97731	56.99290	0.00000	6.49329	7.04474	8.41031	39.47447
7.57944	28.30155	0.08117	-8.53778	1115.07285	7.39950	5.57109	8.07032	5.55316	28.01517	7.16043	5.64271	76.30819	1.00000	8.18271	8.98060	5.34530	42.54674
43.1122	82.03668	1.18693	12.38878	1114.47225	7.82974	10.25436	8.69765	9.42773	15.58179	7.28564	6.17058	53.51586	0.00000	8.22751	7.79949	8.75699	44.39829
-34.88422	24.79082	2.08568	150.60036	1100.60863	8.01270	10.83144	7.09412	8.48248	4.76685	6.76832	6.90040	41.97212	0.00000	9.03712	7.36628	11.28981	56.99350
33.50921	75.20098	0.07700	-111.89903	1135.49784	7.32738	4.93845	7.94490		-0.26318	7.51899	7.98517	56.38501	1.00000	8.60197	9.82252	7.27508	42.40045
9.89206	89.36829	12.67549	43.38531	1194.04526	8.61596	12.66432	8.62493	6.48155	3.30664	6.25308	9.22915	57.94108	1.00000	7.25714	10.31495	3.85091	46.27984
50.5107	51.41940	0.17695	18.30056	1124.43419	7.21791	8.08375	8.55840	7.35554	22.41142	6.79069	8.02987	70.50764	1.00000	6.21584	8.24260	7.47383	42.59138
55.63711	39.50649	0.44046	37.38115	1085.86137	8.06406	9.13951	7.83101	9.92587	27.64868	6.89628	6.74415	64.01474	0.00000	6.56166	6.42907	7.48249	53.17007
26.91756	42.02482	0.61571	-82.07842	1145.30585	6.76462	9.56302	6.21851	6.59429	16.34387	6.92708	8.56353	58.73996	1.00000	7.62081	9.34052	7.63455	50.52772
55.38752		0.07973	36.73307	1158.98144	7.86092	5.60267	8.48669	7.61704	17.86562	5.19972	5.68048	58.22749	1.00000	9.25776	8.21657	5.87581	32.36825
40.1675	44.58659	5.03330	34.37389	1067.67881	7.18195	11.73355	8.74746	8.21382	-6.87699	6.21924	7.78357	57.04449	0.00000	9.16896	5.15467	9.09857	55.46729
28.98002	59.87625	0.53796	77.70636	1117.90126	8.39876	9.40518	7.78149	9.28910	19.12521	5.60833	8.68856	59.99879	0.00000	8.34025	7.01835	7.76761	48.75398
23.49668	66.15648	0.43589	86.68363	1090.07390	7.57286	9.21033	7.16482	6.81048	11.57131	6.00855	6.01254	57.82435	1.00000	8.18443	10.82017	5.56129	41.03241
46.65581	36.34581	0.17818	32.6178	1085.15280	7.02053	8.09970	8.51296	8.49887	20.82224	6.02879	4.95227	61.78012	0.00000	8.16288	6.73698	9.33669	60.00734
29.21399	43.80262	0.35744	78.95693	1102.90008	8.75537	8.92742	9.46302	6.14812	18.59132	7.29928	9.37486	60.11686	1.00000	8.61081	8.39276	7.75215	43.42542
26.9423	44.87715	1.12762	68.11759	1172.08565	8.25701	10.20107	6.88215		12.09150	5.93114	9.26879	59.38419	0.00000	8.50121	4.60326	9.71761	58.18742
19.21667	63.95403	0.13702	73.08333	1187.41020	9.00532	7.56919	8.43618	8.54785	46.29086	4.11246	7.67121	76.13773	1.00000	7.02917	8.26421	7.35499	47.01524
3.3285	64.12130	1.11943	99.1625	1096.44140	8.94377	10.18012	7.78400	7.15262	7.30671	6.07752	4.72946	74.56343	0.00000	8.61889	7.87595	11.58505	38.86495
-2.13404	71.16056	0.05676	-79.59415	1053.53834	7.16799	5.40115	7.71615	7.48669	25.17250	6.07486	6.45992	75.02437	1.00000	8.98858	8.59405	6.26394	62.71890
45.47885	49.92726	0.08914	133.42825	1194.45264	8.89656	4.84942	6.47251	5.82088	10.22575	6.44948	6.04787	66.89410	1.00000	7.56826	9.70947	6.38173	50.92094
50.72043	69.06319	0.16182	11.34046	1144.13141	5.90839	7.98420	6.84552	5.86300	24.18339	6.27278	6.90432	77.55823	1.00000	7.28753	7.77755	7.77587	61.95431
20.22816	44.83160	0.69139	-103.5687	1096.08927	7.19557	9.63064	7.94247	9.89465	3.44749	7.95039	9.27583	44.37406	0.00000	7.72699	6.51182	5.83344	44.31622
47.30997	21.08072	0.09313	8.52462	1178.59775	7.48048	6.41386	9.38233	7.87268	14.94859	6.45625	6.11167	48.92234	1.00000	7.64669	7.94903	5.24434	56.26675
-7.57897	56.60141	2.30908	112.23109	1176.77418	7.70390	10.92890	8.80010	10.10077	0.52872	5.36496	8.96944	81.39902	0.00000	9.00403	7.50301	8.87295	39.08829
41.85059	32.83941	0.17431	-87.882	1155.42351	8.56334	7.90751	8.20004	8.74615	16.46645	5.56774	7.61525	74.35030	1.00000	7.67671	10.32683	9.28675	61.77974
45.44868	71.37134	0.06351	-73.81669	1062.45340	8.16799	5.80701	6.50773	8.12456	14.37047	6.31616	6.01684	39.42135	1.00000	6.78225	9.40418	4.65681	35.00673
51.38673	28.69093	0.11984	0.30367	1108.87022	7.35680	6.64211	7.57212	5.69266	28.25544	6.06457	10.66907	45.68276	1.00000	7.11506	8.69555	5.98498	58.22653
36.91023	33.54562	0.77242	-121.75689	1138.99225	6.99327	9.81974	7.67301	9.36776	22.41257	8.35648	8.30100	62.12447	0.00000	8.56015	6.31657	9.46868	59.13997
53.95278	37.86847	1.54386	32.86389	1179.16758	8.04510	10.54012	8.05803	13.41351	21.54306	7.28490	4.51819	41.96696	0.00000	8.82391	10.32459	10.64131	67.58886
38.45598	39.32706	0.41395	48.87498	1127.50266	7.95981	9.05714	9.65401	7.09343	36.26579	4.30133	6.43637	41.26973	1.00000	7.48437	6.39362	5.63445	72.05981
41.1053	45.22127	0.10151	-7.32097	1110.06821	7.07342	7.18724	7.97085	5.84250	10.07795	5.54205	5.02372	59.56415	1.00000	7.89938	8.87044	5.74497	70.61388
-22.53722	46.13447	0.06076	-42.98194	1183.31250	8.59129	6.61730	7.55454	6.55243	20.17744	6.60081	7.59889	38.89874	1.00000	8.83960	5.88669	7.87040	47.24104
19.04222	53.16147	0.10831	-98.11889	1092.52607	8.98342	7.55901	9.90891	6.49623	28.29694	5.91553	6.79633	41.25774	1.00000	7.60442	7.18690	7.28763	72.01083
0.76755	56.49812	6.87423	24.43973	1121.21677	8.63079	12.04681	7.48248	8.86842	17.72534	6.96722	8.60774	57.18089	1.00000	6.56982	11.81330	6.95313	49.58347
10.66668	52.67238	0.92749	-61.51889	1133.48504	6.27092	9.98877	6.40431	8.85681	40.50899	6.95414	5.70273	63.31878	0.00000	10.03463	7.37781	9.50307	44.88901
42.819	54.73532	1.01476	47.1192	1130.90270	8.07920	10.12044	5.79933	9.07064	19.38448	7.06217	6.50623	60.64038	0.00000	6.05765	6.23143	8.11257	49.38490
-7.81667	50.91982	0.15311	112.01667	1180.90642	7.93167	7.61280	7.99339	4.59987	23.97326	6.45227	10.67458	49.79269	1.00000	6.79433	10.26264	5.86740	52.37732
0.51667	64.00839	0.06730	101.44167	1065.60593	8.05459	5.57622	8.16878	7.55092	22.35597	5.47956	9.64895	60.06195	1.00000	6.94925	5.95611	8.52115	43.25191
51.47805	56.01551	0.10109	6.8625	1086.78345	6.24849	6.43684	7.02672	10.51331	10.62678	5.38852	6.03835	65.69191	0.00000	6.87089	7.40066	8.36753	59.82539
18.20854	47.31913	0.09906	-71.10077	1070.86439	8.15909	5.45886	7.73531	9.11749	15.80317	4.67292	7.93080	42.28539	1.00000	8.17424	9.84087	11.83833	51.43753
41.15612	40.76410	0.37010	1.10687	1129.49896	7.34158	8.99427	6.55457	9.93925	23.21249	6.34633	6.70083	43.88468	0.00000	7.52290	5.19645	6.52034	44.26043
61.78491	58.93509	0.56607	34.34691	1130.59853	10.06659	9.41733	6.49309	5.68806	35.63924	6.83803	11.33392	65.22992	1.00000	9.36527	13.52832	7.27750	50.16056
37.35813	37.68666	0.14151	-6.03731	1182.12401	8.23320	7.38243	9.23009	8.08625	14.89206	7.07733	9.49210	63.64963	0.00000	8.96232	5.90384	4.28419	55.21516
0.46005	57.54033	0.27062	34.11169	1112.09283	9.27879	8.57093	8.49030	8.69186	20.56639	5.81831	8.26238	48.41085	0.00000	8.54467	6.26461	7.96672	63.29012
43.41949	53.65445	0.47655	77.0202	1117.58006	8.35380	9.25504	7.48749	9.63769	25.18511	6.50612	8.31715	74.17536	0.00000	8.64151	6.95098	7.98359	28.53624
40.63316	55.61149	4.63257	-74.13653	1090.21842	9.23696	11.64787	8.11772	7.38706	1.67294	7.15541	7.47908	34.76296	0.00000	7.65154	4.87656	10.26303	36.17566
51.88333	60.04334	0.63787	8.51667	1134.70800	8.32848	9.66370	7.85719	8.71789	-21.32695	6.21089	8.90383	44.50119	0.00000	8.39420	5.32978	7.07551	48.42120
-31.4488	50.75603	0.09540	-60.93173	1120.44385	7.01278	6.75199	7.60143	5.95892	-0.38253	3.07501	8.68730	49.97533	0.00000	5.35057	4.98277	5.68325	55.48009
44.27804	38.32272	0.06955	-88.27205	1096.05202	8.34699	6.47236	7.67232	5.67836	18.14874	7.80673	6.92545	65.56217	1.00000	8.44664	9.24463	6.31124	46.43458
36.75965	68.23560	0.96600	137.36215	1159.69337	7.27207	10.06404	9.27783	5.61287	10.99277	8.23985	9.52982	45.63988	1.00000	8.67085	11.12382	7.39004	42.73563
40.72816	63.19567	0.92566	-74.07764	1145.22511	7.76011	9.98696	6.81720	5.23010	29.39658	6.43857	10.90010	83.93472	1.00000	9.01910	11.69092	4.31289	43.45245
36.75965	30.47199	0.05263	137.36215	1182.92897	8.66474	6.06346	8.12705	9.43326	5.19097	6.44496	7.33491	50.30356	1.00000	8.90253	9.60047	5.27095	56.36038
53.93361	51.00196	0.37191	37.92792	1109.46581	7.27291	9.00740	6.58920	8.43685	17.89524	6.34723	6.18887	52.16849	0.00000	8.97928	5.86876	9.41090	43.41871
13.51825	21.21243	0.28525	99.95469	1119.68149	6.74472	8.48872	8.56356	4.30845	-0.83567	7.23027	11.42166	49.41537	1.00000	7.79872	10.93143	5.58227	60.28063
50.7236	72.44744	0.07862	-3.52751	1064.48187	8.14859	4.97960	7.60008	5.46071	12.05968	6.46615	11.43914	53.93307	0.00000	6.08527	4.63683	2.35563	49.53742
41.75338	61.35672	1.04248	-86.11084	1091.02541	8.68559	10.16593	8.73506	7.47573	17.37632	5.00402	11.23015	33.80809	0.00000	7.43519	4.64203	4.67314	46.02443
-20.87306	60.84989	0.46720	-48.29694	1140.30024	8.44970	9.19766	7.50048	8.52159	11.11156	6.77318	10.75208	50.03366	0.00000	6.76187	5.97657	5.17360	54.53879
3.8801	40.47021	2.36279	-77.03116	1112.34456	7.67537	10.96762	7.10303	11.08324	21.29090	7.06454	7.75775	38.15404	0.00000	7.02492	7.39277	8.70181	50.45793
-10.91111	36.17577	0.46799	-37.07167	1056.93559	6.28256	9.24545	8.14844	4.92316	5.55995	5.82889	7.76891	59.92700	1.00000	7.83832	8.01673	9.80778	57.72929
-25.42778	40.04092	0.08061	-49.27306	1100.48396	9.20934	7.37094	7.39064	6.66952	10.81094	6.25637	5.25608	46.67396	1.00000	7.52332	6.15591	7.68144	85.63420
24.41288	58.95925	0.13323	76.56719	1081.22996	8.12923	7.62626	8.42241	8.56610	10.44136	6.82542	5.43332	24.00144	0.00000	5.20142	8.34599	11.39619	67.49075
40.72586	29.98186	6.18243	8.55552	1118.91770	7.76829	11.94208	8.96527	5.30084	21.96670	8.22545	8.96916	53.22721	1.00000	8.29609	8.75924	3.77377	55.06929
51.14942	50.80664	0.05634	15.00835	1078.85889	7.03926	6.25657	5.68648	7.74233	29.73869	6.52895	5.89159	35.60239	1.00000	8.10817	9.71269	4.55428	52.04405
59.33333	41.98627	0.16206	18.28333	1156.23459	10.00271	7.87576	8.10697	5.92643	-0.65769	6.21050	9.05922	38.59322	1.00000	7.10579	7.86314	5.84070	53.99231
51.04962	39.78424	0.24512	12.1369	1199.47382	8.07347	8.30521	5.42441	9.01583	16.34863	8.12517	4.68946	63.92621	0.00000	7.12135	5.43326	6.23929	38.28711
40.93121	42.56326	0.06772	-73.89875	1160.82652	8.51232	5.57545	7.78354	6.32114	32.64304	7.22169	6.35559	58.00401	1.00000	7.84773	11.15916	5.11764	18.53451
42.62833	60.74157	0.47105	20.89389	1112.43886	8.85925	9.26434	6.57231	8.32345	14.09543	5.61187	10.48485	57.31552	1.00000	8.64815	8.55920	6.85972	42.27651
13.8196	53.82307	0.10249	100.04427	1065.89669	7.90537	5.81055	6.97828	6.00995	10.16574	6.90424	7.04418	44.43003	1.00000	7.49118	8.54871	7.27640	48.79564
48.90982	60.34395	0.31668	2.45012	1050.86728	6.49257	8.70985	7.21441	6.25307	5.76509	6.25859	8.99137	67.79130	1.00000	6.13828	8.70148	5.94521	43.96786
43.71032	20.52643	0.46111	-1.05366	1166.59484	6.29851	9.20318	8.69099	9.63299	0.54573	7.23709	6.22199	74.89620	0.00000	8.15027	6.66606	7.97956	43.59895
37.31309	26.98887	0.18834	40.74357	1072.28915	7.53727	8.25966	7.33319	7.22441	7.30588	5.91285	6.20137	73.51387	1.00000	6.69286	8.25825	6.30222	36.60132
-34.64167	48.10557	0.38921	-60.47389	1093.03688	6.77724	9.01505	6.35524	6.78774	28.22997	5.49212	6.63720	44.98557	1.00000	8.33360	8.17283	7.34812	46.46377
50.88506	67.08260	0.31787	4.07601	1180.43518	7.27480	8.66501	8.71836	8.88561	12.93868	4.99382	5.32115	60.74918	0.00000	7.06435	8.10954	10.28362	43.79560
36.82167	54.69093	0.35379	128.63083	1131.96488	8.65846	8.79250	8.68132	7.51146	0.78693	5.66904	6.16454	57.74364	1.00000	7.66552	6.46396	6.72424	52.41497
6.84019	52.87755	0.06093	79.87116	1158.93906	8.67549	4.27588	7.13026	7.26992	21.96711	7.60382	8.31529	82.82590	1.00000	8.06251	9.26516	7.29932	33.90672
23.49668	90.82675	4.23418	86.68363	1105.26737	7.81409	11.55252	8.05178	10.56891	1.40872	7.66807	9.90492	51.37234	0.00000	7.74322	6.57058	6.57161	51.13840
33.14447	50.31141	0.19372	47.3799	1109.50159	7.50289	8.07298	7.93383	8.48067	5.21089	4.65116	6.64657	50.80942	1.00000	8.33641	6.63659	9.41470	58.68484
14.62072	64.66939	0.52046	74.83554	1138.13487	7.40872	9.35858	7.73148	9.91661	10.72418	6.52943	8.48768	82.35130	0.00000	8.18754	6.47986	9.10383	51.47420
40.87363	29.29681	0.29778	14.34085	1152.39147	8.17215	8.66814	6.75835	12.81463	30.03449	8.16856	4.56299	25.06414	0.00000	9.03287	10.31582	11.22755	55.57686
45.50369	44.50684	0.71280	11.412	1070.40204	9.83018	9.68619	9.89686	9.74890	3.48830	3.47210	7.82411	49.00335	0.00000	8.38906	6.12607	8.55642	73.47132
23.73333	52.32998	0.38572	114.68333	1061.14513	5.59509	8.98228	7.71172	6.68886	23.89046	5.22222	10.70015	49.89174	0.00000	8.08080	3.76920	3.88554	58.70707
50.11861	44.86294	1.54275	-5.53715	1163.99972	6.28651	10.53657	6.66948	5.14781	12.90695	8.74237	8.18617	51.93429	1.00000	8.45976	7.23426	5.38945	54.50137
60.97944	48.27510	0.26625	76.92421	1197.45288	6.25864	8.54073	7.18494	9.92451	19.37335	4.68310	7.23823	48.98241	0.00000	6.51093	7.36517	9.91949	57.01965
64.5635	48.88913	1.38771	39.8302	1149.66228	7.63105	10.40336	6.22377	9.38351	29.61640	7.30091	7.68224	46.58065	0.00000	7.48886	5.09688	7.42944	57.04434
48.8449	13.14230	0.11716	17.22635	1188.00036	7.60582	7.91646	7.14986	8.74774	2.96329	6.07215	5.81440	45.34064	0.00000	8.59008	7.76943	10.95235	47.88664
-2.13404	31.90716	0.13421	-79.59415	1104.04030	7.26741	8.04057	6.15416	3.20483	9.47821	7.00557	10.73178	51.67527	1.00000	5.77079	8.56775	6.19793	51.50712
23.04419	35.06020	0.04567	-82.00919	1084.14412	6.33250	6.50527	7.44323	6.39295	12.35781	5.63049	10.61698	64.85447	1.00000	8.45090	11.00147	7.62468	60.76357
42.58342	52.56086	0.04690	-71.8023	1058.63319	8.42351	5.49395	8.18470	7.87154	17.02880	3.73244	9.63089	50.08905	1.00000	8.24722	7.97975	6.15415	50.13073
56.9083	75.78478	2.34808	60.8019	1059.94706	6.96134	10.94821	7.51314	4.62137	14.65567	7.78727	11.18145	71.65250	1.00000	6.98447	9.79030	4.39253	41.44027
41.85059	45.99447	0.08381	-87.882	1161.94667	7.68038	6.23331	5.95247	5.60263	11.00112	5.32040	5.95604	54.83607	1.00000	7.81535	9.15578	7.31178	53.41809
39.22493	41.27256	6.76285	42.85693	1080.70262	8.16630	12.03918	8.32752	6.29265	3.02781	5.63605	6.60675	46.48629	1.00000	9.72617	11.28456	4.62131	36.91251
18.65297	73.53261	1.10705	-72.09391	1190.16966	6.98140	10.17594	8.45916	5.39171	9.07417	7.36349	10.77169	75.44196	1.00000	8.17755		5.51759	27.02064
31.92923	54.15159	1.07324	34.86563	1168.56893	7.94457	10.11928	8.23104	9.23199	-1.11381	5.72233	8.96742	37.26147	0.00000	8.57309	6.27327	5.96938	38.56081
48.8449	40.75841	0.14941	17.22635	1178.21666	9.83108	7.17731	7.59621	7.32997	6.77367	5.49619	5.15842	53.19155	1.00000	8.58930	9.20432	4.77678	25.20787
56.9083	61.13033	3.75692	60.8019	1073.59090	7.95939	11.44444	7.79386	2.95006	-1.24000	8.96469	9.10268	43.96829	1.00000	8.94858	8.13486	3.92930	35.70497
18.87813	60.97759	0.44191	72.93924	1148.30072	8.99700	9.17520	8.47441	6.87514	22.17735	3.95691	4.97800	62.43552	1.00000	7.76665	6.75347	6.75470	41.15797
0.03813	41.69743	0.59014	36.36339	1060.93799	5.93615	9.42060	8.48607	9.07216	10.61056	7.34624	7.50254	54.79102	0.00000	7.82541	5.36779	8.79113	45.48333
37.73604	38.38741	1.59921	-120.93549	1198.63217	8.27641	10.55942	7.15240	10.52195	12.91141	5.48904	6.84567	46.26228	0.00000	8.43644	7.37297	8.88512	37.84855
47.38093	50.87250	0.12551	-122.23484	1153.66097	7.63426	7.11918	8.39120	7.18993	14.96052	4.83107	8.26575	53.45775	1.00000	5.98253	8.43297	7.41834	69.14296
8.35122	56.63171	5.37966	-62.64102	1058.59865	7.84625	11.79967	9.47631	9.65951	4.90061	9.23724	7.66272	36.97394	0.00000	7.58401	6.31393	7.37304	40.24130
39.32011	46.44598	0.09112	-76.51552	1199.93435	4.50174	6.91699	7.85868	5.54387	14.64103	6.11257	12.06281	53.58935	0.00000	7.27849	3.58862	2.38714	62.72823
40.58654	68.58095	0.12467	-122.39168	1138.03147	6.52278	7.42579	6.91722	8.62162	7.35339	8.17630	9.45297	49.65148	0.00000	8.09358	6.04319	4.35657	43.02663
-22.57306	42.68981	0.63202	-47.1725	1124.81934	7.97979	9.56011	6.22981	5.59137	8.92111	6.36122	9.56586	47.41560	1.00000	7.12010	8.69196	4.66433	45.22712
15.46063	66.57579	0.04877	99.89166	1168.60423	6.35130	6.00047	8.32342	3.35586	20.49266	7.28224	11.40604	49.68841	1.00000	5.98464	8.25776	4.85319	51.26635
46.1351	41.38877	0.76554	-60.1831	1167.50790	6.62966	9.74838	7.39037	5.77568	24.72368	6.92664	8.35409	79.55835	1.00000	7.73483	8.69891	6.79634	54.69230
48.07667	50.52516	0.52794	8.64409	1098.47392	6.92752	9.35817	5.89428	9.45140	38.10152	5.05162	6.79604	54.66223	0.00000	6.59386	6.72250	7.68050	56.13920
65.84811	81.06201	1.23578	24.14662	1182.48968	6.18574	10.27113	6.35857	7.95879	32.93294	4.49875	10.37316	74.30994	0.00000	7.27147	5.37879	5.12278	47.34227
48.86667	67.85050	0.72964	2.08333	1161.95613	7.77528	9.68403	8.94613	7.69830	18.67039	5.78806	6.30208	53.63661	1.00000	8.06105	6.98567	7.19609	65.72581
14.93333	65.74258	0.01646	-91.11667	1091.64525	7.97284	3.51416	7.49702	4.60666	9.58541	7.77673	7.36212	61.62997	1.00000	7.44635	7.48814	8.11572	38.30591
46.18396	56.81375	0.26270	6.10237	1161.28424	7.31818	8.60893	7.03346	4.71582	1.62206	5.73733	5.74950	50.99508	1.00000	7.74481		7.57462	60.30547
51.26	59.34583	0.09128	-2.1875	1062.26985	8.59663	6.88412	8.09734	4.23050	25.46069	7.15033	11.59908	48.91314	1.00000	7.37105	9.18784	6.74662	52.84123
32.54278	57.41874	0.18308	111.50861	1072.57616	9.00218	8.05439	6.55447	5.70257	14.92205	6.05799	5.34622	55.48259	1.00000	7.41916	8.89585	5.92162	50.14273
-7.51611	61.02405	0.38320	109.05389	1187.93726	7.18125	8.92353	6.56586	9.42132	3.38466	5.66431	9.90346	46.17477	0.00000	7.91427	4.99316	10.23974	56.38912
7.65649	35.46854	0.09177	4.92235	1137.13239	5.91690	7.18878	8.33095	9.26451	-4.33232	4.73666	5.06414	61.36506	0.00000	7.84922	8.23201	10.06821	41.52329
47.90771	50.72137	0.07707	106.88324	1196.08326	8.64770	5.48345	7.77987	4.90275	19.70554	6.82579	7.54299	49.09878	1.00000	6.38344	7.58058	8.95490	82.81742
36.82167	33.15522	0.48679	128.63083	1147.77551	5.18239	9.40221	9.33833	7.34338	-8.67895	6.84554	6.33687	49.87536	0.00000	9.01595	7.34874	12.84802	57.48314
34.09611	63.35355	0.14529	-118.10583	1138.03655	8.49395	7.51924	5.50982	8.57507	29.74452	4.38634	7.67798	72.85796	1.00000	6.52379	8.38279	7.82192	64.17011
-25.42778	45.68243	8.09413	-49.27306	1166.35376	8.05271	12.21068	4.86473	9.63411	-4.13993	5.05703	8.56923	54.41768	0.00000	6.63037	5.35650	6.40633	46.66248
11.93381	62.08520	0.33403	79.82979	1165.91854	7.13385	8.88717	6.85429	10.82109	27.34207	8.19772	7.32390	46.25319	0.00000	9.17777	7.72567	6.71375	31.89326
26.68451	52.23072	0.16692	-80.66756	1071.17150	6.58482	7.75399	7.72488	9.00528	22.98900	4.30933	6.37361	63.98982	0.00000	7.48514	5.70769	9.03490	56.08355
43.1122	68.73678	0.22513	12.38878	1114.49484	9.36776	8.28871	7.98644	6.61228	12.98983	3.94159	3.51387	61.37922	1.00000	7.03477	7.86791	4.90461	58.30657
46.75451	33.74728	0.11198	33.34864	1180.83126	6.77680	6.80038	6.73149	5.81804	2.69528	4.55124	2.66924	47.31931	1.00000	7.66730	8.51349	3.75513	60.91349
40.78206	38.34439	0.07210	72.34424	1183.60335	5.86050	6.47000	7.19797	5.54809	25.22886	5.59241	5.70206	71.76197	1.00000	7.72906	6.38296	7.42222	45.96674
37.31309	59.50626	0.61246	40.74357	1108.68340	7.98941	9.48252	7.60880	7.97695	8.43169	4.84644	6.22462	50.69416	0.00000	9.43594	6.71662	10.76085	34.70994
18.20854	28.10077	3.81710	-71.10077	1074.87660	8.44321	11.45891	8.27396	6.22909	16.78687	7.11411	8.36320	49.85172	1.00000	9.20388	7.74255	5.65530	37.50324
14.93333	41.42799	0.09286	-91.11667	1121.87632	7.57886	6.85857	8.97250	7.06225	5.20723	5.66751	6.63488	63.42770	1.00000	7.77957	9.04057	6.75127	36.77242
-25.54073	39.63036	0.14615	152.70493	1122.25139	7.49720	6.92978	6.93861	9.29086	-3.02142	5.60273	4.17208	60.31933	0.00000	7.85421	6.01120	6.80850	42.01262
30.17746	31.87090	0.16923	-81.38758	1091.91352	9.16978	7.82349	9.07634	8.40151	28.72656	5.10356	7.83146	37.48953	0.00000	8.72403	6.69428	7.43080	63.65490
-7.54972	34.11165	3.23188	110.71639	1077.67594	8.93287	11.27967	7.29009	7.17005	18.80833	6.24745	9.99196	47.13457	1.00000	8.08386	11.01175	5.83337	28.98988
-21.98333	63.05952	0.30108	16.91667	1142.72513	6.50780	8.66977	8.58947	5.67774	1.83327	6.59541	10.63267	62.65622	1.00000	8.28950	11.51493	6.70080	35.68617
26.9423	69.76911	0.07641	68.11759	1143.26447	9.85019	5.58677	8.32930	5.70268	2.33799	5.78999	7.37587	49.83306	1.00000	8.25769	8.11661	8.88202	64.85821
54.84444	61.46724	0.56476	38.16694	1140.24825	9.76076	9.42848	6.76035	9.22079	19.28918	7.09293	10.36157	73.30829	0.00000	6.70238	6.63870	4.83506	45.61166
