CH4	CFCs	Pb	PRES	C2H3NO5	PM2.5	warning	PAHs	NH3	longitude	CO	H2CO	PM10	TEMP	SO2	NOx	latitude	O3
7.90284	53.46544	59.31310	1183.98400	3.40699	9.72538	1.00000	6.06030	6.78922	11.32903	6.56100	50.80865	7.05805	8.04414	5.72091	6.40189	50.9803	9.58407
7.69844	53.44818	54.78360	1136.47641	3.50943	7.61885	0.00000	4.51408	6.50511	32.6178	6.78128	56.04886	6.69229	17.22811	11.16608	6.44328	46.65581	9.35132
5.70545	46.81658	27.60817	1140.96741	2.01945	9.99336	0.00000	6.46014	7.18047	-77.37331	8.81082	67.43567	6.15233	5.95201	9.14360	6.56871	37.60876	6.84475
8.23549	60.37902	36.88783	1091.34983	2.96578	9.04381	1.00000	5.42037	7.62745	75.35927	8.39007	64.96929	7.14004	21.83767	7.97389	9.11631	12.04161	7.37125
8.61687	48.94752	55.93361	1189.32986	3.95661	8.80969	0.00000	7.18963	7.18174	103.61667	9.12980	59.95011	7.35536	35.92279	8.09264	6.46781	-1.6	6.23624
7.88523	60.80916	39.39850	1172.37636	14.01880	8.31225	1.00000	5.80298	8.07049	-82.07842	8.63434	48.94162	9.00620	7.24814	6.89575	8.23386	26.91756	8.87000
8.61669	64.99768	36.21572	1140.22976	5.37824	7.76512	1.00000	5.21786	7.37887	-3.52751	5.99170	49.08366	7.79841		7.57910	10.87620	50.7236	8.77255
8.45072	50.01801	47.86729	1068.45415	10.08829	9.16111	0.00000	6.92008	5.73417	77.70636	11.37861	59.91278	8.64380	4.70052	10.67941	6.64921	28.98002	9.45355
7.80738	42.15618	37.57377	1104.60771	4.79393	9.82397	1.00000	5.09843	8.61115	-84.62081	7.51415	39.57216	7.55471	15.41111	5.10509	5.21042	42.7392	8.72642
7.23144	53.79034	33.76434	1159.20243	3.81572	8.56139	0.00000	5.72357	7.78459	18.69303	6.69489	57.01803	7.52428	7.17832	10.88182	6.95004	12.18441	6.71269
5.57440	27.04529	72.22959	1070.36012	5.28229	9.75433	0.00000	4.55339	7.91858	46.58333	10.06574	44.92952	8.11458	2.56600	7.83826	5.23159	-21.15	8.51418
7.77961	63.73119	30.49457	1086.74285	19.18415	6.86554	0.00000	7.92126	8.38157	-101.2591	8.35149	45.44076	9.37068	10.54550	8.59930	6.95282	21.01858	9.14579
8.04673	27.80606	26.62084	1175.56699	5.16899	8.58423	0.00000	4.51451	10.25622	89.20083	6.37642	65.55991	7.84124	10.82057	8.82361	6.54555	55.54028	7.92668
6.67227	39.91156	33.73471	1055.12301	6.04193	9.02794	0.00000	5.31955	7.05710	10.03478	8.68947	63.10067	7.90462	21.71729	9.34299	5.64977	37.16911	5.11015
6.70638	34.66358	33.49947	1062.55203	3.68663	10.05882	1.00000	6.04561	7.74322	6.10237	9.81991	57.49408	6.72546	11.58474	7.73569	9.77636	46.18396	6.63758
8.47568	66.44994	41.77389	1189.40332	19.69230	5.48905	0.00000	7.48698	8.84528	-66.8499	8.33448	50.82558	9.43959	35.68800	9.11309	6.36092	18.03496	5.61893
7.37028	33.65135	46.26148	1126.32015	2.85383	9.15321	1.00000	6.47897	7.02413	-63.13414	8.33439	56.22592	6.62633	28.37313	8.48519	7.31289	46.23899	8.14541
8.21938	50.35082	52.84487	1145.65515	4.21769	8.02276	1.00000	6.54223	6.68172	-73.20483	5.75181	56.30261	7.27883	2.61051	7.59610	8.26129	41.16704	9.67690
7.65754	45.53334	45.69334	1161.38087	3.27547	9.09903	1.00000	8.08651	8.18607	-156.47432	9.82356	66.42574	6.69700	2.04185	3.29423	8.42673	20.88953	12.01627
7.47204	59.28109	54.54812	1102.71814	2.39629	8.88667	1.00000	6.34230	8.16664	-25.66689	5.87489	46.55805	6.92348	0.99073	8.90868	5.35605	37.74615	8.76866
7.32363	39.09419	44.03033	1077.08492	3.48650	9.87250	1.00000	5.84519	6.70778	138.89585	6.39503	41.58984	7.16862	-2.54305	4.75444	6.33792	36.33011	8.60510
6.90754	59.90817	41.07333	1120.67531	5.22377	9.22613	1.00000	5.81149	5.92067	78.95693	7.53188	35.62291	7.85740	7.43121	4.90410	6.43246	29.21399	7.67130
8.35107	47.81726	42.71866	1141.62933	2.03186	6.71755	1.00000	6.96020	7.44797	-74.26419	5.09818	48.65602	4.64538	12.38058	8.11849	4.68946	4.73245	7.68913
5.77666	65.23059	55.41929	1105.59187	7.46677	8.95009	1.00000	4.88190	6.68871	99.1625	7.24092	78.08334	8.22281	45.19760	6.02343	10.36809	3.3285	8.65552
7.83410	50.47117	36.18047	1118.22930	3.46822	10.93216	1.00000	3.15336	7.17294	9.02596	5.52144	41.45056	7.34862	-4.07773	6.22675	4.71026	48.21644	9.01458
8.78375	41.51084	40.13312	1175.33434	7.03127	8.40494	1.00000	3.36620	6.61239	-88.31476	3.93315	60.27038	8.30971	21.58033	9.35130	5.65382	36.61033	9.45597
5.42645	49.49356	46.49734	1089.97005	2.11842	9.04523	1.00000	7.82452	5.72083	7.20769	12.40922	47.13363	5.95057	26.70846	5.71138	8.73724	50.80019	8.10907
6.12137	52.77516	60.11856	1053.65794	2.95017	8.14733	0.00000	6.96444	8.10724	-88.3162	9.38061	53.81787	6.44031	17.53039	8.35319	6.07828	42.24113	6.01056
8.64072	50.95041	58.74473	1117.63314	2.72555	8.01725	1.00000	6.61541	8.23762	37.49338	7.08375	33.53502	6.49785	37.00655	6.47249	6.92313	55.62047	7.75860
7.37642	48.48812	35.20209	1117.13881	6.26606	8.56673	0.00000	6.23793	6.09752	-0.32247	9.49404	36.51162	8.07813	-1.78773	10.14419	6.28109	50.82882	10.06282
8.13908	75.10709	41.37442	1193.55514	16.99898	8.31833	1.00000	3.59004	6.52150	-71.10077	5.81154	41.24233	9.39146	0.40303	6.86466	11.46004	18.20854	8.39510
8.16193	56.90505	49.17068	1052.81064	2.81366	9.48679	0.00000	6.64940	5.95575	3.39467	9.68858	61.83539	6.99128	33.86952	7.60218	6.16662	6.45407	6.69079
8.41612	68.37951	52.06510	1173.48608	8.13726	9.13843	1.00000	5.73803		85.37752	7.08595	49.62890	8.43138	-2.23207	8.23654	7.84721	22.10194	8.66493
7.37856	24.74068	43.29335	1118.91251	1.63731	6.35064	1.00000	6.58872	7.84861	3.20639	4.14537	42.63264	5.46912	3.13843	9.62786	5.36429	50.74497	8.77262
6.96895	28.20153	49.88057	1101.42563	3.13692	10.63116	0.00000	6.05252	7.24734	123.33471	10.08187	66.46832	7.21092	11.17895	7.88714	5.33492	8.56697	5.77956
7.36209	39.07824	44.59398	1069.15735	6.51910	11.17087	0.00000	5.11270	6.23710	120.89694	10.28034	54.06416	8.02538	24.37961	7.66557	4.98516	14.95472	7.06896
8.36517	69.58429	64.48904	1182.50937	2.36138	8.73680	0.00000	4.23981	9.59620	3.1631	6.99868	59.70755	5.80744	13.87651	9.16683	8.19333	41.91738	8.51309
7.98384	32.41280	32.23476	1096.83522	4.79182	8.38690		4.74533	8.12766	9.85	5.36748	49.84543	7.80581	-0.71123	7.88055	7.59693	53.63333	8.16620
6.55575	32.02239	42.61964	1184.20764	2.17224	9.38026	1.00000	7.75602	7.60954	136.61667	10.58756	65.36024	6.91113	6.06861	6.63374	8.15861	36.53333	8.32159
7.06317	45.96066	40.94467	1060.37763	3.04112	8.62895	1.00000	7.83300	6.76718	38.2739	10.66964	65.68686	7.09733	23.32873	4.49372	8.47700	46.7055	10.77509
6.32926	66.85836	31.31736	1195.05435	2.89805	8.45729	0.00000	7.41714	7.49675	-42.98194	9.87899	50.26426	6.73628	10.21940	9.21357	6.34022	-22.53722	7.81660
7.90721	53.15748	41.04117	1126.64835	3.83112	8.64359	1.00000	7.60326	7.85554	113.69785	7.50160	45.04965	6.81760	21.18496	4.19034	6.64356	-7.73379	7.73129
7.83982	71.89936	18.34226	1157.34712	3.55584	8.28138	0.00000	5.30273	6.75354	-6.00137	7.71473	26.93905	6.53159	18.51242	9.28807	6.26285	33.42585	9.79509
7.76808	56.50688	45.54281	1156.32138	31.68999	10.23895	1.00000	8.58508	7.16436	-156.47432	7.65572	71.65240	9.95660	17.51993	3.59104	4.33217	20.88953	9.45635
7.74358	29.58165	67.92861	1071.52617	4.73025	8.85297	0.00000	7.00882	6.95941	-87.71255	10.71448	46.82695	7.40757	13.55201	8.91545	5.01765	41.84364	5.25986
7.26369	66.38490	40.87883	1166.72931	3.59805	8.82926	1.00000	5.43310	8.79071	-4.21376	8.88802	48.87584	6.74275	13.37195	3.61037	12.30100	55.82885	10.28965
6.23131	16.95373	43.90110	1120.90859	3.95597	9.35140	1.00000	6.43559	5.57584	34.75699	9.39783	70.83898	6.59609	32.43799	5.98619	9.75164	31.39547	8.34076
7.97440	51.04727	31.99193	1060.28553	2.94896	11.12039	0.00000	4.37819	7.76892	13.58357	9.95411	38.24682	5.56772		9.51068	5.22974	-1.63333	8.16630
8.66214	47.48969	58.14439	1110.98807	3.83687	8.74726		7.51926	8.73657	34.34691	6.20386	42.46782	7.24857	28.23068	5.82459	5.74711	61.78491	9.20536
8.68476	56.13099	48.75408	1131.65643	4.58412	8.64833	0.00000	4.64767	8.47416	79.41727	6.91146	58.77676	7.25692	8.92594	8.96021	6.66044	12.25282	9.28605
7.60098	45.80761	32.53008	1147.69427	6.78308	10.63140	0.00000	5.58479	7.89029	-75.23266	9.81206	48.40222	8.16605	11.03258	7.67281	5.98768	43.1009	9.94756
6.18373	50.86865	41.83724	1182.23965	19.30517	9.45594	1.00000	5.38044	7.39055	117.4831	6.00288	71.71667	9.41149	1.29985	6.11618	5.68711	27.34089	9.21989
6.82965	78.30167	67.66958	1111.35751	9.10671	9.26295	1.00000	3.93342	6.93434	2.29275	7.63782	27.97886	8.71821	17.75763	5.45212	12.60576	48.79325	6.84758
9.89173	31.99035	39.21157	1070.44593	4.22874	9.46073	1.00000	5.30207	6.90759	-5.22126	9.16706	77.48430	7.34737	10.47812	4.83426	11.90874	33.43443	7.16107
6.80296	33.94688	37.76202	1097.13102	2.46528	7.58571	1.00000	5.53189	6.72448	-87.66561	3.93336	49.36863	6.61241	13.42567	9.13847	5.86274	41.8542	9.33954
7.54214	54.26478	38.64599	1124.14988	2.83194	8.75699	0.00000	6.05101	9.49573	103.81667	7.77325	55.48755	6.85369	30.04570	7.92146	6.92767	1.6	9.01652
5.66533	58.57714	40.27923	1149.58662	2.59140	9.06269	1.00000	6.95646	7.90966	7.60872	8.33864	48.19335	7.19842	22.17060	5.68788	8.39854	43.78956	11.14577
8.55706	59.01146	50.73079	1146.27463	7.41346	7.52599	1.00000	6.20564	6.64682	2.31889	8.52461	46.48396	8.31991	10.79423	5.26274	8.42997	35.21222	11.23397
7.17129	25.48905	42.54535	1118.27717	4.14307	9.17063	1.00000	6.75426	6.39714	4.8951	9.77720	50.97282	7.22909	17.03048	4.87893	9.63261	44.92801	9.23658
9.49820	50.20135	51.45465	1052.49745	2.08112	6.05139	1.00000	2.87464	9.20062	129.96972	5.33555	53.15560	6.25533	-0.95418	5.15019	10.08120	33.4425	10.63248
8.70886	67.40361	42.95015	1165.19270	14.57624	9.31926	0.00000	5.99653	8.29377	-69.96533	8.94373	52.27480	9.01151	6.58764	8.91714	5.88671	43.91452	9.79007
6.36531	45.20945	40.79144	1173.19986	3.42757	9.30387	1.00000	5.83557	6.23036	-2.68758	5.78457	44.14926	7.30059	9.84436	6.23914	5.65145	53.69786	9.27289
8.63369	27.63156	49.54946	1144.49000	5.38666	10.48007	0.00000	8.11174	6.26177	40.74357	9.99699	47.34055	7.63809	4.23905	5.40990	4.59334	37.31309	10.35061
7.20174	43.51868	48.26844	1092.80591	5.50970	7.01707	1.00000	7.44341	7.46109	9.85	6.25526	44.11172	7.70516	24.43972	7.76843	8.16728	53.63333	8.98992
5.66123	51.28778	62.53392	1165.87145	2.77620	8.93298	1.00000	6.57700	5.92562	4.18333	9.22524	43.79216	6.59415	5.06726	3.50259	10.65175	7.6	10.34980
7.79497	38.36488	43.35657	1149.93296	3.20155	8.13691	0.00000	6.80138	7.61143	35.7	6.93835	72.04562	6.90919	9.97907	10.42804	7.51441	-7.76667	7.09200
6.94714	59.24680	58.62999	1117.93865	27.49337	8.83414	0.00000	5.88012	7.96963	-13.2356	8.44694	67.52013	9.83874	15.92746	8.19522	6.78068	8.48714	7.23988
7.53250	25.51382	52.74515	1087.33038	10.19702	7.12127	1.00000	4.43701	7.43150	-71.29144	6.31002	41.03471	8.73388	10.13270	8.89979	7.09377	41.54566	9.69192
6.79476	27.93433	59.78627	1055.55607	10.68546	9.17459	0.00000	5.69669	5.99398	28.67582	8.96718	40.38662	8.78067	15.63579	8.77563	6.85603	40.98894	6.51608
7.36476	49.54772	46.15920	1086.81125	3.46355	7.39857	1.00000	8.80651	8.55433	138.89585	4.00255	43.20285	7.37046	-2.34249	7.68088	7.78912	36.33011	10.54996
5.72050	67.82508	28.74679	1172.35346	2.25206	5.67436	0.00000	6.93832	9.76872	102.42587	8.70320	51.26415	6.17722	-0.82804	8.45504	5.78215	15.58552	7.47689
6.89156	56.01578	46.53013	1161.33634	17.88637	8.04249	1.00000	6.13445	8.19362	3.20639	7.25902	45.09170	9.34171	9.40565	8.04112	6.07089	50.74497	9.68265
7.51795	20.79460	62.30579	1060.17468	5.01178	9.08835	0.00000	7.28483	6.54067	-51.50361	8.91469	44.75586	7.45764	28.77249	6.72266	5.44664	-29.2975	9.87642
5.82435	27.51150	47.50481	1084.53353	5.78173	6.67479	1.00000	6.98702	5.84190	-97.54667	10.04823	42.17281	8.02005	13.30487	5.57177	5.82259	30.5427	11.08366
6.60259	44.40007	48.96186	1089.03312	2.61670	7.31567	1.00000	6.32517	8.19562	-72.09391	4.18191	38.95436	6.61297	14.80951	9.02336	5.27052	18.65297	9.74043
5.99444	63.65423	47.77121	1158.24380	8.15384	8.34335	1.00000	4.48687	10.83967	78.40102	8.53242	52.82197	8.28721	8.33481	7.07683	6.41593	27.9247	7.63660
7.37728	65.21406	44.47548	1180.53653		9.85663	1.00000	4.66578	8.18992	101.18445	6.38477	28.12747	8.89256	24.60618	6.49797	3.36524	13.44581	8.69814
6.55337	53.88454	47.09830	1173.23829	0.91807	7.56476	1.00000	7.44616	5.99017	30.98551	6.04457	41.14666	5.34921	19.87281	6.88916	8.08894	2.41669	9.59722
7.34304	53.63035	37.74062	1194.22209	9.33693	9.15213	0.00000	5.67521	7.39381	-73.81669	8.53917	43.02771	8.60034	13.14201	8.30166	6.85922	45.44868	6.58222
8.14538	74.90697	64.18369	1112.01135	23.44913	8.58501	1.00000	4.74048	8.20947	-6.03731	6.63159	37.63814	9.63327	24.89860	9.76755	8.44690	37.35813	8.85207
7.09635	38.54151	62.38840	1158.10070	14.35405	8.56100	0.00000	4.45059	8.70142	4.82313	7.61563	59.21462	8.99523	41.22132	10.46044	6.76466	51.24197	9.45206
5.74962	44.07575	39.40235	1163.31644	3.45202	7.80111	1.00000	5.90860	6.67626	-6.03731	7.62042	51.74096	7.26758	13.19961	6.36351	7.91564	37.35813	11.39354
7.87159	26.53424	53.27684	1156.15474	5.00450	10.96923	0.00000	4.28949	5.86877	9.85	9.72476	63.25837	7.85376	26.77577	8.05915	5.40984	53.63333	7.19112
8.18879	28.01466	57.57498	1076.88714	2.09630	8.35354	1.00000	6.57303	6.29173	-118.10583	10.41380	55.15100	5.72758	0.02462	5.26372	8.14317	34.09611	6.86219
7.57187	66.15119	51.40718	1101.67879	5.24843	8.87475	1.00000	4.99443	8.15755	139.6853	9.02088	63.73247	7.80905	21.62009	5.93869	11.61661	35.815	8.49172
8.13840	56.56930	26.26912	1151.99993	4.71514	7.49406	1.00000	6.98733	5.94651	18.69303	6.22534	44.65573	7.65725	2.09379	7.16839	5.02818	12.18441	8.38465
7.91860	58.08459	62.57017	1196.44660	4.27806	8.21007	0.00000	5.38801	7.00761	136.13108	9.26163	57.30644	7.26226	17.00487	10.78289	7.30466	34.75856	
9.07941	62.76454	62.25304	1066.48222	9.13410	8.77521	1.00000	7.35034	9.28518	-101.2591	9.58617	63.74281	8.37552	5.33238	7.39398	6.40754	21.01858	9.18973
8.19989	57.15070	34.57598	1102.19078	6.96027	8.37864	1.00000	6.18598	8.89298	-156.47432	7.93370	51.57528	8.31989	4.30816	6.44685	8.00112	20.88953	10.61321
6.95230	77.30636	36.39296	1174.82726	4.04947	7.82413	1.00000	6.74928	7.13605	116.11768	5.61258	36.79915	6.92535	21.77874	7.39401	3.65649	24.28859	9.51814
7.36131	58.50079	29.13601	1168.14043	4.79729	9.62778	1.00000	7.07334	7.71855	10.58082	9.16479	52.41189	7.70171	12.92505	6.02121	8.39307	35.72917	8.20419
7.29616	62.95020	35.76516	1143.09926	2.12334	10.44008	1.00000	8.82283	7.62020	-118.25508	10.06603	57.66672	6.78293	20.02002	6.71048	7.19720	34.14251	9.74521
8.99663	65.69311	56.31004	1137.35201	11.83768	8.82674	1.00000	6.52739	7.76554	101.02083	8.97751	50.27985	8.87929	13.95242	7.53480	7.99734	4.02219	9.36307
7.26413	26.24526	36.35820	1054.67532	2.95826	8.99669	0.00000	5.14172	7.11617	-79.00453	9.58405	54.39113	6.70972	14.69914	10.28523	7.09508	-2.90055	6.34716
7.55615	71.95526	43.88727	1090.09144	5.85455	8.49217	1.00000	6.99200	9.90737	-115.98391	4.40664	5.60676	8.05192	-4.08486	7.53813	5.21279	36.20829	9.50446
7.46754	41.12609	25.25497	1147.64988	2.69441	8.61364	1.00000	9.57202	8.41074	-80.08199	13.74155	73.75928	5.63319	-5.04684	4.73248	6.17353	35.88264	8.80143
8.65760	66.36367	42.90114	1078.88651	10.14127	9.81560	0.00000	4.18572	6.88733	115.8614	8.94607	69.15226	8.66305	30.23802	7.48245	6.28891	-31.95224	7.65281
6.32474	69.71612	38.55083	1136.39545	1.55524	7.95952	1.00000	3.88514	8.15240	118.9707	5.09882	64.39428	6.68250	19.09101	8.17004	9.15362	-3.5403	8.39111
7.47183	33.35581	59.28003	1183.27303	3.33207	8.54632	1.00000	5.26433	7.92005	-73.89875	8.31616	54.18504	7.48879	-0.01854	5.09076	10.54286	40.93121	7.03239
7.64866	59.10023	51.90045	1094.17277	1.55971	7.42567	1.00000	7.54050	9.12005	5.74861	6.84357	74.20632	6.05324	12.86167	6.11061	6.31051	52.71083	7.42044
8.50592	64.64794	58.99810	1080.37326	3.17876	8.70045	1.00000	5.11242	7.20046	-73.99681	7.36445	47.20451	7.23717	26.03043	7.39294	9.21811	40.94065	8.03029
6.04640	43.22587	67.47008	1093.28982	3.06649	9.48432	0.00000	6.91523	9.19446	-34.88111	10.25089	34.81585	6.87442	16.77082	9.57784	4.91867	-8.05389	4.38988
8.26951	46.30743	58.53013	1177.91214	9.39915	8.68199	1.00000	3.91155	8.17107	60.8019	5.75978	46.80663	8.54548	33.13229	7.63976	6.90276	56.9083	8.33595
7.11962	39.75626	41.74740	1104.03489	2.02146	8.44457	1.00000	4.25607	7.72067	34.34691	7.60206	42.20581	6.58906	23.54072	11.52611	6.89634	61.78491	10.30270
6.33772	63.89403	46.69170	1178.14157	2.62041	9.76087	1.00000	5.74048	8.59539	126.28333	6.69561	46.00045	6.19866	22.07685	4.62703	4.62377	45.35	8.67339
7.93998	42.94040	64.20650	1107.32287	2.81951	8.57066	1.00000	5.04564	8.11179	2.31889	7.36231	51.80087	5.31781	13.20617	6.63445	9.52985	35.21222	9.49610
6.82241	26.92273	30.42020	1085.88981	5.88528	7.11577	0.00000	7.19191	8.03781	-52.20639	8.78639	41.52635	8.13616	11.44429	9.21796	6.75039	-3.20333	5.31943
8.49243	50.07834	46.56224	1125.45615	7.48141	7.34802	1.00000	1.08863	8.26260	-0.2	5.10716	47.40974	8.19705	3.21960	9.48071	11.38203	51.65	5.25870
7.23489	58.40032	53.61760	1198.42523	6.01845	8.53513	1.00000	6.20008	8.41834	38.16694	9.60126	64.57707	7.85644	31.63765	6.89274	8.91763	54.84444	9.82061
7.91447	58.91815	42.72934	1152.17515	7.40595	9.84581	0.00000	7.43119	7.62287	2.44892	9.54568	45.93170	8.19926	13.00902	7.42169	4.12883	48.98693	12.55460
6.17402	71.50838	54.56592	1151.40502	3.48114	7.07456	1.00000	7.15751	8.17297	44.7662	6.43479	36.55983	7.37708	10.17211	8.06489	4.74487	40.49748	7.99658
7.33084	60.58134	48.91912	1110.99059	3.14649	9.03205	1.00000	5.63595	5.74414	-48.59278	8.03720	56.04385	7.03921	-1.76571	4.73677	10.41374	-23.7975	9.78420
9.18166	13.60199	38.13342	1190.85438	3.22130	9.80535	1.00000	7.88623	7.13883	-80.08199	7.91133	29.42876	7.55332	-2.10778	4.02811	3.72797	35.88264	8.75991
6.27284	46.50262	31.57730	1185.77773	6.82936	8.19029	0.00000	6.24378	9.14695	-81.79819	8.98745	39.36821	8.39065	28.33255	8.30301	6.83159	41.48199	5.17769
6.95936	47.66745	30.02168	1127.50621	8.58781	9.55943	0.00000	5.76549	9.59727	85.4265	8.22637	55.77369	8.54292	10.29687	10.19731	6.09131	55.8736	4.68160
7.45746	48.84388	36.59076	1148.34041	0.97482	8.80644	0.00000	7.25602	7.50870	18.69303	7.81110	17.63855	5.51656	22.34920	9.78243	7.41376	12.18441	7.53105
7.80306	42.41312	52.35138	1194.09538	2.40459	8.62214	0.00000	4.50022	8.08811	-79.00453	6.93176	31.23510	7.11126	22.82089	9.35157	6.77207	-2.90055	8.39852
6.80799	81.27087	37.38896	1059.54840	3.07258	8.37179	0.00000	7.12213	7.06995	13.44275	9.34573	26.49771	6.80790	26.08052	10.11941	5.31304	38.07789	6.55663
6.69329	61.14745	25.99523	1136.37640	12.54701	8.57526	1.00000	7.67613	8.23241	71.21169	12.32661	35.55284	8.92478	20.93152	3.27541	9.22731	21.59983	8.70753
8.27356	32.42792	36.05383	1157.29432	7.53984	8.64759	0.00000	5.14578	8.18456	44.7662	8.58351	67.32548	8.30306	34.98178	9.89967	7.33904	40.49748	9.65721
7.94278	34.66505	56.22898	1140.93097	3.67712	11.32563	0.00000	6.90902	6.01041	117.4831	10.43595	61.91799	7.50557	17.35140	8.79362	4.91734	27.34089	6.10090
5.91563	24.94971	25.92062	1051.75191	5.19191	8.95331	1.00000	4.40155	7.87993	37.38115	5.56883	43.76011	8.02410	11.06446	8.18315	9.00750	55.63711	7.89659
8.71654	47.76240	31.22869	1195.47694	3.86785	7.66771	0.00000	5.43700	8.45456	51.3452	8.20853	40.03452	6.56352	9.30551	7.97782	6.88852	53.37596	7.58914
7.07860	17.56204	32.20412	1099.32187	6.94615	9.24608	1.00000	7.87673	7.11036	18.28333	11.79121	61.57846	8.26664	21.66180	4.21196	9.43870	59.33333	8.21678
6.57294	76.36279	33.82602	1160.78874	5.19873	8.21416	1.00000	5.62318	7.50661	5.4384	6.59167	63.91310	7.83404	42.00667	6.27772	10.32747	43.2907	7.75439
7.17858	30.95784	72.26685	1159.26986	3.12662	8.94311	0.00000	7.21408	6.23586	37.3825	8.55007	41.46834	6.78771	12.36469	6.98261	4.75639	37.05944	10.51222
8.12286	64.67836	58.13945	1053.35064	4.40575	9.21902	1.00000	7.41133	7.03430	-101.2591	9.30859	72.31714	7.85486	14.85121	8.31494	6.42956	21.01858	7.33125
7.29058	31.75754	60.54985	1053.26204	5.86991	9.69790	1.00000	7.72261	8.96965	117.65694	11.38111	65.91078	7.87702	3.29241	5.86986	8.83559	36.19278	8.32329
7.89022	74.09014	25.15253	1165.37623	21.98222	7.71210	1.00000	7.88170	6.18790	51.3452	5.85012	37.81536	9.52948	-4.81027	6.68360	5.21545	53.37596	9.01868
7.87536	41.43704	22.41011	1061.13110	2.93921	6.50915	0.00000	4.59291	8.54134	-89.10944	6.05209	28.36982	6.62160	9.83678	11.32892	7.12933	13.70167	9.22241
7.79613	44.67153	52.00810	1127.13634	6.02229	8.12811	1.00000	5.94919	6.03131	24.75	9.36761	48.50092	7.86101	18.37444	5.45200	8.82487	55.25	9.14791
6.73753	34.06209	41.99188	1094.72878	3.30415	8.62755	1.00000	4.99485	8.88842	120.33063	9.29921	53.07081	7.09170	20.25182	7.08364	10.89972	37.65181	7.08271
6.60573	34.74535	58.11238	1197.04378	4.39739	9.71088	1.00000	2.04064	7.96892	30.91105	4.70105	58.60634	7.47003	27.85587	8.15400	5.26405	3.02013	9.04712
8.43718	30.55144	72.09143	1160.57250	1.76825	6.77762	1.00000	7.78534	6.83818	10.30215	5.90657	11.73668	5.71169	19.54059	6.84686	7.43017	53.94313	7.70969
7.52454	33.49034	51.00542	1089.65178	2.70881	8.31436	0.00000	6.28996	8.26675	-47.53028	7.00118	33.41028	5.99929	26.74364	9.43920	8.07701	-22.45667	4.97101
9.01895	65.02703	52.28411	1102.50830	5.59305	10.20898	0.00000	7.05080	6.43915	75.37991	10.48728	47.27138	8.14440	20.77820	7.90377	5.94274	25.75728	8.96411
7.32565	79.66600	58.65114	1111.21937	3.14458	9.99993	0.00000	6.39285	7.13214	-71.8023	9.57969	66.18972	7.02243	2.31706	8.41444	6.25332	42.58342	7.94664
10.18022	43.72225	41.42308	1070.72574	10.58590	7.18273	1.00000	8.84657	8.70468	42.85693	6.30467	61.92424		17.09148	6.48599	7.83903	39.22493	9.42813
8.30708	38.92666	37.92669	1072.95648	5.30276	9.60058	0.00000	7.11716	7.35113	72.54566	9.04896	30.82606	7.85228	14.21029	6.43281	5.10429	29.69221	8.23957
8.54682	70.09873	66.06987	1163.54861	8.47588	9.98060	1.00000	8.97118	7.44354	17.8031	6.51519	44.56224	8.37817	2.40794	4.33674	7.14550	48.43174	10.12343
7.09091	51.49491	58.08073	1088.99438	3.30077	7.71588	1.00000	6.45423	7.07859	1.53414	6.40790	50.49161	6.82000	16.46251	6.64460	6.62349	42.50729	7.35821
6.11951	27.13148	55.25567	1144.84965	21.26849	8.22435	1.00000	8.69034	7.75662	7.00417	7.62109	69.60982	9.57309	16.42044	5.02024	7.01046	52.26083	8.71627
7.03051	70.61586	50.66764	1164.28582	3.16853	9.42320	1.00000	6.15930	7.17591	-1.99421	8.06985	60.84301	7.34398	19.19264	4.16965	9.74079	51.35084	9.62834
8.59357	64.65999	57.58926	1114.33596	4.06391	6.30618	1.00000	4.61951	6.84306	-117.23991	8.58637	41.95906	6.63530	28.09086	4.83607	8.22420	47.64995	7.86154
7.49381	44.55050	46.43093	1116.25132	3.19340	8.79485	1.00000	6.01053	8.60639	46.83187	5.23870	31.55072	6.65175	8.23045	6.34027	6.62356	14.53767	9.06669
8.83969	54.39241	67.65519	1151.01125	2.87908	9.22231	1.00000	4.52443	8.54336	53.26023	6.26380	67.42355	5.45956	7.27745	6.21962	8.57149	54.39304	7.87876
7.25170	30.58082	24.77650	1127.58081	6.23582	8.71314	0.00000	8.34879	8.14885	126.28333	8.86452	56.10607	8.30417	12.70326	6.61256	4.46875	45.35	10.73790
5.82572	68.19724	28.77840	1144.53756	4.86054	9.02425	1.00000	5.95677	7.68116	9.02596	6.03854	48.03958	7.84832	21.24074	6.74861	3.40440	48.21644	8.84059
7.65820	35.33550	43.11075	1159.27430	10.18194	8.76285	0.00000	4.54766	7.18381	-122.39168	8.20364	38.19787	8.64727	13.86166	10.24793	7.50731	40.58654	8.23337
7.70001	50.98500	34.67621	1142.13825	1.10292	8.29530	0.00000	5.09687	6.53123	-61.51889	9.11765	51.29614	6.69471	-17.23120	11.24863	7.18897	10.66668	7.96806
8.23606	26.95355	51.96707	1187.00071	5.08374	9.72132	1.00000	4.75592	7.80023	15.00835	7.20802	42.85444	7.87346	6.11881	5.90923	5.54089	51.14942	8.84822
5.98253	47.20343	42.88392	1192.47197	2.09388	9.39919	1.00000	7.76591	7.10583	-118.03917	10.88325	52.88869	5.83548	8.41359	6.48053	7.04414	33.95015	7.30770
