station	latitude	code	revision	longitude	QoS
Hungund	16.06213	IN	2014-12-07	76.0586	excellent
Naushahra Virkan	31.96258	PK	03 Sep 2018	73.97117	accep
Chichicastenango	14.93333	GT	08/24/2014, 00:00:00	-91.11667	building
Tonga	4.96667	CM	2016-11-02	10.7	accep
'Ali Sabieh	11.15583	DJ	11/20/2012, 00:00:00	42.7125	excellent
Alipur	29.38242	PK	02/01/2015, 00:00:00	70.91106	average
Privolzhskiy	51.40944	RU	2016/12/12	46.04833	accep
Ganei Tikva	32.05971	IL	12 Dec 2013	34.8732	accep
Busia	0.46005	KE	2016-01-12	34.11169	accep
Jerada	34.31	MA	2022/07/25	-2.16	average
Thetford	52.41667	GB	09 Aug 2013	0.75	excellent
North Tustin	33.76446	US	31 Oct 2013	-117.79394	good
Eastwood	-33.79176	AU	25 Aug 2018	151.08057	accep
Puertollano	38.68712	ES	30 Nov 2019	-4.10734	average
Baulkham Hills	-33.75881	AU	05/24/2015, 00:00:00	150.99292	accep
Espoo	60.2052	FI	08/11/2020, 00:00:00	24.6522	accep
Rixensart	50.71229	BE	10 Dec 2016	4.52529	excellent
Kamakura	35.30889	JP	01/28/2022, 00:00:00	139.55028	good
Stuttgart	48.78232	DE	19 Mar 2018	9.17702	good
Woodbridge	40.5576	US	09 Mar 2020	-74.28459	maintenance
Tsuen Wan	22.37066	HK	2015/10/31	114.10479	accep
Chiguayante	-36.9256	CL	2020-02-20	-73.02841	good
Huangshi	30.24706	CN	22 Oct 2013	115.04814	good
Sunnyside	46.32374	US	12/09/2020, 00:00:00	-120.00865	accep
Meerut	28.98002	IN	2017-02-24	77.70636	excellent
Zeist	52.09	NL	2015/12/25	5.23333	building
Jerada	34.31	MA	03/30/2015, 00:00:00	-2.16	building
Odessa	31.84568	US	2019-12-14	-102.36764	maintenance
Yakuplu	40.98894	TR	09 Jul 2015	28.67582	accep
Leland	34.25628	US	2021/11/23	-78.04471	average
Covington	39.08367	US	2021-02-18	-84.50855	excellent
Culemborg	51.955	NL	2020-10-15	5.22778	excellent
Polohy	47.48444	UA	12/19/2017, 00:00:00	36.25361	accep
Yeysk	46.7055	RU	2017/04/21	38.2739	accep
Bergama	39.12074	TR	2018/03/27	27.18052	building
Grand Forks	47.92526	US	29 Oct 2013	-97.03285	good
Otradnyy	53.37596	RU	01/30/2020, 00:00:00	51.3452	accep
Nova Kakhovka	46.75451	UA	09/21/2021, 00:00:00	33.34864	building
Alatyr’	54.8421	RU	07/26/2014, 00:00:00	46.5813	average
Hita	33.3213	JP	11/23/2019, 00:00:00	130.94098	accep
Tchaourou	8.88649	BJ	2016/04/14	2.59753	maintenance
Stuttgart	48.78232	DE	2012-10-09	9.17702	excellent
Sambalpur	21.46527	IN	17 May 2015	83.97573	excellent
Kismayo	-0.35817	SO	2019-02-13	42.54536	maintenance
Varadero	23.15678	CU	31 Dec 2014	-81.24441	accep
Dublin	32.54044	US	24 Feb 2015	-82.90375	good
Shuangcheng	45.35	CN	07/08/2017, 00:00:00	126.28333	average
Barmbek-Nord	53.6052	DE	2013/04/23	10.03988	excellent
Licheng	23.29549	CN	2017-08-09	113.82465	good
Qazax	41.09246	AZ	06/28/2014, 00:00:00	45.36561	excellent
Tonota	-21.44236	BW	2019-01-19	27.46153	maintenance
Somoto	13.48082	NI	04/13/2021, 00:00:00	-86.58208	average
Esmeraldas	-19.7625	BR	2014/08/10	-44.31389	accep
Puducherry	11.93381	IN	2017-01-09	79.82979	average
Gates-North Gates	43.16547	US	09/26/2018, 00:00:00	-77.70066	excellent
Charlottetown	46.23899	CA	2018-07-26	-63.13414	excellent
Tadmur	34.5624	SY	03/04/2019, 00:00:00	38.28402	maintenance
Milledgeville	33.08014	US	04 Apr 2014	-83.2321	building
Kireyevsk	53.93361	RU	02/02/2021, 00:00:00	37.92792	average
Kushtia	23.9028	BD	06/27/2015, 00:00:00	89.11943	accep
Paracho de Verduzco	19.64745	MX	2020/08/30	-102.04897	good
Sharypovo	55.54028	RU	07/20/2014, 00:00:00	89.20083	average
Tornio	65.84811	FI	2014-09-03	24.14662	building
Fujioka	36.24624	JP	02/10/2018, 00:00:00	139.07204	excellent
Toba	34.4833	JP	24 Jan 2016	136.84186	average
Iquitos	-3.74912	PE	05/15/2014, 00:00:00	-73.25383	maintenance
Zeitz	51.04962	DE	2016/05/08	12.1369	good
Lal Bahadur Nagar	17.34769	IN	29 Jun 2022	78.55757	accep
Esmeraldas	-19.7625	BR	25 Sep 2013	-44.31389	good
Brazzaville	-4.26613	CG	2012-10-23	15.28318	excellent
Aklera	24.41288	IN	2017/06/17	76.56719	maintenance
South Lawndale	41.84364	US	05/05/2014, 00:00:00	-87.71255	average
Bavly	54.39304	RU	2019-05-04	53.26023	average
Verl	51.88333	DE	01/16/2016, 00:00:00	8.51667	excellent
Lagos	6.45407	NG	2014/03/16	3.39467	excellent
Timaru	-44.39672	NZ	2015-07-06	171.25364	good
Bretten	49.03685	DE	06/11/2022, 00:00:00	8.70745	average
East Jerusalem	31.78336	PS	09/04/2015, 00:00:00	35.23388	good
Huntley	42.16808	US	12/27/2014, 00:00:00	-88.42814	excellent
Loanda	-22.92306	BR	2022-06-19	-53.13722	average
Ishim	56.11281	RU	12 Mar 2013	69.49015	accep
Canavieiras	-15.675	BR	2018-03-25	-38.94722	accep
Bogoroditsk	53.77166	RU	2019/04/05	38.12408	accep
Meerut	28.98002	IN	2014/11/07	77.70636	accep
Mechanicsville	37.60876	US	11 Apr 2020	-77.37331	good
Sherwood Park	53.51684	CA	19 May 2018	-113.3187	building
Dongfeng	42.64031	CN	23 Jan 2014	125.51176	average
Danilov	58.1908	RU	11/01/2018, 00:00:00	40.17171	accep
Perth	-31.95224	AU	2017/12/09	115.8614	excellent
Marseille 11	43.2907	FR	2021-03-15	5.4384	average
Far Rockaway	40.60538	US	2016-08-14	-73.75513	excellent
Adra	23.49668	IN	2020/10/05	86.68363	good
Paidha	2.41669	UG	03/26/2016, 00:00:00	30.98551	good
Pahrump	36.20829	US	2014-01-24	-115.98391	average
Hlohovec	48.43174	SK	2018-02-18	17.8031	good
Tinaquillo	9.91861	VE	2017/04/04	-68.30472	good
Manikchari	22.83957	BD	03/27/2021, 00:00:00	91.84128	excellent
Ulan Bator	47.90771	MN	2021/04/13	106.88324	average
Ustka	54.58048	PL	2013/03/24	16.86194	excellent
Pune	18.51957	IN	2020-12-10	73.85535	building
Nanpiao	41.09822	CN	29 Sep 2014	120.74792	average
Sillanwali	31.82539	PK	06/18/2017, 00:00:00	72.54064	good
Hushitai	41.94175	CN	22 Jan 2022	123.50266	excellent
Santa Gertrudes	-22.45667	BR	07/23/2014, 00:00:00	-47.53028	excellent
Imbituba	-28.24	BR	2021-09-25	-48.67028	average
Calangute	15.5439	IN	03 Aug 2022	73.7553	good
Yashkino	55.8736	RU	29 Nov 2015	85.4265	building
Hoxtolgay	46.51872	CN	10 May 2018	86.00214	excellent
Luena	-11.78333	AO	13 Jun 2014	19.91667	good
Rafiganj	24.81757	IN	11/28/2018, 00:00:00	84.63445	average
Wheelers Hill	-37.9	AU	2019-08-04	145.18333	good
Encinitas	33.03699	US	2022/08/03	-117.29198	good
Kendall	25.67927	US	2016-04-16	-80.31727	building
Bad Segeberg	53.94313	DE	03 Apr 2021	10.30215	average
Pucheng	27.92333	CN	2015/05/16	118.53333	accep
Westchester	41.85059	US	2016/12/20	-87.882	good
Boyeros	23.0072	CU	2012/10/27	-82.4017	building
Kirchlengern	52.2	DE	04/10/2022, 00:00:00	8.63333	maintenance
Kidodi	-7.60361	TZ	09/24/2015, 00:00:00	37.00438	accep
Iwade	34.25	JP	2018/02/16	135.31667	excellent
Hoogezand	53.16167	NL	09/20/2021, 00:00:00	6.76111	average
Ukmerge	55.25	LT	07 Apr 2020	24.75	excellent
Elamanchili	17.54907	IN	05/30/2013, 00:00:00	82.85749	accep
Sherwood Park	53.51684	CA	2013/07/16	-113.3187	excellent
Esmeraldas	-19.7625	BR	07 Sep 2021	-44.31389	excellent
Surbiton	51.39148	GB	03/31/2019, 00:00:00	-0.29825	average
Fitchburg	42.58342	US	08/18/2017, 00:00:00	-71.8023	accep
Yablonovskiy	44.98901	RU	2015-08-07	38.94324	maintenance
Bua Yai	15.58552	TH	07/23/2013, 00:00:00	102.42587	average
Tandil	-37.32167	AR	06/24/2018, 00:00:00	-59.13316	average
Boo	59.33333	SE	2017/10/23	18.28333	good
Hutchinson	38.06084	US	06 Mar 2014	-97.92977	good
Fazilpur	32.17629	PK	2013/07/29	75.06583	accep
Ataq	14.53767	YE	2014/04/03	46.83187	accep
Acaponeta	22.49396	MX	27 Dec 2019	-105.36369	good
Jocotepec	20.28527	MX	2015/04/15	-103.42897	good
San Gabriel	34.09611	US	06/27/2019, 00:00:00	-118.10583	average
Les Olives	43.32393	FR	07 Jan 2014	5.4584	maintenance
Aguadilla	18.42745	PR	04/17/2018, 00:00:00	-67.15407	maintenance
New Canaan	41.14676	US	01/01/2015, 00:00:00	-73.49484	maintenance
Claremont	34.09668	US	2015/05/09	-117.71978	excellent
Yablonovskiy	44.98901	RU	2018/08/06	38.94324	excellent
South Whittier	33.95015	US	2017-08-25	-118.03917	accep
Barras	-4.24444	BR	2014-01-24	-42.29444	excellent
Leland	34.25628	US	2022/08/01	-78.04471	accep
Meizhou	24.28859	CN	2020-05-06	116.11768	average
Olupona	7.6	NG	2015/12/24	4.18333	average
Sukabumi	-6.91806	ID	2016/04/19	106.92667	accep
Diamond Harbour	22.19303	IN	11/30/2020, 00:00:00	88.18466	accep
