CH4	PAHs	H2CO	warning	PM10	PM2.5	O3	PRES	NOx	longitude	CFCs	NH3	latitude	Pb	C2H3NO5	TEMP	CO	SO2
9.58797	7.34138	53.52550	1.00000	6.87598	5.68194	9.41288	1183.21124	5.77165	-111.89903	74.11414	7.55640	33.50921	42.99110	4.36895	22.32036	7.94272	5.49263
8.24822	5.30907	49.57615	1.00000	6.71263	3.61366	10.97347	1073.63858	5.46862	9.32241	49.36409	7.54612	44.31771	36.90878	5.91727	0.81021	6.68246	4.34219
7.18131	7.61438	35.37927	1.00000	6.66315	8.04197	4.49717	1165.32591	8.33376	128.9889	57.57878	6.34260	37.1759	37.49934	6.57347	19.92199	5.62177	6.58377
9.21604	8.10531	31.45517	0.00000	6.45956	7.36311	5.75308	1123.26189	7.46853	73.66633	57.67695	6.01029	25.92493	55.36022	6.59570	31.60559	5.87249	5.32155
9.17573	7.11890	41.93503	0.00000	6.16122	5.34308	6.37567	1154.54150	6.16618	-75.60804	57.75560	5.26535	39.96097	47.88455	6.26341	4.94262	5.53144	9.64803
9.50560	6.67822	69.01817	1.00000	7.35990	6.40901	9.83741	1100.73755	5.02613	78.25795	40.14085	6.44653	9.82564	53.31061	8.24386	22.92486	8.90953	4.22268
7.64863	5.96948	48.86162	0.00000	6.69538	4.81033	5.81048	1115.22555	8.73609	9.15013	47.58151	7.55302	13.70727	17.28080	7.16756	25.90410	9.20192	9.52595
4.60447	6.20509	71.12637	1.00000	6.80534	9.34317	5.38518	1149.54642	8.16716	-3.67029	67.22666	6.78795	37.13548	59.05092	2.60644	21.43642	4.18983	2.55909
7.82476	8.06400	39.35174	1.00000	5.39844	8.84991	5.43357	1190.80409	6.13234	39.25	71.09836	6.14161	-6.8	58.25627	3.65509	10.51425	5.72902	6.66127
7.14310	9.87426	28.60062	1.00000	8.13219	6.67928	5.79533	1089.66030	7.88216	-91.77127	54.62564	7.10697	37.95143	57.14494	11.84449	1.92861	6.68241	8.34248
8.58572	7.74485	63.88157	1.00000	7.43273	8.48152	4.71631	1153.27250	7.55220	6.26764	67.04121	6.27253	4.92675	39.62778	6.52771	9.56163	5.88181	8.01105
8.82801	8.93533	38.63986	1.00000	7.48533	6.26855	7.93350	1140.69291	7.36518	117.4831	47.96316	7.34734	27.34089	65.17312	10.41113	18.92831	9.81736	6.48781
9.22519	7.85320	56.36431	1.00000	6.85623	3.43137	9.26069	1176.77603	7.47600	16.4	31.97226	7.00302	48.25	26.53076	6.14392	15.09321	7.60849	5.29914
8.80123	9.00748	53.56575	1.00000	6.33374	5.00128	7.95066	1192.92327	8.36334	135.21667	74.57241	6.91967	35.06667	45.16635	6.96236	19.67690	8.48807	6.73896
6.65367	8.35476	51.17753	0.00000		5.38664	4.98133	1195.84321	5.35214	135.21667	47.71531	8.44894	35.06667	65.14909	10.21290	11.78129	5.42631	8.62336
7.44382	5.47278	50.50674	0.00000	7.62185	6.47423	3.53136	1079.01634	7.14771	29.65806	64.36605	6.50643	-4.83	49.30385	10.25135	1.68399	8.97853	5.32303
2.94932	4.41391	45.30345	0.00000	5.75431	8.83971	6.00491	1062.06490	6.62336	105.75635	63.09649	7.32109	10.29085	47.52979	3.64405	25.73394	9.93346	5.48879
5.65233	4.24919	61.30796	0.00000	5.02402	10.12981	5.06871	1052.62121	6.88088	-71.06616	50.59738	7.55000	42.4251	39.04143	3.47155	7.94549	9.41707	6.38629
8.48974	6.91541	41.39095	1.00000	7.02508	4.58607	9.34336	1138.53740	4.92062	117.65694	64.14360	6.24157	36.19278	65.35438	7.51455	-2.88290	5.25327	7.16112
7.66643	7.58921	60.23952	0.00000	7.34989	10.60123	2.09234	1102.44297	6.94484	113.69785	58.38321	7.76700	-7.73379	52.01101	9.12837	24.44274	5.77018	4.29328
7.08899	9.67732	24.23104	1.00000	6.02459	6.70119	5.73778	1064.14662	4.99773	-39.25	39.72293	7.14085	-12.91667	49.52257	4.24411	9.87914	5.76408	7.65675
7.78748	9.35782	43.42214	1.00000	6.39750	7.21682	6.33693	1149.34940	6.25605	29.65806	46.85556	8.96941	-4.83	58.32864	4.73528	12.63071	7.28068	7.46084
1.97551	6.17982	55.27012	0.00000	6.31120	8.42809	8.42713	1177.30112	5.79946	29.41824	28.06415	6.96393	45.99194	54.45414	4.05158	16.17049	7.77170	6.64086
9.09563	8.20765	28.29574	0.00000	7.48704	6.40176	5.64687	1096.53060	7.15013	-91.77127	76.26676	5.50068	37.95143	38.18322	9.08750	3.30591	5.60922	9.85073
8.97738	6.47320	49.60709	1.00000	5.22792	2.65774	10.65110	1156.24992	7.73237	6.61944	57.99033	6.64896	52.57583	56.67161	5.59790	16.71427	7.03253	5.31363
8.01771	8.54081	35.33366	1.00000	6.75776	7.96234	6.43633	1139.23132	8.54926	-71.29144	66.59507	8.34413	41.54566	43.55517	8.23638	35.23195	6.20689	5.57880
8.79350	7.80195	53.93075	1.00000	4.62891	8.84896	5.91627	1153.61406	6.00371	34.37389	75.45832	5.90229	40.1675	57.36224	5.28188	8.71975	5.64821	5.39853
7.41240	7.29069	43.16125	1.00000	5.73770	5.20263	8.51327	1153.51606	5.78293	44.02488	58.73252	7.28406	32.61603	50.78503	5.77454	1.28968	7.70026	5.15544
8.64103	7.62620	40.84497	1.00000	7.78444	3.75946	9.35664	1192.86410	6.88402	8.86374	69.66166	6.71505	44.89784	40.20869	9.15630	30.03368	7.15612	7.47789
6.71067	9.35250	58.50981	1.00000	7.58243	5.28082	6.39673	1065.45083	7.69947	-5.53715	44.95569	6.81038	50.11861	39.67007	9.50493	11.95184	7.20977	7.65810
6.54193	9.25764	37.44914	1.00000	6.80130	6.48430	5.50426	1106.15100	4.95719	-65.61427	48.82397	6.32398	-27.4338	57.86896	7.99041	36.43509	7.51532	7.18728
8.78186	9.46003	46.53204	1.00000	7.46532	6.75421	5.82480	1051.27076	6.58181	-7.35	65.00102	6.51274	53.53333	50.97584	7.90792		7.43138	7.19941
8.73721	5.47844	56.99256	1.00000	7.76976	10.77551	4.38451	1066.61021	5.70021	84.87144	70.16085	5.49800	47.46657	32.89762	10.05284	8.54198	3.28946	4.10034
8.00087	6.33227	42.88987	1.00000	7.63341	10.58130	5.31084	1127.12647	7.86875	18.30056	45.23243	6.44339	50.5107	56.76264	10.88490	21.10133	4.35585	5.40118
5.12295	4.88522	43.70416	0.00000	7.72834	8.09655	5.83353	1196.72797	8.01597	23.225	59.01128	7.47118	43.4125	55.88586	9.67703	22.02989	7.81852	4.14200
3.59411	3.96299	48.42059	0.00000	6.29662	8.32146	8.95298	1159.48838	8.78275	-88.64235	49.68595	6.67224	46.09273	63.76703	6.76325	16.09390	9.70840	8.22382
6.68379	8.07355	51.48517	1.00000	8.28486	8.63056	5.77653	1130.20096	6.62893	-85.76942	62.55600	7.64975	39.78504	28.21036	13.67656	26.78115	5.98040	6.01109
6.21177	8.68159	54.11179	1.00000	7.11370	6.83008	5.83972	1076.27551	6.26039	-71.23106	76.91098	5.77485	-32.45242	44.98247	4.13299	23.80836	6.50558	4.95886
6.99472	10.38732	46.68835	1.00000	7.49535	6.94774	5.09530	1094.57285	8.82812	-76.88442	36.05026	6.88413	40.2737	38.13946	9.59471	19.03874	6.94672	8.29978
8.29413	6.29968	58.69524	1.00000	6.37870	5.51867	9.62929	1115.26157	6.03003	30.96755	63.87045	6.53555	49.07866	68.65219	6.56801	36.47422	8.29238	3.96215
3.06320	5.36233	37.84047	0.00000	6.34952	5.82537	7.97643	1051.35508	5.75037	122.22833	61.18883	8.35951	40.66482	42.42181	5.00936	27.89987	9.68738	7.40256
10.43502	6.82244	34.37714	0.00000	6.41599	4.62731	7.23890	1057.11202	6.79656	4.86667	60.38856	8.23863	45.51667	35.09090	4.42628	37.35215	4.14677	8.19231
3.81931	4.55098	36.83313	0.00000	6.77829	4.24891	7.23869	1118.18234	5.91434	-80.58556	71.76300	6.76815	22.98212	49.67485	7.50717	5.10444	11.87041	8.56322
10.09260	8.98684	41.71417	0.00000	7.40036	5.70859	5.67932	1105.38225	5.94638	31.3237	75.91967	7.34113	52.4089	66.94808	7.18514	11.60219	4.43857	8.33441
8.72387	7.75537	51.73243	1.00000	6.35765	8.17637	4.60458	1134.67323	6.59211	-8.2194	34.88948	8.94186	43.48961	64.82001	6.33198	17.07580	5.50200	6.60081
5.62930	5.74076	42.86329	0.00000	8.68115	6.89506	5.88273	1061.85414	7.67573	19.61222	42.76342	6.98209	44.97639	50.32209	21.77234	18.58068	8.00678	5.64068
4.61485	7.76141	43.98386	0.00000	5.73505	7.56191	5.58027	1140.50144	6.30143	78.15794	52.45122	7.20444	12.1277	53.88966	5.57305	29.49319	6.69829	5.87005
7.11042	10.22796	55.91694	1.00000	6.63088	5.38973	6.61877	1167.05189	7.62563	71.57737	62.28839	6.59298	21.53889	36.41649	5.77694	11.32439	8.14851	6.31542
6.29512	8.14503	63.05058	1.00000	4.18980	7.38553	6.39159	1069.70867	5.89595	13.31783	61.47954	7.88958	52.61131	59.96912	4.58986	13.23298	6.54991	3.78632
6.07502	8.08710	44.08341	0.00000	7.11467	4.76630	4.54565	1165.28771	6.62636	-69.96533	39.11093	5.78144	43.91452	68.42166	5.13596	10.79557	7.05131	10.54961
10.87436	5.79696	72.45240	1.00000	5.81359	6.66760	11.36346	1161.20831	7.48439	43.63417	35.70005	7.48011	43.96222	36.30639	5.99517	16.89272	9.39266	3.83338
7.00543	7.21850	57.22223	0.00000	7.77592	6.20795	5.98276	1164.56873	6.03054	-122.40433	64.39476	6.47705	37.71715	59.16648	9.65553	26.06913	4.64970	8.27867
8.49469	7.72063	49.15719	0.00000	6.12682	4.80438	5.66809	1166.02754	6.39470	107.60389	71.11574	9.72961	-7.01833	37.90869	5.66623	18.05062	6.33059	6.92231
8.47666	8.31479	78.70504	1.00000	7.63360	8.13084	5.78549	1134.31238	6.15496	-62.64102	27.93561	7.73072	8.35122	54.60893	8.96680	31.27424	5.99578	6.40723
4.80446	5.80715	30.36665	0.00000	6.63151	8.91112	6.44508	1103.35402	7.76428	-66.8499	65.97935	7.64183	18.03496	50.35346	6.48596	8.27375	6.44021	4.31435
5.42077	7.46705	31.35545	0.00000	6.88891	8.67880	4.97471	1182.17033	6.56423	71.57737	43.16920	7.77342	21.53889	60.16456	5.65314	28.26134	5.68267	4.40348
8.10620	8.66063	52.05375	1.00000	7.54122	5.93119	7.11830	1131.63637	7.47520	-37.93278	78.29150	5.96087	-11.48472	58.61600	10.01595	9.55728	6.16519	5.69350
9.15554	6.81052	59.61334	1.00000	6.37950	5.24156	10.12459	1127.95551	7.10499	18.34717	60.63414	7.11862	54.60528	60.86715	2.04086	10.39437	8.11794	6.07168
8.20005	10.35611	35.55387	0.00000	7.30892	6.66516	4.34798	1185.92585	7.53396	55.4504	49.72843	6.65308	-20.88231	55.96994	9.82841	19.10166	4.32253	8.84260
7.86453	8.66150	66.18201	1.00000	6.86716	4.98749	7.32087	1078.03440	7.38364	-0.59543	47.18008	6.31707	44.80477	32.22226	5.77336	16.96093	5.15261	7.37728
6.10457	4.69136	46.23607	0.00000	6.94708	9.60173	4.32012	1121.12204	5.76406	-6.00137	70.80014	6.39959	33.42585	57.54286	6.50522	4.16460	7.43920	3.15433
8.82314	8.44202	43.34670	1.00000	7.24424	8.23033	4.86928	1097.46445	5.20997	-0.36053	69.11379	8.50667	51.64316	48.13360	6.70631	12.25535	6.36438	8.75010
6.81605	8.19814	53.86665	0.00000	6.79634	5.86539	5.16511	1116.64733	7.99911	15.87735	87.92988	6.49669	4.94273	72.67314	5.69993	12.74415	5.38288	6.93550
11.15259	7.77514	43.33103	1.00000	7.41696	9.32022	5.20886	1120.13219	5.63670	119.58627	53.25074	5.96149	23.5654	39.29497	8.01768	7.94258	4.98537	6.86038
6.28068	7.93466	46.97460	1.00000	7.27903	7.23217	5.64665	1167.70192	6.90460	130.57211	45.63418	6.40666	45.75279	59.43397	6.99151	12.19034	5.40950	3.10137
4.84895	4.75050	23.80871	0.00000	7.13192	9.32592	6.75388	1198.12179	8.35664	73.66633	29.13247	8.22170	25.92493	49.01383	7.34376	12.89008	7.85339	5.55058
5.93204	7.01643	46.28069	0.00000	7.25224	6.93797	4.28875	1091.30103	6.57416	15.00835	57.75660	7.35162	51.14942	40.41437	7.29481	9.64755	8.48423	6.81668
4.00549	12.33428	38.13576	1.00000	7.42489	7.32392	2.32670	1152.97185	7.16607	4.47124	70.10026	7.46846	51.95838	33.87494	8.43366	12.70952	7.77214	10.63013
9.98008	8.19029	63.95297	1.00000	5.99293	8.71827	5.47047	1101.53330	4.60527	-85.76942	68.40380	7.01274	39.78504	52.33103	4.01783	37.03401	4.36829	5.72104
7.53329	8.92677	48.09754	0.00000	5.79492	4.09130	4.86672	1119.54894	6.34578	7.11393	63.41126	5.45819	51.08468	34.65762	5.87190	6.28139	5.29534	7.80064
6.50082	8.18741	31.48937	1.00000	9.74269	6.65452	4.47084	1085.71615	7.02284	2.45012	51.87268	5.71608	48.90982	51.63524	51.29263	18.53613	6.86234	6.16725
5.61945	6.02840	29.52651	0.00000	6.66063	10.40916	4.26496	1139.43700	6.58819	-111.89903	71.19164	7.39978	33.50921	40.08202	4.52361	24.70899	5.99740	2.86135
9.20997	6.69095	39.34764	1.00000	6.81332	4.52169	10.38343	1122.34379	6.41903	-89.99038	70.48665	6.21262	38.58894	39.70870	5.04806	11.85559	10.71680	3.13571
9.83612	8.13441	55.01779	1.00000	6.91680	9.22400	6.26495	1173.41951	6.16946	-122.2608	36.64233	7.70341	38.17492	51.85923	4.33284	10.69065	5.54221	
8.41952	5.01803	39.43558	0.00000	5.63673	8.16589	2.91061	1116.97162	7.53418	84.87144	48.02116	7.30581	47.46657	41.23335	2.93555	19.12296	7.88583	3.90514
6.69722	7.70125	46.80661	1.00000	8.32383	8.91408	6.03230	1109.31730	6.69144	122.74754	46.39009	6.45665	40.85158	56.51714	14.48065	10.04153	3.82105	3.68348
9.66379	6.42035	30.21659	1.00000	6.73247	3.73654	10.57696	1085.00927	5.70406	113.69785	72.46901	6.92443	-7.73379	50.92634	6.21247	5.62836	7.09816	5.16161
8.30611	6.66544	55.14362	1.00000	6.29489	10.35997	5.31401	1195.93822	7.56879	38.66667	63.89966	6.31262	-6.25	49.04236	4.71181	11.39465	4.90443	5.86859
8.66840	9.31249	44.37936	1.00000	6.21330	6.26229	6.36378	1143.53490	6.39456	-52.2	63.66648	7.72473	-28.44917	44.85318	4.29812	12.15776	5.85409	3.55631
8.28248	6.74349	42.10239	0.00000	5.49731	3.21441	9.51215	1166.70240	7.70733	-0.91979	45.34887	7.59336	51.42708	56.57909	6.88635	19.68683	7.89466	2.36538
9.65192	9.53573	48.62963	1.00000	5.19255	8.05191	6.45697	1166.36105	7.21906	78.15794	61.91215	7.41466	12.1277	39.30104	4.22770	1.76076	5.42194	6.72320
8.98834	8.35140	62.16163	1.00000	7.66509	8.06929	6.04940	1057.44510	5.60192	-99.73314	66.92414	7.52574	32.44874	47.71250	11.69925	16.04408	6.40376	6.23365
7.73406	8.94847	32.20831	1.00000	5.86914	5.16180	7.40441	1080.23069	7.08415	85.4265	51.57721	7.01091	55.8736	36.71652	5.58527	11.36898	6.98688	7.95817
7.71760	5.46710	48.73100	0.00000	8.21136	3.59515	6.69562	1087.95107	6.17438	49.62251	60.36739	7.04990	27.0174	53.11789	13.97474	9.27777	7.08816	5.75474
8.33135	8.90931	48.98896	0.00000	6.49918	3.95609	5.29651	1113.59738	4.87251	12.19458	76.52475	7.74498	10.61285	36.51884	6.24482	8.88770	4.54093	6.98915
8.22994	8.44078	43.12399	1.00000	6.78420	6.17758	7.60219	1068.10720	7.09362	82.85749	63.21539	6.31233	17.54907	55.85917	7.15656	19.35394	8.50457	4.86646
7.10389	7.17763	20.50457	1.00000	6.24006	5.94195	7.99582	1106.75354	5.76827	-98.1664	44.39528	5.18419	19.32932	39.57517	2.15170	27.28371	6.67419	5.10018
8.30205	7.95107	59.73824	1.00000	6.83988	7.65470	3.58444	1175.57987	7.65090	46.58333	52.94199	5.53687	-21.15	39.82596	4.84106	4.37661	4.73810	7.14188
4.85253	4.70641	41.65797	0.00000	6.32579	7.30844	7.39513	1192.44099	6.67615	120.03308	82.45733	6.33604	28.88162	51.66457	5.84691	17.61591	8.95835	6.88620
3.86957	5.34439	66.51707	0.00000	8.48454	5.08269	7.25837	1146.61740	5.96345	-48.67028	68.89609	7.46742	-28.24	70.64816	16.67975	-0.32806	8.45973	4.86353
5.94823	9.10605	47.97163	1.00000	7.21707	4.82499	6.28991	1161.74352	7.31232	-116.97725	73.60393	6.32461	33.92946	45.83060	7.17483	15.87620	6.39960	7.70368
5.84101	7.58552	56.06292	1.00000	9.01182	8.58691	5.17271	1145.33103	8.04165	-76.72803	47.68584	8.51674	39.32288	28.38492	28.31249	20.81900	4.30562	5.34188
7.62817	8.79250	58.09359	0.00000	6.85523	7.34614	4.92993	1123.20103	6.54960	-119.27337	72.81074	7.31289	50.26729	47.64590	7.09370	15.77886	5.59268	9.02644
7.77422	8.03737	47.09333	1.00000	6.04469	7.55383	5.04540	1082.67618	7.35367	-95.44744	53.08571	7.06652	29.53885	68.14027	7.63999	14.35218	4.45888	4.61911
4.75465	5.17079	51.39811	0.00000	7.37202	11.78387	5.13057	1196.94661	8.45273	8.62118	64.41046	7.06401	45.44694	39.86266	8.75503	31.14223	7.98960	5.75455
9.50091	6.99658	40.27261	1.00000	5.91393	5.70069	9.46836	1125.96017	5.90494	-41.25528	61.29652	6.29370	-19.32556	37.93587	5.52809	9.76091	7.87028	3.95463
8.37491	7.71403	18.84505	0.00000	6.84672	6.10970	5.64737	1199.57049	5.99519	-5.682	43.92856	5.22186	5.84752	43.05457	7.46138	4.40334	6.06090	9.25931
10.44143	9.68459	33.71145	1.00000	7.45593	6.87178	6.10165	1178.71000	6.34605	4.21372		6.36650	51.12794	25.71444	6.90137	28.48677	5.99204	6.41608
7.11094	8.77019	35.15877	0.00000	9.43479	6.44091	4.90133	1109.07439	6.18167	-61.4867	52.03221	6.02225	-31.25033	50.91049	37.27639	8.02848	5.07540	
10.49617	9.03939	55.94393	1.00000	7.39223	7.50909	5.83610	1087.54612	6.50552	-2.01111	49.23723	5.02707	52.66277	60.74029	8.45551	5.11035	5.64815	6.22957
5.42910	5.30094	36.19845	0.00000	5.17649	7.95194	5.84199	1067.65346	6.52087	13.28702	54.88418	4.92333	52.4581	37.66492	3.34465	9.11222	7.44495	4.41981
7.47832	7.58123	35.68632	1.00000	6.48462		5.63998	1130.63086	7.16805	-77.43532	56.09579	5.43936	20.14298	77.11835	5.71589	13.91060	5.08636	4.52652
7.34401	5.99265	34.41726	0.00000	6.16755	4.95430	6.68468	1134.65440	6.42131	-42.98194	59.24715	8.34369	-22.53722	48.06539	5.19786	1.89479	5.15054	6.48316
7.41700	5.86658	55.97845	0.00000	6.08984	9.02726	4.30975	1166.52867	7.31734	9.15013	47.60255	8.20143	13.70727	63.52298	7.90552	20.38501	7.63636	6.15301
	9.33199	67.42034	0.00000	6.75490	4.91694	4.95569	1131.46298	6.82466	39.25	64.60192	8.45739	-6.8	44.39402	9.15556	20.38544	4.68926	6.53640
5.57065	9.12165	43.54653	1.00000	7.50001	6.12762	5.29180	1174.08251	7.83443	45.36561	42.24143	6.77092	41.09246	29.57237	8.43764	13.59378	5.77515	5.65120
5.34842	8.70971	46.18764	0.00000	5.76682	9.67588	4.83087	1099.11036	6.27055	24.6522	49.84917	8.19515	60.2052	29.96857	5.05046	27.04456	4.27570	4.38575
9.63926	8.33817	42.06215	1.00000	6.87129	7.88881	4.58732	1097.62044	6.45040	85.94001	53.34108	4.12986	25.49043	71.55942	4.62422	20.00373	3.52963	5.18832
8.47215	7.10323	65.19543	1.00000	6.85727	5.37927	9.09139	1069.74484	7.70711	-1.29772	49.80513	6.14307	50.76306	52.26118	4.88235	8.57919	7.33556	5.54992
7.70679	8.98795	47.19203	1.00000	5.84813	5.56299	6.82814	1063.26760	6.52660	5.23333	52.70110	7.01572	52.09	41.54229	5.34270	19.10059	6.79796	5.91833
8.55682	6.98010	50.22998	1.00000	7.75607	5.44386	9.22576	1132.79268	6.22031	10.5511	59.49667	5.42433	52.47774	70.26940	10.81342	23.29836	7.47848	4.70364
9.02519	10.05438	59.30068	1.00000	5.56872	7.15092	6.62613	1149.91614	6.94665	46.04833	66.22553	6.38523	51.40944	47.46905	4.44487	26.27871	8.62028	7.29051
7.43241	7.28858	53.39937	1.00000	7.77807	8.03254	6.45670	1196.48267	5.91937	-2.01111	59.65741	5.13712	52.66277	51.23098	10.25320	12.13004	5.33219	2.12795
6.29360	7.90590	42.40771	0.00000	7.32391	6.52644	5.10760	1180.12118	7.85250	84.87144	52.89349	7.61409	47.46657	48.39973	8.99425	25.03597	5.61948	8.48855
7.22858	9.47589	43.32471	0.00000	7.40418	5.78996	4.62612	1099.69869	5.45605	17.80774	67.03172	6.75792	40.55851	40.54454	7.03610	25.22471	4.31999	9.35019
7.55896	6.86590	40.87975	1.00000	6.91063	3.83832	8.98171	1160.37541	5.61919	21.32778	57.18382	7.04145	42	53.96013	5.89136	32.99967	5.88233	5.41261
5.27260	4.09866	58.68522	0.00000	5.58791	7.70328	5.54232	1066.92578	6.88252	-95.36969	76.52217	8.01210	35.74788	51.87746	5.50642	24.79468	9.24528	4.75711
7.15559	8.79997	46.30683	1.00000	5.27908	6.07196	7.05689	1123.21780	6.41556	113.69785	75.33937	7.93153	-7.73379	64.56604	3.38672	20.15374	8.70199	6.12993
7.88541	8.90792	36.42498	1.00000	7.08870	4.74871	7.42831	1061.17978	5.49206	101.02083	53.90624	7.02027	4.02219	47.41066	6.60115	6.21488	5.85392	8.47350
7.55588	5.77977	72.26060	1.00000	6.66928	6.81833	4.78062	1166.02310	7.00842	-66.8499	47.94530	5.28650	18.03496	16.43628	6.35897	12.56135	7.82540	5.75594
8.94935	6.33713	66.28933	0.00000	5.54956	5.81429	6.57287	1183.88027	5.95296	-94.74049	64.16425	7.26032	32.5007	60.45974	7.19106	16.99214	6.49753	9.01959
8.55701	8.03927	43.91444	0.00000	7.12990	4.76276	5.79400	1177.01550	4.18308	-95.36969	60.10982	5.39541	35.74788	44.65203	7.44008	-10.07338	4.62334	8.37224
8.25204	7.92078	48.49084	1.00000	6.58165	6.99259	6.15727	1111.68649	8.50836	37.73333	70.45144	6.88558	-4.06667	27.02250	6.80309	9.03427	5.35602	1.93759
6.69294	9.03284	68.33642	1.00000	7.15041	5.33760	6.49921	1125.25200	4.99789	34.33825	55.31680	8.54974	53.59782	36.65862	7.88058	11.77419	7.72895	5.48475
8.18979	9.03336	44.61784	1.00000	5.94659	7.21405	6.06339	1103.69859	6.95410	5.22778	76.14027	8.12166	51.955	41.20894	2.09677	28.00286	6.60249	5.85761
9.39344	9.37289	56.46572	1.00000	6.54356	7.06874	7.24059	1114.81300	8.96280	65.93249	56.28433	7.54713	36.21544	60.75287	4.26219	15.60613	6.52363	5.41903
8.10708	6.82599	63.41049	1.00000	7.14255	9.75547	5.00769	1197.83602	8.04131	37.73333	39.93742	8.83909	-4.06667	51.91923	7.79822	9.87299	3.99822	4.98185
7.30383	10.29897	56.21245	1.00000	5.76156	7.54540	5.35414	1125.95468	6.66680	105.89333	75.37925	6.08010	34.56861	39.99097	7.49936	27.17316	8.71556	6.57578
8.97062	9.41616	51.47090	1.00000	6.97769	6.35488	7.50571	1096.93418	8.59633	-81.24441	57.36744	6.43357	23.15678	44.24239	5.29412	9.02139	8.38661	7.90248
8.32449	7.93585	35.70425	1.00000	7.42038	8.55168	5.33484	1130.94496	7.57996	-104.22884	47.68913	6.29670	32.42067	25.39140	8.37220	19.67957	4.50448	4.76590
7.80255	7.62203	59.49938	1.00000	8.43937	4.37848	8.54106	1185.62491	5.94353	-122.24092	55.10880	7.52606	47.4943	50.49557	16.30898	17.36040	7.05036	5.73472
8.35414	7.66485	48.17171	0.00000	6.51810	5.03082	8.62256	1159.16140	7.66629	2.35739	55.41125	5.93753	41.63976	47.76387	6.79061	10.72000	9.43790	3.40467
8.70142	9.12887	65.22508	0.00000	8.49439	3.85610	4.87713	1192.70941	8.14793	136.13108	60.67593	6.74130	34.75856	34.89999	16.58807	11.95186	5.80503	10.02447
8.08552	6.48858	68.67946	1.00000	8.02426	2.53763	10.25677	1185.74010	7.52727	12.6723	41.74370	5.76806	41.72063	35.20927	13.30226	8.19011	6.33213	6.35670
8.67368	8.65317	65.88009	1.00000	6.25800	7.61992	7.57527	1096.39616	5.47812	-4.1	73.18517	7.38624	48	52.02325	6.74638	25.66244	9.16522	5.96338
7.25340	8.89290	35.56447	1.00000	7.70998	6.70602	6.66489	1149.40989	6.05695	103.61667	60.60860	8.39600	-1.6	55.09142	9.79961	17.57042	8.72947	5.09008
8.05119	6.97625	40.25257	0.00000	6.04490	4.56065	6.02017	1141.96455	6.47068	1.00288	52.67013	7.66679	49.28669	58.05006	0.08494	21.77214	6.45845	7.58137
4.70945	4.46934	39.15506	0.00000	7.33614	7.13361	6.04257	1158.08790	5.46480	0.57856	60.06690	6.88670	40.70995	44.34129	5.94258	36.07375	10.14928	6.60776
8.56026	7.52919	51.81526	0.00000	7.96233	6.10208	6.26105	1176.87351	7.65619	121.12251	72.88406	6.82181	14.62578	56.37675	11.51003	15.33662	4.13002	9.90522
8.24155	9.86862	61.56262	0.00000	7.94218	7.70076	4.66411	1178.09112	7.53468	-72.86843	61.86665	4.66953	41.27621	19.71732	10.70162	16.76987	4.81459	6.46714
8.49943	7.86640	33.48994	1.00000	6.43579	7.51855	8.20289	1146.27659	7.60039	44.53333	65.66720	6.68407	-22.9	58.86799	7.65201	16.97367	10.84261	3.81470
7.14272	10.21532	35.87914	0.00000	9.03114	6.53615	4.28468	1165.69818	6.42234	-96.72365	65.91388	6.11168	17.06542	69.61381	25.96281	18.42956	4.16415	5.13443
7.55108	9.39851	36.12806	0.00000	4.67557	4.19384	4.97965	1123.79400	7.32923	85.83334	52.10264	7.23397	20.88197	55.76168	5.15266	4.49041	3.42919	9.40566
6.38171	5.89638	37.16599	0.00000	6.90023	8.06650	4.41207	1177.46445	6.80713	71.57118	49.69063	5.18687	32.87533	34.37205	7.36488	7.11836	7.30706	4.30622
7.92984	8.37145	55.54134	1.00000	5.97272	7.24428	7.17474	1175.84932	7.12565	2.2469	40.55287	6.73522	48.90472	73.69991	5.03128	16.52388	7.32356	5.79050
7.03928	8.99208	41.47224	0.00000	7.42156	4.68496	4.67005	1056.37079	8.23364	34.37389	57.54727	6.43680	40.1675	62.44692	8.51763	12.12490	5.87156	6.01352
5.96766	5.16330	43.18314	0.00000	6.96687	9.92677	4.06450	1187.75949	6.07441	-2.68333	69.63636	7.62692	43.31667	43.40347	3.48789	23.44456	8.54919	5.44976
7.83878	8.06473	70.63838	1.00000	8.44812	8.36464	5.69303	1140.30250	7.19227	-58.70072	59.33305	6.62375	-34.74785	79.03109	18.89585	13.96826	4.56992	4.06286
4.94524	5.20888	14.90341	0.00000	6.65073	8.51109	5.73451	1163.77904	7.43903	98.19151	65.93450	6.65948	14.0823	35.29709	5.59792	24.54819	7.94717	4.83630
8.27428	6.00112	47.61919	0.00000	6.82346	6.08790	4.72486	1142.81128	6.55037	-62.64102	54.11952	7.64246	8.35122	41.63421	6.48422	28.01828	6.87226	4.76529
7.54426	8.42791	52.34386	1.00000	5.68742	5.01126	7.74099	1089.41324	5.58949	30.28491	81.95240	6.64612	60.02427	33.02506	3.16046	36.91490	9.37577	4.56729
4.85361	4.75962	46.11673	1.00000	4.22117	10.56325	5.66316	1165.79791	4.66625	120.97844	56.84270	7.03063	14.8361	58.23951	5.62980	30.68308	8.23526	5.54172
