code	revision	QoS	location	longitude	latitude
US	06 Aug 2016	building	America/New_York	-71.8023	42.58342
CU	2022/04/26	maintenance	America/Havana	-81.24441	23.15678
US	12 Dec 2021	excellent	America/Los_Angeles	-119.01677	36.06523
US	12 Jan 2015	excellent	America/Los_Angeles	-116.37697	33.72255
TR	11/18/2016, 00:00:00	building	Europe/Istanbul	28.67582	40.98894
ET	2014-09-05	excellent	Africa/Addis_Ababa	37.55	6.03333
US	08/04/2015, 00:00:00	maintenance	America/New_York	-76.72803	39.32288
IN	2012/10/03	excellent	Asia/Kolkata	76.32756	9.57046
MX	02/20/2022, 00:00:00	accep	America/Mexico_City	-101.2591	21.01858
BR	03 May 2013	average	America/Sao_Paulo	-53.13722	-22.92306
US	2022/01/09	accep	America/Denver	-104.83192	39.72943
DE	2021-06-02	average	Europe/Berlin	10.03988	53.6052
ID	05/15/2021, 00:00:00	average	Asia/Jakarta	113.69785	-7.73379
VE	2018-03-12	building	America/Caracas	-67.33122	10.22677
PK	28 Jun 2021	good	Asia/Karachi	68.75915	27.52948
TZ	20 Jul 2019	excellent	Africa/Dar_es_Salaam	39.25	-6.8
RU	2020-10-07	accep	Asia/Novokuznetsk	85.4265	55.8736
SY	2013-05-07	average	Asia/Damascus	38.28402	34.5624
RU	2018-05-03	accep	Europe/Moscow	43.63417	43.96222
MX	2015/05/25	building	America/Mexico_City	-96.72365	17.06542
CU	05 Jul 2018	maintenance	America/Havana	-82.00919	23.04419
RU	2021/02/02	average	Europe/Moscow	35.96944	56.03361
IN	2022-08-25	excellent	Asia/Kolkata	85.83334	20.88197
US	01/13/2020, 00:00:00	accep	America/Chicago	-87.71255	41.84364
ET	2012/11/01	accep	Africa/Addis_Ababa	38.01667	11.85
TZ	2020-04-26	accep	Africa/Dar_es_Salaam	37.00438	-7.60361
IT	23 Nov 2014	excellent	Europe/Rome	15.07041	37.49223
TR	23 May 2019	average	Europe/Istanbul	27.02444	39.59611
ID	08/21/2015, 00:00:00	good	Asia/Jakarta	112.01667	-7.81667
US	2015/08/30	excellent	America/New_York	-77.55777	37.52487
IN	2017/10/03	average	Asia/Kolkata	78.14797	15.45144
BE	30 Dec 2012	maintenance	Europe/Brussels	4.52529	50.71229
IN	18 Mar 2021	good	Asia/Kolkata	75.92694	14.46693
ES	18 Jan 2015	good	Europe/Madrid	-0.76773	38.38479
IN	2019-06-20	good	Asia/Kolkata	77.5609	11.00599
TN	09/21/2017, 00:00:00	good	Africa/Tunis	10.03478	37.16911
IN	03/05/2022, 00:00:00	average	Asia/Kolkata	73.7553	15.5439
UA	17 Oct 2013	excellent	Europe/Kiev	32.6178	46.65581
DE	04/12/2014, 00:00:00	excellent	Europe/Berlin	13.29371	52.53048
BR	2022-08-21	maintenance	America/Sao_Paulo	-44.31389	-19.7625
NL	31 May 2021	excellent	Europe/Amsterdam	6.92917	52.31333
BR	11/06/2017, 00:00:00	good	America/Sao_Paulo	-48.29694	-20.87306
TH	2020-08-26	good	Asia/Bangkok	101.18445	13.44581
ID	01 Jan 2014	building	Asia/Jakarta	110.71639	-7.54972
DE	10/28/2014, 00:00:00	average	Europe/Berlin	7.36027	51.20219
TH	01/24/2014, 00:00:00	good	Asia/Bangkok	103.65309	16.0567
GH	2022-09-19	building	Africa/Accra	-1.4001	7.06273
IN	2014/05/19	good	Asia/Kolkata	75.96976	15.73628
AO	03 Dec 2017	good	Africa/Luanda	19.91667	-11.78333
CD	2015/03/08	good	Africa/Kinshasa	15.16554	-4.5833
GB	2018-12-03	good	Europe/London	-1.29772	50.76306
PL	28 Apr 2021	excellent	Europe/Warsaw	16.86194	54.58048
US	2019-05-04	building	America/New_York	-72.97261	43.61062
PK	11/19/2018, 00:00:00	accep	Asia/Karachi	73.38333	31.71667
US	06 Nov 2015	accep	America/Los_Angeles	-122.86705	45.49428
DE	10/24/2013, 00:00:00	average	Europe/Berlin	9.20427	48.49144
IN	12/04/2012, 00:00:00	maitennce	Asia/Kolkata	77.54372	10.12268
RU	03/17/2019, 00:00:00	accep	Asia/Yekaterinburg	69.49015	56.11281
GH	12/23/2020, 00:00:00	excellent	Africa/Accra	-1.4001	7.06273
GB	2012-10-21	maintenance	Europe/London	-1.29243	53.49389
DE	2020-07-21	building	Europe/Berlin	8.64409	48.07667
UG	2015-07-29	excellent	Africa/Kampala	30.98551	2.41669
US	11/18/2012, 00:00:00	average	America/Chicago	-87.70172	41.72059
CM	01/22/2014, 00:00:00	good	Africa/Douala	9.00472	4.2475
CA	30 May 2020	excellent	America/Toronto	-80.38297	42.8334
BR	2015/08/16	building	America/Recife	-34.88111	-8.05389
US	22 Nov 2016	good	America/Chicago	-87.71255	41.84364
US	21 Dec 2012	excellent	America/Chicago	-87.88754	41.15376
DE	11 Dec 2014	good	Europe/Berlin	6.74549	49.5099
NG	03/10/2018, 00:00:00	maintenance	Africa/Lagos	4.92235	7.65649
US	04/16/2018, 00:00:00	average	America/Chicago	-88.31476	36.61033
CN	2017-12-26	good	Asia/Shanghai	122.74754	40.85158
IN	2017-11-06	good	Asia/Kolkata	71.57737	21.53889
BR	2016-12-19	accep	America/Sao_Paulo	-41.88778	-21.205
PK	07/25/2021, 00:00:00	accep	Asia/Karachi	71.52847	32.57756
RU	28 Mar 2013	accep	Asia/Yekaterinburg	53.47103	54.48147
IN	07/22/2018, 00:00:00	accep	Asia/Kolkata	88.28637	23.07492
DE	12 Nov 2021	average	Europe/Berlin	7.36027	51.20219
PH	08/25/2014, 00:00:00	maintenance	Asia/Manila	120.5875	16.455
IN	04 Oct 2021	maintenance	Asia/Kolkata	77.656	28.71271
UG	2016-12-09	accep	Africa/Kampala	32.88667	3.27833
JP	02/08/2013, 00:00:00	excellent	Asia/Tokyo	138.89585	36.33011
US	2017-08-02	accep	America/New_York	-81.26367	28.90054
AR	2019/03/30	maintenance	America/Argentina/Cordoba	-61.4867	-31.25033
PL	26 Sep 2018	good	Europe/Warsaw	19.27498	50.20528
BR	04/28/2022, 00:00:00	average	America/Santarem	-52.20639	-3.20333
SE	30 Jul 2020	building	Europe/Stockholm	17.10558	61.72744
BR	2013/10/11	average	America/Recife	-34.88111	-8.05389
RU	2016-11-03	good	Asia/Yekaterinburg	60.70278	55.75556
MX	01/03/2021, 00:00:00	good	America/Mexico_City	-93.11308	16.75973
FR	2018-10-20	accep	Europe/Paris	2.61667	48.98333
ES	2021-05-31	excellent	Europe/Madrid	2.18247	41.41204
US	12/06/2013, 00:00:00	accep	America/Chicago	-87.65644	41.80753
SO	2019/09/17	building	Africa/Mogadishu	43.38531	9.89206
IE	05/13/2020, 00:00:00	good	Europe/Dublin	-7.35	53.53333
BR	08/30/2019, 00:00:00	good	America/Bahia	-38.94722	-15.675
TW	2020-08-29	maintenance	Asia/Taipei	119.58627	23.5654
TH	08/15/2022, 00:00:00	maintenance	Asia/Bangkok	99.96667	8.43333
US	06/13/2015, 00:00:00	good	America/New_York	-80.22588	26.2173
MG	2014/05/21	excellent	Indian/Antananarivo	47.31667	-19.65
CN	13 Aug 2015	accep	Asia/Shanghai	116.11768	24.28859
AD	2016/07/20	good	Europe/Andorra	1.53414	42.50729
RU	2018-09-24	maintenance	Europe/Moscow	38.2739	46.7055
US	09/18/2015, 00:00:00	building	America/Chicago	-86.77917	36.02506
ID	05/01/2018, 00:00:00	building	Asia/Jakarta	112.01667	-7.81667
ES	09/12/2020, 00:00:00	average	Europe/Madrid	-1.325	38.47917
US	01 Aug 2022	good	America/New_York	-73.95097	40.72371
PG	21 Jun 2019	good	Pacific/Port_Moresby	144.23058	-5.85746
AO	2019/12/31	accep	Africa/Luanda	19.91667	-11.78333
MN	2015/08/21	accep	Asia/Ulaanbaatar	106.88324	47.90771
US	11/14/2016, 00:00:00	excellent	America/Denver	-111.90466	40.34912
MX	2013/07/27	excellent	America/Mexico_City	-96.72365	17.06542
IN	2019/07/24	good	Asia/Kolkata	74.83554	14.62072
US	2013/10/29	building	America/New_York	-81.77285	28.54944
CN	2016/11/10	good	Asia/Shanghai	123.50266	41.94175
NZ	09/13/2015, 00:00:00	excellent	Pacific/Auckland	178.00417	-38.65333
GB	05 Sep 2019	accep	Europe/London	-0.29825	51.39148
CA	08/31/2015, 00:00:00	average	America/Toronto	-73.75335	45.4473
UA	2020/12/18	accep	Europe/Kiev	30.96755	49.07866
IN	2014-07-08	building	Asia/Kolkata	75.37991	25.75728
ES	25 Jul 2015	good	Europe/Madrid	-0.18333	38.96667
ID	2016/01/23	good	Asia/Jakarta	110.8405	-6.8048
ID	2019/01/25	accep	Asia/Jakarta	112.01667	-7.81667
BR	28 Aug 2017	building	America/Sao_Paulo	-51.87389	-23.44361
US	02/26/2020, 00:00:00	accep	America/New_York	-81.79819	41.48199
US	03/03/2017, 00:00:00	average	America/Los_Angeles	-116.21677	33.7207
BR	05/25/2013, 00:00:00	accep	America/Sao_Paulo	-50.19556	-19.72806
US	06/13/2015, 00:00:00	maintenance	America/New_York	-77.70066	43.16547
US	10 Oct 2021	accep	America/New_York	-77.70066	43.16547
HR	2018/03/23	good	Europe/Zagreb	16.43915	43.50891
IN	03/10/2016, 00:00:00	good	Asia/Kolkata	78.15794	12.1277
US	07/07/2016, 00:00:00	average	America/Chicago	-95.63079	31.76212
AR	03/15/2014, 00:00:00	good	America/Argentina/Tucuman	-65.61427	-27.4338
BR	08/30/2022, 00:00:00	average	America/Sao_Paulo	-52.2	-28.44917
PK	2015/12/09	good	Asia/Karachi	73.38333	31.71667
JP	2017/11/08	accep	Asia/Tokyo	135.21667	35.06667
US	01 Nov 2013	excellent	America/Chicago	-97.90308	31.12406
US	2013-01-02	accep	America/New_York	-83.55521	41.66394
US	01 Nov 2017	good	America/Chicago	-88.81395	35.61452
IN	05/08/2016, 00:00:00	accep	Asia/Kolkata	73.7553	15.5439
CN	02/21/2019, 00:00:00	excellent	Asia/Shanghai	120.82747	37.30553
SY	2017-02-24	maitennce	Asia/Damascus	36.7138	35.95664
MG	2015/12/30	good	Indian/Antananarivo	48.41667	-17.83333
CA	05 Oct 2019	excellent	America/Vancouver	-119.48568	49.88307
US	2019-02-10	good	America/Chicago	-88.42814	42.16808
IT	10/31/2015, 00:00:00	excellent	Europe/Rome	9.40531	45.53069
CN	08 Oct 2016	excellent	Asia/Shanghai	111.73861	35.20889
VU	2015/10/16	building	Pacific/Efate	168.31366	-17.73648
RU	2016/10/31	average	Europe/Moscow	43.91385	54.03876
EG	02/07/2014, 00:00:00	good	Africa/Cairo	31.4976	26.67319
ML	2014-05-09	good	Africa/Bamako	-8.07257	12.74409
HT	2018-02-26	good	America/Port-au-Prince	-72.09391	18.65297
MX	2021-01-04	average	America/Mexico_City	-97.35992	19.8173
US	2016/04/23	good	America/Los_Angeles	-122.39168	40.58654
BE	02 Apr 2014	excellent	Europe/Brussels	5.37429	51.03427
NL	2013/09/30	good	Europe/Amsterdam	5.2875	51.65333
FR	07/15/2019, 00:00:00	accep	Europe/Paris	5.55575	46.67535
US	20 Oct 2014	good	America/New_York	-82.61573	41.24255
US	2020/04/22	average	America/Los_Angeles	-122.24092	47.4943
BR	01/17/2020, 00:00:00	excellent	America/Sao_Paulo	-52.2	-28.44917
FR	2014-09-01	maitennce	Europe/Paris	4.86667	45.51667
DE	2016/01/21	good	Europe/Berlin	10.98461	48.35693
US	02/23/2015, 00:00:00	maintenance	America/New_York	-71.8023	42.58342
IN	2022-05-13	good	Asia/Kolkata	76.11996	11.12018
US	2015-05-29	good	America/New_York	-82.35176	27.71809
US	2015/01/02	good	America/Los_Angeles	-117.79394	33.76446
PH	06/18/2021, 00:00:00	building	Asia/Manila	124.84472	10.13361
CA	2014/05/07	average	America/Toronto	-73.58248	45.40008
CN	07/03/2021, 00:00:00	accep	Asia/Shanghai	123.17306	41.27194
BR	2014/10/22	excellent	America/Fortaleza	-41.45861	-4.42472
US	2019-03-25	accep	America/Chicago	-87.66561	41.8542
IT	11 Jun 2017	building	Europe/Rome	15.00913	37.51803
US	15 Mar 2022	excellent	America/Chicago	-91.06177	33.41012
TZ	2014-07-22	accep	Africa/Dar_es_Salaam	33	-2.68333
DE	06/06/2016, 00:00:00	good	Europe/Berlin	8.70745	49.03685
BR	2016-04-01	average	America/Sao_Paulo	-48.29694	-20.87306
IT	2021-03-11	excellent	Europe/Rome	16.50104	41.24264
UA	15 Feb 2015	accep	Europe/Kiev	31.33078	47.56494
ES	2021-04-05	maintenance	Europe/Madrid	3.1631	41.91738
BR	08 Jan 2014	building	America/Santarem	-52.20639	-3.20333
UZ	2017-05-30	excellent	Asia/Samarkand	67.84222	40.11583
AZ	01/04/2019, 00:00:00	maintenance	Asia/Baku	48.87498	38.45598
US	12 Aug 2018	average	America/Los_Angeles	-122.2054	47.76232
GB	12/24/2012, 00:00:00	good	Europe/London	-1.29772	50.76306
IT	2018/04/25	accep	Europe/Rome	11.04979	44.59445
ES	10 Sep 2014	maintenance	Europe/Madrid	-3.67029	37.13548
GB	30 Dec 2019	good	Europe/London	1.15597	51.78967
IN	28 Sep 2016	accep	Asia/Kolkata	84.13864	22.88783
CM	2016-01-28	good	Africa/Douala	10.7	4.96667
RU	2022/06/30	excellent	Europe/Moscow	37.49338	55.62047
GB	04/17/2022, 00:00:00	good	Europe/London	-0.76667	53.38333
LK	2014-02-13	good	Asia/Colombo	79.883	6.9909
RU	2017/12/20	maintenance	Europe/Moscow	37.38115	55.63711
IT	2021/05/20	good	Europe/Rome	11.04979	44.59445
BR	2020-03-20	accep	America/Fortaleza	-40.7475	-4.16694
CO	2020-12-14	good	America/Bogota	-74.73584	5.20856
DE	2015/04/21	building	Europe/Berlin	8.77155	50.23019
MY	11 Feb 2014	excellent	Asia/Kuala_Lumpur	101.02083	4.02219
CA	2017/07/04	average	America/Toronto	-73.75335	45.4473
RU	05/23/2022, 00:00:00	good	Europe/Moscow	38.16694	54.84444
US	2013/02/05	average	America/Indiana/Indianapolis	-85.76942	39.78504
SK	2015/04/02	average	Europe/Bratislava	17.8031	48.43174
IN	12/20/2014, 00:00:00	good	Asia/Kolkata	86.59509	26.11527
US	2014/07/28	maintenance	America/New_York	-82.35176	27.71809
NL	2018-09-10	excellent	Europe/Amsterdam	4.47124	51.95838
US	2016-03-19	good	America/New_York	-72.97261	43.61062
IN	2013/06/18	accep	Asia/Kolkata	78.55757	17.34769
FR	16 Sep 2016	excellent	Europe/Paris	2.25	50.75
ES	21 May 2015	average	Atlantic/Canary	-15.58602	27.76056
FR	2013/06/09	excellent	Europe/Paris	4.91667	45.73333
TN	2018-12-10	excellent	Africa/Tunis	9.37082	36.08497
ZA	01 Feb 2013	average	Africa/Johannesburg	30.79165	-27.76952
FR	2014-01-28	accep	Europe/Paris	2.25	50.75
US	2019-01-18	good	America/New_York	-73.49484	41.14676
US	2019/05/02	maintenance	America/New_York	-74.01042	41.50343
AU	10/04/2013, 00:00:00	building	Australia/Sydney	150.60036	-34.88422
RU	10/11/2017, 00:00:00	average	Asia/Yekaterinburg	65.27258	58.04254
RU	2021-08-05	average	Asia/Novokuznetsk	85.4265	55.8736
RU	03/26/2022, 00:00:00	good	Asia/Krasnoyarsk	89.20083	55.54028
GB	2022-08-08	excellent	Europe/London	-1.06667	53.78333
MY	28 Sep 2017	good	Asia/Kuala_Lumpur	103.81667	1.6
KE	04/18/2019, 00:00:00	excellent	Africa/Nairobi	35.59642	3.11988
BR	03/20/2020, 00:00:00	excellent	America/Manaus	-58.44417	-3.14306
IT	11/18/2017, 00:00:00	good	Europe/Rome	8.62118	45.44694
KZ	2015/03/21	maintenance	Asia/Qyzylorda	65.50917	44.85278
ID	2015/02/12	good	Asia/Makassar	118.9707	-3.5403
BE	2022-07-30	excellent	Europe/Brussels	4.21372	51.12794
US	2021-04-03	average	America/Denver	-105.11221	39.57582
