Pb	C2H3NO5	SO2	PRES	NOx	O3	CH4	PAHs	warning	PM10	CO	H2CO	longitude	latitude	NH3	CFCs	TEMP	PM2.5
24.20766	0.24293	5.54813	1095.34525	5.30044	8.85402	7.38085	7.00143	1.00000	6.95050	9.70149	70.95384	-1.64295	42.8139	11.35379	80.70206	-8.90751	8.07142
52.76167	0.49876	8.52265	1170.67754	7.78829	8.08743	5.82401	8.14115	1.00000	8.32008	7.91828	46.14983	13.31783	52.61131	9.55949	58.01580	-3.33232	6.75798
53.47544	0.74534	5.09453	1127.24545	7.58527	5.25690	10.18735	8.57545	0.00000	8.88435	10.22031	39.38581	11.04979	44.59445	5.32201	60.13837	0.46757	9.36731
73.05237	2.29252	8.94735	1097.64103	10.08894	9.93393	4.27691	5.64797	1.00000	9.97227	8.03736	52.18218	-68.3	-54.8	9.16678	48.32254	6.85049	7.59712
51.53584	0.97218	7.88864	1071.57488	9.78444	7.34537	9.69351	7.39700	0.00000	9.02342	10.06853	50.48620	-83.55521	41.66394	7.40646	64.29327	5.35674	7.72296
52.56917	1.66043	8.30809	1094.93870	9.19750	7.14839	10.44934	7.30350	0.00000	9.58340	9.97837	70.07357	-74.95472	10.98778	8.59539	23.49573	6.07290	6.09237
50.53450	0.15380	8.92870	1098.43122	4.93356	8.02351	5.12962	6.20167	1.00000	3.23430	10.89392	22.15204	-74.01042	41.50343	4.53054	31.30143	16.02224	7.40417
49.44156	0.95853	8.15526	1094.19816	4.24412	9.69716	7.68524	6.80802	0.00000	9.05410	5.14958	53.70043	101.96857	4.88441	9.92188	54.21062	40.50859	7.27548
54.38086	2.34299	7.98366	1181.93626	8.20983	4.26260	10.22910	7.27851	1.00000	9.97102	7.29135	62.12837	-104.83192	39.72943	4.72887	57.47243	12.85683	6.19058
39.43439	1.94743	7.93932	1154.90227	5.67770	8.30790	7.15761	8.78012	0.00000	9.77037	7.12281	53.32292	120.57224	15.72892	10.86500	81.60760	19.38828	8.24739
36.19499	0.17300	9.26890	1071.33438	8.74751	5.96781	7.02158	7.44326	1.00000	6.00630	6.48352	65.49339	-86.78777	33.44872	4.41490	37.06211	20.47700	6.72137
37.59741	1.24770	7.93243	1148.06773	8.69431	4.40192	7.06272	9.84646	0.00000	9.26164	6.80189	70.28137	15.07041	37.49223	4.49171	42.83524	0.26704	6.46142
27.09910	0.51205	8.68454	1181.37221		6.24097	4.71220	8.18801	1.00000	8.17372	8.83357	10.84881	-60.94228	14.67751	6.95905	52.00212	8.31221	7.19862
27.95227	0.29948	6.24152	1168.59850	10.81834	12.09100	6.39308	6.76474	0.00000	7.52034	7.70556	48.64473	-82.07842	26.91756	9.96080	54.71648	1.77568	7.23032
52.27766	0.12167	8.77597	1117.52434	7.27088	6.92524	7.47584	6.28576	1.00000	3.97434	8.46927	50.68033	-52.20639	-3.20333	3.86703	42.48525	22.94071	7.70611
34.39454	0.79935	8.20957	1084.65724	11.15620	9.48806	6.25626	6.83845	1.00000	8.63114	15.34014	55.77712	5.2875	51.65333	10.87393	58.96816	7.76042	7.83611
48.50684	1.03581	5.91487	1100.32227	8.16740	8.30787	6.22253	6.56913	1.00000	8.99955	8.54644	39.99194	-77.70066	43.16547	7.67560	39.91941	9.16121	5.95043
50.73988	1.13880	8.20905	1083.90268	8.89024	8.68812	6.20197	8.78941	1.00000	9.13007	8.81906	50.59832	-122.38731	45.53929	10.07475	50.66110	20.66781	7.32631
67.74867	0.24766	8.87401	1187.06890	6.13797	9.50093	3.43890	8.13557	1.00000	4.97285	12.03351	62.00185	77.656	28.71271	2.27309	54.17897	9.76510	7.22926
64.18211	0.42604	7.37144	1059.96466	12.26178	6.19130	5.07180	6.50450	0.00000	8.17150	5.83040	63.75252	168.31366	-17.73648	4.06476	53.12975	27.91345	5.70332
48.75552	1.78987	8.75060	1157.39492	6.29470	5.36916	2.72602	6.27094	1.00000	9.74627	9.38061	50.83998	-119.01677	36.06523	5.69104	47.05461	25.01484	7.94251
60.90209	0.40927	8.52728	1136.67585	9.37351	5.56609	4.84024	9.03665	1.00000	7.64021	6.66547	32.01534	120.03308	28.88162	4.46351	55.24492	21.19733	7.23225
44.06070	0.23323	6.10270	1132.90495	4.86051	7.20055	5.21843	6.91705	1.00000	7.12892	6.36968	41.12325	-58.44417	-3.14306	5.97120	50.90125	-4.87839	5.85580
83.86932	0.14661		1177.32701	7.74130	7.61524	5.19786	7.16686	1.00000	5.11780	11.17513	56.53426	19.91667	-11.78333	3.74809	49.94520	32.30798	7.31239
54.43070	0.73413	7.46114	1072.27223	9.29142	7.30087	10.17321	6.20989	0.00000	8.48375	11.34831	52.36690	-13.2356	8.48714	8.15893	46.90482	15.84103	7.25376
56.97137	1.65551	8.82819	1169.10118	7.56175	7.07520	5.21705	8.89460	1.00000	9.68531	8.59270	47.65353	30.28491	60.02427	8.49663	41.60421	15.29288	6.04335
53.20392	3.71932	8.40891	1076.82228	4.42016	10.08968	4.52600	7.69127	0.00000	10.49002	2.92278	42.63756	8.86374	44.89784	6.38211	71.77610	20.80027	7.55339
28.42707	0.34048	9.29932	1163.03936	6.32291	6.90461	6.92427		1.00000	6.66333	4.79473	60.01417	3.64633	6.8485	6.28911	35.98166	-3.75393	6.93238
19.35185	0.34400	7.93044	1075.51434	5.71600	6.99727	6.73117	6.65242	1.00000	5.25785	6.76042	39.74799	37.73333	-4.06667	6.31108	49.07026	-3.22821	9.13513
31.48005		5.91517	1053.82609	3.28214	4.97499	8.00921	8.58922	1.00000	5.51282	5.34892	26.72988	-66.8499	18.03496	8.02850	35.58760	14.22489	8.02128
27.82243	0.29845	6.79147	1153.97634	8.94699	10.14833	7.04053	6.25124	1.00000	6.64021	9.12767	61.84292	114.68333	23.73333	7.91089	34.32553	6.75850	6.57785
37.62848	2.31833	8.20049	1074.73564	5.70032	7.51572	5.48949	8.53077	0.00000	9.99015	7.70096	51.42524	30.96755	49.07866	10.14190	32.33243	25.92560	8.51854
50.99160	0.29739	8.45784	1199.70445	6.97358	10.09630	6.53030	8.98860	0.00000	6.93179	7.17604	44.50011	4.74161	7.62789	8.75558	63.77011	23.67862	8.06778
76.53899	0.31403	7.29037	1181.57538	5.30494	10.56345	7.48164	7.13397	0.00000	7.27950	3.93220	39.45282	-84.50855	39.08367	7.32439	65.26794	16.30933	9.02689
52.70852	0.26049	7.18279	1094.61471	8.16764	9.51187	7.25402	7.64797	1.00000	7.13858	7.90705	55.70425	122.9666	10.7375	6.47260	38.22445	-9.08348	6.88264
45.30980	1.33969	6.33784	1116.36485	6.48825	8.12715	5.51103	7.21066	0.00000	9.41849	4.93318	46.90524	86.79271	25.92127	6.69833	62.75065	18.91810	9.07610
47.13312	0.32936	5.60749	1072.25236	3.16642	4.31545	6.55761	5.92901	1.00000	7.64565	5.06201	58.33615	-82.00919	23.04419	9.26222	49.25354	-0.08219	5.64889
30.79282	0.86096	7.68541	1157.73169	6.62255	4.82579	6.03039	8.12793	1.00000	8.80665	6.22356	30.10062	8.51667	51.88333	7.40446	56.39279	16.33501	8.28558
39.18090	0.45606	7.26011	1141.32466	8.80225	9.91903	7.01592	7.44648	1.00000	8.05851	7.43512	67.47582	86.59509	26.11527	7.05794	47.39510	26.70236	7.61204
56.76124	0.43104	7.85124	1069.68893	8.31594	8.03216	8.75172	7.43684	0.00000	7.57221	9.64864	55.09961	-91.58045	41.6764	6.86503	48.66293	14.69707	7.51090
64.59112	0.15413	7.99439	1160.58482	6.61734	5.89769	7.78748	7.56235	1.00000	5.27728	3.70635	48.04865	-47.1725	-22.57306	7.96484	53.29911	5.94988	8.80985
61.05386	0.17652	6.89245	1055.64431	6.02502	6.40584	8.80210	7.00045	1.00000	5.60701	5.68436	45.88634	8.2926	9.58126	6.08460	45.54693	32.33120	9.26146
63.29011	0.32845	7.81010	1105.30595	8.74693	9.00401	8.49910	7.88990	1.00000	7.33882	10.94757	51.67026	-122.2054	47.76232	8.81563	59.12380	5.96187	7.60135
54.89867	2.43118	7.94203	1068.18363	8.56922	7.43030	5.70530	7.77630	1.00000	10.04752	9.47304	51.98198	19.27498	50.20528	12.15330	39.44485	20.22656	6.92033
54.92256	0.24014	8.36862	1107.35956	9.07906	6.22172	6.47917	10.35667	0.00000	7.17965	7.53186	25.57882	111.73861	35.20889	3.69206	50.87925	21.57316	8.04036
38.99844	1.59557	7.92331	1148.33712	8.03159	6.54576	9.95270	7.00901	0.00000	9.57167	8.97638	56.11061	4.7934	45.69558	6.79677	67.54519	24.50089	7.49124
37.30478	1.01219	8.60352	1149.19470	9.36851	6.31036	9.90438	6.77535	0.00000	9.08112	10.38676	37.45856	34.34691	61.78491	5.22269	65.31616	19.69232	8.22927
46.47522	1.80836	7.82321	1093.18416	5.52946	9.32960	4.66222	6.23075	0.00000	9.68602	6.57263	43.67408	101.44167	0.51667	8.97928	40.69543	19.73739	6.60826
50.30057	0.20585	7.32330	1191.33389	8.14434	7.16511	5.29808	9.67968	1.00000	5.95079	7.30029	28.96635	-0.76667	53.38333	4.43335	47.05639	13.97021	8.51386
48.17069	0.49011	7.48965	1081.81447	11.86224	11.62766	9.00970	6.67893	1.00000	7.79361	13.11327	34.07342	124.84472	10.13361	9.65922	33.15454	16.78668	5.59392
43.12158	2.90989	7.24943	1064.22004	5.01387	9.98555	4.09776	7.86240	0.00000	10.22865	6.26282	45.94625	9.15214	49.97704	8.78423	43.69670	12.91151	6.84397
39.72374	0.67800	7.88521	1177.85643	7.82467	8.34959	6.15666	7.76723	0.00000	8.57950	8.67783	73.43912	4.91667	45.73333	10.05868	64.63047	22.85777	7.28964
28.83783	1.15923	7.91510	1188.04352	7.47920	8.47258	5.35961	8.46633	0.00000	9.21251	7.02414	79.06725	171.25364	-44.39672	8.38711	62.73034	-2.95427	7.25966
40.32273	0.25425	7.43416	1190.31105	4.57997	5.50206	8.84321	7.57837	1.00000	6.09878	3.55651	29.16504	89.20083	55.54028	7.89307	59.90643	5.68039	8.68891
57.62716	0.94377	9.06040	1128.65370	7.09435	5.37301	9.63319	6.73141	0.00000	9.02402	9.11353	72.34206	-118.10583	34.09611	7.49429	74.78300	3.36787	4.96445
44.50356	3.13756	7.79129	1074.31241	7.88047	6.16965	3.83727	6.68872	1.00000	10.31080	11.35245	36.71568	136.61667	36.53333	8.25361	46.54867	38.67597	
36.29621	0.70137	7.70650	1086.08445	5.42142	4.32527	6.00467	7.19951	1.00000	8.69875	6.80225	37.33025	-77.70066	43.16547	7.85742	38.58924	6.94539	8.07399
62.59814	0.19130	7.31712	1115.04459	7.38326	7.98237	5.23334	8.24542	1.00000	6.29653	7.87056	53.60488	70.96699	30.46907	4.31481	54.89540	14.90115	5.48814
23.11123	1.06396	8.88463	1094.50415	9.36006	7.09572	11.38822	7.04291	0.00000	9.11205	10.80052	49.67107	30.98551	2.41669	7.88622	49.05691	12.99976	8.51085
60.81859	0.34047	6.76392	1099.32918	7.98938	5.60984	6.92614	7.55002	1.00000	7.35233	7.80391	51.34197	-88.70464	34.25807	4.26277	43.10476	19.64255	8.19795
48.10682	2.52468	8.71524	1147.25630	10.05378	9.56469	6.57148	8.50908	1.00000	10.05605	9.09908	38.40458	76.12647	32.55531	9.47169	20.64342	20.11577	5.82694
60.21503	0.52808		1085.92665	6.87883	9.16155	5.35121	8.39285	0.00000	8.39060	7.42301	46.42225	13.57661	37.31065	8.39046	42.26037	15.53376	8.26745
70.11915	2.50709	8.21656	1098.89090	8.64838	7.66498	5.51722	8.40778	1.00000	10.07550	9.63491	57.23208	111.4834	65.93381	9.90777	55.73431	19.79329	9.44625
46.64624	0.86379	7.20152	1134.35748	8.75496	8.60489	6.93589	7.62069	1.00000	8.69246	9.73748	33.02800	115.04814	30.24706	9.42855	69.98240	10.98810	6.75317
70.44512	0.48998	7.25248	1078.61704	7.22264	6.28296	8.53818	7.26146	0.00000	7.97647	8.15611	47.08270	15.00835	51.14942	9.87792	15.24903	14.59544	
80.05609	0.60423	6.90151	1107.70882	7.62943	5.26634	4.82033	8.96009	1.00000	8.28518	6.97375	64.78265	-48.52333	-0.71667	5.25915	37.40946	8.56596	9.07924
54.99381	0.81613	7.51019	1163.90437	8.55489	9.06313	6.89376	7.13211	1.00000	8.78197	8.60048	45.65700	68.21204	27.55898	6.06938	37.86886	21.79639	7.00644
33.12113	0.14927	7.73999	1129.20645	6.26563	4.89232	8.27241	7.20313	1.00000	6.08250	6.47145	12.23369	0.75	52.41667	6.52240	62.86677	14.96856	5.48912
61.51690	1.55754	9.95099	1118.55294	9.91062	4.91775	8.20894	7.68220	0.00000	9.54579	6.56037	41.77849	8.73812	41.91886	5.14161	44.84980	19.34042	7.97550
38.10968	0.10731	6.54819	1148.91615	4.16505	7.41010	6.14392	7.55408	1.00000	4.52494	9.40529	54.03032	101.18445	13.44581	6.44324	27.16912	13.76063	7.73380
36.26708	0.54992	6.25693	1095.58378	9.15423	9.31042	7.58962	6.69661	1.00000	8.19640	9.37756	55.20532	117.59152	3.31332	10.66634	47.42874	19.25743	7.87813
54.26366	0.90752	7.53811	1112.50531	7.53900	7.94001	6.38346	7.45526	0.00000	8.87753	9.39658	38.01904	74.83554	14.62072	11.07971	61.11674	20.22185	8.82812
61.92250	0.72982	6.74689	1137.79338	10.61211	7.03884	9.49189	7.72002	0.00000	8.63745	10.22744	74.56708	137.36215	36.75965	6.62314	80.50098	21.78654	7.97370
25.04747	0.41476	6.54620	1108.79512	8.24242	8.82883	7.09989	7.64394	1.00000	8.01764	8.17266	58.33462	75.37991	25.75728	8.77057	44.97517	10.24002	8.60986
58.38850	0.24416	7.49312	1112.53214	3.76988	4.59577	7.91962	8.59480	1.00000	5.47871	3.16630	68.66894	-119.27337	50.26729	10.08794	64.68146	19.33706	8.09522
46.75375	0.83528	7.63857	1100.36076	8.27187	8.75051	6.55718	8.73925	1.00000	8.73197	8.49247	29.41684	77.5609	11.00599	5.80861	60.49495	20.30469	8.26411
37.49602	0.39904	6.76559	1074.52041	8.37545	8.05875	7.38506	7.04810	1.00000	7.29743	12.78553	46.28122	78.27539	12.95629	8.41583	66.23674	3.90320	8.69460
54.49453	1.39824	6.40940	1073.97228	9.17831	9.27567	6.02243	6.47078	1.00000	9.44550	7.46800	56.00328	86.59509	26.11527	10.35639	40.41199	-0.55712	6.69282
	1.75075	6.35563	1157.39455	7.36467	8.12968	6.37227	5.47588	0.00000	9.66658	6.31191	37.42828	29.91582	31.20176	9.23111	60.48894	31.24783	7.23466
36.65166	2.36334	7.23728	1199.80120	10.29348	9.81704	3.70743	7.68769	1.00000	10.01086	8.43736	47.82635	25.34244	50.75932	10.15472	71.46350	1.70311	8.34478
63.06958	0.28297	7.14068	1134.23840	7.02210	5.87980	7.98297	7.40140	1.00000	7.19875	4.59998	51.85998	1.53414	42.50729	6.54036	32.75226	25.25107	8.54964
47.84193	0.21662	8.21295	1053.05206	7.43836	7.35087	6.32816	9.16761	1.00000	5.89228	8.11158	59.58914	37.49338	55.62047	3.69120	39.21873	5.72537	7.64944
66.13591	0.28274	8.68134	1137.06632	7.85241	9.96467	6.94033	8.29806	0.00000	7.04976	4.07484	42.22765	86.59509	26.11527	6.20793	47.64499	3.30091	8.93217
43.47757	0.35443	7.39106	1191.11639	7.32056	6.65800	4.73556	7.99567	1.00000	6.94939	9.89823	59.79011	-84.50855	39.08367	3.43750	69.94221	-14.59770	7.03893
40.97388	0.14713	6.37833	1170.99598	1.88475	5.90025	6.84109	7.09832	1.00000	5.25617	4.53051	74.83295	101.18445	13.44581	9.99657	68.77708	25.56121	7.63719
38.74671	0.18070	7.59553	1101.81743	5.50877	7.49743	5.40350	8.78214	1.00000	5.23758	8.10827	69.90093	103.61667	-1.6	6.15701	42.50524	31.32141	7.91695
50.88253	0.70004	7.55630	1068.64782	9.79997	7.88792	9.34966	7.71447	1.00000	8.64010	9.86497	54.52892	110.8405	-6.8048	6.53181	34.90376	-1.33289	8.44809
67.04648	0.27006	7.15005	1139.16858	5.43425	5.91738	8.76109	7.13333	1.00000	5.81395	2.85278	40.03821	-63.90389	-8.76194	8.32737	53.08365	19.08094	7.01343
33.08687	2.38386	8.62037	1051.53592	6.19825	8.42517	5.73124	7.29676	0.00000	10.01366	7.30346	35.28488	35.59642	3.11988	9.91736	64.80677	27.33856	7.23453
63.06028	1.55748	8.38612	1142.76091	10.32514	5.92426	9.61119	6.74695	0.00000	9.56263	9.64341	38.42543	-120.45794	34.63915	5.90791	38.55524	28.52367	7.71258
41.01708	0.64824	7.87017	1136.81527	9.74058	9.80287	9.20347	7.35260	1.00000	8.42727	10.53435	61.52101	150.60036	-34.88422	9.21823	36.27528	10.44641	9.41407
44.29904	1.23818	9.78492	1070.98809	7.72094	8.08932	5.67530	9.31673	1.00000	9.28374	6.91218	43.46719	-91.06177	33.41012	7.53685	54.68047	15.19834	7.00534
51.81436	4.18392	7.22762	1172.38149	8.74163	8.67367	5.02418	7.87827	1.00000	10.59720	6.54312	41.76216	-0.76667	53.38333	7.90629	52.55881	5.10935	8.99834
62.89567	0.22561	6.63398	1081.70733	5.54027	6.79855	3.52667	7.45586	1.00000	6.00036	10.19161	40.89084	2.95924	36.76775	4.85583	50.16678		6.87387
49.85480	0.47048	9.99441	1133.53244	7.96832	8.54409	6.88959	9.23624	1.00000	7.86605	8.21601	34.44126	-81.79819	41.48199	8.76023	65.53389	-1.39411	7.52956
76.33299	7.52273	8.49061	1161.48600	7.94572	6.49140	4.72432	6.32428	1.00000	11.20959	9.63368	37.11470	2.2469	48.90472	7.57112	64.37627	6.12811	6.84237
38.11105	3.56563	8.65170	1164.06225	6.85165	4.90178	10.04052	8.25493	0.00000	10.44303	9.08686	38.47700	-48.29694	-20.87306	7.22300	44.41266	15.96831	8.62313
35.44142	0.69835	8.48034	1075.65576	5.32379	8.48935	6.88110	7.47980	0.00000	8.60014	6.29399	35.97907	43.63417	43.96222	9.14611	52.84939	3.55377	7.51379
55.59262	0.69765	7.70114	1168.53502	7.45966	7.00892	11.05912	7.08789	0.00000	8.49539	11.31749	44.79511	11.412	45.50369	7.14929	42.05634	10.30123	9.01940
62.53674	0.18357	8.61700	1156.34924	3.94732	7.38368	6.65335	7.90410	1.00000	4.17801	6.83404	74.16519	71.30633	21.34222	7.42996	63.07909	18.30030	10.03151
46.20042	0.89606	7.72797	1090.91914	7.41648	6.33829	7.86764	7.08374	0.00000	8.76904	7.06899	44.55011	-37.03861	-10.90889	3.63954	56.82492	10.65392	7.02735
61.15602	0.25245	7.58443	1066.02095	7.40954	5.84468	4.06852	6.44855	1.00000	5.85810	7.79094	51.21461	-116.21677	33.7207	5.94001	38.69626	20.86658	8.72102
55.76651	0.43494	7.36769	1119.19587	5.92692	10.51143	8.27584	8.15760	0.00000	8.09216	6.39663	42.45338	48.41667	-17.83333	10.71264	27.96774	41.32937	7.42972
57.44014	2.00571	8.44752	1124.41291	9.73829	9.84563	7.63816	7.84224	1.00000	9.77206	7.37310	37.77387	118.9707	-3.5403	10.78222	58.37330	-0.35276	7.58888
29.98288	4.35932	7.96504	1140.20814	10.98481	5.58066	9.24335	6.59027	0.00000	10.65611	8.19421	65.86019	73.08333	19.21667	6.34780	46.25998	17.81030	
42.44561	0.36639	7.69871	1196.87076	4.56720	5.61137	5.50250	7.02715	1.00000	7.44212	5.16511	31.54886	111.50861	32.54278	7.83945	50.98794	29.27787	8.07150
47.71020	0.29733	8.90809	1128.87736	3.69503	6.55107	6.26686	9.83029	1.00000	6.17776	6.01271	40.21412	75.92694	14.46693	7.86366	40.37365	4.57995	7.10576
52.66250	1.27439	8.26788	1056.85151	7.40338	7.65816	7.13049	5.87053	0.00000	9.25043	5.50004	25.88304	6.74549	49.5099	7.81363	53.42448	8.00616	7.07869
31.45250	0.38611	8.59922	1173.29823	7.86160	9.51471	7.33772	7.07899	1.00000	6.63106	7.74222	42.33477	-104.83192	39.72943	6.09419	41.14420	29.23195	7.14085
52.18843	3.67599	4.91977	1129.32635	9.67975	5.60398	9.66534	7.56782	0.00000	10.48216	9.19121	41.38061	28.88222	40.37528	7.08009	54.98810	18.05782	8.23481
37.72084	0.68880	7.94034	1097.49696	5.74827	3.45330	7.11537	7.54818	1.00000	8.69643	3.46288	58.16324	76.11996	11.12018	8.78876	47.14807	16.64810	7.03951
49.83584	2.69571	8.66606	1102.09385	8.25728	7.73718	3.47134	6.28422	1.00000	10.13012	7.54543	50.20012	-83.55521	41.66394	9.20232	49.94860	10.06962	6.69444
50.47759	0.37081	6.94025	1126.15613	8.95804	6.67890	5.20092	7.34073	1.00000	7.21965	7.92787	48.53750	-87.65644	41.80753	3.65569	31.75272	22.05222	8.57390
41.59695	0.36154	7.37657	1162.47771	8.67616	6.35588	4.82858	7.54537	1.00000	7.71987	9.72848	48.30059	72.54064	31.82539	4.00626	74.53549	10.25596	8.10110
73.44084	0.11420	6.41569	1193.49968	5.96991	5.90514	7.56561	7.74780	1.00000	5.12810	7.53064	61.75050	141.95	39.46667	5.72836	33.19893	17.59265	8.21440
49.56604	0.19450	9.00369	1122.02762	4.51771	7.44743	6.73328	7.73006	1.00000	4.14108	7.58615	62.02933	7.11393	51.08468	6.46629	45.66396	8.76984	5.75068
42.12690	0.27502	6.58668	1193.00966	5.32121	7.13296	5.95362	8.88721	1.00000	6.46905	7.34859	41.03729	111.73861	35.20889	6.30794	38.15680	17.03543	7.61165
57.80205	0.14645	8.94513	1138.97350	6.38337	8.88514	8.96616	7.38111	0.00000	5.98547	12.02799	17.35018	110.71639	-7.54972	7.90455	53.35733	24.31958	6.43260
50.99854	0.38555	7.21504	1122.63482	6.55556	8.14052	9.40684	7.83566	1.00000	7.77866	10.12063	57.24934	-1.325	38.47917	5.83402	39.25255	21.61856	7.03206
42.75177	0.20875	7.70210	1078.66413	4.62127	6.20662	6.37688	7.90659	1.00000	5.73993	6.50587	55.68635	-77.70066	43.16547	6.97870	65.40105	26.64994	6.77023
86.09214	0.65186	6.69500	1083.23941	8.84953	9.34494	5.59409	7.68604	1.00000	8.60123	7.61699	58.00307	3.87723	43.61092	8.43109	52.68501	26.74673	6.19788
51.58704	0.17903	7.68446	1055.71733	8.63275	7.16456	5.06111	6.88219	1.00000	6.50618	9.69348	33.98233	135.21667	35.06667	2.99503	58.48783	23.00683	6.36203
44.95141	0.40685	5.85351	1192.73674	6.39860	12.42790	4.80433	6.30073	0.00000	7.69665	5.97808	49.60085	9.17702	48.78232	8.24334	70.38154	18.92122	6.77133
53.86223	0.34401	6.51777	1108.70340	6.92052	10.14970	6.60522	7.85750	0.00000	8.00400	4.36386	60.41548	29.91582	31.20176	7.19994	64.95657	10.44379	6.54899
59.13765	0.27607	8.97123	1152.68392	8.55310	7.87672	8.71154	9.79717	0.00000	7.25366	11.06313	26.56892	-67.15407	18.42745	6.42014	38.07274	23.54241	
61.27829	0.76979	8.82899	1199.95474	8.07544	6.60162	11.54020	7.58545	0.00000	8.71902	11.82149	22.75996	3.39467	6.45407	7.13050	23.57759	15.19842	7.53220
46.90130	0.38984	7.18243	1102.87482	7.65864	7.18176	7.64526	6.23332	0.00000	7.52890	8.37879	61.00762	70.91106	29.38242	5.23637	57.04839	21.22163	8.14853
52.79104	0.33452	7.12136	1112.10747	6.42666	6.09342	7.53632	6.68020	1.00000	6.08116	4.37279	44.69646	130.94098	33.3213	7.46908	41.30560	-0.49679	7.35176
43.00396	0.20628	7.81165	1157.04655	7.63439	6.20549	6.82317	6.28611	1.00000	6.90880	5.77099	68.32030	5.2875	51.65333	6.19463	61.93165	5.56502	5.96341
46.81613	7.81934	7.40972	1147.52236	10.67473	5.81592	11.34056	10.15605	0.00000	11.25450	8.98826	55.41839	16.50104	41.24264	8.26752	56.16691	10.75323	9.86215
47.60208	3.01140	6.92612	1134.24085	8.20624	6.17275	10.81867	6.84526	0.00000	10.23179	9.82419	56.02143	73.38333	31.71667	8.74397	49.18135	41.10403	8.24513
30.01458	6.38531	7.47818	1183.26297	9.25950	7.79343	5.70767	7.06366	1.00000	11.05228	10.50468	52.22725	-71.29144	41.54566	8.76332	77.38722	30.67894	7.64581
46.63603	0.40477	7.42805	1053.48871	5.38320	10.60524	5.07282	7.56548	0.00000	7.80424	9.27958	48.38917	11.412	45.50369	10.82285	40.74260	14.65528	7.75490
50.44159	0.17710	8.54567	1128.53768	3.62910	5.56019	6.25390	7.61169	1.00000	6.24921	6.43862		-123.02621	44.99012	7.98881	41.63096	25.12476	5.21264
34.26640	0.47385	6.80036	1154.37840	7.80043	7.56740	6.28600	7.45229	1.00000	8.20649	9.84093	56.91259	-2.52398	53.19146	10.10710	28.21101	-4.78169	6.12426
50.43500	0.46732	6.93054	1074.83467	7.09547	7.27675	7.49010	8.84716	0.00000	7.78825	6.27575	44.93933	32.86389	53.95278	7.87109	66.32839	16.02673	7.00885
33.12049	1.37014	7.46514	1074.83583	7.96987	6.94840	5.58298	9.39837	1.00000	9.36548	11.13894	45.78588	8.55552	40.72586	7.99327	48.06283	1.52451	5.89526
35.66977	4.86743	7.25072	1177.77869	8.85479	8.40395	4.28977	9.35800	1.00000	10.76820	7.12711	35.84653	-82.90375	32.54044	8.87717	34.12485	32.25115	6.79124
31.58310	1.99352	7.97604	1189.20713	8.57953	6.53510	9.56202	6.59196	0.00000	9.80503	7.80054	48.57173	137.36215	36.75965	6.33377	44.66954	8.90296	7.26583
53.24882	0.19381	6.16736	1099.14033	10.87339	12.65019	9.78098	7.55090	1.00000	6.66970	8.30166	35.82920	-87.70172	41.72059	9.76567	36.35922	26.68739	7.17304
45.82223	0.16033	6.69975	1083.67173	5.70498	8.02379	5.79928	8.44314	1.00000	3.51511	7.92993	50.87286	42.85693	39.22493	5.49412	83.97120	19.26145	7.09455
56.95039	0.37355	7.73141	1106.87470	8.80501	6.50614	5.90244	6.90135	1.00000	7.63998	8.68538	52.61522	-117.54866	33.93113	3.28811	37.73826	21.95792	6.63251
48.26760	0.65731	6.69738	1143.97409	7.28982	7.79371	10.71622	7.71306	0.00000	8.53205	11.02222	35.57977	-111.78903	33.35283	8.28117	76.86801	40.05248	7.92654
41.90640	0.19944	9.96479	1174.70172	6.92454	7.63782	7.46563	7.81977	1.00000	2.89489	6.52874	44.37173	9.85	53.63333	6.05232	56.23844	5.74745	7.14405
40.85085	1.22943	7.39346	1103.52005	10.66646	10.96604	3.36379	9.67080	1.00000	9.29044	7.01345	38.52200	76.56719	24.41288	10.91470	44.04527	15.99278	8.64483
51.77656	2.71072	6.53256	1058.25127	7.74304	6.87812	7.32089	8.27702	1.00000	10.16667	9.31779	10.32296	79.82979	11.93381	9.06291	57.15066	15.45275	6.10468
35.40216	0.75320	7.78914	1147.66188	7.21061	7.76583	6.46973	8.04451	0.00000	8.83716	6.53799	27.47514	105.89333	34.56861	8.33172	53.94303	6.69627	7.48366
41.75521	0.58200	7.99122	1091.63335	11.53531	11.76034	8.24516	7.95619	1.00000	8.12215	10.39432	53.90641	-88.81395	35.61452		50.63332	6.49394	9.63076
59.13445	0.60837	7.88857	1051.65998	6.53168	10.04043	6.14602	9.15096	0.00000	8.38418	6.72681	43.28879	24.71204	41.57439	9.09851	38.90894	12.58656	7.64030
68.61435	0.27747	7.20845	1166.27595	8.78532	5.89663	7.12154	7.99943	1.00000	7.22367	3.74969	81.61503	-91.11667	14.93333	5.39240	40.06268	13.65673	7.09417
43.11901	0.61189	7.94166	1191.28180	8.25739	7.78208	7.07205	7.20567	1.00000	8.49042	11.64563	57.15061	-73.9614	10.15031	7.14584	55.17466	6.41674	8.19438
14.05976	0.17271	7.10717	1069.07744	6.47528	7.56887	7.37077	9.29514	1.00000	5.08719	8.87950	47.31173	73.08333	19.21667	4.27284	53.16375	8.20810	8.60197
