PAHs	NOx	latitude	NH3	PM10	O3	Pb	H2CO	CH4	SO2	TEMP	C2H3NO5	PRES	longitude	CFCs	warning	PM2.5	CO
8.08631	10.58317	33.92866	8.08049	8.64971	6.59729	39.20958	64.98852	7.59564	6.07163	26.74116	4.46301	1134.00306	-6.90656	72.74348	1.00000	11.10173	7.26878
8.39007	9.78758	40.37528	9.83490	7.72777	7.43335	21.94791	53.99436	7.87118	5.34560	27.98738	1.91799	1197.27731	28.88222	43.54255	1.00000	13.79008	7.71868
10.82563	7.81539	25.49043	5.51448	7.99328	7.93764	53.74417	56.88111	9.18755	5.56679	7.35711	2.11551	1157.56077	85.94001	33.89606	0.00000	6.50370	9.52285
7.72316	9.30905	33.14447	8.29389	6.29945	8.50159	51.10095	53.66289	9.01627	8.61477	29.79243	1.01719	1054.52917	47.3799	45.03946	0.00000	6.42575	6.28695
7.40413	9.98597	19.32889	8.22587	9.23651	9.26311	71.86161	51.37076	10.07907	9.83846	11.10779	7.01393	1055.92841	-99.32556	62.99857	0.00000	7.31450	4.73312
7.49766	9.33221	60.97944	8.15085	7.93743	7.16285	75.30930	93.34219	9.71014	7.08740	9.70260	2.11319	1098.58829	76.92421	50.20462	1.00000	9.64596	8.87950
9.94416	9.36675	40.56754	9.84211	9.22160	7.95787	29.34630	39.69924	6.69084	7.69108	10.18618	6.72609	1171.05751	-89.64066	65.40343	1.00000	9.34718	6.97316
4.47262	10.01254	54.84444	9.86555	6.45869	7.52915	51.10548	57.57697	8.22452	5.44978	19.12846	1.72947	1155.31422	38.16694	38.51599	1.00000	9.58470	8.42537
5.92942	10.16754	-28.24	11.61768	8.63971	9.52889	37.83529	65.78061	7.80822	10.99850	5.19288	4.37562	1122.68404	-48.67028	46.43666	1.00000	8.64208	5.37905
8.49304	10.16581	44.43579	10.48558	8.46627	9.45577	60.68137	55.38091	7.87955	4.31962	22.95093	3.00675	1187.98504	26.01649	40.60405	1.00000	12.07106	4.85888
9.27086	10.31137	22.19303	9.62605	8.93373	9.93633	31.52637	49.00795	8.85125	7.09451	12.74408	5.51419	1161.64424	88.18466	56.68623	1.00000	8.75187	7.00831
8.79642	11.00517	43.67681	9.58929	8.31649	8.00762	62.55063	35.56334	8.23036	5.70639	25.16840	2.99924	1102.17708	4.63031	60.88033	1.00000	10.92276	5.38079
9.02337	9.08033	42.64685	9.22428	8.40058	7.80153	54.82290	53.39561	9.36672	7.53256	30.22215	3.30230	1098.81010	-5.55835	51.28051	1.00000	7.52824	7.28954
10.36473	12.31961	51.955	5.12034	7.18750	8.84647	49.37083	57.84122	7.13565	7.95635	1.32665	1.78008	1102.68158	5.22778	65.83327	0.00000	9.27809	9.02985
8.72036	9.30389	36.33011	7.22983	9.19444	8.47510	52.62385	38.34138	8.56991	5.57229	16.28569	7.24942	1080.09291	138.89585	45.48380	1.00000	9.88050	8.37110
6.58303	11.78923	46.51872	7.73935	8.66387	7.21793	39.73614	63.65966	9.10354	2.55351	-6.30181	4.42912	1085.81697	86.00214	39.32291	1.00000	12.88124	8.86433
10.53256	10.47069	34.25628	8.93254	9.26031	6.97331	54.31661	51.23004	8.14798	9.01890	15.71900	7.41921	1126.03497	-78.04471	39.54712	1.00000	7.90496	9.20948
10.36636	10.39113	37.56667	7.33041	7.77649	7.72483	51.09107	46.53179	9.23343	8.19501	26.38839	2.26899	1134.96966	140.11667	75.06225	0.00000	11.12993	9.34633
8.95430	10.27708	35.06544	10.92049	7.40083	8.36191	55.55963	33.65314	8.51207	4.93485	15.64603	1.42466	1153.64683	1.04945	39.19158	1.00000	10.85366	8.02156
11.24582	8.62680	8.35122	11.22240	8.86978	7.32252	44.77692	50.71091	9.26560	7.64403	19.93953	5.22030	1115.88285	-62.64102	38.30061	1.00000	10.91855	8.38857
6.06544	9.55978	30.29184	5.37036	8.51455	9.94049	23.41863	69.63935	8.16679	10.20980	18.01655	3.23229	1198.69716	71.67164	80.71545	0.00000	8.01319	8.33797
8.90925	9.15692	0.51667	7.09729	8.07038	7.74697	23.95680	34.92086	10.11037	6.58361	8.24661	2.76857	1169.89933	101.44167	38.80329	0.00000	8.98217	9.68271
6.61031	8.90592	9.15093	10.25581	7.95961	7.15852	55.02927	63.84699	5.80663	6.23421	28.07753	2.31979	1180.62852	-79.62098	36.91357	0.00000	8.11329	11.09584
7.84959	9.73775	34.08565	5.95328	9.35057	7.70869	50.02973	42.21697	9.15644	8.14189	23.61079	7.60824	1099.74328	74.80555	52.77618	0.00000	5.44745	6.86488
8.21760	11.62802	39.22493	8.51420	10.15261	10.15640	46.92818	50.68101	8.16935	4.99918	18.93034	16.39935	1178.93444	42.85693	56.90813	1.00000	10.57402	7.42750
9.33977	8.00721	55.64776	10.73328	7.78428	8.78005	38.38283	50.00096	7.81635	7.68960	7.57210	2.71610	1179.04577	38.02486	34.68501	1.00000	9.24699	7.91459
7.64360	9.33834	10.66668	8.98914	8.92247	6.59458	37.03516	50.93050	6.98548	5.56218	14.46360	5.15706	1082.11199	-61.51889	51.57362	1.00000	10.76429	6.32246
8.55311	10.27582	31.39547	10.78065	8.12674	9.36705	44.87715	62.74564	6.82586	9.68540	21.37775	2.36901	1078.47919	34.75699	58.53533	1.00000	9.54527	5.74887
5.17060	10.96837	19.21667	7.72213	10.99050	7.04616	39.44892	48.81057	9.19011	4.44890	1.18046	36.52870	1052.81567	73.08333	63.73883	1.00000	12.43899	8.53244
8.86025	9.77024	37.30553	8.93617	8.66795	6.78064	35.03765	48.93929	8.43343	7.90142	13.59225	4.56279	1118.82903	120.82747	41.29923	1.00000	8.24144	5.31163
10.23633	8.61839	3.8801	5.66399	10.26718	7.42691	40.88527	32.13298	8.09893	6.55199	16.78098	18.75200	1150.31907	-77.03116	35.86459	0.00000	7.86685	9.04506
8.14383	9.14421	19.04222	7.22207	7.50716	7.41312	40.17088	46.78546	8.36879	7.96743	15.22901	2.11607	1111.85944	-98.11889	62.54651	0.00000	6.93022	6.57688
8.94582	7.49317	36.27462	11.66911	7.89208	8.07034	41.01677	44.24336	8.29005	5.76816	0.43572	2.87443	1193.64774	4.85668	41.12299	1.00000	9.37265	9.83288
6.65622	10.32616	41.82143	10.46649	8.78545	7.46370	45.83379	53.97571	9.05623	10.21414	23.53585	4.70435	1194.93746	41.77921	43.49031	1.00000	9.13605	6.52997
10.56183	10.40330	57.30185	5.43496	8.00253	8.49956	46.95165	60.55040	8.20707	8.20144	28.59010	2.58897	1167.91882	39.85331	26.30732	0.00000	11.16776	9.25665
6.28567	10.99536	43.48961	7.77130	8.84646	9.11910	57.53333	53.80488	8.80913	4.52957	1.60094	5.01024	1062.00288	-8.2194	60.34985	1.00000	11.72043	7.55152
9.20539	10.33201	41.82143	8.90874	7.87776	10.16207	52.33423	22.41682	7.99800	6.88225	-0.42429	2.77858	1115.44598	41.77921	54.23938	1.00000	8.34410	8.69635
6.64634	9.03831	44.35056	6.01684	9.15557	7.63957	28.00124	45.24119	8.14752	9.66680	-0.01384	7.01955	1133.66714	142.45778	45.26311	0.00000	8.68522	7.88360
10.16867	9.76223	27.76056	6.33334	8.35261	8.39121	44.57674	38.34291	8.04190	7.56526	14.08490	3.27377	1121.80174	-15.58602	60.32136	0.00000	9.70823	8.70539
6.19112	10.06091	49.65186	8.57775	7.82554	7.13777	52.05886	49.05399	8.26046	3.91424	11.35785	1.99947	1158.04223	26.97253	65.57563	1.00000	10.61694	9.24068
8.47037	10.06980	36.82167	9.61375	9.18595	9.83095	57.69506	67.58716	7.17231	7.92413	22.64225	6.39801	1095.18872	128.63083	50.15874	1.00000	10.38106	3.98672
5.74490	8.98697	52.86147	10.42143	9.07395	10.06431	63.15010	46.63275	7.77951	8.25269	24.47741	6.01977	1154.76335	9.5926	51.61013	1.00000	7.03185	7.15016
7.28553	8.33507	55.25	10.49552	9.73609	9.08199	49.53643	48.16476	9.94381	7.79499	16.30124	11.43110	1078.06684	24.75	62.29324	1.00000	9.01061	6.64619
6.04387	8.73524	40.87363		9.87494	8.38379	41.46183	63.43203	7.51347	9.49970	20.10490	12.77768	1065.43689	14.34085	39.08028	0.00000	5.37813	6.68867
11.94430	10.18291	-11.94306	10.21651	9.11241	8.15430	28.94488	37.25214	10.39893	10.02644	-1.63930	6.12321	1114.66168	-76.70944	44.00002	1.00000	10.42803	6.59775
5.80546	11.49837	37.60876	9.44186	7.51010	7.86097	57.52536	67.01860	8.93176	5.91784	8.83515	1.16517	1195.20448	-77.37331	53.39428	0.00000	10.24105	9.97664
2.05186	7.40624	49.28669	3.89284	7.41656	8.68014	60.02818	63.45150	7.56330	12.09451	3.55273	1.36230	1131.10481	1.00288	54.70044	0.00000	7.22221	11.45962
10.82418	9.85247	41.6764	9.20919	7.15485	7.89652	49.40933	50.99440	5.69632	8.69762	-5.86195	1.45002	1133.69892	-91.58045	28.35681	1.00000	9.38610	7.66358
7.22094	7.98103	48	10.69022	8.98341	9.46079	59.31457	41.94918	7.10806	7.10745	-2.75974	5.58653	1059.11144	-4.1	74.96131	1.00000	9.31220	6.57132
5.74855	9.29421	30.17746	8.33607	7.77645	7.94257	59.79218	55.71988	7.73765	11.96942	9.43091	2.46296	1155.04023	-81.38758	69.92509	0.00000	8.79476	5.14235
4.96127	8.88823	46.32313	10.69597	8.30538	8.55487	45.00300	56.38815	8.21061	6.65012	13.33216	3.25757	1094.08707	-0.45877	42.47338	1.00000	8.44085	8.18527
8.00984	9.91588	26.67319	8.72998	8.56479	5.74671	74.73400	60.76321	8.33554	6.07130	33.86881	3.60597	1169.68478	31.4976	57.00950	1.00000	8.14955	6.49999
6.94467	8.90772	38.17492	9.83585	9.61211	9.06707	47.24809	52.31302	9.13675	7.56076	14.58489	10.26006	1189.88895	-122.2608	59.47640	1.00000	8.24973	8.44923
13.05217	8.76612	51.82721	5.23156	6.99099	8.68907	38.52724	53.18267	7.65760	7.36416	13.84474	1.40577	1131.61536	107.60627	58.92858	0.00000	11.38898	7.78602
9.39750	9.32782	58.1908	8.83654	7.46427	7.22815	28.58033	56.32423	9.41645	4.28224	5.64237	1.61733	1192.08705	40.17171	38.66422	1.00000	9.42199	8.14852
8.80360	7.59555	51.40944	4.58061	9.12721	6.29225	64.99550	67.10944	8.56406		13.24769	6.51227	1055.80670	46.04833	66.00645	0.00000	8.06343	6.42694
7.62566	8.47609	48.52961	12.45423	9.33924	6.48690	51.10229	53.60989	8.29362	11.29720	21.01671	8.22044	1164.03331	12.16179	43.68512	1.00000	7.99718	6.98295
8.20491	10.46031	45.75279	5.33100	8.12276	7.08502	39.68431	40.27998	7.87647	8.28032	18.28678	2.86896	1134.25910	130.57211	64.16216	0.00000	7.59642	7.96139
5.91612	7.48293	56.11281	4.87752	9.75196	8.56917	40.59378	54.46148	8.10415	10.12612	32.71371	11.35084	1177.03150	69.49015	59.09807	0.00000	6.93738	7.36459
8.06285	8.58853	7.62789	9.60146	8.25696	8.27370	64.56636	48.38703	8.07517	5.28331	14.87477	2.92816	1065.22635	4.74161	81.80109	1.00000	9.33961	6.60701
8.37723	8.00721	35.6803	10.09616	7.35346	9.66728	45.81917	42.61404	9.06925	5.39517	2.64063	1.44721	1152.76470	51.0193	50.21215	1.00000	9.64727	6.53076
8.55785	8.93062	13.8196	6.08967	7.99892	10.43516	50.04112	52.55925	8.27581	8.53832	27.11451	2.32227	1174.72030	100.04427	11.70000	0.00000	7.73255	5.75284
6.75856	8.51280	14.37395	11.95378	8.39759	8.67092	42.24495	48.93625	8.33832	11.08906	20.23994	2.92398	1169.04593	100.48528	50.16814	1.00000	7.10437	5.74719
10.25147	9.14158	20.14298	7.19809	9.74322	5.58779	44.05981	50.13587	9.00904	6.98837	11.30925	11.46641	1085.06606	-77.43532	74.45279	0.00000	9.88283	8.97934
6.12801	9.14350	36.72544	5.87605	8.40935	8.65096	35.41620	30.77142	7.82985	10.25815	21.33321	3.55341	1197.36526	3.55665	38.48976	0.00000	7.07906	7.78335
8.82541	12.46549	27.76056	9.34320	7.23106	10.08366	20.20741	51.48877	9.65183	5.56332	-0.44389	1.31402	1082.45949	-15.58602	71.67031	1.00000	11.74339	4.48005
10.86740	9.26051	43.91452	9.57173	8.74055	10.43561	46.17191	57.61415	10.05856	6.69496	21.63500	4.99762	1149.17905	-69.96533	49.47614	1.00000	11.56102	6.16179
8.49149	10.63627	52.86147	5.83875	7.29130	8.61467	62.78041	51.38528	8.09266	7.81453	25.50292	1.53423	1094.62684	9.5926	42.55709	0.00000	5.47332	8.49751
7.68499	9.85770	36.6009	4.81771	8.55255	9.29764	35.48961	60.04320	8.03738	9.54322	8.49627	4.06348	1158.93957	126.665	47.88914	0.00000	7.97110	7.41995
10.56421	10.95324	45.43341	9.83224	8.02463	8.01321	42.36546	55.04846	11.13112	7.85884	15.81626	1.98767	1084.37848	-73.86586	59.58401	1.00000	9.99534	8.76976
8.24112	8.77768	22.83957	3.95711	8.62662	10.10833	50.36122	56.31306	7.66600	8.80390	18.41682	4.51896	1064.09421	91.84128	45.53836	0.00000	9.10568	7.45027
2.91687	9.24658	27.55898	10.23525	9.30479	7.37455	28.85979	46.48947	8.29374	4.26372	8.50578	7.11886	1110.58441	68.21204	42.93480	1.00000	10.64518	9.53922
9.13029	10.94075	10.98778	9.37790	8.40121	6.34858	50.03791	53.01495	10.48563	6.36925	16.40268	3.36675	1091.73461	-74.95472	17.79968	1.00000	9.54701	6.67140
8.99843	8.51973	50.8	7.72904	6.59452	8.70898	34.72907	36.30150	7.74699	6.37745	1.42606	1.35395	1097.60292	3.16667	47.98192	0.00000	9.58596	9.04509
5.25846	10.75053	44.85278	8.13727	10.12569	8.21070	44.35977	61.22756	7.39525	10.90300	15.09423	16.40096	1191.72190	65.50917	47.28200	0.00000	6.89779	8.82379
6.60908	9.19355	40.2737	7.82803	7.34183	8.01998	26.02174	52.15579	8.24014	9.74659	10.72952	1.57632	1096.88309	-76.88442	44.03670	0.00000	6.46014	5.56395
6.38388	10.82303	43.50891	10.19599		7.72193	46.87037	60.64381	7.70183	5.52836	7.30662	14.55187	1106.21485	16.43915	43.54174	0.00000	12.98611	7.96767
9.06516	10.24333	36.27462	9.51274	6.85631	7.98547	51.48571	39.98758	7.03215	7.09504	17.27003	1.75823	1113.28976	4.85668	55.28495	1.00000	8.96858	6.04925
6.40239	7.49879	4.94273	8.49548	9.31220	7.45749	26.83830	41.08849	9.62060	5.88025	18.87922	7.54902	1105.24114	15.87735	50.57235	1.00000	7.13076	9.41890
8.17393	11.26343	41.15376	8.10405	10.06112	7.53475	41.12275	10.28581	8.51361	10.18364	8.22737	15.34559	1197.14207	-87.88754	47.75642	0.00000	6.91026	6.59244
9.23489	11.08827	41.1053	6.96479	7.95200	8.40716	35.10821	39.88171	7.24820	8.32182	23.26678	2.32141	1079.21122	-7.32097	6.08998	0.00000	12.44837	9.33705
8.93338	10.69366	51.88333	6.68407	8.05036	10.12491	39.88965	47.81182	8.96951	8.51687	9.49177	2.23254	1137.09047	8.51667	38.12584	0.00000	5.04193	7.74555
10.38329	8.91565	39.71734	10.03549	7.43187	8.34957	57.84200	56.73997	8.61597	7.88777	22.65085	1.86891	1110.50785	-74.96933	50.91645	1.00000	9.97791	6.49805
9.72144	11.47346	52.59319	8.13107	7.84247	7.93616	42.35113	58.37613	7.39609	7.76317	8.03871	2.54263	1103.07909	13.32127	64.54817	1.00000	9.60653	6.28813
8.68897	8.95282	48.28259	10.26398	8.74626	10.91949	23.88119	52.82405	8.35002	7.12399	8.22640	4.63954	1110.03213	9.72749	54.15853	1.00000	9.52223	8.34514
8.71101	11.03989	47.05	8.73736	7.65348	8.63297	35.52044	42.32578	6.59705	6.40930	14.72335	2.41636	1147.55818	15.46667	50.71507	1.00000	9.56654	6.19009
7.38715	8.51201	41.55838	12.03314	8.65043	7.59074	37.41473	55.90247	9.33970	9.09414	12.45034	3.64726	1107.70779	-81.56929	67.80249	1.00000	9.58575	5.48048
5.30104	10.34731	37.30553	8.78672	9.70556	8.10496	32.53237	63.89186	8.72311	12.06445	20.63012	11.28451	1194.44433	120.82747	67.33805	0.00000	7.20192	6.30443
10.41560	10.84291	33.14447	8.71000	7.82646	10.09310	54.60442	49.68947	8.21189	9.49635	17.22465	1.70507	1083.05588	47.3799	37.98937	1.00000	7.26572	9.55024
7.56724	10.27928	12.04161	10.38138	9.61757	8.25650	42.80337	58.10660	9.48760	8.32217	25.89322	10.08232	1180.04912	75.35927	51.31786	1.00000	10.62443	5.76939
10.77824	10.63405	-23.85972	9.58948	7.74443	8.81987	27.15995	54.91278	8.57382	9.59896	15.73896	1.99149	1138.84755	35.34722	57.45746	1.00000	8.99193	7.37820
7.26060	11.70768	23.04419	9.29640	7.74506	9.47220	46.80710	48.24769	9.77920	11.27389	7.75175	2.11007	1164.31003	-82.00919	31.66691	0.00000	7.98190	8.64650
9.84619	8.14283	28.90054	6.99113	7.30393	9.90008	29.67717	58.51657	9.80487	6.45917	23.38493	1.93770	1178.41839	-81.26367	46.48204	0.00000	9.45543	8.98934
8.06226	8.46571	44.75874	11.23755	7.48242	6.42939	43.80194	52.57618	8.50817	3.63596	30.55346	2.14385	1101.75545	19.21437	34.69830	1.00000	11.53101	7.15465
10.55803	10.23458	51.64316	10.17133	8.12591	8.06230	55.14633	43.49959	6.71574	8.91762	18.68513	3.61456	1196.29621	-0.36053	45.84794	1.00000	8.69095	7.28005
10.18548	10.70720	51.82721	8.67200	8.43790	7.78668	36.82589	54.60259	9.89728	7.85067	29.13405	3.41982	1090.47480	107.60627		1.00000	9.75012	7.57710
10.15562	6.94545	23.15678	10.21487	8.46237	7.76902	37.99389	57.20048	7.30173	5.45767	13.56087		1051.56114	-81.24441	47.64805	1.00000	9.56089	9.05748
7.15832	10.04532	12.04161	9.33456	7.65820	7.46339	36.77837	27.95852	8.25338	10.01690	14.09792	2.35240	1106.91377	75.35927	49.81392	1.00000	7.37278	2.87976
9.54249	8.22615	-21.44345	10.38478	9.24143	8.74669	14.18605	50.90475	7.37759	6.79983	15.80769	7.60987	1138.85884	-65.71875	57.05251	1.00000	9.85464	5.57283
6.24556	8.71112	41.91886	9.73458	8.02883	9.53990	77.28284	44.23909	7.55931	5.54630	11.00003	3.00463	1084.98827	8.73812	58.78352	0.00000	8.14032	11.38421
4.99281	11.67115	25.49043	9.81796	9.05417	9.22817	72.61587	44.64750	7.69389	6.28002	16.01322	6.13697	1184.63335	85.94001	60.84565	1.00000	13.52673	8.83079
5.71920	9.32831	45.79377	10.98772	7.66148	8.66391	42.53187	49.19738	9.14730	8.94181	5.94274	2.11710	1128.27449	8.88104	50.47729	1.00000	7.57496	4.12090
7.02188	9.98407	17.54907	8.29724	8.41916	9.11110	33.76661	57.57515	8.45803	5.14918	12.67169	3.66050	1106.23588	82.85749	47.50467	1.00000	11.32487	8.11083
9.35242	10.70162	-20.88231	9.45265	8.46900	6.95541	48.93456	51.85943	7.66688	6.72078	11.01912	3.85971	1095.79779	55.4504	59.48006	1.00000	9.82757	6.03759
10.01325	10.35064	51.955	9.60884	9.31521	8.54815	59.54763	62.69066	7.73539	6.57475	-11.85369	7.68520	1172.70175	5.22778	50.94262	1.00000	11.77700	6.28891
9.53244	10.09202	54.90083	8.63992	8.40762	9.49342	29.55976	53.19448	7.25683	7.27080	11.25615	4.15111	1059.54084	38.07083	66.26963	1.00000	9.39780	6.97261
7.87542	8.67937	48.07667	9.85802		8.50775	52.41966	47.89853	6.95061	8.69977	16.63939	2.26390	1062.22513	8.64409	46.26824	0.00000	6.23447	3.57229
8.70439	10.07191	-11.78333	10.95838	8.11875	9.41307	23.79043	66.88720	9.53175	9.20793	-5.08665	2.89983	1171.89836	19.91667	48.60230	1.00000	8.18164	5.39619
4.21895	7.72853	43.16547	6.38643	8.77893	7.20048	59.20593	23.00017	6.78235	10.66785	12.44445	4.21435	1118.82325	-77.70066	35.62659	0.00000	6.77165	7.80066
10.59007	9.59389	45.75279	8.65515	8.75690	8.07850	25.61937	53.79105	6.42239	8.46799	23.56592	4.89495	1083.19655	130.57211	56.49187	1.00000	8.49529	10.62835
10.93414	10.58317	27.71809	5.64607	7.79168	8.43946	36.60898	40.09789	6.53383	7.54594	9.47587	2.14427	1050.10999	-82.35176	35.05217	0.00000	11.58481	8.83180
11.63060	9.77345	37.05944	9.87750	8.97184	8.96350	34.60406	54.46340	9.34681	9.63222	8.76298	6.01377	1096.53087	37.3825	56.22755	1.00000	9.38249	7.62540
8.45483	9.71928	19.64745	9.49661	10.33835	9.20250	29.27932	50.64898	6.66418	5.03175	-0.26726	19.69815	1132.46780	-102.04897	31.81426	1.00000	10.22883	5.61933
5.64884	9.26322	-12.91667	10.46270	9.13522	8.02955	33.25866	36.00848	8.71464	8.04727	1.96783	6.49187	1130.43510	-39.25	56.91071	1.00000	7.76953	7.79595
9.73971	10.60649	51.65	9.43957	7.43095	6.58942	60.20959	47.11629	8.28159	6.48291	13.00710	1.52996	1185.63976	-0.2	41.28104	1.00000	10.62862	9.08948
10.54716	9.16354	55.64776	10.15921	9.22232	8.04754	51.09044	40.96216	7.45855	8.16346	21.57952	6.91506	1078.91841	38.02486	54.73998	1.00000	9.70612	8.49293
5.72455	10.69188	43.50891	8.21722	8.50442	8.48645	11.09423	34.45260	8.32539	6.34113	20.95564	3.30410	1135.24865	16.43915	59.63532	1.00000	10.06082	7.49295
9.50478	11.18209	33.14447	7.95219	9.43887	8.12134	36.04962	47.94778	8.12859	8.15287	26.89850	8.25874	1138.96766	47.3799	40.20626	0.00000	10.86776	9.14883
7.68036	9.18211	51.14942	7.13527	6.89763	8.75470	67.04184	52.52833	8.30029	5.76654	14.15093	0.78830	1194.75920	15.00835	59.89669	1.00000	9.46679	7.59128
8.90305	10.07971	-20.88231	6.49718	8.60238	8.83406	38.09929	32.40987	9.37150	8.44074	22.08611	3.78266	1064.25131	55.4504	70.19776	0.00000	7.76118	8.03270
10.25976	7.65234	25.92493	7.39831	7.26016	7.81557	55.96578	42.20831	8.08203	7.29355	20.46797	1.92869	1113.52311	73.66633	41.29164	0.00000	10.08492	10.32544
4.24760	6.63057	50.8	7.37186	8.75095	8.39801	37.14688	58.75299	7.40860	9.57312	7.37434	5.00700	1087.66335	3.16667	77.22236	0.00000	5.67349	3.41152
5.25846	10.75053	44.85278	8.13727	10.12569	8.21070	44.35977	61.22756	7.39525	10.90300	15.09423	16.40096	1191.72190	65.50917	47.28200	0.00000	6.89779	8.82379
11.84127	8.73431	42.62833	10.40284	7.24547	6.97630	22.91928	40.71114	8.09726	9.43409	12.69542	1.64946	1162.83374	20.89389	56.78999	1.00000	9.89216	8.06731
10.50962	9.21610	29.38242	9.60620	7.97900	8.79254	51.81144	34.71857	7.88593	7.53668	14.96020	2.35281	1168.70401	70.91106	42.85006	1.00000	9.81287	8.24579
10.27017	8.64898	46.32313	9.92510	8.45955	8.55942	38.07317	48.69170	8.79935	7.67908	19.09373	3.42563	1169.66793	-0.45877	40.32183	1.00000	8.99811	6.87272
8.33508	9.96832	32.17629	8.84188	7.71358	8.10279	41.46555	58.90426	5.81140	8.55913	15.40696	2.31025	1177.49883	75.06583	50.25961	1.00000	10.50339	6.56814
6.31278	9.20013	43.83125	7.67636	9.06184	7.12381	24.84245	48.99285	7.79613	9.42118	23.74581	6.33472	1147.82248	5.03586	44.09858	0.00000	5.80396	5.99696
10.20994	12.10815	55.1904	10.37727	9.23602	7.14882	42.44201	63.13310	8.74517	8.05815	-2.27838	7.08538	1112.72202	30.2049	50.45774	1.00000	9.91699	6.44389
9.91288	7.61588	40.66482	9.57909	8.40302	9.46945	32.17073	36.37596	9.27442	7.64768	-3.00687	3.23391	1164.92838	122.22833	28.87033	1.00000	8.56227	7.50774
7.37210	8.18564	53.83333	9.87623	6.58687	10.94474	51.58151	56.06319	7.67288	3.98034	7.12928	0.87535	1144.04332	-2.98333	44.72396	1.00000	9.44634	5.74794
10.88297	6.58336	43.16547	5.89014	9.90855	8.62043	61.73461	62.10129	9.09350	5.78675	19.45863	13.04297	1193.51754	-77.70066	44.24636	0.00000	7.73260	7.19381
8.70503	9.38375	-26.22861	9.15760	7.06750	8.72115	51.35418	58.01143	8.87395	7.00884	10.70663	1.59382	1138.91717	-52.67056	30.59822	1.00000	11.01205	8.92943
5.89855	12.03619	-8.66667	11.55871	6.34437	7.45456	27.30435	69.41439	8.63372	10.04243	31.76017	0.78852	1054.23592	-35.71667	45.45515	1.00000	11.02339	4.87004
4.84363	9.44588	7.6	9.98799	7.63330	9.46061		40.55403	8.60877		-3.32370	1.57680	1112.31526	4.18333	61.19448	1.00000	10.92988	10.04737
9.36614	8.93289	-19.65	8.14118	7.74817	7.25001	48.89502	61.66609	7.78743	6.74037	17.80305	1.86299	1188.54376	47.31667	41.67653	0.00000	9.51757	10.15254
5.64915	9.60468	5.27247	11.39595	8.82531	6.73082	78.44449	46.77749	8.31498	5.78932	18.82748	5.23214	1076.58228	-3.59625	63.66472	1.00000	11.41638	9.32532
10.33498	9.41765	41.57721	10.79538	9.82888	8.43094	20.28113	49.37126	8.02998	7.39082	12.28359	12.10746	1194.39525	-93.71133	33.22568	1.00000	10.16119	6.50830
6.90839	9.05664	41.85059	11.14920	8.34567	8.04935	52.10273	62.52586	8.75979	5.91337	7.22723	3.27183	1078.38374	-87.882	54.58160	1.00000	10.17722	7.82392
6.40403	8.64825	38.10558	10.11085	8.67712	7.83748	33.58229	76.42103	8.30364	7.42339	27.57742	4.79575	1165.54998	-1.86343	62.78336	0.00000	7.07815	6.63805
7.60386	11.33665	33.35283	7.17632	9.92486	7.17495	35.37589	56.85715	9.15789	5.66369	23.18660	12.98760	1126.29525	-111.78903	73.99934	1.00000	7.99745	6.66380
10.33650	7.46970	40.93333	10.86416	9.69816	9.49033	27.41646	46.65832	7.08132	7.24741	12.44514	10.47505	1088.39598	73	61.64545	1.00000	9.71365	7.41891
9.87672	9.34197	48.52961	9.14049	7.99067	9.40985	40.26813	41.76760	8.61527	11.09703	1.30871	3.22163	1122.70421	12.16179	62.40568	1.00000	7.00875	4.58582
7.05008	10.80916	27.71809	9.05028	8.27608	6.87977	31.11251	52.40109	8.31154	6.69227	20.36508	3.37282	1109.85420	-82.35176	50.40827	0.00000	7.57759	11.46918
9.90218	10.67176	-10.91111	5.87961	7.28657	8.68268	50.98762	33.23129	9.40133	7.63125	19.17512	2.31049	1168.01894	-37.07167	79.13570	0.00000	9.66358	7.99501
9.83945	9.08200	8.35122	5.73591	8.42788	8.32712	54.07327	54.28210	7.74531	7.09281	7.29249	3.28034	1094.00572	-62.64102	68.28386	0.00000	7.55526	9.63218
10.36991	10.21038	46.23899	6.88911	7.26587	8.15981	27.09708	44.05135	8.30587	7.27878	5.27340	1.60184	1080.34283	-63.13414	60.54261	0.00000	7.04363	7.13728
8.34666	9.47665	60.97944	9.82320	8.63810	5.54970	44.73326	47.56574	7.13772	4.88673	19.28888	4.66622	1083.54866	76.92421	73.58899	1.00000	10.36067	6.69592
4.38526	9.35410	41.63976	7.12193	8.67492	7.40512	56.84512	38.31602	7.70421		19.17806	4.42585	1164.04677	2.35739	41.75811	0.00000	7.42164	6.86996
6.96011	10.14364	40.56754	7.14146	9.52322	8.24314	31.77099	47.62026	9.56230	10.11890	14.92031	8.74551	1191.83336	-89.64066	55.99676	0.00000	7.62060	8.74010
4.57057	11.67515	28.54944	8.21487	8.79763	8.07738	48.64768	61.00023	8.60853	6.16338	5.23600	4.46996	1179.77002	-81.77285	44.31419	1.00000	11.25684	6.55494
8.31986	9.53228	9.82564	7.19774	8.68292	8.40100	14.39737	59.79482	6.70586	8.38764	19.68689	3.95635	1053.64474	78.25795	52.52138	0.00000	6.24857	5.53690
