revision	code	QoS	latitude	station	longitude
10/04/2015, 00:00:00	CA	good	45.43341	Beaconsfield	-73.86586
2019/04/06	MN	accep	47.90771	Ulan Bator	106.88324
2020/06/06	RU	building	56.03361	Volokolamsk	35.96944
11/22/2019, 00:00:00	RS	accep	44.97639	Sremska Mitrovica	19.61222
08/17/2022, 00:00:00	HR	excellent	43.50891	Split	16.43915
10/12/2020, 00:00:00	PK	acceptable	30.29184	Qadirpur Ran	71.67164
2019-01-20	FR	excellent	48.79325	Fontenay-aux-Roses	2.29275
2018-01-16	IT	building	40.87329	Somma Vesuviana	14.43865
06/10/2020, 00:00:00	UG	good	2.41669	Paidha	30.98551
07 Jan 2019	IN	maitennce	9.82564	Tiruppuvanam	78.25795
2016-11-25	DE	good	50.09019	Hofheim am Taunus	8.4493
2016-08-18	IT	average	38.07789	Villabate	13.44275
05/25/2019, 00:00:00	TH	excellent	13.44581	Phanat Nikhom	101.18445
2017-12-15	CN	average	36.19278	Laiwu	117.65694
25 Mar 2013	KR	good	37.1759	T’aebaek	128.9889
2020-03-29	PK	good	30.76468	Kanganpur	74.12286
2022-06-26	ID	acceptable	-6.91806	Sukabumi	106.92667
2015-04-24	IN	excellent	25.92493	Sojat	73.66633
04/26/2015, 00:00:00	DE	maintenance	50.82709	Wesseling	6.9747
2018/05/30	BR	good	-17.74431	Caldas Novas	-48.62789
09/25/2022, 00:00:00	FR	accep	48.79325	Fontenay-aux-Roses	2.29275
09/20/2015, 00:00:00	AO	maintenance	-11.78333	Luena	19.91667
2012-10-10	MY	maintenance	1.6561	Kulai	103.6032
2020/06/11	US	good	44.99012	Keizer	-123.02621
2015/07/07	US	accep	33.95015	South Whittier	-118.03917
09/06/2022, 00:00:00	BE	excellent	51.12794	Temse	4.21372
30 Apr 2019	MY	maintenance	2.2139	Kampung Ayer Molek	102.3278
08/16/2018, 00:00:00	IR	excellent	33.14447	Darreh Shahr	47.3799
2017/11/09	BR	excellent	-21.205	Itaperuna	-41.88778
2018-01-26	IT	accep	44.59445	Castelfranco Emilia	11.04979
2021-08-19	IT	good	36.92574	Ragusa	14.72443
24 Oct 2021	CN	excellent	45.35	Shuangcheng	126.28333
2020/11/11	CA	average	46.23899	Charlottetown	-63.13414
12 Oct 2016	IT	accep	43.1122	Perugia	12.38878
2017-11-04	IN	good	23.1959	Kenda	86.51499
2017-11-13	RU	maintenance	51.4781	Kuvandyk	57.3552
05 Mar 2017	ID	accep	0.51667	Pekanbaru	101.44167
2019-05-03	DJ	average	11.15583	'Ali Sabieh	42.7125
2013/12/01	RU	excellent	42.819	Buynaksk	47.1192
03/21/2019, 00:00:00	NO	building	68.79833	Harstad	16.54165
2018-02-23	RU	accep	51.82721	Ulan-Ude	107.60627
2019/05/18	AU	average	-32.05251	Willetton	115.88782
07 Sep 2018	UA	building	47.56494	Voznesensk	31.33078
2022-07-17	PH	good	16.0438	Manaoag	120.4861
2022-05-05	RU	average	56.85836	Tver	35.90057
2020-10-20	FR	average	48.86667	Marly-le-Roi	2.08333
2022-09-06	US	good	41.16704	Bridgeport	-73.20483
08 May 2015	UG	accep	3.27833	Kitgum	32.88667
2013/12/27	CN	average	35.20889	Changzhi	111.73861
2014/01/15	US	excellent	45.16024	Lino Lakes	-93.08883
04 Aug 2021	GB	accep	51.35084	Devizes	-1.99421
31 Jan 2019	US	good	40.72371	Greenpoint	-73.95097
2020-12-15	JP	good	37.56667	Inawashiro	140.11667
2019-03-04	ID	good	-6.91806	Sukabumi	106.92667
07/14/2015, 00:00:00	LT	average	54.39635	Alytus	24.04142
2022/04/13	TR	excellent	37.31309	Mardin	40.74357
16 Aug 2019	BR	excellent	-8.05389	Recife	-34.88111
2020/11/14	PE	average	-11.94306	Chosica	-76.70944
2013-08-04	BR	good	-22.53722	Guapimirim	-42.98194
2016/06/28	US	good	42.97086	Port Huron	-82.42491
20 Oct 2012	NZ	accep	-44.39672	Timaru	171.25364
09/18/2017, 00:00:00	US	excellent	28.54944	Clermont	-81.77285
2018/09/08	IT	building	42.67164	Roseto degli Abruzzi	14.01481
30 May 2018	DE	building	48.78232	Stuttgart	9.17702
2020-08-07	KE	average	3.11988	Lodwar	35.59642
2016/09/05	RU	accep	54.84444	Kashira	38.16694
2013-08-11	ID	excellent	-7.0981	Randudongkal	109.3243
2017/08/31	IN	accep	34.08565	Srinagar	74.80555
2014-02-02	IL	good	32.05971	Ganei Tikva	34.8732
12/12/2014, 00:00:00	JP	accep	35	Komono	136.51667
23 Jan 2021	US	excellent	44.73941	Rosemount	-93.12577
04/28/2014, 00:00:00	US	excellent	38.91817	Front Royal	-78.19444
2015/12/21	EG	average	26.67319	Juhaynah	31.4976
14 May 2020	US	excellent	42.7392	Waverly	-84.62081
04/30/2016, 00:00:00	US	maintenance	40.93121	Yonkers	-73.89875
2017-12-23	IN	good	25.92127	Madhipura	86.79271
02/15/2017, 00:00:00	FR	average	45.73333	Bron	4.91667
2016-10-02	BR	good	-20.87306	Viradouro	-48.29694
2014/07/22	UA	good	47.56494	Voznesensk	31.33078
2020/10/10	US	average	34.25628	Leland	-78.04471
17 Jun 2014	PA	accep	9.15093	Chilibre	-79.62098
08/03/2016, 00:00:00	MM	accep	14.0823	Dawei	98.19151
16 Jan 2016	IN	good	20.88098	Parola	75.11937
2013/06/13	RU	building	54.39304	Bavly	53.26023
2020-02-14	KE	average	3.11988	Lodwar	35.59642
2019/01/28	CD	excellent	0.76755	Yangambi	24.43973
2017-01-10	US	good	28.54944	Clermont	-81.77285
2021-03-26	BR	excellent	-22.57306	Artur Nogueira	-47.1725
10 Apr 2021	IT	good	40.53123	Francavilla Fontana	17.58522
2017-12-18	DE	maintenance	51.20219	Radevormwald	7.36027
10 Jul 2019	RU	good	51.78771	Saraktash	56.36091
11/09/2016, 00:00:00	NG	good	10.61285	Biu	12.19458
2021-11-21	RU	accep	54.8421	Alatyr’	46.5813
2021/04/02	UA	accep	46.75451	Nova Kakhovka	33.34864
03/22/2013, 00:00:00	CN	average	35.20889	Changzhi	111.73861
2014/02/01	CU	excellent	23.04419	Jaruco	-82.00919
2018-04-11	PH	excellent	12.37169	Masbate	123.62494
2017/08/03	TH	excellent	6.25947	Tak Bai	102.05461
31 Dec 2018	US	accep	39.08367	Covington	-84.50855
2016/06/29	TW	maintenance	23.5654	Magong	119.58627
01 Aug 2013	CO	building	10.98778	Puerto Colombia	-74.95472
2020/07/08	RU	excellent	53.59782	Dyat’kovo	34.33825
22 Apr 2015	IT	good	45.39402	San Giuliano Milanese	9.29109
2014/10/26	CO	average	10.98778	Puerto Colombia	-74.95472
24 Oct 2015	DE	maitennce	48.06919	Gauting	11.37703
2014-12-22	ES	accep	38.96667	Gandia	-0.18333
17 Nov 2017	PS	average	31.78336	East Jerusalem	35.23388
2018-12-27	IT	good	42.67164	Roseto degli Abruzzi	14.01481
2014-11-14	AU	building	-33.75881	Baulkham Hills	150.99292
2017/05/23	CO	excellent	4.73245	Madrid	-74.26419
05/09/2013, 00:00:00	US	good	40.64621	Kensington	-73.97069
2017-06-04	DE	average	52.53048	Charlottenburg-Nord	13.29371
21 Aug 2020	IN	average	23.49668	Adra	86.68363
12/05/2013, 00:00:00	DE	excellent	48.49144	Reutlingen	9.20427
11/03/2018, 00:00:00	DE	building	48.35149	Hechingen	8.96317
2017/08/22	SD	accep	11.8659	Ar Ruseris	34.3869
2015/11/11	CN	average	37.19723	Tianfu	122.05228
2015-03-18	MX	average	17.06542	Oaxaca	-96.72365
2014/12/14	RU	excellent	56.85836	Tver	35.90057
2014-09-27	CN	excellent	27.85	Xiangtan	112.9
17 Feb 2015	ES	average	42.06166	Tudela	-1.60452
2017-06-28	EG	average	26.67319	Juhaynah	31.4976
2015/06/25	US	excellent	40.64621	Kensington	-73.97069
29 Mar 2018	PH	accep	14.95472	Baliuag	120.89694
04/01/2013, 00:00:00	ES	average	37.35813	San Juan de Aznalfarache	-6.03731
2016/11/22	US	building	41.9001	Taunton	-71.08977
30 Jan 2018	BR	excellent	-4.16694	Guaraciaba do Norte	-40.7475
2018/10/02	DE	excellent	48.52961	Landshut	12.16179
2016-10-22	FR	building	43.83125	Cavaillon	5.03586
01/26/2013, 00:00:00	RU	building	44.98901	Yablonovskiy	38.94324
2013-09-04	FR	good	48	Quimper	-4.1
31 Jan 2021	CN	excellent	46.51872	Hoxtolgay	86.00214
05 Jun 2020	US	excellent	42.30865	Canton	-83.48216
03/20/2021, 00:00:00	KR	good	36.20389	Nonsan	127.08472
2013-01-26	FR	accep	46.67535	Lons-le-Saunier	5.55575
2017/03/04	AR	building	-31.4488	Esperanza	-60.93173
16 Aug 2014	RU	excellent	57.97472	Valday	33.2525
2014/09/05	CZ	good	50.23271	Karlovy Vary	12.87117
19 Oct 2020	UA	good	51.67822	Hlukhiv	33.9162
29 Feb 2016	TH	excellent	8.43333	Nakhon Si Thammarat	99.96667
2013-04-25	RU	accep	54.39304	Bavly	53.26023
01 Jun 2019	GB	accep	52.68333	East Dereham	0.93333
2022-04-25	RU	maintenance	61.78491	Petrozavodsk	34.34691
2017/12/09	AM	good	40.49748	Hrazdan	44.7662
2017/10/13	US	maintenance	26.68451	Belle Glade	-80.66756
2021-01-18	BR	excellent	-3.20333	Altamira	-52.20639
10/01/2013, 00:00:00	US	accep	39.57582	Ken Caryl	-105.11221
2018-09-09	FR	good	41.91886	Ajaccio	8.73812
01/06/2020, 00:00:00	RU	building	54.03876	Kovylkino	43.91385
2022/07/03	DE	accep	48.06919	Gauting	11.37703
12/09/2019, 00:00:00	US	building	42.4251	Malden	-71.06616
29 Dec 2021	PH	accep	6.95194	Recodo	121.96361
2021/01/21	RU	accep	54.84444	Kashira	38.16694
2019/03/10	IN	average	23.1959	Kenda	86.51499
12/01/2020, 00:00:00	MX	good	19.8173	Teziutlan	-97.35992
17 Sep 2020	GB	excellent	51.84819	Walton-on-the-Naze	1.26738
11/25/2019, 00:00:00	CU	average	20.14298	Media Luna	-77.43532
2020/11/01	HN	good	15.48131	Olanchito	-86.57415
12/27/2015, 00:00:00	DE	maintenance	48.07667	Trossingen	8.64409
09/01/2013, 00:00:00	ES	accep	38.38479	Novelda	-0.76773
2016-04-07	IT	good	45.78071	Portogruaro	12.84052
2019-08-07	MX	good	19.64745	Paracho de Verduzco	-102.04897
2020-06-30	US	building	42.93369	Keene	-72.27814
12/21/2013, 00:00:00	US	average	40.63316	Port Richmond	-74.13653
06 May 2018	BR	excellent	-8.76194	Porto Velho	-63.90389
06/28/2015, 00:00:00	CN	accep	24.28859	Meizhou	116.11768
01 Apr 2022	RU	average	58.04254	Tavda	65.27258
2013/08/18	RU	good	65.93381	Aykhal	111.4834
2016/12/14	DE	excellent	50.9803	Weimar	11.32903
10 Mar 2018	DE	building	50.72043	Rudolstadt	11.34046
26 Feb 2014	US	good	40.57788	Brighton Beach	-73.95958
13 May 2017	DE	accep	52.86147	Walsrode	9.5926
2022-06-25	US	average	36.20829	Pahrump	-115.98391
2013/10/12	NG	good	11.86064	Gaya	9.0027
12/07/2018, 00:00:00	CO	good	8.79577	San Carlos	-75.69947
2018/04/21	GB	excellent	51.65	Barnet	-0.2
12/05/2019, 00:00:00	PG	maintenance	-5.85746	Mount Hagen	144.23058
2020/12/19	CD	good	0.49113	Beni	29.47306
27 May 2014	CF	average	4.94273	Carnot	15.87735
2017-09-16	BR	excellent	-22.45667	Santa Gertrudes	-47.53028
2020/01/05	DE	building	50.23019	Karben	8.77155
05/10/2021, 00:00:00	IN	maintenance	10.12268	Periyakulam	77.54372
2015/08/01	DK	building	55.67938	Frederiksberg	12.53463
2017-05-25	NL	maintenance	52.71083	Emmeloord	5.74861
15 Jun 2014	FR	excellent	44.92801	Valence	4.8951
2020-09-03	PA	average	9.15093	Chilibre	-79.62098
2017/12/03	US	excellent	47.92526	Grand Forks	-97.03285
12/15/2015, 00:00:00	IR	maintenance	35.6803	Shahre Jadide Andisheh	51.0193
09 Jun 2019	BR	accep	-8.05389	Recife	-34.88111
31 Oct 2013	DE	excellent	52.86147	Walsrode	9.5926
23 Dec 2020	GB	good	55.82737	Viewpark	-4.0573
24 Mar 2014	AM	average	40.49748	Hrazdan	44.7662
2016/07/27	FI	maintenance	65.84811	Tornio	24.14662
09/09/2017, 00:00:00	DE	accep	48.28259	Ehingen	9.72749
24 Jul 2014	IT	excellent	44.59445	Castelfranco Emilia	11.04979
2014-12-15	JM	maintenance	18.00747	New Kingston	-76.78319
22 Feb 2014	CN	good	40.66482	Yingkou	122.22833
2022/09/05	CD	maintenance	-8.73508	Kamina	24.99798
2020-03-03	UA	accep	49.65186	Krasyliv	26.97253
2017-03-31	CN	building	41.27194	Liaoyang	123.17306
2021-12-05	PK	maintenance	31.71667	Sangla Hill	73.38333
2021-05-26	BO	excellent	-21.44345	Tupiza	-65.71875
28 Dec 2017	IN	excellent	24.81757	Rafiganj	84.63445
2013/01/14	KG	excellent	40.93333	Jalal-Abad	73
05/29/2016, 00:00:00	US	maintenance	40.93121	Yonkers	-73.89875
15 Jun 2013	FR	excellent	45.51667	Vienne	4.86667
2013/04/06	CN	average	41.27194	Liaoyang	123.17306
05/26/2019, 00:00:00	MY	good	5.4709	Batu Feringgi	100.24529
2014-02-09	RE	building	-20.88231	Saint-Denis	55.4504
11/05/2012, 00:00:00	DE	building	48.21644	Albstadt	9.02596
2016-05-16	CA	accep	46.23899	Charlottetown	-63.13414
2017/08/27	NI	building	13.48082	Somoto	-86.58208
2020-04-29	US	maintenance	43.16547	Gates-North Gates	-77.70066
2018-01-02	CN	good	24.28859	Meizhou	116.11768
2018-07-02	ZA	building	-26.93366	Standerton	29.24152
27 Feb 2016	UG	average	3.02013	Arua	30.91105
08/28/2019, 00:00:00	BR	accep	-22.53722	Guapimirim	-42.98194
09 Nov 2015	DE	good	50.23805	Nidderau	8.86704
07/24/2019, 00:00:00	DE	excellent	49.03685	Bretten	8.70745
2019-03-14	IN	excellent	25.13915	Sheoganj	73.06784
2016/01/21	PT	good	37.74615	Ponta Delgada	-25.66689
29 Jan 2018	BR	maintenance	-4.42472	Pedro II	-41.45861
