O3	SO2	PRES	PAHs	C2H3NO5	H2CO	longitude	warning	CFCs	latitude	CH4	TEMP	PM10	NH3	NOx	Pb	PM2.5	CO
7.49380	7.88150	1073.98626	6.56003	1.73722	13.11471	77.5609	1.00000	66.17685	11.00599	10.09684	28.48492	6.08663	12.74046	8.22218	62.77792	6.76551	8.09585
5.43786	8.66178	1103.65119	4.88099	7.10569	46.17108	19.61222	0.00000	57.63417	44.97639	3.87737	15.02047	8.82561	9.08644	7.95586	62.80122	6.54379	3.11782
7.08190	6.82601	1121.42708	8.76366	4.73396	67.68593	98.6738	1.00000	50.26559	3.7278	4.73579	-2.49402	8.28676	6.89410	8.26458	48.52311	5.86294	8.61558
4.70187	8.54107	1124.59711	8.74095	3.38414	52.60283	-77.43532	1.00000	52.38081	20.14298	9.86982	11.54997	8.04782	9.46701	8.50555	57.35204	8.97261	4.60329
5.61272	8.94694	1154.01045	6.57338	6.89469	28.95010	-5.22126	1.00000	54.54708	33.43443	11.11640	15.90239	8.81530	9.60096	7.03414	60.06136	5.80954	8.13622
5.32805	9.47117	1069.75526	9.66099		52.20871	3.1631	1.00000	64.09647	41.91738	7.38832	7.05047	5.71652	6.57450	7.99071	70.06802	10.04385	6.42850
5.80149	9.27436	1086.96911	8.03631	3.50015	35.75213	-99.32556	1.00000	66.26468	19.32889	9.03333	18.49784	7.32732	8.32889	8.28244	57.89532	9.63567	5.75703
5.51715	9.44834	1181.81605	7.58084	2.61130	41.76816	16.91667	1.00000	39.12376	-21.98333	11.27599	5.90385	7.63381	7.88143	7.02988	42.98147	7.05727	5.31039
6.41204	11.05953	1061.67509	6.94897	1.19867	57.39179	30.96755	1.00000	41.60115	49.07866	5.00700	20.67786	5.69682	8.43642	6.20513	37.42624	5.50415	6.77728
5.26392	8.37274	1107.68205	8.06073	2.35635	41.86202	117.27583	1.00000	62.80172	35.64889	9.91057	21.24161	7.60284	10.05547	8.46025	27.00939	7.97739	5.37775
6.26952	9.90990	1194.39767	8.67771	0.63070	48.76004	24.14662	1.00000	46.03305	65.84811	5.49475	6.20907	6.21193	7.72853	8.15905	35.80092	6.44852	5.79052
5.69550	6.76611	1141.73160	8.09425	1.89198	48.58095	122.08333	0.00000	36.92282	46.08333	7.71201	11.08356	6.81440	9.18150	7.45757	40.88413	6.55299	5.79728
6.51516	9.82608	1103.43119	6.48594	4.54134	69.67989	3.50309	1.00000	72.02826	34.15429	5.42541	31.43983	8.19913	7.87126	8.63504	40.92501	6.20643	6.51992
6.99198	7.51314	1126.62372	7.81622	2.19526	61.49704	-117.71978	1.00000	57.54434	34.09668	6.40353	8.58488	7.16121	6.77386	7.63406	38.56971	5.95414	8.16511
6.66743	8.97934	1166.94863	8.65779	6.93669	64.48513	-79.00453	1.00000	26.48742	-2.90055	10.28017	4.80731	8.84975	11.26033	7.08656	58.74441	8.81021	5.67448
7.88343	8.07009	1055.77210	8.06678	2.00704	51.67764	-72.47417	1.00000	52.69550	7.83389	6.61997	15.61343	7.13990	5.77207	6.42050	52.29715	7.60242	6.17507
6.09283	9.32317	1151.52364	7.54387	2.11742	45.02299	7.11393	1.00000	50.69217	51.08468	7.43553	23.04247	7.09958	6.98592	8.87845	44.87178	6.37063	6.11872
7.41958	8.19857	1190.36800	6.02799	3.84710	29.80827	-111.99633	1.00000	35.52969	40.65995	6.12867	18.60635	7.98565	9.16969	9.37925	80.14431	10.43762	8.59844
5.13720	7.15395	1058.74995	7.26296	4.72253	50.65505	8.86374	1.00000	48.99055	44.89784	9.27346	-4.18629	8.42486	11.73021	6.33161	68.27833	6.50373	6.60676
9.38216	6.19676	1114.77351	8.21232	2.69057	44.03513	-74.07764	0.00000	50.25344	40.72816	6.86004	7.11527	7.41415	6.12531	6.92089	31.42604	8.62861	8.95416
5.34303	8.12526	1197.54355	7.86631	2.43936	52.21930	24.04142	1.00000	59.97352	54.39635	9.05231	-0.34809	7.57370	5.36216	7.44733	51.60835	6.07398	6.57424
4.04630	10.12108	1198.03598	6.87436	3.65956	39.03264	49.62251	1.00000	43.36583	27.0174	7.40177	19.69039	7.67066	6.27340	8.01754	36.69357	4.41282	5.52472
5.49672	7.26413	1123.47494	6.93383	8.14752	47.09172	-1.48119	0.00000	76.41682	53.0233	6.02167	8.44821	9.04453	9.16267	6.22541	54.46431	5.84132	4.24130
7.78480	5.91794	1070.33704	7.03234	2.45567		2.44892	0.00000	44.58477	48.98693	7.29614	16.79347		5.35612	7.33789	27.00058	5.57221	4.96934
9.77205	9.17853	1186.66493	7.25280	4.35377	48.81228	18.28333	0.00000	19.08342	59.33333	9.88923	21.28452	7.93307	11.10313	7.65130		8.59243	7.71999
5.96313	9.53219	1071.91344	7.99849	3.97171	73.78244	-77.55777	1.00000	46.14555	37.52487	6.43620	20.70566	8.28934	5.47446	7.82490	42.34880	6.09423	6.02472
7.23207	8.26789	1119.63273	7.85750	1.31162	51.56497	29.24152	1.00000	32.47681	-26.93366	8.85462	19.64955	7.13798	9.98372	7.91452	49.59569	8.08686	8.80848
4.23206	9.96416	1055.57974	7.48794	4.76141	54.02997	88.18466	1.00000	58.04336	22.19303	8.84717	25.67653	8.19074	5.36443	9.15339	47.06475	4.33138	6.24893
6.64059	8.28342	1102.79116	6.65710	2.54299	41.94745	-89.10944	1.00000	47.40410	13.70167	6.82306	11.65805	7.66715	5.38483	5.77550	49.03274	6.71002	6.42097
5.90073	9.56903	1142.36349	6.77801	2.35751	26.08419	73.97117	1.00000	60.15283	31.96258	6.04314	17.97914	7.45043	6.62514	6.80897	33.81247	5.82382	6.00227
5.88537	10.17535	1071.65956	7.71114	3.31778	38.38621	36.7138	1.00000	53.79049	35.95664	8.19671	-10.43839	7.86611	5.56337	8.31772	64.22806	9.45219	8.12344
8.02931	8.71672	1197.91317	7.95336	7.20093	45.13841	-58.44417	0.00000	48.02211	-3.14306	7.08771	15.84833	8.95280	6.24841	7.12034	43.53754	3.90800	4.49370
4.64173	9.38030	1151.12918	7.27956	2.48454	63.11623	103.81667	1.00000	37.41020	1.6	9.10835	18.91567	7.12369	7.49589	7.62655	40.33615	8.11487	5.41124
7.20095	8.64328	1140.36207	6.04631	5.71296	58.64488	46.04833	1.00000	62.90703	51.40944	6.35068	-2.75730	8.65350	6.93568	8.04059	50.07952	6.63635	6.87752
6.86765	8.94513	1154.88685	7.72393	2.51974	35.66851	-84.62081	1.00000	48.03423	42.7392	4.59252	14.66965	7.52807	7.54861	7.28885	47.93468	6.48658	6.09768
7.11480	7.67817	1190.58899	7.70147	6.12525	57.10469	28.19028	0.00000	25.64436	59.37722	10.55986	9.60237	8.72184	5.36716	8.59949	44.84366	6.08138	5.18093
8.22872	8.28520	1092.69066	6.35323	0.93691	77.16259	-87.66561	1.00000	33.72976	41.8542	8.14286	6.13588	5.46246	8.98050	7.38096	45.36335	8.09133	9.02791
7.76470	9.64160	1133.59198	7.64564	2.30203	48.09429	4.07601	1.00000	34.17220	50.88506	3.35987	25.03285	7.56321	7.89796	8.69513	51.74982	7.08307	6.29638
7.84696	8.16646	1172.66855	7.48811	1.32987	51.31221	117.27583	0.00000	19.22060	35.64889	7.19380	-13.05878	5.65510	9.26410	7.64916	49.95963	6.62072	6.31591
5.58038	9.57252	1153.53372	7.63205	2.85527	49.69986	13.63617	1.00000	37.49275	50.50301	8.89009	9.17272	7.45528	7.24159	6.27387	56.64340	9.93561	3.49126
6.15474	7.01816	1188.62315	7.02972	1.86640	41.54740	34.11169	0.00000	54.25739	0.46005	5.06945	23.58181	6.59277	9.19058	9.35852	54.90390	6.33907	4.95449
7.13899	4.30028	1053.16141	6.69910	3.51100	47.10990	-85.76942	0.00000	59.95056	39.78504	8.74282	9.73479	7.84275	8.11883	8.20234	69.56288	8.42065	6.37662
5.38754	5.00340	1091.36993	7.34174	4.84433	40.39911	-8.53778	0.00000	54.54372	7.57944	6.40497	28.67394	8.45900	8.97845	7.43571	28.86444	3.67191	5.83875
5.42303	5.95873	1147.24061	7.14792	2.71776	59.30461	11.34046	0.00000	50.17944	50.72043	7.89540	3.21844	7.08789	6.22191	8.73492	63.89820	4.97359	6.21218
4.69092	10.28633	1152.79043	6.40821	3.91715	52.62034	128.9889	1.00000	46.55730	37.1759	11.01907	18.70504	7.83352	8.30018	7.17084	62.61868	8.18567	5.69363
7.01567	6.22255	1099.46284	8.69099	8.91306	36.57644	34.11169	0.00000	50.72191	0.46005	7.97732	6.30311	9.13419	6.66369	7.51180	53.79916	8.57052	8.02723
6.83838	7.87878	1124.62103	6.97207	2.54873	73.71922	104.09701	1.00000	49.77898	-1.26424	8.06082	5.21463	6.39682	9.96133	8.78390	32.19586	8.69984	7.11841
8.50237	8.16834	1112.33117	9.51151	1.69767	46.41775	89.20083	1.00000	45.35958	55.54028	7.42631	-5.55208	5.69650	8.46055	7.00642	43.58169	11.24354	7.15110
4.80949	10.26527	1108.63769	8.58469	1.99799	39.17641	29.00974	1.00000	58.21157	-24.19436	9.67639	8.28296	6.56780	4.19457	6.86737	32.25522	6.52630	4.09778
6.65170	6.24080	1121.86076	8.15897	9.73422	45.95637	-2.12139	1.00000	44.89518	52.48173	7.37882	20.44714	9.19082	10.78449	7.81088	34.18238	7.60306	7.51256
6.41317	10.01196	1125.98037	6.52290	2.39674	78.86328	11.32903	0.00000	50.80279	50.9803	9.33925	28.38610	7.29041	5.86763	5.73413	62.01189	3.68926	7.73219
5.76882	7.55999	1144.64213	8.48597	4.07555	66.88758	2.44892	1.00000	64.26221	48.98693		13.15390	8.10034	10.59326	8.15407	51.31562	6.29143	7.58134
5.03335	4.83516	1159.13682	8.29933	1.04953	23.74185	98.6738	0.00000	41.04579	3.7278	7.96639	-11.02563	6.81890	6.30083	8.22207	48.30186	6.46791	6.01621
8.54713	8.87716	1051.99246	6.76138	1.79281	44.04668	8.96317	1.00000	55.55279	48.35149	7.10191	6.51107	7.35433	6.07844	7.43211	63.52240	11.11114	7.44762
6.99871	8.98768	1173.47700	6.08451	3.28469	54.97867	-1.48119	0.00000	64.98266	53.0233	6.64872	27.71097	7.75140	10.80730	6.01710	46.24052	6.82968	3.73463
5.58148	6.66063	1073.97814	7.14219	2.24606	50.62655	102.56365	0.00000	37.05093	13.65805	7.21947	22.32961	7.43926	8.98008	8.93706	61.02827	6.14394	5.37116
5.90822	6.30602	1188.37759	7.34036	1.26477	42.20638	38.01667	0.00000	36.18270	-5.41667	5.53486	7.68033	6.62235	7.28263	7.60626	46.40278	8.76259	6.10500
6.36300	6.30162	1112.31266	8.93878	11.67107	37.36609	-84.62081	0.00000	71.10945	42.7392	8.14578	4.87089	9.43892	8.99648	8.12692	37.95338	6.77413	6.23722
5.80834	8.42587	1106.51700	7.41152	3.43271	32.90120	40.17171	1.00000	39.50520	58.1908	6.83822	0.11313	8.02019	7.38549	6.87587	47.22790	4.94536	8.01060
4.87041	5.36056	1088.47005	5.98902	1.79977	44.71034	13.39954	0.00000	66.92503	43.62558	4.03013	21.30441	6.61648	8.51409	7.89904	55.03596	6.23494	6.33744
6.04479	5.10843	1126.73389	7.44222	7.31815	62.33756	16.4	0.00000	72.71822	48.25	9.57441	18.98053	8.94698	6.12593	8.49173	52.70875	7.22533	8.45167
5.64561	5.72238	1133.57061	8.35372	5.58486	50.30564	88.18466	0.00000	28.09532	22.19303	6.33631	3.58472	8.62245	10.18766	8.60333	53.17378	6.92707	6.50424
5.87918	7.57377	1173.19032	7.87133	1.50077	53.25627	100.48528	0.00000	50.90110	14.37395	3.89742	14.13064	5.62244	9.98175	7.12048	56.39072	6.33883	4.84136
8.34219	8.84153	1173.58106	7.25919	1.96160	37.28567	13.39954	1.00000	30.18289	43.62558	3.18573	13.82560	7.11224	7.85828	8.72958	51.18348	7.52099	6.54294
6.67507	3.79333	1183.14606	7.54291	4.29471	54.75453	78.40102	0.00000	49.81691	27.9247	7.22500	3.16993	8.46673	7.03313	8.91145	60.96398	7.21387	9.47825
5.71940	9.54308	1059.18338	9.62200	2.94794	47.94089	8.51667	1.00000	38.59661	51.88333	7.22080	24.62243	7.91194	6.77593	8.42671	51.76905	5.17166	6.66144
5.80464	9.64842	1094.64667	7.52728	1.98493	44.64944	-85.76942	1.00000	54.81065	39.78504	11.47885	0.00912	6.74771	8.85036	8.50208	44.15662	7.42664	5.02804
5.94015	9.36291	1182.19604	7.17303	1.90982	60.20678	-82.61573	1.00000	59.77806	41.24255	10.34490	11.55299	7.28802	7.68061	8.29307	61.26104	8.13119	4.71900
5.66342	10.12646	1066.77023	8.41616	10.08817	39.83271	-111.78903	1.00000	38.85563	33.35283	5.75129	32.45273	9.28008	5.48102	8.56910	23.01391	6.34473	4.45535
4.64055	9.69252	1080.15930	7.78980	1.83505	61.93477	-98.11889	1.00000	62.92943	19.04222	7.29581	8.48980	6.76490	5.28860	9.36793	75.37336	9.58633	7.63836
7.51162	8.05135	1185.71221	8.37949	3.10961	42.89771	-75.87877	0.00000	51.27539	5.6561	6.90020	19.56737	7.71416	10.72411	7.62372	25.64244	6.45073	5.62224
4.51096	3.89047	1055.86195	6.00060	7.74030	34.00281	-3.05814	0.00000	64.32666	53.00974	5.78288	5.92506	8.97469	6.87959	8.86383	53.09142	6.34298	9.63440
7.12215	6.04457	1127.59923	6.61996	1.86678	42.92539	119.58627	0.00000	45.70130	23.5654	7.28487	17.22776	7.43423	6.37561	6.83084	59.02760	6.49662	6.34779
5.88886	6.27887	1193.12684	9.47506	4.41601	71.49351	-97.92977	0.00000	43.28057	38.06084	9.59321	21.57461	8.07982	6.53513	6.83780	30.57024	6.65639	6.71363
5.18735	9.16968	1173.90562	10.00472	3.91700	49.44819	38.12408	1.00000	22.22244	53.77166	6.75218	15.23495	8.12880	4.86869	6.84118	52.25433	6.00468	5.72018
5.82585	9.70539	1192.82440	7.79409	1.59850	35.78255	117.27583	1.00000	34.56673	35.64889	6.92333	8.55674	6.51904		6.63980	24.30567	6.02000	5.63308
6.49602	4.44149	1139.23448	6.46141	2.28299	45.53013	71.52847	0.00000	45.30055	32.57756	7.33137	18.96362	7.19701	5.81709	6.58483	34.69962	7.14558	9.66033
4.79857	6.89148	1158.82493	9.40001	1.54659	53.42541	76.0586	0.00000	63.19196	16.06213	5.14864	14.46876	6.78880	11.60837	6.67934	51.05202	4.85574	3.03613
6.59155	8.81552	1122.13259	8.41138	2.29687	44.34348	18.28333	1.00000	40.75463	59.33333	5.71368	10.51793	6.74894	6.36717	9.13799	29.49917	6.54192	6.54864
4.99362	9.93977	1136.88998	5.98765	3.35748	65.44060	16.50104	0.00000	54.34274	41.24264	9.97263	4.37247	7.85313	6.49736	6.37210	37.82637	9.21202	4.66571
7.57706	8.14813	1190.00806	7.47994	1.82419	79.29168	-74.95472	0.00000	44.22566	10.98778	6.66745	22.44733	6.79158	9.65995	8.78225	41.33970	8.25914	6.01006
7.53099	10.53275	1093.17387	6.96662	2.33303	43.01728	29.91582	1.00000	43.37472	31.20176	8.77435	25.96062	7.17000	8.16565	6.93762	61.17887	10.21810	6.82177
7.08993	7.81069	1131.31343	9.56066	8.99509	53.98863	36.7138	1.00000	60.61569	35.95664	5.20760	23.46219	9.16637	6.48140	6.59287	40.61581	6.83083	
6.68420	7.47808	1191.14898	8.19007	2.98972	44.81291	-73.02841	1.00000	66.73213	-36.9256	8.62960	-0.58041	7.35370	11.23036	9.08863	27.33558	9.06873	6.86340
5.27921	8.52761	1177.60918	8.46101	11.78015	66.17272	6.92917	1.00000	60.06237	52.31333	8.41720	1.94885	9.37305	7.71161	8.44597	44.32148	9.69944	5.46321
6.05798	7.39564	1103.38311	7.45871	6.37943	42.54333	46.04833	0.00000	38.34672	51.40944	5.54273	19.24460	8.71479	8.88335	6.55336	31.35915	6.62704	5.37730
5.57055	6.44614	1125.63658	7.49586	2.09536	46.04719	73.38333	0.00000	50.14749	31.71667	6.98568	15.05302	7.28255	9.42644	7.99817	47.70417	6.72974	4.62885
6.74058	10.49108	1054.89154	6.67968	1.62193	55.86289	-5.22126	1.00000	39.96340	33.43443	6.05487	19.25854	5.67635	6.19762	8.64241	60.39121	7.62299	5.30880
7.68575	6.60494	1067.11291	9.34629	1.61857	53.54373	98.50893	1.00000	66.50415	16.68911	5.22803	20.57290	6.76431	6.12705	8.27398	27.87395	6.79519	7.14315
7.17296	9.22561	1060.46747	8.06659	25.60891	57.87343	24.6522	0.00000	41.12995	60.2052	7.30921	38.97999	10.26143	5.22419	8.71421	41.87446	3.87517	6.12282
4.77284	10.32566	1192.26340	8.13114	1.54087	37.10270	-95.44744	1.00000	54.84419	29.53885	10.26871	14.58345	5.93721	6.89035	7.83297	47.39162	8.35298	6.22045
7.23979	4.90217	1117.07749	7.66332	7.67823	63.19410	37.99117	0.00000	27.87965	44.92934	6.90130	4.60567	9.01559	8.45233	7.22893	51.44808	5.79058	8.03841
3.46590	4.38978	1107.44489	7.42277	3.55987	59.80088	37.99117	0.00000	68.59599	44.92934	4.28697	4.84394	7.98093	7.58837	7.26367	74.99594	5.20752	6.43481
6.50004	7.36608	1177.14248	6.47080	2.78903	50.98505	38.07083	0.00000	37.56824	54.90083	5.65525	11.55002	7.52295	10.30177	9.07596	47.38205	5.68038	4.65868
5.60232	6.66033	1180.19727	7.94906	2.60557	67.57705	77.70636	0.00000	38.24775	28.98002	9.61480	23.44685	7.42063	6.29532	8.12385	38.72657	6.16930	8.31225
5.48142	7.41474	1194.81341	7.56171	5.11724	51.30380	-84.20299	1.00000	73.66075	39.43534	7.48196	0.77817	8.57014	9.97857	8.76156	52.34516	10.35179	4.06278
6.43991	9.62116	1168.57171	7.61779	4.57893	33.56777	-74.01042	1.00000	46.69587	41.50343	11.31317	18.01166	8.12142	10.73525	7.96948	34.88269	7.05280	6.37645
5.92320	5.89866	1054.05567	8.65492	2.69187	45.99172	41.77921	0.00000	51.60355	41.82143	7.04054	5.75263	7.88479	8.83861	7.95201	66.68518	6.29967	6.22160
4.78231	5.09746	1106.62163	6.74458	4.64271	61.50417	119.58627	0.00000	47.38680	23.5654	8.62262	5.59947	8.30372	5.61324	7.94822	52.66758	5.49521	7.00229
5.69092	5.06886	1113.94389	6.88562	4.50862	63.14866	-71.06616	1.00000	57.38601	42.4251	7.88228	39.20908	8.09911	4.92466	8.88700	49.68966	5.60206	8.63724
5.30824	7.28102	1195.41659	7.84907	3.10073	26.86907	44.53333	1.00000	58.50867	-22.9	5.14645	23.01525	6.88151	5.99056	8.38287	41.95953	5.34928	8.29562
6.52576	10.03937	1163.37325	7.63338	7.50324	54.80423	68.49143	1.00000	49.00644	25.80565	9.98732	17.68366	8.90633	7.38238	6.89769	62.75834	8.89579	5.81823
5.55785	11.80130	1102.87801	7.40048	4.13812	51.91006	-74.95472	1.00000	68.08793	10.98778	7.56757	17.78726	8.27145	6.67154	5.10871	58.56534	6.23383	4.30595
6.20058	9.44998	1080.34179	7.87619	3.91186	52.35089	-71.05977	1.00000	67.56582	42.35843	5.73319	-3.10602	8.12085	5.39468	8.31537	24.52596	6.79756	5.49731
5.38198	6.34171	1134.86898	7.75149	3.45503	43.80465	89.20083	0.00000	30.21502	55.54028	3.31453	11.23132	7.86778	8.27293	8.31938	39.68147	5.20688	5.26958
8.42781	9.41536	1152.93740	9.07679	5.59265	56.42942	-1.05366	1.00000	51.39782	43.71032	8.81681	26.67663	8.50716	8.94648	6.48505	51.67150	9.89547	6.01553
4.34983	9.96690	1153.22230	6.68061	5.96144	61.66917	9.22796	1.00000	46.12960	48.46458	8.47885	20.57800	8.59258	5.28615	6.33045	39.44100	5.66350	4.66049
6.23307	10.00348	1145.25586	7.56012	4.12763	64.34844	1.33467	1.00000	45.35605	43.61058	6.00840	4.11775	8.10856	7.36103	9.38303	67.27734	6.66521	5.79339
6.17737	4.44278	1197.07527	8.33895	1.03586	50.54317	-77.43532	0.00000	52.34687	20.14298	5.33579	15.24629	6.27914	8.42120	9.14631	60.32929	5.44298	6.78696
4.13937	5.66125	1113.45041	6.00443	2.57979	60.65198	34.4587	0.00000	50.65835	-13.7804	6.27058	30.01880	7.42046	7.36454	8.36263		3.68911	6.57248
9.18088	6.30432	1135.13612	5.83817	3.85833	42.84033	18.30056	1.00000	39.42276	50.5107	8.12274	-5.54996	8.25283	12.43989	7.87538	68.66848	9.77303	4.81924
6.23729	7.72152	1127.81418	8.30553	2.82009	37.82597	-103.5687	1.00000	55.60175	20.22816	6.44637	35.33840	7.34537	7.81692	5.89218	46.12955	10.62903	5.29816
5.94321	7.88033	1154.69059	8.80896	9.50749	47.97713	103.6032	1.00000	66.17702	1.6561	8.35040	9.77506	9.25236	11.62489	6.47469	76.32777	9.42110	3.94058
4.26852	6.11219	1129.25435	7.26734	6.35507	55.66409	146.05093	0.00000	60.80004	-34.28853	6.25877	13.21822	8.70312	9.24634	5.82313	38.27663	5.40380	5.42425
6.89706	10.63851	1116.83412	9.18952	4.83713	48.85146	128.62667	1.00000	58.63868	34.8825	6.24852	17.81209	8.40700	6.84465	7.81415	36.67862	7.74358	4.26296
5.68854		1138.91040	5.73516	2.01827	26.78474	-82.61573	0.00000	69.03479	41.24255	9.20365	10.40725	7.03987	6.22420	8.48131	55.47983	7.52987	5.73533
7.82256	5.43954	1090.69190	7.76263	1.88052	29.67851	139.6853	0.00000	36.36521	35.815	7.22227	48.63812	6.67273	7.92669	7.43763	61.11312	6.48610	8.22472
6.89898	6.84792	1176.84814	7.68732	7.23632	50.47850	37.56667	0.00000	61.72506	55.85	9.48065	19.76450	8.80849	5.76449	8.80097	40.65235	6.70115	7.11775
7.42991	7.79680	1073.20122	6.71814	5.35523	48.00010	-2.58736	1.00000	57.31919	56.56317	5.32384	11.46647	8.58009	8.25175	7.67887	74.25525	6.47835	8.49723
4.92486	4.68717	1059.67068	7.73553	7.45145	45.15774	-87.93341	0.00000	47.70142	42.55308	6.86297	18.60765	8.94267	8.08246	6.43258	48.16625	6.68849	6.98546
6.19913	8.23034	1127.93731	6.56377	5.11850	58.66089	105.75635	1.00000	49.87896	10.29085	5.17770	1.63047	8.51405	6.37157	7.90161	60.02916	5.85845	7.74628
7.13107	5.14443	1076.21058	7.18922	3.34568	41.10014	77.656	0.00000	57.56564	28.71271	6.58108	11.63642	7.78353	7.09843	5.46881	39.80430	7.71601	9.62480
8.40371	7.65851	1062.42686	8.15022	2.76852	40.00820	122.9666	1.00000	45.91039	10.7375	7.71134	23.45175	7.29008	13.01518	6.82311	18.15814	8.43186	8.07361
7.93223	8.37739	1160.13362	6.76315	9.63475	44.21133	46.10925	1.00000	60.89758	43.35071	7.15878	21.07099	9.19830	10.18562	8.39506	42.48658	9.16496	8.15445
8.64377	8.44482	1051.57345	7.08907	3.03116	64.75430	70.96699	1.00000	55.44491	30.46907	2.20850	11.75520	7.50075	7.46179	6.62845	44.92687	7.71136	7.18510
	9.31602	1185.53894	7.78397	6.37428	50.08467	136.61667	1.00000	72.28605	36.53333	9.30593	21.30236	8.67539	8.37524	8.85014	45.52426	9.01868	5.53353
8.10621	9.05683	1145.38498	7.41583	2.18200	62.56953	100.04427	1.00000	56.62119	13.8196	7.10856	12.68599	6.71863	7.43186	8.72610	48.29927	10.83648	7.25301
7.60989	9.96959	1142.52989	5.60960	4.01777	66.08600	9.0027	1.00000	30.95980	11.86064	9.06483	9.97148	7.95599	8.74948	8.44853	43.87715	9.36390	6.65999
	9.58955	1081.14549	5.80270	0.47076	63.75693	-82.61573	1.00000	50.89871	41.24255	6.89329	23.36294	4.69454	7.05939	8.91346	53.37991	7.08781	5.82752
7.33910	9.16811	1121.80546	7.11317	2.19329	42.18361	122.9666	1.00000	49.40672	10.7375	10.85429	19.07075	6.83139	7.45454	7.35564	52.36282	8.77160	5.71292
5.77686	6.39738	1077.64568	8.29490	1.15783	62.24210	-96.72365	0.00000	58.66440	17.06542	7.81928	20.32625	5.98082	8.73973	7.14729	60.58512	4.93384	5.73531
5.14286	10.07096	1085.70636	6.70227	4.83164	65.50953	77.9129	1.00000	50.58897	25.6439	6.19766	25.20813	8.48758	6.38814	6.96913	46.83393	5.86939	5.82869
6.84513	7.45210	1191.30095	7.57857	6.29132	44.12943	17.10558	1.00000	50.67397	61.72744	4.30724	15.82604	8.79006	7.13313	5.49445	47.50973	6.05330	8.11415
6.17450	3.78574	1110.34953	8.33463	1.70609	36.66237	-85.76942	0.00000	49.17405	39.78504	6.83315	9.95629	7.63796	5.24193	8.21075	57.13584	6.72580	6.82005
5.16721	9.18550	1172.36656	5.27268	2.66516	29.08776	72.34424	1.00000	33.29735	40.78206	9.60002	-12.03163	7.37897	6.99206	9.56429	61.07528	4.68036	7.13691
7.08754	8.25443	1064.94944	6.09687	4.99051	62.65994	14.66737	0.00000	44.13310	41.55947	11.34267	22.42812	8.37683	5.71210	5.63563	45.03701	5.70231	5.59394
8.41652	9.74114	1101.53023	7.07595	2.35553	65.47720	-93.75018	1.00000	65.20037	32.52515	7.94004	15.41067	6.80343	6.32639	7.66178	57.10798	11.16838	5.80860
7.49517	8.74980	1070.41537	8.21285	4.37597	54.61309	13.10984	0.00000	43.19737	51.30001	6.81983	7.70244	8.14106	10.06096	8.92473	63.11645	6.37179	4.82746
6.06342	11.76728	1155.38719	6.96947	1.37518	54.20504	98.50893	1.00000	35.01112	16.68911	6.43407	0.80076	6.26260	5.77754	7.56695	44.82145	6.91554	3.27862
5.28521	8.86261	1062.99640	7.70878	3.09922	48.71195	35.34722	1.00000	28.87279	-23.85972	9.34490	19.77094	7.46577	9.84766	7.89481	37.91021	8.94795	4.60033
7.46151	5.61580	1068.02491	7.52658	1.39487	68.70135	75.11937	0.00000	67.17575	20.88098	9.36472	17.26772	6.47560	9.70273	7.93754	51.76704	5.46386	7.03040
5.99009	6.88678	1067.07797	7.56157	1.82072	40.97541	9.22796	1.00000	56.48170	48.46458	7.32267	15.26421	6.44812	4.06132	6.53194	56.85357	6.85817	5.87366
7.55381	8.30596	1092.77479	8.76204	7.93815	37.01529	-76.70944	1.00000	56.60429	-11.94306	5.25813	15.97768	8.99460	6.11845	7.00261	13.70990	12.10022	6.53814
5.26896	9.11338	1060.61357	7.90468	6.63307	44.37017	34.11169	1.00000	25.64880	0.46005	10.44390	22.47151	8.82057	9.15812	7.76925	38.98670	7.85603	4.85298
7.94263	5.84345	1100.35691	7.74292	1.49697	37.23958	-73.86586	0.00000	39.29006	45.43341	6.74519	14.49386	7.19021	5.75467	6.08242	57.50493	7.12257	6.41237
4.13957	6.62816	1121.99243	6.19272	1.25056	34.85526	78.55757	0.00000	47.13747	17.34769	4.19066	6.37911	6.43063	8.98617	6.21504	57.05124	3.80458	3.52825
6.03712	5.30019	1144.69524	6.02072	3.41704	52.37890	41.77921	0.00000	45.81084	41.82143	6.09534	-5.76148	7.93504	7.45301	7.62782	52.92689	8.54684	7.97960
7.95766	7.99611	1104.16928	7.29441	1.92777	60.09183	76.03889	1.00000	43.62337	18.18158	4.01758	9.88559	6.97275	6.15258	6.80125	54.85444	6.77731	6.69790
8.84946	8.28115	1160.80645	8.72271	4.16728	61.10087	-62.64102	1.00000	47.00385	8.35122	8.27334	9.14321	8.33926	9.90400	8.45260	52.32138	8.21967	8.86728
4.70966	8.86458	1176.46234	8.18342	6.96662	62.45015	-156.47432	1.00000	34.57847	20.88953	7.18933	4.97378	8.75836	4.81510	7.57770	43.14473	5.94159	6.03474
6.21724	6.59286	1167.39136	5.80692	3.71085	56.98625	145.18333	0.00000	63.28331	-37.9	4.60677	23.51453	7.90347	9.63454	7.72432	49.19067	6.82395	5.80930
5.20054	9.16865	1195.95256	9.59815	1.43960	80.64547	1.10687	0.00000	45.91889	41.15612	9.56904	8.83535	6.44948	6.77384	8.49525	35.42561	2.95888	6.36520
