location	longitude	code	QoS	revision	latitude
America/New_York	-73.78458	US	excellent	2013-07-21	41.0051
America/Jamaica	-76.78319	JM	average	10/23/2014, 00:00:00	18.00747
Australia/Sydney	146.05093	AU	maitennce	30 Aug 2018	-34.28853
Europe/Berlin	7.11393	DE	average	2014-02-28	51.08468
Africa/Accra	-1.4001	GH	average	2015-08-28	7.06273
Europe/Moscow	37.99117	RU	accep	2016/06/13	44.92934
Asia/Kolkata	76.11996	IN	good	2014/05/13	11.12018
Europe/Madrid	-6.03731	ES	excellent	2014/09/17	37.35813
Europe/Moscow	38.2739	RU	average	2021/08/23	46.7055
Africa/Lagos	6.26764	NG	accep	12 Feb 2019	4.92675
Europe/Paris	2.08333	FR	average	01/14/2020, 00:00:00	48.86667
Asia/Kolkata	85.94001	IN	excellent	24 Sep 2017	25.49043
America/New_York	-73.89125	US	average	26 Mar 2021	40.67705
Asia/Jakarta	110.71639	ID	excellent	2021/06/19	-7.54972
Asia/Karachi	70.96699	PK	accep	12/12/2012, 00:00:00	30.46907
Asia/Jakarta	109.3243	ID	accep	10 Jun 2013	-7.0981
Pacific/Efate	168.31366	VU	accep	2017/10/03	-17.73648
Asia/Kolkata	74.4818	IN	good	19 Sep 2015	30.21121
Europe/Amsterdam	5.74861	NL	maintenance	11/18/2015, 00:00:00	52.71083
Asia/Kolkata	88.1453	IN	building	2012/12/08	22.4711
Europe/Berlin	8.64409	DE	accep	09/08/2015, 00:00:00	48.07667
Asia/Jakarta	109.05389	ID	average	2014-05-07	-7.51611
America/Recife	-34.88111	BR	maintenance	2020/01/19	-8.05389
Africa/Johannesburg	29.00974	ZA	maintenance	2013-05-26	-24.19436
Asia/Kuala_Lumpur	100.24529	MY	maintenance	08/22/2018, 00:00:00	5.4709
Europe/Prague	12.87117	CZ	average	08/15/2018, 00:00:00	50.23271
America/Detroit	-84.62081	US	average	2016-05-12	42.7392
Asia/Karachi	70.91106	PK	good	2016/08/25	29.38242
Europe/Brussels	4.07601	BE	average	2021/05/09	50.88506
Europe/Moscow	38.02486	RU	accep	05/02/2022, 00:00:00	55.64776
Pacific/Auckland	178.00417	NZ	good	27 Sep 2020	-38.65333
Europe/Moscow	46.5813	RU	accep	2020/08/26	54.8421
Europe/Kiev	26.97253	UA	building	2020/03/01	49.65186
Africa/Bamako	-8.07257	ML	average	2019-09-16	12.74409
Asia/Dili	125.21972	TL	average	2017/02/08	-8.99167
Asia/Kolkata	73.06784	IN	average	2013-04-17	25.13915
Africa/Freetown	-13.2356	SL	average	01/24/2018, 00:00:00	8.48714
America/Port_of_Spain	-61.51889	TT	building	04 Mar 2015	10.66668
Europe/Paris	4.91667	FR	good	11/05/2014, 00:00:00	45.73333
Europe/Paris	5.16108	FR	maitennce	10/07/2020, 00:00:00	48.77275
Asia/Jakarta	106.85417	ID	average	2014-01-13	-6.48167
Europe/Rome	14.34085	IT	excellent	27 Jul 2022	40.87363
Africa/Lagos	12.19458	NG	accep	18 Jan 2015	10.61285
America/New_York	-77.70066	US	accep	17 Feb 2016	43.16547
America/Guayaquil	-79.00453	EC	accep	22 Sep 2018	-2.90055
Europe/London	-2.68758	GB	accep	31 Jul 2021	53.69786
Asia/Kolkata	91.00632	IN	maintenance	12 Oct 2013	26.32293
Europe/Stockholm	18.28333	SE	maintenance	28 Nov 2019	59.33333
Europe/Moscow	33.72798	RU	average	11/21/2014, 00:00:00	53.53395
America/New_York	-77.37331	US	good	18 Jan 2022	37.60876
Asia/Krasnoyarsk	89.20083	RU	good	2015-11-29	55.54028
Europe/Madrid	2.18247	ES	accep	2021-12-22	41.41204
Asia/Shanghai	117.55417	CN	accep	2016-04-04	34.86472
Asia/Kolkata	75.96976	IN	maintenance	09 Feb 2014	15.73628
Asia/Yangon	98.50893	MM	accep	2015-05-08	16.68911
Europe/Helsinki	24.6522	FI	average	2013/12/21	60.2052
Asia/Jakarta	99.1625	ID	good	03/02/2016, 00:00:00	3.3285
America/Lima	-76.70944	PE	excellent	06/10/2017, 00:00:00	-11.94306
Europe/Lisbon	-8.2503	PT	maintenance	2022/05/19	37.08819
Asia/Aden	46.83187	YE	average	24 Jun 2018	14.53767
Asia/Ulaanbaatar	106.88324	MN	excellent	11/25/2018, 00:00:00	47.90771
Europe/Moscow	38.94324	RU	accep	07/09/2013, 00:00:00	44.98901
Asia/Kolkata	78.40102	IN	average	2016-05-29	27.9247
America/Bogota	-75.69947	CO	average	27 Jan 2013	8.79577
Europe/Moscow	46.5813	RU	excellent	2018/11/17	54.8421
America/Bahia	-38.94722	BR	accep	07/14/2014, 00:00:00	-15.675
America/Argentina/Buenos_Aires	-60.47389	AR	accep	20 Mar 2016	-34.64167
Asia/Kolkata	75.35927	IN	excellent	12 Apr 2015	12.04161
America/Edmonton	-113.3187	CA	excellent	2014-05-13	53.51684
America/Santo_Domingo	-71.10077	DO	average	12 Apr 2014	18.20854
Asia/Shanghai	115.70111	CN	accep	2014/07/04	37.73222
America/New_York	-80.66756	US	maintenance	10/18/2018, 00:00:00	26.68451
Europe/Helsinki	24.14662	FI	excellent	2015-11-14	65.84811
Africa/Dar_es_Salaam	37.73333	TZ	good	2015-01-28	-4.06667
America/Chicago	-98.15529	US	good	09 Aug 2015	26.18924
Europe/London	-2.98333	GB	building	01/09/2018, 00:00:00	53.83333
Africa/Djibouti	42.7125	DJ	average	2018/07/08	11.15583
Europe/Brussels	4.69889	BE	average	10 Aug 2019	50.56149
America/Bogota	-74.95472	CO	building	2014/10/01	10.98778
America/Argentina/Buenos_Aires	-58.38341	AR	accep	25 Dec 2016	-34.64966
Africa/Luanda	19.91667	AO	good	2019-08-12	-11.78333
Africa/Tripoli	20.22625	LY	good	01 Mar 2021	30.75545
Asia/Karachi	71.67164	PK	accep	01/23/2016, 00:00:00	30.29184
Europe/London	-3.05814	GB	excellent	2018-06-10	53.00974
Asia/Manila	120.57224	PH	accep	2021-04-13	15.72892
America/New_York	-73.78458	US	excellent	11 Nov 2013	41.0051
Europe/Berlin	7.973	DE	average	2017-09-17	51.168
Europe/Moscow	32.86389	RU	maintenance	2022/03/19	53.95278
America/Detroit	-84.62081	US	accep	08/20/2015, 00:00:00	42.7392
Europe/Moscow	37.49338	RU	accep	23 Oct 2012	55.62047
Africa/Algiers	4.85668	DZ	building	02 Apr 2019	36.27462
Africa/Lagos	5.06258	NG	maintenance	2014/10/18	7.50251
Europe/Brussels	4.25633	BE	good	05/17/2017, 00:00:00	51.21187
Asia/Kolkata	71.30633	IN	average	11/12/2012, 00:00:00	21.34222
Asia/Tehran	51.67462	IR	good	2018/09/24	32.65246
Australia/Melbourne	145.18333	AU	good	2013-05-03	-37.9
Asia/Kolkata	86.59509	IN	building	2016/05/23	26.11527
Pacific/Auckland	178.00417	NZ	average	2018-03-22	-38.65333
Africa/Blantyre	34.4587	MW	maitennce	2013/03/18	-13.7804
Africa/Algiers	2.31889	DZ	accep	2018/06/16	35.21222
America/Los_Angeles	-116.21677	US	excellent	26 May 2019	33.7207
Europe/Madrid	-5.55835	ES	maintenance	2015-12-04	42.64685
America/Chicago	-88.3162	US	good	2014-05-17	42.24113
Europe/London	-0.33525	GB	excellent	28 Nov 2019	53.7446
Asia/Kolkata	91.00632	IN	excellent	20 Jan 2019	26.32293
Africa/Casablanca	-5.22126	MA	building	12/11/2017, 00:00:00	33.43443
Africa/Bamako	-8.07257	ML	maintenance	2015-08-16	12.74409
America/New_York	-80.66756	US	building	04/02/2021, 00:00:00	26.68451
Australia/Sydney	146.05093	AU	accep	12/22/2013, 00:00:00	-34.28853
Africa/Tunis	10.58082	TN	excellent	15 Apr 2013	35.72917
Australia/Melbourne	145.18333	AU	good	26 Oct 2021	-37.9
America/Bogota	-73.26022	CO	building	04 Jul 2018	6.46838
Asia/Kolkata	71.57737	IN	average	03/18/2016, 00:00:00	21.53889
Europe/Lisbon	-7.32097	PT	maintenance	2014-03-28	41.1053
America/New_York	-82.61573	US	accep	2021-12-14	41.24255
America/Port-au-Prince	-72.22625	HT	accep	03/24/2013, 00:00:00	18.57677
America/Lima	-75.11028	PE	average	2022/02/01	-15.21194
America/Chicago	-97.03285	US	maintenance	2020-02-10	47.92526
Europe/Berlin	9.20427	DE	good	26 Jun 2014	48.49144
America/Bogota	-75.87877	CO	average	09/30/2012, 00:00:00	5.6561
Europe/London	0.93333	GB	excellent	07/03/2019, 00:00:00	52.68333
Asia/Jakarta	104.09701	ID	good	09/20/2015, 00:00:00	-1.26424
Asia/Karachi	73.97117	PK	excellent	03/12/2016, 00:00:00	31.96258
Europe/Rome	12.38878	IT	accep	2017/06/03	43.1122
America/New_York	-82.45426	US	good	03/02/2017, 00:00:00	27.09978
Europe/Prague	12.87117	CZ	good	2015-09-28	50.23271
America/New_York	-84.20299	US	good	2015/09/26	39.43534
America/Puerto_Rico	-66.8499	PR	excellent	2020-03-16	18.03496
Europe/Chisinau	28.28489	MD	accep	2021-04-04	48.15659
Africa/Niamey	9.15013	NE	maintenance	07/23/2022, 00:00:00	13.70727
Europe/Belgrade	19.61222	RS	maintenance	15 Apr 2013	44.97639
Africa/Tunis	10.03478	TN	accep	12/13/2021, 00:00:00	37.16911
America/Havana	-82.00919	CU	building	02/13/2014, 00:00:00	23.04419
Europe/Lisbon	-9.24671	PT	accep	31 Aug 2017	38.72706
America/Chicago	-94.41551	US	good	2015/05/13	39.09112
Europe/Paris	5.4384	FR	good	2018/08/27	43.2907
Africa/Nairobi	36.36339	KE	average	08/10/2021, 00:00:00	0.03813
Europe/Berlin	9.22796	DE	good	04/06/2022, 00:00:00	48.46458
Europe/Moscow	32.86389	RU	average	07 Oct 2021	53.95278
Asia/Manila	120.56528	PH	excellent	01/26/2015, 00:00:00	14.66
America/Bogota	-72.47417	CO	excellent	2016/03/28	7.83389
Africa/Lagos	12.19458	NG	good	11/27/2021, 00:00:00	10.61285
America/Maceio	-37.03861	BR	good	2015-01-17	-10.90889
Europe/Rome	8.55552	IT	average	2019/12/23	40.72586
Asia/Riyadh	49.62251	SA	good	2012-10-12	27.0174
Europe/Brussels	5.37429	BE	average	2019-08-04	51.03427
Europe/Berlin	11.32903	DE	maintenance	2013/01/13	50.9803
America/Fortaleza	-41.45861	BR	average	05/31/2016, 00:00:00	-4.42472
Europe/Rome	14.66737	IT	accep	07/06/2017, 00:00:00	41.55947
America/New_York	-82.45426	US	excellent	2022/08/11	27.09978
America/Bogota	-74.73584	CO	accep	2017-05-12	5.20856
America/Mexico_City	-100.44843	MX	good	2016-12-20	20.74122
Europe/Rome	9.40531	IT	average	2016/02/14	45.53069
Europe/Brussels	5.37429	BE	average	12 Dec 2014	51.03427
Asia/Shanghai	122.05228	CN	good	26 May 2016	37.19723
Africa/Luanda	19.91667	AO	good	08/21/2014, 00:00:00	-11.78333
America/Bogota	-73.9614	CO	excellent	2017-12-23	10.15031
Europe/Brussels	4.21372	BE	good	26 Sep 2019	51.12794
Europe/Berlin	11.34046	DE	average	02/26/2013, 00:00:00	50.72043
America/Chicago	-93.263	US	accep	08/25/2020, 00:00:00	45.0408
America/Toronto	-73.86586	CA	accep	05/16/2016, 00:00:00	45.43341
Europe/Rome	11.412	IT	building	2017/02/26	45.50369
Asia/Shanghai	122.20488	CN	average	2017-09-28	29.98869
Asia/Kolkata	71.57737	IN	excellent	05/08/2016, 00:00:00	21.53889
Asia/Kolkata	76.11996	IN	average	16 Sep 2020	11.12018
Pacific/Honolulu	-156.47432	US	building	08 May 2015	20.88953
Asia/Dili	125.21972	TL	excellent	2016/12/16	-8.99167
Asia/Kolkata	76.03889	IN	average	10/22/2019, 00:00:00	18.18158
Asia/Dhaka	89.11943	BD	good	2017/03/13	23.9028
America/New_York	-71.05977	US	good	10/02/2018, 00:00:00	42.35843
Asia/Damascus	36.7138	SY	building	2018/07/18	35.95664
America/Sao_Paulo	-51.50361	BR	accep	04/11/2021, 00:00:00	-29.2975
Asia/Manila	124.84472	PH	excellent	2021/08/05	10.13361
America/New_York	-74.07764	US	building	06 Nov 2020	40.72816
Asia/Kolkata	75.11937	IN	maintenance	2019/09/28	20.88098
Europe/Kiev	25.34244	UA	building	16 Jul 2022	50.75932
America/Tegucigalpa	-86.57415	HN	accep	12 Jul 2022	15.48131
America/Chicago	-87.93341	US	good	2021/03/05	42.55308
Asia/Manila	121.12251	PH	good	11/19/2020, 00:00:00	14.62578
Europe/Madrid	-2.77259	ES	building	25 Oct 2019	37.49073
Asia/Yekaterinburg	76.92421	RU	excellent	02/09/2015, 00:00:00	60.97944
Asia/Kuala_Lumpur	103.81667	MY	average	2015/06/30	1.6
Europe/Moscow	43.83992	RU	maintenance	2013-07-07	55.39485
Europe/Paris	4.63031	FR	average	06/12/2022, 00:00:00	43.67681
Asia/Yekaterinburg	57.3552	RU	excellent	2021-08-18	51.4781
America/Mexico_City	-93.11308	MX	average	2016-07-05	16.75973
America/Toronto	-80.38297	CA	accep	2018-08-08	42.8334
Europe/Paris	4.7934	FR	maintenance	2017-05-16	45.69558
Europe/Lisbon	-8.33147	PT	excellent	2019-05-30	41.20485
Europe/Rome	12.70038	IT	average	11/28/2017, 00:00:00	45.9836
Asia/Tokyo	141.95	JP	maintenance	18 Dec 2021	39.46667
Asia/Yekaterinburg	59.4839	RU	maintenance	2014/06/02	58.7002
Asia/Kolkata	85.37752	IN	good	2015-11-16	22.10194
America/Bogota	-74.26419	CO	average	05/21/2022, 00:00:00	4.73245
Asia/Shanghai	122.08333	CN	average	2016-01-07	46.08333
America/New_York	-76.72803	US	maintenance	2015-03-20	39.32288
Europe/Vilnius	24.04142	LT	good	2015-12-28	54.39635
Africa/Gaborone	27.46153	BW	accep	04/03/2018, 00:00:00	-21.44236
Asia/Kolkata	88.18466	IN	building	2014-12-28	22.19303
America/Los_Angeles	-122.40433	US	building	26 Feb 2020	37.71715
Europe/Skopje	21.32778	MK	building	2019-01-23	42
America/New_York	-74.07764	US	maintenance	10 Feb 2013	40.72816
America/New_York	-69.96533	US	excellent	02 Dec 2020	43.91452
Europe/Paris	8.73812	FR	good	2018/12/31	41.91886
Asia/Kolkata	71.30633	IN	average	2013/06/08	21.34222
Asia/Seoul	126.835	KR	good	04 Sep 2014	37.65639
Europe/Berlin	13.32127	DE	good	26 Jul 2018	52.59319
Europe/Madrid	-1.86343	ES	average	29 Jun 2017	38.10558
Asia/Kolkata	76.56719	IN	average	2020/07/02	24.41288
Asia/Kolkata	78.25795	IN	average	23 Sep 2016	9.82564
America/New_York	-80.31727	US	accep	12/28/2019, 00:00:00	25.67927
Asia/Seoul	128.9889	KR	excellent	27 Jun 2021	37.1759
America/Los_Angeles	-122.2054	US	accep	01 Feb 2019	47.76232
Europe/London	-1.29772	GB	building	05 Feb 2022	50.76306
Asia/Kuala_Lumpur	103.81667	MY	good	2012-12-10	1.6
Europe/Moscow	40.17171	RU	accep	2017-01-16	58.1908
America/Matamoros	-97.50417	MX	building	2021-08-07	25.87972
Asia/Tokyo	137.02166	JP	excellent	10/27/2016, 00:00:00	35.48199
Europe/Madrid	-1.325	ES	average	03/03/2019, 00:00:00	38.47917
America/New_York	-74.96933	US	accep	10/29/2018, 00:00:00	39.71734
Asia/Shanghai	122.08333	CN	average	04/01/2014, 00:00:00	46.08333
Europe/Berlin	9.22796	DE	average	11 Nov 2014	48.46458
Africa/Dar_es_Salaam	37.00438	TZ	accep	2014-10-08	-7.60361
Asia/Kolkata	91.00632	IN	excellent	23 Aug 2013	26.32293
Africa/Dar_es_Salaam	37.00438	TZ	good	2017/09/07	-7.60361
Asia/Kolkata	76.12647	IN	good	29 Jun 2020	32.55531
Asia/Irkutsk	107.60627	RU	excellent	2019/07/03	51.82721
Europe/Rome	11.412	IT	building	2018-11-11	45.50369
Australia/Perth	115.8614	AU	maitennce	2014-03-08	-31.95224
Asia/Bangkok	100.04427	TH	building	2017-08-29	13.8196
Europe/Dublin	-7.95	IE	good	2014/06/19	53.43333
Africa/Gaborone	27.46153	BW	average	08/26/2017, 00:00:00	-21.44236
Asia/Shanghai	111.50861	CN	excellent	2018/04/21	32.54278
Europe/Madrid	-2.98884	ES	accep	2016/12/18	43.32686
America/Fortaleza	-41.45861	BR	excellent	05/07/2014, 00:00:00	-4.42472
America/El_Salvador	-89.71472	SV	average	2019/06/13	13.73417
Asia/Kuala_Lumpur	101.02083	MY	excellent	2014/05/11	4.02219
America/Los_Angeles	-117.71978	US	average	2021-10-09	34.09668
Europe/Paris	2.61667	FR	average	01 Oct 2017	48.98333
Europe/Brussels	5.37429	BE	average	29 May 2013	51.03427
America/Caracas	-62.64102	VE	accep	20 Apr 2018	8.35122
