PAHs	PM10	C2H3NO5	O3	NH3	Pb	PRES	CFCs	longitude	SO2	latitude	NOx	warning	CO	CH4	PM2.5	H2CO	TEMP
9.39448	8.67031	2.06165	4.29211	8.07460	48.65852	1198.20098	69.04211	27.46153	7.62386	-21.44236	6.27231	1.00000	8.62913	10.73341	8.96038	65.94898	29.09278
7.25028	8.31244	1.30264	9.05677	8.38831	40.24161	1082.60047	61.50630	3.64633	11.31813	6.8485	9.84435	0.00000	9.00870	8.68214	9.21625	54.73600	-1.33803
11.39790	8.40368	1.76011	9.59941	10.37828	51.04024	1163.92059	78.39935	139.55722	8.01677	36	9.16886	1.00000	7.62057	9.61549	12.24638	42.90361	11.71022
12.04147	9.92258	6.35244	6.82876	8.52828	42.52828	1139.51019	60.60016	-76.43941	7.37873	39.33427	8.69535	1.00000	8.68325	9.40012	8.21750	54.72608	13.90383
5.37100	8.43673	1.60009	11.79967	10.05798	46.12441	1087.82643	62.96084	-118.25508	10.94262	34.14251	10.52116	0.00000	9.60054	9.64373	11.57823	61.18958	12.23464
10.34153	9.17037	3.09061	5.16757	7.83266	57.94922	1154.35927	62.46161	8.73812	6.58781	41.91886	9.45643	1.00000	8.84724	14.21937	11.03124	33.92143	18.92778
8.62554	9.29501	3.47704	9.29890	8.74476	54.11426	1056.49793	75.23140	-1.29772	10.87047	50.76306	11.74030	1.00000	7.99024	10.68271	9.33421	30.29771	-2.05755
7.83404	10.22517	8.39975	10.67017	9.11752	54.44582	1098.28527	71.09549	14.39024	7.14987	42.22718	10.14460	0.00000	7.13410	7.52476	8.28708	45.33996	9.44133
9.61473	10.43633	9.98034	7.89621	9.27193	25.12326	1099.66019	73.15628	18.28333	8.13935	59.33333	5.72947	1.00000	9.40207	8.25747	10.50351	42.56942	22.27004
9.87847	8.62029	1.73687	8.17771	9.89048	54.20765	1189.78550	77.51632	5.74861	7.70599	52.71083	6.38389	1.00000	9.85720	8.86273	8.87692	33.87372	-1.16731
4.78639	7.45372	0.75323	10.60761	7.18431	65.64305	1171.17384	89.07556	46.5813	10.65837	54.8421	10.14598	1.00000	9.12847	9.41763	10.00946	40.04919	22.17840
7.76604	9.56989	4.22473	10.78053	8.33878	49.60222	1062.50325	75.62078	-50.00639	11.01712	-25.42944	9.08765	0.00000	8.52941	10.43919	6.93189	46.93548	-0.23758
7.04182	7.20758	0.66603	8.87459	8.61303	49.49243	1131.80083	85.71767	31.3237	10.15133	52.4089	9.06197	1.00000	7.22504	7.32406	8.44484	33.92822	2.18548
4.75474	8.45291	1.65197	10.03960	10.25928	61.59894	1126.46926	57.86488	37.56667	12.46297	55.85	10.32428	1.00000	8.18453	5.84124	5.03422	50.79823	29.55197
10.77611	8.77322	2.13740	6.09546	8.08528	36.90066	1070.62205	73.64652	10.18527	8.26998	47.98372	7.58212	1.00000	8.72801	8.97045	10.52195	17.98763	42.34118
10.24619	8.74257	2.32291	9.72905	10.15136	62.16561	1175.72483	72.50907	-105.11221	9.54012	39.57582	6.37794	1.00000	8.71792	7.56035	9.79209	56.24660	23.09419
7.98169	8.37290	1.30768	9.03394	11.49285	53.55472	1197.00815	86.59791	-5.22126	11.82961	33.43443	11.83292	1.00000	7.48847	5.48398	7.46830	35.38515	5.85840
5.88142	9.08305	2.77335	8.68895	8.68736	67.18954	1154.91612	73.90709	141.95	12.49114	39.46667	9.54569	1.00000	8.32356	6.77486	8.60639	49.80860	14.32369
9.78208	9.79983	5.53800	6.72991	10.44404	43.93318	1094.13072	71.44459	-7.35	9.00931	53.53333	6.32450	1.00000	8.68184	10.07648	10.83765	24.46691	7.06551
8.71128	8.82449	2.24019	9.89481	9.93264	62.66165	1126.92454	77.90804	-87.882	10.02417	41.85059	8.65458	1.00000	7.87385	8.26658	10.28668	35.86813	16.33552
7.78045	7.44515	0.35797	11.72410	10.34796	48.15697	1140.38447	82.60132	-58.70072	10.16796	-34.74785	10.59566	0.00000	8.35647	11.02330	12.59376	26.79869	0.37749
11.28776	8.48252	1.65512	2.95027	9.56166	51.94865	1073.25165	67.69258	107.60389	6.10813	-7.01833	9.66411	1.00000	8.75398	14.94729	7.02331	36.21006	12.83128
7.59154	9.49959	4.30674	9.37082	8.27501	62.58276	1050.50430	70.40858	8.61839	10.14714	49.68369	8.98250	0.00000	9.16632	8.53877	7.63203	31.15698	11.17260
7.26988	7.41278	0.79667	9.35051	10.43565	42.89263	1107.60745	73.26530	-5.55835	10.73966	42.64685	11.21271	0.00000	7.64712	10.56029	9.69875	47.45135	15.39264
8.58028	8.84726	2.04465	6.74637	11.31132	35.01561	1144.95155	61.45567	24.14662	5.58247	65.84811	6.15348	1.00000	9.28518	8.42394	8.89844	35.81968	2.41448
6.59181	7.28596	0.78698	8.81872	8.32428	46.53282	1084.97060	83.11497	101.96857	10.18305	4.88441	9.30408	1.00000	9.20108	8.13729	5.69816	17.34076	-16.46509
11.58932	8.99050	2.30616	9.18880	9.00742	44.11020	1194.54254	74.44649	83.62389	7.27432	53.30972	11.59661	0.00000	7.54535	10.04802	9.79651	59.19691	22.58229
7.14479	6.92871	0.29403	8.59878	9.72335	34.08341	1117.01566	74.00525	112.9	7.52885	27.85	11.14119	0.00000	7.72846	7.63052	9.61934	85.07871	26.22900
12.05204	8.71824	2.24397	7.06849	8.36437	28.46429	1126.19770	58.56375	13.44275	7.73511	38.07789	8.70764	1.00000	8.76224	11.15987	10.58712	50.63085	23.47395
7.60575	9.23488	3.05750	9.04102	8.27100	34.88800	1141.75274	82.70359	88.18466	6.36182	22.19303	9.21453	1.00000	9.53413	8.53674	6.29363	40.71116	12.33629
10.50700	8.66845	2.00441	9.94600	8.83905	65.01825	1125.51133	72.88539	112.9	5.35705	27.85	10.44364	0.00000	11.31916	8.78295	6.37393	62.97286	14.28411
6.67180	9.39619	3.79187	5.36825	8.17915	37.38376	1063.81280	77.04300	102.56365	5.31346	13.65805	7.51215	1.00000	8.38253	8.72476	11.53808	47.45198	6.89257
7.35747	8.92863	2.35462		9.03772	65.56457	1146.43854	69.07515	-4.22398	10.00375	57.47908	8.82281	1.00000	10.25596	8.10506	5.88201	53.29151	3.56183
8.99430	7.86672	1.04785	10.49335	8.32145	64.93337	1188.24312	70.44377	4.62744	8.56137	36.06386	10.33745	1.00000	8.45540	7.49136	7.42234	30.26554	4.65657
3.95270	9.59024	4.54955	8.53893	7.67941	46.17323	1094.53062	64.10019	79.87116	11.64179	6.84019	10.64793	1.00000	8.35035	5.75857	4.73989	52.25589	-5.56045
7.50815	7.38809	0.74204	11.72094	9.84546	56.33409	1079.11174	74.71450	-37.07167	8.07846	-10.91111	9.98829	1.00000	7.10762	9.14177	9.01786	58.81748	21.05713
8.26195	7.68744	0.92369	10.42818	8.18122	61.51883	1109.62051	75.92507	178.00417	6.32103	-38.65333	10.24409	0.00000	9.34694	9.16988	8.59536	75.78797	2.87138
5.59159	7.38827	0.52726	10.76269	9.44907	44.81824	1156.89237	72.60841	-103.5687	11.63894	20.22816	10.29251	1.00000	7.75085	6.26321	6.54589	20.47211	29.46286
11.67556	7.99350	1.04841	8.19932	9.63194	37.74600	1159.81398	70.10969	117.63083	8.45995	35.50056	8.70352	1.00000	10.20872	11.25279	12.26799	50.66883	22.81988
7.67370	6.71591	0.54293	8.06125	9.34147	57.85135	1192.64202	72.76515	34.33825	11.35173	53.59782	11.03484	1.00000	9.00481	5.76245	4.76046	37.05088	10.57166
8.79860	9.64022	4.88157	9.98029	9.66415	66.68518	1126.57931	71.44113	15.00835	12.50550	51.14942	9.83166	1.00000	10.08796	5.51028	9.54733	55.93816	17.45667
10.27371	6.85855	0.45981	10.31395	8.35339	63.26231	1174.13654	60.73779	28.67582	6.05691	40.98894	9.29194	1.00000	9.45728	8.03615	11.02087	51.05213	15.47445
6.86814	8.01979	1.00822	8.96918	8.59677	33.82689	1121.77146	85.62832	-1.4001	12.04317	7.06273	10.76423	1.00000	9.51074	6.81177	6.95146	62.38971	12.34965
6.87729	8.95467	2.20583	7.17954	9.28293	40.12066	1157.12823	68.04309	74.85849	10.69515	31.28092	8.67955	1.00000	8.69117	5.99747	7.66304	47.30398	20.98232
8.67318		1.02932	9.23948	8.61177	71.56782	1191.40678	63.98922	-71.06616	10.62505	42.4251	11.95328	0.00000		11.85059	10.31565	38.93702	15.02779
11.29604	7.69378	0.93106	4.54515	9.19239	28.63584	1065.25121	74.50634	112.73333	6.62938	38.40917	9.84903	1.00000	9.12990	13.38148	10.20491	83.69790	11.20515
10.09361	7.89614	0.92790	8.56059	8.67094	50.47173	1198.87471	70.03596	2.29275	8.69335	48.79325	6.53546	1.00000	9.68605	11.18517	8.66663	77.72824	13.76393
3.61679	7.88756	1.10382	12.59228	9.97187	62.84926	1123.53400	72.33226	20.91361	11.93625	41.92361	10.25007	0.00000	8.76406	9.34967	10.43735	58.79997	21.55592
10.77728	9.04854	2.73962	4.21601	8.48231	56.38187	1111.71351	63.58735	38.28402	7.77304	34.5624	9.82071	1.00000	8.34019	14.28790	11.57818	76.40752	8.47613
11.83018	7.60012	0.66620	8.61894	8.25814	43.43375	1071.63113	76.21109	-2.58736	6.89008	56.56317	7.29351	1.00000	8.99970	9.52902	6.67750	26.46577	-0.16678
10.36212	7.38960	0.53266	7.07339	8.96779	53.36847	1109.47810	77.67594	-58.70072	7.09238	-34.74785	8.12419	1.00000	7.89715	11.86472	10.24594	46.06304	1.75343
8.67345	7.38289	0.86379	9.86967	7.26749	44.00703	1093.32823	67.58515	-50.00639	6.90251	-25.42944	9.51043	1.00000	9.08490	9.67071	7.87024	13.58582	15.78552
8.68233	8.81751	2.21349	5.39217	7.18470	56.76358	1176.32209	77.79032	73.85535	8.41901	18.51957	4.39446	1.00000	11.12285	8.51930	7.44779	25.34561	20.02901
10.49592	7.07731	0.50967	9.42224	9.38176	53.32272	1100.55553	71.36014	-40.7475	10.19773	-4.16694	6.00801	1.00000	8.29533	11.21601	9.24590	33.32148	-0.56749
8.39829	9.74594	5.18752	11.48990	7.56865	54.52623	1074.71333	71.47435	65.50917	10.23028	44.85278	10.17656	0.00000	8.21803	10.35357	11.24655	34.19593	17.23377
8.11754	8.14528	1.19418	10.31421	9.07066	62.86300	1173.20720	67.98155	81.54855	8.37316	26.2649	10.76234	1.00000	8.41372	7.72811	6.47552	68.59521	22.15460
7.14135	8.82609	2.15120	10.92318	9.21529	54.05251	1130.54114	68.09714	-73.86586	7.27967	45.43341	10.78371	1.00000	10.33787	8.22015	4.47771	49.85812	7.92423
4.93482	9.35384	3.68991	9.20441	9.37628	56.82464	1173.78728	78.06489	-0.74934	9.14921	51.62907	9.07920	1.00000	9.34811	8.24659	5.45793	41.47391	10.49832
10.71305	9.07924	2.43507	10.90685	9.39829	71.16376	1188.66544	66.34701	135.6	6.35477	34.61667	10.69559	0.00000	8.53403	8.58823	6.70715	62.24201	10.99505
6.61051	10.30974	8.94935	10.24834	8.34607	49.89189	1197.36331	74.67302	-81.38758	11.15510	30.17746	12.05571	0.00000	9.13462	11.29990	10.30904	28.26141	23.57867
4.39250	9.12616	2.85471	8.16972	8.99130	67.51379	1118.52141	76.43219	37.99117	10.94324	44.92934	9.65189	1.00000	9.67740	6.90564	7.81438	62.65726	-1.84524
9.00256	9.31516	3.18568	8.98347	9.83007	49.32378	1164.97443	72.02718	4.52514	9.79499	12.74482	10.71529	1.00000	10.47106	6.78663	9.04977	29.09202	19.36538
5.35842	8.91808	2.31836	8.60822	10.47342	27.82358	1198.04350	73.61860	-74.95472	9.87664	10.98778	9.19288	0.00000	8.83800	9.41935	8.50228	61.15819	24.89884
8.42346	8.59089	1.91961	10.80125	8.86892	39.27469	1094.19450	73.70611	2.18967	9.83465	48.8765	10.39777	1.00000	8.63977	7.69481	10.24086	47.79303	20.64094
6.28906	7.74801	0.83231	11.16872	9.11219	61.21703	1160.28105	73.56665	-3.52751	12.08716	50.7236	11.38402	1.00000	9.87674	6.20195	6.53572	53.12880	22.01023
9.60858	8.57658	1.95381	8.17959	8.97641	52.89639	1156.95383	71.22682	-2.31938	8.67728	6.46346	7.23437	1.00000	9.46584	10.42810	11.97807	61.82027	21.83845
10.66741	8.29660	1.47659	12.35900	7.82520	38.58442	1193.02685	82.01215	-2.58736	8.16964	56.56317	10.27386	0.00000	11.01758	8.39385	7.15122	59.02378	5.00342
10.53278	8.96183		9.00512	9.91918	53.67369	1157.26952	62.19822	-80.58556	6.98190	22.98212	9.35262	1.00000	9.54322	9.33551	9.29980	40.10419	22.35384
7.76401	7.87900	0.72793	11.25210	7.62016	29.22730	1177.47622	61.85705	121.06761	12.97149	12.35275	11.34966	1.00000	7.94860	6.45784	7.19641	19.31204	20.38047
8.11081	7.48500	0.62441	9.74973	9.21267	47.56454	1114.37176	66.41806	32.6178	6.95913	46.65581	10.64521	0.00000	8.24693	7.17880	7.52998	60.15032	10.22929
8.06332	8.54682	1.29311	8.55506	9.05407	64.68744	1174.89367	73.81427	139.55028	9.98934	35.30889	9.93708	0.00000	8.63178	8.88090	8.15267	54.87213	19.48763
6.86337	11.15395	20.81802	10.91262	8.73204	67.26296	1143.55931	71.70768	5.23333	7.87507	52.09	9.93974	1.00000	9.45212	8.44257	7.36144	71.23016	-9.56223
4.98114	10.32127	8.83976	12.80598	8.92421	38.44702	1133.69747	62.96191	120.74792	11.65389	41.09822	11.52966	0.00000	8.35182	10.21414	12.12056	42.03786	11.87094
6.29165	8.80014	2.08540	11.83299	7.92714	40.11700	1129.16606	66.54318	-1.32471	9.25943	51.40148	9.28559	1.00000	7.77359	9.89469	7.36930	59.52633	15.96140
10.35626	9.75602	5.34314	5.21262	9.29081	44.62970	1120.58993	76.17286	88.58	8.38050	23.18	8.64207	0.00000	10.77389	8.99871	5.84092	37.96081	19.17071
11.99480	8.28150	1.40535	6.71038	9.24139	26.31917	1088.37553	66.05597	-4.21376	8.08258	55.82885	8.47854	0.00000	11.12903	9.58088	7.80916	60.70090	22.80310
9.10635	7.10087	0.69894	10.52989	7.60470	48.50918	1106.37614	80.75616	18.84	7.47020	42.28639	10.38398	1.00000	8.54858	8.59560	6.73509	61.48790	14.60543
11.50933	10.65576	12.39076	11.22825	9.63281	55.05295	1082.22901	69.65654	10.03988	6.95449	53.6052	7.44825	1.00000	8.52923	11.99639	11.92955	81.13388	11.47927
8.68907	9.16419	2.99012	8.40177	9.16059	71.82787	1068.65675	77.51916	139.55028	10.15785	35.30889	10.72896	0.00000	8.57260	10.82170	9.01198	59.87021	15.12759
9.41558	9.27425	3.21463	9.22705	7.52803	70.92336	1061.51798	69.05043	-121.75689	6.10310	36.91023	7.38427	1.00000	7.35457	10.39486	9.60541	63.67852	6.03223
6.48292	8.71885	1.97947	10.01419	9.14018	28.40944	1116.12560	70.46563	20.22625	9.20493	30.75545	11.25921	1.00000	7.72364	6.84406	6.54823	52.90694	28.93618
8.06911	8.89277	2.37229	9.12376	8.56822	55.61991	1067.84135	64.88843	15.07041	6.36403	37.49223	6.72332	1.00000	9.31675	8.17019	10.18341	38.94633	31.01822
9.43292	9.08225	2.72378	6.77762	7.09711	43.08880	1186.26670	68.18673	-82.4017	4.90577	23.0072	8.13251	1.00000	8.75233	11.91387	8.16037	57.47117	13.43293
6.99465	8.24458	1.15982	9.43726	9.33835	44.09015	1158.63546	54.43270	-70.6996	9.54483	-33.59217	10.72021	1.00000	8.14585	6.72625	6.66342	32.45159	22.31935
6.40297	9.49637	3.94632	10.69122	7.14293	64.55858	1186.91714	70.72565	-117.79394	9.15636	33.76446	7.43752	1.00000	9.29641	8.50418	9.98678	36.23116	24.34697
12.62652	9.60972	4.54888	11.32005	8.90392	64.52721	1151.35640	75.54012	73.97117	4.66904	31.96258	11.63185	1.00000	10.06029	7.67397	8.29621	61.01190	8.69593
8.03365	10.76610	13.86134	11.14218	8.78010	41.77749	1169.66621	67.60469	17.8031	9.16855	48.43174	9.61818	1.00000	7.38444	9.54913	9.17056	53.10185	10.58415
10.73897	9.65472	4.87571	9.89466	7.64954	66.45959	1158.35692	84.88954	107.60389	9.46464	-7.01833	10.18476	0.00000	10.07969	9.98539	8.15578	46.19120	11.38666
9.91233	8.47099	1.56668	8.46084	8.59216	57.58005	1074.19035	65.42749	122.8637	10.17153	9.3337	4.27269	1.00000	11.13088	6.18240	9.19301	50.20235	7.72971
7.70331	9.22823	3.08202	10.53938	10.76852	44.52272	1143.79979	70.80401	-2.09814	10.41809	57.14369	10.17021	1.00000	9.02619	8.30521	8.32625	40.40572	26.88692
9.60384	8.53901	1.76301		9.42952	43.44543	1123.17202	72.30904	99.89166	9.69030	15.46063	8.39618	1.00000	8.95483	9.54033	10.16778	65.75310	32.13734
12.86509	8.69615	1.85800	7.28466	9.69696	73.36560	1183.49814	72.24436	77.5609	7.91275	11.00599	8.41201	0.00000	8.08364	10.70991	8.38912	13.69860	21.70524
5.22177	9.81939	5.80622	10.70965	8.80917	58.09394	1072.52584	70.23028	65.50917	10.13986	44.85278	9.14165	0.00000	7.44322	9.79969	11.07991	55.45000	7.03699
8.15034	8.50068	1.69462	11.03446	7.23290	46.22100	1154.22332	61.44152	-86.57415	10.18868	15.48131	9.00802	1.00000	9.08806	9.56714	6.85563	53.31177	13.96052
10.77723	9.15291	3.05196	5.15844	9.83429	50.07155	1159.64035	80.08959	48.26258	7.69527	33.86419	9.68452	1.00000	8.82392	13.53580	13.85601	40.98374	3.04342
12.33724	8.89413	2.08416	10.85968	9.33300	48.28520	1179.15606	72.84617	-71.05977	3.66630	42.35843	11.55668	0.00000	8.65157	10.35463	9.20052	78.91643	18.05253
12.30263	9.32435	3.25032	10.21388	10.24145	38.34642	1078.13642	76.10820	-1.5443	7.24529	50.75767	9.94554	0.00000	9.04761	10.36302	5.68125	47.08870	7.17120
12.05474	10.00476	6.56251	7.92278	7.21074	45.95836	1119.78910	72.69753	101.44167	8.10348	0.51667	7.65961	1.00000	9.34861	10.54140	9.09157	51.88480	11.12882
10.61306	9.60905	4.60002	10.25933	9.14242	62.13792	1108.77325	63.59372	10.18003	7.34661	24.96334	10.26940	0.00000	9.10948	10.55272	8.40897	62.53042	13.66738
11.12473	7.45437	0.85017	9.27920	5.12491	57.43202	1111.46062	66.95198	13.57661	5.86293	37.31065	11.19446	0.00000	7.75282	10.27590	8.01333	45.44818	32.95761
11.33616	9.75784	5.44922	8.13988	9.02343	62.64540	1179.20134	86.08755	4.7934	6.98215	45.69558	10.53323	0.00000	7.75575	10.89890	7.83992	60.83661	19.92855
10.27035	8.15495	1.16332	11.91785	8.98697	47.41494	1170.06812	76.36146	124.95278	5.82404	6.33444	8.99651	1.00000	7.08300	10.98689	10.72568	45.27494	14.95282
6.01428	7.86818	1.00656	10.56887	9.53431	65.01183	1153.28528	75.29503	-76.43941	11.08717	39.33427	10.42891	1.00000	8.95343	8.32395	8.31263	37.04975	5.57868
6.38064	8.45400	1.98703	10.01346	9.87090	63.88559	1113.25334	63.07568	139.07204	11.46205	36.24624	10.33999	1.00000	8.22467	7.94948	6.71950	47.88339	21.71639
8.21488	9.33387	3.50944	8.51152	8.62753	66.70181	1174.27468	76.02101	-89.10944	8.57554	13.70167	11.23170	1.00000	11.86741	6.42923	6.13352	52.58171	-6.88216
4.92985	9.71972	4.89829	10.53062	8.46154	32.94324	1156.00171	56.21272	75.06583	9.77637	32.17629	11.93456	1.00000	9.46415	5.69486	1.37212	55.73752	-0.90077
7.93001	7.21639	0.65761	9.30228	10.52478	39.89615	1131.64529	71.96500	-96.39774	12.00762	30.16688	10.22498	1.00000	8.96903	5.86555	8.54079	56.57343	10.15426
7.33221	10.05034	6.71598	10.12219	8.47774	37.70780	1078.02568	68.51493	112.9	10.44065	27.85	8.15740	1.00000	8.77390	9.21296	8.91789	22.77432	22.57898
8.57086	8.01408	1.18055	9.67613	8.57228	49.31080	1118.71904	72.36314	6.83042	6.75287	6.15038	6.12600	1.00000	8.54656	9.95399	9.86717	58.91889	
10.88511	8.73133	1.98745	6.14578	8.76582	44.48213	1085.49512	82.65112	75.06583	9.33466	32.17629	9.76600	1.00000	9.65150	11.77659	14.98521	68.64639	28.18026
8.37445	8.55446	1.78739	11.24509	8.36384	58.27157	1145.97150	70.49129	-94.74049	7.89499	32.5007	9.89325	1.00000	9.25654	9.07082	7.97954	72.26244	16.83120
10.00071	7.05763	0.66103	4.67203	9.77689	35.83140	1054.20162	70.27447	34.34691	6.28834	61.78491	10.22289	1.00000	7.93162	11.43012	12.79386	26.99143	29.25028
10.67775	10.34774	9.42773	11.18800	9.57129	46.06039	1171.86655	76.86711	-72.97261	6.93672	43.61062	10.17393	0.00000		8.67424	6.15905	47.05209	32.33993
7.72555	9.22104	3.44363	4.77096	10.04680	33.62993	1057.36138	80.39721	34.37389	9.61826	40.1675	6.02626	1.00000	7.37023	10.35408	10.76229	51.23498	0.13433
8.05564	9.12839	2.90441	9.04477	7.67845	47.88006	1078.21463	75.76764	-88.81395	9.86726	35.61452	8.45789	1.00000	10.37963	8.69658	9.85346	42.47293	9.90489
7.41114	7.66072	0.77421	10.36490	5.50912	76.86408	1066.45495	63.53378	123.50266	11.02914	41.94175	10.81334	1.00000	8.97457	7.00638	7.00172	45.92779	20.07613
10.22696	8.39709	1.53645	8.94642	10.27581	57.62988	1083.26489	72.19433	14.51472	5.47217	35.89972	10.48946	0.00000	9.44623	9.17737	7.40019	60.23411	-0.06672
8.29178	9.17475		10.15916	9.23718	57.38650	1072.19148	72.10853	-71.05977	10.25009	42.35843	11.09823	0.00000	8.67640	11.43344	10.91363	42.20028	14.59325
7.59451	9.50151	4.11247	9.52006	8.78741	42.74821	1146.46276	73.90057	4.82313	11.39934	51.24197	9.52235	1.00000	6.84871		8.59468	54.75944	10.12196
6.94331	9.30332	3.23121	8.95497	6.84329	47.86026	1058.22578	67.28465	18.28333	10.15093	59.33333	10.27014	1.00000	8.46605	7.06551	7.65982	60.38651	18.48275
5.17459	10.35505	9.30993	11.95171	10.24564	58.70496	1179.79289	68.68990	4.52529	10.77581	50.71229	9.44813	0.00000	9.93213	8.79345	10.09668	63.37064	-0.08036
10.08607	7.89640	0.82628	10.98331	8.48582	84.79368	1099.15268	66.51102	-71.10077	8.41344	18.20854	6.78076	1.00000	9.63479	8.53672	10.99236	47.24688	19.80880
9.55631	10.19330	7.94023	9.59471	9.22568	35.43625	1144.75496	68.76780	-6.90656	8.56074	33.92866	7.63483	0.00000	9.44384	7.84840	8.95660	35.77493	3.65941
7.35447	8.52330	1.62308	12.66110	8.02694	54.81812	1098.74019	70.09250	4.52514	9.74866	12.74482	10.40735	1.00000	8.10424	7.74742	9.04567	46.47093	16.65166
8.69259	8.27240	1.48060	7.98523	8.32784	60.00936	1061.61893	76.50652	24.14662	9.79468	65.84811	10.42939	0.00000	10.33474	10.78423	8.48137	65.81082	3.86446
7.07860	10.23973	8.14378	13.41821	8.75808	41.66953	1110.30037	79.99874	3.50309	10.68063	34.15429	10.16374	0.00000	10.17720	11.25766	13.19336	50.76431	31.32125
8.83154	7.78875	0.80171	8.43493	7.20584	73.35255	1110.56243	72.46130	12.6723	10.10162	41.72063	11.08979	0.00000	9.03651	10.34348	9.02069	57.71546	23.21560
10.42897	8.30839	1.26416	6.48947	5.54299	65.85715	1054.69496	70.63107	2.44892	7.77866	48.98693	6.28161	1.00000	10.31686	9.38088	7.66830	54.37548	18.23422
8.36356	7.93417	0.89926	9.48743	9.19055	29.30016	1141.49836	55.91657	-77.03116	6.91616	3.8801	9.95154	0.00000	7.91524	10.44843	7.52617	64.33094	1.26254
9.98842	8.55864	1.88160	7.81092	7.86712	37.72185	1186.97955	75.66153	-82.46148	8.95316	28.15112	9.54499	0.00000	8.28356	9.94694	8.27977	72.00422	14.42798
8.44536	8.96150	2.53951	10.47631	8.56943	51.73727	1165.73669	63.41032	11.37703	8.78625	48.06919	8.87516	0.00000	9.45345	10.01091	6.35454	55.47780	19.72939
10.15210	9.33630	3.67196	10.35468	8.78892	58.98601	1184.35722	75.77465	10.78222	9.50757	36.46917	10.29050	0.00000	9.06492	9.56914	10.51622	57.37906	22.10570
8.37109	8.03950	1.18600	10.70797	9.13928	42.78479	1113.49333	68.96743	-62.64102	5.66446	8.35122	10.53116	0.00000	9.53691	9.00215	8.38830	58.60635	15.69997
7.28149	7.97825	1.07875	9.03971	8.19781	22.17094	1097.01056	77.61185	114.10479	6.27303	22.37066	9.07385	0.00000	10.47588	12.14459	8.31881	49.45087	2.69521
7.66710	8.73461	1.82741	8.15256	9.68435	51.64299	1099.52953	69.36900	-76.51552	7.82268	39.32011	10.69356	1.00000	7.57076	7.07322	6.09590	41.91557	14.58984
6.28672	9.52534	4.35656	11.43379	9.44236	25.22293	1082.37561	78.39748	2.45012	11.72551	48.90982	9.07030	1.00000	8.93820	8.33064	9.70312	47.16442	33.35270
7.57038	9.41973	3.82631	9.67543	8.76594	41.61713	1099.18543	77.15216	73.7553	6.77664	15.5439	9.99311	0.00000	8.01414	10.64204	9.29894	58.32502	16.62283
7.11108	9.40457	3.66150	9.26316	8.56068	50.50621	1112.46293	68.88876	-122.86705	12.45080	45.49428	10.78512	1.00000	7.66432	5.37217	8.25412	50.39714	13.79552
5.97835	7.80252	0.92270	7.95810	7.16183	45.76819	1092.75387	66.48697	46.04833	12.10810	51.40944	10.62146	1.00000	7.21230	5.29450	7.41103	55.10481	4.17578
10.53613	8.69838	1.89475	9.16715	6.95241	66.18844	1110.05363	83.63179	18.34717	8.41245	54.60528	7.72167	1.00000	6.80453	8.63629	11.44446	67.93189	22.71692
7.18168	9.51952	4.19962	9.31439	9.21353	34.32724	1150.36113	76.37696	73.08333	10.40568	19.21667	10.83971	0.00000	9.31812	10.35222	9.93024	59.80264	8.60099
5.01061	8.36290	1.53077	10.94031	9.39966	48.89067	1183.35644	69.16372	-77.70066	9.64609	43.16547	7.69618	0.00000	7.55233	7.85281	9.62210	52.39981	-3.78229
6.95491	7.62908	0.89121	9.35055	10.02626	46.69430	1118.90687	66.46971	-79.62603	7.22258	8.88988	9.12013	0.00000	7.46155	12.12994	8.25774	40.91323	12.65936
8.79363	8.07831	1.18381	6.38433	8.11896	52.34354	1059.62692	78.22876	-73.75335	8.55345	45.4473	4.71051	1.00000	8.62129	9.59289	9.00539	30.72068	17.92870
13.06490	7.61249	0.87864	12.64585	9.02981	15.46593	1143.73626	79.00979	74.85849	6.51603	31.28092	11.70545	0.00000	7.60151	7.98419	6.89835	48.76118	14.25890
6.29910	8.67958	2.18049	10.02808	9.67100	52.00436	1064.98865	89.65027	71.57118	9.74676	32.87533	10.70040	1.00000	9.96574	6.69312	6.78355	53.31562	10.90907
12.38434	11.85294	40.85633	8.76644	10.46659	32.93163	1076.71248	70.60691	10.03988	9.45170	53.6052	7.42176	0.00000	7.98771	10.74979	10.36535	61.23938	12.02151
10.42110	9.24295	3.02336	3.88697	9.75434	63.49279	1190.34727	52.21679	75.11937	6.94643	20.88098	9.11905	1.00000	5.29003	11.42928	10.91995	36.54495	16.45437
5.53834	9.59066	4.82232	10.85389	9.11765	58.80054	1096.36366	73.16862	-76.43941	9.96359	39.33427	8.12579	0.00000	8.59925	7.87619	8.54763	69.35479	21.54172
9.27989	8.05067	0.91846	7.70279	9.33501	36.87162	1159.17539	68.20990	0.57856	7.69472	40.70995	6.78378	1.00000	9.21742	10.18207	9.90020	55.95316	13.81336
8.16954	8.48874	1.75675	9.93095	9.21956	39.20948	1103.08249	70.61681	-13.68778	7.08201	9.535	10.54854	1.00000	9.58624	8.43825	6.97325	55.05276	5.56352
8.55797	10.10299	7.36766	7.25664	10.26117	43.30669	1072.05051	78.38363	44.53333	8.22344	-22.9	7.68729	1.00000	9.70896	7.01131	12.08373	49.54823	16.14121
