station	latitude	code	revision	QoS	longitude
Boston	42.35843	US	2020/06/06	good	-71.05977
Kuvandyk	51.4781	RU	2019/08/02	good	57.3552
Changshu City	31.64615	CN	17 Nov 2021	average	120.74221
Colomiers	43.61058	FR	11/03/2017, 00:00:00	average	1.33467
Boli	45.75279	CN	04/30/2014, 00:00:00	building	130.57211
Gua Musang	4.88441	MY	2013-08-24	maintenance	101.96857
Mirriah	13.70727	NE	03/26/2017, 00:00:00	average	9.15013
Tandil	-37.32167	AR	2012/12/06	excellent	-59.13316
Soledade	-28.81833	BR	06/08/2013, 00:00:00	maintenance	-52.51028
Gero	35.8	JP	26 Dec 2020	good	137.23333
Budva	42.28639	ME	2020/01/24	excellent	18.84
Pilkhua	28.71271	IN	2017-12-09	building	77.656
Polohy	47.48444	UA	2015-02-16	accep	36.25361
Muritiba	-12.91667	BR	2018/04/15	good	-39.25
Elbeuf	49.28669	FR	10 Feb 2019	excellent	1.00288
Kendall	25.67927	US	10/25/2017, 00:00:00	average	-80.31727
Jackson	35.61452	US	07/19/2018, 00:00:00	accep	-88.81395
Markham	43.86682	CA	09 Sep 2019	maitennce	-79.2663
Shagamu	6.8485	NG	2018-02-09	maintenance	3.64633
Nanpiao	41.09822	CN	10/13/2017, 00:00:00	accep	120.74792
Nakhon Pathom	13.8196	TH	01 Sep 2019	accep	100.04427
Jersey City	40.72816	US	2020/02/25	accep	-74.07764
Kachkanar	58.7002	RU	26 Jul 2018	excellent	59.4839
Same	-4.06667	TZ	2020/01/02	accep	37.73333
Frankston South	-38.16604	AU	2013-08-10	average	145.13643
Villabate	38.07789	IT	09/27/2022, 00:00:00	excellent	13.44275
Neuburg an der Donau	48.73218	DE	11/12/2012, 00:00:00	average	11.18709
Zhoushan	29.98869	CN	2014/11/03	good	122.20488
Chiguayante	-36.9256	CL	09/06/2017, 00:00:00	average	-73.02841
Simpang	-1.26424	ID	20 Jan 2018	good	104.09701
Inawashiro	37.56667	JP	01/17/2019, 00:00:00	maintenance	140.11667
Mitry-Mory	48.98333	FR	10 Jul 2021	accep	2.61667
Argungu	12.74482	NG	25 May 2016	building	4.52514
Saint-Genis-Laval	45.69558	FR	2021/07/05	good	4.7934
Hutchinson	38.06084	US	08 Feb 2017	good	-97.92977
Hlohovec	48.43174	SK	12/11/2020, 00:00:00	good	17.8031
Strood	51.39323	GB	2015-05-30	average	0.47713
Ilesa	7.62789	NG	2014/05/13	average	4.74161
Gifhorn	52.47774	DE	01 Oct 2012	average	10.5511
Varadero	23.15678	CU	2019-10-16	excellent	-81.24441
Mardin	37.31309	TR	30 Nov 2017	building	40.74357
Media Luna	20.14298	CU	04 Jun 2022	excellent	-77.43532
Marly-le-Roi	48.86667	FR	2019/06/28	average	2.08333
Nyahururu	0.03813	KE	01/06/2017, 00:00:00	excellent	36.36339
Moga	30.81383	IN	20 Nov 2019	accep	75.16878
Hasilpur	29.69221	PK	06/23/2014, 00:00:00	maintenance	72.54566
Barbil	22.10194	IN	07/14/2022, 00:00:00	accep	85.37752
Privolzhskiy	51.40944	RU	20 Aug 2018	good	46.04833
Zgorzelec	51.14942	PL	2012/09/27	building	15.00835
Barmbek-Nord	53.6052	DE	06/24/2014, 00:00:00	accep	10.03988
Iringa	-7.76667	TZ	12 Jan 2022	accep	35.7
Murray	36.61033	US	07 Mar 2021	accep	-88.31476
Port Richmond	40.63316	US	2015/05/30	maintenance	-74.13653
Yamada	39.46667	JP	08/09/2014, 00:00:00	average	141.95
Hueytown	33.45122	US	2017/03/20	accep	-86.99666
Oldenzaal	52.31333	NL	08/09/2013, 00:00:00	excellent	6.92917
Iturama	-19.72806	BR	10 Sep 2021	good	-50.19556
Jagna	9.6531	PH	01/30/2021, 00:00:00	good	124.3697
Newburgh	41.50343	US	2021-10-01	building	-74.01042
Naga	10.20898	PH	2014/06/21	good	123.758
Balikpapan	-1.26753	ID	06/02/2017, 00:00:00	good	116.82887
Jackson	35.61452	US	31 May 2017	maintenance	-88.81395
Alwaye	10.10649	IN	02 Nov 2018	excellent	76.35484
Carindale	-27.50578	AU	2013/07/29	accep	153.10236
Ghat	24.96334	LY	2012-12-06	good	10.18003
Ustka	54.58048	PL	02/03/2016, 00:00:00	average	16.86194
Taunton	41.9001	US	2015/05/30	good	-71.08977
Karbala	32.61603	IQ	2012-11-17	average	44.02488
Masbate	12.37169	PH	21 Nov 2012	accep	123.62494
Yunguyo	-16.25	PE	07 Nov 2020	excellent	-69.08333
Massapequa	40.68066	US	2021/05/25	excellent	-73.47429
Fayetteville	35.05266	US	15 Aug 2014	excellent	-78.87836
Tiruppuvanam	9.82564	IN	2022-05-05	accep	78.25795
Hongseong	36.6009	KR	2017-10-27	maintenance	126.665
Sicklerville	39.71734	US	08/12/2016, 00:00:00	good	-74.96933
Ozersk	55.75556	RU	2013/02/09	good	60.70278
Barmbek-Nord	53.6052	DE	2022-06-01	accep	10.03988
Nowshahr	36.64852	IR	2013-05-25	building	51.49621
Davangere	14.46693	IN	04 May 2014	average	75.92694
Estelle	29.84576	US	2016/02/12	accep	-90.10674
Kobuleti	41.82143	GE	2018/10/14	good	41.77921
el Camp de l'Arpa del Clot	41.41204	ES	2022-04-23	average	2.18247
Jersey City	40.72816	US	03/17/2017, 00:00:00	average	-74.07764
Mount Hagen	-5.85746	PG	17 Mar 2016	good	144.23058
Boumerdas	36.76639	DZ	2013-07-22	excellent	3.47717
Gates-North Gates	43.16547	US	2018-07-20	excellent	-77.70066
Argungu	12.74482	NG	12 Feb 2016	building	4.52514
Chillum	38.96372	US	2022/08/01	maintenance	-76.99081
Arbroath	56.56317	GB	01 Sep 2022	maintenance	-2.58736
Novosilikatnyy	53.30972	RU	2015-07-31	accep	83.62389
Aistala	23.18	IN	19 Apr 2018	maintenance	88.58
Jinotepe	11.84962	NI	01/29/2021, 00:00:00	good	-86.19903
Kingston upon Hull	53.7446	GB	2018-11-09	accep	-0.33525
Gaya	11.86064	NG	2021/11/27	accep	9.0027
Boyeros	23.0072	CU	2015/08/31	average	-82.4017
Aurora	39.72943	US	24 May 2019	excellent	-104.83192
Hita	33.3213	JP	2019/03/19	accep	130.94098
Besuki	-7.73379	ID	2013/05/12	excellent	113.69785
Sun City Center	27.71809	US	2013-10-19	maintenance	-82.35176
Ponta Delgada	37.74615	PT	16 Mar 2018	accep	-25.66689
El Copey	10.15031	CO	01/03/2014, 00:00:00	building	-73.9614
Bibiani	6.46346	GH	06/13/2021, 00:00:00	accep	-2.31938
Longview	32.5007	US	2018-12-08	good	-94.74049
Zaozhuang	34.86472	CN	2015-01-28	good	117.55417
Tyoply Stan	55.62047	RU	2020-03-05	average	37.49338
Villaquilambre	42.64685	ES	2015/02/08	excellent	-5.55835
Jackson	35.61452	US	2013-06-07	maintenance	-88.81395
Thap Than	15.46063	TH	2018-10-16	excellent	99.89166
Rajaori	33.37526	IN	20 Dec 2015	accep	74.3092
Gua Musang	4.88441	MY	09/07/2022, 00:00:00	maintenance	101.96857
Walsrode	52.86147	DE	2014-05-11	maintenance	9.5926
Contla	19.32932	MX	08/07/2013, 00:00:00	building	-98.1664
Alytus	54.39635	LT	2018/05/06	building	24.04142
Guaraciaba do Norte	-4.16694	BR	2017/07/24	accep	-40.7475
Ragusa	36.92574	IT	07/01/2017, 00:00:00	average	14.72443
Zvenihorodka	49.07866	UA	2017/09/09	accep	30.96755
Pekanbaru	0.51667	ID	04/08/2019, 00:00:00	average	101.44167
Pleasant Prairie	42.55308	US	2021/09/14	average	-87.93341
Trossingen	48.07667	DE	2015/12/24	excellent	8.64409
Nowra	-34.88422	AU	18 Apr 2017	accep	150.60036
Yenagoa	4.92675	NG	07/07/2021, 00:00:00	accep	6.26764
Sa Dec	10.29085	VN	10 Jul 2015	building	105.75635
Athlone	53.43333	IE	08/14/2018, 00:00:00	average	-7.95
Pontevedra	-34.74785	AR	2018/04/18	accep	-58.70072
Agrigento	37.31065	IT	2012/11/17	average	13.57661
El Achir	36.06386	DZ	07/08/2021, 00:00:00	excellent	4.62744
Dehiwala-Mount Lavinia	6.84019	LK	2021/12/07	average	79.87116
Visitacion Valley	37.71715	US	2019-04-24	good	-122.40433
Farafenni	13.56667	GM	23 Apr 2018	accep	-15.6
Saint-Genis-Laval	45.69558	FR	2019/05/19	accep	4.7934
Roslavl’	53.95278	RU	18 Aug 2016	average	32.86389
Itaperuna	-21.205	BR	2020-01-09	average	-41.88778
Tiruppuvanam	9.82564	IN	2018/12/13	excellent	78.25795
Kovylkino	54.03876	RU	29 Dec 2012	accep	43.91385
Yingkou	40.66482	CN	2017-01-09	excellent	122.22833
Malnate	45.79377	IT	16 Oct 2021	good	8.88104
Nizhniy Lomov	53.53041	RU	01 May 2021	building	43.67663
Khairpur Mir’s	27.52948	PK	2020-08-26	accep	68.75915
Rwamagana	-1.9487	RW	09/26/2022, 00:00:00	excellent	30.4347
El Achir	36.06386	DZ	04/06/2018, 00:00:00	excellent	4.62744
Harrisburg	40.2737	US	24 Feb 2015	excellent	-76.88442
Gandia	38.96667	ES	2019-11-22	building	-0.18333
Diamond Harbour	22.19303	IN	03/25/2017, 00:00:00	excellent	88.18466
Alfenas	-21.42917	BR	2016-01-01	accep	-45.94722
Palmeira	-25.42944	BR	18 Jul 2015	good	-50.00639
Viradouro	-20.87306	BR	03/26/2013, 00:00:00	excellent	-48.29694
Pingyi	35.50056	CN	2015/11/29	average	117.63083
Ragusa	36.92574	IT	10/15/2017, 00:00:00	average	14.72443
Chamba	32.55531	IN	10/09/2018, 00:00:00	average	76.12647
Perth	-31.95224	AU	05/27/2013, 00:00:00	excellent	115.8614
Kelowna	49.88307	CA	12/14/2017, 00:00:00	maintenance	-119.48568
'Ali Sabieh	11.15583	DJ	12/23/2013, 00:00:00	maintenance	42.7125
Bryn Mawr-Skyway	47.4943	US	12/20/2016, 00:00:00	average	-122.24092
Debre Tabor	11.85	ET	2016/05/14	building	38.01667
Liberia	10.63504	CR	2014/02/17	average	-85.43772
Kensington	40.64621	US	07 Sep 2014	accep	-73.97069
Elamanchili	17.54907	IN	2020-04-17	good	82.85749
Gudermes	43.35071	RU	15 Mar 2022	excellent	46.10925
North Tustin	33.76446	US	2015/07/05	average	-117.79394
Yonkers	40.93121	US	2019/05/10	average	-73.89875
Denderleeuw	50.88506	BE	2020-11-27	accep	4.07601
Lebanon	39.43534	US	03/16/2018, 00:00:00	good	-84.20299
San Juan de Aznalfarache	37.35813	ES	03/18/2017, 00:00:00	excellent	-6.03731
Yunguyo	-16.25	PE	2018-12-04	excellent	-69.08333
Jaworzno	50.20528	PL	2020-07-06	good	19.27498
Fort Washington	38.70734	US	28 Jul 2021	maintenance	-77.02303
Lino Lakes	45.16024	US	06/03/2022, 00:00:00	accep	-93.08883
Leioa	43.32686	ES	16 Dec 2014	excellent	-2.98884
Madhipura	25.92127	IN	18 Feb 2017	accep	86.79271
Puertollano	38.68712	ES	15 Nov 2018	good	-4.10734
Hudiksvall	61.72744	SE	2018/06/24	good	17.10558
Keene	42.93369	US	2021-07-08	maintenance	-72.27814
Yakuplu	40.98894	TR	18 Jun 2016	excellent	28.67582
Korschenbroich	51.19139	DE	2015/02/05	good	6.51352
Newbury	51.40148	GB	2018-06-25	good	-1.32471
Qazax	41.09246	AZ	18 Oct 2013	building	45.36561
