code	revision	station	longitude	latitude	QoS
US	01/28/2013, 00:00:00	New Canaan	-73.49484	41.14676	accep
IE	2021-10-18	An Muileann gCearr	-7.35	53.53333	good
DZ	2013-10-19	Boumerdas	3.47717	36.76639	average
PR	11 Oct 2014	Aguadilla	-67.15407	18.42745	good
AR	2013/06/26	Tandil	-59.13316	-37.32167	maintenance
IN	2021-01-20	Chharra	78.40102	27.9247	excellent
PH	2013-05-20	Masbate	123.62494	12.37169	good
CN	02/14/2017, 00:00:00	Changzhi	111.73861	35.20889	excellent
IN	2014-11-21	Saharsa	86.59611	25.87498	good
BW	2021/06/20	Tonota	27.46153	-21.44236	accep
UA	02 Aug 2015	Shepetivka	27.06365	50.18545	excellent
TH	28 Jun 2015	Kantharalak	104.64992	14.64056	average
TZ	11 Feb 2019	Magomeni	39.25	-6.8	good
BR	2019/06/16	Loanda	-53.13722	-22.92306	building
JP	03 Dec 2019	Shinshiro	137.5	34.9	accep
DE	2020/07/18	Radevormwald	7.36027	51.20219	excellent
FR	2018-10-22	Herblay	2.1699	48.98994	accep
IN	2019-11-01	Betamcherla	78.14797	15.45144	average
JP	2012/10/06	Namerikawa	137.36215	36.75965	accep
RU	2013-09-24	Privolzhskiy	46.04833	51.40944	excellent
UA	2021-02-17	Zvenihorodka	30.96755	49.07866	average
PH	2015/08/07	Burgos	120.57224	15.72892	good
TN	12 Aug 2022	Beni Khiar	10.78222	36.46917	good
IN	19 Apr 2022	Parola	75.11937	20.88098	maintenance
US	02/23/2015, 00:00:00	Malden	-71.06616	42.4251	maintenance
GB	2021-07-15	Inverness	-4.22398	57.47908	good
RU	2014-04-07	Otradnyy	51.3452	53.37596	average
US	04 Oct 2019	Davis	-121.74052	38.54491	average
NL	03 May 2016	Zeist	5.23333	52.09	accep
TR	11 May 2015	Edremit	27.02444	39.59611	building
DE	01/12/2022, 00:00:00	Barmbek-Nord	10.03988	53.6052	good
DE	2015-02-27	Radevormwald	7.36027	51.20219	average
SE	2021-12-13	Hudiksvall	17.10558	61.72744	maintenance
SK	12/05/2015, 00:00:00	Skalica	17.22635	48.8449	building
BR	10/02/2019, 00:00:00	Soure	-48.52333	-0.71667	good
SL	03 Jun 2018	Freetown	-13.2356	8.48714	good
DE	2012/11/20	Ehingen	9.72749	48.28259	accep
RU	2019-08-22	Krymsk	37.99117	44.92934	good
IN	2012-11-29	Robertsonpet	78.27539	12.95629	average
US	2020-12-23	Santa Maria	-120.43572	34.95303	accep
AR	2019-10-28	Esperanza	-60.93173	-31.4488	maintenance
MX	09 Nov 2012	Progreso	-89.66123	21.28306	accep
CO	23 Aug 2013	Madrid	-74.26419	4.73245	average
MX	06/16/2020, 00:00:00	Teziutlan	-97.35992	19.8173	average
MY	2019-12-19	Batu Feringgi	100.24529	5.4709	excellent
IT	09/03/2020, 00:00:00	San Giuliano Milanese	9.29109	45.39402	accep
AR	2018-04-20	Tandil	-59.13316	-37.32167	average
BR	2016-07-25	Tucano	-38.79084	-10.95817	good
ES	05/24/2013, 00:00:00	Reus	1.10687	41.15612	average
CD	09/18/2014, 00:00:00	Kamina	24.99798	-8.73508	excellent
JM	01/06/2016, 00:00:00	New Kingston	-76.78319	18.00747	accep
CA	07 Jan 2021	Dorval	-73.75335	45.4473	excellent
IN	22 Oct 2013	Periyakulam	77.54372	10.12268	average
IN	12/16/2014, 00:00:00	Davangere	75.92694	14.46693	accep
US	2016-10-11	San Gabriel	-118.10583	34.09611	good
AU	03/14/2016, 00:00:00	Baulkham Hills	150.99292	-33.75881	excellent
CH	2018/08/25	Onex	6.10237	46.18396	accep
ES	2015-09-22	Ferrol	-8.2194	43.48961	good
US	08/31/2019, 00:00:00	Camarillo	-119.0376	34.21639	excellent
KZ	01/29/2017, 00:00:00	Zaysan	84.87144	47.46657	average
US	2016-01-22	Clermont	-81.77285	28.54944	building
IN	2019/08/15	Barpeta	91.00632	26.32293	building
AM	11/30/2017, 00:00:00	Hrazdan	44.7662	40.49748	average
IN	2016-10-06	Sheoganj	73.06784	25.13915	accep
MT	26 May 2014	Valletta	14.51472	35.89972	building
DE	2017/02/24	Dahlem	13.28702	52.4581	good
DE	2013/06/15	Weimar	11.32903	50.9803	average
RU	2021-06-24	Izluchinsk	76.92421	60.97944	accep
US	14 Jul 2019	Fitchburg	-71.8023	42.58342	good
CA	27 Jun 2021	Kelowna	-119.48568	49.88307	average
US	2014-07-24	South Whittier	-118.03917	33.95015	excellent
RU	19 Jan 2014	Stupino	38.07083	54.90083	accep
JP	2021/09/04	Inawashiro	140.11667	37.56667	excellent
US	08/04/2017, 00:00:00	Nutley	-74.15987	40.82232	good
DE	2022/09/23	Walsrode	9.5926	52.86147	accep
MX	05 May 2022	Teziutlan	-97.35992	19.8173	excellent
UG	2016/08/29	Arua	30.91105	3.02013	average
GB	2015/03/29	East Dereham	0.93333	52.68333	average
DE	2019/07/01	Walsrode	9.5926	52.86147	maintenance
AU	2019/05/01	Wheelers Hill	145.18333	-37.9	accep
DE	2016-12-21	Schleswig	9.5586	54.52156	accep
BR	2020-05-22	Itabirito	-43.80139	-20.25333	excellent
DE	24 Nov 2012	Radevormwald	7.36027	51.20219	average
US	12/01/2020, 00:00:00	Saratoga Springs	-111.90466	40.34912	accep
NG	2013/08/24	Yenagoa	6.26764	4.92675	accep
IT	2014/05/16	Tortona	8.86374	44.89784	average
JP	01/24/2019, 00:00:00	Hita	130.94098	33.3213	excellent
ES	10/12/2017, 00:00:00	Baza	-2.77259	37.49073	accep
DE	2018/10/25	Oschatz	13.10984	51.30001	average
NZ	08/21/2019, 00:00:00	Timaru	171.25364	-44.39672	building
DE	04/02/2018, 00:00:00	Barmbek-Nord	10.03988	53.6052	average
ET	2013/10/16	Debre Tabor	38.01667	11.85	excellent
PH	2016/01/01	Santa Catalina	122.8637	9.3337	excellent
US	2018/07/19	Evergreen Park	-87.70172	41.72059	accep
US	24 Jul 2020	Dumont	-73.99681	40.94065	accep
RU	02/24/2021, 00:00:00	Roslavl’	32.86389	53.95278	maintenance
IT	01/24/2018, 00:00:00	Roseto degli Abruzzi	14.01481	42.67164	accep
KE	12 Jul 2014	Busia	34.11169	0.46005	accep
BR	07/17/2014, 00:00:00	Alfenas	-45.94722	-21.42917	maintenance
BG	2020-02-09	Smolyan	24.71204	41.57439	good
CO	2021-09-08	Buenaventura	-77.03116	3.8801	maintenance
CD	06 Aug 2016	Beni	29.47306	0.49113	maintenance
IN	2021-09-01	Gingee	79.41727	12.25282	building
CN	2022/04/01	Guli	120.03308	28.88162	accep
ID	2013/04/19	Kudus	110.8405	-6.8048	good
IT	09/10/2014, 00:00:00	Bisceglie	16.50104	41.24264	average
RU	2018/04/05	Severodvinsk	39.8302	64.5635	excellent
CN	11/11/2017, 00:00:00	Nanpiao	120.74792	41.09822	average
US	2022/08/22	Claremont	-117.71978	34.09668	accep
US	09 May 2018	New Canaan	-73.49484	41.14676	average
CU	27 May 2022	Jaruco	-82.00919	23.04419	good
FR	01 Jan 2020	Ajaccio	8.73812	41.91886	maintenance
CO	2019/03/12	El Copey	-73.9614	10.15031	building
VU	24 May 2017	Port-Vila	168.31366	-17.73648	accep
BG	2021-08-24	Montana	23.225	43.4125	good
BR	2021-03-05	Rio Real	-37.93278	-11.48472	maintenance
ES	2019-03-11	Novelda	-0.76773	38.38479	average
KR	25 Mar 2022	Sinhyeon	128.62667	34.8825	maintenance
IN	17 May 2017	Madhipura	86.79271	25.92127	average
CN	2021-03-23	Foshan	113.13148	23.02677	good
NL	2020/08/15	Schiebroek	4.47124	51.95838	good
DE	2020-08-23	Karben	8.77155	50.23019	good
CO	2016/03/25	Buenaventura	-77.03116	3.8801	accep
RU	08/15/2021, 00:00:00	Solntsevo	37.38115	55.63711	building
GB	2020/04/03	Exeter	-3.52751	50.7236	average
AO	2021-06-27	Luena	19.91667	-11.78333	accep
BE	2013/01/24	Denderleeuw	4.07601	50.88506	good
CN	04/16/2019, 00:00:00	Shaowu	117.4831	27.34089	average
US	2022-05-30	San Gabriel	-118.10583	34.09611	average
CN	07 Nov 2020	Wacheng	114.51667	33.78333	good
IN	09/29/2016, 00:00:00	Chamba	76.12647	32.55531	maintenance
RU	09/03/2014, 00:00:00	Novopavlovsk	43.63417	43.96222	average
BR	2018-02-25	Itaperuna	-41.88778	-21.205	excellent
FR	02/24/2013, 00:00:00	Bron	4.91667	45.73333	maintenance
US	14 Jan 2013	Middle River	-76.43941	39.33427	excellent
JP	2018-08-21	Nonoichi	136.61667	36.53333	excellent
US	2020-02-09	Glendale	-118.25508	34.14251	average
GB	05/09/2015, 00:00:00	East Dereham	0.93333	52.68333	good
DE	2019-02-25	Schwalmtal	6.26667	51.21667	accep
IE	2019/08/08	An Muileann gCearr	-7.35	53.53333	excellent
MX	2019-08-05	Teziutlan	-97.35992	19.8173	average
AR	10/01/2019, 00:00:00	Rafaela	-61.4867	-31.25033	maintenance
KZ	2015/01/09	Zaysan	84.87144	47.46657	maintenance
NO	26 Apr 2021	Harstad	16.54165	68.79833	good
IN	2022/07/06	Gariadhar	71.57737	21.53889	good
VE	2019/06/20	La Victoria	-67.33122	10.22677	excellent
US	02/22/2021, 00:00:00	Encinitas	-117.29198	33.03699	accep
NG	28 Dec 2019	Nkpor	6.83042	6.15038	maintenance
NG	17 Jan 2014	Igbara-Odo	5.06258	7.50251	maintenance
DZ	12/28/2013, 00:00:00	El Achir	4.62744	36.06386	excellent
PT	31 Mar 2013	Ponta Delgada	-25.66689	37.74615	accep
US	07 Aug 2021	Camarillo	-119.0376	34.21639	building
US	02/19/2018, 00:00:00	Visitacion Valley	-122.40433	37.71715	average
GB	2015/07/25	Leyland	-2.68758	53.69786	accep
AF	2022/07/14	Sar-e Pul	65.93249	36.21544	good
US	18 Sep 2013	Searcy	-91.73625	35.25064	maintenance
RU	27 Jun 2021	Petrozavodsk	34.34691	61.78491	accep
IN	2015/02/19	Leteri	77.40858	24.05979	maintenance
MY	2016-04-14	Donggongon	116.10146	5.90702	good
US	06 Aug 2013	Lino Lakes	-93.08883	45.16024	average
PL	09 May 2020	Ustka	16.86194	54.58048	maintenance
US	09 Jan 2018	Gilbert	-111.78903	33.35283	excellent
NI	2014-03-04	Somoto	-86.58208	13.48082	good
TZ	2017-04-16	Nyangao	39.28333	-10.33333	average
PH	07/03/2017, 00:00:00	Recodo	121.96361	6.95194	good
US	07 Feb 2022	Tupelo	-88.70464	34.25807	excellent
EG	08/25/2017, 00:00:00	Juhaynah	31.4976	26.67319	good
TH	2015-08-17	Roi Et	103.65309	16.0567	accep
US	13 Dec 2021	Estelle	-90.10674	29.84576	average
BR	2016-07-08	Resplendor	-41.25528	-19.32556	excellent
DE	05 Jun 2020	Bad Honnef	7.2278	50.64336	excellent
NG	2021/07/06	Efon-Alaaye	4.92235	7.65649	excellent
US	24 May 2022	Hueytown	-86.99666	33.45122	excellent
TH	2017-12-11	Yasothon	104.1451	15.79408	good
GB	2020/11/14	Thetford	0.75	52.41667	average
TW	2016-12-09	Magong	119.58627	23.5654	excellent
JP	2022/02/03	Yamada	141.95	39.46667	accep
PE	08/03/2022, 00:00:00	Minas de Marcona	-75.11028	-15.21194	good
BR	2018/06/07	Tucano	-38.79084	-10.95817	average
BR	2015/08/19	Tucano	-38.79084	-10.95817	excellent
ID	05 Apr 2021	Balikpapan	116.82887	-1.26753	average
IN	2013-07-24	Talipparamba	75.35927	12.04161	average
DZ	2022-03-24	El Achir	4.62744	36.06386	accep
JP	2017-05-15	Karatsu	129.96972	33.4425	building
CN	2016/05/14	Guli	120.03308	28.88162	average
PK	06/27/2013, 00:00:00	Larkana	68.21204	27.55898	accep
TH	2017/01/22	Bua Yai	102.42587	15.58552	average
IT	2019-08-05	Lanciano	14.39024	42.22718	excellent
BR	06 Nov 2018	Cabo	-35.03333	-8.28333	average
UG	2014/02/22	Arua	30.91105	3.02013	average
DE	2013-04-17	Aschaffenburg	9.15214	49.97704	good
GB	2014-03-24	Gainsborough	-0.76667	53.38333	accep
US	2018/01/14	Gilbert	-111.78903	33.35283	good
US	2022/08/20	Visitacion Valley	-122.40433	37.71715	excellent
BR	2019-01-01	Guapimirim	-42.98194	-22.53722	accep
TT	11 Jan 2013	Port of Spain	-61.51889	10.66668	good
CA	23 Sep 2017	Norfolk County	-80.38297	42.8334	maintenance
US	2019/03/01	Lebanon	-84.20299	39.43534	average
IN	2016/03/28	Barpeta	91.00632	26.32293	excellent
US	06/19/2017, 00:00:00	Murray	-88.31476	36.61033	building
