longitude	Pb	NH3	PRES	H2CO	SO2	latitude	PM2.5	TEMP	C2H3NO5	CO	PM10	CFCs	PAHs	CH4	O3	NOx	warning
4.18333	39.05983	7.62073	1139.33305	50.98858	5.65276	7.6	6.45698	16.37285	7.20471	8.25214	8.94463	53.72931	6.04000	7.33179	7.05584	6.86256	0.00000
-122.40433	26.68715	7.61509	1061.80615	49.10132	9.03842	37.71715	9.64375	12.46562	2.22598	8.95604	7.41399	34.94520	7.94712	7.62292	7.35705	6.64108	1.00000
-13.2356	42.83790	8.22663	1196.50217	39.38110	8.03443	8.48714	5.62855	1.85058	1.44003	6.37575	6.54491	39.85116	5.90092	8.43231	10.05877	8.51529	0.00000
-37.93278	59.98894	2.80298	1058.65605	56.41023	7.53437	-11.48472	10.78548	17.06180	1.97095	7.16764	6.70914	55.15837	12.62449	10.36090	8.34493	6.68331	1.00000
-122.38731	76.12972	7.31368	1150.98726	49.50652	8.71654	45.53929	7.59702	6.86707	3.63027	7.73611	8.06025	24.56715	9.47469	9.54943	7.62334	9.19541	0.00000
10.03988	32.01802	5.85888	1109.17404	21.33151	5.90582	53.6052	7.77316	17.48309	2.25037	9.09307	7.16921		10.31664	7.77377	8.48011	7.55696	1.00000
48.87498	52.74879	5.34091	1075.04860	54.34053	9.89274	38.45598	8.70936	12.21997	3.14439	5.96134	7.58824	33.27416	13.10272	7.31163	7.83828	10.15880	0.00000
35.34722	62.38859	9.84678	1099.99793	49.80843	6.80554	-23.85972	9.62540	12.73786	4.62990	6.04699	8.45359	29.73388	7.34271	8.34020	8.26281	8.32848	1.00000
9.0027	40.30128	6.42289	1107.47736	53.67787	10.22372	11.86064	10.01256	10.33116	3.77875	7.98924	8.26962	25.31942	11.18172	7.69447	7.72138	8.26349	0.00000
12.84052	37.38789	6.30068	1123.08902	30.16385	7.12841	45.78071	10.54675	27.32234	3.32559	7.47148	7.74594	37.06955	9.79468	8.29937	7.99083	5.50513	1.00000
-86.99666	58.55927	2.87500	1151.14685	62.55782	10.23168	33.45122	8.34836	16.57056	5.43684	4.98113	8.64982	58.76204	11.60883	7.67007	9.59948	12.19586	0.00000
120.14278	38.45131	10.75506	1166.62616	19.94338	7.00289	32.50611	5.59499	15.50742	3.14955	6.18285	7.78665	52.15652	5.53631	9.25473	8.61998	7.00940	0.00000
-81.24441	32.45231	8.56145	1062.87580	49.43754	6.46667	23.15678	8.13926	22.89357	2.33623	6.92810	7.81788	54.40501	8.60724	9.17165	8.10291	5.08265	1.00000
135.6	56.59048	7.96973	1146.98461	48.66361	5.87897	34.61667	8.17216	22.46275	8.80398	6.78771	9.09764	45.04683	8.90780	8.09645	6.33114	8.95455	1.00000
-5.55835	88.43169	4.90467	1135.69449	56.60162	6.99286	42.64685	10.80603	-0.58863	2.31196	8.21915	7.62824	61.69526	10.53090	7.28920	6.84374	7.52527	1.00000
109.3243	49.73280	4.13341	1058.70973	36.50893	7.95695	-7.0981	11.12570	28.93371	2.90005	6.88410	7.71962	36.80190	10.96837	7.91391	6.86553	8.58797	1.00000
114.51667	41.77743	5.56848	1117.73207	72.92262	7.54964	33.78333	8.81768	33.14017	1.26177	7.09191	5.34348	57.02594	10.80086	7.52559	8.19273	7.38307	1.00000
32.88667	55.10751	6.21371	1117.15472	45.91670	7.22897	3.27833	8.35618	28.81043	2.97424	6.83019	7.56599	50.36999	9.96866	7.86460	7.46232	7.19713	1.00000
-77.43532	52.56836	8.78300	1107.19293	27.50380	6.76766	20.14298	7.72405	7.87101	4.66117	7.09069	8.29009	50.27269	7.65793	8.40385	10.45719	5.89151	0.00000
140.11667	40.50941	5.34585	1139.59279	61.23086	4.60443	37.56667	8.62624	18.12686	17.03142	7.99830	9.81006	42.80476	10.61856	7.26372	7.40465	11.72304	1.00000
-65.61427	53.27159	5.96672	1153.91506	42.39738	7.21590	-27.4338	8.86546	3.35265	13.02551	6.01529	9.57853	66.91631	6.49135	8.18353	9.81107	11.34492	1.00000
-82.00919	54.46234	7.81656	1197.45298	79.93245	5.26956	23.04419	8.73494	26.57255	4.40089	7.16595		56.88884	9.45785	7.22090	7.12084	5.96768	1.00000
-76.43941	71.82072	10.39192	1154.67086	58.37791	5.23163	39.33427	7.99128	21.03053	1.68269	7.73001	6.95092	51.78159	7.82585	8.08721	9.66725	4.56813	0.00000
65.27258	54.74102	6.06028	1144.12344	57.06286	7.37015	58.04254	11.09693	22.90409	14.88489	5.76352	9.69840	49.96396	10.21443	9.45796	7.52683	7.18875	1.00000
-80.08199	52.70922	8.03201	1120.15082	44.28740	9.08959	35.88264	7.15053	2.58695	3.20162	7.20118	7.85619	63.61206	9.51897	8.83624	7.55158	8.91145	0.00000
9.0027	36.31894	6.33981	1185.34119	51.13460	9.52809	11.86064	9.43250	30.19110	5.82038	8.03631	8.47731	71.78497	8.84719	8.99914	8.65037	4.05669	1.00000
42.7125	59.39284	10.56697	1104.74016	52.41860	9.05809	11.15583	5.42189	0.35345	2.12858	6.90834	6.51413	58.12910	8.79030	7.91626	8.90190	6.16397	0.00000
30.4347	62.56752	6.44474	1064.46502	10.28732	7.34613	-1.9487	9.09735	18.66224	0.62873	6.88936	6.42187	45.96027	9.98685	9.33023	7.38953	5.75283	1.00000
27.25	68.19583	3.04418	1173.47090	33.61841	6.12078	42.7	7.08838	9.58529	3.68920	4.76998	7.85916	46.16692	7.19305	7.27250	6.13314	10.85301	1.00000
3.20639	54.54412	7.22298	1131.43614	50.75313	9.60806	50.74497	7.81082	7.75882	0.97632	8.10959	6.33122	34.87061	10.57790	9.15955	7.43423	8.51386	0.00000
171.25364	61.41441	8.64865	1079.73256	52.54412	7.90861	-44.39672	8.24716	16.05327	1.69794	6.94813	6.91563	50.89412	10.33653	7.16744	6.67577	8.44434	0.00000
124.95278	48.25840	7.04618	1071.21664	48.05033	5.86842	6.33444	9.85706	9.38144	2.29495	6.39235	6.69617	61.51225	9.72699	7.06635	6.34994	11.01546	1.00000
101.96857	55.90819	11.43231	1093.73402	57.66418	7.84630	4.88441	6.40666	15.05010	11.07281	7.06719	9.29282	42.98221	8.27031	8.17776	8.23892	6.56558	0.00000
71.67164	33.46572	8.37077	1195.21482	51.87999	7.37584	30.29184	8.64601	20.12975	4.12116	7.23874	8.29224	50.70746	8.42535	9.05771	8.13235	4.62068	1.00000
-74.26419	31.00742	8.47632	1100.75499	59.93933	6.10395	4.73245	11.72282	11.80548	5.68403	6.94130	8.52807	53.46343	11.58534	7.38179	8.15056	10.87632	1.00000
35.34722	48.08339	4.98946	1141.84220	46.50238	10.00546	-23.85972	5.06534	7.91512	1.82021	4.00081	6.61978	52.93279	9.28293	7.24620	8.53324	12.18977	0.00000
-75.11028	43.26780	3.32720	1063.75738	32.19016	7.38436	-15.21194	11.53195	4.75447	2.37566	6.38796	7.66731	52.67187	12.33723	8.12689	7.93922	6.99916	1.00000
-91.73625	72.31333	6.89309	1140.36975	48.15191	10.58325	35.25064	4.09669	25.79762	5.89356	4.27596	8.58584	44.69138	7.83798	8.47138	5.92109	10.49462	0.00000
19.91667	71.29387	6.80901	1175.03343	73.18702	8.17317	-11.78333	8.96085	6.83936	3.24323	6.47712	8.00304	41.00775	8.97164	8.55926	9.77720	5.57053	1.00000
145.13643	50.07574	6.61214	1194.36968	64.66755	10.62795	-38.16604	8.13152	24.82199	11.93909	5.99004	9.42972	58.08265	10.07710	9.28997	9.02336	8.80475	0.00000
114.51667	37.07510	8.45757	1078.67965	37.85751	7.45923	33.78333	11.34389	22.32769	7.76704	5.93550	9.00839	59.83101	7.58292	7.64963	8.73772	9.20376	1.00000
-77.03116	49.56709	4.59853	1176.85600	32.03817	8.85464	3.8801	5.98869	1.18634	4.56810	9.45389	8.28532	45.76998	12.42162	7.06668	8.73867	11.68231	0.00000
9.22796	44.65557	7.90548	1079.16518	21.73272	7.79924	48.46458	10.42416	10.41410	3.40726	7.77801	7.78823	30.29180	7.71885	7.42572	8.35292	6.21282	1.00000
115.88782	53.81569	8.38351	1072.34860	45.94600	7.54843	-32.05251	8.75660	29.08970	1.06818	7.34247	6.37890	66.37023	8.41914	7.98376	8.56744	6.62524	0.00000
8.77069	55.18410	6.15975	1194.52124	48.56811	8.70243	50.80904	9.47571	21.56627	5.42656	6.42036	8.63074	54.63826	11.30555	7.79361	9.16825	9.69724	0.00000
2.18967	61.24236	5.76377	1125.38351	53.38896	8.24432	48.8765	13.90299	38.08622	3.87777	4.22966	8.03520	63.00189	10.19324	9.71457	10.89752	10.87486	1.00000
-121.74052	35.07563	6.91378	1171.71729	33.92642	7.64259	38.54491	5.15276	-2.41794	5.73131	8.49593	8.47424	22.28885	11.31472	7.52311	8.79105	11.13407	0.00000
9.15013	46.66889	6.61854	1192.07932	54.48742	7.97969	13.70727	9.25106	9.67495	4.67880	7.93341	8.31107	70.31714	9.34553	6.58515	8.39223	7.13371	1.00000
116.82887	32.57231	9.66540	1164.72782	59.85744	6.56867	-1.26753	10.18588	25.69616	9.83459	6.11515	9.28241	33.76728	8.13921	9.29165	8.83988	7.99030	0.00000
46.83187	39.91400	5.41180	1064.61635	39.66365	6.97346	14.53767	9.64054	27.45338	5.87025	7.56558	8.47970	69.28763	10.62545	9.33832	8.44013	6.31030	1.00000
5.06258	53.16898	7.69215	1051.99722	44.84406	7.51852	7.50251	6.79389	2.80028	2.00978	8.38458	7.18132	27.55542	8.62190	8.00199	8.37036	6.05170	0.00000
141.95	44.93025	3.59492	1194.69831	76.26747	7.97218	39.46667	7.11857	28.43273	3.00322	5.99689	7.93402	35.87071	6.26142	10.39194	8.23286	9.28042	1.00000
-80.38297	63.70585	8.18832	1120.99339	10.87018	7.46992	42.8334	6.36706	-0.44814	6.31593	6.02138	8.84956	69.95777	9.81835	8.74185	6.43593	9.97719	0.00000
74.4818	31.74170	7.84376	1143.99491	47.70698	6.94556	30.21121	9.01736	22.21776	1.74486	5.66245	6.94842	20.91529	9.22234	7.63967	9.54459	5.82977	1.00000
32.86389	46.55832	6.63341	1093.93177	34.52858	8.64257	53.95278	8.96534	4.88075	4.67646	7.04367	8.32644	54.67539	9.30209	8.25205	8.00079	7.11039	1.00000
70.96699	60.77261	4.85430	1063.84806	47.13966	6.50979	30.46907	8.03234	13.20430	3.42464	4.81633	8.03895	50.42428	8.94816	6.94965	8.16533	10.63083	1.00000
-87.88754	42.23724	7.01023	1130.58890	27.05588	3.86913	41.15376	10.44242	21.15833	3.50275	6.16614	7.73377	55.14040	10.70163	7.69182	9.11724	13.57843	1.00000
2.18247	29.69367	4.59682	1086.66968	51.99285	11.36641	41.41204	4.21359	18.37550	1.09915	8.83776	6.57370	67.07246	12.27791	7.09042	9.56154	11.06779	0.00000
8.86374	51.43833	7.05913	1197.55618	55.14025	10.88574	44.89784	6.82388	9.32754	1.94705	8.22027	7.47372	68.82333	8.66508	7.55419	9.70219	8.43750	0.00000
-73.47429	51.05262	5.69008	1054.21596	42.96426	7.60893	40.68066	8.71396	22.76731	3.79235	6.05382	7.87533	38.05204	10.66112	9.33750	7.90418	7.84782	1.00000
-71.29144	52.77954	4.81245	1082.76217	32.42623	6.13922	41.54566	8.13415	21.75032	18.10995	7.57169	9.89578	49.49030	11.80072	7.31778	7.30615	3.39048	1.00000
-83.48216	31.64479	7.10770	1108.24479	22.31211	8.42422	42.30865	6.14638	17.28924	1.97053	4.96242	7.08667	47.70523	7.77847	10.49100	7.02542	10.22722	0.00000
-7.35	51.22140	11.76530	1091.16191	61.30268	6.40159	53.53333	8.09736	19.60183	2.11844	6.83122	7.36388	50.94094	8.16417	8.94519	9.92611	5.54646	0.00000
56.36091	44.99505	6.37715	1151.03265	37.56690	10.31894	51.78771	8.15051	20.32759	4.47789	10.88000	8.18586	35.22712	10.50755	8.87866	6.81537	8.41488	0.00000
73.38333	57.73261	5.96742	1073.99933	57.09751	6.65564	31.71667	8.95892	8.04694	3.78446	6.77251	7.93217	41.65664	7.23745	8.53733	8.87562	11.76847	1.00000
-97.54667	35.88122	4.33109	1175.08371	41.06377	6.35803	30.5427	10.27860	11.12853	11.09646	6.96332	9.31643	36.10558	12.10294	7.81072	8.70406	7.29352	1.00000
76.12647	77.94555	10.28138	1183.71352	52.62241	7.08758	32.55531	6.70603	7.21046	9.37573	5.95091	9.14081	45.50356	6.11901	7.53298	7.18879	7.96695	0.00000
13.28702	49.20644	6.36385	1170.42019	46.64766	6.74592	52.4581	9.73988	14.44901	2.40347	5.61051	7.15572	37.10266	10.18710	7.34804	8.81361	10.21097	1.00000
-82.90375	26.20346	6.72739	1125.51271	45.97918	6.31404	32.54044	8.10230	28.33550	15.48305	7.92421	9.70950	56.64379	9.94465	8.77627	8.75935	5.26865	1.00000
1.53414	52.74567	5.95642	1076.24514	52.58826	10.38187	42.50729	9.26358	5.33524	5.44498	6.78842	8.61098	30.45657	11.92962	7.49527	7.41669	9.10146	0.00000
71.30633	63.61100	7.74535	1197.51590	20.02723	5.64446	21.34222	9.52503	10.03649	2.36425	7.27841	7.70203	84.78801	9.13650	7.27013	8.80613	7.60272	1.00000
-1.29772	50.37733	6.82139	1151.45556	34.04058	6.23636	50.76306	10.25235	21.87272	5.34888	6.86222	8.42346	45.74787	10.18843	7.88006	6.51391	6.67511	1.00000
11.32903	59.53093	7.30054	1103.35124	38.53502	6.66198	50.9803	10.40179	26.09410	11.75164	6.19375	9.46221	78.50410	9.52909	8.35412	8.15417	7.69624	1.00000
-73.9614	46.84359	7.17225	1057.02878	55.76927	6.89052	10.15031	10.78904	27.14857	2.41068	5.59326	7.08658	46.08200	9.32119	8.46760	7.95946	11.61179	1.00000
37.99117	58.14912	5.48254	1103.84930	36.12888	7.32343	44.92934	12.81404	9.48845	3.32504	5.75408	7.97392	53.44732	10.46619	7.38297	7.24939	8.67880	1.00000
120.56528	44.43104	9.86083	1053.16516	57.06128	5.34642	14.66	5.96863	6.28574	6.46092	7.52041	8.71136	46.02583	7.83491	8.09707	5.08525	7.31874	1.00000
15.87735	58.98742	5.76063	1165.62043	64.50364	10.85204	4.94273	5.28724	7.12965	6.14974	6.36604	8.72116	49.18023	10.39998	7.71626	6.11878	10.75978	0.00000
15.00913	33.36603	6.45083	1157.51917	43.06327	7.23512	37.51803	8.95341	13.21581	4.62593	7.71200	8.43225	70.29885	9.79815	7.22421	7.29041	4.36301	1.00000
13.57661	23.08901	9.82045	1054.52112	42.38673	6.24267	37.31065	8.54067	19.23978	3.52772	6.09636	7.94320	43.84437	7.74839	8.60258		6.78023	1.00000
-34.88111	54.14417	6.88159	1183.09582	59.84858	7.36148	-8.05389	8.77172	18.66009	2.02692	7.78305	6.75932	39.87080	9.01173	8.70353	9.51225	7.50638	1.00000
60.70278	49.19372	6.79006	1169.55308	70.33324	7.38639	55.75556	10.16235	12.19488	3.31588	5.88127	7.97209	49.24484	10.67231	6.46795	8.87164	8.62891	1.00000
-1.98956	31.90883	10.33665	1087.96133	30.99228	7.58862	5.30383	6.88626	13.65191	4.43702	6.79840	8.03085	50.10372	7.72742	6.70714	7.96745	6.73369	0.00000
120.57224	46.60426	11.62241	1078.66724	33.70090	5.52776	15.72892	8.96304	13.79450	1.92753	5.93179	6.92496	51.17361	6.35812	8.93971	9.57454	9.39645	1.00000
5.06258	50.63477	5.79800	1167.73680	38.03171	5.69273	7.50251	9.73356	34.41840	2.04325	5.79854	7.35439	51.78862	11.17792	7.50843	7.88390	9.94779	1.00000
82.85749	42.10432	9.29423	1050.52328	24.50591	6.26385	17.54907	6.53799	2.04666	2.51967	6.71173	6.77303	49.38546	6.63007	11.13467	8.97536	6.57447	0.00000
4.85668	59.26971	8.29963	1161.54489	56.26406	6.02977	36.27462	6.23097	4.97828	6.06486	8.27145	8.70899	57.95675	8.72164	7.54025	7.40513	5.00374	1.00000
144.09638	53.73951	8.77503	1177.56553	32.68347	8.09169	43.82634	5.25911	18.19923	10.18105	6.32186	9.25385	44.47336	7.16540	6.91223	10.19508	7.26351	0.00000
-1.60452	62.13498	4.96524	1092.50811	51.86396	7.59319	42.06166	6.91716	16.50933	13.08925	7.03911	9.51121	58.75441	7.16523	7.48031	6.46929	8.23148	
78.95693	34.61371	6.05340	1179.31306	47.81012	8.20573	29.21399	8.83165	20.80758	2.03373	6.70303	6.14943	75.70193	8.36268	9.76307	6.63476	8.00234	1.00000
4.8951	51.42894	9.85089	1156.12467	49.97523	7.97098	44.92801	7.25802	11.25261	3.44288	5.68912	7.87511	73.26217	7.15428	8.83456	9.74774	7.44318	0.00000
-86.99666	57.12359	6.88974	1198.02374	24.56130	6.32039	33.45122	9.42442	11.20011	13.87230	6.72713	9.60289	87.41981	9.84914	9.51482	9.51937	7.39059	1.00000
-119.48568	51.89913	10.17494	1117.82141	36.02088	8.90540	49.88307	5.33026	24.50960	2.42865	5.70109	7.48094	55.65782	8.24609	7.47884	8.63647	6.85134	0.00000
6.9747	60.39936	5.23323	1196.08352	41.60458	7.44338	50.82709	6.73511	7.24924	4.24227	5.11952	7.80057	47.71469	7.77414	8.64482	8.14009	9.05887	1.00000
-2.01111	52.34507	6.08786	1153.27877	58.11906	6.99165	52.66277	9.87245	32.78013	3.11511	7.08778	7.88165	58.84169	10.10907	9.13529	8.13376	7.30425	1.00000
8.64409	47.15200	11.46708	1121.43423	50.95607	6.32783	48.07667	7.02450	14.15463	3.74187	5.18727	7.47645	54.63760	6.43244	7.25363	8.86222	6.86078	0.00000
33.9162	40.43996	6.72264	1090.40389	24.72604	7.75929	51.67822	8.37683	12.24312	15.66199	8.12050	9.72439	37.01743	9.00399	8.26521	5.84658	6.50956	1.00000
-2.09814	59.41404	4.69412	1191.57088	42.38442	6.42884	57.14369	7.42786	16.98283	1.75446	5.98364	6.17784	38.17960		8.20501	8.28199	10.85292	1.00000
-7.35	50.71192	5.93807	1154.63412	39.05571	9.66052	53.53333	8.69660	9.29595	10.08564	5.91308	9.31523	73.83457	9.58680	7.76354	9.50512	9.70768	0.00000
46.5813	60.69601	6.72332	1122.30746	44.97871	7.26365	54.8421	9.48010	6.23079	7.21185	6.27069	8.76614	47.13592	10.24955	6.83895	7.57359	2.37567	1.00000
-122.24064	74.84263	9.08112	1120.35871	54.96971	8.35257	47.80527	4.99445	18.24709	4.81263	5.79551	8.32787	35.61929	6.51438	7.57680	7.96795	8.39815	0.00000
105.89333	63.46640	6.95425	1172.40888	69.31952	9.20699	34.56861	8.39568	3.41178	3.45542	6.38417	7.90180	77.53266	8.93251	7.75768	7.90709	9.41094	0.00000
-71.06616	58.16218	9.28873	1149.62134	66.70221	6.46611	42.4251	5.72372	7.93475	2.67575	6.50837	7.80528	58.95470	5.43096	8.35047	8.61777	7.80023	0.00000
-71.29144	40.79802	8.25604	1123.84866	36.85852	7.56201	41.54566	9.38397	9.63615	1.82304	5.66169	6.10755	56.27828	8.74083	8.91609	6.83170	5.52528	1.00000
9.17702	43.90950	6.32460	1163.59425	45.54172	6.27566	48.78232	8.51251	18.42090	8.64454	5.69010	9.02175	55.24561	8.56661	9.46749	7.38209	11.46856	1.00000
48.26258	47.62057	7.66042	1186.45181	59.06225	7.45120	33.86419	10.49271	12.37491	3.86663	6.93479	8.22332	63.19862	12.47130	7.42937	8.82128	7.59106	1.00000
31.3237	58.94405	7.77592	1183.34705	69.94329	7.96011	52.4089	9.37457	18.72043	2.14950	3.46244	7.60396	17.83580	9.28944	9.29237	8.18991	9.28228	0.00000
-75.64963	64.87815	8.39915	1175.91429	27.88182	5.70074	40.24537	8.75173	13.12144	13.37574	6.82393	9.54094	47.74753	8.80869	7.05802	6.63159	7.84353	1.00000
100.24529	33.31478	6.41336	1085.85336	43.57694	6.60884	5.4709	9.28073	8.76958	2.01150	6.51894	7.34007	43.00083	10.12871	9.25197	8.06980	6.80089	1.00000
44.7662	32.15206	7.06652	1185.63664	33.27144	6.45985	40.49748	9.29575	13.16932	7.39871	8.64567	8.89013	42.97466	10.63116	7.80722	8.67991	9.26507	1.00000
110.71639	59.03373	8.20494	1054.49191	57.97669	8.96408	-7.54972	6.28432	5.83099	7.89343	7.32173	9.00293	49.01118	8.49749	8.66458	9.15042	9.05269	0.00000
122.74754	21.26774	8.29534	1122.88988	36.86896	5.02872	40.85158	5.60515	12.58391	1.72920	8.10961	6.12121	44.25978	5.20531	8.35572	7.23306	6.43960	0.00000
33	50.99031	4.91907	1155.76166	56.56577	6.66808	-2.68333	10.18754	18.55660	3.39887	6.68945	7.89985	46.50715	11.13977	4.52300	8.88918	7.75159	1.00000
-37.93278	74.57415	9.23058	1190.70328	29.73271	9.11591	-11.48472	10.03035	11.65047	2.55246	10.51108		60.99108	8.52028	10.01314	9.63168	6.00042	1.00000
31.3237	47.47117	6.73412	1066.23428	33.35604	7.49924	52.4089	10.00236	28.45095	2.07911	5.97023	7.04261	55.41436	9.82126	9.78354	8.19059	6.17121	1.00000
-1.325	36.48582	7.97036	1143.10511	57.85743	5.27622	38.47917	7.91221	33.27944	7.15030	6.77571	8.82958	50.65362	9.64687	8.44739	8.08799	5.96243	1.00000
-89.64066	69.53921	10.25313	1155.38988	23.36300	8.03369	40.56754	4.99479	11.75759	2.04584	6.10818	7.20514	37.58810	5.65863	7.12000	8.86703	8.23048	0.00000
-56.52361	43.65701	7.93423	1133.94444	72.07198	6.16828	-33.38056	8.73257	20.64892	11.68094	5.87339	9.40267	31.06064	9.79418	6.70777	7.03372	4.37519	1.00000
-2.98333	47.80550	10.74461	1092.08102	36.31078	9.50958	53.83333	7.36640	20.66664	6.37317	6.80636	8.76799	37.87383	10.27111	8.61524	8.35063	6.00970	0.00000
78.27539	34.30466	9.64911	1082.37975	50.60626	6.21821	12.95629	9.41419	11.66067	5.58580	6.43392	8.45828	60.41345	7.58276	8.50060	9.26942	8.88546	1.00000
-2.09814	29.94934	6.13030	1118.66737	44.57085	10.02438	57.14369	7.24356	27.41859	4.84768	6.68104	8.43095	39.30579	10.78560	6.92956	8.46449	10.03695	0.00000
36.25361	43.11342	8.06098	1061.74836	50.02569	7.66237	47.48444	9.39263	12.80232	1.48277	6.68429	6.72798	17.52089	8.45774	10.56044	8.68751	5.65539	1.00000
116.10146	56.47559	6.25050	1173.80263	31.34713	6.26933	5.90702	9.27851	6.56491	5.72110	6.05424	8.60452	31.94652	10.80480	8.61614	8.64001	6.27261	1.00000
117.59152	45.46721	7.40288	1177.91874	54.43088	5.11813	3.31332	9.03375	13.82888	1.72655	5.90359	7.32399	56.23574	10.15069	9.74526	7.19177	6.53346	1.00000
37.49338	52.29831	4.27151	1116.98140	38.15021	5.12637	55.62047	8.14843	17.32986	4.44109	5.78938	8.23500	35.94651	8.58753	5.18433	6.11462	12.26345	1.00000
-95.44744	55.86947	8.25250	1168.89635	52.22376	5.61258	29.53885	10.18073	2.95435	2.45321	8.10416	6.87392	51.96317	11.28549	8.55262	8.58287	10.20811	1.00000
102.42587	57.27765	5.87112	1072.12064	39.93050	11.47157	15.58552	5.39781	24.88069	6.51073	9.39037	8.64711	64.26638	9.76918	10.07888	7.93368	9.11104	0.00000
17.22635	63.31296	9.75501	1066.08044	17.40637	6.86060	48.8449	12.74305	17.43306	8.27525	9.53304	8.94275	62.22143	12.55962	6.65743	8.49159	9.16966	1.00000
4.8951	31.33102	9.30019	1132.02601	35.09725	7.17167	44.92801	9.85325	5.83954	11.19263	5.76085	9.33579	34.37696	7.96623	8.36950	7.62421	6.33753	1.00000
-101.2591	40.84992	4.95248	1126.01650	45.01169	9.02607	21.01858	7.34692	28.21282	5.30528	5.23867	8.55632	59.45041	10.38675	9.31274	6.27393	11.72514	0.00000
-50.00639	49.40212	6.26966	1057.57814	52.95478	8.12074	-25.42944	8.85208	13.38706	6.05826	7.71713	8.65002	60.26869	9.47985	7.45768	8.16515	6.40363	1.00000
76.0586	43.70568	6.08841	1165.79252	64.28969	7.45084	16.06213	10.65430	20.78592	9.61886	6.35047	9.18909	33.05464	9.77408	9.38140	6.66711	6.63135	1.00000
12.19458	64.92314	10.80862	1091.68916	52.81874	9.38058	10.61285	6.58075	8.78388	2.40453	4.25757	7.68699	57.95861	8.83431	7.19597	9.41802	7.01301	0.00000
23.225	55.01549	7.67345	1098.29760	29.74572	7.26206	43.4125	8.29042	15.41950	7.62635	2.95166	8.83126	68.72262	9.48560	7.21685	9.09023	10.26483	1.00000
-74.15987	74.46287	7.16449	1134.59185	70.31289	9.67524	40.82232	7.30246	26.93163	9.44305	9.12875	9.15152	62.98722	11.27441	10.34260	7.35381	8.73931	0.00000
135.21667	51.50311	7.41897	1171.85039	45.15007	5.53798	35.06667	10.83198	9.91520	9.54248	8.12363	9.21127	79.79973	11.27086	8.99591	8.43386	10.87608	1.00000
-82.61573	96.73451	8.47747	1087.98464	37.71016	8.31424	41.24255	9.90952	23.81533	5.36190	10.05494	8.29404	40.96131	8.82852	8.20990	9.26677	7.81806	1.00000
9.22796	64.56523	9.62210	1128.93891	51.40000	4.79731	48.46458	6.22066	18.94081		6.17775	8.00481	61.80588	8.96951	9.11788	8.09349	5.57066	1.00000
-42.19667	46.59575	7.20173	1074.37052	57.97933	6.26050	-21.41222	9.82376	4.89402	24.81683	7.81894	10.19684	47.10030	9.77489	7.56515	7.99283	10.03818	1.00000
71.57737	48.15776	6.94490	1157.01681	29.02236		21.53889	8.69839	29.75483	2.46059	5.21808	7.64606	52.16132	6.96611	8.44757	8.62531	8.83334	1.00000
113.82465	25.61633	10.80276	1192.98333	36.07564	7.51835	23.29549	7.04964	13.87906	2.99261	6.23826	7.27071	57.50468	8.82319	8.33950	7.54496	5.65712	0.00000
44.7662	48.97038	8.59460	1167.62674	46.53996	7.99865	40.49748	5.66883	18.49077	5.64972	5.50712	8.56027	47.52987	7.76029	8.41984	7.50852	9.85867	0.00000
24.75	30.40665	4.12385	1056.78651	51.15601	7.64158	55.25	7.72306	6.76365	3.23026	3.61773	7.90304	44.52646	6.96776	8.60060	6.58972	10.51025	1.00000
73.85535	38.65451	4.59662	1194.10779	67.00822	9.33945	18.51957	8.41235	0.39786	1.74762	8.09639	6.42587	38.19484	13.12686	8.96121	8.48525	10.90141	0.00000
-61.51889	33.50967	6.13894	1086.27373	39.81778	9.59170	10.66668	5.16620	17.92484	6.35575	6.68156	8.53080	41.82987	9.43487	8.85450	6.75598	10.76349	0.00000
-74.26419	38.39279	6.87026	1065.11170	46.56881	7.36894	4.73245	10.68887	10.44198	10.79145	6.39671	9.25771	48.94081	9.13569	7.78991	8.87187	9.49608	1.00000
123.99333	64.38511	7.11444	1084.40027	29.09303	8.73118	12.97389	7.12310	27.23990	0.70612	6.81064	7.08981	27.81105	8.17031	8.64065	9.24950	9.85143	0.00000
124.84472	52.98076	4.91892	1071.71480	47.74260	6.39087	10.13361	6.80469	16.36086	7.11943	7.89166	8.89590	54.45145	11.39328	6.88908	6.42019	5.32039	1.00000
124.84472	29.19273	10.46525	1176.70293	34.39227	6.51729	10.13361	7.58687	40.85731	1.11118	5.59306	6.68613	45.89751	6.28342	9.16797	7.32713	7.04813	0.00000
3.55665	57.96157	7.21281	1057.18812	33.65529	9.35086	36.72544	5.42270	11.85757	2.11699	9.15430	5.50502	69.12055	10.81231	8.38460	8.15928	9.66378	0.00000
112.9	28.83312	8.10342	1118.02655	61.30505	9.66763	27.85	5.61408	19.91773	1.79057	6.15581	6.49298	44.64372	7.86216	9.97959	7.23339	8.98418	0.00000
38.01667	60.95566	10.38539	1108.96455	54.85077	5.91508	11.85	8.20661	49.71468	2.87828	7.56080	7.79642	52.16594	6.40523	8.71104	8.38543	6.90202	0.00000
32.88667	69.21726	8.20949	1066.43312	64.27058	8.83673	3.27833	8.01559	7.22272	9.31698	4.59513	9.18319	70.81735	6.09154	10.74143	8.75667	8.62697	0.00000
