warning	PM2.5	TEMP	NOx	CO	longitude	H2CO	CFCs	CH4	PRES	Pb	PM10	NH3	O3	SO2	C2H3NO5	latitude	PAHs
1.00000	9.06512	7.81028	6.02239	7.02446	3.1631	46.92092	40.53650	8.90166	1163.15745	45.87152	6.07791	6.34617	9.01266	6.36547	0.44363	41.91738	9.22982
1.00000	7.12095	25.55310	6.59909	8.68523	8.70745	74.00311	36.90770	10.79847	1104.41668	69.78490	8.04229	7.02759	5.62259	5.77682	0.82121	49.03685	7.51085
1.00000	7.12489	3.43148	2.83068	9.84798	35.59642	58.57737	36.88828	3.82057	1108.20005	44.10820	7.04288	5.10629	10.14423	6.89255	0.49872	3.11988	8.64181
1.00000	7.05891	1.64590	6.03796	5.47550	-6.03731	52.11537	35.62943	8.36991	1192.40949	60.95613	6.72865	5.16845	8.30562	8.88250	0.32859	37.35813	7.27034
1.00000	7.88227	24.82727	7.49635	9.26017	76.12647	45.38415	41.60824	8.90372	1192.07141	65.19956	9.56181	4.25846	4.17819	7.03169	2.61232	32.55531	7.99391
0.00000	6.27772	8.00048	5.98207	4.85524	34.4587	57.05210	60.96836	9.05260	1154.22414	66.47562	7.06488	6.07222	7.97768	6.39336	0.47445	-13.7804	8.33201
1.00000	6.62166	-4.31116	6.44818	5.74575	6.10237	51.62917	62.57405	9.85460	1102.99338	69.92342	8.43890	4.02954	9.82784	5.57186	1.09517	46.18396	6.61912
1.00000	7.96080	21.93917	5.97733	7.69349	106.92667	49.80839	36.08874	8.91193	1129.96733	43.64788	8.80096	5.35870	6.14257	7.18252	1.33036	-6.91806	7.75361
1.00000	5.32920	21.44200	5.13902	7.05669	15.07041	58.81328	47.15320	5.20056	1063.86967	66.80908	5.54210	6.18617	4.63102	7.24803	0.35060	37.49223	6.37637
1.00000	7.58830	6.20509	5.72264	8.47622	126.835	43.11601	53.88700	8.02482	1133.92889	60.52562	9.81455	8.38537	7.62462	7.01680	3.26074	37.65639	7.28604
1.00000	9.07677	34.94784	5.51746	5.75525	67.84222	73.81673	33.84894	9.71538	1139.81109	31.78982	6.18858	7.43810	9.77001	7.31778	0.36059	40.11583	7.15321
1.00000	5.81750	25.22971	6.68387	9.74940	18.69303	47.92367	57.48304	8.26326	1157.99885	48.14530	9.33828	6.21289	7.99990	8.25124	2.24971	12.18441	10.29834
0.00000	7.87458	24.11462	11.67736	8.03980	-5.53715	42.42930	64.87011	4.06991	1072.65978	72.30481	6.37476	5.49282	6.65048	10.15689	0.32033	50.11861	8.94177
1.00000	7.09278	31.73155	7.95732		-38.94722	47.35613	40.76109	9.26298	1170.12045		8.56024	6.48651	5.66196	6.87345	1.12191	-15.675	8.90646
1.00000	7.20267	-0.67606	7.59233	7.68847	-79.59415	41.69958	61.41771	10.11103	1116.42742	24.22309	7.98788	6.42949	9.75362	6.55646	0.59660	-2.13404	8.92892
1.00000	6.59886	19.18633	6.05266	6.55333	77.9129	44.51026	66.91122	10.97259	1145.70084	42.86925	7.12089	6.35602	5.08690	7.71001	0.43868	25.6439	7.07345
1.00000	9.01114	16.69079	5.93978	7.18999	-48.67028	41.49124	48.76797	10.36805	1148.69625	61.81856	8.52065	6.03845	6.06985	7.30212	1.12739	-28.24	8.57172
0.00000	7.72849	7.18870	6.15991	6.59189	77.70636	60.53749	63.27969	8.68986	1178.74843	60.67800	6.19956	5.52625	8.61215	6.51304	0.41454	28.98002	6.57106
0.00000	7.37069	0.25427	6.31000	7.11264	67.84222	22.17531	63.48002	8.02689	1097.17269	63.31236	6.02282	6.33989	5.54708	6.57128	0.33921	40.11583	6.08116
0.00000	7.67999	23.87176	8.30136	4.90916	6.61944	37.16806	47.88386	8.38136	1073.72762	61.85965	6.37620	5.43360	8.10893	8.34258	0.36875	52.57583	7.83103
1.00000	8.07227	-8.35364	6.03841	7.60507	-87.45476	46.54972	30.15452	7.67067	1199.82772	36.44660	9.86546	5.30189	5.82697	5.66702	3.66134	41.47892	10.28678
1.00000	5.91919	31.63609	9.87389	6.86651	110.71639	34.52372	36.14239	12.72822	1060.28171	51.35764	4.28670	11.85277	11.96032	7.47317	0.34610	-7.54972	7.77080
1.00000	6.61944	10.85698	5.59117	7.27364	86.68363	44.12602	47.42255	8.58074	1156.79814	49.76079	9.15062	6.93044	5.41477	7.16382	1.94953	23.49668	7.74789
0.00000	7.25556	17.49107	5.68253	4.18034	-120.45794	34.38625	40.43698	10.40297	1050.29029	58.31508	6.82913	5.85061	7.52239	6.76977	0.38971	34.63915	6.16849
0.00000	7.11349	16.59056	6.27366	6.69604	114.33333	22.34721	55.64345	8.28779	1129.88542	40.64485	5.56792	6.22403	4.59497	7.35283	0.36650	-8.43333	6.64027
0.00000	7.68749	30.83583	5.26108	4.71762	-70.20749	54.06507	54.34102	7.66426	1140.66496	42.62421	6.55146	6.39275	5.78234	6.94636	0.36655	8.62261	6.94550
1.00000	7.08803	4.09167	6.63202	7.04638	121.12251	44.50403	47.40040	10.09622	1176.35280	63.42753	9.94619	6.77873	4.65925	7.56497	3.87818	14.62578	7.51108
1.00000	6.80564	20.71407	5.96348	7.14162	113.69785	49.46859	30.35889	9.71892	1122.59092	58.37275	9.34891	5.96228	5.64405	6.77956	2.25207	-7.73379	7.70280
1.00000	8.88343	12.48066	6.73687	3.14361	59.80222	45.74666	58.28024	8.73391	1149.05009	35.25946	5.90097	6.67844	6.92196	8.38326	0.31005	58.63667	8.08715
1.00000	8.30095	24.71087	6.80426	6.97466	74.83554	46.57916	65.66741	9.80236	1193.45615	44.08338	9.86173	4.70888	3.86587	6.88349	3.63971	14.62072	6.35049
1.00000	8.48102	7.69356	6.77909	6.98072	-1.64295	42.77418	55.62333	8.60302	1123.52643	48.46895	9.09960	7.35308	7.07645	6.93348	1.96393	42.8139	8.36448
1.00000	7.69390	30.03621	6.64769	10.48855	122.20488	39.60679	46.30437	11.93530	1108.20697	41.20905	7.54285	6.00879	3.80026	7.41317	0.69626	29.98869	6.72034
0.00000	7.65525	19.73551	6.01251	8.10904	15.00835	35.57243	80.08927	7.96971	1065.75162	50.80403	4.56534	4.43695	5.18333	7.78858	0.22438	51.14942	10.06616
1.00000	9.23144	22.39716	6.41399	5.48246	-71.06616	35.48773	49.31684	9.90305	1159.88523	40.99354	5.52450	6.50271	9.90335	9.10789	0.38916	42.4251	6.21529
0.00000	6.96877	11.84021	4.77757	6.25705	-87.45476	38.24098	63.26038	5.36365	1164.73992	49.40090	5.21909	4.98752	6.20418	7.56025	0.32395	41.47892	6.95202
1.00000	8.85084	10.11267	4.89288	7.45644	6.8625	65.33384	44.64213	7.71271	1078.91079	51.11820	4.58015	4.82612	9.80873	8.05051	0.28661	51.47805	6.63832
1.00000	8.00779	14.41745	6.91213	11.75086	-25.66689	61.43521	44.87018	8.51426	1176.00523	50.94089	7.60939	6.37911	5.91826	7.19628	0.81759	37.74615	5.98043
0.00000	6.51418	6.69420	5.98664	4.31108	-0.91979	43.36745	49.02890	8.89589	1149.23045	29.21674	7.16789	7.66539	5.63611	7.39345	0.52017	51.42708	7.34836
1.00000	6.20579	31.65819	6.71882	6.31695	120.57224	57.47862	37.71939	10.88210	1183.47542	59.24876	9.47887	8.77783	6.43157	8.02680	2.52839	15.72892	7.93079
1.00000	5.61916	15.88016	7.03455	5.79926	-77.43532	44.59013	63.06255	9.03371	1081.58855	71.99112	4.54736	5.60849	9.48183	6.77215	0.16942	20.14298	6.19812
1.00000	7.52315	11.98000	7.50401	6.47476	16.54165	61.79092	50.95155	9.48809	1075.37255	71.37544	7.91272	5.22093	8.08311	8.77989	0.81713	68.79833	6.53746
0.00000	7.66506	8.14399	6.69829	4.86724	-1.08593	77.26500	31.75380	9.16701	1051.79036	57.76893	7.40095	8.14332	2.45256	8.43953	0.50499	50.79205	8.32692
1.00000	5.73472	27.45303	3.72262	8.86867	122.08333	54.93549	28.96321	7.66888	1139.83833	58.31864	8.78211	8.26869	6.76198	7.69188	1.50885	46.08333	8.71420
1.00000	6.71715	9.78218	7.43833	4.52562	24.6522	45.09799	64.65127	9.31451	1156.55421	42.59925	6.45773	6.48701	7.44108	8.28036	0.29976	60.2052	6.04450
0.00000	6.88405	24.63869	7.42606	7.14348	17.4674	19.73849	47.39377	11.21414	1113.02622	48.24788	6.12939	5.15128	6.40022	8.90946	0.34481	50.86079	8.25516
0.00000	7.59675	21.02337	8.32354	6.87007	24.71204	45.63007	28.23318	5.32833	1062.05926	47.06861	10.42138	4.57230	7.90118	6.28642	6.04498	41.57439	6.50473
1.00000	7.70004	4.14160	6.14461	5.31648	5.06258	60.42603	42.74562	8.07203	1171.54487	71.44424	5.83576	7.35368	7.48257	5.89007	0.30389	7.50251	8.37428
1.00000	8.30814	7.39291	7.28971	4.50213	-8.53778	42.27503	25.26588	7.82438	1143.77043	64.62690	3.72331	6.34449	7.04931	7.69765	0.40139	7.57944	8.05762
1.00000	8.32009	15.22762	4.99881	7.49389	74.83554	53.83764	51.94921	8.13420	1185.80756	52.54444	9.37686	6.42128	6.65606	6.58731	2.34728	14.62072	7.60181
0.00000	8.38582	-9.78033	5.13935	7.20840	178.00417	13.85367	53.00310	7.45724	1054.09126	50.39583	4.54986	4.04562	5.46157	6.17352	0.29211	-38.65333	4.48589
0.00000	7.14011	17.50395	6.32982	4.73340	71.21169	32.45402	40.92985	9.47255	1097.02575	61.61319	6.88793	8.01688	3.51085	7.89000	0.42448	21.59983	5.06717
0.00000	8.09929	27.81973	5.10910	5.12576	-94.41551	40.93985	60.90680	8.08635	1110.38117	72.88670	10.32536	6.36574	9.85533	8.44834	5.44309	39.09112	8.48731
0.00000	6.68757	16.12250	7.40371	7.63448	139.6853	58.14312	39.30912	5.82440	1119.73719	54.56760	9.31298	4.95507	8.35297	7.73131	2.19752	35.815	8.50557
1.00000	7.63481	20.33576	7.21871	9.89984	-6.90656	45.00271	51.83568	6.93573	1122.84977	38.38710	9.65072	5.08899	6.68927	7.91620	3.00461	33.92866	7.64380
1.00000	9.17553	17.66551	6.61966	8.10681	-121.75689	37.96464	35.71517	7.59088	1099.76822	69.72768	9.33512	6.67281	7.02405	7.85939	2.22755	36.91023	7.76229
0.00000	6.15154	11.85448	5.54042	7.83506	-116.97725	62.48373	54.96843	7.88169	1053.52984	28.73666	4.55180	3.96408	5.82649	7.40295	0.14785	33.92946	5.47303
1.00000	5.82340	14.61137	7.98418	5.32197	-98.15529	48.40617	55.40635	10.16778	1088.26019	51.61637	4.54904	7.92164	9.09388	6.62864	0.30975	26.18924	7.93464
1.00000	7.07114	0.77554	4.77160	4.68305	-43.80139	10.37101	63.83360	8.14976	1182.71935	61.69356	5.00760	4.66082	9.19298	7.24164	0.35002	-20.25333	7.52125
0.00000	6.32246	-11.40071	9.77903	6.58212	29.65806	17.56114	44.02751	5.44427	1168.54540	51.82384	9.99311	4.94973	7.14616	5.98184	4.03274	-4.83	8.37769
1.00000	7.85857	10.81481	6.30703	6.24924	27.06365	71.02094	58.26516	9.74660	1122.72190	43.60351	6.91564	7.06861	9.47520	8.50563	0.44571	50.18545	6.46532
0.00000	7.88581	13.68219	6.00140	7.17168	-116.21677	66.05479	65.67371	8.58145	1090.49071	66.11445	5.22735	4.43682	6.36295	8.56208	0.41602	33.7207	6.79116
0.00000	6.78136	16.74065	10.09813	3.25095	34.4587	39.38282	44.62394	3.64727	1051.36023	36.73361	10.44102	8.44400	9.34210	6.48842	6.32846	-13.7804	7.61827
0.00000	6.18756	3.85019	8.81541	7.98157	44.02488	40.69843	55.34049	3.71582	1150.82561	26.00223	10.63077	6.01154	9.74905	6.95245	7.40426	32.61603	6.77390
1.00000	8.56839	7.94961	2.73158	5.50997	-121.74052	51.54282	55.52580	7.22338	1168.98584	59.72062	3.85247	5.31929	8.92208	6.87820	0.23336	38.54491	7.00119
1.00000	6.40933	21.14624	4.25975	4.24009	0.47713	49.12205	42.06391	7.56326	1130.11776	38.03445	5.92073	5.92492	7.69789	5.56714	0.50759	51.39323	7.25807
0.00000	6.03037	26.13381	5.29010	4.07563	-68.3	52.58458	55.35419	8.12097	1093.96874	54.03291	6.83027	6.94323	5.72136	5.04514	0.60581	-54.8	9.59956
1.00000	8.09509	10.79287	6.00245	4.22695	33.34864	55.16814	37.39496	8.55634	1193.63399	30.81896	6.57311	6.14779	7.39269	7.65332	0.32435	46.75451	7.88321
0.00000	6.24752	6.33044	5.68748	4.28129	-77.43532	64.61248	65.54574	7.70624	1184.52480	65.71349	7.05995	8.50267	5.63839	7.21711	0.46378	20.14298	7.07944
0.00000	9.34953	23.85502	10.23582	5.69391	10.03988	60.72813	42.75698	4.59201	1076.87376	57.25541	10.04680	5.67878	6.72274	7.81285	4.33248	53.6052	6.62301
0.00000	7.40171	21.86884	5.09172	4.67374	48.87498	47.08659	36.93763	6.85910	1160.13923	45.56523	6.37278	6.53936	7.27079	9.12088	0.34260	38.45598	4.98367
1.00000	7.30993	19.92994	4.84449	6.97362	79.41727	24.65280	63.09170	7.90564	1079.43702	57.64182	7.54887	5.13182	8.52002	7.82886	0.61428	12.25282	7.77443
	7.14100	11.61033	6.75007	7.88604	145.13643	81.98857	49.41486	6.68024	1192.29337	36.13210	6.82925	6.32402	10.81622	6.71864	0.44936	-38.16604	6.32428
1.00000	8.79982	6.82034	7.82584	4.19607	17.80774	39.52328	50.26699	9.69650	1184.70155	35.14671	4.43297	6.97645	8.25362	5.45659	0.34607	40.55851	6.49282
1.00000	7.94634	15.41120	5.08268	7.23627	-73.9614	45.26485	51.79358	8.83152	1168.60533	77.17750	8.29885	4.08876	5.92363	6.33418	1.01589	10.15031	6.71339
0.00000	9.44787	14.97595	11.84074	5.83088	10.78222	56.28260	30.14898	3.69617	1066.35718	66.80633	8.21348	6.61959	6.83070	6.82942	0.90575	36.46917	6.51072
1.00000	6.80565	6.95076	8.69434	5.14154	97.01124	39.68686	48.28591	9.69578	1098.14581	20.71267	6.66161	7.47134	7.31137	6.81547	0.38408	17.30858	5.07023
0.00000	8.39932	7.97457	6.02690	6.72773	-1.08593	57.07676	55.70962	7.11850	1070.26694	52.98376	5.55370	7.15648	3.87948	5.13026	0.16144	50.79205	7.06576
0.00000	7.23817	1.73819	11.63549	7.21752	136.51667	40.56855	32.78509	4.62187	1110.46038	60.40461	8.59908	5.24007	6.35576	8.89545	1.30963	35	7.67814
0.00000	7.03085	-11.60856	9.43953	4.27197	-45.94722	63.49612	32.60451	5.80925	1189.63197	43.17761	8.28871	7.70881	8.51330	7.50989	1.18098	-21.42917	6.28764
1.00000	8.34813	27.58204	6.86350	10.56161	38.12408	35.53760	77.99682	8.91059	1055.18497	68.93198	10.08286	7.25042	3.96663	8.01392	4.41571	53.77166	6.66227
0.00000	9.65222	-1.56710	5.27007	6.29451	68.75915	26.29930	39.69527	7.77985	1130.70765	61.25209		4.65248	7.37065	8.49358	0.50330	27.52948	9.74760
1.00000	5.13703	28.21392	7.73538	11.50316	53.26023	56.63897	59.96634	6.43731	1090.55721	39.77446	9.40518	7.16874	8.71658	9.29144	2.46766	54.39304	6.39654
0.00000	7.89612	12.03790	5.79982	4.89921	-87.45476	33.77152	44.94334	8.83964	1110.23412	66.10134	6.65907	7.52329	4.69580	8.61107	0.33439	41.47892	7.33413
1.00000	7.13025	8.52227	5.34350	5.34397	1.15597	43.49563	50.32482	7.71277	1060.78764	52.39445	4.35797	5.33618	8.67644	6.74079	0.22897	51.78967	6.35707
1.00000	7.51299	28.09700	6.64036	6.74404	-85.76942	36.88150	68.45489	8.30016	1113.10501	48.30988	1.91655	8.06290	9.28406	7.66981	0.15469	39.78504	7.50972
1.00000	7.19262	9.70392	7.14010	4.93308	-73.97069	51.05332	51.55534	8.91494	1100.41486	45.20407	5.81609	6.74764	8.59612	4.75263	0.19367	40.64621	7.24774
1.00000	8.00896	30.34054	5.22562	7.38099	28.88222	48.07549	22.74575	11.41301	1184.09675	56.04731	8.82603	7.51739	5.31218	7.11906	1.58868	40.37528	6.97676
1.00000	6.76545	3.52285	4.92451	6.21226	79.82979	49.20941	59.39823	7.78124	1134.83009	56.98473	6.83823	6.20210	8.30595	8.56047	0.44761	11.93381	8.11471
1.00000	8.08458	12.85368	7.70494	2.18944	-2.16	68.59085	25.26863	9.28210	1100.06219	62.45109	4.48056	6.42155	7.77830	8.58614	0.18973	34.31	7.38711
0.00000	4.99282	20.94815	6.66620	7.05510	59.6	36.33248	43.54899	8.56139	1081.01091	39.64732	5.67480	4.94531	7.22497	6.73884	0.22211	47.83333	5.43256
1.00000	6.59175	12.21664	3.77442	9.28756	-94.91386	60.30270	21.43361	6.91997	1178.82259	60.20733	8.79173	8.37564	5.78066	7.33613	1.33860	17.94979	5.19543
0.00000	6.91869	12.68657	5.44707	4.35810	106.85417	62.11998	61.10201	8.56542	1145.58740	46.69473	7.12934	7.54561	6.29584	8.90809	0.55162	-6.48167	8.18496
1.00000		18.74592	6.64184	9.34341	125.51176	50.76040	56.42671	10.81417	1138.87013	68.27543	5.04033	8.56839	12.30150	6.15615	0.39929	42.64031	7.24952
1.00000	7.48149	20.24318	5.86952	8.93344	37.49338	38.91708	37.93629	6.93471	1160.36041	36.07029	8.24857	7.10283	9.12929	8.16040	1.02661	55.62047	8.03735
1.00000	6.45291	16.39072	8.26300	9.20954	101.96857	57.09777	42.89867	10.57038	1099.65085	48.22180	9.10076	8.77197	5.56126	6.19377	1.86410	4.88441	7.34486
1.00000	6.63391	19.77863	6.26849	8.45425	104.09701	72.27240	48.27943	5.76077	1131.42906	62.38344	10.13589	6.00293	8.14232	7.27606	4.58823	-1.26424	7.52522
1.00000	5.71022	12.11222	6.36522	7.26932	-7.35	65.19672	50.01985	10.75425	1052.06130	35.35400	9.69383	5.57957	3.17358	5.65336	3.16813	53.53333	7.48190
1.00000	8.92055	23.06355	3.19388	7.62381	-52.35558	49.88466	48.55679	8.38520	1166.54388	48.00999	5.05741	4.63548	10.68562	7.74985	0.22212	-14.66463	6.73478
1.00000	5.52570	8.42946	5.26655	6.85986	123.17306	40.91096	38.90790	7.89633	1135.26065	35.64230	7.83843	5.30259	7.96233	6.91201	0.89726	41.27194	6.85341
1.00000	6.28425	25.73965	4.28665	7.20822	27.06365	24.76231	36.25359	6.99216	1111.46333	57.17215	10.46394	2.82701		8.08766	6.34664	50.18545	7.59762
1.00000	8.44511	34.04254	6.38950	4.08355	-58.38341	44.22896	51.57566	6.49647	1148.05963	50.78065	4.90911	5.81262	5.00359	8.91716	0.35828	-34.64966	8.70301
1.00000	7.68382	-10.35996	5.34000	6.45700	-87.93341	38.45748	34.36253	8.42838	1057.10648	58.23928	6.87070	5.25787	8.82076	7.07815	0.46735	42.55308	7.96005
0.00000	9.47552	2.59579	7.49792	8.79173	107.60389	49.80027	39.93609	5.36994	1187.86314	55.69341	9.20005	5.15411	9.25814	7.80262	2.01285	-7.01833	6.76322
1.00000	6.31965	44.30126	5.93990	11.30519	72.68533	42.43994	37.04170	8.03651	1069.31601	43.05174	8.43257	6.45514	6.44543	7.13834	1.25119	22.75218	7.25225
1.00000	8.52417	-5.31606	7.35009	9.99335	18.28333	31.21321		8.93965	1107.23630	58.48466	9.80596	7.18927	5.40419	6.38562	3.43046	59.33333	7.70050
1.00000	6.43625	11.09247	6.70081	8.55042	120.57224	49.72030	48.94588	7.86852	1123.67326	44.66875	8.87039	6.64661	6.83328	6.38484	1.55348	15.72892	6.75426
0.00000	6.70234	17.14528	7.44168	7.75287	-13.2356	61.25200	40.70280	6.41771	1107.82772	57.71950	9.53722	4.24244	8.64941	6.89525	2.61901	8.48714	6.53999
1.00000	7.85912	32.24833	5.82577	4.37791	139.6853	30.25329	63.25107	6.81054	1159.25849	42.23927	3.93663	5.65667	6.96314	6.41985	0.26023	35.815	8.33651
1.00000	6.55049	11.51548	5.72238	2.28097	117.63083	55.60236	54.71507	8.19847	1166.88253	18.52022	8.60639	2.97722	6.72124	7.14546	1.30974	35.50056	7.76244
1.00000	8.29509	21.21448	7.68023	7.70099	71.30633	29.64303	30.07950	9.37284	1126.00897	48.32709	9.07655	6.81281	5.20084	6.39817	1.80086	21.34222	7.95345
1.00000	8.82561	16.08566	9.25548	5.13876	3.20639	55.52623	51.91100	10.47885	1142.59324	27.54114	4.88663	8.57789	8.56367	7.89433	0.29438	50.74497	6.48258
0.00000	6.63132	9.35839	9.15677	4.71772	73.08333	55.18850	49.09093	5.33503	1188.16941	54.26928	7.60914	7.69647	9.80743	8.75957	0.50225	19.21667	8.47642
0.00000	6.58703	28.12469	5.80857	5.48786	30.4347	60.81838	45.92399	6.68824	1127.61676	49.34742	10.40742	5.91039	9.35083	6.91155	6.03918	-1.9487	7.23681
1.00000	8.41537	20.08585	8.79873	5.20280	65.93249	80.13145	56.33377	10.45179	1159.28999	59.74149	4.39546	6.94604	10.05734	9.39662	0.36907	36.21544	7.43527
1.00000	6.55323	18.52901	1.58791	10.21630	17.58522	42.83882	61.75584	7.58503	1106.34806	55.17258	4.98197	5.85427	11.59541	7.79878	0.40137	40.53123	7.04329
0.00000	6.87327	20.14004	5.53520	5.03187	16.54165	30.30065	46.87837	7.45387	1180.62897	48.87438	6.08691	6.43820	5.98668	6.07736	0.27599	68.79833	6.42590
1.00000	9.11463	16.83106	4.61315	8.51001	75.06583	54.84407	49.25814	6.85969	1084.33348	28.61958	3.93165	7.96005	7.99176	6.48106	0.20898	32.17629	6.55474
1.00000	8.90499	15.39642	7.88669	6.06055	38.66667	54.65868	28.73601	11.02906	1152.66414	65.35530	9.24467	8.07065	5.45086	7.00527	2.02684	-6.25	6.52801
1.00000	8.40300	17.44757	5.49452	10.31248	16.91667	70.82611	52.09205	7.98402	1114.88431	31.43856	7.68945	5.01971	6.24416	7.79404	0.56664	-21.98333	7.24383
1.00000	8.11232	37.03745	6.29524	6.23769	86.79271	35.79654	49.32707	10.39505	1198.61472	41.35713	8.56988	5.38378	5.07325	8.50412	1.27286	25.92127	7.06410
0.00000	6.61786	12.14463	4.15861	6.51175	76.0586	52.69695	50.20053	9.90468	1074.20529	56.58751	8.57214	7.21426	5.88103	7.10230	1.15830	16.06213	8.18365
1.00000	5.93448	24.16480	6.56649	4.95040	18.28333	42.99434	60.62154	10.73723	1059.76185	82.09641	8.00906	4.66991	10.47518	9.19349	0.78436	59.33333	7.96554
1.00000	7.39359	6.80467	5.65142	5.67230	6.92917	42.43332	39.03206	7.48785	1096.35596	40.63438	6.37208	3.20140	8.31799	7.82752	0.48082	52.31333	6.45593
0.00000	7.45307	1.86039	6.80213	4.53536	23.225	87.74936	76.60866	11.34097	1118.31847	61.84203	7.26073	7.24497	5.98971	6.06126	0.48634	43.4125	7.50059
1.00000	7.03414	5.49026	5.37853	6.98670	-37.07167	58.30041	47.90654	8.44625	1171.00357	80.39772	5.03984	6.31901	9.17345	8.00954	0.22472	-10.91111	6.47816
1.00000	5.73512	-3.19708	6.07757	3.72324	73.66633	22.76039	60.85528	9.86640	1108.11042	39.84905	8.34244	5.39004	5.48480	8.12453	1.04474	25.92493	7.04895
1.00000	7.33703	13.43043	4.86102	7.68944	-34.88111	38.45193	52.87122	7.72073	1084.98032	37.13959	4.71349	6.62843	8.69579	8.03574	0.29587	-8.05389	5.61382
0.00000	7.59258	31.27058	6.81549	4.41497	-68.30472	64.18235	38.27204	10.60622	1180.48075	67.31634	7.51286	8.30950	5.12974	7.76173	0.72029	9.91861	5.83934
0.00000	6.79867	-0.98591	8.52796	3.52903	-77.96389	34.40219	32.86920	7.27114	1072.79055	33.14508	8.28419	7.17611	9.13240	8.35992	1.03528	39.45621	8.34473
0.00000	6.37302	30.69708	10.22895	4.94068	-86.19903	59.92265	46.22772	4.61212	1128.07672	44.65258	9.00613	6.64167	8.71649	9.16740	1.63218	11.84962	7.07958
1.00000	6.07597	14.61312	6.18829	6.01918	68.49143	46.34458	41.61539	7.96224	1109.32843	36.50897	7.39513	3.87141	7.79515	8.24720	0.46088	25.80565	7.35978
1.00000	8.01397	0.14739	3.19775	3.93176	-4.0573	8.58980	39.36117	4.84593	1061.53638	44.75917	3.72280	6.37167	4.96991	8.85840	0.17227	55.82737	7.45078
1.00000	8.18954	30.78730	6.85435	9.28540	-77.70066	34.22162	60.31197	8.28398	1101.41119	80.84844	7.37053	3.65662	6.78652	7.39979	0.78996	43.16547	6.50706
1.00000	7.45672	12.22533	7.35949	6.59539	125.51176	67.70560	48.51493	8.30135	1142.70056	41.98388	6.63983	7.83437	7.12600	5.87330	0.39504	42.64031	7.30397
1.00000	6.87840	13.71969	5.91091	7.05908	2.95924	61.93493	31.56921	7.95575	1157.74870	38.82314	5.09009	4.90015	9.28080	7.02119	0.28258	36.76775	8.10631
1.00000	7.55790	3.83459	5.64051	6.39673	-3.05	31.87785	22.62145	8.15751	1064.76367	69.72098	7.61151	5.44736	7.60653	7.74432	0.60974	53.81667	8.07128
1.00000	7.70050	11.13813	5.18401	6.94433	2.12213	56.36511	40.90470	8.19230	1139.65602		5.29708	7.06529	8.75785	5.91593	0.40026	48.8222	6.60958
1.00000	7.10483	25.96554	6.28880	6.14131	-96.39774	29.55487	82.62809	8.41145	1106.97572	72.07459	6.66532	5.76048	8.55423	7.21105	0.53937	30.16688	7.38371
0.00000	9.35119	18.65780	10.54568	5.54632	-71.19901	42.84519	54.35428	5.82294	1183.02691	44.20231	6.37343	6.37570	8.52196	6.03415	0.47420	-30.60106	9.29147
1.00000	7.33420	0.78197	8.46246	6.22244	-83.55521	49.04704	49.88896	10.20912	1132.55582	51.75228	6.90623	7.80475	9.00009	7.49477	0.43229	41.66394	7.63595
1.00000	6.12733	6.54617	8.80402	6.72024	5.4584	54.85685	56.10714	5.87454	1120.79455	46.47991	8.14499	5.95706	9.32398	8.23124	0.78648	43.32393	7.33147
0.00000	6.42642	17.02272	6.35397	5.33641	5.58472	27.44145	45.00094	9.07777	1177.13728	43.84795	6.83436	7.29663	6.50407	4.92311	0.35481	52.14	5.99290
0.00000	6.33355	14.91947	4.57202	6.27933	-46.99583	39.24809	40.02754	7.05256	1077.58344	80.92622	4.46833	3.25925	6.51290	8.23095	0.37661	-22.97056	7.09253
0.00000	7.30568	16.63932	4.88067	6.05745	-52.20639	38.97690	24.15888	7.31468	1060.26980	57.90744	5.62218	5.52155	7.50527	5.55510	0.26224	-3.20333	8.00846
1.00000	6.65807	4.78202	6.32525	3.97704	24.99798	53.62251	39.17237	9.00142	1166.78571	67.94403	3.86300	7.96138	8.41716	7.94037	0.27863	-8.73508	8.16063
0.00000	7.48465	1.77502	7.70177	3.92040	9.85	54.80693	72.14978	7.63315	1163.55549	33.78508	8.63595	6.43480	8.54727	6.06249	1.11889	53.63333	8.02390
1.00000	9.03429	14.40541	9.11341	3.23111	16.86194	59.20213	60.94561	10.85864	1087.92902	44.31435	2.28245	7.76523	10.54622	8.49545	0.17891	54.58048	8.69911
1.00000	6.08649	15.84121	3.09981	7.19167	123.758	51.88987	39.10465	5.79974	1154.45876	57.82389	6.82741	2.42594	7.55516	8.34271	0.44217	10.20898	6.38508
0.00000	5.93494	15.58475	10.66197	3.86951	123.758	76.17429	44.37408	6.34777	1166.91026	57.65063	10.27073	6.17975	7.22892	7.42549	5.41026	10.20898	5.94651
1.00000	8.86963	4.99683	6.22193	8.34015	34.34691	52.00499	37.45538	7.22349	1054.65538	36.29257	6.87361	6.52087	9.22975	5.84825	0.43055	61.78491	6.12093
1.00000	9.78232	23.25572	5.80206	5.82782	13.10984	64.98878	62.88098	10.65166	1130.35987	47.35186	10.01299	7.24979	4.24237	8.45728	3.96191	51.30001	6.25399
1.00000	7.76682	0.46560	6.94997	11.55381	17.80774	25.36973	50.82940	7.48216	1059.32335	40.19591	7.31958	7.27606	8.86013	8.29579	0.68105	40.55851	7.94679
