location	latitude	revision	longitude	code	QoS
Asia/Kolkata	29.22254	2013/10/06	79.5286	IN	excellent
Asia/Manila	16.455	2020-04-03	120.5875	PH	accep
America/New_York	25.67927	04/06/2014, 00:00:00	-80.31727	US	good
America/Argentina/Buenos_Aires	-34.74785	17 Jun 2018	-58.70072	AR	building
America/New_York	34.06635	2021/05/22	-84.67837	US	average
Europe/London	51.39323	2014-04-30	0.47713	GB	good
Asia/Phnom_Penh	13.65805	2013-09-10	102.56365	KH	accep
America/Bogota	10.98778	14 Aug 2019	-74.95472	CO	building
Europe/Berlin	51.04962	2013-06-06	12.1369	DE	average
America/Chicago	30.16688	2015-03-05	-96.39774	US	excellent
Australia/Brisbane	-25.54073	04 Apr 2014	152.70493	AU	good
Europe/Berlin	47.98372	2021/07/11	10.18527	DE	excellent
America/Martinique	14.67751	2016-06-11	-60.94228	MQ	good
Africa/Lagos	7.50251	04 Apr 2013	5.06258	NG	maintenance
America/Guayaquil	-2.90055	06 Nov 2021	-79.00453	EC	excellent
Asia/Kolkata	25.49043	11/15/2015, 00:00:00	85.94001	IN	building
Europe/Paris	48.90472	2020-11-05	2.2469	FR	accep
America/New_York	41.0051	19 Jun 2017	-73.78458	US	accep
Europe/Istanbul	40.1675	02 Mar 2020	34.37389	TR	good
Asia/Manila	10.20898	08 Apr 2016	123.758	PH	good
Africa/Kigali	-1.9487	2012/11/17	30.4347	RW	excellent
Africa/Douala	4.96667	2021/11/09	10.7	CM	maintenance
Australia/Melbourne	-37.88333	2019-09-08	145.06667	AU	building
Europe/London	52.48173	2017-10-09	-2.12139	GB	good
America/New_York	32.54044	2018/07/23	-82.90375	US	accep
America/Santiago	-33.59217	2013/09/14	-70.6996	CL	excellent
America/Chicago	37.95143	2020/10/26	-91.77127	US	good
America/Bogota	4.73245	06 Feb 2015	-74.26419	CO	excellent
Asia/Kolkata	26.2649	13 Mar 2016	81.54855	IN	accep
Africa/Algiers	35.21222	09/05/2019, 00:00:00	2.31889	DZ	excellent
America/New_York	41.16704	2014/10/29	-73.20483	US	accep
Asia/Manila	12.35275	06 Jan 2020	121.06761	PH	average
Europe/Rome	41.24264	2020-08-02	16.50104	IT	good
Europe/Stockholm	61.72744	2019-06-10	17.10558	SE	accep
America/Chicago	30.16688	2020/02/10	-96.39774	US	good
Europe/Berlin	51.19139	2013/09/17	6.51352	DE	excellent
America/New_York	29.65163	2013/03/17	-82.32483	US	average
Asia/Tokyo	43.82634	07 May 2018	144.09638	JP	acceptable
Asia/Tokyo	35	2021/12/23	136.51667	JP	good
Asia/Shanghai	32.50611	2019/02/24	120.14278	CN	accep
Europe/Istanbul	39.59611	12/08/2017, 00:00:00	27.02444	TR	accep
Africa/Windhoek	-21.98333	2019-04-20	16.91667	NA	average
Europe/Madrid	43.48961	07 Dec 2014	-8.2194	ES	average
America/Mexico_City	19.32889	04/29/2018, 00:00:00	-99.32556	MX	average
Europe/Berlin	51.04962	2012/11/25	12.1369	DE	accep
Europe/Berlin	48.46458	2019/11/10	9.22796	DE	accep
America/New_York	40.67705	04/19/2022, 00:00:00	-73.89125	US	accep
America/Chicago	45.0408	2015/10/15	-93.263	US	average
America/New_York	40.2737	25 Apr 2016	-76.88442	US	excellent
Asia/Karachi	30.76468	2013/02/08	74.12286	PK	building
Asia/Manila	10.7375	10/22/2017, 00:00:00	122.9666	PH	good
Europe/Paris	48.86667	2019/04/29	2.08333	FR	maintenance
Europe/Paris	48.98333	12 Nov 2015	2.61667	FR	excellent
America/New_York	43.16547	2016-11-19	-77.70066	US	good
America/New_York	33.54428	2022/02/28	-84.23381	US	accep
America/Los_Angeles	34.95303	2020-04-10	-120.43572	US	accep
Europe/London	53.19146	2014-11-01	-2.52398	GB	excellent
America/New_York	40.94065	04 Nov 2019	-73.99681	US	good
Europe/Sofia	41.57439	21 May 2021	24.71204	BG	excellent
Asia/Novokuznetsk	55.8736	2019-12-30	85.4265	RU	accep
America/New_York	25.67927	01/08/2020, 00:00:00	-80.31727	US	excellent
America/Mexico_City	19.32932	11 Jun 2019	-98.1664	MX	acceptable
Asia/Karachi	25.80565	2020-09-28	68.49143	PK	average
America/Los_Angeles	33.95015	26 Apr 2013	-118.03917	US	accep
Europe/Berlin	49.68369	2022/09/18	8.61839	DE	excellent
Asia/Kolkata	10.10649	18 Jun 2022	76.35484	IN	good
Asia/Manila	14.95472	2016-09-17	120.89694	PH	average
Asia/Tokyo	34.4833	01/31/2019, 00:00:00	136.84186	JP	accep
Asia/Tokyo	36	15 Mar 2017	139.55722	JP	building
Asia/Karachi	32.87533	2017/01/31	71.57118	PK	good
Europe/Paris	43.32393	07/11/2015, 00:00:00	5.4584	FR	good
Asia/Tokyo	36.24624	07/16/2014, 00:00:00	139.07204	JP	good
Europe/Paris	48.77275	24 Jan 2022	5.16108	FR	average
Europe/Berlin	52.2	2013-07-27	8.63333	DE	accep
Europe/Berlin	50.64336	05/22/2013, 00:00:00	7.2278	DE	average
Asia/Baku	38.45598	31 Jan 2015	48.87498	AZ	accep
Europe/Moscow	61.78491	2020-01-17	34.34691	RU	maintenance
Africa/Johannesburg	-27.76952	2012/10/03	30.79165	ZA	excellent
America/Los_Angeles	38.54491	28 Nov 2020	-121.74052	US	good
Europe/Rome	43.62558	2017/05/08	13.39954	IT	accep
Asia/Shanghai	23.02677	12 Mar 2018	113.13148	CN	accep
America/Mexico_City	19.32932	2013/05/17	-98.1664	MX	excellent
America/New_York	42.4251	2021/09/04	-71.06616	US	accep
Europe/Moscow	54.8421	08 Dec 2016	46.5813	RU	average
America/Los_Angeles	37.71715	2015-10-15	-122.40433	US	good
Europe/Berlin	52.2	03/12/2018, 00:00:00	8.63333	DE	maintenance
Asia/Taipei	23.5654	29 Apr 2016	119.58627	TW	excellent
Europe/Rome	43.62558	19 Aug 2013	13.39954	IT	good
Asia/Bishkek	40.93333	11 Nov 2014	73	KG	average
America/New_York	26.68451	09/05/2018, 00:00:00	-80.66756	US	building
Asia/Kolkata	9.82564	08 Jun 2020	78.25795	IN	average
Europe/Amsterdam	52.14	2021-05-08	5.58472	NL	excellent
Africa/Casablanca	33.92866	2014-10-12	-6.90656	MA	average
Asia/Tokyo	36.24624	10/13/2018, 00:00:00	139.07204	JP	excellent
Asia/Kolkata	27.9247	04/09/2014, 00:00:00	78.40102	IN	maintenance
America/Sao_Paulo	-23.44361	03/09/2020, 00:00:00	-51.87389	BR	accep
Europe/Helsinki	65.84811	02/14/2018, 00:00:00	24.14662	FI	average
Europe/Berlin	53.94313	25 Sep 2021	10.30215	DE	good
Europe/Rome	42.67164	2014-05-15	14.01481	IT	building
America/New_York	39.08367	2021/11/01	-84.50855	US	accep
Asia/Kolkata	18.51957	12 Jun 2021	73.85535	IN	average
Asia/Manila	14.66	2019/12/26	120.56528	PH	maitennce
America/New_York	34.25628	2015/05/14	-78.04471	US	accep
Asia/Yangon	16.68911	08/25/2014, 00:00:00	98.50893	MM	average
Asia/Kolkata	25.92127	07/17/2018, 00:00:00	86.79271	IN	excellent
America/Lima	-11.94306	2020/01/06	-76.70944	PE	good
Europe/Paris	48.90982	2014-12-27	2.45012	FR	accep
Asia/Tokyo	35.8	30 Nov 2021	137.23333	JP	accep
America/Mazatlan	22.49396	2022/01/01	-105.36369	MX	accep
Asia/Shanghai	35.64889	2013-01-19	117.27583	CN	maintenance
Europe/Paris	41.91886	10 Aug 2020	8.73812	FR	building
Europe/Paris	50.75	19 Feb 2017	2.25	FR	accep
Asia/Kolkata	19.21667	2020-04-28	73.08333	IN	maintenance
Asia/Tbilisi	41.82143	27 Apr 2013	41.77921	GE	accep
Europe/Prague	50.23271	2017-05-26	12.87117	CZ	good
Asia/Tokyo	34.81667	2015/10/11	137.4	JP	excellent
Asia/Kolkata	25.13915	08/23/2017, 00:00:00	73.06784	IN	building
America/Martinique	14.67751	08/19/2022, 00:00:00	-60.94228	MQ	average
America/Managua	11.84962	2018/07/27	-86.19903	NI	maintenance
Asia/Colombo	6.9909	29 Oct 2017	79.883	LK	building
Europe/Moscow	53.93361	2018-07-02	37.92792	RU	good
Europe/Warsaw	54.58048	10/06/2014, 00:00:00	16.86194	PL	accep
Asia/Shanghai	35.50056	2022/09/06	117.63083	CN	accep
America/Chicago	34.77453	28 Jan 2021	-96.67834	US	accep
America/Sao_Paulo	-19.7625	08/11/2021, 00:00:00	-44.31389	BR	excellent
Asia/Makassar	3.31332	2015/04/21	117.59152	ID	excellent
Europe/Moscow	53.59782	10/21/2021, 00:00:00	34.33825	RU	average
America/Vancouver	50.26729	15 Aug 2018	-119.27337	CA	maintenance
America/Caracas	8.62261	22 Jun 2016	-70.20749	VE	accep
Asia/Shanghai	32.50611	2012-12-13	120.14278	CN	good
America/Bogota	8.79577	2020-05-20	-75.69947	CO	excellent
Europe/London	51.38673	2013-10-27	0.30367	GB	good
Asia/Kolkata	25.92127	2016/04/06	86.79271	IN	good
America/Argentina/Buenos_Aires	-37.32167	09 Jan 2013	-59.13316	AR	excellent
Asia/Tokyo	34.9	03 May 2018	137.5	JP	good
Europe/Amsterdam	53.16167	07/09/2017, 00:00:00	6.76111	NL	good
America/Mexico_City	19.64745	07 Nov 2013	-102.04897	MX	good
Asia/Tokyo	35.8	03/22/2022, 00:00:00	137.23333	JP	excellent
America/Detroit	42.7392	02/17/2015, 00:00:00	-84.62081	US	building
America/Los_Angeles	34.63915	30 Jul 2022	-120.45794	US	building
America/Chicago	39.09112	04/10/2017, 00:00:00	-94.41551	US	accep
America/New_York	42.35843	07/21/2015, 00:00:00	-71.05977	US	average
Europe/Warsaw	50.86079	15 Jul 2020	17.4674	PL	average
Europe/London	52.48173	17 May 2022	-2.12139	GB	good
Europe/Moscow	59.80917	2019-12-26	30.38167	RU	average
Europe/Berlin	48.73218	2015-02-16	11.18709	DE	excellent
Africa/Lagos	7.6	2020-02-02	4.18333	NG	excellent
Europe/Paris	43.32393	2019/10/31	5.4584	FR	average
Europe/Malta	35.89972	06/26/2017, 00:00:00	14.51472	MT	accep
Europe/Kiev	49.07866	2014-01-12	30.96755	UA	average
Asia/Kolkata	29.21399	2013-05-25	78.95693	IN	accep
Europe/London	55.82737	02/16/2020, 00:00:00	-4.0573	GB	good
Asia/Shanghai	23.29549	03/01/2017, 00:00:00	113.82465	CN	excellent
America/Sao_Paulo	-22.92306	04/08/2017, 00:00:00	-53.13722	BR	good
America/Chicago	44.27804	2013/02/21	-88.27205	US	maintenance
Asia/Seoul	36.20389	2018-12-07	127.08472	KR	excellent
Asia/Kolkata	22.88783	12 Nov 2015	84.13864	IN	excellent
Europe/Brussels	50.88506	02/13/2022, 00:00:00	4.07601	BE	building
Europe/Amsterdam	52.14	26 Jul 2019	5.58472	NL	accep
Asia/Tokyo	36.65	29 Jun 2018	138.31667	JP	good
America/Santiago	-36.9256	07/10/2021, 00:00:00	-73.02841	CL	average
Africa/Nairobi	0.03813	2014-04-11	36.36339	KE	average
Europe/Brussels	51.24197	2012-12-23	4.82313	BE	building
Asia/Kolkata	20.88197	11/25/2016, 00:00:00	85.83334	IN	accep
America/New_York	38.96372	2018-10-16	-76.99081	US	excellent
Asia/Kolkata	21.34222	23 May 2018	71.30633	IN	excellent
Europe/Rome	40.92298	01 Sep 2016	14.30935	IT	accep
Africa/Lubumbashi	-8.73508	04/12/2021, 00:00:00	24.99798	CD	average
America/New_York	41.66394	2019-12-04	-83.55521	US	accep
Asia/Kolkata	25.92127	2018-02-15	86.79271	IN	good
America/Mexico_City	20.22816	2015-12-03	-103.5687	MX	average
America/Chicago	40.56754	08 Sep 2018	-89.64066	US	excellent
Africa/Algiers	36.76775	2013-07-05	2.95924	DZ	excellent
Asia/Novokuznetsk	55.8736	2021-06-17	85.4265	RU	good
America/Havana	23.04419	19 Jan 2020	-82.00919	CU	excellent
America/Maceio	-10.91722	2020/06/20	-37.65	BR	building
Europe/London	50.82882	2015/01/29	-0.32247	GB	good
Asia/Jakarta	3.3285	2018/02/16	99.1625	ID	building
Europe/Moscow	54.39304	2016-05-19	53.26023	RU	accep
Africa/Dar_es_Salaam	-7.60361	25 May 2020	37.00438	TZ	accep
America/Mexico_City	17.94979	01/26/2015, 00:00:00	-94.91386	MX	excellent
Asia/Jakarta	0.51667	10 Nov 2020	101.44167	ID	excellent
Europe/Kiev	51.67822	2016/02/01	33.9162	UA	maintenance
Europe/Brussels	51.03427	09/04/2015, 00:00:00	5.37429	BE	excellent
Africa/Dar_es_Salaam	-4.83	2016-02-19	29.65806	TZ	average
Asia/Kolkata	24.81757	13 Aug 2017	84.63445	IN	average
Asia/Bangkok	13.44581	2016-07-12	101.18445	TH	accep
America/New_York	39.00622	09 Aug 2017	-77.4286	US	good
Pacific/Auckland	-44.39672	2017-02-22	171.25364	NZ	average
Asia/Shanghai	41.27194	05 Feb 2022	123.17306	CN	maintenance
Europe/Berlin	48.52961	15 Aug 2018	12.16179	DE	good
Asia/Makassar	3.31332	09 Sep 2018	117.59152	ID	excellent
Africa/Casablanca	34.31	09/18/2019, 00:00:00	-2.16	MA	building
America/Sao_Paulo	-19.72806	18 Jun 2013	-50.19556	BR	accep
Europe/Moscow	53.93361	2020/05/30	37.92792	RU	excellent
Europe/Prague	50.23271	2015/12/25	12.87117	CZ	average
Europe/Moscow	53.53395	04 Apr 2013	33.72798	RU	maintenance
America/Chicago	29.84576	2014/07/04	-90.10674	US	excellent
Africa/Blantyre	-13.7804	02 Aug 2018	34.4587	MW	good
Africa/Algiers	35.21222	2019/11/09	2.31889	DZ	maitennce
America/Los_Angeles	38.54491	2020-05-11	-121.74052	US	excellent
Europe/Istanbul	37.05944	09/25/2016, 00:00:00	37.3825	TR	good
Europe/Stockholm	59.33333	08 Jul 2017	18.28333	SE	average
Asia/Jakarta	-8.43333	04/11/2018, 00:00:00	114.33333	ID	good
Asia/Kolkata	28.92694	04 Jan 2021	78.23456	IN	accep
Asia/Kolkata	22.88783	09/30/2018, 00:00:00	84.13864	IN	good
Africa/Lagos	10.61285	09/07/2015, 00:00:00	12.19458	NG	acceptable
Europe/Rome	40.55851	2019-03-02	17.80774	IT	building
America/Panama	8.88988	19 Jan 2015	-79.62603	PA	maintenance
America/New_York	39.45621	2012/10/24	-77.96389	US	excellent
Europe/Vilnius	54.39635	2022-02-11	24.04142	LT	average
America/Los_Angeles	45.49428	03/05/2013, 00:00:00	-122.86705	US	accep
Europe/Moscow	57.97472	24 Oct 2019	33.2525	RU	average
America/New_York	38.91817	2018-07-24	-78.19444	US	average
Asia/Bangkok	15.46063	2019-09-08	99.89166	TH	building
Africa/Johannesburg	-24.19436	2019/01/28	29.00974	ZA	building
Africa/Tunis	35.72917	08/31/2022, 00:00:00	10.58082	TN	excellent
America/Sao_Paulo	-20.25333	2018-12-08	-43.80139	BR	excellent
America/Los_Angeles	47.64995	09/30/2021, 00:00:00	-117.23991	US	good
Europe/Istanbul	37.31309	2013/08/11	40.74357	TR	excellent
Europe/London	55.82737	02/10/2017, 00:00:00	-4.0573	GB	good
Asia/Kolkata	15.5439	21 Jul 2019	73.7553	IN	good
Asia/Vladivostok	45.47885	11/15/2020, 00:00:00	133.42825	RU	good
Asia/Tokyo	34.4833	2018/06/24	136.84186	JP	excellent
Europe/London	50.7236	17 Sep 2017	-3.52751	GB	building
Europe/Paris	46.32313	2018-05-06	-0.45877	FR	accep
Asia/Kolkata	25.66795	2017-07-04	85.83636	IN	maintenance
Europe/Istanbul	37.58105	09/13/2013, 00:00:00	29.26639	TR	excellent
Europe/London	51.40148	31 Mar 2019	-1.32471	GB	excellent
Europe/Rome	45.78071	12 May 2017	12.84052	IT	average
Pacific/Efate	-17.73648	2021/11/07	168.31366	VU	accep
Asia/Kolkata	29.21399	20 Apr 2021	78.95693	IN	good
America/Chicago	34.25807	2022/01/07	-88.70464	US	excellent
Europe/Paris	48.90982	2016-09-07	2.45012	FR	maintenance
Africa/Douala	4.2475	2020-01-30	9.00472	CM	average
Asia/Kuala_Lumpur	1.6	09/13/2017, 00:00:00	103.81667	MY	average
Europe/Prague	50.23271	19 Feb 2021	12.87117	CZ	average
Africa/Algiers	35.06544	2015/08/30	1.04945	DZ	excellent
Asia/Almaty	43.41949	08/13/2018, 00:00:00	77.0202	KZ	excellent
America/Sao_Paulo	-23.7975	21 Dec 2014	-48.59278	BR	good
Asia/Shanghai	31.64615	07/11/2015, 00:00:00	120.74221	CN	good
America/Mexico_City	19.64745	08 Dec 2021	-102.04897	MX	building
Europe/Chisinau	48.15659	09 Aug 2021	28.28489	MD	good
Europe/London	57.14369	09/28/2020, 00:00:00	-2.09814	GB	maintenance
Europe/Amsterdam	51.95838	08/05/2015, 00:00:00	4.47124	NL	building
Africa/Johannesburg	-27.76952	07 Jul 2014	30.79165	ZA	accep
America/Montevideo	-33.38056	17 Dec 2012	-56.52361	UY	accep
Europe/Minsk	53.5942	19 Nov 2013	25.8191	BY	good
Asia/Tokyo	35.8	28 Nov 2015	137.23333	JP	building
Asia/Shanghai	27.34089	2019-11-09	117.4831	CN	building
America/New_York	33.98154	2013-05-27	-81.23621	US	excellent
America/New_York	40.60538	2018-12-24	-73.75513	US	average
Australia/Brisbane	-25.54073	26 Jan 2014	152.70493	AU	accep
Africa/Kampala	3.02013	2017-06-29	30.91105	UG	good
Europe/Vilnius	55.25	2019-05-14	24.75	LT	maintenance
Asia/Kolkata	9.57046	2019-05-01	76.32756	IN	accep
America/New_York	41.48199	10/04/2016, 00:00:00	-81.79819	US	excellent
Africa/Lagos	6.15038	2012/12/17	6.83042	NG	good
Europe/Paris	43.61092	18 Jan 2017	3.87723	FR	good
America/New_York	41.27621	22 Feb 2019	-72.86843	US	average
America/New_York	39.00622	05/27/2022, 00:00:00	-77.4286	US	excellent
America/Caracas	8.35122	08/22/2017, 00:00:00	-62.64102	VE	maitennce
America/Fortaleza	-4.24444	13 Sep 2013	-42.29444	BR	maintenance
Europe/Berlin	51.88333	04/17/2021, 00:00:00	8.51667	DE	excellent
Asia/Shanghai	37.19723	10/19/2013, 00:00:00	122.05228	CN	accep
Africa/Libreville	-1.63333	2013/05/14	13.58357	GA	accep
Asia/Kuching	5.90702	10 Sep 2017	116.10146	MY	accep
America/Los_Angeles	36.20829	27 Apr 2014	-115.98391	US	excellent
America/New_York	40.94065	2019/06/10	-73.99681	US	accep
America/Los_Angeles	33.52253	2018-01-02	-117.70755	US	average
Europe/Kiev	46.75451	2020/08/11	33.34864	UA	average
America/Guayaquil	-2.13404	25 Nov 2021	-79.59415	EC	excellent
America/Sao_Paulo	-20.25333	2015-12-02	-43.80139	BR	good
Asia/Kolkata	27.9247	2020/09/19	78.40102	IN	excellent
Asia/Manila	15.72892	12/03/2014, 00:00:00	120.57224	PH	good
Asia/Shanghai	23.02677	2021/01/24	113.13148	CN	excellent
America/Managua	11.84962	20 May 2022	-86.19903	NI	excellent
Europe/London	50.79205	23 Feb 2021	-1.08593	GB	accep
Africa/Lagos	7.50251	24 Apr 2020	5.06258	NG	accep
Africa/Lagos	10.61285	2022-01-31	12.19458	NG	accep
America/New_York	40.81	16 Mar 2020	-73.9625	US	maintenance
Europe/Rome	45.39402	07/05/2014, 00:00:00	9.29109	IT	excellent
America/Caracas	8.35122	2020-12-22	-62.64102	VE	excellent
America/Guatemala	14.93333	2014/12/31	-91.11667	GT	good
Europe/Istanbul	38.13708	01/29/2018, 00:00:00	41.00817	TR	good
Asia/Jakarta	0.51667	27 Dec 2013	101.44167	ID	excellent
Africa/Lubumbashi	-8.73508	02 Feb 2020	24.99798	CD	excellent
America/New_York	35.88264	15 Jul 2021	-80.08199	US	accep
America/Chicago	39.09112	28 Aug 2014	-94.41551	US	average
Europe/Dublin	53.43333	2017/09/13	-7.95	IE	average
Africa/Tripoli	24.96334	11 Nov 2018	10.18003	LY	accep
Pacific/Auckland	-38.65333	04 Aug 2016	178.00417	NZ	excellent
America/New_York	41.50343	15 Jun 2021	-74.01042	US	good
