Pb	CH4	latitude	warning	PM2.5	TEMP	longitude	NH3	PAHs	H2CO	NOx	PRES	CO	SO2	C2H3NO5	CFCs	PM10	O3
35.79893	10.84219	40.2737	1.00000	9.67981	9.06783	-76.88442	9.07251	8.66800	56.09869	7.79363	1111.93456	8.21659	9.03584	1.70306	65.00528	8.49211	10.07454
56.54706	8.77619	52.61131	1.00000	11.43031	17.64923	13.31783	8.61306	7.10667	55.08106	6.35986	1120.94442	5.95557	8.15357	4.46768	50.10626	9.47983	9.61895
45.82273	6.93347	54.48147	1.00000	7.64715	14.88999	53.47103	8.16616	8.43603	62.13933	4.00545	1139.71023	5.85379	10.38238	1.74868	62.30493	8.40758	2.52287
56.72659	8.00757	40.72816	1.00000		22.60070	-74.07764	8.28554	12.71598	47.96145	6.01719	1069.74229	8.51320	9.16763	1.42856	54.15067	7.99277	7.87384
25.68349	11.04604	22.10194	1.00000	9.46500	8.30075	85.37752	7.70482	9.30334	31.18934	7.71125	1108.23380	8.22324	9.18856	0.89140	44.75288	7.24986	7.40769
92.63471	7.49177	45.4473	1.00000	8.50120	5.19665	-73.75335	8.86529	10.00206	46.22473	6.76595	1053.54950	8.68125	9.19667	1.20172	54.99635	8.06001	6.97666
41.22051	7.49148	30.21121	1.00000	9.15531	5.49389	74.4818	9.07241	7.59745	64.04215	6.54582	1144.07829	7.54847	8.21084	1.01798	66.17041	7.68242	6.97160
47.29118	8.23669	25.13915	1.00000	10.17061	26.16624	73.06784	7.05154	11.79153	40.50874	8.02393	1176.96741	7.37420	10.19852	0.79403	66.04181	7.23241	7.85316
63.01613	8.24747	6.84019	1.00000	10.01583	26.47497	79.87116	7.69138	10.37325	44.88743	6.85521	1147.14874	4.70084	10.72243	2.31208	67.44396	8.77074	7.52334
36.99033	7.23475	0.46005	1.00000	8.19115	16.01509	34.11169	8.72633	8.47380	68.90407	5.37217	1175.86906	7.80110	8.54484	5.90975	71.59344	9.80682	10.54535
48.38590	7.21975	10.7375	0.00000	5.72737	8.80439	122.9666	8.13965	6.72603	53.64321	10.00420	1198.36874	7.77016	7.63394	1.63546	57.17437	8.07562	8.71090
49.64735	8.47992	50.86079	1.00000	10.77075	30.06551	17.4674	8.01515	8.18487	32.45431	6.54160	1166.09914	4.85104	9.35736	2.04539	60.34732	8.70209	10.36498
53.19624	6.96623	31.12406	1.00000	10.67627	15.79120	-97.90308	7.73240	8.64388	75.10466	5.66362	1077.56228	4.07775	9.95769	4.78292	50.92048	9.52740	6.22273
46.37787	7.04604	40.92298	1.00000	9.51569	7.17028	14.30935	7.50775	10.38087	58.40015	4.37415	1088.61896	9.63605	8.68514	7.04123	65.38146	9.96855	9.23911
50.35259	7.65015	10.15031	1.00000	9.90341	19.13688	-73.9614	6.77811	8.07707	22.98043	6.01336	1146.69032	7.69031	8.73618	1.43322	70.70482	8.13718	11.30451
25.04048	8.17802	52.86147	1.00000	9.06069	8.31329	9.5926	8.01934	7.39728	34.25455	5.74253	1090.62082	5.20097	9.69273	5.79212	51.83059	9.81705	5.76688
39.30495	9.57027	48.98333	0.00000	7.47679	12.28182	2.61667	8.01375	7.43845	65.73450	10.49834	1179.22484	8.67027	8.79905	3.76691	56.65954	9.32872	8.05750
41.09461	9.37957	43.35071	0.00000	6.66034	-1.18732	46.10925	7.43594	6.24868	50.01229	11.69993	1093.42693	9.14587	9.10895	5.70063	82.64543	9.75907	7.14410
41.01079	8.47438	41.84364	1.00000	8.06188	1.15156	-87.71255	8.39707	9.71028	68.05815	7.91750	1061.36825	7.60974	9.78395	1.07024	61.05198	7.67434	7.92023
35.86667	7.88370	51.955	1.00000	10.42649	21.05633	5.22778	8.83922	8.00078	30.37510	7.12307	1122.46337	5.73993	9.46863	0.40881	75.88046	6.71447	8.18845
45.82268	7.25803	-26.22861	0.00000	8.71766	14.77633	-52.67056	7.87139	8.09220	27.97913	11.77101	1169.96244	8.95253	8.63918	2.03926	45.54908	8.81093	6.98702
63.96793	6.86466	-32.45242	0.00000	11.93273	5.20586	-71.23106	8.31841	8.94293	44.26105	9.25235	1057.63315	9.64849	5.43248	100.00000	56.85955	12.68179	4.57788
39.21332	9.83148	52.86147	1.00000	9.65328	3.27136	9.5926	7.82030	7.98586	55.45208	7.32982	1075.17106	6.13314	9.51479	3.90726	51.65282	9.40471	11.52094
57.96942	8.85347	41.09246	1.00000	12.22257	15.90248	45.36561	9.21527	10.83680	60.43018	6.77427	1114.62822	5.15377	10.55210	2.29168	44.21129	8.81663	10.82927
81.53400	9.69739	-26.93366	1.00000	9.01079	22.24569	29.24152	8.28837	7.59045	50.22217	6.75842	1194.25755	7.61119	9.02428	3.59205	52.04299	9.23250	5.90932
43.16561	9.84117	31.71667	1.00000	8.56759	18.60409	73.38333	8.81870	11.93981	65.71268	7.37827	1194.20539	7.71510	10.37237	1.07935	47.26184	7.84930	5.92335
43.10730	7.76908	14.0823	1.00000	11.51444	9.47940	98.19151	8.19066	9.11848	58.14687	7.38476	1076.60125	5.93712	9.02362	2.49688	54.68427	8.85321	10.97300
57.22640	8.41580	36.64852	0.00000	8.44539	6.63943	51.49621	9.20254	7.56552	58.37734	9.27294	1068.31230	6.57424	10.44327	2.09213	52.37253	8.87891	6.59853
41.40923	7.06266	24.28859	1.00000	10.81979	23.22153	116.11768	8.66000	6.37002	49.56645	6.42735	1186.71119	5.74466	8.31564	7.89334	47.92917	10.09448	10.08183
48.41089	8.53370	-7.0981	1.00000	10.47343	15.37203	109.3243	7.07896	7.26678	41.17141	5.24483	1137.76461	5.20291	8.98922	4.97879	67.23787	9.60267	7.13585
42.08285	8.32336	49.5099	0.00000	9.68317	13.31361	6.74549	9.66573	7.37467	67.72579	7.85826	1179.13818	7.25180	5.96653	0.93770	58.89326	7.46215	7.62084
22.84107	8.21567	50.09019	1.00000	6.79273	21.49029	8.4493	8.82419	9.59388	54.30760	8.13338	1190.78725	10.67967	7.25905	0.70133	56.62569	6.65538	7.74395
57.03382	10.20505	35.48199	1.00000	11.58606	12.61639	137.02166	9.20846	10.47657	51.83873	8.90180	1155.63943	5.78492	9.29026	0.78744	66.66168	7.32815	11.57048
49.23905	6.94644	14.53767	0.00000	5.62562	0.28432	46.83187	9.16889	6.42456	53.53579	9.16171	1195.42334	8.31976	11.42590	4.53133	50.66313	9.56071	6.96129
49.39735	7.00045	59.80917	1.00000	9.12830	27.93320	30.38167	9.63677	8.02409	52.08269	9.68684	1176.38160	7.25320	8.41343	0.74264	55.26515	7.18533	11.26422
38.07925	7.39293	16.455	1.00000	12.35991	20.23638	120.5875	8.13375	9.95369	62.33329	3.17793	1080.19002	6.85761	10.48343	0.28559	47.66204	7.05275	11.05239
60.02541	7.71354	35.74788	1.00000	8.17052	11.02651	-95.36969	9.02556	8.32711	56.09811	5.12818	1121.95760	5.75785	9.63295	2.77154	53.99891	8.98180	5.23069
46.66905	9.57360	-11.78333	1.00000	7.86849	0.58603	19.91667	8.00485	8.72203	55.66801	9.95991	1162.82999	8.34347	8.63204	1.39885	45.75979	8.16351	8.80531
	9.37502	1.6	0.00000	9.29427	0.45342	103.81667	7.02404	8.20834	37.82071	8.56160	1072.17411	8.75429	6.10815	2.89865	73.20667	9.09774	7.48805
47.92924	8.14881	48.8765	0.00000	8.79393	8.99194	2.18967	7.39939	9.55132	80.80800	6.59335	1107.24101	7.09631	9.20886	2.28237	68.52506	8.84278	9.17900
54.98095	9.42362	18.18158	0.00000	8.83154	13.54520	76.03889	7.88232	10.59805	48.47016	10.84683	1165.46353	9.28972	10.51671	3.00666	67.79691	9.11332	4.08605
41.04602	6.98169	7.83389	0.00000	8.90755	-8.32167	-72.47417	8.70836	8.31220	53.67271	9.40485	1148.70519	6.68788	11.79696	1.03537	51.71409	7.95632	4.70669
65.53110	9.70129	38.96667	1.00000	11.45326	33.26995	-0.18333	9.46500	8.57407	50.41936	7.22148	1126.12655	8.44956	8.83633	1.33161	64.92179	8.11957	11.28768
56.80448	8.81363	16.06213	1.00000	7.25360	16.98167	76.0586	8.52277	8.04768	40.68456	8.68288	1087.82719	6.59386	9.94330	1.95509	48.69870	8.59589	8.85568
51.08053	9.74865	53.30972	1.00000	11.06172	20.62167	83.62389	10.22231	8.81225	73.06320	7.92929	1192.43129	7.43647	8.82343	11.24057	48.50839	10.48086	8.94397
65.01262	9.05930	36.64852	0.00000	6.91989	14.24928	51.49621	6.21751	8.50562	55.12156	10.63514	1101.66724	9.29204	9.32569	1.02009	72.09416	7.64589	6.53619
37.08870	8.84035	59.37722	0.00000	6.18793	9.85912	28.19028	7.77199	7.76243	58.59491	10.06893	1179.50627	9.25542	8.99014	2.10018	44.89309	8.54960	8.17626
49.25289	8.63904	48	0.00000	3.58976	14.64363	-4.1	7.86780	3.80145	66.42778	6.79834	1120.76711	4.86853	3.78561	1.15391	60.45989	7.84647	6.11477
54.05188	9.37564	47.98372	1.00000	9.08585	1.44932	10.18527	10.44696	10.50694	38.40447	7.82028	1149.45237	8.76939	8.46220	4.84231	51.98558	9.59246	8.35857
81.86027	8.13089	9.6531	1.00000	11.34116	6.77767	124.3697	8.47016	10.33807	46.71205	7.90087	1100.10026	7.45467	9.12120	2.85919	45.93413	9.05017	10.75097
59.74819	8.43139	53.53395	1.00000	7.96503	2.85696	33.72798	7.41929	9.69075	61.17776	6.82418	1135.05249	8.30891	9.92273	2.12042	56.02183	8.45699	5.66947
51.01819	8.59077	33.35283	1.00000	9.22918	7.89045	-111.78903	7.63262	11.55613	46.13399	6.53916	1127.42303	8.89644	8.10630	3.63222	68.56814	9.27658	8.83880
53.48759	9.20046	36.53333	0.00000	6.17695	10.47363	136.61667	8.68366	7.82075	59.00294	9.26827	1154.72574	8.10634	9.64930	3.19754	44.21715	9.16374	7.33493
50.46389	8.33805	9.6531	0.00000	8.21903	5.89104	124.3697	7.93449	7.46104	35.11970	10.57885	1138.13145	5.52710	8.15828	6.96373	67.37164	9.95941	6.02351
40.04637	9.59694	24.81757	0.00000	7.36346	26.85104	84.63445	9.04943	8.32077	52.31901	10.25260	1115.03896	9.41741	9.87878	1.15062	51.31026	7.87182	7.16053
44.79567	8.61913	37.56667	0.00000	5.42021	10.27973	140.11667	9.40387	5.90807	40.67338	5.79281	1076.46587	4.85956	6.39088	1.08623	66.79917	7.66401	6.73065
53.72999	7.97499	33.35283	0.00000	5.89455	14.52116	-111.78903	7.81653	9.45937	29.68076	8.28057	1158.03430	8.04007	6.87283	4.88773	43.51545	9.66785	9.15626
51.04097	9.17493	11.15583	0.00000	7.33406	7.39565	42.7125	8.16506	7.87070	45.66665	7.93909	1193.59472	8.22864	6.78251	2.02650	44.53293	8.73279	5.83670
76.64460	7.84387	40.65995	1.00000	9.48029	14.73984	-111.99633	8.26490	10.11076	56.21070	7.19703	1186.23846	8.11428	9.33892	1.41493	63.65432	8.32246	6.82783
48.05357	7.90825	55.54028	1.00000	10.74690	22.45243	89.20083	8.65749	8.81665	48.87152	6.10033	1159.26522	6.76150	9.86794	0.79243	64.81908	7.51232	10.41245
34.31119	8.73666	-10.91722	0.00000	5.42727	16.79276	-37.65	8.12745	6.48713	51.92802	8.81212	1068.16129	7.63543	11.68302	3.12512	64.95730	9.06208	6.18116
59.31585	9.39749	31.20176	1.00000	9.96172	7.15012	29.91582	9.84853	11.47613	56.78141	9.81876	1121.75772	9.37138	9.80576	1.82855	49.00140	8.41564	8.94530
65.65380	8.48782	4.2475	1.00000	10.00550	10.30572	9.00472	9.42885	8.89875	52.98888	6.59342	1133.52055	6.53530	9.32645	1.79612	36.03227	8.51311	7.36059
42.18618	9.85551	8.43333	1.00000	8.40544	2.12134	99.96667	9.58451	10.12897	18.31822	7.16893	1066.09087	7.62390	10.47345	1.06963	50.33147	7.94560	5.50973
48.53432	9.03273	20.14298	0.00000	8.09013	13.71006	-77.43532	5.36727	8.12372	60.36775	11.31644	1108.43868	7.56117	7.85526	0.65703	48.94777	7.26538	6.34719
37.94916	10.04409	14.37395		5.98816	36.29627	100.48528	8.42542	5.79743	53.47280	7.44750	1119.49192	4.40444	10.28938	5.01027	60.40494	9.61117	7.70676
43.57201	9.03483	-8.05389	1.00000	8.25441	27.07157	-34.88111	8.97696	11.66565	56.49244	6.53397	1078.11586	6.70530	10.93456	0.61996	64.75251	6.69238	3.93987
58.06705	7.76908	46.32374	1.00000	8.69606	20.76359	-120.00865	8.31273	7.33894	55.37839	11.57154	1176.51974	6.26673	8.88919	2.09720	68.09021	8.74949	11.29400
55.32066	9.97885	39.43534	1.00000	10.48077	8.08896	-84.20299	8.91290	9.93191	49.15297	5.67048	1066.30812	6.69741	10.19503	0.72230	72.31867	7.47015	10.16924
66.96795	10.34961	43.67681	0.00000	7.68114	8.82433	4.63031	7.54153	7.47508	44.86665	7.46208	1160.43052	7.06220	6.34205	1.58696	53.35425	8.28668	6.69457
33.12807	9.60467	26.2173	1.00000	9.89094	24.88437	-80.22588	8.68357	9.63239	54.21511	6.65660	1123.52578	7.99634	8.87978	3.00240	62.96071	9.07197	5.68269
27.82228	8.64018	-7.0981	1.00000	8.73252	9.54035	109.3243	8.58118	8.14663	54.85539	8.87566	1172.64453	5.51622	10.88431	4.70368	59.04355	9.52778	9.21929
64.29607	9.81338	42.819	1.00000	10.24819	6.84463	47.1192	9.26160	12.56728	59.44853	8.88125	1157.72897		8.43908	0.77815	54.79375	7.53949	7.84615
70.12339	8.50154	25.6439	0.00000	7.99526	7.01826	77.9129	8.64189	7.21367	32.64284	9.63149	1053.67160	6.65965	9.89286	2.76456	69.44045	8.97128	7.13892
30.91826	7.64838	-0.71667	0.00000	9.36619	1.92355	-48.52333	9.44841	11.60874	49.81135	8.42269	1144.33652	8.80616	9.93859	0.83248	35.41045	7.54613	7.25363
68.30161	7.08278	6.9909	1.00000	9.30666	15.31752	79.883	7.43123	9.11564	35.33399	4.88696	1166.12435	4.96379	11.07684	0.99028	49.38190	7.53135	9.66444
65.05834	8.83169	25.80565	1.00000	10.37654	16.96487	68.49143	9.21201	8.96783	48.25951	7.06521	1161.95763	5.67819	10.40252	3.34287	64.52110	9.21093	11.10964
57.59930	7.83833	46.1351	1.00000	11.42117	17.70419	-60.1831	7.88477	10.29957	44.82057	5.78995	1054.55453	5.35930	11.38170	1.21462	48.90055	7.73973	9.54322
44.74061	8.45175	33.92946	0.00000	5.29986	9.71631	-116.97725	8.83169	7.46371	35.66683	6.86791	1112.89373	6.93751	7.75340	0.64500	49.72509	6.83640	8.03630
40.00717	10.00391	22.83957	1.00000	10.61966	10.66920	91.84128	8.63140	9.48576	54.95251	10.65361	1107.88362	8.05167	8.47932	2.62240	42.05102	9.00157	10.04902
48.60109	8.33665	26.11527	1.00000	9.14200	7.75941	86.59509	8.08354	11.09556	62.20285	6.41791	1052.88317	7.73634	9.69070	0.56086	61.29059	6.92399	5.55996
52.49842	8.54399	50.75767	1.00000	10.40853	18.43013	-1.5443	7.70822	8.84385	34.32372	5.49309	1191.77749	3.85955	10.30714	1.45707	50.05632	8.20101	6.47529
49.21434	9.35973	38.68712	0.00000	8.81449	25.22765	-4.10734	9.40116	10.78093	55.08469	11.80483	1131.41365	9.83788	7.88954	1.12186	47.10898	7.86123	5.84101
40.55805	7.02400	31.12406	0.00000	7.00013	22.20566	-97.90308	9.18575	8.63718	52.54036	7.24028	1145.03526	8.31869	8.33869	3.46619	60.55309	9.18927	9.41875
36.77182	8.40363	48.21644	1.00000	9.31120	17.54557	9.02596	7.33640	10.80683	67.75580	8.02626	1175.28026	4.38917	11.18667	0.89876	64.06747	7.43315	8.26363
49.16521	7.70004	39.46667	0.00000	6.89066	12.95477	141.95	9.72798	8.49553	50.03495	10.40553	1085.92342	8.87541	7.70060	1.31265	51.83422	8.26283	8.33021
48.30270	6.98905	50.86079	0.00000	8.51063	14.78159	17.4674	9.75143	9.17756	44.67254	10.10581	1101.25948	7.21473	8.05943	1.03294	51.38645	7.70696	7.06172
31.44574	9.56756	37.95143	0.00000	5.08397	6.71907	-91.77127	9.00885	6.92112	51.38741	8.17456	1056.41672	8.47174	10.75525	1.11094	52.26663	8.03660	8.38300
42.05594	7.47851	-27.4338	0.00000	7.48024	6.61451	-65.61427	6.79530	6.00999	52.82495	5.46936	1129.05022	5.20621	7.13821	0.66158	50.44603	7.28881	7.02124
36.27366	9.03774	38.54491	1.00000	9.60866	18.01727	-121.74052	8.32271	7.78513	32.45795	6.38691	1145.65397	5.75508	9.54273	2.44945	50.49765	8.70266	7.19392
47.11068	8.16580	40.93333	0.00000	7.54187	4.33798	73	6.29818	6.99169	49.87088	9.43443	1088.23720	6.60274	11.70632	1.82494	63.89881	8.47406	5.08694
50.35384	5.87960	50.80904	1.00000	11.54003	21.11625	8.77069	9.53825	9.90081	56.21320	4.74322	1098.81170	6.11427	10.66090	0.65491	50.28128	7.20200	10.32541
63.17413	9.50756	48	1.00000	8.62838	1.50922	-4.1	7.02414	9.35015	61.90722	4.33532	1078.92181	3.06441	11.21248	1.34453	65.72360	8.18002	4.12423
49.81722	8.76456	7.06273	1.00000	8.45314	8.77035	-1.4001	7.84334	10.77354	60.87134	7.23254	1050.34462	7.91611	10.23862	0.57832	45.41534	7.43390	5.83337
28.72273	8.84444	50.75932	1.00000	11.58023	11.44818	25.34244	8.62609	10.22502	48.49857	7.54069	1060.55257	6.04793	10.23587	1.77943	71.99754	8.54564	10.45677
54.52690	7.17378	33.86419	1.00000	10.52207	13.69782	48.26258	6.72215	9.69767	30.97198	9.30682	1150.50857	9.13597	8.87533	0.62328	54.55231	6.90728	9.95033
58.60031	5.91459	36.81667	0.00000	5.71056	28.59239	117.81667	7.06762	6.73728	50.49408	8.89636	1090.53352	7.50473	9.37264	7.31489	46.41405	10.06425	7.98457
	9.75256	44.99012	1.00000	9.26185	12.89739	-123.02621	8.46289	6.20399	48.95635	9.58135	1151.04383	5.78103	9.44156	1.71636	43.46690	8.59406	12.35335
40.83881	8.49260	32.9156	1.00000	10.65416	6.27710	-117.14392	9.01851	9.18086	39.64127	6.92435	1075.15368	7.01495	8.78217	2.25223	71.28550	8.79308	7.70242
40.65734	8.64553	-28.44917	0.00000	6.43268	4.76920	-52.2	7.82780	8.02053	52.75396	7.52403	1053.12407	7.97771	7.72232	1.36145	49.76306	8.12303	9.57612
55.92279	7.89908	54.03876	1.00000	7.75119	17.29258	43.91385	8.45694	9.63788	46.14054	7.57878	1172.74462	6.00138	10.88371	0.88601	61.30719	6.76498	7.19691
47.20564	7.08486	40.93333	1.00000	8.60230	16.68479	73	8.46753	10.04660	44.76632	9.46476	1093.48767	9.34068	7.43802	0.56922	74.75852	7.03797	9.36425
55.27172	8.52306	12.74409	1.00000	10.83786	14.88597	-8.07257	7.98641	9.02924	63.70615	6.17572	1051.15900	8.06491	9.05185	1.17178	52.81884	7.71418	10.22661
54.45022	7.89133	50.86079	1.00000	10.41650	-0.40004	17.4674	7.14489	11.22224	40.64195	7.71769	1058.36442	7.26089	9.66171	1.57356	40.13078	8.19837	9.49801
41.35052	9.76906	51.21667	0.00000	9.30488	16.81680	6.26667	9.38045	11.33477	52.00043	7.51160	1090.66477	6.63011	10.90445	3.19399	60.57300	9.18075	5.82957
38.09047	7.36118	3.31332	0.00000	6.78265	25.82293	117.59152	9.85002	8.03623	45.32075	8.20076	1104.99218	7.54484	6.35778	2.75257	76.60575	8.99896	9.45955
63.45224	9.03126	53.43333	1.00000	9.45271	0.35256	-7.95	7.93073	13.13700	42.75817	7.77178	1181.14200	8.11000	10.52447	3.00529	69.95629	9.05038	5.39380
55.77113	7.28348	37.95143	0.00000	7.28163	25.68488	-91.77127	7.35567	5.89240	43.45544	9.48778	1116.52956	5.71089	10.39225	0.75204	62.13089	7.40170	6.52627
13.43771	7.72069	26.2173	0.00000	3.87245	23.06697	-80.22588	8.62187	4.97021	32.89637	5.46327	1114.86673	4.44971	7.00868	2.09511	60.24657	8.62641	6.42992
39.89644	9.55204	-4.5833	1.00000	9.35637	11.65839	15.16554	6.67592	10.00516	54.77031	7.17061	1062.22849	6.49788	10.25594	0.60511	80.53826	7.38819	5.97127
67.21819	6.86566	47.98372	1.00000	9.79407	20.44979	10.18527	9.15015	9.33822	51.83787	7.95061	1124.39566	8.33317	9.10315	2.88792	63.83133	9.08171	7.34965
47.59468	9.32145	48	0.00000	6.17357	24.70500	-4.1	7.00500	8.61841	65.93488		1111.68515	10.43599	10.60532	2.09381	67.37170	8.71096	6.85861
33.24729	9.26372	38.70734	1.00000	9.64990	8.95724	-77.02303	9.35962	9.68839	68.11364	6.79215	1162.47612	6.10997	9.90261	0.56424	51.69537	6.71084	7.62615
39.20077	7.97101	-22.53722	1.00000	11.07820	24.97761	-42.98194	10.13317	10.81509	59.63624	9.84663	1094.05070	9.97554	8.63959	1.12083	52.96132	7.70714	9.68547
70.72544	8.78322	50.56149	1.00000	10.84773	25.29155	4.69889	7.39118	8.97508	48.95650	6.70732	1109.31036	5.71810	10.43893	0.78774	48.58127	7.53968	10.86190
38.01721	7.99706	41.77583	1.00000	8.31347	14.66238	140.73667	7.17155	10.98413	40.30516	6.38868	1070.12185	6.66564	10.82334	1.71695	76.97072	8.36272	4.63316
54.27402	6.34232	-38.65333	0.00000	7.04298	19.14084	178.00417	9.52047	8.03151	52.35945	7.09599	1154.50437	7.08644	7.02856	0.62830	37.50991	6.76808	8.74588
37.06072	7.59291	46.51872	0.00000	7.78007	-0.90150	86.00214	8.80241	7.23242	64.86003	10.81077	1088.35103	9.70897	3.70563	6.03758	46.43596	9.84602	5.77135
47.69985	8.66237	40.65538	1.00000	10.38133	-4.86573	-74.38987	7.10238	10.92515	52.52894	7.90749	1190.57319	6.00357	10.46460	0.84157	59.55780	7.73603	9.26415
59.79541	8.31199	29.98869	0.00000	7.99118	20.32244	122.20488	8.58726	8.89454	48.56080	6.77668	1111.34678	7.41295	8.93427	2.84622	53.90426	8.97166	7.27818
54.61874	6.67203	33.43443	0.00000	7.42231	27.70296	-5.22126	7.71280	8.83951	55.91140	11.42434	1067.37207	6.52666	5.00387	3.49363	60.29093	9.13805	7.05780
70.33896	8.90062	43.91452	1.00000	9.90281	21.01977	-69.96533	9.20948	8.96392	59.81665	5.75991	1148.86641	6.33988	10.39681	10.73233	58.69349	10.41786	9.67025
53.98374	8.54974	10.98778	0.00000	7.93727	12.63057	-74.95472	8.41460	6.81947	62.72232	8.87511	1153.24050	5.17197	10.28791	1.43757	63.35415	8.17121	6.62246
51.61954	8.02120	-10.95817	1.00000	9.41613	18.14569	-38.79084	7.09909	6.22434	53.43738	4.94378	1078.94960	7.63527	9.21360	2.26036	74.38995	8.65063	11.79615
49.82589	7.31517	-10.91722	1.00000	8.26481	29.12714	-37.65	8.88042	9.72729	33.36752	6.17110	1136.79061	7.44808	9.88396	16.14136	71.36288	10.85617	4.61455
63.52811	9.21707	38.55632	1.00000	8.54650	22.07780	69.01354	8.25304	8.05016	40.40707	7.68539	1132.60537	8.03751	8.62265	1.05686	69.79911	7.84443	10.14916
55.31580	8.96190	25.66795	0.00000	4.56978	15.61055	85.83636	9.11021	6.68317	56.09176	6.50914	1125.02635	6.71556	7.90551	1.26213	66.90883	8.24760	7.05851
59.86490	8.75393	43.4125	0.00000	9.86208	0.11433	23.225	10.39621	9.09810	63.98851	10.58152	1066.90911	5.72370	8.19287	1.89998	43.71881	8.59165	5.63182
46.12473	8.90663	48.49144	1.00000	8.95504	25.96942	9.20427	9.04720	8.63212	46.10022	10.21225	1151.92969	6.69680	8.97415	1.56503	64.13960	8.47976	10.04892
50.83950	8.06368	8.88649	0.00000	4.68867	35.68088	2.59753	7.90021	4.69481	48.15399	8.98894	1085.49811	5.54346	8.33469	0.63693	67.61963	6.81705	8.47686
38.94879	8.01565	40.63316	1.00000	10.35615	14.52969	-74.13653	8.22530	11.01835	40.88132	6.48507	1060.54068	6.44591	10.08610	4.45279	49.25513	9.51892	9.49784
45.83702	6.32842	33.92946	1.00000	10.18642	26.69761	-116.97725	9.29516	10.36530	47.87216	5.13749	1141.24497	7.60659	10.35011	3.14553	74.08473	9.04199	8.59180
56.05764	7.46638	-22.9	1.00000	8.26713	19.74632	44.53333	8.10707	8.77699	47.31472	9.34324	1050.21489	8.08737	8.27894	0.59774	41.11981	6.95446	9.45148
60.98532	9.83759	48.49144	1.00000	9.98931	21.11893	9.20427	7.81912	8.72289	70.60234	7.94810	1096.10766	6.73389	9.60420	9.69870	69.17236	10.34795	9.35725
59.92982	7.72306	51.84819	1.00000	8.18989	25.85943	1.26738	7.87058	7.50071	59.14604	8.49026	1187.54968	8.64491	8.12809	0.34167	57.07863	6.76593	10.17681
54.51431	7.71911	51.95838	1.00000	8.40998	21.27711	4.47124	8.86861	8.79567	52.78477	8.08628	1180.87037	7.58205	8.88178	2.42918	65.25999	8.77966	9.65359
78.81706	8.68112	54.48147	0.00000	7.40642	3.63452	53.47103	8.99355	6.61088	62.37067	8.27723	1061.97032	7.70390	5.51880	3.91904	53.28020	9.36890	6.29788
49.08089	9.86144	41.82143	0.00000	8.95831	25.85509	41.77921	7.34106	8.28398	47.48213	11.75371	1133.14180	8.89093	9.94902	1.08061	60.80865	7.72094	5.46506
67.63199	6.29365	1.6561	1.00000	10.40251	36.57242	103.6032	7.33400	7.99379	59.90378	7.34972	1191.66063	7.84658	8.32047	2.22565	59.21200	8.69071	8.71165
55.67517	7.37031	29.53885	1.00000	10.60928	20.18462	-95.44744	7.92952	7.72452	54.15012	8.34601	1136.37335	8.99448	8.15302	5.32261	64.49607	9.72168	8.52608
50.60562	9.33969	36.92574	1.00000	8.84565	16.30046	14.72443	9.00141	9.37372	46.61456	8.36913	1077.98212	7.13221	9.93519	3.73121	58.35694	9.36528	8.24429
43.53260	9.53162	28.98002	1.00000	9.99409	-0.35867	77.70636	8.10444	7.97915	28.73690	5.91609	1074.52091	6.98876	8.85128	1.19448	65.74024	8.03450	6.80155
52.84624	8.87977	-34.64966	1.00000	9.21515	23.87789	-58.38341	8.44012	7.60611	57.06293	4.34809	1089.05676	5.50861	9.71540	1.15050	63.62077	7.46219	4.29251
57.38055	8.08244	29.98869	0.00000	8.86360	21.16750	122.20488	10.92119	7.82136	42.74787	11.28339	1130.79795	6.68838	9.43462	1.19254	54.70277	8.09301	5.12977
31.75797	9.13154	36.81667	1.00000	9.59395	33.64772	117.81667	7.49972	6.99243	72.56795	4.49474	1175.24786	4.40482	9.83147	2.57049	62.92763	8.90559	3.99518
58.45994	6.85081	48.35149	1.00000	8.82559	27.76745	8.96317	7.53148	9.75273	53.00871	6.03834	1145.95860	7.98007	9.55986	3.59333	57.96826	9.31969	8.60796
50.22254	7.19946	41.72059	0.00000	6.27897	28.10506	-87.70172	8.51081	7.77369	27.34929	10.23411	1184.78396	9.98056	5.87060	3.45941	63.17677	9.28735	8.32390
64.40201	7.96304	44.22639	1.00000	9.87531	10.13289	22.53083	6.75105	8.23327	60.65983	5.47948	1067.14983	7.74353	8.94433	0.86327	44.82411	7.65908	11.60661
38.06038	8.98732	61.72744	1.00000	8.27228	3.71527	17.10558	7.13176	9.99497	53.45744	6.84455	1053.34801	7.63951	10.33575	0.71741	55.66484	7.43160	4.83736
54.03146	7.48121	42.52787	1.00000	10.06644	21.40651	-70.92866	8.63091	9.51398	48.26768	3.72009	1059.98100	4.97699	11.15982	0.88140	49.24034	7.50062	10.33611
48.65958	7.93937	39.96348	1.00000	10.80801	21.85881	-4.83076	8.51284	10.52831	35.71917	7.82006	1086.95298	5.19617	10.08734	2.96301	65.40131	9.13463	8.79318
57.42650	9.69783	57.14369	0.00000	6.14651	21.13170	-2.09814	8.72805	7.49492	48.66717	7.59039	1065.81581	5.69442	10.09407	5.28312	55.04764	9.64654	7.24290
