PAHs	warning	PRES	CO	CH4	C2H3NO5	Pb	latitude	CFCs	H2CO	PM10	longitude	SO2	TEMP	NOx	O3	PM2.5	NH3
9.27006	1.00000	1167.74559	5.79853	5.77553	3.98775	12.63001	-29.2975	34.58974	75.58989	7.18758	-51.50361	7.74408	12.97647	4.53759	7.75898	8.05059	9.03549
8.28656	0.00000	1144.11148	4.86576	10.97184	3.02620	54.56846	50.56149	45.32108	57.19112	5.82362	4.69889	10.57579	27.41854	8.18050	6.51990	8.87872	4.55793
5.15224	1.00000	1118.52851	6.14797	8.33135	4.84748	71.11775	38.07789	60.21818	67.04544	7.62638	13.44275	8.97956	25.59224	9.02187	8.19817	7.73144	10.01517
7.65485	0.00000	1055.59907	9.08162	8.34729	3.34863	42.73487	3.27833	42.72255	57.96695	7.02450	32.88667	7.13735	13.81443	9.88444	7.62448	5.89761	8.60359
9.90545	1.00000	1160.69740	5.22813	7.65921	4.46542	28.61498	35.72917	60.57644	41.62583	7.17231	10.58082	9.64782	-5.02799	7.58879	8.40521	8.43816	8.69017
	1.00000	1104.51883	5.68982	7.98324	7.65620	34.18464	50.11861	67.64846	46.46168	8.22622	-5.53715	7.12705	18.28313	6.09591	8.40769	8.38414	9.45064
9.08916	1.00000	1167.19390	7.90362	6.22928	10.55590	64.70528	-24.19436	55.52238	56.17265	8.76005	29.00974	10.30610	23.22729	8.27842	7.61148	6.66250	6.58989
9.80816	1.00000	1102.77172	4.97074	9.66152	2.20110	33.48622	35.82756	46.49960	47.79877	6.39323	137.95378	11.35619	-0.94340	7.46895	7.23383	8.67600	8.22188
9.68456	1.00000	1123.30586	5.29961	9.14338	4.95276	21.94478	11.50526	28.11176	49.81933	7.47820	77.23826	11.11542	25.37569	8.30961	8.31961	7.84653	8.29391
9.44984	1.00000	1155.49447	5.77454	8.75844	83.22917	56.11957	36.06386	42.43548	48.22890	10.93689	4.62744	7.12668	14.21714	7.24160	8.02891	7.57581	10.30326
3.97371	1.00000	1165.22698	7.00255	7.54736	8.99776	44.74589	32.50611	54.30409	42.34657	8.45960	120.14278	7.26021	28.46378	10.81557	8.08394	7.85097	8.84465
8.94624	1.00000	1120.96550	6.45395	5.14703	3.46991	25.71702	32.54278	53.16714	68.97260	5.96952	111.50861	9.59120	20.31229	5.48952	8.84263	6.50791	8.77947
9.78619	1.00000	1077.42631	5.39523	7.07598	3.52297	55.23159	55.82737	50.02114	51.72113	6.18505	-4.0573	8.65179	3.90283	5.93747	7.97930	9.66498	9.88083
9.06307	1.00000	1180.95320	6.48676	5.57349	2.52478	43.10351	14.64056	39.34820	47.57905	6.94594	104.64992	8.68508	11.44129	5.48720	8.51493	7.10574	7.36829
6.73353	1.00000	1118.84286	6.90553	9.84522	18.31990	43.32652	42.55308	62.30558	49.65174	9.34224	-87.93341	8.04723	25.99826	8.81408	8.27922	7.26176	8.20020
10.69184	1.00000	1190.96044	3.39784	7.37506	4.99389	85.79076	37.52487	47.26939	56.01080	7.17546	-77.55777	9.37935	5.50965	5.28295	7.32347	7.33314	11.64988
8.30569	1.00000	1071.57444	7.42549	5.01013	3.42317	56.64195	34.08565	60.39838	31.93580	6.81961	74.80555	9.74270	10.73840	6.35171	7.00261	5.62657	7.79510
9.99870	1.00000	1177.57625	5.93559	6.77231	4.67544	61.78565	49.03685	51.11387	48.27355	7.63408	8.70745	9.19675	-1.79401	6.37982	6.61452	9.19774	8.93644
9.32839		1142.21667	6.18838	7.21298	4.32578	23.95556	19.8173	51.08168	45.85673	7.28788	-97.35992	10.92826	22.33133	7.08076	7.77109	6.75027	5.78456
6.27871	1.00000	1194.89892	6.01467	8.65006	5.89519	52.31148	48.86667	38.94703	59.89229	8.05811	2.08333	9.23199	1.64220	7.25721	8.65994	8.15117	9.98994
7.65254	1.00000	1094.02464	7.70919	7.81493	6.50394	30.09346	37.60876	33.80659	32.64130	8.25155	-77.37331	7.50244	34.97144	8.79270	9.38029	7.48099	8.16705
7.46760	1.00000	1165.08005	5.74902	3.63743	8.45888	72.75482	48.98333	64.04232	57.44725	8.41107	2.61667	9.12943	17.05221	3.73269	6.29065	7.80688	8.63527
9.02964	1.00000	1122.70491	5.72483	4.06449	10.52950	49.91143	32.44874	83.22921	33.42904	8.63846	-99.73314	11.57608	8.32606	5.07382	7.59609	6.65688	7.71467
8.51590	1.00000	1132.84986	8.85684	8.46954	11.81122	46.19867	10.22677	53.02896	52.45114	8.69971	-67.33122	7.93260	12.43201	9.91349	7.57642	7.21496	6.92031
10.32039	1.00000	1174.64972	7.17900	7.50978	5.13760	51.22612	-4.06667	39.96337	52.62730	7.16432	37.73333	6.84832	20.99687	5.95410	6.53507	8.40747	8.62517
8.83075	1.00000	1199.62437	6.90996	6.62736	3.54540	47.64144	49.28669	50.61429	49.16742	6.67474	1.00288	7.95351	23.71492	6.78681	7.05447	8.35529	8.19740
6.58348	1.00000	1168.63570	6.38771	9.19790	3.95219	69.15282	34.31	68.36140	40.54471	7.21130	-2.16	8.15816	21.37295	9.78836	7.07953	8.25036	6.94405
9.47893	1.00000	1186.98219	7.31576	6.82191	8.15884	38.06159	46.1351	49.72987	64.40519	8.36157	-60.1831	9.32326	-1.37989	7.56293	6.27806	6.79951	7.77795
9.37374	1.00000	1171.79645	4.45835	5.31772	13.67221	44.87060	30.46907	46.39955	40.48494	8.98898	70.96699	11.30279	7.14664	5.50798	8.35125	8.92956	8.75762
3.77775	0.00000	1168.17362	8.15645	4.13177	2.55349	34.62528	26.91756	42.50861	38.70011	5.64261	-82.07842	10.54688	-6.06727	7.92333	7.73720	6.64958	4.03684
10.23469	0.00000	1199.63234	7.12501	8.75078	1.99043	51.91034	44.59445	63.55883	47.29589	4.99293	11.04979	8.02366	2.94668	7.35551	5.41350	8.84294	8.25899
10.18624	0.00000	1192.23472	9.07381	9.16017	9.96676	68.86036	53.6052	39.51170	72.22548	8.44495	10.03988	5.38671	16.18846	8.02290	7.49191	8.00227	9.44811
7.47146	1.00000	1179.80962	6.18802	4.51342	6.75240	52.45828	32.54278	42.58344	52.18136	8.27530	111.50861	10.31528	25.17492	5.94061	6.80045	7.48634	8.30061
4.36360	0.00000	1195.86776	7.52220	5.22300	12.55855	51.87084	61.78491	28.27213	54.73970	8.96248	34.34691	10.40810	29.29602	5.85333	8.73344	6.56653	6.36910
7.27153	0.00000	1147.55248	4.76337	4.17441	7.00168	49.54734	25.80565	65.31821	47.49173	8.09889	68.49143	10.03398	0.39353	5.35246	6.49194	8.46653	6.08111
10.74090	1.00000	1123.58526	5.17014	8.67310	3.14422	58.75854	44.31771	52.88038	58.83166	7.29296	9.32241	7.19753	21.00027	6.18108	7.06420	7.17357	10.87566
10.01487	0.00000	1123.14380	5.44061	5.72196	7.21508	55.80367	40.87363	64.85272	67.41406	7.74748	14.34085	13.37534	32.52224	5.54800	7.61915	8.27407	5.40015
2.68010	1.00000	1133.88388	7.79800	8.24921	3.96811	42.33469	27.0174	58.28987	38.24083	7.17009	49.62251	5.80949	13.87623	11.22719	7.19680	9.43045	8.53326
5.13529	1.00000	1118.93385	5.68752	7.56614	5.35330	73.62683	40.42386	37.78975	34.57086	7.60522	-3.53261	9.44800	3.02867	9.30317	8.48968	8.56656	9.92842
10.30524	1.00000	1129.43314	4.80067	7.50725	1.80536	36.68005	3.27833	38.90667	48.64751	6.18431	32.88667	9.94917	12.70093	6.63292	7.86364	7.36425	9.87731
10.95524	1.00000	1172.00489	6.58591	8.11141	4.25712	54.79595	-7.51611	29.49422	35.31368	6.62972	109.05389	7.45507	9.41960	7.05539	7.58273	7.47369	8.06601
10.39992	1.00000	1199.48372	5.48415	6.99455	9.97633	44.89976	-4.42472	61.99374	38.20226	8.52665	-41.45861	7.59082	18.32994	5.19278	6.78801	6.07180	9.14559
12.65659	0.00000	1100.55608	7.01536	7.81305	4.23911	64.42468	16.0438	53.66413	68.68232	6.96705	120.4861	5.22584	13.04561	7.48027	6.64053	8.42969	11.31285
8.59885	1.00000	1171.61068	7.60172	5.87941	6.41366	62.13258	33.3213	61.81211	39.30223	7.96096	130.94098	7.48253	19.80261	5.75684	8.46584	6.74953	9.39244
10.03914	0.00000	1154.60859	3.90687	7.48102	5.99605	36.62042	29.53885	35.48113	40.28874	8.17865	-95.44744	9.18924	21.10449	8.80380	6.05409	8.16300	5.48178
10.02586	1.00000	1060.55150	3.52203	5.63931	4.85952	52.89432	26.68451	63.59806	42.37374	7.10768	-80.66756	10.14589	-5.76144	3.95552	8.48045	6.87603	10.50999
3.58710	0.00000	1168.33371	5.74116	6.19980	5.18154	50.92060	42.67164	48.86499	79.10666	7.32883	14.01481	8.39265	13.50371	5.59315	8.16216	8.62362	8.14901
8.85325	0.00000	1140.18317	9.00572	8.45212	6.16706	35.03780	40.72586	65.82711	51.43810	8.01131	8.55552	10.15505	20.42287	8.62604	7.06741	8.93107	6.80983
8.68780	0.00000	1184.11795	4.10984	3.33988	7.74868	36.99682	-22.9	42.47335	46.71660	8.23591	44.53333	10.67525	8.56078	5.89448	8.13426	7.03737	4.88981
9.57337	0.00000	1070.25096	6.96266	10.69598	3.36344	45.04055	-22.45667	37.32206	46.04312	6.86467	-47.53028	9.75734	22.97914	7.92690	8.18726	7.63897	6.94230
4.82847	1.00000	1169.26678	7.42211	8.65176	5.74632	37.99166	-7.51611	79.83659	68.85987	7.27289	109.05389	7.61514	14.05673	9.31532	8.79811	6.23524	11.01381
7.35139	0.00000	1179.20166	6.55727	10.28093	18.00685	51.77797	37.56667	63.14781	47.85848	9.34819	140.11667	8.50932	5.90355	9.14352	8.00625	8.63798	7.03167
5.92859	1.00000	1186.40936	6.58648	8.47723	1.66335	59.15661	50.56149	56.16737	40.30451	6.43092	4.69889	7.67930	7.91273	10.38655	7.89471	7.65756	7.41820
7.27833	0.00000	1066.54972	6.09131	6.14234	10.43165	43.64567	-23.44361	37.91531	63.74098	8.62175	-51.87389	7.14428	5.50413	6.80248	8.17831	5.44107	6.71050
4.98368	1.00000	1112.78101	6.84404	8.23206	29.34899	71.00014	14.93333	34.71119	29.14098	9.79852	-91.11667	8.15123	7.54175	9.42874	6.49516	8.43837	10.77108
6.57081	0.00000	1169.19216	5.65694	7.94763	8.83451	53.56184	-19.65	52.29368	53.85981	8.42286	47.31667	9.58215	2.39307	9.63419	8.96516	8.77342	4.32831
10.94159	0.00000	1072.25785	6.44487	10.21189	6.12353	48.90443	28.15112	53.80962	63.25695	8.01651	-82.46148	10.06657	19.65712	7.46003	8.10048	7.75890	7.98038
6.83138	1.00000	1091.25236	6.09452	8.08960	4.43676	51.09177	41.15376	44.05144	52.15808	7.42942	-87.88754	9.54825	3.25607	9.48867	8.51023	9.40824	8.30061
8.11522	1.00000	1060.15212	7.41175	6.15188	2.98990	88.49215	52.57583	59.76736	45.75889	6.23559	6.61944	9.93462	23.08478	8.37760	6.33028	8.39910	6.64600
7.59334	1.00000	1158.51122	5.30437	8.94435	5.37131	60.22613	10.10649	39.25414	46.23058	7.29655	76.35484	10.29860	-8.84223	6.74246	6.04991	7.35671	8.39187
9.19471	1.00000	1186.46042	4.01951	6.44447	3.28073	54.75268	50.26729	50.61561	71.40927	7.41059	-119.27337	8.55092	11.68917	4.93989	8.15865	7.86434	10.42780
8.66093	0.00000	1082.99806	6.67765	9.36899	4.96882	43.04640	27.85	48.56875	50.63827	7.27666	112.9	10.04022	18.05140	9.33318	7.41771	8.80981	5.95105
7.87010	1.00000	1132.43443	6.25820	9.61710	2.04857	67.12876	27.85	45.37180	33.79780	5.92844	112.9	9.33072	5.71799	6.69952	6.88224	7.32623	9.29480
4.73644	1.00000	1185.63132	7.24002	9.15992	3.89177	51.26195	41.16704	64.57165	50.70946	6.86951	-73.20483	7.35899	9.04848	7.90578	7.75431	7.93076	9.55826
7.71969	0.00000	1134.30802	7.58615	9.22876	6.29300	56.86773	36.06386	42.53726	47.23780	7.78418	4.62744	8.25033	12.43746	8.68829	9.22580	7.31877	6.33139
8.31281	0.00000	1173.96797	5.30817	9.44144	3.12641	74.53024	-19.32556	61.16619	57.41203	7.19818	-41.25528	9.22351	8.62295	8.71694	5.38044	7.00135	3.93883
8.37230	1.00000	1058.21253	6.70498	4.25337	29.00477	46.13228	25.95533	59.28946	52.49108	9.83651	68.88871	9.98540	15.77501	5.13360	7.64585	7.73385	7.40146
9.67694	1.00000	1067.19799	5.45503	7.77378	4.83455	58.56891	-22.92306	68.12787	47.54728	7.30440	-53.13722	9.93605	7.22368	8.41367	7.84946	7.10105	7.94489
5.88643	1.00000	1107.98184	4.68755	7.73499	6.94809	22.09887	38.07789	42.43433	52.27435	8.12786	13.44275	10.75148	5.74815	6.42528	6.79943	10.26662	9.17339
7.82617	1.00000	1102.14303	6.71272	4.16204	5.76410	56.00324	14.67751	52.52939	39.29719	7.61957	-60.94228	10.55776	19.65974	5.68334	8.48677	9.82052	8.41042
8.47702	1.00000	1140.99655	7.80995	7.57147	8.22941	72.75032	10.22677	39.87629	45.21428	8.27887	-67.33122	8.60220	22.75046	8.64173	7.44005	8.31422	8.45096
9.42594	1.00000	1149.27279	7.92419	5.41341	7.88348	36.93263	46.18396	47.93363	53.85061	8.28569	6.10237	7.92900	14.99536	5.50276	6.89933	6.82877	7.69501
7.41666	1.00000	1085.73685	6.51817	9.43341	5.99982	55.35378	29.98869	40.43095	34.61529	7.72361	122.20488	8.48270	18.89492	11.19335	8.45223	8.04725	6.73344
8.40776	0.00000	1168.24496	4.26403	9.93627	4.00265	39.72561	48.90982	48.91526	36.79625	5.94015	2.45012	9.68172	18.51515	8.76457	6.65309	8.09228	4.56069
6.04061	0.00000	1119.08034	7.97186	5.54410	4.16022	52.74049	37.35813	35.37876	63.31885	7.33615	-6.03731	10.67898	1.59749	5.75201	7.15108	6.52245	4.63283
3.34347	0.00000	1069.14426	7.18443	5.55898	5.72847	32.90250	25.92127	49.63819	62.39999	7.63834	86.79271	10.27980	15.39322	6.06920	8.58945	9.10909	4.58043
9.12586	0.00000	1116.71245	5.14532	7.40555	2.82436	66.14964	29.84576	39.91122	31.63503	5.73593	-90.10674	9.39886	14.05258	9.02816	7.48788	8.79183	5.00032
5.87138	0.00000	1183.90849	7.27771	6.42429	4.00057	40.47701	51.21667	49.48793	47.00745	7.81451	6.26667	7.22387	-5.90813	6.41255	7.50192	7.68428	7.74769
5.25485	1.00000	1072.96348	6.40249	6.82618	2.56481	43.87651	52.31333	63.07236	51.32845	6.12385	6.92917	9.22672	19.25122	10.66651	7.35296	6.94683	10.63049
6.24004	0.00000	1092.89172	7.72575	6.17687	9.17242	47.61458	36.02506	49.44513	13.73516	8.45062	-86.77917	9.95357	23.94612	6.55964	6.85676	9.29658	4.15565
6.14452	0.00000	1106.36741	7.13638	5.87297	10.06720	54.29171	41.15376	38.49058	47.87435	8.62837	-87.88754	7.55678	15.05128	5.26538	7.33863	6.15583	6.46077
4.52585	1.00000	1199.96650	4.69475		5.02428	35.12430	13.44581	54.48300	40.09695	7.61411	101.18445	10.37634	5.18572	8.47728	5.76545	8.01226	8.66839
7.96858	1.00000	1070.62082	7.98809	5.65519	4.06252	42.21878	55.25	52.48125	53.91485	6.23161	24.75	7.31299	2.61971	6.19867	6.07496	7.88632	7.60102
8.15551	0.00000	1146.67526	7.13272	7.32696	6.08078	45.07493	50.18545	35.43435	64.61771	7.67182	27.06365	6.11096	15.78437	6.06911	7.82032	8.60614	6.81833
6.66064	1.00000	1093.96724	6.57108	9.63134	16.91979	30.62597	30.17746	43.19176	69.08975	9.15132	-81.38758	7.89104	25.74153	8.60398	6.32969	7.25532	8.21721
4.13288	1.00000	1194.55064	6.30676	7.98068	4.09936	61.51001	34.15429	31.33582	54.07036	7.28890	3.50309	8.40667	14.67996	8.21810	8.46741	6.11063	9.74069
8.93155	0.00000	1153.47804	8.51666	8.43732	7.61630	73.04747	53.37596	55.17851	36.41945	8.08353	51.3452	8.78164	20.86697	8.38812	7.99853	6.21017	6.54165
6.99280	0.00000	1125.67372	7.84051	8.56933	2.17029	36.26205	28.15112	41.49131	24.67310	6.59803	-82.46148	9.57945	0.13195	9.45513	8.72452	7.27241	5.63141
8.72821	0.00000	1098.84903	3.83960	7.46691	4.36665	42.53563	25.49043	39.63711	31.39562	7.54835	85.94001	10.42221	8.08691	9.08534	7.21501		4.44412
12.40694	0.00000	1173.74353	3.87559	9.31624	3.77668	49.32584	37.35813	40.01666	39.79813	6.86496	-6.03731	7.48994	13.00042	7.02165	7.16607	7.28876	7.43379
5.38985	1.00000	1158.77602	5.48220	8.19474	3.14167	50.24653	35.64889	33.10868	50.13036	7.17343	117.27583	8.93406	35.43899	8.08364	6.76572	8.99444	8.47605
5.72136	0.00000	1149.07887	6.39875	4.17317	13.08448	55.72415	47.92526	43.08025	60.99880	8.96292	-97.03285	12.43479	23.39422	4.64016	8.46317	6.18439	4.44000
9.84711	1.00000	1194.82264	3.99377	9.38820	18.14229	57.06475	50.5107	49.80215	62.71843	9.30833	18.30056	12.56666	16.01784	6.15877	6.67106	7.68767	8.36078
8.28536	0.00000	1145.70157	8.08495	7.94211	10.90565	38.53003	41.41204	54.91595	63.75750	8.70549	2.18247	10.44723	20.86044	8.52376	9.11521	8.69594	6.51659
9.85396	0.00000	1192.88158	6.53431	8.25403	6.13266	44.20166	22.49396	41.79121	49.48427	7.76252	-105.36369	9.77108	18.56259	6.73530	5.26413	9.53104	6.60018
8.26315	1.00000	1191.68557	6.60964	4.52929	3.87181	49.46526	7.6	51.71133	68.72130	6.29124	4.18333	10.33799	14.15547	6.17601	6.98217	7.93644	7.72424
7.36320	0.00000	1071.55917	9.42552	10.49228	4.77877	47.16840	11.8659	55.23742	44.78674	6.80597	34.3869	6.97852	8.18001	9.80526	7.18308	9.18216	8.87350
7.37884	1.00000	1057.25645	7.92118	6.14491	11.24154	40.13767	26.68451	40.42647	48.01453	8.61457	-80.66756	7.31235	0.57244	6.52873	7.39815	6.99022	8.82499
3.06755	0.00000	1140.55035	6.55510	5.18133	4.35893	63.21646	28.90054	61.53397	45.46342	7.44074	-81.26367	12.17694	23.17408	6.15499	9.50054	6.27767	4.24339
6.38332	1.00000	1088.22344	6.53803	9.73730	3.06013	43.51029	51.21667	68.19738	58.34766	6.72449	6.26667	8.24585	24.47698	6.93299	9.16592	9.48304	9.10282
10.75173	1.00000	1187.67749	7.52357	9.61481	3.95954	36.05273	-29.2975	52.55346	63.52659	7.38983	-51.50361	5.75595	26.11112	7.61280	8.55025	6.57367	9.30435
8.27177	1.00000	1050.80599	8.84670	6.32836	5.75401	60.11982	-7.01833	44.59689	75.65659	7.85740	107.60389	7.84981	10.04233	7.32740	6.30303	7.03128	7.32764
7.10116	0.00000	1130.43030	5.54018	5.75390	5.63416	30.75103	-3.74912	65.58249	53.40919	8.06766	-73.25383	9.59652	12.53311	5.34361	6.68349	9.24633	6.89843
7.18602	1.00000	1194.47821	6.68413	10.10281	3.13820	41.07691	44.31771	73.52554	33.29176	6.02320	9.32241	8.35110	16.15768	7.82816	8.05527	8.34116	8.52795
7.40987	0.00000	1112.05456	4.74340	9.61145	6.68678	54.94204	56.9083	58.21460	54.80069	8.10378	60.8019	5.47926	13.80009	6.94339	7.51146	7.89244	6.32777
8.34629	1.00000	1051.08276	4.76510	4.23084	8.33212	32.83825	42.7392	41.60298	80.97336	8.09875	-84.62081	9.63983	26.08362	3.70828	9.30552	8.08175	10.39058
6.55352	1.00000	1115.20929	7.48096	10.48609	2.40499	69.35961	-22.45667	52.86784	48.06435	6.14134	-47.53028		17.40655	8.05221	8.54214	8.15921	9.53257
5.05488	1.00000	1191.35373	6.71367	8.87536	4.53413	55.07606	32.44874	69.09732	73.04349	7.13176	-99.73314	7.61442	7.36657	10.41469	6.87861	5.63312	8.69657
8.17926	0.00000	1113.55512	6.40477	9.28567	3.13211	40.56833	10.29085	38.10408	64.47511	6.77955	105.75635	5.61152	27.93541	8.17352	8.57887	7.72653	7.18326
8.93943	0.00000	1094.98807	5.35890	7.05722	4.75283	67.39779	61.72744	43.50862	58.88630	7.67496	17.10558	10.52749	26.16401	7.80736	5.49328	6.99832	5.84294
8.60689	0.00000	1172.13240	6.39892	3.05064	16.73158	44.11329	9.535	61.78510	54.73077	9.28078	-13.68778	9.86983	16.69377	4.64404	7.57637	8.05366	7.75916
7.17338	0.00000	1063.34408	7.13462	8.57004	3.06215	51.16922	39.33427	47.95037	31.56346	6.78075	-76.43941	5.60393	18.56557	6.79992	7.69898	8.99527	7.38280
7.56384	0.00000	1079.73235	6.26275	8.55948	5.84974	55.86784	32.50611	45.45726	53.04735	7.28393	120.14278	6.36098	8.43970	7.60265	8.46756	8.58679	6.02638
8.07413	1.00000	1138.95102	8.38144	4.85438	3.86433	41.76649	51.67822	40.76390	65.52271	6.30334	33.9162	9.37690	21.37902	6.82438	8.15906	6.63821	6.35594
6.51123	1.00000	1086.60128	5.32847	9.17302	2.63517	65.62042	40.37528	49.86174	49.28363	6.16564	28.88222	9.43628	9.70093	7.03485	7.72907	7.34344	8.48066
8.24021	0.00000	1073.24543	6.94844	6.62785	12.76300	43.07660	39.33427	48.17258	63.69884	9.02299	-76.43941		4.16206	7.07234	8.01797	8.24424	7.48183
7.77179	1.00000	1169.79381	8.62725	4.60262	3.84919	47.49621	36.27462	39.07207	35.04184	7.31514	4.85668	6.82463	23.52954	4.74720	7.10711	8.22357	8.69558
7.43311	1.00000	1150.31961	5.99137	9.01777	5.03129	47.31948	33.14447	50.90380	57.33330	7.32108	47.3799	9.51435	16.65777	8.01146	6.21979	8.84379	9.45006
4.21758	0.00000	1177.06937	5.60389	7.55795	8.58755	54.80666	25.92127	42.83522	65.10206	8.38909	86.79271	10.24962	-5.52022	4.75204	6.90196	5.57843	5.37443
8.96204	1.00000	1124.81022	4.53833	7.58524	5.13034	35.89639	50.11861	57.07851	68.41490	7.05385	-5.53715	9.57833	3.73523	7.34671	7.78102	7.64806	9.31393
10.94511	1.00000	1118.69923	3.32360	9.08907	15.15024	40.05736	11.12018	49.38412	42.89078	9.06352	76.11996	7.02489	21.82000	5.63843	7.72165	5.88119	10.75181
12.06828	0.00000	1199.90592	5.28813	9.40133	8.88964	40.99885	35.64889	59.03584	30.10767	8.61202	117.27583	7.87675	12.53086	7.67871	6.94285	8.16183	7.66029
5.21946	1.00000	1141.44917	7.88563	8.55227	2.46181	40.75909	48.15659	69.54263	22.22714	7.00033	28.28489	8.04844	15.45711	10.65087	8.29731	8.07318	11.04794
10.17949	0.00000	1123.93988	6.16444	9.25290	5.28627	54.03697	-23.7975	65.78520	61.50640	7.67813	-48.59278	10.58003	3.36916	8.17171	7.42443	7.01904	6.91288
3.14385	0.00000	1106.31048	7.08606	7.45537	6.12919	31.08786	36.21544	32.65543	73.56054	7.95760	65.93249	11.20996	21.82914	5.50668	6.28295	7.19307	5.30431
3.78289	0.00000	1113.16428	6.14225	7.01004	3.14819	52.21845	51.67822	39.20627	34.51317	5.84551	33.9162	11.13627	11.58323	6.20198	8.19932	7.01136	4.89026
8.64475	1.00000	1113.51319	7.12965	4.35134	4.97156	78.64801	-27.4338	69.33753	45.01163	7.61656	-65.61427	6.42048	23.05226	2.83317	8.94231	7.70176	8.73145
9.94338	1.00000	1092.82429	6.97055	4.59915	2.30000	63.51396	-10.91722	43.76151	42.61932	6.00632	-37.65	10.38655	24.74821	5.46689	7.17744	7.72896	6.65737
11.06859	0.00000	1174.18137	6.21689	11.13328	5.61381	66.80524	55.63711	41.78235	58.51371	8.01663	37.38115	6.57306	14.04615	8.32994	7.23402	8.38603	8.59154
6.53198	1.00000	1120.00269	6.78666	9.54022	3.54412	41.46682	53.0233	40.95519	61.93026	6.70836	-1.48119	8.20955	10.34915	9.53433	7.49887	7.36303	8.28865
2.78133	1.00000	1139.70881	7.26942	7.88903	9.62319	72.46317	47.48444	55.16399	57.22399	8.52834	36.25361	6.94796	28.68486	8.61826	6.23578	6.25687	11.00747
9.26148	1.00000	1097.71592	7.94891	4.41785	4.07125	47.35418	-7.81667	39.56906	50.15079	6.20149	112.01667	8.23122	23.61241	4.48639	9.02816	6.81216	7.16741
6.32336	1.00000	1189.50590	6.57371	10.14733	8.23993	96.98837	32.54278	25.43400	38.45298	8.19825	111.50861	8.24562	19.16514	8.68722	7.67631	8.09268	8.78659
10.97020	0.00000	1059.08897	5.61465	11.04212	8.92387	60.35518	51.84819	72.71958	58.04845	8.35251	1.26738	9.14196	7.37562	7.69699	8.72978	7.57423	7.64118
8.89240	1.00000	1089.32480	6.13644	7.05487	6.11283	25.16921	52.59319	57.16799	48.76813	7.76467	13.32127	6.83230	16.22516	5.75027	6.81141	5.16757	9.83822
8.16915	1.00000	1140.84446	5.83954	10.52508	4.94151	49.58549	45.99194	77.71550	52.58556	7.30647	29.41824	9.04945	6.38525	8.74879	6.02839	8.58543	6.17263
8.33666	1.00000	1070.74715	7.66777	5.73309	6.02820	66.61560	52.31333	47.34012	73.36602	8.01302	6.92917	8.73651	15.50071	6.52545	10.23643	9.55639	8.66209
4.69806	1.00000	1132.87086	7.98697	10.86635	7.89150	56.78226	13.51825	68.84933	51.65225	8.24688	99.95469	6.02301	21.17719	7.98209	6.77516	5.31772	8.91747
6.45252	0.00000	1145.74054	6.05519	7.50629	22.70465	56.71084	48.98333	52.38423	63.68893	9.59303	2.61667	7.48064	32.84817	7.37570	7.81886	7.68546	7.75457
7.36627	0.00000	1055.15865	4.91869	5.97874	1.99409	68.36060	41.77583	49.46282	46.67518	7.00386	140.73667	7.60771	13.65615	7.88025	7.51009	7.51123	7.98129
9.20917	0.00000	1097.11247	5.25032	8.20690	1.19801	57.72063	35.25064	47.44355	51.03406	6.15187	-91.73625	7.46783	11.61278	7.26631	8.24687	6.87910	5.50445
7.85379	0.00000	1116.43437	6.07923	7.51356	3.95971	63.26944	45.4473	51.84706	30.37674	6.96877	-73.75335	6.89301	21.28266	6.61309	7.26665	7.06330	7.14681
7.70734	1.00000	1071.42187	7.89285	4.48837	5.03717	58.12884	8.56697	52.71501	61.49962	7.46024	123.33471	8.56311	9.51060	5.52493	7.69400	8.78725	8.04164
6.67313	1.00000	1053.72194	6.69826	9.95565	18.04789	56.22786	55.25	50.94028	29.65025	9.27843	24.75	7.84334	5.36308	8.41146	6.82726	6.49968	7.45570
5.14416	0.00000	1066.47424	5.88130	8.25780	4.05997	54.23179	40.70995	56.05692	44.50993	7.51501	0.57856	8.00219	20.45878	6.43882	5.64506	6.39436	6.27303
4.96185	0.00000	1105.12208	6.36464	8.42696	6.70794	39.80178	53.83333	46.32850	38.85322	7.66033	-2.98333	7.51689	0.32368	7.29920	8.65806	8.87676	8.00148
5.29081	1.00000	1081.12160	7.61627	9.85375	2.58500	70.65441	19.21667	51.45108	50.35921	5.67264	73.08333	7.22170	25.64152	10.81196	7.51798	7.34380	10.05651
6.10638	0.00000	1063.24501	7.09784	6.06097	6.27218	50.48335	40.34912	35.52987	59.68219	8.07258	-111.90466	7.74186	15.83593	4.62400	8.59994	9.17908	6.25655
3.74363	1.00000	1135.38927	7.56660	9.18475	20.83641	47.20741	35.82756	52.51655	57.67906		137.95378	6.42515	9.46064	10.75725	5.35717	8.41996	8.75075
5.28914	1.00000	1066.56994	7.18945	9.11499	7.60462	49.34036	-22.45667	49.00774	61.12266	8.38110	-47.53028	7.84095	3.86752	9.46554	7.33679	8.91702	9.82896
10.06751	0.00000	1088.40060	5.90763	11.21539	21.52086	41.42520	41.15376	47.28290	49.70855	9.51049	-87.88754	8.33704	12.57235	6.79393	7.47565	6.39136	6.96608
7.01074	0.00000	1176.01466	7.69045	8.26505	6.10767	76.78290	40.92298	55.90237	39.97177	7.78748	14.30935	13.31613	9.35669	10.06957	7.22523	8.54832	4.18076
