latitude	station	longitude	revision	QoS	code
42.35843	Boston	-71.05977	2014-10-15	accep	US
37.73604	Riverbank	-120.93549	2020-01-01	good	US
40.87329	Somma Vesuviana	14.43865	12 Nov 2013	good	IT
19.21667	Dombivli	73.08333	01/21/2019, 00:00:00	average	IN
41.41204	el Camp de l'Arpa del Clot	2.18247	01/14/2019, 00:00:00	average	ES
-3.14306	Itacoatiara	-58.44417	2015-08-26	accep	BR
41.92361	Bogovinje	20.91361	2017-09-12	excellent	MK
53.94313	Bad Segeberg	10.30215	2015-12-22	accep	DE
-4.5833	Kasangulu	15.16554	03/26/2021, 00:00:00	excellent	CD
-34.28853	Griffith	146.05093	29 Nov 2019	maintenance	AU
44.89784	Tortona	8.86374	2014-06-26	excellent	IT
-22.45667	Santa Gertrudes	-47.53028	2020-10-17	average	BR
44.99012	Keizer	-123.02621	2017/02/27	excellent	US
11.50526	Sathyamangalam	77.23826	19 Jan 2015	excellent	IN
52.09	Zeist	5.23333	2016-05-25	accep	NL
10.13361	Maasin	124.84472	03/16/2020, 00:00:00	excellent	PH
42.35843	Boston	-71.05977	2022/03/15	maintenance	US
-4.16694	Guaraciaba do Norte	-40.7475	01/24/2017, 00:00:00	maintenance	BR
51.14942	Zgorzelec	15.00835	03/14/2022, 00:00:00	average	PL
52.66277	Great Wyrley	-2.01111	25 Mar 2016	accep	GB
47.83333	Shalqar	59.6	2020/06/04	maintenance	KZ
45.0408	Columbia Heights	-93.263	07/19/2022, 00:00:00	excellent	US
51.39148	Surbiton	-0.29825	2017-05-03	accep	GB
29.98869	Zhoushan	122.20488	2014-07-13	accep	CN
-21.44236	Tonota	27.46153	02/07/2016, 00:00:00	maintenance	BW
24.05979	Leteri	77.40858	2019-03-25	average	IN
27.0174	Al Jubayl	49.62251	09/28/2015, 00:00:00	good	SA
41.24264	Bisceglie	16.50104	2018-05-08	good	IT
45.69558	Saint-Genis-Laval	4.7934	28 Nov 2019	accep	FR
53.14657	Nikolayevsk-on-Amure	140.72287	22 May 2021	good	RU
-27.4338	Aguilares	-65.61427	10/31/2019, 00:00:00	maintenance	AR
-23.44361	Sarandi	-51.87389	2013-09-09	accep	BR
-22.45667	Santa Gertrudes	-47.53028	2019/02/09	maintenance	BR
50.18545	Shepetivka	27.06365	20 Oct 2016	accep	UA
37.19723	Tianfu	122.05228	02/03/2021, 00:00:00	building	CN
23.07492	Pandua	88.28637	2022/05/11	acceptable	IN
59.33333	Boo	18.28333	05/10/2020, 00:00:00	average	SE
-15.675	Canavieiras	-38.94722	18 Sep 2017	good	BR
41.24255	Norwalk	-82.61573	2014/02/02	building	US
27.55898	Larkana	68.21204	16 Sep 2013	good	PK
53.37596	Otradnyy	51.3452	26 Oct 2016	average	RU
57.47908	Inverness	-4.22398	2022/03/11	good	GB
37.13548	Las Gabias	-3.67029	17 Aug 2018	average	ES
39.43534	Lebanon	-84.20299	13 Nov 2021	excellent	US
44.89784	Tortona	8.86374	08/03/2020, 00:00:00	maintenance	IT
51.40148	Newbury	-1.32471	2018/08/10	maintenance	GB
29.98869	Zhoushan	122.20488	2021/06/23	accep	CN
26.9423	Tharu Shah	68.11759	2020/04/20	good	PK
25.66795	Dalsingh Sarai	85.83636	2022/08/31	excellent	IN
35.06667	Sasayama	135.21667	10/13/2017, 00:00:00	maintenance	JP
40.87329	Somma Vesuviana	14.43865	08/09/2019, 00:00:00	excellent	IT
35.6803	Shahre Jadide Andisheh	51.0193	2021-01-11	accep	IR
27.0174	Al Jubayl	49.62251	2014-03-07	average	SA
51.78771	Saraktash	56.36091	03/13/2016, 00:00:00	average	RU
56.85836	Tver	35.90057	16 Sep 2017	maintenance	RU
55.39485	Arzamas	43.83992	2020/05/29	accep	RU
43.32686	Leioa	-2.98884	2020-06-11	accep	ES
36.61954	Beni Douala	4.08282	14 Nov 2015	maintenance	DZ
43.86682	Markham	-79.2663	2015-05-11	good	CA
7.6	Olupona	4.18333	25 Nov 2015	accep	NG
15.45144	Betamcherla	78.14797	07/18/2020, 00:00:00	accep	IN
20.88098	Parola	75.11937	02/05/2018, 00:00:00	good	IN
23.9028	Kushtia	89.11943	2018-07-09	excellent	BD
54.52156	Schleswig	9.5586	2022-02-12	good	DE
13.73417	Sonzacate	-89.71472	2021-11-11	accep	SV
-21.205	Itaperuna	-41.88778	2018/06/07	excellent	BR
33.43443	Azrou	-5.22126	2012/12/21	excellent	MA
21.53889	Gariadhar	71.57737	2013/09/23	accep	IN
32.54278	Danjiangkou	111.50861	19 Mar 2018	average	CN
47.92526	Grand Forks	-97.03285	2022-09-26	average	US
54.60528	Reda	18.34717	26 Feb 2020	building	PL
42.819	Buynaksk	47.1192	2013-02-04	average	RU
33.43443	Azrou	-5.22126	08/14/2022, 00:00:00	good	MA
-12.91667	Muritiba	-39.25	26 Aug 2019	excellent	BR
23.49668	Adra	86.68363	2016-12-14	excellent	IN
38.54491	Davis	-121.74052	2017-10-26	good	US
-21.41222	Miracema	-42.19667	01/03/2022, 00:00:00	good	BR
42.8334	Norfolk County	-80.38297	2022/04/28	accep	CA
14.8361	Guyong	120.97844	2015-05-25	accep	PH
34.81667	Toyokawa	137.4	2016/10/15	average	JP
39.45621	Martinsburg	-77.96389	2022-07-14	good	US
37.65181	Longgang	120.33063	13 Aug 2021	accep	CN
4.73245	Madrid	-74.26419	2018-02-05	good	CO
34.08565	Srinagar	74.80555	2019/11/26	average	IN
13.65805	Paoy Paet	102.56365	03/05/2020, 00:00:00	maintenance	KH
32.44874	Abilene	-99.73314	2015-09-10	accep	US
9.535	Camayenne	-13.68778	2015-07-26	good	GN
26.11527	Supaul	86.59509	2022/07/21	accep	IN
32.87533	Daud Khel	71.57118	21 Nov 2019	average	PK
35.61452	Jackson	-88.81395	2021-09-23	accep	US
27.55898	Larkana	68.21204	2013-09-24	average	PK
11.8659	Ar Ruseris	34.3869	2016-10-05	accep	SD
10.22677	La Victoria	-67.33122	2021/04/09	excellent	VE
53.83333	Poulton-le-Fylde	-2.98333	2012-12-04	excellent	GB
40.67705	Cypress Hills	-73.89125	15 Nov 2013	accep	US
14.0823	Dawei	98.19151	07/15/2015, 00:00:00	average	MM
19.32932	Contla	-98.1664	2021/03/22	good	MX
-24.19436	Mokopane	29.00974	2019-04-08	building	ZA
42.35843	Boston	-71.05977	2021-11-21	average	US
11.86064	Gaya	9.0027	2019-01-07	average	NG
50.72043	Rudolstadt	11.34046	2015/05/22	accep	DE
49.88307	Kelowna	-119.48568	2013-10-14	average	CA
11.93381	Puducherry	79.82979	01/11/2016, 00:00:00	average	IN
5.84752	Lakota	-5.682	20 Aug 2022	building	CI
43.61062	Rutland	-72.97261	2018/06/20	average	US
32.52515	Shreveport	-93.75018	2021-08-06	maintenance	US
34.95303	Santa Maria	-120.43572	2019/07/20	accep	US
52.61131	Hermsdorf	13.31783	04/13/2021, 00:00:00	good	DE
32.9156	Mira Mesa	-117.14392	01/23/2021, 00:00:00	average	US
54.8421	Alatyr’	46.5813	14 Jan 2014	average	RU
32.17629	Fazilpur	75.06583	01/13/2020, 00:00:00	excellent	PK
41.91738	Palafrugell	3.1631	2013-09-30	excellent	ES
-34.64966	Barracas	-58.38341	19 Aug 2021	building	AR
37.30553	Zhuangyuan	120.82747	07 Nov 2021	accep	CN
33.08014	Milledgeville	-83.2321	05/16/2015, 00:00:00	good	US
50.09019	Hofheim am Taunus	8.4493	2020-10-06	building	DE
38.54491	Davis	-121.74052	2014/03/28	building	US
54.03876	Kovylkino	43.91385	2013-12-24	good	RU
40.42386	San Fernando de Henares	-3.53261	07 Mar 2018	excellent	ES
44.99012	Keizer	-123.02621	2013/09/10	excellent	US
6.45407	Lagos	3.39467	2019/07/02	good	NG
39.33427	Middle River	-76.43941	2022/02/09	excellent	US
-23.85972	Maxixe	35.34722	2021-10-20	good	MZ
47.90771	Ulan Bator	106.88324	11 Apr 2013	maintenance	MN
5.90702	Donggongon	116.10146	23 Jun 2013	good	MY
25.92127	Madhipura	86.79271	2014-04-04	good	IN
33.72255	Palm Desert	-116.37697	2014/08/09	accep	US
-15.21194	Minas de Marcona	-75.11028	2017/01/10	accep	PE
44.35056	Nayoro	142.45778	2018/06/16	accep	JP
48.98333	Mitry-Mory	2.61667	2019/11/07	good	FR
36.76639	Boumerdas	3.47717	2021-11-10	excellent	DZ
40.67705	Cypress Hills	-73.89125	2020-02-14	accep	US
36.64852	Nowshahr	51.49621	01/15/2019, 00:00:00	average	IR
27.85	Xiangtan	112.9	10 Feb 2019	building	CN
-19.7625	Esmeraldas	-44.31389	2016/07/25	average	BR
52.48173	Brierley Hill	-2.12139	03 Apr 2022	acceptable	GB
45.53929	Troutdale	-122.38731	01/17/2019, 00:00:00	accep	US
39.09112	Independence	-94.41551	03/06/2014, 00:00:00	average	US
32.50611	Jiangyan	120.14278	11 Aug 2017	good	CN
32.57756	Mianwali	71.52847	2013/04/21	excellent	PK
54.39304	Bavly	53.26023	2017/10/17	accep	RU
51.4781	Kuvandyk	57.3552	24 Feb 2019	good	RU
38.72706	Carnaxide	-9.24671	2019-12-16	accep	PT
35	Komono	136.51667	2022/08/16	accep	JP
27.76056	Maspalomas	-15.58602	03 Oct 2018	accep	ES
-10.91722	Lagarto	-37.65	15 Dec 2018	excellent	BR
36.64852	Nowshahr	51.49621	06 May 2019	average	IR
6.45407	Lagos	3.39467	2018-12-13	average	NG
2.41669	Paidha	30.98551	05/14/2015, 00:00:00	maintenance	UG
