Pb	CO	longitude	latitude	O3	CH4	TEMP	warning	PM2.5	PAHs	NH3	PM10	SO2	PRES	C2H3NO5	NOx	H2CO	CFCs
48.06075	5.82323	124.84472	10.13361	3.54908	7.20057	21.17250	0.00000	6.77660	10.46233	8.89385	12.24351	7.57799	1164.54832	17.08827	8.41832	52.54349	57.37675
45.65427	7.31345	48.26258	33.86419	5.17585	9.70178	17.51048	1.00000	9.24052	10.90850	7.37797	4.25821	9.41382	1137.95625	0.11124	6.42900	46.39961	64.17943
33.48715	9.42567	67.84222	40.11583	10.56724	10.31029	24.69585	1.00000	8.04850	9.25914	7.39256	8.22637	8.67969	1092.17357	0.44975	9.89514	44.44556	49.37397
52.76227	4.25985	77.70636	28.98002	8.33346	4.41913	12.96735	0.00000	8.99100	8.95751	8.30666	11.13435	8.77296	1185.61402	5.75610	11.16901	41.46267	51.19171
44.39983	7.64215	120.03308	28.88162	11.47305	8.57688	8.28347	0.00000	8.85063	6.73581	8.92340	8.66553	4.90499	1168.06793	0.66934	11.21825	59.11979	33.40356
37.09904	9.70312	-80.38297	42.8334	7.91385	10.57207	12.14109	1.00000	8.46584	10.97456	7.06748	11.05490	8.64201	1080.85292	5.35853	11.27865	47.92841	57.66041
34.05559	4.48444	9.47629	53.59337	3.45736	10.87132	20.20452	1.00000	7.95222	6.94236	8.83008	8.99834	8.27733	1117.68204	0.83337	5.53574	32.12333	67.29872
45.89647	8.04455	88.28637	23.07492	10.68475	8.92145	18.74372	0.00000	8.05300	5.13495	6.07027	11.03863	8.00170	1100.37407	5.28839	9.35310	53.09170	28.94385
27.48835	8.70074	4.47124	51.95838	12.52808	6.77679	22.50085	0.00000	7.73270	7.93886	7.40847	7.97358	8.20754	1131.73961	0.46163	12.12734	25.12504	43.03664
47.21911	10.98699	89.11943	23.9028	11.03501	8.19559	15.86994	1.00000	7.28855	12.28061	7.45263	8.33378	7.17030	1079.25122	0.59081	7.84085	82.33296	60.25067
49.84194	6.62440	105.75635	10.29085	9.77904	6.71937	32.75268	0.00000	8.56965	8.45535	7.08089	9.58343	7.92507	1090.03051	1.35183	8.68680	52.58373	52.03419
40.21557	7.79558	-77.96389	39.45621	9.92167	9.21524	20.59388	0.00000	7.30637	8.41084	8.39633	8.24370	8.40590	1177.21019	0.57750	7.97252	54.00971	53.28469
37.00931	7.31907	7.02238	52.21099	8.64979	7.82330	20.11579	1.00000	9.11167	6.73886	7.05957	9.37048	8.69536	1065.02828	1.06551	7.08403	33.57795	47.38200
41.81311	9.35328	-73.89125	40.67705	10.38079	7.99853	8.25749	1.00000	7.65520	9.41534	9.72273	8.06526	7.66861	1077.12089	0.42994	7.14463	42.18951	37.93897
44.71758	8.16727	-93.263	45.0408	10.44946	11.51581	14.81693	1.00000	8.31958	8.25702	8.70793	7.52545	8.47239	1184.69183	0.39437	10.51211	45.57508	42.80573
43.03251	6.18729	7.973	51.168	11.56295	4.40194	16.64924	0.00000	8.82924	6.97045	6.91035	9.52918	8.97334	1100.92097	1.37198	10.52631	78.77795	91.00535
53.69128	10.83050	-71.19901	-30.60106	11.46835	8.58235	17.25316	1.00000	6.97842	9.67856	8.47697	7.82439	7.64046	1155.69275	0.32416	8.80873	17.78577	53.57016
60.06326	7.96529	10.5511	52.47774	10.59944	7.87470	18.23165	0.00000	8.06841	10.57580	7.58938	5.58309	9.59439	1050.72154	0.12314	8.68965	62.44128	79.89881
38.90589	7.54849	18.28333	59.33333	7.41229	10.98165	-9.40817	1.00000	8.66894	10.23516	7.45522	7.20901	6.97893	1097.87758	0.31143	6.64231	53.22063	47.67522
34.76471	5.90183	-73.89125	40.67705	7.26138	8.39994	14.31642	1.00000	8.34636	9.26061	8.33785	7.70218	8.12368	1196.10524	0.31390	5.96200	23.52653	51.73007
43.40948	9.69262	-38.79084	-10.95817	8.74679	7.23902	19.10336	0.00000	8.01701	4.55771	6.25233	8.34762	6.42127	1162.30718	0.57949	5.81858	26.82155	21.98401
46.04834	8.81548	43.63417	43.96222	10.21722	11.03700	23.38041	1.00000	7.70922	10.65942	8.03670	8.02537	7.78968	1153.62346	0.36932	10.55955	37.41764	41.15713
33.38191	5.94848	151.07986	-33.88096	7.69569	6.55502	18.46052	0.00000	8.34325	10.25500	6.51951	10.53568	6.08008	1175.19144	3.26198	9.94618	60.07333	57.86048
39.97229	7.22086	9.17702	48.78232	10.34289	11.94533	10.41674	1.00000	8.65522	8.06302	7.35541	7.27731	9.04865	1195.72025	0.29961	10.72015	25.43427	36.86609
60.63546	3.80426	16.54165	68.79833	3.96039	9.78359	7.20673	1.00000	7.96708	8.29069	7.51037	8.22631	7.83824	1145.83675	0.49074	4.99591	49.75144	51.59395
37.17939	5.23900	74.85849	31.28092	5.53023	8.47403	-7.03598	1.00000	7.88833	8.90379	8.22839	7.07374	7.24488	1120.69031	0.30043	6.03749	68.50719	37.80540
56.56626	6.71419	14.43865	40.87329	7.32851	8.81922	11.95843	1.00000	7.19905	8.87002	8.38609	7.47704	7.00594	1187.12901	0.38360	6.57437	32.23949	71.59774
27.53589	7.93161	10.7	4.96667	4.07190	7.53176	3.40716	1.00000	8.16472	9.74861	8.69079	2.30164	8.40914	1068.19520	0.28906	7.44126	68.73203	40.48555
48.43109	10.15674	77.9129	25.6439	9.13194	8.47780	29.48993	1.00000	6.89046	8.41214	8.06314	9.98166	7.38725	1188.40525	1.94390	9.54323	18.06522	46.12484
60.53752	7.40610	-73.95097	40.72371	5.56208	13.43373	31.53715	1.00000	9.11089	9.79917		12.69701	9.59901	1121.94717	26.83454	14.07059	36.28175	59.29382
43.53813	7.96162	48.41667	-17.83333	9.58024	10.07836	16.09121	1.00000	6.31472	8.66650	7.92257	8.47041	8.40544	1159.94379	0.57613	8.26242	46.54794	70.60411
40.36220	6.99998	37.49338	55.62047	8.23556	11.55358	14.01534	1.00000	6.53314	10.62867	8.78016	8.63703	7.17870	1170.17193	0.58067	5.57995	80.86772	55.56926
46.61168	10.44986	133.42825	45.47885	8.63179	6.76209	0.84658	0.00000	8.12332	5.31558	9.72038	8.91366	8.46323	1147.40118	0.68649	6.11990	51.82188	35.20463
31.12072	4.77066	30.96755	49.07866	6.75502	7.53961	20.55213	1.00000	8.73632	10.03371	7.16437	7.16918	9.47276	1171.10179	0.28403	5.70881	35.36004	50.29358
37.84547	8.38471	29.47306	0.49113	6.99038	8.69101	18.10773	0.00000	8.05130	10.36527	8.44378	3.98827	7.76777	1115.83429	0.19267	7.84067	47.77392	58.22502
24.45157	10.14433	-86.99666	33.45122	9.38845	6.57360	15.34116	0.00000	8.70413	4.25236	8.47355	8.67285	9.71409	1136.79440	0.61272	5.61431	71.69974	48.21305
47.53281	8.93197	73.08333	19.21667	6.49562	7.71799	12.79877	1.00000	8.32994	9.56882	8.30942	3.06146	6.59337	1066.84496	0.20830	8.87010	45.49169	57.38049
57.24227	9.09715	85.4265	55.8736	10.39593	6.93815	17.44337	0.00000	6.52090	6.07672	5.95878	7.55604	8.48691	1114.81315	0.29418	7.23619	49.90525	52.37057
37.81618	9.07599	33.9162	51.67822	9.48745	10.30899	15.01529	1.00000	6.83072	10.01451	7.69684	9.11779	6.22254	1116.54200	0.88768	9.60881	52.58960	54.42771
27.27715	5.27792	-86.58208	13.48082	5.62766	7.52528	8.14848	1.00000	8.32892	8.84102	7.99394	5.87924	8.48490	1188.50085	0.26827	8.75315	41.26060	66.98017
51.62453	9.91335	84.87144	47.46657	7.10458	12.32988	31.36158	1.00000	8.96980	9.79491	8.99216	5.47484	6.53244	1077.89313	0.21597	7.68744	60.09505	65.96787
28.29023	8.23062	13.28702	52.4581	6.74230	12.28393	15.63754	1.00000	9.13295	10.85928	8.77618	6.17213	7.10613	1097.17754	0.18425	6.83009	43.79819	46.61349
42.01183	9.72901	123.758	10.20898	8.43129	9.41920	34.09858	1.00000	7.83104	10.17773	8.00818	10.51728	7.83874	1140.99392	3.13625	9.62487	24.61669	51.74636
31.81458	7.98667	5.16108	48.77275	6.59545	8.35546	1.30792	1.00000	8.78597	10.93377	6.59202	4.41514	9.37458	1087.13384	0.20703	6.55962	43.60958	34.50494
61.06738	5.53225	-2.77259	37.49073	10.44830	5.09125	17.20654	0.00000	9.04160	8.05919	9.96471	9.66211	10.36353	1140.74558	1.45849	10.24767	67.26838	44.55214
40.27554	4.02187	37.92792	53.93361	6.83375	4.77493	12.04785	1.00000	7.84445	9.18376	8.69602	11.68582	8.10638	1066.15552	9.90931	9.06645	69.93248	19.84510
60.38416	7.20923	-91.73625	35.25064	7.46718	9.35490	10.18387	1.00000	6.78409	10.01739	9.02326	6.59677	6.57493	1116.43335	0.23097	6.73526	64.01110	57.39707
32.40509	7.65372	-74.95472	10.98778	5.91709	10.34888	7.79845	1.00000	10.46300	8.37493	7.69237	6.39066	9.22876	1159.90678	0.23830	6.92252	26.70380	77.40175
41.41168	8.32957	-2.68758	53.69786	11.90489	7.06227	23.17927	0.00000	7.55843	6.73270	6.11876	8.08287	7.64929	1147.49383	0.46397	9.76649	49.99707	55.09372
29.03418	6.09615	77.70636	28.98002	5.97940	11.30853	23.12376	1.00000	7.97226	8.77168	8.48180	8.05824	9.73828	1095.08639	0.37588	7.70167	54.77758	65.26062
45.84357	5.70593	8.70745	49.03685	7.09837	8.50624	1.75047	1.00000	7.66501	9.66594	7.56663	7.40154	8.74839	1141.87744	0.33623	6.05460	55.89719	18.57576
53.76257	7.41956	74.4818	30.21121	7.53319	6.67852	0.80045	1.00000	6.98060	10.73927	8.64152	4.26392	6.64390	1153.81988	0.19829	7.55596	45.71143	54.26901
48.77833	8.31732	9.37082	36.08497	8.01801	8.34026	21.76440	1.00000	8.15833	10.32631	9.44855	4.99288	8.72591	1174.82415	0.18742	6.84189	40.82140	55.14897
49.60954	6.46765	8.52462	47.30997	6.63231	8.39306	20.93576	1.00000	8.57138	7.57352	7.94736	7.22730	8.30582	1123.92718	0.31893	8.31222	48.48319	39.13836
64.84330	12.99714	29.47306	0.49113	12.64640	6.87791	10.82772	1.00000	8.55320	10.92100	9.16241	7.74895	8.17030	1105.60273	0.40848	7.85936	17.54049	36.60519
38.09547	8.62816	14.01481	42.67164	6.42667	10.85865	20.45125	1.00000	9.92983	11.12103	9.53900	4.26976	8.69642	1159.37996	0.16757	5.86014	43.15736	50.87072
53.94431	10.02665	5.55575	46.67535	8.30690	8.89473	12.17766	1.00000	8.99521	11.63139	8.90473	10.88383	8.66235	1114.41589	4.51540	9.71166	43.30373	64.80283
44.36306	8.60115	11.37703	48.06919	9.94775	6.27143	5.17513	1.00000	8.37691	8.46314	7.72802	5.05507	6.76586	1135.43049	0.26940	7.31523	66.04423	72.94339
	8.53485	-81.38758	30.17746	10.29724	7.25474	20.30282	0.00000	8.00965	6.74306	9.98169	7.29599	8.99829	1085.88753	0.26401	8.02310	42.89303	36.77314
56.64380	8.86508	4.86667	45.51667	8.71932	6.48988	31.80577	0.00000	7.95655	8.25718	6.51725	3.91503	9.51504	1067.99166	0.16563	5.29671	35.94003	51.87472
47.05196	5.80647	-41.25528	-19.32556	5.19634	9.81991	18.34313	1.00000	8.06985	7.94325	8.71027	7.16328	6.39089	1182.84940	0.24441	7.96486	58.17164	59.15030
46.20042	6.99925	-8.2194	43.48961	6.18423	8.76677	16.16058	1.00000	8.57466	10.09262	9.86405	4.40154	8.03221	1068.28501	0.24409	8.43822	47.88040	45.92495
50.59140	7.90143	-0.45877	46.32313	8.39732	9.51952	-4.30108	1.00000	8.27582	11.15603	7.90095	5.57064	7.47699	1172.90459	0.22513	6.96188	73.16993	45.16465
38.99004	9.07971	7.20769	50.80019	11.56232	10.10267	10.33096	1.00000	8.34376	9.66033	8.27406	6.59518	8.78182	1123.28918	0.24828	9.05578	68.52649	31.18501
46.16819	10.80052	10.7	4.96667	8.92777		-26.69607	0.00000	9.35613	5.31369	6.10255	7.56611	6.03519	1141.21169	0.40231	6.17167	47.26748	33.71859
42.84714	9.03957	-95.36969	35.74788	5.94789	8.27262	23.76672	1.00000	8.69833	10.40093	6.87250	2.24799	7.82820	1179.36864	0.18982	8.13895	28.85724	30.79111
60.76218	9.90862	8.63333	52.2	9.12760	6.54297	-2.24005	0.00000	7.04168	7.51146	8.70175	6.72430	7.94085	1110.53991	0.21214	6.13076	41.29699	62.04780
42.48730	7.16735	2.08333	48.86667	11.58371	4.58416	15.96826	0.00000	8.19158	5.49425	9.65834	9.98659	7.04358	1107.87823	1.94512	13.79234	31.26283	31.03813
53.16974	9.15183	-80.22588	26.2173	9.50688	7.62476	15.03122	0.00000	6.57495	9.92963	5.43739	5.93825	9.00152	1137.24335	0.23166	6.20818	39.20836	47.30918
48.34867	4.93953	100.48528	14.37395	7.47818	5.12866	18.03804	0.00000	7.46942	11.19428	7.87073	10.39513	8.30163	1194.82688	2.90954	9.70595	69.07675	44.75924
45.78898	9.39664	2.29026	48.77644	10.66217	10.25990	14.12693	1.00000	7.40907	9.99643	6.95077	7.85545	6.47858	1155.11936	0.35231	9.66636	53.75571	53.45256
56.62141	9.33875	77.70636	28.98002	10.10947	9.72884	9.14815	1.00000	7.66249	9.27516	9.41118	8.48415	10.11005	1090.72860	0.59791	9.24366	48.61134	27.59537
55.73794	6.10887	-2.68758	53.69786	7.73184	7.55777	9.42717	0.00000	9.06865	10.53779	7.84073	10.13931	8.81866	1137.62495	2.20386	9.97410	42.23746	68.07085
45.91073	9.98998	77.656	28.71271	8.44265	7.41154	13.01165	0.00000	7.08133	7.60020	9.01106	7.25975	8.41083	1107.51087	0.27244	6.30192	43.04247	41.30262
34.78323	10.61991	28.19028	59.37722	12.65061	9.15125	17.10807	1.00000	8.03898	10.02513	6.44702	6.02783	8.24289	1191.02398	0.21142	7.88268	45.90305	71.95557
43.85253	9.79563	122.74754	40.85158	9.15205	8.89845	-2.41606	1.00000	6.72873	9.96349	9.02183	9.84515	9.18955	1128.73901	1.72365	9.32696	42.77137	31.14611
34.84112	7.93798	91.84128	22.83957	9.90847	10.25544	20.67943	1.00000	9.98860	8.29229	8.30997	8.07494	7.69067	1116.78590	0.41190	8.93569	76.21213	54.22491
53.01928	9.93243	9.85	53.63333	10.53203	7.94686	30.47952	1.00000	5.87911	8.83138	9.88347	8.48891	7.72193	1188.13566	0.60058	8.11556	30.99871	58.44921
31.40543	4.83797	3.50309	34.15429	5.04489	8.85088	22.02070	1.00000	8.40407	8.56823	8.56848	7.18220	7.58995	1130.19248	0.32105	7.44655	39.18036	32.15988
51.85547	6.25008	-87.93341	42.55308	8.50903	8.35161	11.33376	1.00000	8.01266	10.13919	9.07427	8.01156	7.68439	1119.24508	0.35356	6.01264	36.91514	51.35051
42.47188	6.18180	135.6	34.61667	6.66173	9.24207	8.37130	1.00000	8.45887	10.67436	8.69845	6.85309	10.53214	1082.28548	0.23960	5.69280	57.00691	25.55505
66.03268	10.08414	-48.59278	-23.7975	9.07174	5.30812	2.28846	0.00000	7.67975	6.40298	8.31861	6.17990	8.83460	1092.19927	0.21656	5.47513	56.93272	51.57688
45.09391	8.83446	16.4	48.25	9.31042	8.93762	4.36201	1.00000	8.78552	9.96587	9.80191	9.17682	8.96187	1129.33550	1.02076	8.68678	25.10117	43.57673
51.61415	7.97420	33.9162	51.67822	9.67335	12.05670	7.38153	1.00000	8.38774	9.58573	9.06437	8.13112	7.56672	1095.16165	0.49144	11.27876	25.20771	60.03775
60.31809	9.88477	27.18052	39.12074		10.30482	9.83797	1.00000	7.82054	10.50561	6.41625	8.40550	6.91962	1075.86934	0.56650	9.66925	54.13534	50.42375
33.39474	11.59600	-65.61427	-27.4338	12.40071	8.26120	4.51305	1.00000	7.83024	11.16987	7.75884	7.15992	8.83897	1166.36809	0.38109	7.97661	45.88062	45.54615
17.86899	7.69518	3.50309	34.15429	9.76205	6.98500	0.10704	0.00000	9.25182	7.38846	5.61149	9.59375	8.11802	1114.54433	1.40475	10.57102	54.33368	49.91403
47.66915	7.98340	123.758	10.20898	7.10423	10.24389	9.79279	1.00000	8.60914	8.29453	8.39657	11.42784	10.88952	1131.26085	7.66414	10.83776	43.51492	35.07796
31.93478	9.67177	70.91106	29.38242	8.72040	8.56325	-0.35133	1.00000	7.52410	9.96144	7.26009	10.25205	8.08938	1165.40554	2.46640	8.13901	43.64786	62.61343
38.07992	10.12679	37.49338	55.62047	9.94425	5.86557	24.68323	0.00000	9.46087	9.31938	10.01896	5.46087	7.90618	1153.54254	0.12238	6.54811	50.64685	38.50868
47.49498	5.53142	8.55552	40.72586	7.89943	5.21051	29.65089	0.00000	5.61423	11.21867	8.27374	9.70645	7.83724	1125.10203	1.45655	9.47576	33.25614	71.09962
42.13763	6.01475	-87.66561	41.8542	7.01318	8.55603	19.92441	1.00000	8.44453	11.52434	7.52811	6.48314	8.98324	1133.70135	0.18415	3.65815	45.04582	48.66637
47.95238	6.36268	101.18445	13.44581	6.92949	9.52287	12.12664	1.00000	9.25364	8.48501	8.15608	7.44690	7.97638	1119.67817	0.29779	7.89750	44.89134	39.32379
54.09476	8.47215	133.42825	45.47885	11.07451	7.29196	17.66263	0.00000	9.45040	7.48488	8.49269	9.14006	7.22627	1159.97108	0.93854	12.08728	40.10811	25.95027
41.61174	4.25152	10.18003	24.96334	3.51938	7.86724	15.05261	1.00000	8.01693	8.68539	7.66894	6.04739	8.32728	1161.61513	0.25944	5.54177	39.04019	34.44053
52.28542	10.03874	43.38531	9.89206	9.47379	6.07825	-6.29006	0.00000	7.74072	6.67644	7.45447	7.16988	8.58584	1050.88256	0.26675	6.46237	55.83980	26.31611
	8.99760	14.30935	40.92298	8.78110	11.17229	15.05263	1.00000	8.56760	11.04042	8.46734	9.84124	7.27318	1063.27077	1.67036	10.77721	74.97030	41.04298
46.55603	7.60035	-79.00453	-2.90055	6.25780	10.13969	49.89820	1.00000	7.53369	9.18274	9.82798	5.73380	8.70210	1092.52673	0.21571	7.37326	44.35903	34.03742
41.86095	7.98971	-2.12139	52.48173	7.68387	10.17835	20.57778	1.00000	10.07816	7.90196	7.14252	10.33258	9.31462	1070.66242	2.76429	10.89751	31.00543	59.84296
28.97264	10.63590	-91.73625	35.25064	7.85608	8.38800	13.95784	1.00000	6.96924	10.56515	8.64862	11.64803	9.72683	1063.28123	9.43605	9.62826	45.42193	43.58651
34.97045	9.64406	86.59509	26.11527	8.93498	6.26503	1.60167	0.00000	7.74111	6.27992	9.47414	6.97854	6.44050	1159.39785	0.30201	3.70246	43.17809	50.65331
47.11437	9.85988	-117.14392	32.9156	8.89560	7.20731	17.85939	0.00000	5.82732	4.85118	6.00267	8.30336	8.31730	1145.44194	0.53618	5.90062	25.29157	69.91424
42.01475	8.53433	4.85668	36.27462	8.98909	11.05832	26.17495	0.00000	9.22609	12.71829	7.86128	7.24981	7.09233	1143.50516	0.32189	2.93489	51.64152	54.15606
49.97588	9.58209	145.18333	-37.9	10.58742	7.09181	30.52967	0.00000	7.82787	5.06665	8.45912	10.09280	8.96357	1086.24362	2.10417	8.28174	67.35693	58.14715
38.42325	9.06790	-88.3162	42.24113	8.66395	7.36144	17.15155		8.98388	6.51927	8.19453	6.84953	6.86123	1089.03400	0.22627	6.88541	45.27670	61.09022
33.29133	8.75330	-72.97261	43.61062	9.49775	10.07351	27.54294	1.00000	8.11361	9.56706	9.15179	8.89965	9.43630	1187.79754	0.77920	9.54912	45.00877	47.09593
26.95674	8.16676	2.59753	8.88649	7.80341	10.02992	-17.06574	0.00000	8.70308	10.82161	9.57225	5.84593	7.59238	1198.00041	0.19659	6.36117	34.19770	52.43197
52.33091	11.55324	-98.1664	19.32932	10.62758	8.43403	9.12709	1.00000	6.55293	10.91998	7.92615	9.11551	8.43360	1115.61843	0.90669	9.17666	36.25049	51.77625
36.92975	10.51373	71.30633	21.34222	10.45147	4.21950	9.89542	0.00000	10.38984	7.33438	7.58097	4.52044	9.17207	1091.93690	0.24295	6.80884	39.68089	25.06354
45.41741	10.25800	139.6853	35.815	10.27217	7.86241	17.04326	1.00000	8.09278	9.58240	6.17606	8.73278	8.12143	1119.53463	0.64963		50.10360	58.30527
41.85387	7.14523	75.35927	12.04161	11.97045	5.96238	12.81179	0.00000	8.54728	6.10713	7.59883	9.67423	9.46085	1189.82133	1.43813	12.55806	54.02290	50.27392
31.26829	11.26145	106.88324	47.90771	12.23204	8.76489	12.86945	1.00000	7.17582	10.58624	7.73185	7.07921	8.26207	1065.54108	0.26729	8.97511	22.68974	35.65981
48.90825	5.89353	9.17702	48.78232	4.99225	9.62121	10.45327	1.00000	8.31203	7.19585	8.08339	7.84494	5.82939	1161.94227	0.36436	7.63271	32.56467	61.43665
40.99790	9.59046	-79.00453	-2.90055	9.86613	10.85594	12.55683	1.00000	7.39044	10.37342	9.19157	8.80482	6.76077	1136.44976	0.74845	10.84439	67.53677	57.26181
44.82358	10.82882	20.89389	42.62833	12.70755	8.35979	40.18916	1.00000	10.95488	8.83727	9.33828	6.46194	9.65275	1077.69624	0.25162	7.61340	48.07228	37.87784
22.23969	10.15927	-90.10674	29.84576	9.15240	7.60585	9.40731	0.00000	7.74635	4.50670	8.55836	11.03534	6.95914	1081.90484	5.21305	7.14361	38.99092	35.72240
	6.11931	126.835	37.65639	5.55747	5.10244	13.67553	1.00000	8.16328	9.31202	6.46924	4.29630	9.65354	1175.57064	0.19909	6.75469	46.40555	64.51998
42.55437	7.53044	10.18003	24.96334	10.59876	7.20746	24.14982	0.00000	7.58121	9.25617	6.68902	8.50932	7.30972	1125.28026	0.55009	9.89898	85.36738	33.33945
50.35621	5.54025	117.63083	35.50056	5.70742	7.62725	7.61317	1.00000	8.25191	8.54083	8.16898	6.12796	7.53296	1118.19274	0.16750	7.58120	41.69390	24.67008
49.18885	10.76788	-4.22398	57.47908	6.78161	7.83878	27.42740	0.00000	7.53433	7.89998	7.89769	7.64356	9.48382	1167.13343	0.33241	3.47548	31.82289	29.53725
32.33000	10.93994	-91.06177	33.41012	11.76534	7.65981	17.67497	1.00000	9.96750	9.48794	7.53657		7.31752	1089.60328	0.41675	7.81258	51.39367	51.33436
31.42374	7.68297	75.11937	20.88098	9.72912	9.75239	19.06490	1.00000	8.67006	8.65178	6.95026	8.21789	8.08605	1167.25756	0.47225	8.20726	40.55625	50.69399
44.67619	8.57710	101.96857	4.88441	8.84774	9.17709	13.78983	0.00000	8.50706	8.13078	7.25177	9.75689	7.43448	1061.81615	1.64092	8.41860	50.38182	50.68847
44.22195	5.53724	-86.58208	13.48082	5.50228	6.53223	22.59341	1.00000	7.50310	11.33693	7.74609	4.01122	7.23372	1101.80780	0.16345	6.21056	31.92059	61.55543
57.59660	10.86828	126.835	37.65639	11.10928	6.77795	18.62054	1.00000	7.89305	9.78012	8.38541	8.36314	8.42275	1177.84136	0.53580	6.43513	57.97222	47.29196
41.30387	5.81931	-52.67056	-26.22861	7.08042	8.12006	12.25177	1.00000		10.88672	9.70928	7.29344	8.64376	1162.36546	0.29693	3.31403	36.87371	51.33807
40.00421	7.87478	24.43973	0.76755	9.42869	10.93803	12.82338	1.00000	9.13584	8.91164	8.73560	8.80634	7.76712	1083.71602	0.68033	10.22007	35.48741	46.87716
44.99002	8.99704	84.63445	24.81757	8.34390	8.58527	12.68413	1.00000	9.33310	10.07525	6.20210	5.32583	6.47733	1102.07499	0.19783	7.62398	46.50938	52.60626
41.70899	6.29667	-122.24092	47.4943	9.23654	6.54721	3.39500	0.00000	8.99682	8.99804	10.07801	9.46441	8.52187	1146.38834	1.27055	8.01675	55.60122	49.29688
42.38820	7.82112	18.30056	50.5107	8.03479	8.94116	2.49034	1.00000	8.20682	9.94277	5.60786	6.52596	8.55051	1092.29914	0.17294	6.81039	49.07578	43.49054
33.62338	6.86154	-113.3187	53.51684	7.98546	7.74536	30.89638	0.00000	8.34805	9.36405	6.75297	9.99916	6.21054	1078.53305	1.91408	8.56767	54.65073	60.69463
50.01008	7.41141	8.4493	50.09019	7.22631	10.50352	28.22128	1.00000	5.88547	9.01423	8.68454	10.75109	8.79032	1114.72268	4.07021	9.78094	47.59376	52.85648
49.24271	4.45901	101.18445	13.44581	6.27913	7.90231	-6.34127	1.00000	10.06162	8.94914	7.00575	7.99882	9.69980	1063.33776	0.47433	7.05303	53.03118	69.56700
27.23034	6.27152	137.4	34.81667	5.67614	8.37253	2.87444	1.00000	7.21112	11.15262	7.82333	4.97083	8.29713	1105.85162	0.17290	6.76032	47.79564	65.55781
30.35846	8.73147	102.05461	6.25947	10.82968	7.03694	16.30228	0.00000	7.58757	7.42338	7.18770	7.53446	5.53071	1171.90134	0.36907	6.97183	65.87931	46.40902
45.48411	10.26967	-79.62603	8.88988	12.12452	9.28731	7.48536	1.00000	6.83373	9.65035	8.40490	6.55313	8.48920	1055.57489	0.24192	8.73734	58.07584	54.44951
55.15775	5.14675	6.9747	50.82709	6.15924	7.89007	21.81328	1.00000	8.69492	9.47349	8.47353	7.34978	7.30998	1120.35642	0.37770	5.98477	39.37576	41.22728
43.38169	5.51547	-2.68758	53.69786	8.60982	5.42949	18.63944	0.00000	5.72814	10.05769	6.67774		8.00021	1100.52603	2.49309	10.45062	27.64561	42.42033
51.04347	11.11457	2.18967	48.8765	9.71415	9.45981	38.85763	1.00000	9.23566	10.90861	7.07224	9.75510	8.78765	1129.17973	1.61816	9.88128	53.84268	32.51716
35.62337	10.42773	53.47103	54.48147	8.17510	5.24748	25.78579	0.00000	6.99996	8.32677	8.87483	4.56403	9.48680	1069.57558	0.23616	4.21097	47.74308	35.06439
53.46701	6.34010	12.38878	43.1122	7.34649	7.44158	9.58181	0.00000	7.66931	11.22366	8.27163	10.04195	9.41254	1077.45385	2.05807	7.35579	19.89218	45.29815
52.86862	6.93547	71.52847	32.57756	6.23591	9.51368	4.11818	1.00000	7.25326	9.58825	8.07446	6.70169	9.17576	1199.00248	0.26536	5.63502	44.06396	55.94423
56.01215	5.43249	109.05389	-7.51611	4.50143	7.07834	1.31760	1.00000	8.18378	9.04639	7.32331	4.60462	8.14619	1106.66371	0.17405	7.28243	56.90653	68.90301
36.61939	6.57255	33.9162	51.67822	5.05144	6.47955	4.68735	0.00000	8.22054	10.21163	7.25104	11.35485	8.57962	1186.94696	7.07287	11.04332	51.08834	68.11325
42.25306	9.49071	-71.05977	42.35843	10.71296	7.27020	7.40430	0.00000	8.47196	7.22582	7.62054	9.25744	6.96304	1116.30517	1.00423	8.49586	26.08708	69.60709
40.33960	5.41305	-2.68333	43.31667	5.83366	12.39971	11.83983	1.00000	7.99265	9.26096	7.75759	9.49847	6.68262	1060.93678	1.30108	4.66811	45.66583	49.00515
51.12078	10.24925	-101.2591	21.01858	8.38629	6.79277	10.93713	0.00000	8.16467	7.11359	8.38428	7.01481	6.76149	1109.32979	0.21361	5.39885	62.20497	44.67550
25.69813	8.85767	140.72287	53.14657	8.68948	7.91801	13.51822	0.00000	7.67845	8.40336	6.38360	6.47619	7.18907	1167.38911	0.25676	5.21321	74.20819	61.10135
39.67794	6.71945	-50.19556	-19.72806	7.94635	12.01416	5.67306	1.00000	6.87116	8.78377	7.38421	9.49278	8.39271	1072.11354	1.26073	10.62423	36.15684	43.90739
49.37372	9.99655	102.05461	6.25947	10.86518	8.26225	17.36598	1.00000	7.98162	8.30297	7.36462	7.91950	9.32307	1083.38293	0.40894	8.00602	69.34593	84.72670
28.80306	5.77082	103.6032	1.6561	10.87904	6.71478	9.94456	0.00000	8.15610	9.22785	7.92629	9.40364	9.86693	1132.14419	1.23371	8.97064	20.39828	56.37298
51.32889	7.94980	101.18445	13.44581	7.06826	8.90147	27.06389	1.00000	8.42178	10.14521	7.18717	5.26198	7.14783	1120.58567	0.20982	6.66514	16.10957	59.98519
36.66554	5.59650	88.18466	22.19303	8.93940	4.32352	19.15457	0.00000	7.26908	9.92201	9.69910	9.46739	7.82855	1055.50151		8.48112	40.64881	47.91315
