latitude	longitude	code	location	revision	QoS
32.52515	-93.75018	US	America/Chicago	11/11/2017, 00:00:00	excellent
21.01858	-101.2591	MX	America/Mexico_City	02 Mar 2015	good
40.82232	-74.15987	US	America/New_York	2015/12/09	average
46.18396	6.10237	CH	Europe/Zurich	09 Jan 2018	average
14.66	120.56528	PH	Asia/Manila	2016-01-16	accep
15.73628	75.96976	IN	Asia/Kolkata	02 Nov 2019	maintenance
39.72943	-104.83192	US	America/Denver	10/21/2020, 00:00:00	excellent
53.93361	37.92792	RU	Europe/Moscow	01 Mar 2016	average
55.1904	30.2049	BY	Europe/Minsk	02 Oct 2015	building
5.4709	100.24529	MY	Asia/Kuala_Lumpur	28 Dec 2020	excellent
51.40148	-1.32471	GB	Europe/London	03 Oct 2014	maintenance
35.06667	135.21667	JP	Asia/Tokyo	08/03/2016, 00:00:00	good
33.42585	-6.00137	MA	Africa/Casablanca	01 Mar 2018	accep
15.73628	75.96976	IN	Asia/Kolkata	08/25/2016, 00:00:00	accep
14.62072	74.83554	IN	Asia/Kolkata	2021/03/04	average
-32.45242	-71.23106	CL	America/Santiago	02/18/2019, 00:00:00	good
48.78232	9.17702	DE	Europe/Berlin	21 Aug 2020	building
43.4125	23.225	BG	Europe/Sofia	2022/05/25	accep
37.13548	-3.67029	ES	Europe/Madrid	2020/10/20	average
25.87972	-97.50417	MX	America/Matamoros	15 Dec 2018	accep
40.72371	-73.95097	US	America/New_York	2019/08/10	good
36.33011	138.89585	JP	Asia/Tokyo	31 Aug 2018	maintenance
22.37066	114.10479	HK	Asia/Hong_Kong	2013/12/13	excellent
23.9028	89.11943	BD	Asia/Dhaka	12/07/2017, 00:00:00	accep
52.48173	-2.12139	GB	Europe/London	12/26/2017, 00:00:00	excellent
29.98869	122.20488	CN	Asia/Shanghai	2021/08/26	excellent
35.21222	2.31889	DZ	Africa/Algiers	09/22/2014, 00:00:00	excellent
-6.8048	110.8405	ID	Asia/Jakarta	25 Mar 2022	building
-26.22861	-52.67056	BR	America/Sao_Paulo	13 Mar 2013	accep
-16.25	-69.08333	PE	America/Lima	06/13/2017, 00:00:00	excellent
51.12794	4.21372	BE	Europe/Brussels	20 Aug 2013	good
8.88649	2.59753	BJ	Africa/Porto-Novo	07/13/2019, 00:00:00	accep
15.72892	120.57224	PH	Asia/Manila	08/27/2015, 00:00:00	good
38.68712	-4.10734	ES	Europe/Madrid	2016/07/29	good
48.15659	28.28489	MD	Europe/Chisinau	2017/12/24	good
49.07866	30.96755	UA	Europe/Kiev	2018-03-04	accep
53.59337	9.47629	DE	Europe/Berlin	09 Apr 2020	accep
41.09246	45.36561	AZ	Asia/Baku	18 Nov 2016	excellent
45.44868	-73.81669	CA	America/Toronto	08/19/2015, 00:00:00	maintenance
-26.93366	29.24152	ZA	Africa/Johannesburg	10/21/2016, 00:00:00	maintenance
42.4251	-71.06616	US	America/New_York	08/03/2016, 00:00:00	average
-12.91667	-39.25	BR	America/Bahia	2016-04-01	building
15.46063	99.89166	TH	Asia/Bangkok	05 Mar 2016	good
43.31667	-2.68333	ES	Europe/Madrid	05/13/2016, 00:00:00	good
37.49073	-2.77259	ES	Europe/Madrid	2014-03-05	excellent
34.5624	38.28402	SY	Asia/Damascus	26 Jan 2021	good
45.78071	12.84052	IT	Europe/Rome	18 Mar 2021	building
53.38333	-0.76667	GB	Europe/London	2022-07-05	good
9.3337	122.8637	PH	Asia/Manila	2018/05/23	accep
7.6	4.18333	NG	Africa/Lagos	2018-05-04	building
38.38479	-0.76773	ES	Europe/Madrid	06/08/2022, 00:00:00	accep
39.71734	-74.96933	US	America/New_York	03 Apr 2018	accep
23.29549	113.82465	CN	Asia/Shanghai	2021/04/02	average
51.21187	4.25633	BE	Europe/Brussels	02 Jun 2022	maintenance
16.68911	98.50893	MM	Asia/Yangon	03/24/2016, 00:00:00	maintenance
41.41204	2.18247	ES	Europe/Madrid	06/15/2014, 00:00:00	good
-32.05251	115.88782	AU	Australia/Perth	2021-09-01	maintenance
45.51667	4.86667	FR	Europe/Paris	29 Jun 2021	excellent
11.00599	77.5609	IN	Asia/Kolkata	2018/05/25	good
19.32889	-99.32556	MX	America/Mexico_City	05/21/2022, 00:00:00	maintenance
34.86472	117.55417	CN	Asia/Shanghai	03/26/2016, 00:00:00	average
41.72059	-87.70172	US	America/Chicago	2019-06-06	good
51.4781	57.3552	RU	Asia/Yekaterinburg	2020/10/15	good
23.73333	114.68333	CN	Asia/Shanghai	2015/04/04	good
39.72943	-104.83192	US	America/Denver	2016/05/07	good
33.45122	-86.99666	US	America/Chicago	2022/06/14	average
52.59319	13.32127	DE	Europe/Berlin	2015/05/06	excellent
41.27194	123.17306	CN	Asia/Shanghai	09/11/2018, 00:00:00	good
-28.24	-48.67028	BR	America/Sao_Paulo	27 Dec 2013	building
44.59445	11.04979	IT	Europe/Rome	2022/06/25	accep
34.77453	-96.67834	US	America/Chicago	2019-06-26	excellent
61.78491	34.34691	RU	Europe/Moscow	27 Oct 2017	average
27.76056	-15.58602	ES	Atlantic/Canary	05/13/2014, 00:00:00	average
51.08468	7.11393	DE	Europe/Berlin	02/27/2022, 00:00:00	accep
24.96334	10.18003	LY	Africa/Tripoli	12 Jun 2014	good
36.24624	139.07204	JP	Asia/Tokyo	2012-12-07	average
22.19303	88.18466	IN	Asia/Kolkata	2016/05/01	good
-23.44361	-51.87389	BR	America/Sao_Paulo	2019-02-17	maintenance
16.68911	98.50893	MM	Asia/Yangon	10/28/2015, 00:00:00	accep
43.35071	46.10925	RU	Europe/Moscow	2020/06/10	excellent
59.33333	18.28333	SE	Europe/Stockholm	2016/03/11	accep
24.96334	10.18003	LY	Africa/Tripoli	2022/02/19	average
7.6	4.18333	NG	Africa/Lagos	2017/03/23	excellent
51.65333	5.2875	NL	Europe/Amsterdam	04/18/2020, 00:00:00	accep
25.13915	73.06784	IN	Asia/Kolkata	11/04/2019, 00:00:00	excellent
42.7392	-84.62081	US	America/Detroit	10/13/2015, 00:00:00	accep
50.9803	11.32903	DE	Europe/Berlin	08/24/2021, 00:00:00	good
35.72917	10.58082	TN	Africa/Tunis	2022-06-02	excellent
29.21399	78.95693	IN	Asia/Kolkata	12/28/2016, 00:00:00	average
35.85	117.7	CN	Asia/Shanghai	2020-08-07	excellent
46.1351	-60.1831	CA	America/Glace_Bay	2019/04/04	maintenance
34.21639	-119.0376	US	America/Los_Angeles	2013/08/18	excellent
53.63333	9.85	DE	Europe/Berlin	24 Sep 2016	building
43.83125	5.03586	FR	Europe/Paris	07/03/2013, 00:00:00	average
17.54907	82.85749	IN	Asia/Kolkata	2017-11-12	excellent
9.91861	-68.30472	VE	America/Caracas	2021-08-06	accep
48.07667	8.64409	DE	Europe/Berlin	20 Nov 2018	accep
26.76628	83.36889	IN	Asia/Kolkata	08/13/2014, 00:00:00	average
-33.88096	151.07986	AU	Australia/Sydney	2013/09/23	good
35.6803	51.0193	IR	Asia/Tehran	29 Mar 2016	average
53.69786	-2.68758	GB	Europe/London	2014/05/11	accep
-6.8048	110.8405	ID	Asia/Jakarta	12/10/2017, 00:00:00	accep
6.8485	3.64633	NG	Africa/Lagos	2018/08/18	maintenance
56.11281	69.49015	RU	Asia/Yekaterinburg	11/14/2012, 00:00:00	good
-20.25333	-43.80139	BR	America/Sao_Paulo	11/01/2019, 00:00:00	building
44.92934	37.99117	RU	Europe/Moscow	25 Apr 2021	maintenance
27.9247	78.40102	IN	Asia/Kolkata	06/05/2019, 00:00:00	accep
41.15612	1.10687	ES	Europe/Madrid	11/21/2019, 00:00:00	good
-16.25	-69.08333	PE	America/Lima	08/11/2019, 00:00:00	average
47.38093	-122.23484	US	America/Los_Angeles	07/26/2019, 00:00:00	maintenance
43.2907	5.4384	FR	Europe/Paris	05/15/2015, 00:00:00	building
-8.73508	24.99798	CD	Africa/Lubumbashi	2015/09/18	accep
51.26	-2.1875	GB	Europe/London	2019/03/01	building
18.42745	-67.15407	PR	America/Puerto_Rico	2020/09/25	average
20.88197	85.83334	IN	Asia/Kolkata	26 Oct 2018	excellent
46.7055	38.2739	RU	Europe/Moscow	05/19/2021, 00:00:00	maintenance
48.98693	2.44892	FR	Europe/Paris	2014/02/27	excellent
53.38333	-0.76667	GB	Europe/London	2021-12-03	average
12.18441	18.69303	TD	Africa/Ndjamena	2014/03/17	excellent
51.38673	0.30367	GB	Europe/London	2019/12/04	average
45.39402	9.29109	IT	Europe/Rome	2015/02/16	accep
51.40148	-1.32471	GB	Europe/London	2017/03/08	accep
18.03496	-66.8499	PR	America/Puerto_Rico	2015/01/15	excellent
36.64852	51.49621	IR	Asia/Tehran	06 Jul 2014	building
51.67822	33.9162	UA	Europe/Kiev	08/26/2018, 00:00:00	maintenance
29.69221	72.54566	PK	Asia/Karachi	17 Feb 2021	building
20.88098	75.11937	IN	Asia/Kolkata	2014-02-21	accep
25.92127	86.79271	IN	Asia/Kolkata	04/13/2020, 00:00:00	excellent
9.58126	8.2926	NG	Africa/Lagos	18 Jul 2019	good
31.20176	29.91582	EG	Africa/Cairo	06/05/2020, 00:00:00	building
36.08497	9.37082	TN	Africa/Tunis	2021/11/21	building
42.58342	-71.8023	US	America/New_York	2020-08-24	excellent
50.79205	-1.08593	GB	Europe/London	05/23/2020, 00:00:00	excellent
39.32011	-76.51552	US	America/New_York	2013-09-23	maintenance
43.54072	-116.56346	US	America/Boise	02/13/2020, 00:00:00	excellent
34.25807	-88.70464	US	America/Chicago	2015-10-24	accep
36.91023	-121.75689	US	America/Los_Angeles	2020-05-27	excellent
55.62047	37.49338	RU	Europe/Moscow	2016/11/25	excellent
34.21639	-119.0376	US	America/Los_Angeles	2019-08-18	average
9.82564	78.25795	IN	Asia/Kolkata	12/27/2020, 00:00:00	good
55.67938	12.53463	DK	Europe/Copenhagen	17 Apr 2016	building
-22.97056	-46.99583	BR	America/Sao_Paulo	2014/10/22	maintenance
26.18924	-98.15529	US	America/Chicago	2015-03-17	excellent
-5.41667	38.01667	TZ	Africa/Dar_es_Salaam	01/31/2017, 00:00:00	accep
11.84962	-86.19903	NI	America/Managua	24 Jul 2016	good
-25.54073	152.70493	AU	Australia/Brisbane	11 Feb 2020	maintenance
41.24264	16.50104	IT	Europe/Rome	07/10/2021, 00:00:00	accep
22.75218	72.68533	IN	Asia/Kolkata	2019-12-06	excellent
37.30553	120.82747	CN	Asia/Shanghai	08/08/2017, 00:00:00	average
39.57582	-105.11221	US	America/Denver	20 Jan 2020	maintenance
44.89784	8.86374	IT	Europe/Rome	2020/02/18	excellent
30.24706	115.04814	CN	Asia/Shanghai	03/03/2013, 00:00:00	excellent
39.78504	-85.76942	US	America/Indiana/Indianapolis	09 Jul 2014	average
41.94175	123.50266	CN	Asia/Shanghai	08 Jan 2015	maintenance
43.2907	5.4384	FR	Europe/Paris	11/03/2012, 00:00:00	building
-7.73379	113.69785	ID	Asia/Jakarta	30 Aug 2021	good
37.35813	-6.03731	ES	Europe/Madrid	2013-03-24	good
15.72892	120.57224	PH	Asia/Manila	01/30/2021, 00:00:00	excellent
18.57677	-72.22625	HT	America/Port-au-Prince	07/05/2020, 00:00:00	accep
50.80019	7.20769	DE	Europe/Berlin	07/03/2022, 00:00:00	average
33.92946	-116.97725	US	America/Los_Angeles	2017-03-18	excellent
34.56861	105.89333	CN	Asia/Shanghai	2017-11-27	good
43.82634	144.09638	JP	Asia/Tokyo	05/29/2020, 00:00:00	good
42.97086	-82.42491	US	America/Detroit	2016-08-20	good
58.63667	59.80222	RU	Asia/Yekaterinburg	2018-05-03	good
10.61285	12.19458	NG	Africa/Lagos	2014/06/08	good
40.70995	0.57856	ES	Europe/Madrid	17 Feb 2015	good
33.52253	-117.70755	US	America/Los_Angeles	2016-08-08	good
3.51667	11.5	CM	Africa/Douala	03/21/2018, 00:00:00	good
47.98372	10.18527	DE	Europe/Berlin	2017-02-06	good
48.8765	2.18967	FR	Europe/Paris	12/19/2021, 00:00:00	accep
13.51825	99.95469	TH	Asia/Bangkok	10/09/2021, 00:00:00	accep
48.46458	9.22796	DE	Europe/Berlin	2015/11/04	accep
24.41288	76.56719	IN	Asia/Kolkata	31 Dec 2013	accep
33.4425	129.96972	JP	Asia/Tokyo	11/19/2012, 00:00:00	average
34.31	-2.16	MA	Africa/Casablanca	2019/04/05	excellent
40.94065	-73.99681	US	America/New_York	01 Mar 2022	excellent
7.83389	-72.47417	CO	America/Bogota	11 Jan 2022	average
41.6764	-91.58045	US	America/Chicago	28 Dec 2019	excellent
15.73628	75.96976	IN	Asia/Kolkata	04 Jul 2020	maintenance
30.24706	115.04814	CN	Asia/Shanghai	10/10/2019, 00:00:00	average
51.12794	4.21372	BE	Europe/Brussels	2018-06-02	average
-2.68333	33	TZ	Africa/Dar_es_Salaam	18 Sep 2021	accep
10.61285	12.19458	NG	Africa/Lagos	12 May 2018	building
14.62072	74.83554	IN	Asia/Kolkata	05 Feb 2022	accep
50.50301	13.63617	CZ	Europe/Prague	2015/10/27	excellent
12.35275	121.06761	PH	Asia/Manila	03/07/2022, 00:00:00	accep
8.48714	-13.2356	SL	Africa/Freetown	13 Sep 2019	maintenance
6.46838	-73.26022	CO	America/Bogota	30 Apr 2017	average
51.26	-2.1875	GB	Europe/London	16 Oct 2015	average
40.72371	-73.95097	US	America/New_York	01/27/2021, 00:00:00	good
41.55815	-73.0515	US	America/New_York	2016-02-29	excellent
29.53885	-95.44744	US	America/Chicago	03/23/2014, 00:00:00	building
41.20485	-8.33147	PT	Europe/Lisbon	12/08/2019, 00:00:00	accep
22.19303	88.18466	IN	Asia/Kolkata	12/09/2021, 00:00:00	average
-32.45242	-71.23106	CL	America/Santiago	09/24/2014, 00:00:00	excellent
56.11281	69.49015	RU	Asia/Yekaterinburg	2020/03/24	maintenance
54.84444	38.16694	RU	Europe/Moscow	08 Apr 2015	maintenance
50.75767	-1.5443	GB	Europe/London	2016/10/26	excellent
36.53333	136.61667	JP	Asia/Tokyo	05/10/2014, 00:00:00	good
40.5576	-74.28459	US	America/New_York	11/18/2014, 00:00:00	maintenance
32.05971	34.8732	IL	Asia/Jerusalem	16 Jun 2013	accep
18.18158	76.03889	IN	Asia/Kolkata	06/25/2018, 00:00:00	building
50.50301	13.63617	CZ	Europe/Prague	2018/03/02	accep
-23.85972	35.34722	MZ	Africa/Maputo	05/27/2016, 00:00:00	average
27.92333	118.53333	CN	Asia/Shanghai	04/11/2013, 00:00:00	accep
44.92934	37.99117	RU	Europe/Moscow	10/04/2012, 00:00:00	accep
-37.32167	-59.13316	AR	America/Argentina/Buenos_Aires	28 Jun 2013	accep
