PM2.5	PAHs	CH4	NOx	latitude	O3	warning	H2CO	PRES	SO2	longitude	CFCs	TEMP	NH3	CO	PM10	C2H3NO5	Pb
2.74146	9.21541	9.83740	7.26990	37.31309	8.68917	1.00000	36.73395	1083.67548	7.89056	40.74357	36.08997	15.74526	1.50712	8.33799	4.43052	0.15052	40.95858
7.60703	8.78349	8.67079	8.53493	43.86682	9.28494	0.00000	31.99405	1166.96753	8.54306	-79.2663	50.12231	29.98905	9.50106	7.53913	5.88094	0.15332	58.90910
10.70648	6.69365	8.46036	7.09279	46.65581	5.23165	0.00000	21.33477	1105.59092	7.62619	32.6178	44.34309	19.12070	4.96448	8.43045	9.74308	2.91397	76.25550
8.94350	6.06110	8.16762	10.72966	41.77583	6.97480	1.00000	56.80551	1148.56424	6.86961	140.73667	46.90428	3.98673	8.43577	8.75991	7.80041	0.61452	33.05790
5.65596	7.67632	8.45556	8.34075	-16.25	10.08479	1.00000	38.71610	1183.01024	8.94575	-69.08333	60.01770	13.92239	9.25364	7.48156	8.86829	1.38128	22.99391
9.87249	8.84553	7.26473	9.41999	52.48173	6.99918	0.00000	49.02848	1119.11100	4.40851	-2.12139	52.39706	11.30492	10.25123	8.17466	9.32533	1.88347	32.58571
4.20372	7.61457	7.89972	6.52187	-34.64966	9.62374	1.00000	51.28159	1077.77308	8.11745	-58.38341	49.48608	18.66794	3.89557	7.00691	7.55943	0.47488	30.71551
7.79768	7.63617	7.86888	6.32973	22.4711	8.54849	0.00000	58.30050	1079.36574	7.42473	88.1453	65.75375	3.12758	7.77728	7.87132	11.25245	11.80436	45.09633
8.81473	8.69875	8.50669	8.50107	12.35275	8.63523	0.00000	45.89063	1176.95926	4.59155	121.06761	35.56272	18.34885	7.02995	7.56410	9.48495	2.21242	37.25633
9.69628	9.39897	7.78166	7.98374	45.75279	6.20687	1.00000	60.88457	1068.40596	4.94169	130.57211	54.59658	15.47687	7.99491	9.63113	7.74721	0.56764	69.98686
6.32392	7.53718	6.42058	10.23167	34.86472	6.03260	1.00000	48.37608	1116.06400	11.50926	117.55417	47.76809	6.49978	10.15594	7.03802	6.09070	0.36876	49.42705
5.57910	8.09814	6.41457	7.87514	0.49113	8.96840	1.00000	42.23265	1152.38320	10.88477	29.47306	44.65115	17.85243	9.02912	7.42726	4.96230	0.43204	56.73337
11.41898	9.23182	7.38803	7.34231	14.53767	4.71826	0.00000	46.71230	1117.08642	4.53609	46.83187	50.20968	6.03384	6.54514	8.18664	7.90277	0.59218	27.20165
7.64613	7.67988	8.75981	4.37513	14.64056	7.70059	1.00000	48.95812	1103.40246	6.95361	104.64992	48.19727	22.33121	7.27456	8.19104	9.26068	1.92687	52.54176
7.07256	9.16049	9.85324	5.99931	8.62261	10.10381	0.00000	8.65004	1090.22160	8.65215	-70.20749	59.09867	11.66408	11.22360	8.49328	7.05349	0.41355	62.37875
7.53653	7.37590	10.08035	12.42761	40.82232	6.02257	1.00000	54.57076	1086.73080	7.32916	-74.15987	70.40364	-6.32317	8.71097	6.93051	6.94071	0.36811	40.97643
11.38238	8.16538	7.35762	5.22917	21.46527	4.98400	0.00000	51.97392	1186.68036	7.30007	83.97573	59.38177	7.99143	5.50095	9.41334	10.12778	3.92159	47.87555
10.45749	8.02749	8.71315	5.51428	-2.13404	5.54607	0.00000	62.74778	1111.33716	7.91903	-79.59415	43.10809	19.42196	6.97673	8.61855	9.56086	2.36688	20.71435
6.81266	8.20206	7.71417	11.65304	26.9423	4.59657	1.00000	39.83371	1114.49120	13.07446	68.11759	76.96818	0.37985	10.34768	8.20998	6.32953	0.34189	72.23001
6.06051	8.37389	8.33068	6.68764	35.48199	8.24092	1.00000	14.96387	1191.49534	6.55464	137.02166	70.77147	20.26346	6.30083	9.13377	8.25000	0.82564	47.56847
9.32121	9.03306	8.55790	6.45903	8.43333	9.24454	0.00000	58.39641	1080.21538	7.87640	99.96667	63.77163	17.52530	4.81824	8.65998	10.93835	8.67800	39.82676
12.23382	8.40684	7.26719	6.50396	5.84752	6.44277	0.00000	62.72733	1110.58479	5.28759	-5.682	30.75946	1.03833	5.36656	7.89904	9.99836	3.51108	63.34102
5.94648	8.11582	5.77291	6.09803	48.35693	10.52424	0.00000	29.00836	1055.00450	8.87276	10.98461	53.24676	28.29833	11.99362	9.51989	7.63168	0.68867	41.18147
6.66383	7.32707	8.22434	10.21317	44.92934	6.66472	1.00000	46.40308	1176.54736	11.02771	37.99117	39.35140	6.56440	9.20796	7.11303	5.63898	0.29817	45.18185
8.23938	8.15786	8.97914	7.86710	34.08565	9.47232	0.00000	50.81543	1082.20345	9.24335	74.80555	55.19417	-0.54744	9.85474	10.38552	6.69066	0.28945	51.93180
9.03956	6.53503	7.71879	5.13942	-13.7804	6.14816	0.00000	22.31935	1099.10235	7.70139	34.4587	40.91407	26.98110	6.34680	7.77138	8.23973	0.91857	35.90007
6.14088	7.11099	8.78780	6.30009	-37.9	6.63080	1.00000	65.74432	1189.86320	6.49182	145.18333	47.39112	19.21060	11.21320	8.36731	10.21934	4.46343	57.54732
7.56911	7.69648	10.08397	6.24893	58.1908	6.88913	0.00000	36.36883	1068.48696	7.64181	40.17171	50.44123	20.17651	8.10951	8.95240	6.92156	0.38207	54.52516
5.87020	7.90199	8.21373	8.25390	29.21399	9.87400	0.00000	48.13295	1059.10257	10.13330	78.95693	58.36224	19.23966	10.01877	9.15869	5.90346	0.10659	52.16745
7.85138	8.37376	8.03583	8.27397	33.54428	11.95957	1.00000	52.53958	1065.36130	7.21005	-84.23381	61.97400	9.94041	9.38151	8.40539	8.78069	1.27048	37.17607
4.25916	8.21335	6.84012	8.31019	14.64056	10.33565	1.00000	74.41294	1114.09892	8.24117	104.64992	57.24781	24.46161	4.46902	8.57973	4.68382	0.18268	54.66528
11.15516	9.32341	8.33108	8.21966	37.31065	7.03433	0.00000	29.49494	1080.40428	6.13765	13.57661	41.72209	2.61049	5.24004	8.73194	10.36534	5.00282	44.68746
6.90535	7.21990	7.22843	8.88011	44.89784	5.97574	1.00000	26.69981	1160.16011	10.43924	8.86374	39.80644	2.52976	11.75739	9.08630	8.24653	1.00145	63.44072
5.62177	9.35444	7.39500	7.21971	-25.42944	7.36797	1.00000	47.93429	1147.57977	9.67203	-50.00639	59.84152	8.82193	10.18762	8.08923	6.98733	0.44105	42.87739
9.54739	6.51242	9.33876	5.53746	29.98869	6.35611	0.00000	49.85894	1135.26846	8.56688	122.20488	47.56844	15.24214	6.01651	8.04664	10.05358	3.70583	82.63391
6.00214	8.35183	7.76151	4.72042	57.14369	9.26143	1.00000	54.30914	1101.45395	6.47848	-2.09814	52.03359	6.68717	3.18787	7.47202	7.12410	0.42707	65.51336
5.86445	9.61405	10.56919	7.49680	53.43333	9.60962	1.00000	59.98385	1182.74832	6.37674	-7.95	58.71898	13.98173	4.47777	8.58897	4.76963	0.25073	35.50562
8.10634	7.52385	7.74173	5.61639	-3.20333	6.60327	0.00000	52.15179	1193.81812	9.51035	-52.20639	67.08458	3.48473	6.54104	7.22622	8.51236	1.00344	45.92671
4.81087	9.74880	8.42461	8.16596	36.53333	10.79562	1.00000	38.57077	1162.49761	8.31191	136.61667	11.55459	8.33816	5.64997	8.70142	6.26144	0.41920	41.80040
6.63243	7.06900	7.02118	7.95987	9.89206	9.89022	1.00000	35.25125	1179.68750	6.28583	43.38531	57.13669	15.19961		7.94088	6.62955	0.30005	52.98191
8.46986	7.71945	9.89420	5.22437	32.9156	8.36764	1.00000	44.18404	1199.53088	6.35514	-117.14392	65.63613	22.90516	8.09448	6.66715	8.19689	0.85328	44.58778
5.51236	6.21699	7.58581	7.09096	39.32011	9.19264	1.00000	39.45920	1142.15709	7.14107	-76.51552	67.41033	8.37023	9.01382	9.61436	7.63956	0.76977	65.16876
6.56614	7.26851	7.21746	7.39403	18.03496	10.22059	1.00000	48.58316	1173.84704	7.32474	-66.8499	36.33509	13.71928	7.46546	8.66617	7.85512	0.58718	43.71523
7.09270	7.58959	9.35068	8.93485	7.6	6.73519	1.00000	26.25472	1099.47542	12.19511	4.18333	70.24285	5.24890	8.42863	7.10747	6.41415	0.45759	54.68028
10.89063	8.73226	8.76371	4.69900	-6.8048	5.71513	0.00000	42.58339	1108.64256	8.01714	110.8405	64.35025	23.48169	6.04331	7.23998	10.46058	5.50656	43.45377
7.06987	7.81860	8.71494	9.88796	47.46657	9.97260	0.00000	51.50531	1101.77991	9.10167	84.87144	69.96857	28.60188	10.32378	8.02553	4.92768	0.18185	36.00549
6.01815	8.77194	8.23347	9.21915	49.88307	10.73575	1.00000	25.60001	1080.68089	6.08847	-119.48568	52.58066	9.74053	5.04200	8.70805	3.37848	0.24540	66.96237
5.63192	7.34010	8.21963	12.72880	60.97944	6.37143	1.00000	41.81473	1096.21959	9.98725	76.92421	50.83510	4.23939	8.94238	7.43807	4.95583	0.22930	70.89971
8.61821	8.57418	7.71093	7.79366	19.04222	9.08318	0.00000	59.25686	1084.32351	8.11355	-98.11889	41.92032	24.29132	10.12294	7.76126	6.36438	0.26850	68.12199
7.52517	7.27850	9.26567	8.61216	51.84819	10.89079	1.00000	55.26252	1051.30750	5.93543	1.26738	55.06600	30.10801	8.17422	10.08078	7.56772	0.41298	49.62568
6.92126	9.64935	8.07010	7.18668	35.30889	9.30113	1.00000	56.91852	1165.07585	7.15515	139.55028	51.74567	11.83439	8.00167	7.33542	8.00643	0.70749	46.58290
8.07346	7.86463	7.47335	7.39182	49.07866	7.86216	1.00000	41.06236	1111.45144	8.98624	30.96755	31.97406	18.44936	8.80195	7.37909	7.81908	0.55945	54.63798
10.17673	9.60577	9.55780	4.92412	20.28527	5.81156		52.16668	1116.53371	7.01703	-103.42897	47.96351	14.23448	5.25669	7.49247	9.29382	1.93020	50.84986
6.91147	8.96404	7.31105	7.32627	34.65918	7.95379	0.00000	71.67234	1103.53963	7.65297	109.22921	46.77481	12.13108	9.20699	6.90081	8.91847	1.41064	61.06611
12.26671	9.59715	7.08616	6.22285	7.65649	4.80944	0.00000	63.26285	1145.37658	5.63093	4.92235	37.72541	13.51191	5.30889	7.18627	8.89405	1.25755	59.81099
7.53837	7.33044	8.10899	10.09661	50.71229	9.52698	0.00000	26.07372	1121.21041	9.45896	4.52529	39.32106	30.00653	7.93154	8.39710	4.85831	0.33177	33.29460
8.24112	8.03675	9.05890	9.34470	-6.91806	7.90877	0.00000	65.56627	1123.10548	6.18521	106.92667	54.22468	5.84394	6.90479	6.88866	7.50203	0.46141	54.32354
10.88749	8.67341	7.91540	4.43996	-21.15	5.92913	0.00000	47.71487	1076.88741	6.68456	46.58333	62.24679	18.47481	8.20791	7.97189	9.07807	1.40339	14.80275
7.74222	7.90291	9.46879	7.96824	23.0072	8.99032	0.00000	50.54135	1186.52697	9.42659	-82.4017	68.37273	17.21472	9.73275	8.14088	6.41391	0.33190	51.49651
10.20365	6.87427	6.34563	2.86679	25.80565	7.52413	0.00000	51.46817	1140.42922	10.46992	68.49143	63.33720	11.91322	4.25972	8.55765	10.99148	9.22301	32.05473
8.42925	7.49564	9.04299	4.87789	36.82167	7.77381	1.00000	60.62204	1131.55336	8.01818	128.63083	56.60731	1.27192	9.80668	10.18414	8.57364	0.97468	56.75928
6.15427	8.58251	7.03343	6.98206	43.82634	8.44902	1.00000	47.38602	1151.60401	6.60098	144.09638	66.98589	21.71537	6.16079	6.63295	7.07402	0.42094	66.85913
4.28443	9.99468	7.86019	7.95416	0.46005	9.45125	1.00000	46.85838	1128.72095	9.11047	34.11169	43.99053	21.29598	5.97846	8.38781	5.71260	0.41278	45.83668
6.83129	7.37651	8.40248	10.92928	53.43333	6.46728	1.00000	39.75436	1138.89347	9.05739	-7.95	56.30637	2.11000	9.24391	7.82001	6.58298	0.38121	35.64968
5.32696	8.95331	6.22783	9.43038	14.37395	11.40977	1.00000	48.53175	1175.45797	7.80443	100.48528	46.73330	7.60054	7.37146	8.02799	7.83703	0.61883	49.94412
4.16648	7.45758	7.72463	9.89750	46.51872	11.78124	1.00000	50.34365	1058.64136	9.98563	86.00214	52.45014	14.77465	9.00360	8.22279	9.61961	2.39257	56.83459
6.18028	6.50674	8.25408	10.90797	51.47805	5.07733	1.00000	64.01028	1152.37507	9.19615	6.8625	67.59851	13.60140	10.29257	8.40909	7.74061	0.59994	35.94915
9.47593	7.40004	7.42294	9.46481	42.93369	6.51528	0.00000	53.86789	1104.70889	4.68563	-72.27814		23.18826	8.78608	9.68060	8.81301	1.30810	31.40687
7.72309	6.65376	8.38328	4.98095	48	8.32456	1.00000	45.89366	1139.96498	8.13352	-4.1	63.79843	28.87035	9.50720	6.40594	10.44150	5.46321	65.34484
3.97145	6.82395	8.56891	9.37092	29.65163	11.76666	1.00000	52.81235	1137.38888	8.72071	-82.32483	54.93695	24.03836	6.34434	7.83282	8.10776	0.72334	71.09545
9.03299	9.34910	9.94598	7.82545	18.18158	8.25549	0.00000	63.37474	1091.85641	8.25121	76.03889	27.38110	5.63914	9.85680	7.92977	5.94042	0.35046	39.86572
8.32740	7.20772	5.84000	10.09614	1.6	8.24443	1.00000	47.91176	1101.40294	7.68215	103.81667	51.14044	28.65079	6.07386	7.82719	7.54045	0.53667	39.22348
6.98061	8.30748	9.00481	8.29063	14.62578	9.11753	0.00000	44.28777	1103.11707	10.32816	121.12251	51.06795	6.09980	8.40056	8.97466	7.04436	0.40286	55.46943
6.63240	9.27063	9.18752	10.11877	11.85	7.74100	1.00000	15.10794	1153.45093	11.95568	38.01667	65.64789	14.20621	8.88914	7.66477	3.62869	0.23691	71.01392
7.24900	8.86845	6.72334	9.16144	-37.32167	7.73960	1.00000	32.65125	1179.49015	9.19303	-59.13316	38.62314	30.57871	9.13968	8.45615	6.63536	0.38516	45.78222
4.53514	6.95358	8.21743	9.31066	39.78504	10.39973	1.00000	30.26080	1194.22499	6.86572	-85.76942	46.59652	18.88095	4.11381	8.81788	4.03762	0.11150	56.42861
6.20614	8.00658	9.22511	7.79955	40.85158	9.85223	1.00000	60.16933	1172.49114	10.02202	122.74754	81.00405	18.86363	9.07588	9.62864	6.53090	0.27620	73.35979
5.85521	7.06167	7.32082	7.38181	37.30553	12.03954	0.00000	83.55309	1148.94803	7.48712	120.82747	56.57913	8.01053	10.79359	8.19796	6.32511	0.30169	52.01196
9.80330	10.09574	8.17313	5.44650	56.9083	7.40923	0.00000	36.46006	1186.60647	6.63091	60.8019	53.18882	21.67685	6.01001	7.01858	8.80642	1.19423	67.87444
5.37761	9.34505	8.22033	7.00406	31.92923	8.87802	1.00000	15.52824	1071.52823	9.96577	34.86563	81.37227	21.43431	9.18144	8.91802	8.93161	1.45026	59.33701
6.68469	8.57121	8.27938	5.88859	-32.45242	7.44723	0.00000	66.93239	1100.87852	11.77186	-71.23106	41.02241	30.18232	7.86950	7.53468	8.20336	0.82479	9.78661
6.79148	7.30883	8.45006	9.22941	41.63976	6.58488	1.00000	30.54105	1180.88676	8.20001	2.35739	39.72871	12.91130	10.43735	8.29222	7.59126	0.65018	51.82196
6.32249	6.84660	8.97582	9.09932	20.21322	11.17201	1.00000	43.08865	1166.68095	5.71528	-100.88023	57.62665	8.19248	5.02557	7.41683	4.40645	0.16288	51.55982
6.98583	6.99917	8.27527	6.92984	36.08497	10.07682	1.00000	54.73757	1115.31188	6.23386	9.37082	55.97124	10.98191	5.98110	6.65890	6.47299	0.29031	57.98688
5.88812	8.18513	7.07426	7.29541	44.73941	9.12619	1.00000	34.45145	1144.53756	6.96673	-93.12577	48.69438	17.67169	5.90148	7.57758	6.68041	0.37245	60.00804
11.19603	9.10411	7.82857	4.11317	37.60876	7.60830	1.00000	47.93795	1159.36447	4.54604	-77.37331	23.15602	14.94854	9.04360	10.14824	6.95171	0.40736	23.28286
9.50956	9.28116	9.94613	7.49795	-1.63333	10.65473	1.00000	49.91349	1105.24256	5.00538	13.58357	55.70078	16.97093	8.80705	9.66835	6.93036	0.38763	69.14478
6.49141	8.86847	9.23630	9.01198	61.72744	10.12514	0.00000	44.95952	1132.90495	10.16006	17.10558	64.93586	36.57626	9.79441	9.78189	6.44674	0.32871	47.46887
3.61945	7.82313	8.29399	8.75283	50.26729	10.70883	1.00000	56.70913	1132.52991	9.58347	-119.27337	57.09262	11.69675	5.87789	8.21976		0.25346	65.49690
7.09041	8.92266	7.21636	8.75797	64.5635	10.57446	0.00000	47.48032	1197.44629	8.30224	39.8302	65.19497	21.04949	10.74560	8.10983	5.61821	0.31318	60.75345
7.27700	7.85469	7.58458	11.73541	26.2173	7.40955	1.00000	50.74995	1081.89900	12.98763	-80.22588	47.74840	12.24038	7.39820	7.58362	3.71408	0.15112	62.23414
6.62001	9.49921	9.12781	6.79248	44.22639	9.67520	1.00000	44.12155	1088.32107	8.76174	22.53083	68.94257	8.07107	8.95472	9.01158	8.84991	1.24758	46.28967
7.66836	7.47396	7.73207	9.17858	50.50301	7.06704	1.00000	76.84590	1108.93271	10.56957	13.63617	77.16489	1.34926	9.52292	7.14109	6.83513	0.27209	42.48834
6.24492	9.92995	7.69763	7.07181	40.55851	10.10335	1.00000	42.19534	1118.39279	8.99084	17.80774	72.23415	20.29670	8.22781	7.94492	7.61743	0.39804	42.25251
5.62144	9.14359	7.35432	9.78742	60.02427	8.40322	1.00000	52.12559	1162.38655	10.49559	30.28491	57.40950	22.87597	8.47999	8.25743	4.45576	0.16767	65.22197
6.01119		8.14442	10.22926	12.25282	5.83379	1.00000	70.64882	1185.13469	8.10831	79.41727	62.61330	24.02053	10.14397	7.05868	7.64709	0.54064	12.61389
6.88143	7.37447	6.25791	4.75334	55.63711	7.89219	1.00000	37.05912	1062.40281	6.17910	37.38115	42.03167	15.68950	4.56337	7.46120	6.19191	0.37775	42.84790
6.93806	7.50961	8.00612	6.79412	30.75545	8.53154	0.00000	33.37321	1128.93134	11.17209	20.22625	59.59750	15.60759	8.38836	8.46686	7.25518	0.38218	43.23929
6.69773	9.51908	8.11356	9.46960	50.82709	8.49033	1.00000	38.38335	1090.74779	8.84503	6.9747	62.00942	7.21557	7.25811	7.43047	6.05505	0.40071	62.57176
7.04499	8.10250	8.14560	6.68269	19.30157	9.71056	1.00000	51.19920	1095.89291	5.88967	72.85107	43.04580	5.94311	6.18538	10.08954	8.03615	0.64781	25.93351
8.56967	7.35192	9.41492	4.80073	23.18	6.07029	0.00000	64.67977	1061.60382	8.22651	88.58	49.35185	13.88038	8.70485	8.78959	8.49452	1.05670	54.76065
4.51043	7.49413	8.24233	7.63564	55.82885	9.21760	1.00000	45.02249	1074.92980	9.29823	-4.21376	48.47879	16.66129	6.35570	8.83946	6.05612	0.41165	33.51234
6.21846	9.10763	7.87459	5.11775	53.63333	7.90600	1.00000	31.47720	1116.68933	6.91636	9.85	53.94814	13.34663	4.15446	9.14493	5.18187	0.28322	36.36591
6.52248	9.23735	9.45699	10.15244	40.81	7.27318	1.00000	80.10104	1147.99757	10.25281	-73.9625	61.66801	14.96025	8.45378	9.61135	5.64695	0.17847	61.42952
7.85512	8.38921	8.71447	6.95806	45.53929	9.42147	0.00000	4.25971	1156.84404	8.50777	-122.38731	59.38047	8.37589	11.04557	6.98572	6.48566	0.30896	40.22618
5.70584	9.17637	8.56150	7.44100	39.72943	9.81518	1.00000	64.57705	1136.02395	8.27617	-104.83192	53.44071	11.79748	7.78983	7.88842	9.08258	1.60165	49.82867
6.90711	7.62647	6.94985	7.23661	39.72943	9.33292	1.00000	74.89505	1062.77652	7.26000	-104.83192	49.89587	19.53059	7.16501	8.39693	5.73710	0.23812	42.55631
7.63488	8.83215	9.28013	8.37045	24.96334	9.08726	0.00000	38.63397	1169.06477	7.85253	10.18003	45.08169	4.74458	6.78919	7.95074	9.81583	2.96999	49.22850
10.10526	7.98190	10.20759	4.26542	26.9423	7.38878	1.00000	46.94026	1101.20061	3.52441	68.11759	51.46584	16.85927	5.16336	6.43949	3.44104	0.21370	49.53870
6.65993	7.55537	7.88070	8.63689	50.75767	10.72486	1.00000	57.43557	1179.68045	6.90903	-1.5443	61.29896		8.04044	9.12518	7.69725	0.58893	48.88800
6.69003	7.46864	6.80541	6.77749	42.58342	7.33155	0.00000	13.50005	1138.68384	10.73813	-71.8023	48.68444	20.70189	6.26065	9.82117	9.17007	1.54610	66.82847
6.75876	6.96690	7.91349	9.66231	51.30001	6.25490	1.00000	45.10274	1148.50857	9.94327	13.10984	53.25432	26.78384	8.84113	7.50522	7.61313	0.58358	55.86804
7.01554	7.38045	9.16687	8.72587	43.41949	9.56643	0.00000	57.77667	1093.11098	10.03557	77.0202	59.65877	7.97180	8.60293	9.56115	5.63541	0.20224	44.57327
6.84343	8.65121	7.69699	9.20862	35.48199	5.92890	1.00000	84.48695	1107.27437	9.49306	137.02166	53.42578	28.63125	9.62838	7.90025	7.29701	0.39837	39.82755
11.44980	7.83223	7.46414	8.33561	40.56754	5.34833	0.00000	49.08871	1139.99289	4.30292	-89.64066	42.18207	26.97144	8.26637	7.95924	9.05922	1.45318	56.76871
6.96320	7.60107	8.56986	10.18722	-22.92306	4.82279	1.00000	53.18681	1133.93867	12.91425	-53.13722	41.60306	14.89486	10.46516	8.35432	7.57409	0.64264	34.00478
7.47783	8.48946	8.61348	6.45665	58.63667	8.43841	1.00000	47.99056	1169.99886	5.39084	59.80222	67.68358	23.35679	5.85192	5.28791	5.86992	0.39518	62.77642
6.65269	8.17526	7.93432	7.49679	37.35813	9.94646	1.00000	26.97446	1148.82409	7.69848	-6.03731	57.57723	8.83578	7.06730	6.88146	5.30838	0.24120	61.61199
8.02819	7.09723	8.96749	5.66687	33.92866	10.00264	0.00000	52.98771	1119.90601	6.78514	-6.90656	52.13296	6.64246	12.83479	10.60217	7.35875	0.53137	28.64088
7.48204	8.29987	9.02795	8.71591	-21.15	5.67736	1.00000	52.64092	1071.18239	9.42948	46.58333	63.29886	19.55272	9.89354	8.12568	9.03372	1.41421	37.22025
5.64640	9.75711	7.00943	7.75407	6.45407	9.02991	1.00000	55.81069	1100.59500	11.65666	3.39467	60.63109	21.62029	8.84413	5.96884	4.89067	0.29366	42.02312
8.03593	7.67451	8.09274	5.10968	36.33011	8.17710	0.00000	49.15786	1120.93735	8.90043	138.89585	55.80555	30.57645	10.02938	8.29230	8.18707	0.82879	37.87904
7.30059	7.63236	7.62597	10.01214	53.59337	5.25880	1.00000	47.10321	1124.03443	10.05831	9.47629	51.27408	16.85027	11.87970		7.75374	0.48585	55.48700
6.46910	8.79725	9.86038	7.19252	-34.28853	8.74368	1.00000	42.60512	1138.91253	7.90978	146.05093	73.43798	-1.65827	7.97169	7.41707	6.74543	0.34526	48.75673
5.38631	8.45610	8.32915	6.92849	50.23271	4.76780	0.00000	54.33963	1121.45278	8.88987	12.87117	58.08973	16.65571	10.85075	8.64325	6.25530	0.32289	48.41286
13.50550	7.80158	7.78693	5.41019	-4.5833	3.56501	0.00000	51.59685	1157.83009	5.57202	15.16554	61.30278	23.34767	5.71403	7.89705	8.94285	1.41476	70.91453
6.76661	8.73508	8.56702	8.19534	51.42708	6.63304	1.00000	41.23818	1185.30642	8.25640	-0.91979	23.37028	-26.18465	9.43363	8.20515	8.64315	0.99525	57.06235
9.69427	7.28814	8.50903	5.64894	41.84364	4.38103	0.00000	45.14931	1110.04422	7.24130	-87.71255	24.55697	-1.08552	9.17450	8.55505	9.20021	1.73122	29.71785
8.11560	8.26292	6.35901	9.96957	14.37395	6.71368	1.00000	87.04516	1172.25152	9.25547	100.48528	61.02393	3.55987	8.49984	10.18380	7.71770	0.66189	64.84236
6.14093	7.14866	8.37850	7.33460	35.88264	8.82102	1.00000	51.86334	1145.45163	5.64296	-80.08199	43.10070	15.60310	3.99695	6.37858	3.51810	0.27954	47.34277
5.06197	7.41035	8.30810	8.59067	36.24624	11.12147	1.00000	53.91973	1193.34343	8.80394	139.07204	59.41217	14.73375	7.51341	7.54364	8.04437	0.78912	42.61828
9.98563	8.70079	5.80202	5.94395	11.86064	6.66475	0.00000	51.09627	1175.44804	8.83555	9.0027	56.65727	10.66930	5.38706	8.23188	11.27317	12.19970	62.06602
6.76047	8.47254	8.58446	7.58219	33.76446	6.88689	1.00000	32.49660	1127.70324	6.90414	-117.79394	52.65553	1.08019	10.23755	7.46270	10.01297	3.64458	33.52677
7.07224	9.26644	6.98086	6.54562	33.50921	6.67447	1.00000	56.51160	1103.76962	10.76566	-111.89903	66.54519	4.28132	11.10076	6.29092	8.67197	1.12503	51.20184
11.66301	9.74615	7.77969	5.13823	51.24197	4.48896	0.00000	67.16502	1168.19693	5.75195	4.82313	53.73117	16.21204	5.77564	8.79663	9.69171	2.78969	57.60049
6.00283	8.70659	8.30002	6.40755	-4.42472	8.98599	1.00000	57.03987	1051.49499	9.48192	-41.45861	59.26237	24.79584	7.91643	7.81128	6.72681	0.40152	45.37460
6.00505	10.18046	7.31482	9.23563	46.65581	7.82035	1.00000	46.17979	1148.57212	9.31422	32.6178	34.34292	22.41397	8.90451	9.84548	6.34986	0.41089	47.21505
10.84376	8.07909	7.03712	5.38792	52.4089	5.81610	0.00000	48.00582	1120.62881	5.84949	31.3237	55.09185	4.20429	8.17828	7.67892	9.78085	2.93032	43.85309
8.17127	9.35001	8.57206	5.60594	40.94065	7.76888	0.00000	35.31319	1067.32495	10.51376	-73.99681	31.01000	1.96626	9.49440	10.30314	7.45040	0.55754	48.36290
5.73859	9.89643	11.00146	10.14795	20.28527	13.10304	0.00000	54.01532	1059.84806	5.36372	-103.42897	56.11607	2.72230	4.34667	9.05331	5.44054	0.18781	39.70979
8.75222	7.66483	7.31999	6.44638	27.92333	5.96925	0.00000	51.59373	1142.17298	8.32000	118.53333	66.93575	7.86068	7.70544	8.23251	9.08083	1.45467	60.90833
5.67671	8.35823	8.97421	8.34256	38.10558	10.39760	1.00000	58.97564	1117.30958	6.85282	-1.86343	58.52536	10.34137	5.45229	9.86420	5.24750	0.25820	53.29390
5.13649	7.14230	9.38972	6.74907	51.38673	9.26508	1.00000	63.02380	1156.64461	9.08071	0.30367	58.69614	31.67656	7.41241	7.87975	9.03323	1.58184	46.68458
6.78728	7.80058	8.04005	6.50507	49.5099	9.17170	1.00000	28.50981	1120.51422	8.05758	6.74549	79.66213	25.06232	7.70738	9.90321	6.91662	0.37524	36.11954
7.05052	7.63283	7.48843	7.91495	33.45122	8.65649	0.00000	64.18206	1136.46334	10.02412	-86.99666	77.31802	9.52553	8.82603	7.44377	6.03915	0.28179	42.61473
7.07692	7.96447	8.16215	10.39641	7.6	6.09502	1.00000	57.03407	1157.43383	8.88970	4.18333	46.20577	38.72271	8.81609	7.45394	7.09117	0.57521	59.89934
8.85938	8.43553	7.67550	7.35677	49.68369	10.70363	1.00000	49.12090	1117.71969	6.53826	8.61839	54.68840	17.74893	10.37083	9.72051	9.31167	1.84251	36.32415
7.74342	9.47076	6.19348	10.86938	49.07866	6.57986	1.00000	40.97836	1192.97754	8.98659	30.96755	49.23607	10.04719	9.13995	8.16119	7.22220	0.45172	23.87711
7.46937	7.75700	8.85513	7.75779	-24.19436	8.85086	0.00000	50.45973	1143.56777	11.38619	29.00974	57.42980	6.08384	7.69136	7.02924	5.83826	0.32763	41.68694
10.47313	8.93457	8.84428	6.53977	52.48173	5.99384	0.00000	70.28342	1114.86397	7.05128	-2.12139	56.10122	0.90883	6.50276	8.99924	8.61923	1.04775	43.35844
8.82588	8.29478	8.29537	6.88345	40.34912	6.06603	0.00000	46.71415	1125.40135	6.98889	-111.90466	24.08870	22.31996	7.31447	7.78720	9.68924	2.69043	41.33857
6.40525	8.40766	8.01523	10.15661	50.23271	6.94482	0.00000	53.59481	1157.23260	9.75282	12.87117	44.07603	5.17595	9.60438	7.87163	6.60643	0.33884	62.06338
