SO2	longitude	PAHs	TEMP	CH4	C2H3NO5	PM2.5	latitude	PM10	NH3	warning	H2CO	NOx	Pb	PRES	O3	CO	CFCs
9.64989	1.00288	4.03265	16.74267	8.70994	0.29911	8.70574	49.28669	7.38119	5.51015	0.00000	35.60439	8.87308	67.66534	1136.92980	3.61020	9.74086	70.55418
5.25366	-73.95958	6.08865	8.49514	7.87266	2.32776	7.19907	40.57788	10.15346	7.24461	1.00000	61.98160	6.65129	36.29486	1108.81686	6.37517	6.90178	72.61221
6.33942	-39.25	6.13873	24.74867	6.90182	0.17998	5.40713	-12.91667	6.30755	8.69483	1.00000	65.97039	9.55915	39.49034	1110.13203	7.07751	6.92420	74.36517
3.17587	5.58472	5.26041	15.45710	5.75361	0.43643	6.13371	52.14	8.10630	7.52613	1.00000	36.20525	7.76480	41.37227	1154.02241	5.36452	7.55913	74.67094
9.96611	-42.29444	9.60128	17.03108	6.15285	0.28999	8.81214	-4.24444	6.57089	6.81287	1.00000	30.29982	7.14393	36.52631	1054.14160	7.56948	9.16840	77.08212
5.70846	2.59753	9.30212	35.75615	6.00383	0.45710	8.88413	8.88649	8.24873	5.61031	1.00000	46.44861	9.47701	71.29693	1172.44555	9.92780	8.94403	80.66916
7.42174	7.20769	7.45113	7.38332	10.33034	8.25865	6.95380	50.80019	11.46319	7.67259	1.00000	41.75127	5.33150	52.43578	1087.71861	7.93521	8.29840	87.69868
9.50070	-97.92977	9.05122	12.14296	5.07818	0.09348	8.97495	38.06084	5.71689	8.61073	1.00000	62.25379	7.05529	48.98196	1189.46885	8.72640	8.35335	73.44131
8.35231	23.225	7.50453	28.51943	8.87520	0.14156	9.90811	43.4125	4.83385	6.34478	0.00000	38.77018	9.10598	63.13947	1136.84422	7.78855	8.53585	62.63923
7.33663	28.28489	7.53372	17.47888	8.59186	1.16992	3.36264	48.15659	9.42534	8.49130	1.00000	45.52613	5.55578	76.14169	1068.23293	6.93117	7.88323	71.60158
7.38157	-88.3162	6.84501	21.52675	10.10545	1.00946	5.85616	42.24113	9.20155	7.86888	0.00000	26.45125	9.44261	44.27746	1099.74463	6.60761	7.94424	63.48616
4.29896	-96.67834	7.87744	28.02285	6.98837	4.84660	8.76064	34.77453	10.92410	7.50325	1.00000	64.36263	8.10796	75.58717	1106.77758	7.69463	7.09617	74.38575
8.29038	-74.26419	13.02482	17.02406	6.38376	0.17626	10.04295	4.73245	4.57435	8.78660	1.00000	42.78815	7.65935	59.89005	1170.19825	13.33492	7.44586	70.69490
9.43305	-97.54667	6.99404	19.88723	9.19011	0.23084	8.72972	30.5427	6.16270	7.87003	0.00000	58.20750	7.15743	63.45066	1098.64241	6.04494	7.89177	69.72996
3.50111	16.54165	4.50381	35.94407	5.06411	2.74127	6.53900	68.79833	10.34274	8.16251	1.00000	66.08470	8.38655	36.35261	1198.74312	3.74602	7.77064	77.55202
8.19422	-6.00137	6.72533	14.30878	10.95232	0.71605	9.47051	33.42585	8.70322	7.59988	1.00000	76.49455	7.48751	37.22850	1143.39725	7.92564	7.72860	87.00826
9.22920	-73.58248	8.88826	-4.92689	9.63509	2.62982		45.40008	10.26424	7.56199	1.00000	47.46309	6.38465	57.75148	1173.16550	9.22546		65.46809
8.50947	-74.26419	9.67734	23.03972	7.19686	0.52622	7.08349	4.73245	8.48955	7.29686	0.00000	45.72208	9.31379	31.64125	1117.50344	9.03525	6.21713	72.20689
3.70683	120.74792	3.70037	9.90181	9.92443	0.80769	4.51832	41.09822	8.92897	8.79595	1.00000	48.33234	8.95757	34.84474	1131.74674	4.44049	9.18788	68.06696
9.78532	145.06667	5.25143	31.22867	8.95051	0.19685	9.24585	-37.88333	5.91480	6.82362	0.00000	49.81794	6.18294	38.46036	1065.55798	5.22672	9.02615	79.59579
6.59486	9.00472	9.76461	13.91031	5.49988	0.18019	9.38512	4.2475	5.78203	7.94014	1.00000	43.73178	7.55614	40.75478	1074.46125	11.34839	9.97377	73.72783
5.58028	43.2379	5.39294	9.93405	9.90581	1.88666	7.01384	50.06	9.90880	7.68192	1.00000	43.56564	6.62571	49.02931	1163.46880	7.05011	8.44849	71.15689
9.38813	145.18333	8.10090	0.26134	2.84315	3.42287	7.40397	-37.9	10.55705	7.71416	0.00000	75.64026	7.28576	51.26746	1073.16623	7.92296	7.20587	76.34076
7.20257	68.75915	7.65345	34.84162	8.28280	1.33620	6.38397	27.52948	9.54700	8.35628	1.00000	69.41831	7.73401	51.43581	1087.20470	7.79879	6.72156	71.95173
7.54007	74.83554	9.74175	12.49662	3.08279	0.12721	9.27773	14.62072	3.33511	8.36192	1.00000	51.09341	7.73180	48.97782	1182.16647	11.41019	6.76012	72.78770
3.00677	-73.9625	3.62134	26.82413	7.51415	0.41225	7.13815	40.81	7.86091	8.63589	1.00000	44.09640	8.97783	65.93616	1102.38278	3.52475	8.90802	64.60211
10.74639	-51.50361	9.08336	17.80518	4.45750	0.31080	6.91323	-29.2975	7.05064	6.09447	0.00000	70.78209	7.85881	67.29859	1156.19207	7.15263	7.47482	74.61462
6.21308	-80.66756	5.46576	4.74344	11.38409	2.28702	7.73412	26.68451	10.10658	6.60779	1.00000	28.84083	6.42388	42.51568	1160.61178	5.70239	7.15904	72.59746
8.56211	9.15013	9.77745	18.96503	6.06277	0.20336	7.15094	13.70727	6.06276	6.10967	0.00000	64.62301	7.35938	54.70575	1146.32324	8.96720	9.01281	67.62960
8.89906	-47.53028	6.30961	32.96657	6.58478	0.14319	4.65541	-22.45667	5.00270	7.42561	0.00000	13.03816	4.42290	45.21377	1179.36953	10.77146	7.73731	81.25352
6.63551	-2.1875	5.24206	11.64130	9.95094	0.28823	7.50212	51.26	7.32560	7.68935	1.00000	52.63200	8.11084	49.47303	1195.78288	6.16326	7.22718	66.99142
4.79637	85.94001	5.32590	22.59264	7.46419	0.43434	6.24068	25.49043	8.01438	7.26928	1.00000	56.35996	7.53661	58.85253	1161.90166	5.45182	7.65112	72.63867
7.32563	2.35739	9.44275	10.75080	6.82077	0.31062	9.78479	41.63976	7.44864	7.46918	1.00000	61.58592	7.74951	59.25195	1086.73557	9.44219	8.08750	66.29747
7.49288	69.01354	6.73884	34.51287	8.08447	0.17489	7.33133	38.55632	6.48562	6.69311	1.00000	71.82225	6.87142	50.76109	1122.02489	6.65720	8.61552	68.11179
4.57818	8.77155	4.32297	27.54864	7.21492	0.15622	7.04207	50.23019	5.53928	8.14124	1.00000	32.86363	7.51091	54.24187	1198.60670	4.61279	6.83905	77.52983
8.43548	9.29109	11.08399	11.67071	5.46917	0.21584	10.71769	45.39402	4.95509	6.48981	1.00000	59.86176	7.25700	50.74231	1195.35622	11.87377	7.05328	73.98959
7.31361	68.11759	7.19262	-1.70636	7.90365	0.64146	7.91335	26.9423	8.61137	7.84815	1.00000	32.72714	7.85123	61.16531	1142.51325	8.21839	8.17159	64.85246
9.16649	-39.25	9.26713	1.09466	5.85175	0.18395	8.41333	-12.91667	6.65605	7.26999	1.00000	62.38472	7.22458	31.29054	1175.17635	7.77116	5.48558	84.39016
9.69477	76.35484	8.50720	14.51985	6.51657	0.17233	6.61297	10.10649	5.02735	7.36168	0.00000	46.07656	8.97900	57.83187	1170.31763	9.85032	8.00174	72.70056
6.51826	10.03988	8.89092	16.81259	8.27428	0.19978	9.65536	53.6052	6.42754	6.90784	1.00000	42.57711	6.81177	64.57670	1130.50148	8.18959	7.49024	75.18773
4.81855	120.14278	7.81500	9.67390	4.87462	0.20325	8.92230	32.50611	5.39309	7.42979	1.00000	68.77678	8.99069	57.55843	1064.16669	9.77446	8.91926	83.35675
12.55752	145.18333	5.67125	-6.60486	6.59246	0.15044	8.54209	-37.9	4.38027	8.45229	0.00000	52.81788	7.07163	68.82312	1052.71020	3.70711	8.75615	87.92958
5.63524	107.60389	5.46221	5.28870	9.16432	0.61565	4.89684	-7.01833	8.44727	6.58887	1.00000	48.66082	5.64977	46.31244	1072.18310	5.62622	6.16335	85.00337
8.37037	34.3869	8.89085	30.60220	7.23156	0.52480	7.65184	11.8659	8.34116	7.40938	1.00000	43.86841	7.33615	62.49038	1052.86926	8.20086	8.13010	80.04659
9.24181	-73.95097	7.66442	30.37968	4.33226	0.24467	5.53790	40.72371	7.12972	7.30313	0.00000	32.97462	8.69315	57.04852	1172.02987	7.94347	9.25147	75.10093
4.72595	-111.89903	7.67932	19.94540	7.82664	0.30203	7.22844	33.50921	7.38057	6.25081	1.00000	36.50418	8.18577	55.89074	1140.46612	7.17068	7.31333	77.89222
8.10068	6.9747	7.77534	24.49142	8.73277	0.24297	9.36660	50.82709	7.23990	8.51750	0.00000	26.06998	9.18073	53.61036	1078.81967	8.33711	7.79177	63.53878
9.28698	73.85535	8.41934	10.42451	4.01212	1.23401	6.69704	18.51957	9.45088	6.86449	0.00000	63.94357	8.73292	50.95154	1053.23473	8.06345	7.16144	61.18557
9.71351	-72.97261	6.56267	27.57321	6.05116	0.21403	4.58443	43.61062	5.83663	9.60875	0.00000	48.75442	7.38994	71.06425	1164.43607	11.29849	7.08494	74.64940
10.25377	126.835	9.49141	15.27070	6.70096	0.25885	8.85526	37.65639	6.76011	8.55492	0.00000	45.63461	6.04157	41.71977	1139.02949	8.75322	7.87531	65.08492
6.40969	13.39954	6.97130	20.09222	7.98598	0.86624	7.61219	43.62558	8.95782	7.66549	1.00000	44.24656	6.41996	50.47173	1116.22393	7.05949	7.79959	64.81121
3.81386	128.62667	6.86404	30.09058	4.02829	0.18911	8.97336	34.8825	5.33881	8.11743	1.00000	78.14681	9.87914	39.81690	1194.96509	8.00108	8.04516	65.89411
7.76484	79.82979	5.97714	14.45858	8.95730	0.64122	11.07477	11.93381	8.52413	7.31302	1.00000	40.69983	7.92170	42.88143	1152.06072	8.39735	7.32029	73.93889
9.90585	-53.13722	5.62188	-3.40723	7.82144	0.18395	8.59032	-22.92306	5.61886	8.24318	0.00000	42.24401	8.38141	59.87255	1120.41333	6.04751	8.22726	82.96416
6.07419	-0.74934	5.68040	36.07574	10.29009	0.73515	4.18629	51.62907	8.81402	7.21420	1.00000	69.77307	7.07806	45.87789	1094.61124	4.78140	10.19066	80.68891
4.88841	122.08333	8.89710	13.93063	6.69524	0.43862	8.04001	46.08333	7.85354	7.19366	1.00000	32.80149	7.16858	32.06762	1098.19291	8.81309	6.31248	71.42533
6.21933	98.6738	9.47472	-8.11600	5.02303	0.16040	9.56750	3.7278	5.79675	7.52443	1.00000	62.67743	7.08907	61.33722	1117.29870	10.13612	5.90505	76.56839
7.19338	-105.36369	7.69618	37.76573	8.25930	0.79243	5.88132	22.49396	8.86686	7.88893	1.00000	53.24983	8.60391	54.72487	1051.82436	6.44630	7.37636	69.92334
4.86320	-8.53778	9.77147	11.25207	7.04196	0.16396	9.61185	7.57944	4.37526	8.30413	1.00000	43.31826	7.48443	66.31223	1126.41896	10.67209	8.92087	72.98678
5.15811	11.37703	5.31206	0.23334	8.76097	0.64756	5.45203	48.06919	8.80178	7.62009	1.00000	48.03651	5.20702	54.34813	1145.04182	5.49199	5.63401	86.25213
7.06691	41.00817	10.75725	24.33601	7.57971	0.16067	10.43000	38.13708	4.67370	8.17908	1.00000	46.20644	7.53373	53.51731	1068.41024	10.61232	6.69170	74.78002
11.57761	128.62667	5.75264	8.11703	8.00541	0.14880	6.04891	34.8825	2.18678	5.71657	0.00000	48.03946	8.66351	78.40760	1180.50714	3.73395	8.22487	66.66691
5.76147	18.34717	5.40937	10.55503	10.27922	1.01710	6.10566	54.60528	9.22298	7.66517	1.00000	22.50890	8.07867	67.78074	1131.75522	5.18612	7.70817	74.20765
6.45603	30.4347	9.15301	35.53226	5.65152	0.38226	7.78827	-1.9487	7.91558	7.90408	1.00000	23.60080	7.41730	75.13299	1177.55489	8.79108	5.61331	75.52806
6.66334	10.5511	9.20978	9.67203	6.51340	0.23708	5.76399	52.47774	7.04153	7.08779	0.00000	47.67827	7.00440	61.95699	1160.38410	8.50566	6.27061	71.78715
8.07825	2.35739	9.50662	0.78652	6.75842	0.15543	8.40136	41.63976	5.96597	7.38642	1.00000	26.84473	7.19402	38.41913	1107.89291	9.32136	6.78309	81.07658
7.14307	15.00913	10.07243	19.66345	6.55777	0.20304	9.05958	37.51803	5.39610	8.15408	1.00000	43.16056	7.92323	24.74131	1115.40297	10.19092	6.65312	57.18879
9.20406	-88.27205	4.53154	22.53644	9.77024	0.38225	9.98081	44.27804	7.84598	7.50640	0.00000	51.96144	7.86944	51.50992	1149.06703	4.57707	5.50117	86.54580
12.47608	-111.89903	5.30161	21.79666	7.38804	0.16824	9.29001	33.50921	5.11043	8.19546	0.00000	31.74083	8.19267	43.05042	1095.00331	3.91269	7.77677	69.75105
7.16791	-2.31938	7.52569	7.19828	9.47360	0.23279	7.80231	6.46346	5.49093	7.43233	0.00000	58.69431	9.55162	37.34493	1094.95504	7.53221	6.31687	88.83065
6.58777	123.99333	4.37420	15.42538	12.04678	0.28543	7.56290	12.97389	7.18439	6.82906	1.00000	41.50450	5.77899	35.57668	1082.13080	5.86881	6.42334	81.32135
6.94686	171.25364	5.78603	12.18376	10.52813	0.84350	6.27353	-44.39672	9.05655	7.53428	1.00000	45.73078	8.46871	49.25477	1067.37978	6.73735	5.76698	74.79135
10.03919	29.41824	4.69820	5.65594	8.60561	0.21801	8.48438	45.99194	6.79356	8.67776	0.00000	18.65772	7.61725	36.27671	1158.66306	3.81626	6.51777	74.17824
7.48182	5.37429	6.10264	6.33472	10.79107	0.43098	8.95729	51.03427	8.16846	8.14902	1.00000	63.29544	10.13929	71.94811	1056.11433	7.06037	8.82036	81.32283
9.12782	73	7.89485	18.42651	4.63301	0.15481	6.51414	40.93333	5.97796	6.27519	0.00000	48.11904	7.84717	37.97549	1121.15491	7.80694	7.19340	72.17124
8.77567	-1.29772	8.97673	0.49608	5.97583	0.32535	6.36893	50.76306	7.36567	7.65573	0.00000	71.43550	7.58893	39.33727	1169.85669	9.63045	6.55222	71.88482
8.56559	-52.35558	8.43563	20.98509	9.59383	1.23216	6.79088	-14.66463	9.36775	6.65852	1.00000	43.48720	6.24088	42.66442	1091.05095	6.79489	7.11771	79.71598
5.40222	-2.58736	5.82272	9.77560	7.12122	0.23303	6.19146	56.56317	7.53576	8.11312	1.00000	51.20201	8.13119	42.73671	1179.21905	5.29565	8.68010	76.46178
5.61587	115.70111	9.80523	20.35016	6.95224	0.19565	8.91825	37.73222	5.67727	6.77437	1.00000	43.08526	7.42184	71.86963	1157.32788	10.46679	8.12513	92.66987
8.31799	-81.56929	6.45186	21.56731	10.77761	0.32398	6.86546	41.55838	7.82566	10.82907	1.00000	62.73085	8.37972	68.88679	1074.03484	7.60780	6.17218	87.17545
7.23171	125.21972	10.57240	20.89488	6.62811	0.16881	10.06579	-8.99167	4.06684	8.60577	1.00000	32.74388	8.20668	29.66429	1168.11464	11.58011	5.15943	73.85308
10.82170	75.37991	5.92416	18.00817	7.50897	0.21845	7.30831	25.75728	6.03945	6.55079	0.00000	78.12494	6.38772	44.84674	1107.78791	4.70873	7.22343	81.59130
7.37847	123.33471	6.22462	4.92697	9.47104	0.07801	6.97598	8.56697	5.09719	7.17791	0.00000	48.78415	8.26865	30.76156	1125.18615	6.72101	8.51886	71.48160
7.60894	-58.70072	9.79746	14.05791	5.43661	0.16303	8.89883	-34.74785	4.72819	5.72054	1.00000	54.19346	8.21900	48.65219	1178.42116	10.25001	7.65653	70.88450
5.27529	0.57856	4.67767	10.43310	9.57267	0.37474	7.69231	40.70995	7.69044	7.96408	1.00000	48.76885	7.39800	57.29784	1102.18098	5.23591	7.05852	67.58586
7.88637	-119.0376	12.07402	6.55735	5.21301	0.13934	11.58502	34.21639	5.29500	7.83456	1.00000	67.22697	6.39405	42.14168	1123.32572	12.52008	8.97839	70.53080
9.27997	-82.07842	6.99192	15.12320	8.89896	0.30919	7.57839	26.91756	7.71323	7.94547	0.00000	43.37567	8.36533	63.42905	1162.77196	7.29093	8.20169	76.62438
8.20698	-77.4286	10.36389	27.60325	3.88751	2.39078	7.49789	39.00622	10.17532	7.84601	0.00000	58.27861	7.96331	42.03762	1052.95494	7.68187	6.71430	61.13753
8.91779	14.66737	7.03203	3.57482	5.93317	0.14983	5.87747	41.55947	6.34996	7.31517	0.00000	19.99646	8.80199	55.77604	1122.04273	10.86916	8.37557	71.40206
8.78719	-73.20483	9.58046	14.67762	7.35676	2.02774	6.19684	41.16704	9.98148	9.36824	1.00000	41.34014	6.68726	74.15279	1199.40251	9.00453	6.68645	81.84983
7.86554	-47.53028	7.76632	34.22763	9.87717	4.12546	5.66977	-22.45667	10.75243	8.43287	1.00000	44.82238	6.11365	82.69691	1075.28947	7.57672	6.52507	74.66880
7.38990	-103.5687	8.38716	21.14312	8.18722	5.74768	7.73229	20.22816	11.09334	7.50596	1.00000	46.43214	6.07262	61.40987	1087.05542	8.29030	7.42779	71.21211
8.78980	2.12213	8.89923	2.88392	5.47734	0.22914	4.90425	48.8222	6.29159	7.92682	0.00000	57.05493	6.42775	78.30422	1137.37436	8.25713	7.23407	93.43682
8.33565	51.49621	5.26275	8.78880	9.36288	0.58872	7.96746	36.64852	8.52050	8.07901	0.00000	38.43191	7.59088	47.77924	1070.68368	6.27003	7.83872	74.32141
10.04925	16.43915	12.02731	11.63069	5.55146	0.23824	9.77447	43.50891	6.98792	8.00427	0.00000	68.03353	7.39981	54.20139	1139.23426	5.08757	9.28677	70.95136
9.32804	138.89585	7.72863	-4.48545	8.97806	0.16948	8.83930	36.33011	5.85651	7.68242	0.00000	56.44812	6.64271	46.58121	1143.40539	6.80088	8.21489	62.03372
6.16261	-98.1664	10.60314	30.04673	7.90749	0.28832	8.21965	19.32932	5.77506	7.34780	1.00000	38.34262	7.51177	76.90410	1180.49151	11.16218	7.42481	72.95280
4.68107	-73.75335	3.33472	9.07161	11.60096	0.36639	5.69548	45.4473	7.94759	8.49651	1.00000	51.92279	7.45096	66.06681	1063.05114	3.82456	6.79806	71.84277
5.41670	106.92667	7.61642	20.15923	5.21649	0.19425	7.82626	-6.91806	4.20445	6.44832	1.00000	37.73243	7.31241	35.02686	1191.72776	7.68949	6.36455	82.11218
7.90531	17.80774	9.82326	28.25985	5.60617	0.17613	9.91176	40.55851	5.26287	7.35753	1.00000	49.39218	7.17525	58.06912	1122.53563	10.45700	9.44562	70.66913
7.87635	2.29275	4.10785	10.14048	8.62836	0.21350	7.27828	48.79325	6.03081	7.27082	0.00000	64.39410	5.58010	56.25249	1185.18059	3.60206	6.05183	74.56275
7.19012	6.9747	3.58234	27.55653	9.90435	0.39245	8.90801	50.82709	7.65448	6.32290	0.00000	25.67159	6.41670	70.43816	1142.75498	5.19109	5.46895	75.34030
4.03983	2.08333	6.00459	28.07567	4.76518	0.32801	5.79836	48.86667	7.74414	7.46140	1.00000	69.07085	6.51329	43.51453	1082.92332	5.19486	6.81305	67.13378
6.63170	-73.9625	6.24383	15.78963	9.39397	0.35545	7.95213	40.81	7.74362	6.96922	0.00000	49.42505	6.18291	49.20163	1076.17192	6.96595	5.45590	
6.62540	-98.15529	6.53313	27.41188	9.58876	3.26266	5.08511	26.18924	10.50334	10.30671	1.00000	19.82347	7.91789	38.35816	1106.48211	7.74756	6.96960	70.58654
6.90223	27.18052	6.83164	7.69562	8.94414	1.06927	10.29819	39.12074	9.25923	8.13860	1.00000	52.76568	7.13065	62.04318	1189.12156	7.19413	6.45063	72.85876
7.12826	68.49143	7.19295	21.10042	10.04295	0.47106	9.62433	25.80565	8.21078	6.36476	0.00000	54.20197	8.21589	48.80685	1131.12414	8.24165	8.16393	85.50922
8.98595	-74.01042	8.05104	12.50315	7.95206	0.22803	6.45976	41.50343	6.54813	7.15500	0.00000	76.69500	5.85336	64.57441	1185.91184	10.88401	7.33956	77.69943
6.49022	43.83992	11.46046	24.90381	6.46873	0.16497	9.77866	55.39485	5.13494	7.91189	1.00000	53.73357	7.83297	71.37104	1087.43799	12.09839	8.07688	76.29521
10.00256	-0.76667	4.12599	4.99392	8.42046	0.20524	8.21604	53.38333	5.91468	8.03815	0.00000	45.15049	7.74091	53.08719	1095.26075	4.79208	7.95531	68.09124
8.06022	-72.27814	6.95513	19.01095	9.73031	0.58939	6.82681	42.93369	8.38974	6.78766	1.00000	40.91005	5.47065	60.38783	1123.17284	8.20311	7.51658	65.02216
9.38481	9.5926	11.57112	-0.01203	7.68614	0.18857	10.66299	52.86147	5.49839	8.24326	1.00000	61.32777	8.10557	20.57013	1167.08989	10.62862	8.34719	78.85235
10.95635	-1.29772	5.39137	23.21185	8.29817	0.15986	8.16752	50.76306	4.72820	9.38049	0.00000	48.87474	6.08389	42.83376	1163.75056	5.68168	7.16170	89.73016
9.46622	5.37429	5.28041	12.38130	8.32229	0.20787	9.76483	51.03427	6.93544	7.10288	0.00000	47.05064	7.57540	49.83564	1121.99777	6.02186	6.88842	76.13019
7.02422	138.89585	6.77042	4.87985	9.32337	1.02627	5.26951	36.33011	9.25596	5.90129	1.00000	61.36137	5.97474	60.40773	1072.81830	7.55439	7.15242	78.93746
9.18269	84.13864	9.54015	27.36217	7.39740	0.17962	6.53199	22.88783	7.46958	6.19368	0.00000	53.59725	9.06056	41.98570	1129.32723	9.59802	7.69238	70.28531
9.80962	-82.32483	5.88235	33.37582	8.63343	0.17925	9.22810	29.65163	6.30765	6.88590	0.00000	56.79622	7.67481	48.18610	1091.41250	5.75416	8.20668	78.20127
8.45616	34.34691	8.99528	7.62216	7.84990	3.33981	8.12926	61.78491	10.51678	9.10239	1.00000	51.18621	7.26920	41.42888	1053.97019	9.48088	7.46491	76.25528
6.81613	8.52462	6.28501	24.39692	9.60009	0.25847	6.03800	47.30997	7.61797	9.16557	1.00000	73.32737	7.20159	80.91951	1071.79411	5.24479	8.20478	78.77457
8.23163	48.41667	9.90473	22.47374	7.94387	0.30380	11.19024	-17.83333	7.52611	7.23112	1.00000	44.73093	8.11117	44.38922	1061.83219	8.44508	8.46606	86.64755
4.90070	-75.69947	6.90693	27.35110	4.26721	0.35054	7.61593	8.79577	7.47921	8.91968	1.00000	81.75174	7.62501	59.15127	1063.96634	7.06870	7.71965	78.67728
6.53686	9.22796	10.49833	17.84124	7.96138	0.42384	10.16381	48.46458	8.04415	5.17813	1.00000	36.84045	6.38466	38.80757	1107.10796	9.91256	7.10144	81.27259
9.03026	-37.03861	7.53199	14.82595	6.62286	0.05278	5.48408	-10.90889	3.86943	7.66465	0.00000	58.02403	8.24566	50.44956	1082.46923	9.86199	8.32177	84.47801
5.43611	-41.88778	5.62157	9.93294	8.77532	0.85613	5.31184	-21.205	8.99558	7.32746	1.00000	48.61540	6.16933	53.09026	1123.37851	4.50621	6.66201	77.16817
10.34040	-4.21376	9.94818	5.20686	9.78445	3.41643	5.37865	55.82885	10.55472	9.18812	1.00000	33.65211	6.47432	29.79072	1131.39808	10.15885	6.98637	81.35882
8.64768	38.02486	8.99086	9.34696	8.36444	0.26564	9.57466	55.64776	7.23445	8.83450	0.00000	43.32975	9.21097	35.60435	1194.62057	8.55528	7.03519	73.76484
7.26794	5.16108	7.52108	19.71563	4.29505	0.15125	8.79986	48.77275	5.54106	8.71390	1.00000	47.87267	5.88750	54.62942	1197.88767	7.77055	8.21238	81.84952
7.04376	-82.42491	7.65906	26.14730	8.27045	2.05974	6.63235	42.97086	9.97229	7.10595	1.00000	54.14946	6.77335	41.42336	1065.60786	6.88051	7.61133	76.96865
10.86938	-72.27814	4.58993	22.38802	7.48530	0.13854	11.53879	42.93369	3.68972	5.33416	0.00000	68.11662	8.20253	70.58564	1171.01532	4.23198	7.55138	65.16591
5.91676	3.50309	4.70838	-2.36233	9.44015	0.13454	4.95329	34.15429	6.32833	7.23036	1.00000	43.46662	8.53478	70.35413	1077.83451	5.11393	7.16852	78.02491
5.20608	84.13864	9.57919	10.82497	8.45284	0.17006	9.50451	22.88783	6.36200	6.77786	1.00000	52.53224	7.75020	33.70768	1114.97612	8.50451	8.22258	67.14681
9.45403	2.95924	6.07729	28.82193	5.40359	0.07892	6.87131	36.76775	5.61789	7.21261	0.00000	57.24671	7.19662	50.98930	1131.07836	11.37779	7.01295	73.04448
5.76236	13.29371	4.47760	6.76857	9.51660	0.43559	8.39009	52.53048	7.85160	8.09480	0.00000	19.45558	9.40785	56.18818	1186.13773	4.45204	8.45875	65.93920
10.11082	36.25361	8.91891	17.29547	7.91982	0.14131	6.55974	47.48444	4.76286	8.07792	0.00000	34.15378	8.03676	52.63719	1161.23101	8.42011	8.20692	67.91625
8.48791	-69.96533	8.73564	22.60729	4.35573	0.28986	6.93134	43.91452	7.38487	8.93605	0.00000	35.92245	6.27747	53.30344	1104.53470	7.99715	8.01696	82.85715
10.80965	-5.682	9.33882	40.50508	6.85348	0.16924	7.87330	5.84752	5.67420	7.99462	0.00000	38.74717	7.71562	23.84448	1105.08604	8.59137	8.89184	75.03785
5.88808	-79.62603	9.46247	19.56045	7.59249	0.19984	9.16830	8.88988	6.94399	7.90390	1.00000	34.76965	7.40124	45.83804	1180.57340	8.80535	8.24624	88.34820
9.26059	-73.25383	8.78836	35.01361	6.83719	0.17445	5.95099	-3.74912	6.29191	6.55528	0.00000	53.05471	9.13395	65.44773	1061.64936	8.38737	8.11502	77.52879
7.29714	78.14797	9.89237	11.46047	6.31653	0.18004	5.85105	15.45144	7.25729	7.74613	0.00000	72.56399	9.98640	46.13676	1143.80728	8.64747	5.74568	87.37100
	13.44275	3.35653	17.48744	7.23955	0.18609	9.13650	38.07789	5.36343	7.37137	0.00000	53.49424	8.66449	41.85572	1156.56294	3.93608	6.79334	69.34229
9.08142	44.02488	11.91808	12.30578	6.50125	0.41047	7.20949	32.61603	7.82099	7.73105	0.00000	46.90641	8.11455	66.22274	1152.10820	7.05002	8.75712	75.08930
6.18093	114.51667	6.04498	-2.67314	9.55256	0.58391	8.83918	33.78333	8.49765	8.66942	1.00000	35.82331	8.44336	45.56811	1105.24998	5.41571	8.39183	65.36693
5.88868	91.61356	6.16817	22.01677	9.04395	1.31314	7.44367	26.44931	9.51951	8.41151	1.00000	73.06072	8.56254	21.57952	1157.70825	5.33308	7.96287	67.53426
9.28026	145.18333	6.04525	1.89826	9.27127	0.12214	6.35466	-37.9	5.46385	8.69951	0.00000	41.07400	6.13832	54.70559	1193.26691	4.55008	7.71593	80.88685
5.47087	140.73667	6.72968	16.80204	7.57853	1.34359	4.31808	41.77583	9.55749	7.70317	1.00000	43.77881	8.36473	46.82728	1091.56211	5.61420	6.69114	73.80409
8.00549	2.12213	7.02258	21.30230	5.42016	0.19677	5.28304	48.8222	5.61373	7.88941	0.00000	43.82189	8.00980	67.62581	1154.45668	9.56012	7.11780	82.19697
6.76467	9.47629	6.95659	14.87755	10.44296	2.43173	10.12993	53.59337	10.17136	7.63631	0.00000	69.13058	7.99547	45.04518	1125.84194	8.21588	7.10835	73.16477
7.30466	86.51499	8.36184	4.45165	7.06530	0.46952	5.39703	23.1959	8.46186	6.89351	0.00000	26.88839	8.75943	81.66903	1062.48693	9.80621	7.97213	79.05980
4.42117	86.51499	7.46384	14.33051	5.52104	0.51374	8.00990	23.1959	8.47434	8.99756	1.00000	41.33276	7.99470	49.67353	1152.13056	7.19329	8.83853	88.14691
8.65615	-84.50855	9.38022	9.60468	5.75573	0.09743	9.31498	39.08367	1.80321	7.45779	1.00000	73.01937	6.63890	42.73125	1176.65193	9.24535	8.02877	81.11261
7.77007	-85.76942	9.10037	24.21268	3.37380	0.83986	6.30945	39.78504	9.06933	6.82805	0.00000	54.08875	9.12397	6.25650	1094.00012	7.45467	5.83679	71.30603
5.63942	11.18709	6.27256	5.77317	6.15035	0.23047	8.51500	48.73218	7.13803	7.77859	1.00000	49.78533	7.59685	68.02191	1154.26085	5.52060	6.75395	74.96953
